Sprungtyp,SprungID,ACC_N,ACC_N_ROT_filtered,Acc_x_Fil,Acc_y_Fil,Acc_z_Fil,Gyro_x_Fil,Gyro_y_Fil,Gyro_z_Fil,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_Abs_I_x LapEnd,DJump_Abs_I_y LapEnd,DJump_Abs_I_z LapEnd
Doppelsalto B,0609-1-01-550,29.077,28.841,-11.575,0.091,-0.962,16.639,371.494,-10.832,31.524,703.472,-20.723,80.993,725.197,68.921
Salto C,0609-1-01-554,16.527,16.376,-1.092,0.197,4.846,18.175,190.395,-18.305,34.422,358.971,-34.26,44.507,373.849,41.254
Doppelsalto B,0609-1-01-555,31.004,31.118,-14.32,-0.312,-1.99,11.49,388.537,-15.873,20.664,704.555,-28.688,76.005,740.823,59.694
Salto C,0609-1-01-560,16.722,16.522,-0.852,-0.1,4.469,16.799,189.141,-5.962,32.246,361.447,-11.41,42.915,389.111,41.197
Doppelsalto B,0609-1-01-561,29.291,29.149,-12.895,-0.611,0.022,6.547,375.827,-7.42,11.759,709.288,-13.703,62.406,742.467,72.529
Salto C,0609-1-01-564,17.129,16.905,-0.923,-0.207,5.03,6.188,187.782,-9.673,11.742,361.428,-18.43,30.431,391.054,40.464
Doppelsalto B,0609-1-01-565,28.809,28.631,-12.192,-0.557,-0.104,5.083,370.978,-10.688,9.74,710.108,-20.68,67.399,736.79,60.221
Salto C,0609-1-01-568,17.149,16.958,-1.618,0.127,5.267,13.806,188.624,-7.958,26.068,359.098,-15.204,44.448,382.4,40.433
Doppelsalto B,0609-1-01-569,29.805,29.543,-12.884,0.0,-0.119,8.769,375.469,-11.372,16.555,705.903,-22.061,72.608,733.206,65.115
Salto C,0609-1-01-572,16.521,16.308,-1.225,-0.006,4.944,12.054,190.98,-10.023,22.792,362.544,-19.36,36.55,386.64,50.433
Doppelsalto B,0609-1-01-573,29.24,29.069,-12.558,-0.627,-0.124,0.828,375.345,-19.735,1.602,706.616,-36.967,64.982,735.774,73.585
Salto C,0609-1-01-576,15.842,15.687,0.048,-0.188,4.395,14.798,191.92,-7.62,27.372,361.063,-14.374,39.177,372.061,34.694
Doppelsalto B,0609-1-01-577,30.054,29.792,-13.381,-0.797,-1.269,0.196,384.726,-16.316,0.195,705.745,-30.783,74.172,738.26,62.535
Salto C,0609-1-01-583,17.137,16.904,-1.127,-0.042,4.786,11.573,190.893,-8.721,21.667,358.667,-16.467,33.312,378.666,48.014
Doppelsalto B,0609-1-01-584,30.153,30.007,-14.364,-0.489,-0.07,6.037,383.482,-4.635,11.353,722.899,-8.197,64.995,768.344,66.723
Salto C,0609-1-01-588,17.011,16.783,-1.079,-0.504,4.675,0.264,191.71,-13.649,0.364,361.767,-25.573,28.244,378.013,40.834
Doppelsalto B,0609-1-01-589,29.692,29.482,-13.1,-0.186,-0.83,10.27,379.229,-4.597,19.443,716.005,-8.638,59.296,751.981,60.588
Salto C,0609-1-01-591,16.065,15.904,-1.161,0.236,5.17,11.424,190.23,-9.895,21.689,360.268,-18.871,34.108,369.587,39.686
Doppelsalto B,0609-1-01-592,30.015,29.9,-13.324,-0.983,-0.89,-4.416,384.075,-15.109,-8.352,705.915,-28.089,77.152,741.72,67.131
Salto C,0609-1-01-594,16.647,16.399,-0.794,-0.181,4.831,7.027,191.721,-11.32,13.268,365.329,-21.575,29.086,383.653,43.817
Doppelsalto B,0609-1-01-595,29.185,29.033,-12.173,-0.467,-1.11,5.943,374.32,-10.355,11.288,704.22,-19.768,70.807,740.575,52.211
Salto C,0609-1-01-597,16.361,16.138,-1.113,-0.015,5.065,12.143,190.225,-6.101,23.066,361.314,-11.722,32.99,384.821,40.197
Doppelsalto B,0609-1-01-598,29.037,29.06,-12.366,-0.157,-1.708,7.068,375.086,-10.046,13.295,699.115,-18.838,55.355,736.002,57.277
Salto C,0609-1-01-605,16.81,16.587,-1.224,-0.081,4.936,12.872,189.786,-9.768,24.374,356.542,-18.606,36.084,378.925,40.594
Doppelsalto B,0609-1-01-606,29.622,29.375,-13.147,-0.609,0.181,3.41,375.799,-11.874,6.138,711.673,-22.336,75.752,756.834,66.256
Salto C,0609-1-01-608,17.281,17.074,-1.284,-0.35,4.612,7.9,190.816,-13.091,15.082,360.498,-24.531,41.502,394.265,46.989
Doppelsalto B,0609-1-01-609,29.733,29.439,-12.019,-0.084,-0.987,11.852,374.389,-5.558,22.581,709.868,-11.005,63.412,738.238,64.71
Salto C,0609-1-01-611,16.897,16.722,-1.38,-0.299,5.13,2.201,188.06,-8.878,3.976,362.366,-16.839,29.155,391.063,45.271
Doppelsalto B,0609-1-01-612,28.467,28.192,-12.171,-0.651,1.253,1.489,373.069,-12.766,2.708,708.808,-23.975,73.867,739.358,53.605
Salto C,0609-1-01-614,16.594,16.373,-1.045,0.097,5.199,13.893,193.288,-9.528,25.831,361.266,-17.836,38.272,378.94,39.332
Doppelsalto B,0609-1-01-615,30.417,30.365,-12.774,-1.0,-2.424,-1.164,384.738,-18.447,-2.159,701.557,-33.426,77.53,733.723,71.175
Salto C,0609-1-01-617,16.355,16.217,-0.09,0.35,4.593,12.109,193.04,-11.354,21.785,353.472,-20.578,37.256,356.056,49.975
Doppelsalto B,0609-1-01-618,29.798,29.785,-13.277,-0.494,-1.937,-8.812,388.965,-19.594,-15.879,708.939,-36.821,72.793,726.787,74.814
Bauchsprung,0609-1-01-624,11.787,11.207,5.404,-0.366,6.523,-5.011,-23.12,-2.478,-9.057,-41.704,-5.447,18.078,115.083,34.256
Von Bauch in Stand,0609-1-01-625,13.207,13.473,6.665,-0.296,6.244,3.508,25.489,3.816,5.806,42.637,7.611,25.184,85.189,45.209
Doppelsalto C,0609-1-01-626,33.209,32.929,-15.716,-0.706,-5.886,10.185,412.475,-22.183,17.395,698.613,-38.26,41.915,701.482,55.821
Bauchsprung,0609-1-01-631,11.974,11.313,4.488,0.338,7.586,-5.464,-20.248,-9.336,-10.027,-35.318,-16.898,23.098,125.716,40.113
Von Bauch in Stand,0609-1-01-632,12.968,13.451,5.941,0.738,6.736,4.126,22.199,10.414,7.446,36.705,18.265,22.644,105.144,37.129
Doppelsalto C,0609-1-01-633,31.928,31.546,-14.137,0.017,-4.137,12.58,406.144,-16.021,21.379,697.26,-27.783,40.405,697.587,53.306
Bauchsprung,0609-1-01-638,11.73,11.055,4.95,-0.171,7.08,0.089,-20.035,-2.967,0.079,-35.261,-5.321,19.546,117.85,31.916
Von Bauch in Stand,0609-1-01-639,13.231,13.505,6.885,-0.064,6.402,2.37,22.908,3.319,4.059,38.251,5.662,23.021,77.139,39.151
Doppelsalto C,0609-1-01-640,32.679,32.345,-14.401,-0.015,-5.424,18.877,405.673,-16.381,32.706,697.837,-28.506,56.567,698.14,63.181
Bauchsprung,0609-1-01-644,12.311,11.701,4.696,0.143,7.424,-1.51,-19.333,-4.764,-2.802,-34.248,-8.513,15.153,132.717,57.96
Von Bauch in Stand,0609-1-01-645,13.236,13.763,5.927,0.302,6.802,-3.453,20.789,5.723,-5.972,34.347,9.784,42.043,110.847,54.142
Doppelsalto C,0609-1-01-646,32.878,32.592,-15.34,-0.811,-5.082,1.24,413.707,-14.02,2.201,698.638,-23.859,38.497,699.516,62.814
Bauchsprung,0609-1-01-649,12.278,11.67,4.569,-0.34,7.454,0.264,-23.464,-4.041,0.233,-42.446,-7.222,18.309,127.442,33.993
Von Bauch in Stand,0609-1-01-650,12.44,12.772,6.558,-0.053,6.437,-0.128,21.743,2.588,-0.112,36.844,3.977,26.906,76.036,36.143
Doppelsalto C,0609-1-01-651,31.624,31.367,-15.024,-0.127,-4.258,10.84,406.525,-16.179,18.735,699.409,-27.531,41.203,699.888,58.425
Bauchsprung,0609-1-01-658,11.778,11.291,4.6,-0.507,6.736,-3.521,-25.997,-2.791,-6.817,-46.834,-5.144,15.751,122.523,28.381
Von Bauch in Stand,0609-1-01-659,12.996,13.506,6.653,-0.149,6.116,4.516,25.969,2.392,8.485,44.06,3.529,23.268,79.954,49.622
Doppelsalto C,0609-1-01-660,33.484,32.952,-16.571,-0.691,-3.545,0.743,410.517,-10.19,0.928,709.404,-17.281,43.401,709.408,43.634
Bauchsprung,0609-1-01-663,12.186,11.508,4.815,0.151,7.258,-0.924,-22.937,-6.883,-1.695,-40.573,-12.898,19.34,117.115,39.455
Von Bauch in Stand,0609-1-01-664,12.592,13.079,6.516,0.302,6.196,1.048,24.357,5.831,2.011,40.712,10.098,25.636,73.158,44.35
Doppelsalto C,0609-1-01-665,32.262,31.955,-14.497,-0.307,-5.33,5.297,404.871,-13.367,8.704,696.184,-22.588,37.826,696.184,50.842
Bauchsprung,0609-1-01-668,11.92,11.452,5.103,-0.062,6.746,-6.113,-24.021,-3.978,-11.306,-42.418,-7.215,20.442,120.739,43.838
Von Bauch in Stand,0609-1-01-669,12.806,13.242,6.622,0.141,6.259,0.941,25.042,3.115,2.07,41.922,5.55,22.716,83.819,34.327
Doppelsalto C,0609-1-01-670,32.963,32.448,-15.222,-0.706,-4.48,2.259,409.325,-19.284,4.08,701.805,-33.291,38.449,701.805,57.532
Bauchsprung,0609-1-01-673,11.665,10.99,4.849,-0.227,7.179,-3.11,-21.201,-4.425,-5.607,-36.183,-7.896,21.426,124.48,36.662
Von Bauch in Stand,0609-1-01-674,13.029,13.539,6.379,0.018,6.461,3.907,23.97,2.756,6.674,38.967,5.208,28.415,97.473,33.064
Doppelsalto C,0609-1-01-675,34.381,34.04,-17.213,0.319,-5.379,25.817,424.3,-24.994,42.706,704.919,-41.9,48.396,704.919,60.624
Bauchsprung,0609-1-01-678,11.954,11.302,4.652,0.043,7.399,-4.385,-21.667,-3.639,-8.019,-37.564,-6.531,29.295,126.479,35.156
Von Bauch in Stand,0609-1-01-679,13.598,14.097,6.908,0.261,6.28,8.72,20.489,5.01,14.792,32.995,8.413,35.39,72.783,66.86
Doppelsalto C,0609-1-01-680,34.553,34.212,-17.407,-0.21,-4.857,13.469,427.914,-22.215,22.168,709.226,-37.093,43.597,709.226,60.214
Bauchsprung,0609-1-01-685,11.811,11.167,5.175,0.08,6.882,-1.492,-22.38,-5.859,-2.843,-40.284,-10.69,13.799,120.615,26.0
Von Bauch in Stand,0609-1-01-686,12.063,12.507,6.056,0.048,6.21,1.973,22.291,4.194,3.355,37.382,7.181,23.575,90.374,24.24
Doppelsalto C,0609-1-01-687,35.167,34.8,-17.47,-0.021,-4.862,16.156,415.7,-11.885,28.045,720.824,-20.525,56.442,726.123,56.283
Bauchsprung,0609-1-01-690,11.814,11.299,4.603,-0.39,7.205,0.34,-20.646,-2.324,0.266,-36.237,-4.313,16.256,116.231,30.918
Von Bauch in Stand,0609-1-01-691,13.289,13.589,6.46,-0.196,6.709,0.676,21.816,2.079,1.508,36.322,3.908,19.533,88.58,31.914
Doppelsalto C,0609-1-01-692,33.932,33.506,-16.164,0.067,-4.795,25.846,407.109,-14.753,44.646,706.652,-25.702,56.603,707.742,58.176
Bauchsprung,0609-1-01-695,11.7,10.896,5.421,-0.118,6.656,-4.674,-25.377,-4.038,-8.441,-44.892,-7.842,21.116,107.617,24.065
Von Bauch in Stand,0609-1-01-696,12.129,12.576,7.1,0.005,5.709,1.554,23.244,2.612,2.567,38.351,4.875,26.546,76.236,36.396
Doppelsalto C,0609-1-01-697,33.322,32.903,-16.204,0.135,-3.942,10.113,415.126,-10.663,17.435,709.557,-18.812,41.039,709.873,48.189
Bauchsprung,0609-1-01-700,11.945,11.46,4.727,-0.195,6.686,-2.326,-25.512,-5.101,-4.395,-45.017,-8.591,22.082,118.599,32.716
Von Bauch in Stand,0609-1-01-701,12.932,13.374,7.202,0.009,5.995,1.839,21.023,3.516,2.959,34.157,5.36,19.13,73.754,40.307
Doppelsalto C,0609-1-01-702,33.232,32.895,-17.654,-0.859,-4.602,4.855,422.963,-26.856,8.446,711.641,-45.503,51.246,714.24,71.313
Bauchsprung,0609-1-01-705,12.065,11.328,4.668,0.016,7.584,-2.956,-21.466,-5.179,-5.562,-37.119,-9.089,18.862,121.786,30.633
Von Bauch in Stand,0609-1-01-706,12.982,13.487,6.133,0.194,6.71,0.611,22.776,4.367,1.199,36.937,7.331,26.677,83.462,41.397
Doppelsalto C,0609-1-01-707,34.117,33.83,-17.572,0.334,-4.918,18.761,418.372,-16.979,31.006,701.554,-28.021,67.091,701.645,62.162
Bauchsprung,0609-1-01-712,12.164,11.343,4.411,-0.182,7.693,-0.309,-20.044,-7.043,-0.501,-34.951,-13.175,24.779,126.47,44.795
Von Bauch in Stand,0609-1-01-713,12.684,13.253,6.263,0.019,6.481,0.973,23.867,5.245,1.765,39.947,9.486,20.24,87.377,40.967
Doppelsalto C,0609-1-01-714,33.494,33.156,-15.542,-0.406,-4.649,17.762,402.469,-21.725,30.664,698.429,-37.754,43.535,703.8,70.047
Bauchsprung,0609-1-01-717,11.631,11.054,4.947,-0.459,6.932,-3.495,-23.561,0.52,-6.415,-43.197,0.549,16.0,118.174,24.974
Von Bauch in Stand,0609-1-01-718,12.762,13.125,6.323,-0.5,6.657,1.131,24.719,0.439,1.961,42.873,1.136,22.302,94.98,44.609
Doppelsalto C,0609-1-01-719,32.183,31.871,-14.698,0.433,-4.58,23.61,396.143,-15.374,41.73,698.962,-27.103,65.899,702.069,69.19
Bauchsprung,0609-1-01-722,11.975,11.256,4.288,-0.242,7.736,0.498,-22.304,-3.26,0.624,-39.76,-6.309,15.305,121.412,27.574
Von Bauch in Stand,0609-1-01-723,12.221,12.809,6.1,-0.01,6.919,3.393,21.277,5.458,6.056,35.314,10.082,17.467,68.16,30.123
Doppelsalto C,0609-1-01-724,33.202,32.832,-16.124,0.424,-4.136,19.811,409.533,-10.095,33.977,701.186,-18.068,49.831,701.942,53.922
Bauchsprung,0609-1-01-727,12.035,11.387,4.449,0.02,7.616,-5.249,-21.435,-3.005,-9.606,-37.129,-4.996,23.957,108.653,45.771
Von Bauch in Stand,0609-1-01-728,12.657,13.2,6.42,0.287,6.624,2.233,21.604,3.121,4.051,35.149,4.703,30.791,87.458,38.456
Doppelsalto C,0609-1-01-729,32.422,32.088,-15.528,-1.883,-3.558,-28.71,410.797,-7.527,-49.092,702.231,-12.548,60.065,702.231,48.533
Bauchsprung,0609-1-01-733,11.99,11.401,4.983,-0.594,6.645,-2.912,-24.897,-1.387,-5.536,-43.97,-3.532,19.695,125.839,30.171
Von Bauch in Stand,0609-1-01-734,12.773,13.168,6.69,-0.573,6.215,0.834,26.296,0.588,1.798,43.75,1.801,21.111,63.842,29.178
Doppelsalto C,0609-1-01-735,32.539,32.288,-15.352,-0.271,-3.968,20.031,404.602,-24.63,34.369,695.699,-42.468,44.393,699.364,62.223
Bauchsprung,0609-1-01-739,11.961,11.3,4.485,-0.161,7.251,-0.733,-21.752,-5.765,-1.337,-37.112,-9.957,22.234,134.274,36.152
Von Bauch in Stand,0609-1-01-740,13.74,14.153,6.587,-0.032,6.602,-1.542,22.567,4.738,-2.627,36.688,7.767,28.798,97.015,37.483
Doppelsalto C,0609-1-01-741,34.329,33.693,-15.868,-0.924,-4.791,4.13,408.177,-7.34,6.848,707.128,-12.647,72.92,712.432,69.646
Bauchsprung,0609-1-01-744,12.364,11.672,4.52,-0.234,7.514,-3.604,-23.862,-2.823,-6.818,-41.563,-5.353,25.092,122.426,36.024
Von Bauch in Stand,0609-1-01-745,12.507,13.031,6.716,-0.417,6.139,2.678,22.131,3.002,4.6,36.037,5.767,27.917,74.54,54.109
Doppelsalto C,0609-1-01-746,33.339,32.858,-15.89,0.536,-3.945,21.944,408.36,-13.071,38.013,706.94,-22.503,59.788,712.196,60.73
Bauchsprung,0609-1-01-749,12.305,11.577,4.871,-0.124,7.717,0.42,-22.164,-1.163,0.689,-39.298,-2.323,20.367,117.414,26.832
Von Bauch in Stand,0609-1-01-750,13.131,13.592,6.306,-0.317,6.739,1.506,21.493,3.824,2.503,36.034,6.697,34.577,80.091,63.942
Doppelsalto C,0609-1-01-751,32.046,31.77,-14.753,-0.293,-3.654,14.109,405.372,-10.235,24.661,705.004,-17.497,48.28,706.46,47.173
Bauchsprung,0609-1-01-754,12.057,11.467,4.315,-0.293,7.919,-1.697,-15.766,-6.426,-3.789,-28.5,-12.596,17.472,126.322,33.586
Von Bauch in Stand,0609-1-01-755,13.461,13.861,5.913,0.114,7.167,3.675,16.098,2.845,6.859,26.999,5.796,28.415,98.326,37.15
Doppelsalto C,0609-1-01-756,32.501,32.196,-14.747,0.282,-4.146,15.227,402.13,-14.149,26.461,698.602,-24.906,42.908,698.602,55.344
Bauchsprung,0609-1-01-760,11.705,10.989,4.929,0.01,7.201,-4.241,-21.067,-4.466,-7.708,-37.725,-8.476,26.283,113.095,25.978
Von Bauch in Stand,0609-1-01-761,12.636,13.186,6.469,-0.169,6.392,2.13,21.252,5.33,3.349,35.413,9.545,27.605,93.498,53.643
Doppelsalto C,0609-1-01-762,32.866,32.541,-16.635,-0.52,-3.293,17.001,411.588,-19.887,29.797,709.027,-34.277,59.679,709.027,54.349
Bauchsprung,0609-1-01-768,12.21,11.467,4.669,-0.102,7.565,-3.989,-20.115,-5.478,-7.174,-34.313,-9.536,20.707,108.625,38.309
Von Bauch in Stand,0609-1-01-769,13.057,13.426,6.413,0.119,6.9,2.831,23.319,4.249,4.824,37.826,7.349,21.412,78.326,30.249
Doppelsalto C,0609-1-01-770,34.248,33.716,-16.885,-1.235,-4.058,-1.165,413.139,-21.206,-2.073,708.157,-36.899,47.067,708.645,67.996
Bauchsprung,0609-1-01-773,12.109,11.482,4.353,0.006,7.344,-4.619,-22.487,-5.11,-8.055,-39.84,-9.826,21.187,133.735,32.309
Von Bauch in Stand,0609-1-01-774,12.538,12.907,5.864,-0.008,6.942,5.65,22.66,4.843,9.693,38.18,9.071,21.819,97.065,36.444
Doppelsalto C,0609-1-01-775,33.969,33.744,-16.256,-0.476,-5.371,15.46,411.405,-22.608,26.3,705.202,-38.461,44.544,706.593,62.046
Bauchsprung,0609-1-01-778,12.086,11.547,4.615,-0.217,7.416,1.22,-21.101,-5.519,2.25,-37.383,-10.354,19.495,130.364,36.09
Von Bauch in Stand,0609-1-01-779,13.168,13.622,5.786,0.019,7.09,-3.513,21.533,2.054,-6.17,35.943,4.107,30.697,102.873,34.162
Doppelsalto C,0609-1-01-780,32.959,32.63,-15.657,-0.838,-4.916,-5.858,409.532,-6.555,-9.789,696.804,-11.335,57.01,697.613,56.465
Bauchsprung,0609-1-01-782,12.038,11.508,5.099,-0.05,7.301,-2.726,-20.047,-7.254,-5.143,-35.447,-13.492,18.93,103.601,38.32
Von Bauch in Stand,0609-1-01-783,12.639,13.089,6.654,0.204,6.384,2.09,21.576,6.015,3.491,35.788,11.05,25.767,74.028,50.122
Doppelsalto C,0609-1-01-784,32.785,32.449,-15.662,-0.107,-3.66,21.68,406.415,-20.493,37.477,699.973,-35.521,49.764,700.212,50.833
Bauchsprung,0609-1-01-786,12.644,12.137,4.456,-0.231,8.032,1.941,-18.229,-7.826,3.43,-31.887,-14.463,17.983,132.4,33.022
Von Bauch in Stand,0609-1-01-787,12.23,12.705,6.146,0.183,6.726,-0.315,17.333,4.256,-0.745,27.664,7.92,25.105,80.175,32.092
Doppelsalto C,0609-1-01-788,33.207,32.723,-16.12,-0.736,-4.248,6.074,412.949,-10.581,10.569,707.641,-18.306,60.162,709.372,55.833
Bauchsprung,0609-1-01-791,11.764,11.134,4.755,-0.136,6.81,-3.098,-23.111,-4.944,-5.566,-39.337,-8.837,25.121,114.059,31.676
Von Bauch in Stand,0609-1-01-792,12.345,12.867,6.1,0.29,6.873,5.632,27.933,4.598,9.642,45.199,8.036,28.074,76.027,60.245
Doppelsalto C,0609-1-01-793,34.644,34.327,-17.079,-0.011,-5.952,13.265,418.526,-17.518,21.698,692.232,-28.997,39.847,694.691,63.606
Bauchsprung,0609-1-01-796,11.121,10.521,4.926,-0.215,6.484,-3.922,-21.8,-1.998,-7.352,-39.853,-3.653,17.82,110.477,29.461
Von Bauch in Stand,0609-1-01-797,13.944,14.286,6.948,-0.223,6.637,-0.123,23.378,3.992,-0.092,40.712,6.904,37.08,86.33,54.267
Doppelsalto C,0609-1-01-798,32.203,31.854,-15.162,-0.542,-3.742,4.032,400.92,-6.105,7.01,706.889,-10.717,41.825,710.073,47.503
Bauchsprung,0609-1-01-801,12.037,11.353,4.76,-0.079,7.473,-3.542,-20.558,-7.894,-6.706,-36.548,-14.643,25.006,115.469,40.946
Von Bauch in Stand,0609-1-01-802,12.383,12.959,6.402,0.316,6.391,3.259,21.067,5.755,6.04,35.196,9.996,18.099,65.106,35.193
Doppelsalto C,0609-1-01-803,33.476,33.041,-15.99,-0.145,-4.259,12.803,413.856,-16.136,22.174,712.359,-27.855,39.625,716.825,56.498
Bauchsprung,0609-1-01-806,11.765,11.038,5.159,-0.231,6.947,-3.154,-23.963,-5.205,-5.874,-42.798,-9.65,21.278,102.355,33.881
Von Bauch in Stand,0609-1-01-807,12.246,12.942,6.319,-0.15,5.893,3.915,26.37,6.63,6.622,43.778,11.632,26.13,78.423,40.626
Doppelsalto C,0609-1-01-808,35.044,34.568,-17.653,-0.868,-3.983,1.246,423.715,-14.193,2.194,705.058,-23.533,49.431,705.476,51.083
Bauchsprung,0609-1-01-812,11.631,10.916,5.016,-0.317,7.178,-1.859,-19.59,-2.49,-3.442,-33.327,-4.482,19.885,114.184,32.6
Von Bauch in Stand,0609-1-01-813,13.33,13.753,6.542,-0.19,6.392,2.083,23.852,1.259,3.725,38.317,1.996,27.95,88.934,31.453
Doppelsalto C,0609-1-01-814,32.955,32.522,-15.605,-0.355,-4.279,5.579,410.73,-21.107,9.109,698.903,-35.781,41.255,699.318,63.846
Bauchsprung,0609-1-01-821,12.251,11.492,4.86,-0.112,7.393,-0.095,-21.204,-6.262,-0.251,-36.745,-11.973,24.555,124.298,42.175
Von Bauch in Stand,0609-1-01-822,12.188,12.708,5.691,0.265,6.764,7.183,23.997,8.26,12.203,39.257,14.879,22.554,77.105,55.503
Doppelsalto C,0609-1-01-823,33.782,33.241,-16.903,-1.381,-3.069,-9.223,409.902,-14.785,-15.672,696.083,-25.603,45.977,698.195,59.309
Bauchsprung,0609-1-01-826,12.288,11.647,5.067,-0.032,7.247,0.031,-21.655,-4.868,0.071,-37.797,-9.065,21.18,123.681,40.562
Von Bauch in Stand,0609-1-01-827,12.804,13.269,5.973,-0.104,6.655,-0.86,24.948,2.542,-1.62,41.038,4.57,26.423,98.924,45.502
Doppelsalto C,0609-1-01-828,34.046,33.848,-18.184,0.823,-4.673,28.966,416.434,-0.766,49.348,710.415,-1.554,68.545,715.394,55.102
Bauchsprung,0609-1-01-831,11.497,10.797,5.139,0.051,6.536,-4.299,-25.902,-4.262,-7.756,-44.97,-7.533,19.316,108.781,33.488
Von Bauch in Stand,0609-1-01-832,12.295,12.711,6.783,0.051,6.148,4.259,25.234,6.603,7.197,41.337,11.23,24.243,67.139,43.666
Doppelsalto C,0609-1-01-833,33.524,33.227,-16.444,-0.799,-4.67,0.433,416.872,-25.538,0.931,704.759,-43.428,44.547,706.858,57.748
Bauchsprung,0609-1-01-836,12.043,11.436,4.737,-0.004,7.258,0.159,-23.323,-1.559,0.233,-39.451,-2.269,22.575,112.572,37.89
Von Bauch in Stand,0609-1-01-837,13.024,13.577,6.576,-0.292,6.218,0.085,24.956,2.299,0.32,39.841,3.51,23.825,66.496,34.476
Doppelsalto C,0609-1-01-838,35.802,35.293,-18.528,-0.178,-4.512,22.684,429.485,-13.654,37.153,707.975,-22.441,48.629,710.292,59.512
Bauchsprung,0609-1-01-844,11.585,10.926,4.916,-0.152,6.907,-4.035,-18.087,-5.936,-7.398,-30.571,-10.411,24.323,109.139,34.2
Von Bauch in Stand,0609-1-01-845,13.035,13.513,6.766,0.306,6.59,6.574,24.485,6.525,11.154,39.659,11.397,24.231,73.747,41.0
Doppelsalto C,0609-1-01-846,34.804,34.268,-18.278,-1.229,-4.225,2.351,422.323,-27.601,4.232,708.856,-47.084,37.744,708.858,61.45
Bauchsprung,0609-1-01-852,11.864,11.254,4.666,0.463,6.89,-1.551,-22.934,-9.094,-2.984,-40.66,-16.867,30.798,116.367,44.529
Von Bauch in Stand,0609-1-01-853,12.462,12.871,6.296,0.825,6.406,3.31,24.789,9.705,5.921,41.588,16.973,23.73,104.168,32.837
Doppelsalto C,0609-1-01-854,32.9,32.534,-15.18,-0.084,-4.416,8.851,407.551,-11.185,15.301,696.091,-18.838,42.271,696.392,54.168
Bauchsprung,0609-1-01-857,11.836,11.154,4.875,-0.26,7.204,0.085,-21.636,-4.086,-0.119,-39.055,-6.86,24.169,109.309,28.946
Von Bauch in Stand,0609-1-01-858,12.552,13.012,6.126,-0.138,6.652,2.74,23.754,1.588,4.849,39.879,2.225,24.8,87.036,34.083
Doppelsalto C,0609-1-01-859,34.006,33.449,-16.709,0.136,-3.964,17.079,406.955,-17.012,29.574,711.453,-30.27,54.54,711.814,60.866
Bauchsprung,0609-1-01-862,12.174,11.574,4.831,-0.252,7.654,0.468,-18.773,-2.713,0.812,-33.654,-5.178,19.132,126.194,24.109
Von Bauch in Stand,0609-1-01-863,12.286,12.82,6.068,-0.176,6.712,0.858,21.676,3.253,1.196,36.28,6.138,16.651,77.581,32.252
Doppelsalto C,0609-1-01-864,32.676,32.352,-16.232,-0.466,-3.655,-0.373,404.722,-9.815,-0.499,699.845,-16.968,49.784,702.382,60.866
Bauchsprung,0609-1-01-867,11.83,11.092,4.33,0.1,7.917,-1.693,-19.679,-5.882,-3.554,-33.72,-10.636,24.665,107.239,39.633
Von Bauch in Stand,0609-1-01-868,12.018,12.789,5.899,-0.01,6.412,1.306,19.552,6.645,2.288,30.944,11.434,22.828,106.415,45.988
Doppelsalto C,0609-1-01-869,33.729,33.336,-16.929,-1.479,-4.429,-1.924,421.412,-24.256,-3.018,705.186,-40.811,31.4,705.186,59.982
Bauchsprung,0609-1-01-872,12.263,11.623,4.594,0.026,7.68,1.676,-15.759,-7.464,2.842,-27.177,-14.196,26.025,120.948,51.194
Von Bauch in Stand,0609-1-01-873,11.984,12.654,6.049,0.544,6.76,0.533,18.17,7.18,1.319,29.319,12.99,27.78,76.827,49.245
Doppelsalto C,0609-1-01-874,33.546,33.029,-17.058,-0.262,-3.724,16.406,412.342,-19.519,27.865,705.255,-33.501,47.428,705.255,54.806
Bauchsprung,0609-1-01-878,12.224,11.506,4.773,-0.296,7.222,1.556,-24.867,-3.048,2.408,-42.902,-5.425,22.127,115.155,46.232
Von Bauch in Stand,0609-1-01-879,12.687,13.11,6.26,-0.17,6.468,-1.807,25.866,0.127,-2.953,41.978,0.05,25.227,98.582,37.603
Doppelsalto C,0609-1-01-880,35.507,35.003,-18.216,-1.09,-4.832,3.367,426.614,-18.612,5.711,709.772,-31.013,37.093,711.04,55.955
Bauchsprung,0609-1-01-883,11.895,11.275,5.044,-0.178,7.027,-0.167,-23.817,-4.372,-0.375,-42.522,-8.858,20.189,111.99,32.267
Von Bauch in Stand,0609-1-01-884,12.238,12.598,6.137,-0.013,6.558,0.737,27.08,6.003,1.376,45.623,11.61,19.461,79.477,33.173
Doppelsalto C,0609-1-01-885,32.086,31.786,-14.659,0.186,-5.37,19.218,401.725,-13.653,33.305,697.898,-23.887,66.334,702.984,60.244
Bauchsprung,0609-1-01-889,11.946,11.126,4.739,-0.071,7.621,1.053,-21.086,-3.369,1.801,-37.552,-6.133,20.149,109.146,26.927
Von Bauch in Stand,0609-1-01-890,12.246,12.824,6.485,0.185,6.202,0.523,22.057,5.026,0.848,36.922,8.443,17.633,75.177,40.9
Doppelsalto C,0609-1-01-891,32.963,32.247,-16.382,-0.13,-2.36,14.389,404.606,-18.24,24.756,708.578,-31.82,45.599,708.918,50.275
