SprungID,Sprungtyp,avg_Acc_N_Fil,std_Acc_N_Fil,avg_Gyro_x_R,std_Gyro_x_R,avg_Gyro_y_R,std_Gyro_y_R,avg_Gyro_z_R,std_Gyro_z_R,avg_Gyro_x_Fil,std_Gyro_x_Fil,avg_Gyro_y_Fil,std_Gyro_y_Fil,avg_Gyro_z_Fil,std_Gyro_z_Fil,avg_DJump_SIG_I_x LapEnd,avg_DJump_SIG_I_y LapEnd,avg_DJump_SIG_I_z LapEnd,avg_DJump_I_ABS_x LapEnd,avg_DJump_I_ABS_y LapEnd,avg_DJump_I_ABS_z LapEnd,avg_DJump_ABS_I_x LapEnd,avg_DJump_ABS_I_y LapEnd,avg_DJump_ABS_I_z LapEnd,avg_DJump_SIG_I_S1_x LapEnd,avg_DJump_SIG_I_S1_y LapEnd,avg_DJump_SIG_I_S1_z LapEnd,avg_DJump_SIG_I_S2_x LapEnd,avg_DJump_SIG_I_S2_y LapEnd,avg_DJump_SIG_I_S2_z LapEnd,avg_DJump_SIG_I_S3_x LapEnd,avg_DJump_SIG_I_S3_y LapEnd,avg_DJump_SIG_I_S3_z LapEnd,avg_DJump_SIG_I_S4_x LapEnd,avg_DJump_SIG_I_S4_y LapEnd,avg_DJump_SIG_I_S4_z LapEnd,avg_DJump_I_ABS_S1_x LapEnd,avg_DJump_I_ABS_S1_y LapEnd,avg_DJump_I_ABS_S1_z LapEnd,avg_DJump_I_ABS_S2_x LapEnd,avg_DJump_I_ABS_S2_y LapEnd,avg_DJump_I_ABS_S2_z LapEnd,avg_DJump_I_ABS_S3_x LapEnd,avg_DJump_I_ABS_S3_y LapEnd,avg_DJump_I_ABS_S3_z LapEnd,avg_DJump_I_ABS_S4_x LapEnd,avg_DJump_I_ABS_S4_y LapEnd,avg_DJump_I_ABS_S4_z LapEnd,avg_DJump_ABS_I_S1_x LapEnd,avg_DJump_ABS_I_S1_y LapEnd,avg_DJump_ABS_I_S1_z LapEnd,avg_DJump_ABS_I_S2_x LapEnd,avg_DJump_ABS_I_S2_y LapEnd,avg_DJump_ABS_I_S2_z LapEnd,avg_DJump_ABS_I_S3_x LapEnd,avg_DJump_ABS_I_S3_y LapEnd,avg_DJump_ABS_I_S3_z LapEnd,avg_DJump_ABS_I_S4_x LapEnd,avg_DJump_ABS_I_S4_y LapEnd,avg_DJump_ABS_I_S4_z LapEnd
0609-1-01-693,Von Bauch in Stand,11.647,23.414,1.55,19.724,23.637,69.542,2.943,27.139,1.541,17.878,23.806,66.421,2.556,21.306,2.546,39.426,4.858,2.546,39.426,4.858,26.824,77.311,36.864,3.53,-3.694,6.086,-0.409,-3.276,-1.874,6.202,2.413,1.058,-6.778,43.982,-0.411,3.53,3.694,6.086,-0.409,3.276,-1.874,6.202,-2.413,1.058,-6.778,34.87,-0.411,5.768,13.371,11.101,3.249,7.847,3.198,6.542,12.111,9.533,11.265,43.982,13.032
0609-1-01-694,Doppelsalto C,31.424,21.14,10.089,27.009,419.536,278.18,-11.62,36.887,10.02,22.515,418.717,272.291,-11.239,22.367,16.968,707.123,-19.587,16.968,707.123,19.587,40.571,707.44,47.404,6.522,74.14,-5.51,-4.514,322.473,-5.736,11.938,224.333,1.488,3.022,86.177,-9.828,6.522,74.14,5.51,-4.514,322.473,5.736,11.938,224.333,-1.488,3.022,86.177,9.828,13.552,74.456,17.872,6.559,322.473,8.933,13.555,224.333,8.632,6.906,86.177,11.966
0609-1-01-697,Bauchsprung,11.548,23.102,-2.333,16.783,-25.156,76.787,-4.674,26.963,-2.174,14.297,-25.076,72.772,-4.874,20.432,-4.089,-44.624,-8.319,4.089,44.624,8.319,22.296,118.992,32.987,-3.861,-8.633,3.675,-0.501,-27.242,-4.61,2.958,-41.422,0.438,-2.685,32.672,-7.822,3.861,8.633,3.675,0.501,27.242,-2.74,-2.958,41.422,-0.438,2.685,-32.672,7.822,6.139,14.443,5.633,3.741,27.242,4.643,4.618,41.422,8.065,7.797,35.885,14.646
0609-1-01-698,Von Bauch in Stand,12.257,23.625,1.946,15.771,21.074,65.158,3.276,29.224,1.902,13.242,21.599,60.916,3.542,25.579,3.036,34.643,5.417,3.036,34.643,5.417,19.283,74.24,40.364,2.618,-4.522,2.567,-1.418,5.86,10.015,2.148,2.862,-8.519,-0.313,30.443,1.355,2.618,4.522,2.567,-1.418,-3.183,10.015,2.148,2.862,-8.519,-0.313,30.443,1.355,6.19,23.4,11.815,4.061,8.715,13.519,2.38,9.802,9.216,6.652,32.323,5.814
0609-1-01-699,Doppelsalto C,31.911,21.553,4.981,38.759,425.335,273.163,-27.084,44.609,4.876,34.484,424.238,266.472,-26.864,31.167,8.286,711.052,-44.943,8.286,711.052,44.943,51.075,713.65,70.658,8.852,76.725,-7.626,-12.399,315.755,-23.603,7.234,217.04,-0.526,4.599,101.532,-13.188,8.852,76.725,7.626,-5.305,315.755,23.603,0.14,217.04,0.526,4.599,101.532,13.188,12.517,79.323,22.73,14.519,315.755,23.643,17.648,217.04,7.491,6.392,101.532,16.794
0609-1-01-702,Bauchsprung,11.745,24.145,-3.236,14.768,-21.11,82.282,-5.355,25.61,-2.968,11.544,-21.345,73.626,-5.277,18.01,-5.695,-37.306,-9.378,5.695,37.306,9.378,18.801,121.625,30.871,-3.345,-11.234,-0.573,0.563,-31.875,-2.766,2.836,-28.379,1.573,-5.749,34.183,-7.612,3.345,11.234,0.573,-0.563,31.875,2.766,-2.729,28.379,-1.573,5.642,-34.183,7.612,5.149,21.806,6.873,2.436,31.875,3.681,3.11,28.379,6.167,8.105,39.564,14.149
0609-1-01-703,Von Bauch in Stand,10.177,21.142,0.377,18.552,20.584,78.897,3.961,38.081,0.347,15.837,20.843,67.782,4.063,20.267,0.484,33.387,6.479,0.484,33.387,6.479,25.86,79.841,40.047,4.171,-14.055,3.534,1.457,9.402,1.93,2.614,7.175,-2.096,-7.757,30.865,3.112,4.171,14.055,3.534,1.457,-9.402,1.93,2.614,-2.13,-2.096,-7.757,30.865,3.112,7.515,28.084,18.683,2.729,9.551,2.819,5.949,7.277,5.238,9.667,34.93,13.307
0609-1-01-704,Doppelsalto C,33.348,21.789,18.731,49.374,417.236,271.827,-15.921,43.893,18.816,44.565,416.459,266.1,-16.327,32.225,31.614,705.101,-26.959,31.614,705.101,26.959,67.699,705.177,63.224,5.787,69.273,1.345,9.519,303.622,-4.755,29.077,243.705,-15.326,-12.769,88.501,-8.222,5.787,69.273,1.345,9.519,303.622,2.065,29.077,243.705,15.326,-12.769,88.501,8.222,8.417,69.349,11.69,15.441,303.622,15.283,29.077,243.705,24.1,14.764,88.501,12.151
0609-1-01-708,Strecksprung,10.614,21.317,-1.129,11.925,10.887,45.426,2.517,35.582,-1.297,9.644,11.056,42.271,2.816,32.582,-1.938,17.801,4.135,1.938,17.801,4.135,15.202,56.68,48.83,-1.429,21.782,-2.951,1.267,-4.664,18.043,-3.784,-3.277,-14.969,2.008,3.96,4.012,1.429,21.782,2.951,-1.267,-4.664,12.141,3.784,-3.277,-14.969,-2.008,3.96,4.012,3.493,21.782,9.344,4.855,6.219,18.745,3.792,8.282,14.969,3.061,20.397,5.772
0609-1-01-709,Bauchsprung,12.45,25.561,-0.2,17.079,-18.193,88.488,-6.975,34.023,-0.174,14.783,-18.57,77.334,-6.813,26.548,-0.363,-33.134,-12.734,0.363,33.134,12.734,24.917,128.906,45.634,-1.711,3.903,1.019,-2.646,-40.645,-10.039,7.545,-23.852,6.24,-3.551,27.461,-9.954,1.711,3.903,1.019,2.646,32.839,8.001,-1.169,23.852,-6.24,-2.825,-27.461,9.954,3.181,27.922,7.552,5.185,40.645,10.137,7.553,24.55,10.663,8.999,35.79,17.282
0609-1-01-710,Von Bauch in Stand,11.871,24.594,1.209,15.03,25.427,78.937,5.542,30.947,1.145,12.225,25.864,72.712,5.202,19.796,2.097,43.414,9.583,2.097,43.414,9.583,20.572,90.137,40.888,1.284,-12.039,0.187,2.906,6.852,-0.13,-5.967,3.539,3.529,3.875,45.062,5.998,1.284,12.039,0.187,2.906,-6.852,-0.13,-2.412,-3.539,3.529,0.32,41.766,5.998,5.773,24.437,15.551,3.546,9.261,5.112,6.252,9.466,8.081,5.0,46.973,12.144
0609-1-01-711,Doppelsalto C,30.638,21.173,17.823,31.659,410.332,295.126,-22.758,49.485,18.032,26.845,409.858,288.995,-22.741,23.641,30.021,691.561,-38.429,30.021,691.561,38.429,42.892,696.933,69.237,4.438,69.539,-6.17,1.185,339.431,-9.558,22.951,205.76,-12.319,1.447,76.832,-10.383,4.438,69.539,6.17,1.185,339.431,9.558,22.951,205.76,12.319,1.447,76.832,10.383,8.353,74.91,28.843,7.378,339.431,12.505,23.22,205.76,15.425,3.941,76.832,12.464
0609-1-01-714,Bauchsprung,8.542,19.207,-2.908,10.055,-26.852,70.842,1.31,23.526,-2.991,8.411,-26.425,65.492,1.039,15.402,-5.168,-47.976,2.397,5.168,47.976,2.397,14.454,113.395,22.755,-1.567,-3.536,2.506,-3.862,-32.413,-1.195,1.636,-34.191,-3.665,-1.375,22.164,4.751,1.567,3.536,2.506,3.862,32.413,-1.195,-1.636,34.191,1.044,1.375,-22.164,0.042,3.474,18.435,4.264,4.294,32.413,3.416,3.525,34.191,5.55,3.161,28.356,9.526
0609-1-01-715,Von Bauch in Stand,13.082,25.976,0.127,21.438,25.373,78.318,-0.67,37.957,0.265,16.413,25.024,71.048,-0.269,21.861,0.171,44.996,-1.258,0.171,44.996,1.258,23.452,97.104,46.246,0.813,-6.876,-6.536,0.764,-0.798,-0.781,-2.557,5.096,-5.714,1.15,47.573,11.772,0.813,6.876,6.536,0.764,0.798,0.781,-0.598,-5.096,5.714,-0.808,42.419,-11.772,12.627,28.466,22.218,1.837,8.605,3.718,4.51,11.359,6.587,4.478,48.674,13.724
0609-1-01-716,Doppelsalto C,30.362,21.465,24.299,58.391,401.004,286.384,-15.947,47.386,24.248,54.639,400.381,280.971,-15.849,34.689,42.253,697.456,-27.748,42.253,697.456,27.748,65.833,700.563,68.544,3.533,65.59,-6.83,2.277,336.752,3.241,41.23,209.089,-15.746,-4.786,86.024,-8.412,3.533,65.59,6.83,2.277,336.752,-3.241,41.23,209.089,15.746,-4.786,86.024,8.412,9.146,68.697,18.676,9.821,336.752,13.152,41.374,209.089,26.762,5.491,86.024,9.955
0609-1-01-719,Bauchsprung,12.076,25.171,0.366,12.763,-21.611,81.764,-3.482,21.481,0.546,8.765,-21.819,75.209,-3.168,16.769,0.667,-39.411,-6.231,0.667,39.411,6.231,15.35,121.968,27.854,-0.119,-4.963,-0.1,0.315,-28.119,-2.039,2.717,-37.37,0.782,-2.246,31.042,-4.874,0.119,4.963,0.1,0.076,28.119,2.039,2.717,37.37,-0.782,-2.246,-31.042,4.874,5.261,14.487,6.364,1.41,28.119,3.084,2.967,37.37,4.705,5.712,41.992,13.701
0609-1-01-720,Von Bauch in Stand,10.514,22.568,3.283,13.609,19.547,58.819,6.115,22.897,3.134,10.668,19.734,49.599,5.709,15.042,5.558,33.079,10.403,5.558,33.079,10.403,16.967,65.703,29.755,-2.521,-13.894,3.116,3.146,9.418,3.745,1.022,12.144,1.075,3.91,25.411,2.467,2.521,13.894,3.116,-1.895,-9.418,3.745,1.022,3.191,1.075,3.91,25.411,2.467,5.866,17.99,10.224,3.79,9.423,6.016,1.513,12.144,5.673,5.798,26.145,7.842
0609-1-01-721,Doppelsalto C,31.661,20.996,20.329,36.172,412.563,281.672,-10.798,38.385,20.265,32.251,412.068,276.194,-10.561,22.299,34.539,700.926,-18.26,34.539,700.926,18.26,50.163,701.681,53.796,6.421,59.17,-6.777,-2.739,308.276,-0.52,28.384,242.538,-1.854,2.473,90.941,-9.109,6.421,59.17,6.777,-2.739,308.276,0.52,28.384,242.538,1.854,2.473,90.941,9.109,9.097,59.925,16.494,8.999,308.276,12.096,28.384,242.538,15.151,3.682,90.941,10.055
0609-1-01-724,Bauchsprung,10.351,21.541,-5.298,18.772,-21.54,77.974,-2.394,34.366,-4.962,15.298,-21.709,66.03,-2.748,26.486,-9.23,-38.254,-4.046,9.23,38.254,4.046,23.824,107.455,44.865,-4.932,-7.204,4.79,-0.875,-35.477,-5.157,2.69,-19.226,10.132,-6.112,23.653,-13.812,4.932,7.204,4.79,0.875,35.477,-4.423,-2.69,19.226,9.398,6.112,-23.653,-5.719,5.846,18.996,6.553,4.829,35.477,7.401,4.599,19.415,11.907,8.549,33.567,19.004
0609-1-01-725,Von Bauch in Stand,13.915,26.949,2.528,22.668,23.968,77.88,2.355,29.284,2.148,19.621,24.39,71.498,2.629,22.565,4.356,40.936,4.081,4.356,40.936,4.081,31.598,93.376,39.698,10.866,-14.777,1.126,-2.069,-5.695,0.039,-6.606,18.495,5.778,2.166,42.913,-2.862,10.866,14.777,1.126,-2.069,5.695,0.039,-6.606,-18.495,5.778,2.166,38.959,-2.862,12.611,23.247,11.373,5.458,8.714,7.259,6.878,18.495,9.635,6.651,42.92,11.431
0609-1-01-726,Doppelsalto C,29.739,18.1,-29.866,44.909,420.305,258.719,-8.318,34.589,-29.783,42.843,419.218,253.497,-8.396,22.246,-49.384,694.593,-13.897,49.384,694.593,13.897,59.33,694.593,47.184,-1.555,65.303,-3.293,-30.577,299.626,-5.826,-15.15,216.653,0.799,-2.102,113.011,-5.577,1.555,65.303,3.293,30.577,299.626,5.826,15.15,216.653,-0.799,2.102,113.011,5.577,4.881,65.303,14.376,30.577,299.626,13.535,19.987,216.653,10.032,3.885,113.011,9.241
0609-1-01-730,Bauchsprung,10.89,21.981,-1.863,13.161,-24.098,81.124,-0.027,21.937,-2.059,9.88,-24.252,75.349,-0.485,15.752,-3.068,-43.387,0.559,3.068,43.387,0.559,17.455,126.162,25.978,0.368,0.04,-0.992,-2.819,-32.591,-2.198,1.168,-39.072,1.245,-1.786,28.237,2.503,0.368,0.04,0.992,2.083,32.512,2.198,-1.168,39.072,-1.245,1.786,-28.237,-1.385,5.527,21.935,4.443,3.192,32.591,3.647,4.604,39.072,7.317,4.132,32.564,10.571
0609-1-01-731,Von Bauch in Stand,13.271,25.891,-0.359,19.213,26.492,61.387,-1.115,30.765,-0.148,13.811,26.632,56.371,-0.347,16.438,-0.785,44.875,-1.947,0.785,44.875,1.947,23.205,65.327,33.356,1.385,-1.843,-3.27,-2.236,2.321,3.204,2.787,8.751,-5.729,-2.721,35.646,3.848,1.385,1.843,3.27,-0.533,-1.366,-3.204,1.084,8.751,5.729,-1.151,35.646,-3.848,10.26,16.646,15.909,2.947,3.548,4.67,3.184,9.487,5.841,6.814,35.646,6.936
0609-1-01-732,Doppelsalto C,31.531,21.033,20.103,23.938,404.742,275.33,-24.611,38.516,20.079,19.436,404.084,268.043,-24.586,26.771,34.539,696.793,-42.55,34.539,696.793,42.55,44.563,700.458,62.141,8.754,64.508,-5.348,2.73,315.196,-16.611,15.024,220.113,-14.653,8.032,96.976,-5.939,8.754,64.508,5.348,2.73,315.196,16.611,15.024,220.113,14.653,8.032,96.976,5.939,10.321,68.173,15.597,7.624,315.196,17.164,15.024,220.113,17.355,11.595,96.976,12.025
0609-1-01-736,Bauchsprung,11.434,22.719,-0.791,16.036,-21.292,88.694,-5.838,38.025,-0.722,12.456,-21.522,81.825,-5.805,17.937,-1.353,-37.115,-10.05,1.353,37.115,10.05,22.251,134.277,36.245,-2.129,-1.074,2.135,-2.861,-46.287,-8.037,7.656,-24.06,-0.827,-4.019,34.306,-3.322,2.129,1.074,2.135,2.861,46.287,3.767,-2.324,24.06,0.827,-1.313,-34.306,3.322,3.205,25.665,4.446,3.458,46.287,8.037,7.656,24.06,7.738,7.931,38.265,16.024
0609-1-01-737,Von Bauch in Stand,11.34,22.186,-1.658,22.64,21.031,87.775,4.712,32.442,-1.702,18.299,21.536,65.726,4.803,18.143,-2.839,34.823,7.931,2.839,34.823,7.931,28.557,95.132,37.319,-6.818,-14.687,-0.567,3.466,2.072,0.274,-2.789,13.507,0.681,3.302,33.931,7.542,6.818,14.687,0.567,-3.466,-2.072,-0.274,2.789,-11.722,0.097,-3.302,33.931,7.542,12.614,37.208,18.252,7.221,8.398,4.136,3.703,15.484,3.691,5.019,34.042,11.24
0609-1-01-738,Doppelsalto C,33.516,23.197,4.086,55.01,407.579,299.561,-7.232,50.062,4.29,51.158,407.209,292.008,-7.345,35.746,7.067,708.833,-12.887,7.067,708.833,12.887,73.14,714.137,69.583,3.278,74.72,-3.686,-20.745,339.703,6.365,33.466,218.128,-9.72,-8.932,76.282,-5.846,3.278,74.72,3.686,14.188,339.703,-1.006,-1.467,218.128,4.361,-8.932,76.282,5.846,5.712,80.024,17.084,23.497,339.703,11.924,33.474,218.128,23.946,10.457,76.282,16.629
0609-1-01-741,Bauchsprung,10.093,20.911,-3.125,17.943,-22.976,87.547,-1.69,33.336,-3.086,14.451,-23.249,75.506,-2.267,13.507,-5.372,-40.726,-2.855,5.372,40.726,2.855,23.758,120.283,33.676,-4.509,-3.274,2.55,-0.166,-37.169,-4.105,0.388,-29.797,-0.172,-1.085,29.514,-1.128,4.509,3.274,2.55,0.166,37.169,-0.995,-0.388,29.797,0.172,1.085,-29.514,1.128,7.877,15.136,5.832,2.108,37.169,5.217,4.626,29.797,5.203,9.147,38.182,17.423
0609-1-01-742,Von Bauch in Stand,13.059,26.309,1.761,22.449,19.624,70.095,1.897,46.891,1.868,18.971,19.833,57.466,2.493,28.798,3.009,33.547,3.301,3.009,33.547,3.301,29.118,75.632,56.504,-5.863,-11.663,-0.546,2.459,1.456,-4.67,6.479,12.452,2.418,-0.066,31.303,6.099,5.863,11.663,0.546,-2.459,-1.456,4.67,-0.329,-7.963,-2.418,-0.066,31.303,0.503,10.988,27.56,23.159,2.571,2.115,6.233,6.479,12.452,6.3,9.081,33.505,20.812
0609-1-01-743,Doppelsalto C,31.429,21.423,21.99,39.401,414.584,278.291,-14.466,40.898,22.055,36.376,413.706,272.575,-14.415,27.415,37.43,706.19,-24.723,37.43,706.19,24.723,59.205,711.446,58.518,4.958,69.105,-9.867,8.884,319.569,2.756,24.085,228.849,-11.119,-0.496,88.666,-6.493,4.958,69.105,9.867,8.884,319.569,-2.756,24.085,228.849,11.119,-0.496,88.666,6.493,11.372,74.361,20.649,17.918,319.569,9.695,24.085,228.849,14.196,5.831,88.666,13.978
0609-1-01-746,Bauchsprung,11.805,24.2,0.351,15.918,-21.938,77.955,-1.337,20.775,0.408,13.572,-21.96,71.673,-1.152,13.275,0.688,-39.277,-2.315,0.688,39.277,2.315,20.37,117.436,26.84,-0.766,-4.464,0.217,2.338,-26.558,-0.414,0.352,-34.659,0.297,-1.235,26.404,-2.415,0.766,4.464,0.217,0.805,26.558,-0.02,0.352,34.659,-0.097,-1.235,-26.404,2.215,2.768,16.458,6.393,2.926,26.558,3.332,6.394,34.768,6.116,8.282,39.652,10.998
0609-1-01-747,Von Bauch in Stand,12.649,24.89,1.924,29.0,23.574,74.507,3.561,48.001,1.811,24.564,23.92,67.963,3.311,38.12,3.276,40.363,6.201,3.276,40.363,6.201,35.351,84.419,64.438,7.618,-9.913,4.489,-4.471,0.627,0.341,-3.077,4.509,-0.777,3.206,45.14,2.149,7.618,9.913,4.489,-4.471,-0.627,0.341,-3.077,-4.509,-0.777,3.206,35.586,2.149,12.43,20.666,18.627,8.896,7.581,17.281,5.221,10.463,10.813,8.804,45.71,17.717
0609-1-01-748,Doppelsalto C,30.224,20.776,13.937,32.672,408.115,276.54,-9.795,32.614,13.949,29.494,407.301,269.988,-9.91,21.45,23.914,700.764,-16.95,23.914,700.764,16.95,47.533,702.221,46.758,-1.454,76.35,-6.816,-3.676,329.523,2.725,22.656,207.103,-4.686,6.388,87.788,-8.174,1.454,76.35,6.816,3.676,329.523,-2.725,12.397,207.103,4.686,6.388,87.788,8.174,8.154,77.806,14.609,7.009,329.523,11.975,22.656,207.103,9.199,9.714,87.788,10.974
0609-1-01-750,Strecksprung,10.49,22.772,-0.089,9.928,12.286,37.008,4.308,13.408,-0.386,8.193,12.043,34.205,4.376,11.362,-0.212,20.75,7.28,0.212,20.75,7.28,12.124,41.595,19.323,-0.914,17.651,1.684,-0.443,-3.897,1.12,0.132,-3.228,-1.379,1.014,10.224,5.855,0.914,17.651,1.684,0.443,-3.897,1.12,-0.132,-3.228,-1.379,-1.014,10.224,5.855,2.574,18.92,4.945,2.338,4.852,2.857,1.385,3.279,4.678,5.827,14.543,6.843
0609-1-01-751,Bauchsprung,11.921,24.9,-2.249,15.072,-15.003,90.798,-6.714,32.96,-1.749,9.558,-15.304,84.662,-6.434,17.951,-4.047,-27.911,-12.47,4.047,27.911,12.47,17.858,126.947,33.846,-2.997,-2.28,-1.371,0.11,-29.384,-3.206,2.538,-37.226,1.384,-3.697,40.979,-9.277,2.997,2.28,1.371,-0.11,29.384,3.206,-2.538,37.226,-1.384,3.697,-40.979,9.277,3.349,13.465,5.565,1.304,29.384,5.494,3.777,37.226,3.833,9.428,46.871,18.954
0609-1-01-752,Von Bauch in Stand,10.786,22.537,4.006,20.599,14.871,91.977,3.494,37.114,3.624,16.779,15.261,70.08,3.105,15.372,6.9,25.428,6.087,6.9,25.428,6.087,27.89,96.752,36.859,7.81,-22.618,4.862,2.901,4.576,2.504,-2.249,11.528,-3.169,-1.562,31.942,1.889,7.81,22.618,4.862,2.901,-4.576,2.504,-2.249,-11.528,-3.169,-1.562,18.915,1.889,10.911,43.313,21.105,3.043,7.708,4.993,4.126,11.528,3.965,9.81,34.203,6.796
0609-1-01-753,Doppelsalto C,30.772,20.959,15.34,28.278,407.703,272.121,-15.829,35.476,15.387,25.411,407.136,267.519,-15.561,25.592,26.237,698.621,-27.184,26.237,698.621,27.184,42.684,698.621,53.61,1.932,67.884,-7.251,6.311,312.523,-3.359,17.914,237.586,-8.782,0.081,80.628,-7.792,1.932,67.884,7.251,6.311,312.523,3.359,17.914,237.586,8.782,0.081,80.628,7.792,5.089,67.884,15.885,12.524,312.523,8.056,18.115,237.586,13.131,6.954,80.628,16.539
0609-1-01-757,Bauchsprung,11.519,24.454,-4.206,18.275,-20.729,79.381,-4.487,21.322,-4.077,16.074,-20.745,73.367,-4.32,13.304,-7.514,-37.545,-8.255,7.514,37.545,8.255,26.607,113.402,26.198,-0.068,-4.99,0.757,-2.825,-30.923,-1.129,2.894,-34.641,-4.471,-7.516,33.009,-3.413,0.068,4.99,0.757,2.825,30.923,-0.385,-2.891,34.641,4.471,7.512,-33.009,3.413,7.759,12.14,5.452,3.061,30.923,2.597,4.993,34.641,6.739,10.794,35.699,11.41
0609-1-01-758,Von Bauch in Stand,10.913,22.769,1.921,19.788,20.017,73.768,5.265,42.272,1.983,15.462,20.336,68.89,5.142,29.686,3.231,33.345,8.683,3.231,33.345,8.683,27.361,91.322,52.782,-1.996,-13.17,-1.803,2.944,-5.12,4.844,5.154,4.215,4.58,-2.87,47.42,1.062,1.996,13.17,1.803,-1.049,5.12,1.238,5.154,-4.215,4.58,-2.87,19.27,1.062,6.515,18.863,18.161,5.271,11.785,5.985,5.154,13.058,13.917,10.421,47.615,14.719
0609-1-01-759,Doppelsalto C,31.076,20.382,17.769,36.933,418.297,268.878,-18.851,33.735,17.522,33.755,417.525,264.593,-19.036,20.763,30.123,709.277,-31.867,30.123,709.277,31.867,59.745,709.277,53.575,10.437,69.056,-4.886,-10.58,287.311,-13.019,12.947,253.538,-2.17,17.318,99.371,-11.792,10.437,69.056,4.886,-10.294,287.311,13.019,12.661,253.538,2.17,17.318,99.371,11.792,12.303,69.056,14.081,10.733,287.311,14.955,19.355,253.538,11.649,17.354,99.371,12.889
0609-1-01-760,Strecksprung,12.219,24.553,-3.66,24.729,1.593,22.792,-0.738,30.28,-3.551,24.259,2.143,22.03,-0.716,27.939,-6.436,2.805,-1.277,6.436,2.805,1.277,39.172,33.45,43.782,-6.078,0.448,-1.138,-12.349,-6.582,14.433,2.567,3.255,-11.423,9.423,5.683,-3.15,6.078,0.448,1.138,12.349,5.685,12.158,-2.567,-3.255,-11.423,-9.423,-0.074,-0.595,6.551,11.287,8.265,12.349,6.582,14.502,10.843,6.145,11.423,9.429,9.436,9.593
0609-1-01-765,Bauchsprung,10.201,20.963,-3.954,18.415,-19.882,79.408,-5.053,35.975,-3.743,11.525,-20.107,68.113,-5.168,17.41,-6.825,-34.653,-8.796,6.825,34.653,8.796,20.433,107.953,37.568,-2.904,-3.871,-0.591,-1.532,-32.935,-4.382,1.061,-17.923,0.088,-3.45,20.076,-3.911,2.904,3.871,0.591,1.532,32.935,4.382,-1.061,17.923,-0.088,3.45,-20.076,3.911,3.937,21.326,7.498,2.221,32.935,6.838,3.147,18.668,3.544,11.128,35.023,19.688
0609-1-01-766,Von Bauch in Stand,13.886,26.415,2.694,16.721,24.426,70.278,4.244,22.852,2.617,14.08,24.947,59.665,4.093,15.389,4.631,41.409,7.188,4.631,41.409,7.188,21.816,82.389,31.643,5.697,-11.559,1.416,3.881,12.444,-0.006,-2.635,12.987,4.966,-2.311,27.537,0.813,5.697,11.559,1.416,3.881,-10.675,-0.006,-2.635,12.987,4.966,-2.311,27.537,0.813,8.647,28.18,8.522,3.898,12.444,7.855,2.767,12.987,5.422,6.503,28.778,9.844
0609-1-01-767,Doppelsalto C,32.987,22.143,-1.223,35.029,414.322,293.879,-21.965,42.081,-1.233,30.643,413.884,286.564,-21.496,31.237,-2.129,705.843,-37.455,2.129,705.843,37.455,47.011,706.33,67.441,3.697,73.91,-5.892,-8.022,330.07,-9.492,14.513,225.461,-18.59,-12.318,76.402,-3.48,3.697,73.91,5.892,0.627,330.07,9.492,5.864,225.461,18.59,-8.06,76.402,3.48,8.614,74.398,15.33,9.145,330.07,11.755,15.414,225.461,21.515,13.838,76.402,18.841
0609-1-01-770,Bauchsprung,12.719,25.308,-4.342,14.474,-20.585,87.426,-5.732,27.233,-4.368,11.114,-20.961,81.33,-5.349,17.004,-7.933,-37.847,-10.553,7.933,37.847,10.553,21.345,135.728,33.036,-2.527,-1.745,-0.764,-3.212,-42.655,-1.487,3.431,-32.026,0.2,-5.625,38.579,-8.502,2.527,1.745,0.764,3.212,42.655,1.487,-3.431,32.026,-0.2,5.625,-38.579,8.502,5.426,19.998,4.197,3.829,42.655,7.529,4.405,32.026,5.29,7.684,41.049,16.021
0609-1-01-771,Von Bauch in Stand,11.455,23.24,5.733,15.104,22.674,80.87,5.182,29.396,5.681,11.583,23.014,76.113,4.804,18.124,9.775,38.352,9.026,9.775,38.352,9.026,21.829,97.236,36.464,0.675,-12.168,3.077,-0.848,-8.517,4.379,2.428,9.316,3.106,7.521,49.72,-1.537,0.675,12.168,3.077,-0.502,8.517,4.379,2.082,-9.316,3.106,7.521,26.984,-1.537,7.008,19.54,13.3,2.338,13.141,5.471,4.372,14.835,4.962,8.111,49.72,12.731
0609-1-01-772,Doppelsalto C,31.625,21.236,15.606,35.047,418.593,282.762,-23.111,39.909,15.675,30.255,417.793,277.65,-23.173,26.112,26.089,699.511,-38.659,26.089,699.511,38.659,44.24,700.901,61.58,-0.186,70.422,-7.005,1.082,323.897,-10.768,21.68,216.773,-12.862,3.513,88.418,-8.024,0.186,70.422,7.005,0.71,323.897,10.768,21.68,216.773,12.862,3.513,88.418,8.024,6.609,71.813,16.853,8.659,323.897,17.015,24.335,216.773,17.931,4.638,88.418,9.781
