SprungID,Sprungtyp,0_Acc_N_Fil,0_Gyro_x_R,0_Gyro_y_R,0_Gyro_z_R,0_Gyro_x_Fil,0_Gyro_y_Fil,0_Gyro_z_Fil,10_Acc_N_Fil,10_Gyro_x_R,10_Gyro_y_R,10_Gyro_z_R,10_Gyro_x_Fil,10_Gyro_y_Fil,10_Gyro_z_Fil,20_Acc_N_Fil,20_Gyro_x_R,20_Gyro_y_R,20_Gyro_z_R,20_Gyro_x_Fil,20_Gyro_y_Fil,20_Gyro_z_Fil,30_Acc_N_Fil,30_Gyro_x_R,30_Gyro_y_R,30_Gyro_z_R,30_Gyro_x_Fil,30_Gyro_y_Fil,30_Gyro_z_Fil,40_Acc_N_Fil,40_Gyro_x_R,40_Gyro_y_R,40_Gyro_z_R,40_Gyro_x_Fil,40_Gyro_y_Fil,40_Gyro_z_Fil,50_Acc_N_Fil,50_Gyro_x_R,50_Gyro_y_R,50_Gyro_z_R,50_Gyro_x_Fil,50_Gyro_y_Fil,50_Gyro_z_Fil,60_Acc_N_Fil,60_Gyro_x_R,60_Gyro_y_R,60_Gyro_z_R,60_Gyro_x_Fil,60_Gyro_y_Fil,60_Gyro_z_Fil,70_Acc_N_Fil,70_Gyro_x_R,70_Gyro_y_R,70_Gyro_z_R,70_Gyro_x_Fil,70_Gyro_y_Fil,70_Gyro_z_Fil,80_Acc_N_Fil,80_Gyro_x_R,80_Gyro_y_R,80_Gyro_z_R,80_Gyro_x_Fil,80_Gyro_y_Fil,80_Gyro_z_Fil,90_Acc_N_Fil,90_Gyro_x_R,90_Gyro_y_R,90_Gyro_z_R,90_Gyro_x_Fil,90_Gyro_y_Fil,90_Gyro_z_Fil
0609-1-01-460,Salto C,50.46,8.06,137.781,-9.013,9.664,133.529,-9.068,8.716,13.667,-68.329,-13.23,13.408,-59.512,-14.424,15.699,-8.416,391.412,-64.306,-7.403,385.131,-60.707,24.31,-0.934,587.561,-8.637,-0.82,583.609,-9.863,7.686,33.933,321.775,4.76,32.443,324.264,4.569,2.321,25.897,142.401,-4.775,26.406,144.385,-4.618,2.785,18.732,116.898,-7.232,18.531,116.495,-7.665,3.564,0.958,73.107,-24.625,0.824,73.815,-24.017,4.341,-7.827,40.463,5.954,-7.063,41.867,5.534,34.664,27.515,161.749,4.449,25.894,158.488,4.776
20191001-1148-FRANKFURT_1-01-56,00V,44.052,30.578,90.319,27.18,27.925,74.754,17.055,3.546,-9.056,-78.199,-1.693,-7.704,-76.389,-0.198,6.198,-11.761,-247.972,5.774,-11.982,-247.682,7.399,8.251,4.25,-217.572,42.609,3.148,-209.314,38.749,9.275,16.918,97.925,-5.304,16.909,93.343,-4.193,7.563,-11.015,191.922,-24.62,-9.911,189.388,-24.449,4.447,-7.92,113.016,9.598,-7.439,112.501,9.163,2.169,8.266,48.713,15.256,6.741,51.795,16.359,2.47,-14.971,31.241,32.363,-11.998,34.852,29.418,51.52,29.149,24.341,-23.029,25.125,30.679,-13.942
20190930-1247-FRANKFURT_2-01-58,Strecksprung,56.574,-1.343,146.72,20.882,-1.571,143.98,22.459,1.606,0.928,54.019,49.275,0.364,55.284,47.802,1.21,-21.115,-15.42,-3.156,-19.845,-14.157,-3.914,0.871,-4.268,-16.267,-31.944,-4.759,-17.096,-31.008,0.921,0.058,-45.314,-21.741,0.296,-44.438,-21.432,0.876,16.969,-37.062,-0.484,16.778,-38.106,-0.929,1.006,14.811,-62.677,-2.552,14.838,-61.649,-2.059,1.3,12.651,-56.818,14.387,12.3,-57.224,13.225,3.319,-10.084,-77.208,-9.895,-9.625,-72.364,-8.091,40.611,-9.171,133.788,12.673,-10.313,129.344,10.935
20191007-1159-FRANKFURT_1-01-213,Barani B,73.994,-0.031,-150.514,0.569,-3.924,-167.587,0.74,23.299,-12.77,-521.69,24.076,-12.524,-508.91,25.829,10.276,-36.964,-376.594,32.13,-35.378,-375.226,34.607,12.195,25.352,-56.312,211.272,26.365,-63.446,212.608,13.022,58.636,60.757,430.677,52.976,62.05,422.013,11.067,-101.201,190.132,216.256,-96.281,189.218,218.257,7.613,-42.842,197.619,104.24,-41.894,197.68,105.452,4.615,-1.305,152.327,45.876,-1.918,151.779,44.446,5.507,30.552,69.048,10.085,30.131,76.707,12.502,32.84,42.589,258.382,-10.672,47.056,234.231,-3.208
20191007-1524-FRANKFURT_1-01-224,Strecksprung,43.05,-23.344,94.978,10.481,-22.043,91.812,12.648,6.658,12.203,6.124,33.098,11.611,12.351,29.478,1.615,14.625,-38.832,11.392,14.303,-38.796,10.251,1.376,-0.987,-40.398,-2.746,-0.638,-41.992,-2.257,0.791,-2.663,-70.467,5.977,-3.322,-69.35,5.167,0.9,-22.371,-52.918,-9.392,-21.031,-52.992,-8.435,1.151,1.64,-54.344,6.153,1.21,-54.394,6.667,0.875,3.016,-33.937,16.584,2.63,-35.113,15.702,2.524,4.443,-32.866,1.727,5.248,-24.572,1.676,46.912,4.185,184.897,-9.708,3.412,175.778,-9.962
20191001-1148-FRANKFURT_1-01-97,00V,55.541,-12.409,95.351,-27.268,-10.86,96.733,-25.598,2.559,26.778,-23.79,6.041,24.914,-27.106,6.232,7.083,-10.044,-262.516,9.761,-7.531,-256.957,9.577,11.886,21.901,-305.465,11.379,19.46,-311.491,14.074,17.353,24.72,-67.299,12.223,23.864,-58.343,10.201,8.756,20.968,260.73,-37.065,21.38,256.098,-32.503,7.148,-28.621,156.306,-18.119,-26.747,155.792,-21.769,1.959,-22.416,38.754,-3.721,-23.338,40.7,-4.01,2.9,-11.608,18.93,45.513,-9.845,23.575,43.041,45.822,35.934,43.107,35.569,30.877,45.566,31.726
20191007-1524-FRANKFURT_1-01-77,Fliffis- Rudi C,64.265,-59.312,-334.647,149.904,-43.191,-319.546,117.401,35.458,5.097,-640.202,-64.346,-3.699,-653.67,-37.256,53.5,66.557,-639.328,79.453,61.429,-647.068,77.243,60.698,-41.117,-730.183,179.998,-39.947,-723.769,178.53,41.074,-111.944,-476.308,473.719,-90.041,-478.089,484.301,44.155,512.495,50.359,983.281,502.298,35.749,962.551,54.431,615.704,-113.72,1031.482,592.919,-81.057,1032.016,27.745,114.966,332.355,628.118,131.59,314.864,630.518,16.667,156.395,353.057,192.328,151.992,353.855,186.52,44.812,50.03,233.576,-132.576,49.692,224.174,-106.118
0827-BK1-01-13,Salto C,63.961,12.378,123.449,7.445,11.729,116.074,6.475,10.296,0.333,-58.6,14.84,0.128,-40.309,12.651,13.457,-20.798,465.955,2.195,-20.022,452.998,2.677,19.074,10.842,369.474,-0.096,10.044,370.263,-0.272,3.767,2.405,172.64,-10.026,2.823,175.451,-9.908,3.314,0.94,153.481,-8.099,0.874,153.777,-8.212,3.197,-5.877,159.897,-3.252,-5.887,159.547,-3.262,2.63,-6.284,133.151,-0.513,-6.421,132.054,-0.629,4.511,-9.917,33.941,14.114,-9.927,37.879,13.654,37.002,-2.28,154.777,-7.809,-1.271,148.025,-6.021
0609-1-01-629,Von Bauch in Stand,53.169,0.106,-51.376,40.76,-0.009,-54.548,31.843,4.423,0.11,-55.781,-6.06,-1.355,-53.485,-0.244,1.331,4.435,9.432,18.626,5.218,10.395,16.93,0.973,9.598,-0.508,4.098,8.913,-0.629,5.363,0.895,12.115,-37.049,6.538,11.585,-35.637,6.489,0.865,-4.892,-1.238,1.496,-4.501,-2.203,1.644,1.257,-5.585,40.73,8.056,-5.557,40.512,8.267,0.841,-1.71,59.209,35.61,-0.689,59.823,34.127,3.633,19.524,73.779,10.722,17.969,73.73,10.763,41.692,9.572,182.755,-9.857,8.937,183.271,-9.119
0609-4-01-213,Schraubensalto C,54.772,30.886,242.215,108.875,31.221,235.499,108.425,4.724,96.844,131.332,157.369,96.662,135.036,157.175,6.809,209.368,87.77,287.629,208.939,83.363,289.124,14.515,250.648,-140.973,507.896,245.062,-135.973,504.304,15.367,-28.415,-107.74,489.137,-24.368,-105.589,487.91,11.446,-107.306,91.066,336.841,-105.883,89.55,336.978,7.678,-55.261,176.742,207.368,-55.664,174.915,207.353,7.171,-15.446,155.677,109.958,-15.039,156.109,110.457,7.155,12.394,158.669,40.529,11.854,159.895,41.087,18.472,24.715,239.498,26.229,24.721,227.166,24.163
20191008-1157-FRANKFURT_1-01-297,Barani C,61.227,13.074,-197.128,-24.582,13.667,-199.549,-22.376,17.041,36.286,-413.646,52.327,34.218,-407.44,50.347,9.445,-40.023,-271.561,112.608,-35.803,-269.791,114.811,11.667,24.5,-67.999,276.134,17.039,-70.605,273.014,7.646,-98.751,36.627,304.2,-93.899,38.108,303.998,7.112,-78.982,133.806,218.715,-78.334,131.792,217.431,6.412,-17.775,128.52,71.909,-19.552,129.512,73.399,6.29,-24.656,167.69,10.258,-24.366,168.494,11.459,6.215,-33.261,256.342,13.153,-32.706,258.027,11.585,60.155,-30.607,210.448,-47.482,-24.746,228.455,-38.096
20191007-1150-FRANKFURT_2-01-234,Salto B,46.054,2.325,139.983,-27.936,2.521,143.57,-30.124,7.021,3.192,95.954,3.166,5.11,90.7,1.888,10.921,20.555,-156.393,11.931,19.587,-137.649,9.838,9.345,14.411,348.63,-30.255,14.783,342.273,-28.713,21.017,25.489,523.119,-13.354,25.288,517.207,-13.847,16.487,35.716,439.208,-3.348,35.861,435.496,-2.001,6.994,34.641,189.916,7.013,33.834,193.128,5.801,6.814,14.878,99.048,6.352,15.177,101.732,6.676,4.546,15.144,157.33,-6.857,14.781,160.072,-8.866,35.439,42.0,271.886,4.325,37.761,254.576,2.887
20191007-1534-FRANKFURT_2-01-80,Schraubensalto A,60.722,9.051,222.171,10.39,12.07,227.51,7.029,5.67,126.457,239.339,111.365,126.904,236.745,118.491,6.809,220.107,70.08,334.725,218.071,70.702,332.235,10.639,228.687,-98.298,420.309,223.339,-95.519,420.555,14.715,-9.731,-107.658,469.005,-7.21,-106.106,463.974,11.357,-145.009,26.815,353.542,-141.237,26.466,355.475,9.716,-52.652,115.672,257.173,-53.044,115.813,257.064,8.003,30.155,176.408,151.51,29.623,176.72,150.267,8.578,35.133,268.691,21.618,37.278,267.776,26.897,38.747,103.852,266.99,-0.113,99.095,263.95,-1.655
20191007-1150-FRANKFURT_2-01-44,Grätschwinkel,56.262,-10.948,94.231,-4.34,-9.839,94.829,2.518,6.955,41.858,-73.102,33.884,40.287,-68.778,28.806,9.248,14.319,-220.331,29.746,13.104,-215.858,29.699,10.038,-21.68,-125.249,20.74,-23.244,-123.657,21.605,8.876,-52.643,138.173,11.202,-48.716,132.551,11.788,6.329,34.209,131.01,37.874,31.418,130.124,36.947,2.674,18.827,40.1,42.097,21.005,40.965,41.053,2.002,2.484,14.75,-3.291,2.838,15.623,-1.365,2.215,5.279,35.316,-9.888,4.939,36.4,-11.63,39.192,22.138,88.189,19.922,18.694,91.165,13.941
0609-4-01-540,Barani C,54.439,14.739,-120.99,45.039,12.753,-121.686,45.947,13.51,11.898,-370.425,60.103,11.552,-367.73,59.453,13.6,-17.855,-373.796,102.39,-16.624,-366.773,104.173,12.227,-1.423,-30.572,185.617,-2.318,-38.381,185.465,8.344,-65.583,-44.417,279.683,-64.784,-40.273,275.91,7.612,-88.559,81.549,231.348,-88.941,78.966,232.248,5.193,-69.593,127.645,159.945,-68.827,126.65,160.48,4.667,-17.476,105.82,104.284,-18.175,106.053,103.467,7.038,-12.443,127.42,41.957,-12.129,128.881,42.613,45.518,2.024,193.041,6.052,2.292,191.021,6.035
20191008-1157-FRANKFURT_1-01-180,Salto A,61.626,-27.044,275.67,-13.544,-25.312,277.318,-12.926,5.611,11.798,249.843,-17.163,9.829,247.006,-16.983,7.298,-7.927,192.543,2.643,-6.941,194.044,1.598,8.24,3.068,198.319,23.278,2.445,197.917,21.963,7.049,14.832,209.174,14.882,15.951,208.548,15.647,6.405,24.516,170.721,6.116,24.069,170.718,6.132,7.142,16.769,131.938,8.707,17.047,132.965,8.093,7.803,26.877,167.435,-10.66,26.389,168.456,-11.218,5.759,23.485,240.844,-43.106,23.758,242.714,-44.581,49.245,-6.096,184.712,-43.47,-6.014,175.85,-41.623
20191007-1524-FRANKFURT_1-01-143,Salto B,46.081,14.247,279.488,-14.256,24.804,250.499,-39.356,4.27,9.57,-32.408,-29.731,10.13,-27.367,-29.69,11.654,-14.627,-119.447,22.518,-14.0,-107.907,20.387,11.49,-2.951,315.144,-56.535,-2.882,311.076,-54.896,29.294,28.222,613.586,-29.287,28.396,607.948,-31.589,20.369,63.276,448.698,-52.332,60.543,445.106,-50.53,4.425,-10.994,165.516,-45.059,-8.843,169.609,-45.056,5.505,-5.182,96.994,0.884,-4.833,97.265,1.358,6.274,21.359,124.651,10.383,21.5,128.331,8.144,43.778,47.649,238.738,-56.013,44.83,224.459,-52.527
20191008-1207-FRANKFURT_2-01-311,Schraubensalto A,60.002,26.205,299.723,16.038,31.144,296.304,13.052,3.603,163.455,180.072,98.45,159.492,186.387,111.397,6.379,181.451,90.758,252.714,182.73,87.99,246.194,8.549,151.273,-37.583,321.959,151.32,-36.596,321.01,13.015,31.864,-144.298,385.303,29.128,-141.33,385.192,13.611,-153.414,-78.661,409.599,-148.798,-76.221,405.334,10.836,-93.22,116.416,306.89,-92.539,114.061,307.82,8.317,7.769,189.825,191.927,6.754,187.698,189.674,8.186,41.963,192.34,15.497,42.755,195.276,19.531,21.472,77.068,370.511,-78.341,75.921,356.058,-72.088
0115-CHARI-05-10,Doppelsalto B,46.883,-19.414,245.849,13.741,-20.143,243.296,10.583,8.022,-0.539,72.099,-22.08,-0.252,73.281,-19.635,15.686,0.721,138.379,-4.365,0.463,145.188,-5.584,29.895,-1.221,536.861,-14.088,-0.857,531.466,-14.034,32.997,-13.444,660.587,-8.286,-12.808,662.892,-6.145,52.234,14.605,831.088,36.301,14.067,819.799,33.629,18.621,14.031,414.221,-6.881,14.479,419.96,-5.908,10.42,27.704,147.861,0.277,26.827,150.387,-0.512,12.154,11.122,221.437,-46.434,10.844,224.272,-44.942,38.22,-19.403,269.235,-13.571,-18.391,263.061,-14.789
0827-BK2-01-116,Salto A,60.622,22.851,154.555,-27.097,22.444,153.24,-23.99,3.609,6.749,96.589,1.451,7.043,100.447,0.06,7.432,-6.628,156.934,3.54,-5.58,154.959,2.609,6.213,12.903,222.016,-21.918,12.472,222.089,-21.526,6.495,21.302,238.621,-16.169,20.824,237.751,-14.986,5.701,11.851,210.889,-7.29,11.662,210.614,-7.684,5.251,-13.144,165.3,-13.978,-12.774,165.35,-13.3,5.453,-1.869,134.149,-5.593,-1.848,134.786,-6.119,7.373,-6.029,155.281,0.37,-5.252,155.846,-0.248,38.263,13.918,199.64,-8.778,14.251,198.981,-8.447
0609-1-01-876,Von Bauch in Stand,56.953,-12.141,-37.666,18.693,-10.854,-37.469,13.412,4.263,10.655,-60.727,-48.793,7.694,-59.987,-42.566,1.525,-10.632,6.431,7.133,-9.227,5.076,6.938,1.645,21.539,-21.174,12.34,20.366,-20.371,13.063,1.497,20.672,-27.9,20.798,20.81,-26.915,19.616,1.498,3.715,16.409,-0.146,3.668,17.078,-0.927,0.878,-14.807,67.373,-22.808,-14.49,66.227,-21.282,1.852,-17.687,85.226,-1.104,-17.879,83.832,-1.278,3.772,-15.518,31.413,24.305,-14.84,33.927,21.217,34.982,-5.966,180.267,-12.593,-4.934,178.038,-6.941
20191001-1202-FRANKFURT_2-01-163,Strecksprung,55.275,-6.726,-79.512,-12.212,-5.044,-83.276,-10.657,2.827,2.51,-20.125,10.744,3.149,-21.926,9.697,1.961,11.8,-1.808,16.587,10.893,-0.048,16.594,1.883,1.872,14.426,22.831,1.55,13.767,24.577,1.289,-12.487,5.114,36.739,-12.661,6.004,35.177,0.655,0.554,38.536,2.524,0.727,37.462,3.241,0.907,11.005,52.168,0.615,11.167,52.924,-0.675,1.364,23.296,77.187,-37.236,22.889,76.604,-35.462,3.51,0.901,29.76,8.646,1.707,30.267,7.402,51.607,-7.92,-104.942,-16.497,-7.441,-106.087,-12.005
20191003-1152-FRANKFURT_1-01-129,Fliffis C,67.249,-6.529,-277.779,13.731,-6.567,-278.745,15.04,32.535,-5.25,-692.702,18.844,-5.244,-684.908,14.704,48.628,-3.824,-705.359,11.309,-2.858,-705.735,10.791,62.321,66.733,-719.492,-72.917,70.589,-714.896,-73.002,43.642,251.019,-502.792,-135.87,244.036,-498.798,-138.936,22.8,98.518,-88.216,-241.754,104.719,-94.52,-238.052,15.865,188.954,45.27,-269.126,183.598,44.949,-268.532,15.626,110.299,151.69,-219.425,110.68,149.299,-214.647,16.135,54.37,265.904,-66.103,54.232,267.194,-72.198,37.354,-2.262,269.287,-69.146,-2.338,260.842,-69.902
20190930-1616-FRANKFURT_1-01-195,Strecksprung,67.889,-31.114,109.993,28.706,-29.302,109.314,26.544,1.782,1.011,25.392,7.051,-0.628,27.269,7.755,1.218,5.924,-8.675,-6.147,6.125,-8.144,-4.695,0.827,7.989,-21.817,44.611,8.035,-21.559,42.527,0.926,2.732,-17.784,8.693,2.535,-18.259,9.399,0.687,0.472,-31.904,-9.832,0.579,-32.047,-10.171,0.876,6.607,-51.014,-24.994,6.52,-50.304,-24.117,1.069,-2.02,-46.395,-5.064,-2.408,-46.93,-5.142,0.836,-10.258,-55.211,3.953,-9.943,-54.242,2.508,36.405,-1.295,87.556,-21.224,-1.923,84.907,-19.063
20191008-1207-FRANKFURT_2-01-14,Strecksprung,65.766,1.479,29.027,-8.51,1.38,33.557,-7.33,5.725,14.673,53.279,37.943,14.125,53.063,35.598,1.36,-5.313,16.944,-19.676,-4.366,16.31,-18.814,0.76,-2.021,-21.739,0.497,-2.463,-21.229,-0.538,0.7,-5.368,-26.19,-5.188,-4.981,-26.159,-4.727,0.972,2.562,-26.967,-7.515,2.316,-26.834,-7.933,1.127,-1.193,-13.978,-15.069,-1.245,-13.356,-15.098,1.78,-9.695,30.113,-26.19,-9.697,30.52,-26.074,1.635,-13.779,56.963,-25.813,-13.282,52.04,-23.154,37.538,-14.819,-64.756,-7.283,-9.729,-68.212,-3.376
0609-4-01-600,Barani C,66.206,12.391,-82.881,65.046,11.007,-83.656,60.09,11.237,-37.197,-339.375,38.463,-37.249,-339.513,42.304,15.387,-29.143,-400.023,86.414,-29.452,-393.67,86.574,12.47,0.22,-153.821,155.912,-0.565,-156.934,158.043,9.347,-9.328,-70.321,286.99,-7.909,-67.61,283.958,8.754,-40.971,44.884,297.277,-41.286,42.046,295.806,7.359,-30.084,126.298,213.108,-29.529,125.786,213.159,6.705,8.502,150.592,115.48,7.797,150.135,116.724,6.01,19.676,153.869,67.478,20.219,154.41,67.26,19.92,34.967,197.444,10.33,32.881,186.383,11.178
0609-1-01-504,Strecksprung,53.59,-12.141,-16.078,-6.171,-10.378,-14.033,-5.106,2.156,8.065,-13.379,-9.31,7.002,-12.809,-9.151,0.695,14.495,-10.871,-4.163,14.023,-11.49,-4.994,0.356,4.41,-14.561,-5.688,4.712,-14.219,-5.535,0.674,5.911,-6.714,-12.226,5.672,-7.126,-12.489,0.693,5.632,-4.503,-29.248,5.704,-4.09,-28.545,0.555,3.236,6.677,-2.904,3.04,6.756,-3.165,0.519,-15.599,21.187,11.394,-15.094,20.281,11.774,1.888,-24.857,16.654,2.478,-24.405,18.949,3.199,50.442,4.315,-24.55,26.703,4.242,-25.038,24.055
0609-1-01-413,Salto C,44.609,19.48,143.049,-14.483,19.724,138.33,-13.204,8.874,8.94,-66.838,-9.919,9.685,-55.908,-12.699,14.583,-7.738,421.135,-46.853,-7.272,412.644,-43.612,23.234,34.399,556.656,16.912,34.85,554.16,15.685,6.533,55.037,297.676,2.04,53.557,300.789,3.669,2.508,40.656,158.402,-2.138,40.531,159.434,-2.031,3.042,22.764,110.233,2.31,23.023,110.492,1.827,3.743,10.999,77.383,-21.62,11.204,77.285,-21.446,4.129,9.319,52.283,-29.99,8.146,54.375,-29.304,45.485,24.988,173.534,4.426,22.908,173.218,6.074
20191007-1150-FRANKFURT_2-01-83,Salto B,53.697,26.746,146.87,11.518,23.011,138.742,11.982,8.698,-14.495,59.058,18.449,-11.134,52.183,18.158,11.777,18.056,-114.91,-1.8,15.69,-98.478,-4.746,10.988,11.77,399.13,-45.523,14.476,390.902,-44.812,24.444,27.574,556.813,-43.291,24.893,549.092,-40.868,17.312,-1.981,364.594,-14.101,-0.568,370.098,-16.203,6.417,5.275,198.462,14.915,5.267,198.362,15.742,7.205,7.424,132.931,11.777,8.163,135.264,11.587,5.161,13.58,152.785,14.279,14.003,154.982,13.204,40.57,58.421,182.6,9.928,53.987,174.288,9.647
20191001-1148-FRANKFURT_1-01-219,Salto rw B,44.142,3.197,285.602,-22.72,4.07,268.11,-18.714,6.939,12.748,-15.713,11.853,10.274,-29.123,9.6,11.356,-8.79,-206.481,4.266,-7.788,-180.616,5.357,10.321,-2.109,354.494,12.085,-1.955,351.705,8.987,21.5,-8.771,575.374,-19.823,-9.553,572.234,-19.978,17.74,-24.782,431.995,-17.219,-23.945,425.33,-15.71,5.579,-4.928,157.247,-4.882,-5.103,163.502,-5.283,5.907,-4.499,157.554,7.951,-4.23,158.13,6.922,4.102,-10.401,215.216,1.48,-10.963,216.668,-0.199,41.021,-34.025,166.045,-73.378,-32.069,154.312,-70.075
20190930-1616-FRANKFURT_1-01-72,Strecksprung,62.225,-9.126,127.917,0.729,-8.659,125.49,-0.074,1.533,4.677,30.268,4.772,4.075,34.595,4.569,1.175,0.335,1.048,-9.285,0.38,0.684,-8.277,0.617,-0.987,-25.722,-0.795,-0.931,-25.467,-0.731,0.604,6.0,-25.926,27.752,5.931,-26.162,26.313,1.069,0.928,-30.004,3.293,1.144,-30.142,4.677,0.798,1.371,-41.024,22.074,0.956,-41.141,21.311,1.407,-17.109,-58.716,-7.874,-16.688,-57.671,-7.799,1.966,-11.477,-73.913,-12.295,-10.984,-73.499,-13.744,41.141,18.828,101.641,-8.35,18.49,100.026,-6.534
20191008-1157-FRANKFURT_1-01-388,Salto A,43.31,-12.795,313.205,-12.123,-8.159,306.903,-15.981,5.358,26.532,207.631,-55.55,21.907,210.377,-50.086,7.542,-21.586,185.619,-5.44,-21.42,184.49,-6.071,7.474,-24.416,201.658,0.622,-23.628,202.277,0.849,6.786,-5.515,202.369,8.017,-5.688,201.475,7.998,6.28,8.357,164.897,2.444,7.77,165.272,2.243,7.542,-4.09,135.854,-16.562,-3.948,137.286,-15.809,6.311,-10.367,182.869,-2.819,-9.92,182.799,-4.45,4.361,-11.051,236.399,-30.656,-12.827,236.048,-30.53,60.663,-46.384,91.554,-23.4,-42.455,93.93,-23.658
20190930-1616-FRANKFURT_1-01-297,Barani C,54.994,-34.388,-115.646,43.495,-29.369,-112.592,42.245,7.063,-19.882,-250.542,31.997,-21.557,-252.253,32.929,9.972,-55.179,-298.386,67.374,-54.589,-294.605,67.921,9.484,-66.1,-192.084,151.36,-65.305,-191.376,152.81,8.972,-34.791,-30.019,254.544,-36.028,-31.44,251.39,7.346,-54.585,54.062,209.464,-54.531,53.949,209.37,6.326,-88.707,112.789,160.535,-87.894,112.295,160.071,5.011,-68.459,160.708,123.612,-67.848,160.16,121.384,4.692,-37.151,182.54,52.754,-37.195,182.171,55.257,49.244,-5.47,115.449,-35.596,-7.324,112.173,-33.999
0827-BK1-01-126,Strecksprung,63.031,11.764,88.242,7.731,11.833,92.296,5.709,2.079,17.239,38.673,-20.671,17.051,37.898,-21.096,1.308,7.837,-44.954,10.902,6.717,-44.467,11.544,1.196,-2.364,-42.852,29.077,-2.084,-41.192,28.653,1.407,-13.62,4.273,-7.424,-12.493,3.08,-8.464,0.426,-4.291,6.459,-26.58,-4.714,6.481,-25.623,0.56,0.284,1.177,-4.541,0.145,1.315,-4.823,0.558,1.86,-2.782,3.644,1.868,-3.026,3.778,2.211,-1.552,-28.054,16.658,-1.321,-28.462,15.91,38.62,-18.778,56.992,-21.475,-18.31,56.918,-18.405
0609-1-01-714,Bauchsprung,46.587,-1.509,30.481,9.525,-0.992,30.234,9.744,2.361,-5.486,-34.402,4.281,-5.773,-33.251,4.831,0.505,-0.789,-40.872,-6.203,-1.088,-41.264,-5.922,0.592,-9.418,-72.031,3.335,-8.691,-72.258,2.726,1.074,-13.294,-85.139,-3.575,-13.0,-86.0,-3.511,1.204,-4.673,-98.427,-13.371,-4.927,-97.125,-13.31,1.222,8.96,-69.483,-12.383,8.865,-67.684,-10.928,1.327,4.83,-36.165,-0.456,4.816,-36.983,-1.983,1.426,1.569,36.015,-2.751,0.828,37.879,-2.188,29.121,-9.263,101.504,34.694,-9.949,102.205,30.931
20190930-1616-FRANKFURT_1-01-13,Salto B,73.774,-6.109,173.128,5.984,-7.942,175.218,3.06,9.732,-5.867,-57.387,10.106,-5.355,-50.489,10.167,10.927,16.004,-51.517,16.706,15.05,-43.209,16.631,18.787,26.32,432.654,-10.131,26.02,422.956,-9.008,24.187,24.722,556.99,1.567,24.418,554.027,0.065,10.855,-11.082,301.913,-15.843,-9.769,302.505,-14.298,3.95,-6.527,78.132,9.74,-7.049,81.249,8.847,4.736,7.344,95.322,7.848,6.913,95.377,8.418,5.105,0.194,140.574,17.756,0.114,144.077,17.356,37.89,8.934,270.356,17.357,5.899,267.357,18.565
20191007-1534-FRANKFURT_2-01-34,Barani A,53.999,-38.535,-205.427,132.312,-36.868,-202.637,118.237,8.187,-40.33,-219.441,107.925,-41.254,-220.263,109.462,8.623,-81.773,-96.601,111.829,-80.598,-97.338,114.505,10.42,-142.917,-111.259,205.1,-142.719,-108.495,203.713,10.445,-192.181,-1.515,301.636,-190.141,-1.443,297.959,10.022,-125.849,108.925,227.724,-125.503,108.009,229.587,9.094,-48.394,185.523,150.107,-49.385,184.575,149.288,8.662,5.317,195.786,55.706,4.748,196.241,55.874,8.476,5.886,231.852,-36.54,5.285,231.441,-34.596,35.044,9.391,302.893,-46.417,8.704,292.023,-45.329
20191001-1148-FRANKFURT_1-01-41,Strecksprung,47.99,28.491,135.782,-0.063,27.007,135.198,0.965,3.704,-6.05,39.627,2.472,-5.898,40.057,1.501,1.557,-15.768,-21.85,11.014,-14.15,-19.22,11.034,1.115,-5.158,-61.769,10.431,-5.072,-61.668,10.765,1.218,-7.043,-87.547,4.627,-7.027,-86.736,5.143,1.425,-8.484,-85.329,12.197,-8.498,-85.748,12.253,0.866,-1.812,-83.308,25.781,-2.218,-84.172,26.36,1.188,-10.217,-70.998,29.804,-9.972,-69.524,27.896,5.577,-7.83,25.479,-30.482,-6.883,28.847,-28.578,41.26,29.113,181.777,-16.298,27.648,178.816,-18.51
20190930-1616-FRANKFURT_1-01-113,Fliffis C,82.318,-4.822,-150.768,28.807,-5.482,-151.273,30.737,32.454,-25.032,-659.025,-7.69,-23.464,-651.842,-9.532,32.775,12.384,-581.835,-5.036,11.395,-584.434,-2.724,37.66,-0.173,-598.703,31.089,-1.762,-597.045,31.996,27.554,-72.812,-536.916,90.702,-70.742,-526.392,90.177,17.842,-20.665,-53.145,236.58,-26.967,-58.376,234.331,15.576,-117.236,21.022,278.545,-110.346,16.643,279.589,13.909,-91.352,157.396,198.464,-92.627,159.443,199.528,13.664,-91.7,278.107,65.915,-91.144,276.767,65.373,39.044,-29.635,327.789,-1.615,-30.953,325.045,-3.383
