SprungID,Sprungtyp,0_Acc_N_Fil,0_Gyro_x_R,0_Gyro_y_R,0_Gyro_z_R,0_Gyro_x_Fil,0_Gyro_y_Fil,0_Gyro_z_Fil,10_Acc_N_Fil,10_Gyro_x_R,10_Gyro_y_R,10_Gyro_z_R,10_Gyro_x_Fil,10_Gyro_y_Fil,10_Gyro_z_Fil,20_Acc_N_Fil,20_Gyro_x_R,20_Gyro_y_R,20_Gyro_z_R,20_Gyro_x_Fil,20_Gyro_y_Fil,20_Gyro_z_Fil,30_Acc_N_Fil,30_Gyro_x_R,30_Gyro_y_R,30_Gyro_z_R,30_Gyro_x_Fil,30_Gyro_y_Fil,30_Gyro_z_Fil,40_Acc_N_Fil,40_Gyro_x_R,40_Gyro_y_R,40_Gyro_z_R,40_Gyro_x_Fil,40_Gyro_y_Fil,40_Gyro_z_Fil,50_Acc_N_Fil,50_Gyro_x_R,50_Gyro_y_R,50_Gyro_z_R,50_Gyro_x_Fil,50_Gyro_y_Fil,50_Gyro_z_Fil,60_Acc_N_Fil,60_Gyro_x_R,60_Gyro_y_R,60_Gyro_z_R,60_Gyro_x_Fil,60_Gyro_y_Fil,60_Gyro_z_Fil,70_Acc_N_Fil,70_Gyro_x_R,70_Gyro_y_R,70_Gyro_z_R,70_Gyro_x_Fil,70_Gyro_y_Fil,70_Gyro_z_Fil,80_Acc_N_Fil,80_Gyro_x_R,80_Gyro_y_R,80_Gyro_z_R,80_Gyro_x_Fil,80_Gyro_y_Fil,80_Gyro_z_Fil,90_Acc_N_Fil,90_Gyro_x_R,90_Gyro_y_R,90_Gyro_z_R,90_Gyro_x_Fil,90_Gyro_y_Fil,90_Gyro_z_Fil
20190930-1247-FRANKFURT_2-01-61,Strecksprung,60.037,2.611,119.462,35.064,2.828,119.648,32.861,1.322,-4.601,57.955,44.182,-4.469,58.138,44.634,0.998,-4.549,12.416,6.82,-4.664,12.799,7.087,1.083,-3.964,-17.795,-20.849,-3.661,-17.507,-20.317,1.137,-1.398,-29.162,-39.568,-1.385,-29.347,-38.973,0.992,1.037,-34.338,-10.868,1.132,-34.546,-11.449,0.827,2.492,-49.695,5.777,2.595,-49.415,5.471,1.371,2.522,-55.84,0.093,2.399,-56.193,0.122,1.472,0.751,-69.405,5.935,0.599,-68.815,4.735,35.379,6.343,89.593,-5.425,5.457,89.346,-5.554
0110-MORITZ-01-135,Strecksprung,55.052,20.364,63.791,7.968,18.407,65.396,8.975,2.274,0.291,1.898,1.856,0.85,2.389,1.951,0.9,7.056,20.003,34.927,6.865,19.041,34.499,1.112,2.5,-20.404,15.347,2.583,-20.012,15.302,0.769,-4.033,-44.271,-7.898,-4.105,-43.905,-7.583,0.685,-5.138,-37.425,4.359,-5.172,-37.499,4.042,0.783,-2.735,-30.602,4.474,-2.708,-30.648,4.411,0.725,-0.198,-17.104,-1.602,-0.15,-17.876,-1.535,1.514,-5.109,-56.693,-6.02,-5.954,-54.742,-6.633,42.674,-28.001,112.934,-2.106,-26.329,110.115,-0.986
20190930-1247-FRANKFURT_2-01-196,Schraubensalto,55.435,-19.991,234.483,72.04,-15.496,237.996,71.428,5.725,67.218,155.202,140.639,68.159,151.302,141.285,4.123,181.6,86.624,198.034,179.034,85.821,198.185,4.533,217.914,-13.431,253.988,217.844,-13.689,254.499,8.673,143.425,-125.627,346.079,141.031,-124.101,345.297,11.795,3.307,-118.133,425.457,5.878,-114.399,424.659,10.378,0.542,107.89,361.779,0.002,105.868,358.511,7.654,-21.567,228.1,118.649,-21.303,226.583,121.546,6.911,-19.309,239.288,44.561,-20.348,240.982,45.451,38.662,-5.44,313.157,27.244,-4.972,308.207,23.74
20191007-1159-FRANKFURT_1-01-371,Salto C,49.367,-12.674,239.002,3.415,-13.128,226.402,3.365,11.607,8.319,-121.326,32.47,4.989,-112.359,30.108,7.589,-17.213,248.386,-0.522,-15.05,249.28,-1.083,14.196,-19.682,647.595,2.273,-19.568,641.705,2.548,15.671,-5.639,371.84,5.438,-3.897,377.33,4.599,3.357,20.096,131.646,-0.587,18.201,127.298,-0.47,4.171,5.175,65.635,-30.552,4.845,66.599,-29.572,4.705,-16.698,98.908,-2.864,-15.94,99.747,-3.201,4.799,-25.136,180.587,4.042,-25.51,181.618,0.916,49.707,-45.356,178.887,-37.555,-43.792,175.437,-33.999
20191001-1202-FRANKFURT_2-01-183,Salto A,59.238,6.178,-242.284,37.38,3.838,-226.915,28.899,6.673,3.819,-192.27,2.013,2.915,-196.149,-1.058,8.793,-14.749,-193.882,-21.406,-14.144,-196.908,-19.908,8.876,2.24,-254.135,-16.358,2.49,-252.135,-16.172,6.963,4.561,-222.438,2.39,4.087,-220.012,2.511,7.741,-11.909,-123.566,19.693,-11.21,-127.154,18.887,8.985,-16.939,-169.015,-5.276,-16.754,-169.166,-4.974,11.336,-11.802,-251.016,-25.398,-12.257,-250.509,-24.358,10.737,-22.388,-278.908,0.504,-22.186,-279.561,-1.451,37.966,-18.707,-283.871,-76.062,-20.469,-272.73,-49.215
0827-BK1-01-62,Salto B,61.195,20.939,125.702,12.394,17.712,122.442,12.735,8.775,1.542,-73.382,28.441,2.252,-64.861,24.21,8.707,-34.945,221.585,-22.83,-34.573,219.738,-18.968,25.858,-7.372,525.08,33.992,-8.384,517.535,32.144,11.477,6.798,277.422,-1.631,7.744,281.178,-0.56,4.172,2.782,163.109,-5.808,2.794,164.0,-5.55,4.358,1.493,180.554,4.735,1.657,179.648,3.79,3.832,-4.055,130.798,-10.462,-4.218,130.887,-9.56,4.624,-4.062,74.145,10.042,-4.025,77.215,9.655,35.704,3.421,176.254,8.187,3.983,170.621,8.923
0115-MORITZ-03-25,Salto C,49.335,15.084,78.193,2.31,15.554,78.654,2.427,6.088,7.228,11.662,16.843,5.414,14.228,15.553,7.524,-5.078,233.503,-2.373,-5.308,230.749,-1.931,8.766,-12.038,277.664,-13.884,-12.374,277.233,-13.328,6.656,-17.998,240.494,-9.487,-18.057,240.245,-9.502,5.354,-19.302,199.674,-5.377,-19.091,200.664,-5.678,5.704,-22.982,215.063,0.489,-22.734,214.122,0.754,3.939,-19.576,183.473,20.281,-19.313,183.523,20.24,1.566,-0.985,115.066,3.705,-1.932,115.839,4.3,46.115,-15.657,97.218,-6.694,-12.95,96.747,-7.499
20191007-1150-FRANKFURT_2-01-141,Salto A,54.836,24.913,190.604,9.043,24.155,184.46,6.171,6.365,9.142,228.558,-32.753,9.783,225.068,-31.302,6.444,1.919,140.191,-15.281,0.858,145.589,-14.259,8.799,1.06,265.393,1.675,0.868,262.232,0.853,8.257,20.806,261.357,-0.257,20.602,261.034,0.042,8.308,19.034,200.076,-2.925,18.455,200.024,-3.483,8.617,-4.634,167.661,-10.17,-3.834,168.867,-9.86,8.679,-1.525,180.736,-2.491,-2.012,181.214,-2.335,5.124,6.217,199.1,18.74,6.393,201.127,15.347,45.592,39.116,216.252,-19.132,37.322,207.822,-15.186
20191008-1157-FRANKFURT_1-01-89,Salto A,41.433,-7.61,265.076,3.21,-11.613,260.0,4.671,5.146,2.951,205.618,-8.144,2.799,204.196,-9.393,8.427,-10.388,163.005,-4.585,-9.638,164.921,-5.062,6.825,-11.116,196.01,4.146,-11.164,194.227,4.796,5.418,6.327,135.217,4.683,5.762,136.277,3.992,6.279,0.871,133.631,-6.44,1.336,134.309,-6.512,6.932,0.564,173.94,-16.818,0.337,174.367,-16.985,9.088,-21.638,239.683,-37.384,-21.979,238.789,-36.546,7.64,-39.353,286.61,-0.2,-38.713,289.21,-3.946,55.803,-16.623,245.641,-13.5,-17.531,244.965,-8.668
20190930-1153-FRANKFURT_1-01-144,Schraubensalto,50.383,10.79,227.736,59.275,14.105,222.812,60.58,4.473,74.29,134.145,155.221,73.363,137.665,155.002,3.546,122.0,99.894,198.374,122.021,99.215,198.069,3.986,180.836,9.926,267.149,178.618,8.236,268.067,8.727,82.35,-165.348,347.016,81.567,-163.365,346.349,12.397,-83.954,-187.0,354.72,-82.603,-182.802,354.165,10.827,-149.275,-18.223,351.975,-147.591,-19.565,350.081,8.358,-77.527,115.906,267.357,-77.372,113.864,268.03,8.161,41.397,151.92,209.113,39.888,152.764,204.976,30.542,60.249,200.989,-38.781,60.047,193.851,-29.993
20191007-1150-FRANKFURT_2-01-57,Cody C,73.583,-5.228,-46.354,72.747,-3.217,-46.422,63.019,15.037,-20.28,-15.403,28.794,-22.476,-5.723,34.459,16.567,4.206,281.703,6.357,5.216,284.043,7.111,30.932,63.919,656.163,2.324,60.58,644.527,2.745,26.199,20.955,481.29,-16.255,21.503,481.204,-12.499,12.41,-2.942,289.803,-9.714,-1.096,286.944,-11.755,6.907,19.157,128.621,2.944,18.755,136.932,2.309,8.807,20.029,153.748,-2.011,18.966,154.407,-1.642,5.581,4.106,208.719,24.332,6.167,210.343,21.17,31.507,20.394,272.752,-46.489,19.549,261.68,-44.217
20190930-1616-FRANKFURT_1-01-344,Barani A,55.556,-20.149,-94.481,64.654,-18.186,-92.66,61.088,5.148,-59.645,-135.938,52.816,-60.134,-136.848,56.731,5.502,-74.534,-113.744,65.732,-76.508,-114.973,67.213,8.305,-161.194,-165.386,132.53,-160.005,-162.577,132.388,8.513,-182.307,-39.713,192.469,-181.175,-40.576,191.216,8.058,-133.327,56.613,170.678,-133.446,56.936,170.452,7.625,-75.345,134.374,115.991,-75.778,133.78,115.814,6.98,-49.43,193.658,56.84,-49.762,192.913,57.288,8.389,-43.329,176.762,16.943,-42.643,180.974,14.351,38.001,-24.33,242.222,-7.644,-26.178,240.469,-3.222
0827-BK2-01-122,Salto A,61.003,31.08,152.42,-27.381,30.791,149.655,-24.994,2.967,3.867,84.636,-4.401,3.255,87.452,-5.663,6.573,-6.45,156.713,-8.897,-5.767,155.808,-9.198,6.316,20.085,231.933,-31.639,19.016,231.999,-29.937,5.855,-6.9,233.854,-7.988,-5.677,233.8,-8.728,5.99,4.636,203.247,-22.025,4.412,203.122,-21.532,5.331,15.516,175.146,-20.804,14.688,174.723,-20.869,5.488,-9.986,134.197,-18.746,-9.413,134.749,-18.709,6.531,-16.019,131.49,-14.434,-15.946,132.41,-14.286,32.557,-10.117,198.038,1.751,-8.411,194.038,0.218
0827-BK2-01-108,Salto A,61.078,-6.742,161.346,10.039,-4.331,157.263,8.711,4.076,16.589,84.573,-5.146,14.951,88.543,-4.803,7.551,6.696,163.495,-18.918,6.937,162.497,-18.848,6.415,15.204,249.728,-21.589,15.358,248.341,-21.423,5.344,4.453,233.055,-11.189,4.188,232.577,-11.85,5.609,-0.883,178.596,-8.984,-0.833,179.122,-8.993,5.37,-3.748,161.552,-14.522,-3.5,161.466,-14.176,5.472,0.893,148.432,-5.914,0.968,148.674,-6.166,6.699,11.892,139.822,-5.832,11.594,139.823,-6.216,31.726,5.553,188.377,-16.602,6.724,184.597,-17.053
20191001-1202-FRANKFURT_2-01-54,Strecksprung,65.353,-18.64,-128.353,23.31,-17.37,-132.036,21.934,3.963,8.824,-39.122,-22.004,7.296,-40.128,-20.278,2.671,6.131,28.164,6.663,7.074,29.041,5.641,2.899,-11.516,16.79,38.568,-10.678,17.084,37.781,1.807,1.239,26.915,23.844,0.152,26.207,24.432,0.818,-12.376,52.542,10.552,-11.728,52.044,9.815,0.694,2.453,29.601,4.146,2.73,29.833,4.586,0.804,21.991,36.822,-11.304,21.091,35.809,-10.893,1.758,16.085,29.078,-1.256,15.774,28.393,-1.926,27.88,5.352,-21.624,-29.037,7.194,-16.33,-24.322
20191007-1150-FRANKFURT_2-01-46,Barani A,59.34,2.41,-129.221,13.615,4.249,-129.72,14.335,6.966,-22.072,-245.328,70.219,-22.683,-237.773,70.196,7.59,-77.067,-84.71,112.81,-76.616,-87.511,111.399,7.86,-127.716,-126.611,139.432,-129.028,-124.921,138.302,13.706,-223.242,-72.524,208.153,-220.429,-74.397,207.964,13.359,-207.59,52.044,243.08,-206.292,52.375,242.344,10.657,-94.115,116.672,175.901,-95.097,116.853,176.34,11.618,-33.579,147.451,78.82,-35.185,150.563,80.462,7.692,-11.418,262.072,84.056,-9.22,260.788,79.888,30.0,55.842,321.922,-14.107,51.159,310.479,-9.814
20191008-1157-FRANKFURT_1-01-387,Barani A,61.651,-12.559,-163.203,11.999,-11.373,-163.089,16.102,8.705,-16.322,-197.827,131.219,-18.975,-193.372,128.07,7.259,-87.593,-103.718,129.562,-87.512,-104.837,130.972,9.717,-167.887,-119.37,185.519,-165.793,-117.298,186.928,10.591,-131.485,17.506,321.508,-130.515,18.749,316.61,8.737,-41.171,170.106,243.722,-41.871,166.825,243.504,7.214,8.693,158.721,58.982,8.322,159.162,61.204,7.202,14.676,192.087,-13.77,15.327,193.799,-13.171,6.858,28.842,279.603,-17.764,27.975,279.694,-19.88,50.723,22.354,297.889,-25.73,21.857,300.305,-24.627
20191007-1534-FRANKFURT_2-01-52,Barani A,57.219,-33.278,-123.502,98.994,-33.034,-129.349,95.968,8.496,-50.358,-284.152,74.335,-48.917,-275.886,77.308,8.251,-60.299,-119.414,147.171,-61.031,-120.218,148.601,10.167,-141.25,-43.488,270.233,-141.402,-42.816,267.31,8.754,-176.005,64.595,282.521,-174.024,63.318,282.291,9.641,-104.379,103.199,211.838,-103.222,103.867,211.037,9.535,-5.943,180.344,113.16,-6.94,180.443,113.554,11.205,29.912,275.461,13.894,28.758,275.23,14.633,11.582,15.21,295.908,-22.841,15.671,294.998,-23.298,56.671,19.481,185.863,-4.397,16.557,184.901,-0.992
20191007-1534-FRANKFURT_2-01-91,Salto B,58.107,-33.84,160.256,-12.667,-31.743,163.973,-13.834,9.817,7.529,-112.716,55.79,4.784,-106.469,54.061,10.296,19.499,32.251,36.695,21.888,41.661,35.685,22.821,63.277,633.123,-67.428,61.618,617.877,-65.871,21.233,21.053,502.111,-71.908,20.529,502.43,-70.297,5.831,-4.982,243.842,-19.31,-4.849,245.816,-20.384,4.401,-3.901,131.943,-7.256,-4.479,133.67,-7.172,5.46,-3.389,135.86,-11.682,-3.38,135.623,-11.919,6.9,-10.793,172.311,-30.809,-10.963,172.304,-29.539,44.727,-4.769,162.656,-4.775,-6.782,156.775,-5.826
20191001-1202-FRANKFURT_2-01-104,Strecksprung,59.584,-30.111,-105.011,3.799,-27.449,-106.435,5.682,3.094,13.544,-39.434,-4.033,11.292,-39.297,-2.341,1.704,3.675,15.863,27.061,4.47,14.045,23.54,1.627,7.481,11.343,20.37,6.497,12.029,20.828,1.754,-6.055,5.889,-1.784,-5.434,6.218,-0.786,0.736,-5.54,44.866,13.399,-5.243,44.366,12.467,0.505,-3.654,55.656,-5.41,-3.651,55.803,-5.153,1.183,4.548,51.355,3.281,5.076,51.113,3.518,2.006,23.652,49.015,22.391,22.754,47.031,20.741,24.975,10.052,-36.286,-48.391,13.223,-41.984,-45.537
0609-1-01-323,Salto C,57.505,12.474,134.396,9.283,13.395,133.301,5.988,6.834,13.234,-25.849,-28.287,13.233,-20.025,-27.191,13.142,-20.289,252.17,-34.736,-19.596,253.937,-35.114,24.685,2.343,621.082,0.682,2.251,613.412,1.88,10.703,28.096,364.145,13.295,27.137,364.497,11.875,2.704,28.736,170.864,-7.388,29.832,171.881,-6.512,2.873,23.011,126.014,-13.189,22.441,125.734,-12.713,3.315,21.874,86.893,-5.231,20.378,87.307,-5.725,5.954,-18.866,66.477,-13.32,-17.118,69.155,-12.861,46.119,14.996,171.454,4.622,14.28,171.689,4.641
20190930-1616-FRANKFURT_1-01-31,Salto A,70.079,12.24,244.434,35.251,13.116,247.554,30.0,6.803,4.971,180.194,8.179,4.823,182.612,6.692,6.548,-5.775,106.407,-21.655,-4.119,110.422,-20.099,6.645,10.998,183.639,18.619,11.128,182.073,17.194,6.7,18.804,203.446,-5.043,18.137,203.363,-4.588,6.586,2.985,210.145,0.571,2.975,209.523,0.568,6.837,1.536,175.0,6.12,1.879,175.226,6.3,7.178,5.714,168.526,13.445,5.686,169.463,14.015,6.635,17.926,225.837,21.72,17.943,225.488,21.308,39.564,19.557,161.408,-47.48,20.032,160.235,-43.737
0609-4-01-325,Strecksprung,80.076,25.129,32.489,-3.59,24.325,40.884,-2.579,4.442,-3.594,-13.374,21.061,-3.232,-12.981,21.084,0.854,-11.022,-10.07,22.342,-10.985,-10.037,21.862,1.061,-2.294,-6.362,3.231,-2.11,-6.406,4.024,1.02,5.208,-29.235,-3.8,4.672,-29.099,-4.17,1.914,-6.714,-33.727,10.912,-6.162,-33.658,9.646,2.034,21.985,8.634,-17.286,21.181,7.38,-15.934,1.165,-3.161,-20.348,5.496,-2.34,-19.022,4.844,2.428,-5.74,-6.445,1.146,-5.689,-6.868,2.213,42.111,10.206,14.164,30.292,9.171,14.48,28.742
20191008-1207-FRANKFURT_2-01-17,Strecksprung,50.429,-8.847,134.541,13.496,-8.878,131.131,5.916,4.049,-1.792,12.978,15.561,0.675,18.288,14.298,2.373,14.168,-27.208,20.991,11.401,-30.86,24.273,1.054,-12.999,-75.06,-3.744,-11.437,-72.864,-3.319,1.205,16.004,-65.767,2.05,14.481,-65.69,2.217,1.332,10.837,-50.643,7.392,11.195,-50.256,7.782,1.013,1.07,-33.31,19.417,0.526,-33.885,17.946,0.868,-7.392,-27.836,3.27,-7.302,-27.92,4.263,2.452,-2.996,-17.821,17.3,-2.537,-10.67,16.415,39.525,7.23,164.89,-7.89,6.522,155.254,-2.869
0609-4-01-518,Barani C,46.54,24.813,-117.33,-0.492,24.102,-116.593,4.406,14.027,20.651,-360.689,69.317,19.97,-356.208,65.01,9.768,-29.615,-237.072,132.289,-25.647,-236.786,128.909,10.975,-9.17,-80.663,202.677,-15.184,-83.481,206.425,8.495,-110.88,-41.424,271.445,-107.601,-39.685,268.949,7.232,-95.965,78.042,231.61,-95.78,77.85,231.404,5.425,-50.693,128.774,160.037,-51.029,127.97,160.364,5.481,-8.862,111.623,92.757,-8.942,112.255,92.901,6.943,21.684,141.939,50.974,21.871,141.931,49.834,45.717,15.827,173.121,-8.231,15.139,172.218,-7.176
20191007-1159-FRANKFURT_1-01-91,Barani B,75.551,8.551,-167.457,-44.38,6.607,-180.462,-39.597,23.11,68.443,-552.343,28.621,66.242,-540.352,27.306,10.502,7.188,-350.333,68.218,9.295,-349.655,70.329,13.124,65.774,-73.308,270.173,63.155,-75.735,272.538,13.298,35.657,76.577,496.761,37.217,75.704,486.268,10.856,0.456,189.379,196.529,-0.11,188.054,199.805,8.675,-16.53,195.661,52.806,-13.913,198.17,55.241,4.683,15.606,220.118,-7.82,13.71,214.528,-5.639,5.507,-3.7,49.535,0.296,-4.145,59.89,-3.902,36.258,-28.46,226.58,-40.744,-27.549,203.44,-35.665
20191008-1157-FRANKFURT_1-01-190,Strecksprung,44.082,6.159,153.854,-2.437,6.964,149.734,-2.597,1.973,18.581,24.477,22.428,16.55,23.57,21.469,0.726,-20.204,-51.112,3.72,-18.448,-49.445,4.405,0.905,-13.644,-60.766,-4.639,-13.256,-60.013,-3.115,1.451,-3.238,-58.108,24.558,-3.394,-57.894,23.512,1.552,-11.266,-47.543,22.788,-11.111,-48.912,21.603,0.758,-7.007,-76.435,-21.642,-6.922,-75.811,-20.248,0.896,2.196,-87.364,-19.942,1.129,-85.475,-19.717,6.028,-8.409,24.969,-3.01,-8.581,29.999,-5.346,46.355,-18.229,189.821,-34.636,-16.617,181.679,-32.915
0609-4-01-594,Barani C,59.115,35.078,-81.273,45.274,33.54,-83.649,42.391,11.54,-14.019,-353.446,63.595,-12.046,-349.672,65.11,15.097,6.968,-414.225,109.039,5.631,-408.192,109.463,11.958,1.678,-84.091,191.32,0.033,-90.497,191.0,8.618,-37.416,-42.594,270.805,-35.146,-38.873,269.405,8.139,-68.077,41.477,270.089,-67.788,39.336,269.34,6.008,-46.016,121.115,177.611,-45.602,119.988,178.227,5.668,-11.253,117.194,110.259,-12.059,118.082,110.204,6.471,1.157,157.673,62.28,1.576,157.518,61.816,47.063,9.098,188.397,10.23,8.899,186.364,10.253
20191001-1202-FRANKFURT_2-01-110,Hocksprung,64.94,10.093,-147.33,25.247,13.141,-143.235,-2.257,6.694,16.021,126.041,4.9,12.58,117.515,4.446,7.787,-24.357,211.921,1.875,-20.944,207.005,1.51,12.342,4.766,-31.932,-23.788,3.37,-25.841,-22.334,7.273,32.536,-139.088,21.542,32.76,-140.775,20.73,3.986,3.894,-93.571,16.54,3.748,-94.089,18.261,1.618,0.652,-14.159,39.399,0.06,-13.025,39.637,1.522,-8.558,26.56,31.058,-7.364,25.845,28.74,2.531,-6.494,1.503,-32.439,-6.594,2.962,-32.572,30.383,-4.865,-4.999,-35.687,-2.748,-4.647,-32.113
0110-MORITZ-01-33,Fliffis B,65.391,36.819,-173.12,-48.792,38.315,-167.327,-40.857,31.915,80.445,-604.471,43.122,78.718,-605.18,38.649,43.035,-27.313,-771.919,31.483,-25.978,-767.954,29.509,37.488,-8.953,-648.896,-59.476,-8.362,-638.625,-59.383,17.907,-14.746,-72.595,-199.067,-15.909,-83.372,-199.947,18.679,95.552,61.993,-314.575,96.1,64.987,-311.117,16.072,207.068,186.079,-179.657,205.359,183.648,-181.083,13.128,64.787,191.127,-141.351,65.015,190.717,-139.535,15.8,-33.225,199.004,-16.931,-30.704,201.157,-16.471,43.634,-1.667,330.667,10.641,-2.321,329.555,8.031
20191001-1148-FRANKFURT_1-01-52,Salto rw B,40.156,4.85,263.005,-10.491,1.049,234.365,-10.226,7.373,7.592,-86.374,7.463,7.559,-81.611,11.056,10.216,25.577,-25.107,12.632,25.555,-13.367,10.93,16.987,5.764,505.449,-46.348,6.933,495.382,-47.14,27.126,9.387,508.418,-31.361,9.849,512.711,-31.107,7.936,-3.155,280.293,-14.056,-4.712,276.552,-13.472,4.935,-6.318,89.529,-16.217,-6.888,93.384,-15.644,5.152,-2.69,130.358,3.08,-2.519,132.544,0.587,4.774,-16.888,251.347,-26.548,-17.934,251.052,-28.143,55.359,-32.094,130.45,2.728,-32.111,137.463,7.37
0609-1-01-591,Salto C,52.222,24.103,125.288,-4.682,24.806,122.048,-5.447,7.512,-0.306,-38.296,-24.841,-0.767,-30.477,-25.028,12.49,-13.847,378.986,-29.263,-12.649,373.864,-29.847,21.569,18.991,522.785,-11.749,18.241,520.911,-10.95,6.096,22.612,300.877,-13.261,21.892,300.974,-12.794,2.02,6.707,132.134,-16.137,6.961,132.991,-15.893,2.93,6.913,54.921,-11.726,6.854,56.033,-11.153,3.989,4.929,73.958,-11.057,4.793,74.58,-11.277,4.981,-11.287,130.097,7.132,-11.092,131.334,6.471,44.002,10.998,231.891,2.18,11.239,232.217,2.819
0609-1-01-487,Doppelsalto B,49.999,25.993,276.152,-17.881,26.921,274.039,-18.784,11.95,13.756,-5.295,-23.688,13.834,3.605,-21.961,14.635,-16.753,233.633,-19.444,-18.582,230.541,-21.114,33.106,-33.715,662.298,-11.475,-31.639,657.637,-9.753,39.371,-15.187,783.269,-17.64,-15.311,781.279,-15.863,43.827,-40.094,744.964,8.897,-39.282,742.244,7.378,11.194,17.155,366.795,-4.726,14.536,369.213,-4.672,9.533,-0.381,194.384,9.17,0.444,195.173,8.55,10.308,7.966,175.927,-5.78,8.396,176.699,-5.182,30.437,14.728,232.941,-33.713,14.302,225.779,-31.159
0115-CHARI-05-88,Fliffis- Rudi B,70.702,36.523,-254.866,-8.736,36.859,-254.292,-15.654,31.779,45.431,-650.534,20.411,42.933,-647.599,23.276,46.462,14.175,-722.414,40.563,13.906,-717.859,43.011,28.883,20.356,-455.516,216.234,30.154,-455.818,225.916,33.864,444.028,-50.632,817.4,440.006,-56.705,800.013,30.401,544.168,-210.368,733.327,528.484,-202.806,741.942,32.419,-108.452,-28.707,684.772,-94.928,-29.805,678.272,18.666,-36.091,285.694,284.655,-38.836,281.827,284.871,16.119,27.111,255.905,-36.989,26.209,260.535,-32.51,31.831,-18.693,385.667,-82.397,-17.763,376.987,-79.435
0115-MORITZ-03-145,Voll- ein- voll- aus B,54.761,-63.363,351.819,-163.778,-70.51,349.684,-163.437,18.454,-406.803,71.282,-449.668,-398.692,67.78,-456.422,45.984,-325.301,-38.437,-1002.398,-333.986,-24.049,-985.554,37.198,-682.782,239.643,-682.751,-666.051,220.213,-688.872,48.548,-348.504,-599.169,-343.618,-353.923,-582.932,-351.141,30.927,-48.778,-139.975,-504.252,-54.77,-143.112,-495.35,23.602,197.518,270.287,-271.552,196.777,265.854,-279.178,18.292,190.953,200.004,-141.243,191.092,200.267,-137.554,19.215,12.826,178.687,-37.416,15.281,184.526,-38.351,39.814,48.164,354.273,37.263,45.575,339.837,34.563
0609-1-01-324,Doppelsalto B,48.017,25.88,280.029,-12.065,26.771,275.338,-17.157,11.063,3.103,20.854,-32.473,2.215,21.007,-33.964,14.881,-43.652,143.003,-20.717,-42.583,152.459,-14.456,32.382,-51.953,644.423,20.785,-52.798,636.592,20.396,34.955,-49.083,697.43,37.17,-47.466,701.478,33.976,47.944,34.09,832.257,28.49,32.701,823.308,29.411,22.258,81.887,499.11,-35.428,80.663,499.626,-33.033,8.841,22.387,167.615,-30.354,24.029,172.284,-30.988,10.758,2.66,180.762,-29.256,1.949,182.882,-29.394,33.063,-11.613,267.432,-25.58,-9.346,258.882,-22.206
20191007-1159-FRANKFURT_1-01-344,Schraubensalto A,55.244,13.566,-248.288,34.568,9.989,-246.876,40.122,13.155,3.774,-320.801,241.539,6.383,-314.03,247.614,18.973,254.554,-126.628,686.798,257.264,-111.909,672.01,16.898,461.991,107.872,664.469,457.081,86.039,664.981,13.082,404.826,-232.905,534.568,401.428,-223.341,540.005,14.46,194.244,15.847,552.332,195.8,13.142,545.41,9.836,69.761,219.068,269.899,71.785,217.231,271.572,9.888,7.387,276.044,29.268,6.786,275.389,34.552,10.491,-15.355,326.986,25.123,-13.167,329.54,24.194,47.526,28.359,290.614,41.198,28.066,289.189,38.264
20190930-1616-FRANKFURT_1-01-135,Fliffis C,55.233,-71.252,-235.417,35.688,-60.574,-234.973,31.797,23.908,48.376,-542.149,-57.12,41.369,-538.547,-53.928,46.771,57.595,-625.567,-21.348,57.387,-627.573,-22.538,55.083,36.636,-691.897,-1.816,34.533,-690.917,1.213,52.192,-74.095,-658.669,107.838,-72.805,-649.182,105.913,22.718,-81.033,-124.355,272.627,-75.801,-142.204,259.883,14.895,-126.396,2.68,226.698,-130.357,13.777,240.136,12.611,-127.851,141.907,244.693,-129.012,140.41,241.251,9.495,-71.83,210.17,65.133,-69.981,211.371,66.069,52.448,0.632,182.098,12.517,-4.164,180.958,14.971
0609-4-01-188,Strecksprung,53.176,0.01,87.853,15.34,-0.614,86.558,13.636,2.342,-16.596,17.571,-41.563,-15.901,17.438,-39.753,1.461,4.55,15.088,3.88,4.204,17.479,3.319,1.298,-10.176,-9.137,18.417,-10.016,-10.822,18.631,1.602,-10.529,-60.625,0.198,-10.12,-58.847,0.096,1.45,17.228,-5.839,-6.501,16.787,-5.519,-5.124,1.209,8.439,26.951,38.22,8.509,25.1,35.578,1.297,5.847,-14.038,2.389,5.842,-13.83,3.688,2.352,14.73,-21.272,8.975,14.916,-20.893,7.966,43.08,-3.064,91.705,-8.925,-2.198,94.082,-4.776
0609-1-01-405,Doppelsalto B,39.656,13.892,258.15,-26.97,15.028,255.032,-23.546,11.569,4.337,-2.436,-7.35,4.14,0.819,-12.005,15.56,-29.591,210.877,-15.393,-29.868,212.055,-15.158,33.582,-39.975,673.675,-4.944,-38.968,667.616,-4.653,35.834,-39.789,756.068,-25.995,-39.717,755.17,-22.415,47.693,13.339,772.481,-4.221,12.913,771.282,-5.194,17.712,53.456,488.879,-28.214,52.595,486.41,-30.301,8.132,14.329,181.631,-37.864,15.143,185.119,-36.541,10.386,-5.329,124.442,-16.302,-4.974,128.138,-17.498,30.367,-19.451,284.636,-22.39,-18.995,274.674,-19.792
