SprungID,Sprungtyp,Acc_N_Fil,Gyro_x_R,Gyro_y_R,Gyro_z_R,Gyro_x_Fil,Gyro_y_Fil,Gyro_z_Fil
generated_Mean_Barani B,Barani B,10.388,21.381,-73.252,186.742,21.967,-77.31,189.871
generated_Mean_Barani B,Barani B,11.731,47.54,5.851,422.255,45.433,6.723,414.875
generated_Mean_Barani B,Barani B,9.722,-6.383,109.199,305.542,-5.379,108.497,303.988
generated_Mean_Barani B,Barani B,7.872,-0.401,161.212,116.045,-0.367,161.687,118.617
generated_Mean_Barani B,Barani B,6.843,0.378,218.524,39.043,0.595,217.914,39.34
generated_Mean_Barani B,Barani B,6.756,11.19,239.627,12.264,11.003,240.686,11.378
generated_Mean_Barani B,Barani B,41.243,0.18,206.739,-44.469,0.857,200.58,-42.048
generated_Mean_Fliffis- Rudi B,Fliffis- Rudi B,68.34,-5.475,-288.292,28.266,-4.205,-286.54,26.101
generated_Mean_Fliffis- Rudi B,Fliffis- Rudi B,37.388,-44.013,-715.426,48.117,-44.613,-709.42,49.553
generated_Mean_Fliffis- Rudi B,Fliffis- Rudi B,45.177,-73.957,-716.256,42.129,-74.466,-712.117,41.486
generated_Mean_Fliffis- Rudi B,Fliffis- Rudi B,29.033,-125.035,-414.509,-61.797,-123.15,-414.476,-60.461
generated_Mean_Fliffis- Rudi B,Fliffis- Rudi B,34.191,-70.693,-62.832,-16.199,-70.788,-64.952,-14.295
generated_Mean_Fliffis- Rudi B,Fliffis- Rudi B,32.348,42.972,-114.004,193.305,42.024,-121.514,188.878
generated_Mean_Fliffis- Rudi B,Fliffis- Rudi B,32.938,77.519,-261.605,121.191,76.922,-249.162,122.311
generated_Mean_Fliffis- Rudi B,Fliffis- Rudi B,21.063,32.356,170.832,74.481,33.078,164.179,74.744
generated_Mean_Fliffis- Rudi B,Fliffis- Rudi B,18.85,24.155,292.299,31.649,25.671,295.073,31.629
generated_Mean_Fliffis- Rudi B,Fliffis- Rudi B,43.256,68.491,412.562,-27.385,63.874,409.368,-24.795
generated_Mean_Halb ein Triffis C,Halb ein Triffis C,43.854,-94.325,310.867,-204.796,-93.389,302.982,-203.073
generated_Mean_Halb ein Triffis C,Halb ein Triffis C,17.615,-350.352,-41.676,-283.851,-353.442,-42.081,-276.987
generated_Mean_Halb ein Triffis C,Halb ein Triffis C,51.949,-575.174,-499.679,155.437,-569.821,-497.123,147.387
generated_Mean_Halb ein Triffis C,Halb ein Triffis C,71.848,-462.712,-732.662,158.355,-463.474,-730.566,158.477
generated_Mean_Halb ein Triffis C,Halb ein Triffis C,76.586,-354.623,-823.228,68.304,-354.392,-823.266,67.64
generated_Mean_Halb ein Triffis C,Halb ein Triffis C,75.541,-187.862,-860.402,-98.593,-184.99,-849.604,-99.201
generated_Mean_Halb ein Triffis C,Halb ein Triffis C,35.174,101.106,-298.73,-371.335,98.832,-305.18,-366.888
generated_Mean_Halb ein Triffis C,Halb ein Triffis C,20.783,138.303,15.997,-399.534,135.054,14.109,-398.68
generated_Mean_Halb ein Triffis C,Halb ein Triffis C,15.245,15.459,201.078,-203.281,16.97,202.95,-205.46
generated_Mean_Halb ein Triffis C,Halb ein Triffis C,43.562,-7.468,284.827,-37.361,-7.453,276.843,-38.663
generated_Mean_Triffis C,Triffis C,64.484,-54.507,-243.899,-28.764,-50.091,-241.562,-25.613
generated_Mean_Triffis C,Triffis C,44.715,-86.225,-706.556,49.832,-88.459,-702.663,46.438
generated_Mean_Triffis C,Triffis C,71.026,-138.048,-812.442,62.586,-137.855,-814.089,63.209
generated_Mean_Triffis C,Triffis C,77.029,-148.397,-862.03,78.224,-148.524,-861.339,77.38
generated_Mean_Triffis C,Triffis C,78.068,-162.374,-869.983,50.5,-161.26,-870.249,49.65
generated_Mean_Triffis C,Triffis C,74.108,-84.279,-839.732,-86.845,-81.305,-830.346,-89.597
generated_Mean_Triffis C,Triffis C,37.146,111.123,-326.481,-376.017,106.712,-330.806,-372.487
generated_Mean_Triffis C,Triffis C,23.059,103.065,39.521,-392.096,102.777,37.257,-388.784
generated_Mean_Triffis C,Triffis C,20.583,59.876,221.744,-173.689,61.473,221.553,-175.335
generated_Mean_Triffis C,Triffis C,40.898,82.219,331.261,-26.046,77.798,325.284,-30.388
generated_Mean_Voll- ein- Rudi- aus B,Voll- ein- Rudi- aus B,69.49,18.23,-227.626,-34.971,20.763,-222.834,-36.207
generated_Mean_Voll- ein- Rudi- aus B,Voll- ein- Rudi- aus B,23.858,-9.593,-469.112,-241.374,-17.944,-459.909,-248.045
generated_Mean_Voll- ein- Rudi- aus B,Voll- ein- Rudi- aus B,32.004,-490.667,98.94,-803.007,-487.986,84.084,-786.519
generated_Mean_Voll- ein- Rudi- aus B,Voll- ein- Rudi- aus B,44.321,-630.023,-317.77,-336.212,-621.896,-310.091,-343.601
generated_Mean_Voll- ein- Rudi- aus B,Voll- ein- Rudi- aus B,35.021,-393.996,-368.042,-391.614,-399.271,-362.345,-396.101
generated_Mean_Voll- ein- Rudi- aus B,Voll- ein- Rudi- aus B,45.33,-604.997,-13.254,-683.339,-599.419,-23.963,-678.569
generated_Mean_Voll- ein- Rudi- aus B,Voll- ein- Rudi- aus B,35.258,-321.243,-268.12,-648.051,-321.954,-253.952,-646.552
generated_Mean_Voll- ein- Rudi- aus B,Voll- ein- Rudi- aus B,23.87,14.406,139.419,-489.35,9.633,132.907,-486.017
generated_Mean_Voll- ein- Rudi- aus B,Voll- ein- Rudi- aus B,22.722,-52.095,293.834,-92.835,-50.454,297.803,-93.365
generated_Mean_Voll- ein- Rudi- aus B,Voll- ein- Rudi- aus B,43.343,12.304,425.071,23.449,11.31,418.195,18.839
generated_Mean_Voll- ein- voll- aus B,Voll- ein- voll- aus B,52.734,-52.369,337.442,-155.311,-58.167,334.27,-153.114
generated_Mean_Voll- ein- voll- aus B,Voll- ein- voll- aus B,16.848,-389.736,108.224,-395.747,-382.61,104.987,-402.206
generated_Mean_Voll- ein- voll- aus B,Voll- ein- voll- aus B,41.771,-363.327,-174.412,-901.937,-365.111,-153.362,-891.545
generated_Mean_Voll- ein- voll- aus B,Voll- ein- voll- aus B,36.351,-555.844,307.91,-714.29,-552.61,280.614,-713.561
generated_Mean_Voll- ein- voll- aus B,Voll- ein- voll- aus B,45.984,-528.943,-477.708,-278.098,-527.937,-464.387,-282.793
generated_Mean_Voll- ein- voll- aus B,Voll- ein- voll- aus B,38.882,-201.172,-512.417,-292.337,-202.461,-504.674,-295.63
generated_Mean_Voll- ein- voll- aus B,Voll- ein- voll- aus B,26.182,-16.039,14.057,-498.325,-17.518,8.208,-490.836
generated_Mean_Voll- ein- voll- aus B,Voll- ein- voll- aus B,18.976,47.391,186.089,-289.98,45.157,184.062,-291.036
generated_Mean_Voll- ein- voll- aus B,Voll- ein- voll- aus B,20.558,-23.52,235.418,-71.896,-21.65,238.426,-72.916
generated_Mean_Voll- ein- voll- aus B,Voll- ein- voll- aus B,39.76,17.595,341.974,39.759,15.818,330.921,37.238
generated_Mean_Voll- ein- halb- aus B,Voll- ein- halb- aus B,68.46,-37.985,-175.924,-34.445,-33.367,-174.211,-34.566
generated_Mean_Voll- ein- halb- aus B,Voll- ein- halb- aus B,24.643,21.408,-506.081,-153.145,12.954,-495.205,-163.875
generated_Mean_Voll- ein- halb- aus B,Voll- ein- halb- aus B,31.658,-330.398,-86.256,-767.594,-329.882,-89.623,-748.85
generated_Mean_Voll- ein- halb- aus B,Voll- ein- halb- aus B,34.335,-678.257,-49.51,-478.111,-665.267,-60.466,-479.966
generated_Mean_Voll- ein- halb- aus B,Voll- ein- halb- aus B,50.749,-418.1,-664.679,-50.695,-422.89,-655.297,-58.75
generated_Mean_Voll- ein- halb- aus B,Voll- ein- halb- aus B,40.435,-219.397,-614.095,-178.581,-218.242,-605.63,-181.595
generated_Mean_Voll- ein- halb- aus B,Voll- ein- halb- aus B,24.477,-55.746,-133.759,-505.212,-57.856,-138.542,-495.948
generated_Mean_Voll- ein- halb- aus B,Voll- ein- halb- aus B,18.335,18.397,117.188,-369.124,16.145,113.469,-368.795
generated_Mean_Voll- ein- halb- aus B,Voll- ein- halb- aus B,20.904,-1.466,228.198,-116.668,0.592,232.883,-117.594
generated_Mean_Voll- ein- halb- aus B,Voll- ein- halb- aus B,40.726,49.894,408.652,-26.593,45.902,400.673,-30.259
generated_Mean_Voll- ein- voll- aus A,Voll- ein- voll- aus A,52.501,-60.379,427.738,-165.631,-65.198,420.863,-161.658
generated_Mean_Voll- ein- voll- aus A,Voll- ein- voll- aus A,17.193,-340.172,191.507,-356.015,-335.303,191.567,-365.266
generated_Mean_Voll- ein- voll- aus A,Voll- ein- voll- aus A,37.561,-285.353,-227.333,-798.948,-273.231,-209.742,-792.437
generated_Mean_Voll- ein- voll- aus A,Voll- ein- voll- aus A,54.466,95.669,241.517,-753.854,72.468,232.484,-748.503
generated_Mean_Voll- ein- voll- aus A,Voll- ein- voll- aus A,30.923,-522.895,282.534,-411.308,-509.577,270.362,-416.77
generated_Mean_Voll- ein- voll- aus A,Voll- ein- voll- aus A,35.264,-472.526,-357.496,-437.361,-464.669,-339.789,-444.331
generated_Mean_Voll- ein- voll- aus A,Voll- ein- voll- aus A,47.024,59.106,-32.083,-738.571,48.419,-34.785,-722.573
generated_Mean_Voll- ein- voll- aus A,Voll- ein- voll- aus A,28.648,39.874,284.638,-334.546,40.257,281.902,-338.235
generated_Mean_Voll- ein- voll- aus A,Voll- ein- voll- aus A,24.293,-64.664,334.981,-25.997,-61.475,336.357,-28.839
generated_Mean_Voll- ein- voll- aus A,Voll- ein- voll- aus A,37.967,12.127,352.764,68.431,9.838,347.789,64.443
generated_Mean_Voll- ein- voll- aus C,Voll- ein- voll- aus C,48.488,-72.057,363.556,-252.868,-72.728,356.397,-244.629
generated_Mean_Voll- ein- voll- aus C,Voll- ein- voll- aus C,16.819,-337.194,121.23,-379.516,-334.463,120.233,-388.873
generated_Mean_Voll- ein- voll- aus C,Voll- ein- voll- aus C,41.637,-343.816,-278.569,-832.66,-337.401,-258.615,-826.243
generated_Mean_Voll- ein- voll- aus C,Voll- ein- voll- aus C,43.074,-228.667,243.608,-746.164,-241.108,227.94,-737.279
generated_Mean_Voll- ein- voll- aus C,Voll- ein- voll- aus C,29.072,-670.808,69.949,-167.539,-658.288,65.64,-174.128
generated_Mean_Voll- ein- voll- aus C,Voll- ein- voll- aus C,43.362,-483.956,-472.861,-90.725,-482.747,-463.289,-100.144
generated_Mean_Voll- ein- voll- aus C,Voll- ein- voll- aus C,39.498,-124.783,-299.27,-580.733,-131.126,-296.389,-570.854
generated_Mean_Voll- ein- voll- aus C,Voll- ein- voll- aus C,27.2,-54.613,141.324,-487.424,-52.745,139.028,-482.517
generated_Mean_Voll- ein- voll- aus C,Voll- ein- voll- aus C,22.996,-37.237,315.129,-104.462,-35.647,314.346,-110.175
generated_Mean_Voll- ein- voll- aus C,Voll- ein- voll- aus C,44.32,7.303,322.38,-16.678,1.894,315.79,-17.552
generated_Mean_Voll- ein 1 3/4 Salto vw C,Voll- ein 1 3/4 Salto vw C,59.918,33.192,-179.436,48.101,30.033,-175.614,44.892
generated_Mean_Voll- ein 1 3/4 Salto vw C,Voll- ein 1 3/4 Salto vw C,11.297,-91.19,-210.827,90.688,-90.602,-213.367,96.075
generated_Mean_Voll- ein 1 3/4 Salto vw C,Voll- ein 1 3/4 Salto vw C,18.74,-206.098,-237.869,308.143,-203.044,-232.396,306.268
generated_Mean_Voll- ein 1 3/4 Salto vw C,Voll- ein 1 3/4 Salto vw C,23.819,-10.566,52.311,555.687,-4.752,48.849,549.868
generated_Mean_Voll- ein 1 3/4 Salto vw C,Voll- ein 1 3/4 Salto vw C,21.23,513.663,-36.339,337.862,504.232,-43.243,336.678
generated_Mean_Voll- ein 1 3/4 Salto vw C,Voll- ein 1 3/4 Salto vw C,37.082,435.203,-514.884,-42.22,434.625,-506.312,-35.927
generated_Mean_Voll- ein 1 3/4 Salto vw C,Voll- ein 1 3/4 Salto vw C,27.478,202.79,-428.342,8.125,203.492,-429.289,7.185
generated_Mean_Voll- ein 1 3/4 Salto vw C,Voll- ein 1 3/4 Salto vw C,16.041,55.243,-317.068,49.793,56.708,-316.735,49.224
generated_Mean_Voll- ein 1 3/4 Salto vw C,Voll- ein 1 3/4 Salto vw C,11.077,7.565,-243.441,32.021,7.974,-234.046,31.964
generated_Mean_Voll- ein 1 3/4 Salto vw C,Voll- ein 1 3/4 Salto vw C,49.933,2.504,-103.089,-7.319,2.38,-112.816,-6.716
generated_Mean_1 3/4 Salto vw C,1 3/4 Salto vw C,63.144,16.93,-193.813,4.321,16.139,-190.722,2.808
generated_Mean_1 3/4 Salto vw C,1 3/4 Salto vw C,19.193,2.596,-462.892,-7.069,3.25,-465.878,-5.516
generated_Mean_1 3/4 Salto vw C,1 3/4 Salto vw C,44.426,31.239,-671.891,2.993,30.877,-669.363,3.643
generated_Mean_1 3/4 Salto vw C,1 3/4 Salto vw C,37.754,13.738,-574.757,34.493,13.522,-565.58,32.8
generated_Mean_1 3/4 Salto vw C,1 3/4 Salto vw C,14.078,-15.083,-49.27,-22.558,-14.26,-59.963,-21.574
generated_Mean_1 3/4 Salto vw C,1 3/4 Salto vw C,4.604,0.672,-201.028,-7.361,0.419,-199.172,-7.212
generated_Mean_1 3/4 Salto vw C,1 3/4 Salto vw C,5.052,3.945,-319.994,0.093,4.096,-320.153,-0.278
generated_Mean_1 3/4 Salto vw C,1 3/4 Salto vw C,10.481,11.595,-381.102,0.762,10.994,-379.682,0.667
generated_Mean_1 3/4 Salto vw C,1 3/4 Salto vw C,10.775,0.851,-359.791,11.358,-0.054,-354.67,8.943
generated_Mean_1 3/4 Salto vw C,1 3/4 Salto vw C,51.08,-1.586,-144.233,-8.914,-0.582,-153.035,-8.274
generated_Mean_Triffis B,Triffis B,68.386,-76.606,-339.231,-12.851,-75.474,-338.649,-9.444
generated_Mean_Triffis B,Triffis B,50.505,-133.078,-806.219,78.306,-133.323,-797.743,74.272
generated_Mean_Triffis B,Triffis B,55.321,-224.42,-693.814,84.222,-224.806,-699.177,84.864
generated_Mean_Triffis B,Triffis B,55.234,-316.448,-755.422,37.127,-315.927,-754.732,36.647
generated_Mean_Triffis B,Triffis B,55.286,-340.003,-768.973,-27.308,-338.263,-769.757,-27.811
generated_Mean_Triffis B,Triffis B,42.109,-183.726,-692.031,-128.114,-181.983,-684.756,-128.52
generated_Mean_Triffis B,Triffis B,26.738,8.744,-254.436,-340.766,9.652,-255.299,-340.001
generated_Mean_Triffis B,Triffis B,21.997,106.984,35.898,-428.428,102.317,31.758,-424.187
generated_Mean_Triffis B,Triffis B,20.774,61.596,214.221,-177.472,63.249,216.928,-178.882
generated_Mean_Triffis B,Triffis B,41.93,103.126,348.766,-34.61,99.276,343.108,-37.831
generated_Mean_Bauchsprung,Bauchsprung,52.987,0.14,36.823,2.288,0.507,36.239,2.006
generated_Mean_Bauchsprung,Bauchsprung,2.733,-6.515,-30.269,0.47,-6.462,-29.633,0.317
generated_Mean_Bauchsprung,Bauchsprung,0.705,-3.108,-41.381,-3.817,-3.14,-41.562,-3.665
generated_Mean_Bauchsprung,Bauchsprung,0.788,-3.272,-73.645,-6.346,-3.255,-73.529,-6.359
generated_Mean_Bauchsprung,Bauchsprung,1.027,-2.125,-93.602,-9.126,-2.008,-93.095,-9.007
generated_Mean_Bauchsprung,Bauchsprung,1.385,5.466,-86.309,-8.338,5.289,-86.083,-8.223
generated_Mean_Bauchsprung,Bauchsprung,1.442,6.244,-55.966,4.027,6.401,-56.03,3.885
generated_Mean_Bauchsprung,Bauchsprung,1.653,6.23,-30.174,6.76,5.915,-29.407,6.504
generated_Mean_Bauchsprung,Bauchsprung,2.36,-8.186,57.526,-3.692,-8.315,60.625,-3.427
generated_Mean_Bauchsprung,Bauchsprung,50.184,-14.931,107.379,-26.197,-13.686,101.336,-24.793
generated_Mean_Von Bauch in Stand,Von Bauch in Stand,59.97,-0.585,-40.908,10.005,-0.875,-39.273,7.397
generated_Mean_Von Bauch in Stand,Von Bauch in Stand,4.705,5.792,-28.54,-2.987,5.251,-27.824,-1.838
generated_Mean_Von Bauch in Stand,Von Bauch in Stand,1.39,3.354,15.396,6.94,3.313,14.904,6.711
generated_Mean_Von Bauch in Stand,Von Bauch in Stand,0.955,3.9,7.996,3.403,3.857,8.037,3.575
generated_Mean_Von Bauch in Stand,Von Bauch in Stand,0.954,3.716,-4.628,3.882,3.732,-4.268,3.835
generated_Mean_Von Bauch in Stand,Von Bauch in Stand,1.075,1.085,4.606,2.644,1.095,4.764,2.41
generated_Mean_Von Bauch in Stand,Von Bauch in Stand,1.13,1.915,28.896,-4.75,1.864,28.818,-4.478
generated_Mean_Von Bauch in Stand,Von Bauch in Stand,1.421,1.395,41.928,-1.075,1.299,41.205,-0.833
generated_Mean_Von Bauch in Stand,Von Bauch in Stand,3.403,-9.073,28.855,17.48,-8.687,31.018,16.597
generated_Mean_Von Bauch in Stand,Von Bauch in Stand,41.278,10.544,168.721,4.178,10.152,168.357,4.987
generated_Mean_Schraubensalto C,Schraubensalto C,54.207,47.503,236.532,101.486,47.277,232.817,101.264
generated_Mean_Schraubensalto C,Schraubensalto C,4.508,94.76,128.872,146.126,95.434,131.13,146.269
generated_Mean_Schraubensalto C,Schraubensalto C,6.829,209.581,66.031,282.087,208.473,62.216,282.69
generated_Mean_Schraubensalto C,Schraubensalto C,12.749,222.04,-147.6,454.471,217.822,-143.323,452.516
generated_Mean_Schraubensalto C,Schraubensalto C,15.197,-27.905,-119.92,471.639,-24.726,-117.397,469.474
generated_Mean_Schraubensalto C,Schraubensalto C,11.751,-96.752,94.488,334.588,-95.716,92.373,334.514
generated_Mean_Schraubensalto C,Schraubensalto C,7.444,-61.542,173.336,188.122,-61.266,172.06,188.886
generated_Mean_Schraubensalto C,Schraubensalto C,6.629,-14.827,151.547,100.731,-15.02,151.987,101.151
generated_Mean_Schraubensalto C,Schraubensalto C,6.834,23.014,159.932,41.659,22.576,160.58,42.11
generated_Mean_Schraubensalto C,Schraubensalto C,36.012,25.352,202.212,9.132,24.561,197.876,9.333
