SprungID,Sprungtyp,0_mean_Acc_N_Fil,0_std_Acc_N_Fil,0_mean_Gyro_x_R,0_std_Gyro_x_R,0_mean_Gyro_y_R,0_std_Gyro_y_R,0_mean_Gyro_z_R,0_std_Gyro_z_R,0_mean_Gyro_x_Fil,0_std_Gyro_x_Fil,0_mean_Gyro_y_Fil,0_std_Gyro_y_Fil,0_mean_Gyro_z_Fil,0_std_Gyro_z_Fil,10_mean_Acc_N_Fil,10_std_Acc_N_Fil,10_mean_Gyro_x_R,10_std_Gyro_x_R,10_mean_Gyro_y_R,10_std_Gyro_y_R,10_mean_Gyro_z_R,10_std_Gyro_z_R,10_mean_Gyro_x_Fil,10_std_Gyro_x_Fil,10_mean_Gyro_y_Fil,10_std_Gyro_y_Fil,10_mean_Gyro_z_Fil,10_std_Gyro_z_Fil,20_mean_Acc_N_Fil,20_std_Acc_N_Fil,20_mean_Gyro_x_R,20_std_Gyro_x_R,20_mean_Gyro_y_R,20_std_Gyro_y_R,20_mean_Gyro_z_R,20_std_Gyro_z_R,20_mean_Gyro_x_Fil,20_std_Gyro_x_Fil,20_mean_Gyro_y_Fil,20_std_Gyro_y_Fil,20_mean_Gyro_z_Fil,20_std_Gyro_z_Fil,30_mean_Acc_N_Fil,30_std_Acc_N_Fil,30_mean_Gyro_x_R,30_std_Gyro_x_R,30_mean_Gyro_y_R,30_std_Gyro_y_R,30_mean_Gyro_z_R,30_std_Gyro_z_R,30_mean_Gyro_x_Fil,30_std_Gyro_x_Fil,30_mean_Gyro_y_Fil,30_std_Gyro_y_Fil,30_mean_Gyro_z_Fil,30_std_Gyro_z_Fil,40_mean_Acc_N_Fil,40_std_Acc_N_Fil,40_mean_Gyro_x_R,40_std_Gyro_x_R,40_mean_Gyro_y_R,40_std_Gyro_y_R,40_mean_Gyro_z_R,40_std_Gyro_z_R,40_mean_Gyro_x_Fil,40_std_Gyro_x_Fil,40_mean_Gyro_y_Fil,40_std_Gyro_y_Fil,40_mean_Gyro_z_Fil,40_std_Gyro_z_Fil,50_mean_Acc_N_Fil,50_std_Acc_N_Fil,50_mean_Gyro_x_R,50_std_Gyro_x_R,50_mean_Gyro_y_R,50_std_Gyro_y_R,50_mean_Gyro_z_R,50_std_Gyro_z_R,50_mean_Gyro_x_Fil,50_std_Gyro_x_Fil,50_mean_Gyro_y_Fil,50_std_Gyro_y_Fil,50_mean_Gyro_z_Fil,50_std_Gyro_z_Fil,60_mean_Acc_N_Fil,60_std_Acc_N_Fil,60_mean_Gyro_x_R,60_std_Gyro_x_R,60_mean_Gyro_y_R,60_std_Gyro_y_R,60_mean_Gyro_z_R,60_std_Gyro_z_R,60_mean_Gyro_x_Fil,60_std_Gyro_x_Fil,60_mean_Gyro_y_Fil,60_std_Gyro_y_Fil,60_mean_Gyro_z_Fil,60_std_Gyro_z_Fil,70_mean_Acc_N_Fil,70_std_Acc_N_Fil,70_mean_Gyro_x_R,70_std_Gyro_x_R,70_mean_Gyro_y_R,70_std_Gyro_y_R,70_mean_Gyro_z_R,70_std_Gyro_z_R,70_mean_Gyro_x_Fil,70_std_Gyro_x_Fil,70_mean_Gyro_y_Fil,70_std_Gyro_y_Fil,70_mean_Gyro_z_Fil,70_std_Gyro_z_Fil,80_mean_Acc_N_Fil,80_std_Acc_N_Fil,80_mean_Gyro_x_R,80_std_Gyro_x_R,80_mean_Gyro_y_R,80_std_Gyro_y_R,80_mean_Gyro_z_R,80_std_Gyro_z_R,80_mean_Gyro_x_Fil,80_std_Gyro_x_Fil,80_mean_Gyro_y_Fil,80_std_Gyro_y_Fil,80_mean_Gyro_z_Fil,80_std_Gyro_z_Fil,90_mean_Acc_N_Fil,90_std_Acc_N_Fil,90_mean_Gyro_x_R,90_std_Gyro_x_R,90_mean_Gyro_y_R,90_std_Gyro_y_R,90_mean_Gyro_z_R,90_std_Gyro_z_R,90_mean_Gyro_x_Fil,90_std_Gyro_x_Fil,90_mean_Gyro_y_Fil,90_std_Gyro_y_Fil,90_mean_Gyro_z_Fil,90_std_Gyro_z_Fil
0609-1-01-32,Fliffis C,56.584,34.949,-54.427,36.552,-114.283,164.783,-28.758,29.497,-49.284,31.128,-114.097,152.601,-31.214,10.055,26.103,11.019,-50.583,27.942,-533.786,109.911,9.017,58.281,-55.115,24.604,-533.866,103.045,12.327,46.804,58.628,5.999,-153.221,18.011,-801.195,31.834,40.217,35.109,-150.848,14.495,-796.572,31.829,38.54,24.37,59.403,7.654,-112.149,29.661,-802.013,77.567,-28.53,22.474,-111.838,27.086,-788.305,81.58,-26.777,19.081,25.237,4.533,-11.593,35.204,-154.3,169.843,-168.501,125.964,-7.355,36.802,-171.355,164.222,-169.362,110.172,13.939,3.719,247.02,81.538,-58.193,42.922,-242.451,62.501,242.337,74.89,-54.426,38.66,-241.525,45.473,16.053,1.033,308.043,25.804,-34.27,55.41,-208.424,16.163,305.763,24.55,-33.138,51.985,-209.253,12.615,11.876,0.924,165.21,55.906,85.575,9.715,-228.84,17.507,165.459,54.004,84.274,7.309,-226.823,15.703,9.896,0.35,23.887,21.596,127.21,43.901,-113.091,36.21,24.208,22.274,129.044,40.193,-113.843,34.253,28.619,25.976,-13.827,13.404,283.163,50.14,-70.099,37.35,-11.658,5.575,273.066,36.913,-67.514,29.46
0609-1-01-253,Doppelsalto B,49.932,30.242,26.765,12.884,313.355,62.972,3.423,38.527,26.826,5.981,304.022,47.445,-0.502,21.488,9.668,7.788,9.494,20.404,16.9,127.346,-34.302,55.077,9.841,11.223,24.775,111.599,-32.974,19.903,14.708,4.044,-20.955,17.704,136.256,186.188,-30.405,38.331,-20.391,10.657,144.948,174.304,-26.386,21.723,30.664,4.2,-7.13,13.642,636.903,54.793,8.03,37.418,-8.655,5.392,626.95,53.085,7.383,15.646,34.014,1.69,-17.077,3.935,678.655,45.197,-0.559,17.051,-15.397,2.597,683.905,45.046,-1.79,7.844,47.639,3.763,14.005,27.859,840.495,55.959,18.781,33.371,14.364,16.72,834.187,36.839,17.445,12.215,30.446,14.06,59.536,10.802,579.102,135.719,-1.669,24.164,56.654,4.633,575.035,123.678,-0.291,15.691,8.912,1.198,14.526,12.275,221.015,52.321,-30.585,7.414,15.45,10.332,226.542,52.319,-29.965,2.945,10.267,0.251,2.389,10.785,176.488,17.34,-24.866,9.713,2.347,8.755,177.515,15.633,-24.504,7.331,29.119,26.334,-16.349,12.445,233.052,52.802,-3.412,35.883,-13.931,6.574,226.855,30.965,-1.922,23.973
20190930-1153-FRANKFURT_1-01-245,Doppelsalto C,57.068,34.465,4.004,34.941,216.644,38.674,-9.893,33.695,9.188,28.256,214.987,17.895,-14.675,21.588,16.124,5.092,37.33,26.003,93.899,38.617,5.681,39.851,34.395,11.571,102.295,24.494,5.113,15.403,31.418,6.339,95.327,30.592,424.079,170.973,-35.04,50.945,92.434,23.419,423.167,148.387,-32.566,34.521,41.612,3.739,58.902,13.42,622.592,24.477,-38.436,41.598,61.962,10.31,622.133,13.17,-40.179,26.995,51.677,2.02,88.407,10.473,688.635,48.532,8.261,21.723,88.022,5.357,691.368,48.774,8.705,10.202,48.493,4.084,103.654,16.143,760.691,68.957,20.784,27.403,101.255,9.476,745.351,68.663,18.811,15.376,16.49,10.636,38.456,30.102,366.108,158.078,-42.378,119.877,40.978,24.954,375.66,102.255,-40.808,35.376,10.9,0.729,14.583,9.262,212.415,23.402,-10.637,10.503,14.029,8.223,212.143,23.666,-11.178,6.728,12.8,1.786,-12.057,8.553,160.885,40.036,3.676,11.243,-10.894,6.029,166.065,35.928,5.332,7.592,39.543,31.176,23.214,33.904,276.138,83.581,-13.635,51.588,22.749,22.264,269.609,63.525,-14.562,37.88
0609-4-01-371,Salto C,51.934,36.53,-9.707,5.772,213.545,99.389,11.387,14.019,-9.256,4.886,207.096,78.134,9.354,6.914,10.022,1.515,-5.757,16.819,-45.289,54.268,11.763,33.425,-5.495,10.888,-28.521,57.039,11.989,20.115,14.693,4.359,14.881,8.372,472.013,106.134,-1.446,14.884,13.923,4.151,460.014,98.96,-0.051,7.791,15.215,5.122,1.35,16.988,374.246,111.232,-1.655,11.866,2.095,13.646,369.882,102.682,-1.752,7.049,4.125,1.589,2.176,11.338,140.747,35.451,2.06,5.909,1.707,8.077,145.102,21.247,2.333,4.539,3.389,0.123,6.214,8.608,133.212,8.266,9.48,7.458,6.093,7.66,133.914,8.247,9.186,6.183,3.31,0.154,3.758,7.602,123.074,3.307,6.349,3.385,3.621,6.601,122.586,3.38,6.049,2.844,2.673,0.275,4.224,4.023,90.823,15.474,-3.434,6.785,3.758,4.089,90.506,15.422,-3.276,4.893,6.089,2.077,1.373,18.947,65.552,24.675,0.377,8.159,2.065,16.152,68.269,22.508,-0.282,5.421,51.839,43.055,4.827,22.696,203.893,109.879,-18.391,21.401,4.761,11.452,193.618,87.346,-17.171,8.633
20190930-1616-FRANKFURT_1-01-326,Doppelsalto C,53.057,34.589,-29.897,41.096,229.957,72.928,-0.382,39.583,-25.565,35.033,223.853,47.46,2.699,23.961,19.006,2.892,-3.479,32.886,64.196,141.343,11.514,53.928,-6.144,27.526,76.991,62.097,7.192,21.629,31.143,7.38,-0.624,11.542,455.576,139.661,-14.06,13.435,-0.448,7.542,447.082,137.702,-14.189,5.994,42.604,3.422,6.66,27.521,657.324,59.507,16.702,21.631,9.519,24.341,655.385,25.692,16.768,18.033,49.88,2.09,97.986,16.908,713.845,47.532,2.404,44.1,94.512,13.989,715.109,42.884,2.123,37.242,46.94,2.491,46.874,15.304,734.202,57.087,-26.93,28.912,47.888,10.055,728.517,50.647,-25.621,18.644,21.284,14.46,9.629,67.481,397.753,218.614,-41.566,174.601,9.386,38.129,407.71,147.885,-43.628,59.961,8.723,1.577,-13.559,9.964,173.707,96.971,-4.044,37.017,-12.639,5.926,167.609,45.696,-3.849,17.183,10.043,0.661,-3.338,4.651,153.99,41.821,15.071,15.408,-3.747,2.279,156.13,31.623,13.982,7.925,18.653,16.553,-18.176,34.642,370.883,103.802,-60.218,137.203,-19.418,16.067,354.033,74.142,-38.335,36.162
20190930-1247-FRANKFURT_2-01-173,Salto A,59.124,34.367,-13.884,17.837,235.211,34.269,36.223,32.139,-11.987,5.753,234.656,22.353,34.327,7.699,5.75,3.679,20.542,28.128,172.288,50.304,-0.785,40.144,19.834,18.068,174.552,36.415,1.686,27.835,6.512,0.601,13.9,8.825,178.431,20.557,-21.844,10.993,13.153,3.713,178.383,18.338,-21.515,9.215,7.253,0.298,11.36,5.555,213.126,9.232,-9.639,9.076,10.712,3.903,211.782,3.697,-10.956,7.354,6.78,0.262,-8.227,3.866,215.812,6.801,-29.604,6.216,-7.808,3.486,215.715,2.723,-28.956,3.921,6.512,0.076,-15.15,3.193,201.132,8.328,-10.719,7.561,-15.179,2.675,201.342,8.185,-10.902,6.252,6.423,0.163,-17.976,3.824,172.083,9.739,-8.878,2.429,-17.768,2.821,172.028,8.887,-8.93,1.22,6.927,0.328,-10.681,7.421,140.793,10.474,-12.853,5.392,-11.39,5.931,140.806,8.693,-12.582,2.766,5.956,2.06,-27.286,18.925,124.834,23.992,7.451,33.42,-27.559,12.391,126.688,14.513,7.608,20.433,42.968,35.325,0.838,25.963,244.165,105.261,1.774,46.607,-0.108,16.211,238.64,74.156,2.086,14.169
0827-BK2-02-61,Salto B,46.082,32.581,28.637,22.812,115.998,63.789,-40.995,17.991,28.179,16.395,113.824,56.197,-41.033,13.957,8.457,3.571,-3.149,16.839,-90.997,61.573,-27.432,47.031,-4.567,13.032,-86.729,49.026,-27.929,34.063,9.36,6.392,-31.507,12.048,141.917,183.012,-10.224,25.95,-30.481,7.585,147.638,175.699,-10.198,11.583,26.665,2.826,1.97,25.648,572.312,18.534,-3.353,25.233,2.376,22.53,562.697,20.2,-4.059,16.516,15.658,6.796,43.517,9.829,415.399,85.316,-41.927,13.066,41.949,3.81,412.848,83.915,-40.608,8.951,2.761,1.067,10.091,11.722,149.132,41.636,-52.988,7.537,11.265,10.447,152.644,43.539,-52.556,5.492,3.065,0.333,0.346,7.511,80.887,7.554,-34.755,8.004,-0.006,5.997,81.714,7.064,-35.124,5.954,3.734,0.622,-9.195,3.507,90.872,21.979,-29.379,3.988,-9.62,2.285,90.391,17.733,-29.831,1.562,5.375,0.725,-25.357,7.933,141.488,28.525,-7.479,27.4,-24.92,5.261,144.054,26.82,-9.144,19.647,59.766,35.634,-8.16,16.773,157.977,77.009,-18.25,26.101,-8.517,12.624,154.545,61.278,-16.418,14.893
20191008-1157-FRANKFURT_1-01-182,Grätschwinkel,44.862,28.813,-24.081,12.29,103.031,40.826,6.016,71.126,-21.679,9.094,98.839,35.229,5.861,52.606,2.918,1.079,4.101,14.556,1.619,25.845,19.357,27.244,2.966,5.823,0.968,6.897,22.184,15.966,1.798,1.346,3.308,8.505,-102.529,47.765,32.646,19.204,2.163,5.949,-102.569,51.164,31.697,13.404,9.106,1.861,-21.126,9.161,-277.365,22.375,10.917,14.856,-20.139,6.121,-271.228,20.369,10.56,11.824,9.563,3.344,-9.825,18.766,-199.707,57.812,-25.721,34.057,-10.374,15.321,-195.552,52.614,-24.689,20.92,9.63,4.035,8.416,10.733,92.244,76.176,-37.132,42.4,8.229,4.761,87.513,72.816,-34.287,28.434,5.928,1.876,0.348,4.882,191.957,14.494,8.18,19.405,0.904,2.74,189.024,9.855,5.171,17.953,4.243,1.436,-4.688,8.936,129.746,26.234,-0.684,15.016,-4.214,5.289,131.135,24.511,0.164,11.071,4.475,1.12,5.325,9.237,76.704,11.593,25.238,28.16,4.985,7.658,76.127,11.727,22.087,21.755,47.481,30.524,0.93,38.662,38.459,52.819,-14.702,82.618,-1.408,11.923,44.591,26.414,-7.13,18.913
20190930-1616-FRANKFURT_1-01-10,Salto C,55.977,30.741,-7.149,13.713,99.639,51.248,46.853,25.311,-7.387,9.736,92.362,46.257,43.526,18.929,10.901,4.358,-3.45,21.944,-92.064,86.072,2.53,18.996,-2.38,16.248,-80.095,36.159,5.281,7.738,12.722,4.468,3.555,18.222,254.674,211.759,18.402,8.242,3.415,14.6,253.188,195.031,19.807,5.611,22.44,0.91,-17.169,24.07,544.585,34.19,35.066,26.047,-17.417,15.281,545.224,18.217,32.597,13.65,15.48,4.645,-11.515,29.92,430.212,111.058,8.66,49.449,-11.916,19.454,420.753,101.548,10.755,35.605,3.299,0.893,-17.275,10.311,118.805,29.774,20.772,23.036,-16.561,5.828,124.987,34.176,18.929,18.851,3.942,0.592,-9.079,5.144,80.64,8.462,14.961,5.157,-9.336,3.866,81.285,5.634,15.831,2.808,4.254,0.145,-8.244,2.137,106.848,10.923,12.761,6.554,-8.39,1.439,106.601,10.507,12.249,5.306,4.439,1.32,-11.301,3.962,158.696,37.689,0.678,6.518,-11.795,3.161,159.717,32.887,0.914,2.366,48.659,35.212,-7.112,23.096,258.154,56.956,4.12,25.364,-7.255,13.874,256.282,33.432,4.096,10.894
20191007-1150-FRANKFURT_2-01-224,Fliffis C,55.277,24.808,-71.328,43.18,-382.452,197.68,36.544,34.538,-70.852,38.5,-371.906,177.094,37.786,18.105,35.715,1.675,-108.994,28.899,-629.706,45.092,-3.985,27.839,-107.43,19.481,-631.426,29.18,-3.6,13.652,49.066,5.522,-91.413,10.106,-632.104,41.017,2.279,32.677,-90.596,5.158,-634.815,20.127,1.22,13.856,59.014,3.544,-72.217,14.102,-672.635,20.899,-18.953,26.282,-72.667,9.401,-671.819,14.127,-14.856,16.951,62.698,2.09,-101.086,45.842,-658.16,75.906,62.192,33.078,-102.354,40.116,-649.815,69.704,66.747,35.889,38.467,8.944,-203.921,41.295,-292.451,117.845,348.268,110.499,-199.53,29.001,-296.401,105.074,342.462,101.258,23.074,3.603,-91.84,77.938,-20.33,69.342,447.57,64.581,-95.592,66.014,-20.459,63.29,445.356,49.796,16.506,0.562,-32.656,18.694,132.999,35.92,221.752,86.253,-33.307,10.302,134.298,36.401,220.062,75.693,11.48,5.075,1.302,48.467,277.274,30.341,94.823,32.45,5.249,42.208,277.489,30.034,96.335,17.513,36.679,27.703,87.632,30.892,348.657,65.791,21.651,56.414,83.539,21.74,342.572,39.906,21.379,40.592
20190930-1153-FRANKFURT_1-01-128,Doppelsalto C,72.557,22.536,-0.44,25.299,220.406,13.435,-34.58,28.677,0.602,20.165,223.023,18.601,-32.193,23.503,11.881,4.032,14.323,27.818,43.033,65.535,32.16,26.138,13.618,17.679,47.943,53.008,29.207,12.979,22.293,5.286,28.361,20.58,272.035,183.64,7.266,20.159,28.811,17.1,275.796,169.408,7.37,11.253,36.147,1.937,37.711,10.919,615.785,18.724,-7.287,18.505,37.11,9.432,611.778,14.509,-6.251,8.702,44.77,2.168,15.725,4.171,636.956,17.448,33.479,14.387,16.433,2.486,638.274,17.38,32.888,10.152,45.828,1.994,36.362,19.662,738.484,45.245,47.325,18.409,35.695,14.95,734.273,37.937,46.321,12.814,31.26,8.244,15.393,19.303,573.675,133.461,0.728,23.5,17.38,12.298,570.699,126.892,4.182,9.578,6.932,2.741,17.88,26.648,146.343,95.109,9.402,30.062,15.678,20.74,150.96,90.765,6.329,9.757,9.647,1.129,-32.286,2.706,87.289,80.199,-3.896,6.707,-30.779,1.403,94.613,78.034,-3.282,5.444,30.564,22.498,-15.445,17.646,323.883,73.949,-2.512,17.009,-14.515,9.921,312.288,64.257,-2.092,9.778
20190930-1247-FRANKFURT_2-01-31,Salto B,67.402,26.466,-16.733,8.692,172.684,36.908,2.659,19.548,-12.427,9.74,171.174,26.164,5.598,12.693,9.242,3.503,-2.89,15.045,-93.661,80.705,10.032,30.633,-2.586,4.487,-86.619,72.639,12.005,19.304,10.347,3.631,17.64,14.248,-60.623,122.278,4.647,74.798,17.562,8.185,-49.968,111.844,1.786,54.785,15.216,3.628,35.745,8.148,446.724,85.273,-44.039,25.902,33.908,7.131,439.017,87.83,-43.012,13.73,23.837,2.225,19.204,7.196,596.646,18.614,-31.945,21.624,19.466,5.148,588.407,17.785,-31.628,18.131,12.906,6.598,2.54,24.881,313.007,128.969,-53.341,49.743,2.943,14.718,315.894,118.052,-52.561,24.463,4.141,0.888,-18.827,4.17,93.175,12.924,13.039,18.027,-18.41,2.855,96.015,13.534,11.893,16.288,5.549,0.428,-2.98,8.258,106.405,9.798,27.09,4.444,-2.803,8.005,106.654,8.946,27.28,2.492,4.362,1.384,18.891,6.753,133.873,25.603,5.422,34.549,18.025,5.284,138.151,25.632,6.826,26.212,39.162,34.403,27.472,19.196,265.611,84.302,11.843,41.917,28.019,14.23,261.562,58.836,7.816,19.564
20191007-1150-FRANKFURT_2-01-94,Grätschwinkel,60.992,24.347,-26.518,12.651,24.18,25.527,-1.22,51.927,-21.567,9.893,16.709,9.734,3.289,38.835,8.488,2.33,-1.553,47.264,-112.358,55.027,-1.252,85.465,-3.643,34.466,-110.778,52.821,-2.656,50.192,8.691,2.992,-17.577,37.774,-225.616,39.641,-4.633,16.343,-17.365,32.604,-220.422,31.93,-3.815,9.401,11.984,3.637,27.885,6.401,-18.049,87.271,16.992,22.53,27.413,3.487,-18.267,81.207,14.037,16.467,5.981,1.38,12.37,11.097,127.515,25.99,-35.7,16.958,11.687,6.203,124.248,10.275,-33.34,9.057,6.406,1.658,9.977,16.385,111.467,18.712,-14.274,25.438,10.722,12.305,111.697,11.031,-15.324,17.98,1.634,1.064,-1.175,19.927,40.68,35.411,14.605,16.805,-0.774,16.916,40.387,31.792,13.618,6.508,1.781,0.386,-10.583,6.409,-9.188,14.742,-19.704,15.733,-10.366,5.609,-8.419,9.458,-18.002,13.131,2.129,0.448,-10.811,14.155,18.507,19.403,8.89,18.125,-10.868,11.533,20.503,18.584,7.335,12.993,38.956,27.98,11.82,36.364,72.976,42.875,20.644,40.868,11.134,21.054,72.094,10.328,20.402,13.207
0609-1-01-163,Bauchsprung,44.969,29.779,0.961,20.902,20.822,37.161,-3.675,26.22,2.16,16.325,19.832,30.264,-3.171,19.034,1.586,1.06,0.035,7.107,-0.915,34.857,5.576,15.324,-1.609,5.439,-0.077,23.815,5.187,8.764,0.809,0.407,-3.99,6.006,-16.852,19.57,-3.02,15.447,-3.842,3.329,-17.382,17.49,-3.603,11.575,1.008,0.269,-5.813,4.115,-85.519,22.189,-9.656,6.816,-5.604,3.639,-84.999,19.305,-9.71,4.725,1.205,0.077,-9.683,4.919,-116.092,9.457,-28.969,13.143,-9.141,3.678,-115.484,7.686,-28.327,11.78,1.636,0.171,8.7,8.085,-97.311,17.973,-22.743,14.24,8.144,6.67,-96.584,14.618,-21.777,13.894,1.585,0.293,11.827,4.454,-51.805,9.915,36.037,12.238,12.028,2.864,-52.976,9.408,34.89,11.958,1.502,0.463,8.388,10.063,-27.32,18.235,11.019,25.796,8.305,7.425,-25.496,15.787,12.871,19.957,2.571,1.035,-1.192,6.557,73.523,70.401,-1.352,26.893,-1.518,3.29,75.631,61.796,0.434,16.279,53.73,36.996,-4.482,23.075,88.06,120.858,-22.342,61.7,-3.781,10.898,82.552,91.213,-22.417,36.54
20191008-1157-FRANKFURT_1-01-295,Strecksprung,37.636,30.581,-18.775,24.645,114.159,29.536,4.459,34.963,-16.822,18.229,110.041,15.887,5.694,26.445,2.328,0.352,48.125,19.894,44.156,24.888,53.353,51.556,44.312,14.64,48.889,9.896,51.989,39.0,2.096,0.533,-11.035,15.276,17.372,25.331,-39.444,34.965,-8.288,7.696,15.364,19.416,-38.293,12.043,0.781,0.171,5.071,4.754,-51.496,14.493,1.291,22.884,4.402,3.953,-50.817,12.728,-0.039,19.383,1.256,0.153,-20.603,17.819,-59.639,17.26,20.225,15.208,-19.509,15.107,-58.307,11.405,19.407,9.93,1.538,0.323,-15.888,9.108,-55.37,9.199,8.397,10.59,-15.675,9.288,-56.165,5.565,9.289,7.757,1.444,0.287,9.678,8.498,-41.155,13.498,-18.4,7.859,8.712,6.009,-40.8,11.578,-16.44,5.726,1.485,0.327,-1.567,6.795,-19.29,20.826,18.116,5.96,-1.222,4.665,-18.548,16.37,15.784,5.5,2.483,0.753,-1.171,8.476,61.497,29.058,-23.283,14.463,-1.731,5.452,61.639,28.125,-21.293,10.561,55.602,34.947,-22.724,23.18,64.898,90.367,-12.168,33.066,-22.158,6.881,75.269,45.32,-12.718,11.998
0827-BK2-02-123,Salto A,45.373,31.558,5.637,9.286,221.746,30.101,-45.47,25.619,7.198,5.575,221.114,19.075,-44.958,16.694,4.449,1.497,14.188,9.617,133.471,79.946,-34.157,20.732,13.407,7.98,137.761,63.586,-32.84,8.309,6.5,0.387,6.232,8.461,169.931,47.555,-26.27,10.937,6.847,5.692,167.351,46.951,-25.582,6.033,6.38,0.304,14.184,6.109,232.657,10.332,-11.568,13.961,13.177,4.355,231.721,6.359,-12.651,8.848,5.678,0.189,3.288,10.635,223.983,14.84,-33.687,12.789,4.064,4.561,224.083,8.845,-33.139,4.852,5.744,0.27,13.681,4.258,203.382,6.611,-18.709,7.2,13.818,2.974,202.935,6.454,-20.003,4.433,5.736,0.326,11.618,6.264,183.664,5.232,-41.954,9.922,11.87,3.847,184.25,2.123,-41.342,8.487,6.574,0.363,1.076,13.373,171.57,10.196,-43.131,12.896,0.297,11.741,171.259,8.53,-42.962,9.831,7.156,0.503,-25.485,3.7,142.986,12.36,-18.939,8.115,-25.146,2.776,143.786,10.334,-17.924,6.969,35.896,32.592,7.597,32.67,164.223,92.983,6.198,42.66,6.492,25.039,163.147,56.677,3.293,16.57
20190930-1247-FRANKFURT_2-01-79,Barani C,56.484,34.431,-33.478,27.426,-118.951,136.185,70.588,29.86,-31.623,29.85,-112.408,121.93,69.035,23.665,12.217,3.512,-89.034,14.827,-327.049,79.118,30.55,41.64,-88.427,4.732,-332.643,57.921,32.76,26.972,19.373,1.35,-111.828,17.574,-455.298,46.774,89.819,32.208,-110.518,13.164,-448.649,33.202,89.703,28.749,10.237,2.062,-116.376,6.393,-166.198,124.074,210.358,34.638,-115.661,6.687,-167.113,112.685,206.891,24.205,9.016,1.259,-45.132,34.826,14.882,23.395,143.498,26.64,-47.534,30.242,10.75,11.017,145.894,20.135,5.085,2.003,-87.76,37.745,-15.15,30.423,160.391,35.86,-87.293,32.494,-12.651,20.251,160.407,26.934,5.915,0.385,-120.493,10.34,56.995,23.028,160.26,10.294,-118.497,9.803,57.145,19.703,160.441,8.94,5.019,0.239,-53.28,19.634,91.223,8.009,138.759,7.521,-53.986,19.357,90.998,5.126,137.845,7.117,5.982,1.136,-27.087,6.584,93.389,17.349,91.421,18.719,-27.499,3.564,99.327,15.307,88.891,16.656,40.88,32.175,-14.409,23.644,250.79,52.146,50.684,40.651,-15.438,11.678,244.616,36.95,51.902,9.021
0110-MORITZ-01-81,Voll- ein- voll- aus B,47.535,33.879,-65.072,71.839,374.218,87.696,-169.384,92.213,-69.308,67.321,367.4,63.296,-167.287,71.199,13.883,3.827,-369.48,86.282,111.712,100.4,-367.512,88.637,-364.831,82.295,105.795,102.345,-372.508,83.349,38.119,7.821,-421.388,56.32,-294.711,102.843,-787.1,139.264,-418.582,51.872,-264.261,89.415,-786.615,135.98,39.091,9.29,-484.707,202.418,360.968,142.523,-827.804,210.724,-492.196,178.916,325.518,132.818,-816.898,185.272,41.335,10.245,-674.964,183.741,-328.392,263.782,-363.65,93.132,-664.024,164.95,-318.897,258.13,-363.094,95.005,45.802,5.583,-299.2,18.969,-695.754,57.915,-168.971,98.36,-302.503,15.801,-682.879,56.154,-183.817,90.33,31.737,4.303,-172.068,59.05,-170.004,226.219,-672.035,127.421,-179.661,50.674,-177.645,207.55,-655.66,110.803,19.077,1.692,-152.946,63.618,102.85,48.478,-382.287,129.57,-148.402,48.359,104.957,26.469,-384.694,127.104,23.973,1.99,-60.693,32.346,323.586,112.322,-67.785,60.267,-61.111,23.434,325.167,98.337,-69.071,52.948,37.537,22.281,-10.696,35.384,427.513,141.207,64.772,82.371,-10.042,27.758,417.556,110.171,59.914,41.265
20191007-1150-FRANKFURT_2-01-129,Barani A,64.558,22.917,-5.722,5.22,-150.228,99.847,1.43,33.123,-3.61,4.029,-153.754,90.296,6.959,22.434,5.97,2.305,-26.702,24.572,-253.387,88.579,61.034,19.124,-27.576,21.181,-246.007,73.252,62.07,13.426,7.836,0.172,-88.112,18.121,-84.718,19.673,157.399,28.529,-87.698,16.681,-87.907,17.394,153.932,26.15,10.069,1.614,-148.192,30.359,-102.329,23.881,142.146,24.531,-149.101,27.904,-101.417,14.926,148.256,17.386,13.67,0.558,-196.521,13.72,-2.654,55.706,261.192,48.577,-194.732,6.746,-1.682,48.389,252.675,36.675,11.872,1.075,-174.54,27.695,136.169,27.062,222.245,42.172,-172.502,24.34,134.375,24.294,223.593,36.714,9.954,0.491,-66.23,19.522,150.027,19.307,99.243,41.874,-67.96,20.244,148.143,8.934,99.324,36.153,10.142,0.226,-30.077,16.616,165.576,34.878,29.486,20.032,-31.205,12.821,169.5,30.444,31.691,8.516,6.54,1.411,-11.006,17.271,249.963,9.912,57.26,14.825,-9.33,12.983,250.739,10.052,54.724,10.327,27.645,24.004,56.457,25.881,305.284,44.515,11.724,53.12,51.909,16.802,298.097,22.431,13.848,21.119
