SprungID,Sprungtyp,Acc_x_Fil_avg_1,Acc_y_Fil_avg_1,Acc_z_Fil_avg_1,Gyro_x_Fil_avg_1,Gyro_y_Fil_avg_1,Gyro_z_Fil_avg_1,Acc_x_Fil_avg_2,Acc_y_Fil_avg_2,Acc_z_Fil_avg_2,Gyro_x_Fil_avg_2,Gyro_y_Fil_avg_2,Gyro_z_Fil_avg_2
0609-1-01-489,Salto C,-4.818,0.168,2.992,26.267,263.703,-8.474,2.562,-0.09,6.145,12.042,110.701,-4.924
20191001-1148-FRANKFURT_1-01-73,40<,-5.307,-1.163,3.449,14.562,220.899,-7.126,0.246,0.439,7.55,15.768,187.063,0.043
20191008-1157-FRANKFURT_1-01-114,Barani A,-1.921,0.699,4.614,-84.377,-126.421,137.396,-3.352,-1.868,4.684,-38.005,227.579,64.856
0609-1-01-784,Doppelsalto C,-22.906,-0.547,-3.881,9.097,456.083,-16.256,-8.465,0.34,-3.495,34.337,357.617,-24.626
20191007-1150-FRANKFURT_2-01-154,Fliffis C,-37.774,4.399,-1.163,-70.336,-600.399,27.411,-8.402,0.941,-6.353,-14.565,75.548,227.51
20190930-1247-FRANKFURT_2-01-43,Salto C,-5.57,-0.31,3.037,-5.101,256.757,1.509,0.634,-0.444,5.56,-12.896,147.601,12.938
0115-MORITZ-03-26,Salto C,-0.633,-1.26,5.616,11.136,176.664,-21.517,-0.754,0.156,5.028,6.465,229.721,10.759
20190930-1616-FRANKFURT_1-01-27,Salto C,-5.162,-0.205,3.967,0.638,226.792,14.131,-0.092,-0.547,5.516,3.933,179.194,11.221
0609-4-01-532,Barani C,-3.691,0.59,4.952,-11.228,-191.54,143.095,0.904,-1.125,4.936,-17.504,124.207,111.249
20191008-1207-FRANKFURT_2-01-216,Salto A,-3.38,0.11,3.528,19.227,194.691,-15.715,-2.868,0.233,4.647,17.978,231.041,-12.571
20190930-1616-FRANKFURT_1-01-362,Salto C,-5.556,-0.01,2.955,-19.923,252.826,6.315,1.073,0.086,6.273,-3.266,122.625,9.592
0609-4-01-91,Schraubensalto C,-4.765,-0.262,7.768,109.065,24.515,299.801,0.136,-1.005,4.073,3.211,159.571,118.921
20191007-1159-FRANKFURT_1-01-20,Salto C,-5.195,-1.08,1.767,2.333,267.936,8.633,-1.617,-1.048,7.04,-9.774,157.468,-2.341
20191008-1207-FRANKFURT_2-01-139,Cody C,-4.187,1.687,-6.445,19.301,304.502,-8.283,-0.518,0.108,4.171,3.708,176.267,-15.006
0609-1-01-98,Doppelsalto C,-23.671,0.531,-6.578,17.807,481.044,-13.216,-1.411,-0.1,-2.872,18.231,286.321,-11.005
0609-4-01-417,Salto C,-0.344,-0.174,3.24,3.642,228.836,0.29,3.71,-0.229,5.607,4.297,122.192,-1.453
0827-BK2-01-120,Salto A,0.231,0.35,5.865,10.753,169.491,-18.056,-1.127,0.706,5.12,-0.554,178.922,-9.818
20191007-1150-FRANKFURT_2-01-171,Rudi,-10.042,4.563,7.397,33.251,-158.166,413.108,-7.403,-1.981,4.498,57.123,174.645,303.647
0827-BK2-01-100,Salto A,0.901,0.098,5.764,9.336,177.429,-17.121,0.751,0.165,5.61,-10.854,153.796,-18.562
0609-4-01-183,Schraubensalto C,-4.219,0.047,7.427,91.749,36.125,292.118,-0.608,-1.734,3.365,-37.394,152.74,132.371
20190930-1247-FRANKFURT_2-01-270,Rudi,-5.937,3.191,7.578,51.165,-110.131,313.147,-5.663,-3.256,5.201,114.705,178.931,253.527
0115-MORITZ-03-39,1/2 ein 1/2 aus C,-18.499,5.805,-2.187,-266.562,-195.6,-89.171,-2.412,-0.271,-1.505,87.705,174.418,-137.381
0827-BK2-01-7,Salto C,-3.63,0.057,5.19,10.489,224.785,-8.99,1.892,0.336,6.697,-2.428,105.555,-9.512
0115-MORITZ-03-59,1/2 ein 1/2 aus C,-17.117,5.996,-6.064,-292.296,-162.728,-112.523,-10.543,-1.469,-0.519,-13.611,181.652,-201.984
0115-MORITZ-03-83,Voll- ein- Rudi- aus B,-18.195,-1.682,-0.975,-306.713,-256.549,-414.829,-19.72,0.605,0.299,-122.711,126.676,-395.613
20191007-1524-FRANKFURT_1-01-276,Fliffis- Rudi B,-25.796,6.457,-0.174,-11.919,-546.419,189.915,-20.377,-3.826,3.68,246.042,93.754,471.772
0609-4-01-290,Fliffis C,-22.146,1.54,-4.324,-28.778,-440.736,95.666,-3.829,-1.412,-0.233,-64.016,167.265,156.077
0609-1-01-255,Von Bauch in Stand,8.662,0.802,6.058,0.118,2.097,3.198,3.963,0.015,6.898,2.687,39.502,7.706
20191007-1534-FRANKFURT_2-01-103,Barani A,-1.761,1.198,2.805,-85.469,-129.889,167.372,-2.668,-0.898,2.198,-35.755,202.576,75.712
0827-BK2-01-122,Salto A,0.689,0.15,6.007,7.436,174.409,-16.887,0.164,0.183,5.097,-2.332,165.059,-13.92
20191001-1202-FRANKFURT_2-01-81,Salto C,4.864,-1.063,0.205,-28.525,-301.065,-3.013,-2.222,-1.428,6.197,-12.933,-124.211,-6.696
0609-4-01-335,Salto C,-1.142,-0.21,4.293,-1.749,225.231,3.723,3.133,-0.136,6.118,6.273,127.271,-2.016
0609-4-01-286,Fliffis C,-19.095,1.132,-4.208,-40.282,-393.255,98.034,-2.871,-1.8,-1.815,-91.381,189.878,136.577
20191003-1152-FRANKFURT_1-01-45,Salto B,-5.232,-0.3,2.183,-14.467,192.666,11.912,-3.836,0.242,4.135,-10.408,226.819,-0.384
20190930-1616-FRANKFURT_1-01-241,Doppelsalto B,-18.114,-0.143,4.361,-4.154,366.36,-8.69,-12.403,0.203,-5.929,18.427,399.008,-14.268
0609-1-01-311,Doppelsalto B,-15.876,-0.677,5.669,-11.423,342.354,-6.49,-12.393,0.346,-4.973,40.692,439.255,-12.506
0115-CHARI-05-9,Salto B,-5.458,0.83,4.218,-2.141,213.151,-8.437,0.6,0.948,6.22,-6.414,140.863,-18.071
20191007-1150-FRANKFURT_2-01-198,Fliffis C,-36.753,4.994,-2.951,-79.965,-590.701,31.961,-7.398,0.426,-5.162,-48.996,108.169,227.03
0609-4-01-41,Salto C,-1.238,-0.434,3.636,0.32,238.0,-1.92,3.646,-0.575,6.703,0.651,116.508,-1.887
20191007-1159-FRANKFURT_1-01-372,3/4 Salto vw A,1.77,-0.959,8.057,7.321,-66.094,10.644,-12.245,-0.7,0.769,0.634,-252.283,14.266
20191008-1207-FRANKFURT_2-01-147,Baby- Fliffis C,-19.645,-0.826,-5.407,-30.242,-222.167,138.721,-2.682,-2.261,1.969,-67.656,188.678,121.696
20191007-1159-FRANKFURT_1-01-126,Barani B,-6.114,0.504,5.677,26.72,-241.532,117.491,-2.503,-2.481,5.364,9.64,206.103,118.536
20190930-1153-FRANKFURT_1-01-166,Schraubensalto,-1.536,-0.417,7.727,104.922,52.537,193.482,-1.17,-2.627,0.901,-36.404,31.534,234.61
20191007-1150-FRANKFURT_2-01-225,Salto A,0.521,0.02,3.51,12.982,224.541,-3.664,-0.899,0.018,3.788,31.737,205.416,16.418
0609-4-01-258,Salto C,0.046,0.043,3.55,-2.63,229.11,13.08,3.52,-0.178,5.3,6.702,129.681,-2.571
0609-1-01-701,Von Bauch in Stand,9.532,0.395,5.932,1.371,1.623,14.974,4.857,-0.378,6.043,2.318,40.343,-7.96
0609-1-01-852,Bauchsprung,0.72,-0.448,9.123,2.976,-56.912,0.147,8.602,1.372,4.639,-6.034,10.928,-18.337
20191001-1148-FRANKFURT_1-01-244,Fliffis aus B,-26.038,-8.495,1.4,143.437,-592.851,-66.543,-11.91,0.983,5.469,148.893,120.544,194.88
20191008-1207-FRANKFURT_2-01-367,1 3/4 Salto vw B,-16.922,5.705,0.396,-82.621,-405.653,108.402,-15.557,-0.748,-4.472,-46.818,-277.547,80.873
20191001-1148-FRANKFURT_1-01-72,Fliffis aus C,-31.905,-1.214,-0.989,22.171,-614.732,11.883,-8.41,-1.514,-0.075,9.033,179.588,194.411
20191007-1524-FRANKFURT_1-01-178,Doppelsalto B,-22.593,1.82,-7.824,33.922,437.391,-33.345,-11.368,0.598,-1.721,53.577,386.713,-22.03
0609-1-01-792,Von Bauch in Stand,9.685,0.477,5.948,-0.05,-2.533,24.804,2.492,0.101,7.78,11.366,58.451,-15.672
20191008-1157-FRANKFURT_1-01-88,Barani A,-1.912,0.463,3.828,-81.575,-136.111,143.578,-2.576,-1.64,5.108,-49.908,206.461,77.269
20191001-1202-FRANKFURT_2-01-25,3/4 Salto rw A,-1.6,-0.993,6.032,-1.08,-165.909,-6.152,-7.948,-1.574,-0.409,-6.504,-177.946,-21.472
20191001-1202-FRANKFURT_2-01-199,Salto A,-1.42,-1.063,4.538,-7.474,-214.351,-8.244,0.679,-0.996,3.236,-22.622,-210.267,-11.376
0827-BK2-02-131,Salto A,0.639,0.615,5.673,3.113,188.971,-47.207,0.347,0.002,4.579,-2.131,175.883,-28.139
20191008-1207-FRANKFURT_2-01-337,Salto B,-7.976,3.175,0.181,17.103,228.761,-31.969,-0.744,1.322,6.408,21.031,176.888,-32.786
20191007-1524-FRANKFURT_1-01-140,Fliffis- Rudi B,-26.689,5.765,-0.731,-8.777,-539.569,210.779,-20.573,-3.11,1.786,235.0,107.812,484.731
20191007-1159-FRANKFURT_1-01-130,Barani B,-5.931,1.695,5.434,-5.04,-259.324,147.666,-2.451,-2.061,5.687,-15.914,165.858,106.164
0827-BK1-01-71,Salto B,-3.903,-0.879,4.128,-8.265,207.68,8.03,1.801,-0.46,5.479,2.128,147.863,1.51
0609-1-01-895,Bauchsprung,1.625,-0.298,9.5,-7.157,-40.514,-2.355,8.751,0.753,4.615,0.252,-7.7,-10.386
0110-MORITZ-01-15,1/2 ein 1/2 aus C,-18.092,7.868,-2.461,-317.624,-216.948,-53.152,-3.98,-0.928,-0.939,30.352,134.716,-191.948
0609-1-01-327,Doppelsalto B,-15.554,-1.017,3.635,-22.11,362.719,-1.882,-8.41,0.141,-4.748,26.139,375.653,-16.101
0115-CHARI-05-31,Doppelsalto B,-15.915,1.313,5.424,-2.686,334.665,-5.202,-10.678,1.624,-5.995,0.448,393.038,-15.584
0609-4-01-313,Salto C,-0.064,0.092,4.027,1.814,212.376,14.728,2.883,-0.32,5.779,10.172,140.57,4.667
0609-1-01-827,Von Bauch in Stand,8.37,0.406,6.06,5.722,-11.654,-8.406,3.562,-0.613,7.233,-7.444,61.468,13.463
20190930-1616-FRANKFURT_1-01-327,Barani C,-2.509,1.957,4.96,-51.235,-178.054,116.792,-0.096,-0.993,3.961,-70.089,112.431,111.862
0609-4-01-192,Schraubensalto C,-2.525,0.457,7.092,104.902,24.496,261.77,-0.703,-1.613,2.999,-38.722,131.911,156.126
20191007-1534-FRANKFURT_2-01-117,Barani A,-1.372,0.909,3.429,-77.779,-136.865,146.08,-2.05,-1.316,2.38,-55.932,186.491,82.451
0827-BK1-01-7,Salto C,-3.815,-0.503,4.108,-3.285,222.323,7.086,1.886,-0.636,6.564,-1.669,128.56,-0.173
0609-1-01-798,Doppelsalto C,-23.88,-1.151,-5.68,-10.035,485.564,0.573,-6.48,0.067,-1.862,18.181,316.952,-12.824
20191008-1207-FRANKFURT_2-01-344,1 3/4 Salto vw B,-15.191,3.812,3.345,-54.692,-421.719,78.996,-17.931,0.063,-4.315,-56.23,-274.386,75.416
0609-1-01-303,Bauchsprung,0.99,-0.195,9.309,-2.779,-36.997,-1.424,7.942,-0.126,5.263,-2.39,-2.994,-6.684
20191007-1159-FRANKFURT_1-01-325,Schraubensalto A,-12.932,2.915,10.499,192.044,-124.182,471.666,-5.314,-2.361,4.644,35.668,230.489,184.107
20191008-1207-FRANKFURT_2-01-345,Baby- Fliffis C,-21.073,1.377,-6.862,-67.983,-235.348,171.353,-4.783,-0.344,1.463,15.655,229.399,117.642
0115-JANEIKE-01-14,Salto B,-2.164,-0.006,3.028,35.555,232.291,-28.933,2.492,-0.669,5.935,11.145,128.575,-24.313
0115-MORITZ-03-177,Salto C,-2.658,-1.049,4.527,-3.76,212.779,0.673,3.095,-0.977,5.587,5.922,115.569,-0.024
0609-4-01-499,Salto C,-1.639,-0.128,3.601,-0.229,243.465,7.131,3.309,-0.362,5.832,9.108,126.538,-0.654
20191001-1148-FRANKFURT_1-01-219,40<,-3.798,-0.585,2.92,-1.161,199.023,-3.179,-2.254,-0.791,6.538,-15.25,216.576,-17.113
20191007-1534-FRANKFURT_2-01-119,Barani C,-5.369,2.033,1.466,-36.829,-201.326,182.327,-1.805,-0.868,4.551,-21.71,157.729,87.816
20191007-1534-FRANKFURT_2-01-48,Barani A,-1.637,1.409,4.189,-69.704,-125.067,156.104,-3.031,-0.811,2.721,-41.02,208.079,71.545
20190930-1153-FRANKFURT_1-01-220,Schraubensalto,-1.661,-0.604,7.802,80.9,4.454,206.636,-1.225,-1.093,3.348,-30.789,75.012,190.129
20190930-1616-FRANKFURT_1-01-133,Fliffis C,-25.058,3.475,3.111,-52.208,-516.377,51.452,-4.204,-0.244,-2.656,-89.02,147.886,153.949
0827-BK1-01-59,Salto B,-2.18,-0.118,3.169,-6.461,212.747,18.226,2.078,-0.643,5.836,6.192,139.274,5.205
0609-1-01-256,Doppelsalto B,-14.795,-0.399,3.447,-1.719,366.115,-10.698,-9.104,0.56,-6.175,15.426,392.32,-5.735
0827-BK2-02-65,Salto B,-5.221,0.419,3.644,-4.838,223.736,-32.453,1.152,0.249,7.03,-4.171,138.452,-30.753
0609-1-01-115,Von Bauch in Stand,9.008,-0.338,5.977,-3.715,-5.802,-2.944,3.667,-0.875,7.269,6.708,51.096,11.171
20191007-1534-FRANKFURT_2-01-120,Salto C,-7.453,0.089,2.723,9.525,270.771,-20.582,-0.304,-0.007,6.175,4.748,167.112,-8.224
20191007-1159-FRANKFURT_1-01-60,Salto C,-4.116,-0.634,2.387,-5.391,272.549,3.72,-0.694,-0.633,7.106,-5.948,134.242,-3.818
0609-1-01-14,Salto C,-4.11,0.309,2.258,27.426,272.374,-14.358,0.877,-0.122,7.009,18.214,105.043,-1.887
20191007-1159-FRANKFURT_1-01-264,Salto A,-0.737,-0.82,3.898,-2.906,217.604,-4.838,-0.146,-1.014,5.643,-17.5,183.056,-28.538
0609-1-01-680,Doppelsalto C,-21.866,-0.328,-5.46,-4.204,455.307,-23.181,-13.02,-0.093,-4.317,31.133,401.463,-21.246
0827-BK1-01-131,Salto A,0.893,-0.768,5.345,1.446,176.449,-1.204,0.06,-0.568,5.141,2.807,187.072,-6.998
20191007-1524-FRANKFURT_1-01-98,Salto A,-0.112,1.093,3.738,-1.875,211.797,-20.086,-0.292,-0.165,6.271,4.395,221.893,-31.779
20190930-1247-FRANKFURT_2-01-149,Cody C,-1.302,0.429,0.043,-9.922,229.785,0.19,0.072,-0.289,5.79,-1.942,191.351,-1.709
0609-4-01-422,Salto C,0.282,0.051,3.959,-6.835,227.691,13.561,3.66,-0.103,5.985,2.264,120.374,-1.866
20190930-1616-FRANKFURT_1-01-180,Salto C,-5.608,-0.256,2.945,-11.991,246.181,-1.868,2.361,0.169,6.352,2.129,111.286,6.318
0609-1-01-867,Bauchsprung,1.062,-0.369,9.591,-4.957,-51.103,-8.764,7.592,0.57,6.219,1.639,11.691,-3.075
0827-BK2-01-81,Salto B,-3.483,0.632,3.517,14.116,214.631,-11.702,1.491,0.56,6.287,1.333,128.64,-14.28
0609-4-01-155,Schraubensalto C,-3.314,-0.157,7.087,116.703,26.684,290.222,-0.872,-0.937,4.319,-15.183,150.684,136.296
0609-1-01-207,Bauchsprung,1.521,-0.369,9.326,-1.844,-27.805,-2.447,7.997,-0.124,5.795,-4.527,-11.417,-5.475
0827-BK1-01-10,Salto C,-1.951,-0.554,4.267,-2.434,218.595,1.44,2.047,-0.514,6.406,-3.211,133.542,2.004
20191007-1524-FRANKFURT_1-01-33,Barani A,-1.134,2.138,3.299,-104.341,-142.646,106.147,-2.045,-1.81,3.248,-84.027,155.55,92.697
0609-1-01-304,Von Bauch in Stand,8.622,0.235,6.572,5.632,-12.459,-0.178,3.447,-0.161,7.399,-3.088,58.912,5.273
0827-BK2-02-71,Salto B,-6.461,1.287,3.313,9.911,240.35,-14.115,1.436,0.563,6.214,9.638,129.835,-23.145
20191001-1202-FRANKFURT_2-01-157,Salto A,-2.273,-1.429,4.083,-16.541,-207.048,-0.69,0.268,-1.256,4.657,-28.745,-209.617,-19.641
0609-4-01-262,Salto C,0.717,-0.567,3.419,7.969,235.324,3.294,3.311,-0.512,6.182,-5.51,125.231,-4.926
0827-BK2-02-127,Salto A,0.569,0.639,5.85,7.536,191.548,-23.526,0.359,0.587,5.071,15.841,166.886,-19.653
20191007-1159-FRANKFURT_1-01-340,Fliffis C,-32.191,-0.25,-4.075,11.821,-598.69,39.142,-6.954,-1.584,-0.35,-30.064,179.086,200.981
0827-BK2-02-67,Salto B,-4.946,0.867,3.214,24.367,226.123,-34.414,0.951,0.572,6.034,16.651,137.61,-34.009
0827-BK1-01-103,Salto A,0.162,-0.838,5.559,1.92,179.625,-6.869,0.84,-0.543,4.865,4.605,171.082,-3.627
20191008-1157-FRANKFURT_1-01-91,Barani A,-2.618,0.768,3.713,-89.059,-117.636,162.536,-2.899,-1.718,5.131,-14.901,223.903,43.805
20190930-1616-FRANKFURT_1-01-312,Doppelsalto C,-23.641,0.917,-2.691,-0.649,437.48,8.415,-10.42,0.285,-1.667,1.802,334.587,4.304
0609-1-01-185,Doppelsalto C,-23.894,0.725,-4.743,24.532,475.68,-4.279,-5.14,1.183,-1.887,40.434,305.489,-10.237
0609-1-01-592,Doppelsalto B,-16.839,-1.408,3.085,-37.209,386.305,-15.87,-9.852,-0.561,-4.932,28.424,382.821,-14.31
20190930-1616-FRANKFURT_1-01-33,Salto A,-0.413,-0.366,4.088,-5.96,202.302,23.318,-2.069,-0.343,3.813,-4.94,254.962,3.0
20191007-1159-FRANKFURT_1-01-347,Salto C,-3.684,-0.76,1.877,5.945,275.762,-14.688,0.54,-0.822,6.659,-24.629,133.45,-13.465
0827-BK2-02-123,Salto A,0.052,0.267,5.533,9.014,196.407,-29.826,-0.902,0.442,5.213,1.889,171.083,-23.252
20190930-1616-FRANKFURT_1-01-255,Salto C,-5.503,0.146,3.303,-7.082,254.126,-1.418,1.643,0.304,7.118,10.098,107.471,7.773
0609-4-01-48,Salto C,-0.163,-0.019,5.507,13.116,198.379,-5.369,1.168,-0.459,4.407,16.008,205.232,0.493
0609-1-01-178,Doppelsalto C,-25.054,0.208,-7.137,12.493,487.811,-21.574,-6.185,-0.575,-1.082,24.117,311.436,-3.561
20191007-1534-FRANKFURT_2-01-80,Schraubensalto A,-5.6,0.489,6.255,112.639,59.94,281.422,-2.226,-1.0,2.799,-1.934,173.9,150.586
0609-1-01-440,Salto C,-5.051,0.336,3.327,14.42,271.979,-8.415,2.331,-0.075,6.402,15.901,110.502,-4.089
0115-MORITZ-03-149,Voll- ein- voll- aus A,-21.763,-0.107,-7.887,-150.953,187.596,-509.931,-17.875,2.733,-9.036,-92.507,113.691,-298.888
20191007-1159-FRANKFURT_1-01-386,Salto C,-3.237,-0.843,1.798,-0.398,270.616,-3.268,1.387,-0.326,6.681,-21.76,130.045,-0.095
0609-4-01-42,Fliffis B,-17.089,0.572,1.58,-26.839,-371.254,99.034,-6.255,-1.814,-2.763,-82.964,218.77,149.787
20190930-1616-FRANKFURT_1-01-272,Barani A,0.099,0.893,5.001,-97.887,-134.8,85.223,0.289,-0.879,2.764,-79.211,128.157,108.641
20190930-1247-FRANKFURT_2-01-263,3/4 Salto rw A,1.248,-0.831,6.975,10.622,134.111,-0.243,6.853,-1.274,3.412,12.683,178.306,0.23
0609-1-01-142,Von Bauch in Stand,9.513,0.236,4.662,1.172,-6.422,6.374,3.923,-0.433,7.217,6.202,54.12,3.323
20191007-1534-FRANKFURT_2-01-28,Barani A,-1.43,1.887,3.335,-101.446,-108.392,165.207,-2.138,-0.191,3.352,-44.331,195.939,70.875
0115-MORITZ-03-144,Fliffis aus B,-18.67,-2.136,0.84,-3.815,-387.536,-49.692,-2.405,1.294,-3.59,130.242,172.314,-110.032
0609-4-01-534,Barani C,-2.862,0.737,5.06,-15.026,-187.527,122.003,1.209,-1.133,4.536,-38.716,110.322,127.733
0609-1-01-545,Salto C,-4.371,0.188,3.368,11.405,267.629,-6.743,2.049,0.106,6.721,10.203,109.26,-4.9
0609-4-01-477,Fliffis B,-17.077,0.752,1.194,-23.963,-348.659,117.932,-5.978,-2.541,-2.815,-86.281,263.327,121.137
0609-1-01-433,Doppelsalto B,-17.577,-0.953,0.756,-9.505,408.066,2.188,-5.847,0.254,-3.926,21.362,340.102,-7.978
0115-CHARI-05-123,1 3/4 Salto vw C,-18.695,0.37,0.548,2.002,-409.2,5.025,-12.083,0.138,2.086,-3.801,-282.141,-12.577
0827-BK2-01-16,Salto C,-3.456,0.801,4.594,4.991,222.834,-5.493,2.419,0.591,6.497,2.488,105.436,-5.381
0609-1-01-227,Doppelsalto B,-14.982,-0.324,4.528,-6.825,345.002,-10.765,-11.498,0.519,-8.238,24.825,437.453,-13.622
0115-JANEIKE-01-17,Salto B,-1.684,0.955,4.682,7.826,230.702,-7.928,2.463,-0.315,5.598,27.3,147.121,3.484
20191007-1159-FRANKFURT_1-01-371,Salto C,-4.536,-0.627,2.927,-9.296,276.604,8.005,0.78,-0.908,7.335,-12.382,130.506,-13.326
0115-CHARI-05-40,Doppelsalto B,-16.968,0.808,2.604,-3.194,362.019,6.791,-11.385,2.357,-4.706,32.769,377.7,-13.182
20191007-1524-FRANKFURT_1-01-115,Fliffis C,-26.559,3.122,-7.369,-57.352,-550.875,104.631,-8.286,-1.023,-5.249,-64.596,103.042,218.916
0609-4-01-367,Fliffis B,-19.243,0.728,4.858,0.989,-407.82,69.297,-5.25,-1.062,-2.214,-89.806,136.724,175.994
20191007-1159-FRANKFURT_1-01-348,3/4 Salto vw A,1.758,-0.647,8.132,5.372,-68.235,10.753,-12.112,-0.413,0.962,7.924,-243.982,15.931
0609-4-01-610,Barani C,-5.125,1.064,5.909,4.755,-238.913,128.755,-0.247,-0.883,4.932,8.755,132.23,129.602
20191008-1157-FRANKFURT_1-01-354,Salto B,-3.981,-0.681,0.377,19.914,238.16,1.434,-0.074,-0.141,8.112,-5.287,151.854,-8.661
20190930-1247-FRANKFURT_2-01-290,Cody C,-1.159,0.069,-3.166,-26.411,248.415,-12.808,1.272,-0.147,3.255,-10.311,165.302,1.667
0609-1-01-479,Doppelsalto B,-15.479,-0.597,5.455,-21.853,347.714,-11.027,-10.517,-0.028,-4.341,22.096,408.864,-8.635
0609-1-01-283,Doppelsalto B,-16.425,-1.569,3.427,-28.17,379.872,-4.84,-12.188,-0.574,-7.062,18.185,416.586,-24.877
0609-1-01-744,Bauchsprung,0.777,-0.3,9.911,-5.537,-50.029,-2.618,8.257,-0.169,5.096,-1.688,2.138,-3.067
20191008-1207-FRANKFURT_2-01-39,Salto A,-2.013,0.012,3.456,8.871,205.752,-25.428,-1.568,0.493,5.699,39.303,203.09,-10.374
0609-4-01-604,Barani C,-6.359,1.217,7.198,10.678,-258.675,119.191,0.771,-1.117,5.208,20.525,113.08,145.495
0827-BK2-01-46,Salto C,-4.746,-0.288,4.893,7.252,219.68,-15.019,1.085,0.127,7.01,-18.582,117.171,-9.655
0609-4-01-5,Fliffis B,-19.143,0.501,3.945,8.808,-422.581,52.292,-4.572,-1.166,-1.733,-95.849,139.305,175.214
0827-BK2-01-40,Salto C,-3.515,0.507,4.75,6.181,225.882,-10.417,2.361,0.247,6.659,-2.312,107.602,-9.149
0115-MORITZ-03-102,Voll- ein- voll- aus B,-18.72,3.63,-0.467,-398.381,20.615,-400.294,-8.696,0.112,-6.333,2.159,52.225,-211.718
20191001-1202-FRANKFURT_2-01-96,3/4 Salto vw A,-3.278,-1.225,7.038,19.967,73.276,9.031,12.919,-1.895,3.402,25.758,255.202,4.469
20191007-1159-FRANKFURT_1-01-432,Salto B,-2.734,-0.516,4.09,-4.409,190.142,-22.136,-1.311,-0.956,6.841,-39.478,225.051,-28.26
20191007-1524-FRANKFURT_1-01-213,Fliffis- Rudi C,-31.319,4.021,-10.021,-73.067,-572.718,152.966,-21.243,-4.057,2.959,176.88,123.348,577.882
0609-1-01-632,Von Bauch in Stand,8.202,1.844,6.352,4.948,-26.615,11.794,3.667,-0.371,7.103,3.305,70.898,9.005
20190930-1247-FRANKFURT_2-01-222,Salto A,0.946,0.027,5.478,16.908,201.802,-1.384,0.395,-0.23,4.01,7.073,176.255,1.496
20190930-1247-FRANKFURT_2-01-80,Salto A,-0.41,-0.478,4.553,1.4,202.411,-3.843,-1.355,-0.797,2.661,4.769,197.732,-9.068
20191008-1157-FRANKFURT_1-01-299,3/4 Salto vw A,1.167,-0.471,8.456,7.163,-76.111,3.807,-11.891,-0.974,1.073,17.377,-240.405,21.674
0609-1-01-183,Bauchsprung,1.103,-0.613,9.196,-6.724,-32.825,1.812,8.697,-0.317,4.529,-0.872,-12.962,-12.908
0609-1-01-318,Doppelsalto B,-16.976,-0.504,3.933,-15.397,374.518,-12.402,-10.463,0.15,-5.059,29.43,385.994,-9.461
0827-BK1-01-53,Salto B,-4.402,-0.437,3.088,-5.297,220.61,20.21,2.088,-0.406,5.581,15.327,130.35,7.605
20191008-1157-FRANKFURT_1-01-219,Rudi,-12.203,2.267,9.34,146.25,-162.27,484.825,-3.936,-2.867,5.838,26.186,209.738,163.839
0609-4-01-544,Barani C,-4.43,0.892,5.218,1.454,-211.225,134.341,-0.814,-1.283,5.125,-4.237,122.129,120.137
20190930-1247-FRANKFURT_2-01-28,Salto C,-6.274,-0.153,3.004,-3.5,243.331,2.181,0.153,-0.823,5.895,-12.644,157.056,1.301
20191008-1157-FRANKFURT_1-01-222,Salto C,-4.21,-0.361,2.603,2.209,280.123,-5.477,0.229,-0.84,6.685,-14.637,132.672,-22.599
20191001-1148-FRANKFURT_1-01-218,Fliffis aus B,-27.244,-2.795,4.368,48.606,-603.395,-14.175,-11.251,0.637,4.499,106.628,188.522,199.413
0827-BK1-01-76,Salto B,-3.183,-0.804,3.674,-5.409,217.586,13.801,2.51,-0.335,5.526,9.366,135.48,1.861
20190930-1616-FRANKFURT_1-01-297,Barani C,-1.493,1.009,5.125,-41.882,-178.174,109.842,2.586,-2.039,3.709,-51.2,124.371,104.459
0110-MORITZ-01-125,Salto C,-2.325,-1.276,3.111,-8.286,225.259,7.896,3.195,-0.777,5.832,4.465,112.637,3.924
20191007-1150-FRANKFURT_2-01-167,Salto B,-4.941,-0.211,2.219,17.808,212.958,-24.04,-2.969,-0.196,3.756,24.22,205.104,5.406
0609-1-01-718,Von Bauch in Stand,8.835,-0.914,6.16,3.382,-14.256,-7.111,3.789,-0.085,7.14,-1.131,63.669,7.966
0609-1-01-872,Bauchsprung,1.879,-0.592,9.433,-0.113,-39.247,-7.776,7.3,0.646,5.907,3.476,7.418,-7.17
20191007-1159-FRANKFURT_1-01-398,Barani C,-4.999,0.117,4.288,-7.615,-179.861,153.765,-0.699,-1.735,6.505,-29.853,178.01,72.685
20191008-1157-FRANKFURT_1-01-389,Rudi,-11.619,1.738,9.455,131.846,-160.985,494.533,-4.331,-1.714,5.251,25.741,243.937,162.139
0827-BK1-01-68,Salto B,-2.947,-0.087,3.606,-2.305,215.156,15.779,2.464,-0.501,5.483,12.348,132.841,2.361
0609-4-01-568,Barani C,-3.144,0.403,5.66,2.866,-184.043,122.327,0.869,-1.465,4.351,-27.424,129.705,112.83
20190930-1247-FRANKFURT_2-01-247,Fliffis C,-30.111,3.327,-4.559,-64.245,-545.318,14.064,-0.172,-0.538,-1.234,-74.559,82.324,165.361
0609-1-01-576,Salto C,-1.945,-0.361,3.387,16.022,252.435,-10.151,2.044,-0.013,5.389,13.627,131.258,-5.047
