SprungID,Sprungtyp,Acc_x_Fil_1,Acc_y_Fil_1,Acc_z_Fil_1,Gyro_x_Fil_1,Gyro_y_Fil_1,Gyro_z_Fil_1,Acc_x_Fil_2,Acc_y_Fil_2,Acc_z_Fil_2,Gyro_x_Fil_2,Gyro_y_Fil_2,Gyro_z_Fil_2,Acc_x_Fil_3,Acc_y_Fil_3,Acc_z_Fil_3,Gyro_x_Fil_3,Gyro_y_Fil_3,Gyro_z_Fil_3,Acc_x_Fil_4,Acc_y_Fil_4,Acc_z_Fil_4,Gyro_x_Fil_4,Gyro_y_Fil_4,Gyro_z_Fil_4,Acc_x_Fil_5,Acc_y_Fil_5,Acc_z_Fil_5,Gyro_x_Fil_5,Gyro_y_Fil_5,Gyro_z_Fil_5,Acc_x_Fil_6,Acc_y_Fil_6,Acc_z_Fil_6,Gyro_x_Fil_6,Gyro_y_Fil_6,Gyro_z_Fil_6,Acc_x_Fil_7,Acc_y_Fil_7,Acc_z_Fil_7,Gyro_x_Fil_7,Gyro_y_Fil_7,Gyro_z_Fil_7,Acc_x_Fil_8,Acc_y_Fil_8,Acc_z_Fil_8,Gyro_x_Fil_8,Gyro_y_Fil_8,Gyro_z_Fil_8,Acc_x_Fil_9,Acc_y_Fil_9,Acc_z_Fil_9,Gyro_x_Fil_9,Gyro_y_Fil_9,Gyro_z_Fil_9,Acc_x_Fil_10,Acc_y_Fil_10,Acc_z_Fil_10,Gyro_x_Fil_10,Gyro_y_Fil_10,Gyro_z_Fil_10,Acc_x_Fil_11,Acc_y_Fil_11,Acc_z_Fil_11,Gyro_x_Fil_11,Gyro_y_Fil_11,Gyro_z_Fil_11,Acc_x_Fil_12,Acc_y_Fil_12,Acc_z_Fil_12,Gyro_x_Fil_12,Gyro_y_Fil_12,Gyro_z_Fil_12,Acc_x_Fil_13,Acc_y_Fil_13,Acc_z_Fil_13,Gyro_x_Fil_13,Gyro_y_Fil_13,Gyro_z_Fil_13,Acc_x_Fil_14,Acc_y_Fil_14,Acc_z_Fil_14,Gyro_x_Fil_14,Gyro_y_Fil_14,Gyro_z_Fil_14,Acc_x_Fil_15,Acc_y_Fil_15,Acc_z_Fil_15,Gyro_x_Fil_15,Gyro_y_Fil_15,Gyro_z_Fil_15,Acc_x_Fil_16,Acc_y_Fil_16,Acc_z_Fil_16,Gyro_x_Fil_16,Gyro_y_Fil_16,Gyro_z_Fil_16,Acc_x_Fil_17,Acc_y_Fil_17,Acc_z_Fil_17,Gyro_x_Fil_17,Gyro_y_Fil_17,Gyro_z_Fil_17,Acc_x_Fil_18,Acc_y_Fil_18,Acc_z_Fil_18,Gyro_x_Fil_18,Gyro_y_Fil_18,Gyro_z_Fil_18,Acc_x_Fil_19,Acc_y_Fil_19,Acc_z_Fil_19,Gyro_x_Fil_19,Gyro_y_Fil_19,Gyro_z_Fil_19,Acc_x_Fil_20,Acc_y_Fil_20,Acc_z_Fil_20,Gyro_x_Fil_20,Gyro_y_Fil_20,Gyro_z_Fil_20,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_Abs_I_x LapEnd,DJump_Abs_I_y LapEnd,DJump_Abs_I_z LapEnd
20191008-1207-FRANKFURT_2-01-35,Salto A,-2.78,5.538,45.479,12.56,270.95,-57.17,-2.568,-0.223,-2.958,-2.97,151.26,-32.13,-0.671,-0.531,0.816,1.93,128.05,-5.68,3.175,-2.269,-10.209,-2.47,76.64,-29.0,-1.027,-0.998,-8.917,18.09,143.69,-38.13,-3.971,-0.982,-7.584,10.26,223.4,-27.11,-4.34,-0.718,-6.248,-4.58,253.78,-7.81,-2.464,-0.591,-5.281,9.3,270.7,8.08,-2.525,-1.607,-6.863,25.2,232.56,-26.18,-3.145,-0.96,-6.318,29.46,238.62,-40.91,-2.587,-1.453,-6.24,33.59,216.59,-31.57,-3.084,-1.289,-5.697,25.07,186.57,-34.31,-2.997,-0.791,-4.948,0.5,192.08,-17.03,-2.061,-1.321,-5.888,2.17,176.93,-2.02,-3.151,-2.226,-6.312,0.14,172.27,-32.38,-4.248,-1.185,-6.02,-11.24,161.9,-48.53,-5.777,-0.86,-6.53,-7.51,141.15,-43.32,-8.256,-0.233,-4.286,-1.87,216.05,7.22,-0.352,-0.971,3.212,16.77,283.48,15.07,6.034,1.054,37.885,53.89,356.34,-47.4,22.197,341.635,-40.255,30.453,344.626,61.909
20190930-1616-FRANKFURT_1-01-258,Barani A,12.296,13.087,52.589,-7.31,-105.18,133.9,-2.464,-1.958,-10.227,-75.48,-257.32,130.97,5.401,-0.386,-2.574,-92.53,-109.98,55.4,-8.571,0.459,-4.987,-79.02,-173.9,83.08,-2.192,0.65,-5.055,-95.56,-96.64,90.62,-2.83,1.582,-6.62,-109.17,-108.2,95.85,-2.219,1.626,-8.235,-130.89,-122.36,115.35,-1.775,1.538,-9.109,-152.08,-111.69,161.83,-0.849,-0.471,-8.867,-182.18,-75.5,176.97,-0.153,-1.423,-8.556,-194.51,-21.08,173.99,-1.025,-1.364,-8.226,-187.3,32.9,168.37,-1.604,-1.941,-8.0,-154.6,71.75,178.83,-2.065,-2.362,-7.082,-122.24,105.16,154.81,-2.327,-2.236,-6.887,-95.83,129.84,120.82,-2.657,-2.053,-6.265,-75.63,138.93,83.94,-3.512,-2.006,-5.844,-66.27,148.11,64.78,-3.9,-1.703,-4.811,-47.42,171.05,64.63,-2.783,-2.626,-5.052,-42.06,202.46,47.59,-1.281,0.67,-0.175,-32.95,186.44,58.09,18.725,2.817,37.885,-52.28,72.32,2.86,-168.895,4.801,186.387,174.455,225.574,193.412
0609-4-01-21,Salto C,20.384,1.343,40.172,-4.77,290.01,11.23,-2.39,0.922,1.268,-12.07,77.57,11.79,-7.791,-2.436,-4.916,-5.42,-56.43,-7.15,-1.236,0.927,-11.224,-21.02,26.18,21.39,-2.715,-0.789,-8.661,-12.82,460.34,13.98,-18.458,0.477,-9.665,16.7,464.92,36.24,-13.751,-0.211,-3.25,11.79,396.26,10.31,-7.925,-1.49,7.179,9.46,301.44,13.13,-0.384,-0.556,-4.288,0.93,180.35,-0.56,-0.042,-0.188,-3.878,18.64,169.09,18.37,-1.545,-0.873,-2.777,7.79,156.74,3.29,-0.941,-0.41,-3.757,14.38,146.35,9.13,-1.396,-0.678,-3.076,15.91,141.3,5.76,-1.57,-0.249,-2.386,9.74,122.35,1.2,-1.409,-1.053,-2.269,12.75,103.69,-6.34,-1.578,-0.889,-2.319,11.57,76.84,-15.52,-1.954,-0.506,-3.302,-2.57,45.76,-18.43,-4.81,-0.385,-4.779,-5.33,54.5,2.41,4.101,2.043,3.226,19.48,102.69,-13.91,16.993,1.415,31.412,-26.84,308.27,-11.21,6.588,368.304,6.175,26.716,389.7,34.671
0609-1-01-788,Doppelsalto C,2.463,1.627,49.264,50.88,315.12,-30.92,0.991,-0.652,9.593,16.82,196.56,-43.69,1.79,-1.133,-5.377,-18.5,13.85,-59.01,-8.159,1.625,-20.516,-19.21,30.03,24.18,-17.985,-3.136,-14.356,-17.36,234.06,-16.85,-33.567,-4.824,-16.833,-71.39,656.31,-67.61,-46.752,-2.863,-14.631,-57.91,750.65,47.83,-45.927,-3.614,-18.588,-45.87,727.88,5.3,-48.795,-3.113,-21.297,-26.4,781.4,7.12,-47.924,-3.099,-26.847,-6.86,840.82,-26.28,-40.684,-3.747,-33.899,-8.61,881.64,-50.89,-36.773,-1.229,-27.585,20.93,718.87,-4.75,-22.991,-1.213,-14.339,31.08,581.55,4.47,-13.447,1.389,-13.881,25.37,388.72,31.86,-8.203,-0.009,-8.348,34.28,259.6,24.83,-3.619,0.359,-8.449,35.21,196.82,-11.31,-4.316,0.505,-8.462,33.93,199.8,-16.53,-4.722,1.836,-9.055,48.46,246.43,-21.39,-1.652,-1.007,-6.034,34.84,260.17,-26.11,12.709,-0.026,40.902,43.93,216.08,-2.54,10.569,707.641,-18.306,60.162,709.372,55.833
20191008-1207-FRANKFURT_2-01-76,Salto A,-4.319,12.402,51.343,19.63,307.15,-93.48,-4.272,1.965,5.506,54.5,227.8,-68.29,0.248,-3.818,-3.81,13.42,76.6,-24.69,2.252,-0.74,-3.214,8.78,-48.03,-3.37,-0.679,-1.569,-11.123,4.11,23.85,-30.31,-3.013,-1.613,-10.037,18.6,112.77,-23.84,-8.229,-0.712,-8.175,14.84,264.14,-32.26,-8.374,-1.16,-5.049,17.7,314.16,-54.75,-6.474,-2.431,-4.894,41.14,292.18,-57.48,-5.034,1.63,-5.984,11.87,297.01,-67.22,-4.131,-1.363,-5.909,5.15,273.44,-23.67,-3.368,-1.064,-5.652,19.01,261.36,-16.24,-3.48,-1.435,-6.276,31.66,222.91,-16.14,-3.531,-1.261,-6.515,25.1,207.65,-19.82,-4.484,-1.173,-5.908,14.63,184.3,-18.38,-5.535,-0.684,-5.53,13.07,164.91,-18.53,-6.05,0.046,-5.045,7.7,180.5,-42.66,-5.655,0.395,-4.542,31.76,200.59,-59.75,1.37,-0.4,0.4,32.84,237.95,19.6,4.436,4.802,38.868,31.09,358.2,-62.39,37.529,341.752,-55.695,38.943,354.322,75.572
20191008-1157-FRANKFURT_1-01-128,Barani A,10.709,-2.33,58.697,34.92,-147.43,-0.2,-5.819,1.623,1.46,55.75,-299.62,39.06,-6.117,2.99,-5.323,36.73,-137.04,144.6,-6.563,0.237,-6.0,-11.57,-67.76,189.98,-4.354,1.152,-4.511,-105.98,-98.63,180.4,-4.18,0.104,-4.875,-155.11,-150.22,144.04,-3.104,0.738,-8.151,-186.79,-147.85,110.35,-0.797,1.736,-10.157,-203.56,-87.91,147.42,-1.556,2.544,-7.619,-167.81,-68.33,281.07,-3.345,-1.642,-9.162,-108.94,-0.85,358.34,-3.18,-3.847,-7.598,-71.33,63.8,317.84,-3.536,-3.618,-6.265,-30.51,117.86,228.48,-3.384,-3.578,-5.562,-9.65,147.37,123.01,-3.804,-2.097,-5.936,0.79,170.99,42.12,-4.258,-1.051,-6.25,8.5,201.9,20.92,-5.965,-0.86,-5.378,17.32,234.06,13.81,-6.26,-1.308,-6.21,23.54,286.31,-27.93,-9.585,0.183,-3.47,-15.92,278.94,-56.2,-4.649,-0.116,5.898,-25.97,383.09,-16.31,12.367,-0.812,46.171,-47.22,281.86,-16.58,-78.605,74.706,176.264,108.569,280.981,208.219
0609-1-01-441,Doppelsalto B,-0.843,0.44,47.505,34.64,355.33,-36.37,1.389,0.831,-3.594,12.26,175.0,-11.97,-4.213,1.224,1.543,7.98,23.47,-22.36,-12.072,-0.243,-17.305,-8.33,-98.9,1.75,-9.667,-0.489,-6.332,-21.46,93.39,-35.57,-23.53,-0.245,-1.594,-44.89,503.04,32.92,-34.211,-1.294,-1.483,-31.6,692.1,9.97,-36.338,-2.327,-1.034,-23.43,704.86,0.72,-34.244,-1.982,-4.66,-23.45,715.02,-5.78,-30.383,-0.16,-23.282,14.34,856.18,9.35,-35.828,-3.455,-30.33,24.95,834.63,-69.23,-28.513,3.596,-32.952,54.94,671.19,45.31,-24.835,-2.137,-17.441,121.89,627.4,-56.82,-12.086,2.163,-5.151,57.97,366.6,-73.53,-3.129,-0.638,-9.25,18.76,257.39,-30.56,-2.403,-1.204,-11.762,6.2,188.92,-19.24,-4.062,-1.163,-11.551,-4.23,144.68,-42.27,-9.555,0.016,-8.354,-21.0,205.13,-28.07,-8.336,-0.622,1.558,11.23,199.01,29.67,15.251,-1.731,40.563,21.11,230.33,-37.21,19.8,710.288,-35.235,59.191,734.351,73.162
0827-BK2-02-35,Salto C,7.585,2.385,52.922,37.48,164.34,-46.47,-0.438,0.692,2.105,15.65,37.79,-30.34,-3.609,0.048,-4.321,18.52,-36.54,7.67,-5.183,-0.544,-8.372,6.56,-25.33,-58.35,-0.993,0.126,-11.407,-3.44,190.73,-118.28,-13.162,-1.225,-18.007,-24.75,606.92,-90.29,-22.853,0.564,-14.05,-6.33,594.65,-44.05,-24.354,-0.057,-7.435,25.01,498.66,-34.25,-6.64,1.6,2.724,24.98,311.62,-24.54,-1.014,0.509,-2.031,26.79,175.81,-21.31,-0.864,0.483,-1.802,5.99,136.86,-16.4,-1.723,0.941,-2.416,7.62,125.94,-13.35,-0.78,-0.042,-2.805,10.82,99.4,-12.11,-1.571,0.614,-2.269,12.14,89.5,-11.63,-1.065,0.082,-2.494,12.23,90.95,-25.43,-0.919,0.31,-3.111,26.41,92.57,-35.78,-1.549,0.368,-3.196,19.45,82.7,-32.92,-4.451,0.973,-2.336,5.62,86.27,-12.6,-2.855,1.098,3.277,10.46,153.4,-22.66,17.259,1.429,46.502,28.08,175.77,-9.04,23.237,338.523,-59.407,31.349,356.185,61.815
0609-4-01-560,Barani C,19.621,-0.587,52.52,5.14,-54.85,42.22,-4.413,-0.942,5.594,12.56,-249.6,91.69,-10.06,0.76,1.944,-33.24,-421.29,-2.4,-13.461,2.215,-0.505,-19.69,-433.23,62.24,-18.051,1.03,-2.586,-7.85,-470.0,104.44,-13.265,0.425,-8.132,-6.47,-377.58,108.23,-6.316,-0.374,-7.888,-10.59,-158.99,189.59,-6.482,2.709,-7.406,33.99,-81.75,217.92,-8.0,1.387,-5.004,34.94,-14.81,223.66,-6.133,0.405,-6.56,24.24,-9.68,280.37,-3.917,-2.636,-4.414,-23.44,39.09,286.8,-3.269,-2.361,-5.878,-50.7,95.37,251.85,-2.835,-2.442,-3.455,-35.81,111.98,198.33,-2.555,-1.886,-3.511,-20.36,125.73,154.04,-2.13,-0.652,-2.815,-12.49,118.91,125.05,-2.281,-0.541,-3.865,-4.03,116.87,98.23,-3.244,-1.64,-4.847,-12.98,110.19,29.61,-7.116,0.174,-4.838,-29.99,157.71,83.5,-2.595,-3.52,4.899,35.46,173.69,32.04,20.361,-1.055,38.572,-15.91,223.17,4.83,-11.396,-85.534,219.314,40.528,311.509,228.335
20191003-1152-FRANKFURT_1-01-61,3/4 Salto rw A,1.48,-0.161,50.772,-24.83,158.17,18.01,-0.034,-0.945,8.083,-8.86,140.82,11.78,0.72,-0.367,-3.056,-15.29,85.96,3.27,-0.116,0.717,-0.345,-5.64,58.37,1.54,-0.357,-0.492,-4.738,-11.96,41.5,22.67,-1.689,-1.168,-5.197,-5.42,89.06,12.07,-2.806,-0.962,-5.132,-6.84,160.01,10.78,-4.179,-0.859,-4.202,-3.67,228.3,8.98,-3.801,-1.019,-2.262,-2.27,242.53,10.52,-1.664,0.057,-3.017,12.05,274.81,36.4,-1.67,-2.092,-3.573,13.97,271.72,5.64,-2.138,-0.376,-3.273,-12.83,239.31,-36.44,-1.002,-0.627,-4.092,-11.36,238.36,-19.16,0.269,-0.541,-4.68,-17.27,216.89,8.65,0.09,-0.385,-5.952,-16.06,203.07,13.23,-1.565,-0.215,-5.403,-13.41,190.1,25.51,-3.293,-0.028,-3.742,-1.73,200.96,21.63,-1.184,-0.828,-1.495,19.1,189.64,-4.77,2.657,-1.248,-3.411,11.77,202.69,-32.57,32.123,2.148,21.029,-19.7,140.26,-5.52,-12.384,308.759,2.235,23.718,315.487,35.836
0609-4-01-530,Barani C,16.99,5.067,52.87,68.65,-65.4,81.72,-0.756,-2.4,-0.204,11.71,-245.18,67.97,-11.77,2.614,4.062,-21.12,-401.29,41.81,-17.398,1.62,0.069,-6.47,-458.53,71.1,-15.692,-0.275,-7.267,1.01,-430.27,104.8,-8.173,-0.972,-7.883,-6.54,-308.21,120.7,-5.59,0.787,-9.06,12.57,-72.79,172.92,-7.203,0.251,-8.78,6.86,2.76,160.26,-7.044,2.669,-5.609,-41.7,-37.24,245.99,-4.812,-1.421,-4.43,-70.49,-65.83,293.83,-2.867,-1.94,-7.885,-106.95,-15.03,256.65,-3.371,-1.413,-5.989,-91.15,55.54,241.52,-3.029,-1.668,-4.321,-74.75,94.8,215.85,-2.37,-1.507,-4.625,-48.43,115.38,178.51,-2.442,-0.683,-3.61,-37.91,118.81,153.43,-2.703,-0.507,-4.07,-9.8,97.93,114.12,-3.74,-1.324,-4.03,10.84,86.53,92.62,-6.268,-1.113,-4.075,19.42,132.05,78.43,-4.23,-2.905,3.571,26.7,179.34,38.23,16.905,-2.361,39.406,-8.15,209.48,-19.32,-32.625,-91.132,235.65,66.587,288.339,244.429
20191003-1152-FRANKFURT_1-01-118,Fliffis C,9.452,-0.347,57.331,-7.41,-353.6,-6.57,-26.44,1.823,-9.426,-4.03,-648.07,20.76,-33.493,-1.402,-7.097,17.52,-734.07,18.46,-41.876,-1.416,-11.375,5.45,-775.28,14.9,-45.144,-1.835,-4.926,4.66,-718.44,13.69,-56.653,-2.172,-3.205,6.51,-632.29,-20.6,-57.276,-3.468,-15.573,43.62,-694.36,-36.79,-58.381,-8.785,-22.733,97.56,-764.25,-107.93,-45.997,-16.113,-24.24,245.7,-642.97,-149.82,-21.549,-14.887,-22.583,219.75,-391.17,-146.66,-9.405,-14.279,-18.341,134.72,-176.95,-217.37,-10.132,-14.378,-17.733,52.78,-78.73,-300.07,-5.047,-4.332,-16.062,125.89,8.64,-357.69,-3.619,1.15,-16.806,179.44,105.03,-295.33,-5.715,1.327,-13.913,169.43,150.79,-240.72,-7.791,1.465,-11.621,102.49,162.31,-198.46,-7.63,1.769,-12.544,41.07,177.24,-138.41,-6.332,0.18,-11.833,36.33,217.74,-104.16,-4.043,0.985,-5.911,-30.06,344.59,-84.43,7.245,-0.379,41.185,-28.68,226.79,-65.23,110.917,-403.102,-192.643,123.95,631.952,203.461
0609-4-01-538,Barani C,14.056,-2.428,58.502,-8.57,-52.16,-1.35,-0.751,-0.793,2.903,44.17,-209.24,-24.43,-10.479,2.055,3.106,51.78,-390.0,45.08,-18.504,-1.226,-0.946,29.93,-474.84,92.69,-16.594,-0.104,-6.417,-18.66,-458.51,90.38,-5.013,-1.147,-8.237,-40.71,-321.51,76.24,-5.37,1.773,-8.47,-1.45,-66.56,123.75,-7.705,3.088,-10.16,34.4,21.48,139.04,-8.145,2.124,-4.95,-9.43,-48.81,262.04,-3.06,-0.905,-6.294,-53.89,-118.55,297.07,-3.879,-2.092,-6.312,-74.99,-0.34,269.44,-3.087,-1.965,-6.13,-76.4,58.9,235.38,-2.838,-2.103,-4.912,-66.87,104.47,202.76,-2.624,-1.773,-3.839,-43.42,118.27,170.73,-2.21,-1.744,-2.9,-32.98,100.5,141.53,-2.319,-1.042,-3.604,-35.2,86.52,109.83,-3.031,-0.458,-3.916,-11.57,80.19,105.11,-4.85,-1.147,-4.206,36.91,104.16,111.62,2.001,-2.864,-1.585,24.57,177.95,11.77,19.598,0.259,36.15,-34.37,263.23,-97.61,-27.425,-85.287,205.066,67.016,301.031,240.374
20190930-1616-FRANKFURT_1-01-78,Fliffis C,4.187,3.103,59.584,10.6,-397.04,-9.13,-41.53,1.133,-10.299,16.19,-582.62,22.12,-33.017,-3.853,-12.274,17.18,-749.4,8.34,-31.645,-4.142,-11.624,25.5,-677.84,-34.27,-38.036,-3.328,-1.097,28.45,-561.66,43.0,-41.271,-0.332,-7.029,-3.49,-605.22,21.0,-41.509,1.026,-10.696,-6.07,-649.82,62.01,-33.976,2.268,-12.804,-42.91,-636.98,68.95,-11.304,1.11,-7.5,-43.86,-451.03,43.07,-12.951,3.532,-4.561,-37.61,-102.54,143.39,-15.39,12.971,-12.626,26.35,33.27,279.67,-9.646,5.098,-11.985,-107.8,-55.08,417.58,-7.655,-2.5,-17.267,-205.2,-11.19,305.68,-3.745,-4.596,-15.798,-173.24,120.22,284.76,-4.285,-6.572,-12.894,-125.45,174.97,226.69,-6.178,-5.646,-12.002,-80.55,186.44,148.74,-8.489,-3.577,-11.403,-63.54,243.4,126.07,-7.541,-3.663,-11.505,-45.18,298.84,41.66,-12.352,-1.567,-11.151,-57.25,362.61,14.88,-9.671,-2.381,37.456,47.62,318.84,-112.23,-76.943,-318.48,179.637,114.408,658.787,225.553
0609-1-01-166,Bauchsprung,4.368,0.236,50.565,6.92,17.84,-0.18,0.709,-0.702,5.17,-23.55,-29.18,-9.87,1.765,0.551,-0.621,-3.7,9.97,1.45,0.273,-0.376,0.284,3.15,9.47,13.3,0.147,-0.246,0.285,-6.15,-8.28,1.9,-0.235,0.352,1.242,2.11,-38.31,-18.77,-0.695,-0.21,0.429,-3.33,-77.54,-15.38,-0.871,-0.116,0.03,-8.83,-101.81,-3.73,-0.96,-0.588,0.048,-13.31,-108.25,-17.01,-1.134,-0.426,-0.331,-5.01,-122.94,-39.66,-1.467,0.352,-0.58,0.35,-111.2,-35.93,-0.972,0.326,-1.207,13.65,-84.28,-10.53,0.01,-0.01,-1.606,8.11,-62.92,20.23,1.044,-0.257,-0.951,13.22,-47.01,42.81,1.455,-0.734,-0.832,17.38,-42.26,43.64,0.231,-0.639,-0.826,6.47,-27.37,2.59,-1.426,-0.127,-0.946,-0.59,26.81,10.04,-3.072,-0.4,-1.895,-1.28,46.52,-12.35,5.968,-0.298,2.171,-4.16,242.19,24.06,36.481,-6.565,29.017,9.81,35.63,-62.57,1.302,-39.003,-7.196,19.22,120.725,47.372
0609-1-01-638,Bauchsprung,8.23,-0.546,52.069,25.52,63.83,-2.71,-0.333,-2.118,10.296,-7.91,-8.99,-24.65,2.617,1.944,-0.02,1.04,-65.25,3.25,-0.724,0.138,-0.304,1.27,-28.57,6.51,-0.243,-0.481,0.318,-1.05,-40.84,-3.97,-0.607,0.029,-0.436,-7.0,-66.54,2.85,-0.478,-0.172,0.262,0.4,-79.93,5.17,-0.453,-0.226,-0.262,0.21,-80.48,4.04,-0.663,-0.343,-0.278,-4.95,-81.03,-7.53,-0.303,-0.425,-0.597,-11.19,-62.08,-18.67,-0.584,0.145,0.193,0.45,-55.82,-17.36,-1.663,0.027,-0.388,14.54,-56.65,-7.53,-0.361,-0.499,-1.142,14.27,-77.37,-26.64,0.595,-0.058,-1.488,11.13,-57.67,7.39,1.615,-0.041,-0.307,7.43,-34.92,52.99,0.483,-1.17,-1.601,20.25,-46.22,37.11,-0.41,-0.901,-2.4,0.68,-30.15,-5.13,-0.698,-0.798,-2.065,-14.71,84.61,-16.11,4.676,2.138,1.096,-39.34,203.82,-2.29,41.589,-0.457,26.35,-1.02,95.63,-47.16,0.079,-35.261,-5.321,19.546,117.85,31.916
20191001-1202-FRANKFURT_2-01-113,3/4 Salto vw A,-20.641,-1.477,51.096,16.38,46.28,11.92,-1.282,-2.136,2.936,8.62,93.83,81.65,-0.363,-0.163,-2.779,10.25,100.25,25.96,1.67,-0.753,-2.985,22.2,19.7,27.14,-0.604,-0.832,-2.944,18.73,20.3,17.28,0.032,-0.364,-3.276,15.44,1.29,26.32,-0.417,-0.601,-1.547,21.16,26.49,14.21,-0.233,-0.527,-0.415,25.21,66.17,8.44,-0.548,-0.305,-0.223,32.58,131.65,-4.38,-0.58,-0.308,-0.53,34.28,194.76,-29.67,1.243,-0.567,0.845,29.99,240.06,-39.72,3.779,-0.969,0.966,34.84,289.6,-22.15,8.226,-0.736,-1.642,39.86,366.43,-28.45,9.834,-1.928,-4.707,29.81,386.02,-24.65,8.596,-1.01,-4.03,19.65,380.23,-0.54,7.65,-0.998,-3.94,10.74,342.27,15.73,6.239,-0.897,-4.295,6.8,306.92,29.53,5.716,-1.607,-3.156,10.65,285.3,29.9,12.345,-0.096,-3.337,21.03,263.67,-18.14,27.809,-1.597,30.261,37.61,46.3,-17.39,38.214,280.433,-0.487,39.003,315.295,42.677
0115-CHARI-05-158,Voll- ein 1 3/4 Salto vw C,10.873,4.817,52.727,51.86,-211.58,41.44,1.835,-1.139,-7.034,4.18,-244.63,64.72,-8.134,4.462,-6.332,-50.41,-83.55,93.64,-9.485,3.239,-3.489,-109.51,-210.35,95.63,-5.72,7.879,-11.013,-200.69,-319.61,196.38,-8.603,6.301,-15.214,-230.12,-224.6,326.27,-7.813,6.247,-16.67,-201.08,-61.57,394.6,-20.573,9.727,-15.223,24.28,81.24,625.18,-16.613,-3.842,-3.498,290.99,213.42,561.47,-13.844,-4.469,4.712,558.59,18.83,315.15,-19.519,-19.363,-6.041,561.96,-388.16,122.36,-32.118,-15.092,-19.178,406.17,-612.07,-83.68,-35.555,-8.895,-18.287,304.42,-641.97,-107.11,-31.429,-6.051,-13.423,219.38,-561.56,-40.29,-21.875,-3.48,-10.234,139.34,-449.42,40.33,-13.501,-2.682,-10.955,51.08,-282.64,25.68,-8.784,-3.46,-10.461,18.58,-171.04,11.13,-3.111,-0.086,-5.791,15.87,-168.87,12.67,-27.472,-0.024,11.081,7.28,-113.31,4.44,-50.359,-7.151,20.268,-3.32,-116.42,-41.19,178.917,-427.081,273.387,336.678,503.948,320.972
20190930-1616-FRANKFURT_1-01-182,Doppelsalto B,15.531,6.011,48.231,-16.07,300.71,30.96,-3.546,-3.454,-7.664,-74.65,192.76,15.01,-10.916,-1.106,-2.94,33.68,-19.64,-53.13,-14.87,0.44,-9.468,27.31,-121.2,11.1,-11.529,-1.689,-6.798,5.95,133.61,-7.29,-22.542,-1.74,-5.224,-23.69,436.48,-38.87,-32.069,-0.691,0.055,-9.39,581.65,-25.77,-37.096,-0.052,2.158,15.05,596.36,-22.81,-32.487,1.12,-0.658,21.38,635.03,0.86,-33.389,2.004,-7.033,46.75,649.34,-16.45,-34.188,-1.288,-17.963,77.19,768.81,-51.86,-43.745,2.8,-35.56,59.77,766.9,-29.29,-42.143,0.904,-21.665,55.47,681.27,-34.15,-21.886,0.436,-8.87,16.18,580.52,-30.36,-17.094,-0.222,-5.383,39.65,300.17,-41.2,-5.389,-0.096,-7.46,3.54,173.66,5.48,-5.604,-0.468,-9.631,6.47,199.47,9.8,-6.603,-1.378,-8.902,16.79,203.84,25.84,-1.822,1.128,-5.114,10.07,323.16,-48.54,11.411,0.326,44.986,46.55,358.99,-120.69,33.301,700.737,-26.808,59.638,734.282,70.091
20191001-1202-FRANKFURT_2-01-95,Salto C,-15.187,-5.242,50.578,8.27,-231.61,-21.11,-2.09,-0.505,6.949,-1.59,-98.99,7.45,8.017,0.45,-5.089,-40.44,37.12,2.18,10.066,-0.16,-13.515,-41.89,-2.0,57.5,2.234,1.206,-6.198,-4.86,-209.8,8.38,5.7,0.209,-9.963,-3.07,-535.57,0.61,8.776,-0.055,-15.854,-74.94,-594.32,-35.21,18.305,-3.532,-14.87,-75.25,-435.83,-44.7,13.546,-3.001,-14.709,-58.15,-458.93,-3.29,8.588,-3.048,0.698,-47.8,-425.35,-12.85,4.259,0.107,-3.187,-57.19,-248.44,-0.43,0.621,-1.389,-2.187,-30.8,-153.82,6.75,1.883,-1.703,-3.966,-38.73,-99.7,26.75,1.992,0.914,-3.089,-40.21,-58.77,25.48,2.014,-0.107,-4.655,-8.06,-41.38,-6.31,2.75,-0.875,-4.536,-9.65,-65.92,-26.3,2.784,-1.104,-4.29,-19.92,-102.7,-21.3,3.815,0.025,-1.696,-24.02,-157.44,-32.01,0.256,-1.17,3.108,-31.56,-200.0,-40.91,-22.174,-2.834,43.88,-4.82,-173.16,-50.19,-47.611,-346.518,-20.759,54.459,364.227,62.897
