SprungID,Sprungtyp,Acc_x_Fil_1,Acc_y_Fil_1,Acc_z_Fil_1,Gyro_x_Fil_1,Gyro_y_Fil_1,Gyro_z_Fil_1,Acc_x_Fil_2,Acc_y_Fil_2,Acc_z_Fil_2,Gyro_x_Fil_2,Gyro_y_Fil_2,Gyro_z_Fil_2,Acc_x_Fil_3,Acc_y_Fil_3,Acc_z_Fil_3,Gyro_x_Fil_3,Gyro_y_Fil_3,Gyro_z_Fil_3,Acc_x_Fil_4,Acc_y_Fil_4,Acc_z_Fil_4,Gyro_x_Fil_4,Gyro_y_Fil_4,Gyro_z_Fil_4,Acc_x_Fil_5,Acc_y_Fil_5,Acc_z_Fil_5,Gyro_x_Fil_5,Gyro_y_Fil_5,Gyro_z_Fil_5,Acc_x_Fil_6,Acc_y_Fil_6,Acc_z_Fil_6,Gyro_x_Fil_6,Gyro_y_Fil_6,Gyro_z_Fil_6,Acc_x_Fil_7,Acc_y_Fil_7,Acc_z_Fil_7,Gyro_x_Fil_7,Gyro_y_Fil_7,Gyro_z_Fil_7,Acc_x_Fil_8,Acc_y_Fil_8,Acc_z_Fil_8,Gyro_x_Fil_8,Gyro_y_Fil_8,Gyro_z_Fil_8,Acc_x_Fil_9,Acc_y_Fil_9,Acc_z_Fil_9,Gyro_x_Fil_9,Gyro_y_Fil_9,Gyro_z_Fil_9,Acc_x_Fil_10,Acc_y_Fil_10,Acc_z_Fil_10,Gyro_x_Fil_10,Gyro_y_Fil_10,Gyro_z_Fil_10,Acc_x_Fil_11,Acc_y_Fil_11,Acc_z_Fil_11,Gyro_x_Fil_11,Gyro_y_Fil_11,Gyro_z_Fil_11,Acc_x_Fil_12,Acc_y_Fil_12,Acc_z_Fil_12,Gyro_x_Fil_12,Gyro_y_Fil_12,Gyro_z_Fil_12,Acc_x_Fil_13,Acc_y_Fil_13,Acc_z_Fil_13,Gyro_x_Fil_13,Gyro_y_Fil_13,Gyro_z_Fil_13,Acc_x_Fil_14,Acc_y_Fil_14,Acc_z_Fil_14,Gyro_x_Fil_14,Gyro_y_Fil_14,Gyro_z_Fil_14,Acc_x_Fil_15,Acc_y_Fil_15,Acc_z_Fil_15,Gyro_x_Fil_15,Gyro_y_Fil_15,Gyro_z_Fil_15,Acc_x_Fil_16,Acc_y_Fil_16,Acc_z_Fil_16,Gyro_x_Fil_16,Gyro_y_Fil_16,Gyro_z_Fil_16,Acc_x_Fil_17,Acc_y_Fil_17,Acc_z_Fil_17,Gyro_x_Fil_17,Gyro_y_Fil_17,Gyro_z_Fil_17,Acc_x_Fil_18,Acc_y_Fil_18,Acc_z_Fil_18,Gyro_x_Fil_18,Gyro_y_Fil_18,Gyro_z_Fil_18,Acc_x_Fil_19,Acc_y_Fil_19,Acc_z_Fil_19,Gyro_x_Fil_19,Gyro_y_Fil_19,Gyro_z_Fil_19,Acc_x_Fil_20,Acc_y_Fil_20,Acc_z_Fil_20,Gyro_x_Fil_20,Gyro_y_Fil_20,Gyro_z_Fil_20,Acc_x_Fil_21,Acc_y_Fil_21,Acc_z_Fil_21,Gyro_x_Fil_21,Gyro_y_Fil_21,Gyro_z_Fil_21,Acc_x_Fil_22,Acc_y_Fil_22,Acc_z_Fil_22,Gyro_x_Fil_22,Gyro_y_Fil_22,Gyro_z_Fil_22,Acc_x_Fil_23,Acc_y_Fil_23,Acc_z_Fil_23,Gyro_x_Fil_23,Gyro_y_Fil_23,Gyro_z_Fil_23,Acc_x_Fil_24,Acc_y_Fil_24,Acc_z_Fil_24,Gyro_x_Fil_24,Gyro_y_Fil_24,Gyro_z_Fil_24,Acc_x_Fil_25,Acc_y_Fil_25,Acc_z_Fil_25,Gyro_x_Fil_25,Gyro_y_Fil_25,Gyro_z_Fil_25,Acc_x_Fil_26,Acc_y_Fil_26,Acc_z_Fil_26,Gyro_x_Fil_26,Gyro_y_Fil_26,Gyro_z_Fil_26,Acc_x_Fil_27,Acc_y_Fil_27,Acc_z_Fil_27,Gyro_x_Fil_27,Gyro_y_Fil_27,Gyro_z_Fil_27,Acc_x_Fil_28,Acc_y_Fil_28,Acc_z_Fil_28,Gyro_x_Fil_28,Gyro_y_Fil_28,Gyro_z_Fil_28,Acc_x_Fil_29,Acc_y_Fil_29,Acc_z_Fil_29,Gyro_x_Fil_29,Gyro_y_Fil_29,Gyro_z_Fil_29,Acc_x_Fil_30,Acc_y_Fil_30,Acc_z_Fil_30,Gyro_x_Fil_30,Gyro_y_Fil_30,Gyro_z_Fil_30,Acc_x_Fil_31,Acc_y_Fil_31,Acc_z_Fil_31,Gyro_x_Fil_31,Gyro_y_Fil_31,Gyro_z_Fil_31,Acc_x_Fil_32,Acc_y_Fil_32,Acc_z_Fil_32,Gyro_x_Fil_32,Gyro_y_Fil_32,Gyro_z_Fil_32,Acc_x_Fil_33,Acc_y_Fil_33,Acc_z_Fil_33,Gyro_x_Fil_33,Gyro_y_Fil_33,Gyro_z_Fil_33,Acc_x_Fil_34,Acc_y_Fil_34,Acc_z_Fil_34,Gyro_x_Fil_34,Gyro_y_Fil_34,Gyro_z_Fil_34,Acc_x_Fil_35,Acc_y_Fil_35,Acc_z_Fil_35,Gyro_x_Fil_35,Gyro_y_Fil_35,Gyro_z_Fil_35,Acc_x_Fil_36,Acc_y_Fil_36,Acc_z_Fil_36,Gyro_x_Fil_36,Gyro_y_Fil_36,Gyro_z_Fil_36,Acc_x_Fil_37,Acc_y_Fil_37,Acc_z_Fil_37,Gyro_x_Fil_37,Gyro_y_Fil_37,Gyro_z_Fil_37,Acc_x_Fil_38,Acc_y_Fil_38,Acc_z_Fil_38,Gyro_x_Fil_38,Gyro_y_Fil_38,Gyro_z_Fil_38,Acc_x_Fil_39,Acc_y_Fil_39,Acc_z_Fil_39,Gyro_x_Fil_39,Gyro_y_Fil_39,Gyro_z_Fil_39,Acc_x_Fil_40,Acc_y_Fil_40,Acc_z_Fil_40,Gyro_x_Fil_40,Gyro_y_Fil_40,Gyro_z_Fil_40,Acc_x_Fil_41,Acc_y_Fil_41,Acc_z_Fil_41,Gyro_x_Fil_41,Gyro_y_Fil_41,Gyro_z_Fil_41,Acc_x_Fil_42,Acc_y_Fil_42,Acc_z_Fil_42,Gyro_x_Fil_42,Gyro_y_Fil_42,Gyro_z_Fil_42,Acc_x_Fil_43,Acc_y_Fil_43,Acc_z_Fil_43,Gyro_x_Fil_43,Gyro_y_Fil_43,Gyro_z_Fil_43,Acc_x_Fil_44,Acc_y_Fil_44,Acc_z_Fil_44,Gyro_x_Fil_44,Gyro_y_Fil_44,Gyro_z_Fil_44,Acc_x_Fil_45,Acc_y_Fil_45,Acc_z_Fil_45,Gyro_x_Fil_45,Gyro_y_Fil_45,Gyro_z_Fil_45,Acc_x_Fil_46,Acc_y_Fil_46,Acc_z_Fil_46,Gyro_x_Fil_46,Gyro_y_Fil_46,Gyro_z_Fil_46,Acc_x_Fil_47,Acc_y_Fil_47,Acc_z_Fil_47,Gyro_x_Fil_47,Gyro_y_Fil_47,Gyro_z_Fil_47,Acc_x_Fil_48,Acc_y_Fil_48,Acc_z_Fil_48,Gyro_x_Fil_48,Gyro_y_Fil_48,Gyro_z_Fil_48,Acc_x_Fil_49,Acc_y_Fil_49,Acc_z_Fil_49,Gyro_x_Fil_49,Gyro_y_Fil_49,Gyro_z_Fil_49,Acc_x_Fil_50,Acc_y_Fil_50,Acc_z_Fil_50,Gyro_x_Fil_50,Gyro_y_Fil_50,Gyro_z_Fil_50
20191008-1207-FRANKFURT_2-01-364,Salto A,17.535,29.894,81.877,60.49,180.03,-94.26,10.87,26.366,61.365,34.81,258.57,-93.18,4.619,17.194,38.236,19.64,317.62,-73.04,0.656,8.116,18.075,8.89,326.11,-12.16,-2.015,1.859,4.863,6.81,277.31,47.62,-4.916,-1.816,-6.621,13.6,209.36,16.16,-2.33,-2.471,-12.844,53.69,179.2,-92.06,-1.117,-1.274,-0.724,71.41,167.56,-74.79,-0.588,-1.577,1.588,32.4,130.61,-68.55,2.808,-2.85,-3.107,0.44,104.74,-74.83,4.696,-4.654,-8.191,-10.5,105.33,-63.97,2.245,-4.148,-9.453,-0.86,128.31,-63.3,-0.663,-1.77,-8.378,2.52,152.82,-43.87,-1.675,-1.003,-8.129,8.53,162.12,-45.21,-1.787,-1.335,-8.869,18.57,178.62,-45.09,-2.58,-1.912,-8.75,24.61,203.32,-44.25,-3.131,-2.44,-7.976,17.48,212.66,-53.31,-2.619,-1.45,-7.624,9.85,215.98,-63.36,-2.53,-0.879,-7.574,13.3,213.86,-69.38,-3.196,-1.039,-7.005,21.06,218.52,-63.97,-2.929,-0.859,-6.815,29.71,218.16,-59.87,-2.712,-1.112,-6.924,37.08,217.72,-50.62,-2.837,-1.587,-6.714,41.84,215.31,-53.37,-3.6,-1.495,-7.047,38.76,209.07,-53.37,-3.984,-1.355,-7.303,28.03,213.8,-56.48,-3.634,-1.118,-6.31,21.4,211.94,-59.79,-3.206,-1.676,-5.78,20.97,204.28,-48.6,-3.243,-1.797,-5.901,18.82,196.33,-44.23,-3.007,-1.729,-6.027,17.36,185.73,-34.36,-3.008,-1.959,-6.125,18.09,179.68,-24.56,-3.399,-1.992,-6.375,20.66,175.05,-20.25,-3.757,-2.261,-6.845,22.12,172.51,-24.14,-4.4,-1.789,-6.972,21.54,172.07,-31.84,-4.763,-1.136,-6.569,20.45,170.66,-34.08,-5.017,-0.936,-6.551,18.22,168.65,-28.05,-5.472,-1.23,-6.686,14.26,171.71,-21.04,-5.593,-1.336,-6.182,11.38,173.08,-17.8,-5.941,-1.468,-6.394,11.61,168.51,-19.58,-6.252,-1.656,-6.855,13.23,169.1,-28.47,-7.001,-2.072,-6.51,15.16,169.64,-41.3,-7.817,-1.823,-6.698,18.99,173.89,-48.8,-8.929,-1.51,-6.953,23.42,196.74,-57.28,-9.12,-0.883,-5.91,28.31,241.41,-53.45,-7.021,-0.572,-2.605,35.56,288.1,-42.88,-3.849,-0.229,0.449,39.53,333.46,-33.95,-3.238,0.927,1.758,52.75,389.44,-36.37,-4.523,1.081,5.546,75.72,448.28,-66.49,-0.091,4.078,20.193,104.27,436.87,-126.1,12.9,8.5,46.334,104.19,334.41,-192.48,23.301,21.876,76.279,111.05,196.2,-107.41
20191003-1152-FRANKFURT_1-01-104,Schraubensalto A,14.49,5.687,78.219,-23.59,185.8,-14.48,7.498,0.709,64.532,-23.46,224.86,-36.97,1.611,-2.734,43.246,-43.57,258.94,-55.02,-2.525,-2.695,23.983,-59.45,277.98,-62.01,-1.719,-3.777,10.292,-72.71,267.08,-104.31,-0.292,-6.771,-2.832,-108.99,241.32,-119.78,-2.929,-6.269,-7.748,-141.38,232.41,-136.1,-3.515,-3.962,-0.638,-153.61,214.39,-166.51,-3.231,-2.929,-0.819,-156.02,185.36,-197.26,-3.123,-3.19,-1.022,-151.9,155.32,-250.88,-3.421,-1.41,-0.153,-156.07,111.1,-291.21,-4.337,-0.005,-0.667,-158.82,72.48,-318.1,-5.711,-0.513,-1.136,-174.97,48.98,-331.45,-7.424,-1.658,0.326,-198.89,23.14,-348.92,-9.283,-1.467,1.692,-222.16,-9.53,-372.49,-11.81,-1.377,1.213,-231.04,-64.05,-416.92,-13.283,0.03,0.714,-222.33,-103.15,-427.84,-13.938,2.29,-0.946,-197.07,-138.34,-429.68,-13.54,4.178,-2.452,-163.63,-152.01,-424.08,-12.757,5.21,-6.391,-112.56,-143.28,-441.25,-10.778,4.221,-8.681,-40.9,-130.36,-458.94,-8.834,3.318,-10.36,33.43,-124.9,-476.91,-7.185,2.172,-11.595,100.57,-118.55,-486.04,-6.531,0.668,-11.349,140.24,-102.84,-476.13,-6.426,0.695,-11.672,160.48,-70.02,-466.06,-6.886,2.436,-12.399,162.06,-22.83,-460.78,-6.717,3.684,-11.988,158.45,45.77,-442.71,-5.584,4.572,-11.002,149.79,104.62,-411.07,-4.745,4.416,-9.739,133.4,150.94,-364.73,-3.345,4.423,-8.682,118.95,179.24,-320.93,-3.133,4.073,-8.225,105.15,187.93,-266.1,-2.906,3.481,-8.07,94.96,185.4,-224.16,-2.659,2.482,-8.132,82.0,165.19,-207.18,-3.588,0.773,-8.106,55.19,162.22,-175.51,-4.081,-0.415,-6.944,38.57,163.8,-153.11,-2.537,-0.351,-7.649,30.72,166.22,-130.38,-3.041,0.296,-9.326,22.42,181.23,-75.09,-6.652,0.615,-8.87,25.85,219.15,-30.81,-6.241,0.038,-8.515,38.3,243.16,4.16,-6.458,-1.444,-9.016,36.67,247.11,-1.47,-7.947,-1.144,-6.45,18.85,258.08,-9.07,-7.829,-0.295,-4.953,6.1,254.52,-26.11,-8.185,-0.222,-4.94,1.46,253.81,-55.77,-9.187,-0.691,-2.237,-25.74,249.72,-88.58,-7.239,0.782,0.786,-58.88,251.52,-77.45,-3.197,1.197,0.195,-72.04,268.08,-22.53,1.12,1.555,8.658,-43.19,272.5,4.18,2.717,2.291,29.853,-22.45,233.44,19.85,9.405,2.936,52.761,-24.25,161.73,48.37,17.493,9.241,74.98,-11.23,86.05,54.52
20191007-1534-FRANKFURT_2-01-104,Schraubensalto A,12.488,14.926,79.942,2.17,219.07,-4.76,4.546,13.604,64.249,-5.54,263.96,1.35,1.9,8.915,43.067,0.69,300.79,9.3,-1.568,4.324,21.628,15.87,299.56,5.94,-2.29,1.655,5.216,36.78,264.95,-12.96,-0.69,-0.284,-5.201,63.03,250.71,25.99,-2.138,3.18,-4.898,85.45,257.88,87.62,-2.617,1.713,-1.186,122.06,228.25,127.48,-3.145,0.903,-2.886,157.03,198.01,184.34,-3.862,2.175,-3.058,185.27,159.94,237.48,-4.805,0.285,-2.266,194.37,120.94,281.09,-4.668,-2.637,-2.715,190.05,77.82,316.36,-5.377,-2.844,-3.326,206.32,54.68,326.86,-6.63,-3.085,-1.582,228.6,33.97,325.68,-7.088,-3.285,-0.055,251.12,3.33,330.52,-7.118,-2.537,-0.503,270.58,-31.3,340.94,-7.608,-2.745,-0.921,281.38,-66.75,352.57,-7.905,-2.442,-1.09,277.81,-101.0,366.06,-8.672,-1.938,-2.354,257.98,-124.41,391.76,-9.976,-1.668,-2.841,209.82,-145.93,421.38,-10.921,-2.038,-3.4,151.59,-167.91,446.7,-10.906,-2.329,-6.68,84.92,-169.19,461.73,-10.036,-2.085,-9.449,22.88,-145.41,466.4,-8.983,-2.962,-11.227,-33.68,-103.1,465.97,-7.933,-3.035,-11.651,-83.21,-57.17,461.54,-6.88,-3.045,-11.514,-120.11,-22.96,450.2,-6.453,-3.208,-11.515,-141.44,9.71,433.28,-6.17,-3.533,-11.163,-153.65,44.31,409.32,-6.206,-3.311,-10.146,-153.57,74.1,385.02,-6.213,-3.573,-10.002,-141.66,97.78,359.21,-5.754,-4.508,-9.832,-122.77,117.94,326.24,-5.358,-4.575,-8.714,-103.48,132.49,290.27,-5.237,-3.852,-8.254,-80.34,144.28,261.01,-5.407,-3.831,-7.801,-54.95,151.43,232.68,-5.437,-3.501,-6.919,-31.03,154.98,204.21,-5.397,-2.827,-6.096,-8.22,157.03,184.74,-5.83,-2.326,-6.099,13.31,162.9,159.15,-5.761,-2.581,-4.551,27.96,160.75,134.9,-5.32,-2.376,-5.072,39.64,161.22,103.78,-4.364,-1.944,-6.507,36.38,179.24,63.23,-4.207,-2.11,-6.77,24.46,192.4,40.68,-6.542,-1.717,-6.053,18.89,214.51,30.16,-7.965,-0.388,-3.767,27.57,236.75,30.58,-8.76,-0.643,-1.061,47.69,254.95,32.24,-8.348,-2.512,2.511,60.64,269.42,8.43,-4.311,-4.335,6.426,57.57,284.13,-20.13,1.505,-2.314,13.416,68.69,303.25,-18.68,8.163,3.103,28.684,83.77,293.17,-58.92,15.825,9.224,54.266,71.14,254.39,-34.67,23.487,13.188,77.158,82.98,113.2,0.29
0609-4-01-600,Barani C,24.67,5.247,84.301,32.82,-7.16,72.38,14.167,1.973,63.426,20.6,-107.54,77.21,6.5,-0.281,37.293,-6.9,-212.97,64.22,-0.307,-2.526,16.567,-27.03,-286.74,23.21,-4.527,-4.685,-0.889,-27.09,-297.99,8.29,-6.228,0.496,-8.432,-61.42,-301.4,92.69,-8.336,5.011,-2.377,-44.41,-360.16,42.61,-13.171,0.629,2.164,-26.1,-369.45,35.78,-16.159,1.153,1.509,-29.61,-405.09,45.31,-17.136,3.053,-0.209,-27.54,-425.12,57.79,-16.577,2.923,-2.369,-28.15,-418.78,75.14,-14.269,1.832,-4.789,-29.26,-405.18,94.81,-11.914,0.035,-6.958,-29.14,-372.19,106.01,-9.762,-0.693,-7.601,-34.69,-321.59,119.01,-8.67,-0.788,-8.236,-33.62,-256.45,133.27,-8.264,0.379,-9.108,-17.96,-194.73,151.22,-7.837,2.857,-9.566,7.71,-131.73,165.88,-8.006,4.15,-8.889,27.54,-85.58,170.11,-8.731,3.122,-9.105,27.08,-55.09,186.6,-9.398,2.797,-9.453,14.63,-42.97,233.74,-8.41,2.116,-6.046,6.82,-47.45,276.99,-6.085,-0.675,-2.195,-10.33,-76.27,300.41,-4.432,-1.289,-4.126,-28.74,-99.43,316.36,-4.254,-0.21,-7.929,-34.48,-75.86,318.59,-5.024,-0.004,-9.004,-28.78,-17.65,319.26,-5.531,-0.794,-7.667,-33.18,30.97,311.43,-5.518,-1.202,-6.303,-46.87,60.2,298.26,-5.07,-0.85,-5.619,-51.81,76.45,279.44,-4.709,-1.061,-5.812,-47.67,88.68,260.87,-4.441,-1.142,-5.634,-45.61,103.59,241.89,-4.413,-1.06,-5.871,-40.0,117.53,227.81,-4.435,-1.148,-5.802,-31.08,128.11,213.19,-4.337,-1.255,-5.826,-18.95,139.26,195.61,-4.417,-1.523,-5.625,-6.57,148.55,175.95,-4.463,-1.705,-5.103,2.88,154.94,156.33,-4.549,-1.753,-4.827,7.96,155.65,136.08,-4.785,-1.794,-4.419,10.47,151.61,112.61,-4.877,-1.754,-3.858,10.45,145.23,90.43,-5.131,-1.404,-3.476,9.14,142.58,76.52,-5.566,-0.717,-3.045,9.45,144.37,74.53,-5.654,-0.661,-2.184,15.41,147.58,70.86,-5.65,-0.826,-1.51,22.93,149.42,63.74,-5.834,-0.801,-1.116,26.35,159.61,60.64,-5.53,-0.932,-0.649,28.55,173.51,65.84,-4.015,-1.469,0.734,36.37,181.1,62.14,-0.625,-2.063,2.623,44.4,185.2,44.93,5.033,-2.566,7.718,38.34,190.76,3.46,11.417,-3.178,22.493,33.41,206.4,-27.09,20.666,-4.045,53.702,12.35,173.34,-34.25,35.303,-1.402,72.938,-8.49,63.88,-26.32
0827-BK2-01-10,Salto C,30.589,-8.673,91.138,-31.95,88.94,8.8,21.263,-6.74,62.27,-41.49,120.43,15.82,13.155,-2.844,32.786,-23.46,116.76,48.64,6.574,-0.137,10.852,10.48,62.05,68.13,-0.122,0.103,-4.356,30.94,1.83,45.25,-4.89,-0.031,-5.847,22.41,-14.3,-0.06,-8.099,0.667,-4.409,9.11,-51.14,-33.14,-9.925,3.401,-7.477,2.07,-69.66,-34.15,-8.444,2.892,-7.7,11.0,-48.21,-40.2,-3.818,2.016,-7.263,22.15,32.79,-12.88,1.525,1.081,-9.661,42.05,202.67,-4.23,-0.967,0.999,-10.423,41.04,425.72,-6.84,-7.696,1.458,-10.47,39.38,548.28,-13.86,-12.997,2.339,-7.605,41.35,549.63,-24.49,-15.695,1.614,-6.716,35.85,499.24,-30.96,-15.997,1.594,-8.306,20.46,489.26,-23.28,-15.906,0.744,-10.147,-9.43,492.6,-3.44,-17.153,1.49,-13.886,-25.21,488.12,21.29,-17.981,0.192,-6.319,-34.89,446.1,21.47,-7.541,0.52,16.002,-21.79,260.56,18.32,-0.293,0.999,-2.282,-2.13,161.0,-32.37,-1.63,0.458,-2.241,-31.79,171.82,1.43,-0.02,1.121,-0.639,-29.03,138.1,2.25,-0.189,1.484,-3.01,-14.03,124.86,7.34,-0.249,0.896,-3.499,-16.81,125.77,10.9,-0.612,0.372,-2.933,-18.57,123.44,-7.83,-1.429,0.542,-2.687,-14.13,125.96,-23.32,-1.802,0.861,-1.745,-10.32,120.91,-20.08,-1.189,1.366,-2.567,-5.68,111.26,-19.45,-1.228,1.425,-1.48,-1.11,96.34,-7.8,-1.466,0.609,-1.696,0.82,79.34,-2.5,-1.754,0.343,-2.076,1.98,72.17,-6.74,-2.153,0.642,-1.541,1.05,66.05,-9.59,-2.529,0.002,-0.782,-0.99,53.48,-13.44,-1.89,1.003,-1.425,3.23,38.16,-6.07,-1.382,1.132,-2.706,18.58,46.67,6.29,-0.84,0.349,-2.648,23.8,49.07,8.34,-0.909,0.449,-2.857,14.43,53.64,13.33,-1.426,0.69,-2.574,4.71,70.54,12.88,-1.296,0.864,-2.581,-1.06,81.34,9.43,-1.65,1.165,-3.21,-5.61,103.89,2.85,-2.374,1.155,-3.275,-13.58,132.78,1.78,-3.52,0.937,-3.344,-18.02,150.93,1.83,-4.151,0.818,-3.374,-20.93,163.5,1.62,-5.501,0.741,-1.892,-10.69,179.79,4.11,-5.012,-0.28,0.195,3.56,195.23,-1.51,-1.938,-1.504,3.025,1.42,229.47,-15.29,4.362,-1.981,20.723,1.69,257.46,-14.25,19.577,0.159,59.326,-6.09,189.69,12.09,36.618,0.719,89.829,12.36,94.4,19.01
20191007-1159-FRANKFURT_1-01-229,Barani A,25.948,-7.462,87.137,0.41,-53.53,-18.64,18.913,-6.029,71.181,19.26,-129.78,-52.59,5.842,-3.176,44.176,32.81,-199.09,-44.5,-4.078,0.437,23.614,40.84,-284.48,-3.29,-9.004,2.858,2.045,45.38,-333.15,35.87,-6.721,1.25,-4.471,33.24,-330.75,75.2,-5.562,0.372,-2.585,11.68,-287.13,94.77,-7.629,1.681,-5.338,7.03,-208.06,118.13,-8.208,2.688,-5.713,1.24,-141.99,125.22,-8.001,1.473,-5.065,-13.02,-133.94,117.12,-7.859,0.718,-6.96,-29.12,-111.88,112.0,-6.336,1.038,-6.452,-53.52,-112.75,129.04,-5.018,2.272,-6.872,-71.59,-135.1,158.1,-4.378,2.129,-7.735,-80.41,-143.18,177.79,-4.218,1.283,-6.937,-105.68,-160.14,207.92,-4.578,2.296,-8.108,-123.01,-174.47,229.07,-4.35,1.655,-9.688,-137.84,-171.08,235.11,-4.182,0.302,-10.375,-150.62,-148.38,251.63,-3.204,0.732,-12.378,-145.89,-101.25,281.3,-2.423,0.766,-12.02,-130.32,-66.91,310.28,-3.655,-0.058,-10.088,-110.49,-33.4,339.09,-4.784,-0.565,-8.712,-91.71,11.4,373.66,-4.699,-2.701,-9.077,-72.94,48.09,384.21,-4.956,-4.039,-8.625,-67.28,86.73,384.16,-4.405,-4.601,-8.426,-59.88,118.26,363.81,-4.116,-6.124,-7.984,-54.15,137.44,314.07,-3.955,-5.506,-6.909,-49.36,156.83,269.99,-2.875,-4.759,-6.83,-40.33,177.26,222.4,-2.863,-4.336,-6.992,-33.85,175.61,172.81,-3.479,-3.306,-6.531,-27.55,181.98,140.68,-3.429,-2.889,-6.637,-14.46,181.9,111.94,-4.058,-2.816,-7.16,-7.69,174.94,82.06,-5.343,-2.038,-6.791,-0.87,175.42,54.52,-5.937,-1.556,-6.573,5.61,183.75,33.02,-6.858,-1.846,-6.481,7.45,198.28,13.57,-7.593,-0.995,-6.373,6.17,212.37,6.99,-7.938,-0.191,-5.605,10.3,217.37,1.74,-8.695,-0.424,-4.808,11.49,230.33,-3.45,-9.175,-0.978,-5.036,8.88,248.7,-11.26,-8.458,-0.381,-3.232,1.19,255.59,-15.27,-8.095,0.257,-2.16,-1.03,265.09,-22.3,-7.418,-0.326,-1.416,5.44,281.81,-25.87,-6.851,-0.795,0.237,17.27,297.51,-35.48,-5.176,-0.61,1.547,23.39,309.46,-38.09,-1.74,-0.959,2.972,26.89,330.99,-41.23,0.916,-3.294,4.479,10.57,371.37,-41.68,4.931,-0.196,11.728,-30.39,372.07,-35.66,10.458,4.021,33.264,-62.94,254.96,16.77,22.052,0.079,64.744,-63.78,126.96,27.12,29.979,-5.04,80.603,-82.37,49.9,-3.13
20191008-1207-FRANKFURT_2-01-141,Salto B,-2.24,8.195,88.359,8.11,171.71,-65.18,-2.634,8.194,62.034,12.66,218.03,-65.37,-1.915,6.351,35.072,30.31,194.94,-31.21,-3.153,3.103,16.276,39.74,118.28,-5.84,-2.956,-1.382,3.207,22.12,32.49,-10.41,-2.845,-5.115,-6.713,7.28,-75.87,19.14,-2.934,-3.287,-1.886,6.43,-39.58,-20.08,-2.997,3.277,1.138,-13.03,-109.04,0.43,-6.251,-0.721,-6.471,-25.31,-210.87,3.95,-9.457,-2.801,-8.887,-15.84,-245.37,5.43,-13.282,-1.666,-9.295,-18.28,-180.92,49.54,-11.295,-1.303,-5.763,-32.21,-110.37,21.97,-7.73,-0.466,-2.724,-35.91,-54.72,3.46,-0.726,-0.38,-2.477,-18.59,16.67,-44.87,10.107,0.183,-1.688,5.45,121.06,-48.06,10.776,-0.798,-7.048,2.81,239.83,-33.81,4.46,-0.796,-14.519,3.88,361.49,-37.46,-3.533,-0.96,-18.511,9.64,512.26,-30.27,-11.772,-1.47,-21.723,23.61,622.79,-21.14,-15.999,-0.721,-22.034,34.78,675.2,-10.18,-20.555,-0.152,-22.081,51.02,681.35,-4.3,-25.22,-0.425,-23.372,66.45,671.4,-12.69,-28.858,0.229,-22.999,74.88,650.34,-36.21,-30.934,0.681,-23.351,71.35,629.64,-45.02,-30.697,2.781,-16.244,72.22,605.36,-53.9,-22.838,0.532,-7.141,54.44,547.01,-77.39,-16.644,0.365,0.052,38.47,463.91,-69.07,-11.242,0.878,7.972,37.23,359.4,-47.17,-6.341,0.834,4.956,34.89,259.28,-13.5,-3.521,0.791,1.307,32.38,193.81,-0.88,-1.647,-0.722,0.071,21.07,137.8,-3.86,0.12,-1.452,-3.537,7.32,108.9,-9.52,0.047,-1.279,-6.694,-7.34,123.82,-14.83,0.365,-1.212,-4.002,-13.85,131.96,-23.84,-0.66,-1.012,-3.032,-10.2,98.75,-16.62,-1.045,-0.668,-3.687,-0.21,86.75,-8.29,-1.788,-0.924,-3.989,9.02,81.01,-6.45,-1.725,-0.782,-3.472,16.67,76.52,-12.68,-2.159,-1.384,-4.129,14.64,67.06,-18.59,-2.133,-2.268,-4.543,7.29,59.16,-22.4,-2.74,-0.948,-5.411,4.64,48.77,-17.46,-3.938,-0.153,-5.898,15.54,51.55,-12.25,-5.333,-0.604,-5.324,9.15,93.73,-2.19,-5.234,0.397,-2.36,1.44,150.42,-3.36,-1.087,1.07,1.39,9.8,159.06,-4.39,4.181,0.577,4.636,15.64,186.37,-18.13,3.977,-1.328,6.189,12.7,310.79,-16.17,4.146,0.437,17.368,10.05,377.57,-15.73,12.755,7.122,51.109,11.27,309.87,23.01,22.317,7.519,85.136,63.55,157.58,53.3
