SprungID,Sprungtyp,Acc_x_Fil_avg_1,Acc_y_Fil_avg_1,Acc_z_Fil_avg_1,Gyro_x_Fil_avg_1,Gyro_y_Fil_avg_1,Gyro_z_Fil_avg_1,Acc_x_Fil_avg_2,Acc_y_Fil_avg_2,Acc_z_Fil_avg_2,Gyro_x_Fil_avg_2,Gyro_y_Fil_avg_2,Gyro_z_Fil_avg_2,Acc_x_Fil_avg_3,Acc_y_Fil_avg_3,Acc_z_Fil_avg_3,Gyro_x_Fil_avg_3,Gyro_y_Fil_avg_3,Gyro_z_Fil_avg_3,Acc_x_Fil_avg_4,Acc_y_Fil_avg_4,Acc_z_Fil_avg_4,Gyro_x_Fil_avg_4,Gyro_y_Fil_avg_4,Gyro_z_Fil_avg_4
0609-1-01-779,Von Bauch in Stand,16.03,1.049,14.774,-14.849,-38.843,-8.721,-0.08,-0.255,-0.457,3.678,-8.361,6.547,0.29,-0.225,-0.8,12.243,34.771,-11.925,6.814,-0.491,14.733,-15.169,98.601,22.36
20191008-1207-FRANKFURT_2-01-173,Salto A,-1.198,2.311,14.643,20.682,133.627,-38.96,-3.953,-0.924,-7.333,36.319,227.683,-8.815,-3.471,-0.894,-5.938,41.182,201.624,-27.293,-1.996,1.29,14.067,36.956,251.998,-31.708
0609-4-01-462,Salto C,8.937,0.057,12.793,-1.75,164.501,12.531,-4.889,-0.408,-4.513,-1.374,215.927,0.746,-4.929,-0.334,-3.706,10.652,207.887,17.224,6.804,-0.453,11.719,18.394,202.967,-10.955
20191008-1207-FRANKFURT_2-01-339,Doppelsalto C,-3.463,3.324,7.707,0.08,169.557,-29.573,-37.681,4.805,-19.124,120.848,670.52,-46.967,-30.18,5.073,-19.415,182.563,573.563,-106.734,1.722,3.563,13.455,75.162,238.355,-74.607
20191008-1207-FRANKFURT_2-01-253,Fliffis B,-20.471,2.239,10.605,-39.652,-600.027,73.831,-35.647,3.38,-8.102,-42.631,-627.559,73.645,-12.524,1.965,-11.228,5.264,-8.712,373.604,-9.195,0.142,12.73,53.626,367.242,62.704
20191007-1524-FRANKFURT_1-01-181,Fliffis B,-18.617,6.686,7.079,-153.479,-575.089,64.879,-35.466,7.271,-12.869,-130.148,-622.165,75.99,-12.969,4.283,-13.325,-51.482,-113.187,351.087,-6.486,-0.041,7.588,61.255,331.704,94.162
0609-4-01-612,Barani C,-1.493,1.751,17.821,17.833,-318.213,68.051,-8.443,0.553,-7.244,6.488,-126.561,212.543,-4.556,-1.427,-5.741,-39.067,97.308,222.518,2.763,-0.742,15.02,-3.159,162.404,50.343
0609-1-01-208,Von Bauch in Stand,17.395,-0.09,12.339,15.697,-10.478,8.915,-0.279,-0.382,-0.248,-0.762,9.443,2.92,0.445,-0.062,-0.245,6.398,11.518,-4.808,8.69,-0.157,13.076,-14.263,58.396,-3.218
20191008-1207-FRANKFURT_2-01-171,Salto C,-4.056,1.152,16.179,-0.712,-15.934,-3.095,-12.795,0.451,-14.65,45.433,475.726,-25.654,-2.7,-0.694,-2.357,21.096,177.591,-31.404,1.672,0.632,17.73,-0.083,157.319,-9.523
0609-4-01-282,Fliffis C,-16.065,0.27,13.213,-6.544,-447.571,26.815,-30.853,2.39,-22.044,-47.614,-441.049,175.174,-7.354,-1.813,-13.4,-135.912,129.331,272.105,-0.552,-0.822,11.425,0.516,228.763,47.126
20191008-1207-FRANKFURT_2-01-311,Schraubensalto A,1.566,6.332,16.721,118.216,208.65,115.142,-7.162,-3.618,-5.639,86.44,-72.571,347.813,-5.007,-5.052,-8.149,-85.999,80.254,310.207,0.256,3.384,15.065,58.531,255.645,-23.101
20191007-1159-FRANKFURT_1-01-373,Baby- Fliffis C,-30.179,-1.797,8.805,4.134,-240.448,7.79,-18.089,-0.411,-12.327,26.149,-443.98,163.56,-6.351,-2.955,-5.226,89.106,46.652,305.486,2.147,0.329,9.351,13.839,319.717,18.987
20190930-1616-FRANKFURT_1-01-344,Barani A,1.194,1.713,18.583,-43.151,-111.56,56.825,-1.387,0.786,-7.577,-156.501,-106.947,147.81,-1.924,-2.852,-6.638,-93.665,114.967,127.95,1.282,-0.391,12.32,-36.076,208.433,12.75
20191007-1534-FRANKFURT_2-01-75,Fliffis B,-26.203,2.76,9.025,-43.955,-644.558,103.906,-32.255,5.526,-5.841,-88.48,-560.502,164.766,-9.179,1.81,-13.834,-33.455,108.963,326.541,-7.265,0.995,10.655,22.12,337.688,-1.079
20191008-1157-FRANKFURT_1-01-21,Salto A,-1.137,0.138,14.952,-7.634,222.253,-17.957,-0.975,-1.069,-7.153,-16.195,218.636,8.102,-2.856,-1.056,-6.08,2.514,161.074,-11.44,0.865,-0.603,17.007,-14.701,222.315,6.599
0609-1-01-522,Doppelsalto B,-2.605,0.824,12.784,9.211,118.673,-35.046,-30.066,-1.895,-5.887,-34.223,645.675,6.984,-18.475,-0.076,-16.331,35.834,509.874,1.767,3.646,0.902,9.605,20.564,199.695,-17.385
0609-4-01-582,Barani C,-0.438,1.203,19.042,11.053,-260.862,72.842,-6.558,0.344,-7.041,-4.591,-105.738,215.74,-2.94,-1.768,-4.488,-31.544,100.908,174.911,6.047,-0.496,13.601,-12.408,166.548,27.35
20191008-1157-FRANKFURT_1-01-216,Salto B,-2.133,1.454,17.495,-19.333,53.413,7.941,-4.139,-1.329,-13.452,20.323,387.459,-23.213,-6.906,-1.166,-4.054,-16.829,207.417,3.14,2.622,-0.137,17.115,-15.858,165.387,-8.21
0827-BK2-02-141,Salto A,3.639,1.077,16.998,7.789,184.191,-49.012,-1.818,0.243,-5.299,8.834,198.874,-22.075,-2.366,0.122,-4.545,4.419,160.465,-34.889,1.823,0.318,13.643,1.106,189.164,-27.539
20190930-1153-FRANKFURT_1-01-143,Salto A,2.239,0.391,15.819,11.297,166.285,-8.494,-2.734,-0.278,-6.473,32.064,235.27,0.691,-2.196,-0.486,-5.844,20.808,181.364,-0.642,2.624,-0.786,14.189,30.028,167.648,1.395
20191001-1148-FRANKFURT_1-01-120,40/,-0.127,-0.629,13.549,1.764,211.347,-8.748,-1.092,-0.819,-6.55,-2.295,240.359,18.161,-2.592,-0.617,-5.925,14.512,160.632,-9.931,2.281,-0.399,17.336,-7.199,187.794,-17.659
0110-JANEIKE-01-155,Schraubensalto,1.18,-0.755,17.322,-28.405,207.933,-146.817,-7.339,0.984,-1.297,-150.391,-85.159,-346.786,-7.385,2.817,-9.145,111.878,-51.075,-371.133,4.984,1.421,12.171,23.016,166.195,-90.701
20191008-1157-FRANKFURT_1-01-200,Barani A,-0.539,0.95,15.898,-1.496,-156.797,73.178,-2.155,0.583,-9.035,-165.005,-98.731,197.906,-3.353,-3.748,-6.393,-36.697,153.977,145.917,-2.506,0.18,14.5,-9.81,273.405,-30.788
0609-1-01-273,Doppelsalto B,-0.773,0.603,11.834,6.595,141.688,-12.048,-31.631,-1.591,-5.705,-37.184,617.966,-14.377,-26.593,0.682,-21.992,77.314,614.193,-10.464,3.425,-0.387,8.335,6.497,212.19,-20.321
0827-BK1-01-16,Salto C,2.475,-0.981,13.594,5.031,113.714,0.294,-9.663,0.145,-5.937,14.737,334.674,8.483,-1.722,-0.055,-2.357,12.688,146.483,-2.352,6.498,-0.896,15.141,1.944,108.002,-5.589
20190930-1247-FRANKFURT_2-01-292,Salto B,1.559,-0.409,17.151,4.374,-6.634,7.044,-13.359,-0.944,-12.213,11.838,489.935,-34.236,-1.217,-0.671,-3.65,4.088,132.594,-8.956,4.282,0.681,15.153,4.995,143.622,11.097
20191007-1150-FRANKFURT_2-01-60,Barani A,2.36,1.529,16.1,-41.977,-163.852,57.021,-2.597,2.988,-9.102,-171.764,-94.222,171.18,-3.738,-3.124,-9.446,-80.773,99.432,180.949,0.757,-2.114,13.432,9.478,273.652,20.335
0827-BK1-01-109,Salto A,4.546,-1.352,15.795,0.229,149.778,8.708,-4.045,-0.433,-4.794,1.64,212.441,-5.899,-3.372,-0.142,-4.291,5.254,204.153,-3.651,5.594,-1.102,14.577,1.803,133.299,0.81
20191007-1150-FRANKFURT_2-01-130,Schraubensalto A,-0.531,2.832,15.385,113.874,185.529,124.098,-7.746,-1.533,-5.374,126.66,-54.53,397.71,-7.457,-4.209,-11.788,-144.977,135.829,300.016,0.495,-1.378,14.496,55.743,244.115,41.748
20190930-1247-FRANKFURT_2-01-78,Salto B,-0.68,1.063,17.705,-2.306,-7.22,8.09,-11.773,-0.629,-11.839,14.849,454.056,-20.614,-3.335,-0.442,-2.935,1.446,179.464,-3.719,2.86,0.043,14.994,13.328,149.615,5.506
20191007-1524-FRANKFURT_1-01-252,Doppelsalto B,-3.504,2.103,10.651,35.04,167.507,-22.518,-35.162,2.744,-21.02,71.437,671.513,-39.883,-23.586,0.881,-18.775,74.458,537.221,-33.787,1.325,0.828,9.739,26.461,253.46,-41.712
20191003-1152-FRANKFURT_1-01-91,Barani C,-0.424,-1.38,17.151,25.711,-290.379,-36.928,-5.86,-3.804,-8.442,82.801,-126.812,-223.448,-3.889,0.249,-7.785,75.647,101.326,-200.767,0.18,-0.562,11.795,-15.816,212.823,-45.22
0609-1-01-546,Doppelsalto B,-1.827,-0.372,13.473,-1.7,114.382,-19.94,-29.119,-3.212,-5.635,-76.597,628.404,11.664,-18.697,-1.409,-15.711,7.577,524.825,3.545,2.364,-0.786,11.146,-11.37,200.491,-10.487
0609-1-01-902,Doppelsalto C,-1.82,-0.729,10.805,14.98,166.534,-13.559,-42.903,-1.246,-18.477,-43.001,732.833,15.431,-23.301,1.122,-17.998,50.904,525.661,17.416,0.346,0.526,12.617,11.318,234.336,-14.325
20191008-1207-FRANKFURT_2-01-362,Doppelsalto C,-2.228,3.823,8.447,3.32,185.545,-31.491,-36.689,4.604,-20.513,126.073,662.006,-61.074,-28.749,3.4,-20.923,155.047,562.651,-112.822,1.391,2.496,12.965,44.052,231.794,-67.959
0609-1-01-456,Doppelsalto B,-2.22,0.217,13.923,9.409,107.744,-26.942,-28.509,-2.093,-5.029,-37.146,616.829,-3.554,-21.348,-0.597,-17.303,20.55,558.543,-18.419,5.005,0.524,5.836,13.54,198.449,-6.762
20190930-1616-FRANKFURT_1-01-28,Salto B,0.155,-0.147,17.341,-5.374,6.904,6.832,-12.302,0.525,-12.937,29.279,459.567,17.124,-4.104,-0.302,-2.58,-8.466,181.807,4.738,2.427,-0.488,15.053,17.024,156.237,16.778
20191003-1152-FRANKFURT_1-01-105,Barani C,-3.204,-0.821,17.158,40.574,-288.862,-65.468,-3.011,-3.385,-9.421,109.977,-85.762,-157.281,-2.162,0.466,-6.318,114.502,68.407,-174.562,-0.988,0.256,12.945,9.432,214.35,-43.309
0609-1-01-292,Doppelsalto B,-0.992,-0.534,13.021,10.112,129.573,-15.815,-29.371,-0.574,-3.984,-7.411,593.587,-2.691,-28.113,-0.091,-21.447,31.079,654.623,-4.384,3.902,0.85,9.13,14.986,191.269,-18.768
20191003-1152-FRANKFURT_1-01-76,Barani A,1.853,0.252,17.192,35.356,-176.57,-26.052,-1.823,-4.383,-8.846,172.666,-143.549,-117.93,-2.393,0.659,-9.204,135.362,54.639,-193.608,-0.685,-0.022,10.782,1.73,246.933,-37.616
20191007-1524-FRANKFURT_1-01-39,Barani A,-0.537,4.625,14.829,-70.772,-165.811,87.305,-2.725,-0.59,-8.253,-112.042,-141.954,168.64,-3.771,-2.9,-6.704,-90.921,111.594,207.368,-1.819,0.322,12.993,13.171,255.846,31.208
0609-4-01-340,Salto C,7.084,-0.081,11.536,-11.803,168.596,17.518,-7.009,-0.299,-4.026,-0.475,278.361,17.471,-1.566,-0.408,-3.123,6.597,133.52,17.911,7.889,0.446,14.98,13.553,127.659,-7.04
20191007-1150-FRANKFURT_2-01-169,Schraubensalto A,-1.487,2.799,15.887,111.63,182.613,129.342,-8.163,-1.656,-4.374,151.021,-103.483,391.232,-9.276,-4.607,-9.66,-60.361,131.307,332.639,0.957,-1.118,14.922,35.036,275.682,51.777
0609-4-01-450,Fliffis B,-17.166,0.831,16.572,-16.525,-526.125,33.691,-16.739,2.359,-10.924,-42.536,-201.292,200.821,-9.262,-2.657,-16.003,-144.094,205.935,251.391,-2.989,-0.141,8.578,-1.198,285.602,35.622
20191008-1157-FRANKFURT_1-01-335,Rudi,-3.494,3.206,17.592,29.243,-260.573,204.213,-16.982,0.386,1.03,288.152,-68.573,724.069,-8.832,-4.211,-6.093,68.329,158.946,365.047,-1.288,0.671,16.524,29.786,313.685,-21.769
20191001-1148-FRANKFURT_1-01-161,43/,-4.75,4.226,16.371,51.482,-242.223,270.354,-19.735,-2.714,4.749,383.844,-125.808,705.155,-8.743,-3.005,-3.951,129.659,164.263,265.237,1.11,0.011,16.548,69.001,287.541,21.058
0609-1-01-473,Salto C,2.456,-0.06,15.001,7.112,81.355,-29.909,-10.471,0.51,-9.249,25.394,447.419,3.109,-0.362,-0.18,-2.689,25.686,122.351,-10.858,5.31,0.02,14.944,10.225,111.2,1.616
20191008-1207-FRANKFURT_2-01-360,Salto B,-1.129,5.462,14.377,-12.678,23.356,-14.469,-11.808,1.204,-13.629,86.533,434.436,-38.152,-3.164,-0.137,-2.718,40.609,175.417,-25.302,4.195,4.511,15.64,75.303,132.293,-44.583
20191008-1157-FRANKFURT_1-01-177,Fliffis C,-24.399,-3.365,15.953,54.544,-588.403,-13.882,-43.559,-3.371,-23.869,72.301,-632.709,71.397,-8.504,-1.814,-14.894,-80.692,73.794,336.169,-3.816,-1.646,15.944,-26.495,261.98,33.124
20191001-1148-FRANKFURT_1-01-54,40/,2.538,-1.275,14.479,-21.812,256.235,7.075,-0.852,-0.598,-7.811,-4.407,221.33,16.397,-3.438,-0.632,-5.176,-2.213,151.05,-5.803,3.473,-0.806,18.352,-14.452,179.476,-15.857
0609-4-01-88,Schraubensalto C,3.297,2.54,17.304,102.621,158.047,141.465,-11.85,-2.35,-3.013,113.714,-93.321,461.269,-4.673,-2.278,-6.092,-47.415,152.67,205.132,2.356,-0.044,14.704,17.827,174.864,30.5
0609-1-01-380,Doppelsalto B,-2.957,0.049,12.842,7.356,122.606,-21.939,-32.46,-2.476,-10.138,-35.057,687.67,-10.614,-18.79,0.548,-17.118,85.167,487.094,-30.162,0.857,0.392,10.094,22.371,211.066,-19.481
20191001-1148-FRANKFURT_1-01-247,40/,1.877,0.025,13.837,1.149,252.516,-17.019,-1.538,-0.49,-7.659,-4.448,205.698,14.361,-2.943,-0.818,-5.768,3.572,155.588,-18.103,2.421,-0.988,16.018,-30.738,219.562,2.67
0115-CHARI-05-88,Fliffis- Rudi B,-21.26,0.557,15.673,38.142,-566.655,12.108,-29.681,8.907,-4.364,237.869,-285.499,484.571,-20.53,-5.502,-12.349,108.212,-17.324,601.15,-5.471,0.825,11.318,2.699,305.28,-25.247
20190930-1153-FRANKFURT_1-01-242,Rudi,-0.048,2.052,16.296,-59.69,-135.108,236.319,-13.701,1.129,-1.32,100.238,-71.498,541.606,-8.775,-3.285,-8.275,-77.672,-35.023,428.678,2.622,-0.542,14.91,43.34,194.802,77.217
20191008-1157-FRANKFURT_1-01-320,Barani A,1.555,2.536,18.048,-44.005,-158.874,61.494,-3.168,0.427,-8.212,-116.787,-76.76,215.92,-4.067,-3.607,-6.076,-18.136,162.345,136.425,-3.524,0.264,16.928,11.967,296.505,-34.204
0110-MORITZ-01-14,Voll- ein- Rudi- aus B,-12.11,-7.749,10.09,-95.152,-289.074,-303.631,-24.886,9.364,-14.612,-523.202,-268.004,-411.889,-32.044,0.729,-2.855,-508.691,-45.139,-771.794,-7.138,0.095,6.625,-33.319,340.564,-91.733
20190930-1153-FRANKFURT_1-01-87,Salto C,0.938,-0.561,16.757,-3.937,36.536,3.375,-12.012,1.095,-9.581,61.324,438.268,22.259,-1.255,-0.668,-3.391,12.557,135.54,-3.834,4.249,-0.852,16.555,9.897,107.338,-8.614
0609-4-01-558,Barani C,-1.257,1.161,18.134,1.177,-262.773,58.191,-5.485,0.482,-7.772,-35.388,-64.381,230.806,-2.58,-1.844,-4.545,-61.901,91.136,165.665,7.412,-1.026,11.525,19.935,171.582,36.143
0115-MORITZ-03-130,Voll- ein- voll- aus B,-12.709,-0.259,16.62,-280.799,117.201,-431.58,-37.042,12.706,-12.35,-480.844,-135.507,-626.927,-15.016,0.305,-19.786,90.642,95.148,-383.69,-0.93,-1.035,9.06,19.246,225.238,-20.647
0609-1-01-263,Doppelsalto B,-1.223,1.18,12.713,1.88,127.78,-31.432,-28.448,-0.998,-3.352,-24.916,578.868,23.651,-27.536,0.176,-20.528,35.118,652.861,11.002,2.826,0.767,10.322,32.559,205.27,-20.644
0609-1-01-719,Doppelsalto C,-2.678,-0.365,10.332,6.598,165.51,-16.15,-44.659,0.442,-22.485,15.112,788.013,12.35,-16.425,1.666,-15.867,84.654,440.744,-42.821,4.854,0.008,9.503,-11.573,191.675,-14.469
20191001-1148-FRANKFURT_1-01-96,43/,-3.728,3.852,16.138,29.639,-235.664,260.698,-17.118,-1.799,2.233,323.482,-103.739,713.431,-9.598,-2.836,-4.156,163.124,122.931,292.029,-3.834,-0.501,14.708,26.34,332.599,14.979
20191007-1524-FRANKFURT_1-01-113,Fliffis B,-17.486,4.259,6.99,-69.07,-567.677,75.855,-35.709,4.378,-11.178,-69.371,-634.496,99.718,-13.851,2.721,-11.662,35.013,-84.679,372.651,-8.539,1.202,9.936,124.05,373.487,44.86
0609-4-01-403,Fliffis B,-16.843,1.388,16.187,-18.755,-531.142,38.493,-15.284,1.986,-11.698,-59.29,-187.411,181.854,-8.93,-2.96,-17.386,-181.745,174.456,264.197,-2.685,-0.151,6.402,-1.178,281.198,33.141
20191008-1207-FRANKFURT_2-01-37,Salto B,-3.035,1.831,16.508,-0.945,15.749,0.824,-10.43,-0.37,-13.771,43.484,447.893,-35.974,-2.948,-0.249,-2.242,-0.986,183.97,7.646,1.053,0.776,16.966,47.721,152.524,8.939
20191007-1534-FRANKFURT_2-01-137,Schraubensalto A,-1.95,3.473,17.582,92.937,206.671,129.896,-10.134,-2.546,-3.953,139.845,-105.873,426.892,-5.726,-3.213,-9.086,-48.834,111.292,271.159,-0.155,1.758,16.872,34.814,259.168,15.726
0115-CHARI-05-39,Salto B,-0.862,1.553,18.185,-4.715,-0.117,-0.18,-10.477,0.283,-11.191,-6.319,446.255,-20.821,-1.918,0.474,-2.917,0.15,127.5,-1.739,1.972,0.501,16.152,-13.998,163.072,-35.231
0609-1-01-787,Von Bauch in Stand,16.453,1.355,13.927,-7.193,-45.561,10.082,-0.26,-0.124,-0.421,10.62,-4.864,-7.504,0.382,-0.382,-0.822,-0.937,11.766,-2.172,7.977,-0.12,14.178,-3.568,108.076,16.496
20191007-1159-FRANKFURT_1-01-292,Salto A,1.209,0.042,14.3,-18.441,227.957,-1.353,-2.114,-0.725,-7.648,0.58,222.268,13.285,-3.669,-0.51,-5.728,1.971,169.66,-2.536,2.586,-0.347,17.759,1.849,200.66,-22.046
20191007-1159-FRANKFURT_1-01-346,Barani C,-3.928,-2.52,16.986,30.883,-351.336,18.896,-5.364,1.588,-7.973,-41.767,-74.382,264.782,-4.019,-2.632,-4.881,-4.522,113.499,174.101,0.434,-0.746,17.848,2.397,254.616,-13.424
0609-1-01-22,Fliffis C,-16.226,5.559,12.068,-100.014,-429.086,12.883,-38.568,3.01,-22.867,-81.388,-566.495,-70.251,-4.569,-0.883,-13.009,215.708,-47.144,-237.19,5.64,1.416,8.634,37.581,196.308,-104.072
20190930-1616-FRANKFURT_1-01-29,Salto B,0.267,0.218,17.743,-5.482,15.767,8.816,-10.935,0.135,-13.139,27.604,423.807,6.527,-4.426,-0.346,-2.511,-2.987,172.444,-0.103,3.339,-0.746,15.24,9.778,177.074,10.106
20190930-1616-FRANKFURT_1-01-97,1/2 ein 1/2 aus C,0.251,-0.587,14.575,214.074,161.861,184.824,-37.618,-9.72,-21.14,315.411,-559.102,2.674,-12.514,3.264,-20.392,-125.774,-144.74,279.903,3.568,-0.832,9.144,-32.364,191.238,105.791
20191008-1207-FRANKFURT_2-01-254,Doppelsalto C,-5.998,1.231,7.351,2.929,151.983,-27.145,-36.382,-0.439,-18.769,-0.6,667.376,1.695,-28.601,-0.915,-19.444,33.385,590.248,-36.976,0.637,-0.392,13.147,-0.236,272.597,-23.028
0609-4-01-107,Schraubensalto C,3.79,1.747,17.85,90.97,161.82,138.8,-12.787,-2.234,-2.751,128.431,-103.351,462.863,-5.034,-2.555,-5.472,-32.293,143.138,211.986,3.424,-0.421,15.269,27.035,168.458,39.084
0609-1-01-216,Von Bauch in Stand,17.311,0.652,12.8,2.826,-22.182,1.687,0.02,-0.254,-0.449,-0.75,10.359,3.897,0.215,-0.124,-0.477,6.327,27.225,-2.593,7.281,-0.089,14.367,4.889,62.132,6.581
0115-MORITZ-03-132,Doppelsalto C,-3.451,0.663,11.267,-10.181,187.585,-2.123,-47.322,-1.632,-12.193,-27.471,717.182,29.504,-14.794,-0.549,-9.33,1.454,356.661,9.816,3.397,-2.349,11.821,6.844,222.82,11.423
0609-1-01-691,Von Bauch in Stand,18.326,0.177,13.369,-5.697,-36.806,-7.826,0.027,-0.102,-0.519,-1.45,12.177,6.962,-0.057,-0.427,-0.653,12.002,22.896,-0.637,7.51,-0.433,14.601,-2.147,89.108,9.835
20191008-1157-FRANKFURT_1-01-159,Schraubensalto A,-1.17,3.14,15.75,90.147,174.865,203.699,-8.634,-0.89,-5.882,43.896,-159.503,419.51,-5.376,-4.215,-6.418,-28.982,160.399,204.284,1.12,-0.337,13.908,41.065,251.476,-25.768
0609-1-01-584,Doppelsalto B,-2.204,-0.069,12.545,6.884,130.736,-18.874,-32.698,-2.022,-6.62,-46.266,675.394,5.66,-21.719,0.044,-19.108,49.11,565.21,-2.806,-0.788,0.091,12.76,14.323,162.163,-2.611
0609-1-01-646,Doppelsalto C,-0.798,-0.838,10.319,9.932,176.138,-9.628,-44.106,-1.944,-21.121,-24.503,740.633,-20.141,-21.32,-0.897,-16.929,18.751,507.457,-3.164,4.916,0.434,7.335,0.686,229.225,-23.162
0827-BK1-01-105,Salto A,4.075,-1.577,16.324,5.244,159.392,2.128,-3.91,-0.543,-5.196,-0.767,211.926,-10.993,-3.595,-0.325,-4.341,1.507,206.686,-2.928,4.653,-1.234,14.364,-1.907,134.081,3.094
0609-4-01-366,Salto C,6.092,0.612,12.273,-1.278,124.878,6.054,-9.34,-0.614,-4.466,-9.383,343.775,1.932,-1.328,-0.46,-2.71,4.726,126.556,12.179,7.34,0.152,14.87,6.594,116.454,-5.415
20191008-1157-FRANKFURT_1-01-158,Barani A,0.789,1.041,17.703,2.043,-185.657,77.147,-3.962,-0.395,-7.785,-114.702,-72.868,250.43,-4.233,-2.904,-6.524,-12.251,175.381,136.107,-1.708,0.759,16.505,3.194,296.342,-20.868
0609-4-01-239,Schraubensalto C,2.941,2.606,17.251,82.654,175.579,153.396,-11.421,-2.116,-2.318,151.798,-90.826,448.81,-5.575,-2.734,-6.982,-64.863,133.711,241.726,3.418,0.194,14.904,1.53,167.441,31.265
0609-1-01-754,Bauchsprung,3.599,-0.911,19.162,-5.934,-6.123,-3.188,-0.539,-0.111,0.393,0.291,-63.678,-6.982,-0.273,-0.406,-1.1,5.481,-80.275,3.391,14.44,0.253,13.149,-6.597,86.695,-18.869
0609-4-01-231,Schraubensalto C,4.146,1.943,16.24,93.834,166.036,138.942,-10.487,-1.729,-3.072,121.853,-98.714,431.848,-5.361,-2.889,-7.09,-63.007,151.418,231.041,3.139,-0.861,15.53,13.365,164.09,32.055
20191001-1202-FRANKFURT_2-01-83,Baby- Fliffis C,32.868,-4.088,10.834,55.95,341.918,23.234,8.747,-4.791,-13.788,62.967,196.383,167.852,4.984,1.543,-7.281,73.788,-60.01,238.044,-6.872,-0.5,7.856,-3.214,-263.348,49.183
20191001-1202-FRANKFURT_2-01-92,Barani A,-5.703,-3.286,16.809,51.55,140.53,71.542,3.939,-2.729,-9.035,131.232,120.341,197.821,5.82,2.01,-8.463,32.691,-158.314,184.172,-2.778,-1.909,16.836,-16.859,-251.996,-11.959
0609-4-01-309,Fliffis C,-19.124,-0.146,11.948,-2.113,-471.286,23.675,-21.276,1.193,-20.255,-70.485,-331.324,183.059,-5.45,-2.822,-14.591,-195.151,150.963,218.74,-0.691,-1.134,11.886,-6.902,220.302,45.156
20190930-1247-FRANKFURT_2-01-336,Cody C,12.254,-0.639,1.317,-37.428,46.145,-13.401,-14.821,-0.217,-10.511,7.858,456.017,-3.987,-1.678,-0.802,-5.872,-4.572,162.605,1.435,4.147,0.621,12.63,7.827,180.615,12.314
20191007-1150-FRANKFURT_2-01-42,3/4 Salto rw A,0.83,-0.258,18.29,-2.102,112.83,-9.974,-0.559,-0.652,-4.307,11.955,186.92,-4.259,-0.016,-1.299,-4.941,9.264,207.077,-22.515,16.619,1.382,6.547,-12.449,172.261,-29.131
20191007-1159-FRANKFURT_1-01-116,Barani B,-2.522,-1.512,16.772,19.524,-344.043,21.482,-6.996,2.638,-4.256,30.593,-85.21,262.997,-5.185,-2.517,-5.087,20.494,152.307,160.323,0.982,-0.243,17.46,-7.644,242.719,-6.792
20191008-1207-FRANKFURT_2-01-368,Baby- Fliffis C,-27.196,0.887,9.103,26.263,-225.521,69.127,-20.212,-2.801,-17.117,-75.105,-348.083,300.277,-5.393,-2.861,-9.239,-75.98,71.578,251.887,-0.715,-0.105,12.402,58.895,256.703,52.511
20191007-1150-FRANKFURT_2-01-233,Fliffis B,-23.927,4.344,9.442,-101.963,-619.233,42.876,-39.666,5.286,-8.273,-82.32,-595.253,44.525,-13.982,4.507,-14.989,20.305,24.451,380.457,-6.433,-1.148,10.823,32.22,333.393,28.019
20191007-1150-FRANKFURT_2-01-223,Salto B,-2.243,0.921,16.654,4.467,21.579,-11.655,-6.728,-0.623,-6.548,23.577,292.728,-16.685,-10.613,-0.03,-6.984,21.083,331.763,-19.578,5.119,-0.833,15.443,11.874,174.142,16.35
0609-1-01-832,Von Bauch in Stand,19.145,1.653,11.125,3.249,-23.407,11.224,-0.3,-0.211,-0.576,-3.879,3.375,9.589,0.392,-0.331,-0.401,15.469,21.768,-11.484,7.798,-0.907,14.354,2.192,99.07,16.859
0609-4-01-200,Schraubensalto C,3.414,1.486,16.904,96.752,163.687,135.974,-10.774,-1.827,-2.665,136.678,-100.508,433.297,-5.529,-2.744,-7.216,-61.186,144.688,242.688,2.354,-0.058,14.404,17.518,186.15,30.361
0609-1-01-478,Salto C,2.11,0.553,14.433,0.347,92.399,-22.944,-10.156,0.091,-9.592,26.525,443.558,12.018,-0.142,-0.336,-3.077,22.476,104.107,3.458,4.165,1.215,14.582,13.128,119.879,-18.79
0609-1-01-67,Salto C,2.885,-0.745,14.489,7.435,84.967,-21.572,-12.731,0.399,-8.182,29.267,458.093,-13.134,0.2,-0.48,-2.421,14.875,128.571,-11.685,5.934,-0.803,16.561,-1.15,63.565,2.816
20191008-1157-FRANKFURT_1-01-300,Baby- Fliffis C,-31.354,-1.747,7.114,11.237,-260.129,-21.801,-15.597,2.455,-12.318,-2.36,-359.929,140.006,-7.178,-3.48,-6.066,5.453,25.856,329.72,3.981,-0.042,7.24,-1.962,305.927,28.683
20191007-1534-FRANKFURT_2-01-133,Salto B,0.014,0.966,18.423,-4.51,11.525,33.055,-13.762,-0.065,-12.242,44.625,489.9,-29.184,-3.64,-0.523,-3.513,-3.886,176.912,-10.203,3.348,1.27,16.318,-10.731,144.573,-3.0
20190930-1247-FRANKFURT_2-01-293,Barani C,-4.374,2.918,17.293,-59.446,-269.812,43.894,-6.474,2.393,-8.674,-49.807,-167.33,173.422,-1.321,-1.136,-4.305,-86.464,41.487,161.907,2.189,-0.985,15.203,-9.704,143.767,73.654
