SprungID,Sprungtyp,Acc_x_Fil_avg_1,Acc_y_Fil_avg_1,Acc_z_Fil_avg_1,Gyro_x_Fil_avg_1,Gyro_y_Fil_avg_1,Gyro_z_Fil_avg_1,Acc_x_Fil_avg_2,Acc_y_Fil_avg_2,Acc_z_Fil_avg_2,Gyro_x_Fil_avg_2,Gyro_y_Fil_avg_2,Gyro_z_Fil_avg_2,Acc_x_Fil_avg_3,Acc_y_Fil_avg_3,Acc_z_Fil_avg_3,Gyro_x_Fil_avg_3,Gyro_y_Fil_avg_3,Gyro_z_Fil_avg_3,Acc_x_Fil_avg_4,Acc_y_Fil_avg_4,Acc_z_Fil_avg_4,Gyro_x_Fil_avg_4,Gyro_y_Fil_avg_4,Gyro_z_Fil_avg_4
0609-4-01-290,Fliffis C,-14.417,0.275,12.8,-12.337,-448.875,25.315,-29.994,2.796,-21.458,-45.148,-433.762,165.545,-7.361,-1.64,-13.112,-132.703,121.412,266.179,-0.307,-1.182,12.608,4.83,213.302,45.875
0609-1-01-255,Von Bauch in Stand,17.578,1.862,12.25,-5.324,-12.166,-9.337,-0.254,-0.258,-0.134,5.585,16.442,15.689,0.349,-0.28,-0.491,5.658,8.333,9.721,7.564,0.31,14.255,-0.268,70.647,5.688
20191007-1534-FRANKFURT_2-01-103,Barani A,0.022,2.828,15.635,-22.903,-210.404,92.489,-3.561,-0.429,-10.075,-147.829,-49.292,242.086,-3.937,-2.897,-7.903,-72.806,145.219,163.063,-1.415,1.094,12.253,1.468,259.87,-11.726
0827-BK2-01-122,Salto A,4.693,-0.24,17.162,9.024,120.232,-16.086,-3.309,0.541,-5.153,5.816,228.434,-17.627,-2.896,0.788,-4.665,5.902,174.616,-21.416,3.222,-0.422,14.859,-10.638,155.33,-6.408
20191001-1202-FRANKFURT_2-01-81,Salto C,-1.584,-0.894,13.702,-7.147,-82.208,4.541,11.302,-1.23,-13.315,-49.807,-519.98,-10.551,2.109,-0.863,-3.307,-9.873,-128.789,3.228,-6.549,-1.995,15.691,-16.057,-119.425,-16.609
0609-4-01-335,Salto C,5.535,0.124,13.131,-4.241,141.684,8.285,-7.808,-0.545,-4.553,0.747,309.408,-0.872,-1.507,-0.591,-2.856,7.511,134.871,3.755,7.757,0.316,15.059,5.052,119.532,-7.8
0609-4-01-286,Fliffis C,-17.034,0.468,11.844,-16.321,-459.683,19.821,-21.315,1.793,-20.292,-64.02,-328.575,175.748,-6.079,-2.576,-14.578,-184.03,159.826,229.656,0.324,-1.025,10.918,1.377,220.086,43.404
20191003-1152-FRANKFURT_1-01-45,Salto B,-0.812,-0.045,18.62,-9.797,40.636,10.751,-9.665,-0.559,-14.208,-19.045,342.059,12.842,-11.059,-0.991,-4.89,-17.211,270.89,7.01,3.404,1.474,13.105,-3.535,182.156,-7.752
20190930-1616-FRANKFURT_1-01-241,Doppelsalto B,-2.493,1.085,13.909,-4.623,115.185,7.212,-33.716,-1.378,-5.234,-3.683,617.04,-24.63,-26.242,-0.092,-20.86,24.769,573.709,-26.189,1.473,0.493,8.983,12.032,223.068,-2.215
0609-1-01-311,Doppelsalto B,-3.859,0.155,14.059,12.663,116.585,-29.233,-27.807,-1.506,-2.741,-35.482,565.823,16.02,-27.734,0.588,-16.695,47.034,621.67,-4.655,2.969,0.105,6.733,34.355,256.016,-20.428
0115-CHARI-05-9,Salto B,-1.564,1.18,18.557,-6.531,-0.268,3.686,-9.272,0.481,-10.101,2.251,425.23,-20.422,-1.784,0.477,-3.117,-6.074,124.24,-1.559,2.967,1.418,15.514,-6.685,157.35,-34.594
20191007-1150-FRANKFURT_2-01-198,Fliffis C,-19.497,3.621,17.498,-88.347,-515.949,29.476,-53.986,6.364,-23.342,-71.734,-665.292,34.222,-12.397,2.649,-21.61,-100.989,-38.404,375.861,-2.403,-1.833,11.249,3.114,255.117,78.072
0609-4-01-41,Salto C,6.933,-0.515,11.056,0.587,140.507,1.991,-9.449,-0.357,-3.836,0.094,336.702,-5.942,-1.238,-0.575,-2.615,2.138,124.532,0.238,8.531,-0.576,16.026,-0.873,108.368,-4.0
20191007-1159-FRANKFURT_1-01-372,3/4 Salto vw A,3.285,-1.317,16.416,16.289,-21.151,4.91,0.261,-0.598,-0.304,-1.646,-110.536,16.346,-5.145,-0.546,-2.076,-2.727,-301.263,19.594,-19.321,-0.857,3.59,3.943,-203.813,8.869
20191008-1207-FRANKFURT_2-01-147,Baby- Fliffis C,-29.87,-0.702,3.533,12.323,-282.616,62.49,-9.435,-0.959,-14.402,-72.721,-163.272,215.06,-4.421,-4.066,-9.299,-133.283,102.554,233.855,-0.957,-0.459,13.195,-1.847,274.783,9.469
20191007-1159-FRANKFURT_1-01-126,Barani B,-5.642,-1.667,14.935,33.398,-380.753,31.805,-6.539,2.643,-3.598,19.898,-103.688,202.344,-5.083,-3.525,-5.742,22.421,122.394,251.969,0.075,-1.423,16.473,-3.177,290.081,-15.984
20190930-1153-FRANKFURT_1-01-166,Schraubensalto,1.149,-0.015,17.604,53.642,164.131,130.675,-4.208,-0.815,-2.155,156.096,-58.493,255.95,-6.004,-2.664,-9.632,-95.007,-100.48,339.971,3.647,-2.597,11.4,21.998,163.93,129.494
20191007-1150-FRANKFURT_2-01-225,Salto A,1.741,0.055,14.86,23.043,237.773,-15.479,-0.684,-0.017,-7.836,2.98,211.019,8.115,-3.62,-0.392,-7.904,23.697,182.483,20.093,1.794,0.427,15.422,39.713,228.246,12.627
0609-4-01-258,Salto C,7.419,0.416,11.47,-11.78,165.606,10.674,-7.352,-0.332,-4.407,6.529,293.502,15.526,-1.623,-0.623,-2.976,11.283,142.192,5.36,8.663,0.266,13.579,2.109,116.955,-10.547
0609-1-01-701,Von Bauch in Stand,19.649,0.891,12.082,5.637,-10.832,6.742,-0.582,-0.098,-0.225,-2.787,13.991,22.918,0.803,-0.231,-0.572,5.007,6.886,-20.017,8.91,-0.527,12.653,-0.367,74.013,4.144
0609-1-01-852,Bauchsprung,2.595,-0.814,18.798,1.686,-8.599,-2.357,-1.163,-0.078,-0.589,4.205,-105.255,2.622,0.426,-0.405,-0.71,0.498,-30.826,2.647,16.734,3.14,9.965,-12.56,52.516,-39.121
20191001-1148-FRANKFURT_1-01-244,Fliffis aus B,-17.797,-5.331,12.539,88.612,-581.709,-33.543,-34.325,-11.65,-9.762,198.032,-604.351,-99.629,-16.549,3.2,-3.99,288.532,-156.06,375.045,-7.271,-1.267,14.866,9.147,398.319,14.261
20191008-1207-FRANKFURT_2-01-367,1 3/4 Salto vw B,-15.272,9.414,8.242,-113.404,-496.675,167.926,-18.621,2.003,-7.434,-52.12,-315.937,49.09,-4.057,-0.798,-4.5,-39.074,-213.602,59.842,-27.109,-0.693,-4.483,-54.855,-342.836,102.146
20191001-1148-FRANKFURT_1-01-72,Fliffis aus C,-19.401,-2.987,17.781,38.185,-561.454,-5.301,-44.454,0.525,-19.711,6.207,-668.05,28.786,-10.545,-1.481,-12.006,6.2,-9.076,371.868,-6.27,-1.561,11.876,11.911,369.162,15.788
20191007-1524-FRANKFURT_1-01-178,Doppelsalto B,-6.971,1.89,7.591,22.927,170.072,-27.059,-38.173,1.745,-23.199,44.984,703.395,-39.655,-22.819,0.568,-18.979,63.948,518.29,-29.329,0.17,0.624,15.586,43.012,253.471,-14.631
0609-1-01-792,Von Bauch in Stand,19.221,1.283,12.655,7.209,-10.526,18.709,0.142,-0.329,-0.752,-7.249,5.637,30.998,-0.84,0.122,-0.358,11.091,37.051,-43.437,5.805,0.079,15.88,11.543,79.761,11.995
20191008-1157-FRANKFURT_1-01-88,Barani A,-1.068,1.767,16.664,-15.429,-175.465,70.84,-2.762,-0.846,-9.056,-147.65,-96.794,216.265,-3.402,-2.926,-6.91,-68.237,147.45,156.097,-1.758,-0.357,17.071,-31.405,265.29,-1.86
20191001-1202-FRANKFURT_2-01-25,3/4 Salto rw A,-4.371,-1.63,16.163,-3.145,-155.416,6.485,1.171,-0.352,-4.103,0.938,-176.329,-18.803,1.311,-0.275,-4.518,-0.723,-182.018,-3.731,-17.161,-2.869,3.683,-12.296,-173.93,-39.207
20191001-1202-FRANKFURT_2-01-199,Salto A,-6.344,-2.022,17.085,-6.996,-205.0,-3.497,3.477,-0.11,-8.013,-7.954,-223.18,-12.894,4.613,-0.803,-6.846,-14.253,-191.134,4.279,-3.227,-1.197,13.27,-31.035,-229.421,-26.976
0827-BK2-02-131,Salto A,3.467,1.386,16.618,9.774,171.02,-62.987,-2.199,-0.16,-5.316,-3.68,206.81,-31.345,-2.549,-0.093,-4.911,-8.045,175.862,-44.523,3.243,0.1,14.069,3.783,175.817,-11.675
20191008-1207-FRANKFURT_2-01-337,Salto B,-3.552,6.167,14.887,1.242,39.433,-27.644,-12.391,0.179,-14.501,32.567,415.458,-36.068,-4.223,-0.771,-3.186,16.093,204.484,-43.469,2.718,3.405,15.947,25.788,149.106,-21.877
20191007-1524-FRANKFURT_1-01-140,Fliffis- Rudi B,-24.022,3.574,8.535,-74.308,-639.434,67.055,-29.437,7.938,-9.994,56.322,-440.837,353.021,-29.801,-7.375,-5.47,313.253,-146.432,822.603,-11.279,1.158,9.004,155.467,363.815,145.424
20191007-1159-FRANKFURT_1-01-130,Barani B,-4.718,-0.435,15.383,20.903,-412.547,33.615,-7.121,3.816,-4.58,-31.156,-106.796,261.503,-4.358,-2.775,-7.412,-25.97,84.334,189.163,-0.574,-1.348,18.728,-5.931,247.612,22.808
0827-BK1-01-71,Salto B,2.058,-1.762,17.74,0.818,19.768,-5.146,-9.824,0.009,-9.521,-17.485,395.605,21.066,-2.382,-0.167,-2.451,2.178,131.001,-0.315,5.967,-0.751,13.377,2.062,164.537,3.307
0609-1-01-895,Bauchsprung,3.894,-0.353,18.68,-3.76,-15.475,7.101,-0.638,-0.242,0.32,-10.539,-65.35,-11.795,0.007,-0.142,-1.123,7.49,-71.75,-0.532,17.454,1.64,10.326,-6.921,56.239,-20.233
0110-MORITZ-01-15,1/2 ein 1/2 aus C,-0.24,3.103,14.915,-253.695,125.399,-175.121,-35.88,12.686,-19.813,-382.399,-558.346,68.191,-10.523,-0.686,-13.004,57.02,53.458,-348.193,2.56,-1.161,11.082,3.815,216.126,-35.812
0609-1-01-327,Doppelsalto B,-2.331,0.229,13.427,5.753,114.741,-25.524,-28.686,-2.254,-6.15,-49.928,608.826,21.592,-22.05,0.311,-17.261,52.27,548.342,-9.831,5.252,-0.035,7.745,-0.035,201.979,-22.426
0115-CHARI-05-31,Doppelsalto B,-3.075,1.25,14.353,-13.698,110.147,2.256,-28.68,1.374,-3.523,8.305,557.16,-12.606,-24.933,2.14,-18.042,20.595,554.782,-2.146,3.602,1.107,6.043,-19.614,230.056,-29.015
0609-4-01-313,Salto C,6.851,0.525,11.627,-6.681,173.663,15.523,-7.032,-0.336,-3.62,10.484,252.139,14.08,-1.937,-0.37,-3.063,11.224,148.127,12.75,7.704,-0.273,14.623,9.123,132.931,-3.452
0609-1-01-827,Von Bauch in Stand,17.065,1.004,12.266,0.36,-39.492,-4.371,-0.328,-0.192,-0.147,11.167,16.291,-12.361,0.175,-0.224,-0.928,-10.674,12.746,15.09,6.95,-1.001,15.398,-4.19,110.344,11.841
20190930-1616-FRANKFURT_1-01-327,Barani C,-1.071,2.738,17.861,-32.554,-241.987,72.554,-3.975,1.184,-7.947,-69.965,-115.12,160.697,-1.886,-1.777,-6.001,-105.218,59.839,164.358,1.691,-0.212,13.929,-34.677,165.301,59.17
0609-4-01-192,Schraubensalto C,3.659,2.329,16.636,85.303,166.002,139.226,-8.721,-1.409,-2.487,124.774,-116.739,384.259,-5.479,-2.726,-8.238,-90.68,107.753,274.197,4.057,-0.497,14.197,13.251,156.218,37.953
20191007-1534-FRANKFURT_2-01-117,Barani A,0.319,2.02,16.561,-7.349,-197.549,71.142,-3.081,-0.2,-9.754,-148.013,-76.042,220.87,-3.404,-2.884,-8.099,-95.83,133.24,162.913,-0.706,0.256,12.862,-15.604,240.006,1.534
0827-BK1-01-7,Salto C,2.399,-0.695,13.904,-2.822,117.867,5.603,-10.052,-0.298,-5.755,-3.826,328.246,8.632,-1.733,-0.098,-2.303,-0.097,152.412,1.576,5.505,-1.174,15.435,-3.249,104.565,-1.926
0609-1-01-798,Doppelsalto C,-1.745,-0.582,10.142,0.331,186.18,-4.024,-46.033,-1.715,-21.552,-20.424,784.941,5.174,-15.793,0.033,-12.989,34.881,415.747,-10.193,2.893,0.099,9.284,1.367,217.023,-15.513
20191008-1207-FRANKFURT_2-01-344,1 3/4 Salto vw B,-12.261,7.584,11.528,-89.324,-467.751,123.415,-18.136,0.05,-4.845,-20.241,-376.616,34.826,-5.972,-1.008,-5.705,-26.734,-184.873,86.549,-29.876,1.132,-2.967,-86.01,-364.856,64.581
0609-1-01-303,Bauchsprung,2.929,-0.249,18.375,-2.852,7.33,-2.774,-0.944,-0.146,0.246,-2.751,-81.115,-0.06,0.407,-0.147,-0.905,15.743,-75.547,3.186,15.48,-0.105,11.434,-20.542,69.846,-16.466
20191007-1159-FRANKFURT_1-01-325,Schraubensalto A,-4.087,1.931,18.296,67.535,-258.009,177.69,-21.744,3.939,2.665,316.042,9.232,765.184,-8.833,-3.369,-6.261,41.954,152.84,348.296,-1.796,-1.336,15.549,29.389,308.845,18.729
20191008-1207-FRANKFURT_2-01-345,Baby- Fliffis C,-29.819,2.338,4.147,-25.159,-235.626,84.803,-12.33,0.419,-17.939,-111.101,-236.474,257.989,-7.683,-4.193,-10.119,-48.485,188.389,268.573,-1.879,3.517,13.053,80.299,270.596,-34.201
0115-JANEIKE-01-14,Salto B,2.193,0.134,16.057,11.04,68.576,-26.714,-6.461,-0.152,-9.971,59.82,395.235,-31.102,-0.978,-0.399,-3.399,25.302,151.786,-40.899,5.958,-0.94,15.265,-3.095,105.247,-7.615
0115-MORITZ-03-177,Salto C,2.979,-1.281,14.868,-8.331,108.068,-9.246,-8.313,-0.804,-5.879,0.665,318.894,10.694,-1.299,-0.712,-2.849,2.649,138.23,1.517,7.491,-1.242,14.028,9.194,92.762,-1.572
0609-4-01-499,Salto C,7.433,0.007,11.702,-3.537,115.323,10.808,-10.686,-0.269,-4.535,3.08,371.526,3.415,-1.463,-0.563,-2.648,8.318,119.649,1.18,8.061,-0.161,14.279,9.848,133.22,-2.503
20191001-1148-FRANKFURT_1-01-219,40<,-1.747,-0.169,15.177,3.085,17.475,0.806,-5.899,-1.001,-9.372,-5.482,378.974,-7.136,-8.686,-1.099,-4.776,-11.489,258.875,-6.567,4.168,-0.487,17.804,-18.952,174.059,-27.545
20191007-1534-FRANKFURT_2-01-119,Barani C,-5.088,3.001,12.849,-5.308,-354.466,92.156,-5.658,1.052,-9.98,-68.362,-49.199,272.367,-3.354,-2.399,-6.104,-56.993,123.385,171.443,-0.266,0.67,15.217,13.795,192.241,3.401
20191007-1534-FRANKFURT_2-01-48,Barani A,0.088,3.224,16.468,-10.872,-194.09,84.485,-3.381,-0.404,-8.143,-128.407,-55.909,227.668,-3.68,-3.121,-7.663,-76.865,127.301,161.456,-2.399,1.488,13.064,-4.986,288.913,-18.321
20190930-1153-FRANKFURT_1-01-220,Schraubensalto,1.867,0.018,18.673,78.449,149.683,160.494,-5.18,-1.222,-3.067,83.56,-140.007,252.605,-4.612,-2.062,-8.084,-87.682,-44.542,296.849,2.168,-0.119,14.791,26.269,195.296,82.988
20190930-1616-FRANKFURT_1-01-133,Fliffis C,-21.189,2.722,15.57,-30.502,-547.466,35.233,-29.011,4.225,-9.381,-73.932,-485.33,67.656,-6.4,0.532,-14.453,-143.086,51.17,263.464,-2.01,-1.042,9.097,-35.146,244.955,44.76
0827-BK1-01-59,Salto B,5.963,-0.199,15.838,-2.859,52.539,4.76,-10.283,-0.027,-9.571,-10.173,373.675,31.672,-2.166,0.055,-3.21,7.204,166.639,6.944,6.322,-1.339,14.886,5.178,111.672,3.459
0609-1-01-256,Doppelsalto B,-1.553,-0.264,13.375,10.471,130.782,-22.149,-27.953,-0.529,-6.474,-13.982,599.637,0.552,-23.975,0.565,-19.805,32.437,590.67,-0.534,5.852,0.548,7.511,-1.703,192.28,-11.07
0827-BK2-02-65,Salto B,1.999,0.878,18.398,-0.248,-6.852,-34.976,-12.409,-0.043,-11.129,-9.506,453.469,-29.881,-2.436,0.329,-1.49,8.367,112.751,-45.835,4.728,0.17,15.506,-16.772,163.956,-15.731
0609-1-01-115,Von Bauch in Stand,18.071,-0.547,12.179,-17.094,-16.941,2.863,-0.098,-0.127,-0.249,9.77,5.459,-8.774,0.256,-0.382,-0.715,8.804,20.659,11.284,7.077,-1.374,15.258,4.722,81.691,10.969
20191007-1534-FRANKFURT_2-01-120,Salto C,-1.846,1.105,15.088,-3.508,75.263,-0.981,-13.032,-0.94,-9.72,22.617,466.236,-39.985,-2.649,-0.849,-4.985,-5.478,147.867,-0.861,2.03,0.831,17.336,15.026,186.571,-15.69
20191007-1159-FRANKFURT_1-01-60,Salto C,-1.475,-0.274,14.768,-7.242,64.863,18.982,-6.734,-0.996,-10.026,-3.488,480.25,-11.483,-1.179,-0.793,-2.815,-1.519,50.726,3.493,-0.21,-0.471,17.023,-10.466,217.981,-11.092
0609-1-01-14,Salto C,2.021,0.026,13.666,11.643,109.946,-24.167,-10.243,0.588,-9.221,43.108,435.996,-4.564,-0.081,-0.254,-3.145,23.797,127.282,-7.247,1.823,0.01,17.118,12.577,82.757,3.459
20191007-1159-FRANKFURT_1-01-264,Salto A,-0.417,-0.175,15.292,-8.893,233.024,-6.298,-1.046,-1.463,-7.503,3.031,202.033,-3.304,-3.745,-1.22,-6.185,-5.318,171.07,-23.478,3.44,-0.808,17.483,-29.751,195.011,-33.529
0609-1-01-680,Doppelsalto C,-0.72,0.526,9.515,0.761,187.873,-29.387,-42.912,-1.184,-20.409,-9.198,721.003,-16.822,-27.156,-0.535,-20.604,35.74,574.756,-9.869,1.214,0.346,12.032,26.586,226.529,-32.509
0827-BK1-01-131,Salto A,6.265,-0.905,16.321,-2.069,149.358,0.069,-4.473,-0.634,-5.638,4.938,203.555,-2.416,-4.644,0.019,-4.633,9.02,217.6,-8.257,4.764,-1.155,14.916,-3.435,156.458,-5.713
20191007-1524-FRANKFURT_1-01-98,Salto A,6.598,3.054,13.114,-6.943,133.182,-21.98,-6.831,-0.874,-5.677,3.099,289.829,-18.358,-5.508,-0.927,-3.353,6.787,216.0,-25.397,4.909,0.593,15.852,2.017,227.597,-38.07
20190930-1247-FRANKFURT_2-01-149,Cody C,14.435,1.374,7.995,-35.047,-21.21,-5.811,-17.025,-0.515,-7.918,15.093,480.499,6.21,-3.757,-0.822,-3.461,-6.576,171.519,-4.59,3.887,0.241,15.0,2.682,211.024,1.153
0609-4-01-422,Salto C,8.012,0.542,11.561,-17.165,151.377,15.257,-7.449,-0.435,-3.655,3.472,304.586,11.906,-1.272,-0.685,-2.844,0.425,122.237,1.817,8.574,0.479,14.784,4.109,118.324,-5.558
20190930-1616-FRANKFURT_1-01-180,Salto C,1.909,0.5,14.602,-8.233,43.094,7.132,-13.088,-1.012,-8.727,-15.809,449.109,-10.974,-0.807,-0.688,-3.273,-7.896,119.742,8.907,5.523,1.025,15.977,12.177,102.726,3.729
0609-1-01-867,Bauchsprung,2.75,-0.499,19.157,-10.244,-27.385,1.702,-0.625,-0.238,0.027,0.285,-74.768,-19.198,0.074,-0.353,-0.981,14.207,-39.67,7.201,15.075,1.491,13.387,-10.977,62.891,-13.349
0827-BK2-01-81,Salto B,1.937,0.04,17.919,7.378,-13.351,-10.989,-8.853,1.224,-10.84,20.81,440.964,-12.38,-1.865,0.954,-2.335,4.461,118.981,-17.867,4.832,0.17,14.869,-1.716,138.195,-10.673
0609-4-01-155,Schraubensalto C,4.362,2.166,16.553,89.663,163.934,144.808,-10.967,-2.454,-2.372,144.086,-109.786,435.019,-4.9,-2.005,-6.508,-52.755,128.837,239.932,3.138,0.134,15.107,22.453,172.56,32.54
0609-1-01-207,Bauchsprung,3.153,-0.41,18.462,-5.963,8.308,-6.751,-0.116,-0.327,0.154,2.302,-63.936,1.865,-0.291,-0.227,-0.558,-1.678,-65.504,-5.332,16.257,-0.026,12.124,-7.28,42.528,-5.796
0827-BK1-01-10,Salto C,5.344,-0.586,13.658,-3.995,128.159,5.098,-9.243,-0.516,-5.139,-0.915,309.887,-2.091,-1.927,-0.334,-2.4,-3.884,146.34,2.289,6.022,-0.696,15.213,-2.521,120.635,1.699
20191007-1524-FRANKFURT_1-01-33,Barani A,-1.634,4.601,14.704,-49.817,-165.245,88.725,-0.643,-0.344,-8.151,-158.731,-119.885,123.423,-1.966,-3.385,-7.318,-139.27,67.366,172.043,-2.132,-0.245,13.771,-28.562,243.787,13.429
0609-1-01-304,Von Bauch in Stand,17.528,0.687,13.169,13.86,-23.479,-2.151,-0.319,-0.217,-0.06,-2.645,-1.297,1.758,0.294,-0.161,-0.799,-3.78,7.212,-4.379,6.588,-0.162,15.567,-2.376,110.535,14.967
0827-BK2-02-71,Salto B,0.811,1.295,18.54,3.929,19.27,-16.859,-13.709,1.267,-11.936,15.748,460.585,-11.357,-1.94,0.563,-2.032,18.431,124.506,-29.09,4.799,0.561,14.415,0.838,135.082,-17.34
20191001-1202-FRANKFURT_2-01-157,Salto A,-8.126,-2.473,15.656,-16.885,-207.489,4.116,3.557,-0.388,-7.497,-16.234,-206.299,-5.518,5.01,-0.965,-6.413,-28.785,-202.091,-7.393,-4.467,-1.548,15.73,-28.696,-217.19,-31.889
0609-4-01-262,Salto C,8.575,-0.697,10.82,-2.18,166.855,7.002,-7.14,-0.438,-3.996,18.07,304.291,-0.277,-1.331,-0.775,-2.909,1.06,110.896,-2.868,7.953,-0.248,15.272,-12.095,139.435,-7.006
0827-BK2-02-127,Salto A,2.945,0.772,17.202,5.664,176.185,-32.113,-1.803,0.508,-5.496,9.387,206.7,-14.96,-2.12,0.395,-5.251,19.799,184.848,-17.495,2.834,0.777,15.391,11.883,148.792,-21.829
20191007-1159-FRANKFURT_1-01-340,Fliffis C,-22.666,-1.964,15.598,33.083,-578.051,7.751,-41.823,1.449,-23.795,-9.406,-619.607,70.326,-8.949,-1.704,-14.38,-68.552,22.557,360.063,-4.966,-1.483,13.634,8.547,336.049,41.877
0827-BK2-02-67,Salto B,0.136,0.709,17.73,1.336,33.115,-33.188,-9.978,1.015,-11.335,47.401,418.801,-35.891,-1.927,0.768,-2.785,23.486,139.963,-47.694,3.818,0.375,14.807,9.782,135.135,-20.398
0827-BK1-01-103,Salto A,4.539,-1.207,15.874,5.907,138.185,-3.379,-4.234,-0.469,-4.801,-2.074,221.301,-10.337,-3.335,-0.158,-4.197,3.678,194.039,-3.651,5.015,-0.927,13.93,5.541,148.044,-3.59
20191008-1157-FRANKFURT_1-01-91,Barani A,-1.749,2.266,16.833,-23.433,-179.502,71.547,-3.487,-0.72,-9.397,-154.401,-55.997,252.905,-3.69,-3.509,-6.492,-31.964,170.928,91.291,-2.129,0.076,16.699,2.184,276.735,-4.002
20190930-1616-FRANKFURT_1-01-312,Doppelsalto C,-3.678,1.482,11.24,-12.605,184.254,10.997,-43.648,0.343,-16.663,11.299,691.446,5.763,-21.819,-0.136,-15.693,-0.728,488.721,-4.469,1.064,0.7,12.389,4.326,179.096,13.161
0609-1-01-185,Doppelsalto C,-2.003,-0.557,10.766,15.289,168.344,-11.082,-45.786,2.009,-20.302,33.737,782.902,2.599,-15.567,1.725,-14.098,76.139,443.906,-5.476,5.299,0.632,10.304,4.673,166.48,-15.038
0609-1-01-592,Doppelsalto B,-2.695,0.989,13.02,-1.103,123.373,-34.424,-30.894,-3.794,-6.834,-73.177,647.501,2.61,-21.691,-0.548,-18.854,43.743,566.507,-18.34,2.016,-0.572,8.965,13.031,198.282,-10.419
20190930-1616-FRANKFURT_1-01-33,Salto A,7.854,0.258,12.375,-9.618,112.496,26.005,-8.684,-0.987,-4.196,-2.393,291.934,20.658,-6.685,-0.576,-5.288,-3.585,296.391,4.154,2.553,-0.112,12.913,-6.293,213.394,1.798
20191007-1159-FRANKFURT_1-01-347,Salto C,-1.15,-0.323,13.772,7.481,104.505,0.361,-6.159,-1.204,-9.999,4.393,447.768,-29.805,-1.964,-1.083,-3.573,-17.213,88.136,-17.897,3.041,-0.562,16.894,-32.098,179.029,-8.986
0827-BK2-02-123,Salto A,2.812,0.149,16.518,8.987,169.273,-35.523,-2.719,0.386,-5.5,9.056,223.456,-24.116,-2.423,0.072,-5.329,12.045,189.56,-35.137,0.616,0.81,15.753,-8.324,152.507,-11.385
20190930-1616-FRANKFURT_1-01-255,Salto C,2.427,1.218,15.327,-5.658,43.321,9.857,-13.393,-0.925,-8.722,-8.558,464.327,-12.772,-1.166,-0.589,-2.955,-0.805,109.602,14.152,4.445,1.197,17.19,21.03,105.272,1.408
0609-4-01-48,Salto C,7.708,0.014,15.13,8.704,112.765,7.103,-8.02,-0.06,-4.123,17.518,283.407,-17.801,-5.436,-0.419,-3.07,6.872,225.01,-5.709,7.752,-0.498,11.852,25.084,185.276,6.714
0609-1-01-178,Doppelsalto C,-2.784,0.243,9.788,17.908,182.96,-20.568,-47.348,0.178,-24.107,7.102,792.566,-22.502,-16.341,-0.077,-14.925,45.276,469.247,2.074,3.988,-1.074,12.73,2.901,153.009,-9.34
20191007-1534-FRANKFURT_2-01-80,Schraubensalto A,-1.411,4.186,16.998,111.816,200.367,133.666,-9.773,-3.207,-4.476,113.939,-79.902,428.84,-5.256,-3.08,-7.737,-67.762,97.961,269.713,0.803,1.085,13.35,64.401,250.254,30.837
0609-1-01-440,Salto C,3.472,0.363,14.721,5.344,66.077,-13.282,-13.583,0.305,-8.146,23.418,478.527,-3.604,-0.345,-0.186,-2.527,25.069,125.11,-3.207,5.003,0.034,15.328,6.681,95.638,-4.991
0115-MORITZ-03-149,Voll- ein- voll- aus A,-11.753,-1.679,10.544,-203.375,219.037,-393.447,-31.786,1.495,-26.263,-99.144,154.141,-627.284,-27.1,6.81,-23.714,-160.661,-107.576,-565.288,-8.652,-1.332,5.582,-23.749,335.789,-32.708
20191007-1159-FRANKFURT_1-01-386,Salto C,-1.086,-0.403,14.737,-5.506,58.25,23.118,-5.363,-1.279,-11.109,4.737,481.581,-29.484,-1.41,-0.857,-3.007,-14.151,68.96,-1.261,4.172,0.202,16.317,-29.349,190.636,1.07
0609-4-01-42,Fliffis B,-19.378,-0.285,15.692,7.087,-545.633,16.977,-14.884,1.417,-12.49,-60.345,-198.308,180.511,-9.618,-2.606,-17.007,-162.872,165.436,265.32,-2.902,-1.021,11.443,-2.883,272.239,34.072
20190930-1616-FRANKFURT_1-01-272,Barani A,1.533,0.71,17.812,-45.108,-134.6,59.693,-1.343,1.075,-7.795,-150.391,-134.92,110.512,-1.702,-1.631,-7.508,-137.688,70.196,168.213,2.273,-0.129,13.041,-20.332,186.373,48.839
20190930-1247-FRANKFURT_2-01-263,3/4 Salto rw A,3.172,-0.921,17.278,11.903,127.787,8.405,-0.674,-0.741,-3.327,9.359,140.322,-8.925,-0.836,-0.876,-3.494,0.469,162.337,-11.368,14.543,-1.671,10.316,24.87,194.379,11.824
0609-1-01-142,Von Bauch in Stand,19.262,0.503,9.455,0.493,-15.892,5.36,-0.282,-0.029,-0.16,1.849,3.202,6.989,0.71,-0.224,-0.362,-0.163,25.305,-0.436,7.121,-0.639,14.752,12.613,82.944,6.958
20191007-1534-FRANKFURT_2-01-28,Barani A,-0.268,5.057,16.154,-34.114,-178.104,122.558,-2.601,-1.273,-9.473,-168.279,-38.798,207.469,-3.717,-3.285,-7.642,-90.649,147.781,151.086,-0.569,2.907,14.354,2.364,244.384,-9.831
