SprungID,Sprungtyp,Acc_N_Fil,Gyro_x_R,Gyro_y_R,Gyro_z_R,Gyro_x_Fil,Gyro_y_Fil,Gyro_z_Fil,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_I_ABS_x LapEnd,DJump_I_ABS_y LapEnd,DJump_I_ABS_z LapEnd,DJump_ABS_I_x LapEnd,DJump_ABS_I_y LapEnd,DJump_ABS_I_z LapEnd,DJump_SIG_I_S1_x LapEnd,DJump_SIG_I_S1_y LapEnd,DJump_SIG_I_S1_z LapEnd,DJump_SIG_I_S2_x LapEnd,DJump_SIG_I_S2_y LapEnd,DJump_SIG_I_S2_z LapEnd,DJump_SIG_I_S3_x LapEnd,DJump_SIG_I_S3_y LapEnd,DJump_SIG_I_S3_z LapEnd,DJump_SIG_I_S4_x LapEnd,DJump_SIG_I_S4_y LapEnd,DJump_SIG_I_S4_z LapEnd,DJump_I_ABS_S1_x LapEnd,DJump_I_ABS_S1_y LapEnd,DJump_I_ABS_S1_z LapEnd,DJump_I_ABS_S2_x LapEnd,DJump_I_ABS_S2_y LapEnd,DJump_I_ABS_S2_z LapEnd,DJump_I_ABS_S3_x LapEnd,DJump_I_ABS_S3_y LapEnd,DJump_I_ABS_S3_z LapEnd,DJump_I_ABS_S4_x LapEnd,DJump_I_ABS_S4_y LapEnd,DJump_I_ABS_S4_z LapEnd,DJump_ABS_I_S1_x LapEnd,DJump_ABS_I_S1_y LapEnd,DJump_ABS_I_S1_z LapEnd,DJump_ABS_I_S2_x LapEnd,DJump_ABS_I_S2_y LapEnd,DJump_ABS_I_S2_z LapEnd,DJump_ABS_I_S3_x LapEnd,DJump_ABS_I_S3_y LapEnd,DJump_ABS_I_S3_z LapEnd,DJump_ABS_I_S4_x LapEnd,DJump_ABS_I_S4_y LapEnd,DJump_ABS_I_S4_z LapEnd
generated_Mean_Salto B,Salto B,15.559,25.377,357.93,-22.168,24.218,357.46,-21.256,12.835,330.557,-17.81,21.87,347.418,27.047,40.814,396.915,51.559,0.595,9.369,-2.835,6.367,180.543,-4.83,3.463,75.588,-6.027,2.409,65.056,-4.118,2.503,12.842,6.238,8.859,184.531,5.867,4.7,79.995,7.174,4.531,67.15,4.367,9.632,60.148,16.154,14.445,191.252,14.86,8.515,79.995,10.69,9.499,68.418,13.256
generated_Mean_Salto B,Salto B,4.779,3.369,102.816,-7.444,3.387,103.383,-7.491,12.835,330.557,-17.81,21.87,347.418,27.047,40.814,396.915,51.559,0.595,9.369,-2.835,6.367,180.543,-4.83,3.463,75.588,-6.027,2.409,65.056,-4.118,2.503,12.842,6.238,8.859,184.531,5.867,4.7,79.995,7.174,4.531,67.15,4.367,9.632,60.148,16.154,14.445,191.252,14.86,8.515,79.995,10.69,9.499,68.418,13.256
generated_Mean_Salto A,Salto A,94.009,7.4,126.63,7.937,13.908,119.355,-11.185,5.844,245.005,-22.183,19.245,345.715,23.921,31.73,347.747,44.93,1.898,55.002,-5.055,2.296,71.158,-5.338,0.921,57.664,-4.836,0.729,61.181,-6.953,4.906,78.015,7.288,4.369,96.156,4.642,3.488,81.123,4.507,6.122,90.072,6.801,9.255,79.366,16.135,7.063,96.156,8.578,5.652,81.123,6.704,10.12,91.452,14.196
generated_Mean_Salto A,Salto A,8.002,-4.322,118.889,-10.271,-4.052,117.837,-11.11,5.844,245.005,-22.183,19.245,345.715,23.921,31.73,347.747,44.93,1.898,55.002,-5.055,2.296,71.158,-5.338,0.921,57.664,-4.836,0.729,61.181,-6.953,4.906,78.015,7.288,4.369,96.156,4.642,3.488,81.123,4.507,6.122,90.072,6.801,9.255,79.366,16.135,7.063,96.156,8.578,5.652,81.123,6.704,10.12,91.452,14.196
generated_Mean_Salto A,Salto A,6.775,6.155,155.673,-11.529,6.089,155.661,-11.41,5.844,245.005,-22.183,19.245,345.715,23.921,31.73,347.747,44.93,1.898,55.002,-5.055,2.296,71.158,-5.338,0.921,57.664,-4.836,0.729,61.181,-6.953,4.906,78.015,7.288,4.369,96.156,4.642,3.488,81.123,4.507,6.122,90.072,6.801,9.255,79.366,16.135,7.063,96.156,8.578,5.652,81.123,6.704,10.12,91.452,14.196
generated_Mean_Salto A,Salto A,7.266,-1.003,110.493,-8.129,-1.029,111.015,-8.88,5.844,245.005,-22.183,19.245,345.715,23.921,31.73,347.747,44.93,1.898,55.002,-5.055,2.296,71.158,-5.338,0.921,57.664,-4.836,0.729,61.181,-6.953,4.906,78.015,7.288,4.369,96.156,4.642,3.488,81.123,4.507,6.122,90.072,6.801,9.255,79.366,16.135,7.063,96.156,8.578,5.652,81.123,6.704,10.12,91.452,14.196
generated_Mean_Barani A,Barani A,94.427,9.098,-11.649,-8.069,11.932,-4.968,5.072,-84.0,43.131,163.634,107.478,69.909,181.168,123.423,254.086,196.93,-10.437,-61.306,27.718,-46.711,-35.796,71.643,-26.558,45.839,62.167,-0.293,94.393,2.107,13.371,66.858,29.089,58.251,41.604,76.16,34.902,-51.238,68.84,-0.061,-8.099,3.713,17.966,69.87,34.968,58.946,46.125,76.163,36.129,52.693,69.56,11.396,106.181,19.604
generated_Mean_Barani A,Barani A,7.425,-46.809,-95.597,100.951,-48.627,-97.965,100.638,-84.0,43.131,163.634,107.478,69.909,181.168,123.423,254.086,196.93,-10.437,-61.306,27.718,-46.711,-35.796,71.643,-26.558,45.839,62.167,-0.293,94.393,2.107,13.371,66.858,29.089,58.251,41.604,76.16,34.902,-51.238,68.84,-0.061,-8.099,3.713,17.966,69.87,34.968,58.946,46.125,76.163,36.129,52.693,69.56,11.396,106.181,19.604
generated_Mean_Barani A,Barani A,10.214,-123.116,30.391,242.541,-123.009,29.031,239.996,-84.0,43.131,163.634,107.478,69.909,181.168,123.423,254.086,196.93,-10.437,-61.306,27.718,-46.711,-35.796,71.643,-26.558,45.839,62.167,-0.293,94.393,2.107,13.371,66.858,29.089,58.251,41.604,76.16,34.902,-51.238,68.84,-0.061,-8.099,3.713,17.966,69.87,34.968,58.946,46.125,76.163,36.129,52.693,69.56,11.396,106.181,19.604
generated_Mean_Barani A,Barani A,8.524,-13.597,159.572,45.314,-14.158,159.481,45.941,-84.0,43.131,163.634,107.478,69.909,181.168,123.423,254.086,196.93,-10.437,-61.306,27.718,-46.711,-35.796,71.643,-26.558,45.839,62.167,-0.293,94.393,2.107,13.371,66.858,29.089,58.251,41.604,76.16,34.902,-51.238,68.84,-0.061,-8.099,3.713,17.966,69.87,34.968,58.946,46.125,76.163,36.129,52.693,69.56,11.396,106.181,19.604
generated_Mean_Doppelsalto C,Doppelsalto C,87.366,26.347,172.739,-15.244,29.013,214.778,-13.999,30.506,699.373,-27.635,33.548,700.468,32.073,56.445,702.525,62.287,3.903,71.457,-6.507,2.366,309.755,-5.131,20.261,224.484,-7.533,3.976,93.677,-8.465,4.912,71.457,6.783,7.582,309.755,6.843,16.703,224.484,8.296,3.566,93.677,8.529,10.15,74.88,17.787,14.175,309.755,13.937,22.86,224.484,17.127,10.045,94.502,15.057
generated_Mean_Doppelsalto C,Doppelsalto C,28.214,-2.708,354.922,-6.903,-3.433,363.109,-9.167,30.506,699.373,-27.635,33.548,700.468,32.073,56.445,702.525,62.287,3.903,71.457,-6.507,2.366,309.755,-5.131,20.261,224.484,-7.533,3.976,93.677,-8.465,4.912,71.457,6.783,7.582,309.755,6.843,16.703,224.484,8.296,3.566,93.677,8.529,10.15,74.88,17.787,14.175,309.755,13.937,22.86,224.484,17.127,10.045,94.502,15.057
generated_Mean_Doppelsalto C,Doppelsalto C,52.164,30.249,816.481,-5.164,30.925,811.7,-6.005,30.506,699.373,-27.635,33.548,700.468,32.073,56.445,702.525,62.287,3.903,71.457,-6.507,2.366,309.755,-5.131,20.261,224.484,-7.533,3.976,93.677,-8.465,4.912,71.457,6.783,7.582,309.755,6.843,16.703,224.484,8.296,3.566,93.677,8.529,10.15,74.88,17.787,14.175,309.755,13.937,22.86,224.484,17.127,10.045,94.502,15.057
generated_Mean_Doppelsalto C,Doppelsalto C,9.956,19.354,197.403,-28.092,19.881,199.886,-27.604,30.506,699.373,-27.635,33.548,700.468,32.073,56.445,702.525,62.287,3.903,71.457,-6.507,2.366,309.755,-5.131,20.261,224.484,-7.533,3.976,93.677,-8.465,4.912,71.457,6.783,7.582,309.755,6.843,16.703,224.484,8.296,3.566,93.677,8.529,10.15,74.88,17.787,14.175,309.755,13.937,22.86,224.484,17.127,10.045,94.502,15.057
generated_Mean_3/4 Salto rw A,3/4 Salto rw A,88.88,14.527,65.458,33.975,11.203,67.118,10.145,10.945,230.0,-17.947,17.928,315.327,19.74,29.957,317.105,46.138,1.871,42.141,0.922,2.991,54.19,-4.321,1.579,66.698,-5.666,4.504,66.971,-8.882,4.37,60.654,4.512,3.882,75.057,1.405,3.37,89.045,5.099,6.306,90.57,8.723,7.465,60.714,11.064,5.806,75.057,7.264,5.1,89.045,7.795,11.586,92.288,20.014
generated_Mean_3/4 Salto rw A,3/4 Salto rw A,3.787,-1.642,52.375,-11.185,-1.428,52.345,-9.375,10.945,230.0,-17.947,17.928,315.327,19.74,29.957,317.105,46.138,1.871,42.141,0.922,2.991,54.19,-4.321,1.579,66.698,-5.666,4.504,66.971,-8.882,4.37,60.654,4.512,3.882,75.057,1.405,3.37,89.045,5.099,6.306,90.57,8.723,7.465,60.714,11.064,5.806,75.057,7.264,5.1,89.045,7.795,11.586,92.288,20.014
generated_Mean_3/4 Salto rw A,3/4 Salto rw A,3.946,11.216,146.458,-3.593,9.954,146.85,-4.547,10.945,230.0,-17.947,17.928,315.327,19.74,29.957,317.105,46.138,1.871,42.141,0.922,2.991,54.19,-4.321,1.579,66.698,-5.666,4.504,66.971,-8.882,4.37,60.654,4.512,3.882,75.057,1.405,3.37,89.045,5.099,6.306,90.57,8.723,7.465,60.714,11.064,5.806,75.057,7.264,5.1,89.045,7.795,11.586,92.288,20.014
generated_Mean_3/4 Salto rw A,3/4 Salto rw A,5.135,-0.445,132.395,-11.805,-0.972,131.565,-11.327,10.945,230.0,-17.947,17.928,315.327,19.74,29.957,317.105,46.138,1.871,42.141,0.922,2.991,54.19,-4.321,1.579,66.698,-5.666,4.504,66.971,-8.882,4.37,60.654,4.512,3.882,75.057,1.405,3.37,89.045,5.099,6.306,90.57,8.723,7.465,60.714,11.064,5.806,75.057,7.264,5.1,89.045,7.795,11.586,92.288,20.014
generated_Mean_Cody C,Cody C,116.119,4.52,-10.995,-31.584,6.013,-21.242,-24.749,-10.567,283.922,-6.899,28.176,391.127,12.414,52.304,475.079,65.24,-5.273,5.288,5.571,-0.141,157.287,-6.901,-3.995,56.5,-2.142,-1.158,64.847,-3.426,7.521,13.535,10.448,10.939,218.391,-1.733,5.951,75.295,1.476,3.766,83.905,2.223,16.029,88.53,22.953,18.222,226.311,19.606,7.172,75.295,7.081,10.881,84.942,15.598
generated_Mean_Cody C,Cody C,27.515,-7.956,421.631,0.155,-3.983,412.33,-3.132,-10.567,283.922,-6.899,28.176,391.127,12.414,52.304,475.079,65.24,-5.273,5.288,5.571,-0.141,157.287,-6.901,-3.995,56.5,-2.142,-1.158,64.847,-3.426,7.521,13.535,10.448,10.939,218.391,-1.733,5.951,75.295,1.476,3.766,83.905,2.223,16.029,88.53,22.953,18.222,226.311,19.606,7.172,75.295,7.081,10.881,84.942,15.598
generated_Mean_Cody C,Cody C,10.339,-22.411,154.276,12.887,-18.716,158.956,-3.958,-10.567,283.922,-6.899,28.176,391.127,12.414,52.304,475.079,65.24,-5.273,5.288,5.571,-0.141,157.287,-6.901,-3.995,56.5,-2.142,-1.158,64.847,-3.426,7.521,13.535,10.448,10.939,218.391,-1.733,5.951,75.295,1.476,3.766,83.905,2.223,16.029,88.53,22.953,18.222,226.311,19.606,7.172,75.295,7.081,10.881,84.942,15.598
generated_Mean_Cody C,Cody C,6.874,-3.887,98.564,-2.218,-4.665,99.656,-1.928,-10.567,283.922,-6.899,28.176,391.127,12.414,52.304,475.079,65.24,-5.273,5.288,5.571,-0.141,157.287,-6.901,-3.995,56.5,-2.142,-1.158,64.847,-3.426,7.521,13.535,10.448,10.939,218.391,-1.733,5.951,75.295,1.476,3.766,83.905,2.223,16.029,88.53,22.953,18.222,226.311,19.606,7.172,75.295,7.081,10.881,84.942,15.598
