SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_I_ABS_x LapEnd,DJump_I_ABS_y LapEnd,DJump_I_ABS_z LapEnd,DJump_ABS_I_x LapEnd,DJump_ABS_I_y LapEnd,DJump_ABS_I_z LapEnd,DJump_SIG_I_S1_x LapEnd,DJump_SIG_I_S1_y LapEnd,DJump_SIG_I_S1_z LapEnd,DJump_SIG_I_S2_x LapEnd,DJump_SIG_I_S2_y LapEnd,DJump_SIG_I_S2_z LapEnd,DJump_SIG_I_S3_x LapEnd,DJump_SIG_I_S3_y LapEnd,DJump_SIG_I_S3_z LapEnd,DJump_SIG_I_S4_x LapEnd,DJump_SIG_I_S4_y LapEnd,DJump_SIG_I_S4_z LapEnd,DJump_I_ABS_S1_x LapEnd,DJump_I_ABS_S1_y LapEnd,DJump_I_ABS_S1_z LapEnd,DJump_I_ABS_S2_x LapEnd,DJump_I_ABS_S2_y LapEnd,DJump_I_ABS_S2_z LapEnd,DJump_I_ABS_S3_x LapEnd,DJump_I_ABS_S3_y LapEnd,DJump_I_ABS_S3_z LapEnd,DJump_I_ABS_S4_x LapEnd,DJump_I_ABS_S4_y LapEnd,DJump_I_ABS_S4_z LapEnd,DJump_ABS_I_S1_x LapEnd,DJump_ABS_I_S1_y LapEnd,DJump_ABS_I_S1_z LapEnd,DJump_ABS_I_S2_x LapEnd,DJump_ABS_I_S2_y LapEnd,DJump_ABS_I_S2_z LapEnd,DJump_ABS_I_S3_x LapEnd,DJump_ABS_I_S3_y LapEnd,DJump_ABS_I_S3_z LapEnd,DJump_ABS_I_S4_x LapEnd,DJump_ABS_I_S4_y LapEnd,DJump_ABS_I_S4_z LapEnd,0_mean_Acc_N_Fil,0_std_Acc_N_Fil,0_mean_Gyro_x_R,0_std_Gyro_x_R,0_mean_Gyro_y_R,0_std_Gyro_y_R,0_mean_Gyro_z_R,0_std_Gyro_z_R,0_mean_Gyro_x_Fil,0_std_Gyro_x_Fil,0_mean_Gyro_y_Fil,0_std_Gyro_y_Fil,0_mean_Gyro_z_Fil,0_std_Gyro_z_Fil,25_mean_Acc_N_Fil,25_std_Acc_N_Fil,25_mean_Gyro_x_R,25_std_Gyro_x_R,25_mean_Gyro_y_R,25_std_Gyro_y_R,25_mean_Gyro_z_R,25_std_Gyro_z_R,25_mean_Gyro_x_Fil,25_std_Gyro_x_Fil,25_mean_Gyro_y_Fil,25_std_Gyro_y_Fil,25_mean_Gyro_z_Fil,25_std_Gyro_z_Fil,50_mean_Acc_N_Fil,50_std_Acc_N_Fil,50_mean_Gyro_x_R,50_std_Gyro_x_R,50_mean_Gyro_y_R,50_std_Gyro_y_R,50_mean_Gyro_z_R,50_std_Gyro_z_R,50_mean_Gyro_x_Fil,50_std_Gyro_x_Fil,50_mean_Gyro_y_Fil,50_std_Gyro_y_Fil,50_mean_Gyro_z_Fil,50_std_Gyro_z_Fil,75_mean_Acc_N_Fil,75_std_Acc_N_Fil,75_mean_Gyro_x_R,75_std_Gyro_x_R,75_mean_Gyro_y_R,75_std_Gyro_y_R,75_mean_Gyro_z_R,75_std_Gyro_z_R,75_mean_Gyro_x_Fil,75_std_Gyro_x_Fil,75_mean_Gyro_y_Fil,75_std_Gyro_y_Fil,75_mean_Gyro_z_Fil,75_std_Gyro_z_Fil
20191001-1148-FRANKFURT_1-01-220,Fliffis aus C,82.584,-373.078,149.209,82.584,373.078,149.209,97.15,702.937,245.98,24.07,-216.65,-9.13,31.04,-276.528,-10.836,14.607,-20.011,169.044,12.867,140.11,0.132,24.07,216.65,9.13,31.04,276.528,10.836,14.607,20.011,129.111,12.867,-140.11,0.132,25.691,216.65,16.435,31.046,276.528,26.957,20.5,69.649,169.044,19.914,140.11,33.545,49.098,23.691,61.303,29.038,-556.474,196.778,-20.531,45.033,60.581,22.157,-552.417,186.317,-21.389,25.399,54.565,4.035,79.174,26.634,-710.008,68.241,-24.904,75.505,79.049,23.464,-706.03,63.245,-21.025,75.3,21.977,7.056,37.039,46.848,-52.271,211.792,436.325,123.797,36.616,38.558,-52.696,211.668,429.598,114.709,22.79,19.687,32.758,59.719,358.501,116.142,2.549,133.796,33.363,44.071,355.381,77.31,6.078,86.894
20191001-1148-FRANKFURT_1-01-221,Salto rw A,-7.043,343.435,-27.504,7.043,343.435,27.504,28.18,346.497,46.679,-0.487,89.876,-13.471,-2.238,86.621,3.537,2.472,56.807,-6.339,-6.789,110.131,-11.232,0.487,89.876,13.471,2.238,86.621,-3.537,-2.472,56.807,6.339,6.789,110.131,11.232,6.451,89.876,17.086,5.868,86.621,5.315,4.326,56.807,6.396,11.535,113.194,17.882,27.101,30.405,-1.622,19.974,221.502,97.317,-30.465,40.518,-1.669,10.561,221.972,63.747,-30.228,20.322,7.375,1.462,-5.983,17.059,214.514,24.393,11.679,14.058,-5.926,15.243,212.908,22.007,11.248,10.51,6.982,0.816,5.734,10.166,140.348,34.574,-12.888,10.632,5.646,9.262,142.168,33.135,-13.331,9.303,25.28,26.824,-17.344,30.188,271.031,111.64,-25.281,52.993,-16.814,21.525,269.552,94.807,-24.211,26.596
20191001-1148-FRANKFURT_1-01-238,Strecksprung,0.168,0.492,-0.327,0.168,0.492,0.327,18.413,131.575,36.777,5.038,36.562,-7.953,-1.221,-16.612,4.054,-3.907,-41.928,5.646,0.259,22.47,-2.075,5.038,36.562,7.953,-1.221,-16.612,-4.054,-3.726,2.028,-2.151,0.077,-21.486,-1.42,6.257,38.37,12.047,2.861,17.867,9.941,3.93,41.928,6.334,5.366,33.41,8.454,18.824,28.239,11.193,15.111,83.281,49.202,-15.444,30.629,11.13,9.945,82.304,35.984,-16.625,20.425,1.048,0.52,-3.229,7.464,-39.238,32.183,12.221,26.304,-2.883,5.364,-39.108,32.443,11.94,21.467,1.622,0.286,-9.418,5.0,-97.57,21.088,15.89,9.228,-9.359,3.735,-96.65,19.906,15.972,6.608,16.494,25.807,0.248,15.039,51.482,88.126,-1.961,23.49,-0.426,12.615,51.413,82.957,-1.869,20.139
20191001-1148-FRANKFURT_1-01-244,Fliffis aus B,239.969,-389.382,99.729,239.969,389.382,99.729,256.787,770.02,254.962,36.205,-238.94,-14.935,82.525,-248.843,-43.048,119.352,-64.498,155.917,1.885,162.899,1.796,36.205,238.94,14.935,82.525,248.843,43.048,119.352,64.498,39.95,1.885,-162.899,1.796,36.849,238.94,19.816,82.525,248.843,43.53,119.352,119.339,156.054,18.06,162.899,35.561,47.217,22.872,87.037,42.503,-578.112,210.274,-33.196,45.229,87.062,39.331,-574.954,201.175,-32.667,29.569,37.898,4.198,199.823,65.233,-604.157,60.51,-101.081,52.324,197.534,61.627,-604.664,57.152,-99.552,43.85,20.606,6.468,288.936,156.04,-153.62,272.312,381.661,199.389,288.135,138.644,-152.079,259.148,375.421,187.127,30.911,26.522,3.894,50.222,393.641,140.63,6.55,100.655,7.7,38.547,396.567,92.313,12.92,69.389
20191001-1148-FRANKFURT_1-01-245,Salto rw B,-13.617,335.621,-7.139,13.617,335.621,7.139,36.118,437.08,48.956,0.957,9.172,-1.702,-4.021,156.216,-5.997,-5.847,97.604,4.148,-4.706,72.629,-3.588,0.957,9.172,1.702,2.108,156.216,5.997,5.847,97.604,-4.148,4.706,72.629,3.588,5.241,96.782,9.363,9.604,166.444,13.687,14.34,97.604,16.692,6.932,76.25,9.215,23.139,26.346,1.929,15.71,21.518,274.921,-1.291,28.695,0.474,9.569,21.826,235.001,-2.351,10.261,16.478,6.727,-10.27,28.049,381.92,251.895,-11.819,37.462,-10.05,22.244,375.372,250.856,-12.68,24.151,10.418,9.165,-14.747,41.922,238.543,175.527,13.172,47.017,-15.192,34.948,238.468,166.393,13.269,31.351,21.261,31.191,-11.867,16.279,175.306,129.365,-6.247,26.243,-11.064,11.012,173.186,112.001,-5.179,14.415
20191001-1148-FRANKFURT_1-01-246,Fliffis aus C,72.371,-334.733,162.905,72.371,334.733,162.905,78.601,719.019,233.332,14.339,-217.771,0.734,18.722,-270.024,-3.657,31.307,-3.086,156.684,8.003,156.148,9.144,14.339,217.771,0.734,18.722,270.024,2.188,31.307,3.086,150.838,8.003,-156.148,9.144,14.339,217.771,15.106,18.722,270.024,32.223,31.307,75.076,156.684,14.233,156.148,29.319,45.791,21.107,35.433,18.459,-545.389,195.668,4.716,50.001,34.483,14.407,-541.834,189.502,3.486,39.743,49.623,8.269,46.39,27.955,-676.023,102.877,-6.263,90.636,46.665,24.095,-672.901,100.575,-1.185,93.082,19.264,5.856,77.852,72.482,-8.677,212.932,394.589,137.484,77.562,57.015,-9.322,202.344,389.246,128.839,29.695,27.007,19.799,42.208,389.864,127.159,25.715,92.49,20.592,28.577,389.925,87.952,28.104,63.464
20191001-1148-FRANKFURT_1-01-247,Salto rw A,-12.19,344.144,-10.998,12.19,344.144,10.998,30.504,347.828,41.437,0.64,104.695,-7.161,-1.516,85.113,4.417,1.65,63.174,-8.734,-12.964,91.162,0.48,0.64,104.695,7.161,0.235,85.113,-4.417,-0.101,63.174,8.734,11.416,91.162,-0.48,6.606,104.695,13.532,7.253,85.113,8.134,3.069,63.174,8.734,13.576,94.846,11.037,19.38,24.75,1.214,19.999,255.138,106.15,-14.733,37.701,0.768,13.121,252.345,69.914,-16.632,16.214,8.053,0.973,-4.171,22.209,207.134,41.324,13.715,21.432,-4.15,20.2,206.713,38.327,14.392,16.802,6.58,0.737,3.577,7.249,153.689,40.958,-18.435,13.485,3.456,6.784,154.723,39.28,-18.19,11.867,21.829,28.759,-32.092,20.586,221.631,127.544,3.803,45.773,-30.957,10.989,220.468,101.745,2.696,12.836
20191001-1202-FRANKFURT_2-01-24,3/4 Salto rw A,-5.656,-308.932,-29.831,5.656,308.932,29.831,25.585,315.559,50.761,-1.626,-68.959,1.666,0.511,-77.651,-9.553,-0.152,-80.049,-2.537,-4.389,-82.273,-19.407,1.626,68.959,1.666,-0.511,77.651,6.221,0.152,80.049,2.537,4.389,82.273,19.407,9.626,68.959,11.273,1.909,77.651,9.553,2.217,80.049,3.289,11.833,88.899,26.646,21.657,28.367,-3.57,25.364,-155.888,66.681,6.592,34.839,-2.893,20.516,-154.914,56.49,6.937,22.336,4.322,0.552,1.315,5.083,-176.552,14.166,-19.058,14.285,0.859,3.81,-176.173,6.774,-19.086,9.72,4.732,0.523,-0.251,6.199,-182.078,9.71,-3.126,6.881,-0.556,5.021,-181.735,7.372,-3.381,5.135,20.335,26.194,-10.423,32.993,-184.559,126.494,-41.13,100.661,-11.5,19.671,-180.533,101.106,-38.832,59.887
20191001-1202-FRANKFURT_2-01-25,Cody C,-47.038,-396.871,-13.278,47.038,396.871,13.278,66.184,469.22,60.678,-3.405,-0.264,14.325,-22.965,-251.814,-13.721,-9.288,-72.96,1.626,-11.38,-71.833,-15.508,3.405,0.264,14.325,22.965,251.814,-13.721,9.288,72.96,1.626,11.38,71.833,11.048,19.143,70.892,22.98,23.255,251.814,14.785,9.348,72.96,4.557,14.438,73.554,18.356,37.325,32.064,-8.455,53.049,0.886,219.783,38.962,78.032,-7.479,44.599,-7.472,202.661,35.313,52.853,29.704,3.936,-58.031,23.701,-636.863,96.404,-32.229,26.934,-57.064,18.714,-631.721,90.596,-30.619,8.305,6.411,2.099,-23.378,21.398,-181.648,112.595,7.301,16.587,-23.886,17.82,-183.615,108.832,6.548,8.337,17.14,18.002,-30.091,32.243,-179.432,79.694,-36.635,138.019,-30.943,14.802,-177.205,40.774,-30.681,24.87
20191001-1202-FRANKFURT_2-01-26,Bücksprung,3.825,-2.066,0.416,3.825,2.066,0.416,45.288,205.89,56.8,2.919,25.713,6.311,2.5,0.937,-1.768,-6.898,-30.378,-5.224,5.305,1.663,1.097,2.919,25.713,6.311,2.5,0.937,-1.768,-3.939,-22.921,-3.862,2.346,-1.663,-0.265,14.487,68.996,18.249,7.991,86.7,10.462,10.453,30.909,11.935,12.358,19.285,16.155,33.189,29.543,7.367,40.252,65.199,178.986,18.41,91.219,8.8,29.762,62.102,168.04,14.082,21.332,10.992,3.404,6.331,22.19,3.872,233.245,-1.589,42.267,6.081,18.414,4.713,221.877,-0.495,14.59,4.446,3.975,-16.932,33.528,-73.64,83.085,-10.143,29.701,-16.202,27.937,-74.557,80.503,-10.843,23.862,13.48,20.652,13.059,32.129,4.995,113.038,5.892,60.086,13.242,28.545,5.387,29.242,5.477,34.076
20191001-1202-FRANKFURT_2-01-27,Salto B,-34.938,-350.948,-18.272,34.938,350.948,18.272,47.058,395.482,62.449,-4.265,-20.931,6.035,-4.855,-172.425,-10.489,-13.836,-103.176,1.065,-11.983,-54.416,-14.883,4.265,20.931,6.035,4.855,172.425,-1.582,13.836,103.176,-1.065,11.983,54.416,14.883,7.349,57.06,10.754,12.785,180.539,24.293,14.0,103.176,9.983,12.923,54.707,17.419,30.844,29.298,-10.361,18.714,-50.002,148.567,17.654,32.829,-11.132,13.171,-51.648,136.077,17.083,13.487,18.343,8.719,-11.814,35.078,-423.139,276.914,-23.048,95.713,-12.557,27.204,-418.934,260.638,-20.477,33.045,10.231,7.971,-34.105,39.332,-253.832,133.63,5.425,40.169,-33.223,34.612,-256.477,132.483,3.552,19.66,15.549,19.677,-29.249,20.102,-134.571,84.411,-33.392,75.537,-29.281,13.816,-128.94,54.8,-29.017,39.524
20191001-1202-FRANKFURT_2-01-28,Barani A,108.162,-51.257,166.211,108.162,51.257,166.211,125.513,269.385,204.509,12.433,44.787,19.521,56.545,57.393,68.958,36.273,-49.523,71.764,2.912,-103.914,5.968,12.433,44.787,19.521,56.545,57.393,68.958,36.273,-49.523,71.764,2.912,-1.4,5.968,16.092,53.066,37.1,56.545,57.43,68.958,36.273,49.523,71.764,16.603,109.367,26.687,32.154,32.954,30.319,38.486,110.259,137.443,50.17,101.277,31.17,29.522,106.107,106.87,45.086,62.265,10.587,1.921,138.235,38.558,140.838,58.044,171.396,91.3,137.883,37.194,138.29,50.959,172.069,86.185,10.777,0.699,87.92,53.109,-120.291,69.56,176.752,75.223,88.144,50.569,-119.459,68.938,176.44,74.077,20.581,20.221,7.072,45.76,-251.629,110.274,20.07,114.269,5.985,39.145,-253.926,50.077,23.628,53.478
20191001-1202-FRANKFURT_2-01-29,Salto A,-48.515,-347.168,-15.359,48.515,347.168,15.359,54.778,349.059,50.155,-8.394,-80.718,-3.316,-4.877,-96.048,1.331,-20.008,-93.555,2.172,-15.236,-76.847,-15.546,8.394,80.718,3.316,4.877,96.048,-1.331,20.008,93.555,-1.799,15.236,76.847,15.172,11.085,81.962,23.056,8.01,96.048,6.412,20.008,93.555,3.228,15.675,77.494,17.459,29.37,29.618,-20.533,25.796,-197.259,159.844,-5.38,82.695,-19.443,18.086,-197.049,123.661,-10.006,44.327,9.568,0.732,-11.997,19.501,-236.338,45.184,6.09,20.976,-12.189,16.283,-235.294,39.218,6.587,12.387,8.914,0.21,-49.482,10.634,-229.567,33.262,8.057,7.113,-49.227,9.839,-229.555,32.398,8.038,6.011,16.703,19.202,-37.815,13.806,-189.741,83.784,-32.532,112.196,-38.041,8.477,-184.61,15.854,-27.786,31.956
20191001-1202-FRANKFURT_2-01-37,Strecksprung,3.093,4.603,0.96,3.093,4.603,0.96,36.08,82.225,44.738,-0.393,-26.239,-6.86,-2.08,10.452,7.588,-1.149,17.588,2.617,6.715,2.803,-2.384,0.393,26.239,6.86,2.08,-10.452,-6.133,1.149,-13.987,2.617,-0.529,2.803,-2.384,17.381,30.901,16.327,4.952,10.536,7.745,5.732,17.588,5.982,8.015,23.2,14.683,29.497,34.69,-0.776,51.823,-59.754,70.691,-13.241,68.329,-0.059,41.561,-59.376,58.381,-18.094,15.726,1.372,0.687,-4.74,13.212,26.088,19.822,20.599,10.527,-5.213,10.722,26.153,17.215,19.582,8.713,0.655,0.205,-2.554,15.986,42.84,9.609,8.932,15.435,-2.458,15.47,43.095,7.557,8.803,14.278,11.018,17.784,15.193,17.145,7.133,85.504,-0.464,72.498,15.414,10.734,6.941,54.971,-1.202,24.121
20191001-1202-FRANKFURT_2-01-41,3/4 Salto rw A,-1.525,-314.442,-26.401,1.525,314.442,26.401,23.947,317.361,55.968,-3.204,-70.57,-0.254,-1.725,-78.235,-8.668,1.173,-79.956,-0.559,2.231,-85.68,-16.92,3.204,70.57,0.254,1.725,78.235,8.668,-1.173,79.956,0.559,-2.231,85.68,16.92,6.235,71.741,19.972,4.635,78.235,8.867,5.129,79.956,3.302,7.948,87.428,23.826,26.772,30.871,-7.107,17.446,-158.108,85.774,2.213,64.324,-6.884,12.88,-157.97,67.006,0.91,35.524,4.807,0.695,-3.759,14.468,-175.45,35.371,-16.822,15.284,-3.694,10.991,-174.714,27.783,-17.173,9.94,5.146,0.456,2.809,12.994,-180.165,12.182,1.517,8.978,2.556,11.775,-181.121,10.149,0.731,6.835,20.052,26.914,5.065,26.349,-191.756,90.362,-35.555,70.953,3.812,17.875,-185.387,62.812,-33.793,26.03
20191001-1202-FRANKFURT_2-01-42,Cody C,-50.758,-389.942,-26.857,50.758,389.942,26.857,55.855,452.352,75.677,-8.737,-6.525,13.331,-20.623,-245.963,-23.664,-15.056,-69.841,0.762,-6.342,-67.613,-17.286,8.737,6.525,13.331,20.623,245.963,-2.999,15.056,69.841,-0.762,6.342,67.613,17.286,12.253,68.936,24.83,21.406,245.963,24.15,15.056,69.841,6.279,7.14,67.613,20.417,38.235,32.45,-22.376,28.541,-15.264,224.528,37.147,83.878,-21.99,22.341,-24.966,212.246,32.21,62.388,29.21,7.612,-53.01,30.773,-632.371,103.554,-58.201,46.747,-53.097,21.971,-626.646,91.782,-53.813,24.574,6.941,1.329,-38.862,21.879,-179.381,88.123,4.762,18.426,-37.308,18.184,-181.77,87.962,3.853,13.014,15.117,15.728,-16.103,20.688,-175.444,73.436,-41.49,101.845,-17.274,14.915,-169.588,49.337,-33.428,40.721
20191001-1202-FRANKFURT_2-01-43,Bücksprung,8.278,-10.948,7.588,8.278,10.948,7.588,38.435,211.622,42.284,0.817,13.822,10.573,8.166,9.883,-3.773,-2.977,-36.304,4.363,2.272,1.651,-3.576,0.817,13.822,10.573,8.166,9.883,-3.773,-2.977,-11.107,4.363,2.272,-1.651,-3.576,14.522,66.083,16.656,8.532,88.432,7.962,8.723,36.306,7.18,6.658,20.8,10.486,32.046,30.129,1.992,41.648,34.005,174.391,28.831,73.75,2.268,33.185,28.957,161.019,21.377,21.133,10.903,3.959,20.269,12.516,28.665,236.94,-6.478,26.67,20.75,10.642,29.081,225.995,-5.788,10.577,4.488,4.138,-7.006,22.224,-88.597,68.379,13.455,16.242,-6.573,19.641,-89.022,66.84,12.527,11.06,14.744,21.909,5.953,20.204,5.07,98.336,-6.286,46.452,6.335,10.731,6.277,28.823,-2.957,14.526
20191001-1202-FRANKFURT_2-01-44,Salto B,-29.393,-345.235,-13.08,29.393,345.235,13.08,39.728,394.801,63.406,-0.804,-18.019,8.565,-5.528,-156.532,-12.336,-15.979,-125.677,5.679,-7.082,-45.007,-14.987,0.804,18.019,8.565,5.528,156.532,-4.794,15.979,125.677,-1.864,7.082,45.007,11.172,5.497,56.706,12.21,9.751,167.004,26.992,15.979,125.677,8.652,8.5,45.414,15.553,29.788,29.061,-1.803,17.702,-42.986,150.796,23.711,40.955,-3.133,10.304,-45.519,138.438,20.233,17.918,14.004,6.665,-13.365,27.614,-379.858,287.194,-27.231,91.26,-13.657,18.279,-375.028,269.589,-26.091,34.76,11.652,7.321,-38.877,18.851,-305.293,151.412,16.612,22.707,-37.714,13.186,-308.605,148.782,15.791,12.512,16.071,22.521,-17.689,19.292,-110.465,112.162,-31.694,105.531,-18.479,9.376,-104.862,70.639,-25.578,34.996
20191001-1202-FRANKFURT_2-01-45,Barani A,91.003,-37.82,165.391,91.003,37.82,165.391,111.934,271.589,200.656,13.661,44.33,21.264,60.946,60.299,55.871,19.19,-29.79,87.389,-2.795,-112.659,0.867,13.661,44.33,21.264,60.946,60.299,55.871,19.19,-29.79,87.389,-2.795,-37.018,0.867,18.389,51.148,34.277,60.946,60.299,55.871,22.394,41.018,87.389,10.205,119.124,23.12,30.165,33.091,33.141,38.568,108.631,123.227,54.151,102.41,34.279,31.857,102.484,90.535,46.818,45.781,9.525,1.937,147.356,47.514,147.203,36.616,137.741,72.333,146.4,44.766,145.491,24.966,138.451,69.89,10.192,0.843,46.721,58.101,-70.753,105.787,214.897,83.9,47.906,57.128,-70.532,104.354,213.695,81.231,20.445,20.853,-6.443,32.14,-273.959,123.111,5.347,87.063,-7.479,23.541,-271.482,47.093,11.983,49.877
20191001-1202-FRANKFURT_2-01-46,Salto A,-32.448,-350.057,-15.409,32.448,350.057,15.409,44.433,355.673,53.58,-5.714,-92.803,6.745,-5.599,-82.767,-8.064,-8.561,-83.567,0.862,-12.573,-90.92,-14.952,5.714,92.803,6.745,5.599,82.767,-5.426,8.561,83.567,-0.862,12.573,90.92,14.952,11.528,94.591,18.044,7.644,82.767,11.188,10.677,83.567,7.134,14.584,94.748,17.214,26.509,31.054,-13.442,33.178,-219.883,156.882,18.76,66.202,-13.013,21.706,-222.247,125.508,12.845,37.362,8.111,0.694,-13.434,20.489,-196.037,53.76,-16.431,26.349,-13.107,15.41,-195.344,48.786,-16.5,16.637,8.177,0.739,-20.145,17.937,-198.408,15.221,4.931,18.905,-20.206,16.324,-198.635,13.88,4.963,17.794,18.538,20.708,-29.627,24.219,-219.362,96.746,-31.141,128.794,-30.196,14.412,-214.777,35.232,-24.499,34.514
20191001-1202-FRANKFURT_2-01-61,3/4 Salto rw A,-1.517,-315.218,-27.119,1.517,315.218,27.119,27.695,327.259,54.958,-0.009,-64.122,5.529,-0.079,-73.649,-9.39,0.309,-85.81,-4.168,-1.738,-91.638,-19.09,0.009,64.122,5.529,0.079,73.649,-1.668,0.134,85.81,4.168,1.295,91.638,19.09,10.062,64.122,13.632,4.406,73.649,10.363,2.792,85.81,4.864,10.436,103.679,26.099,27.046,31.825,0.34,27.197,-141.239,86.878,15.501,41.535,0.038,23.533,-138.571,74.676,14.34,21.457,4.286,0.547,-0.248,12.544,-162.445,26.608,-18.448,23.189,-0.685,11.105,-162.239,21.318,-17.933,14.736,4.855,0.5,0.824,8.047,-190.249,20.403,-6.521,7.372,0.649,5.686,-190.308,19.847,-6.834,4.971,20.934,27.042,-3.706,34.737,-199.932,139.736,-41.092,126.65,-4.972,17.538,-196.797,102.393,-39.364,63.608
20191001-1202-FRANKFURT_2-01-62,Cody C,-48.583,-392.442,-38.326,48.583,392.442,38.326,53.204,457.09,97.396,-10.104,-5.461,16.041,-21.888,-252.835,-27.84,-11.429,-63.953,-6.121,-5.162,-70.193,-20.406,10.104,5.461,16.041,21.888,252.835,-4.243,11.429,63.953,6.121,5.162,70.193,20.406,10.581,70.059,32.198,22.057,252.835,30.12,12.145,63.953,14.145,8.42,70.243,20.934,38.633,33.273,-25.501,24.272,-12.307,220.058,43.502,115.992,-24.865,17.655,-20.765,183.412,40.077,89.956,29.341,5.421,-55.412,19.942,-640.16,105.523,-67.872,56.541,-55.722,10.627,-630.281,91.343,-63.928,27.303,6.431,1.391,-28.939,41.456,-161.236,80.667,-12.745,41.911,-27.77,35.714,-166.592,87.155,-14.844,31.893,16.482,18.133,-13.597,21.695,-176.286,71.914,-46.366,113.178,-13.175,10.547,-173.273,45.895,-42.95,37.223
20191001-1202-FRANKFURT_2-01-63,Bücksprung,9.832,1.251,4.504,9.832,1.251,4.504,28.084,203.129,52.153,1.812,20.345,7.985,6.727,2.523,-2.901,4.267,-27.088,6.092,-2.974,5.471,-6.672,1.812,20.345,7.985,6.727,2.523,-2.901,4.267,-18.648,6.092,-2.974,-2.969,-6.672,7.237,78.376,21.134,7.273,80.813,8.479,8.431,28.279,9.098,5.143,15.661,13.443,31.886,28.871,4.673,20.692,52.415,208.655,22.751,84.458,4.469,13.151,47.854,193.315,18.006,29.704,10.043,3.324,16.961,14.794,7.862,218.97,-4.464,28.012,17.293,9.156,9.301,208.845,-4.478,15.482,3.882,3.506,10.864,25.451,-66.508,69.911,18.094,22.948,10.346,22.819,-67.311,67.964,17.712,16.095,11.864,17.612,-7.317,17.047,13.389,97.254,-14.244,78.712,-7.107,6.415,13.446,15.766,-11.005,27.525
20191001-1202-FRANKFURT_2-01-64,Salto B,-34.172,-351.015,-18.977,34.172,351.015,18.977,41.929,389.754,57.861,-1.706,-34.797,4.511,-13.737,-156.919,-6.591,-13.487,-101.679,-2.745,-5.241,-57.62,-14.152,1.706,34.797,4.511,13.737,156.919,-2.43,13.487,101.679,2.745,5.241,57.62,14.152,6.071,63.073,14.998,13.739,165.988,13.83,13.487,101.679,9.076,8.631,59.014,19.957,31.076,30.508,-3.979,19.887,-82.496,158.397,13.683,63.166,-3.833,10.76,-84.25,141.792,10.507,18.728,15.881,7.556,-33.038,20.391,-377.479,246.121,-13.132,40.824,-33.081,15.335,-374.444,232.896,-11.81,16.834,9.576,6.844,-32.436,21.011,-244.048,148.508,-3.842,44.175,-32.669,17.482,-245.355,131.07,-4.9,21.73,14.92,17.755,-12.553,23.387,-139.567,93.131,-31.834,86.974,-13.744,11.181,-133.376,25.691,-26.605,43.236
20191001-1202-FRANKFURT_2-01-65,Barani A,95.905,-43.068,174.147,95.905,43.068,174.147,121.785,250.635,207.459,11.851,45.8,25.289,58.19,53.434,67.072,33.282,-52.037,87.571,-7.417,-90.265,-5.785,11.851,45.8,25.289,58.19,53.434,67.072,33.282,-52.037,87.571,-7.417,-4.129,-5.785,17.306,53.128,34.736,58.19,53.434,67.072,37.831,52.563,87.571,8.458,91.509,18.08,32.14,34.078,28.18,41.99,111.021,116.272,62.985,80.545,30.087,32.244,106.748,94.672,57.122,43.916,10.073,1.589,139.8,37.664,130.012,51.441,163.839,81.006,138.96,35.345,127.277,43.117,164.531,76.851,10.325,0.813,79.668,79.286,-123.824,70.037,212.503,63.321,79.998,77.326,-122.654,68.889,211.329,62.692,17.383,19.83,-17.65,19.647,-216.312,81.061,-10.868,82.281,-17.477,12.435,-212.568,28.92,-5.301,38.783
20191001-1202-FRANKFURT_2-01-66,Salto A,-38.64,-354.542,-25.611,38.64,354.542,25.611,46.773,358.835,51.817,-3.905,-87.027,3.983,-5.659,-84.414,-10.112,-10.802,-77.674,3.862,-18.274,-105.428,-23.343,3.905,87.027,3.983,5.659,84.414,2.147,10.802,77.674,-3.862,18.274,105.428,23.343,9.837,89.925,12.678,5.66,84.414,10.173,10.802,77.674,4.429,20.474,106.823,24.536,28.719,31.632,-9.068,26.907,-203.698,126.089,12.182,40.94,-9.003,21.453,-207.683,89.454,7.817,23.202,7.803,0.702,-13.271,8.547,-198.367,31.202,-21.079,15.52,-13.73,7.799,-198.16,23.157,-20.741,10.32,8.26,0.635,-25.579,13.173,-182.68,12.393,11.922,8.367,-25.42,12.457,-183.238,11.821,11.38,7.539,20.181,23.624,-44.068,26.496,-246.829,89.676,-49.448,146.947,-43.941,11.521,-244.112,40.826,-41.36,29.835
