SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_I_ABS_x LapEnd,DJump_I_ABS_y LapEnd,DJump_I_ABS_z LapEnd,DJump_ABS_I_x LapEnd,DJump_ABS_I_y LapEnd,DJump_ABS_I_z LapEnd,DJump_SIG_I_S1_x LapEnd,DJump_SIG_I_S1_y LapEnd,DJump_SIG_I_S1_z LapEnd,DJump_SIG_I_S2_x LapEnd,DJump_SIG_I_S2_y LapEnd,DJump_SIG_I_S2_z LapEnd,DJump_SIG_I_S3_x LapEnd,DJump_SIG_I_S3_y LapEnd,DJump_SIG_I_S3_z LapEnd,DJump_SIG_I_S4_x LapEnd,DJump_SIG_I_S4_y LapEnd,DJump_SIG_I_S4_z LapEnd,DJump_I_ABS_S1_x LapEnd,DJump_I_ABS_S1_y LapEnd,DJump_I_ABS_S1_z LapEnd,DJump_I_ABS_S2_x LapEnd,DJump_I_ABS_S2_y LapEnd,DJump_I_ABS_S2_z LapEnd,DJump_I_ABS_S3_x LapEnd,DJump_I_ABS_S3_y LapEnd,DJump_I_ABS_S3_z LapEnd,DJump_I_ABS_S4_x LapEnd,DJump_I_ABS_S4_y LapEnd,DJump_I_ABS_S4_z LapEnd,DJump_ABS_I_S1_x LapEnd,DJump_ABS_I_S1_y LapEnd,DJump_ABS_I_S1_z LapEnd,DJump_ABS_I_S2_x LapEnd,DJump_ABS_I_S2_y LapEnd,DJump_ABS_I_S2_z LapEnd,DJump_ABS_I_S3_x LapEnd,DJump_ABS_I_S3_y LapEnd,DJump_ABS_I_S3_z LapEnd,DJump_ABS_I_S4_x LapEnd,DJump_ABS_I_S4_y LapEnd,DJump_ABS_I_S4_z LapEnd,0_mean_Acc_N_Fil,0_std_Acc_N_Fil,0_mean_Gyro_x_R,0_std_Gyro_x_R,0_mean_Gyro_y_R,0_std_Gyro_y_R,0_mean_Gyro_z_R,0_std_Gyro_z_R,0_mean_Gyro_x_Fil,0_std_Gyro_x_Fil,0_mean_Gyro_y_Fil,0_std_Gyro_y_Fil,0_mean_Gyro_z_Fil,0_std_Gyro_z_Fil,25_mean_Acc_N_Fil,25_std_Acc_N_Fil,25_mean_Gyro_x_R,25_std_Gyro_x_R,25_mean_Gyro_y_R,25_std_Gyro_y_R,25_mean_Gyro_z_R,25_std_Gyro_z_R,25_mean_Gyro_x_Fil,25_std_Gyro_x_Fil,25_mean_Gyro_y_Fil,25_std_Gyro_y_Fil,25_mean_Gyro_z_Fil,25_std_Gyro_z_Fil,50_mean_Acc_N_Fil,50_std_Acc_N_Fil,50_mean_Gyro_x_R,50_std_Gyro_x_R,50_mean_Gyro_y_R,50_std_Gyro_y_R,50_mean_Gyro_z_R,50_std_Gyro_z_R,50_mean_Gyro_x_Fil,50_std_Gyro_x_Fil,50_mean_Gyro_y_Fil,50_std_Gyro_y_Fil,50_mean_Gyro_z_Fil,50_std_Gyro_z_Fil,75_mean_Acc_N_Fil,75_std_Acc_N_Fil,75_mean_Gyro_x_R,75_std_Gyro_x_R,75_mean_Gyro_y_R,75_std_Gyro_y_R,75_mean_Gyro_z_R,75_std_Gyro_z_R,75_mean_Gyro_x_Fil,75_std_Gyro_x_Fil,75_mean_Gyro_y_Fil,75_std_Gyro_y_Fil,75_mean_Gyro_z_Fil,75_std_Gyro_z_Fil
0827-BK1-01-4,Salto C,6.606,356.118,9.29,6.606,356.118,9.29,21.629,389.448,29.9,1.664,37.054,4.951,2.559,196.232,1.052,0.668,73.44,-1.452,1.714,49.392,4.739,1.664,37.054,4.951,2.559,196.232,1.052,0.668,73.44,-1.452,1.714,49.392,4.739,8.133,70.384,11.273,7.063,196.232,7.37,1.748,73.44,2.102,4.685,49.392,9.156,31.344,32.978,3.329,18.889,74.108,162.725,9.902,28.241,2.909,14.291,77.607,150.611,9.007,16.137,13.902,9.784,5.118,17.747,392.463,182.393,2.103,19.947,5.028,12.117,389.279,173.656,1.856,10.724,2.982,0.244,1.342,3.952,147.471,20.494,-2.915,5.143,1.274,3.491,147.264,20.192,-2.718,4.263,16.621,26.104,3.454,12.01,99.252,71.408,9.486,22.782,3.421,10.269,98.47,62.025,9.018,15.858
0827-BK1-01-5,Strecksprung,-2.02,-10.113,-6.796,2.02,10.113,6.796,17.8,93.502,22.528,4.404,17.172,-5.864,-1.504,-19.954,-1.466,0.903,-12.641,2.161,-5.822,5.31,-1.627,4.404,17.172,5.864,-1.504,-14.39,1.466,0.903,12.641,-2.161,-1.783,-5.31,1.627,5.367,20.565,8.322,2.673,20.171,4.462,1.849,12.641,2.632,7.911,40.125,7.112,25.72,36.724,8.669,9.485,33.803,44.486,-11.544,17.71,8.769,6.236,34.756,42.933,-11.248,10.03,0.297,0.118,-2.961,5.406,-39.279,21.067,-2.886,10.419,-2.918,4.716,-39.156,20.361,-2.923,9.199,0.583,0.193,1.804,3.905,-24.928,17.778,4.236,4.672,1.77,3.443,-24.985,17.357,4.302,3.531,21.267,32.074,-11.461,16.688,11.409,97.548,-3.195,21.577,-11.331,14.497,11.066,89.401,-3.144,12.095
0827-BK1-01-7,Salto C,-4.728,357.453,7.993,4.728,357.453,7.993,20.548,384.109,26.83,-1.142,49.436,2.471,-2.4,175.541,4.996,0.07,78.762,0.829,-1.255,53.714,-0.303,1.142,49.436,2.471,2.4,175.541,4.996,-0.07,78.762,0.829,1.255,53.714,-0.303,7.535,75.439,10.551,6.564,175.541,6.459,1.365,78.762,1.016,5.083,54.368,8.804,31.223,33.479,-2.24,19.665,96.933,186.414,4.845,25.319,-2.113,15.576,98.945,170.907,4.839,14.497,13.386,10.141,-4.68,16.461,344.856,172.15,9.795,15.817,-5.128,10.975,343.572,164.669,9.321,7.318,2.973,0.328,0.121,3.505,154.896,8.971,1.629,2.077,0.155,3.0,154.354,8.976,1.636,1.176,16.057,25.99,-2.543,12.621,105.635,96.212,-0.803,25.411,-2.779,9.738,104.771,84.888,-0.414,18.863
0827-BK1-01-9,Strecksprung,-1.534,7.572,-0.235,1.534,7.572,0.235,22.433,86.668,42.461,2.446,27.969,-2.247,-1.504,-16.358,4.185,2.41,-4.442,3.332,-4.885,0.405,-5.505,2.446,27.969,2.247,-1.504,-16.358,-0.309,2.41,-4.442,3.332,-1.818,0.405,-5.034,8.433,28.415,11.871,4.348,16.503,9.783,3.476,4.585,4.921,6.176,37.165,15.886,19.586,31.565,4.835,18.885,54.64,42.642,-4.396,27.793,4.69,15.141,54.117,35.104,-4.194,18.313,0.99,0.668,-2.958,8.872,-31.924,25.192,8.11,20.247,-3.011,7.96,-31.055,21.327,7.928,17.246,0.446,0.181,4.652,6.72,-8.681,5.336,6.553,9.447,4.587,5.855,-8.887,4.227,6.793,7.643,16.754,29.355,-9.689,14.024,1.047,90.319,-10.804,40.903,-9.552,10.441,0.464,79.587,-10.126,28.186
0827-BK1-01-10,Salto C,-6.303,357.775,3.611,6.303,357.775,3.611,22.496,372.394,32.164,-2.502,58.367,2.308,-0.286,162.779,-0.667,-2.04,75.041,1.22,-1.477,61.587,0.749,2.502,58.367,2.308,0.286,162.779,-0.667,2.04,75.041,1.22,1.477,61.587,0.749,8.223,72.987,11.108,5.765,162.779,7.244,2.37,75.041,2.751,6.138,61.587,11.063,30.217,34.047,-4.905,20.982,114.446,168.564,4.526,24.971,-4.362,17.583,115.819,156.054,3.529,17.143,11.888,9.145,-0.55,13.287,319.783,139.216,-1.311,18.62,-1.367,10.101,319.118,134.111,-1.257,14.957,3.136,0.291,-4.016,4.007,147.596,11.967,2.394,6.855,-3.909,3.313,147.448,11.532,2.314,6.18,17.835,27.811,-2.98,13.899,121.207,62.505,1.722,33.472,-2.491,10.224,120.395,51.516,1.661,16.891
0827-BK1-01-12,Strecksprung,0.104,11.763,2.946,0.104,11.763,2.946,23.244,92.215,46.754,4.254,28.843,1.031,0.988,-18.011,4.159,1.397,-4.997,3.144,-6.534,5.928,-5.388,4.254,28.843,1.031,0.988,-18.011,4.159,1.397,-4.997,3.144,-6.534,5.928,-5.388,8.622,31.473,9.423,5.237,18.922,17.758,2.7,5.009,4.82,6.685,36.81,14.754,23.462,35.109,8.276,20.599,56.116,53.205,2.007,23.22,7.923,16.429,55.948,46.263,1.703,17.759,1.024,0.281,1.881,12.516,-35.063,30.999,8.123,39.574,1.981,10.986,-34.86,28.522,8.406,36.091,0.503,0.327,2.768,6.418,-9.798,5.795,6.131,9.113,2.674,4.44,-9.803,4.805,6.445,6.774,15.574,27.222,-12.905,8.658,12.326,97.382,-10.356,37.599,-12.571,5.431,11.829,85.383,-9.472,26.51
0827-BK1-01-13,Salto C,-3.612,350.271,1.937,3.612,350.271,1.937,22.719,378.015,32.926,-0.454,51.441,3.302,1.558,168.648,-0.349,-1.936,79.431,-2.177,-2.78,50.751,1.16,0.454,51.441,3.302,0.651,168.648,-0.349,-0.273,79.431,-2.177,2.78,50.751,1.16,9.013,79.176,12.362,5.16,168.648,7.565,2.854,79.431,2.642,5.693,50.759,10.356,32.265,34.328,-0.882,20.656,100.079,180.354,6.425,30.404,-0.802,17.092,102.187,164.898,5.742,20.853,11.991,8.911,3.031,14.011,328.11,152.96,-0.679,17.147,2.765,10.618,326.677,147.489,-1.093,13.136,3.192,0.21,-3.781,5.785,155.107,5.453,-4.252,4.131,-3.773,5.173,154.972,5.03,-4.401,3.724,17.099,26.625,-5.58,12.591,98.969,77.887,2.026,29.484,-5.272,8.388,97.519,64.627,2.612,22.569
0827-BK1-01-16,Salto C,17.714,354.126,2.046,17.714,354.126,2.046,31.248,385.445,29.857,3.006,43.891,1.369,6.75,180.712,4.705,6.232,75.478,-0.997,1.726,54.045,-3.031,3.006,43.891,1.369,6.75,180.712,4.705,6.232,75.478,-0.997,1.726,54.045,-3.031,9.098,75.209,12.875,9.281,180.712,6.421,6.232,75.478,1.542,6.636,54.045,9.019,32.176,34.924,6.045,20.235,84.496,168.493,2.716,31.965,5.802,16.061,87.754,155.693,1.424,17.13,13.078,8.975,13.214,19.071,358.758,174.639,9.29,12.383,13.308,13.87,356.139,166.998,8.63,7.089,2.992,0.28,12.289,3.87,149.203,9.598,-1.965,4.209,12.44,2.567,148.873,9.691,-1.858,3.45,15.284,24.416,3.334,16.343,107.394,85.773,-5.963,27.559,3.104,11.959,106.358,75.122,-4.94,17.64
0827-BK1-01-19,Salto C,16.204,357.228,15.359,16.204,357.228,15.359,38.942,381.171,37.994,0.138,44.833,4.148,3.619,180.623,12.044,8.999,68.052,3.206,3.447,63.721,-4.041,0.138,44.833,4.148,3.619,180.623,12.044,8.999,68.052,3.206,3.447,63.721,-4.041,14.373,68.776,11.055,9.435,180.623,12.455,8.999,68.052,3.916,6.135,63.721,10.568,30.639,34.631,0.271,34.855,87.907,157.738,8.134,27.291,0.253,30.308,90.589,146.142,7.199,19.235,13.499,9.498,7.096,21.572,354.163,164.82,23.616,20.593,6.963,16.427,351.687,156.68,23.168,15.843,2.687,0.226,17.715,4.461,133.961,20.566,6.312,5.883,17.752,3.431,133.965,20.274,6.284,5.465,17.042,26.908,6.602,13.793,125.393,78.495,-7.861,35.319,6.527,10.15,124.293,65.307,-6.873,21.714
0827-BK1-01-22,Salto C,4.115,350.955,16.79,4.115,350.955,16.79,22.406,360.153,28.12,1.27,52.368,2.488,-2.873,178.852,6.954,3.323,75.713,3.024,2.395,44.021,4.324,1.27,52.368,2.488,0.332,178.852,6.954,0.117,75.713,3.024,2.395,44.021,4.324,7.317,61.567,8.572,6.433,178.852,7.627,3.891,75.713,3.67,4.765,44.021,8.251,31.712,35.682,2.511,17.06,103.495,147.057,4.918,22.909,2.274,14.484,105.884,138.101,4.223,14.98,12.397,8.059,-5.678,14.211,353.463,158.319,13.744,11.412,-5.555,10.048,351.89,152.286,13.384,7.49,3.313,0.238,6.589,6.956,149.981,25.157,5.984,7.182,6.515,6.319,149.757,24.33,6.178,6.292,15.864,27.435,4.646,13.086,87.341,45.7,8.711,20.675,4.934,6.228,86.942,31.674,8.791,10.789
0827-BK1-01-24,Salto C,5.256,380.359,11.901,5.256,380.359,11.901,18.198,401.892,24.243,0.181,36.855,6.459,-1.984,208.683,3.788,4.094,54.26,2.804,2.965,80.56,-1.149,0.181,36.855,6.459,1.622,208.683,3.788,0.488,54.26,2.804,2.965,80.56,-1.149,4.59,58.389,9.268,5.136,208.683,7.5,4.416,54.26,2.959,4.056,80.56,4.517,29.211,33.009,0.362,10.969,73.711,118.455,12.918,19.617,0.101,7.504,78.193,109.308,12.508,14.117,14.687,6.34,-3.983,12.117,419.042,117.361,7.606,16.377,-3.816,8.062,414.826,107.492,7.802,9.707,2.666,0.258,8.22,5.317,108.956,21.027,5.631,4.206,8.179,4.62,109.777,21.066,5.818,2.744,17.9,27.727,5.956,8.327,161.486,57.787,-2.249,13.959,5.964,5.476,160.197,47.671,-1.695,6.452
0827-BK1-01-26,Salto C,12.596,356.796,12.659,12.596,356.796,12.659,24.224,365.648,27.204,2.08,43.446,-0.604,-1.652,187.979,6.507,6.271,75.838,3.834,5.897,49.533,2.922,2.08,43.446,0.604,-1.652,187.979,5.298,6.271,75.838,3.834,5.897,49.533,2.922,5.895,52.298,6.529,5.047,187.979,8.682,6.271,75.838,4.002,7.011,49.533,7.99,31.112,34.205,4.176,14.405,87.241,129.232,-1.213,17.214,3.577,12.137,91.305,122.752,-1.294,10.879,13.977,8.848,-3.317,12.285,377.467,171.884,13.067,15.131,-3.085,6.964,374.43,164.095,13.091,7.895,3.303,0.245,12.643,4.502,152.9,15.75,7.729,5.298,12.546,3.892,152.622,15.311,7.845,4.713,16.337,24.77,11.802,11.582,99.896,63.607,6.059,23.317,12.335,7.136,98.827,51.252,5.896,10.142
0827-BK1-01-29,Salto C,5.834,358.587,4.753,5.834,358.587,4.753,28.581,378.762,27.054,1.453,24.716,-0.897,-4.898,209.605,6.081,4.877,61.005,1.315,4.401,63.261,-1.746,1.453,24.716,0.897,1.992,209.605,4.287,-2.013,61.005,1.315,4.401,63.261,-1.746,7.5,44.891,8.572,10.473,209.605,8.714,4.877,61.005,1.703,5.731,63.261,8.065,30.223,34.076,2.953,17.863,50.235,99.508,-1.824,21.029,2.351,13.145,55.407,92.125,-2.773,9.234,16.075,8.974,-9.995,21.629,427.766,152.409,12.411,20.283,-9.797,16.736,422.514,143.133,12.729,13.404,2.743,0.155,9.953,3.851,124.499,14.605,2.684,4.053,9.9,2.95,124.599,15.477,2.693,3.248,15.589,25.331,8.87,13.234,129.076,90.72,-3.586,24.848,8.842,9.784,127.867,81.414,-2.856,15.376
0827-BK1-01-30,Strecksprung,2.383,-11.284,-0.44,2.383,11.284,0.44,20.071,140.46,30.546,5.536,15.675,-5.414,0.601,-27.312,2.177,2.8,-41.641,4.62,-6.554,41.994,-1.822,5.536,15.675,5.414,0.601,-4.037,-2.177,2.8,41.641,-1.855,-6.554,-41.994,-0.943,7.287,28.393,10.389,2.323,27.312,4.825,3.046,42.268,6.978,7.415,42.486,8.354,26.918,37.177,11.017,16.471,31.194,70.712,-10.732,23.602,11.016,12.053,32.642,68.567,-11.438,11.31,0.54,0.328,1.157,5.79,-54.069,29.655,4.292,11.971,1.246,5.363,-54.224,29.363,4.344,10.953,1.449,0.494,5.532,4.451,-82.203,44.032,9.179,14.1,5.552,3.387,-81.437,43.353,8.89,12.243,17.152,26.49,-13.223,14.62,84.216,86.0,-3.714,20.982,-13.095,10.824,82.118,74.812,-3.176,12.235
0827-BK1-01-32,Salto C,11.651,347.141,6.02,11.651,347.141,6.02,23.777,356.79,32.338,4.555,46.547,0.662,-0.514,175.08,3.095,7.068,72.322,2.17,0.542,53.192,0.093,4.555,46.547,0.662,-0.514,175.08,3.095,7.068,72.322,2.17,0.542,53.192,0.093,7.747,56.196,12.025,4.279,175.08,7.383,7.068,72.322,3.936,4.683,53.192,8.995,31.4,35.554,9.221,16.988,94.225,133.554,1.341,29.803,8.686,12.246,97.154,125.932,1.28,21.817,12.822,8.644,-1.041,10.266,354.412,149.564,6.265,17.71,-1.088,5.817,351.996,142.361,5.778,11.539,3.221,0.326,14.324,6.855,146.91,6.515,4.363,7.248,14.29,6.246,146.715,5.811,4.498,6.367,16.303,24.478,0.817,13.492,108.044,73.335,0.052,27.256,0.823,10.078,107.008,62.429,0.155,18.058
0827-BK1-01-35,Salto C,-6.786,354.791,5.846,6.786,354.791,5.846,21.028,381.43,27.292,-0.587,45.364,1.24,-2.492,181.285,3.989,-2.672,77.809,-0.205,-1.035,50.333,0.822,0.587,45.364,1.24,2.492,181.285,3.989,2.672,77.809,-0.205,1.035,50.333,0.822,6.5,72.003,9.008,7.207,181.285,6.807,2.675,77.809,1.583,4.647,50.333,9.894,30.616,31.904,-1.202,16.844,92.96,159.395,2.541,22.931,-1.664,14.751,96.323,147.13,2.191,16.889,13.75,8.565,-5.106,17.302,371.486,161.659,8.174,14.208,-5.246,15.284,368.621,153.473,7.626,11.053,3.604,0.441,-5.504,2.855,159.84,24.487,-0.466,4.602,-5.335,2.409,159.443,24.223,-0.436,3.84,17.414,26.051,-2.164,14.03,103.349,61.117,1.632,24.381,-1.64,8.397,101.988,53.1,2.346,19.246
0827-BK1-01-38,Salto C,10.872,356.046,8.725,10.872,356.046,8.725,25.869,382.873,30.112,5.141,39.868,7.447,1.925,188.227,0.369,3.158,66.776,1.107,0.649,61.174,-0.198,5.141,39.868,7.447,1.925,188.227,0.369,3.158,66.776,1.107,0.649,61.174,-0.198,9.155,66.696,13.061,6.292,188.227,5.462,3.654,66.776,2.45,6.767,61.174,9.138,31.035,33.477,10.238,18.187,76.964,150.795,14.888,26.883,9.626,14.622,79.999,141.219,13.407,18.81,14.694,10.111,3.765,13.582,374.121,162.776,0.617,14.625,3.828,8.942,371.11,153.622,0.312,7.945,2.905,0.415,6.265,6.636,132.38,17.538,2.138,5.544,6.269,5.857,132.585,17.466,2.195,4.459,17.663,27.061,1.214,16.888,121.414,69.621,-0.226,27.427,1.438,13.124,120.522,59.888,-0.262,17.498
0827-BK1-01-41,Salto C,10.394,350.763,8.74,10.394,350.763,8.74,22.817,357.547,27.187,0.966,54.81,1.289,0.479,168.299,6.538,6.183,76.666,3.61,2.766,50.987,-2.698,0.966,54.81,1.289,0.479,168.299,6.538,6.183,76.666,3.61,2.766,50.987,-2.698,5.86,61.595,9.594,5.038,168.299,7.075,6.183,76.666,3.61,5.736,50.987,6.908,32.317,35.464,1.932,16.349,109.621,145.86,2.579,23.255,1.752,13.225,112.282,136.48,2.083,13.684,11.928,8.106,0.958,13.941,336.599,148.808,13.076,13.032,0.917,10.708,334.953,142.606,12.621,6.666,3.381,0.235,12.366,3.699,153.332,20.515,7.221,3.161,12.333,3.308,152.995,20.08,7.126,2.795,15.663,24.572,5.513,11.807,102.35,60.359,-5.395,18.121,5.896,8.282,101.229,48.105,-4.906,12.499
0827-BK1-01-44,Salto C,-4.191,358.317,6.724,4.191,358.317,6.724,22.123,378.772,29.929,1.889,44.868,2.548,-3.783,185.282,2.41,0.379,80.746,-0.879,-2.676,47.422,2.646,1.889,44.868,2.548,0.006,185.282,2.41,-0.379,80.746,-0.879,2.676,47.422,2.646,7.058,65.323,11.377,5.803,185.282,7.152,3.071,80.746,2.265,6.191,47.422,9.135,30.569,31.815,4.059,18.187,89.718,151.586,5.328,27.896,3.624,14.538,92.504,141.362,5.022,21.067,14.386,9.186,-7.908,13.963,380.341,161.8,4.811,16.574,-7.715,10.403,377.642,154.196,4.718,10.678,3.726,0.548,0.715,7.343,165.243,15.001,-1.829,4.917,0.534,6.483,164.735,14.844,-2.01,4.395,16.93,25.178,-5.414,13.66,97.236,52.232,5.298,22.969,-5.132,9.692,96.95,40.274,5.976,19.003
0827-BK1-01-46,Salto C,-10.105,362.61,-2.586,10.105,362.61,2.586,28.092,367.667,26.622,4.266,45.819,-7.207,-6.019,120.725,-3.695,-3.753,106.296,-1.845,-4.599,89.769,10.161,4.266,45.819,7.207,-2.513,120.725,3.695,3.753,106.296,1.845,4.599,89.769,-10.161,11.043,50.877,7.6,6.019,120.725,4.285,3.753,106.296,2.572,7.278,89.769,12.165,21.369,27.837,10.405,28.792,111.755,132.789,-17.577,16.286,10.493,25.128,113.191,126.824,-17.14,13.215,9.552,1.11,-14.68,6.693,294.452,23.583,-9.012,9.959,-14.415,5.77,294.221,21.416,-8.886,7.985,6.65,0.432,-9.154,5.577,259.259,8.915,-4.499,6.362,-9.213,5.188,259.749,6.171,-4.581,5.283,17.115,19.092,-11.189,15.294,219.307,64.517,25.049,35.66,-11.154,14.127,217.558,61.999,24.899,31.697
0827-BK1-01-53,Salto B,10.036,355.79,29.153,10.036,355.79,29.153,41.149,405.599,53.136,1.37,5.649,-2.36,-7.292,216.205,22.971,7.533,82.359,8.252,8.424,51.577,0.29,1.37,5.649,2.36,4.552,216.205,18.251,-4.311,82.359,8.252,8.424,51.577,0.29,9.33,55.458,12.632,15.093,216.205,23.507,7.537,82.359,8.252,9.189,51.577,8.744,30.0,35.256,2.697,24.301,11.12,125.387,-4.645,30.3,2.411,19.426,13.993,115.16,-5.331,18.97,19.588,11.241,-14.245,33.118,426.317,178.205,45.335,24.45,-14.615,29.488,424.099,166.23,44.863,20.294,4.104,0.278,14.843,5.623,162.432,26.227,16.215,7.284,15.397,4.013,162.238,25.642,16.248,6.147,16.061,25.397,16.341,12.743,101.858,60.655,0.622,24.731,16.223,9.88,101.261,48.885,0.653,12.862
0827-BK1-01-56,Salto B,18.63,359.386,24.312,18.63,359.386,24.312,43.988,401.703,48.468,-0.311,11.957,-3.343,-2.382,201.095,19.316,11.735,77.876,9.083,9.587,68.459,-0.745,0.311,11.957,3.343,2.382,201.095,12.63,6.35,77.876,9.083,9.587,68.459,-0.745,10.088,54.273,11.758,12.22,201.095,19.882,11.735,77.876,9.091,9.944,68.459,7.737,29.786,33.754,-0.605,23.93,23.262,126.004,-6.503,26.973,-0.557,20.313,27.512,117.086,-6.859,19.44,19.089,13.16,-4.609,29.482,391.912,169.437,37.668,29.18,-4.453,22.098,388.27,158.976,37.013,18.42,3.577,0.389,22.997,7.708,151.814,18.3,17.643,6.372,22.624,7.058,151.283,18.063,17.495,5.86,21.976,32.413,18.689,13.271,133.818,77.985,-1.67,20.422,18.419,9.329,133.602,69.809,-1.219,13.583
0827-BK1-01-59,Salto B,-0.223,353.149,24.087,0.223,353.149,24.087,31.968,393.555,46.126,-0.608,19.03,2.592,-5.988,193.6,16.046,3.607,85.554,3.612,2.766,54.964,1.838,0.608,19.03,2.592,5.988,193.6,16.046,-3.607,85.554,3.612,-2.766,54.964,1.838,11.102,59.436,17.881,11.781,193.6,16.247,3.655,85.554,3.68,5.43,54.964,8.318,30.18,34.778,-1.073,25.727,36.738,130.878,5.207,41.545,-1.908,23.384,40.311,121.437,4.542,31.329,17.964,11.034,-12.103,26.143,386.125,148.928,31.87,17.561,-12.254,23.232,382.657,140.808,31.466,14.036,3.931,0.337,7.194,2.879,170.451,17.415,7.217,4.845,7.316,1.984,169.931,17.412,7.329,4.189,15.57,23.753,5.398,11.857,110.116,61.405,3.697,25.567,5.704,7.209,109.559,49.816,4.457,15.699
0827-BK1-01-62,Salto B,-2.655,357.021,11.374,2.655,357.021,11.374,25.461,388.575,40.96,1.377,16.558,2.245,-3.942,196.978,7.781,0.614,83.479,-1.452,-0.704,60.005,2.8,1.377,16.558,2.245,1.188,196.978,7.781,-0.614,83.479,-1.452,0.704,60.005,2.8,8.696,48.113,16.664,10.9,196.978,11.952,1.909,83.479,3.529,3.956,60.005,8.814,28.906,34.472,2.991,24.406,32.553,107.869,4.608,40.157,2.275,21.813,35.441,99.497,5.002,32.823,17.47,10.195,-8.183,26.682,397.272,136.88,15.6,26.17,-8.333,23.497,394.282,129.138,14.891,19.829,4.161,0.279,1.253,4.395,168.318,13.012,-2.909,7.522,1.252,3.7,168.139,12.338,-2.896,6.355,16.891,26.355,-1.422,10.208,121.354,65.667,5.64,22.505,-1.187,6.81,120.554,51.73,5.831,17.302
0827-BK1-01-65,Salto B,-5.764,358.382,18.004,5.764,358.382,18.004,37.987,402.643,50.028,2.341,11.072,0.47,-12.719,198.83,17.418,3.532,81.278,4.515,1.081,67.201,-4.399,2.341,11.072,0.47,8.037,198.83,17.418,-3.532,81.278,4.515,-1.081,67.201,-4.399,11.479,55.333,15.138,18.348,198.83,21.064,3.675,81.278,4.515,4.485,67.201,9.311,28.913,34.131,4.806,26.121,21.081,122.177,0.86,34.025,4.139,23.713,24.565,112.029,-0.136,26.266,19.445,12.408,-25.286,35.755,391.387,162.492,34.334,36.119,-25.097,30.552,388.506,152.155,34.27,25.244,3.825,0.299,6.977,4.888,160.091,16.502,8.871,3.519,6.949,4.008,159.771,15.912,8.76,2.39,17.855,27.595,2.017,13.443,132.756,72.093,-8.76,30.677,2.026,9.853,132.153,62.219,-8.366,22.825
0827-BK1-01-68,Salto B,9.803,354.732,18.899,9.803,354.732,18.899,40.407,401.328,41.894,0.713,21.027,3.739,-3.453,197.23,12.278,7.89,79.52,5.565,4.652,56.954,-2.683,0.713,21.027,3.739,2.026,197.23,12.278,2.411,79.52,5.565,4.652,56.954,-2.683,9.368,67.623,14.251,15.299,197.23,13.062,8.052,79.52,5.565,7.688,56.954,9.017,30.942,34.312,1.482,20.983,40.277,142.598,7.414,33.438,0.977,18.533,43.381,131.522,6.494,26.89,16.583,10.185,-6.901,35.79,388.784,148.963,24.079,17.981,-6.709,31.859,385.623,140.796,23.921,15.13,4.054,0.426,15.497,9.125,156.501,12.26,10.948,3.647,15.499,8.692,156.338,11.192,10.737,2.855,18.19,27.003,9.094,17.226,112.422,66.55,-5.489,30.118,9.374,12.263,111.252,53.137,-4.716,17.029
0827-BK1-01-71,Salto B,-6.569,356.483,9.996,6.569,356.483,9.996,27.961,407.854,35.796,0.698,7.583,-1.687,-9.629,200.011,10.134,1.171,66.881,-0.105,1.192,82.008,1.654,0.698,7.583,1.687,8.233,200.011,6.759,-1.171,66.881,-0.105,-1.192,82.008,1.654,9.779,58.955,9.834,11.591,200.011,13.898,2.134,66.881,1.789,4.458,82.008,10.275,29.828,34.21,1.549,24.26,14.518,133.26,-3.163,24.687,1.311,19.72,16.996,124.553,-3.553,19.686,17.126,9.628,-19.365,20.901,398.325,131.057,20.025,27.416,-19.232,16.976,395.573,122.277,19.769,20.528,3.497,0.316,2.349,5.417,133.388,20.836,-0.244,4.822,2.356,4.239,133.694,20.831,-0.22,3.643,16.502,27.024,2.272,12.027,163.901,95.794,3.261,29.345,2.388,9.142,163.117,86.467,3.751,20.74
0827-BK1-01-74,Salto B,-9.8,353.856,30.55,9.8,353.856,30.55,38.056,398.499,47.927,-1.049,17.001,2.028,-15.787,198.603,19.205,2.198,80.736,9.625,4.839,57.516,-0.308,1.049,17.001,2.028,15.787,198.603,19.205,-2.198,80.736,9.625,-4.839,57.516,-0.308,9.768,61.644,11.759,17.953,198.603,20.556,3.009,80.736,9.625,7.327,57.516,5.987,30.831,34.76,-2.026,22.688,32.82,134.402,3.916,27.163,-2.587,20.857,36.23,124.819,2.829,19.549,16.808,10.331,-30.478,30.935,383.404,142.88,37.076,24.693,-29.879,25.77,380.422,135.722,37.676,15.442,3.967,0.625,4.26,5.58,156.466,13.327,18.654,8.722,4.066,4.321,156.084,12.353,18.563,7.826,23.579,33.47,9.31,13.867,111.346,70.37,-0.692,17.463,9.442,10.065,111.351,56.261,-0.731,11.637
