Acc_N_Fil,Gyro_x_R,Gyro_y_R,Gyro_z_R,Gyro_x_Fil,Gyro_y_Fil,Gyro_z_Fil,SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_I_ABS_x LapEnd,DJump_I_ABS_y LapEnd,DJump_I_ABS_z LapEnd,DJump_ABS_I_x LapEnd,DJump_ABS_I_y LapEnd,DJump_ABS_I_z LapEnd,DJump_SIG_I_S1_x LapEnd,DJump_SIG_I_S1_y LapEnd,DJump_SIG_I_S1_z LapEnd,DJump_SIG_I_S2_x LapEnd,DJump_SIG_I_S2_y LapEnd,DJump_SIG_I_S2_z LapEnd,DJump_SIG_I_S3_x LapEnd,DJump_SIG_I_S3_y LapEnd,DJump_SIG_I_S3_z LapEnd,DJump_SIG_I_S4_x LapEnd,DJump_SIG_I_S4_y LapEnd,DJump_SIG_I_S4_z LapEnd,DJump_I_ABS_S1_x LapEnd,DJump_I_ABS_S1_y LapEnd,DJump_I_ABS_S1_z LapEnd,DJump_I_ABS_S2_x LapEnd,DJump_I_ABS_S2_y LapEnd,DJump_I_ABS_S2_z LapEnd,DJump_I_ABS_S3_x LapEnd,DJump_I_ABS_S3_y LapEnd,DJump_I_ABS_S3_z LapEnd,DJump_I_ABS_S4_x LapEnd,DJump_I_ABS_S4_y LapEnd,DJump_I_ABS_S4_z LapEnd,DJump_ABS_I_S1_x LapEnd,DJump_ABS_I_S1_y LapEnd,DJump_ABS_I_S1_z LapEnd,DJump_ABS_I_S2_x LapEnd,DJump_ABS_I_S2_y LapEnd,DJump_ABS_I_S2_z LapEnd,DJump_ABS_I_S3_x LapEnd,DJump_ABS_I_S3_y LapEnd,DJump_ABS_I_S3_z LapEnd,DJump_ABS_I_S4_x LapEnd,DJump_ABS_I_S4_y LapEnd,DJump_ABS_I_S4_z LapEnd
6.643,-3.76,188.84,14.88,-5.72,189.4,14.79,20191007-1159-FRANKFURT_1-01-247,Barani B,0.938,-21.582,173.909,0.938,21.582,173.909,28.287,321.753,203.548,0.827,-151.215,3.212,4.227,-16.937,102.966,-0.287,49.859,76.079,-3.83,96.711,-8.348,0.827,151.215,3.212,4.227,16.937,102.966,-0.287,-49.859,76.079,-3.83,-96.711,-8.348,5.75,151.215,11.131,13.184,21.556,102.966,3.94,49.859,76.079,5.413,99.122,13.373
102.803,125.68,193.4,82.16,103.37,294.13,25.49,20191008-1207-FRANKFURT_2-01-265,Doppelsalto C,53.553,699.293,-56.943,53.553,699.293,56.943,61.787,699.964,79.249,14.999,77.406,-13.468,10.355,280.215,-20.416,24.235,231.712,-14.4,3.964,109.959,-8.659,14.999,77.406,13.468,10.355,280.215,20.416,24.235,231.712,14.4,3.964,109.959,8.659,18.485,78.078,23.227,10.559,280.215,21.865,24.235,231.712,16.78,8.507,109.959,17.376
31.899,24.16,199.12,3.8,28.69,293.29,-25.22,20191008-1207-FRANKFURT_2-01-265,Doppelsalto C,53.553,699.293,-56.943,53.553,699.293,56.943,61.787,699.964,79.249,14.999,77.406,-13.468,10.355,280.215,-20.416,24.235,231.712,-14.4,3.964,109.959,-8.659,14.999,77.406,13.468,10.355,280.215,20.416,24.235,231.712,14.4,3.964,109.959,8.659,18.485,78.078,23.227,10.559,280.215,21.865,24.235,231.712,16.78,8.507,109.959,17.376
52.897,45.0,744.44,15.92,42.1,751.82,1.94,20191008-1207-FRANKFURT_2-01-265,Doppelsalto C,53.553,699.293,-56.943,53.553,699.293,56.943,61.787,699.964,79.249,14.999,77.406,-13.468,10.355,280.215,-20.416,24.235,231.712,-14.4,3.964,109.959,-8.659,14.999,77.406,13.468,10.355,280.215,20.416,24.235,231.712,14.4,3.964,109.959,8.659,18.485,78.078,23.227,10.559,280.215,21.865,24.235,231.712,16.78,8.507,109.959,17.376
11.926,58.24,165.0,-120.28,47.76,172.28,-95.78,20191008-1207-FRANKFURT_2-01-265,Doppelsalto C,53.553,699.293,-56.943,53.553,699.293,56.943,61.787,699.964,79.249,14.999,77.406,-13.468,10.355,280.215,-20.416,24.235,231.712,-14.4,3.964,109.959,-8.659,14.999,77.406,13.468,10.355,280.215,20.416,24.235,231.712,14.4,3.964,109.959,8.659,18.485,78.078,23.227,10.559,280.215,21.865,24.235,231.712,16.78,8.507,109.959,17.376
96.848,-39.12,88.24,-57.12,-30.23,110.33,-50.05,0115-CHARI-05-31,Doppelsalto B,-2.681,678.429,-19.864,2.681,678.429,19.864,40.02,700.089,40.9,-6.78,51.381,0.757,3.685,252.637,-6.441,9.58,266.568,-0.603,-9.166,107.843,-13.576,6.78,51.381,0.757,-3.685,252.637,4.928,3.389,266.568,0.603,-3.803,107.843,13.576,9.387,73.042,10.816,4.888,252.637,7.993,9.59,266.568,8.236,16.154,107.843,13.855
14.777,5.2,16.24,12.96,4.43,34.09,9.84,0115-CHARI-05-31,Doppelsalto B,-2.681,678.429,-19.864,2.681,678.429,19.864,40.02,700.089,40.9,-6.78,51.381,0.757,3.685,252.637,-6.441,9.58,266.568,-0.603,-9.166,107.843,-13.576,6.78,51.381,0.757,-3.685,252.637,4.928,3.389,266.568,0.603,-3.803,107.843,13.576,9.387,73.042,10.816,4.888,252.637,7.993,9.59,266.568,8.236,16.154,107.843,13.855
36.432,8.8,848.88,3.6,6.21,818.36,4.47,0115-CHARI-05-31,Doppelsalto B,-2.681,678.429,-19.864,2.681,678.429,19.864,40.02,700.089,40.9,-6.78,51.381,0.757,3.685,252.637,-6.441,9.58,266.568,-0.603,-9.166,107.843,-13.576,6.78,51.381,0.757,-3.685,252.637,4.928,3.389,266.568,0.603,-3.803,107.843,13.576,9.387,73.042,10.816,4.888,252.637,7.993,9.59,266.568,8.236,16.154,107.843,13.855
9.47,19.84,108.08,-16.16,19.46,106.72,-13.61,0115-CHARI-05-31,Doppelsalto B,-2.681,678.429,-19.864,2.681,678.429,19.864,40.02,700.089,40.9,-6.78,51.381,0.757,3.685,252.637,-6.441,9.58,266.568,-0.603,-9.166,107.843,-13.576,6.78,51.381,0.757,-3.685,252.637,4.928,3.389,266.568,0.603,-3.803,107.843,13.576,9.387,73.042,10.816,4.888,252.637,7.993,9.59,266.568,8.236,16.154,107.843,13.855
96.499,33.12,126.24,-17.36,22.44,139.14,-11.19,0827-BK2-02-47,Salto C,17.379,336.891,-52.763,17.379,336.891,52.763,32.815,359.421,54.037,1.463,17.723,-14.356,6.177,219.833,-15.023,3.057,52.494,-13.144,6.683,46.84,-10.24,1.463,17.723,14.356,6.177,219.833,15.023,3.057,52.494,13.144,6.683,46.84,10.24,8.229,40.253,14.356,13.183,219.833,15.5,4.024,52.494,13.144,7.379,46.84,11.037
8.709,-19.28,207.44,-31.84,-20.33,217.53,-45.21,0827-BK2-02-47,Salto C,17.379,336.891,-52.763,17.379,336.891,52.763,32.815,359.421,54.037,1.463,17.723,-14.356,6.177,219.833,-15.023,3.057,52.494,-13.144,6.683,46.84,-10.24,1.463,17.723,14.356,6.177,219.833,15.023,3.057,52.494,13.144,6.683,46.84,10.24,8.229,40.253,14.356,13.183,219.833,15.5,4.024,52.494,13.144,7.379,46.84,11.037
2.754,17.12,194.96,-24.88,22.71,205.43,-27.03,0827-BK2-02-47,Salto C,17.379,336.891,-52.763,17.379,336.891,52.763,32.815,359.421,54.037,1.463,17.723,-14.356,6.177,219.833,-15.023,3.057,52.494,-13.144,6.683,46.84,-10.24,1.463,17.723,14.356,6.177,219.833,15.023,3.057,52.494,13.144,6.683,46.84,10.24,8.229,40.253,14.356,13.183,219.833,15.5,4.024,52.494,13.144,7.379,46.84,11.037
2.672,7.76,77.84,-27.68,8.48,80.52,-28.39,0827-BK2-02-47,Salto C,17.379,336.891,-52.763,17.379,336.891,52.763,32.815,359.421,54.037,1.463,17.723,-14.356,6.177,219.833,-15.023,3.057,52.494,-13.144,6.683,46.84,-10.24,1.463,17.723,14.356,6.177,219.833,15.023,3.057,52.494,13.144,6.683,46.84,10.24,8.229,40.253,14.356,13.183,219.833,15.5,4.024,52.494,13.144,7.379,46.84,11.037
106.922,37.0,44.52,-130.2,55.69,38.01,-63.04,20191008-1207-FRANKFURT_2-01-344,1 3/4 Salto vw B,-98.36,-615.647,136.286,98.36,615.647,136.286,121.407,669.881,178.542,-39.255,-202.359,53.766,-9.509,-172.599,14.253,-10.315,-74.863,38.434,-39.282,-165.826,29.833,39.255,202.359,53.766,9.509,172.599,14.253,10.315,74.863,38.434,39.282,165.826,29.833,41.268,203.556,57.496,14.884,175.253,29.963,22.124,98.556,38.434,43.131,192.516,52.65
22.318,-53.2,-592.44,76.88,-62.12,-591.0,78.25,20191008-1207-FRANKFURT_2-01-344,1 3/4 Salto vw B,-98.36,-615.647,136.286,98.36,615.647,136.286,121.407,669.881,178.542,-39.255,-202.359,53.766,-9.509,-172.599,14.253,-10.315,-74.863,38.434,-39.282,-165.826,29.833,39.255,202.359,53.766,9.509,172.599,14.253,10.315,74.863,38.434,39.282,165.826,29.833,41.268,203.556,57.496,14.884,175.253,29.963,22.124,98.556,38.434,43.131,192.516,52.65
10.129,6.92,71.64,174.72,9.21,49.45,147.27,20191008-1207-FRANKFURT_2-01-344,1 3/4 Salto vw B,-98.36,-615.647,136.286,98.36,615.647,136.286,121.407,669.881,178.542,-39.255,-202.359,53.766,-9.509,-172.599,14.253,-10.315,-74.863,38.434,-39.282,-165.826,29.833,39.255,202.359,53.766,9.509,172.599,14.253,10.315,74.863,38.434,39.282,165.826,29.833,41.268,203.556,57.496,14.884,175.253,29.963,22.124,98.556,38.434,43.131,192.516,52.65
19.674,-126.88,-487.08,141.0,-120.94,-485.19,135.41,20191008-1207-FRANKFURT_2-01-344,1 3/4 Salto vw B,-98.36,-615.647,136.286,98.36,615.647,136.286,121.407,669.881,178.542,-39.255,-202.359,53.766,-9.509,-172.599,14.253,-10.315,-74.863,38.434,-39.282,-165.826,29.833,39.255,202.359,53.766,9.509,172.599,14.253,10.315,74.863,38.434,39.282,165.826,29.833,41.268,203.556,57.496,14.884,175.253,29.963,22.124,98.556,38.434,43.131,192.516,52.65
104.022,46.4,180.24,28.8,40.72,206.15,18.99,0609-1-01-367,Doppelsalto B,22.824,703.001,-16.915,22.824,703.001,16.915,63.026,731.421,57.469,0.904,50.068,-11.531,-13.585,305.662,3.755,27.935,250.475,-1.284,7.57,96.796,-7.855,0.904,50.068,11.531,11.777,305.662,-3.755,2.573,250.475,1.284,7.57,96.796,7.855,9.706,78.487,19.309,15.725,305.662,8.129,27.935,250.475,13.079,9.66,96.796,16.952
8.355,-36.08,103.52,-30.0,-31.26,140.55,-22.26,0609-1-01-367,Doppelsalto B,22.824,703.001,-16.915,22.824,703.001,16.915,63.026,731.421,57.469,0.904,50.068,-11.531,-13.585,305.662,3.755,27.935,250.475,-1.284,7.57,96.796,-7.855,0.904,50.068,11.531,11.777,305.662,-3.755,2.573,250.475,1.284,7.57,96.796,7.855,9.706,78.487,19.309,15.725,305.662,8.129,27.935,250.475,13.079,9.66,96.796,16.952
46.952,8.24,945.2,13.52,23.12,879.57,2.55,0609-1-01-367,Doppelsalto B,22.824,703.001,-16.915,22.824,703.001,16.915,63.026,731.421,57.469,0.904,50.068,-11.531,-13.585,305.662,3.755,27.935,250.475,-1.284,7.57,96.796,-7.855,0.904,50.068,11.531,11.777,305.662,-3.755,2.573,250.475,1.284,7.57,96.796,7.855,9.706,78.487,19.309,15.725,305.662,8.129,27.935,250.475,13.079,9.66,96.796,16.952
8.226,45.76,190.8,-38.16,41.15,186.71,-35.44,0609-1-01-367,Doppelsalto B,22.824,703.001,-16.915,22.824,703.001,16.915,63.026,731.421,57.469,0.904,50.068,-11.531,-13.585,305.662,3.755,27.935,250.475,-1.284,7.57,96.796,-7.855,0.904,50.068,11.531,11.777,305.662,-3.755,2.573,250.475,1.284,7.57,96.796,7.855,9.706,78.487,19.309,15.725,305.662,8.129,27.935,250.475,13.079,9.66,96.796,16.952
119.48,19.64,48.12,-14.88,18.51,37.79,1.87,0609-4-01-388,Fliffis B,-90.902,-240.041,218.068,90.902,240.041,218.068,140.829,612.024,253.972,-11.673,-228.419,6.143,14.198,-169.273,41.527,-88.842,26.82,139.025,-4.585,130.832,31.373,11.673,228.419,6.143,-9.148,169.273,41.527,83.792,-26.82,139.025,4.585,-130.832,31.373,18.594,229.588,23.724,14.344,190.341,45.128,89.664,61.264,139.025,18.227,130.832,46.095
37.25,27.88,-548.76,-34.64,26.35,-550.57,-16.07,0609-4-01-388,Fliffis B,-90.902,-240.041,218.068,90.902,240.041,218.068,140.829,612.024,253.972,-11.673,-228.419,6.143,14.198,-169.273,41.527,-88.842,26.82,139.025,-4.585,130.832,31.373,11.673,228.419,6.143,-9.148,169.273,41.527,83.792,-26.82,139.025,4.585,-130.832,31.373,18.594,229.588,23.724,14.344,190.341,45.128,89.664,61.264,139.025,18.227,130.832,46.095
16.868,23.84,-117.72,307.96,4.15,-67.88,293.54,0609-4-01-388,Fliffis B,-90.902,-240.041,218.068,90.902,240.041,218.068,140.829,612.024,253.972,-11.673,-228.419,6.143,14.198,-169.273,41.527,-88.842,26.82,139.025,-4.585,130.832,31.373,11.673,228.419,6.143,-9.148,169.273,41.527,83.792,-26.82,139.025,4.585,-130.832,31.373,18.594,229.588,23.724,14.344,190.341,45.128,89.664,61.264,139.025,18.227,130.832,46.095
12.142,-107.76,152.04,175.64,-105.37,155.25,181.56,0609-4-01-388,Fliffis B,-90.902,-240.041,218.068,90.902,240.041,218.068,140.829,612.024,253.972,-11.673,-228.419,6.143,14.198,-169.273,41.527,-88.842,26.82,139.025,-4.585,130.832,31.373,11.673,228.419,6.143,-9.148,169.273,41.527,83.792,-26.82,139.025,4.585,-130.832,31.373,18.594,229.588,23.724,14.344,190.341,45.128,89.664,61.264,139.025,18.227,130.832,46.095
101.735,-21.6,100.4,-28.72,-16.92,101.87,-32.14,0115-CHARI-05-83,Strecksprung,-8.171,-15.872,-25.332,8.171,15.872,25.332,20.342,105.676,34.264,-2.458,30.243,-11.182,-2.555,-14.94,-6.186,-1.013,-28.49,0.35,-2.144,-2.685,-8.314,2.458,30.243,11.182,2.555,-14.94,6.186,1.013,-2.116,-0.35,2.144,2.685,8.314,7.185,30.288,11.467,3.837,15.777,7.296,4.049,28.49,6.367,5.271,31.122,9.134
1.672,-17.2,11.68,-19.28,-16.01,6.99,-16.14,0115-CHARI-05-83,Strecksprung,-8.171,-15.872,-25.332,8.171,15.872,25.332,20.342,105.676,34.264,-2.458,30.243,-11.182,-2.555,-14.94,-6.186,-1.013,-28.49,0.35,-2.144,-2.685,-8.314,2.458,30.243,11.182,2.555,-14.94,6.186,1.013,-2.116,-0.35,2.144,2.685,8.314,7.185,30.288,11.467,3.837,15.777,7.296,4.049,28.49,6.367,5.271,31.122,9.134
0.589,0.4,-63.52,-21.36,-0.9,-62.51,-20.3,0115-CHARI-05-83,Strecksprung,-8.171,-15.872,-25.332,8.171,15.872,25.332,20.342,105.676,34.264,-2.458,30.243,-11.182,-2.555,-14.94,-6.186,-1.013,-28.49,0.35,-2.144,-2.685,-8.314,2.458,30.243,11.182,2.555,-14.94,6.186,1.013,-2.116,-0.35,2.144,2.685,8.314,7.185,30.288,11.467,3.837,15.777,7.296,4.049,28.49,6.367,5.271,31.122,9.134
0.921,-23.2,-64.24,-17.76,-21.41,-62.25,-17.53,0115-CHARI-05-83,Strecksprung,-8.171,-15.872,-25.332,8.171,15.872,25.332,20.342,105.676,34.264,-2.458,30.243,-11.182,-2.555,-14.94,-6.186,-1.013,-28.49,0.35,-2.144,-2.685,-8.314,2.458,30.243,11.182,2.555,-14.94,6.186,1.013,-2.116,-0.35,2.144,2.685,8.314,7.185,30.288,11.467,3.837,15.777,7.296,4.049,28.49,6.367,5.271,31.122,9.134
77.735,-7.28,53.52,2.48,-6.08,89.26,-19.14,20191007-1150-FRANKFURT_2-01-157,Strecksprung,4.029,1.418,-1.432,4.029,1.418,1.432,25.271,97.01,25.197,-7.713,36.79,-4.486,3.254,-12.873,-0.077,0.71,-25.616,1.237,7.777,3.117,1.894,7.713,36.79,4.486,-3.254,-12.873,0.077,-0.71,-22.219,-1.237,0.281,-0.28,-1.894,8.532,36.79,10.322,4.561,15.376,4.553,2.708,25.616,3.007,9.47,19.227,7.314
2.738,-9.96,39.28,-41.28,-6.01,28.99,-23.09,20191007-1150-FRANKFURT_2-01-157,Strecksprung,4.029,1.418,-1.432,4.029,1.418,1.432,25.271,97.01,25.197,-7.713,36.79,-4.486,3.254,-12.873,-0.077,0.71,-25.616,1.237,7.777,3.117,1.894,7.713,36.79,4.486,-3.254,-12.873,0.077,-0.71,-22.219,-1.237,0.281,-0.28,-1.894,8.532,36.79,10.322,4.561,15.376,4.553,2.708,25.616,3.007,9.47,19.227,7.314
0.798,3.2,-45.12,7.88,2.24,-45.58,7.21,20191007-1150-FRANKFURT_2-01-157,Strecksprung,4.029,1.418,-1.432,4.029,1.418,1.432,25.271,97.01,25.197,-7.713,36.79,-4.486,3.254,-12.873,-0.077,0.71,-25.616,1.237,7.777,3.117,1.894,7.713,36.79,4.486,-3.254,-12.873,0.077,-0.71,-22.219,-1.237,0.281,-0.28,-1.894,8.532,36.79,10.322,4.561,15.376,4.553,2.708,25.616,3.007,9.47,19.227,7.314
0.811,24.92,-48.64,-1.56,24.26,-46.89,0.64,20191007-1150-FRANKFURT_2-01-157,Strecksprung,4.029,1.418,-1.432,4.029,1.418,1.432,25.271,97.01,25.197,-7.713,36.79,-4.486,3.254,-12.873,-0.077,0.71,-25.616,1.237,7.777,3.117,1.894,7.713,36.79,4.486,-3.254,-12.873,0.077,-0.71,-22.219,-1.237,0.281,-0.28,-1.894,8.532,36.79,10.322,4.561,15.376,4.553,2.708,25.616,3.007,9.47,19.227,7.314
103.738,-26.64,77.68,-7.44,-22.27,109.91,-11.46,0827-BK1-01-119,Salto A,20.868,348.36,-3.465,20.868,348.36,3.465,28.028,348.36,30.487,4.611,74.784,-1.67,5.99,103.324,-5.559,4.841,98.336,-0.819,5.426,71.916,4.583,4.611,74.784,1.67,5.99,103.324,5.559,4.841,98.336,0.819,5.426,71.916,-4.583,7.929,74.784,11.082,8.228,103.324,6.38,5.184,98.336,2.952,6.687,71.916,10.073
7.82,10.8,208.96,13.92,12.03,201.05,9.52,0827-BK1-01-119,Salto A,20.868,348.36,-3.465,20.868,348.36,3.465,28.028,348.36,30.487,4.611,74.784,-1.67,5.99,103.324,-5.559,4.841,98.336,-0.819,5.426,71.916,4.583,4.611,74.784,1.67,5.99,103.324,5.559,4.841,98.336,0.819,5.426,71.916,-4.583,7.929,74.784,11.082,8.228,103.324,6.38,5.184,98.336,2.952,6.687,71.916,10.073
6.119,0.8,214.48,-6.96,1.46,214.87,-7.39,0827-BK1-01-119,Salto A,20.868,348.36,-3.465,20.868,348.36,3.465,28.028,348.36,30.487,4.611,74.784,-1.67,5.99,103.324,-5.559,4.841,98.336,-0.819,5.426,71.916,4.583,4.611,74.784,1.67,5.99,103.324,5.559,4.841,98.336,0.819,5.426,71.916,-4.583,7.929,74.784,11.082,8.228,103.324,6.38,5.184,98.336,2.952,6.687,71.916,10.073
4.763,8.32,169.52,-6.56,9.16,168.57,-8.05,0827-BK1-01-119,Salto A,20.868,348.36,-3.465,20.868,348.36,3.465,28.028,348.36,30.487,4.611,74.784,-1.67,5.99,103.324,-5.559,4.841,98.336,-0.819,5.426,71.916,4.583,4.611,74.784,1.67,5.99,103.324,5.559,4.841,98.336,0.819,5.426,71.916,-4.583,7.929,74.784,11.082,8.228,103.324,6.38,5.184,98.336,2.952,6.687,71.916,10.073
98.477,31.52,96.32,-39.12,28.69,108.38,-31.91,0827-BK2-02-41,Salto C,-5.315,336.707,-66.663,5.315,336.707,66.663,30.699,357.796,75.443,-0.028,19.999,-21.834,-2.347,220.191,-24.516,2.087,40.514,-17.4,-5.027,56.003,-2.914,0.028,19.999,21.834,2.347,220.191,24.516,-2.087,40.514,17.4,5.027,56.003,2.914,9.587,41.088,21.878,8.443,220.191,24.529,3.119,40.514,17.4,9.551,56.003,11.636
8.1,-14.16,165.12,-90.08,-21.11,184.02,-80.9,0827-BK2-02-41,Salto C,-5.315,336.707,-66.663,5.315,336.707,66.663,30.699,357.796,75.443,-0.028,19.999,-21.834,-2.347,220.191,-24.516,2.087,40.514,-17.4,-5.027,56.003,-2.914,0.028,19.999,21.834,2.347,220.191,24.516,-2.087,40.514,17.4,5.027,56.003,2.914,9.587,41.088,21.878,8.443,220.191,24.529,3.119,40.514,17.4,9.551,56.003,11.636
3.978,8.16,178.96,-40.88,13.04,195.22,-40.75,0827-BK2-02-41,Salto C,-5.315,336.707,-66.663,5.315,336.707,66.663,30.699,357.796,75.443,-0.028,19.999,-21.834,-2.347,220.191,-24.516,2.087,40.514,-17.4,-5.027,56.003,-2.914,0.028,19.999,21.834,2.347,220.191,24.516,-2.087,40.514,17.4,5.027,56.003,2.914,9.587,41.088,21.878,8.443,220.191,24.529,3.119,40.514,17.4,9.551,56.003,11.636
3.327,-6.0,89.04,-14.64,-2.9,86.56,-16.68,0827-BK2-02-41,Salto C,-5.315,336.707,-66.663,5.315,336.707,66.663,30.699,357.796,75.443,-0.028,19.999,-21.834,-2.347,220.191,-24.516,2.087,40.514,-17.4,-5.027,56.003,-2.914,0.028,19.999,21.834,2.347,220.191,24.516,-2.087,40.514,17.4,5.027,56.003,2.914,9.587,41.088,21.878,8.443,220.191,24.529,3.119,40.514,17.4,9.551,56.003,11.636
86.709,34.48,251.84,5.84,36.06,260.59,0.37,0609-1-01-260,Doppelsalto B,19.089,704.683,-9.498,19.089,704.683,9.498,62.324,731.538,74.115,-0.297,53.271,-15.651,-11.242,263.748,11.661,15.573,292.233,5.201,15.054,95.43,-10.709,0.297,53.271,15.651,11.242,263.748,-11.661,-7.504,292.233,-2.779,15.054,95.43,8.287,14.12,80.126,25.524,11.481,263.748,14.735,21.437,292.233,20.035,15.286,95.43,13.822
11.05,-31.52,209.92,-55.6,-35.8,155.61,-35.31,0609-1-01-260,Doppelsalto B,19.089,704.683,-9.498,19.089,704.683,9.498,62.324,731.538,74.115,-0.297,53.271,-15.651,-11.242,263.748,11.661,15.573,292.233,5.201,15.054,95.43,-10.709,0.297,53.271,15.651,11.242,263.748,-11.661,-7.504,292.233,-2.779,15.054,95.43,8.287,14.12,80.126,25.524,11.481,263.748,14.735,21.437,292.233,20.035,15.286,95.43,13.822
36.433,-12.88,720.16,79.04,-5.33,728.43,46.46,0609-1-01-260,Doppelsalto B,19.089,704.683,-9.498,19.089,704.683,9.498,62.324,731.538,74.115,-0.297,53.271,-15.651,-11.242,263.748,11.661,15.573,292.233,5.201,15.054,95.43,-10.709,0.297,53.271,15.651,11.242,263.748,-11.661,-7.504,292.233,-2.779,15.054,95.43,8.287,14.12,80.126,25.524,11.481,263.748,14.735,21.437,292.233,20.035,15.286,95.43,13.822
13.937,80.32,370.0,-45.04,74.08,348.5,-40.47,0609-1-01-260,Doppelsalto B,19.089,704.683,-9.498,19.089,704.683,9.498,62.324,731.538,74.115,-0.297,53.271,-15.651,-11.242,263.748,11.661,15.573,292.233,5.201,15.054,95.43,-10.709,0.297,53.271,15.651,11.242,263.748,-11.661,-7.504,292.233,-2.779,15.054,95.43,8.287,14.12,80.126,25.524,11.481,263.748,14.735,21.437,292.233,20.035,15.286,95.43,13.822
94.409,-15.12,-57.44,28.16,-9.15,-14.57,0.28,0609-1-01-784,Von Bauch in Stand,-1.108,25.218,7.143,1.108,25.218,7.143,24.606,77.294,31.29,-2.867,-19.153,5.034,4.267,-2.169,-3.211,-0.601,4.388,-0.482,-1.907,42.151,5.803,2.867,19.153,5.034,-1.467,2.169,-3.211,-0.601,-4.388,-0.482,0.309,8.284,5.803,6.397,25.234,12.336,4.308,2.833,4.244,5.327,7.076,3.509,8.574,42.151,11.201
1.016,4.8,-12.16,-11.36,5.49,-9.29,-3.83,0609-1-01-784,Von Bauch in Stand,-1.108,25.218,7.143,1.108,25.218,7.143,24.606,77.294,31.29,-2.867,-19.153,5.034,4.267,-2.169,-3.211,-0.601,4.388,-0.482,-1.907,42.151,5.803,2.867,19.153,5.034,-1.467,2.169,-3.211,-0.601,-4.388,-0.482,0.309,8.284,5.803,6.397,25.234,12.336,4.308,2.833,4.244,5.327,7.076,3.509,8.574,42.151,11.201
1.586,25.68,10.8,-1.68,22.97,2.37,1.81,0609-1-01-784,Von Bauch in Stand,-1.108,25.218,7.143,1.108,25.218,7.143,24.606,77.294,31.29,-2.867,-19.153,5.034,4.267,-2.169,-3.211,-0.601,4.388,-0.482,-1.907,42.151,5.803,2.867,19.153,5.034,-1.467,2.169,-3.211,-0.601,-4.388,-0.482,0.309,8.284,5.803,6.397,25.234,12.336,4.308,2.833,4.244,5.327,7.076,3.509,8.574,42.151,11.201
1.461,19.84,40.16,-40.16,18.59,45.0,-29.01,0609-1-01-784,Von Bauch in Stand,-1.108,25.218,7.143,1.108,25.218,7.143,24.606,77.294,31.29,-2.867,-19.153,5.034,4.267,-2.169,-3.211,-0.601,4.388,-0.482,-1.907,42.151,5.803,2.867,19.153,5.034,-1.467,2.169,-3.211,-0.601,-4.388,-0.482,0.309,8.284,5.803,6.397,25.234,12.336,4.308,2.833,4.244,5.327,7.076,3.509,8.574,42.151,11.201
93.269,5.28,-15.32,332.48,26.47,75.12,-14.75,20191001-1148-FRANKFURT_1-01-56,Grätschwinkel,4.569,11.15,8.644,4.569,11.15,8.644,31.459,195.434,44.515,2.915,-14.224,4.452,1.654,-42.692,4.724,-1.922,54.366,-2.3,1.922,13.701,1.768,2.915,14.224,4.452,1.654,42.692,4.724,-1.922,-54.366,-2.3,1.922,8.6,1.768,8.527,45.703,10.176,7.45,76.174,11.033,6.93,54.366,9.812,8.552,19.193,13.494
5.924,-8.52,-245.84,26.76,-8.68,-238.42,7.55,20191001-1148-FRANKFURT_1-01-56,Grätschwinkel,4.569,11.15,8.644,4.569,11.15,8.644,31.459,195.434,44.515,2.915,-14.224,4.452,1.654,-42.692,4.724,-1.922,54.366,-2.3,1.922,13.701,1.768,2.915,14.224,4.452,1.654,42.692,4.724,-1.922,-54.366,-2.3,1.922,8.6,1.768,8.527,45.703,10.176,7.45,76.174,11.033,6.93,54.366,9.812,8.552,19.193,13.494
3.343,9.72,128.08,-18.48,15.07,147.62,-22.17,20191001-1148-FRANKFURT_1-01-56,Grätschwinkel,4.569,11.15,8.644,4.569,11.15,8.644,31.459,195.434,44.515,2.915,-14.224,4.452,1.654,-42.692,4.724,-1.922,54.366,-2.3,1.922,13.701,1.768,2.915,14.224,4.452,1.654,42.692,4.724,-1.922,-54.366,-2.3,1.922,8.6,1.768,8.527,45.703,10.176,7.45,76.174,11.033,6.93,54.366,9.812,8.552,19.193,13.494
1.975,-11.28,69.24,7.44,0.33,63.16,7.64,20191001-1148-FRANKFURT_1-01-56,Grätschwinkel,4.569,11.15,8.644,4.569,11.15,8.644,31.459,195.434,44.515,2.915,-14.224,4.452,1.654,-42.692,4.724,-1.922,54.366,-2.3,1.922,13.701,1.768,2.915,14.224,4.452,1.654,42.692,4.724,-1.922,-54.366,-2.3,1.922,8.6,1.768,8.527,45.703,10.176,7.45,76.174,11.033,6.93,54.366,9.812,8.552,19.193,13.494
104.62,-9.56,-256.56,-99.84,10.38,-176.04,9.86,20191008-1157-FRANKFURT_1-01-198,Fliffis C,47.496,-304.106,168.445,47.496,304.106,168.445,94.196,691.855,226.44,27.716,-233.147,-12.309,32.75,-248.044,28.971,-14.428,36.393,152.806,1.458,140.692,-1.024,27.716,233.147,12.309,32.75,248.044,4.353,-14.428,-36.393,152.806,1.458,-140.692,-1.024,29.518,233.147,15.224,39.076,248.044,43.922,14.715,69.972,152.806,10.887,140.692,14.488
