Acc_N_Fil,Gyro_x_R,Gyro_y_R,Gyro_z_R,Gyro_x_Fil,Gyro_y_Fil,Gyro_z_Fil,SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_I_ABS_x LapEnd,DJump_I_ABS_y LapEnd,DJump_I_ABS_z LapEnd,DJump_ABS_I_x LapEnd,DJump_ABS_I_y LapEnd,DJump_ABS_I_z LapEnd,DJump_SIG_I_S1_x LapEnd,DJump_SIG_I_S1_y LapEnd,DJump_SIG_I_S1_z LapEnd,DJump_SIG_I_S2_x LapEnd,DJump_SIG_I_S2_y LapEnd,DJump_SIG_I_S2_z LapEnd,DJump_SIG_I_S3_x LapEnd,DJump_SIG_I_S3_y LapEnd,DJump_SIG_I_S3_z LapEnd,DJump_SIG_I_S4_x LapEnd,DJump_SIG_I_S4_y LapEnd,DJump_SIG_I_S4_z LapEnd,DJump_I_ABS_S1_x LapEnd,DJump_I_ABS_S1_y LapEnd,DJump_I_ABS_S1_z LapEnd,DJump_I_ABS_S2_x LapEnd,DJump_I_ABS_S2_y LapEnd,DJump_I_ABS_S2_z LapEnd,DJump_I_ABS_S3_x LapEnd,DJump_I_ABS_S3_y LapEnd,DJump_I_ABS_S3_z LapEnd,DJump_I_ABS_S4_x LapEnd,DJump_I_ABS_S4_y LapEnd,DJump_I_ABS_S4_z LapEnd,DJump_ABS_I_S1_x LapEnd,DJump_ABS_I_S1_y LapEnd,DJump_ABS_I_S1_z LapEnd,DJump_ABS_I_S2_x LapEnd,DJump_ABS_I_S2_y LapEnd,DJump_ABS_I_S2_z LapEnd,DJump_ABS_I_S3_x LapEnd,DJump_ABS_I_S3_y LapEnd,DJump_ABS_I_S3_z LapEnd,DJump_ABS_I_S4_x LapEnd,DJump_ABS_I_S4_y LapEnd,DJump_ABS_I_S4_z LapEnd
100.513,17.04,63.4,-14.52,17.21,75.02,-24.87,20190930-1153-FRANKFURT_1-01-79,Barani A,-116.21,-6.443,190.392,116.21,6.443,190.392,142.035,266.122,203.328,-1.332,-55.123,18.713,-64.331,-77.626,63.752,-55.54,39.531,94.135,4.994,86.774,13.792,1.332,55.123,18.713,64.331,77.626,63.752,55.54,-39.531,94.135,-4.994,-86.774,13.792,15.618,59.472,24.738,64.331,77.626,63.752,55.54,42.25,94.135,6.546,86.774,20.703
4.842,-46.16,-182.6,58.76,-47.76,-184.55,67.03,20190930-1153-FRANKFURT_1-01-79,Barani A,-116.21,-6.443,190.392,116.21,6.443,190.392,142.035,266.122,203.328,-1.332,-55.123,18.713,-64.331,-77.626,63.752,-55.54,39.531,94.135,4.994,86.774,13.792,1.332,55.123,18.713,64.331,77.626,63.752,55.54,-39.531,94.135,-4.994,-86.774,13.792,15.618,59.472,24.738,64.331,77.626,63.752,55.54,42.25,94.135,6.546,86.774,20.703
9.849,-185.6,-55.0,216.44,-187.35,-54.49,217.0,20190930-1153-FRANKFURT_1-01-79,Barani A,-116.21,-6.443,190.392,116.21,6.443,190.392,142.035,266.122,203.328,-1.332,-55.123,18.713,-64.331,-77.626,63.752,-55.54,39.531,94.135,4.994,86.774,13.792,1.332,55.123,18.713,64.331,77.626,63.752,55.54,-39.531,94.135,-4.994,-86.774,13.792,15.618,59.472,24.738,64.331,77.626,63.752,55.54,42.25,94.135,6.546,86.774,20.703
7.43,-3.08,138.24,110.72,-3.29,136.38,111.89,20190930-1153-FRANKFURT_1-01-79,Barani A,-116.21,-6.443,190.392,116.21,6.443,190.392,142.035,266.122,203.328,-1.332,-55.123,18.713,-64.331,-77.626,63.752,-55.54,39.531,94.135,4.994,86.774,13.792,1.332,55.123,18.713,64.331,77.626,63.752,55.54,-39.531,94.135,-4.994,-86.774,13.792,15.618,59.472,24.738,64.331,77.626,63.752,55.54,42.25,94.135,6.546,86.774,20.703
88.914,24.04,-111.44,5.0,13.75,-105.28,13.92,20191001-1202-FRANKFURT_2-01-24,3/4 Salto rw A,-5.656,-308.932,-29.831,5.656,308.932,29.831,25.585,315.559,50.761,-1.626,-68.959,1.666,0.511,-77.651,-9.553,-0.152,-80.049,-2.537,-4.389,-82.273,-19.407,1.626,68.959,1.666,-0.511,77.651,6.221,0.152,80.049,2.537,4.389,82.273,19.407,9.626,68.959,11.273,1.909,77.651,9.553,2.217,80.049,3.289,11.833,88.899,26.646
5.232,-8.08,-169.84,-12.8,-11.42,-158.78,-21.61,20191001-1202-FRANKFURT_2-01-24,3/4 Salto rw A,-5.656,-308.932,-29.831,5.656,308.932,29.831,25.585,315.559,50.761,-1.626,-68.959,1.666,0.511,-77.651,-9.553,-0.152,-80.049,-2.537,-4.389,-82.273,-19.407,1.626,68.959,1.666,-0.511,77.651,6.221,0.152,80.049,2.537,4.389,82.273,19.407,9.626,68.959,11.273,1.909,77.651,9.553,2.217,80.049,3.289,11.833,88.899,26.646
4.084,2.0,-177.92,-5.76,-0.87,-176.12,-4.58,20191001-1202-FRANKFURT_2-01-24,3/4 Salto rw A,-5.656,-308.932,-29.831,5.656,308.932,29.831,25.585,315.559,50.761,-1.626,-68.959,1.666,0.511,-77.651,-9.553,-0.152,-80.049,-2.537,-4.389,-82.273,-19.407,1.626,68.959,1.666,-0.511,77.651,6.221,0.152,80.049,2.537,4.389,82.273,19.407,9.626,68.959,11.273,1.909,77.651,9.553,2.217,80.049,3.289,11.833,88.899,26.646
5.052,-8.16,-184.72,-27.8,-7.2,-191.71,-18.67,20191001-1202-FRANKFURT_2-01-24,3/4 Salto rw A,-5.656,-308.932,-29.831,5.656,308.932,29.831,25.585,315.559,50.761,-1.626,-68.959,1.666,0.511,-77.651,-9.553,-0.152,-80.049,-2.537,-4.389,-82.273,-19.407,1.626,68.959,1.666,-0.511,77.651,6.221,0.152,80.049,2.537,4.389,82.273,19.407,9.626,68.959,11.273,1.909,77.651,9.553,2.217,80.049,3.289,11.833,88.899,26.646
89.283,3.92,72.64,24.96,9.76,74.34,24.39,0609-1-01-138,Bauchsprung,-0.686,-42.901,-5.861,0.686,42.901,5.861,34.301,126.553,41.556,2.383,-0.722,1.889,-6.587,-31.145,-5.834,10.858,-39.883,6.172,-7.341,28.849,-8.087,2.383,0.722,1.889,1.821,31.145,2.057,2.45,39.883,-1.72,-5.968,-28.849,3.635,3.369,20.825,8.942,6.587,31.145,7.117,11.989,39.883,14.091,12.356,34.701,11.407
0.566,-3.52,-56.0,-0.48,-4.44,-43.47,3.89,0609-1-01-138,Bauchsprung,-0.686,-42.901,-5.861,0.686,42.901,5.861,34.301,126.553,41.556,2.383,-0.722,1.889,-6.587,-31.145,-5.834,10.858,-39.883,6.172,-7.341,28.849,-8.087,2.383,0.722,1.889,1.821,31.145,2.057,2.45,39.883,-1.72,-5.968,-28.849,3.635,3.369,20.825,8.942,6.587,31.145,7.117,11.989,39.883,14.091,12.356,34.701,11.407
0.94,-5.28,-130.0,-22.56,-3.38,-131.67,-25.46,0609-1-01-138,Bauchsprung,-0.686,-42.901,-5.861,0.686,42.901,5.861,34.301,126.553,41.556,2.383,-0.722,1.889,-6.587,-31.145,-5.834,10.858,-39.883,6.172,-7.341,28.849,-8.087,2.383,0.722,1.889,1.821,31.145,2.057,2.45,39.883,-1.72,-5.968,-28.849,3.635,3.369,20.825,8.942,6.587,31.145,7.117,11.989,39.883,14.091,12.356,34.701,11.407
1.699,15.84,-42.64,15.84,12.97,-42.79,14.98,0609-1-01-138,Bauchsprung,-0.686,-42.901,-5.861,0.686,42.901,5.861,34.301,126.553,41.556,2.383,-0.722,1.889,-6.587,-31.145,-5.834,10.858,-39.883,6.172,-7.341,28.849,-8.087,2.383,0.722,1.889,1.821,31.145,2.057,2.45,39.883,-1.72,-5.968,-28.849,3.635,3.369,20.825,8.942,6.587,31.145,7.117,11.989,39.883,14.091,12.356,34.701,11.407
82.709,-30.84,81.24,53.36,-39.14,183.24,-20.8,20191007-1159-FRANKFURT_1-01-10,Salto C,-17.247,349.537,-1.881,17.247,349.537,1.881,32.529,421.03,43.966,0.197,40.908,8.363,-5.114,145.335,-9.816,-8.603,79.517,-0.136,-3.727,83.777,-0.293,0.197,40.908,8.363,4.72,145.335,-6.911,8.603,79.517,0.136,3.727,83.777,0.293,8.256,81.567,15.086,7.725,175.986,13.592,9.572,79.517,9.137,6.977,83.96,6.15
19.376,-13.16,-267.08,37.2,-10.72,-250.1,-1.4,20191007-1159-FRANKFURT_1-01-10,Salto C,-17.247,349.537,-1.881,17.247,349.537,1.881,32.529,421.03,43.966,0.197,40.908,8.363,-5.114,145.335,-9.816,-8.603,79.517,-0.136,-3.727,83.777,-0.293,0.197,40.908,8.363,4.72,145.335,-6.911,8.603,79.517,0.136,3.727,83.777,0.293,8.256,81.567,15.086,7.725,175.986,13.592,9.572,79.517,9.137,6.977,83.96,6.15
35.189,-30.52,527.76,-79.4,-40.48,544.18,-53.86,20191007-1159-FRANKFURT_1-01-10,Salto C,-17.247,349.537,-1.881,17.247,349.537,1.881,32.529,421.03,43.966,0.197,40.908,8.363,-5.114,145.335,-9.816,-8.603,79.517,-0.136,-3.727,83.777,-0.293,0.197,40.908,8.363,4.72,145.335,-6.911,8.603,79.517,0.136,3.727,83.777,0.293,8.256,81.567,15.086,7.725,175.986,13.592,9.572,79.517,9.137,6.977,83.96,6.15
6.131,-2.96,62.68,-1.44,-2.13,63.87,0.28,20191007-1159-FRANKFURT_1-01-10,Salto C,-17.247,349.537,-1.881,17.247,349.537,1.881,32.529,421.03,43.966,0.197,40.908,8.363,-5.114,145.335,-9.816,-8.603,79.517,-0.136,-3.727,83.777,-0.293,0.197,40.908,8.363,4.72,145.335,-6.911,8.603,79.517,0.136,3.727,83.777,0.293,8.256,81.567,15.086,7.725,175.986,13.592,9.572,79.517,9.137,6.977,83.96,6.15
96.295,30.16,332.16,-29.2,-10.96,265.32,-21.55,20191001-1148-FRANKFURT_1-01-245,Salto rw B,-13.617,335.621,-7.139,13.617,335.621,7.139,36.118,437.08,48.956,0.957,9.172,-1.702,-4.021,156.216,-5.997,-5.847,97.604,4.148,-4.706,72.629,-3.588,0.957,9.172,1.702,2.108,156.216,5.997,5.847,97.604,-4.148,4.706,72.629,3.588,5.241,96.782,9.363,9.604,166.444,13.687,14.34,97.604,16.692,6.932,76.25,9.215
15.119,-19.92,-163.16,-20.68,-12.9,-205.52,-16.26,20191001-1148-FRANKFURT_1-01-245,Salto rw B,-13.617,335.621,-7.139,13.617,335.621,7.139,36.118,437.08,48.956,0.957,9.172,-1.702,-4.021,156.216,-5.997,-5.847,97.604,4.148,-4.706,72.629,-3.588,0.957,9.172,1.702,2.108,156.216,5.997,5.847,97.604,-4.148,4.706,72.629,3.588,5.241,96.782,9.363,9.604,166.444,13.687,14.34,97.604,16.692,6.932,76.25,9.215
25.336,-30.4,472.88,12.0,-47.7,500.92,-4.35,20191001-1148-FRANKFURT_1-01-245,Salto rw B,-13.617,335.621,-7.139,13.617,335.621,7.139,36.118,437.08,48.956,0.957,9.172,-1.702,-4.021,156.216,-5.997,-5.847,97.604,4.148,-4.706,72.629,-3.588,0.957,9.172,1.702,2.108,156.216,5.997,5.847,97.604,-4.148,4.706,72.629,3.588,5.241,96.782,9.363,9.604,166.444,13.687,14.34,97.604,16.692,6.932,76.25,9.215
3.856,-1.6,54.48,26.32,-11.2,62.65,25.29,20191001-1148-FRANKFURT_1-01-245,Salto rw B,-13.617,335.621,-7.139,13.617,335.621,7.139,36.118,437.08,48.956,0.957,9.172,-1.702,-4.021,156.216,-5.997,-5.847,97.604,4.148,-4.706,72.629,-3.588,0.957,9.172,1.702,2.108,156.216,5.997,5.847,97.604,-4.148,4.706,72.629,3.588,5.241,96.782,9.363,9.604,166.444,13.687,14.34,97.604,16.692,6.932,76.25,9.215
82.218,0.64,1.6,2.16,3.2,27.88,5.87,0609-1-01-746,Bauchsprung,0.688,-39.277,-2.315,0.688,39.277,2.315,20.37,117.436,26.84,-0.766,-4.464,0.217,2.338,-26.558,-0.414,0.352,-34.659,0.297,-1.235,26.404,-2.415,0.766,4.464,0.217,0.805,26.558,-0.02,0.352,34.659,-0.097,-1.235,-26.404,2.215,2.768,16.458,6.393,2.926,26.558,3.332,6.394,34.768,6.116,8.282,39.652,10.998
0.464,8.0,-41.12,-17.68,5.1,-46.5,-16.27,0609-1-01-746,Bauchsprung,0.688,-39.277,-2.315,0.688,39.277,2.315,20.37,117.436,26.84,-0.766,-4.464,0.217,2.338,-26.558,-0.414,0.352,-34.659,0.297,-1.235,26.404,-2.415,0.766,4.464,0.217,0.805,26.558,-0.02,0.352,34.659,-0.097,-1.235,-26.404,2.215,2.768,16.458,6.393,2.926,26.558,3.332,6.394,34.768,6.116,8.282,39.652,10.998
1.014,10.48,-58.72,-3.04,11.26,-65.22,-2.24,0609-1-01-746,Bauchsprung,0.688,-39.277,-2.315,0.688,39.277,2.315,20.37,117.436,26.84,-0.766,-4.464,0.217,2.338,-26.558,-0.414,0.352,-34.659,0.297,-1.235,26.404,-2.415,0.766,4.464,0.217,0.805,26.558,-0.02,0.352,34.659,-0.097,-1.235,-26.404,2.215,2.768,16.458,6.393,2.926,26.558,3.332,6.394,34.768,6.116,8.282,39.652,10.998
2.313,24.24,-19.04,34.72,27.28,-34.98,5.81,0609-1-01-746,Bauchsprung,0.688,-39.277,-2.315,0.688,39.277,2.315,20.37,117.436,26.84,-0.766,-4.464,0.217,2.338,-26.558,-0.414,0.352,-34.659,0.297,-1.235,26.404,-2.415,0.766,4.464,0.217,0.805,26.558,-0.02,0.352,34.659,-0.097,-1.235,-26.404,2.215,2.768,16.458,6.393,2.926,26.558,3.332,6.394,34.768,6.116,8.282,39.652,10.998
111.61,-7.48,104.32,10.8,-8.92,109.03,5.89,0115-MORITZ-03-35,Strecksprung,-2.56,-2.349,8.898,2.56,2.349,8.898,19.786,107.003,27.912,2.944,31.758,0.926,-0.8,-13.24,6.125,-0.932,-21.467,2.758,-3.771,0.599,-0.911,2.944,31.758,0.926,-0.8,-13.24,6.125,-0.932,-15.569,2.758,1.348,-0.599,-0.911,8.462,32.367,9.519,2.428,16.354,8.341,2.296,21.467,5.174,6.6,36.816,4.877
1.056,15.84,3.64,29.76,11.57,5.71,26.5,0115-MORITZ-03-35,Strecksprung,-2.56,-2.349,8.898,2.56,2.349,8.898,19.786,107.003,27.912,2.944,31.758,0.926,-0.8,-13.24,6.125,-0.932,-21.467,2.758,-3.771,0.599,-0.911,2.944,31.758,0.926,-0.8,-13.24,6.125,-0.932,-15.569,2.758,1.348,-0.599,-0.911,8.462,32.367,9.519,2.428,16.354,8.341,2.296,21.467,5.174,6.6,36.816,4.877
0.875,4.96,-51.04,27.48,4.25,-53.7,28.97,0115-MORITZ-03-35,Strecksprung,-2.56,-2.349,8.898,2.56,2.349,8.898,19.786,107.003,27.912,2.944,31.758,0.926,-0.8,-13.24,6.125,-0.932,-21.467,2.758,-3.771,0.599,-0.911,2.944,31.758,0.926,-0.8,-13.24,6.125,-0.932,-15.569,2.758,1.348,-0.599,-0.911,8.462,32.367,9.519,2.428,16.354,8.341,2.296,21.467,5.174,6.6,36.816,4.877
0.676,1.24,-24.64,-7.8,1.5,-25.14,-7.81,0115-MORITZ-03-35,Strecksprung,-2.56,-2.349,8.898,2.56,2.349,8.898,19.786,107.003,27.912,2.944,31.758,0.926,-0.8,-13.24,6.125,-0.932,-21.467,2.758,-3.771,0.599,-0.911,2.944,31.758,0.926,-0.8,-13.24,6.125,-0.932,-15.569,2.758,1.348,-0.599,-0.911,8.462,32.367,9.519,2.428,16.354,8.341,2.296,21.467,5.174,6.6,36.816,4.877
99.401,-15.12,-87.16,-84.24,-12.67,-73.72,-50.94,20191007-1159-FRANKFURT_1-01-116,Barani B,28.134,-17.864,182.613,28.134,17.864,182.613,51.942,340.663,218.072,9.208,-139.46,9.289,10.999,-38.766,95.082,8.67,50.036,78.837,-0.742,110.325,-0.595,9.208,139.46,9.289,10.999,38.766,95.082,8.67,-50.036,78.837,-0.742,-110.325,-0.595,14.52,139.46,22.237,23.394,38.766,102.854,8.67,52.112,78.844,5.357,110.325,14.137
7.72,-51.24,-331.32,-11.4,-47.93,-312.18,-2.1,20191007-1159-FRANKFURT_1-01-116,Barani B,28.134,-17.864,182.613,28.134,17.864,182.613,51.942,340.663,218.072,9.208,-139.46,9.289,10.999,-38.766,95.082,8.67,50.036,78.837,-0.742,110.325,-0.595,9.208,139.46,9.289,10.999,38.766,95.082,8.67,-50.036,78.837,-0.742,-110.325,-0.595,14.52,139.46,22.237,23.394,38.766,102.854,8.67,52.112,78.844,5.357,110.325,14.137
10.325,10.2,-30.48,467.72,20.12,-25.89,458.11,20191007-1159-FRANKFURT_1-01-116,Barani B,28.134,-17.864,182.613,28.134,17.864,182.613,51.942,340.663,218.072,9.208,-139.46,9.289,10.999,-38.766,95.082,8.67,50.036,78.837,-0.742,110.325,-0.595,9.208,139.46,9.289,10.999,38.766,95.082,8.67,-50.036,78.837,-0.742,-110.325,-0.595,14.52,139.46,22.237,23.394,38.766,102.854,8.67,52.112,78.844,5.357,110.325,14.137
7.597,16.84,314.52,12.24,15.25,293.56,13.04,20191007-1159-FRANKFURT_1-01-116,Barani B,28.134,-17.864,182.613,28.134,17.864,182.613,51.942,340.663,218.072,9.208,-139.46,9.289,10.999,-38.766,95.082,8.67,50.036,78.837,-0.742,110.325,-0.595,9.208,139.46,9.289,10.999,38.766,95.082,8.67,-50.036,78.837,-0.742,-110.325,-0.595,14.52,139.46,22.237,23.394,38.766,102.854,8.67,52.112,78.844,5.357,110.325,14.137
116.332,-21.36,65.56,22.52,-11.36,78.07,-14.82,0110-MORITZ-01-47,Fliffis- Rudi B,-182.138,-272.584,-497.903,182.138,272.584,497.903,289.358,642.09,560.496,3.323,-261.237,16.882,-133.24,-74.532,-214.82,-48.602,-82.032,-246.314,-3.619,145.216,-53.65,3.323,261.237,16.882,126.594,74.532,181.056,48.602,82.032,246.314,3.619,-145.216,53.65,23.854,262.975,30.57,133.24,138.304,218.467,117.566,95.595,246.314,14.698,145.216,65.145
47.084,-88.48,-749.28,54.48,-89.71,-751.44,51.77,0110-MORITZ-01-47,Fliffis- Rudi B,-182.138,-272.584,-497.903,182.138,272.584,497.903,289.358,642.09,560.496,3.323,-261.237,16.882,-133.24,-74.532,-214.82,-48.602,-82.032,-246.314,-3.619,145.216,-53.65,3.323,261.237,16.882,126.594,74.532,181.056,48.602,82.032,246.314,3.619,-145.216,53.65,23.854,262.975,30.57,133.24,138.304,218.467,117.566,95.595,246.314,14.698,145.216,65.145
40.987,-484.52,134.68,-603.4,-457.04,129.54,-612.4,0110-MORITZ-01-47,Fliffis- Rudi B,-182.138,-272.584,-497.903,182.138,272.584,497.903,289.358,642.09,560.496,3.323,-261.237,16.882,-133.24,-74.532,-214.82,-48.602,-82.032,-246.314,-3.619,145.216,-53.65,3.323,261.237,16.882,126.594,74.532,181.056,48.602,82.032,246.314,3.619,-145.216,53.65,23.854,262.975,30.57,133.24,138.304,218.467,117.566,95.595,246.314,14.698,145.216,65.145
17.409,113.8,109.68,-407.68,114.32,104.81,-404.95,0110-MORITZ-01-47,Fliffis- Rudi B,-182.138,-272.584,-497.903,182.138,272.584,497.903,289.358,642.09,560.496,3.323,-261.237,16.882,-133.24,-74.532,-214.82,-48.602,-82.032,-246.314,-3.619,145.216,-53.65,3.323,261.237,16.882,126.594,74.532,181.056,48.602,82.032,246.314,3.619,-145.216,53.65,23.854,262.975,30.57,133.24,138.304,218.467,117.566,95.595,246.314,14.698,145.216,65.145
113.278,-21.84,204.48,-42.4,-21.6,243.12,-74.2,0110-JANEIKE-01-104,Halb ein Triffis C,-377.407,-509.198,-223.72,377.407,509.198,223.72,470.775,853.295,418.926,-152.28,15.437,-78.674,-228.844,-365.722,80.26,-18.011,-256.017,-139.702,21.728,97.104,-85.603,152.28,15.437,78.674,228.844,334.848,-77.089,18.011,256.017,136.532,-21.728,-97.104,85.603,152.28,133.125,108.075,228.844,365.722,80.26,65.93,257.344,140.76,23.721,97.104,89.831
57.771,-596.56,-472.64,340.48,-582.61,-490.56,284.87,0110-JANEIKE-01-104,Halb ein Triffis C,-377.407,-509.198,-223.72,377.407,509.198,223.72,470.775,853.295,418.926,-152.28,15.437,-78.674,-228.844,-365.722,80.26,-18.011,-256.017,-139.702,21.728,97.104,-85.603,152.28,15.437,78.674,228.844,334.848,-77.089,18.011,256.017,136.532,-21.728,-97.104,85.603,152.28,133.125,108.075,228.844,365.722,80.26,65.93,257.344,140.76,23.721,97.104,89.831
79.477,-289.2,-865.04,17.6,-292.91,-862.54,17.24,0110-JANEIKE-01-104,Halb ein Triffis C,-377.407,-509.198,-223.72,377.407,509.198,223.72,470.775,853.295,418.926,-152.28,15.437,-78.674,-228.844,-365.722,80.26,-18.011,-256.017,-139.702,21.728,97.104,-85.603,152.28,15.437,78.674,228.844,334.848,-77.089,18.011,256.017,136.532,-21.728,-97.104,85.603,152.28,133.125,108.075,228.844,365.722,80.26,65.93,257.344,140.76,23.721,97.104,89.831
18.548,134.08,25.2,-390.8,121.72,35.61,-388.57,0110-JANEIKE-01-104,Halb ein Triffis C,-377.407,-509.198,-223.72,377.407,509.198,223.72,470.775,853.295,418.926,-152.28,15.437,-78.674,-228.844,-365.722,80.26,-18.011,-256.017,-139.702,21.728,97.104,-85.603,152.28,15.437,78.674,228.844,334.848,-77.089,18.011,256.017,136.532,-21.728,-97.104,85.603,152.28,133.125,108.075,228.844,365.722,80.26,65.93,257.344,140.76,23.721,97.104,89.831
91.4,10.72,89.6,-7.4,11.98,99.98,2.42,20191008-1207-FRANKFURT_2-01-168,Strecksprung,3.404,7.868,6.777,3.404,7.868,6.777,24.399,110.173,54.678,-0.432,24.888,3.784,0.454,-18.154,-9.399,3.049,-21.828,6.141,0.333,22.961,6.252,0.432,24.888,3.784,-0.41,-18.154,1.831,3.049,8.358,-5.09,0.333,-7.225,6.252,8.618,33.946,21.316,7.372,18.154,13.281,5.01,21.828,11.634,3.399,36.246,8.446
3.245,-8.96,-26.8,11.84,-2.78,-27.07,-3.53,20191008-1207-FRANKFURT_2-01-168,Strecksprung,3.404,7.868,6.777,3.404,7.868,6.777,24.399,110.173,54.678,-0.432,24.888,3.784,0.454,-18.154,-9.399,3.049,-21.828,6.141,0.333,22.961,6.252,0.432,24.888,3.784,-0.41,-18.154,1.831,3.049,8.358,-5.09,0.333,-7.225,6.252,8.618,33.946,21.316,7.372,18.154,13.281,5.01,21.828,11.634,3.399,36.246,8.446
0.795,15.44,-70.04,11.24,15.98,-66.16,13.79,20191008-1207-FRANKFURT_2-01-168,Strecksprung,3.404,7.868,6.777,3.404,7.868,6.777,24.399,110.173,54.678,-0.432,24.888,3.784,0.454,-18.154,-9.399,3.049,-21.828,6.141,0.333,22.961,6.252,0.432,24.888,3.784,-0.41,-18.154,1.831,3.049,8.358,-5.09,0.333,-7.225,6.252,8.618,33.946,21.316,7.372,18.154,13.281,5.01,21.828,11.634,3.399,36.246,8.446
0.842,10.88,-35.0,22.64,11.22,-33.3,20.14,20191008-1207-FRANKFURT_2-01-168,Strecksprung,3.404,7.868,6.777,3.404,7.868,6.777,24.399,110.173,54.678,-0.432,24.888,3.784,0.454,-18.154,-9.399,3.049,-21.828,6.141,0.333,22.961,6.252,0.432,24.888,3.784,-0.41,-18.154,1.831,3.049,8.358,-5.09,0.333,-7.225,6.252,8.618,33.946,21.316,7.372,18.154,13.281,5.01,21.828,11.634,3.399,36.246,8.446
107.817,-12.72,150.04,6.24,-0.51,162.74,7.47,0609-4-01-57,Salto C,3.397,372.773,11.091,3.397,372.773,11.091,29.025,403.65,40.622,-1.209,74.588,6.035,-1.095,163.374,4.884,3.477,68.849,6.704,2.224,65.962,-6.533,1.209,74.588,6.035,1.095,163.374,4.884,-1.131,68.849,6.704,2.224,65.962,-6.533,11.721,105.454,16.654,6.524,163.374,8.481,3.577,68.849,6.704,7.203,65.974,8.782
14.559,19.32,549.36,9.88,16.85,534.47,-0.26,0609-4-01-57,Salto C,3.397,372.773,11.091,3.397,372.773,11.091,29.025,403.65,40.622,-1.209,74.588,6.035,-1.095,163.374,4.884,3.477,68.849,6.704,2.224,65.962,-6.533,1.209,74.588,6.035,1.095,163.374,4.884,-1.131,68.849,6.704,2.224,65.962,-6.533,11.721,105.454,16.654,6.524,163.374,8.481,3.577,68.849,6.704,7.203,65.974,8.782
3.031,4.72,150.96,20.96,3.06,148.16,20.43,0609-4-01-57,Salto C,3.397,372.773,11.091,3.397,372.773,11.091,29.025,403.65,40.622,-1.209,74.588,6.035,-1.095,163.374,4.884,3.477,68.849,6.704,2.224,65.962,-6.533,1.209,74.588,6.035,1.095,163.374,4.884,-1.131,68.849,6.704,2.224,65.962,-6.533,11.721,105.454,16.654,6.524,163.374,8.481,3.577,68.849,6.704,7.203,65.974,8.782
2.726,9.6,107.8,15.24,12.0,108.6,11.84,0609-4-01-57,Salto C,3.397,372.773,11.091,3.397,372.773,11.091,29.025,403.65,40.622,-1.209,74.588,6.035,-1.095,163.374,4.884,3.477,68.849,6.704,2.224,65.962,-6.533,1.209,74.588,6.035,1.095,163.374,4.884,-1.131,68.849,6.704,2.224,65.962,-6.533,11.721,105.454,16.654,6.524,163.374,8.481,3.577,68.849,6.704,7.203,65.974,8.782
78.002,-36.32,-103.48,224.72,-5.32,-65.2,6.66,20191001-1202-FRANKFURT_2-01-183,Salto A,-13.322,-358.341,-17.749,13.322,358.341,17.749,24.419,358.341,50.588,-1.003,-82.332,4.335,1.194,-96.49,-5.973,-6.234,-67.18,-0.887,-7.279,-112.338,-15.225,1.003,82.332,4.335,-0.811,96.49,-2.698,5.852,67.18,0.887,7.279,112.338,15.225,6.36,82.332,18.254,3.078,96.49,7.95,6.234,67.18,7.601,8.747,112.338,16.782
9.769,-19.36,-231.28,-10.52,-19.03,-213.65,-22.11,20191001-1202-FRANKFURT_2-01-183,Salto A,-13.322,-358.341,-17.749,13.322,358.341,17.749,24.419,358.341,50.588,-1.003,-82.332,4.335,1.194,-96.49,-5.973,-6.234,-67.18,-0.887,-7.279,-112.338,-15.225,1.003,82.332,4.335,-0.811,96.49,-2.698,5.852,67.18,0.887,7.279,112.338,15.225,6.36,82.332,18.254,3.078,96.49,7.95,6.234,67.18,7.601,8.747,112.338,16.782
6.553,-5.72,-175.08,18.2,-4.42,-170.97,16.97,20191001-1202-FRANKFURT_2-01-183,Salto A,-13.322,-358.341,-17.749,13.322,358.341,17.749,24.419,358.341,50.588,-1.003,-82.332,4.335,1.194,-96.49,-5.973,-6.234,-67.18,-0.887,-7.279,-112.338,-15.225,1.003,82.332,4.335,-0.811,96.49,-2.698,5.852,67.18,0.887,7.279,112.338,15.225,6.36,82.332,18.254,3.078,96.49,7.95,6.234,67.18,7.601,8.747,112.338,16.782
11.214,-6.68,-243.52,-29.08,-8.55,-248.88,-30.57,20191001-1202-FRANKFURT_2-01-183,Salto A,-13.322,-358.341,-17.749,13.322,358.341,17.749,24.419,358.341,50.588,-1.003,-82.332,4.335,1.194,-96.49,-5.973,-6.234,-67.18,-0.887,-7.279,-112.338,-15.225,1.003,82.332,4.335,-0.811,96.49,-2.698,5.852,67.18,0.887,7.279,112.338,15.225,6.36,82.332,18.254,3.078,96.49,7.95,6.234,67.18,7.601,8.747,112.338,16.782
