SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_I_ABS_x LapEnd,DJump_I_ABS_y LapEnd,DJump_I_ABS_z LapEnd,DJump_ABS_I_x LapEnd,DJump_ABS_I_y LapEnd,DJump_ABS_I_z LapEnd,DJump_SIG_I_S1_x LapEnd,DJump_SIG_I_S1_y LapEnd,DJump_SIG_I_S1_z LapEnd,DJump_SIG_I_S2_x LapEnd,DJump_SIG_I_S2_y LapEnd,DJump_SIG_I_S2_z LapEnd,DJump_SIG_I_S3_x LapEnd,DJump_SIG_I_S3_y LapEnd,DJump_SIG_I_S3_z LapEnd,DJump_SIG_I_S4_x LapEnd,DJump_SIG_I_S4_y LapEnd,DJump_SIG_I_S4_z LapEnd,DJump_I_ABS_S1_x LapEnd,DJump_I_ABS_S1_y LapEnd,DJump_I_ABS_S1_z LapEnd,DJump_I_ABS_S2_x LapEnd,DJump_I_ABS_S2_y LapEnd,DJump_I_ABS_S2_z LapEnd,DJump_I_ABS_S3_x LapEnd,DJump_I_ABS_S3_y LapEnd,DJump_I_ABS_S3_z LapEnd,DJump_I_ABS_S4_x LapEnd,DJump_I_ABS_S4_y LapEnd,DJump_I_ABS_S4_z LapEnd,DJump_ABS_I_S1_x LapEnd,DJump_ABS_I_S1_y LapEnd,DJump_ABS_I_S1_z LapEnd,DJump_ABS_I_S2_x LapEnd,DJump_ABS_I_S2_y LapEnd,DJump_ABS_I_S2_z LapEnd,DJump_ABS_I_S3_x LapEnd,DJump_ABS_I_S3_y LapEnd,DJump_ABS_I_S3_z LapEnd,DJump_ABS_I_S4_x LapEnd,DJump_ABS_I_S4_y LapEnd,DJump_ABS_I_S4_z LapEnd,0_Acc_N_Fil,0_Gyro_x_R,0_Gyro_y_R,0_Gyro_z_R,0_Gyro_x_Fil,0_Gyro_y_Fil,0_Gyro_z_Fil,25_Acc_N_Fil,25_Gyro_x_R,25_Gyro_y_R,25_Gyro_z_R,25_Gyro_x_Fil,25_Gyro_y_Fil,25_Gyro_z_Fil,50_Acc_N_Fil,50_Gyro_x_R,50_Gyro_y_R,50_Gyro_z_R,50_Gyro_x_Fil,50_Gyro_y_Fil,50_Gyro_z_Fil,75_Acc_N_Fil,75_Gyro_x_R,75_Gyro_y_R,75_Gyro_z_R,75_Gyro_x_Fil,75_Gyro_y_Fil,75_Gyro_z_Fil
20190930-1153-FRANKFURT_1-01-249,Strecksprung,-3.739,2.442,-11.059,3.739,2.442,11.059,13.257,30.206,34.854,-2.92,6.804,-7.928,1.554,-2.232,6.864,-1.272,4.293,-1.575,-1.101,-6.423,-8.421,2.92,6.804,7.928,-1.554,-2.232,-6.864,1.272,4.293,1.575,1.101,-6.423,8.421,6.857,11.034,13.403,1.75,3.253,6.864,2.111,4.293,5.13,2.538,11.626,9.458,27.559,-7.553,15.789,-16.39,-7.373,16.254,-15.898,0.978,3.314,-6.134,19.56,3.478,-6.386,19.383,0.729,-3.636,9.811,-0.995,-3.836,9.534,-1.31,20.993,-3.188,-16.15,-17.884,-2.934,-16.523,-17.358
0115-CHARI-05-57,Strecksprung,-5.516,-15.209,-26.392,5.516,15.209,26.392,21.287,106.831,38.014,-8.027,30.143,-18.866,3.686,-15.217,1.196,-0.699,-31.242,-5.596,-0.476,1.108,-3.126,8.027,30.143,18.866,-3.686,-15.217,-1.196,0.699,1.392,5.596,0.476,-1.108,3.126,12.26,32.585,19.642,3.722,15.217,4.162,2.421,31.242,6.511,2.884,27.786,7.699,24.5,-16.585,62.278,-38.978,-16.255,62.147,-38.407,0.93,7.615,-31.441,2.471,7.341,-31.462,1.97,0.978,-1.457,-64.492,-11.57,-1.499,-64.248,-11.457,18.239,-1.067,3.349,-6.627,-0.834,2.884,-6.563
20190930-1153-FRANKFURT_1-01-166,Schraubensalto,64.785,81.262,397.064,64.785,81.262,397.064,170.539,259.878,414.93,24.115,78.067,58.937,75.083,-23.715,116.448,-43.112,-52.435,158.11,8.7,79.345,63.569,24.115,78.067,58.937,75.083,-23.715,116.448,-43.112,-52.435,158.11,8.7,79.345,63.569,24.532,78.067,58.999,75.083,38.908,116.448,45.399,63.557,158.11,25.526,79.345,81.373,23.113,51.283,166.8,129.326,52.188,165.849,129.418,4.817,160.656,-51.616,252.74,159.187,-51.647,252.659,11.854,-92.953,-112.28,341.946,-91.807,-111.189,341.227,18.833,18.974,169.487,138.181,18.35,166.758,139.66
20191003-1152-FRANKFURT_1-01-106,Salto C,-11.772,329.878,-13.108,11.772,329.878,13.108,23.227,355.845,30.813,1.773,17.112,-6.799,-9.916,195.748,-0.178,-2.052,64.807,-3.622,-1.577,52.211,-2.509,1.773,17.112,6.799,6.37,195.748,0.178,2.052,64.807,3.622,1.577,52.211,2.509,7.667,43.079,14.742,10.173,195.748,7.306,2.552,64.807,4.188,2.835,52.211,4.577,29.508,3.824,40.704,-13.527,3.258,44.899,-12.502,19.911,-24.466,472.245,2.68,-24.179,466.982,2.546,4.395,-5.444,156.3,-5.718,-5.343,158.284,-5.605,14.689,-4.529,126.312,-2.916,-4.51,123.953,-2.997
20191007-1150-FRANKFURT_2-01-225,Salto A,34.859,354.439,5.532,34.859,354.439,5.532,36.897,354.439,36.451,9.186,97.876,-7.818,0.897,84.608,1.81,9.79,74.208,7.765,14.984,97.748,3.775,9.186,97.876,7.818,0.897,84.608,-1.81,9.79,74.208,-4.251,14.984,97.748,3.775,9.246,97.876,12.106,2.859,84.608,6.531,9.79,74.208,7.765,15.001,97.748,10.049,22.511,22.611,240.175,-16.335,23.39,239.955,-15.892,8.178,2.482,208.845,7.269,2.605,209.568,7.383,8.668,24.214,183.108,21.682,23.755,183.992,21.493,18.102,37.604,240.204,12.234,36.722,235.447,11.799
20191008-1207-FRANKFURT_2-01-240,Salto B,30.745,343.599,-17.709,30.745,343.599,17.709,51.634,406.873,50.825,-0.138,-7.966,1.735,21.677,212.371,-6.072,12.688,63.417,-9.637,-3.483,75.777,-3.735,0.138,7.966,1.735,21.402,196.439,2.603,12.688,63.417,9.637,-3.483,75.777,3.735,5.823,52.482,10.603,22.969,212.41,11.642,12.688,63.417,10.485,10.155,78.564,18.095,23.086,-0.314,-18.187,3.961,0.693,-15.829,3.388,24.892,49.492,484.864,-13.863,48.638,479.641,-10.867,5.738,28.968,144.789,-22.002,28.825,147.206,-23.775,22.74,-7.565,172.548,-8.441,-7.861,167.008,-8.552
20190930-1247-FRANKFURT_2-01-47,Salto C,-7.957,342.901,3.349,7.957,342.901,3.349,30.037,344.067,30.521,-3.733,34.485,5.04,-1.782,155.317,2.856,-3.243,85.302,-3.361,0.801,67.798,-1.186,3.733,34.485,5.04,1.782,155.317,2.856,3.243,85.302,-3.361,-0.801,67.798,-1.186,12.814,35.651,11.562,5.201,155.317,4.255,4.24,85.302,4.202,7.781,67.798,10.501,23.598,-8.657,84.664,15.319,-8.394,87.55,14.632,14.495,-4.23,377.591,10.225,-4.447,374.901,10.101,6.507,-7.662,208.468,-4.908,-7.671,208.968,-4.834,13.347,2.02,166.143,0.757,2.596,164.414,1.147
20191007-1150-FRANKFURT_2-01-86,Salto A,12.558,348.728,-7.837,12.558,348.728,7.837,34.958,348.728,43.933,11.43,87.335,-8.248,0.309,76.875,-4.781,-2.441,84.554,-3.606,3.259,99.964,8.798,11.43,87.335,8.248,0.309,76.875,4.781,-2.441,84.554,3.606,3.259,99.964,-8.798,11.61,87.335,11.367,6.065,76.875,7.652,5.672,84.554,7.155,11.61,99.964,17.759,26.227,28.133,215.023,-17.011,28.608,215.356,-16.492,8.747,0.973,188.642,-8.954,1.218,188.774,-9.674,9.067,-5.936,208.306,-5.828,-5.852,209.096,-5.855,17.621,8.758,245.481,24.768,7.916,241.672,22.482
20191003-1152-FRANKFURT_1-01-103,Salto A,-15.155,354.988,-3.731,15.155,354.988,3.731,22.863,354.988,30.181,-0.454,60.435,2.63,-2.205,120.884,1.41,-2.239,73.111,-4.417,-10.256,100.558,-3.354,0.454,60.435,2.63,2.205,120.884,1.41,2.239,73.111,-3.662,10.256,100.558,3.354,5.335,60.435,9.588,3.547,120.884,3.162,2.886,73.111,4.868,11.095,100.558,12.563,24.27,-1.584,147.134,9.473,-1.613,148.317,11.128,9.504,-5.903,294.423,6.498,-6.214,292.375,6.084,7.207,-5.937,178.332,-7.807,-5.906,180.282,-8.189,20.165,-25.762,245.56,-5.074,-25.164,244.865,-5.16
20190930-1153-FRANKFURT_1-01-241,Schraubensalto,31.93,110.204,392.673,31.93,110.204,392.673,167.144,273.248,400.005,25.983,83.542,58.594,62.846,-42.064,137.705,-61.109,-11.674,152.27,4.21,80.401,44.103,25.983,83.542,58.594,62.846,-42.064,137.705,-61.109,-11.674,152.27,4.21,80.401,44.103,26.005,83.542,61.217,63.068,62.162,137.705,61.109,47.143,152.27,16.962,80.401,48.813,32.677,52.997,171.17,123.415,54.234,174.262,123.383,6.363,128.848,-87.278,286.196,127.562,-86.762,286.288,10.35,-125.901,-24.196,315.776,-124.628,-24.485,314.842,17.788,8.662,165.305,92.586,8.19,163.373,93.291
20190930-1153-FRANKFURT_1-01-140,Cody C,35.903,406.73,-1.807,35.903,406.73,1.807,60.255,511.495,56.819,3.117,11.021,13.404,26.521,235.41,-0.731,4.386,75.989,-4.627,1.879,84.31,-9.853,3.117,11.021,13.404,26.521,235.41,-0.731,4.386,75.989,-4.627,1.879,84.31,-6.24,20.821,115.785,22.279,26.547,235.41,13.7,4.501,75.989,6.706,8.387,84.31,14.133,38.758,6.189,21.926,30.72,6.335,28.157,28.884,19.755,55.178,491.455,1.267,55.094,489.785,0.713,5.607,8.87,157.939,-6.884,8.713,158.294,-6.808,22.559,3.784,176.153,-17.853,3.896,176.446,-17.598
20191007-1150-FRANKFURT_2-01-129,Barani A,-114.785,65.934,168.348,114.785,65.934,168.348,134.88,272.207,179.919,-11.577,-75.164,20.515,-65.811,-24.287,80.733,-43.376,58.203,53.523,5.979,107.182,13.578,11.577,75.164,20.515,65.811,24.287,80.733,43.376,-58.203,53.523,-5.979,24.685,13.578,11.963,75.419,25.581,65.811,31.404,80.733,43.376,58.203,54.128,13.731,107.182,19.477,29.833,-27.344,-179.865,51.483,-26.948,-179.397,53.673,11.041,-158.256,-58.022,197.138,-157.645,-57.472,195.266,10.726,-104.863,141.705,132.567,-104.519,141.702,133.938,15.748,14.993,261.391,35.181,13.167,258.922,35.096
20191001-1202-FRANKFURT_2-01-131,Salto A,5.265,-338.62,-25.721,5.265,338.62,25.721,20.458,342.685,47.648,-1.801,-71.304,2.348,-3.061,-81.988,-11.286,4.457,-77.925,-7.252,5.671,-107.403,-9.53,1.801,71.304,2.348,3.061,81.988,6.59,-4.457,77.925,7.252,4.858,107.403,9.53,6.234,74.992,14.824,3.898,81.988,12.666,4.457,77.925,7.252,5.87,107.78,12.905,23.364,-4.247,-174.324,8.635,-3.72,-177.967,0.852,7.445,-7.467,-201.001,-25.046,-7.29,-201.109,-24.287,7.366,11.219,-191.214,-15.105,11.099,-191.184,-15.046,20.778,14.055,-260.696,-17.458,13.89,-255.072,-11.868
0827-BK2-01-106,Salto A,24.247,342.749,-6.861,24.247,342.749,6.861,28.974,342.762,26.08,7.757,62.122,-2.383,6.186,112.812,-0.393,6.865,91.698,0.013,3.439,76.118,-4.098,7.757,62.122,2.383,6.186,112.812,0.393,6.865,91.698,-0.013,3.439,76.118,4.098,8.374,62.134,7.89,8.184,112.812,5.845,6.992,91.698,7.313,5.425,76.118,5.033,29.635,15.453,123.749,-4.747,14.981,124.551,-3.465,6.576,12.322,224.725,-0.782,12.488,223.936,-1.224,5.614,13.707,182.518,-0.043,13.794,182.344,-0.2,16.256,6.787,151.318,-8.128,6.774,149.5,-8.269
20191003-1152-FRANKFURT_1-01-107,Strecksprung,5.518,3.718,9.64,5.518,3.718,9.64,22.844,58.088,35.499,1.201,6.925,2.899,2.256,-9.284,3.664,-3.426,18.657,0.384,5.487,-12.579,2.693,1.201,6.925,2.899,2.256,-4.566,3.664,-3.426,13.939,0.384,5.487,-12.579,2.693,4.93,10.998,5.634,3.11,11.845,6.902,5.374,18.657,9.822,9.431,16.59,13.142,27.783,2.346,16.021,10.194,2.144,18.532,9.832,1.13,5.029,-23.176,11.939,5.174,-22.82,12.04,0.989,-8.752,44.577,3.936,-8.604,43.876,4.56,13.109,12.897,-31.435,9.373,12.799,-31.352,8.216
20191003-1152-FRANKFURT_1-01-65,Barani A,124.261,36.17,-180.207,124.261,36.17,180.207,155.423,233.408,183.226,7.424,-53.601,-21.678,69.215,-41.731,-58.387,55.425,33.497,-81.697,-7.802,98.005,-18.445,7.424,53.601,21.678,69.215,41.731,58.387,55.425,-33.497,81.697,-7.802,-25.665,18.445,21.391,58.042,21.775,69.215,41.731,58.387,55.425,35.63,81.697,9.393,98.005,21.367,30.579,17.475,-131.115,-49.026,17.458,-128.914,-48.618,8.73,168.877,-102.737,-138.893,168.803,-101.926,-138.87,10.286,134.943,82.291,-195.943,134.777,82.808,-195.106,21.018,-19.471,239.536,-40.787,-18.947,237.531,-41.595
20191001-1148-FRANKFURT_1-01-74,Barani A,-82.757,53.425,184.644,82.757,53.425,184.644,92.42,283.308,194.906,-1.573,-67.13,27.516,-49.976,-46.153,87.082,-26.025,55.134,69.306,-5.182,111.574,0.74,1.573,67.13,27.516,49.976,46.153,87.082,26.025,-55.134,69.306,5.182,-4.724,0.74,10.045,67.13,28.175,49.976,49.47,87.082,26.025,55.134,69.306,6.374,111.574,10.343,22.929,-3.349,-171.469,72.352,-3.926,-171.961,72.502,9.832,-126.199,-118.227,223.534,-125.561,-116.529,223.471,8.711,-65.45,139.673,178.625,-65.401,139.132,178.344,14.586,-12.415,282.361,4.318,-12.064,281.53,4.505
20191008-1207-FRANKFURT_2-01-172,Barani A,-125.3,30.09,188.5,125.3,30.09,188.5,148.59,272.096,208.931,-16.29,-72.645,30.422,-68.874,-42.562,55.152,-49.065,42.145,87.772,8.928,103.152,15.155,16.29,72.645,30.422,68.874,42.562,55.152,49.065,-42.145,87.772,-8.928,-42.971,15.155,19.363,80.086,41.807,68.874,42.562,55.152,49.065,46.297,87.772,11.289,103.152,24.2,35.878,-38.419,-171.332,71.749,-39.86,-167.36,70.923,9.134,-162.437,-100.381,130.077,-162.028,-101.186,131.896,9.3,-115.718,99.399,207.009,-115.803,99.786,205.242,13.449,22.067,244.301,35.045,22.354,243.463,33.983
20191007-1150-FRANKFURT_2-01-234,Salto B,33.252,337.772,-12.325,33.252,337.772,12.325,36.415,392.2,36.801,3.295,20.932,-2.867,7.22,131.81,-8.493,12.935,109.094,-0.139,9.802,75.936,-0.826,3.295,20.932,2.867,7.22,131.81,8.493,12.935,109.094,0.139,9.802,75.936,0.826,6.339,57.42,13.058,7.235,149.751,8.944,12.935,109.094,4.293,9.906,75.936,10.507,23.909,8.361,53.266,-4.362,8.423,56.306,-6.802,13.893,18.077,327.717,-18.289,18.534,326.631,-17.651,10.752,32.382,272.831,2.388,32.216,272.643,2.336,17.379,24.62,189.667,0.676,22.795,184.893,-0.468
20191003-1152-FRANKFURT_1-01-114,Strecksprung,-5.24,0.315,-1.048,5.24,0.315,1.048,18.241,104.729,27.807,-4.442,33.319,1.316,0.77,-6.264,3.013,1.618,-29.387,1.839,-3.186,2.647,-7.215,4.442,33.319,1.316,-0.77,-6.264,3.013,-1.618,-24.724,1.839,3.186,-2.016,-5.12,7.406,33.319,9.913,2.235,14.831,6.535,2.874,29.387,3.842,5.726,27.191,7.517,24.565,-10.562,72.883,5.816,-10.372,73.005,6.134,0.95,1.126,-15.031,9.632,0.93,-14.825,9.366,1.057,2.931,-66.932,7.104,3.022,-66.697,7.436,17.694,-7.87,5.027,-13.392,-7.751,4.462,-14.127
0609-1-01-386,Salto C,22.372,364.65,-15.41,22.372,364.65,15.41,38.55,388.485,43.868,4.444,37.81,-12.095,4.107,226.423,-0.196,9.777,48.153,-3.253,4.044,52.264,0.133,4.444,37.81,12.095,4.107,226.423,0.196,9.777,48.153,3.253,4.044,52.264,-0.133,7.793,61.645,17.401,11.99,226.423,9.612,9.777,48.153,6.215,8.989,52.264,10.639,25.771,9.22,78.443,-25.093,9.7,82.713,-24.176,15.399,8.521,469.758,-0.406,8.675,464.79,-1.374,2.52,20.37,100.319,-6.776,20.133,101.186,-7.111,23.055,8.502,109.037,0.395,7.928,109.861,0.217
0110-MORITZ-01-49,Salto A,-26.287,343.055,-12.714,26.287,343.055,12.714,35.343,343.055,22.424,-0.106,50.011,-3.824,-2.742,97.32,-5.45,-11.008,106.171,-3.597,-12.432,89.552,0.157,0.106,50.011,3.824,2.742,97.32,5.45,11.008,106.171,3.597,12.432,89.552,-0.157,7.547,50.011,5.622,3.686,97.32,5.451,11.008,106.171,5.105,13.102,89.552,6.246,27.134,-0.248,116.849,-8.935,0.114,118.953,-8.665,7.635,-6.436,228.452,-12.794,-6.378,228.156,-12.751,7.555,-25.84,249.227,-8.443,-25.917,249.521,-8.591,17.368,-28.995,209.257,0.54,-28.758,207.712,0.661
0609-4-01-163,Strecksprung,-1.449,1.819,-1.752,1.449,1.819,1.752,10.418,86.703,15.229,-2.157,22.536,-2.12,-1.117,-20.96,1.992,1.935,-9.752,-0.881,-0.11,9.995,-0.743,2.157,22.536,2.12,1.117,-20.96,-1.992,-1.935,6.599,0.881,0.11,-6.357,0.743,4.347,26.485,4.312,1.362,20.96,2.244,2.335,9.752,3.986,2.374,29.506,4.687,23.296,-4.703,52.485,-1.994,-4.501,52.062,-2.258,0.832,-2.361,-45.479,7.269,-2.36,-44.99,6.954,1.053,4.528,-20.261,0.768,4.315,-20.593,0.977,18.18,-0.249,25.528,1.186,-0.176,25.495,1.358
20191008-1207-FRANKFURT_2-01-192,Strecksprung,-3.845,-1.53,2.896,3.845,1.53,2.896,21.67,101.903,39.956,2.807,12.134,8.307,0.621,-29.332,-6.517,2.737,-15.574,3.149,-10.01,31.241,-2.043,2.807,12.134,8.307,0.621,5.063,-6.517,2.737,15.574,3.149,-2.319,-31.241,-2.043,4.969,23.23,14.48,3.882,29.332,8.95,2.794,15.574,4.267,10.026,33.769,12.259,21.953,7.8,33.519,22.537,7.447,34.046,20.859,1.309,1.506,-79.817,-17.578,1.729,-79.274,-15.416,1.009,7.352,-42.348,8.356,7.128,-41.975,7.06,16.194,-27.308,86.388,-5.329,-26.899,84.444,-5.556
0609-4-01-606,Barani C,-5.295,-91.04,218.553,5.295,91.04,218.553,55.263,311.601,236.69,13.819,-126.186,11.898,-2.911,-71.061,82.553,-20.158,36.359,102.399,3.955,69.848,21.704,13.819,126.186,11.898,-2.911,71.061,82.553,-1.657,-36.359,102.399,-3.955,-69.848,21.704,17.527,132.235,25.701,10.546,71.518,82.553,20.406,38.0,102.399,6.784,69.848,26.038,32.454,30.678,-276.433,28.938,30.274,-275.312,29.909,11.112,-6.215,-157.656,185.674,-5.884,-155.659,185.826,7.253,-44.644,82.103,230.797,-44.421,79.84,230.038,22.467,8.716,157.416,51.207,8.843,156.963,51.64
20191007-1159-FRANKFURT_1-01-107,Barani B,45.892,-27.34,181.513,45.892,27.34,181.513,63.042,367.901,209.643,22.284,-157.242,10.876,19.634,-34.201,98.374,3.737,59.677,72.918,0.236,104.426,-0.655,22.284,157.242,10.876,19.634,34.201,98.374,3.737,-59.677,72.918,0.236,-104.426,-0.655,22.329,157.242,18.525,24.171,41.437,98.374,7.484,59.677,72.918,9.059,109.545,19.826,33.047,55.991,-395.079,27.326,53.583,-392.282,27.262,9.135,49.333,-85.933,247.171,49.634,-87.034,246.761,8.683,9.437,150.7,184.136,10.321,150.317,185.129,12.895,0.402,263.276,-1.312,1.821,264.881,-2.631
20191008-1157-FRANKFURT_1-01-269,Strecksprung,-4.57,-1.441,4.306,4.57,1.441,4.306,25.483,93.923,44.305,-0.021,14.788,0.896,-8.003,-17.291,5.813,1.333,-22.267,-1.127,2.121,23.329,-1.275,0.021,14.788,0.896,8.003,-12.285,5.813,-1.333,22.267,-1.127,-2.121,-23.329,-1.275,10.29,22.648,13.859,8.02,17.291,14.502,3.874,22.267,7.484,3.299,31.717,8.461,19.407,0.162,38.559,2.132,-0.034,37.876,2.185,1.098,-20.789,-44.664,15.487,-20.501,-44.489,15.809,1.106,3.276,-57.766,-3.142,2.83,-57.45,-3.784,21.86,5.414,61.011,-3.393,5.587,61.639,-3.786
0609-4-01-582,Barani C,-17.148,-48.669,221.101,17.148,48.669,221.101,47.575,309.727,238.188,5.662,-117.449,31.127,-2.047,-53.814,98.241,-14.745,45.625,80.576,-6.019,76.969,11.157,5.662,117.449,31.127,-2.047,53.814,98.241,7.514,-45.625,80.576,6.019,-76.969,11.157,11.296,123.932,32.416,14.185,63.102,98.241,14.745,45.724,80.576,7.35,76.969,26.955,31.987,12.262,-251.157,70.076,11.762,-250.772,70.06,10.482,-4.353,-114.011,214.719,-4.189,-113.031,214.017,5.799,-31.719,100.295,176.648,-31.798,99.123,176.797,20.402,-12.894,168.028,27.161,-12.609,167.216,27.972
20191001-1202-FRANKFURT_2-01-93,Hocksprung,2.331,-12.841,1.636,2.331,12.841,1.636,26.083,168.047,57.544,3.343,20.946,8.953,2.006,-18.555,-6.431,0.997,-15.807,10.046,-4.015,0.575,-10.933,3.343,20.946,8.953,2.006,-18.555,-6.431,0.997,11.025,10.046,-4.015,-0.575,-10.933,6.738,74.702,14.931,8.411,54.677,13.563,4.412,20.974,10.046,6.523,17.694,19.004,28.571,8.357,50.772,23.636,8.177,45.443,18.799,8.712,4.707,-41.158,-12.057,4.545,-38.601,-10.023,3.546,2.607,-37.018,26.883,2.856,-37.822,25.165,13.664,-9.262,3.095,-23.108,-9.088,4.154,-23.409
0609-4-01-362,Fliffis B,-107.351,-155.835,237.697,107.351,155.835,237.697,143.03,610.062,262.95,-18.572,-218.285,5.594,7.491,-144.738,61.901,-86.052,67.436,147.572,-10.218,139.753,22.629,18.572,218.285,5.594,-7.491,144.738,61.901,86.052,-67.436,147.572,10.218,-139.753,22.629,23.514,229.769,26.184,19.142,144.738,62.571,86.052,95.803,147.572,14.322,139.753,26.622,52.551,-37.8,-432.37,14.316,-37.243,-426.106,14.207,24.951,15.006,-289.499,126.14,13.754,-290.618,126.446,20.016,-172.442,135.318,298.971,-171.019,134.853,298.151,18.112,-21.056,282.343,49.073,-21.73,277.995,51.074
20191001-1148-FRANKFURT_1-01-75,Salto rw A,-6.584,341.498,-22.091,6.584,341.498,22.091,29.048,349.556,44.105,2.084,102.658,-13.13,-5.529,86.373,2.607,3.293,64.966,-5.93,-6.432,87.501,-5.639,2.084,102.658,13.13,1.36,86.373,-2.607,-3.293,64.966,5.93,6.432,87.501,5.639,10.713,103.34,21.1,5.574,86.373,4.833,4.028,64.966,7.078,8.734,94.877,11.094,29.057,5.537,239.892,-28.307,5.07,240.776,-28.116,7.693,-12.334,201.666,8.635,-12.21,201.299,8.365,6.401,8.41,152.135,-11.471,8.22,152.315,-11.28,25.081,-14.063,203.273,-10.497,-14.216,204.355,-10.295
0115-MORITZ-03-128,Salto C,-6.796,345.255,12.557,6.796,345.255,12.557,23.42,386.902,33.224,-4.523,59.301,4.324,-1.664,158.206,5.391,-0.295,60.762,1.215,-0.315,66.985,1.627,4.523,59.301,4.324,1.664,158.206,5.391,0.295,60.762,1.215,0.315,66.985,1.627,11.026,100.949,12.289,6.256,158.206,7.587,1.057,60.762,2.235,5.082,66.985,11.114,30.018,-8.711,112.613,8.252,-8.584,113.279,7.205,11.529,-3.266,307.721,10.534,-3.919,307.276,10.694,2.971,-0.57,117.598,2.335,-0.578,117.558,2.228,18.152,-0.727,130.042,3.298,-0.484,127.484,3.368
0609-1-01-552,Doppelsalto B,20.594,705.482,-28.666,20.594,705.482,28.666,75.934,740.72,59.509,5.22,60.482,-11.574,-24.408,292.823,-6.877,23.077,258.476,-10.535,16.704,93.7,0.321,5.22,60.482,11.574,13.967,292.823,6.877,-15.298,258.476,10.535,16.704,93.7,-0.321,10.13,95.72,24.56,25.744,292.823,13.301,23.356,258.476,14.958,16.704,93.7,6.69,27.501,11.601,134.406,-25.721,11.527,138.321,-25.254,34.962,-54.128,654.73,-15.22,-53.542,650.076,-15.352,30.547,51.595,573.652,-23.704,51.571,572.584,-23.208,23.009,37.168,207.402,0.985,36.623,205.021,0.006
20191007-1524-FRANKFURT_1-01-75,Fliffis- Rudi B,208.158,-331.329,552.44,300.214,708.289,617.87,208.158,331.329,552.44,-29.811,-265.188,34.974,21.181,-172.354,161.894,152.326,-42.464,324.261,64.462,148.676,31.311,29.811,265.188,34.974,-21.181,172.354,161.894,135.066,42.464,324.261,64.462,-148.676,31.311,30.336,265.188,41.847,53.09,172.354,161.894,152.326,110.685,324.261,64.462,160.062,89.867,49.438,-72.217,-640.471,84.54,-70.971,-637.117,84.09,32.687,51.024,-419.486,391.397,52.639,-411.521,390.682,34.618,368.008,-101.013,785.509,366.524,-107.901,784.016,29.107,156.319,357.966,71.208,152.174,366.234,81.292
0115-MORITZ-03-145,Voll- ein- voll- aus B,-277.808,172.434,-694.718,277.808,172.434,694.718,464.176,568.083,712.447,-129.2,59.652,-206.402,-226.664,-55.347,-309.207,54.224,44.732,-165.014,23.832,123.397,-14.094,129.2,59.652,206.402,226.664,-55.347,309.207,-54.224,44.732,165.014,-23.832,123.397,14.094,131.261,114.555,206.402,226.664,204.259,309.207,82.373,125.872,165.014,23.878,123.397,31.824,37.61,-264.754,122.237,-422.954,-264.052,126.432,-426.106,44.475,-464.476,-113.415,-633.621,-463.837,-115.283,-631.708,25.824,111.116,91.664,-338.144,108.338,89.487,-337.123,26.956,48.953,253.222,-28.973,49.02,249.005,-29.425
0609-1-01-558,Doppelsalto B,11.078,704.879,-14.605,11.078,704.879,14.605,61.726,738.057,71.623,1.312,53.893,-12.018,-16.596,301.798,8.96,26.062,265.794,-3.906,0.3,83.393,-7.641,1.312,53.893,12.018,13.972,301.798,-8.96,-4.506,265.794,3.906,0.3,83.393,7.641,7.743,87.071,25.315,17.737,301.798,13.428,28.551,265.794,16.632,7.695,83.393,16.249,25.805,2.828,116.149,-25.901,3.578,118.847,-25.621,32.014,-35.767,650.428,19.31,-35.442,648.404,17.931,28.905,56.168,572.833,-8.418,56.097,571.07,-7.887,19.835,0.721,180.262,-16.467,1.058,180.606,-15.862
20191008-1157-FRANKFURT_1-01-141,Schraubensalto A,75.281,188.182,343.772,75.281,188.182,343.772,97.62,311.331,381.968,34.332,66.145,84.869,34.55,-60.996,175.291,-0.957,68.45,100.033,7.356,114.583,-16.421,34.332,66.145,84.869,34.55,-60.996,175.291,-0.957,68.45,100.033,7.356,114.583,-16.421,34.332,66.145,84.869,40.717,61.747,175.291,12.089,68.651,100.536,10.481,114.789,21.272,19.184,83.331,160.546,205.992,83.353,158.192,205.248,10.709,84.268,-148.769,427.54,83.395,-146.294,427.492,10.562,-2.335,166.951,243.982,-2.035,165.715,243.893,29.131,18.02,278.38,-39.956,19.127,278.078,-38.628
20190930-1616-FRANKFURT_1-01-181,Fliffis C,-93.165,-340.997,177.238,93.165,340.997,177.238,112.193,661.278,216.032,-12.758,-206.014,5.626,-19.095,-273.636,29.308,-51.843,20.576,125.586,-9.468,118.077,16.719,12.758,206.014,5.626,19.095,273.636,29.308,51.843,-20.576,125.586,9.468,-118.077,16.719,17.76,208.519,20.343,22.22,273.636,31.46,53.558,61.047,125.586,18.655,118.077,38.643,49.559,-27.045,-439.425,15.26,-25.488,-437.793,14.286,48.311,-40.528,-583.301,65.649,-40.081,-582.089,66.969,15.469,-110.521,43.535,271.292,-110.684,42.437,269.245,21.723,-19.013,250.677,38.597,-19.369,251.582,40.494
