SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_I_ABS_x LapEnd,DJump_I_ABS_y LapEnd,DJump_I_ABS_z LapEnd,DJump_ABS_I_x LapEnd,DJump_ABS_I_y LapEnd,DJump_ABS_I_z LapEnd,DJump_SIG_I_S1_x LapEnd,DJump_SIG_I_S1_y LapEnd,DJump_SIG_I_S1_z LapEnd,DJump_SIG_I_S2_x LapEnd,DJump_SIG_I_S2_y LapEnd,DJump_SIG_I_S2_z LapEnd,DJump_SIG_I_S3_x LapEnd,DJump_SIG_I_S3_y LapEnd,DJump_SIG_I_S3_z LapEnd,DJump_SIG_I_S4_x LapEnd,DJump_SIG_I_S4_y LapEnd,DJump_SIG_I_S4_z LapEnd,DJump_I_ABS_S1_x LapEnd,DJump_I_ABS_S1_y LapEnd,DJump_I_ABS_S1_z LapEnd,DJump_I_ABS_S2_x LapEnd,DJump_I_ABS_S2_y LapEnd,DJump_I_ABS_S2_z LapEnd,DJump_I_ABS_S3_x LapEnd,DJump_I_ABS_S3_y LapEnd,DJump_I_ABS_S3_z LapEnd,DJump_I_ABS_S4_x LapEnd,DJump_I_ABS_S4_y LapEnd,DJump_I_ABS_S4_z LapEnd,DJump_ABS_I_S1_x LapEnd,DJump_ABS_I_S1_y LapEnd,DJump_ABS_I_S1_z LapEnd,DJump_ABS_I_S2_x LapEnd,DJump_ABS_I_S2_y LapEnd,DJump_ABS_I_S2_z LapEnd,DJump_ABS_I_S3_x LapEnd,DJump_ABS_I_S3_y LapEnd,DJump_ABS_I_S3_z LapEnd,DJump_ABS_I_S4_x LapEnd,DJump_ABS_I_S4_y LapEnd,DJump_ABS_I_S4_z LapEnd,0_Acc_N_Fil,0_Gyro_x_R,0_Gyro_y_R,0_Gyro_z_R,0_Gyro_x_Fil,0_Gyro_y_Fil,0_Gyro_z_Fil,25_Acc_N_Fil,25_Gyro_x_R,25_Gyro_y_R,25_Gyro_z_R,25_Gyro_x_Fil,25_Gyro_y_Fil,25_Gyro_z_Fil,50_Acc_N_Fil,50_Gyro_x_R,50_Gyro_y_R,50_Gyro_z_R,50_Gyro_x_Fil,50_Gyro_y_Fil,50_Gyro_z_Fil,75_Acc_N_Fil,75_Gyro_x_R,75_Gyro_y_R,75_Gyro_z_R,75_Gyro_x_Fil,75_Gyro_y_Fil,75_Gyro_z_Fil
0609-4-01-263,Fliffis C,-122.185,-185.303,236.116,122.185,185.303,236.116,144.715,597.44,256.539,4.597,-197.451,6.75,-32.119,-173.852,77.151,-91.814,58.073,129.336,-2.85,127.928,22.879,4.597,197.451,6.75,22.925,173.852,77.151,91.814,-58.073,129.336,2.85,-127.928,22.879,9.979,213.955,22.245,32.256,173.852,77.151,91.814,81.706,129.336,10.667,127.928,27.806,54.191,9.045,-385.335,16.007,8.252,-383.527,15.001,30.474,-63.916,-339.779,155.133,-63.741,-336.615,155.813,16.926,-180.007,117.761,256.799,-179.029,116.523,255.801,23.114,-5.414,252.633,47.165,-6.44,251.331,47.888
0609-1-01-476,Doppelsalto B,0.156,704.875,-18.52,0.156,704.875,18.52,59.862,735.204,61.663,3.25,50.879,-12.191,-24.102,272.983,1.79,17.375,270.089,2.155,3.633,110.924,-10.274,3.25,50.879,12.191,17.603,272.983,-1.79,-17.375,270.089,-2.155,-3.322,110.924,10.274,9.42,81.208,19.399,24.102,272.983,11.638,20.034,270.089,13.2,6.307,110.924,17.427,26.783,6.944,108.715,-26.049,6.93,112.853,-25.91,29.872,-51.753,586.496,3.982,-50.459,583.59,4.163,28.801,37.628,577.141,4.258,36.73,574.934,3.963,24.076,8.027,236.416,-21.102,8.252,236.034,-20.657
20191008-1157-FRANKFURT_1-01-297,Barani C,-43.49,-2.42,172.264,43.49,2.42,172.264,73.453,331.225,199.766,6.055,-134.896,11.685,-17.471,-23.126,113.057,-18.236,58.867,52.12,-13.838,96.735,-4.598,6.055,134.896,11.685,5.362,23.126,113.057,18.236,-58.867,52.12,13.838,-96.735,-4.598,13.298,134.923,22.674,26.31,37.213,113.057,18.239,58.867,52.12,15.605,100.222,11.915,33.23,14.247,-310.867,26.578,13.781,-308.112,27.8,9.7,-40.486,-54.671,260.97,-39.925,-55.655,259.419,6.748,-42.144,136.349,120.18,-42.624,135.89,120.294,27.875,-32.052,222.452,-13.769,-29.317,230.744,-10.167
20190930-1247-FRANKFURT_2-01-291,Grätschwinkel,-13.211,8.314,5.745,13.211,8.314,5.745,22.112,192.558,40.853,-4.512,17.15,4.581,-5.154,-62.752,0.498,-3.122,33.047,-1.573,-0.423,20.87,2.238,4.512,17.15,4.581,5.154,28.452,0.498,3.122,-33.047,-1.573,0.423,-4.241,2.238,5.934,53.741,16.533,6.723,78.637,9.138,4.375,33.047,4.724,5.08,27.133,10.458,22.952,-9.479,39.868,12.746,-7.579,35.355,13.772,8.169,-10.898,-136.905,3.713,-10.854,-134.399,3.099,3.066,-6.433,75.363,-0.884,-6.298,74.335,-0.824,9.507,-0.231,48.178,7.409,-0.548,45.822,7.888
20190930-1247-FRANKFURT_2-01-61,Strecksprung,-0.227,0.76,-2.046,0.227,0.76,2.046,10.477,109.875,39.127,-1.307,36.181,15.243,-1.234,-10.11,-13.378,1.013,-22.103,-2.124,1.301,-3.209,-1.788,1.307,36.181,15.243,1.234,-10.11,-13.378,-1.013,-22.103,-1.607,-1.301,-3.209,1.788,3.959,36.181,15.943,2.469,10.179,13.385,1.21,22.103,4.284,2.839,41.412,5.515,24.795,-2.424,76.425,34.708,-2.111,76.417,34.143,1.085,-2.337,-19.077,-24.327,-2.429,-18.728,-23.907,0.925,2.351,-44.046,-1.254,2.371,-44.263,-1.807,15.12,2.909,-3.745,-0.54,2.503,-3.502,-0.861
20191001-1148-FRANKFURT_1-01-77,Grätschwinkel,-1.727,4.74,-15.325,1.727,4.74,15.325,38.211,246.959,52.559,5.71,25.312,-4.303,-8.408,-99.429,-3.176,2.272,42.046,-6.503,-1.301,36.811,-1.344,5.71,25.312,4.303,-3.011,48.805,3.176,-2.272,-42.046,6.503,1.301,-27.331,1.344,9.263,42.086,14.605,9.5,99.429,10.11,7.931,54.271,9.102,11.516,51.173,18.742,21.992,14.435,60.052,-7.878,11.762,51.403,-9.092,7.932,-19.665,-241.254,-5.157,-19.217,-237.051,-5.067,8.77,6.159,100.965,-13.27,5.607,97.254,-13.23,20.763,-1.908,87.096,-0.891,-3.664,94.394,2.456
20191007-1534-FRANKFURT_2-01-135,Salto A,-14.579,347.33,-23.981,14.579,347.33,23.981,25.97,347.352,34.016,-5.194,104.283,-3.531,-1.459,85.614,-9.748,-8.394,79.308,-6.767,0.468,78.126,-3.934,5.194,104.283,3.531,1.459,85.614,9.748,8.394,79.308,6.767,-0.468,78.126,3.934,8.875,104.283,11.521,2.754,85.614,9.748,8.394,79.308,6.823,5.946,78.148,5.925,25.023,-12.184,256.156,-5.969,-12.429,258.845,-8.997,8.944,-3.114,211.259,-21.297,-3.04,211.599,-21.255,8.46,-20.045,195.756,-13.999,-19.971,195.72,-13.731,20.492,1.698,192.133,-6.91,1.125,189.699,-6.857
20190930-1153-FRANKFURT_1-01-143,Salto A,45.732,359.872,-8.889,45.732,359.872,8.889,48.862,359.872,36.784,5.557,80.613,-5.88,15.11,111.508,-0.813,10.516,88.087,-1.844,14.548,79.665,-0.352,5.557,80.613,5.88,15.11,111.508,0.813,10.516,88.087,1.844,14.548,79.665,0.352,8.583,80.613,9.724,15.11,111.508,6.829,10.621,88.087,4.869,14.548,79.665,15.363,28.349,11.321,167.612,-9.506,11.871,169.17,-10.383,7.152,31.306,232.245,1.095,31.072,231.37,1.31,6.297,21.787,184.022,-1.078,21.839,183.867,-0.906,20.796,30.193,166.271,2.088,29.608,166.975,1.742
0115-MORITZ-03-59,1/2 ein 1/2 aus C,-290.935,20.103,-299.1,290.935,20.103,299.1,332.941,574.984,374.75,-134.628,76.518,-77.841,-144.011,-232.663,-30.085,0.04,31.449,-190.7,-12.336,144.799,-0.474,134.628,76.518,77.841,144.011,79.627,30.085,-0.04,-31.449,190.7,12.336,-104.594,0.474,144.78,120.065,78.204,144.011,232.663,75.487,20.662,77.456,190.7,23.488,144.799,30.359,32.081,-280.475,159.413,-162.168,-279.352,156.623,-160.137,41.222,-300.216,-485.746,-64.226,-300.832,-481.678,-67.745,20.416,-0.091,67.909,-398.091,-0.954,66.507,-395.665,34.524,-25.309,301.59,-0.421,-24.94,301.293,-0.638
20191007-1150-FRANKFURT_2-01-223,Salto B,24.683,340.533,-17.261,24.683,340.533,17.261,40.641,417.107,46.026,1.05,5.523,-6.095,9.834,125.444,-8.152,8.513,136.727,-9.511,5.286,72.839,6.498,1.05,5.523,6.095,9.834,125.444,8.152,8.513,136.727,9.511,5.286,72.839,-6.498,12.872,65.911,15.835,10.666,137.532,8.902,9.284,136.727,9.512,7.819,76.937,11.778,24.319,2.454,16.214,-12.097,4.214,19.36,-11.493,10.302,24.007,300.085,-16.589,23.566,298.531,-16.893,12.765,20.559,329.224,-20.172,20.618,328.705,-19.766,21.909,12.941,175.55,18.35,12.003,172.192,16.997
20191008-1157-FRANKFURT_1-01-92,Schraubensalto A,73.654,191.413,345.605,73.654,191.413,345.605,108.343,309.177,358.521,38.334,77.156,66.053,43.746,-55.686,170.613,-12.764,57.413,109.084,4.338,112.53,-0.146,38.334,77.156,66.053,43.746,-55.686,170.613,-12.764,57.413,109.084,4.338,112.53,-0.146,38.334,77.156,67.168,49.915,56.867,170.613,12.795,62.625,109.084,7.3,112.53,11.654,19.352,94.885,190.981,163.499,94.498,186.822,162.811,9.169,108.82,-138.522,424.412,108.53,-135.514,424.689,10.649,-31.75,142.819,271.355,-31.677,141.897,270.876,17.883,10.73,278.911,-0.407,10.416,277.335,-0.201
0115-MORITZ-03-85,Fliffis- Rudi B,-210.357,-241.91,-493.931,210.357,241.91,493.931,317.828,637.353,571.183,-3.84,-227.241,14.276,-141.636,-83.238,-222.346,-60.433,-73.94,-246.939,-4.448,142.509,-38.923,3.84,227.241,14.276,141.636,83.238,193.793,60.433,73.94,246.939,4.448,-142.509,38.923,32.005,245.016,41.473,141.636,144.45,229.416,128.274,105.378,246.939,15.914,142.509,53.356,57.424,-7.934,-469.506,29.497,-7.183,-462.603,31.48,37.837,-293.849,-172.693,-461.298,-295.426,-178.184,-459.494,31.235,-125.38,-153.402,-512.321,-124.945,-148.387,-512.686,28.519,-9.343,295.995,-80.594,-8.329,294.806,-81.388
0609-1-01-866,Doppelsalto C,-3.734,705.954,-41.884,3.734,705.954,41.884,30.684,705.954,58.909,8.155,71.103,-4.125,-4.039,271.351,-13.603,-8.768,248.242,-16.442,0.919,115.258,-7.714,8.155,71.103,4.125,-4.039,271.351,13.603,0.537,248.242,16.442,-0.919,115.258,7.714,8.472,71.103,11.803,7.119,271.351,16.563,11.895,248.242,16.606,3.199,115.258,13.937,30.857,19.603,170.92,-9.917,19.019,173.327,-10.082,45.265,-9.757,655.437,-32.856,-9.9,653.887,-32.395,35.271,-21.179,599.62,-39.714,-20.959,598.486,-40.176,17.396,2.292,277.703,-18.232,2.904,274.844,-17.97
20190930-1153-FRANKFURT_1-01-130,Strecksprung,0.033,0.869,-0.187,0.033,0.869,0.187,17.82,124.59,31.222,5.798,42.629,2.663,-1.839,-15.377,-3.597,-5.0,-26.299,-1.711,1.074,-0.084,2.458,5.798,42.629,2.663,-1.839,-15.377,-1.729,-2.917,-26.299,1.711,-1.009,-0.084,-2.458,6.762,42.727,16.432,3.081,15.463,3.663,5.0,26.299,2.667,2.976,40.101,8.46,24.666,12.871,95.851,8.848,12.593,95.133,8.51,0.715,-4.484,-35.982,-5.379,-4.295,-35.875,-4.781,1.165,-11.667,-60.918,-1.038,-11.686,-60.87,-0.903,17.751,2.424,0.551,8.236,2.655,0.721,7.919
20191008-1207-FRANKFURT_2-01-308,Doppelsalto C,125.586,667.48,-112.979,125.586,667.48,112.979,139.425,679.752,127.517,1.931,59.064,-11.465,39.461,255.128,-24.786,78.822,249.085,-44.264,5.372,104.203,-32.464,1.931,59.064,11.465,39.461,255.128,24.786,78.822,249.085,44.264,5.372,104.203,32.464,12.476,71.336,24.445,39.51,255.128,26.215,78.822,249.085,44.264,8.616,104.203,32.594,31.296,4.779,146.198,-28.38,4.865,153.094,-32.676,39.303,97.677,631.505,-61.351,97.733,628.594,-60.392,39.465,195.384,617.916,-110.259,194.188,614.88,-109.398,18.139,13.866,258.297,-80.075,15.264,254.933,-79.821
20191008-1207-FRANKFURT_2-01-75,Barani A,-105.399,45.271,215.3,105.399,45.271,215.3,107.369,302.009,236.706,-18.14,-70.225,41.511,-43.155,-57.126,88.641,-31.832,66.902,76.7,-12.272,105.72,8.447,18.14,70.225,41.511,43.155,57.126,88.641,31.832,-66.902,76.7,12.272,-15.179,8.447,19.869,71.431,51.167,43.155,57.956,88.641,31.832,66.902,76.7,12.513,105.72,20.198,33.667,-43.816,-169.626,100.269,-41.72,-171.007,98.065,10.454,-104.24,-137.986,214.109,-103.999,-136.022,213.115,9.323,-76.888,161.599,185.267,-77.193,159.825,185.723,13.008,-29.288,256.765,19.97,-25.022,252.868,18.233
0609-4-01-578,Barani C,-2.511,-71.391,243.071,2.511,71.391,243.071,51.613,320.954,250.619,-5.619,-123.673,35.003,1.072,-67.362,100.094,-7.299,50.487,92.584,9.335,69.157,15.389,5.619,123.673,35.003,-1.072,67.362,100.094,7.299,-50.487,92.584,-9.335,-69.157,15.389,21.453,131.142,35.012,8.449,69.307,100.094,10.58,51.348,92.584,11.132,69.157,22.928,32.96,-11.998,-263.427,78.107,-12.68,-262.498,77.468,10.622,2.359,-142.587,217.787,2.711,-141.715,217.168,6.069,-15.56,110.898,202.116,-15.843,109.506,201.915,19.287,19.842,150.088,35.425,19.732,149.606,35.752
0609-1-01-235,Doppelsalto B,56.693,692.35,2.078,56.693,692.35,2.078,72.688,716.359,59.518,7.517,51.44,-7.179,-0.402,244.444,12.266,34.258,292.016,6.556,15.32,104.449,-9.566,7.517,51.44,7.179,-0.402,244.444,-2.092,34.258,292.016,6.556,15.32,104.449,-9.566,13.311,75.449,13.965,9.79,244.444,21.836,34.258,292.016,12.952,15.33,104.449,10.765,25.628,17.563,120.188,-16.774,17.435,124.107,-17.562,28.648,-0.39,574.366,28.761,0.099,569.441,26.683,37.519,80.231,684.052,15.166,79.149,683.221,17.227,18.393,35.548,243.384,-22.087,36.381,242.259,-20.752
20191007-1150-FRANKFURT_2-01-130,Schraubensalto A,62.037,209.989,352.826,62.037,209.989,352.826,194.535,272.547,361.521,42.305,79.81,40.807,61.564,-18.508,152.976,-62.598,49.661,140.869,20.766,99.026,18.174,42.305,79.81,40.807,61.564,-18.508,152.976,-62.598,49.661,140.869,20.766,99.026,18.174,42.305,79.81,42.732,64.742,36.795,152.976,62.598,56.916,140.869,24.89,99.026,24.944,27.727,102.43,194.156,101.226,103.451,195.535,102.577,8.726,148.949,-43.328,372.164,147.726,-41.301,371.196,15.573,-150.96,121.332,342.923,-148.508,120.0,341.202,15.238,50.885,241.348,46.383,49.053,239.581,47.551
20191001-1202-FRANKFURT_2-01-138,Strecksprung,1.38,-0.058,5.888,1.38,0.058,5.888,25.888,77.109,36.109,2.748,-27.708,2.042,-3.381,9.831,2.693,-5.387,10.951,2.677,7.401,6.868,-1.524,2.748,27.708,2.042,-2.114,-9.831,2.693,5.387,-10.951,2.677,-4.64,-6.868,-1.524,4.53,31.928,10.91,3.687,9.831,4.571,8.553,11.068,8.692,9.118,24.282,11.937,28.136,6.812,-65.699,7.744,5.739,-65.568,1.896,0.958,-8.105,25.531,9.357,-8.137,24.727,9.322,1.003,-12.996,28.264,9.317,-12.859,28.606,9.415,13.583,18.05,17.532,0.792,18.084,19.386,1.649
20191008-1157-FRANKFURT_1-01-300,Baby- Fliffis C,6.003,-107.714,189.134,6.003,107.714,189.134,56.83,426.711,235.295,4.28,-100.633,-9.373,-0.669,-145.557,59.83,1.367,12.744,127.204,1.024,125.733,11.472,4.28,100.633,9.373,-0.669,145.557,41.084,1.367,-12.744,127.204,1.024,-125.733,11.472,19.398,134.932,29.618,11.923,145.557,60.093,12.568,20.49,127.672,12.94,125.733,17.913,37.45,10.439,-245.447,-22.861,10.482,-246.474,-20.952,21.382,-1.631,-355.017,145.928,-1.899,-353.733,145.16,10.362,3.351,31.235,311.775,3.57,31.243,310.849,28.489,2.614,306.616,28.273,2.456,305.39,27.107
20191008-1207-FRANKFURT_2-01-121,Salto C,27.788,360.472,-30.907,27.788,360.472,30.907,51.718,377.356,74.6,-4.583,44.921,-14.575,15.682,178.161,-3.294,7.523,59.436,-11.59,9.165,77.954,-1.448,4.583,44.921,14.575,6.517,178.161,3.294,7.523,59.436,11.59,9.165,77.954,1.448,10.008,61.408,27.864,21.127,178.161,18.216,7.876,59.436,11.59,12.707,78.35,16.93,26.436,-10.489,103.669,-33.905,-7.855,99.351,-39.599,14.692,36.254,415.608,-7.807,35.821,409.786,-8.022,4.546,17.454,138.777,-27.032,17.481,139.557,-26.748,18.896,21.949,181.627,-4.31,19.971,180.707,-4.441
20191003-1152-FRANKFURT_1-01-129,Fliffis C,127.22,-376.299,-177.672,127.22,376.299,177.672,138.5,624.873,198.749,-1.736,-225.833,5.909,53.03,-259.885,-36.078,60.608,3.458,-106.576,15.318,105.961,-40.926,1.736,225.833,5.909,49.558,259.885,24.26,60.608,-3.458,106.576,15.318,-105.961,40.926,4.39,225.833,11.18,54.303,259.885,37.915,60.608,33.194,106.576,19.199,105.961,43.077,48.597,-4.768,-539.086,17.004,-5.073,-534.805,15.591,53.153,125.628,-620.163,-82.965,125.054,-618.428,-84.152,18.583,144.36,6.883,-252.033,144.285,4.758,-249.878,24.509,35.809,251.144,-94.238,36.26,246.82,-95.511
20190930-1616-FRANKFURT_1-01-44,Salto C,-11.655,348.735,17.299,11.655,348.735,17.299,35.074,366.053,67.608,-2.657,17.474,14.139,-5.656,209.766,-14.754,-7.542,59.612,4.804,4.2,61.882,13.11,2.657,17.474,14.139,5.656,209.766,-13.524,7.542,59.612,3.574,-4.2,61.882,13.11,10.538,34.793,23.905,10.251,209.766,16.449,7.542,59.612,9.989,6.743,61.882,17.265,27.32,-5.905,38.831,31.42,-4.933,41.231,30.795,17.657,-12.569,466.148,-32.786,-13.451,462.367,-32.224,4.171,-16.724,132.369,10.612,-15.847,133.719,10.015,13.718,9.519,138.12,30.254,9.764,136.808,30.269
0609-1-01-818,Bauchsprung,-0.117,-34.099,-12.415,0.117,34.099,12.415,25.367,126.944,42.704,1.059,-0.845,-0.695,-0.724,-40.759,-6.855,7.734,-28.413,6.287,-8.186,35.918,-11.151,1.059,0.845,0.695,-0.724,40.759,6.855,7.734,28.413,-6.287,-7.951,-35.918,11.151,3.602,18.996,6.548,3.955,40.759,6.855,7.734,28.413,13.661,10.076,38.775,15.64,24.433,2.379,-1.656,-1.525,2.219,-1.778,-1.628,1.083,-1.767,-90.025,-15.041,-1.448,-89.034,-14.884,1.865,17.243,-63.629,13.697,16.834,-63.902,13.51,24.573,-18.29,79.831,-24.899,-17.466,78.337,-22.784
20190930-1247-FRANKFURT_2-01-175,Salto C,9.784,345.68,-23.435,9.784,345.68,23.435,34.047,372.735,47.749,-2.883,16.802,-5.551,7.201,174.308,-19.248,-2.269,76.063,1.051,7.735,78.507,0.313,2.883,16.802,5.551,1.435,174.308,19.248,-2.269,76.063,-1.051,7.735,78.507,-0.313,14.163,43.821,17.359,8.685,174.345,19.248,2.587,76.063,2.298,8.613,78.507,8.844,32.506,-5.895,38.395,-9.172,-2.977,43.982,-9.386,13.052,16.289,377.761,-39.262,16.101,373.959,-39.336,4.889,-4.425,167.205,4.855,-4.507,168.185,4.664,21.696,17.556,171.991,3.653,16.124,169.879,3.383
0609-4-01-363,Strecksprung,56.909,6.383,175.399,56.909,6.383,175.399,61.495,87.265,179.041,5.079,27.748,47.104,20.466,-8.69,73.106,21.556,-16.573,43.735,9.808,3.898,11.455,5.079,27.748,47.104,20.466,-8.69,73.106,21.556,-16.573,43.735,9.808,3.898,11.455,9.087,31.027,47.319,20.466,18.016,73.106,21.556,16.573,43.735,10.386,21.649,14.882,34.958,9.446,56.342,96.215,9.866,61.04,94.825,1.272,39.736,-15.386,147.4,39.569,-15.176,147.261,1.258,41.944,-30.953,89.689,42.134,-30.994,89.529,15.599,18.648,9.991,25.862,18.08,9.645,26.035
20190930-1247-FRANKFURT_2-01-243,Schraubensalto,77.479,186.066,354.38,77.479,186.066,354.38,160.425,292.289,357.499,20.409,85.873,45.674,91.656,-19.593,124.328,-14.749,8.935,156.953,-19.837,110.851,27.425,20.409,85.873,45.674,91.656,-19.593,124.328,-14.749,8.935,156.953,-19.837,110.851,27.425,27.156,85.873,45.678,91.656,38.98,124.328,18.844,56.585,156.953,22.769,110.851,30.54,24.846,43.743,183.86,99.377,44.765,183.163,99.052,5.951,195.517,-39.761,267.139,193.688,-39.134,267.578,10.124,-30.876,20.938,336.554,-29.624,21.076,335.284,18.575,-41.344,238.148,61.391,-41.693,237.508,61.345
20191007-1524-FRANKFURT_1-01-57,Barani A,-139.163,32.077,180.47,149.394,266.129,217.763,139.163,32.077,180.47,-30.923,-65.28,40.313,-60.872,-49.754,49.475,-47.906,33.705,87.943,0.538,113.407,2.739,30.923,65.28,40.313,60.872,49.754,49.475,47.906,-33.705,87.943,-0.538,-49.252,2.739,37.23,67.19,56.597,60.872,49.754,49.475,47.906,35.008,87.943,3.386,114.176,23.748,36.468,-71.2,-150.745,93.04,-71.3,-148.056,93.758,7.981,-140.637,-115.005,114.274,-140.822,-113.859,114.319,8.176,-110.442,78.379,203.271,-110.258,77.535,202.693,20.946,1.466,263.408,4.677,1.463,261.854,12.464
0609-1-01-854,Bauchsprung,0.115,-38.067,-6.558,0.115,38.067,6.558,24.418,110.297,29.267,0.308,-5.151,-1.221,-3.135,-35.348,-9.06,6.254,-22.748,1.724,-3.312,25.18,2.0,0.308,5.151,1.221,2.52,35.348,9.06,0.599,22.748,-1.724,-3.312,-25.18,-2.0,2.66,19.328,6.414,3.422,35.348,9.318,6.254,22.748,3.782,12.082,32.874,9.754,22.601,0.669,-11.199,-2.654,0.847,-10.912,-3.192,0.872,-6.816,-76.843,-19.696,-6.657,-76.812,-19.265,1.0,13.571,-49.422,3.785,13.248,-49.382,3.427,22.747,-7.273,55.32,4.191,-6.844,54.096,3.337
0609-4-01-536,Barani C,-13.431,-69.236,223.612,13.431,69.236,223.612,56.518,293.993,237.042,2.089,-126.512,14.924,-7.516,-53.72,91.426,-20.211,39.237,99.959,12.206,71.759,17.304,2.089,126.512,14.924,3.338,53.72,91.426,20.211,-39.237,99.959,-12.206,-71.759,17.304,6.921,129.226,21.311,16.124,53.72,91.426,21.205,39.288,99.959,12.268,71.759,24.347,32.089,4.701,-279.172,36.156,3.849,-276.939,35.549,10.432,-16.996,-117.436,207.391,-17.014,-118.246,207.515,7.034,-44.655,90.167,225.374,-44.209,89.385,224.755,11.178,27.108,162.098,40.521,26.492,157.88,41.712
0827-BK2-01-83,Salto B,14.615,331.224,-10.644,14.615,331.224,10.644,48.44,382.296,41.21,2.843,5.476,-2.698,10.938,182.883,-10.974,-8.311,58.333,3.622,9.146,84.533,-0.594,2.843,5.476,2.698,10.938,182.883,10.974,-8.311,58.333,-3.622,9.146,84.533,0.594,5.835,44.29,9.117,13.497,195.14,11.103,19.309,58.333,12.403,9.799,84.533,8.587,37.371,5.688,11.481,-5.37,5.558,14.024,-5.352,16.221,21.787,363.781,-21.886,21.338,361.521,-21.471,5.649,-16.423,116.513,7.319,-15.812,118.082,6.634,18.694,18.715,169.41,-1.179,19.105,168.75,-0.979
0609-4-01-4,Salto C,6.125,362.86,-4.587,6.125,362.86,4.587,23.798,376.451,22.674,-2.417,70.92,1.626,4.928,156.084,-1.897,2.171,72.483,0.316,1.444,63.373,-4.632,2.417,70.92,1.626,0.093,156.084,-1.356,2.171,72.483,-0.225,1.444,63.373,4.542,7.564,84.511,7.276,8.104,156.084,5.687,2.311,72.483,0.97,5.819,63.373,8.741,27.962,-4.854,142.409,3.266,-4.922,143.384,3.244,10.18,9.895,313.422,-3.809,9.696,312.034,-4.008,3.498,4.357,146.03,0.624,4.328,145.658,0.656,10.841,3.254,129.589,-9.887,2.764,124.895,-9.292
20191008-1207-FRANKFURT_2-01-159,Salto C,36.568,328.511,-39.761,36.568,328.511,39.761,56.358,388.241,69.984,-0.148,1.997,-3.063,19.731,176.211,-8.887,8.619,73.004,-20.691,8.366,77.299,-7.12,0.148,1.997,3.063,19.435,176.211,8.887,8.619,73.004,20.691,8.366,77.299,7.12,7.825,58.849,16.264,24.978,179.09,17.14,12.935,73.004,20.691,10.62,77.299,15.889,23.499,-0.2,5.309,-7.762,0.757,6.081,-7.04,22.081,48.175,435.405,-21.539,46.857,431.439,-20.49,6.761,22.07,183.279,-51.637,22.933,185.068,-51.253,11.541,20.68,194.021,-17.749,18.98,190.15,-13.66
0115-CHARI-05-51,Fliffis- Rudi B,224.84,-300.71,486.089,224.84,300.71,486.089,240.504,683.702,520.295,18.466,-243.808,0.094,72.658,-170.413,165.886,137.378,-46.882,295.834,-3.662,160.392,24.274,18.466,243.808,0.094,72.658,170.413,165.886,137.378,46.882,295.834,-3.662,-160.392,24.274,18.787,243.808,11.72,72.943,177.202,165.886,139.799,102.3,295.834,8.975,160.392,46.854,42.676,40.143,-530.017,0.205,38.972,-527.506,0.189,32.764,159.989,-369.761,363.981,161.471,-367.32,362.44,25.88,297.899,-102.174,644.36,296.166,-103.303,641.56,26.658,-8.358,349.466,50.638,-8.769,347.129,55.122
0609-1-01-742,Von Bauch in Stand,3.009,33.547,3.301,3.009,33.547,3.301,29.118,75.632,56.504,-5.863,-11.663,-0.546,2.459,1.456,-4.67,6.479,12.452,2.418,-0.066,31.303,6.099,5.863,11.663,0.546,-2.459,-1.456,4.67,-0.329,-7.963,-2.418,-0.066,31.303,0.503,10.988,27.56,23.159,2.571,2.115,6.233,6.479,12.452,6.3,9.081,33.505,20.812,34.214,-13.666,-26.962,-1.258,-13.275,-26.321,0.696,0.765,5.769,3.308,-10.887,5.607,3.276,-10.482,0.838,14.946,28.717,5.642,14.757,28.744,5.45,16.474,-0.066,73.392,14.075,0.323,73.593,14.295
0115-MORITZ-03-129,Fliffis aus B,76.098,-238.61,-173.982,76.098,238.61,173.982,148.975,612.64,220.113,-4.518,-251.366,9.555,-11.728,-166.995,-60.998,95.848,56.028,-103.505,-3.504,123.723,-19.034,4.518,251.366,9.555,11.728,166.995,41.887,63.355,-56.028,103.505,-3.504,-123.723,19.034,15.296,252.563,19.843,23.416,170.184,63.085,95.848,66.17,103.505,14.415,123.723,33.679,49.7,-9.0,-500.728,19.035,-9.164,-496.993,18.637,26.368,-23.363,-332.659,-121.51,-22.105,-333.779,-119.515,15.819,191.279,112.395,-206.715,189.623,112.185,-208.339,24.422,-7.537,247.505,-37.494,-7.062,247.602,-37.399
0827-BK2-02-107,Strecksprung,-8.129,-9.929,-24.734,8.129,9.929,24.734,17.328,30.235,27.294,-5.849,6.741,-9.412,-5.401,-4.434,0.673,-0.83,-11.088,-7.059,3.952,-1.149,-8.935,5.849,6.741,9.412,5.401,-4.434,-0.673,0.83,6.473,7.059,-3.952,1.149,8.935,5.973,7.7,9.412,5.401,4.434,1.866,1.938,11.088,7.059,4.016,7.014,8.957,18.448,-14.549,16.769,-23.414,-14.441,17.284,-22.972,0.653,-13.496,-11.115,1.643,-13.22,-11.091,1.351,0.545,-2.006,-27.772,-17.767,-2.117,-27.426,-17.334,23.099,10.148,-2.52,-22.238,10.206,-2.642,-22.406
