0_Acc_N_Fil,0_Gyro_x_R,0_Gyro_y_R,0_Gyro_z_R,0_Gyro_x_Fil,0_Gyro_y_Fil,0_Gyro_z_Fil,5_Acc_N_Fil,5_Gyro_x_R,5_Gyro_y_R,5_Gyro_z_R,5_Gyro_x_Fil,5_Gyro_y_Fil,5_Gyro_z_Fil,10_Acc_N_Fil,10_Gyro_x_R,10_Gyro_y_R,10_Gyro_z_R,10_Gyro_x_Fil,10_Gyro_y_Fil,10_Gyro_z_Fil,15_Acc_N_Fil,15_Gyro_x_R,15_Gyro_y_R,15_Gyro_z_R,15_Gyro_x_Fil,15_Gyro_y_Fil,15_Gyro_z_Fil,20_Acc_N_Fil,20_Gyro_x_R,20_Gyro_y_R,20_Gyro_z_R,20_Gyro_x_Fil,20_Gyro_y_Fil,20_Gyro_z_Fil,25_Acc_N_Fil,25_Gyro_x_R,25_Gyro_y_R,25_Gyro_z_R,25_Gyro_x_Fil,25_Gyro_y_Fil,25_Gyro_z_Fil,30_Acc_N_Fil,30_Gyro_x_R,30_Gyro_y_R,30_Gyro_z_R,30_Gyro_x_Fil,30_Gyro_y_Fil,30_Gyro_z_Fil,35_Acc_N_Fil,35_Gyro_x_R,35_Gyro_y_R,35_Gyro_z_R,35_Gyro_x_Fil,35_Gyro_y_Fil,35_Gyro_z_Fil,40_Acc_N_Fil,40_Gyro_x_R,40_Gyro_y_R,40_Gyro_z_R,40_Gyro_x_Fil,40_Gyro_y_Fil,40_Gyro_z_Fil,45_Acc_N_Fil,45_Gyro_x_R,45_Gyro_y_R,45_Gyro_z_R,45_Gyro_x_Fil,45_Gyro_y_Fil,45_Gyro_z_Fil,50_Acc_N_Fil,50_Gyro_x_R,50_Gyro_y_R,50_Gyro_z_R,50_Gyro_x_Fil,50_Gyro_y_Fil,50_Gyro_z_Fil,55_Acc_N_Fil,55_Gyro_x_R,55_Gyro_y_R,55_Gyro_z_R,55_Gyro_x_Fil,55_Gyro_y_Fil,55_Gyro_z_Fil,60_Acc_N_Fil,60_Gyro_x_R,60_Gyro_y_R,60_Gyro_z_R,60_Gyro_x_Fil,60_Gyro_y_Fil,60_Gyro_z_Fil,65_Acc_N_Fil,65_Gyro_x_R,65_Gyro_y_R,65_Gyro_z_R,65_Gyro_x_Fil,65_Gyro_y_Fil,65_Gyro_z_Fil,70_Acc_N_Fil,70_Gyro_x_R,70_Gyro_y_R,70_Gyro_z_R,70_Gyro_x_Fil,70_Gyro_y_Fil,70_Gyro_z_Fil,75_Acc_N_Fil,75_Gyro_x_R,75_Gyro_y_R,75_Gyro_z_R,75_Gyro_x_Fil,75_Gyro_y_Fil,75_Gyro_z_Fil,80_Acc_N_Fil,80_Gyro_x_R,80_Gyro_y_R,80_Gyro_z_R,80_Gyro_x_Fil,80_Gyro_y_Fil,80_Gyro_z_Fil,85_Acc_N_Fil,85_Gyro_x_R,85_Gyro_y_R,85_Gyro_z_R,85_Gyro_x_Fil,85_Gyro_y_Fil,85_Gyro_z_Fil,90_Acc_N_Fil,90_Gyro_x_R,90_Gyro_y_R,90_Gyro_z_R,90_Gyro_x_Fil,90_Gyro_y_Fil,90_Gyro_z_Fil,95_Acc_N_Fil,95_Gyro_x_R,95_Gyro_y_R,95_Gyro_z_R,95_Gyro_x_Fil,95_Gyro_y_Fil,95_Gyro_z_Fil,Sprungtyp,SprungID
101.414,26.954,-184.938,50.652,39.218,-48.866,-11.917,57.043,-36.776,-361.53,154.166,-43.454,-367.141,140.59,32.387,-104.916,-573.102,15.574,-94.64,-609.393,32.365,35.536,-53.126,-694.132,21.934,-46.619,-671.862,23.167,45.206,-6.356,-628.472,20.706,-11.442,-635.411,47.951,57.415,-24.03,-625.08,29.138,-17.969,-627.266,36.678,55.375,-51.35,-681.808,98.632,-46.564,-668.44,86.229,55.785,-86.864,-652.42,145.758,-92.018,-643.165,147.218,44.39,-156.752,-526.07,204.184,-152.41,-515.743,217.897,36.217,-124.764,-280.108,407.744,-122.46,-280.133,427.203,32.923,-26.654,-95.732,762.544,-1.105,-98.351,746.408,36.268,308.496,29.992,870.03,285.13,17.13,869.639,37.811,420.018,-59.656,890.832,414.48,-53.104,882.46,39.524,357.48,-263.274,843.34,353.364,-237.338,846.856,39.95,153.726,-120.898,852.724,156.688,-107.384,841.019,29.159,7.852,203.6,624.926,21.333,178.852,628.332,20.027,20.844,246.692,373.036,22.737,244.897,378.648,19.139,69.714,315.27,222.962,73.97,313.336,220.716,14.539,134.212,401.98,100.236,133.566,402.467,90.196,29.599,173.408,473.766,-93.08,160.45,442.494,-91.342,Fliffis- Rudi C,generated_Mean_Fliffis- Rudi C
95.123,5.971,43.783,2.158,8.269,48.219,2.925,64.498,13.911,-67.795,31.796,12.277,-77.371,30.637,11.164,-2.508,-298.558,57.756,-3.132,-279.828,55.224,11.967,-11.49,-365.597,20.539,-13.271,-376.206,29.156,15.524,-14.282,-418.596,58.92,-15.315,-419.079,59.43,14.878,-27.9,-413.483,86.823,-27.755,-405.278,87.802,12.555,-36.472,-267.554,120.106,-34.66,-264.932,128.037,11.741,-13.399,-95.642,198.06,-14.75,-102.333,192.84,10.336,-17.826,-29.73,218.302,-17.95,-32.243,218.913,8.31,-34.025,-17.377,239.463,-34.889,-18.846,239.395,7.978,-56.741,-3.894,239.66,-56.113,-2.321,235.286,7.198,-74.209,38.801,226.38,-72.399,39.148,224.429,6.589,-71.019,81.803,199.172,-69.684,80.574,198.014,5.911,-53.417,104.782,157.282,-53.612,104.609,157.849,5.424,-36.554,117.305,125.31,-36.556,117.101,125.841,5.409,-19.92,124.774,96.349,-20.677,124.178,96.83,5.725,-13.031,127.749,69.723,-12.839,128.998,70.799,6.657,-6.631,152.512,61.542,-6.197,152.285,59.982,4.811,11.683,189.703,32.253,8.007,192.293,29.239,36.477,1.857,275.877,-10.277,-1.997,247.463,-7.199,Barani C,generated_Mean_Barani C
92.522,1.588,62.747,-6.558,10.588,89.282,-3.486,54.701,4.303,112.689,-1.649,1.778,105.904,-0.808,9.032,-1.634,20.535,22.913,-0.565,19.074,16.91,3.53,2.663,-30.272,11.704,1.224,-40.789,10.763,4.042,-6.27,-90.774,-1.105,-5.069,-94.101,0.749,4.951,-7.269,-162.91,5.981,-6.366,-159.623,3.622,5.671,-5.599,-208.172,10.334,-5.88,-204.642,10.405,8.934,-6.617,-199.68,16.69,-4.874,-196.45,13.905,9.278,-2.216,-143.078,5.082,-3.456,-134.985,3.121,8.58,-3.258,-24.708,-1.815,-4.002,-26.09,-2.09,8.111,-0.178,64.218,7.036,-0.778,62.35,2.152,7.468,-5.471,115.684,-8.23,-4.267,112.363,-6.291,5.906,-4.382,126.279,-9.335,-4.138,123.651,-7.123,4.101,-2.57,104.581,-1.434,-3.114,102.801,-2.046,3.167,-4.94,71.633,0.056,-4.359,71.223,0.97,2.469,-2.458,51.34,-2.525,-2.918,51.297,-1.254,2.306,-1.843,35.719,3.337,-1.11,37.203,3.767,3.036,-1.19,42.642,16.4,-2.369,41.191,14.749,4.541,-4.418,37.971,6.018,-3.037,41.03,3.689,39.137,-1.404,62.358,7.367,1.459,59.766,4.981,Grätschwinkel,generated_Mean_Grätschwinkel
95.114,25.133,26.011,-7.711,21.675,43.252,0.266,71.647,-16.485,-203.975,36.917,-18.578,-215.31,37.414,25.034,-51.969,-503.871,28.839,-49.486,-499.088,24.631,27.452,-15.436,-594.871,0.441,-19.846,-607.201,-0.825,40.555,-16.997,-671.699,2.104,-17.323,-664.262,9.567,52.203,-22.388,-642.504,37.516,-20.174,-651.378,28.846,55.702,-20.452,-702.133,19.602,-20.844,-698.619,21.78,54.006,-25.495,-692.969,36.476,-25.033,-687.721,37.316,48.158,-20.596,-587.582,51.493,-23.975,-587.153,54.193,38.572,-41.745,-447.838,87.584,-43.714,-446.769,87.78,28.32,-71.868,-277.063,130.768,-68.133,-278.989,136.436,23.616,-48.977,-121.643,229.917,-51.686,-128.902,221.3,19.416,-59.884,-15.574,231.668,-57.532,-27.981,233.709,17.679,-47.509,59.322,240.154,-48.578,55.908,234.933,15.001,-44.006,132.151,204.561,-43.349,129.176,202.658,13.672,-25.745,174.749,140.394,-26.397,173.34,141.316,13.506,-14.574,195.725,73.776,-15.396,196.38,76.666,13.329,-11.008,231.081,45.555,-9.531,235.466,44.159,10.544,13.856,300.834,27.43,13.452,302.583,20.64,27.705,35.689,347.458,-45.412,25.624,332.765,-44.68,Fliffis C,generated_Mean_Fliffis C
108.309,18.58,133.388,-16.784,19.228,193.426,-8.837,51.655,-11.896,385.552,16.028,-13.651,349.767,7.639,12.641,-51.34,259.76,60.06,-39.571,243.836,21.57,8.646,2.888,159.864,4.988,1.898,161.073,0.93,16.194,-39.032,32.26,-41.044,-40.346,17.911,-30.349,30.296,-68.424,-288.304,33.9,-61.748,-279.541,29.767,41.18,-0.956,-466.308,66.056,-4.376,-466.538,57.864,45.32,10.972,-581.4,-9.04,7.019,-576.849,-5.303,46.7,-1.636,-619.288,-33.916,-3.419,-618.237,-30.323,44.423,-14.104,-564.304,-44.544,-12.367,-564.833,-49.495,43.155,-19.936,-458.104,-130.068,-22.362,-453.163,-123.782,31.842,-62.216,-263.38,-139.112,-55.156,-258.13,-134.089,21.667,1.82,-44.3,-34.096,-7.325,-48.471,-32.327,18.789,80.964,48.464,44.392,64.932,56.357,46.487,15.144,16.968,112.024,49.096,14.937,115.049,63.669,14.197,-17.624,170.952,65.88,-17.87,171.184,68.676,13.691,-25.952,186.14,56.928,-26.423,190.617,55.919,14.422,-32.592,219.732,43.736,-31.812,220.489,41.457,10.563,-3.58,288.004,15.516,-6.928,278.292,25.905,30.579,65.768,329.04,-123.232,41.746,309.171,-46.085,1/2 ein 1/2 aus C,generated_Mean_1/2 ein 1/2 aus C
101.53,31.349,163.316,-9.924,30.657,202.839,-14.483,46.293,13.46,384.172,-37.085,11.923,348.578,-29.265,6.231,13.181,151.6,-25.246,10.26,170.295,-28.348,8.241,3.453,14.031,-17.024,3.111,11.95,-21.017,19.868,-1.491,-111.456,-14.253,-3.756,-77.777,-8.04,13.845,-20.989,201.85,-23.806,-20.796,196.039,-21.349,26.151,-26.447,561.91,7.166,-27.941,544.134,2.486,35.807,-30.324,665.37,1.594,-29.132,660.745,1.57,36.537,-26.008,670.341,2.774,-25.907,672.502,3.951,37.969,-19.071,727.374,2.313,-18.933,728.762,4.221,44.633,1.832,806.053,4.702,0.026,799.805,7.56,47.68,25.271,776.815,15.149,26.542,775.219,13.144,38.871,60.988,650.763,4.95,58.919,657.268,3.167,19.826,55.518,479.274,-26.475,55.463,478.422,-23.388,11.026,39.388,290.718,-24.133,39.312,293.358,-21.619,10.088,22.979,190.225,-17.298,24.341,192.285,-18.463,11.157,13.628,149.099,-22.197,14.112,152.763,-21.504,12.07,3.822,178.907,-16.034,4.828,181.076,-16.73,10.587,6.841,252.224,-10.632,6.469,252.981,-10.814,26.146,21.351,345.653,-38.862,17.339,317.965,-22.682,Doppelsalto B,generated_Mean_Doppelsalto B
93.789,35.869,-1.097,-12.377,38.483,18.244,-20.597,66.773,9.84,-254.446,81.366,5.029,-259.856,93.24,30.849,-131.657,-496.611,253.451,-99.484,-504.019,195.887,30.749,-108.926,-655.194,104.091,-99.381,-641.857,92.53,32.335,-91.589,-686.166,112.949,-88.97,-678.626,104.941,25.099,-70.017,-624.891,81.486,-69.523,-626.333,82.461,29.209,-63.594,-570.309,79.714,-63.36,-570.006,83.08,25.605,-50.069,-530.486,65.389,-51.166,-526.074,66.51,17.367,-33.16,-417.714,17.68,-30.893,-408.837,26.187,9.722,-2.634,-176.217,46.64,-5.843,-178.12,40.211,11.572,-11.114,34.566,55.497,-6.843,21.724,47.597,11.461,14.406,43.057,15.486,10.541,48.803,23.203,5.36,-22.743,-37.423,5.56,-21.309,-46.549,1.676,5.683,-47.469,-260.966,13.903,-45.953,-261.34,16.019,13.573,-37.56,-439.206,40.646,-39.137,-433.163,46.401,20.382,-40.629,-507.84,78.823,-40.096,-506.087,77.907,22.111,-45.96,-525.274,77.377,-46.271,-525.326,82.676,21.488,-44.297,-519.183,92.063,-44.711,-516.466,89.356,25.907,-78.737,-297.606,53.091,-47.21,-423.904,21.923,39.422,-6.629,-190.406,30.423,-11.773,-187.779,22.647,1 3/4 Salto vw B,generated_Mean_1 3/4 Salto vw B
104.397,-12.538,-121.071,-27.884,-1.491,-84.599,-16.666,61.692,27.227,-281.404,15.942,27.093,-292.71,7.294,35.356,36.627,-597.916,-2.204,43.343,-579.538,-10.944,28.152,69.698,-667.293,-9.733,68.438,-672.972,-14.589,41.181,50.12,-686.782,9.16,51.813,-678.898,0.616,52.877,32.991,-648.92,-27.236,38.661,-662.104,-26.64,53.171,49.587,-685.6,-43.422,49.923,-696.436,-42.38,57.32,60.916,-757.511,-31.191,61.072,-751.991,-24.781,51.289,53.453,-747.342,36.044,50.32,-729.367,32.693,38.658,-13.218,-515.191,63.196,-3.626,-510.992,60.176,26.251,-48.031,-240.093,140.089,-38.694,-269.237,141.191,23.603,-3.413,-135.2,315.044,4.851,-141.882,286.662,21.441,75.031,82.409,318.604,71.262,57.278,319.19,15.856,45.524,148.298,296.253,50.022,138.586,288.933,13.904,45.298,157.951,174.987,44.033,158.913,172.479,13.259,20.427,222.356,44.769,19.383,230.28,45.124,13.242,-26.56,310.422,37.796,-17.793,317.27,27.449,14.46,-9.449,295.796,40.213,-4.209,307.702,41.531,11.398,41.12,431.92,28.156,37.78,413.699,9.317,39.767,4.827,458.147,-62.724,3.64,399.32,-48.55,Fliffis aus C,generated_Mean_Fliffis aus C
92.588,32.52,74.189,-47.309,-5.506,193.669,-27.19,51.557,-2.52,336.754,-6.503,-3.051,305.839,-5.713,8.135,1.709,226.32,-24.977,-1.433,194.097,-22.489,5.916,18.914,80.109,-2.103,12.313,18.436,11.493,11.946,4.126,-270.731,33.337,5.736,-255.65,14.709,12.911,5.886,-279.926,38.04,4.027,-238.559,28.756,5.251,16.909,186.451,-13.069,14.369,180.577,-12.263,12.574,3.171,432.686,-5.097,3.486,427.481,-4.646,19.029,6.194,580.051,-28.011,2.136,573.376,-26.111,24.402,-5.04,565.211,-41.577,-8.521,562.546,-37.47,24.509,-33.234,512.646,-10.406,-31.714,505.37,-7.486,13.645,-33.577,385.537,-8.64,-30.713,384.556,-0.93,5.602,-8.177,200.32,9.251,-11.254,203.017,11.473,4.737,5.143,109.714,7.954,3.561,114.73,7.2,5.874,6.503,93.657,-0.76,6.037,96.293,-0.456,5.23,4.52,118.343,5.011,4.099,118.917,5.194,4.4,4.011,188.52,9.886,3.881,183.04,4.663,3.259,-3.291,230.234,-18.349,-1.959,227.23,-13.434,4.544,-7.0,274.789,-30.726,-10.647,276.616,-28.289,48.492,-46.937,94.834,-12.074,-35.899,142.884,-19.111,Salto rw B,generated_Mean_Salto rw B
94.585,-16.345,97.342,-8.938,-9.855,176.854,8.591,42.981,-14.687,379.062,2.32,-11.831,333.941,3.361,8.694,19.178,310.622,-25.044,11.779,280.815,-24.352,5.011,-18.015,224.2,-2.898,-12.626,212.42,-20.641,6.913,-11.124,169.109,-7.055,-14.112,171.181,-7.125,8.752,-20.222,185.891,4.433,-19.282,180.808,6.273,8.095,-24.509,200.847,11.847,-21.32,200.835,12.672,7.433,-13.651,223.6,15.447,-11.48,224.795,16.673,7.202,-6.407,236.68,16.171,-4.468,233.587,16.993,6.973,-2.975,226.407,6.029,-1.947,224.478,7.507,6.63,0.029,206.604,1.847,0.113,205.69,2.664,6.44,5.513,176.462,-1.145,5.53,177.007,-1.7,6.363,8.084,146.298,-6.993,7.58,148.644,-7.936,6.709,2.458,130.927,-14.971,2.456,131.681,-14.839,7.2,-2.418,128.309,-13.335,-2.117,131.025,-13.826,7.327,-3.615,159.535,-5.255,-4.4,161.804,-7.208,7.068,-15.618,211.647,-5.247,-13.926,213.099,-5.398,6.452,-17.469,257.796,-16.04,-16.732,260.235,-12.543,5.872,-11.011,322.073,-24.662,-14.872,316.718,-27.775,51.955,-50.375,174.964,38.276,-42.654,193.659,-7.16,Salto rw A,generated_Mean_Salto rw A
92.021,21.533,-176.533,58.8,-22.13,122.197,-20.23,34.685,-29.68,337.907,26.48,-24.69,292.597,28.357,8.238,22.027,80.707,13.147,10.283,81.213,35.08,12.427,16.147,-182.453,27.76,17.403,-147.127,22.59,10.049,-9.573,-350.48,141.053,-2.34,-221.66,60.457,9.806,51.0,430.227,-33.227,40.627,376.683,-32.053,14.462,12.533,509.027,0.587,16.337,546.92,-15.937,17.462,13.2,669.107,-33.413,10.947,655.543,-36.643,18.002,7.16,633.067,-43.827,9.523,613.303,-32.593,14.532,34.12,364.88,-47.933,12.267,389.81,-8.167,6.971,19.693,348.027,0.667,10.897,247.107,-9.253,4.048,0.413,123.24,4.347,3.803,112.587,-4.933,3.676,6.4,48.133,-17.0,6.223,59.223,-14.267,5.844,0.133,65.107,-15.147,-0.49,67.273,-13.283,4.828,-13.64,97.64,1.507,-10.407,95.663,-1.823,4.417,-10.707,125.747,8.173,-9.177,131.81,8.673,3.325,-2.773,193.827,6.307,-1.91,183.317,3.16,3.75,-1.933,183.187,-18.44,-5.247,196.763,-15.39,5.796,-24.08,297.147,-38.787,-23.427,270.813,-44.557,57.802,-77.707,77.107,71.107,-42.54,108.713,12.6,Salto rw C,generated_Mean_Salto rw C
98.314,-13.893,-6.04,26.198,0.396,-1.54,2.081,48.254,4.018,-40.527,10.696,5.121,-45.827,9.122,6.462,17.136,-90.204,-15.251,13.822,-85.653,-1.143,4.595,15.707,43.109,8.229,13.434,28.432,8.913,3.084,6.987,36.622,15.724,7.265,28.952,13.549,2.318,7.127,1.922,9.818,6.214,1.05,13.113,1.903,3.673,-37.918,15.604,3.096,-37.484,15.619,1.199,1.211,-79.34,2.271,1.127,-79.489,4.647,1.186,1.558,-114.236,7.971,1.935,-112.898,7.623,1.629,5.707,-123.169,8.189,5.062,-122.967,8.358,1.408,6.747,-125.024,8.716,6.687,-125.373,9.606,1.924,8.851,-134.087,15.567,8.076,-134.553,15.718,3.181,3.836,-157.429,21.364,4.837,-155.888,19.643,5.333,7.987,-183.04,18.602,7.445,-181.71,16.907,7.597,5.049,-190.951,18.024,4.847,-194.174,17.651,8.374,-0.58,-217.842,24.28,-0.624,-216.434,21.154,7.805,-5.896,-211.764,19.14,-5.199,-210.866,15.088,7.322,1.576,-166.424,10.078,1.477,-168.17,8.586,8.883,9.929,-113.807,21.224,10.37,-156.507,-3.074,41.198,9.822,-126.958,10.662,5.751,-104.433,15.545,3/4 Salto vw A,generated_Mean_3/4 Salto vw A
107.926,-2.857,9.562,-4.718,0.895,4.659,2.712,48.858,17.264,-1.903,26.939,3.267,-65.636,15.745,20.081,-13.643,-130.32,-27.812,-12.323,-143.321,7.962,17.549,1.536,-269.37,18.29,1.445,-264.263,10.285,24.204,6.282,-369.235,15.817,5.803,-366.861,17.67,30.105,12.663,-422.223,57.544,11.097,-412.895,58.515,28.509,-1.012,-381.496,111.95,-1.874,-376.513,108.678,22.073,-19.43,-284.0,135.784,-20.357,-283.01,140.733,18.425,-34.61,-148.628,225.317,-35.375,-158.723,221.83,14.219,-72.868,-93.863,286.113,-65.11,-89.962,280.873,13.251,-42.03,-15.303,341.583,-43.487,-18.798,331.275,11.577,-23.08,10.125,355.395,-24.694,10.453,352.008,11.315,-23.682,53.873,338.52,-22.024,51.84,335.057,10.115,-8.377,82.311,259.71,-10.215,84.149,257.608,8.949,-11.464,112.812,159.038,-10.842,112.294,160.63,8.455,-10.256,144.729,91.282,-9.565,142.448,95.107,8.64,-2.515,178.245,69.677,-2.142,181.071,69.81,10.272,10.157,245.508,58.17,10.4,247.398,53.925,9.835,28.948,325.144,-4.197,25.592,311.794,-6.84,43.652,15.174,228.617,-66.183,14.305,222.735,-49.652,Baby- Fliffis C,generated_Mean_Baby- Fliffis C
107.671,-6.796,-46.072,-8.584,-2.049,-10.806,-25.932,64.344,40.84,-207.172,-21.268,37.864,-223.535,-17.173,33.455,28.048,-524.0,38.48,33.037,-519.845,26.505,34.41,16.756,-698.82,13.132,17.681,-684.519,14.693,39.878,-7.124,-759.864,19.94,-8.314,-753.52,17.144,41.094,-22.792,-719.468,-18.764,-22.314,-723.043,-6.968,42.002,-14.472,-667.888,-32.068,-12.985,-663.041,-30.742,28.356,29.864,-511.804,-63.332,28.802,-511.701,-57.473,26.074,65.644,-323.432,-88.988,62.324,-331.081,-92.537,26.895,50.704,-248.824,-173.3,55.996,-248.404,-165.527,19.204,108.176,-212.024,-130.86,110.131,-213.995,-133.749,18.121,158.472,-152.184,-85.028,163.518,-145.277,-76.644,20.779,249.56,-62.004,60.556,248.469,-53.544,57.97,19.922,304.48,34.884,128.728,292.718,50.887,120.887,16.698,222.324,190.496,93.344,219.304,181.46,88.653,14.358,111.248,223.632,-15.352,111.275,225.274,-13.274,13.888,27.332,318.804,-68.624,26.72,294.71,-58.638,16.784,-12.956,277.648,-4.552,-10.743,270.063,1.328,15.028,4.464,368.072,21.76,6.44,362.493,27.629,31.819,16.208,480.012,-36.916,18.026,437.889,-9.558,Fliffis aus B,generated_Mean_Fliffis aus B
77.97,-88.52,11.707,35.813,-17.5,-145.517,-65.867,70.333,-40.533,-173.533,19.893,-31.957,-155.103,13.57,27.039,20.64,-128.813,32.147,11.16,-99.96,34.427,4.71,38.04,191.0,15.227,23.467,154.773,12.63,11.821,9.307,235.627,24.84,16.347,238.753,33.197,12.949,36.267,310.44,6.08,37.24,301.057,5.377,7.608,2.56,310.8,-27.013,13.407,285.37,-15.887,15.725,5.147,142.013,9.747,6.723,122.683,8.193,13.218,9.013,-175.533,-11.293,14.58,-144.6,-7.653,5.48,0.2,-187.12,-20.8,10.367,-223.113,-13.913,11.772,15.32,-235.373,3.44,10.467,-221.373,3.993,8.212,1.133,-174.56,-4.92,-0.627,-164.903,1.683,3.753,8.08,-71.387,4.267,5.54,-73.813,5.433,1.416,-19.867,-23.227,8.653,-14.427,-26.633,7.523,0.68,-14.147,-16.493,7.0,-12.787,-17.13,5.913,1.482,-6.787,12.52,11.453,-5.51,7.1,7.87,1.823,14.893,5.52,-3.973,13.683,7.103,-2.4,3.265,5.893,13.507,16.16,9.313,12.957,15.03,2.417,8.173,1.427,18.253,7.83,3.513,14.28,24.641,0.493,29.213,-92.04,-2.973,22.843,-55.587,Bücksprung,generated_Mean_Bücksprung
92.203,17.093,-115.053,596.307,18.103,-123.397,-60.47,63.56,-9.36,-185.667,-17.92,-7.537,-158.12,-16.927,16.855,12.627,-58.88,58.133,9.183,-47.19,48.883,3.996,30.067,165.227,-36.04,25.11,161.857,-0.977,8.695,-3.267,253.173,-47.653,-1.293,238.223,-14.08,8.164,-22.387,216.573,64.413,-19.743,214.63,37.017,7.166,3.36,125.093,-36.52,2.493,119.407,-24.017,15.551,-5.693,-42.253,-7.28,2.037,-39.113,-8.8,5.485,8.427,-142.547,-8.347,9.153,-139.483,-7.773,6.994,8.267,-131.133,21.44,10.37,-140.59,13.19,8.582,4.52,-172.173,23.133,8.653,-161.253,22.21,3.803,-1.8,-106.067,15.12,-2.9,-95.97,16.203,1.315,1.373,-24.2,12.627,2.48,-27.957,10.853,1.635,5.12,0.32,14.24,4.833,-2.703,15.113,1.776,8.307,11.573,40.973,5.79,9.287,34.513,1.345,-15.92,11.387,26.2,-15.033,9.723,21.657,1.622,-17.24,10.893,-27.227,-13.1,9.507,-16.283,2.665,-15.12,14.893,-22.613,-9.933,6.29,-14.587,2.342,4.093,-23.08,8.467,2.473,-16.31,-6.207,25.39,-30.293,11.453,-107.627,-14.09,8.877,-69.047,Hocksprung,generated_Mean_Hocksprung
93.872,16.658,159.774,-84.075,31.565,171.967,-4.826,53.443,31.568,211.28,33.967,31.684,201.455,34.391,9.538,70.369,139.853,72.644,67.952,142.055,74.989,6.419,77.535,97.554,150.499,83.325,100.16,151.778,6.326,110.886,69.016,239.012,111.949,68.811,237.761,7.586,146.579,26.568,296.353,146.593,26.591,295.591,9.39,191.241,-5.088,325.732,188.521,-6.417,325.444,9.617,203.04,-68.717,333.012,203.151,-64.789,338.493,11.248,188.876,-142.372,367.363,183.848,-141.005,367.449,12.891,100.169,-190.449,400.888,100.157,-184.639,400.662,13.822,9.187,-153.486,428.31,12.943,-145.994,428.079,14.432,-40.215,-14.09,427.95,-37.193,-18.693,422.106,12.463,-55.547,85.725,345.002,-54.343,85.012,344.34,10.441,-42.968,137.75,245.817,-42.536,135.816,249.152,9.534,-21.152,164.188,172.122,-21.274,164.571,175.539,9.23,4.469,199.859,114.357,2.95,198.606,117.386,9.396,16.08,223.126,77.545,15.276,224.113,78.173,9.303,24.161,275.295,52.066,24.945,274.016,51.802,6.756,48.876,321.563,11.701,47.567,326.407,10.641,30.782,69.449,362.952,-38.47,63.455,347.521,-38.941,Schraubensalto A,generated_Mean_Schraubensalto A
95.413,13.568,66.893,-22.049,10.842,77.414,-9.75,76.968,-2.366,-229.863,58.551,-7.965,-235.761,57.041,24.941,-44.178,-485.808,19.95,-50.237,-509.947,47.376,31.226,-57.348,-612.62,38.008,-58.706,-664.585,37.871,40.01,-51.435,-720.467,18.343,-50.932,-712.78,19.429,40.382,-24.505,-645.683,25.138,-25.14,-647.53,23.189,39.994,-7.763,-598.783,37.946,-9.818,-595.738,39.634,32.951,-15.461,-504.176,61.294,-16.107,-503.592,63.559,27.064,-21.576,-339.078,105.493,-23.544,-344.588,106.171,23.606,-55.296,-251.946,165.122,-53.899,-252.086,160.773,20.703,-98.061,-215.986,189.483,-97.163,-211.316,190.816,21.333,-124.079,-96.268,232.359,-120.515,-99.365,231.59,21.599,-96.194,26.666,276.824,-95.73,28.139,269.246,19.596,-64.815,139.23,264.026,-66.86,138.715,260.048,16.73,-55.129,213.065,213.825,-54.054,211.108,211.551,15.092,-28.053,216.259,150.652,-27.843,215.99,149.572,15.755,-6.141,204.451,85.467,-6.04,208.23,87.03,16.975,8.71,255.593,56.208,9.139,258.443,58.924,15.505,34.413,348.387,41.148,34.132,345.861,37.901,23.576,57.117,436.144,-42.483,49.889,409.395,-27.729,Fliffis B,generated_Mean_Fliffis B
90.813,-14.834,-62.208,-29.9,-14.555,-61.045,-27.42,62.079,21.462,-214.318,-35.836,20.748,-218.604,-30.075,20.155,56.448,-454.77,21.884,51.637,-445.417,14.239,21.086,50.91,-540.994,54.8,47.445,-524.674,54.137,16.438,12.334,-423.814,78.314,14.156,-432.34,73.823,7.082,-19.592,-336.164,41.778,-16.213,-326.134,46.28,5.712,-15.074,-141.506,49.058,-13.615,-147.253,58.964,10.497,14.516,-60.386,171.684,17.266,-65.68,179.948,14.015,78.1,-47.226,371.77,71.087,-47.726,362.944,11.237,53.704,3.554,447.766,50.201,5.164,438.666,10.356,-3.428,72.98,381.29,-0.652,71.198,380.807,9.664,-9.13,112.154,313.324,-7.787,110.478,308.697,8.98,-0.004,140.242,204.784,-0.417,139.876,207.085,7.849,-2.15,159.388,103.806,-1.325,160.377,108.84,7.049,0.61,189.282,54.396,0.98,191.07,57.813,6.689,4.102,222.624,35.072,1.236,222.425,36.27,6.85,3.74,230.714,31.93,2.542,230.456,27.512,6.832,13.584,233.128,10.26,11.114,236.172,11.364,7.609,24.69,265.22,-7.666,21.277,266.84,-10.155,35.942,-1.264,244.494,-41.546,-0.025,228.678,-42.885,Barani B,generated_Mean_Barani B
