SprungID,Sprungtyp,0_Acc_N_Fil,0_Gyro_x_R,0_Gyro_y_R,0_Gyro_z_R,0_Gyro_x_Fil,0_Gyro_y_Fil,0_Gyro_z_Fil,5_Acc_N_Fil,5_Gyro_x_R,5_Gyro_y_R,5_Gyro_z_R,5_Gyro_x_Fil,5_Gyro_y_Fil,5_Gyro_z_Fil,10_Acc_N_Fil,10_Gyro_x_R,10_Gyro_y_R,10_Gyro_z_R,10_Gyro_x_Fil,10_Gyro_y_Fil,10_Gyro_z_Fil,15_Acc_N_Fil,15_Gyro_x_R,15_Gyro_y_R,15_Gyro_z_R,15_Gyro_x_Fil,15_Gyro_y_Fil,15_Gyro_z_Fil,20_Acc_N_Fil,20_Gyro_x_R,20_Gyro_y_R,20_Gyro_z_R,20_Gyro_x_Fil,20_Gyro_y_Fil,20_Gyro_z_Fil,25_Acc_N_Fil,25_Gyro_x_R,25_Gyro_y_R,25_Gyro_z_R,25_Gyro_x_Fil,25_Gyro_y_Fil,25_Gyro_z_Fil,30_Acc_N_Fil,30_Gyro_x_R,30_Gyro_y_R,30_Gyro_z_R,30_Gyro_x_Fil,30_Gyro_y_Fil,30_Gyro_z_Fil,35_Acc_N_Fil,35_Gyro_x_R,35_Gyro_y_R,35_Gyro_z_R,35_Gyro_x_Fil,35_Gyro_y_Fil,35_Gyro_z_Fil,40_Acc_N_Fil,40_Gyro_x_R,40_Gyro_y_R,40_Gyro_z_R,40_Gyro_x_Fil,40_Gyro_y_Fil,40_Gyro_z_Fil,45_Acc_N_Fil,45_Gyro_x_R,45_Gyro_y_R,45_Gyro_z_R,45_Gyro_x_Fil,45_Gyro_y_Fil,45_Gyro_z_Fil,50_Acc_N_Fil,50_Gyro_x_R,50_Gyro_y_R,50_Gyro_z_R,50_Gyro_x_Fil,50_Gyro_y_Fil,50_Gyro_z_Fil,55_Acc_N_Fil,55_Gyro_x_R,55_Gyro_y_R,55_Gyro_z_R,55_Gyro_x_Fil,55_Gyro_y_Fil,55_Gyro_z_Fil,60_Acc_N_Fil,60_Gyro_x_R,60_Gyro_y_R,60_Gyro_z_R,60_Gyro_x_Fil,60_Gyro_y_Fil,60_Gyro_z_Fil,65_Acc_N_Fil,65_Gyro_x_R,65_Gyro_y_R,65_Gyro_z_R,65_Gyro_x_Fil,65_Gyro_y_Fil,65_Gyro_z_Fil,70_Acc_N_Fil,70_Gyro_x_R,70_Gyro_y_R,70_Gyro_z_R,70_Gyro_x_Fil,70_Gyro_y_Fil,70_Gyro_z_Fil,75_Acc_N_Fil,75_Gyro_x_R,75_Gyro_y_R,75_Gyro_z_R,75_Gyro_x_Fil,75_Gyro_y_Fil,75_Gyro_z_Fil,80_Acc_N_Fil,80_Gyro_x_R,80_Gyro_y_R,80_Gyro_z_R,80_Gyro_x_Fil,80_Gyro_y_Fil,80_Gyro_z_Fil,85_Acc_N_Fil,85_Gyro_x_R,85_Gyro_y_R,85_Gyro_z_R,85_Gyro_x_Fil,85_Gyro_y_Fil,85_Gyro_z_Fil,90_Acc_N_Fil,90_Gyro_x_R,90_Gyro_y_R,90_Gyro_z_R,90_Gyro_x_Fil,90_Gyro_y_Fil,90_Gyro_z_Fil,95_Acc_N_Fil,95_Gyro_x_R,95_Gyro_y_R,95_Gyro_z_R,95_Gyro_x_Fil,95_Gyro_y_Fil,95_Gyro_z_Fil
20191007-1534-FRANKFURT_2-01-104,Schraubensalto A,78.938,-1.177,215.36,-9.601,3.524,226.503,-4.202,32.233,6.981,307.483,9.516,10.274,294.204,4.414,5.129,62.706,254.533,28.009,64.641,256.052,37.007,4.196,145.241,209.12,160.499,143.24,208.129,163.462,5.632,192.536,109.937,292.084,191.603,112.552,285.847,7.291,221.519,40.665,327.009,222.168,38.605,326.605,7.82,274.732,-37.743,342.817,270.78,-38.155,343.435,9.085,266.993,-119.18,384.412,257.948,-117.735,386.32,12.041,132.182,-173.513,452.28,131.34,-165.098,449.365,14.386,-25.054,-112.197,468.02,-21.795,-109.81,465.204,13.759,-131.16,-10.18,445.373,-125.841,-10.816,442.818,12.601,-155.399,72.45,387.274,-150.875,70.326,386.713,11.717,-115.411,125.36,310.592,-114.152,123.634,310.814,10.09,-55.073,151.803,231.389,-55.34,150.328,232.533,8.642,3.954,161.604,170.899,2.512,159.895,170.621,7.832,40.28,162.466,100.636,35.763,166.114,100.294,8.64,18.704,204.927,31.806,23.041,205.654,36.509,8.901,50.058,255.845,31.465,46.92,255.272,24.574,13.513,65.82,297.079,-23.939,66.527,292.458,-23.392,61.03,84.806,224.225,-29.791,77.586,207.192,-27.776
20191007-1534-FRANKFURT_2-01-105,Barani C,85.624,15.472,-37.191,-10.349,20.458,-26.181,-4.407,42.571,-8.017,-169.651,53.079,-9.904,-178.592,55.234,20.525,-35.599,-386.445,69.826,-30.342,-377.361,69.879,17.851,-6.853,-489.298,49.21,-8.175,-479.533,50.584,15.14,-16.918,-464.589,123.242,-19.232,-462.25,118.511,12.028,-45.54,-386.726,140.343,-43.125,-371.827,143.999,13.82,-42.767,-116.703,217.218,-39.622,-129.885,215.375,16.704,-7.166,6.02,294.933,-11.189,1.451,292.921,9.319,-43.738,32.542,294.148,-49.077,32.573,290.313,7.658,-151.631,55.322,249.774,-148.562,54.334,250.421,8.03,-194.42,64.478,220.758,-188.328,64.754,222.081,8.108,-160.433,73.258,208.564,-159.287,74.125,207.768,7.19,-107.641,97.423,180.587,-107.551,96.691,182.196,6.531,-51.556,111.606,171.581,-53.402,111.538,169.136,6.459,-10.088,122.776,131.552,-13.146,123.55,126.951,7.135,-16.418,148.315,33.466,-15.215,146.944,40.03,7.045,-14.908,166.886,9.965,-14.812,169.905,10.631,7.431,-8.547,210.401,2.649,-8.849,209.079,5.316,14.311,7.397,247.278,4.23,3.896,247.442,0.136,59.616,0.754,255.868,-9.16,-1.807,249.227,-14.903
20191007-1534-FRANKFURT_2-01-106,Salto C,80.661,-49.227,155.618,-41.35,-42.24,159.714,-30.816,35.539,-35.091,133.607,10.533,-32.644,120.75,8.313,9.767,1.409,-32.556,45.589,-0.674,-19.239,44.533,15.254,10.631,-35.701,47.276,11.184,-26.068,46.685,12.751,40.044,125.591,44.537,39.64,143.707,37.615,16.656,61.777,517.082,-54.036,57.994,494.907,-48.146,25.037,31.432,639.221,-82.534,32.819,632.126,-81.279,29.387,18.571,615.547,-57.037,20.429,600.463,-55.856,13.561,28.825,427.414,-37.68,27.951,434.167,-37.007,5.645,21.545,289.943,-20.197,20.454,292.787,-21.288,3.912,9.083,182.91,-17.758,9.119,185.718,-18.475,5.688,-4.641,138.578,-17.22,-3.437,141.71,-14.707,6.366,-4.772,137.959,18.421,-4.178,138.194,15.746,6.543,7.935,139.028,18.474,7.895,138.464,17.895,6.191,20.205,127.502,1.307,19.401,127.139,1.833,5.253,18.594,114.584,-12.61,17.659,117.41,-12.53,3.77,8.904,138.078,-21.25,9.292,139.062,-25.16,2.323,4.525,189.23,-83.61,4.811,187.683,-69.476,13.181,5.922,216.288,-4.743,5.478,207.123,-16.257,63.014,19.355,61.577,7.444,11.077,56.558,5.537
20191007-1534-FRANKFURT_2-01-107,1 3/4 Salto vw B,83.331,-47.794,-192.09,7.764,-35.769,-196.505,16.611,42.409,-30.812,-461.803,114.083,-33.306,-455.336,100.769,39.49,-73.014,-663.154,86.34,-75.388,-661.291,93.745,40.884,-92.011,-789.797,95.601,-91.355,-780.236,99.533,31.82,-85.426,-756.725,141.143,-85.616,-750.91,136.255,29.751,-92.392,-646.791,124.843,-93.435,-647.986,125.137,28.502,-111.654,-560.869,108.291,-108.0,-558.604,107.108,20.283,-87.676,-445.867,66.788,-86.846,-444.265,71.461,11.67,-53.34,-290.818,75.318,-55.708,-286.127,68.769,10.298,-48.476,-77.144,14.041,-45.427,-85.709,16.018,13.435,-10.176,30.066,-37.952,-13.611,26.104,-36.553,7.965,-9.029,38.13,-40.202,-10.993,25.64,-39.392,4.239,-29.489,-147.498,-22.37,-26.293,-153.313,-20.53,10.461,-6.051,-399.99,-6.572,-6.32,-390.699,-7.196,20.422,4.61,-523.41,25.862,2.368,-518.016,27.647,24.209,-21.495,-556.857,49.701,-18.058,-552.433,47.472,20.953,-10.171,-528.348,32.17,-11.222,-524.394,32.291,19.362,-15.235,-399.046,-11.535,-15.587,-402.77,-10.303,32.848,1.555,-246.61,-9.692,-1.458,-231.62,-9.814,90.583,-12.053,23.265,43.547,-11.97,-27.276,31.01
20191007-1534-FRANKFURT_2-01-108,Baby- Fliffis C,79.011,-1.91,-459.808,19.344,-3.056,-333.196,40.941,30.659,-26.064,-105.489,87.2,-23.978,-216.052,73.306,26.564,-64.981,-401.332,16.106,-63.449,-397.744,20.551,30.799,-73.542,-520.717,10.096,-72.233,-510.593,11.705,32.001,-67.498,-546.299,22.889,-65.37,-535.234,23.769,25.337,-40.356,-435.596,51.193,-41.161,-433.169,54.304,20.502,-21.186,-287.223,116.929,-23.602,-286.234,120.554,20.045,-26.074,-123.677,229.526,-25.492,-129.612,225.128,14.809,-37.694,-35.845,292.745,-39.375,-40.998,291.884,13.03,-76.056,-3.172,330.511,-80.12,-1.299,327.463,12.864,-152.873,39.784,336.063,-147.347,38.078,333.475,12.497,-159.782,54.933,309.807,-154.985,56.783,309.646,13.025,-105.972,96.713,286.703,-107.018,95.4,282.797,12.879,-70.565,124.273,224.246,-70.259,123.509,225.724,11.79,-32.649,147.754,172.627,-34.345,150.446,171.65,11.173,-4.701,197.033,114.938,-8.181,200.951,111.368,13.855,-20.168,289.824,17.353,-19.856,290.311,25.94,17.158,-37.114,392.869,4.563,-31.756,386.6,5.563,24.384,9.331,408.376,10.793,2.185,385.669,4.675,57.216,-18.487,189.234,-52.296,-12.983,206.821,-45.266
20191007-1534-FRANKFURT_2-01-117,Barani A,78.68,-25.267,-106.077,33.491,-17.159,-114.001,37.753,25.46,-11.423,-298.931,51.887,-11.097,-287.823,48.601,6.274,5.421,-341.54,46.317,3.246,-325.47,50.023,7.852,7.209,-148.962,103.635,5.559,-160.705,101.729,8.861,-16.44,-101.543,117.989,-16.909,-105.137,117.315,8.983,-55.579,-119.537,125.048,-57.406,-118.683,129.749,9.789,-117.176,-128.044,189.346,-115.505,-126.42,187.793,10.845,-157.86,-110.318,242.051,-159.544,-108.548,239.549,11.265,-204.963,-50.38,266.162,-201.317,-49.795,267.084,11.34,-204.375,17.406,284.282,-203.769,17.082,278.67,10.454,-187.658,69.684,223.704,-185.674,67.688,224.118,9.683,-145.42,99.97,178.898,-145.432,100.24,181.055,9.491,-101.511,136.644,164.883,-100.38,137.512,164.5,8.851,-47.561,177.489,150.369,-48.325,174.159,148.542,8.49,-9.838,175.588,111.329,-12.724,177.77,108.843,9.709,-13.964,201.247,36.653,-14.45,200.167,39.867,10.007,-25.013,219.609,-1.383,-23.704,219.998,2.003,9.757,-21.53,239.801,-0.483,-23.769,239.379,-2.156,14.121,-27.464,264.904,-28.045,-23.613,269.63,-23.979,59.186,14.851,285.974,5.877,6.64,273.768,-2.324
20191007-1534-FRANKFURT_2-01-118,Schraubensalto A,82.533,-24.313,154.26,-9.153,-16.783,166.828,0.027,30.99,8.527,234.943,48.253,11.063,228.153,43.035,6.682,83.169,241.754,62.531,86.693,241.499,67.539,5.491,175.565,217.167,170.177,171.176,209.418,174.324,5.43,216.497,81.127,319.621,215.392,85.391,309.433,6.797,243.661,0.66,323.228,242.464,1.663,325.404,7.196,256.025,-61.131,338.174,252.009,-61.793,339.054,8.75,206.523,-134.976,373.435,201.236,-133.2,374.058,10.764,72.998,-163.418,408.809,72.137,-156.114,406.601,11.797,-74.189,-90.693,411.728,-68.092,-92.413,408.974,11.061,-126.917,-34.662,366.111,-123.152,-34.527,365.259,10.706,-112.589,22.139,302.012,-111.165,20.866,301.601,10.336,-75.713,61.225,232.677,-76.817,62.301,233.037,9.233,-49.524,116.547,174.777,-49.429,119.153,177.807,9.247,-19.732,207.845,158.13,-19.972,206.315,154.031,9.865,-1.831,276.552,81.542,-4.615,271.398,85.017,10.312,-24.82,270.565,44.233,-21.095,274.28,43.942,9.928,0.861,281.226,26.795,-0.559,282.027,24.561,24.599,13.445,304.313,-34.638,15.867,295.316,-24.682,81.533,35.668,123.224,2.134,31.865,124.487,3.081
20191007-1534-FRANKFURT_2-01-119,Barani C,74.958,12.458,-127.412,38.189,14.46,-129.8,37.5,25.187,11.403,-302.625,118.757,8.912,-302.064,101.536,22.189,-3.987,-448.175,58.32,-4.12,-442.271,68.842,17.096,-14.876,-475.949,103.141,-15.014,-471.879,105.364,15.284,-34.464,-449.674,155.534,-32.15,-441.503,151.58,12.886,-40.236,-282.93,164.241,-41.49,-275.568,174.424,15.099,-28.138,-33.534,286.981,-28.387,-48.481,278.359,13.542,-16.141,-1.546,308.31,-22.582,-3.345,308.172,8.479,-106.214,14.474,307.831,-101.974,17.176,307.404,8.732,-149.018,71.302,297.911,-146.124,69.654,296.058,8.612,-141.853,98.666,271.227,-138.434,98.079,270.985,7.904,-92.177,114.421,237.887,-92.422,113.718,236.189,6.874,-42.155,123.465,182.772,-42.856,123.534,182.775,6.942,-4.176,132.683,126.266,-7.106,132.702,124.941,6.916,-6.355,147.003,47.387,-6.382,147.204,50.212,6.538,-2.688,157.385,14.015,-0.34,157.136,17.358,5.699,27.345,155.389,28.479,24.69,158.318,29.985,3.526,27.083,205.086,29.593,26.728,207.484,25.891,13.265,27.523,286.048,-16.411,23.339,271.432,-18.162,62.739,-2.24,159.074,-26.984,-4.335,169.679,-34.275
20191007-1534-FRANKFURT_2-01-120,Salto C,77.698,-51.912,130.356,-96.343,-41.408,134.938,-76.746,33.344,-13.641,177.587,-7.586,-14.659,158.893,-13.885,6.306,14.85,23.128,18.495,9.329,29.5,18.046,14.045,-1.486,-51.121,40.392,2.696,-36.776,36.268,13.456,23.15,60.954,20.661,22.365,78.202,23.274,13.695,31.499,420.844,0.244,29.831,408.835,-4.763,20.261,29.741,627.282,-60.887,30.107,613.576,-53.584,27.718,25.71,614.037,-34.764,27.125,600.866,-40.439,16.177,27.503,424.4,-67.871,25.883,429.868,-62.088,7.069,1.47,289.459,-36.423,2.759,289.843,-37.171,4.329,2.227,193.358,-6.124,2.244,196.095,-8.938,4.825,-1.772,139.733,-12.396,-2.407,142.173,-10.826,5.785,-13.546,116.655,-5.189,-13.083,118.751,-3.966,6.375,-13.758,121.763,21.33,-12.666,123.398,17.52,7.388,-2.191,160.315,4.245,-2.243,159.866,3.13,6.668,9.99,186.063,-23.39,8.468,180.105,-19.662,5.863,6.245,142.139,-9.555,6.539,151.484,-12.662,5.884,1.625,204.229,-22.802,4.13,204.224,-22.93,18.937,32.422,279.687,-40.714,28.627,272.034,-32.453,66.851,35.054,181.041,17.898,28.862,153.335,7.223
20191007-1534-FRANKFURT_2-01-121,1 3/4 Salto vw B,80.638,-31.452,-195.408,-4.066,-23.5,-187.276,8.466,40.159,-30.178,-472.708,112.899,-31.392,-458.768,94.544,37.87,-46.277,-648.396,43.518,-45.794,-650.741,55.644,39.638,-42.999,-776.136,65.827,-42.13,-766.529,66.833,32.725,-33.906,-761.46,90.914,-34.923,-754.648,89.574,29.754,-43.621,-677.06,89.876,-42.826,-679.915,88.948,31.513,-36.889,-627.38,89.584,-35.95,-627.48,87.143,26.57,-17.435,-567.839,72.603,-17.48,-562.168,76.716,16.902,-6.689,-429.874,83.765,-8.763,-423.334,80.694,9.659,-25.025,-202.2,62.371,-24.795,-204.827,60.91,10.32,-37.053,-16.791,29.507,-33.026,-23.11,25.539,15.316,-2.01,82.955,-40.831,-8.716,70.21,-34.451,6.083,-30.861,1.514,-44.906,-26.15,-12.979,-40.576,9.639,-10.713,-302.05,10.679,-10.284,-295.455,5.402,17.706,18.703,-509.66,7.317,17.002,-502.332,9.655,27.736,26.48,-601.046,29.777,26.938,-591.644,30.957,24.963,34.261,-568.178,57.203,32.705,-570.651,55.806,24.173,32.249,-551.237,73.844,29.569,-533.696,65.698,26.125,8.353,-410.27,44.166,8.186,-396.069,48.057,64.61,-32.106,55.46,-16.684,-28.554,-7.668,-3.819
20191007-1534-FRANKFURT_2-01-132,Fliffis B,85.973,-9.816,-237.292,35.852,-6.905,-256.592,35.574,41.88,-17.533,-564.207,107.18,-17.505,-553.307,93.674,43.853,-43.734,-766.084,48.362,-44.34,-759.124,56.191,46.707,-28.94,-873.407,55.573,-30.018,-861.562,60.63,41.814,-22.733,-805.669,97.543,-22.399,-804.082,92.42,41.175,-37.147,-704.265,78.641,-36.377,-710.528,80.91,41.567,-34.673,-694.468,87.05,-36.122,-693.358,90.333,37.49,-40.773,-678.121,123.382,-41.498,-668.457,125.35,25.83,-54.769,-524.247,182.897,-54.903,-518.07,179.32,17.677,-77.35,-257.377,232.198,-71.883,-264.186,233.863,19.721,-35.893,-79.563,315.746,-37.058,-82.985,319.01,21.013,7.643,21.947,406.344,-2.262,18.529,402.157,18.221,-86.136,105.747,426.49,-82.455,103.0,414.794,16.36,-132.308,138.093,300.792,-122.995,138.589,305.867,16.357,-50.747,158.221,238.953,-53.135,160.409,236.581,16.173,3.842,205.676,160.296,0.92,206.643,159.299,17.249,14.62,272.643,76.098,14.462,275.964,79.748,18.57,19.413,389.321,26.412,21.751,380.273,26.632,16.341,62.223,426.118,-17.906,56.037,426.432,-18.879,60.274,15.636,385.466,-94.254,18.576,370.055,-81.285
20191007-1534-FRANKFURT_2-01-133,Salto B,85.431,-38.262,176.094,-32.062,-37.836,193.399,-36.693,32.692,-43.153,174.683,24.77,-37.145,160.222,19.816,6.599,29.327,-32.741,38.763,21.842,-28.16,42.827,12.543,21.699,-159.941,78.129,22.06,-146.109,72.578,8.821,6.48,-97.0,53.855,6.778,-91.68,53.765,11.183,0.512,122.024,23.514,7.826,140.92,22.448,19.528,90.93,588.878,-32.109,83.557,564.677,-31.996,27.001,66.758,700.055,-63.21,67.109,689.365,-60.066,27.28,32.533,610.46,-37.069,34.994,602.953,-38.295,16.092,33.962,423.185,-31.386,29.579,427.941,-31.161,8.067,-0.727,296.484,-39.885,1.767,297.846,-37.043,4.163,-1.82,190.93,-9.071,-2.153,195.098,-10.285,4.377,-8.228,143.614,4.378,-8.243,145.323,3.288,5.803,-11.458,135.634,-4.577,-10.243,135.488,-3.963,5.849,1.782,127.754,-5.888,0.376,128.9,-6.205,5.44,-1.91,133.676,-5.136,-1.694,132.051,-4.757,4.721,-9.164,126.845,-3.624,-10.336,129.441,-4.47,4.063,-30.229,141.18,-22.99,-27.258,148.342,-22.686,14.832,-8.3,236.966,-8.975,-9.486,221.926,-11.99,70.073,-0.448,109.346,28.478,-4.103,99.575,28.773
20191007-1534-FRANKFURT_2-01-134,Fliffis C,86.375,-26.54,-155.009,2.724,-15.523,-156.01,7.622,42.868,31.314,-407.29,74.339,25.675,-401.989,65.176,35.101,0.495,-630.146,62.789,-1.436,-621.339,69.359,38.844,-10.438,-715.814,58.241,-9.357,-712.984,58.774,48.17,4.748,-732.998,77.821,0.932,-726.982,82.005,61.136,-31.004,-685.872,112.989,-31.905,-696.03,108.096,60.334,-76.344,-769.062,94.567,-72.525,-764.053,96.637,63.024,-80.182,-801.166,101.836,-82.502,-797.489,104.305,61.167,-110.724,-773.231,144.259,-113.726,-761.531,148.032,45.686,-178.09,-575.722,235.831,-170.966,-568.233,234.815,28.649,-157.456,-281.287,324.099,-153.871,-290.648,323.195,23.714,-77.833,-95.553,404.026,-76.011,-99.028,400.607,18.977,-6.093,26.736,419.214,-18.044,21.485,412.285,15.59,-63.503,79.502,351.182,-59.312,80.736,352.972,15.658,-59.435,151.885,296.355,-56.42,151.589,293.713,15.492,-21.37,206.081,208.246,-20.678,206.149,205.631,14.318,20.848,251.953,89.869,16.422,255.139,92.056,12.313,8.082,325.274,2.361,10.391,326.177,12.464,13.35,36.463,437.569,27.247,33.855,424.048,15.306,58.664,14.206,378.567,-79.609,15.305,367.328,-56.524
20191007-1534-FRANKFURT_2-01-135,Salto A,79.771,-21.536,216.04,8.072,-24.315,234.947,-7.527,29.357,-54.446,262.523,6.599,-45.899,263.091,4.225,6.196,8.414,294.352,-17.518,0.817,288.753,-14.212,4.134,3.627,279.184,-17.036,6.148,276.513,-16.818,5.222,3.081,227.17,-10.27,1.22,229.517,-10.71,8.711,-11.658,192.215,-19.09,-9.945,194.851,-16.501,9.541,3.7,200.878,-14.718,1.787,202.151,-17.343,8.855,-0.019,219.642,-26.56,0.725,217.956,-25.884,8.84,-1.89,216.812,-24.633,-1.748,217.832,-23.931,8.807,-5.746,226.703,-21.493,-6.075,225.046,-22.74,8.53,-17.407,221.075,-26.946,-17.42,219.709,-26.31,8.725,-27.059,201.016,-20.406,-26.234,202.53,-19.579,8.591,-23.553,192.149,-5.587,-23.1,192.935,-6.365,8.834,-18.115,191.412,-3.511,-18.257,189.538,-4.13,7.622,-14.094,173.127,-13.544,-14.842,173.89,-12.273,6.291,-16.295,165.428,-9.812,-15.1,166.27,-10.33,5.102,-11.883,165.499,-3.461,-11.419,167.671,-5.657,2.797,-1.453,194.14,-9.625,0.437,195.689,-11.186,17.018,26.387,274.75,-19.696,21.643,264.978,-15.339,70.907,11.295,160.196,7.972,9.67,153.315,8.143
20191007-1534-FRANKFURT_2-01-136,Barani A,78.933,-22.408,-67.54,24.385,-19.836,-67.487,24.057,33.226,-35.491,-272.217,40.918,-32.214,-265.061,40.645,10.199,-11.174,-370.859,50.698,-14.94,-352.168,56.156,8.675,-13.797,-216.513,118.461,-13.835,-223.314,113.281,9.992,-23.002,-137.55,135.929,-23.508,-143.255,135.921,9.839,-47.338,-142.651,151.404,-49.58,-141.087,156.075,11.059,-104.018,-134.491,218.714,-103.716,-131.402,218.376,12.939,-159.842,-78.018,287.487,-158.803,-77.04,286.784,13.101,-186.937,-2.017,333.04,-186.33,-1.139,327.008,12.455,-196.916,81.516,302.017,-193.27,78.11,302.152,11.081,-165.387,124.627,265.027,-164.49,124.439,261.908,10.366,-117.656,160.757,202.152,-116.376,159.878,204.226,9.386,-58.079,186.512,157.019,-58.434,186.35,158.008,9.293,-2.895,209.218,125.792,-6.019,208.845,121.353,10.62,12.272,222.405,36.786,10.488,220.634,38.972,9.668,-4.884,211.258,-33.82,-5.774,210.703,-28.673,8.451,-36.67,198.009,-25.174,-34.021,199.42,-22.155,6.555,-37.022,199.47,22.493,-34.802,203.521,17.728,10.682,0.426,258.069,-4.609,-3.58,257.604,-7.688,53.02,-4.599,284.55,-47.607,-2.614,271.174,-43.86
20191007-1534-FRANKFURT_2-01-137,Schraubensalto A,80.146,-8.919,147.496,-16.436,-8.455,164.256,-14.624,36.224,10.678,253.661,23.507,12.256,247.839,18.826,5.971,58.967,274.66,45.73,62.845,271.92,54.326,6.436,148.256,255.027,184.011,145.826,248.265,184.993,6.393,216.925,119.518,326.101,207.754,120.858,319.871,7.627,189.306,-4.246,343.199,196.922,0.585,344.743,8.578,248.707,-60.655,370.566,243.994,-65.809,374.567,12.917,233.97,-180.074,452.704,225.465,-171.625,446.338,14.554,95.17,-177.1,470.481,96.517,-173.479,470.936,15.03,-41.671,-104.241,489.926,-37.305,-101.948,484.866,13.464,-106.351,0.828,434.886,-101.794,-1.231,433.21,12.127,-98.199,75.771,352.17,-96.443,73.949,351.39,11.006,-59.555,113.362,252.274,-58.935,113.537,254.514,9.677,-10.559,153.714,192.045,-11.392,154.847,191.71,10.351,26.705,212.714,128.374,25.23,211.183,128.921,9.737,37.848,252.692,66.897,36.95,253.638,67.522,11.367,36.37,298.061,21.811,36.939,295.042,23.2,11.947,32.109,287.157,-19.487,32.196,287.372,-17.438,30.109,32.516,285.131,-45.721,33.906,280.703,-33.812,81.308,36.749,143.164,50.512,28.429,133.65,37.844
20191007-1534-FRANKFURT_2-01-138,Barani C,70.734,-37.239,-159.403,43.379,-26.948,-150.34,44.301,24.752,-16.178,-282.933,66.768,-18.088,-291.976,58.259,21.365,-8.287,-449.507,6.617,-10.643,-435.753,20.775,15.792,-10.69,-450.884,91.031,-11.547,-452.078,91.143,14.597,-41.209,-450.37,153.384,-40.007,-441.102,148.897,11.201,-55.405,-322.258,163.465,-54.158,-311.824,171.806,12.895,-44.661,-65.167,279.417,-41.437,-79.48,270.955,15.358,3.914,13.137,293.225,-1.092,8.803,290.623,8.465,-36.258,28.588,245.156,-40.016,29.864,244.737,6.167,-125.633,59.783,210.905,-121.754,56.944,215.239,7.128,-142.903,55.124,222.832,-140.996,56.839,220.646,7.083,-131.468,67.343,206.448,-130.041,67.739,205.675,6.603,-94.703,82.586,179.884,-93.677,82.833,180.76,6.426,-47.41,98.301,168.533,-48.362,96.426,167.052,6.642,-18.058,102.722,141.611,-19.235,105.316,140.012,6.5,-9.519,140.547,84.093,-10.824,139.6,83.378,6.532,-14.254,172.395,22.872,-12.791,176.956,26.934,6.701,-3.4,238.974,18.434,-4.148,235.812,15.143,13.587,3.102,290.109,-26.801,2.149,286.496,-19.256,56.778,-13.684,300.867,-18.623,-13.007,290.47,-18.919
20191007-1534-FRANKFURT_2-01-139,Salto C,82.895,-35.327,151.276,1.066,-35.532,162.365,0.192,38.328,-35.432,116.052,38.429,-32.306,102.944,34.85,9.545,-4.223,-45.456,51.175,-5.626,-32.768,50.047,13.243,15.035,-49.05,39.913,15.213,-41.276,41.032,10.194,41.01,66.934,40.41,40.457,81.545,37.181,14.958,59.97,410.978,-23.094,60.268,403.399,-20.682,20.653,85.194,632.197,-52.901,82.14,616.903,-49.995,20.45,69.944,609.32,-31.563,69.729,602.344,-35.998,20.816,58.172,495.554,-40.445,58.229,492.221,-39.213,11.533,40.872,328.104,-40.367,40.395,335.816,-34.7,5.043,7.9,244.566,-2.341,9.289,243.258,-6.432,3.225,-2.981,158.497,-6.507,-1.829,161.545,-6.238,4.086,5.359,121.687,-3.622,5.493,123.807,-3.214,4.608,14.024,119.946,2.091,12.819,120.365,1.363,4.795,7.831,120.996,4.467,8.34,120.661,3.739,4.944,10.623,111.676,-0.316,10.729,113.931,-1.414,4.995,15.116,129.703,-29.276,14.469,129.575,-29.459,4.505,4.576,162.333,-51.502,6.562,166.821,-48.764,23.344,22.832,258.53,-33.936,18.014,248.46,-30.856,76.809,5.772,128.73,-0.105,8.158,114.084,3.763
20191007-1534-FRANKFURT_2-01-140,1 3/4 Salto vw B,75.298,-3.632,-214.294,48.692,-1.111,-212.157,43.399,32.923,-4.469,-497.737,103.175,-3.238,-480.439,87.676,34.121,11.38,-632.079,42.573,7.373,-637.575,56.284,34.725,3.054,-729.955,92.033,1.76,-721.885,94.635,25.114,-20.28,-685.854,133.207,-20.93,-682.929,126.845,24.157,-50.801,-601.631,106.857,-49.309,-604.796,108.673,26.464,-58.492,-567.889,99.747,-57.427,-564.163,99.453,21.163,-58.156,-496.697,84.542,-57.39,-495.087,85.129,13.678,-46.252,-384.0,79.766,-46.556,-378.104,80.711,7.994,-46.573,-186.166,79.284,-46.712,-185.922,73.652,8.799,-43.141,-9.05,19.771,-42.043,-15.947,18.55,13.468,-27.077,96.071,-48.693,-26.857,83.831,-46.024,6.29,-2.634,30.768,-89.226,-3.696,18.944,-78.588,10.506,13.986,-252.565,-13.053,14.92,-249.634,-15.664,18.591,24.886,-509.056,30.967,20.445,-501.557,31.283,31.311,-16.446,-646.949,74.976,-12.253,-637.801,73.276,27.797,-19.517,-631.628,98.805,-22.67,-629.549,93.167,24.25,-45.829,-568.11,77.978,-47.308,-532.927,64.686,29.787,-68.027,-296.71,-0.983,-65.574,-316.861,10.602,61.591,-42.431,-59.129,-41.581,-40.118,-76.928,-36.651
