Acc_N_Fil,Gyro_x_R,Gyro_y_R,Gyro_z_R,Gyro_x_Fil,Gyro_y_Fil,Gyro_z_Fil,SprungID,Sprungtyp
24.092,-15.576,-360.077,0.378,-13.758,-354.774,-2.972,20191007-1159-FRANKFURT_1-01-247,Barani B
20.226,3.262,-548.334,-20.568,2.98,-530.859,-14.79,20191007-1159-FRANKFURT_1-01-247,Barani B
17.48,19.371,-484.349,36.199,18.717,-482.319,31.343,20191007-1159-FRANKFURT_1-01-247,Barani B
10.255,14.118,-370.588,29.177,12.916,-362.418,30.137,20191007-1159-FRANKFURT_1-01-247,Barani B
4.482,4.914,-169.87,23.727,7.316,-175.705,29.955,20191007-1159-FRANKFURT_1-01-247,Barani B
7.771,27.488,-34.239,135.335,28.89,-42.619,142.844,20191007-1159-FRANKFURT_1-01-247,Barani B
13.531,61.512,-16.172,354.949,53.379,-16.723,341.101,20191007-1159-FRANKFURT_1-01-247,Barani B
10.041,1.75,-14.677,393.556,4.215,-11.444,390.853,20191007-1159-FRANKFURT_1-01-247,Barani B
8.205,-43.407,27.212,361.012,-38.844,25.504,362.633,20191007-1159-FRANKFURT_1-01-247,Barani B
8.152,-19.277,58.729,337.03,-19.001,61.197,335.398,20191007-1159-FRANKFURT_1-01-247,Barani B
8.332,11.742,103.408,292.818,8.868,101.968,288.144,20191007-1159-FRANKFURT_1-01-247,Barani B
7.403,6.465,131.348,194.734,6.867,129.899,193.824,20191007-1159-FRANKFURT_1-01-247,Barani B
7.275,2.911,148.687,80.37,2.366,149.085,85.456,20191007-1159-FRANKFURT_1-01-247,Barani B
6.921,-5.063,176.679,32.35,-4.707,175.158,31.931,20191007-1159-FRANKFURT_1-01-247,Barani B
6.419,-9.654,203.062,-14.546,-8.741,206.919,-12.525,20191007-1159-FRANKFURT_1-01-247,Barani B
7.242,-17.914,260.793,-29.45,-16.133,261.757,-22.604,20191007-1159-FRANKFURT_1-01-247,Barani B
8.285,0.418,320.332,25.918,-2.577,318.541,16.685,20191007-1159-FRANKFURT_1-01-247,Barani B
27.667,2.565,341.44,-33.722,1.367,317.128,-28.535,20191007-1159-FRANKFURT_1-01-247,Barani B
86.28,-22.552,59.329,-53.39,-16.163,72.657,-52.059,20191007-1159-FRANKFURT_1-01-247,Barani B
78.979,86.392,285.975,-18.959,83.725,304.199,-16.978,20191008-1207-FRANKFURT_2-01-265,Doppelsalto C
19.113,82.029,313.331,-38.891,74.155,301.34,-48.861,20191008-1207-FRANKFURT_2-01-265,Doppelsalto C
10.304,9.035,107.3,-104.94,15.268,113.735,-92.481,20191008-1207-FRANKFURT_2-01-265,Doppelsalto C
20.936,-12.74,34.442,0.215,-9.311,54.333,-3.4,20191008-1207-FRANKFURT_2-01-265,Doppelsalto C
27.337,15.81,190.635,-0.698,15.934,201.585,-7.629,20191008-1207-FRANKFURT_2-01-265,Doppelsalto C
34.872,36.388,523.779,-78.533,33.456,516.547,-70.133,20191008-1207-FRANKFURT_2-01-265,Doppelsalto C
41.177,33.508,728.873,-57.573,31.157,716.291,-61.235,20191008-1207-FRANKFURT_2-01-265,Doppelsalto C
43.625,16.134,705.131,-33.028,19.605,704.417,-37.791,20191008-1207-FRANKFURT_2-01-265,Doppelsalto C
47.673,21.905,704.087,-61.235,20.435,704.296,-53.608,20191008-1207-FRANKFURT_2-01-265,Doppelsalto C
51.229,17.817,738.216,-17.108,21.638,737.194,-20.713,20191008-1207-FRANKFURT_2-01-265,Doppelsalto C
50.416,56.381,780.529,-26.601,54.672,776.673,-26.0,20191008-1207-FRANKFURT_2-01-265,Doppelsalto C
44.712,65.332,747.774,-36.472,66.23,742.8,-37.505,20191008-1207-FRANKFURT_2-01-265,Doppelsalto C
36.384,68.66,658.511,-35.857,65.836,645.633,-28.523,20191008-1207-FRANKFURT_2-01-265,Doppelsalto C
23.272,52.722,412.151,-32.465,53.096,418.127,-28.622,20191008-1207-FRANKFURT_2-01-265,Doppelsalto C
10.508,51.065,207.526,-45.097,49.815,216.972,-57.444,20191008-1207-FRANKFURT_2-01-265,Doppelsalto C
11.733,23.156,148.386,-69.575,21.78,155.141,-64.407,20191008-1207-FRANKFURT_2-01-265,Doppelsalto C
14.208,-23.817,189.099,-4.253,-17.213,194.209,-5.004,20191008-1207-FRANKFURT_2-01-265,Doppelsalto C
11.774,14.308,315.391,3.371,9.844,312.883,-3.273,20191008-1207-FRANKFURT_2-01-265,Doppelsalto C
15.438,11.059,404.175,-28.506,15.623,390.277,-27.781,20191008-1207-FRANKFURT_2-01-265,Doppelsalto C
81.982,21.445,270.514,-1.253,17.449,238.491,2.172,20191008-1207-FRANKFURT_2-01-265,Doppelsalto C
87.952,-21.869,175.881,-33.207,-25.2,180.005,-33.975,0115-CHARI-05-31,Doppelsalto B
26.506,-47.127,276.62,2.955,-42.447,266.823,4.362,0115-CHARI-05-31,Doppelsalto B
4.203,-2.982,192.405,24.414,-7.304,181.926,19.909,0115-CHARI-05-31,Doppelsalto B
9.905,-5.753,-19.319,-4.048,-3.82,-11.509,-0.615,0115-CHARI-05-31,Doppelsalto B
18.227,5.603,-78.977,17.935,5.046,-57.967,12.297,0115-CHARI-05-31,Doppelsalto B
13.555,-0.369,235.125,-15.685,0.619,234.214,-9.975,0115-CHARI-05-31,Doppelsalto B
24.761,17.546,529.258,6.041,16.786,513.794,1.271,0115-CHARI-05-31,Doppelsalto B
34.451,17.472,571.44,-29.055,17.683,575.156,-25.287,0115-CHARI-05-31,Doppelsalto B
34.831,6.951,629.825,-16.766,6.289,630.493,-18.816,0115-CHARI-05-31,Doppelsalto B
35.786,-2.41,726.979,-13.389,-0.485,727.883,-10.426,0115-CHARI-05-31,Doppelsalto B
43.984,22.114,836.281,13.656,21.325,833.249,9.476,0115-CHARI-05-31,Doppelsalto B
53.396,25.331,843.476,-7.198,27.773,830.846,-0.493,0115-CHARI-05-31,Doppelsalto B
40.096,38.044,665.302,8.814,33.845,660.38,5.049,0115-CHARI-05-31,Doppelsalto B
13.004,3.45,356.369,-13.762,5.429,361.41,-14.104,0115-CHARI-05-31,Doppelsalto B
9.036,13.404,136.739,-8.272,13.234,145.041,-9.02,0115-CHARI-05-31,Doppelsalto B
11.108,24.483,97.637,-10.661,23.492,102.173,-11.73,0115-CHARI-05-31,Doppelsalto B
11.992,11.612,149.135,-32.089,10.038,154.549,-32.605,0115-CHARI-05-31,Doppelsalto B
13.51,-32.288,288.809,-59.978,-31.577,289.631,-56.074,0115-CHARI-05-31,Doppelsalto B
13.571,-60.776,392.81,-17.469,-58.713,378.814,-19.964,0115-CHARI-05-31,Doppelsalto B
62.483,-40.114,221.675,-25.786,-39.069,220.025,-23.681,0115-CHARI-05-31,Doppelsalto B
85.272,17.941,155.763,-17.457,17.12,153.099,-17.091,0827-BK2-02-47,Salto C
32.115,11.957,99.376,-21.169,13.575,96.138,-20.884,0827-BK2-02-47,Salto C
5.878,22.336,-33.626,-25.873,19.717,-25.686,-23.669,0827-BK2-02-47,Salto C
8.08,-16.363,-62.763,-37.247,-14.577,-60.017,-39.471,0827-BK2-02-47,Salto C
8.69,-19.97,33.897,-54.297,-20.98,48.975,-55.757,0827-BK2-02-47,Salto C
16.697,-23.052,423.997,-57.05,-21.967,415.235,-53.399,0827-BK2-02-47,Salto C
25.21,-4.713,637.183,-33.083,-5.678,623.758,-34.395,0827-BK2-02-47,Salto C
28.038,13.908,581.93,-10.372,15.986,577.843,-12.084,0827-BK2-02-47,Salto C
19.238,44.209,464.369,-28.343,42.995,460.992,-27.049,0827-BK2-02-47,Salto C
6.527,36.369,280.163,-34.245,35.326,284.493,-33.883,0827-BK2-02-47,Salto C
2.028,18.746,167.158,-25.259,18.07,168.544,-25.419,0827-BK2-02-47,Salto C
1.796,-1.322,109.941,-26.226,0.073,113.817,-26.717,0827-BK2-02-47,Salto C
2.545,0.548,107.315,-31.019,0.876,106.203,-30.81,0827-BK2-02-47,Salto C
2.336,7.2,95.336,-29.402,7.053,95.97,-29.666,0827-BK2-02-47,Salto C
2.501,7.847,88.297,-31.021,8.008,87.826,-30.548,0827-BK2-02-47,Salto C
2.61,9.977,77.73,-26.6,9.972,78.353,-25.78,0827-BK2-02-47,Salto C
2.986,14.828,81.235,-10.07,14.39,82.237,-10.832,0827-BK2-02-47,Salto C
2.874,15.536,97.193,-16.223,15.008,98.603,-15.988,0827-BK2-02-47,Salto C
4.996,12.52,113.322,-16.652,15.337,119.736,-21.088,0827-BK2-02-47,Salto C
55.896,18.692,138.494,-40.056,16.605,118.261,-30.062,0827-BK2-02-47,Salto C
91.717,11.222,-122.069,46.367,15.778,-124.88,53.723,20191008-1207-FRANKFURT_2-01-344,1 3/4 Salto vw B
31.824,-101.258,-427.567,334.6,-93.42,-411.266,281.563,20191008-1207-FRANKFURT_2-01-344,1 3/4 Salto vw B
24.056,-134.148,-532.726,68.217,-136.431,-534.982,99.93,20191008-1207-FRANKFURT_2-01-344,1 3/4 Salto vw B
28.592,-131.518,-587.079,101.143,-131.176,-585.429,99.75,20191008-1207-FRANKFURT_2-01-344,1 3/4 Salto vw B
24.911,-89.163,-616.622,58.904,-89.475,-609.982,67.663,20191008-1207-FRANKFURT_2-01-344,1 3/4 Salto vw B
25.456,-55.952,-559.665,90.984,-58.174,-563.204,83.019,20191008-1207-FRANKFURT_2-01-344,1 3/4 Salto vw B
26.834,-55.572,-537.771,52.995,-53.762,-534.99,55.52,20191008-1207-FRANKFURT_2-01-344,1 3/4 Salto vw B
21.869,-25.102,-489.149,34.381,-24.786,-487.863,23.21,20191008-1207-FRANKFURT_2-01-344,1 3/4 Salto vw B
14.576,11.862,-364.927,-76.796,9.886,-349.03,-59.57,20191008-1207-FRANKFURT_2-01-344,1 3/4 Salto vw B
9.92,15.159,-22.787,60.769,16.032,-38.507,60.499,20191008-1207-FRANKFURT_2-01-344,1 3/4 Salto vw B
12.968,19.173,71.487,143.102,19.895,68.015,135.917,20191008-1207-FRANKFURT_2-01-344,1 3/4 Salto vw B
8.653,32.435,62.625,79.677,30.207,49.447,81.707,20191008-1207-FRANKFURT_2-01-344,1 3/4 Salto vw B
2.213,-0.785,-148.387,40.43,-1.898,-148.711,43.293,20191008-1207-FRANKFURT_2-01-344,1 3/4 Salto vw B
6.759,-58.495,-371.579,62.119,-58.579,-363.187,61.037,20191008-1207-FRANKFURT_2-01-344,1 3/4 Salto vw B
15.681,-109.542,-464.861,111.42,-106.435,-461.704,111.397,20191008-1207-FRANKFURT_2-01-344,1 3/4 Salto vw B
19.434,-119.784,-484.533,154.011,-121.228,-487.662,149.096,20191008-1207-FRANKFURT_2-01-344,1 3/4 Salto vw B
21.707,-138.058,-536.096,133.807,-136.681,-530.752,133.7,20191008-1207-FRANKFURT_2-01-344,1 3/4 Salto vw B
24.907,-130.391,-533.828,76.501,-127.054,-530.227,68.008,20191008-1207-FRANKFURT_2-01-344,1 3/4 Salto vw B
25.055,-56.004,-357.811,-67.316,-56.136,-342.924,-48.094,20191008-1207-FRANKFURT_2-01-344,1 3/4 Salto vw B
69.872,-2.384,28.819,42.657,-4.097,-1.909,33.385,20191008-1207-FRANKFURT_2-01-344,1 3/4 Salto vw B
75.748,19.108,301.45,-15.522,22.509,294.006,-13.462,0609-1-01-367,Doppelsalto B
17.094,4.003,296.717,-1.108,9.369,279.86,-13.422,0609-1-01-367,Doppelsalto B
3.72,20.043,65.936,-44.911,13.024,72.39,-37.408,0609-1-01-367,Doppelsalto B
17.492,-15.115,-113.331,-48.26,-13.582,-91.345,-40.82,0609-1-01-367,Doppelsalto B
14.102,-17.97,-10.543,-14.464,-18.377,0.179,-15.788,0609-1-01-367,Doppelsalto B
15.497,-34.643,394.044,3.697,-34.723,387.467,0.451,0609-1-01-367,Doppelsalto B
32.391,-40.71,694.47,5.591,-39.306,678.663,9.426,0609-1-01-367,Doppelsalto B
36.289,-37.057,686.327,13.576,-36.999,690.182,12.467,0609-1-01-367,Doppelsalto B
34.177,-34.343,710.092,2.026,-32.98,714.297,3.243,0609-1-01-367,Doppelsalto B
40.177,0.65,813.99,15.546,-1.053,812.864,15.42,0609-1-01-367,Doppelsalto B
49.165,23.942,852.318,4.546,28.742,840.702,6.182,0609-1-01-367,Doppelsalto B
44.807,96.017,725.871,31.882,90.095,726.859,27.737,0609-1-01-367,Doppelsalto B
23.686,87.369,564.729,0.756,85.114,558.669,-2.245,0609-1-01-367,Doppelsalto B
10.38,48.445,324.53,-31.546,51.462,332.363,-27.651,0609-1-01-367,Doppelsalto B
8.785,45.466,223.614,-20.034,44.676,224.062,-22.597,0609-1-01-367,Doppelsalto B
9.659,28.666,153.07,-53.972,31.573,158.94,-49.751,0609-1-01-367,Doppelsalto B
11.693,36.053,161.03,-47.334,31.513,160.391,-45.474,0609-1-01-367,Doppelsalto B
13.096,-9.226,173.755,3.666,-3.796,177.156,0.366,0609-1-01-367,Doppelsalto B
7.971,10.747,256.86,24.577,8.86,262.538,18.56,0609-1-01-367,Doppelsalto B
57.476,16.405,299.786,-11.88,16.652,287.29,-6.148,0609-1-01-367,Doppelsalto B
97.979,16.789,-90.078,51.561,11.074,-96.575,46.698,0609-4-01-388,Fliffis B
27.88,-45.052,-384.759,61.942,-42.237,-382.904,56.34,0609-4-01-388,Fliffis B
21.492,-63.004,-624.567,0.032,-61.841,-611.074,4.836,0609-4-01-388,Fliffis B
32.664,-44.765,-622.063,-31.473,-40.484,-621.16,-27.062,0609-4-01-388,Fliffis B
35.181,16.554,-600.705,-4.413,14.239,-596.722,-8.835,0609-4-01-388,Fliffis B
37.771,34.337,-530.812,4.846,33.532,-539.55,10.488,0609-4-01-388,Fliffis B
38.395,28.836,-603.227,47.54,29.597,-600.744,46.202,0609-4-01-388,Fliffis B
24.838,43.216,-572.587,67.248,41.411,-545.134,63.337,0609-4-01-388,Fliffis B
13.998,27.22,-84.89,89.247,27.277,-102.634,98.247,0609-4-01-388,Fliffis B
19.075,10.901,72.871,229.836,10.465,54.144,224.751,0609-4-01-388,Fliffis B
15.019,-57.936,-110.069,319.796,-65.135,-97.54,317.83,0609-4-01-388,Fliffis B
19.344,-232.537,-64.307,324.261,-225.533,-58.796,325.277,0609-4-01-388,Fliffis B
19.746,-264.256,79.489,309.417,-260.933,78.111,306.969,0609-4-01-388,Fliffis B
17.209,-217.207,193.119,270.753,-215.357,186.78,270.888,0609-4-01-388,Fliffis B
13.096,-136.162,181.795,215.829,-137.597,181.089,216.154,0609-4-01-388,Fliffis B
12.256,-76.33,142.19,148.005,-76.956,144.554,149.263,0609-4-01-388,Fliffis B
13.26,-32.93,160.327,100.171,-32.779,161.393,102.384,0609-4-01-388,Fliffis B
15.268,11.568,235.069,103.904,10.797,238.899,100.559,0609-4-01-388,Fliffis B
15.356,37.34,366.667,55.142,35.615,364.477,52.015,0609-4-01-388,Fliffis B
22.932,13.762,447.3,-76.329,12.212,417.958,-68.499,0609-4-01-388,Fliffis B
84.681,1.697,81.468,-20.765,1.25,86.659,-22.218,0115-CHARI-05-83,Strecksprung
23.028,4.337,113.143,-10.598,3.047,108.518,-13.782,0115-CHARI-05-83,Strecksprung
3.41,-12.877,81.09,-48.713,-11.099,81.482,-44.757,0115-CHARI-05-83,Strecksprung
3.041,-6.257,33.445,-28.555,-6.679,34.285,-28.27,0115-CHARI-05-83,Strecksprung
2.077,-12.145,5.642,-7.445,-13.641,7.787,-8.858,0115-CHARI-05-83,Strecksprung
1.505,-14.669,-3.43,-18.06,-12.989,-3.719,-15.996,0115-CHARI-05-83,Strecksprung
0.831,5.528,-9.208,-0.887,4.093,-10.282,-2.157,0115-CHARI-05-83,Strecksprung
0.689,-3.623,-21.222,2.705,-2.9,-21.703,1.284,0115-CHARI-05-83,Strecksprung
0.695,-6.265,-52.535,-19.028,-6.792,-51.961,-18.248,0115-CHARI-05-83,Strecksprung
0.638,-7.642,-68.915,-29.187,-6.831,-67.151,-27.324,0115-CHARI-05-83,Strecksprung
0.904,4.515,-55.648,-3.048,4.397,-56.706,-2.993,0115-CHARI-05-83,Strecksprung
1.184,10.192,-60.502,22.69,9.183,-60.106,20.601,0115-CHARI-05-83,Strecksprung
0.872,-2.168,-61.32,8.1,-1.41,-61.234,7.282,0115-CHARI-05-83,Strecksprung
0.797,-4.637,-58.117,-12.722,-5.528,-58.57,-11.205,0115-CHARI-05-83,Strecksprung
0.971,-18.563,-61.249,-11.509,-17.639,-60.86,-12.326,0115-CHARI-05-83,Strecksprung
0.94,-17.72,-56.575,-20.485,-17.69,-56.806,-20.123,0115-CHARI-05-83,Strecksprung
0.922,-13.72,-52.417,-21.06,-13.33,-53.81,-19.797,0115-CHARI-05-83,Strecksprung
0.697,-3.572,-52.777,-4.027,-2.68,-48.789,-7.319,0115-CHARI-05-83,Strecksprung
14.476,10.56,7.978,-19.922,9.505,13.488,-18.495,0115-CHARI-05-83,Strecksprung
67.253,1.86,131.573,-22.803,-0.075,121.147,-24.432,0115-CHARI-05-83,Strecksprung
67.218,-8.782,115.593,-23.325,-8.964,113.093,-20.71,20191007-1150-FRANKFURT_2-01-157,Strecksprung
27.595,-25.367,114.625,6.211,-24.097,114.947,2.861,20191007-1150-FRANKFURT_2-01-157,Strecksprung
2.623,-25.446,143.465,2.122,-24.499,134.326,-1.732,20191007-1150-FRANKFURT_2-01-157,Strecksprung
1.674,-22.186,53.197,-29.283,-22.319,61.769,-20.211,20191007-1150-FRANKFURT_2-01-157,Strecksprung
2.437,-9.03,22.528,3.741,-12.099,22.766,0.859,20191007-1150-FRANKFURT_2-01-157,Strecksprung
1.444,-2.535,13.67,-10.99,-0.427,10.237,-11.714,20191007-1150-FRANKFURT_2-01-157,Strecksprung
0.768,6.816,-34.206,-7.519,8.518,-31.484,-7.196,20191007-1150-FRANKFURT_2-01-157,Strecksprung
1.269,26.029,-42.374,2.632,22.055,-41.004,3.078,20191007-1150-FRANKFURT_2-01-157,Strecksprung
0.823,5.693,-37.924,11.786,7.68,-38.974,11.624,20191007-1150-FRANKFURT_2-01-157,Strecksprung
0.828,4.367,-45.196,15.9,3.767,-44.781,13.469,20191007-1150-FRANKFURT_2-01-157,Strecksprung
0.877,-2.395,-46.559,-3.83,-2.09,-46.884,-1.806,20191007-1150-FRANKFURT_2-01-157,Strecksprung
1.215,-5.523,-51.831,-0.165,-5.237,-53.171,0.711,20191007-1150-FRANKFURT_2-01-157,Strecksprung
1.335,-2.684,-75.495,13.389,-2.355,-73.589,12.24,20191007-1150-FRANKFURT_2-01-157,Strecksprung
1.342,3.921,-75.462,13.115,4.309,-73.769,12.447,20191007-1150-FRANKFURT_2-01-157,Strecksprung
0.885,17.286,-50.612,4.966,17.237,-52.279,5.09,20191007-1150-FRANKFURT_2-01-157,Strecksprung
1.013,27.934,-41.058,0.989,26.832,-40.728,1.909,20191007-1150-FRANKFURT_2-01-157,Strecksprung
1.874,21.291,-26.191,13.814,21.914,-25.984,14.463,20191007-1150-FRANKFURT_2-01-157,Strecksprung
6.004,27.622,-16.032,33.524,26.207,-14.699,27.869,20191007-1150-FRANKFURT_2-01-157,Strecksprung
24.705,4.474,36.408,-8.918,8.249,42.741,-2.403,20191007-1150-FRANKFURT_2-01-157,Strecksprung
65.06,12.488,95.932,-2.438,8.796,91.298,-2.592,20191007-1150-FRANKFURT_2-01-157,Strecksprung
92.652,14.495,147.739,-3.357,11.94,154.482,-8.108,0827-BK1-01-119,Salto A
28.757,31.781,224.339,-39.491,29.163,216.775,-33.385,0827-BK1-01-119,Salto A
5.242,3.94,132.829,0.509,4.438,131.793,-1.094,0827-BK1-01-119,Salto A
4.328,-6.211,87.553,5.835,-5.651,92.836,6.354,0827-BK1-01-119,Salto A
6.723,2.355,162.742,19.866,2.606,162.569,17.111,0827-BK1-01-119,Salto A
6.754,14.534,221.5,-1.899,15.416,218.323,-1.303,0827-BK1-01-119,Salto A
6.901,29.251,214.029,-3.112,28.089,214.252,-4.435,0827-BK1-01-119,Salto A
6.214,13.734,194.276,-24.826,13.371,195.494,-21.966,0827-BK1-01-119,Salto A
6.847,-7.219,202.41,-13.998,-5.009,202.388,-15.73,0827-BK1-01-119,Salto A
6.425,10.967,217.982,-12.599,8.943,217.084,-12.441,0827-BK1-01-119,Salto A
5.835,-0.405,212.456,-8.041,0.225,212.047,-7.454,0827-BK1-01-119,Salto A
5.815,7.16,204.502,-0.701,7.255,204.903,-1.109,0827-BK1-01-119,Salto A
5.886,12.609,199.948,4.34,12.618,200.127,4.493,0827-BK1-01-119,Salto A
5.294,17.195,196.424,5.567,16.271,196.004,4.422,0827-BK1-01-119,Salto A
5.086,12.614,185.608,-9.462,12.866,184.352,-8.497,0827-BK1-01-119,Salto A
5.233,5.918,149.371,-6.967,6.477,149.847,-6.6,0827-BK1-01-119,Salto A
6.88,6.999,124.661,1.931,6.441,125.917,1.579,0827-BK1-01-119,Salto A
8.082,-2.358,131.226,3.858,-0.924,130.402,3.83,0827-BK1-01-119,Salto A
9.698,17.214,106.499,35.504,18.121,121.872,36.105,0827-BK1-01-119,Salto A
60.48,27.215,218.878,12.514,24.66,198.456,11.751,0827-BK1-01-119,Salto A
85.193,17.551,142.605,-67.743,17.341,141.862,-59.292,0827-BK2-02-41,Salto C
30.014,14.821,134.882,-20.631,15.053,127.992,-28.746,0827-BK2-02-41,Salto C
5.726,17.663,-20.279,-42.01,15.298,-14.025,-37.772,0827-BK2-02-41,Salto C
7.865,-27.699,-76.896,-39.91,-24.233,-67.99,-39.793,0827-BK2-02-41,Salto C
8.764,-23.019,37.511,-66.12,-25.785,50.525,-64.027,0827-BK2-02-41,Salto C
15.564,-29.605,410.628,-65.591,-28.175,401.287,-67.24,0827-BK2-02-41,Salto C
23.236,-10.624,637.609,-43.134,-10.39,620.893,-48.071,0827-BK2-02-41,Salto C
25.258,0.383,551.1,-64.826,-0.936,551.916,-60.026,0827-BK2-02-41,Salto C
19.271,-5.845,470.706,-51.951,-3.269,467.307,-51.65,0827-BK2-02-41,Salto C
8.219,20.172,311.362,-39.565,17.851,310.207,-40.102,0827-BK2-02-41,Salto C
1.645,10.07,135.485,-37.701,11.478,141.088,-38.215,0827-BK2-02-41,Salto C
2.256,6.981,87.784,-35.435,6.719,90.245,-36.588,0827-BK2-02-41,Salto C
2.276,6.117,76.483,-47.357,5.534,77.074,-46.223,0827-BK2-02-41,Salto C
2.486,3.296,65.87,-44.313,3.111,66.995,-43.537,0827-BK2-02-41,Salto C
3.151,-4.043,74.977,-23.593,-3.011,75.739,-24.26,0827-BK2-02-41,Salto C
3.096,4.353,97.845,-13.266,3.754,95.757,-15.011,0827-BK2-02-41,Salto C
3.257,-4.167,84.435,-48.089,-7.403,83.957,-43.282,0827-BK2-02-41,Salto C
5.291,-44.208,79.619,-11.2,-40.83,84.867,-12.115,0827-BK2-02-41,Salto C
9.505,-20.939,205.963,27.652,-18.73,196.146,24.599,0827-BK2-02-41,Salto C
66.032,11.882,139.391,13.708,9.138,141.8,17.226,0827-BK2-02-41,Salto C
58.655,37.758,338.329,-61.116,35.541,326.118,-51.668,0609-1-01-260,Doppelsalto B
12.334,23.489,305.876,-24.498,24.256,289.447,-41.208,0609-1-01-260,Doppelsalto B
3.673,6.496,59.412,-76.747,1.14,65.354,-58.186,0609-1-01-260,Doppelsalto B
18.209,-46.585,-89.255,33.522,-36.041,-80.13,12.617,0609-1-01-260,Doppelsalto B
15.541,-24.678,-10.364,-47.273,-29.548,9.339,-30.568,0609-1-01-260,Doppelsalto B
14.512,-46.987,302.599,-1.449,-42.927,305.033,0.44,0609-1-01-260,Doppelsalto B
30.365,-14.805,611.229,30.187,-20.048,595.934,31.709,0609-1-01-260,Doppelsalto B
33.725,-19.589,672.442,39.522,-19.678,671.138,34.119,0609-1-01-260,Doppelsalto B
33.58,-25.076,679.185,21.665,-23.276,681.454,23.67,0609-1-01-260,Doppelsalto B
35.302,-20.22,724.809,42.622,-16.59,718.73,38.473,0609-1-01-260,Doppelsalto B
38.912,15.09,783.184,-19.172,7.82,778.714,-7.052,0609-1-01-260,Doppelsalto B
43.501,-21.745,793.52,13.365,-16.693,802.401,6.137,0609-1-01-260,Doppelsalto B
39.869,13.942,746.311,41.065,17.705,738.617,38.661,0609-1-01-260,Doppelsalto B
34.568,88.324,590.084,62.187,82.968,585.322,51.421,0609-1-01-260,Doppelsalto B
19.257,80.853,384.927,-40.324,79.973,391.326,-29.662,0609-1-01-260,Doppelsalto B
10.585,60.762,277.124,-38.498,61.043,275.892,-37.098,0609-1-01-260,Doppelsalto B
9.751,40.998,183.16,-17.515,41.254,189.917,-19.81,0609-1-01-260,Doppelsalto B
9.183,29.045,185.713,-28.373,28.098,184.993,-26.825,0609-1-01-260,Doppelsalto B
7.367,12.078,178.987,-30.958,13.969,190.457,-24.823,0609-1-01-260,Doppelsalto B
60.883,26.391,249.818,-3.178,25.588,226.416,-5.76,0609-1-01-260,Doppelsalto B
80.876,-2.519,-22.886,41.358,-5.389,-33.547,28.137,0609-1-01-784,Von Bauch in Stand
31.915,-37.404,-154.541,15.32,-30.511,-137.019,15.597,0609-1-01-784,Von Bauch in Stand
3.116,3.62,-44.431,-7.86,-3.017,-51.591,-8.434,0609-1-01-784,Von Bauch in Stand
2.876,-7.269,0.135,-0.303,-3.954,-0.577,2.982,0609-1-01-784,Von Bauch in Stand
1.026,9.696,-8.082,12.513,7.139,-5.594,12.829,0609-1-01-784,Von Bauch in Stand
0.697,2.427,-6.697,-5.721,3.399,-6.304,-5.488,0609-1-01-784,Von Bauch in Stand
0.626,7.179,1.347,-12.604,7.433,0.27,-10.741,0609-1-01-784,Von Bauch in Stand
0.654,14.146,-5.344,-1.061,12.764,-4.063,-4.294,0609-1-01-784,Von Bauch in Stand
0.673,7.606,-2.198,-19.865,9.3,-4.243,-16.63,0609-1-01-784,Von Bauch in Stand
1.262,20.324,-13.536,0.882,19.419,-10.686,-0.749,0609-1-01-784,Von Bauch in Stand
1.089,15.442,6.677,4.464,14.364,4.262,4.683,0609-1-01-784,Von Bauch in Stand
0.876,-5.867,-13.036,5.983,-6.102,-10.125,5.815,0609-1-01-784,Von Bauch in Stand
1.32,-23.26,10.439,4.283,-20.295,8.719,3.373,0609-1-01-784,Von Bauch in Stand
0.867,-6.581,16.509,-0.467,-6.375,18.311,-1.592,0609-1-01-784,Von Bauch in Stand
1.717,13.725,33.807,-21.243,12.712,33.354,-19.862,0609-1-01-784,Von Bauch in Stand
1.479,17.245,55.259,-28.101,14.681,52.781,-25.254,0609-1-01-784,Von Bauch in Stand
1.087,-9.756,47.067,4.57,-10.125,49.844,5.199,0609-1-01-784,Von Bauch in Stand
3.456,-38.441,77.461,40.956,-33.772,76.777,38.174,0609-1-01-784,Von Bauch in Stand
15.362,-14.962,142.021,34.242,-14.078,143.253,33.292,0609-1-01-784,Von Bauch in Stand
56.772,24.185,195.75,21.824,22.34,197.05,23.618,0609-1-01-784,Von Bauch in Stand
69.406,46.369,127.556,30.111,39.831,103.249,11.334,20191001-1148-FRANKFURT_1-01-56,Grätschwinkel
18.698,14.787,53.082,24.248,16.02,46.259,22.776,20191001-1148-FRANKFURT_1-01-56,Grätschwinkel
4.768,-4.189,-76.575,4.604,-4.046,-62.743,3.042,20191001-1148-FRANKFURT_1-01-56,Grätschwinkel
2.325,-13.923,-79.822,-7.99,-11.361,-90.035,-3.438,20191001-1148-FRANKFURT_1-01-56,Grätschwinkel
4.708,-4.271,-203.149,15.896,-4.903,-199.204,11.296,20191001-1148-FRANKFURT_1-01-56,Grätschwinkel
7.726,-19.438,-293.916,-4.6,-19.238,-297.372,3.404,20191001-1148-FRANKFURT_1-01-56,Grätschwinkel
4.296,-12.412,-335.609,52.579,-11.216,-314.18,46.585,20191001-1148-FRANKFURT_1-01-56,Grätschwinkel
