SprungID,Sprungtyp,0_mean_Acc_N_Fil,0_std_Acc_N_Fil,0_mean_Gyro_x_R,0_std_Gyro_x_R,0_mean_Gyro_y_R,0_std_Gyro_y_R,0_mean_Gyro_z_R,0_std_Gyro_z_R,0_mean_Gyro_x_Fil,0_std_Gyro_x_Fil,0_mean_Gyro_y_Fil,0_std_Gyro_y_Fil,0_mean_Gyro_z_Fil,0_std_Gyro_z_Fil,5_mean_Acc_N_Fil,5_std_Acc_N_Fil,5_mean_Gyro_x_R,5_std_Gyro_x_R,5_mean_Gyro_y_R,5_std_Gyro_y_R,5_mean_Gyro_z_R,5_std_Gyro_z_R,5_mean_Gyro_x_Fil,5_std_Gyro_x_Fil,5_mean_Gyro_y_Fil,5_std_Gyro_y_Fil,5_mean_Gyro_z_Fil,5_std_Gyro_z_Fil,10_mean_Acc_N_Fil,10_std_Acc_N_Fil,10_mean_Gyro_x_R,10_std_Gyro_x_R,10_mean_Gyro_y_R,10_std_Gyro_y_R,10_mean_Gyro_z_R,10_std_Gyro_z_R,10_mean_Gyro_x_Fil,10_std_Gyro_x_Fil,10_mean_Gyro_y_Fil,10_std_Gyro_y_Fil,10_mean_Gyro_z_Fil,10_std_Gyro_z_Fil,15_mean_Acc_N_Fil,15_std_Acc_N_Fil,15_mean_Gyro_x_R,15_std_Gyro_x_R,15_mean_Gyro_y_R,15_std_Gyro_y_R,15_mean_Gyro_z_R,15_std_Gyro_z_R,15_mean_Gyro_x_Fil,15_std_Gyro_x_Fil,15_mean_Gyro_y_Fil,15_std_Gyro_y_Fil,15_mean_Gyro_z_Fil,15_std_Gyro_z_Fil,20_mean_Acc_N_Fil,20_std_Acc_N_Fil,20_mean_Gyro_x_R,20_std_Gyro_x_R,20_mean_Gyro_y_R,20_std_Gyro_y_R,20_mean_Gyro_z_R,20_std_Gyro_z_R,20_mean_Gyro_x_Fil,20_std_Gyro_x_Fil,20_mean_Gyro_y_Fil,20_std_Gyro_y_Fil,20_mean_Gyro_z_Fil,20_std_Gyro_z_Fil,25_mean_Acc_N_Fil,25_std_Acc_N_Fil,25_mean_Gyro_x_R,25_std_Gyro_x_R,25_mean_Gyro_y_R,25_std_Gyro_y_R,25_mean_Gyro_z_R,25_std_Gyro_z_R,25_mean_Gyro_x_Fil,25_std_Gyro_x_Fil,25_mean_Gyro_y_Fil,25_std_Gyro_y_Fil,25_mean_Gyro_z_Fil,25_std_Gyro_z_Fil,30_mean_Acc_N_Fil,30_std_Acc_N_Fil,30_mean_Gyro_x_R,30_std_Gyro_x_R,30_mean_Gyro_y_R,30_std_Gyro_y_R,30_mean_Gyro_z_R,30_std_Gyro_z_R,30_mean_Gyro_x_Fil,30_std_Gyro_x_Fil,30_mean_Gyro_y_Fil,30_std_Gyro_y_Fil,30_mean_Gyro_z_Fil,30_std_Gyro_z_Fil,35_mean_Acc_N_Fil,35_std_Acc_N_Fil,35_mean_Gyro_x_R,35_std_Gyro_x_R,35_mean_Gyro_y_R,35_std_Gyro_y_R,35_mean_Gyro_z_R,35_std_Gyro_z_R,35_mean_Gyro_x_Fil,35_std_Gyro_x_Fil,35_mean_Gyro_y_Fil,35_std_Gyro_y_Fil,35_mean_Gyro_z_Fil,35_std_Gyro_z_Fil,40_mean_Acc_N_Fil,40_std_Acc_N_Fil,40_mean_Gyro_x_R,40_std_Gyro_x_R,40_mean_Gyro_y_R,40_std_Gyro_y_R,40_mean_Gyro_z_R,40_std_Gyro_z_R,40_mean_Gyro_x_Fil,40_std_Gyro_x_Fil,40_mean_Gyro_y_Fil,40_std_Gyro_y_Fil,40_mean_Gyro_z_Fil,40_std_Gyro_z_Fil,45_mean_Acc_N_Fil,45_std_Acc_N_Fil,45_mean_Gyro_x_R,45_std_Gyro_x_R,45_mean_Gyro_y_R,45_std_Gyro_y_R,45_mean_Gyro_z_R,45_std_Gyro_z_R,45_mean_Gyro_x_Fil,45_std_Gyro_x_Fil,45_mean_Gyro_y_Fil,45_std_Gyro_y_Fil,45_mean_Gyro_z_Fil,45_std_Gyro_z_Fil,50_mean_Acc_N_Fil,50_std_Acc_N_Fil,50_mean_Gyro_x_R,50_std_Gyro_x_R,50_mean_Gyro_y_R,50_std_Gyro_y_R,50_mean_Gyro_z_R,50_std_Gyro_z_R,50_mean_Gyro_x_Fil,50_std_Gyro_x_Fil,50_mean_Gyro_y_Fil,50_std_Gyro_y_Fil,50_mean_Gyro_z_Fil,50_std_Gyro_z_Fil,55_mean_Acc_N_Fil,55_std_Acc_N_Fil,55_mean_Gyro_x_R,55_std_Gyro_x_R,55_mean_Gyro_y_R,55_std_Gyro_y_R,55_mean_Gyro_z_R,55_std_Gyro_z_R,55_mean_Gyro_x_Fil,55_std_Gyro_x_Fil,55_mean_Gyro_y_Fil,55_std_Gyro_y_Fil,55_mean_Gyro_z_Fil,55_std_Gyro_z_Fil,60_mean_Acc_N_Fil,60_std_Acc_N_Fil,60_mean_Gyro_x_R,60_std_Gyro_x_R,60_mean_Gyro_y_R,60_std_Gyro_y_R,60_mean_Gyro_z_R,60_std_Gyro_z_R,60_mean_Gyro_x_Fil,60_std_Gyro_x_Fil,60_mean_Gyro_y_Fil,60_std_Gyro_y_Fil,60_mean_Gyro_z_Fil,60_std_Gyro_z_Fil,65_mean_Acc_N_Fil,65_std_Acc_N_Fil,65_mean_Gyro_x_R,65_std_Gyro_x_R,65_mean_Gyro_y_R,65_std_Gyro_y_R,65_mean_Gyro_z_R,65_std_Gyro_z_R,65_mean_Gyro_x_Fil,65_std_Gyro_x_Fil,65_mean_Gyro_y_Fil,65_std_Gyro_y_Fil,65_mean_Gyro_z_Fil,65_std_Gyro_z_Fil,70_mean_Acc_N_Fil,70_std_Acc_N_Fil,70_mean_Gyro_x_R,70_std_Gyro_x_R,70_mean_Gyro_y_R,70_std_Gyro_y_R,70_mean_Gyro_z_R,70_std_Gyro_z_R,70_mean_Gyro_x_Fil,70_std_Gyro_x_Fil,70_mean_Gyro_y_Fil,70_std_Gyro_y_Fil,70_mean_Gyro_z_Fil,70_std_Gyro_z_Fil,75_mean_Acc_N_Fil,75_std_Acc_N_Fil,75_mean_Gyro_x_R,75_std_Gyro_x_R,75_mean_Gyro_y_R,75_std_Gyro_y_R,75_mean_Gyro_z_R,75_std_Gyro_z_R,75_mean_Gyro_x_Fil,75_std_Gyro_x_Fil,75_mean_Gyro_y_Fil,75_std_Gyro_y_Fil,75_mean_Gyro_z_Fil,75_std_Gyro_z_Fil,80_mean_Acc_N_Fil,80_std_Acc_N_Fil,80_mean_Gyro_x_R,80_std_Gyro_x_R,80_mean_Gyro_y_R,80_std_Gyro_y_R,80_mean_Gyro_z_R,80_std_Gyro_z_R,80_mean_Gyro_x_Fil,80_std_Gyro_x_Fil,80_mean_Gyro_y_Fil,80_std_Gyro_y_Fil,80_mean_Gyro_z_Fil,80_std_Gyro_z_Fil,85_mean_Acc_N_Fil,85_std_Acc_N_Fil,85_mean_Gyro_x_R,85_std_Gyro_x_R,85_mean_Gyro_y_R,85_std_Gyro_y_R,85_mean_Gyro_z_R,85_std_Gyro_z_R,85_mean_Gyro_x_Fil,85_std_Gyro_x_Fil,85_mean_Gyro_y_Fil,85_std_Gyro_y_Fil,85_mean_Gyro_z_Fil,85_std_Gyro_z_Fil,90_mean_Acc_N_Fil,90_std_Acc_N_Fil,90_mean_Gyro_x_R,90_std_Gyro_x_R,90_mean_Gyro_y_R,90_std_Gyro_y_R,90_mean_Gyro_z_R,90_std_Gyro_z_R,90_mean_Gyro_x_Fil,90_std_Gyro_x_Fil,90_mean_Gyro_y_Fil,90_std_Gyro_y_Fil,90_mean_Gyro_z_Fil,90_std_Gyro_z_Fil,95_mean_Acc_N_Fil,95_std_Acc_N_Fil,95_mean_Gyro_x_R,95_std_Gyro_x_R,95_mean_Gyro_y_R,95_std_Gyro_y_R,95_mean_Gyro_z_R,95_std_Gyro_z_R,95_mean_Gyro_x_Fil,95_std_Gyro_x_Fil,95_mean_Gyro_y_Fil,95_std_Gyro_y_Fil,95_mean_Gyro_z_Fil,95_std_Gyro_z_Fil
0827-BK1-01-4,Salto C,92.047,12.647,12.896,11.863,128.8,20.75,17.606,16.296,11.063,8.896,132.818,14.536,9.715,13.305,33.234,15.956,21.974,16.995,130.581,73.372,-7.898,39.897,19.847,8.771,112.191,62.81,-4.134,16.446,9.042,2.907,-2.219,16.631,-96.288,33.946,31.458,29.702,0.659,4.854,-81.269,15.238,26.94,10.604,11.653,1.192,3.322,6.611,-66.803,47.043,10.29,15.789,0.835,3.365,-51.904,42.201,13.42,11.172,10.743,1.43,-19.328,7.739,274.253,168.252,-1.946,7.908,-17.857,6.062,276.198,147.156,-0.907,3.679,15.291,0.726,-11.734,12.866,622.421,19.901,6.174,7.278,-11.423,8.955,602.282,27.73,3.435,2.113,21.219,6.499,6.742,15.791,535.755,53.555,14.798,23.587,7.964,8.963,540.937,38.499,14.509,10.771,23.564,10.496,18.453,22.706,410.874,100.154,-2.49,30.844,15.541,10.473,403.786,74.391,-0.638,10.342,6.058,2.415,-0.686,6.348,216.59,37.294,-10.739,9.003,1.76,3.341,222.343,32.592,-9.823,6.632,3.377,0.185,12.816,7.805,176.677,5.757,2.773,2.92,11.297,3.993,177.047,4.349,1.796,1.258,3.285,0.146,6.327,2.234,168.258,4.282,-0.325,2.419,6.182,0.776,168.35,3.011,-0.126,0.596,3.059,0.132,2.078,2.842,158.765,4.988,-0.475,2.08,2.2,2.131,158.685,3.398,-0.325,0.529,3.075,0.098,0.443,2.227,155.266,1.59,1.13,2.235,0.713,0.935,154.79,0.548,0.091,1.389,2.755,0.104,1.637,2.898,142.622,7.941,-10.856,3.108,1.155,2.033,142.135,7.236,-9.734,2.034,2.741,0.152,-3.675,0.86,112.858,12.104,-3.998,3.757,-3.784,0.366,112.78,10.713,-3.444,3.73,3.248,0.115,-6.112,4.523,83.178,6.938,12.027,4.049,-5.638,2.233,82.748,7.599,10.583,3.017,3.668,0.266,-3.182,2.399,51.803,8.334,5.043,3.617,-3.568,1.323,51.998,8.644,5.718,2.576,3.908,0.263,-4.763,3.986,34.104,11.516,12.944,12.169,-3.675,2.952,39.95,10.382,12.559,7.226,8.665,7.698,16.016,10.544,114.558,46.484,27.07,13.373,14.457,7.316,119.421,39.225,25.599,6.064,63.618,23.799,15.314,8.245,212.619,57.054,-9.654,39.404,15.528,2.849,198.236,34.869,-9.367,22.833
0827-BK1-01-7,Salto C,93.227,15.004,2.402,11.001,114.938,35.317,13.766,14.56,1.716,9.341,118.529,20.272,7.902,6.216,29.363,17.131,10.861,9.408,83.7,93.704,0.072,30.922,11.173,4.637,73.785,73.332,1.288,12.877,10.419,3.315,2.856,14.06,-68.235,45.495,24.328,31.192,3.103,5.005,-58.87,14.051,22.918,13.074,10.481,1.086,3.28,13.001,-35.445,56.205,-5.87,12.855,1.354,7.713,-15.754,54.159,-2.306,8.148,12.625,2.256,-30.598,17.705,389.707,166.234,-8.071,13.09,-27.91,11.196,377.032,143.963,-5.607,10.328,16.498,0.488,-9.405,14.627,604.149,29.578,18.626,13.412,-12.614,9.972,587.054,23.962,17.32,5.979,28.056,8.875,-5.688,15.984,460.1,28.236,15.125,28.248,-6.056,6.907,462.982,21.255,15.264,7.243,14.488,5.315,-20.685,17.317,318.616,63.244,6.391,8.883,-16.168,8.423,317.162,53.692,5.268,2.738,4.282,1.542,6.361,8.472,173.875,12.05,4.951,4.662,3.698,3.748,182.38,16.446,5.129,2.385,3.606,0.224,6.016,3.048,167.539,4.0,3.882,3.525,5.498,1.653,168.283,1.35,3.625,1.276,3.29,0.174,4.904,1.081,169.805,2.762,2.827,2.042,4.845,0.445,168.764,2.143,2.971,0.695,3.06,0.147,1.233,1.425,158.041,2.765,0.996,2.4,1.413,1.079,158.171,2.685,1.269,1.075,3.0,0.14,-0.116,1.647,150.017,2.375,1.487,0.939,-0.136,0.596,150.422,0.878,1.195,0.391,2.912,0.105,-1.468,0.928,149.769,1.721,0.265,0.854,-1.617,0.139,150.097,0.662,0.438,0.368,2.607,0.462,-3.854,3.539,147.142,6.222,2.591,2.378,-3.638,1.492,144.6,6.398,2.335,1.0,2.197,0.166,-1.484,1.864,99.991,15.556,-1.354,3.154,-1.854,0.598,99.792,16.121,-1.202,1.963,3.251,0.539,-5.592,1.778,44.373,13.001,-6.237,3.751,-6.125,2.053,44.686,14.105,-5.972,1.665,4.919,0.576,-15.416,3.436,2.096,10.092,5.936,13.016,-13.979,2.029,11.583,9.834,6.327,9.462,7.75,5.814,7.898,16.95,131.572,55.608,29.319,9.621,6.532,11.414,136.367,57.959,24.389,5.077,62.17,25.842,1.878,13.881,250.146,81.468,-31.678,31.933,1.53,9.753,231.427,52.393,-25.61,18.224
0827-BK1-01-10,Salto C,93.648,16.591,-12.202,14.027,89.145,30.962,0.158,18.778,-11.091,11.845,95.97,22.136,-8.148,10.879,26.009,16.855,16.334,5.253,102.651,78.95,-2.532,35.159,15.388,2.111,92.863,56.543,0.554,19.476,8.91,2.096,9.875,14.288,-37.285,29.156,20.755,12.699,8.834,8.237,-31.93,10.428,20.145,8.108,10.433,1.263,-2.744,3.424,20.1,86.314,-11.991,19.006,-4.664,3.789,37.271,77.048,-9.095,6.525,12.086,1.965,-35.787,9.03,397.617,117.065,16.242,17.296,-30.277,6.066,384.922,103.036,14.19,13.371,13.255,0.321,-8.486,14.255,520.067,22.35,17.34,14.054,-11.219,5.848,509.697,20.149,17.531,7.677,26.172,7.566,-4.309,9.25,423.667,27.398,8.536,14.168,-5.121,6.034,424.276,15.984,8.857,5.249,12.743,4.099,-8.348,10.289,301.733,51.535,-18.284,18.015,-7.011,4.981,301.621,43.312,-18.38,9.585,3.909,0.926,9.035,12.323,190.637,10.516,-11.62,13.26,7.242,8.752,195.567,13.99,-11.743,8.94,3.364,0.21,9.357,3.98,162.808,6.109,-2.527,2.262,9.273,3.059,164.431,4.338,-2.55,0.916,3.334,0.165,-2.523,2.052,156.387,3.571,-2.621,2.041,-2.176,2.233,156.18,1.942,-2.813,0.621,3.418,0.197,-8.009,1.63,158.296,4.966,-4.003,1.114,-7.714,0.786,157.576,2.708,-3.571,0.478,3.259,0.094,-4.504,3.916,153.125,1.712,0.558,2.421,-4.909,2.271,153.395,2.066,1.033,2.558,2.86,0.155,-6.345,2.083,141.38,6.105,13.609,3.201,-5.335,1.29,141.62,4.999,12.134,2.316,2.815,0.108,1.332,1.161,128.965,5.344,4.329,3.727,0.622,1.18,128.638,4.491,4.687,3.655,2.701,0.173,-4.993,6.503,108.166,10.706,-6.973,3.898,-5.193,4.993,107.815,9.034,-5.157,1.964,3.744,0.228,-12.682,2.488,88.11,2.204,10.587,4.594,-11.837,1.98,87.716,3.089,8.116,3.638,5.264,0.824,-8.474,4.185,66.069,9.583,4.323,6.273,-8.24,1.486,71.173,6.159,3.864,2.206,9.526,6.641,10.235,15.614,121.595,30.338,12.748,33.398,9.609,9.581,130.501,31.065,12.56,18.957,67.938,25.611,1.013,18.609,222.094,62.78,-12.075,63.388,3.207,9.771,204.771,36.051,-11.078,26.201
0827-BK1-01-13,Salto C,95.918,13.752,6.165,16.106,119.798,35.471,13.01,15.034,5.41,11.626,125.707,22.625,6.096,5.228,32.618,17.044,18.472,6.952,127.031,72.97,1.988,26.7,17.928,3.275,106.626,69.005,6.847,14.598,9.362,3.993,3.851,12.461,-93.181,62.005,44.425,23.659,4.455,4.089,-76.051,18.435,36.954,13.974,11.211,1.806,-3.117,13.62,-24.685,63.793,-14.177,23.341,-4.114,8.264,-5.255,60.965,-11.184,9.478,12.619,2.485,-30.119,13.825,373.351,142.299,-12.632,17.743,-27.992,8.086,361.929,126.136,-9.695,12.601,14.294,0.337,-11.478,14.019,558.558,26.196,17.023,14.256,-12.051,7.93,544.067,21.463,15.049,4.028,25.508,7.228,14.794,17.53,431.6,25.248,11.857,19.011,12.214,10.269,433.223,24.638,11.75,9.809,12.514,4.091,6.813,7.116,306.13,47.7,-12.284,8.738,7.831,5.782,306.07,43.711,-12.53,3.986,4.119,1.047,-0.722,5.58,185.486,14.862,-8.9,6.927,0.268,3.746,190.702,17.884,-9.632,4.446,3.409,0.13,5.592,4.262,159.542,4.018,-11.173,2.28,5.428,1.532,159.902,4.036,-10.189,1.439,3.203,0.102,4.303,3.58,150.455,1.438,-7.562,1.16,3.775,2.474,151.454,1.032,-8.014,0.569,3.424,0.166,-2.358,1.39,156.449,4.585,-8.625,1.575,-1.97,0.795,156.056,2.596,-8.406,0.767,3.321,0.091,-1.782,1.277,161.636,1.459,-4.543,1.495,-2.458,0.748,161.218,0.318,-4.585,1.068,3.075,0.11,-9.894,1.951,158.192,1.428,-1.986,1.031,-9.25,1.764,157.908,1.709,-1.965,0.754,2.938,0.117,-9.081,3.27,148.714,2.346,1.498,3.159,-8.891,2.314,148.146,2.891,0.996,1.56,2.323,0.112,-3.487,0.953,117.589,18.659,-2.524,2.169,-3.952,0.51,115.963,17.175,-2.254,1.091,3.374,0.688,-10.28,4.286,52.075,18.171,-1.315,1.694,-9.798,2.918,53.078,17.408,0.311,2.351,5.671,0.409,-9.547,5.465,15.451,12.652,29.846,13.8,-10.058,2.206,22.382,10.259,27.259,9.828,9.721,6.512,2.182,17.746,91.017,29.153,20.086,13.612,2.066,10.936,101.393,31.678,19.248,9.555,64.819,25.579,-6.83,18.254,219.788,68.101,-36.251,37.521,-4.674,11.03,195.572,40.863,-31.786,16.348
0827-BK1-01-16,Salto C,96.668,14.737,15.784,24.924,117.445,43.221,22.34,39.544,15.568,15.886,123.246,29.288,10.955,9.926,32.074,15.946,25.894,8.222,133.291,85.054,1.189,18.279,25.319,5.287,114.999,70.754,1.825,6.655,9.417,3.225,-2.395,18.308,-87.084,32.232,25.241,30.501,0.12,9.603,-73.24,8.861,21.42,13.423,10.9,1.214,3.553,8.862,-55.247,51.336,-15.606,20.613,1.048,3.787,-36.56,49.359,-9.437,12.107,11.41,2.349,-12.586,6.833,319.642,148.89,-20.062,11.497,-13.029,5.051,315.322,135.065,-18.02,3.367,15.971,0.247,-5.424,21.178,613.741,19.246,6.836,13.648,-5.561,12.822,592.332,21.185,5.892,5.164,22.414,7.702,17.085,20.433,480.935,43.453,22.891,7.501,18.243,12.62,482.323,40.652,18.208,4.968,18.2,7.894,23.923,17.635,336.746,52.766,-1.434,11.904,22.97,9.189,337.564,48.953,2.331,3.384,5.545,2.368,13.418,9.901,196.922,30.449,10.532,5.667,14.303,5.945,202.131,28.281,9.525,4.628,3.167,0.166,17.122,8.102,161.085,2.266,7.225,6.744,16.658,5.891,162.128,2.498,6.895,5.112,3.232,0.127,10.622,5.168,159.978,1.098,-1.93,1.909,11.163,3.485,159.652,0.611,-1.567,0.718,3.037,0.092,15.187,3.088,154.758,2.19,-0.056,1.552,15.005,1.921,154.683,2.116,-0.126,0.798,3.212,0.163,11.669,2.349,151.374,2.59,1.405,2.143,11.629,1.222,151.158,0.917,1.163,0.809,2.918,0.072,12.875,3.61,144.544,2.952,-1.565,1.37,12.664,2.079,145.006,2.244,-1.319,0.535,2.561,0.186,11.183,2.704,135.435,8.685,-7.639,5.399,11.794,1.41,133.915,7.931,-7.405,3.766,2.339,0.111,11.254,3.817,95.363,15.305,-10.246,1.471,9.877,3.078,95.603,13.777,-10.475,0.613,3.373,0.291,-6.593,3.788,56.744,11.283,-10.626,2.972,-5.119,3.226,56.366,11.111,-9.401,2.639,4.697,0.554,-4.497,9.437,22.113,9.925,8.656,5.871,-5.399,4.48,28.907,7.993,8.035,4.734,7.598,4.895,8.259,26.621,108.826,33.962,12.794,13.001,7.896,17.141,118.162,41.258,12.444,3.025,58.009,25.16,8.499,16.024,253.719,58.925,-30.108,49.11,8.492,12.328,232.772,34.316,-25.071,24.319
0827-BK1-01-19,Salto C,94.981,15.766,19.503,34.043,119.901,42.671,-1.352,16.477,20.689,25.14,122.181,28.671,-10.697,13.222,28.495,16.913,42.582,28.176,104.828,94.416,-1.812,44.247,39.084,20.24,94.326,72.701,-0.791,20.871,9.588,2.925,-18.025,10.419,-63.515,33.116,33.514,16.988,-14.21,6.775,-56.092,10.038,32.7,5.625,9.797,1.067,-6.017,4.963,-30.381,51.752,10.334,16.458,-9.515,3.654,-14.803,47.295,12.963,10.725,10.334,2.237,-36.687,10.358,308.704,152.202,-0.013,8.505,-34.783,6.223,307.333,133.517,1.818,1.962,15.315,0.37,-13.14,22.344,593.708,18.661,19.987,17.368,-14.444,14.584,572.616,19.053,18.944,6.918,22.643,8.891,7.804,24.012,460.419,40.642,40.809,21.676,9.264,14.736,463.604,29.181,38.442,14.551,20.17,8.271,19.556,17.862,353.846,51.141,39.86,16.245,17.64,10.988,352.143,44.936,38.988,9.911,6.259,3.59,0.204,10.672,201.705,40.101,3.903,5.199,2.755,6.493,207.683,34.734,6.677,3.918,3.107,0.33,21.059,5.595,161.134,4.298,13.522,2.719,19.598,2.837,162.392,1.793,12.789,1.81,3.028,0.213,16.237,3.48,160.976,0.887,11.758,3.68,16.413,1.308,160.835,1.08,11.725,1.497,2.737,0.091,15.896,2.009,151.009,4.627,9.363,0.651,15.817,0.657,150.735,4.139,9.513,0.268,2.605,0.132,13.782,3.248,132.452,7.722,7.462,1.673,14.313,1.824,132.771,6.328,7.578,0.86,2.605,0.03,18.973,2.623,119.282,3.496,6.132,1.559,19.374,2.115,119.345,3.194,5.66,1.443,2.467,0.08,23.66,2.895,106.615,5.922,-3.048,5.13,22.817,1.769,106.667,4.782,-2.95,4.091,2.47,0.073,15.324,2.246,96.124,3.721,-9.344,3.006,15.26,2.281,95.598,3.511,-7.939,2.888,2.996,0.397,5.219,3.808,73.286,11.315,10.242,6.093,5.52,3.236,73.297,9.553,8.669,4.32,5.235,1.239,-3.903,4.384,66.679,22.63,-0.698,12.701,-3.314,2.682,72.519,19.422,0.63,8.068,9.638,5.495,13.675,19.048,143.012,33.081,0.729,9.914,11.971,11.632,152.334,30.402,1.369,4.677,64.869,26.402,2.696,17.5,247.865,82.317,-40.232,67.069,3.199,12.085,227.718,48.189,-37.096,31.229
0827-BK1-01-22,Salto C,97.52,13.926,-14.491,7.439,84.364,25.876,11.548,20.535,-14.76,4.115,89.607,15.25,5.59,9.03,30.641,18.994,-1.872,6.168,83.44,69.812,33.894,24.426,-0.491,6.623,75.89,50.156,29.257,9.999,9.488,3.376,15.016,11.959,-28.508,27.762,-3.959,12.411,13.857,4.727,-22.032,6.479,0.739,5.542,9.767,0.91,20.589,5.932,27.344,52.903,-10.555,11.86,18.625,3.765,41.371,52.043,-9.518,2.534,10.695,1.676,-6.419,17.747,348.949,119.304,-6.075,4.398,-5.594,13.794,342.732,107.18,-4.733,1.66,14.793,0.509,-12.72,11.561,564.651,17.841,6.169,10.503,-13.794,6.349,549.856,16.638,5.771,3.631,19.167,5.6,-8.32,13.208,466.357,37.597,21.448,13.461,-6.33,8.248,471.653,30.457,19.701,8.573,19.056,8.009,0.447,11.81,365.493,72.326,20.685,11.692,-0.684,5.763,363.198,56.458,20.337,5.079,5.804,2.25,-16.739,11.578,216.642,40.145,8.074,4.749,-13.979,5.477,218.066,34.379,9.379,1.507,3.171,0.07,8.673,3.759,153.704,2.346,12.381,2.942,6.834,4.209,156.403,3.94,11.779,1.585,3.325,0.144,15.22,2.735,158.099,3.462,9.704,2.384,14.426,1.627,158.159,2.08,10.036,1.449,3.494,0.158,12.451,1.687,164.738,3.384,14.411,2.392,12.308,0.938,165.144,3.191,14.105,0.941,3.347,0.253,5.155,3.179,174.505,5.383,7.768,6.779,5.338,2.419,172.622,3.687,7.723,4.555,3.094,0.153,-2.307,1.647,146.637,11.13,0.886,1.641,-1.732,0.792,146.063,10.709,0.969,0.779,3.304,0.266,2.367,3.325,106.151,12.12,-2.786,2.702,2.189,2.314,107.026,11.183,-1.892,1.103,3.48,0.199,7.374,2.454,81.788,7.394,8.651,3.58,7.44,1.674,80.996,7.228,7.384,2.802,2.814,0.104,7.077,4.239,56.472,3.206,2.024,4.383,6.798,2.982,58.523,2.25,2.628,3.279,2.402,0.432,1.956,2.378,65.25,5.516,18.797,24.422,1.974,0.87,66.748,5.201,15.888,13.76,5.774,6.068,5.267,9.232,80.005,19.754,20.6,21.728,6.343,6.226,86.509,4.26,19.658,5.953,64.397,27.224,1.617,26.826,152.442,64.728,-6.416,23.247,2.179,10.801,141.368,25.942,-1.509,5.148
0827-BK1-01-24,Salto C,89.884,12.63,-4.451,9.361,151.898,11.515,-8.875,12.255,-3.913,8.056,160.449,7.764,-8.079,7.984,31.518,15.702,10.112,12.977,161.763,66.999,11.179,13.932,7.757,7.881,138.653,60.57,12.57,9.708,8.947,3.125,-5.557,10.99,-91.251,44.034,25.122,22.898,-5.321,4.497,-68.269,18.057,23.655,10.437,6.36,0.182,-3.379,5.929,-12.886,19.685,8.973,10.052,-2.174,2.98,-9.086,24.79,10.118,3.467,9.348,2.19,5.083,2.472,159.032,85.781,28.19,9.602,4.154,1.304,169.219,85.418,24.278,5.233,16.04,0.928,-12.682,9.915,485.159,54.392,0.622,9.994,-11.62,7.053,467.559,55.491,4.613,7.553,11.735,1.589,-2.696,14.743,532.57,6.198,22.003,13.215,-3.822,9.758,524.721,7.573,17.781,7.219,19.361,7.205,3.077,8.278,456.218,54.236,-1.115,11.387,3.69,3.127,460.44,21.446,-0.237,3.718,18.863,5.973,-1.75,13.299,383.294,81.579,-2.837,18.166,-1.774,5.871,382.525,54.457,1.039,7.784,7.463,2.899,-6.038,6.812,239.293,63.024,19.216,6.217,-5.712,3.802,239.937,49.782,15.749,2.381,2.745,0.105,-0.462,3.261,141.392,15.086,3.427,3.354,0.009,1.685,144.163,13.92,4.913,1.134,2.556,0.334,11.12,4.019,117.784,11.358,6.595,2.793,10.786,2.956,117.499,8.555,6.259,1.707,2.437,0.188,12.392,2.775,100.861,1.534,4.123,3.359,12.132,1.619,100.969,0.384,4.374,2.431,2.64,0.054,9.106,1.044,91.234,5.787,6.37,5.839,9.233,0.47,91.662,4.48,6.239,3.901,2.958,0.136,8.909,1.744,93.44,7.714,7.517,3.664,8.707,1.108,94.503,6.316,7.235,2.764,2.971,0.09,6.042,0.802,113.935,3.469,-1.362,2.201,6.072,0.28,113.712,4.127,-0.402,1.131,3.637,0.271,5.566,0.729,127.733,3.056,0.928,6.385,5.332,0.504,127.373,2.872,1.103,2.293,5.184,0.71,-2.282,4.572,147.827,18.628,-2.147,5.747,-0.922,2.451,149.737,15.204,-2.712,2.455,9.541,6.339,13.336,7.111,196.288,30.765,5.81,10.056,12.237,5.497,201.32,22.965,3.741,5.24,68.165,24.83,7.112,12.384,221.818,83.823,-14.491,24.086,7.086,5.057,209.008,56.346,-10.259,7.452
