SprungID,Sprungtyp,avg_Acc_N_Fil,avg_Gyro_x_R,avg_Gyro_y_R,avg_Gyro_z_R,avg_Gyro_x_Fil,avg_Gyro_y_Fil,avg_Gyro_z_Fil
20191007-1159-FRANKFURT_1-01-151,Barani B,19.111,27.702,0.779,105.235,27.853,0.318,105.278
0115-MORITZ-03-132,Doppelsalto C,30.951,-6.784,374.328,13.601,-6.859,373.902,13.394
0609-1-01-843,Doppelsalto C,33.177,2.273,426.665,-28.67,2.149,426.061,-28.108
20191008-1157-FRANKFURT_1-01-260,Barani C,17.742,-28.046,1.515,114.898,-28.251,0.895,114.422
0609-1-01-588,Salto C,14.983,11.358,190.112,-9.932,11.328,190.255,-9.895
20191008-1157-FRANKFURT_1-01-88,Barani A,17.724,-65.702,35.505,109.29,-65.344,36.359,109.637
20191008-1207-FRANKFURT_2-01-97,Strecksprung,12.475,5.017,6.657,9.953,4.916,7.109,10.026
0827-BK2-02-38,Salto C,16.189,9.588,182.319,-32.753,9.499,182.179,-32.67
0609-1-01-253,Doppelsalto B,26.55,6.514,383.35,-9.543,6.704,382.596,-9.338
20191007-1524-FRANKFURT_1-01-240,Strecksprung,11.527,0.163,1.871,0.752,0.029,2.017,0.525
20191008-1207-FRANKFURT_2-01-79,Schraubensalto A,16.262,43.572,102.817,207.658,43.033,102.648,207.045
20191001-1148-FRANKFURT_1-01-125,3/4 Salto vw A,13.988,4.765,-161.9,5.665,4.912,-162.626,6.029
20191001-1148-FRANKFURT_1-01-163,Barani C,18.193,-25.538,9.534,106.94,-24.967,10.847,107.253
20191008-1157-FRANKFURT_1-01-181,Rudi,22.739,52.209,30.65,346.165,52.086,31.325,345.965
20191007-1150-FRANKFURT_2-01-127,Strecksprung,10.422,2.562,0.506,4.052,2.536,0.533,4.016
20191007-1524-FRANKFURT_1-01-165,Fliffis- Rudi C,40.941,50.963,-213.838,373.41,51.332,-215.948,375.701
20191007-1534-FRANKFURT_2-01-46,Barani A,16.987,-64.043,20.452,120.492,-63.901,20.362,120.258
20191001-1202-FRANKFURT_2-01-61,3/4 Salto rw A,14.258,-0.695,-173.473,-12.64,-1.24,-171.988,-12.448
20191008-1207-FRANKFURT_2-01-24,Salto A,13.852,6.287,199.335,-17.346,6.039,199.535,-17.195
20191007-1524-FRANKFURT_1-01-39,Barani A,16.058,-65.645,15.112,121.857,-65.275,15.365,123.707
20191001-1148-FRANKFURT_1-01-246,Fliffis aus C,36.093,44.869,-210.056,104.689,44.825,-208.533,104.913
20191007-1159-FRANKFURT_1-01-384,Grätschwinkel,14.131,-4.335,-6.63,6.205,-3.977,-6.948,5.944
0609-1-01-58,Fliffis C,32.065,19.522,-190.908,-95.41,19.741,-190.682,-95.451
20191007-1159-FRANKFURT_1-01-291,Barani A,17.24,-45.804,54.134,106.615,-45.844,54.789,106.763
20190930-1616-FRANKFURT_1-01-312,Doppelsalto C,33.216,1.023,385.532,6.79,0.575,385.13,6.446
0115-CHARI-05-61,Salto B,17.664,0.523,172.859,-9.633,0.697,172.465,-9.524
20191007-1159-FRANKFURT_1-01-442,Strecksprung,11.209,-1.478,-2.599,7.774,-1.296,-2.78,7.67
0827-BK2-02-143,Salto A,13.802,11.465,183.097,-28.307,11.594,182.539,-28.342
0115-JANEIKE-01-109,Triffis B,44.207,-111.627,-372.494,-89.827,-111.898,-371.906,-90.035
20190930-1247-FRANKFURT_2-01-120,Strecksprung,9.391,-1.864,-0.4,1.708,-1.884,-0.347,1.647
0609-4-01-48,Salto C,14.068,14.395,203.102,-1.775,14.418,203.093,-1.891
20190930-1153-FRANKFURT_1-01-202,Rudi,20.208,-11.292,-25.44,322.317,-11.333,-25.068,322.266
0609-1-01-682,Bauchsprung,11.412,-1.62,-21.702,-5.797,-1.539,-22.05,-5.798
0115-JANEIKE-01-110,Salto B,16.09,19.623,181.797,-19.928,19.897,181.254,-19.524
20191007-1534-FRANKFURT_2-01-105,Barani C,18.679,-44.896,-23.032,121.71,-44.822,-22.289,121.535
20190930-1153-FRANKFURT_1-01-79,Barani A,16.437,-62.024,-4.136,103.913,-61.983,-3.734,103.598
20191001-1202-FRANKFURT_2-01-24,3/4 Salto rw A,12.771,-3.236,-174.761,-14.193,-3.526,-173.329,-13.602
0609-1-01-138,Bauchsprung,11.261,-0.528,-23.144,-3.077,-0.182,-23.252,-2.945
20191007-1159-FRANKFURT_1-01-10,Salto C,18.351,-10.174,207.221,-1.073,-10.105,207.322,-1.315
20191001-1148-FRANKFURT_1-01-245,Salto rw B,17.824,-8.739,204.322,-1.546,-8.958,202.213,-1.735
0609-1-01-746,Bauchsprung,11.805,0.351,-21.938,-1.337,0.408,-21.96,-1.152
0115-MORITZ-03-35,Strecksprung,10.318,-1.189,-0.902,4.159,-1.14,-0.968,4.21
20191007-1159-FRANKFURT_1-01-116,Barani B,15.555,17.524,-11.121,114.21,17.466,-11.307,114.46
0110-MORITZ-01-47,Fliffis- Rudi B,34.751,-90.275,-134.573,-246.519,-90.228,-134.096,-246.746
0110-JANEIKE-01-104,Halb ein Triffis C,46.635,-185.876,-250.804,-110.194,-185.557,-251.273,-109.986
20191008-1207-FRANKFURT_2-01-168,Strecksprung,12.07,1.995,4.721,3.858,2.108,4.966,3.971
0609-4-01-57,Salto C,16.943,1.615,177.461,5.182,1.654,176.559,5.024
20191001-1202-FRANKFURT_2-01-183,Salto A,16.714,-7.993,-220.961,-8.301,-8.391,-218.958,-6.712
0609-1-01-887,Von Bauch in Stand,11.261,0.459,21.341,4.727,0.423,21.518,4.785
20190930-1247-FRANKFURT_2-01-263,3/4 Salto rw A,12.218,11.68,159.023,1.099,11.685,158.287,0.429
0609-1-01-648,Doppelsalto C,29.854,10.68,409.913,-16.535,10.727,409.18,-16.651
20190930-1247-FRANKFURT_2-01-314,Cody C,20.05,-4.525,205.651,5.44,-4.814,206.798,6.054
20190930-1247-FRANKFURT_2-01-173,Salto A,15.451,-4.655,189.849,-4.878,-4.809,189.515,-4.808
0609-1-01-678,Strecksprung,9.869,1.481,2.257,-0.262,1.481,2.576,-0.438
0609-4-01-594,Barani C,17.968,-12.28,-34.977,131.05,-12.296,-34.96,130.721
0609-4-01-289,Salto C,13.397,3.411,183.113,1.1,3.262,181.831,1.014
0609-1-01-612,Doppelsalto B,27.419,-1.515,387.477,-18.592,-1.437,387.027,-18.693
0609-4-01-402,Salto C,13.04,5.234,183.624,6.581,5.029,182.262,6.535
20191007-1159-FRANKFURT_1-01-59,Salto C,15.651,-0.022,202.954,-0.447,-0.576,201.969,-0.24
20191007-1524-FRANKFURT_1-01-144,Fliffis B,34.655,18.379,-243.632,145.658,18.498,-240.517,145.977
20190930-1616-FRANKFURT_1-01-150,Fliffis C,35.7,-48.091,-224.785,94.169,-48.158,-224.915,93.977
20191007-1159-FRANKFURT_1-01-387,3/4 Salto vw A,12.402,-1.104,-155.59,4.626,-1.026,-155.444,4.924
0609-4-01-508,Salto C,13.201,14.274,199.258,2.165,14.302,198.796,2.057
0609-1-01-675,Bauchsprung,11.889,-4.435,-20.812,-3.834,-4.314,-20.98,-3.693
20191007-1159-FRANKFURT_1-01-367,Salto A,17.617,-0.86,198.094,-7.23,-0.686,198.148,-7.508
0110-JANEIKE-01-82,Halb ein Triffis C,45.194,-160.795,-229.53,-122.157,-160.918,-230.099,-122.457
20191001-1202-FRANKFURT_2-01-26,Bücksprung,15.527,2.456,0.107,3.142,2.98,-0.589,2.055
0827-BK2-01-73,Salto B,16.211,-10.84,172.524,-13.876,-10.728,172.377,-13.833
0609-4-01-209,Schraubensalto C,15.975,24.574,80.38,210.099,24.327,80.069,209.853
0609-1-01-438,Doppelsalto B,28.364,10.441,371.997,-18.336,10.423,371.695,-18.165
20191001-1148-FRANKFURT_1-01-197,Salto rw B,18.529,-1.824,202.517,-9.931,-2.385,202.178,-9.732
0827-BK2-01-28,Salto C,15.728,0.438,165.792,-6.655,0.442,165.56,-6.798
0609-1-01-95,Doppelsalto C,29.211,18.474,386.19,-12.799,18.5,385.185,-12.585
0609-1-01-661,Von Bauch in Stand,10.951,0.759,22.693,5.826,0.71,22.94,5.719
20191007-1150-FRANKFURT_2-01-120,Rudi,23.313,63.75,15.788,363.153,63.626,15.855,362.975
20191007-1159-FRANKFURT_1-01-345,Grätschwinkel,14.611,-10.508,-5.604,-4.291,-10.538,-6.07,-4.163
0827-BK2-02-141,Salto A,13.229,5.465,183.609,-33.712,5.512,183.573,-33.45
0609-1-01-606,Doppelsalto B,27.364,11.537,378.231,-6.143,11.591,377.796,-5.764
20191008-1207-FRANKFURT_2-01-3,Strecksprung,9.459,-1.843,-1.296,-4.13,-1.9,-1.856,-3.192
20191007-1159-FRANKFURT_1-01-326,Grätschwinkel,13.244,-2.072,-0.515,12.561,-2.098,-0.279,11.956
20190930-1616-FRANKFURT_1-01-97,1/2 ein 1/2 aus C,32.238,92.452,-84.901,142.334,92.364,-85.528,141.994
20190930-1616-FRANKFURT_1-01-224,Fliffis C,34.332,-52.722,-197.73,87.029,-52.842,-196.63,87.391
0609-1-01-413,Salto C,15.699,21.898,192.478,-9.952,21.647,192.597,-9.519
0609-4-01-239,Schraubensalto C,17.082,43.195,96.716,219.12,43.012,96.471,218.958
20190930-1616-FRANKFURT_1-01-114,1/2 ein 1/2 aus C,30.604,111.652,-77.807,122.399,111.355,-77.845,122.696
0609-4-01-600,Barani C,16.339,-7.097,-37.333,133.65,-7.409,-38.262,133.51
20191007-1159-FRANKFURT_1-01-35,Salto C,15.161,-0.989,212.384,-1.767,-1.297,211.618,-1.473
0110-MORITZ-01-61,Fliffis- Rudi B,33.203,-160.176,-147.386,-214.849,-160.144,-146.972,-215.001
0115-MORITZ-03-101,Fliffis aus B,30.208,49.711,-109.026,-85.618,49.796,-108.32,-85.79
20190930-1616-FRANKFURT_1-01-309,Strecksprung,11.276,-1.971,-0.162,1.301,-1.991,-0.196,1.32
20191008-1207-FRANKFURT_2-01-117,Salto B,18.897,15.508,200.39,-30.339,15.606,201.312,-27.099
0827-BK2-01-40,Salto C,16.987,1.98,165.988,-9.863,1.986,165.762,-9.781
20191007-1150-FRANKFURT_2-01-70,Barani A,16.903,-67.452,36.113,111.332,-66.932,36.395,111.369
0609-1-01-279,Von Bauch in Stand,11.357,1.95,20.708,1.004,1.608,21.204,1.219
