SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_Abs_I_x LapEnd,DJump_Abs_I_y LapEnd,DJump_Abs_I_z LapEnd,0-ACC_N,0-ACC_N_ROT_filtered,0-Acc_x_Fil,0-Acc_y_Fil,0-Acc_z_Fil,0-Gyro_x_Fil,0-Gyro_y_Fil,0-Gyro_z_Fil,10-ACC_N,10-ACC_N_ROT_filtered,10-Acc_x_Fil,10-Acc_y_Fil,10-Acc_z_Fil,10-Gyro_x_Fil,10-Gyro_y_Fil,10-Gyro_z_Fil,20-ACC_N,20-ACC_N_ROT_filtered,20-Acc_x_Fil,20-Acc_y_Fil,20-Acc_z_Fil,20-Gyro_x_Fil,20-Gyro_y_Fil,20-Gyro_z_Fil,30-ACC_N,30-ACC_N_ROT_filtered,30-Acc_x_Fil,30-Acc_y_Fil,30-Acc_z_Fil,30-Gyro_x_Fil,30-Gyro_y_Fil,30-Gyro_z_Fil,40-ACC_N,40-ACC_N_ROT_filtered,40-Acc_x_Fil,40-Acc_y_Fil,40-Acc_z_Fil,40-Gyro_x_Fil,40-Gyro_y_Fil,40-Gyro_z_Fil,50-ACC_N,50-ACC_N_ROT_filtered,50-Acc_x_Fil,50-Acc_y_Fil,50-Acc_z_Fil,50-Gyro_x_Fil,50-Gyro_y_Fil,50-Gyro_z_Fil,60-ACC_N,60-ACC_N_ROT_filtered,60-Acc_x_Fil,60-Acc_y_Fil,60-Acc_z_Fil,60-Gyro_x_Fil,60-Gyro_y_Fil,60-Gyro_z_Fil,70-ACC_N,70-ACC_N_ROT_filtered,70-Acc_x_Fil,70-Acc_y_Fil,70-Acc_z_Fil,70-Gyro_x_Fil,70-Gyro_y_Fil,70-Gyro_z_Fil,80-ACC_N,80-ACC_N_ROT_filtered,80-Acc_x_Fil,80-Acc_y_Fil,80-Acc_z_Fil,80-Gyro_x_Fil,80-Gyro_y_Fil,80-Gyro_z_Fil,90-ACC_N,90-ACC_N_ROT_filtered,90-Acc_x_Fil,90-Acc_y_Fil,90-Acc_z_Fil,90-Gyro_x_Fil,90-Gyro_y_Fil,90-Gyro_z_Fil
20191001-1202-FRANKFURT_2-01-93,Salto A,-23.56,-344.86,-27.161,32.935,349.611,62.168,43.087,71.962,-10.824,-5.208,37.469,-14.97,-323.976,33.613,10.327,13.948,0.789,-1.009,-3.501,-32.419,-170.63,-37.47,8.486,8.473,0.029,0.503,-7.606,-13.439,-103.19,-30.184,9.167,9.251,4.368,-0.088,-7.838,2.837,-238.11,-31.092,8.266,8.406,4.094,-0.42,-7.107,-7.031,-243.679,-2.218,8.115,8.309,4.105,-0.623,-6.979,-7.593,-263.3,2.333,8.887,8.587,4.73,-0.611,-7.181,-31.523,-207.234,6.981,8.33,8.302,5.798,-0.754,-5.833,-19.005,-162.354,-35.65,8.311,8.962,6.805,-1.373,-1.756,-19.396,-198.703,8.597,54.47,21.882,-24.642,-1.521,40.223,-1.874,-201.49,-54.781
20191007-1150-FRANKFURT_2-01-129,Barani A,-113.418,73.457,167.753,135.908,277.233,179.949,52.973,71.404,6.982,1.648,49.381,-5.576,-206.198,15.676,7.123,15.265,-2.58,0.373,-5.049,-38.472,-206.34,72.084,8.126,7.47,-5.236,2.35,-5.56,-96.58,-82.599,165.241,10.856,9.319,-1.821,2.982,-9.983,-164.412,-96.84,151.202,14.261,13.638,-1.895,-0.287,-13.188,-192.14,28.673,266.237,11.326,12.695,-2.445,-5.465,-9.491,-155.618,147.248,200.95,10.136,10.185,-3.647,-2.51,-8.727,-56.63,143.443,74.966,10.36,10.379,-7.608,-1.541,-6.079,-26.017,188.699,35.282,5.87,7.66,-5.087,-1.293,-0.883,-0.442,262.677,51.654,44.911,19.727,10.505,0.302,40.808,55.115,281.549,7.555
20191007-1159-FRANKFURT_1-01-370,Barani C,-15.313,-15.267,191.444,53.561,327.849,206.845,61.543,78.023,11.106,2.825,51.736,30.659,-250.172,-7.795,19.622,28.387,-16.908,-1.85,-6.35,37.316,-479.119,58.954,11.525,12.859,-7.206,0.836,-8.666,-20.547,-282.962,139.353,14.57,14.793,-7.827,3.89,-9.386,17.886,-38.309,320.428,8.155,9.617,-3.839,-1.354,-6.721,-79.805,19.512,305.995,7.839,7.971,-3.38,-2.775,-6.37,-62.039,113.371,244.436,7.029,7.093,-3.839,-2.717,-5.183,-13.779,128.854,109.569,7.677,7.508,-6.736,-0.605,-2.874,-2.584,154.317,26.832,5.7,6.739,-2.887,-1.38,1.803,-13.454,267.187,23.068,46.891,18.758,6.507,-1.595,44.405,6.866,272.525,-5.446
0609-1-01-745,Von Bauch in Stand,4.6,36.037,5.767,27.917,74.54,54.109,59.49,80.848,48.628,-1.47,29.866,-8.583,-23.768,-0.317,8.105,16.842,-1.305,0.555,-0.466,-21.883,-34.763,6.569,2.422,3.775,-0.13,-0.367,-1.255,8.389,-3.777,-2.516,1.449,1.218,-0.103,-0.122,-0.461,4.671,3.395,-23.768,0.988,0.822,0.298,0.281,-0.254,4.714,8.394,3.34,1.604,0.934,0.172,-0.247,-0.669,6.157,24.565,17.905,1.644,0.966,0.04,-0.304,-0.694,20.883,33.331,3.438,2.236,1.351,-0.517,-0.655,-0.66,18.875,36.32,-29.038,4.172,2.928,-2.002,-0.251,0.997,-17.699,11.627,40.656,42.825,20.479,21.999,-1.586,34.909,11.281,165.828,13.76
20191007-1150-FRANKFURT_2-01-188,Fliffis B,-46.104,-383.706,209.69,128.679,711.547,236.233,59.964,74.644,-0.691,2.812,45.151,-66.712,-465.679,71.23,42.153,41.727,-37.612,6.275,-16.113,-151.592,-724.916,41.644,43.438,42.27,-42.035,5.873,-6.015,-113.702,-652.819,3.543,44.1,44.512,-43.549,3.689,-6.818,-59.253,-641.702,12.582,39.589,43.201,-37.263,4.237,-9.811,-56.879,-579.49,107.848,19.922,26.407,-14.61,7.33,-11.31,-54.55,-233.268,259.316,27.17,25.38,-14.57,10.723,-15.639,104.532,36.21,480.494,23.656,23.99,-13.796,-5.539,-17.497,-20.4,251.708,304.145,20.27,22.321,-16.584,0.229,-6.515,53.701,324.559,88.449,39.398,23.054,11.724,-2.97,35.309,80.525,323.68,-46.755
20190930-1616-FRANKFURT_1-01-167,Fliffis C,-65.417,-419.889,175.43,107.824,684.378,207.163,57.012,77.81,4.985,6.374,46.9,-42.943,-282.593,12.478,29.502,28.271,-27.616,-1.934,-6.667,8.373,-565.866,-12.306,51.27,42.956,-48.078,-3.022,-15.673,34.491,-644.755,-9.5,60.335,58.067,-54.394,-0.789,-26.161,17.365,-724.707,25.076,49.717,59.273,-36.626,3.948,-29.766,-87.66,-610.226,77.663,26.623,27.507,-9.864,9.038,-15.216,-20.141,-144.906,248.413,22.158,28.168,-3.086,-1.125,-12.242,-154.695,4.121,293.538,13.359,14.502,-5.447,-3.796,-11.477,-100.537,158.981,282.27,12.629,13.205,-8.011,-3.626,-7.5,-15.773,214.349,114.06,46.703,24.909,13.294,1.103,43.336,-0.4,240.209,-17.212
0115-CHARI-05-61,Salto B,0.817,330.679,-18.621,31.492,397.11,49.738,54.209,76.414,7.956,2.906,49.74,-6.417,125.462,4.252,15.611,15.13,-11.354,0.292,-1.037,0.963,-111.993,-8.469,15.681,16.58,4.926,0.266,-10.409,11.042,216.974,6.374,25.485,22.103,-15.342,0.117,-17.983,-18.449,518.731,-25.226,12.83,18.927,-11.026,0.643,-2.947,-2.595,338.436,4.145,4.708,4.87,-1.124,0.952,-3.471,-8.429,164.616,-1.62,5.628,4.688,-2.533,0.375,-3.941,22.437,152.936,11.371,4.48,4.406,-3.094,1.184,-2.281,11.123,100.66,-32.25,3.706,3.863,-3.061,0.485,-0.41,-0.256,103.357,-2.481,47.592,20.113,14.17,1.628,45.815,-3.049,94.116,-52.987
0609-1-01-612,Doppelsalto B,2.708,708.808,-23.975,73.867,739.358,53.605,52.23,74.546,8.024,0.361,46.308,14.052,267.776,-37.571,15.026,14.264,-7.174,-0.841,-7.577,17.375,-11.111,-23.665,14.793,15.628,-12.219,-1.168,-5.298,-36.405,224.125,-24.571,31.649,26.657,-31.043,-3.52,-1.133,-72.116,637.239,-4.229,34.224,32.614,-31.652,-2.942,-9.66,-64.174,691.241,6.154,40.051,38.878,-31.72,0.256,-22.763,31.256,750.136,23.982,21.777,30.297,-16.513,0.646,-11.097,70.759,479.381,-17.197,10.826,11.001,-3.832,-0.801,-9.202,31.105,173.683,-18.479,15.141,13.009,-9.299,0.723,-9.072,5.182,232.208,-29.03,49.017,25.07,13.517,0.749,41.909,17.163,289.361,-2.854
20190930-1153-FRANKFURT_1-01-144,Schraubensalto,50.134,109.881,400.445,169.367,256.861,424.184,50.976,72.439,4.822,-0.046,48.126,14.755,222.805,61.692,6.673,11.122,-1.348,0.762,-2.537,73.751,134.866,156.802,3.749,4.194,-1.44,0.34,-2.864,126.149,97.701,199.83,4.212,3.674,-4.047,0.128,-0.688,177.964,-1.209,273.592,9.156,7.3,-7.735,-2.673,-3.553,68.361,-172.586,348.814,12.785,12.077,-6.593,-3.154,-9.868,-94.613,-169.84,352.841,10.725,11.188,-4.353,-2.779,-9.271,-144.646,-1.641,346.107,7.951,9.153,-4.133,-2.285,-6.416,-66.157,121.225,256.323,8.781,8.154,-5.384,-1.344,-5.454,58.521,160.273,187.218,46.365,21.456,17.546,-3.359,39.345,47.049,171.976,-45.334
0609-4-01-574,Barani C,-5.951,-74.958,226.247,49.588,308.775,242.837,55.21,75.913,19.701,0.992,49.737,6.825,-88.071,-7.311,16.101,18.477,-10.112,-0.216,-0.865,37.345,-343.416,83.268,17.306,16.764,-16.195,0.113,-3.884,0.83,-439.69,129.675,10.693,13.066,-6.475,0.892,-8.373,-5.699,-138.952,220.125,10.149,11.113,-7.376,1.341,-5.296,18.493,26.952,255.725,7.566,7.571,-2.829,-1.23,-6.199,-64.505,42.299,262.315,5.289,6.26,-2.907,-2.343,-3.676,-37.459,119.476,168.9,4.071,4.111,-2.216,-0.609,-3.35,-4.565,108.188,94.491,6.343,5.478,-4.162,-1.058,-4.064,12.3,126.037,52.412,44.458,18.386,16.804,0.053,39.441,5.826,202.024,-6.174
0609-1-01-879,Von Bauch in Stand,-2.953,41.978,0.05,25.227,98.582,37.603,59.169,76.875,45.64,1.28,33.747,-10.818,-36.399,13.552,7.352,19.002,0.881,-0.518,-1.925,7.554,-59.12,-42.22,2.882,3.406,-0.927,-0.117,-0.294,-9.06,4.867,7.325,2.191,1.974,-1.226,-0.042,-0.834,21.195,-21.413,13.351,2.149,1.736,0.794,-0.539,-0.971,19.942,-24.924,18.876,1.982,1.569,1.182,-0.803,-0.186,3.015,18.373,-1.939,1.593,1.319,0.326,-0.096,-0.62,-16.025,69.906,-21.052,2.606,1.59,-1.474,0.541,-0.989,-17.146,82.259,-0.518,4.953,3.791,-1.972,0.542,1.442,-13.673,31.778,21.028,42.284,20.023,19.608,-1.951,35.567,-3.29,194.92,-7.104
20191001-1148-FRANKFURT_1-01-74,41/,-82.314,59.251,183.897,92.99,291.421,195.916,52.397,75.392,12.65,3.083,44.609,22.965,-203.714,25.408,9.073,14.965,-6.723,0.841,-4.649,-4.096,-158.574,99.721,7.622,8.62,-3.885,0.502,-6.358,-72.189,-146.187,109.412,10.195,8.689,-3.547,1.88,-9.174,-121.671,-172.374,202.693,11.065,11.202,-3.077,-1.527,-10.302,-151.707,-18.398,309.865,9.045,9.947,-3.378,-3.614,-7.556,-110.686,129.458,269.388,8.026,8.239,-3.584,-2.89,-6.555,-30.167,148.9,121.456,9.672,9.009,-7.142,-1.618,-5.614,-14.257,185.101,32.854,5.23,7.227,-4.279,-0.582,0.196,-9.05,288.994,2.71,44.965,16.444,5.303,1.304,44.394,-9.072,305.385,-8.798
20190930-1153-FRANKFURT_1-01-223,Fliffis Rudi C,84.46,-349.427,568.539,178.425,635.755,607.71,57.942,79.869,4.447,1.288,46.036,41.59,-348.429,22.013,35.749,30.481,-35.226,-0.553,-2.293,-43.529,-636.545,12.645,58.642,53.486,-55.223,3.195,-16.419,-24.202,-627.835,-29.6,44.788,53.602,-36.019,6.559,-24.399,-62.154,-539.647,189.957,32.224,33.384,-19.472,10.762,-18.383,-25.268,-135.731,611.829,25.321,27.263,-22.9,3.016,-1.943,310.753,12.173,770.579,28.427,26.011,-24.213,-4.538,-9.968,173.524,-294.147,785.913,24.766,28.388,-15.414,-5.642,-17.994,-65.91,98.826,554.499,16.689,18.064,-11.811,-0.146,-11.097,44.518,246.049,180.277,44.793,23.202,2.16,-0.14,38.643,98.315,345.72,-5.862
0115-JANEIKE-01-117,Salto B,22.366,358.588,-8.75,54.934,425.186,58.59,57.587,77.796,18.506,-2.762,51.408,10.51,163.58,-22.595,9.097,13.026,-4.227,-0.425,-2.522,2.055,-51.78,-49.438,7.78,7.971,-0.03,0.499,-4.116,-13.024,-44.519,-13.633,15.01,12.457,-11.753,-0.93,-5.628,-21.229,435.274,13.194,12.354,13.35,-10.974,0.311,-4.926,3.827,452.944,43.647,11.567,11.702,-9.048,0.014,-5.123,58.936,350.799,20.736,5.094,7.074,-4.381,0.477,-1.579,36.841,185.256,-3.081,4.437,3.768,-1.896,-0.264,-3.09,32.204,131.725,-37.392,5.482,4.78,-4.231,0.318,-0.696,-7.555,108.574,-14.707,45.54,19.412,20.605,-3.067,40.255,18.788,172.676,14.22
20190930-1153-FRANKFURT_1-01-224,Doppelsalto C,66.576,697.981,-7.355,70.424,698.709,74.806,51.028,73.206,0.467,1.692,48.435,23.648,255.162,-39.339,17.848,16.456,-5.631,-1.593,-15.312,26.557,49.127,2.053,34.416,27.277,-28.897,1.787,-15.659,53.005,458.722,-34.685,43.363,41.685,-39.074,3.706,-18.822,15.635,643.319,-6.547,52.166,50.884,-44.232,4.971,-26.867,48.788,714.308,59.69,50.289,50.549,-35.81,2.347,-29.984,80.95,710.886,23.293,26.504,38.598,-6.046,0.06,-5.82,36.532,345.735,-13.267,10.349,11.997,-4.143,-0.712,-9.525,0.578,195.119,6.999,12.697,11.628,-4.674,-1.08,-11.155,51.351,184.245,38.746,45.1,24.772,12.71,-1.761,37.914,20.491,224.7,-48.544
20190930-1247-FRANKFURT_2-01-86,Barani C,-111.381,-128.018,193.471,126.326,314.464,208.497,56.126,77.413,7.878,3.353,51.78,-38.553,-118.599,50.492,13.87,17.756,-11.789,1.24,-3.971,-80.541,-356.547,19.181,20.49,17.816,-16.286,3.103,-9.703,-81.627,-479.583,45.022,9.976,14.992,-5.141,1.454,-8.699,-89.585,-198.206,197.463,12.261,9.656,-3.749,4.259,-8.621,-10.429,9.992,169.02,15.506,16.815,-0.365,0.38,-4.103,-110.877,-11.757,161.864,6.746,8.539,-1.86,-1.353,-5.614,-126.68,47.077,176.424,5.448,5.538,-2.441,-1.751,-4.515,-51.736,83.801,153.473,5.301,5.831,-3.371,-2.173,-2.284,-25.756,104.618,66.686,39.592,14.486,4.87,0.109,39.037,0.558,225.702,70.817
20191001-1202-FRANKFURT_2-01-155,Salto A,-30.07,-351.426,-24.113,36.72,351.426,41.899,48.742,68.15,-11.612,-2.211,45.239,7.803,-255.977,25.511,8.413,15.353,1.191,-1.033,-3.486,-15.404,-194.058,2.675,8.857,8.631,-0.761,-0.263,-7.369,-28.401,-145.776,-35.252,9.91,9.643,4.355,0.23,-8.422,2.925,-231.851,-6.176,8.379,8.592,3.611,0.109,-7.412,-11.616,-245.344,-11.539,8.337,8.575,4.023,-0.415,-7.199,-8.526,-272.316,-5.602,8.655,8.281,4.154,-0.491,-7.421,-24.857,-189.269,2.834,9.184,8.914,5.975,-1.103,-6.85,-18.739,-168.872,-1.546,8.826,9.563,7.222,-1.62,-2.927,-40.441,-213.934,-3.501,43.126,15.789,-12.206,-3.184,36.156,-47.705,-263.708,-65.787
20191001-1202-FRANKFURT_2-01-185,Salto A,-29.022,-355.688,-14.011,39.472,359.967,60.312,59.352,75.374,-14.504,-4.85,52.024,-1.742,-304.565,32.489,12.169,20.82,2.308,-0.93,-1.58,-14.872,-190.923,-9.714,10.321,9.819,-1.241,-0.71,-8.714,-29.128,-132.342,-8.481,9.359,10.236,3.721,-0.307,-8.453,-16.848,-236.51,-21.237,8.158,8.581,3.273,-0.336,-7.484,-6.804,-240.578,-3.42,8.182,8.188,3.845,-0.787,-7.187,-15.627,-214.243,17.312,8.689,8.476,4.781,-0.914,-7.055,-25.596,-186.683,3.085,9.729,8.865,6.036,-0.696,-7.511,-21.544,-195.614,-10.508,11.224,11.231,9.761,-1.909,-2.878,-16.442,-253.947,-16.223,38.413,16.4,-10.373,-2.074,32.609,-28.603,-252.99,-43.581
0609-1-01-821,Bauchsprung,-0.251,-36.745,-11.973,24.555,124.298,42.175,48.585,64.114,7.48,-0.981,47.044,-0.327,27.165,-16.331,3.761,11.793,1.149,-0.05,-0.075,3.2,-36.093,9.418,1.226,1.625,-0.767,-0.071,0.289,-4.042,-40.51,-1.335,1.26,1.089,-0.867,-0.24,0.304,-7.268,-68.442,-11.428,1.793,1.277,-1.019,-0.389,0.237,9.43,-137.245,-24.166,3.061,2.476,-1.108,0.468,-1.805,22.088,-82.714,-7.279,2.314,2.1,0.734,-0.848,-0.866,14.775,-48.682,42.482,2.359,1.883,0.263,-0.229,-0.981,4.746,-30.402,-0.936,3.642,2.235,-0.514,-0.264,-2.178,-21.692,82.678,-12.193,54.75,26.551,43.367,1.483,32.134,-21.872,122.531,-40.965
0609-1-01-626,Doppelsalto C,17.395,698.613,-38.26,41.915,701.482,55.821,48.564,66.105,9.316,-0.962,44.869,15.924,271.875,-10.454,16.625,17.55,-3.97,-0.729,-14.003,17.829,88.53,-21.342,36.701,27.785,-31.135,-0.747,-17.188,-6.54,476.383,-25.974,57.064,51.335,-51.49,-1.925,-22.899,-28.206,822.44,-30.296,57.601,59.454,-45.086,-0.229,-33.861,23.279,859.958,2.22,33.071,42.92,-25.113,0.539,-17.625,35.845,554.084,-18.311,11.335,15.93,-4.981,-1.349,-8.898,50.436,332.799,-17.324,14.5,12.366,-5.409,-1.746,-11.831,-0.061,193.31,-54.516,14.372,14.66,-10.154,-0.332,-9.355,0.479,291.179,-24.067,42.569,21.647,10.577,0.396,31.889,-7.597,238.618,-21.838
0609-1-01-464,Doppelsalto B,5.158,702.831,-28.053,66.956,726.82,62.222,51.939,73.52,8.29,1.472,47.294,8.097,261.528,-17.162,15.877,14.127,-6.593,-0.575,-7.831,11.732,3.866,-36.04,16.956,17.688,-15.013,-0.936,-5.254,-41.544,254.522,-4.7,33.896,28.933,-33.415,-2.336,-1.111,-38.923,668.751,11.939,40.701,36.271,-33.873,-1.96,-19.355,-36.525,802.017,9.034,45.918,48.188,-34.793,0.643,-27.086,56.139,726.785,17.038,12.103,21.782,-8.161,0.046,-7.932,70.533,397.412,-33.62,10.288,9.291,-2.614,-0.874,-9.13,21.437,188.874,-31.076,13.628,11.244,-5.553,-0.724,-10.539,-13.51,164.647,-47.408,45.14,22.656,14.382,1.49,36.119,-7.83,248.053,-14.652
20191008-1207-FRANKFURT_2-01-89,Salto A,38.408,343.646,-38.043,42.511,354.938,56.765,54.425,77.176,7.166,11.804,49.877,23.705,277.994,-69.571,5.749,11.959,0.836,-2.045,-2.785,7.532,126.609,-27.69,9.162,7.905,-0.096,-1.064,-8.323,6.847,131.54,-23.983,7.098,7.687,-2.835,-0.646,-6.459,9.522,218.371,-9.642,6.538,6.594,-2.456,-0.426,-6.024,28.231,228.635,-7.269,6.547,6.498,-2.269,-1.01,-6.027,36.824,210.207,-16.019,6.328,6.519,-2.996,-0.993,-5.374,28.761,177.033,-22.391,7.074,6.545,-3.58,-1.239,-5.92,13.912,145.808,-25.855,7.457,7.659,-4.489,-0.476,-5.403,13.592,186.877,-24.155,42.84,16.253,5.97,3.371,37.06,56.76,310.487,1.015
0609-1-01-762,Doppelsalto C,29.797,709.027,-34.277,59.679,709.027,54.349,48.38,65.065,6.688,-2.134,45.646,38.116,268.511,-13.923,10.876,14.564,-1.706,0.372,-8.255,20.795,67.892,-20.264,26.582,20.231,-18.954,-1.009,-16.046,-13.512,298.066,-13.055,48.192,40.988,-45.068,-1.473,-13.919,-18.062,735.883,-33.115,52.497,50.873,-47.114,-3.787,-21.953,-37.456,798.075,-31.175,51.129,52.411,-40.642,-1.453,-28.502,10.632,792.403,-9.83,23.311,34.217,-18.914,0.74,-13.502,50.13,470.317,-1.473,12.617,14.452,-7.984,0.016,-8.316,43.665,267.967,-19.374,10.189,10.204,-5.234,0.913,-7.784,47.646,243.778,-22.332,44.888,22.403,12.577,2.619,39.705,28.053,172.993,-34.325
20191003-1152-FRANKFURT_1-01-30,Salto B,-39.936,324.713,7.774,51.093,392.055,46.311,54.161,66.798,7.551,3.968,51.676,6.724,142.188,7.057,8.822,18.471,-1.881,-0.783,1.303,-14.239,29.095,-9.023,12.171,11.069,-9.31,-1.05,-5.485,-4.094,-149.215,-22.51,10.713,8.8,2.47,-0.475,-9.415,-20.934,297.201,40.853,32.791,24.393,-20.378,-2.748,-24.215,-80.134,652.741,8.845,25.078,33.627,-20.784,-2.812,-8.12,-89.585,466.441,10.102,5.061,9.63,-2.866,-1.116,-0.481,-30.433,128.432,40.601,4.633,4.341,-2.385,-0.835,-3.825,5.549,72.807,30.144,5.998,5.24,0.028,-0.942,-5.218,7.502,124.924,2.488,41.668,18.49,21.61,2.238,33.457,-24.237,174.726,-23.992
0827-BK2-02-38,Salto C,17.584,338.021,-61.771,37.933,357.504,68.162,53.168,75.347,12.838,1.588,50.192,32.543,97.368,-33.326,10.183,13.311,-4.812,0.367,-6.445,-3.165,-40.744,-36.774,16.538,11.474,-7.006,-0.906,-12.286,-25.649,312.192,-85.113,27.397,25.728,-23.331,0.825,-12.139,6.157,609.706,-22.787,9.565,16.614,-7.754,1.124,-0.555,41.332,293.69,-19.809,2.806,3.423,-0.287,0.689,-1.675,15.311,127.769,-28.238,3.686,2.604,-0.782,0.399,-2.722,13.347,86.775,-27.777,3.722,2.953,-0.918,0.055,-2.602,16.375,60.437,-42.579,4.806,3.758,-3.105,0.338,-1.797,-6.71,98.587,-13.703,46.246,19.965,14.679,-0.799,43.738,3.725,166.781,-18.689
0827-BK1-01-115,Salto A,11.447,352.305,-2.971,19.91,352.305,29.575,51.854,75.552,16.598,-2.502,48.265,2.423,185.624,-29.042,9.672,11.311,-0.579,0.01,-4.634,0.78,109.145,12.157,6.92,6.969,-2.122,-0.517,-5.787,10.434,177.887,-0.134,6.914,6.643,-3.818,-0.36,-5.059,4.92,193.247,-1.165,7.024,6.511,-4.296,-0.455,-4.797,-4.366,218.495,-7.433,6.105,5.957,-3.656,-0.072,-4.273,3.853,219.562,-2.951,6.165,5.466,-3.137,-0.075,-4.646,9.699,190.349,-1.394,5.442,5.353,-3.342,0.038,-3.702,10.378,174.107,4.426,7.704,6.043,-6.24,-0.143,-2.272,0.732,98.092,7.181,47.299,22.976,22.721,-2.673,39.02,18.004,186.69,5.954
20191007-1524-FRANKFURT_1-01-91,Fliffis- Rudi B,170.676,-324.763,579.513,255.718,722.005,618.597,67.599,84.061,-2.362,7.54,38.544,-69.763,-492.913,90.108,40.262,42.348,-37.459,0.513,-14.86,-50.531,-795.463,64.69,48.252,46.267,-46.639,2.16,-9.82,-34.425,-696.113,110.039,33.808,42.12,-30.6,4.063,-12.462,-58.789,-556.88,234.585,30.79,27.737,-22.763,13.882,-6.759,249.475,-171.481,688.336,40.153,36.642,-35.032,-3.403,5.589,508.763,0.208,932.111,39.554,40.905,-31.398,-15.989,-13.658,269.106,-282.795,846.753,22.54,30.491,-14.203,-8.684,-14.782,-8.072,248.946,494.822,19.825,20.88,-15.975,-2.797,-9.952,71.576,370.166,153.197,50.172,26.297,-2.598,5.704,42.36,165.757,407.65,-65.467
0609-4-01-15,Salto C,-4.957,373.398,1.255,21.847,391.305,30.194,49.688,73.092,26.468,1.325,38.371,-13.227,202.718,6.876,10.935,11.222,-5.291,-0.847,-7.377,-15.265,-7.573,9.09,17.515,13.713,-9.614,-0.521,-11.075,-4.699,465.841,2.874,14.769,18.921,-11.113,-0.685,-0.838,8.217,327.651,9.402,4.349,6.33,-0.557,-0.668,-3.779,-0.09,149.731,-0.579,3.476,3.595,-1.597,-0.597,-3.011,-2.031,142.774,-2.06,3.328,3.458,-1.607,-0.633,-2.83,2.766,130.618,0.868,2.878,2.911,-1.398,-0.566,-2.487,-0.637,99.162,2.77,7.053,5.168,-5.041,-0.576,-2.956,1.189,79.37,11.19,50.264,23.209,25.67,0.067,41.114,0.072,181.823,-34.427
0609-1-01-445,Doppelsalto B,13.374,699.213,-23.737,55.611,724.525,63.846,52.28,74.325,10.001,0.556,45.58,1.065,242.438,-6.087,16.839,15.777,-7.884,-0.955,-8.148,24.339,18.539,-18.142,16.961,17.333,-15.233,-0.439,-5.231,-19.171,262.053,-26.023,34.072,29.477,-33.549,-1.588,-0.311,-40.832,666.634,-8.674,38.326,35.627,-34.132,-2.348,-14.365,-28.052,755.286,-12.443,43.992,44.0,-34.572,-0.48,-25.373,31.272,718.874,12.772,17.831,27.52,-13.813,1.045,-9.811,57.604,468.059,-32.299,9.558,9.222,-3.728,-0.762,-7.963,28.464,153.475,-22.688,11.944,10.564,-5.011,-0.381,-9.769,3.544,212.246,-25.995,47.206,23.468,19.109,2.966,37.244,13.2,215.415,13.712
20191003-1152-FRANKFURT_1-01-106,Salto C,-12.284,329.804,-13.052,23.739,355.772,30.856,55.208,69.163,3.257,-0.165,53.345,-10.935,153.912,-13.449,10.322,18.512,-3.157,-1.349,-4.243,14.589,-35.775,-11.345,11.442,11.855,-5.742,-1.32,-8.835,-8.334,126.759,-4.747,22.58,15.851,-13.191,-1.225,-17.093,-37.149,576.176,2.558,22.995,28.453,-19.274,-1.561,-10.08,-9.737,477.991,4.801,4.54,8.236,-3.551,-0.733,-1.32,-7.707,202.552,-7.051,4.041,3.822,-1.822,-0.775,-3.478,-4.909,113.12,-7.282,4.059,4.26,-2.513,-0.611,-3.089,-2.293,100.333,-1.802,4.958,4.409,-0.311,-0.96,-4.072,-3.017,128.655,4.567,44.52,19.63,23.543,1.708,36.199,-8.317,123.733,-12.541
20191007-1524-FRANKFURT_1-01-145,Salto C,93.43,670.713,-68.125,112.4,712.774,108.357,47.054,68.853,0.849,7.688,39.168,121.288,339.635,2.568,14.002,17.409,-3.961,-1.082,-5.643,2.702,72.038,-80.909,22.81,20.495,-12.18,-0.656,-15.395,-22.628,8.919,-7.236,30.576,23.337,-30.206,2.155,-4.246,51.002,576.534,-34.464,43.132,40.979,-42.27,4.339,-5.833,89.527,712.163,-43.907,44.321,42.296,-38.402,3.03,-20.698,101.482,804.706,-40.09,46.931,50.004,-37.973,2.072,-26.587,137.126,712.91,-89.487,24.894,33.195,-20.461,0.496,-13.54,34.07,383.481,-60.759,17.189,19.085,-14.251,0.588,-6.321,32.162,293.978,3.679,50.55,23.928,15.86,1.047,41.35,51.549,356.328,-83.653
0609-1-01-131,Bauchsprung,1.635,-44.398,-6.697,16.98,133.013,34.649,47.509,67.855,2.566,-0.315,46.78,5.398,28.189,-21.832,3.732,8.951,0.893,0.058,-0.532,-15.218,-19.003,-2.415,1.155,1.357,0.175,-0.278,0.11,-0.898,-22.761,1.603,1.126,0.707,-0.273,-0.167,0.315,-0.159,-55.44,6.026,1.341,1.012,-0.862,-0.22,0.276,2.075,-77.096,-1.976,2.198,1.709,-1.596,-0.308,0.022,3.16,-152.531,-21.358,3.139,2.8,-0.093,0.145,-2.165,9.246,-77.219,-8.813,3.042,2.387,1.288,-0.331,-1.02,11.941,-52.399,24.745,4.249,3.51,-1.428,-0.555,-1.85,-7.846,73.322,14.478,53.615,25.464,43.238,-1.369,30.069,1.708,114.361,-25.358
