SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_Abs_I_x LapEnd,DJump_Abs_I_y LapEnd,DJump_Abs_I_z LapEnd,0-ACC_N,0-ACC_N_ROT_filtered,0-Acc_x_Fil,0-Acc_y_Fil,0-Acc_z_Fil,0-Gyro_x_Fil,0-Gyro_y_Fil,0-Gyro_z_Fil,10-ACC_N,10-ACC_N_ROT_filtered,10-Acc_x_Fil,10-Acc_y_Fil,10-Acc_z_Fil,10-Gyro_x_Fil,10-Gyro_y_Fil,10-Gyro_z_Fil,20-ACC_N,20-ACC_N_ROT_filtered,20-Acc_x_Fil,20-Acc_y_Fil,20-Acc_z_Fil,20-Gyro_x_Fil,20-Gyro_y_Fil,20-Gyro_z_Fil,30-ACC_N,30-ACC_N_ROT_filtered,30-Acc_x_Fil,30-Acc_y_Fil,30-Acc_z_Fil,30-Gyro_x_Fil,30-Gyro_y_Fil,30-Gyro_z_Fil,40-ACC_N,40-ACC_N_ROT_filtered,40-Acc_x_Fil,40-Acc_y_Fil,40-Acc_z_Fil,40-Gyro_x_Fil,40-Gyro_y_Fil,40-Gyro_z_Fil,50-ACC_N,50-ACC_N_ROT_filtered,50-Acc_x_Fil,50-Acc_y_Fil,50-Acc_z_Fil,50-Gyro_x_Fil,50-Gyro_y_Fil,50-Gyro_z_Fil,60-ACC_N,60-ACC_N_ROT_filtered,60-Acc_x_Fil,60-Acc_y_Fil,60-Acc_z_Fil,60-Gyro_x_Fil,60-Gyro_y_Fil,60-Gyro_z_Fil,70-ACC_N,70-ACC_N_ROT_filtered,70-Acc_x_Fil,70-Acc_y_Fil,70-Acc_z_Fil,70-Gyro_x_Fil,70-Gyro_y_Fil,70-Gyro_z_Fil,80-ACC_N,80-ACC_N_ROT_filtered,80-Acc_x_Fil,80-Acc_y_Fil,80-Acc_z_Fil,80-Gyro_x_Fil,80-Gyro_y_Fil,80-Gyro_z_Fil,90-ACC_N,90-ACC_N_ROT_filtered,90-Acc_x_Fil,90-Acc_y_Fil,90-Acc_z_Fil,90-Gyro_x_Fil,90-Gyro_y_Fil,90-Gyro_z_Fil
20191008-1207-FRANKFURT_2-01-364,Salto A,48.935,342.174,-87.658,50.904,344.94,98.19,55.357,71.92,8.35,19.467,49.098,33.681,264.008,-63.168,9.729,17.554,-1.63,-1.715,-3.843,34.182,170.182,-48.659,10.039,9.244,0.841,-2.661,-8.337,2.463,141.477,-53.633,8.639,8.959,-2.758,-1.54,-7.854,17.395,211.476,-58.202,7.877,7.764,-3.225,-1.277,-6.945,34.811,214.839,-54.941,6.964,7.508,-3.229,-1.667,-6.033,19.402,195.3,-41.943,8.186,7.652,-4.33,-1.607,-6.679,20.373,171.708,-27.469,9.159,8.633,-6.19,-1.583,-6.521,13.335,170.536,-27.198,8.603,10.128,-6.985,-0.808,-3.717,31.32,261.647,-45.773,42.949,15.741,8.244,10.394,38.411,92.369,339.186,-117.06
20191003-1152-FRANKFURT_1-01-104,Schraubensalto A,-44.108,202.311,-356.89,162.433,281.927,368.086,52.825,67.539,5.795,0.427,50.508,-40.832,233.392,-45.741,8.534,17.212,-2.467,-4.713,-1.958,-136.685,213.483,-164.878,6.006,5.365,-5.741,-1.117,-0.103,-178.811,57.554,-326.315,14.135,11.264,-12.948,1.864,-1.324,-188.634,-115.568,-425.558,13.824,14.573,-8.072,2.325,-10.663,73.821,-109.607,-472.133,12.911,13.679,-5.386,3.917,-10.692,143.551,93.409,-396.615,8.958,10.028,-3.243,1.926,-7.856,72.799,172.097,-201.305,10.828,9.596,-5.266,-0.233,-8.633,30.283,216.094,-40.867,9.317,10.414,-7.78,-0.15,-3.087,-18.386,254.27,-52.729,44.185,19.996,7.777,3.89,40.902,-26.96,180.423,26.637
20191007-1534-FRANKFURT_2-01-104,Schraubensalto A,89.035,190.669,335.873,171.395,266.508,355.733,53.409,68.237,4.783,9.965,50.226,7.847,263.329,0.005,6.596,15.213,-2.377,1.476,-2.951,112.185,225.966,114.097,7.117,6.176,-5.579,-2.034,-2.115,211.326,65.509,311.839,8.626,7.957,-8.162,-2.316,-1.451,260.28,-89.069,371.856,13.818,11.843,-9.761,-2.482,-8.367,31.739,-128.66,459.542,13.0,13.85,-6.387,-3.337,-10.841,-141.683,42.676,405.372,10.679,11.726,-5.421,-3.99,-8.175,-74.877,141.286,258.492,8.246,8.909,-5.257,-2.368,-5.721,23.297,165.832,122.557,9.493,8.829,-7.229,-1.642,-2.143,38.013,239.845,23.9,47.18,21.498,11.815,5.172,43.988,71.254,222.094,-25.152
0609-4-01-600,Barani C,-13.808,-71.418,229.805,49.434,315.849,242.231,52.83,74.875,11.686,0.962,48.768,3.804,-149.331,52.682,15.502,17.287,-11.346,1.36,-1.713,-37.511,-362.257,51.122,14.486,15.896,-12.666,0.869,-5.579,-30.715,-363.017,101.79,13.102,12.631,-8.426,2.554,-9.174,10.421,-107.872,178.997,8.969,10.411,-5.708,0.047,-5.949,-18.495,-62.643,304.972,8.023,8.84,-5.04,-1.006,-6.208,-44.946,72.548,277.482,7.308,7.376,-4.416,-1.356,-5.617,-17.458,138.681,191.366,6.576,6.813,-5.034,-1.421,-3.8,9.811,147.582,95.02,5.588,6.091,-4.99,-1.035,-0.594,28.196,164.897,63.104,44.342,18.499,18.404,-2.572,39.627,18.403,150.614,-15.656
0827-BK2-01-10,Salto C,0.292,331.756,-1.512,39.136,349.877,38.545,53.166,78.013,17.473,-4.292,47.928,-14.11,82.281,34.547,11.427,12.019,-6.94,1.697,-6.522,13.617,-34.064,-20.266,13.883,11.949,-6.525,1.506,-9.027,39.578,421.878,-15.18,23.714,19.487,-15.298,0.985,-5.296,-11.999,443.823,5.112,5.46,13.072,-0.575,0.929,-1.918,-19.012,145.414,-1.458,3.495,3.273,-1.247,0.887,-2.279,-9.798,114.833,-15.434,3.343,2.77,-1.96,0.554,-1.55,1.738,60.858,-7.404,3.735,3.082,-1.186,0.693,-2.696,11.072,62.774,9.818,5.609,4.259,-3.7,0.884,-2.762,-12.916,153.103,2.317,47.929,20.603,15.159,-0.63,44.041,5.309,180.597,0.858
20191007-1159-FRANKFURT_1-01-229,Barani A,-50.402,73.044,171.403,73.54,291.198,202.85,59.285,76.194,10.759,-3.169,53.609,22.345,-170.504,-20.608,9.854,19.367,-7.302,1.621,-4.285,12.499,-234.898,100.296,9.411,9.769,-5.776,1.475,-6.914,-62.863,-131.04,151.665,11.529,9.895,-3.788,1.162,-10.331,-136.654,-134.848,258.743,10.582,11.367,-4.449,-2.378,-9.035,-81.158,44.975,367.149,9.321,10.231,-3.456,-4.746,-7.031,-40.493,166.214,221.914,8.939,8.552,-5.246,-2.182,-6.721,-1.484,183.863,56.088,9.912,9.796,-8.395,-0.512,-4.767,7.145,235.578,-6.008,6.454,8.283,-5.24,-0.724,0.68,15.485,304.045,-34.264,51.287,20.609,16.601,-1.342,46.461,-52.903,200.259,-5.26
20191008-1207-FRANKFURT_2-01-141,Salto B,27.662,343.185,-27.756,44.99,419.242,56.069,52.112,74.798,-2.311,6.052,50.018,22.436,157.717,-33.045,11.282,14.814,-4.395,-1.642,-3.793,-5.701,-117.132,0.317,12.492,13.051,-5.651,-0.819,-4.805,-20.627,-61.316,-0.117,20.558,15.073,-2.252,-0.925,-16.028,14.079,462.728,-27.549,36.17,30.871,-26.868,0.568,-21.528,66.155,647.779,-30.362,13.274,25.156,-11.848,0.683,1.401,38.978,358.155,-40.062,4.963,6.003,-0.375,-1.124,-3.566,-1.434,118.697,-14.191,4.768,4.51,-1.824,-1.27,-4.062,9.564,72.032,-14.076,6.796,6.506,-3.134,0.115,-2.787,9.081,109.38,-8.059,44.927,16.718,11.923,4.25,42.125,25.076,253.118,11.099
20190930-1247-FRANKFURT_2-01-88,Barani C,-91.429,-131.234,188.133,95.999,318.435,195.76,55.707,75.851,8.916,3.593,52.238,-25.5,-106.914,36.61,15.255,18.656,-11.705,0.068,-4.118,-59.772,-345.558,29.048,19.288,17.354,-16.282,1.989,-8.719,-71.43,-494.17,22.551,10.362,15.061,-5.746,1.764,-8.34,-36.382,-244.01,152.456,11.233,9.018,-3.342,4.188,-9.064,-20.362,30.26,188.194,16.441,17.373,-2.479,-0.505,-2.976,-87.574,-12.377,172.903,6.443,8.73,-1.191,-1.43,-5.564,-102.183,27.294,190.444,5.439,5.389,-1.977,-2.127,-4.532,-49.315,91.106,152.526,5.216,5.616,-2.734,-1.864,-3.19,-42.348,124.935,88.156,41.695,16.434,8.603,1.374,40.43,-18.0,211.779,61.031
20191007-1159-FRANKFURT_1-01-189,Barani B,22.636,-11.292,170.358,67.271,358.93,204.996,57.578,75.612,12.256,-0.635,50.541,8.791,-280.03,-12.033,20.839,26.522,-16.617,-0.68,-7.141,25.89,-487.438,40.67,8.01,13.295,-0.649,-1.982,-5.071,-42.313,-291.105,-5.822,11.565,8.176,-8.032,5.56,-3.955,71.461,-78.232,172.858,10.784,12.15,-8.906,0.469,-4.725,93.04,-7.658,455.339,8.493,9.372,-4.561,-4.302,-5.478,30.559,68.826,321.593,6.716,7.308,-4.078,-1.679,-5.042,9.59,148.173,96.143,9.525,7.911,-6.417,-1.316,-6.508,-22.896,266.669,15.255,11.109,11.639,-9.679,-1.58,0.949,-7.764,338.555,36.839,48.027,22.26,6.83,-1.834,45.985,-25.502,254.516,-59.389
0115-MORITZ-03-57,Salto C,-7.878,343.542,15.007,22.678,382.112,31.571,54.033,78.739,17.307,-2.655,48.657,4.492,91.188,0.164,11.895,12.726,-5.557,-1.125,-7.647,-0.167,-25.364,-0.66,14.451,13.468,-6.949,-0.652,-10.562,-38.774,488.89,34.397,21.321,21.695,-13.345,-1.077,-8.153,-7.702,338.482,19.462,3.868,6.771,-1.952,-0.547,-2.473,3.254,168.413,7.784,3.525,3.644,-1.467,-0.607,-3.106,2.611,159.401,6.736,3.336,3.369,-1.434,-0.615,-2.909,-0.228,144.21,0.515,2.52,2.737,-1.272,-0.545,-2.115,1.02,100.537,-0.374,4.788,3.645,-3.566,-0.797,-2.076,-5.732,16.663,13.863,48.992,21.154,24.224,-3.381,39.735,3.001,148.562,-11.132
20191007-1159-FRANKFURT_1-01-306,Salto A,9.77,337.336,-11.405,21.518,338.961,31.527,46.513,71.2,-1.959,-1.904,43.493,-9.508,295.887,2.115,11.302,14.553,1.742,-0.669,-3.221,31.338,198.955,2.916,8.913,8.896,0.993,-1.053,-8.523,0.696,182.981,-5.345,7.496,8.14,-0.986,-0.448,-7.348,4.528,214.597,-1.922,7.405,7.503,-1.747,-0.974,-7.011,13.038,219.046,1.304,7.001,7.031,-2.154,-1.181,-6.551,3.135,187.594,-2.234,7.399,7.396,-4.077,-0.603,-6.017,1.523,152.645,-19.877,6.87,7.09,-5.163,-0.44,-3.982,1.43,163.453,1.065,4.216,5.332,-3.655,-0.181,-1.093,7.272,243.614,-7.647,47.579,17.7,12.703,1.318,45.068,0.519,167.815,-12.039
0609-1-01-649,Bauchsprung,0.233,-42.446,-7.222,18.309,127.442,33.993,50.373,67.321,5.347,-2.498,49.128,-1.439,32.902,-0.353,4.197,11.431,0.836,-0.061,-0.207,0.68,-48.031,-4.735,0.998,1.344,-0.434,-0.058,0.06,-5.088,-45.13,-1.108,0.887,0.686,-0.5,-0.1,0.537,6.261,-80.455,-12.364,1.61,1.147,-0.926,-0.154,-0.338,2.486,-106.229,-3.03,2.41,1.81,-1.175,-0.321,-0.931,-4.431,-85.752,21.661,2.37,1.975,0.867,0.178,-1.241,-3.048,-62.581,5.47,3.584,2.51,0.104,-1.029,-1.301,18.961,-21.749,-0.487,3.425,3.29,-0.993,-0.377,-1.307,-9.732,81.194,-3.526,53.042,25.304,42.628,1.021,30.223,-2.038,102.1,-41.95
0115-JANEIKE-01-121,Salto B,11.9,342.048,-24.249,50.112,413.815,62.695,56.474,76.157,13.95,1.127,52.738,41.353,196.956,-28.339,8.361,11.732,-3.539,0.399,-2.369,-2.957,-96.887,-33.666,9.265,10.573,-2.57,-0.74,-3.038,-28.622,-58.873,-8.518,19.758,14.334,-5.79,-0.591,-14.474,-45.865,425.892,-34.005,28.036,26.544,-24.121,-0.461,-11.109,4.254,576.082,34.925,6.891,14.543,-6.497,-0.126,1.283,35.102,291.541,-21.32,2.443,2.359,-1.551,-0.012,-0.801,21.67,99.934,-17.223,5.538,4.009,-1.643,-0.729,-4.225,11.929,22.62,-3.353,5.573,4.85,2.645,-0.325,-2.184,2.65,95.677,17.891,45.169,20.582,24.336,-3.08,28.458,26.612,261.052,-36.381
0115-MORITZ-03-58,Voll- ein- Rudi- aus B,-549.865,-126.411,-744.918,589.217,605.469,767.432,67.952,87.171,7.433,-1.905,41.895,32.332,-300.945,-25.669,24.069,28.473,-18.097,-9.199,-10.565,-76.747,-422.844,-310.342,32.206,31.237,-28.009,-3.131,-5.954,-530.721,137.251,-784.946,47.503,40.638,-25.697,23.232,-21.199,-584.522,-420.518,-265.187,33.704,35.548,-16.303,-14.561,-15.492,-438.887,-154.137,-547.162,46.688,48.874,-36.819,-1.402,13.857,-697.499,119.757,-639.121,39.167,39.115,-29.225,10.881,-18.19,-412.443,-383.81,-581.778,26.286,32.375,-17.688,5.232,-17.533,-40.328,133.463,-518.024,21.381,19.96,-15.134,-1.461,-14.01,-58.013,267.022,-102.37,46.628,27.374,8.177,-1.979,32.755,19.206,384.719,1.389
0609-4-01-372,Fliffis B,-57.597,-44.545,249.708,94.478,626.008,262.178,62.812,83.862,10.117,4.021,43.369,-8.967,-341.613,72.518,39.763,36.699,-38.0,1.9,-1.83,-54.833,-699.199,40.226,32.234,37.951,-31.144,1.253,-6.05,-14.179,-455.837,51.978,20.954,23.151,-16.252,5.584,-12.154,9.234,-140.154,255.318,25.905,23.487,-14.532,1.093,-20.782,-160.79,7.837,440.95,22.513,25.084,-13.098,-3.754,-17.889,-107.387,290.09,299.855,16.675,18.033,-10.745,-1.66,-12.44,-9.538,302.131,108.743,12.867,13.732,-9.34,0.807,-8.799,13.219,269.472,36.106,13.369,12.91,-10.373,-0.432,-7.94,21.987,250.531,9.769,46.977,21.692,13.239,1.772,38.139,13.535,311.005,-15.433
20191007-1150-FRANKFURT_2-01-214,Fliffis C,-93.13,-419.396,189.693,117.027,655.991,219.76,61.301,74.251,4.13,0.971,49.836,-79.907,-397.41,21.631,36.192,39.063,-33.208,5.299,-10.348,-116.516,-633.359,25.191,46.502,40.944,-45.101,5.207,-9.446,-111.364,-606.068,0.247,55.556,51.906,-53.264,5.081,-14.311,-62.445,-644.934,-49.326,62.288,61.348,-55.793,3.739,-25.851,-23.362,-673.822,30.098,42.84,53.211,-29.158,8.974,-28.762,-97.571,-378.615,319.567,26.236,30.359,-9.545,3.586,-22.511,-100.679,-25.379,452.964,18.328,20.699,-8.58,-5.132,-15.094,-34.52,131.339,306.851,15.536,18.348,-12.454,-2.193,-6.684,-10.855,282.595,99.804,39.055,18.933,10.797,-3.627,34.395,54.591,308.096,18.923
20191008-1207-FRANKFURT_2-01-91,Barani A,-102.309,25.945,201.649,126.14,300.898,226.062,59.584,80.61,6.787,7.632,47.414,-47.251,-211.246,118.408,13.021,21.889,-3.982,0.689,-4.468,-86.848,-184.298,83.176,7.703,8.662,-4.438,0.673,-6.083,-53.897,-142.42,42.942,9.112,7.955,-2.968,0.78,-8.388,-100.631,-174.547,116.839,9.743,9.917,-2.169,-0.17,-9.458,-156.778,-80.462,238.657,9.091,9.38,-2.733,-2.739,-8.155,-120.036,39.932,252.504,9.013,8.955,-3.146,-3.933,-7.36,-74.253,133.441,198.482,8.758,8.758,-5.152,-2.694,-6.723,-31.174,191.797,116.176,10.742,10.642,-8.629,-2.011,-2.937,3.152,276.542,45.463,43.606,16.879,5.82,2.806,41.964,50.88,327.378,5.507
20191003-1152-FRANKFURT_1-01-28,Cody C,-41.946,378.669,-7.891,55.654,450.85,35.057,67.282,87.102,46.222,4.559,35.729,20.533,-125.103,8.978,21.856,28.59,-7.116,-1.12,-15.739,5.769,-52.362,32.072,32.984,24.182,-23.076,-1.619,-19.754,-36.946,529.535,12.19,29.881,37.396,-27.604,-3.201,-10.169,-46.468,589.385,-11.162,9.616,14.01,-6.454,-1.423,-6.06,-43.25,361.014,-11.023,7.905,7.991,-2.599,-1.413,-7.231,-31.964,227.599,-5.45,6.876,7.197,-2.906,-1.424,-6.043,-26.296,164.163,-14.913,8.575,7.532,-4.154,-1.404,-7.369,-19.786,145.91,5.185,7.719,9.077,-5.395,-1.821,-2.961,-29.953,192.642,2.396,41.038,17.693,13.391,1.526,37.534,-47.151,217.393,-28.569
0609-1-01-167,Von Bauch in Stand,7.437,37.292,8.631,24.997,66.109,33.847,59.733,83.911,47.808,0.652,31.729,7.638,-44.934,-1.192,6.855,13.196,-1.024,-0.175,-1.315,-0.282,-8.725,1.739,2.797,3.789,-0.721,-0.239,-0.405,-17.308,10.42,4.808,1.449,1.606,0.23,0.075,-0.53,-5.55,7.315,6.397,1.441,0.982,0.005,-0.529,0.01,8.793,18.812,19.329,1.696,1.023,0.322,-0.159,-0.895,16.411,28.705,15.893,1.859,1.308,0.203,-0.401,-0.695,10.867,33.634,-13.444,1.915,1.264,-1.072,-0.236,-0.474,9.016,20.651,-13.44,3.611,2.89,-2.538,-0.094,1.132,-4.239,5.85,22.579,45.11,21.44,22.423,-1.916,36.995,17.316,144.292,-0.077
0609-1-01-900,Bauchsprung,-5.656,-37.102,-8.543,26.796,125.806,29.983,49.377,66.474,5.287,0.525,48.163,8.349,32.34,2.664,3.191,10.829,1.116,0.494,0.32,-4.769,-25.372,8.527,1.861,2.022,-1.201,-0.357,0.035,-20.63,-80.454,-3.201,1.913,1.211,-0.908,-0.15,-0.914,-13.391,-115.158,-9.131,1.806,1.556,-1.038,-0.242,-0.01,-2.585,-108.404,-14.648,1.596,1.324,0.645,0.103,-0.196,9.623,-73.471,-14.772,1.713,1.585,1.13,0.019,-0.389,-0.746,-17.308,0.984,3.088,2.095,-0.637,-0.535,-1.888,18.332,-16.572,-0.216,2.852,2.44,-0.057,-0.721,-0.732,-7.18,90.572,-5.242,52.353,24.273,37.693,1.139,30.852,-17.479,102.116,-10.93
0827-BK2-02-22,Salto C,4.079,341.868,-51.268,30.802,361.52,60.863,54.256,75.891,12.464,4.008,51.131,24.352,101.969,-39.303,10.009,12.949,-4.892,-0.17,-5.894,-11.67,-42.323,-6.407,17.712,12.192,-8.681,-0.651,-11.365,-20.862,310.875,-78.261,24.086,23.639,-21.321,0.132,-10.102,-17.301,584.014,-30.908,12.058,18.351,-9.442,0.841,-1.134,13.8,319.035,-15.902,2.656,2.992,-1.421,0.322,-1.283,13.492,130.846,-25.394,3.178,2.48,-0.665,0.509,-2.256,15.431,105.713,-24.128,3.811,2.825,-0.964,0.478,-2.712,8.754,93.985,-38.537,5.072,4.005,-3.93,0.038,-0.569,-1.409,73.984,-16.955,44.591,19.418,15.001,0.864,42.853,-3.223,125.188,5.493
20191007-1524-FRANKFURT_1-01-114,Doppelsalto B,30.341,330.816,-30.893,49.169,344.957,59.562,53.617,77.843,11.084,8.512,49.623,-5.043,231.869,-80.846,10.268,15.614,-1.834,-1.716,-7.267,-1.245,21.651,6.98,10.569,10.779,-5.223,-0.52,-8.75,-15.859,149.005,-13.909,12.131,10.137,-7.863,0.024,-9.636,35.967,453.181,4.618,21.698,20.551,-13.313,0.087,-7.439,75.737,388.719,-30.242,5.481,10.395,-2.464,-0.862,-3.182,18.99,187.604,-27.985,4.604,4.711,-2.037,-1.201,-3.862,8.57,136.61,-21.39,5.424,5.054,-3.178,-0.801,-4.234,2.067,118.159,-13.658,6.46,6.213,-3.934,-0.105,-1.619,13.712,139.281,-2.159,44.042,16.738,18.788,5.564,38.683,64.165,200.155,-14.844
0827-BK1-01-81,Salto B,24.599,349.777,41.215,46.726,392.25,59.313,51.327,76.159,17.795,-3.939,46.774,14.69,98.382,-11.71,10.308,11.578,-7.913,-0.286,-3.685,9.022,-94.719,12.778,8.899,7.152,2.291,0.439,-6.653,-28.888,204.641,10.922,28.926,21.041,-18.491,0.881,-20.38,-15.996,570.017,58.197,18.2,28.447,-15.442,0.193,0.545,-6.622,349.925,63.359,4.392,4.266,-1.492,0.206,-3.222,14.912,144.26,37.071,3.758,3.418,-1.834,0.231,-2.597,43.58,135.656,31.483,3.826,3.299,-2.153,0.498,-2.572,33.876,93.705,11.442,5.28,4.626,-4.477,0.477,0.194,25.855,77.539,-7.026,44.879,20.15,23.516,-2.006,37.212,31.162,164.014,-1.809
0609-1-01-594,Salto C,13.268,365.329,-21.575,29.086,383.653,43.817,53.264,75.376,13.909,0.289,49.475,24.733,122.036,-5.723,9.125,11.507,-4.481,0.069,-5.918,-0.819,-29.98,-25.275,13.567,10.843,-3.609,-0.338,-11.392,-12.389,380.215,-29.351,22.641,20.481,-16.86,-0.172,-13.306,18.192,518.994,-11.142,7.002,13.19,-5.363,0.067,-0.901,21.974,299.545,-12.717,2.796,2.639,-0.62,-0.254,-1.768,6.961,132.991,-15.893,3.712,2.74,-0.41,-0.234,-2.857,6.79,55.835,-11.089,4.753,3.599,-0.54,-0.661,-3.859,4.837,74.975,-11.343,6.048,5.028,-3.76,0.027,-2.217,-11.092,131.334,6.471,43.829,18.856,14.027,-0.605,41.509,11.239,232.217,2.819
0827-BK2-01-57,Salto B,-0.769,342.338,-15.517,19.795,431.158,35.704,55.236,77.839,13.404,0.793,51.549,22.129,129.67,7.566,11.837,12.805,-7.972,0.536,-3.036,-4.967,-134.582,-4.362,12.123,11.319,0.335,0.128,-7.726,-4.501,106.832,-11.85,21.728,18.38,-16.988,1.476,-12.413,3.167,592.299,-16.994,17.35,21.698,-14.465,0.841,-3.668,-3.174,411.783,12.317,3.997,5.534,-0.558,0.771,-2.314,-0.407,110.448,-16.646,3.73,3.328,-1.681,0.782,-2.447,-0.582,92.448,-17.921,3.824,3.161,-1.761,0.73,-2.555,-6.325,83.29,-0.085,5.716,4.243,-3.393,0.556,-3.341,-0.923,115.584,-17.075,46.36,20.627,14.038,-0.67,42.892,-8.152,165.83,-10.942
0609-1-01-631,Bauchsprung,-10.027,-35.318,-16.898,23.098,125.716,40.113,47.252,64.52,7.499,-1.544,45.679,-0.205,38.385,16.292,3.628,10.955,0.603,-0.079,-0.389,-10.973,-34.38,8.727,0.892,1.492,-0.379,0.163,0.401,-10.561,-57.977,3.652,1.47,0.907,-0.72,-0.248,-0.187,-12.441,-99.991,-15.703,1.403,1.148,-0.918,0.023,-0.157,4.349,-90.885,9.908,1.668,0.979,-0.142,-0.307,-0.657,7.765,-71.287,-5.556,1.658,1.131,0.266,-0.099,-0.797,4.307,-45.429,-14.949,3.635,2.356,-0.194,-0.926,-1.197,-6.116,-38.213,1.571,3.955,3.664,-1.286,-0.192,-1.36,-30.274,85.543,-1.368,54.4,26.197,40.263,6.608,34.707,-0.422,112.388,-96.206
0609-1-01-618,Doppelsalto B,-15.879,708.939,-36.821,72.793,726.787,74.814,50.959,73.302,11.613,5.346,44.628,1.575,262.405,-80.939,14.275,13.447,-6.167,-0.788,-9.026,-18.373,59.955,-8.879,18.583,18.659,-16.486,-0.819,-6.459,-53.691,226.007,-8.882,35.243,29.257,-34.073,-4.718,-3.291,-68.52,668.52,7.282,39.343,37.079,-34.777,-3.431,-15.738,-47.781,737.402,20.771,48.349,45.902,-35.229,-0.56,-30.824,39.582,751.829,-11.227,21.137,33.765,-17.311,0.149,-11.035,49.958,505.788,-50.013,12.61,11.122,-3.978,-0.942,-11.033,19.614,196.873,-47.656,14.597,13.496,-8.008,-1.257,-10.979,-20.109,230.034,-15.026,42.989,21.9,11.41,2.051,34.239,9.195,254.664,-0.928
0827-BK2-01-98,Salto A,3.547,338.743,-17.421,25.742,338.826,30.517,53.877,76.811,11.817,-2.4,50.504,13.664,169.021,8.514,8.194,10.933,0.605,0.427,-4.045,16.903,69.765,-5.436,8.119,7.48,-3.661,0.689,-6.158,15.788,180.907,-34.272,6.481,6.539,-3.78,0.714,-4.287,-15.523,230.055,-18.045,6.502,5.786,-3.161,1.186,-4.779,-6.742,215.648,4.919,6.076,5.652,-2.887,0.992,-4.523,1.925,201.482,-0.724,5.888,5.285,-2.745,0.862,-4.41,13.585,167.466,-17.145,5.679,5.109,-2.869,0.73,-4.11,-10.144,147.192,-13.826,7.164,5.982,-4.926,0.568,-4.046,-4.78,129.722,-2.707,47.865,22.354,11.285,-0.517,44.039,-7.163,165.791,-4.289
20191008-1207-FRANKFURT_2-01-60,Salto A,19.21,339.345,-75.377,36.234,349.09,89.85,48.756,74.234,5.288,12.964,42.602,0.329,207.423,-89.886,7.62,12.237,-0.604,-1.221,-1.348,-3.149,97.433,-24.291,10.77,8.928,-0.986,-2.043,-9.428,-9.887,74.288,-1.134,10.934,10.791,-7.208,-1.108,-7.58,18.261,296.203,-14.858,6.676,8.465,-5.338,-0.772,-3.685,19.909,260.02,-50.665,4.974,5.25,-3.232,-0.666,-3.808,28.309,176.262,-41.096,6.25,5.791,-2.789,-1.75,-5.192,2.085,158.22,-54.429,7.538,7.058,-4.786,-0.773,-5.536,-11.67,170.643,-9.713,7.307,7.639,-5.046,-2.199,-3.927,9.337,247.189,6.681,47.37,18.663,8.209,6.896,38.58,57.614,313.311,-122.2
0115-JANEIKE-01-21,Salto B,19.451,345.637,-33.141,47.954,393.743,64.208,54.356,75.409,12.986,0.36,50.697,52.161,201.56,-40.043,8.608,11.712,-4.059,0.523,-2.336,0.175,-51.027,-24.922,8.115,9.696,-2.771,-1.189,-3.773,-10.707,6.459,-8.307,20.069,13.513,-5.444,0.562,-13.695,-19.027,433.775,-22.631,21.303,22.835,-18.137,-0.379,-9.3,38.973,495.723,-4.664,6.989,11.507,-5.911,-0.169,-0.612,42.422,267.071,-46.908,4.118,3.559,-1.303,-0.228,-2.811,23.833,107.295,-18.636,4.711,4.059,-1.14,-0.545,-3.655,-4.855,120.738,1.327,6.776,5.378,-4.737,0.945,-1.417,-21.318,115.555,7.888,47.766,21.126,23.757,-1.65,40.646,2.731,136.886,-14.346
20191007-1150-FRANKFURT_2-01-110,Salto A,19.35,353.164,-11.94,25.739,353.918,33.695,44.782,63.953,0.146,0.358,40.764,21.681,279.89,-34.663,10.444,16.473,-4.23,-0.042,-2.733,27.621,219.607,-12.928,8.645,7.438,3.006,-0.804,-7.089,5.44,142.461,-8.211,9.494,9.528,-2.069,-0.413,-9.144,-5.87,254.039,-8.988,8.505,8.942,-1.575,-0.35,-8.329,-1.813,257.643,2.36,8.607,8.435,-2.664,-0.561,-8.065,6.205,181.815,8.251,8.767,8.68,-3.834,-0.706,-7.91,1.442,159.75,-1.992,11.21,10.192,-7.617,-1.079,-7.32,1.721,187.028,10.595,8.373,10.489,-6.845,-0.467,0.763,16.44,251.736,24.96,46.153,20.514,13.515,0.014,41.599,48.67,242.64,-25.263
20191008-1207-FRANKFURT_2-01-187,Salto A,54.503,352.09,-26.502,56.991,355.891,55.553,52.006,76.434,-5.208,6.668,48.792,34.509,234.791,-39.146,10.776,14.825,0.409,-2.453,-3.809,19.332,86.272,-22.178,10.155,9.192,-0.824,-1.07,-9.193,11.844,96.798,-8.612,8.788,9.638,-5.212,-0.688,-6.815,43.321,248.463,-28.152,7.12,7.271,-3.9,-0.531,-5.731,26.633,242.73,-37.892,5.893,6.304,-3.063,-0.528,-4.884,11.181,203.558,4.215,6.775,6.438,-3.027,-0.998,-5.947,36.337,163.786,4.973,7.879,7.591,-5.013,-0.386,-5.913,30.54,195.46,-27.149,8.282,8.31,-6.509,0.815,-3.645,48.313,237.829,-24.779,41.724,15.452,3.859,2.952,40.273,53.149,319.413,25.661
