SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_Abs_I_x LapEnd,DJump_Abs_I_y LapEnd,DJump_Abs_I_z LapEnd,0-mean_ACC_N,0-std_ACC_N,0-mean_ACC_N_ROT_filtered,0-std_ACC_N_ROT_filtered,0-mean_Acc_x_Fil,0-std_Acc_x_Fil,0-mean_Acc_y_Fil,0-std_Acc_y_Fil,0-mean_Acc_z_Fil,0-std_Acc_z_Fil,0-mean_Gyro_x_Fil,0-std_Gyro_x_Fil,0-mean_Gyro_y_Fil,0-std_Gyro_y_Fil,0-mean_Gyro_z_Fil,0-std_Gyro_z_Fil,10-mean_ACC_N,10-std_ACC_N,10-mean_ACC_N_ROT_filtered,10-std_ACC_N_ROT_filtered,10-mean_Acc_x_Fil,10-std_Acc_x_Fil,10-mean_Acc_y_Fil,10-std_Acc_y_Fil,10-mean_Acc_z_Fil,10-std_Acc_z_Fil,10-mean_Gyro_x_Fil,10-std_Gyro_x_Fil,10-mean_Gyro_y_Fil,10-std_Gyro_y_Fil,10-mean_Gyro_z_Fil,10-std_Gyro_z_Fil,20-mean_ACC_N,20-std_ACC_N,20-mean_ACC_N_ROT_filtered,20-std_ACC_N_ROT_filtered,20-mean_Acc_x_Fil,20-std_Acc_x_Fil,20-mean_Acc_y_Fil,20-std_Acc_y_Fil,20-mean_Acc_z_Fil,20-std_Acc_z_Fil,20-mean_Gyro_x_Fil,20-std_Gyro_x_Fil,20-mean_Gyro_y_Fil,20-std_Gyro_y_Fil,20-mean_Gyro_z_Fil,20-std_Gyro_z_Fil,30-mean_ACC_N,30-std_ACC_N,30-mean_ACC_N_ROT_filtered,30-std_ACC_N_ROT_filtered,30-mean_Acc_x_Fil,30-std_Acc_x_Fil,30-mean_Acc_y_Fil,30-std_Acc_y_Fil,30-mean_Acc_z_Fil,30-std_Acc_z_Fil,30-mean_Gyro_x_Fil,30-std_Gyro_x_Fil,30-mean_Gyro_y_Fil,30-std_Gyro_y_Fil,30-mean_Gyro_z_Fil,30-std_Gyro_z_Fil,40-mean_ACC_N,40-std_ACC_N,40-mean_ACC_N_ROT_filtered,40-std_ACC_N_ROT_filtered,40-mean_Acc_x_Fil,40-std_Acc_x_Fil,40-mean_Acc_y_Fil,40-std_Acc_y_Fil,40-mean_Acc_z_Fil,40-std_Acc_z_Fil,40-mean_Gyro_x_Fil,40-std_Gyro_x_Fil,40-mean_Gyro_y_Fil,40-std_Gyro_y_Fil,40-mean_Gyro_z_Fil,40-std_Gyro_z_Fil,50-mean_ACC_N,50-std_ACC_N,50-mean_ACC_N_ROT_filtered,50-std_ACC_N_ROT_filtered,50-mean_Acc_x_Fil,50-std_Acc_x_Fil,50-mean_Acc_y_Fil,50-std_Acc_y_Fil,50-mean_Acc_z_Fil,50-std_Acc_z_Fil,50-mean_Gyro_x_Fil,50-std_Gyro_x_Fil,50-mean_Gyro_y_Fil,50-std_Gyro_y_Fil,50-mean_Gyro_z_Fil,50-std_Gyro_z_Fil,60-mean_ACC_N,60-std_ACC_N,60-mean_ACC_N_ROT_filtered,60-std_ACC_N_ROT_filtered,60-mean_Acc_x_Fil,60-std_Acc_x_Fil,60-mean_Acc_y_Fil,60-std_Acc_y_Fil,60-mean_Acc_z_Fil,60-std_Acc_z_Fil,60-mean_Gyro_x_Fil,60-std_Gyro_x_Fil,60-mean_Gyro_y_Fil,60-std_Gyro_y_Fil,60-mean_Gyro_z_Fil,60-std_Gyro_z_Fil,70-mean_ACC_N,70-std_ACC_N,70-mean_ACC_N_ROT_filtered,70-std_ACC_N_ROT_filtered,70-mean_Acc_x_Fil,70-std_Acc_x_Fil,70-mean_Acc_y_Fil,70-std_Acc_y_Fil,70-mean_Acc_z_Fil,70-std_Acc_z_Fil,70-mean_Gyro_x_Fil,70-std_Gyro_x_Fil,70-mean_Gyro_y_Fil,70-std_Gyro_y_Fil,70-mean_Gyro_z_Fil,70-std_Gyro_z_Fil,80-mean_ACC_N,80-std_ACC_N,80-mean_ACC_N_ROT_filtered,80-std_ACC_N_ROT_filtered,80-mean_Acc_x_Fil,80-std_Acc_x_Fil,80-mean_Acc_y_Fil,80-std_Acc_y_Fil,80-mean_Acc_z_Fil,80-std_Acc_z_Fil,80-mean_Gyro_x_Fil,80-std_Gyro_x_Fil,80-mean_Gyro_y_Fil,80-std_Gyro_y_Fil,80-mean_Gyro_z_Fil,80-std_Gyro_z_Fil,90-mean_ACC_N,90-std_ACC_N,90-mean_ACC_N_ROT_filtered,90-std_ACC_N_ROT_filtered,90-mean_Acc_x_Fil,90-std_Acc_x_Fil,90-mean_Acc_y_Fil,90-std_Acc_y_Fil,90-mean_Acc_z_Fil,90-std_Acc_z_Fil,90-mean_Gyro_x_Fil,90-std_Gyro_x_Fil,90-mean_Gyro_y_Fil,90-std_Gyro_y_Fil,90-mean_Gyro_z_Fil,90-std_Gyro_z_Fil
20191008-1207-FRANKFURT_2-01-240,Salto B,30.372,344.545,-17.818,51.261,406.912,50.742,48.948,37.514,73.553,19.557,0.969,2.88,2.088,2.892,46.392,34.676,8.86,7.182,115.589,44.357,-17.127,7.715,9.002,4.608,11.428,6.275,-5.019,3.206,-0.673,0.878,-3.462,3.246,1.635,3.721,-100.615,95.28,19.399,4.868,11.769,4.931,11.647,1.572,-2.386,9.6,-0.827,0.494,-3.38,2.277,-1.478,16.99,7.506,129.183,-4.748,19.132,21.902,5.506,16.129,4.37,-3.785,10.115,-0.178,0.842,-17.876,5.896,18.703,19.238,460.752,160.875,-1.015,7.916,38.887,12.569,35.478,6.732,-30.584,7.134,2.371,0.703,-18.793,10.057,93.882,10.186,665.771,44.206,-13.821,27.178,9.299,7.494,20.877,11.637,-6.435,5.293,0.241,1.309,3.419,3.285,49.412,19.938,267.009,130.305,-23.283,12.019,4.968,1.961,4.876,0.367,0.009,1.32,-0.693,0.201,-4.085,0.767,17.677,4.828,92.392,17.756,-22.451,2.344,4.682,1.045,4.454,0.373,-1.273,0.415,-0.983,0.332,-4.333,0.575,7.27,6.084,40.318,7.997,-36.272,9.066,4.052,1.555,4.737,0.429,-1.674,0.655,0.444,0.625,-2.612,2.065,-19.986,7.547,139.194,72.978,-14.555,27.581,48.665,43.567,17.987,18.981,11.383,11.687,0.738,4.321,46.4,37.543,-1.954,30.738,259.311,120.274,13.422,27.747
0110-MORITZ-01-31,Fliffis- Rudi B,-179.689,-250.617,-502.458,311.699,624.163,550.026,67.483,35.238,86.219,21.843,10.228,31.385,-2.585,3.69,43.487,44.55,35.71,41.884,-290.181,178.06,-4.354,63.444,39.143,8.403,36.719,3.782,-36.618,6.968,0.763,1.166,-14.04,1.871,-9.838,31.439,-722.24,64.676,40.682,8.42,39.099,13.659,45.618,3.92,-36.121,13.706,1.773,1.558,-10.095,2.148,-88.153,13.086,-663.898,151.169,-10.51,63.177,28.614,14.965,23.391,7.435,-19.718,8.683,-17.404,12.016,-4.103,2.916,-294.571,119.92,-94.113,82.395,-469.28,221.171,44.389,7.566,45.539,2.88,-37.596,7.136,-11.715,7.337,3.642,13.578,-371.859,77.823,175.689,102.065,-686.805,95.652,27.74,2.968,30.256,4.724,-23.419,2.312,7.86,1.723,1.803,11.399,-386.758,114.329,-286.01,104.666,-500.584,22.747,26.919,3.872,29.139,1.754,-13.817,5.252,6.265,1.182,-21.265,2.04,89.087,116.029,-89.816,136.047,-481.176,52.127,16.006,1.887,18.52,3.07,-6.912,1.298,3.859,2.06,-13.81,1.34,152.431,58.493,154.455,14.321,-310.471,27.513,16.726,1.15,16.065,0.449,-11.264,1.275,2.634,0.635,-11.595,1.054,-16.135,16.862,185.978,45.717,-87.662,75.066,48.841,39.074,26.057,14.107,10.192,23.916,-2.512,2.582,36.626,37.511,-11.638,10.883,377.277,95.532,-10.968,22.552
0609-1-01-624,Bauchsprung,-9.057,-41.704,-5.447,18.078,115.083,34.256,48.32,28.101,65.626,12.957,6.757,6.575,-0.541,0.243,46.896,25.389,2.058,7.177,31.91,44.256,-10.146,11.845,4.445,1.636,10.927,8.357,1.22,2.011,0.005,0.401,-0.922,0.967,-1.446,5.483,-43.44,23.54,9.199,11.013,1.38,0.4,1.796,0.839,-0.252,0.204,-0.417,0.217,0.135,0.333,5.132,3.711,-48.474,5.621,1.44,1.863,1.047,0.479,0.71,0.075,0.106,0.087,-0.012,0.156,-0.181,0.2,0.475,1.74,-66.726,2.059,1.69,5.314,1.538,0.506,0.886,0.206,-0.444,0.495,-0.105,0.194,-0.29,0.284,-5.633,3.845,-64.184,5.494,-9.488,8.91,2.159,1.242,1.547,0.412,-0.063,0.569,-0.063,0.532,-0.414,0.474,-11.935,7.513,-87.352,12.964,-6.749,6.799,1.713,0.546,1.587,0.505,-0.447,0.29,-0.168,0.295,-0.701,0.255,-0.352,1.33,-59.405,10.729,18.296,6.35,1.734,0.295,1.207,0.117,0.312,0.165,-0.55,0.263,-0.601,0.206,0.373,1.867,-44.513,7.284,-5.992,9.201,2.505,1.488,1.13,0.252,0.461,1.036,-0.497,0.128,-1.398,1.013,-5.349,10.077,41.729,48.912,-15.627,5.162,52.745,31.451,26.437,22.245,46.233,23.41,-1.301,2.125,22.46,17.645,-33.471,20.583,109.037,34.671,-7.465,31.736
20191007-1534-FRANKFURT_2-01-136,Barani A,-97.353,57.084,182.901,102.174,286.058,206.997,57.979,27.564,73.451,10.428,5.46,10.949,4.425,3.231,53.119,27.201,-26.283,8.386,-170.859,114.152,32.757,10.374,10.681,4.569,21.258,12.144,-6.427,2.021,0.205,0.422,-6.602,1.495,-14.331,2.349,-281.409,74.65,87.141,31.455,9.974,0.566,9.535,0.542,-5.871,0.892,1.494,0.242,-7.805,0.658,-39.045,17.243,-141.469,5.633,148.625,16.021,12.202,1.24,10.973,0.905,-4.617,0.252,0.938,0.595,-11.158,1.087,-137.28,31.706,-98.104,34.056,259.975,39.463,12.851,0.943,13.093,0.183,-3.558,0.305,-2.651,1.279,-11.773,0.784,-189.887,4.131,47.629,44.083,311.942,17.923,10.623,0.811,11.454,0.601,-3.528,0.196,-3.402,0.527,-9.388,0.427,-133.111,29.409,146.885,20.057,225.686,33.22,9.341,0.602,9.639,0.416,-4.233,0.459,-2.383,0.546,-8.043,0.255,-24.485,28.617,201.513,13.442,131.366,26.054,10.247,1.012,10.194,0.348,-6.734,0.878,-2.47,0.812,-6.728,1.525,-1.226,12.764,213.78,6.307,-6.316,33.14,7.4,1.614,8.675,0.758,-6.559,1.65,-0.398,0.542,-1.149,2.019,-33.415,7.392,203.837,8.451,3.903,20.583,42.608,32.288,17.938,13.555,4.744,2.472,2.55,5.322,41.153,27.965,-1.304,4.625,255.98,51.729,-31.641,18.132
20191008-1207-FRANKFURT_2-01-98,Barani A,-126.129,39.051,191.069,152.284,274.05,218.923,59.376,34.143,79.989,15.363,9.508,14.707,11.11,6.699,49.41,35.166,-67.303,82.092,-113.013,81.708,130.56,43.013,16.91,12.818,24.732,9.207,-2.343,5.584,0.534,4.48,-5.009,5.135,-121.864,32.285,-191.93,68.933,36.508,36.482,7.69,1.001,8.899,0.96,-4.671,1.677,0.424,0.526,-5.801,0.542,-73.122,9.614,-118.296,13.979,55.021,12.972,8.892,1.783,7.862,0.935,-2.038,0.79,0.964,0.84,-8.379,1.363,-121.845,24.099,-155.098,17.233,112.566,33.065,9.458,0.784,9.428,0.237,-1.827,0.461,-0.123,0.775,-9.099,0.358,-170.211,3.72,-65.1,34.952,183.751,28.342,8.556,0.697,8.969,0.471,-1.637,0.54,-2.463,0.461,-7.995,0.112,-151.795,18.862,25.211,20.981,252.575,10.247,8.71,0.759,8.741,0.139,-2.987,0.487,-3.308,0.441,-7.397,0.221,-90.478,16.954,128.647,28.35,222.623,31.639,8.354,0.485,8.516,0.176,-4.567,0.44,-2.464,0.056,-6.605,0.399,-19.923,15.903,178.062,3.212,109.586,34.276,10.237,1.603,9.823,0.959,-7.773,1.555,-1.527,0.318,-4.225,3.252,12.973,8.804,247.825,41.042,26.87,18.907,39.405,43.137,14.713,11.303,4.597,7.375,3.734,5.238,37.516,34.471,51.043,22.181,317.288,115.987,-5.404,32.979
0609-4-01-376,Salto C,-4.689,364.857,-4.029,22.922,384.372,30.265,50.545,37.947,72.738,23.267,25.705,26.087,-0.632,2.053,40.147,26.003,-3.201,6.035,230.469,71.602,14.277,9.347,10.421,2.07,11.936,3.104,-5.398,1.68,-0.813,1.392,-7.407,2.086,-6.987,20.497,-24.173,42.838,-1.694,16.709,13.814,4.129,11.895,0.798,-7.763,6.022,-0.587,0.425,-9.373,1.819,-8.146,6.018,441.337,124.14,9.08,12.761,16.027,5.726,17.794,2.801,-13.349,5.728,-1.0,0.712,-3.366,5.332,-2.546,8.139,378.464,92.462,-7.187,18.938,5.151,2.245,7.255,2.207,-0.66,0.493,-0.521,0.892,-2.549,3.041,6.123,10.832,140.342,10.671,5.505,10.107,3.728,0.208,3.816,0.124,-1.596,0.389,-0.634,0.086,-3.253,0.267,-8.676,2.5,142.08,3.227,6.126,4.077,3.204,0.32,3.369,0.231,-1.53,0.134,-0.822,0.213,-2.666,0.193,0.96,1.294,126.52,7.292,-0.662,3.977,3.156,0.379,3.158,0.06,-1.577,0.092,-0.709,0.264,-2.64,0.228,2.421,2.12,98.518,10.645,-6.319,1.243,7.174,2.654,5.395,1.911,-4.588,2.274,-0.558,0.576,-3.321,2.152,-9.586,9.887,82.68,17.503,11.374,9.937,49.725,45.012,22.52,17.987,27.303,20.98,0.71,2.759,39.843,34.789,1.913,14.217,179.951,89.799,-15.455,13.002
0609-1-01-159,Bauchsprung,-6.819,-36.702,-9.679,17.31,119.57,37.174,47.306,32.142,68.012,16.92,5.517,6.169,-1.521,1.318,46.124,28.922,0.195,4.24,47.167,20.46,-11.896,10.905,4.18,2.381,9.044,6.556,1.182,1.776,0.236,1.543,-0.341,1.003,2.973,3.713,-28.984,21.919,4.737,18.246,1.302,0.662,1.392,0.453,-0.015,0.335,-0.262,0.391,0.235,0.558,-0.97,1.201,-45.984,15.073,1.25,11.828,1.13,0.378,0.908,0.154,-0.206,0.206,-0.037,0.296,-0.122,0.18,0.114,2.392,-71.886,3.618,5.474,5.744,1.152,0.244,0.682,0.078,-0.402,0.102,-0.308,0.12,-0.027,0.111,-5.435,2.343,-77.14,2.19,-6.292,5.631,1.179,0.225,0.616,0.041,-0.387,0.122,-0.171,0.144,-0.199,0.129,-7.191,4.835,-72.793,4.743,-37.434,9.221,1.622,1.036,1.025,0.328,-0.067,0.309,-0.146,0.316,-0.546,0.434,7.996,4.646,-63.669,8.253,-18.173,14.669,2.043,0.448,1.549,0.124,-0.368,0.25,-0.248,0.087,-0.945,0.124,6.029,3.591,-36.658,12.022,9.487,7.492,2.676,1.227,1.492,0.435,0.048,0.725,-0.25,0.257,-1.815,0.83,-9.661,6.107,20.946,46.983,17.087,9.842,51.361,39.221,22.7,21.132,40.729,26.491,-1.363,1.763,29.375,25.728,-29.856,21.297,129.167,51.208,-10.89,22.731
20191001-1202-FRANKFURT_2-01-173,Salto A,-31.002,-361.716,-15.306,40.138,365.377,66.067,56.825,34.188,75.155,13.127,-14.054,13.749,-2.601,1.661,50.487,25.293,13.717,11.835,-292.25,57.541,18.072,56.032,11.638,4.816,19.824,9.308,2.091,6.648,-0.962,1.06,-0.586,2.924,-22.624,14.772,-146.361,50.636,-5.434,58.337,10.718,2.582,10.512,0.502,-0.767,3.811,-0.465,1.202,-8.86,1.766,-28.257,6.402,-120.36,37.382,-5.928,17.324,8.665,1.682,9.389,0.868,3.676,1.442,-0.155,0.545,-7.358,0.367,-22.016,9.022,-245.866,22.136,-22.014,8.933,7.959,0.411,8.043,0.127,3.644,0.525,-0.45,0.357,-7.009,0.421,-4.142,1.431,-233.208,14.809,-7.538,4.143,7.843,0.324,7.844,0.079,4.272,0.189,-0.688,0.259,-6.509,0.084,-6.623,1.654,-174.997,16.137,10.491,4.905,8.846,0.723,8.351,0.452,5.635,0.495,-1.075,0.4,-6.679,0.252,-10.21,2.035,-175.597,23.378,-16.13,6.364,10.226,1.004,9.517,0.443,7.419,1.005,-1.073,0.384,-6.812,0.253,-26.431,3.693,-253.789,14.536,-2.326,5.794,11.624,0.628,11.364,0.376,10.084,0.695,-1.877,0.227,-3.493,2.933,-38.677,7.046,-290.772,11.108,19.554,14.824,44.015,44.357,18.821,10.73,-12.214,15.216,-1.325,2.941,35.481,26.813,-43.555,25.997,-273.847,54.96,-48.159,51.345
20191001-1202-FRANKFURT_2-01-131,Salto A,-13.958,-369.489,-8.169,24.348,374.354,50.516,57.606,37.856,76.272,14.049,-17.662,16.833,-1.35,1.92,48.66,22.728,13.367,6.465,-281.626,74.959,29.057,28.59,9.466,2.323,17.572,9.745,0.89,3.973,-1.179,1.548,-0.004,3.813,-11.399,6.663,-89.06,60.784,7.222,31.26,9.753,1.956,9.89,0.254,1.633,1.678,-0.498,1.163,-8.164,1.157,-26.612,11.896,-75.612,30.301,-16.687,15.344,7.76,1.121,8.383,0.537,4.526,0.594,-0.128,0.449,-6.115,0.186,-1.327,6.686,-219.36,40.521,-25.23,3.168,8.577,0.37,8.036,0.363,5.883,0.474,-0.413,0.245,-6.107,0.114,0.309,4.198,-260.449,4.423,-16.323,6.057,9.63,0.5,9.19,0.341,7.002,0.481,-0.271,0.178,-6.519,0.112,-6.471,4.814,-235.98,6.802,3.127,4.119,9.382,0.849,9.528,0.264,6.885,0.527,-0.178,0.257,-6.486,0.263,-2.189,3.547,-278.476,18.511,-6.927,8.664,12.099,0.908,11.057,1.017,9.816,0.697,-1.235,0.372,-6.248,1.255,-2.04,2.14,-286.512,25.42,-15.689,10.479,7.726,1.34,9.763,1.713,6.519,1.539,-0.834,0.752,-3.643,0.34,-7.945,3.305,-257.634,25.846,5.928,14.634,44.524,41.176,17.614,13.399,-13.613,14.59,-3.068,3.005,35.966,29.94,-36.973,11.767,-293.925,65.321,-15.28,34.11
0609-1-01-550,Doppelsalto B,31.524,703.472,-20.723,80.993,725.197,68.921,49.303,37.393,72.814,22.204,6.652,13.558,3.075,2.276,43.753,35.412,12.793,16.248,278.415,74.834,-25.322,17.042,15.826,10.402,13.511,4.512,-7.299,3.82,-0.494,1.042,-8.651,8.756,8.351,9.412,18.802,108.061,-10.336,33.934,17.601,8.549,17.583,3.896,-15.551,6.817,-1.236,0.779,-6.506,3.22,-41.181,24.659,271.863,225.317,-29.839,17.266,37.468,2.03,32.42,6.737,-36.626,1.858,-2.659,0.616,-3.252,1.433,-56.269,7.31,694.865,13.679,12.394,12.31,44.163,8.577,39.798,3.812,-35.608,2.597,0.079,1.257,-22.818,7.37,35.829,41.451,816.413,45.308,28.028,32.997,41.294,11.399,46.894,2.724,-30.323,6.371,2.425,2.321,-26.452,7.797,106.101,31.652,703.342,64.174,-5.719,36.671,10.713,4.591,17.933,9.308,-5.644,5.691,0.618,1.501,-7.294,1.664,71.518,13.513,369.755,122.228,-32.599,21.268,11.577,3.143,10.024,0.885,-1.203,1.132,-1.334,0.511,-10.678,1.129,20.601,7.971,162.683,21.952,-23.847,5.721,14.723,2.088,13.075,0.724,-8.281,3.096,0.147,1.536,-8.908,3.37,-9.921,9.782,177.32,27.108,-32.755,14.718,47.703,40.438,23.956,15.687,18.016,19.221,0.264,2.169,40.935,34.51,18.012,13.884,219.109,59.485,11.467,15.829
20191008-1157-FRANKFURT_1-01-32,Salto A,3.22,340.708,-8.47,23.124,340.708,41.364,47.529,35.028,71.084,17.263,-5.436,3.116,0.207,0.854,43.927,32.766,7.479,6.66,253.152,38.277,-24.848,23.153,6.602,2.333,11.922,6.754,2.206,1.09,-0.655,1.604,-1.921,1.778,-2.771,10.957,224.719,51.88,-19.67,26.175,8.841,0.741,7.62,1.107,1.514,1.076,-0.387,0.46,-8.086,0.514,-17.681,4.95,182.135,24.565,-0.57,17.404,7.417,1.359,7.934,0.392,-0.623,0.375,-0.865,0.795,-6.998,0.545,1.673,5.847,229.173,2.467,17.862,4.939,6.074,0.868,6.552,0.425,-0.928,0.149,-0.973,0.596,-5.89,0.263,16.081,3.879,207.28,9.826,9.061,5.753,6.287,0.476,6.198,0.044,-0.956,0.191,-1.251,0.259,-6.003,0.17,-0.134,6.401,183.881,8.108,-13.03,5.362,6.829,0.569,6.507,0.226,-2.614,0.818,-0.557,0.656,-6.116,0.256,-0.797,5.605,136.371,13.705,-17.749,5.549,6.626,0.596,6.891,0.228,-4.882,0.438,-0.42,0.252,-4.014,0.962,8.281,6.085,135.544,17.973,23.631,12.477,4.846,1.115,5.512,0.449,-2.896,1.231,-0.65,0.383,-1.948,1.549,16.243,5.344,200.901,19.167,-16.232,14.351,44.425,39.81,16.564,15.635,8.066,5.08,0.276,1.087,42.837,34.756,-6.461,9.117,266.973,86.284,-8.099,33.63
20191003-1152-FRANKFURT_1-01-160,Fliffis C,151.706,-375.492,-182.555,171.363,614.219,192.95,57.827,28.829,75.245,12.764,6.184,18.764,-3.552,2.409,46.739,33.09,-15.812,15.99,-330.926,178.67,-19.212,29.14,39.416,8.813,36.255,3.817,-35.453,6.563,-0.589,1.213,-10.723,4.28,32.264,8.765,-722.06,46.918,-31.698,20.13,54.321,8.259,47.515,4.965,-53.007,6.885,-2.451,2.054,-9.965,3.438,55.968,7.903,-706.334,38.733,-2.943,14.903,63.542,3.531,62.272,1.755,-57.41,2.66,-11.544,4.076,-21.76,1.599,131.135,61.144,-745.016,27.166,-57.422,29.538,40.058,10.55,52.465,8.829,-27.078,12.347,-17.05,2.694,-22.419,1.269,240.49,34.302,-446.079,155.991,-117.133,31.161,22.974,6.854,27.114,3.023,-7.261,2.934,-11.581,5.35,-16.664,2.016,99.992,47.08,-72.944,62.231,-242.05,38.432,16.646,0.908,18.412,2.495,-1.564,0.859,-1.079,1.254,-16.015,0.518,212.051,17.113,54.022,34.336,-240.027,22.73,15.476,0.871,15.737,0.46,-6.007,1.269,1.56,1.038,-13.93,0.604,132.215,44.662,150.475,15.311,-209.923,11.493,13.527,3.394,15.344,0.925,-6.824,1.337,2.344,1.668,-10.9,2.535,56.069,21.284,234.134,57.641,-110.625,23.548,41.1,26.504,21.166,10.797,5.687,8.283,-0.27,3.155,35.435,25.712,-30.616,15.645,270.623,79.105,-65.918,48.544
0115-MORITZ-03-133,Voll- ein- halb- aus B,-340.424,-235.891,-479.534,397.395,611.777,514.138,68.418,28.799,83.664,15.914,1.865,27.043,-3.368,3.531,46.909,42.088,43.005,48.861,-249.86,214.813,19.062,73.244,23.925,8.355,32.48,9.572,-15.723,3.552,-7.501,3.412,-15.752,5.397,-10.272,87.196,-480.119,108.603,-214.444,174.486,32.251,4.247,28.832,4.85,-26.644,3.838,-8.392,6.565,-10.469,3.471,-457.823,98.181,34.714,245.678,-755.022,77.944,35.603,11.123,30.41,3.121,-25.88,4.407,17.395,11.962,-3.294,11.715,-728.077,88.471,-87.08,279.213,-380.312,129.388,50.973,4.152,50.523,3.897,-36.782,1.667,18.879,4.825,-27.82,6.013,-385.877,50.718,-697.451,58.514,-83.126,39.934,37.178,7.618,43.071,3.739,-34.046,6.297,9.344,4.931,-9.75,1.619,-239.429,74.317,-504.789,144.245,-282.963,121.426,23.131,2.112,26.027,3.079,-17.179,3.974,-5.338,2.022,-12.977,1.611,-78.726,10.137,-17.754,95.495,-534.68,66.612,16.834,2.147,17.866,2.094,-7.003,1.489,-0.605,0.914,-15.119,1.35,9.079,34.179,172.267,25.172,-329.719,44.958,21.626,2.325,19.904,1.423,-15.084,4.624,1.662,1.11,-13.354,4.018,-31.421,14.976,264.279,48.03,-38.122,71.702,52.149,36.272,30.54,12.371,11.722,23.028,-5.56,6.118,41.961,33.193,30.713,22.095,289.75,102.721,-4.996,49.171
0609-1-01-416,Salto C,40.584,357.682,-17.994,48.129,384.368,40.181,51.893,35.621,73.983,18.293,9.535,9.26,-2.322,2.898,49.835,31.22,19.599,3.974,144.975,36.135,-10.369,15.475,9.694,2.92,11.749,6.398,-4.923,1.505,0.008,0.636,-6.464,3.036,11.519,12.117,-52.958,50.688,-11.554,11.388,14.916,4.856,12.001,1.229,-6.209,4.398,-0.336,0.565,-12.224,2.7,-8.557,9.812,379.239,227.613,-45.788,40.312,24.414,2.747,22.536,2.794,-19.602,2.538,0.793,0.431,-12.617,1.977,33.082,7.692,563.46,49.435,14.822,7.623,7.935,4.637,14.248,6.228,-6.271,3.762,0.357,0.758,-2.917,2.868,54.165,7.694,311.271,74.468,4.749,6.614,3.174,0.833,3.076,0.618,-0.787,0.672,0.025,0.179,-2.258,0.452,40.873,2.362,162.664,22.396,-2.544,2.89,3.707,0.499,3.03,0.102,-0.406,0.199,-0.285,0.211,-2.963,0.16,23.824,5.669,111.933,11.379,2.073,2.963,4.374,0.549,3.503,0.172,-1.808,0.642,-0.135,0.154,-3.188,0.122,11.462,2.182,78.193,8.943,-19.942,14.876,4.774,1.116,4.49,0.382,-3.802,1.283,0.598,0.306,-0.307,1.358,8.337,3.379,54.34,7.414,-30.653,16.313,43.623,36.901,18.698,16.629,16.129,8.575,0.624,1.838,39.481,33.317,22.038,22.74,170.843,48.905,6.123,9.04
0609-4-01-346,Fliffis B,-125.152,-212.225,245.649,166.228,598.512,268.188,65.725,38.796,83.419,24.024,12.69,27.823,5.196,5.248,42.305,42.857,-11.575,42.8,-318.699,178.371,78.089,61.826,40.81,12.513,41.56,2.668,-33.204,10.737,0.47,2.051,0.142,6.399,-44.166,23.235,-683.532,32.157,0.324,26.726,39.92,4.232,41.406,0.495,-38.69,4.485,-2.743,1.324,-5.046,2.687,48.607,15.088,-592.538,26.523,28.768,30.408,19.293,3.047,24.847,7.367,-15.229,2.765,0.692,2.1,-11.741,1.287,26.077,15.27,-156.201,180.664,95.956,41.825,16.553,4.592,16.968,2.281,-11.214,1.199,2.169,0.725,-10.007,5.308,-92.042,60.993,-161.746,84.943,218.762,26.738,22.912,1.05,21.615,2.215,-9.078,0.526,0.395,1.756,-20.884,0.797,-242.092,13.03,-113.945,88.863,320.547,28.759,20.69,2.165,22.006,0.821,-8.312,0.703,-4.496,0.907,-18.242,1.935,-218.779,23.942,173.527,67.343,295.365,34.442,14.73,0.873,15.976,1.767,-7.941,0.373,-3.668,0.2,-11.965,0.723,-85.566,34.575,209.814,29.874,161.037,41.952,17.63,1.536,16.204,1.183,-12.674,2.778,-2.103,0.579,-11.139,1.868,-24.7,6.381,249.808,63.092,75.278,14.893,46.352,39.979,24.746,12.544,6.529,20.316,0.577,2.605,37.313,37.494,-0.89,9.126,336.716,96.904,12.388,17.408
