SprungID,Sprungtyp,Time,TimeInJump,ACC_N,ACC_N_ROT_filtered,Acc_x_Fil,Acc_y_Fil,Acc_z_Fil,Gyro_x_Fil,Gyro_y_Fil,Gyro_z_Fil,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_Abs_I_x LapEnd,DJump_Abs_I_y LapEnd,DJump_Abs_I_z LapEnd
0827-BK1-01-26,Salto C,104.348,0.4,9.17,10.28,-3.854,-0.594,-8.436,2.37,176.85,3.09,13.474,357.474,13.335,24.029,366.326,27.304
0827-BK1-01-26,Salto C,104.546,0.598,14.82,17.3,-13.741,-1.109,-7.08,-9.67,553.4,3.52,13.474,357.474,13.335,24.029,366.326,27.304
0827-BK1-01-26,Salto C,104.746,0.798,14.19,25.89,-10.504,-0.734,1.109,2.97,275.96,18.48,13.474,357.474,13.335,24.029,366.326,27.304
0827-BK1-01-26,Salto C,104.946,0.998,3.38,3.31,-1.565,-0.209,-2.87,10.16,152.21,9.1,13.474,357.474,13.335,24.029,366.326,27.304
0827-BK1-01-26,Salto C,105.144,1.196,3.56,3.35,-1.624,-0.188,-2.904,12.48,163.76,8.91,13.474,357.474,13.335,24.029,366.326,27.304
0827-BK1-01-26,Salto C,105.342,1.394,3.56,3.08,-1.741,0.354,-2.433,9.09,136.89,3.43,13.474,357.474,13.335,24.029,366.326,27.304
0827-BK1-01-26,Salto C,105.542,1.594,4.02,3.56,-3.595,-0.153,-1.499,20.81,68.68,9.01,13.474,357.474,13.335,24.029,366.326,27.304
0827-BK1-01-26,Salto C,105.742,1.794,3.56,4.87,-0.317,-0.258,1.239,4.15,94.52,1.98,13.474,357.474,13.335,24.029,366.326,27.304
0827-BK1-01-29,Salto C,109.922,0.002,112.15,71.29,37.225,-2.446,99.191,-11.59,86.09,-8.59,6.038,359.124,4.331,28.377,379.299,26.691
0827-BK1-01-29,Salto C,110.118,0.198,2.37,28.29,0.397,0.426,-1.525,16.09,-48.83,-4.83,6.038,359.124,4.331,28.377,379.299,26.691
0827-BK1-01-29,Salto C,110.314,0.394,8.7,9.7,-4.199,-1.64,-7.199,6.9,29.94,-17.65,6.038,359.124,4.331,28.377,379.299,26.691
0827-BK1-01-29,Salto C,110.51,0.59,16.93,16.11,-12.86,0.226,-9.624,-23.72,606.62,5.45,6.038,359.124,4.331,28.377,379.299,26.691
0827-BK1-01-29,Salto C,110.706,0.786,7.73,32.65,-15.646,-1.424,-0.497,-14.73,368.55,20.87,6.038,359.124,4.331,28.377,379.299,26.691
0827-BK1-01-29,Salto C,110.904,0.984,3.41,4.49,-1.432,0.826,-2.065,15.08,150.36,4.34,6.038,359.124,4.331,28.377,379.299,26.691
0827-BK1-01-29,Salto C,111.1,1.18,3.13,2.76,-1.024,-0.103,-2.585,4.84,126.78,0.77,6.038,359.124,4.331,28.377,379.299,26.691
0827-BK1-01-29,Salto C,111.296,1.376,3.04,2.74,-2.326,-0.17,-1.259,6.83,106.96,-0.84,6.038,359.124,4.331,28.377,379.299,26.691
0827-BK1-01-29,Salto C,111.492,1.572,3.9,2.56,-1.755,0.148,-2.565,6.74,65.88,-7.53,6.038,359.124,4.331,28.377,379.299,26.691
0827-BK1-01-29,Salto C,111.688,1.768,3.58,4.53,-1.737,-0.913,0.952,10.38,140.42,16.05,6.038,359.124,4.331,28.377,379.299,26.691
0827-BK1-01-32,Salto C,115.92,0.002,120.76,73.93,34.553,-2.408,104.135,5.68,103.5,-7.92,11.048,347.399,5.277,24.33,357.048,32.96
0827-BK1-01-32,Salto C,116.118,0.2,18.25,26.64,-4.494,1.536,-9.845,14.89,-29.16,27.96,11.048,347.399,5.277,24.33,357.048,32.96
0827-BK1-01-32,Salto C,116.314,0.396,9.78,8.7,-4.177,-1.139,-7.924,4.23,211.2,-18.4,11.048,347.399,5.277,24.33,357.048,32.96
0827-BK1-01-32,Salto C,116.512,0.594,14.44,14.02,-13.324,-0.684,-10.003,-6.3,477.44,-3.84,11.048,347.399,5.277,24.33,357.048,32.96
0827-BK1-01-32,Salto C,116.708,0.79,14.24,21.84,-7.679,-0.338,4.273,-4.17,260.63,21.14,11.048,347.399,5.277,24.33,357.048,32.96
0827-BK1-01-32,Salto C,116.906,0.988,3.31,3.27,-1.824,-0.044,-2.761,6.29,151.73,5.03,11.048,347.399,5.277,24.33,357.048,32.96
0827-BK1-01-32,Salto C,117.104,1.186,4.33,3.45,-2.148,-0.081,-2.705,18.7,148.6,8.93,11.048,347.399,5.277,24.33,357.048,32.96
0827-BK1-01-32,Salto C,117.3,1.382,3.57,3.29,-1.908,-0.221,-2.07,15.54,147.78,-6.58,11.048,347.399,5.277,24.33,357.048,32.96
0827-BK1-01-32,Salto C,117.498,1.58,4.26,3.13,-2.861,0.525,-2.5,-8.66,76.15,-6.06,11.048,347.399,5.277,24.33,357.048,32.96
0827-BK1-01-32,Salto C,117.694,1.776,3.98,5.86,-1.293,-0.813,1.818,4.91,90.36,11.51,11.048,347.399,5.277,24.33,357.048,32.96
0827-BK1-01-35,Salto C,121.842,0.002,109.93,67.75,38.828,-4.823,96.231,-8.55,105.36,6.93,-6.596,355.018,5.384,20.914,381.657,27.071
0827-BK1-01-35,Salto C,122.038,0.198,3.87,31.21,-2.053,0.192,1.137,7.54,-51.59,25.83,-6.596,355.018,5.384,20.914,381.657,27.071
0827-BK1-01-35,Salto C,122.234,0.394,9.28,11.72,-2.683,-0.649,-9.377,-7.33,152.51,-26.79,-6.596,355.018,5.384,20.914,381.657,27.071
0827-BK1-01-35,Salto C,122.428,0.588,15.58,18.01,-14.922,-1.322,-6.464,-19.36,539.8,21.68,-6.596,355.018,5.384,20.914,381.657,27.071
0827-BK1-01-35,Salto C,122.624,0.784,12.78,23.63,-9.044,-2.153,-1.051,8.97,272.83,-12.07,-6.596,355.018,5.384,20.914,381.657,27.071
0827-BK1-01-35,Salto C,122.82,0.98,5.22,4.06,-1.892,-0.474,-3.81,-1.68,175.87,3.2,-6.596,355.018,5.384,20.914,381.657,27.071
0827-BK1-01-35,Salto C,123.016,1.176,3.87,3.95,-2.148,-0.069,-2.877,-4.78,173.41,-2.12,-6.596,355.018,5.384,20.914,381.657,27.071
0827-BK1-01-35,Salto C,123.212,1.372,3.57,3.36,-1.704,-0.23,-2.353,-9.06,128.78,-1.98,-6.596,355.018,5.384,20.914,381.657,27.071
0827-BK1-01-35,Salto C,123.406,1.566,4.8,3.73,-3.329,-0.049,-2.722,-1.94,58.38,-2.46,-6.596,355.018,5.384,20.914,381.657,27.071
0827-BK1-01-35,Salto C,123.602,1.762,2.85,4.66,-1.349,-1.024,1.569,-4.86,123.23,31.11,-6.596,355.018,5.384,20.914,381.657,27.071
0827-BK1-01-38,Salto C,127.802,0.002,112.68,68.96,38.903,-2.648,98.227,-7.76,104.52,21.08,11.167,355.791,8.395,25.588,382.619,29.804
0827-BK1-01-38,Salto C,128.004,0.204,8.27,29.88,-2.419,1.58,-2.569,23.52,-63.07,20.97,11.167,355.791,8.395,25.588,382.619,29.804
0827-BK1-01-38,Salto C,128.204,0.404,7.03,10.35,-1.001,-1.047,-7.506,-1.75,125.8,-10.47,11.167,355.791,8.395,25.588,382.619,29.804
0827-BK1-01-38,Salto C,128.406,0.606,18.36,17.67,-14.943,-2.638,-8.091,-1.3,532.44,-15.57,11.167,355.791,8.395,25.588,382.619,29.804
0827-BK1-01-38,Salto C,128.608,0.808,15.52,29.66,-9.357,-0.405,6.757,-1.72,283.3,3.97,11.167,355.791,8.395,25.588,382.619,29.804
0827-BK1-01-38,Salto C,128.81,1.01,4.07,3.99,-2.493,-0.019,-2.211,18.1,161.32,-1.78,11.167,355.791,8.395,25.588,382.619,29.804
0827-BK1-01-38,Salto C,129.01,1.21,3.59,3.56,-2.298,-0.193,-2.163,-1.67,141.39,2.68,11.167,355.791,8.395,25.588,382.619,29.804
0827-BK1-01-38,Salto C,129.212,1.412,2.44,2.58,-1.585,-0.3,-1.343,9.19,108.77,3.88,11.167,355.791,8.395,25.588,382.619,29.804
0827-BK1-01-38,Salto C,129.414,1.614,4.02,2.61,-1.874,0.083,-2.673,-10.78,74.5,0.42,11.167,355.791,8.395,25.588,382.619,29.804
0827-BK1-01-38,Salto C,129.614,1.814,5.11,5.8,-3.308,0.223,3.001,0.98,122.66,8.64,11.167,355.791,8.395,25.588,382.619,29.804
0827-BK1-01-41,Salto C,133.902,0.002,117.17,72.29,42.828,-4.2,100.543,-10.26,69.49,10.14,10.878,351.395,7.673,22.553,358.179,26.344
0827-BK1-01-41,Salto C,134.102,0.202,14.41,27.08,-3.92,0.427,-7.854,19.06,-25.17,20.83,10.878,351.395,7.673,22.553,358.179,26.344
0827-BK1-01-41,Salto C,134.302,0.402,9.26,10.42,-2.434,-0.326,-9.642,-1.31,270.57,-20.2,10.878,351.395,7.673,22.553,358.179,26.344
0827-BK1-01-41,Salto C,134.502,0.602,12.7,13.64,-11.307,0.49,-9.412,0.24,456.52,20.78,10.878,351.395,7.673,22.553,358.179,26.344
0827-BK1-01-41,Salto C,134.702,0.802,9.23,19.44,-6.416,-0.223,1.918,7.0,221.4,14.16,10.878,351.395,7.673,22.553,358.179,26.344
0827-BK1-01-41,Salto C,134.902,1.002,4.8,4.13,-2.065,0.046,-3.31,6.93,170.9,5.24,10.878,351.395,7.673,22.553,358.179,26.344
0827-BK1-01-41,Salto C,135.1,1.2,4.2,3.48,-1.69,0.243,-3.117,15.94,165.21,9.14,10.878,351.395,7.673,22.553,358.179,26.344
0827-BK1-01-41,Salto C,135.3,1.4,3.67,3.28,-1.758,-0.054,-2.464,9.31,126.38,4.56,10.878,351.395,7.673,22.553,358.179,26.344
0827-BK1-01-41,Salto C,135.5,1.6,4.17,3.72,-3.376,-0.149,-1.544,13.86,69.19,-9.79,10.878,351.395,7.673,22.553,358.179,26.344
0827-BK1-01-41,Salto C,135.7,1.8,3.15,4.62,-1.189,-0.147,1.026,-2.59,109.98,9.4,10.878,351.395,7.673,22.553,358.179,26.344
0827-BK1-01-44,Salto C,139.82,0.002,108.39,68.21,36.279,-2.426,95.221,-7.72,104.77,4.23,-3.939,358.382,6.158,22.01,378.837,30.056
0827-BK1-01-44,Salto C,140.016,0.198,7.28,31.11,-3.507,1.486,-1.936,26.03,-55.17,24.4,-3.939,358.382,6.158,22.01,378.837,30.056
0827-BK1-01-44,Salto C,140.212,0.394,8.34,10.41,-3.545,-1.393,-8.596,0.34,162.0,-17.9,-3.939,358.382,6.158,22.01,378.837,30.056
0827-BK1-01-44,Salto C,140.408,0.59,15.12,17.77,-14.555,-1.08,-7.732,-8.69,532.55,10.65,-3.939,358.382,6.158,22.01,378.837,30.056
0827-BK1-01-44,Salto C,140.604,0.786,12.69,27.3,-9.89,0.032,0.27,7.13,288.04,22.18,-3.939,358.382,6.158,22.01,378.837,30.056
0827-BK1-01-44,Salto C,140.8,0.982,4.47,4.2,-2.118,-0.138,-3.472,-6.54,167.25,-5.61,-3.939,358.382,6.158,22.01,378.837,30.056
0827-BK1-01-44,Salto C,140.996,1.178,4.35,4.11,-2.069,-0.384,-3.386,4.57,170.96,0.17,-3.939,358.382,6.158,22.01,378.837,30.056
0827-BK1-01-44,Salto C,141.192,1.374,3.8,3.56,-1.842,-0.435,-2.333,-4.61,156.01,-6.17,-3.939,358.382,6.158,22.01,378.837,30.056
0827-BK1-01-44,Salto C,141.388,1.57,5.36,3.73,-4.268,-0.044,-2.178,-10.97,68.18,1.0,-3.939,358.382,6.158,22.01,378.837,30.056
0827-BK1-01-44,Salto C,141.584,1.766,3.46,4.51,0.667,-1.668,1.587,6.11,116.83,24.02,-3.939,358.382,6.158,22.01,378.837,30.056
0827-BK1-01-46,Salto C,143.72,0.002,104.32,67.51,49.473,-11.278,81.955,-31.72,40.83,0.69,-10.164,364.337,-1.337,28.583,369.394,27.871
0827-BK1-01-46,Salto C,143.888,0.17,6.64,29.24,4.767,0.621,-3.651,35.56,-12.23,-25.63,-10.164,364.337,-1.337,28.583,369.394,27.871
0827-BK1-01-46,Salto C,144.054,0.336,9.07,6.26,-7.569,-0.131,-2.592,13.23,278.36,-9.1,-10.164,364.337,-1.337,28.583,369.394,27.871
0827-BK1-01-46,Salto C,144.22,0.502,11.36,10.5,-9.787,0.122,-4.755,-7.25,313.93,-10.63,-10.164,364.337,-1.337,28.583,369.394,27.871
0827-BK1-01-46,Salto C,144.388,0.67,9.34,9.83,-8.949,-0.142,-2.282,-21.3,304.08,-3.34,-10.164,364.337,-1.337,28.583,369.394,27.871
0827-BK1-01-46,Salto C,144.556,0.838,7.22,8.04,-6.307,-0.377,-2.664,-11.12,254.66,1.91,-10.164,364.337,-1.337,28.583,369.394,27.871
0827-BK1-01-46,Salto C,144.722,1.004,6.91,6.51,-5.332,-0.588,-3.706,-2.92,261.9,-3.95,-10.164,364.337,-1.337,28.583,369.394,27.871
0827-BK1-01-46,Salto C,144.888,1.17,5.49,7.13,-4.944,-0.617,-3.153,-15.1,247.12,-12.55,-10.164,364.337,-1.337,28.583,369.394,27.871
0827-BK1-01-46,Salto C,145.056,1.338,7.76,6.7,-5.434,-0.239,-4.683,-24.54,273.74,1.63,-10.164,364.337,-1.337,28.583,369.394,27.871
0827-BK1-01-46,Salto C,145.224,1.506,2.74,6.3,-0.819,2.027,4.081,-12.24,206.23,57.88,-10.164,364.337,-1.337,28.583,369.394,27.871
0827-BK1-01-53,Salto B,383.358,0.002,115.91,71.91,33.493,-9.018,102.527,-9.32,112.5,8.86,10.431,355.795,28.329,40.762,405.605,52.652
0827-BK1-01-53,Salto B,383.56,0.204,10.74,26.68,-3.673,-0.396,-1.402,-1.68,-40.09,11.01,10.431,355.795,28.329,40.762,405.605,52.652
