SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_Abs_I_x LapEnd,DJump_Abs_I_y LapEnd,DJump_Abs_I_z LapEnd,0-ACC_N,0-ACC_N_ROT_filtered,0-Acc_x_Fil,0-Acc_y_Fil,0-Acc_z_Fil,0-Gyro_x_Fil,0-Gyro_y_Fil,0-Gyro_z_Fil,2-ACC_N,2-ACC_N_ROT_filtered,2-Acc_x_Fil,2-Acc_y_Fil,2-Acc_z_Fil,2-Gyro_x_Fil,2-Gyro_y_Fil,2-Gyro_z_Fil,4-ACC_N,4-ACC_N_ROT_filtered,4-Acc_x_Fil,4-Acc_y_Fil,4-Acc_z_Fil,4-Gyro_x_Fil,4-Gyro_y_Fil,4-Gyro_z_Fil,6-ACC_N,6-ACC_N_ROT_filtered,6-Acc_x_Fil,6-Acc_y_Fil,6-Acc_z_Fil,6-Gyro_x_Fil,6-Gyro_y_Fil,6-Gyro_z_Fil,8-ACC_N,8-ACC_N_ROT_filtered,8-Acc_x_Fil,8-Acc_y_Fil,8-Acc_z_Fil,8-Gyro_x_Fil,8-Gyro_y_Fil,8-Gyro_z_Fil,10-ACC_N,10-ACC_N_ROT_filtered,10-Acc_x_Fil,10-Acc_y_Fil,10-Acc_z_Fil,10-Gyro_x_Fil,10-Gyro_y_Fil,10-Gyro_z_Fil,12-ACC_N,12-ACC_N_ROT_filtered,12-Acc_x_Fil,12-Acc_y_Fil,12-Acc_z_Fil,12-Gyro_x_Fil,12-Gyro_y_Fil,12-Gyro_z_Fil,14-ACC_N,14-ACC_N_ROT_filtered,14-Acc_x_Fil,14-Acc_y_Fil,14-Acc_z_Fil,14-Gyro_x_Fil,14-Gyro_y_Fil,14-Gyro_z_Fil,16-ACC_N,16-ACC_N_ROT_filtered,16-Acc_x_Fil,16-Acc_y_Fil,16-Acc_z_Fil,16-Gyro_x_Fil,16-Gyro_y_Fil,16-Gyro_z_Fil,18-ACC_N,18-ACC_N_ROT_filtered,18-Acc_x_Fil,18-Acc_y_Fil,18-Acc_z_Fil,18-Gyro_x_Fil,18-Gyro_y_Fil,18-Gyro_z_Fil,20-ACC_N,20-ACC_N_ROT_filtered,20-Acc_x_Fil,20-Acc_y_Fil,20-Acc_z_Fil,20-Gyro_x_Fil,20-Gyro_y_Fil,20-Gyro_z_Fil,22-ACC_N,22-ACC_N_ROT_filtered,22-Acc_x_Fil,22-Acc_y_Fil,22-Acc_z_Fil,22-Gyro_x_Fil,22-Gyro_y_Fil,22-Gyro_z_Fil,24-ACC_N,24-ACC_N_ROT_filtered,24-Acc_x_Fil,24-Acc_y_Fil,24-Acc_z_Fil,24-Gyro_x_Fil,24-Gyro_y_Fil,24-Gyro_z_Fil,26-ACC_N,26-ACC_N_ROT_filtered,26-Acc_x_Fil,26-Acc_y_Fil,26-Acc_z_Fil,26-Gyro_x_Fil,26-Gyro_y_Fil,26-Gyro_z_Fil,28-ACC_N,28-ACC_N_ROT_filtered,28-Acc_x_Fil,28-Acc_y_Fil,28-Acc_z_Fil,28-Gyro_x_Fil,28-Gyro_y_Fil,28-Gyro_z_Fil,30-ACC_N,30-ACC_N_ROT_filtered,30-Acc_x_Fil,30-Acc_y_Fil,30-Acc_z_Fil,30-Gyro_x_Fil,30-Gyro_y_Fil,30-Gyro_z_Fil,32-ACC_N,32-ACC_N_ROT_filtered,32-Acc_x_Fil,32-Acc_y_Fil,32-Acc_z_Fil,32-Gyro_x_Fil,32-Gyro_y_Fil,32-Gyro_z_Fil,34-ACC_N,34-ACC_N_ROT_filtered,34-Acc_x_Fil,34-Acc_y_Fil,34-Acc_z_Fil,34-Gyro_x_Fil,34-Gyro_y_Fil,34-Gyro_z_Fil,36-ACC_N,36-ACC_N_ROT_filtered,36-Acc_x_Fil,36-Acc_y_Fil,36-Acc_z_Fil,36-Gyro_x_Fil,36-Gyro_y_Fil,36-Gyro_z_Fil,38-ACC_N,38-ACC_N_ROT_filtered,38-Acc_x_Fil,38-Acc_y_Fil,38-Acc_z_Fil,38-Gyro_x_Fil,38-Gyro_y_Fil,38-Gyro_z_Fil,40-ACC_N,40-ACC_N_ROT_filtered,40-Acc_x_Fil,40-Acc_y_Fil,40-Acc_z_Fil,40-Gyro_x_Fil,40-Gyro_y_Fil,40-Gyro_z_Fil,42-ACC_N,42-ACC_N_ROT_filtered,42-Acc_x_Fil,42-Acc_y_Fil,42-Acc_z_Fil,42-Gyro_x_Fil,42-Gyro_y_Fil,42-Gyro_z_Fil,44-ACC_N,44-ACC_N_ROT_filtered,44-Acc_x_Fil,44-Acc_y_Fil,44-Acc_z_Fil,44-Gyro_x_Fil,44-Gyro_y_Fil,44-Gyro_z_Fil,46-ACC_N,46-ACC_N_ROT_filtered,46-Acc_x_Fil,46-Acc_y_Fil,46-Acc_z_Fil,46-Gyro_x_Fil,46-Gyro_y_Fil,46-Gyro_z_Fil,48-ACC_N,48-ACC_N_ROT_filtered,48-Acc_x_Fil,48-Acc_y_Fil,48-Acc_z_Fil,48-Gyro_x_Fil,48-Gyro_y_Fil,48-Gyro_z_Fil,50-ACC_N,50-ACC_N_ROT_filtered,50-Acc_x_Fil,50-Acc_y_Fil,50-Acc_z_Fil,50-Gyro_x_Fil,50-Gyro_y_Fil,50-Gyro_z_Fil,52-ACC_N,52-ACC_N_ROT_filtered,52-Acc_x_Fil,52-Acc_y_Fil,52-Acc_z_Fil,52-Gyro_x_Fil,52-Gyro_y_Fil,52-Gyro_z_Fil,54-ACC_N,54-ACC_N_ROT_filtered,54-Acc_x_Fil,54-Acc_y_Fil,54-Acc_z_Fil,54-Gyro_x_Fil,54-Gyro_y_Fil,54-Gyro_z_Fil,56-ACC_N,56-ACC_N_ROT_filtered,56-Acc_x_Fil,56-Acc_y_Fil,56-Acc_z_Fil,56-Gyro_x_Fil,56-Gyro_y_Fil,56-Gyro_z_Fil,58-ACC_N,58-ACC_N_ROT_filtered,58-Acc_x_Fil,58-Acc_y_Fil,58-Acc_z_Fil,58-Gyro_x_Fil,58-Gyro_y_Fil,58-Gyro_z_Fil,60-ACC_N,60-ACC_N_ROT_filtered,60-Acc_x_Fil,60-Acc_y_Fil,60-Acc_z_Fil,60-Gyro_x_Fil,60-Gyro_y_Fil,60-Gyro_z_Fil,62-ACC_N,62-ACC_N_ROT_filtered,62-Acc_x_Fil,62-Acc_y_Fil,62-Acc_z_Fil,62-Gyro_x_Fil,62-Gyro_y_Fil,62-Gyro_z_Fil,64-ACC_N,64-ACC_N_ROT_filtered,64-Acc_x_Fil,64-Acc_y_Fil,64-Acc_z_Fil,64-Gyro_x_Fil,64-Gyro_y_Fil,64-Gyro_z_Fil,66-ACC_N,66-ACC_N_ROT_filtered,66-Acc_x_Fil,66-Acc_y_Fil,66-Acc_z_Fil,66-Gyro_x_Fil,66-Gyro_y_Fil,66-Gyro_z_Fil,68-ACC_N,68-ACC_N_ROT_filtered,68-Acc_x_Fil,68-Acc_y_Fil,68-Acc_z_Fil,68-Gyro_x_Fil,68-Gyro_y_Fil,68-Gyro_z_Fil,70-ACC_N,70-ACC_N_ROT_filtered,70-Acc_x_Fil,70-Acc_y_Fil,70-Acc_z_Fil,70-Gyro_x_Fil,70-Gyro_y_Fil,70-Gyro_z_Fil,72-ACC_N,72-ACC_N_ROT_filtered,72-Acc_x_Fil,72-Acc_y_Fil,72-Acc_z_Fil,72-Gyro_x_Fil,72-Gyro_y_Fil,72-Gyro_z_Fil,74-ACC_N,74-ACC_N_ROT_filtered,74-Acc_x_Fil,74-Acc_y_Fil,74-Acc_z_Fil,74-Gyro_x_Fil,74-Gyro_y_Fil,74-Gyro_z_Fil,76-ACC_N,76-ACC_N_ROT_filtered,76-Acc_x_Fil,76-Acc_y_Fil,76-Acc_z_Fil,76-Gyro_x_Fil,76-Gyro_y_Fil,76-Gyro_z_Fil,78-ACC_N,78-ACC_N_ROT_filtered,78-Acc_x_Fil,78-Acc_y_Fil,78-Acc_z_Fil,78-Gyro_x_Fil,78-Gyro_y_Fil,78-Gyro_z_Fil,80-ACC_N,80-ACC_N_ROT_filtered,80-Acc_x_Fil,80-Acc_y_Fil,80-Acc_z_Fil,80-Gyro_x_Fil,80-Gyro_y_Fil,80-Gyro_z_Fil,82-ACC_N,82-ACC_N_ROT_filtered,82-Acc_x_Fil,82-Acc_y_Fil,82-Acc_z_Fil,82-Gyro_x_Fil,82-Gyro_y_Fil,82-Gyro_z_Fil,84-ACC_N,84-ACC_N_ROT_filtered,84-Acc_x_Fil,84-Acc_y_Fil,84-Acc_z_Fil,84-Gyro_x_Fil,84-Gyro_y_Fil,84-Gyro_z_Fil,86-ACC_N,86-ACC_N_ROT_filtered,86-Acc_x_Fil,86-Acc_y_Fil,86-Acc_z_Fil,86-Gyro_x_Fil,86-Gyro_y_Fil,86-Gyro_z_Fil,88-ACC_N,88-ACC_N_ROT_filtered,88-Acc_x_Fil,88-Acc_y_Fil,88-Acc_z_Fil,88-Gyro_x_Fil,88-Gyro_y_Fil,88-Gyro_z_Fil,90-ACC_N,90-ACC_N_ROT_filtered,90-Acc_x_Fil,90-Acc_y_Fil,90-Acc_z_Fil,90-Gyro_x_Fil,90-Gyro_y_Fil,90-Gyro_z_Fil,92-ACC_N,92-ACC_N_ROT_filtered,92-Acc_x_Fil,92-Acc_y_Fil,92-Acc_z_Fil,92-Gyro_x_Fil,92-Gyro_y_Fil,92-Gyro_z_Fil,94-ACC_N,94-ACC_N_ROT_filtered,94-Acc_x_Fil,94-Acc_y_Fil,94-Acc_z_Fil,94-Gyro_x_Fil,94-Gyro_y_Fil,94-Gyro_z_Fil,96-ACC_N,96-ACC_N_ROT_filtered,96-Acc_x_Fil,96-Acc_y_Fil,96-Acc_z_Fil,96-Gyro_x_Fil,96-Gyro_y_Fil,96-Gyro_z_Fil,98-ACC_N,98-ACC_N_ROT_filtered,98-Acc_x_Fil,98-Acc_y_Fil,98-Acc_z_Fil,98-Gyro_x_Fil,98-Gyro_y_Fil,98-Gyro_z_Fil
20191008-1207-FRANKFURT_2-01-364,Salto A,48.935,342.174,-87.658,50.904,344.94,98.19,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283,101.844,60.425,18.966,30.318,87.602,77.774,167.628,-110.283
20191003-1152-FRANKFURT_1-01-104,Schraubensalto A,-44.108,202.311,-356.89,162.433,281.927,368.086,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352,88.179,61.268,17.642,6.61,81.387,-27.404,170.431,-9.352
20191007-1534-FRANKFURT_2-01-104,Schraubensalto A,89.035,190.669,335.873,171.395,266.508,355.733,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512,91.407,59.115,15.219,15.068,82.925,9.076,202.806,-13.512
0609-4-01-600,Barani C,-13.808,-71.418,229.805,49.434,315.849,242.231,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848,99.686,78.671,29.753,5.958,88.573,30.591,32.289,64.848
0827-BK2-01-10,Salto C,0.292,331.756,-1.512,39.136,349.877,38.545,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365,111.588,89.374,34.042,-8.237,99.157,-19.874,70.934,9.365
