SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_Abs_I_x LapEnd,DJump_Abs_I_y LapEnd,DJump_Abs_I_z LapEnd,0-Acc_x_Fil,0-Acc_y_Fil,0-Acc_z_Fil,0-Gyro_x_Fil,0-Gyro_y_Fil,0-Gyro_z_Fil,1-Acc_x_Fil,1-Acc_y_Fil,1-Acc_z_Fil,1-Gyro_x_Fil,1-Gyro_y_Fil,1-Gyro_z_Fil,2-Acc_x_Fil,2-Acc_y_Fil,2-Acc_z_Fil,2-Gyro_x_Fil,2-Gyro_y_Fil,2-Gyro_z_Fil,3-Acc_x_Fil,3-Acc_y_Fil,3-Acc_z_Fil,3-Gyro_x_Fil,3-Gyro_y_Fil,3-Gyro_z_Fil,4-Acc_x_Fil,4-Acc_y_Fil,4-Acc_z_Fil,4-Gyro_x_Fil,4-Gyro_y_Fil,4-Gyro_z_Fil,5-Acc_x_Fil,5-Acc_y_Fil,5-Acc_z_Fil,5-Gyro_x_Fil,5-Gyro_y_Fil,5-Gyro_z_Fil,6-Acc_x_Fil,6-Acc_y_Fil,6-Acc_z_Fil,6-Gyro_x_Fil,6-Gyro_y_Fil,6-Gyro_z_Fil,7-Acc_x_Fil,7-Acc_y_Fil,7-Acc_z_Fil,7-Gyro_x_Fil,7-Gyro_y_Fil,7-Gyro_z_Fil,8-Acc_x_Fil,8-Acc_y_Fil,8-Acc_z_Fil,8-Gyro_x_Fil,8-Gyro_y_Fil,8-Gyro_z_Fil,9-Acc_x_Fil,9-Acc_y_Fil,9-Acc_z_Fil,9-Gyro_x_Fil,9-Gyro_y_Fil,9-Gyro_z_Fil,10-Acc_x_Fil,10-Acc_y_Fil,10-Acc_z_Fil,10-Gyro_x_Fil,10-Gyro_y_Fil,10-Gyro_z_Fil,11-Acc_x_Fil,11-Acc_y_Fil,11-Acc_z_Fil,11-Gyro_x_Fil,11-Gyro_y_Fil,11-Gyro_z_Fil,12-Acc_x_Fil,12-Acc_y_Fil,12-Acc_z_Fil,12-Gyro_x_Fil,12-Gyro_y_Fil,12-Gyro_z_Fil,13-Acc_x_Fil,13-Acc_y_Fil,13-Acc_z_Fil,13-Gyro_x_Fil,13-Gyro_y_Fil,13-Gyro_z_Fil,14-Acc_x_Fil,14-Acc_y_Fil,14-Acc_z_Fil,14-Gyro_x_Fil,14-Gyro_y_Fil,14-Gyro_z_Fil,15-Acc_x_Fil,15-Acc_y_Fil,15-Acc_z_Fil,15-Gyro_x_Fil,15-Gyro_y_Fil,15-Gyro_z_Fil,16-Acc_x_Fil,16-Acc_y_Fil,16-Acc_z_Fil,16-Gyro_x_Fil,16-Gyro_y_Fil,16-Gyro_z_Fil,17-Acc_x_Fil,17-Acc_y_Fil,17-Acc_z_Fil,17-Gyro_x_Fil,17-Gyro_y_Fil,17-Gyro_z_Fil,18-Acc_x_Fil,18-Acc_y_Fil,18-Acc_z_Fil,18-Gyro_x_Fil,18-Gyro_y_Fil,18-Gyro_z_Fil,19-Acc_x_Fil,19-Acc_y_Fil,19-Acc_z_Fil,19-Gyro_x_Fil,19-Gyro_y_Fil,19-Gyro_z_Fil,20-Acc_x_Fil,20-Acc_y_Fil,20-Acc_z_Fil,20-Gyro_x_Fil,20-Gyro_y_Fil,20-Gyro_z_Fil,21-Acc_x_Fil,21-Acc_y_Fil,21-Acc_z_Fil,21-Gyro_x_Fil,21-Gyro_y_Fil,21-Gyro_z_Fil,22-Acc_x_Fil,22-Acc_y_Fil,22-Acc_z_Fil,22-Gyro_x_Fil,22-Gyro_y_Fil,22-Gyro_z_Fil,23-Acc_x_Fil,23-Acc_y_Fil,23-Acc_z_Fil,23-Gyro_x_Fil,23-Gyro_y_Fil,23-Gyro_z_Fil,24-Acc_x_Fil,24-Acc_y_Fil,24-Acc_z_Fil,24-Gyro_x_Fil,24-Gyro_y_Fil,24-Gyro_z_Fil,25-Acc_x_Fil,25-Acc_y_Fil,25-Acc_z_Fil,25-Gyro_x_Fil,25-Gyro_y_Fil,25-Gyro_z_Fil,26-Acc_x_Fil,26-Acc_y_Fil,26-Acc_z_Fil,26-Gyro_x_Fil,26-Gyro_y_Fil,26-Gyro_z_Fil,27-Acc_x_Fil,27-Acc_y_Fil,27-Acc_z_Fil,27-Gyro_x_Fil,27-Gyro_y_Fil,27-Gyro_z_Fil,28-Acc_x_Fil,28-Acc_y_Fil,28-Acc_z_Fil,28-Gyro_x_Fil,28-Gyro_y_Fil,28-Gyro_z_Fil,29-Acc_x_Fil,29-Acc_y_Fil,29-Acc_z_Fil,29-Gyro_x_Fil,29-Gyro_y_Fil,29-Gyro_z_Fil,30-Acc_x_Fil,30-Acc_y_Fil,30-Acc_z_Fil,30-Gyro_x_Fil,30-Gyro_y_Fil,30-Gyro_z_Fil,31-Acc_x_Fil,31-Acc_y_Fil,31-Acc_z_Fil,31-Gyro_x_Fil,31-Gyro_y_Fil,31-Gyro_z_Fil,32-Acc_x_Fil,32-Acc_y_Fil,32-Acc_z_Fil,32-Gyro_x_Fil,32-Gyro_y_Fil,32-Gyro_z_Fil,33-Acc_x_Fil,33-Acc_y_Fil,33-Acc_z_Fil,33-Gyro_x_Fil,33-Gyro_y_Fil,33-Gyro_z_Fil,34-Acc_x_Fil,34-Acc_y_Fil,34-Acc_z_Fil,34-Gyro_x_Fil,34-Gyro_y_Fil,34-Gyro_z_Fil,35-Acc_x_Fil,35-Acc_y_Fil,35-Acc_z_Fil,35-Gyro_x_Fil,35-Gyro_y_Fil,35-Gyro_z_Fil,36-Acc_x_Fil,36-Acc_y_Fil,36-Acc_z_Fil,36-Gyro_x_Fil,36-Gyro_y_Fil,36-Gyro_z_Fil,37-Acc_x_Fil,37-Acc_y_Fil,37-Acc_z_Fil,37-Gyro_x_Fil,37-Gyro_y_Fil,37-Gyro_z_Fil,38-Acc_x_Fil,38-Acc_y_Fil,38-Acc_z_Fil,38-Gyro_x_Fil,38-Gyro_y_Fil,38-Gyro_z_Fil,39-Acc_x_Fil,39-Acc_y_Fil,39-Acc_z_Fil,39-Gyro_x_Fil,39-Gyro_y_Fil,39-Gyro_z_Fil,40-Acc_x_Fil,40-Acc_y_Fil,40-Acc_z_Fil,40-Gyro_x_Fil,40-Gyro_y_Fil,40-Gyro_z_Fil,41-Acc_x_Fil,41-Acc_y_Fil,41-Acc_z_Fil,41-Gyro_x_Fil,41-Gyro_y_Fil,41-Gyro_z_Fil,42-Acc_x_Fil,42-Acc_y_Fil,42-Acc_z_Fil,42-Gyro_x_Fil,42-Gyro_y_Fil,42-Gyro_z_Fil,43-Acc_x_Fil,43-Acc_y_Fil,43-Acc_z_Fil,43-Gyro_x_Fil,43-Gyro_y_Fil,43-Gyro_z_Fil,44-Acc_x_Fil,44-Acc_y_Fil,44-Acc_z_Fil,44-Gyro_x_Fil,44-Gyro_y_Fil,44-Gyro_z_Fil,45-Acc_x_Fil,45-Acc_y_Fil,45-Acc_z_Fil,45-Gyro_x_Fil,45-Gyro_y_Fil,45-Gyro_z_Fil,46-Acc_x_Fil,46-Acc_y_Fil,46-Acc_z_Fil,46-Gyro_x_Fil,46-Gyro_y_Fil,46-Gyro_z_Fil,47-Acc_x_Fil,47-Acc_y_Fil,47-Acc_z_Fil,47-Gyro_x_Fil,47-Gyro_y_Fil,47-Gyro_z_Fil,48-Acc_x_Fil,48-Acc_y_Fil,48-Acc_z_Fil,48-Gyro_x_Fil,48-Gyro_y_Fil,48-Gyro_z_Fil
20191008-1207-FRANKFURT_2-01-364,Salto A,48.935,342.174,-87.658,50.904,344.94,98.19,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65,17.605,30.093,92.468,93.84,152.47,-122.65
20191003-1152-FRANKFURT_1-01-104,Schraubensalto A,-44.108,202.311,-356.89,162.433,281.927,368.086,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18,19.434,7.377,83.679,-31.63,158.71,-4.18
20191007-1534-FRANKFURT_2-01-104,Schraubensalto A,89.035,190.669,335.873,171.395,266.508,355.733,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2,17.676,15.523,83.787,13.73,203.08,-12.2
0609-4-01-600,Barani C,-13.808,-71.418,229.805,49.434,315.849,242.231,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34,34.349,6.163,90.414,24.73,65.32,56.34
0827-BK2-01-10,Salto C,0.292,331.756,-1.512,39.136,349.877,38.545,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09,36.535,-7.206,103.914,-6.57,54.59,10.09
20191007-1159-FRANKFURT_1-01-229,Barani A,-50.402,73.044,171.403,73.54,291.198,202.85,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71,28.643,-2.292,92.177,-18.53,8.79,0.71
20191008-1207-FRANKFURT_2-01-141,Salto B,27.662,343.185,-27.756,44.99,419.242,56.069,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16,2.584,12.104,99.597,19.39,151.88,18.16
20190930-1247-FRANKFURT_2-01-88,Barani C,-91.429,-131.234,188.133,95.999,318.435,195.76,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29,22.372,2.546,96.711,12.26,57.89,4.29
