SprungID,Sprungtyp,Acc_N_Fil,Gyro_x_R,Gyro_y_R,Gyro_z_R,Gyro_x_Fil,Gyro_y_Fil,Gyro_z_Fil,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_I_ABS_x LapEnd,DJump_I_ABS_y LapEnd,DJump_I_ABS_z LapEnd,DJump_ABS_I_x LapEnd,DJump_ABS_I_y LapEnd,DJump_ABS_I_z LapEnd,DJump_SIG_I_S1_x LapEnd,DJump_SIG_I_S1_y LapEnd,DJump_SIG_I_S1_z LapEnd,DJump_SIG_I_S2_x LapEnd,DJump_SIG_I_S2_y LapEnd,DJump_SIG_I_S2_z LapEnd,DJump_SIG_I_S3_x LapEnd,DJump_SIG_I_S3_y LapEnd,DJump_SIG_I_S3_z LapEnd,DJump_SIG_I_S4_x LapEnd,DJump_SIG_I_S4_y LapEnd,DJump_SIG_I_S4_z LapEnd,DJump_I_ABS_S1_x LapEnd,DJump_I_ABS_S1_y LapEnd,DJump_I_ABS_S1_z LapEnd,DJump_I_ABS_S2_x LapEnd,DJump_I_ABS_S2_y LapEnd,DJump_I_ABS_S2_z LapEnd,DJump_I_ABS_S3_x LapEnd,DJump_I_ABS_S3_y LapEnd,DJump_I_ABS_S3_z LapEnd,DJump_I_ABS_S4_x LapEnd,DJump_I_ABS_S4_y LapEnd,DJump_I_ABS_S4_z LapEnd,DJump_ABS_I_S1_x LapEnd,DJump_ABS_I_S1_y LapEnd,DJump_ABS_I_S1_z LapEnd,DJump_ABS_I_S2_x LapEnd,DJump_ABS_I_S2_y LapEnd,DJump_ABS_I_S2_z LapEnd,DJump_ABS_I_S3_x LapEnd,DJump_ABS_I_S3_y LapEnd,DJump_ABS_I_S3_z LapEnd,DJump_ABS_I_S4_x LapEnd,DJump_ABS_I_S4_y LapEnd,DJump_ABS_I_S4_z LapEnd
generated_Mean_Salto B,Salto B,95.158,18.012,98.038,-23.911,20.102,131.143,-17.962,12.835,330.557,-17.81,21.87,347.418,27.047,40.814,396.915,51.559,0.595,9.369,-2.835,6.367,180.543,-4.83,3.463,75.588,-6.027,2.409,65.056,-4.118,2.503,12.842,6.238,8.859,184.531,5.867,4.7,79.995,7.174,4.531,67.15,4.367,9.632,60.148,16.154,14.445,191.252,14.86,8.515,79.995,10.69,9.499,68.418,13.256
generated_Mean_Salto B,Salto B,12.289,-5.0,-154.344,0.815,-5.898,-138.191,0.363,12.835,330.557,-17.81,21.87,347.418,27.047,40.814,396.915,51.559,0.595,9.369,-2.835,6.367,180.543,-4.83,3.463,75.588,-6.027,2.409,65.056,-4.118,2.503,12.842,6.238,8.859,184.531,5.867,4.7,79.995,7.174,4.531,67.15,4.367,9.632,60.148,16.154,14.445,191.252,14.86,8.515,79.995,10.69,9.499,68.418,13.256
generated_Mean_Salto B,Salto B,24.211,24.364,529.636,-4.499,23.089,522.609,-6.222,12.835,330.557,-17.81,21.87,347.418,27.047,40.814,396.915,51.559,0.595,9.369,-2.835,6.367,180.543,-4.83,3.463,75.588,-6.027,2.409,65.056,-4.118,2.503,12.842,6.238,8.859,184.531,5.867,4.7,79.995,7.174,4.531,67.15,4.367,9.632,60.148,16.154,14.445,191.252,14.86,8.515,79.995,10.69,9.499,68.418,13.256
generated_Mean_Salto B,Salto B,4.93,5.23,158.553,-11.084,5.501,160.096,-11.231,12.835,330.557,-17.81,21.87,347.418,27.047,40.814,396.915,51.559,0.595,9.369,-2.835,6.367,180.543,-4.83,3.463,75.588,-6.027,2.409,65.056,-4.118,2.503,12.842,6.238,8.859,184.531,5.867,4.7,79.995,7.174,4.531,67.15,4.367,9.632,60.148,16.154,14.445,191.252,14.86,8.515,79.995,10.69,9.499,68.418,13.256
generated_Mean_Salto B,Salto B,4.997,2.097,106.471,-7.509,1.991,106.616,-6.562,12.835,330.557,-17.81,21.87,347.418,27.047,40.814,396.915,51.559,0.595,9.369,-2.835,6.367,180.543,-4.83,3.463,75.588,-6.027,2.409,65.056,-4.118,2.503,12.842,6.238,8.859,184.531,5.867,4.7,79.995,7.174,4.531,67.15,4.367,9.632,60.148,16.154,14.445,191.252,14.86,8.515,79.995,10.69,9.499,68.418,13.256
generated_Mean_Salto A,Salto A,94.009,7.4,126.63,7.937,13.908,119.355,-11.185,5.844,245.005,-22.183,19.245,345.715,23.921,31.73,347.747,44.93,1.898,55.002,-5.055,2.296,71.158,-5.338,0.921,57.664,-4.836,0.729,61.181,-6.953,4.906,78.015,7.288,4.369,96.156,4.642,3.488,81.123,4.507,6.122,90.072,6.801,9.255,79.366,16.135,7.063,96.156,8.578,5.652,81.123,6.704,10.12,91.452,14.196
generated_Mean_Salto A,Salto A,6.29,-3.858,83.16,-14.804,-3.186,84.863,-13.501,5.844,245.005,-22.183,19.245,345.715,23.921,31.73,347.747,44.93,1.898,55.002,-5.055,2.296,71.158,-5.338,0.921,57.664,-4.836,0.729,61.181,-6.953,4.906,78.015,7.288,4.369,96.156,4.642,3.488,81.123,4.507,6.122,90.072,6.801,9.255,79.366,16.135,7.063,96.156,8.578,5.652,81.123,6.704,10.12,91.452,14.196
generated_Mean_Salto A,Salto A,7.402,8.763,163.148,-9.452,8.587,163.975,-10.715,5.844,245.005,-22.183,19.245,345.715,23.921,31.73,347.747,44.93,1.898,55.002,-5.055,2.296,71.158,-5.338,0.921,57.664,-4.836,0.729,61.181,-6.953,4.906,78.015,7.288,4.369,96.156,4.642,3.488,81.123,4.507,6.122,90.072,6.801,9.255,79.366,16.135,7.063,96.156,8.578,5.652,81.123,6.704,10.12,91.452,14.196
generated_Mean_Salto A,Salto A,6.736,2.988,131.407,-8.851,2.857,131.499,-9.35,5.844,245.005,-22.183,19.245,345.715,23.921,31.73,347.747,44.93,1.898,55.002,-5.055,2.296,71.158,-5.338,0.921,57.664,-4.836,0.729,61.181,-6.953,4.906,78.015,7.288,4.369,96.156,4.642,3.488,81.123,4.507,6.122,90.072,6.801,9.255,79.366,16.135,7.063,96.156,8.578,5.652,81.123,6.704,10.12,91.452,14.196
generated_Mean_Salto A,Salto A,7.5,-1.815,117.511,-11.171,-2.006,116.933,-10.754,5.844,245.005,-22.183,19.245,345.715,23.921,31.73,347.747,44.93,1.898,55.002,-5.055,2.296,71.158,-5.338,0.921,57.664,-4.836,0.729,61.181,-6.953,4.906,78.015,7.288,4.369,96.156,4.642,3.488,81.123,4.507,6.122,90.072,6.801,9.255,79.366,16.135,7.063,96.156,8.578,5.652,81.123,6.704,10.12,91.452,14.196
generated_Mean_Barani A,Barani A,94.427,9.098,-11.649,-8.069,11.932,-4.968,5.072,-84.0,43.131,163.634,107.478,69.909,181.168,123.423,254.086,196.93,-10.437,-61.306,27.718,-46.711,-35.796,71.643,-26.558,45.839,62.167,-0.293,94.393,2.107,13.371,66.858,29.089,58.251,41.604,76.16,34.902,-51.238,68.84,-0.061,-8.099,3.713,17.966,69.87,34.968,58.946,46.125,76.163,36.129,52.693,69.56,11.396,106.181,19.604
generated_Mean_Barani A,Barani A,8.121,-35.3,-98.067,87.781,-35.238,-99.116,87.845,-84.0,43.131,163.634,107.478,69.909,181.168,123.423,254.086,196.93,-10.437,-61.306,27.718,-46.711,-35.796,71.643,-26.558,45.839,62.167,-0.293,94.393,2.107,13.371,66.858,29.089,58.251,41.604,76.16,34.902,-51.238,68.84,-0.061,-8.099,3.713,17.966,69.87,34.968,58.946,46.125,76.163,36.129,52.693,69.56,11.396,106.181,19.604
generated_Mean_Barani A,Barani A,10.201,-134.123,-88.76,198.739,-132.458,-88.101,196.482,-84.0,43.131,163.634,107.478,69.909,181.168,123.423,254.086,196.93,-10.437,-61.306,27.718,-46.711,-35.796,71.643,-26.558,45.839,62.167,-0.293,94.393,2.107,13.371,66.858,29.089,58.251,41.604,76.16,34.902,-51.238,68.84,-0.061,-8.099,3.713,17.966,69.87,34.968,58.946,46.125,76.163,36.129,52.693,69.56,11.396,106.181,19.604
generated_Mean_Barani A,Barani A,8.873,-68.174,106.783,174.704,-68.97,106.366,174.428,-84.0,43.131,163.634,107.478,69.909,181.168,123.423,254.086,196.93,-10.437,-61.306,27.718,-46.711,-35.796,71.643,-26.558,45.839,62.167,-0.293,94.393,2.107,13.371,66.858,29.089,58.251,41.604,76.16,34.902,-51.238,68.84,-0.061,-8.099,3.713,17.966,69.87,34.968,58.946,46.125,76.163,36.129,52.693,69.56,11.396,106.181,19.604
generated_Mean_Barani A,Barani A,8.671,-12.063,181.429,25.494,-11.381,182.382,25.706,-84.0,43.131,163.634,107.478,69.909,181.168,123.423,254.086,196.93,-10.437,-61.306,27.718,-46.711,-35.796,71.643,-26.558,45.839,62.167,-0.293,94.393,2.107,13.371,66.858,29.089,58.251,41.604,76.16,34.902,-51.238,68.84,-0.061,-8.099,3.713,17.966,69.87,34.968,58.946,46.125,76.163,36.129,52.693,69.56,11.396,106.181,19.604
generated_Mean_Doppelsalto C,Doppelsalto C,87.366,26.347,172.739,-15.244,29.013,214.778,-13.999,30.506,699.373,-27.635,33.548,700.468,32.073,56.445,702.525,62.287,3.903,71.457,-6.507,2.366,309.755,-5.131,20.261,224.484,-7.533,3.976,93.677,-8.465,4.912,71.457,6.783,7.582,309.755,6.843,16.703,224.484,8.296,3.566,93.677,8.529,10.15,74.88,17.787,14.175,309.755,13.937,22.86,224.484,17.127,10.045,94.502,15.057
generated_Mean_Doppelsalto C,Doppelsalto C,21.335,4.859,88.089,5.898,2.97,97.073,2.796,30.506,699.373,-27.635,33.548,700.468,32.073,56.445,702.525,62.287,3.903,71.457,-6.507,2.366,309.755,-5.131,20.261,224.484,-7.533,3.976,93.677,-8.465,4.912,71.457,6.783,7.582,309.755,6.843,16.703,224.484,8.296,3.566,93.677,8.529,10.15,74.88,17.787,14.175,309.755,13.937,22.86,224.484,17.127,10.045,94.502,15.057
generated_Mean_Doppelsalto C,Doppelsalto C,51.177,7.785,759.281,-3.678,7.682,759.192,-4.312,30.506,699.373,-27.635,33.548,700.468,32.073,56.445,702.525,62.287,3.903,71.457,-6.507,2.366,309.755,-5.131,20.261,224.484,-7.533,3.976,93.677,-8.465,4.912,71.457,6.783,7.582,309.755,6.843,16.703,224.484,8.296,3.566,93.677,8.529,10.15,74.88,17.787,14.175,309.755,13.937,22.86,224.484,17.127,10.045,94.502,15.057
generated_Mean_Doppelsalto C,Doppelsalto C,33.101,64.435,613.465,-18.084,63.654,612.414,-17.117,30.506,699.373,-27.635,33.548,700.468,32.073,56.445,702.525,62.287,3.903,71.457,-6.507,2.366,309.755,-5.131,20.261,224.484,-7.533,3.976,93.677,-8.465,4.912,71.457,6.783,7.582,309.755,6.843,16.703,224.484,8.296,3.566,93.677,8.529,10.15,74.88,17.787,14.175,309.755,13.937,22.86,224.484,17.127,10.045,94.502,15.057
generated_Mean_Doppelsalto C,Doppelsalto C,10.099,8.31,170.453,-25.651,8.912,173.016,-24.222,30.506,699.373,-27.635,33.548,700.468,32.073,56.445,702.525,62.287,3.903,71.457,-6.507,2.366,309.755,-5.131,20.261,224.484,-7.533,3.976,93.677,-8.465,4.912,71.457,6.783,7.582,309.755,6.843,16.703,224.484,8.296,3.566,93.677,8.529,10.15,74.88,17.787,14.175,309.755,13.937,22.86,224.484,17.127,10.045,94.502,15.057
generated_Mean_3/4 Salto rw A,3/4 Salto rw A,88.88,14.527,65.458,33.975,11.203,67.118,10.145,10.945,230.0,-17.947,17.928,315.327,19.74,29.957,317.105,46.138,1.871,42.141,0.922,2.991,54.19,-4.321,1.579,66.698,-5.666,4.504,66.971,-8.882,4.37,60.654,4.512,3.882,75.057,1.405,3.37,89.045,5.099,6.306,90.57,8.723,7.465,60.714,11.064,5.806,75.057,7.264,5.1,89.045,7.795,11.586,92.288,20.014
generated_Mean_3/4 Salto rw A,3/4 Salto rw A,2.721,1.0,63.196,-2.125,-0.011,64.463,-1.441,10.945,230.0,-17.947,17.928,315.327,19.74,29.957,317.105,46.138,1.871,42.141,0.922,2.991,54.19,-4.321,1.579,66.698,-5.666,4.504,66.971,-8.882,4.37,60.654,4.512,3.882,75.057,1.405,3.37,89.045,5.099,6.306,90.57,8.723,7.465,60.714,11.064,5.806,75.057,7.264,5.1,89.045,7.795,11.586,92.288,20.014
generated_Mean_3/4 Salto rw A,3/4 Salto rw A,4.284,8.604,130.824,-4.189,7.765,130.627,-5.06,10.945,230.0,-17.947,17.928,315.327,19.74,29.957,317.105,46.138,1.871,42.141,0.922,2.991,54.19,-4.321,1.579,66.698,-5.666,4.504,66.971,-8.882,4.37,60.654,4.512,3.882,75.057,1.405,3.37,89.045,5.099,6.306,90.57,8.723,7.465,60.714,11.064,5.806,75.057,7.264,5.1,89.045,7.795,11.586,92.288,20.014
generated_Mean_3/4 Salto rw A,3/4 Salto rw A,3.982,3.087,134.34,-11.696,2.844,134.269,-11.429,10.945,230.0,-17.947,17.928,315.327,19.74,29.957,317.105,46.138,1.871,42.141,0.922,2.991,54.19,-4.321,1.579,66.698,-5.666,4.504,66.971,-8.882,4.37,60.654,4.512,3.882,75.057,1.405,3.37,89.045,5.099,6.306,90.57,8.723,7.465,60.714,11.064,5.806,75.057,7.264,5.1,89.045,7.795,11.586,92.288,20.014
generated_Mean_3/4 Salto rw A,3/4 Salto rw A,5.073,-5.129,145.469,-5.78,-4.84,143.283,-2.712,10.945,230.0,-17.947,17.928,315.327,19.74,29.957,317.105,46.138,1.871,42.141,0.922,2.991,54.19,-4.321,1.579,66.698,-5.666,4.504,66.971,-8.882,4.37,60.654,4.512,3.882,75.057,1.405,3.37,89.045,5.099,6.306,90.57,8.723,7.465,60.714,11.064,5.806,75.057,7.264,5.1,89.045,7.795,11.586,92.288,20.014
generated_Mean_Cody C,Cody C,116.119,4.52,-10.995,-31.584,6.013,-21.242,-24.749,-10.567,283.922,-6.899,28.176,391.127,12.414,52.304,475.079,65.24,-5.273,5.288,5.571,-0.141,157.287,-6.901,-3.995,56.5,-2.142,-1.158,64.847,-3.426,7.521,13.535,10.448,10.939,218.391,-1.733,5.951,75.295,1.476,3.766,83.905,2.223,16.029,88.53,22.953,18.222,226.311,19.606,7.172,75.295,7.081,10.881,84.942,15.598
generated_Mean_Cody C,Cody C,14.787,-7.567,136.933,-7.367,-3.621,144.474,-1.944,-10.567,283.922,-6.899,28.176,391.127,12.414,52.304,475.079,65.24,-5.273,5.288,5.571,-0.141,157.287,-6.901,-3.995,56.5,-2.142,-1.158,64.847,-3.426,7.521,13.535,10.448,10.939,218.391,-1.733,5.951,75.295,1.476,3.766,83.905,2.223,16.029,88.53,22.953,18.222,226.311,19.606,7.172,75.295,7.081,10.881,84.942,15.598
generated_Mean_Cody C,Cody C,22.644,9.256,341.544,-67.971,5.757,324.053,-42.901,-10.567,283.922,-6.899,28.176,391.127,12.414,52.304,475.079,65.24,-5.273,5.288,5.571,-0.141,157.287,-6.901,-3.995,56.5,-2.142,-1.158,64.847,-3.426,7.521,13.535,10.448,10.939,218.391,-1.733,5.951,75.295,1.476,3.766,83.905,2.223,16.029,88.53,22.953,18.222,226.311,19.606,7.172,75.295,7.081,10.881,84.942,15.598
generated_Mean_Cody C,Cody C,5.972,-6.318,122.509,-3.324,-6.57,126.926,-4.56,-10.567,283.922,-6.899,28.176,391.127,12.414,52.304,475.079,65.24,-5.273,5.288,5.571,-0.141,157.287,-6.901,-3.995,56.5,-2.142,-1.158,64.847,-3.426,7.521,13.535,10.448,10.939,218.391,-1.733,5.951,75.295,1.476,3.766,83.905,2.223,16.029,88.53,22.953,18.222,226.311,19.606,7.172,75.295,7.081,10.881,84.942,15.598
generated_Mean_Cody C,Cody C,7.89,-9.322,104.845,-0.578,-8.588,103.971,0.282,-10.567,283.922,-6.899,28.176,391.127,12.414,52.304,475.079,65.24,-5.273,5.288,5.571,-0.141,157.287,-6.901,-3.995,56.5,-2.142,-1.158,64.847,-3.426,7.521,13.535,10.448,10.939,218.391,-1.733,5.951,75.295,1.476,3.766,83.905,2.223,16.029,88.53,22.953,18.222,226.311,19.606,7.172,75.295,7.081,10.881,84.942,15.598
generated_Mean_Schraubensalto,Schraubensalto,98.546,7.425,145.631,0.678,11.463,180.398,15.664,48.268,142.986,192.435,61.564,142.986,384.11,159.356,279.195,389.859,14.548,81.59,25.399,46.491,-26.748,61.196,-7.799,-7.526,87.119,-4.973,95.67,18.722,22.574,81.59,57.552,76.594,-26.748,133.357,-31.612,-5.003,155.503,-5.992,93.147,37.698,26.924,81.59,57.921,77.468,48.258,133.357,37.071,53.671,155.503,17.893,95.675,43.078
generated_Mean_Schraubensalto,Schraubensalto,4.203,53.444,106.169,74.338,55.438,111.725,79.125,48.268,142.986,192.435,61.564,142.986,384.11,159.356,279.195,389.859,14.548,81.59,25.399,46.491,-26.748,61.196,-7.799,-7.526,87.119,-4.973,95.67,18.722,22.574,81.59,57.552,76.594,-26.748,133.357,-31.612,-5.003,155.503,-5.992,93.147,37.698,26.924,81.59,57.921,77.468,48.258,133.357,37.071,53.671,155.503,17.893,95.675,43.078
generated_Mean_Schraubensalto,Schraubensalto,6.981,107.131,-106.515,133.244,105.883,-104.969,133.861,48.268,142.986,192.435,61.564,142.986,384.11,159.356,279.195,389.859,14.548,81.59,25.399,46.491,-26.748,61.196,-7.799,-7.526,87.119,-4.973,95.67,18.722,22.574,81.59,57.552,76.594,-26.748,133.357,-31.612,-5.003,155.503,-5.992,93.147,37.698,26.924,81.59,57.921,77.468,48.258,133.357,37.071,53.671,155.503,17.893,95.675,43.078
generated_Mean_Schraubensalto,Schraubensalto,11.982,-9.596,-66.398,224.822,-9.413,-64.726,221.452,48.268,142.986,192.435,61.564,142.986,384.11,159.356,279.195,389.859,14.548,81.59,25.399,46.491,-26.748,61.196,-7.799,-7.526,87.119,-4.973,95.67,18.722,22.574,81.59,57.552,76.594,-26.748,133.357,-31.612,-5.003,155.503,-5.992,93.147,37.698,26.924,81.59,57.921,77.468,48.258,133.357,37.071,53.671,155.503,17.893,95.675,43.078
generated_Mean_Schraubensalto,Schraubensalto,7.992,-28.073,177.765,61.815,-28.186,177.043,63.246,48.268,142.986,192.435,61.564,142.986,384.11,159.356,279.195,389.859,14.548,81.59,25.399,46.491,-26.748,61.196,-7.799,-7.526,87.119,-4.973,95.67,18.722,22.574,81.59,57.552,76.594,-26.748,133.357,-31.612,-5.003,155.503,-5.992,93.147,37.698,26.924,81.59,57.921,77.468,48.258,133.357,37.071,53.671,155.503,17.893,95.675,43.078
generated_Mean_Rudi,Rudi,97.529,13.012,-45.396,23.33,15.775,9.353,14.297,107.928,26.451,535.472,111.86,35.805,535.472,174.403,319.78,554.856,-8.443,-91.748,85.291,78.633,-23.937,261.17,27.591,28.749,170.696,10.147,113.387,18.314,15.493,91.748,85.291,57.375,23.937,261.17,33.242,-28.749,170.696,5.75,-51.131,18.314,22.872,95.44,88.072,89.761,42.319,261.17,43.48,67.072,171.257,18.29,114.949,34.356
generated_Mean_Rudi,Rudi,13.616,-23.93,-196.396,389.079,-23.222,-194.226,389.042,107.928,26.451,535.472,111.86,35.805,535.472,174.403,319.78,554.856,-8.443,-91.748,85.291,78.633,-23.937,261.17,27.591,28.749,170.696,10.147,113.387,18.314,15.493,91.748,85.291,57.375,23.937,261.17,33.242,-28.749,170.696,5.75,-51.131,18.314,22.872,95.44,88.072,89.761,42.319,261.17,43.48,67.072,171.257,18.29,114.949,34.356
generated_Mean_Rudi,Rudi,18.283,260.932,-21.323,626.945,255.986,-23.382,633.891,107.928,26.451,535.472,111.86,35.805,535.472,174.403,319.78,554.856,-8.443,-91.748,85.291,78.633,-23.937,261.17,27.591,28.749,170.696,10.147,113.387,18.314,15.493,91.748,85.291,57.375,23.937,261.17,33.242,-28.749,170.696,5.75,-51.131,18.314,22.872,95.44,88.072,89.761,42.319,261.17,43.48,67.072,171.257,18.29,114.949,34.356
generated_Mean_Rudi,Rudi,14.462,54.432,64.12,500.389,56.879,60.184,497.961,107.928,26.451,535.472,111.86,35.805,535.472,174.403,319.78,554.856,-8.443,-91.748,85.291,78.633,-23.937,261.17,27.591,28.749,170.696,10.147,113.387,18.314,15.493,91.748,85.291,57.375,23.937,261.17,33.242,-28.749,170.696,5.75,-51.131,18.314,22.872,95.44,88.072,89.761,42.319,261.17,43.48,67.072,171.257,18.29,114.949,34.356
generated_Mean_Rudi,Rudi,9.089,-4.508,254.586,76.306,-2.954,253.721,77.767,107.928,26.451,535.472,111.86,35.805,535.472,174.403,319.78,554.856,-8.443,-91.748,85.291,78.633,-23.937,261.17,27.591,28.749,170.696,10.147,113.387,18.314,15.493,91.748,85.291,57.375,23.937,261.17,33.242,-28.749,170.696,5.75,-51.131,18.314,22.872,95.44,88.072,89.761,42.319,261.17,43.48,67.072,171.257,18.29,114.949,34.356
