SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_I_ABS_x LapEnd,DJump_I_ABS_y LapEnd,DJump_I_ABS_z LapEnd,DJump_ABS_I_x LapEnd,DJump_ABS_I_y LapEnd,DJump_ABS_I_z LapEnd,DJump_SIG_I_S1_x LapEnd,DJump_SIG_I_S1_y LapEnd,DJump_SIG_I_S1_z LapEnd,DJump_SIG_I_S2_x LapEnd,DJump_SIG_I_S2_y LapEnd,DJump_SIG_I_S2_z LapEnd,DJump_SIG_I_S3_x LapEnd,DJump_SIG_I_S3_y LapEnd,DJump_SIG_I_S3_z LapEnd,DJump_SIG_I_S4_x LapEnd,DJump_SIG_I_S4_y LapEnd,DJump_SIG_I_S4_z LapEnd,DJump_I_ABS_S1_x LapEnd,DJump_I_ABS_S1_y LapEnd,DJump_I_ABS_S1_z LapEnd,DJump_I_ABS_S2_x LapEnd,DJump_I_ABS_S2_y LapEnd,DJump_I_ABS_S2_z LapEnd,DJump_I_ABS_S3_x LapEnd,DJump_I_ABS_S3_y LapEnd,DJump_I_ABS_S3_z LapEnd,DJump_I_ABS_S4_x LapEnd,DJump_I_ABS_S4_y LapEnd,DJump_I_ABS_S4_z LapEnd,DJump_ABS_I_S1_x LapEnd,DJump_ABS_I_S1_y LapEnd,DJump_ABS_I_S1_z LapEnd,DJump_ABS_I_S2_x LapEnd,DJump_ABS_I_S2_y LapEnd,DJump_ABS_I_S2_z LapEnd,DJump_ABS_I_S3_x LapEnd,DJump_ABS_I_S3_y LapEnd,DJump_ABS_I_S3_z LapEnd,DJump_ABS_I_S4_x LapEnd,DJump_ABS_I_S4_y LapEnd,DJump_ABS_I_S4_z LapEnd,0_Acc_N_Fil,0_Gyro_x_R,0_Gyro_y_R,0_Gyro_z_R,0_Gyro_x_Fil,0_Gyro_y_Fil,0_Gyro_z_Fil,20_Acc_N_Fil,20_Gyro_x_R,20_Gyro_y_R,20_Gyro_z_R,20_Gyro_x_Fil,20_Gyro_y_Fil,20_Gyro_z_Fil,40_Acc_N_Fil,40_Gyro_x_R,40_Gyro_y_R,40_Gyro_z_R,40_Gyro_x_Fil,40_Gyro_y_Fil,40_Gyro_z_Fil,60_Acc_N_Fil,60_Gyro_x_R,60_Gyro_y_R,60_Gyro_z_R,60_Gyro_x_Fil,60_Gyro_y_Fil,60_Gyro_z_Fil,80_Acc_N_Fil,80_Gyro_x_R,80_Gyro_y_R,80_Gyro_z_R,80_Gyro_x_Fil,80_Gyro_y_Fil,80_Gyro_z_Fil
20190930-1153-FRANKFURT_1-01-186,Fliffis Rudi C,104.049,-422.483,562.687,104.049,422.483,562.687,174.23,654.933,597.943,-12.134,-222.737,4.007,-11.73,-228.533,96.906,100.907,-85.692,378.138,27.006,114.48,83.637,12.134,222.737,4.007,11.73,228.533,96.906,53.179,85.692,378.138,27.006,-114.48,83.637,18.635,222.764,15.285,16.276,228.533,115.537,108.848,89.155,378.138,30.472,114.48,88.983,102.721,-9.24,2.04,18.56,3.67,4.83,4.8,45.952,-48.48,-652.04,-10.08,-46.46,-637.85,-19.76,40.471,-120.32,-582.2,291.92,-87.61,-553.1,269.45,26.359,511.6,-127.16,789.92,484.41,-134.45,807.97,16.721,5.12,161.96,305.92,7.23,170.9,317.72
20190930-1153-FRANKFURT_1-01-196,Strecksprung,-6.435,-1.77,0.418,6.435,1.77,0.418,25.084,112.387,30.892,3.718,32.38,2.498,1.456,0.433,3.21,-7.93,-23.887,2.411,-3.68,-10.696,-7.701,3.718,32.38,2.498,1.456,0.433,3.21,-2.418,-23.887,2.411,3.68,-7.156,-7.701,9.016,32.38,8.476,2.327,10.217,7.615,7.93,23.887,3.161,5.811,45.904,11.64,102.313,8.2,97.6,38.92,12.82,96.65,30.11,0.928,19.96,25.84,10.92,18.97,28.51,12.82,0.751,9.2,-2.44,4.68,6.96,-2.68,8.27,0.807,-18.36,-50.32,11.0,-18.43,-48.99,8.64,1.082,-20.96,-80.56,6.52,-21.07,-81.89,2.12
20190930-1153-FRANKFURT_1-01-198,Strecksprung,-5.805,-2.723,-4.086,5.805,2.723,4.086,16.416,127.712,28.402,-1.677,37.418,-3.34,0.47,5.275,0.9,0.317,-29.366,2.435,-4.915,-16.049,-4.082,1.677,37.418,3.34,-0.47,5.275,-0.9,-0.317,-29.366,-2.435,4.915,-10.603,4.082,4.722,37.418,12.464,3.397,18.921,4.356,1.935,29.366,3.193,6.362,42.007,8.389,101.034,0.28,94.32,-3.32,3.85,104.75,-10.01,1.297,-11.24,26.88,15.92,-8.76,38.01,21.03,0.944,-0.4,7.84,-0.0,-1.97,9.18,-1.56,1.069,0.2,-58.84,4.68,-0.28,-56.48,5.52,1.148,-22.44,-69.32,26.44,-19.24,-69.48,18.12
20190930-1153-FRANKFURT_1-01-200,Salto A,60.38,352.505,1.314,60.38,352.505,1.314,61.848,352.505,39.404,6.265,76.73,6.153,26.104,101.306,3.574,15.505,91.325,-6.861,12.506,83.144,-1.552,6.265,76.73,6.153,26.104,101.306,3.574,15.505,91.325,-6.861,12.506,83.144,-1.552,7.726,76.73,12.665,26.104,101.306,7.804,15.505,91.325,6.889,12.513,83.144,12.047,72.629,5.68,56.72,36.36,13.75,88.29,8.35,6.928,2.04,129.56,35.32,3.55,122.29,28.48,6.617,70.52,213.52,-1.48,69.55,212.67,-2.88,6.375,44.96,207.12,-9.2,45.38,207.53,-11.07,6.638,7.44,98.68,23.6,9.17,99.59,26.49
20190930-1153-FRANKFURT_1-01-201,Schraubensalto,21.384,120.087,400.106,21.384,120.087,400.106,180.232,247.772,408.412,30.288,75.309,71.933,61.992,-38.367,146.692,-70.604,3.247,146.134,-0.292,79.898,35.348,30.288,75.309,71.933,61.992,-38.367,146.692,-70.604,3.247,146.134,-0.292,79.898,35.348,33.018,75.309,71.933,64.633,53.418,146.692,70.604,39.146,146.134,11.978,79.898,43.653,102.456,42.08,152.28,58.36,34.92,170.77,32.55,3.201,89.2,98.4,225.2,94.73,95.87,222.13,7.513,149.88,-147.16,352.2,145.15,-143.73,352.41,11.595,-199.72,-0.4,334.44,-198.7,-8.82,333.57,8.264,-24.16,143.24,160.88,-24.21,137.04,155.2
20190930-1153-FRANKFURT_1-01-202,Rudi,-20.417,-47.007,601.122,20.417,47.007,601.122,185.705,247.249,610.31,-15.851,-75.724,101.15,46.746,-41.447,273.875,-59.904,-7.574,188.097,8.592,77.737,38.0,15.851,75.724,101.15,15.045,41.447,273.875,-1.887,7.574,188.097,-8.592,-77.737,38.0,28.772,80.068,103.234,76.687,42.528,273.875,64.68,46.916,188.097,15.565,77.737,45.105,94.091,33.36,81.48,18.6,26.73,114.93,-14.82,12.087,-83.28,-169.56,389.6,-88.41,-169.97,392.72,18.105,243.08,-21.72,633.04,233.56,-33.64,625.45,14.633,-245.08,-38.64,404.2,-229.56,-34.7,410.27,8.205,-21.24,136.8,112.4,-19.8,133.49,117.08
20190930-1153-FRANKFURT_1-01-203,Salto C,46.454,334.872,-14.43,46.454,334.872,14.43,63.828,362.743,37.123,3.073,16.34,-6.296,29.754,199.517,0.377,12.226,67.738,-3.97,1.402,51.277,-4.542,3.073,16.34,6.296,29.754,199.517,-0.377,12.226,67.738,3.97,1.402,51.277,4.542,13.371,44.21,10.306,30.033,199.517,10.017,12.771,67.738,4.048,7.654,51.277,12.752,90.374,9.56,121.96,30.64,23.44,156.93,-15.86,16.59,-42.76,-143.72,-22.48,-31.49,-120.37,-11.89,23.244,129.76,459.52,-19.44,112.31,463.63,-0.25,4.171,36.0,165.08,-6.12,34.14,163.17,-5.85,4.287,-3.08,76.08,0.52,-5.53,75.64,3.51
20190930-1153-FRANKFURT_1-01-204,Fliffis Rudi C,13.619,-362.661,567.707,13.619,362.661,567.707,214.971,636.601,603.571,-17.08,-205.819,2.964,-49.36,-208.234,111.919,65.748,-75.502,371.74,14.311,126.893,81.084,17.08,205.819,2.964,49.36,208.234,111.919,-65.748,75.502,371.74,12.928,-126.893,81.084,28.252,216.949,23.259,49.36,208.234,115.193,104.217,84.526,371.74,33.141,126.893,93.378,78.503,-21.48,169.32,-48.8,-2.33,183.39,-66.96,45.45,-81.92,-663.32,-30.8,-80.15,-658.18,-28.01,37.718,-113.64,-424.8,166.2,-136.38,-417.31,200.0,26.29,477.12,-167.76,785.56,448.45,-170.31,797.98,20.68,-33.08,232.64,333.4,-34.1,223.04,346.14
20190930-1153-FRANKFURT_1-01-205,Doppelsalto C,56.644,693.064,-11.847,56.644,693.064,11.847,76.624,693.064,87.882,10.997,71.995,-7.936,16.067,266.058,-2.734,21.391,278.42,3.257,8.189,76.59,-4.433,10.997,71.995,7.936,16.067,266.058,2.734,21.391,278.42,-3.257,8.189,76.59,4.433,16.878,71.995,12.795,16.379,266.058,17.824,23.871,278.42,21.421,19.497,76.59,35.841,97.972,54.24,178.96,-23.84,65.73,212.09,-32.01,18.547,2.12,123.96,5.88,7.35,127.99,-1.0,42.65,-16.52,687.6,-16.56,8.49,627.56,1.37,48.582,96.84,842.08,41.96,94.67,833.37,34.86,8.263,-9.52,95.48,-4.4,-6.95,100.96,4.0
20190930-1153-FRANKFURT_1-01-219,Salto A,31.453,344.704,1.55,31.453,344.704,1.55,37.528,344.704,32.302,3.408,70.657,3.838,10.513,104.3,-4.475,5.956,69.806,-1.852,11.576,99.942,4.039,3.408,70.657,3.838,10.513,104.3,-3.2,5.956,69.806,1.852,11.576,99.942,-0.939,5.024,70.657,13.097,10.513,104.3,5.501,7.725,69.806,4.222,14.266,99.942,9.483,104.314,17.32,85.2,-15.04,14.06,108.36,-19.34,5.504,-9.64,68.92,29.92,-5.3,81.3,28.91,5.267,23.96,211.68,-10.56,22.03,211.96,-9.32,4.778,29.88,170.24,-3.68,28.52,168.58,-2.57,5.207,-4.8,132.8,6.0,-6.65,132.72,7.85
20190930-1153-FRANKFURT_1-01-220,Schraubensalto,48.897,81.0,381.967,48.897,81.0,381.967,146.716,299.017,384.009,35.952,76.436,72.83,45.925,-62.065,120.518,-43.461,-30.574,144.924,10.482,97.203,43.695,35.952,76.436,72.83,45.925,-62.065,120.518,-43.461,1.832,144.924,10.482,64.798,43.695,36.048,76.436,74.379,49.538,68.464,120.518,43.461,56.913,144.924,17.669,97.203,44.188,100.991,16.64,166.72,-12.28,10.5,185.86,-4.88,3.0,102.84,59.92,213.76,101.96,68.06,216.41,6.555,103.4,-182.16,278.44,101.3,-185.04,282.14,10.714,-103.68,-128.04,352.2,-100.85,-120.96,350.16,6.297,-9.16,170.2,164.6,-8.24,162.41,165.49
20190930-1153-FRANKFURT_1-01-221,Rudi,3.341,-38.14,605.807,3.341,38.14,605.807,158.514,280.038,610.857,-24.799,-59.034,101.349,26.62,-23.088,246.676,-23.063,-57.209,212.498,24.582,101.19,45.284,24.799,59.034,101.349,-22.977,23.088,246.676,19.419,57.209,212.498,-17.9,-101.19,45.284,36.423,68.528,101.43,64.047,34.369,246.676,32.838,75.95,212.498,25.206,101.19,50.253,101.607,66.4,127.4,-8.36,52.45,129.81,15.71,9.797,-106.16,-133.96,376.12,-112.21,-127.04,366.75,15.677,138.48,11.16,571.36,135.97,7.25,570.62,15.596,-89.04,-242.68,511.48,-87.84,-226.56,507.05,7.101,29.0,147.48,189.16,31.5,147.83,190.47
20190930-1153-FRANKFURT_1-01-222,Salto C,24.761,346.362,-11.946,24.761,346.362,11.946,52.112,376.606,52.876,-3.649,37.746,-6.524,23.671,189.383,4.915,1.17,64.041,-5.34,3.568,55.193,-4.997,3.649,37.746,6.524,16.373,189.383,-4.915,1.17,64.041,5.34,3.568,55.193,4.997,11.944,67.989,18.099,23.671,189.383,15.565,6.069,64.041,6.468,10.427,55.193,12.744,103.713,22.84,167.84,-44.08,10.57,181.1,-46.3,10.898,-36.56,-11.44,1.96,-19.71,15.71,13.74,10.246,66.32,309.88,-59.44,56.97,304.41,-32.75,3.936,11.48,144.56,-9.12,9.91,141.79,-10.03,4.799,-19.88,92.4,21.44,-15.46,89.35,22.4
20190930-1153-FRANKFURT_1-01-223,Fliffis Rudi C,84.178,-352.152,569.779,84.178,352.152,569.779,178.144,633.02,606.47,-3.452,-241.886,2.873,-18.789,-184.62,141.283,83.412,-53.511,351.727,23.006,127.865,73.897,3.452,241.886,2.873,18.789,184.62,141.283,38.932,53.511,351.727,23.006,-127.865,73.897,20.274,241.886,20.124,20.216,185.068,150.257,105.869,78.201,351.727,31.784,127.865,84.362,108.142,1.16,-12.6,-67.92,12.85,-27.82,-49.99,50.183,-29.88,-655.8,-45.88,-32.84,-656.73,-31.45,30.54,-7.88,-293.32,191.2,-29.72,-289.34,256.38,24.172,480.08,-177.4,704.24,455.39,-175.1,714.87,17.266,-18.68,227.2,291.96,-17.24,219.19,313.16
20190930-1153-FRANKFURT_1-01-224,Doppelsalto C,66.291,699.089,-7.86,66.291,699.089,7.86,70.139,699.817,75.31,13.694,80.048,-9.627,15.92,298.872,0.944,22.976,226.416,1.871,13.7,93.754,-1.048,13.694,80.048,9.627,15.92,298.872,-0.944,22.976,226.416,-1.871,13.7,93.754,1.048,13.806,80.776,15.398,15.92,298.872,20.228,24.137,226.416,21.253,16.276,93.754,18.429,97.28,21.32,213.6,-77.04,43.08,253.33,-78.29,22.87,26.52,107.76,-31.4,36.34,109.45,8.8,48.012,20.16,646.76,39.32,20.98,646.38,41.58,42.48,43.04,499.64,27.56,59.02,544.69,-10.16,10.049,-2.36,146.16,27.0,3.91,150.91,31.03
20190930-1153-FRANKFURT_1-01-236,3/4 Salto rw A,26.639,307.789,-16.82,26.639,307.789,16.82,29.955,307.789,38.463,3.298,66.489,4.472,13.703,68.865,-4.254,5.909,81.033,-9.953,3.729,91.403,-7.086,3.298,66.489,4.472,13.703,68.865,-4.254,5.909,81.033,9.516,3.729,91.403,7.086,4.77,66.489,11.836,13.703,68.865,6.055,6.279,81.033,9.953,5.203,91.403,10.62,106.623,11.64,72.44,-17.32,3.38,86.26,-18.12,2.996,5.88,81.96,34.96,1.81,85.14,34.08,2.542,29.92,157.52,-38.2,28.01,159.27,-27.17,3.582,18.08,152.16,-12.72,18.91,152.56,-14.93,4.449,0.32,141.96,-8.84,-0.4,152.68,-8.25
20190930-1153-FRANKFURT_1-01-237,Cody C,50.229,401.366,15.03,50.229,401.366,15.03,66.561,505.373,55.014,1.213,26.455,18.434,31.114,207.923,5.796,7.101,83.266,-1.691,10.801,83.723,-7.509,1.213,26.455,18.434,31.114,207.923,5.796,7.101,83.266,-1.691,10.801,83.723,-7.509,17.061,130.462,25.992,31.114,207.923,11.189,7.259,83.266,3.793,11.126,83.723,14.04,117.334,0.4,-54.4,-85.2,-7.48,-36.63,-25.25,20.688,-6.28,461.68,64.36,12.97,441.46,73.16,4.688,59.52,305.12,-3.32,53.51,331.2,-3.75,5.333,22.8,187.44,3.64,23.42,187.97,1.32,6.959,7.2,101.04,21.56,9.79,102.19,18.8
20190930-1153-FRANKFURT_1-01-238,Salto B,53.592,341.542,-9.071,53.592,341.542,9.071,71.374,402.209,43.834,-2.36,-2.403,-2.4,36.785,220.478,5.827,16.226,69.034,-4.877,2.941,54.433,-7.622,2.36,2.403,2.4,32.065,215.672,1.027,16.226,69.034,-1.978,2.941,54.433,7.622,9.19,58.022,11.646,37.761,220.721,13.494,16.338,69.034,5.003,8.085,54.433,13.691,98.504,28.24,144.48,5.8,23.71,158.84,-24.29,15.481,-25.76,-204.16,-19.8,-26.06,-181.36,-13.94,35.767,132.08,638.08,33.68,118.94,643.51,19.64,5.525,31.04,138.28,-6.04,33.67,139.11,-3.87,4.849,-19.36,83.8,12.92,-18.98,86.05,8.61
20190930-1153-FRANKFURT_1-01-239,Barani A,-124.282,18.69,192.295,124.282,18.69,192.295,162.117,243.412,209.067,-0.935,-43.369,23.353,-68.566,-63.491,63.518,-65.67,39.217,84.989,10.889,86.333,20.435,0.935,43.369,23.353,68.566,63.491,63.518,65.67,-39.217,84.989,-10.889,-48.954,20.435,14.116,53.659,31.665,68.566,63.491,63.518,65.67,39.929,84.989,13.765,86.333,28.895,81.842,19.88,135.36,-71.12,20.22,164.11,-60.6,5.731,-32.16,-52.36,101.48,-36.29,-65.61,102.28,9.393,-161.2,-132.6,145.08,-161.89,-132.26,147.46,8.313,-171.24,85.16,200.0,-167.68,84.59,197.7,6.083,-2.76,107.96,104.28,-2.83,106.83,101.75
20190930-1153-FRANKFURT_1-01-240,Salto A,52.418,347.66,-3.326,52.418,347.66,3.326,59.076,347.66,42.619,5.817,88.101,5.74,21.954,92.796,-2.328,12.432,91.723,-6.482,12.215,75.04,-0.256,5.817,88.101,5.74,21.954,92.796,-2.328,12.432,91.723,-0.342,12.215,75.04,0.256,12.475,88.101,19.066,21.954,92.796,3.479,12.432,91.723,8.577,12.215,75.04,11.498,93.539,16.84,160.0,-56.88,9.64,209.94,-48.97,7.555,38.96,134.08,38.0,30.94,132.97,43.36,7.215,45.08,175.56,2.64,47.79,184.02,-3.15,6.008,26.4,219.96,-26.2,24.34,219.16,-27.89,6.068,14.28,109.6,22.64,12.73,111.3,21.67
20190930-1153-FRANKFURT_1-01-241,Schraubensalto,31.93,110.204,392.673,31.93,110.204,392.673,167.144,273.248,400.005,25.983,83.542,58.594,62.846,-42.064,137.705,-61.109,-11.674,152.27,4.21,80.401,44.103,25.983,83.542,58.594,62.846,-42.064,137.705,-61.109,-11.674,152.27,4.21,80.401,44.103,26.005,83.542,61.217,63.068,62.162,137.705,61.109,47.143,152.27,16.962,80.401,48.813,72.2,23.32,236.96,-78.48,27.6,263.02,-40.14,4.51,68.32,121.76,224.16,82.57,119.77,213.12,7.146,141.72,-159.36,320.84,142.4,-159.71,319.73,11.537,-171.16,-59.92,373.36,-166.5,-55.44,368.04,6.228,-43.52,105.32,168.2,-38.93,108.98,169.25
20190930-1153-FRANKFURT_1-01-242,Rudi,5.302,-23.597,606.047,5.302,23.597,606.047,188.754,245.083,611.34,-22.269,-57.792,97.215,39.294,-29.852,252.423,-32.244,-26.066,213.395,20.521,90.113,43.014,22.269,57.792,97.215,-5.244,29.852,252.423,-1.806,26.066,213.395,-9.917,-90.113,43.014,38.39,68.697,98.525,76.648,33.051,252.423,50.819,53.223,213.395,22.897,90.113,46.997,97.298,27.64,121.84,-10.8,26.29,146.64,-4.87,9.332,-120.48,-135.84,320.84,-118.5,-132.42,326.38,15.789,176.32,22.0,584.08,177.95,10.78,572.74,15.85,-158.52,-106.08,533.6,-153.92,-101.89,530.06,7.271,16.92,104.6,172.12,14.66,108.11,174.15
20190930-1153-FRANKFURT_1-01-243,Salto C,36.565,349.061,-22.8,36.565,349.061,22.8,52.627,356.993,47.623,-1.677,32.951,-7.836,29.108,201.967,-1.836,2.954,57.394,-7.565,6.179,56.751,-5.563,1.677,32.951,7.836,25.755,201.967,1.836,2.954,57.394,7.565,6.179,56.751,5.563,9.651,40.883,16.76,29.108,201.967,9.663,5.935,57.394,8.799,7.933,56.751,12.401,97.579,11.68,166.56,12.96,19.95,183.33,-17.81,11.782,-8.32,-61.2,4.8,2.97,-42.05,11.04,24.997,80.8,546.8,-17.44,77.25,526.08,-5.04,2.925,9.56,143.92,-28.44,7.05,141.0,-25.91,4.276,6.12,79.52,12.64,6.82,77.13,13.31
20190930-1153-FRANKFURT_1-01-244,Fliffis Rudi C,70.086,-347.119,566.899,70.086,347.119,566.899,204.3,639.677,605.55,-4.259,-210.907,4.334,-36.418,-203.171,115.802,85.668,-66.816,367.69,25.095,133.775,79.073,4.259,210.907,4.334,36.418,203.171,115.802,4.315,66.816,367.69,25.095,-133.775,79.073,21.723,216.506,18.409,36.418,203.171,122.754,106.419,86.225,367.69,39.741,133.775,96.696,88.54,0.12,120.36,-57.32,12.3,128.7,-56.27,45.172,-65.76,-658.48,-15.52,-60.13,-647.98,-5.86,33.902,-95.56,-430.12,223.12,-94.72,-424.69,226.19,25.208,487.6,-138.72,766.04,468.04,-143.46,769.4,17.09,-51.36,228.68,338.96,-42.86,221.0,346.85
20190930-1153-FRANKFURT_1-01-245,Doppelsalto C,82.893,695.475,-25.362,82.893,695.475,25.362,94.259,695.475,65.756,14.277,83.275,-2.882,37.637,288.881,-12.273,28.098,225.936,-6.668,2.881,97.383,-3.539,14.277,83.275,2.882,37.637,288.881,12.273,28.098,225.936,6.668,2.881,97.383,3.539,19.823,83.275,13.175,37.637,288.881,19.784,28.186,225.936,21.714,8.613,97.383,11.084,99.74,64.48,182.92,-59.6,54.56,231.6,-52.18,23.466,36.88,66.16,-9.28,45.01,130.23,-16.27,47.958,87.28,606.32,52.76,77.7,612.36,23.13,40.301,86.76,611.76,4.4,93.01,578.42,-14.63,9.907,-4.88,149.28,-4.08,-2.81,155.81,-2.69
20190930-1247-FRANKFURT_2-01-28,Salto C,-14.238,360.642,-2.239,14.238,360.642,2.239,32.473,384.828,49.976,-1.78,21.427,3.616,-1.304,198.464,-4.283,-3.223,64.262,-2.324,-7.932,76.49,0.751,1.78,21.427,3.616,1.304,198.464,-2.95,3.223,64.262,2.324,7.932,76.49,-0.751,10.451,45.612,9.294,5.641,198.464,11.751,3.513,64.262,7.791,12.868,76.49,21.139,98.713,10.56,175.2,53.2,12.66,157.67,33.69,11.494,-21.84,-61.6,-1.92,-23.06,-42.26,6.71,24.232,1.96,545.96,19.84,4.58,528.63,14.1,4.75,-9.16,144.88,7.12,-9.56,144.27,7.1,5.169,-35.28,104.64,-17.96,-35.51,105.56,-10.61
20190930-1247-FRANKFURT_2-01-29,Salto B,0.962,367.461,-3.051,0.962,367.461,3.051,27.501,428.952,53.894,-2.508,-1.731,4.585,1.536,212.636,-8.716,-1.898,69.691,1.914,3.831,86.865,-0.834,2.508,1.731,4.585,-1.536,209.174,-0.455,1.898,69.691,-1.914,-1.908,86.865,0.834,7.216,59.746,14.905,6.547,212.651,10.792,7.041,69.691,12.539,6.697,86.865,15.658,100.502,-12.84,184.92,27.52,14.46,187.27,42.67,16.144,7.36,-169.92,62.48,8.61,-148.02,35.28,23.927,-12.4,581.24,-14.96,-9.13,570.19,-14.79,4.853,19.88,102.6,44.2,17.55,108.01,38.61,7.596,-3.56,139.72,19.4,-4.34,137.28,17.34
20190930-1247-FRANKFURT_2-01-30,Salto A,26.371,345.376,-3.697,26.371,345.376,3.697,34.623,345.376,35.801,4.428,75.575,3.584,9.538,91.26,-5.637,2.136,86.757,-0.851,10.269,91.785,-0.794,4.428,75.575,3.584,9.538,91.26,-1.531,2.136,86.757,0.851,10.269,91.785,0.794,12.08,75.575,9.339,9.588,91.26,7.092,2.437,86.757,2.658,10.517,91.785,16.712,97.197,-18.12,179.76,35.6,-1.2,194.9,39.32,6.712,44.12,120.76,-11.56,37.79,133.48,-9.84,7.229,14.92,182.04,-1.28,20.54,192.93,-11.05,7.359,7.8,219.16,-2.36,5.72,219.02,-3.68,7.741,22.88,156.08,30.8,22.19,156.52,27.98
20190930-1247-FRANKFURT_2-01-31,Salto B,13.767,350.875,-15.567,13.767,350.875,15.567,35.221,419.67,64.272,-2.14,0.755,6.561,11.474,187.669,-20.042,-3.887,81.619,-5.884,8.32,80.832,3.798,2.14,0.755,6.561,7.194,187.669,6.919,-3.887,81.619,5.884,8.32,80.832,-3.798,6.824,62.966,13.085,11.637,194.254,20.279,8.0,81.619,17.136,8.759,80.832,13.773,87.517,3.6,58.48,10.72,20.75,196.6,4.63,16.054,6.84,-185.24,65.68,0.97,-189.51,60.69,20.746,31.36,546.68,-57.56,31.75,549.34,-56.13,3.049,-28.24,133.8,-35.28,-24.22,137.05,-28.25,5.783,14.8,131.4,31.44,13.8,124.88,30.49
20190930-1247-FRANKFURT_2-01-32,Salto C,7.407,359.474,-13.933,7.407,359.474,13.933,32.704,385.064,43.588,-1.247,20.151,-1.209,12.203,213.248,-12.351,-3.947,51.046,-0.017,0.399,75.03,-0.356,1.247,20.151,1.209,9.708,213.248,12.351,-3.947,51.046,0.017,0.399,75.03,0.356,8.746,45.741,7.577,15.437,213.248,16.423,4.48,51.046,7.276,4.04,75.03,12.312,99.094,54.12,187.28,17.44,40.6,180.03,5.94,12.034,-1.36,-40.6,23.16,-3.6,-54.29,12.8,28.392,38.48,637.4,-20.48,36.48,606.56,-12.57,4.214,-1.52,113.88,20.88,-3.81,110.62,22.55,5.304,1.12,138.44,27.56,-0.04,130.08,25.89
20190930-1247-FRANKFURT_2-01-43,Salto C,-17.238,357.862,6.361,17.238,357.862,6.361,28.54,384.165,37.098,-0.102,14.431,9.579,-4.472,214.386,-11.104,-7.153,39.339,4.524,-5.511,89.706,3.362,0.102,14.431,9.579,4.472,214.386,-8.054,7.153,39.339,1.473,5.511,89.706,3.362,6.598,40.734,10.944,7.683,214.386,12.729,7.237,39.339,6.59,7.022,89.706,6.835,97.506,4.68,122.92,24.64,8.68,113.14,20.74,8.732,7.4,-28.52,8.84,4.83,-18.09,10.91,22.488,-3.16,598.88,-29.52,-10.7,581.75,-13.89,4.427,-16.6,66.92,37.04,-16.88,70.63,31.43,5.257,-11.36,142.72,-9.44,-12.54,145.17,-5.5
20190930-1247-FRANKFURT_2-01-44,Salto B,-1.126,366.459,-6.319,1.126,366.459,6.319,15.994,369.523,26.866,2.037,44.062,1.53,2.469,99.395,-4.384,-2.12,113.599,-2.756,-3.512,109.403,-0.709,2.037,44.062,1.53,2.469,99.395,1.324,-2.12,113.599,2.756,-1.26,109.403,0.709,4.995,47.125,7.856,3.027,99.395,4.869,2.21,113.599,3.799,5.762,109.403,10.341,98.089,83.76,229.72,162.32,43.15,224.32,86.36,7.004,-8.4,36.6,13.28,0.13,44.24,0.1,10.071,9.28,270.64,-10.6,8.36,268.91,-14.79,8.795,-8.6,268.92,-8.72,-8.46,268.42,-8.33,6.745,-10.36,222.56,-2.0,-8.22,224.66,-3.59
20190930-1247-FRANKFURT_2-01-45,Salto A,0.459,347.289,-33.052,0.459,347.289,33.052,31.597,347.289,55.215,8.727,79.999,-0.823,2.346,84.526,-13.856,-4.707,75.772,-12.569,-5.907,106.992,-5.804,8.727,79.999,0.823,2.346,84.526,13.856,-4.707,75.772,12.569,-5.907,106.992,5.804,11.817,79.999,17.19,4.016,84.526,13.899,6.009,75.772,12.569,9.756,106.992,11.557,94.947,59.04,158.2,117.28,29.77,204.03,88.64,3.582,-6.52,151.32,-66.56,10.44,155.25,-54.7,7.498,12.8,216.0,-18.2,13.56,212.61,-27.2,7.389,5.24,181.84,-24.24,2.13,177.6,-26.12,8.776,-26.28,223.76,-5.52,-24.85,221.07,-4.87
20190930-1247-FRANKFURT_2-01-46,Salto B,-15.841,362.018,-13.508,15.841,362.018,13.508,27.695,371.799,43.213,-0.369,24.405,5.671,-3.128,200.844,-11.981,-5.76,62.888,-3.336,-6.583,73.881,-3.863,0.369,24.405,5.671,3.128,200.844,0.638,5.76,62.888,3.336,6.583,73.881,3.863,9.47,34.186,12.603,3.386,200.844,11.981,6.449,62.888,7.447,8.389,73.881,11.182,94.358,30.76,167.4,57.88,33.7,183.01,49.44,10.979,-8.56,-27.4,33.44,-8.22,-14.53,18.53,21.075,-12.8,529.36,-3.84,-7.85,529.92,-5.55,3.872,1.52,147.72,16.24,1.36,146.88,15.34,4.86,-30.32,95.48,14.36,-29.28,103.98,12.45
