SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_I_ABS_x LapEnd,DJump_I_ABS_y LapEnd,DJump_I_ABS_z LapEnd,DJump_ABS_I_x LapEnd,DJump_ABS_I_y LapEnd,DJump_ABS_I_z LapEnd,DJump_SIG_I_S1_x LapEnd,DJump_SIG_I_S1_y LapEnd,DJump_SIG_I_S1_z LapEnd,DJump_SIG_I_S2_x LapEnd,DJump_SIG_I_S2_y LapEnd,DJump_SIG_I_S2_z LapEnd,DJump_SIG_I_S3_x LapEnd,DJump_SIG_I_S3_y LapEnd,DJump_SIG_I_S3_z LapEnd,DJump_SIG_I_S4_x LapEnd,DJump_SIG_I_S4_y LapEnd,DJump_SIG_I_S4_z LapEnd,DJump_I_ABS_S1_x LapEnd,DJump_I_ABS_S1_y LapEnd,DJump_I_ABS_S1_z LapEnd,DJump_I_ABS_S2_x LapEnd,DJump_I_ABS_S2_y LapEnd,DJump_I_ABS_S2_z LapEnd,DJump_I_ABS_S3_x LapEnd,DJump_I_ABS_S3_y LapEnd,DJump_I_ABS_S3_z LapEnd,DJump_I_ABS_S4_x LapEnd,DJump_I_ABS_S4_y LapEnd,DJump_I_ABS_S4_z LapEnd,DJump_ABS_I_S1_x LapEnd,DJump_ABS_I_S1_y LapEnd,DJump_ABS_I_S1_z LapEnd,DJump_ABS_I_S2_x LapEnd,DJump_ABS_I_S2_y LapEnd,DJump_ABS_I_S2_z LapEnd,DJump_ABS_I_S3_x LapEnd,DJump_ABS_I_S3_y LapEnd,DJump_ABS_I_S3_z LapEnd,DJump_ABS_I_S4_x LapEnd,DJump_ABS_I_S4_y LapEnd,DJump_ABS_I_S4_z LapEnd,0_Acc_N_Fil,0_Gyro_x_R,0_Gyro_y_R,0_Gyro_z_R,0_Gyro_x_Fil,0_Gyro_y_Fil,0_Gyro_z_Fil,20_Acc_N_Fil,20_Gyro_x_R,20_Gyro_y_R,20_Gyro_z_R,20_Gyro_x_Fil,20_Gyro_y_Fil,20_Gyro_z_Fil,40_Acc_N_Fil,40_Gyro_x_R,40_Gyro_y_R,40_Gyro_z_R,40_Gyro_x_Fil,40_Gyro_y_Fil,40_Gyro_z_Fil,60_Acc_N_Fil,60_Gyro_x_R,60_Gyro_y_R,60_Gyro_z_R,60_Gyro_x_Fil,60_Gyro_y_Fil,60_Gyro_z_Fil,80_Acc_N_Fil,80_Gyro_x_R,80_Gyro_y_R,80_Gyro_z_R,80_Gyro_x_Fil,80_Gyro_y_Fil,80_Gyro_z_Fil
0827-BK1-01-4,Salto C,6.606,356.118,9.29,6.606,356.118,9.29,21.629,389.448,29.9,1.664,37.054,4.951,2.559,196.232,1.052,0.668,73.44,-1.452,1.714,49.392,4.739,1.664,37.054,4.951,2.559,196.232,1.052,0.668,73.44,-1.452,1.714,49.392,4.739,8.133,70.384,11.273,7.063,196.232,7.37,1.748,73.44,2.102,4.685,49.392,9.156,36.494,8.993,24.072,12.864,8.101,27.959,11.485,17.704,-1.467,460.826,4.134,-1.444,455.801,4.1,3.948,5.128,180.132,-2.201,5.356,181.673,-2.13,2.955,-1.927,123.481,-0.424,-1.888,123.113,-0.626,19.965,5.846,103.271,8.851,5.686,102.401,8.627
0827-BK1-01-5,Strecksprung,-2.02,-10.113,-6.796,2.02,10.113,6.796,17.8,93.502,22.528,4.404,17.172,-5.864,-1.504,-19.954,-1.466,0.903,-12.641,2.161,-5.822,5.31,-1.627,4.404,17.172,5.864,-1.504,-14.39,1.466,0.903,12.641,-2.161,-1.783,-5.31,1.627,5.367,20.565,8.322,2.673,20.171,4.462,1.849,12.641,2.632,7.911,40.125,7.112,32.05,9.087,39.947,-12.847,9.308,41.61,-12.408,0.368,0.206,-17.479,-8.509,0.054,-18.036,-8.592,0.371,-0.581,-50.92,7.16,-0.499,-50.577,7.026,0.802,2.531,-12.963,2.011,2.416,-13.49,2.18,26.299,-16.181,17.898,-4.605,-15.918,17.822,-4.524
0827-BK1-01-7,Salto C,-4.728,357.453,7.993,4.728,357.453,7.993,20.548,384.109,26.83,-1.142,49.436,2.471,-2.4,175.541,4.996,0.07,78.762,0.829,-1.255,53.714,-0.303,1.142,49.436,2.471,2.4,175.541,4.996,-0.07,78.762,0.829,1.255,53.714,-0.303,7.535,75.439,10.551,6.564,175.541,6.459,1.365,78.762,1.016,5.083,54.368,8.804,35.872,4.85,23.74,8.074,4.337,29.423,7.451,17.917,-16.594,443.143,8.018,-15.687,436.057,8.061,3.561,4.627,167.302,3.166,3.859,169.402,3.25,2.679,-1.731,136.73,0.747,-1.811,136.228,0.691,19.522,-2.808,107.047,-0.665,-3.011,106.016,-0.217
0827-BK1-01-9,Strecksprung,-1.534,7.572,-0.235,1.534,7.572,0.235,22.433,86.668,42.461,2.446,27.969,-2.247,-1.504,-16.358,4.185,2.41,-4.442,3.332,-4.885,0.405,-5.505,2.446,27.969,2.247,-1.504,-16.358,-0.309,2.41,-4.442,3.332,-1.818,0.405,-5.034,8.433,28.415,11.871,4.348,16.503,9.783,3.476,4.585,4.921,6.176,37.165,15.886,24.207,9.207,63.692,-1.243,8.823,63.721,-1.086,1.12,-1.76,-31.025,-4.519,-2.02,-29.972,-4.433,0.604,-2.744,-8.163,16.131,-2.483,-9.044,15.982,0.413,4.189,-14.364,6.919,4.127,-14.446,6.669,20.833,-12.817,8.651,-17.925,-12.528,7.979,-16.598
0827-BK1-01-10,Salto C,-6.303,357.775,3.611,6.303,357.775,3.611,22.496,372.394,32.164,-2.502,58.367,2.308,-0.286,162.779,-0.667,-2.04,75.041,1.22,-1.477,61.587,0.749,2.502,58.367,2.308,0.286,162.779,-0.667,2.04,75.041,1.22,1.477,61.587,0.749,8.223,72.987,11.108,5.765,162.779,7.244,2.37,75.041,2.751,6.138,61.587,11.063,34.75,2.816,43.653,1.598,2.117,48.543,0.864,16.064,-14.233,410.771,5.958,-13.407,405.129,5.549,3.507,1.987,167.085,-5.206,1.675,168.499,-5.181,2.909,-3.627,132.909,2.881,-3.704,132.867,3.174,21.618,-2.477,124.467,3.896,-1.815,123.54,3.365
0827-BK1-01-12,Strecksprung,0.104,11.763,2.946,0.104,11.763,2.946,23.244,92.215,46.754,4.254,28.843,1.031,0.988,-18.011,4.159,1.397,-4.997,3.144,-6.534,5.928,-5.388,4.254,28.843,1.031,0.988,-18.011,4.159,1.397,-4.997,3.144,-6.534,5.928,-5.388,8.622,31.473,9.423,5.237,18.922,17.758,2.7,5.009,4.82,6.685,36.81,14.754,29.125,11.375,66.152,7.647,11.433,67.192,7.061,1.056,2.904,-38.601,-7.22,2.336,-38.318,-6.879,0.82,-0.8,-8.066,16.412,-0.514,-8.978,16.906,0.41,1.062,-11.866,7.407,0.947,-12.057,7.077,19.433,-14.55,22.237,-16.875,-14.223,21.43,-15.319
0827-BK1-01-13,Salto C,-3.612,350.271,1.937,3.612,350.271,1.937,22.719,378.015,32.926,-0.454,51.441,3.302,1.558,168.648,-0.349,-1.936,79.431,-2.177,-2.78,50.751,1.16,0.454,51.441,3.302,0.651,168.648,-0.349,-0.273,79.431,-2.177,2.78,50.751,1.16,9.013,79.176,12.362,5.16,168.648,7.565,2.854,79.431,2.642,5.693,50.759,10.356,37.128,6.356,32.424,11.143,5.929,37.882,9.563,16.279,-4.901,417.479,1.044,-4.915,411.429,1.195,3.541,1.672,163.061,-9.062,1.849,164.614,-9.06,2.915,-6.08,146.59,-1.889,-6.153,145.868,-1.952,20.757,-6.099,94.359,3.153,-5.599,92.952,3.817
0827-BK1-01-16,Salto C,17.714,354.126,2.046,17.714,354.126,2.046,31.248,385.445,29.857,3.006,43.891,1.369,6.75,180.712,4.705,6.232,75.478,-0.997,1.726,54.045,-3.031,3.006,43.891,1.369,6.75,180.712,4.705,6.232,75.478,-0.997,1.726,54.045,-3.031,9.098,75.209,12.875,9.281,180.712,6.421,6.232,75.478,1.542,6.636,54.045,9.019,37.29,10.634,26.578,8.326,10.441,31.703,6.212,17.021,5.75,438.851,2.185,5.663,432.929,2.201,3.748,14.104,168.226,3.972,14.298,169.698,3.708,2.757,11.748,131.762,-4.512,11.498,131.5,-4.508,18.473,1.383,110.358,-4.908,1.436,109.007,-3.577
0827-BK1-01-19,Salto C,16.204,357.228,15.359,16.204,357.228,15.359,38.942,381.171,37.994,0.138,44.833,4.148,3.619,180.623,12.044,8.999,68.052,3.206,3.447,63.721,-4.041,0.138,44.833,4.148,3.619,180.623,12.044,8.999,68.052,3.206,3.447,63.721,-4.041,14.373,68.776,11.055,9.435,180.623,12.455,8.999,68.052,3.916,6.135,63.721,10.568,35.715,9.511,32.708,10.171,9.012,36.403,8.544,17.116,-5.617,429.169,25.161,-5.581,423.924,24.548,3.787,13.335,168.744,9.626,13.632,170.458,10.168,2.537,17.935,113.618,0.3,17.941,113.595,0.587,20.684,4.422,132.711,-7.49,4.344,131.467,-6.607
0827-BK1-01-22,Salto C,4.115,350.955,16.79,4.115,350.955,16.79,22.406,360.153,28.12,1.27,52.368,2.488,-2.873,178.852,6.954,3.323,75.713,3.024,2.395,44.021,4.324,1.27,52.368,2.488,0.332,178.852,6.954,0.117,75.713,3.024,2.395,44.021,4.324,7.317,61.567,8.572,6.433,178.852,7.627,3.891,75.713,3.67,4.765,44.021,8.251,37.019,4.766,41.524,7.693,4.26,46.086,6.484,15.912,-6.745,436.215,10.503,-6.602,431.664,10.222,3.941,4.971,173.123,11.141,4.954,174.273,11.321,3.307,3.174,127.175,3.643,3.334,126.581,3.559,18.991,3.958,88.743,8.726,4.301,88.443,9.147
0827-BK1-01-24,Salto C,5.256,380.359,11.901,5.256,380.359,11.901,18.198,401.892,24.243,0.181,36.855,6.459,-1.984,208.683,3.788,4.094,54.26,2.804,2.965,80.56,-1.149,0.181,36.855,6.459,1.622,208.683,3.788,0.488,54.26,2.804,2.965,80.56,-1.149,4.59,58.389,9.268,5.136,208.683,7.5,4.416,54.26,2.959,4.056,80.56,4.517,34.177,-0.819,52.381,9.1,-0.913,55.436,9.566,14.111,-1.75,407.858,12.484,-1.85,405.173,11.644,7.907,0.717,220.441,6.6,0.827,221.031,6.99,2.75,9.128,99.797,4.19,9.051,100.144,4.385,21.632,5.933,173.416,-2.475,5.933,171.859,-2.032
0827-BK1-01-26,Salto C,12.596,356.796,12.659,12.596,356.796,12.659,24.224,365.648,27.204,2.08,43.446,-0.604,-1.652,187.979,6.507,6.271,75.838,3.834,5.897,49.533,2.922,2.08,43.446,0.604,-1.652,187.979,5.298,6.271,75.838,3.834,5.897,49.533,2.922,5.895,52.298,6.529,5.047,187.979,8.682,6.271,75.838,4.002,7.011,49.533,7.99,36.181,6.172,36.779,-2.692,5.327,41.415,-2.508,17.503,-4.28,446.05,10.578,-3.716,441.542,10.058,4.462,7.443,175.824,13.029,7.027,177.101,13.248,3.255,10.522,135.685,7.036,10.772,135.359,7.009,19.576,11.742,102.676,4.094,12.277,101.198,4.109
0827-BK1-01-29,Salto C,5.834,358.587,4.753,5.834,358.587,4.753,28.581,378.762,27.054,1.453,24.716,-0.897,-4.898,209.605,6.081,4.877,61.005,1.315,4.401,63.261,-1.746,1.453,24.716,0.897,1.992,209.605,4.287,-2.013,61.005,1.315,4.401,63.261,-1.746,7.5,44.891,8.572,10.473,209.605,8.714,4.877,61.005,1.703,5.731,63.261,8.065,35.652,5.308,34.993,0.3,4.599,37.061,-0.667,17.725,-14.735,427.505,4.304,-14.537,423.756,4.032,5.939,7.077,202.762,11.634,6.949,204.707,11.998,2.672,7.66,105.326,-0.182,7.826,105.285,-0.186,18.93,9.513,142.081,-3.998,9.374,140.409,-2.983
0827-BK1-01-30,Strecksprung,2.383,-11.284,-0.44,2.383,11.284,0.44,20.071,140.46,30.546,5.536,15.675,-5.414,0.601,-27.312,2.177,2.8,-41.641,4.62,-6.554,41.994,-1.822,5.536,15.675,5.414,0.601,-4.037,-2.177,2.8,41.641,-1.855,-6.554,-41.994,-0.943,7.287,28.393,10.389,2.323,27.312,4.825,3.046,42.268,6.978,7.415,42.486,8.354,33.418,14.366,41.859,-9.869,14.06,44.021,-11.013,0.448,-2.596,-27.926,-5.655,-2.221,-28.318,-5.345,0.943,7.004,-101.747,16.093,6.997,-101.585,15.714,1.621,3.288,-32.815,5.866,3.432,-32.991,5.855,21.039,-16.438,93.928,-7.586,-16.349,92.127,-6.867
0827-BK1-01-32,Salto C,11.651,347.141,6.02,11.651,347.141,6.02,23.777,356.79,32.338,4.555,46.547,0.662,-0.514,175.08,3.095,7.068,72.322,2.17,0.542,53.192,0.093,4.555,46.547,0.662,-0.514,175.08,3.095,7.068,72.322,2.17,0.542,53.192,0.093,7.747,56.196,12.025,4.279,175.08,7.383,7.068,72.322,3.936,4.683,53.192,8.995,36.605,12.117,42.884,7.522,11.434,46.669,6.709,16.233,-3.38,419.875,-5.608,-3.47,416.246,-5.009,4.131,5.754,172.818,11.171,5.989,173.48,10.703,3.032,13.668,136.229,0.272,13.403,135.785,0.368,19.619,0.983,108.717,1.611,1.026,107.424,1.813
0827-BK1-01-35,Salto C,-6.786,354.791,5.846,6.786,354.791,5.846,21.028,381.43,27.292,-0.587,45.364,1.24,-2.492,181.285,3.989,-2.672,77.809,-0.205,-1.035,50.333,0.822,0.587,45.364,1.24,2.492,181.285,3.989,2.672,77.809,-0.205,1.035,50.333,0.822,6.5,72.003,9.008,7.207,181.285,6.807,2.675,77.809,1.583,4.647,50.333,9.894,35.289,4.022,43.143,7.282,3.327,47.829,6.434,17.655,-17.647,435.733,8.575,-17.053,430.511,7.692,4.568,4.021,191.034,-1.619,3.6,191.978,-0.915,3.413,-6.822,129.631,-4.097,-6.748,129.526,-3.951,20.866,-1.082,109.956,4.735,-0.518,108.071,5.417
0827-BK1-01-38,Salto C,10.872,356.046,8.725,10.872,356.046,8.725,25.869,382.873,30.112,5.141,39.868,7.447,1.925,188.227,0.369,3.158,66.776,1.107,0.649,61.174,-0.198,5.141,39.868,7.447,1.925,188.227,0.369,3.158,66.776,1.107,0.649,61.174,-0.198,9.155,66.696,13.061,6.292,188.227,5.462,3.654,66.776,2.45,6.767,61.174,9.138,36.067,14.868,26.801,22.64,13.86,30.522,20.333,18.471,-2.516,435.463,-3.938,-2.024,430.872,-3.682,4.197,9.335,176.356,1.659,9.134,177.537,1.547,2.668,4.377,115.47,-0.752,4.175,115.113,-0.498,21.392,0.785,127.771,2.133,1.304,126.975,1.839
0827-BK1-01-41,Salto C,10.394,350.763,8.74,10.394,350.763,8.74,22.817,357.547,27.187,0.966,54.81,1.289,0.479,168.299,6.538,6.183,76.666,3.61,2.766,50.987,-2.698,0.966,54.81,1.289,0.479,168.299,6.538,6.183,76.666,3.61,2.766,50.987,-2.698,5.86,61.595,9.594,5.038,168.299,7.075,6.183,76.666,3.61,5.736,50.987,6.908,37.559,6.012,47.605,7.184,5.367,52.97,5.924,15.542,-2.444,420.534,8.401,-2.442,414.976,8.453,3.98,6.499,173.276,8.321,6.723,174.692,8.243,3.364,12.468,129.828,3.904,12.5,129.468,3.828,18.667,3.426,106.134,-5.961,3.974,104.718,-5.292
0827-BK1-01-44,Salto C,-4.191,358.317,6.724,4.191,358.317,6.724,22.123,378.772,29.929,1.889,44.868,2.548,-3.783,185.282,2.41,0.379,80.746,-0.879,-2.676,47.422,2.646,1.889,44.868,2.548,0.006,185.282,2.41,-0.379,80.746,-0.879,2.676,47.422,2.646,7.058,65.323,11.377,5.803,185.282,7.152,3.071,80.746,2.265,6.191,47.422,9.135,35.177,9.115,36.668,11.314,8.384,40.697,10.482,18.217,-11.408,448.724,-1.126,-10.999,443.777,-0.836,4.783,-0.035,188.01,3.507,-0.294,189.08,3.313,3.505,-4.547,144.552,-5.534,-4.5,144.264,-5.258,20.2,-3.884,99.792,8.762,-3.524,99.003,9.345
0827-BK1-01-46,Salto C,-10.105,362.61,-2.586,10.105,362.61,2.586,28.092,367.667,26.622,4.266,45.819,-7.207,-6.019,120.725,-3.695,-3.753,106.296,-1.845,-4.599,89.769,10.161,4.266,45.819,7.207,-2.513,120.725,3.695,3.753,106.296,1.845,4.599,89.769,-10.161,11.043,50.877,7.6,6.019,120.725,4.285,3.753,106.296,2.572,7.278,89.769,12.165,24.442,11.657,66.658,-18.51,11.832,68.835,-18.017,10.007,-9.882,304.583,-14.274,-9.38,303.587,-14.119,7.488,-10.31,267.22,-1.196,-10.59,267.579,-1.146,6.693,-13.94,262.024,-7.77,-13.907,262.11,-7.589,19.729,-8.298,205.48,34.2,-8.316,203.789,33.736
0827-BK1-01-53,Salto B,10.036,355.79,29.153,10.036,355.79,29.153,41.149,405.599,53.136,1.37,5.649,-2.36,-7.292,216.205,22.971,7.533,82.359,8.252,8.424,51.577,0.29,1.37,5.649,2.36,4.552,216.205,18.251,-4.311,82.359,8.252,8.424,51.577,0.29,9.33,55.458,12.632,15.093,216.205,23.507,7.537,82.359,8.252,9.189,51.577,8.744,36.521,10.054,9.579,3.248,9.25,12.858,1.19,19.272,-28.74,392.642,27.144,-28.54,387.849,28.061,8.358,10.75,233.697,30.848,10.938,236.209,30.777,4.152,19.027,135.276,11.699,19.062,134.746,11.565,18.954,13.406,106.028,-1.038,13.506,105.392,-1.063
0827-BK1-01-56,Salto B,18.63,359.386,24.312,18.63,359.386,24.312,43.988,401.703,48.468,-0.311,11.957,-3.343,-2.382,201.095,19.316,11.735,77.876,9.083,9.587,68.459,-0.745,0.311,11.957,3.343,2.382,201.095,12.63,6.35,77.876,9.083,9.587,68.459,-0.745,10.088,54.273,11.758,12.22,201.095,19.882,11.735,77.876,9.091,9.944,68.459,7.737,35.15,8.231,-1.415,-0.706,7.449,1.714,-2.043,22.723,-18.908,419.239,27.918,-17.141,412.529,27.188,5.214,12.558,184.031,22.1,11.456,188.177,22.903,3.341,25.947,127.619,10.591,25.823,127.49,10.749,26.733,17.749,145.69,-1.084,17.432,145.116,-0.861
0827-BK1-01-59,Salto B,-0.223,353.149,24.087,0.223,353.149,24.087,31.968,393.555,46.126,-0.608,19.03,2.592,-5.988,193.6,16.046,3.607,85.554,3.612,2.766,54.964,1.838,0.608,19.03,2.592,5.988,193.6,16.046,-3.607,85.554,3.612,-2.766,54.964,1.838,11.102,59.436,17.881,11.781,193.6,16.247,3.655,85.554,3.68,5.43,54.964,8.318,36.004,8.53,13.982,13.92,7.044,17.122,12.776,20.183,-30.195,403.396,22.423,-29.262,398.17,22.098,6.065,7.97,201.286,14.523,7.49,203.398,14.871,3.753,8.277,148.109,5.34,8.27,147.757,5.258,18.488,4.722,112.487,3.758,5.067,111.595,4.717
0827-BK1-01-62,Salto B,-2.655,357.021,11.374,2.655,357.021,11.374,25.461,388.575,40.96,1.377,16.558,2.245,-3.942,196.978,7.781,0.614,83.479,-1.452,-0.704,60.005,2.8,1.377,16.558,2.245,1.188,196.978,7.781,-0.614,83.479,-1.452,0.704,60.005,2.8,8.696,48.113,16.664,10.9,196.978,11.952,1.909,83.479,3.529,3.956,60.005,8.814,34.854,11.192,25.659,20.458,9.943,28.32,18.502,17.282,-21.158,373.333,5.581,-21.478,368.636,6.588,7.843,4.8,220.553,-3.709,5.281,222.883,-3.043,4.095,-1.281,155.676,-2.864,-1.281,155.267,-2.885,20.086,-0.339,124.943,9.12,-0.041,123.683,9.291
0827-BK1-01-65,Salto B,-5.764,358.382,18.004,5.764,358.382,18.004,37.987,402.643,50.028,2.341,11.072,0.47,-12.719,198.83,17.418,3.532,81.278,4.515,1.081,67.201,-4.399,2.341,11.072,0.47,8.037,198.83,17.418,-3.532,81.278,4.515,-1.081,67.201,-4.399,11.479,55.333,15.138,18.348,198.83,21.064,3.675,81.278,4.515,4.485,67.201,9.311,34.915,14.878,18.13,7.753,13.699,20.534,5.419,21.012,-39.542,380.447,23.131,-40.228,375.213,25.772,6.488,4.705,203.149,17.533,5.862,206.667,15.901,3.505,4.874,142.577,6.553,4.808,142.2,6.627,21.613,0.919,136.423,-10.9,1.074,135.737,-10.633
0827-BK1-01-68,Salto B,9.803,354.732,18.899,9.803,354.732,18.899,40.407,401.328,41.894,0.713,21.027,3.739,-3.453,197.23,12.278,7.89,79.52,5.565,4.652,56.954,-2.683,0.713,21.027,3.739,2.026,197.23,12.278,2.411,79.52,5.565,4.652,56.954,-2.683,9.368,67.623,14.251,15.299,197.23,13.062,8.052,79.52,5.565,7.688,56.954,9.017,36.867,7.656,21.929,17.773,7.041,25.483,15.401,18.763,-16.34,396.573,13.02,-16.491,390.75,13.542,5.978,5.131,200.673,13.174,5.508,202.646,13.616,3.56,22.245,145.904,7.948,22.095,145.124,7.907,22.039,5.345,106.359,-5.729,5.846,105.727,-4.928
0827-BK1-01-71,Salto B,-6.569,356.483,9.996,6.569,356.483,9.996,27.961,407.854,35.796,0.698,7.583,-1.687,-9.629,200.011,10.134,1.171,66.881,-0.105,1.192,82.008,1.654,0.698,7.583,1.687,8.233,200.011,6.759,-1.171,66.881,-0.105,-1.192,82.008,1.654,9.779,58.955,9.834,11.591,200.011,13.898,2.134,66.881,1.789,4.458,82.008,10.275,36.269,5.885,12.359,6.626,5.558,14.892,5.145,15.325,-26.04,343.36,7.477,-25.62,339.669,7.859,8.911,1.181,237.16,8.123,0.949,238.432,8.322,3.385,-1.08,115.006,-2.9,-0.919,114.872,-2.569,19.735,3.588,179.561,5.497,3.588,178.644,5.902
0827-BK1-01-74,Salto B,-9.8,353.856,30.55,9.8,353.856,30.55,38.056,398.499,47.927,-1.049,17.001,2.028,-15.787,198.603,19.205,2.198,80.736,9.625,4.839,57.516,-0.308,1.049,17.001,2.028,15.787,198.603,19.205,-2.198,80.736,9.625,-4.839,57.516,-0.308,9.768,61.644,11.759,17.953,198.603,20.556,3.009,80.736,9.625,7.327,57.516,5.987,36.868,5.414,12.404,3.308,4.779,15.279,2.858,18.835,-45.235,392.017,30.623,-43.942,387.597,30.876,6.172,1.249,198.465,30.751,0.137,200.298,30.123,3.714,7.429,138.713,11.833,7.597,138.309,11.721,28.463,7.434,113.517,-2.841,7.689,113.699,-2.676
0827-BK1-01-76,Salto B,3.764,354.634,15.72,3.764,354.634,15.72,31.18,402.633,34.182,2.541,10.691,2.498,-8.708,207.219,11.257,3.063,67.399,4.365,6.868,69.325,-2.4,2.541,10.691,2.498,3.626,207.219,11.257,-3.063,67.399,4.365,0.66,69.325,-2.4,8.827,58.69,9.108,11.396,207.219,12.875,3.579,67.399,4.365,7.378,69.325,7.834,35.959,7.992,17.106,4.211,7.336,19.412,4.222,16.207,-23.271,358.186,16.156,-22.841,354.656,15.082,8.598,0.513,240.113,17.759,0.498,241.349,18.384,3.016,10.365,112.919,7.332,10.221,113.046,7.464,19.212,13.583,152.777,-6.31,13.373,151.203,-5.684
0827-BK1-01-78,Salto B,9.445,347.712,7.296,9.445,347.712,7.296,32.161,385.419,35.135,4.795,17.511,6.604,-2.095,192.631,3.043,4.543,77.64,-1.365,2.202,59.93,-0.985,4.795,17.511,6.604,-2.095,192.631,3.043,4.543,77.64,-1.365,2.202,59.93,-0.985,10.01,55.219,16.617,12.2,192.631,8.203,5.379,77.64,2.549,4.572,59.93,7.766,36.385,17.48,16.295,26.049,16.48,20.811,23.743,14.598,-19.577,368.29,-0.313,-18.881,363.969,0.379,7.546,14.254,223.729,-0.913,14.076,224.368,-0.728,3.834,7.887,144.329,-5.293,7.907,143.734,-5.33,19.886,3.37,125.606,-1.087,3.313,124.25,-0.351
0827-BK1-01-81,Salto B,23.73,351.116,41.901,23.73,351.116,41.901,47.595,393.589,59.999,2.709,4.218,0.108,-8.88,222.135,26.917,15.386,67.398,15.772,14.514,57.364,-0.896,2.709,4.218,0.108,3.461,222.135,26.917,3.045,67.398,15.772,14.514,57.364,-0.896,8.247,46.691,8.399,9.306,222.135,27.339,15.468,67.398,15.772,14.574,57.364,8.489,35.055,10.606,5.567,2.058,9.913,8.172,0.092,16.738,-22.128,364.935,30.617,-21.585,362.844,31.689,11.167,2.798,260.568,52.08,2.839,260.741,51.56,3.313,38.989,116.055,22.407,38.74,115.724,22.194,25.05,28.451,120.845,-4.062,28.451,120.268,-4.553
0827-BK1-01-82,Strecksprung,-1.62,2.042,-7.782,1.62,2.042,7.782,19.054,65.305,39.638,1.028,8.38,-14.645,3.175,-6.512,10.283,-1.461,-6.154,-3.979,-4.363,6.328,0.559,1.028,8.38,14.645,3.175,-6.512,-10.283,-1.461,2.418,3.979,-1.123,-2.244,-0.559,7.585,20.948,15.889,4.763,7.305,12.188,1.755,6.801,3.98,4.95,30.251,7.58,28.579,5.003,27.325,-31.028,4.942,28.643,-30.762,1.159,4.893,-18.913,17.419,4.989,-19.612,17.625,0.727,-1.226,-10.053,-1.517,-1.147,-9.722,-1.405,0.409,-1.905,-14.482,-8.94,-1.944,-14.516,-8.82,18.663,-10.901,21.231,4.696,-10.622,20.836,5.164
0827-BK1-01-83,Salto B,-14.948,358.501,12.716,14.948,358.501,12.716,33.861,398.454,32.352,4.167,3.627,0.69,-15.255,218.994,10.024,-1.462,73.42,2.414,-2.397,62.46,-0.413,4.167,3.627,0.69,6.922,218.994,10.024,1.462,73.42,2.414,2.397,62.46,-0.413,9.072,43.58,9.045,15.456,218.994,11.191,4.818,73.42,2.866,4.514,62.46,9.251,35.241,10.11,13.28,2.772,9.381,15.557,2.019,13.181,-30.798,326.446,16.49,-30.093,324.773,16.559,11.863,-2.729,294.011,12.781,-3.189,293.689,12.764,3.085,-8.817,122.187,1.123,-8.671,121.826,1.335,23.226,-5.109,130.575,-1.649,-4.968,129.797,-1.374
0827-BK1-01-84,Strecksprung,-5.144,-5.058,0.357,5.144,5.058,0.357,18.796,84.101,22.337,4.904,8.549,1.167,-0.229,-18.086,5.404,-1.709,-8.357,-2.833,-8.111,12.835,-3.381,4.904,8.549,1.167,-0.229,0.988,5.404,-1.709,8.357,-2.833,2.178,-12.835,-3.381,7.188,35.555,6.971,1.444,18.086,5.908,2.053,8.675,3.058,8.111,21.784,6.401,30.128,10.212,34.552,0.13,10.059,35.768,-0.183,0.579,1.481,-43.504,14.164,1.532,-43.618,13.777,0.383,-3.274,-31.688,1.653,-3.161,-31.379,1.731,0.346,-2.049,-2.676,-10.103,-2.186,-2.796,-9.831,19.993,-19.28,30.661,-5.007,-18.799,29.54,-4.929
0827-BK1-01-87,Salto B,-4.403,354.386,19.371,4.403,354.386,19.371,25.102,400.724,43.13,2.303,-0.018,-1.258,-11.476,218.503,12.997,2.6,74.491,4.968,2.171,61.41,2.664,2.303,0.018,1.258,6.871,218.466,10.48,-2.6,74.491,4.968,-2.171,61.41,2.664,5.621,46.32,12.131,11.966,218.503,16.282,2.733,74.491,4.983,4.782,61.41,9.735,35.612,8.464,7.556,4.205,7.849,9.68,2.902,15.546,-22.515,334.598,12.684,-22.374,333.479,13.455,11.814,-7.329,281.063,19.1,-7.31,280.361,19.081,3.187,6.804,125.509,5.025,6.756,125.174,5.25,23.552,3.596,130.343,7.065,3.82,129.54,6.911
0827-BK1-01-92,Salto B,-28.162,350.299,35.679,28.162,350.299,35.679,42.07,400.79,61.979,1.035,5.106,-0.243,-23.156,205.369,24.706,-4.408,74.986,9.21,-1.633,64.838,2.006,1.035,5.106,0.243,21.086,205.369,24.219,4.408,74.986,9.21,1.633,64.838,2.006,8.394,55.597,16.127,23.163,205.369,25.249,4.474,74.986,9.21,6.039,64.838,11.394,36.246,9.346,15.716,7.609,8.442,17.767,4.316,15.087,-46.828,321.954,31.947,-46.53,320.828,33.064,11.922,-22.792,274.595,34.007,-22.589,273.966,34.065,3.34,-7.016,125.249,13.898,-7.023,125.073,13.879,21.146,-3.77,141.377,1.562,-3.504,140.71,2.943
