DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_I_ABS_x LapEnd,DJump_I_ABS_y LapEnd,DJump_I_ABS_z LapEnd,DJump_ABS_I_x LapEnd,DJump_ABS_I_y LapEnd,DJump_ABS_I_z LapEnd,DJump_SIG_I_S1_x LapEnd,DJump_SIG_I_S1_y LapEnd,DJump_SIG_I_S1_z LapEnd,DJump_SIG_I_S2_x LapEnd,DJump_SIG_I_S2_y LapEnd,DJump_SIG_I_S2_z LapEnd,DJump_SIG_I_S3_x LapEnd,DJump_SIG_I_S3_y LapEnd,DJump_SIG_I_S3_z LapEnd,DJump_SIG_I_S4_x LapEnd,DJump_SIG_I_S4_y LapEnd,DJump_SIG_I_S4_z LapEnd,DJump_I_ABS_S1_x LapEnd,DJump_I_ABS_S1_y LapEnd,DJump_I_ABS_S1_z LapEnd,DJump_I_ABS_S2_x LapEnd,DJump_I_ABS_S2_y LapEnd,DJump_I_ABS_S2_z LapEnd,DJump_I_ABS_S3_x LapEnd,DJump_I_ABS_S3_y LapEnd,DJump_I_ABS_S3_z LapEnd,DJump_I_ABS_S4_x LapEnd,DJump_I_ABS_S4_y LapEnd,DJump_I_ABS_S4_z LapEnd,DJump_ABS_I_S1_x LapEnd,DJump_ABS_I_S1_y LapEnd,DJump_ABS_I_S1_z LapEnd,DJump_ABS_I_S2_x LapEnd,DJump_ABS_I_S2_y LapEnd,DJump_ABS_I_S2_z LapEnd,DJump_ABS_I_S3_x LapEnd,DJump_ABS_I_S3_y LapEnd,DJump_ABS_I_S3_z LapEnd,DJump_ABS_I_S4_x LapEnd,DJump_ABS_I_S4_y LapEnd,DJump_ABS_I_S4_z LapEnd,0_Acc_N_Fil,0_Gyro_x_R,0_Gyro_y_R,0_Gyro_z_R,0_Gyro_x_Fil,0_Gyro_y_Fil,0_Gyro_z_Fil,20_Acc_N_Fil,20_Gyro_x_R,20_Gyro_y_R,20_Gyro_z_R,20_Gyro_x_Fil,20_Gyro_y_Fil,20_Gyro_z_Fil,40_Acc_N_Fil,40_Gyro_x_R,40_Gyro_y_R,40_Gyro_z_R,40_Gyro_x_Fil,40_Gyro_y_Fil,40_Gyro_z_Fil,60_Acc_N_Fil,60_Gyro_x_R,60_Gyro_y_R,60_Gyro_z_R,60_Gyro_x_Fil,60_Gyro_y_Fil,60_Gyro_z_Fil,80_Acc_N_Fil,80_Gyro_x_R,80_Gyro_y_R,80_Gyro_z_R,80_Gyro_x_Fil,80_Gyro_y_Fil,80_Gyro_z_Fil,Sprungtyp,SprungID
-1.423,345.503,-9.436,10.049,345.503,9.436,36.164,415.434,59.007,1.233,20.717,10.02,4.92,218.205,-8.926,-0.02,39.094,-4.879,-7.556,67.487,-5.652,1.402,20.717,10.02,7.055,218.205,-7.39,0.41,39.094,1.215,1.182,67.487,5.591,9.609,82.833,18.799,11.553,218.703,18.519,4.587,39.094,7.509,10.414,74.804,14.181,25.748,-2.028,63.035,31.213,-2.58,56.778,28.061,13.285,19.847,461.376,-22.243,18.737,455.076,-22.181,9.253,6.919,264.183,-6.897,6.901,265.111,-6.813,4.795,-4.964,100.618,-2.965,-4.674,102.134,-2.871,28.676,-20.888,165.047,-14.875,-20.76,167.805,-15.223,Salto rw C,generated_Mean_Salto rw C
8.315,-182.851,18.134,16.003,278.464,18.134,27.45,303.388,46.041,3.714,-7.049,3.407,1.389,-36.653,3.54,2.487,-73.855,6.831,0.725,-65.294,4.356,3.768,14.98,3.919,3.482,47.203,3.259,6.382,117.68,6.632,2.371,98.601,4.324,7.398,26.943,12.969,4.678,47.833,5.874,7.706,117.68,10.123,7.668,110.932,17.075,27.053,8.883,-23.538,7.611,8.761,-24.177,6.699,1.826,3.594,-38.685,12.008,3.607,-38.976,11.801,1.747,5.746,-129.019,12.074,5.737,-129.059,11.993,6.755,2.698,-195.297,17.503,2.751,-194.751,17.46,28.081,3.367,-128.557,10.023,3.51,-129.394,9.942,3/4 Salto vw A,generated_Mean_3/4 Salto vw A
-14.312,-64.974,192.416,41.502,86.014,192.416,80.532,405.237,232.644,0.496,-84.864,5.181,-11.322,-90.755,74.086,-7.168,25.106,105.762,3.682,85.54,7.388,7.02,113.533,11.75,18.93,115.726,67.516,18.504,-31.942,105.762,-2.953,-111.304,7.388,14.982,133.527,24.913,26.188,117.644,74.945,23.593,40.493,105.921,15.769,113.574,26.865,38.829,-1.035,-165.627,10.277,-1.055,-165.613,11.113,25.723,-5.428,-341.667,103.314,-5.944,-338.457,104.576,13.348,-41.183,-36.65,314.209,-40.723,-37.716,311.852,9.355,-10.709,112.99,179.212,-10.704,113.126,179.563,27.403,13.205,228.788,4.185,12.815,229.094,5.82,Baby- Fliffis C,generated_Mean_Baby- Fliffis C
123.098,-287.24,-46.755,123.098,287.24,147.035,177.702,666.841,224.173,5.191,-238.192,3.361,12.477,-199.928,-40.306,97.631,8.686,-1.563,7.798,142.195,-8.246,14.381,238.192,11.706,30.019,199.928,25.24,70.9,-8.686,96.858,7.798,-142.195,13.23,22.915,239.762,20.954,38.172,205.043,46.627,100.658,79.813,125.158,15.957,142.223,31.433,50.118,23.526,-460.013,4.046,22.859,-457.091,4.484,36.106,2.852,-617.086,-28.385,3.552,-615.354,-29.552,21.883,119.198,-198.284,-104.628,120.254,-198.981,-102.239,17.199,194.87,145.487,51.373,192.746,144.929,50.346,29.669,5.579,327.61,-4.067,6.566,327.752,-4.418,Fliffis aus B,generated_Mean_Fliffis aus B
7.312,-3.921,4.169,7.312,4.755,4.169,37.269,206.88,50.412,1.849,19.96,8.29,5.798,4.448,-2.814,-1.869,-31.257,1.744,1.534,2.928,-3.05,1.849,19.96,8.29,5.798,4.448,-2.814,-0.883,-17.559,2.198,0.548,-2.094,-3.504,12.082,71.152,18.68,7.932,85.315,8.968,9.202,31.831,9.404,8.053,18.582,13.361,36.855,-4.04,-7.988,27.478,-2.183,-11.544,19.275,12.645,20.572,202.786,0.846,20.026,196.768,1.903,8.434,9.439,-192.528,-1.631,8.771,-186.81,-1.096,1.581,-6.945,-15.668,6.2,-6.271,-16.867,6.07,16.22,4.455,8.241,-6.237,4.587,8.914,-3.899,Bücksprung,generated_Mean_Bücksprung
1.076,-9.973,1.097,3.038,9.973,1.112,28.957,161.211,60.586,1.55,22.401,6.713,1.938,-16.485,-1.943,0.711,-15.799,7.331,-3.122,-0.091,-11.004,2.24,22.401,6.713,2.063,-16.485,-1.943,0.373,3.965,7.331,-1.638,0.091,-10.989,9.419,69.172,21.234,7.667,54.004,10.976,4.979,20.329,9.582,6.892,17.707,18.793,34.272,8.657,11.515,16.761,9.045,6.175,5.911,9.608,-2.937,85.148,0.705,-2.541,85.602,0.303,5.729,5.167,-119.157,12.617,5.547,-119.193,12.69,1.523,-2.743,1.812,17.767,-2.573,1.645,17.456,17.028,-4.221,-0.793,-28.031,-3.877,0.513,-25.554,Hocksprung,generated_Mean_Hocksprung
95.447,157.595,331.932,98.993,157.595,368.136,163.725,302.214,389.543,30.876,51.75,52.128,63.469,-38.793,147.038,-13.664,32.252,121.536,14.766,112.386,11.229,35.393,82.285,57.973,67.272,-33.488,164.493,-18.56,19.964,133.005,14.888,88.833,12.666,36.709,82.434,62.667,72.285,50.462,164.493,36.114,55.477,133.154,18.617,113.841,29.229,30.029,61.933,142.991,90.539,62.828,142.016,92.257,8.887,174.285,-18.018,317.253,173.046,-18.493,316.407,13.322,33.619,-100.746,406.606,34.641,-98.337,404.488,9.998,-20.496,164.671,187.021,-20.456,163.927,188.192,23.365,42.516,288.613,10.588,41.359,287.1,11.928,Schraubensalto A,generated_Mean_Schraubensalto A
-61.909,-256.763,179.163,85.835,289.363,236.946,126.215,606.756,256.087,-15.97,-228.922,15.456,-12.384,-190.578,42.734,-40.369,29.212,103.327,6.813,133.526,17.646,18.304,228.922,16.108,14.175,190.578,49.87,48.395,-29.212,140.933,-4.513,-133.526,24.537,24.503,234.875,27.901,26.797,193.616,54.651,66.189,76.753,140.95,18.199,134.112,38.082,51.807,-38.174,-450.896,42.716,-37.278,-445.933,41.714,36.765,-21.095,-574.566,44.685,-21.556,-572.891,45.602,22.504,-84.109,-180.014,192.377,-83.437,-180.385,192.267,17.498,-49.151,174.148,202.846,-49.485,172.998,201.514,26.094,26.415,314.578,20.087,25.388,311.501,21.672,Fliffis B,generated_Mean_Fliffis B
20.356,-27.913,181.517,29.84,34.174,181.517,62.026,344.631,215.211,10.187,-150.173,9.594,9.543,-29.508,102.505,-1.174,61.277,71.814,1.799,90.491,-2.396,11.018,150.173,9.605,14.251,29.508,102.494,3.115,-61.277,71.814,1.457,-84.231,-2.396,14.298,150.832,20.687,22.381,40.191,103.659,14.44,61.522,72.115,10.907,92.086,18.75,39.643,31.838,-363.531,13.342,30.775,-361.074,13.922,9.496,5.19,-192.87,119.465,6.279,-194.319,122.043,10.73,20.673,57.371,364.072,20.115,57.459,359.595,7.356,-0.001,189.901,77.498,0.124,189.833,78.934,24.001,5.703,223.136,-16.068,5.946,220.589,-15.307,Barani B,generated_Mean_Barani B
-24.889,-305.726,51.008,240.943,437.093,525.99,257.86,540.432,550.099,-14.916,-250.748,17.571,-47.0,-145.022,-20.031,19.332,-58.255,50.459,17.695,148.299,3.01,20.562,250.748,17.571,70.271,145.022,154.19,101.838,58.255,296.245,12.483,-148.299,43.092,29.088,253.588,28.779,93.131,166.721,173.16,141.7,101.771,296.245,29.73,149.72,66.806,52.875,-24.708,-501.629,38.194,-24.37,-497.759,37.828,37.113,-99.442,-565.598,-9.759,-98.756,-563.507,-9.416,33.265,-14.054,-88.555,88.404,-14.57,-93.349,87.143,26.994,54.88,-45.101,97.683,54.941,-42.221,98.375,31.068,46.377,352.455,2.059,44.82,352.251,3.349,Fliffis- Rudi B,generated_Mean_Fliffis- Rudi B
-360.738,-495.995,-247.112,360.738,495.995,247.112,472.882,850.034,412.877,-151.269,11.422,-90.666,-221.861,-374.584,69.121,0.481,-237.76,-136.745,11.911,104.928,-88.821,151.269,11.422,90.666,221.861,351.74,-68.592,-0.481,237.76,136.217,-11.911,-104.928,88.821,151.337,130.786,110.825,221.861,374.584,69.775,77.594,239.465,137.649,22.09,105.198,94.628,30.744,-222.217,134.766,-244.292,-223.294,130.618,-240.002,61.923,-518.805,-616.444,156.922,-516.518,-614.12,152.967,76.063,-271.167,-841.828,-15.215,-269.614,-836.443,-15.848,27.983,119.688,-141.453,-385.405,116.926,-145.63,-382.756,29.392,3.999,242.961,-120.357,4.764,239.905,-122.1,Halb ein Triffis C,generated_Mean_Halb ein Triffis C
-60.035,-770.351,-159.18,60.035,770.351,159.18,211.575,1007.505,265.259,-39.086,-256.469,9.754,-70.877,-406.297,30.063,12.037,-222.603,-127.656,37.891,115.018,-71.342,39.086,256.469,9.754,70.877,406.297,30.063,-12.037,222.603,48.022,-37.891,-115.018,71.342,43.526,258.15,28.565,70.877,406.297,30.399,57.151,226.682,128.808,40.021,116.376,77.486,54.586,-70.349,-475.217,10.549,-69.261,-472.107,10.424,74.031,-143.242,-837.266,70.398,-143.209,-837.742,70.286,76.089,-123.369,-854.861,-18.089,-121.328,-850.305,-19.888,30.111,107.117,-143.623,-384.042,104.765,-146.91,-380.63,30.742,71.059,276.438,-99.895,69.649,273.356,-102.891,Triffis C,generated_Mean_Triffis C
-482.785,-138.427,-728.336,482.785,138.427,728.336,550.188,606.242,755.836,-38.117,-144.035,-135.285,-256.841,-107.72,-219.777,-180.648,-48.573,-322.662,-7.179,161.902,-50.612,38.117,144.035,135.285,256.841,107.72,219.777,180.648,48.573,322.662,7.179,-161.902,50.612,70.512,158.981,142.989,256.841,177.981,220.067,198.898,107.379,322.662,23.938,161.902,70.119,46.692,4.346,-348.288,-138.07,1.441,-341.292,-142.023,38.171,-560.38,-109.74,-569.366,-554.97,-113.31,-564.827,40.167,-499.25,-190.924,-537.353,-499.108,-193.417,-537.212,29.559,-153.47,-64.176,-568.586,-156.204,-60.348,-566.179,33.023,-19.929,359.403,-34.737,-19.605,357.95,-37.306,Voll- ein- Rudi- aus B,generated_Mean_Voll- ein- Rudi- aus B
-392.081,68.99,-675.423,392.081,84.628,675.423,467.171,572.127,700.376,-124.204,60.923,-179.047,-235.235,-42.388,-285.396,-36.054,-77.487,-180.606,3.412,127.942,-30.374,124.204,60.923,179.047,235.235,-32.552,285.396,36.054,48.54,180.606,-3.412,7.716,30.374,127.02,113.047,179.047,235.235,178.86,287.49,81.558,152.277,180.778,23.359,127.942,53.06,34.829,-220.575,223.165,-275.208,-219.931,219.959,-277.323,39.066,-459.479,66.591,-808.24,-458.76,63.487,-802.671,42.431,-365.417,-494.722,-285.34,-365.552,-484.191,-289.326,22.573,15.721,100.163,-393.946,13.862,96.232,-390.734,30.176,-2.906,288.792,-15.937,-2.864,284.756,-17.709,Voll- ein- voll- aus B,generated_Mean_Voll- ein- voll- aus B
-304.612,-269.654,-491.171,304.612,269.654,491.171,375.013,615.11,511.207,-26.379,-147.984,-95.366,-239.075,-123.861,-176.616,-51.082,-127.815,-163.898,11.924,130.006,-55.29,26.379,147.984,95.366,239.075,123.861,176.616,51.082,127.815,163.898,-11.924,-130.006,55.29,48.501,154.749,102.663,239.075,179.465,181.152,59.466,150.231,164.516,27.972,130.664,62.876,46.584,-8.35,-340.713,-93.74,-10.258,-334.434,-99.151,32.993,-503.993,-67.725,-623.122,-497.261,-74.891,-614.671,45.602,-318.869,-639.461,-114.531,-320.693,-630.535,-120.069,21.397,-18.602,-7.827,-437.027,-20.777,-12.081,-432.242,30.819,24.213,318.498,-71.578,23.241,316.847,-73.877,Voll- ein- halb- aus B,generated_Mean_Voll- ein- halb- aus B
-266.454,261.807,-691.319,266.454,261.807,691.319,376.318,525.573,720.617,-106.202,92.765,-152.071,-87.639,66.738,-283.054,-62.577,-40.774,-244.438,-10.037,143.077,-11.754,106.202,92.765,152.071,87.639,66.738,283.054,62.577,-40.774,244.438,10.037,143.077,11.754,108.984,123.968,152.071,135.269,129.399,283.054,111.832,129.127,244.438,20.233,143.079,41.053,34.812,-200.531,309.408,-260.992,-200.502,306.005,-263.638,46.031,-94.491,7.556,-776.397,-100.073,11.804,-770.459,33.088,-497.787,-36.327,-424.301,-487.192,-33.614,-430.514,37.858,49.455,125.894,-537.075,44.289,123.179,-530.884,31.124,-26.361,343.854,21.006,-25.907,342.06,17.602,Voll- ein- voll- aus A,generated_Mean_Voll- ein- voll- aus A
-412.419,95.668,-644.594,412.419,126.601,644.594,434.13,521.761,668.548,-110.2,61.919,-175.343,-179.241,30.987,-243.492,-111.833,-127.093,-173.38,-11.145,129.855,-52.38,110.2,61.919,175.343,179.241,30.987,243.492,111.833,-23.467,173.38,11.145,57.163,52.38,113.235,113.861,175.343,181.718,116.871,244.391,113.727,160.418,182.864,25.451,130.612,65.951,32.675,-204.346,242.684,-316.029,-203.319,238.597,-316.576,42.344,-286.261,-17.128,-789.332,-289.294,-15.019,-781.676,36.226,-577.181,-201.987,-129.24,-570.328,-199.34,-137.244,33.354,-89.714,-79.519,-533.824,-91.969,-79.22,-526.452,33.674,-14.875,318.797,-60.548,-16.794,315.098,-63.843,Voll- ein- voll- aus C,generated_Mean_Voll- ein- voll- aus C
190.5,-430.757,291.22,190.5,430.757,291.22,348.813,506.076,334.331,-28.347,-102.723,56.332,78.448,-14.609,217.922,134.338,-217.722,2.724,6.061,-95.702,14.243,28.347,102.723,56.332,21.754,14.609,217.922,134.338,217.722,2.724,6.061,95.702,14.243,43.365,103.1,60.402,158.863,82.136,218.293,134.354,217.722,32.054,12.231,103.118,23.583,35.53,-29.202,-195.15,69.462,-30.481,-194.52,70.566,21.274,-108.385,-92.982,431.7,-103.956,-91.973,427.852,29.147,474.691,-275.524,147.873,469.675,-274.687,150.429,21.773,129.186,-372.896,28.88,130.267,-373.2,28.128,30.5,5.052,-173.322,12.368,5.192,-173.472,12.64,Voll- ein 1 3/4 Salto vw C,generated_Mean_Voll- ein 1 3/4 Salto vw C
17.627,-662.191,23.748,18.242,662.191,26.536,39.371,674.565,61.252,7.942,-196.756,4.855,4.27,-189.123,8.64,3.773,-139.961,3.532,1.641,-136.351,6.719,7.942,196.756,5.738,4.27,189.123,7.758,4.38,139.961,4.163,1.65,136.351,8.878,12.708,197.317,15.009,11.436,190.919,17.532,6.028,140.209,8.93,9.199,146.12,19.781,41.124,9.739,-328.636,-1.38,9.674,-328.587,-1.359,41.085,22.461,-623.239,18.735,22.173,-617.384,18.214,9.336,-7.198,-125.208,-14.962,-6.914,-129.622,-14.396,7.757,7.748,-350.443,0.425,7.525,-349.817,0.192,30.933,-0.359,-251.957,1.235,-0.31,-253.803,0.35,1 3/4 Salto vw C,generated_Mean_1 3/4 Salto vw C
-196.617,-733.119,-187.217,196.617,733.119,187.217,315.263,980.869,276.718,-60.276,-292.976,22.866,-154.993,-371.159,8.621,-25.854,-189.84,-140.372,44.506,120.856,-78.332,60.276,292.976,22.866,154.993,371.159,8.621,25.854,189.84,77.399,-44.506,-120.856,78.332,60.285,295.638,32.16,154.993,371.159,20.718,55.435,192.656,140.372,44.55,121.416,83.469,59.447,-104.862,-572.695,32.71,-104.415,-568.167,32.399,55.277,-270.56,-724.719,60.608,-270.493,-727.046,60.687,48.708,-262.025,-730.553,-77.609,-260.283,-727.315,-78.062,24.375,57.698,-109.672,-384.458,55.828,-112.168,-381.96,31.34,82.344,281.545,-105.996,81.247,280.063,-108.318,Triffis B,generated_Mean_Triffis B
-3.624,-38.354,-7.997,4.207,38.354,8.077,21.727,120.333,35.647,-1.417,-1.617,0.339,-1.316,-35.171,-3.354,2.933,-29.511,-0.117,-3.823,27.946,-4.865,1.8,4.361,1.775,1.224,32.428,1.893,-0.74,29.511,0.428,1.923,-27.946,3.981,4.593,20.103,6.601,3.275,35.184,5.746,5.072,29.664,8.29,8.786,35.382,15.009,27.842,-3.191,3.259,1.378,-2.981,3.285,1.16,0.747,-3.192,-57.515,-5.083,-3.2,-57.548,-5.013,1.206,1.666,-89.956,-8.729,1.636,-89.589,-8.613,1.548,6.236,-43.078,5.384,6.157,-42.727,5.186,26.256,-11.556,82.429,-14.938,-10.999,80.961,-14.105,Bauchsprung,generated_Mean_Bauchsprung
3.754,37.902,6.823,4.442,37.902,6.928,25.232,83.181,41.091,1.464,-10.841,1.773,1.351,2.167,1.846,0.725,9.317,-0.716,0.214,37.26,3.919,3.89,10.841,3.627,-0.146,-1.007,1.521,0.432,-3.126,-0.59,0.267,31.194,2.37,8.544,23.11,15.282,4.507,8.711,7.161,4.63,12.943,7.306,7.551,38.417,11.342,32.293,2.607,-34.731,3.505,2.192,-33.553,2.776,1.172,3.629,11.692,5.183,3.587,11.467,5.154,1.014,2.403,-0.019,3.264,2.416,0.241,3.123,1.276,1.651,35.408,-2.918,1.578,35.007,-2.66,22.321,0.725,98.718,10.836,0.723,99.617,10.798,Von Bauch in Stand,generated_Mean_Von Bauch in Stand
78.936,174.775,396.365,78.936,174.775,396.365,162.434,279.442,400.478,41.714,77.145,66.694,60.723,-47.595,204.843,-31.969,64.199,108.633,8.469,81.026,16.195,41.714,77.145,66.694,60.723,-47.595,204.843,-31.969,64.199,108.633,8.469,81.026,16.195,42.045,77.173,66.758,77.197,55.841,204.843,32.024,65.339,108.633,11.167,81.089,20.245,29.375,71.108,182.753,123.79,71.333,182.021,123.75,9.789,215.821,-40.81,368.294,213.157,-40.578,367.618,13.478,-62.302,-12.875,403.236,-60.192,-12.667,402.115,7.036,-38.175,162.431,144.41,-38.134,162.013,145.002,21.426,24.18,181.068,25.393,23.567,179.225,25.719,Schraubensalto C,generated_Mean_Schraubensalto C
