SprungID,Sprungtyp,std_Acc_N_Fil,std_Gyro_x_R,std_Gyro_y_R,std_Gyro_z_R,std_Gyro_x_Fil,std_Gyro_y_Fil,std_Gyro_z_Fil
0609-4-01-485,Strecksprung,23.487,6.102,26.179,6.118,5.413,24.993,4.636
0110-MORITZ-01-60,Salto C,22.191,19.23,169.12,23.111,16.147,162.167,16.553
0609-4-01-308,Salto C,20.07,14.668,155.174,18.291,11.543,145.25,13.044
0609-4-01-592,Barani C,20.973,27.12,213.78,96.904,25.388,209.735,95.334
20191001-1148-FRANKFURT_1-01-35,Strecksprung,23.102,8.744,50.832,18.397,6.658,45.91,14.153
20190930-1616-FRANKFURT_1-01-240,Fliffis C,26.303,72.132,371.204,123.779,66.327,363.096,114.537
0609-1-01-789,Von Bauch in Stand,21.588,19.181,55.866,43.974,16.694,48.304,37.882
0609-1-01-73,Strecksprung,25.311,14.769,63.972,24.02,12.417,61.175,19.296
20191007-1159-FRANKFURT_1-01-116,Barani B,18.229,39.845,252.822,173.595,36.285,249.034,168.821
0115-JANEIKE-01-18,Salto B,25.547,31.123,192.041,30.519,28.209,186.397,22.464
20191008-1207-FRANKFURT_2-01-230,Schraubensalto A,23.239,113.015,166.498,137.438,110.526,161.885,133.7
0609-4-01-566,Barani C,22.095,41.294,197.289,86.634,39.593,193.815,84.372
0827-BK2-02-35,Salto C,23.809,15.966,183.326,31.003,13.508,177.04,28.13
20191007-1534-FRANKFURT_2-01-141,Baby- Fliffis C,23.122,45.225,303.924,121.033,39.305,283.308,116.696
0609-1-01-798,Bauchsprung,24.612,17.028,75.207,30.239,14.533,68.817,23.254
20191008-1157-FRANKFURT_1-01-221,Barani C,20.972,54.878,244.617,147.425,50.299,241.297,142.279
0827-BK1-01-105,Salto A,23.178,14.196,63.104,22.765,10.578,55.694,14.68
0609-1-01-736,Bauchsprung,22.719,16.036,88.694,38.025,12.456,81.825,17.937
0609-1-01-71,Strecksprung,22.937,13.832,66.964,22.256,11.135,63.876,16.607
20191001-1202-FRANKFURT_2-01-198,Salto A,20.661,21.796,87.44,98.66,14.901,63.122,24.195
0609-4-01-37,Fliffis B,26.058,98.177,360.982,118.47,96.161,348.365,111.9
0115-JANEIKE-01-133,Voll- ein- halb- aus B,19.987,229.442,373.899,313.548,224.081,362.457,301.189
20191008-1157-FRANKFURT_1-01-181,Rudi,21.046,104.062,226.905,312.742,99.021,219.78,307.535
20191007-1524-FRANKFURT_1-01-266,Fliffis- Rudi C,17.896,220.485,442.949,424.354,208.551,414.94,404.08
20191008-1207-FRANKFURT_2-01-12,Strecksprung,26.589,16.626,57.74,53.264,13.045,44.741,33.039
20191008-1157-FRANKFURT_1-01-112,Salto A,22.095,20.292,62.965,40.696,16.126,52.407,31.218
20190930-1247-FRANKFURT_2-01-236,Strecksprung,24.383,14.313,71.079,24.015,12.213,67.635,21.713
0609-1-01-788,Bauchsprung,23.686,23.617,82.2,26.15,14.866,74.643,17.694
20190930-1616-FRANKFURT_1-01-229,Strecksprung,21.347,12.212,65.485,21.994,10.727,62.596,16.656
20190930-1247-FRANKFURT_2-01-222,Salto A,23.578,17.13,52.777,25.231,13.781,44.744,18.366
20191007-1524-FRANKFURT_1-01-41,Barani A,26.296,67.584,196.84,102.334,64.186,189.921,86.325
20190930-1153-FRANKFURT_1-01-236,3/4 Salto rw A,23.117,13.019,40.906,21.978,11.737,39.353,17.423
0609-4-01-596,Barani C,22.93,21.102,221.096,100.739,18.191,217.453,97.798
20191007-1150-FRANKFURT_2-01-110,Salto A,20.672,24.551,77.048,30.009,20.295,63.2,19.992
0609-4-01-462,Salto C,23.952,13.784,54.691,18.094,12.584,49.708,16.351
20191007-1534-FRANKFURT_2-01-132,Fliffis B,18.938,46.295,448.799,137.436,41.96,444.589,133.417
20191007-1159-FRANKFURT_1-01-324,Salto A,20.539,22.851,70.472,29.562,19.205,56.732,21.61
0609-4-01-207,Schraubensalto C,19.602,116.204,132.175,154.674,114.448,128.2,153.349
20190930-1247-FRANKFURT_2-01-195,Barani C,22.912,50.334,193.196,73.951,45.901,188.092,61.727
20191007-1159-FRANKFURT_1-01-11,Salto C,22.41,36.048,241.992,39.607,32.416,230.229,26.333
0110-MORITZ-01-18,Fliffis aus C,22.967,80.734,399.095,151.357,75.031,395.537,146.436
20191003-1152-FRANKFURT_1-01-64,Salto B,19.555,23.342,236.197,31.278,20.275,229.863,25.549
20191001-1202-FRANKFURT_2-01-142,Salto A,20.425,22.896,95.414,92.5,17.046,67.398,31.935
20190930-1616-FRANKFURT_1-01-202,Barani A,21.439,71.93,145.365,73.542,68.813,139.586,60.095
0115-JANEIKE-01-130,Salto B,23.82,26.112,153.493,34.306,22.848,146.257,26.385
20191008-1157-FRANKFURT_1-01-201,Salto A,24.372,19.26,82.572,35.534,14.088,71.287,23.158
0827-BK2-01-98,Salto A,22.901,16.333,55.762,17.972,14.206,50.526,15.244
20190930-1247-FRANKFURT_2-01-86,Barani C,24.049,56.284,222.167,88.911,50.179,215.803,70.793
20191007-1524-FRANKFURT_1-01-111,Fliffis- Rudi C,20.983,216.013,443.49,403.562,205.558,417.659,389.449
20190930-1153-FRANKFURT_1-01-91,Salto A,23.453,20.077,52.514,38.167,17.954,47.357,34.175
20191007-1159-FRANKFURT_1-01-187,Strecksprung,21.945,15.933,63.405,24.495,14.457,60.908,21.69
0115-CHARI-05-24,Strecksprung,20.925,14.363,77.053,22.514,12.172,74.743,19.216
20191008-1207-FRANKFURT_2-01-43,Strecksprung,23.707,16.83,67.002,26.447,14.295,61.977,20.785
0827-BK2-01-38,Strecksprung,24.89,8.988,60.943,10.993,7.842,58.051,8.006
0115-MORITZ-03-113,Salto C,23.812,14.001,162.056,21.611,11.935,155.313,14.525
20191007-1534-FRANKFURT_2-01-135,Salto A,21.554,18.526,49.935,24.173,15.548,42.922,11.349
20191007-1159-FRANKFURT_1-01-227,Barani B,22.784,39.718,262.734,150.866,36.733,258.375,147.236
0609-1-01-372,Doppelsalto B,22.021,38.382,301.537,41.105,35.376,291.829,25.421
20190930-1616-FRANKFURT_1-01-354,Strecksprung,22.184,12.011,70.185,16.119,10.185,66.732,12.844
20191007-1524-FRANKFURT_1-01-180,Salto B,26.484,37.975,218.854,59.655,31.17,208.592,37.231
20191008-1157-FRANKFURT_1-01-239,Salto A,22.454,24.568,65.514,34.357,16.304,53.557,23.294
20191001-1202-FRANKFURT_2-01-81,3/4 Salto vw A,23.405,16.578,136.21,40.631,11.081,127.592,26.115
20191007-1159-FRANKFURT_1-01-399,Salto C,22.443,20.814,209.631,29.32,18.33,197.73,19.902
0609-1-01-129,Von Bauch in Stand,22.128,15.661,67.126,28.328,11.814,59.709,16.051
0115-JANEIKE-01-78,Strecksprung,26.272,11.901,67.426,19.61,8.997,64.083,14.461
20191008-1207-FRANKFURT_2-01-26,Salto B,25.435,34.048,220.121,60.962,29.338,207.337,31.338
0115-JANEIKE-01-21,Fliffis B,20.347,151.027,377.602,156.845,148.292,372.22,152.479
0609-1-01-766,Von Bauch in Stand,26.415,16.721,70.278,22.852,14.08,59.665,15.389
0115-MORITZ-03-82,Salto C,25.044,19.269,161.097,18.619,16.188,154.37,14.244
20191008-1157-FRANKFURT_1-01-260,Barani C,23.304,38.705,231.262,115.53,34.827,227.752,113.233
0110-MORITZ-01-32,Doppelsalto B,22.909,30.837,266.713,30.588,27.958,260.821,21.879
0609-4-01-314,Fliffis C,26.058,80.574,354.491,113.02,78.139,346.867,108.501
20191008-1157-FRANKFURT_1-01-259,Grätschwinkel,23.248,19.566,146.128,36.442,13.873,135.736,20.756
20191007-1159-FRANKFURT_1-01-326,Grätschwinkel,21.244,23.37,147.639,28.03,19.386,143.304,19.079
20191007-1150-FRANKFURT_2-01-117,Barani A,21.327,78.86,196.412,91.472,77.391,192.498,87.325
0609-4-01-158,Schraubensalto C,23.093,105.852,135.269,157.791,104.083,131.332,156.285
20191008-1207-FRANKFURT_2-01-216,Salto A,21.705,21.393,95.221,35.39,14.086,86.957,23.663
0115-CHARI-05-51,Fliffis- Rudi B,18.788,199.24,397.417,301.35,194.707,391.358,296.898
20191007-1524-FRANKFURT_1-01-182,Doppelsalto C,20.689,37.94,208.811,58.513,31.98,198.248,45.523
20191008-1157-FRANKFURT_1-01-178,Salto B,19.799,47.785,222.16,44.847,43.85,211.369,35.427
0609-1-01-57,Salto C,23.595,25.931,212.412,27.966,21.274,205.913,20.629
20191001-1202-FRANKFURT_2-01-108,Barani A,21.782,64.478,192.638,109.645,62.063,181.0,93.705
0110-JANEIKE-01-117,Schraubensalto,20.023,102.467,168.262,142.458,100.228,165.347,140.476
20191007-1159-FRANKFURT_1-01-10,Salto C,22.927,24.718,232.786,37.559,17.678,220.176,26.547
0609-1-01-754,Strecksprung,23.323,8.955,23.098,27.231,6.921,21.389,24.566
0110-MORITZ-01-14,Voll- ein- Rudi- aus B,22.2,308.265,363.3,342.521,300.905,347.562,331.003
0609-4-01-332,Strecksprung,23.378,10.937,71.339,13.969,9.438,67.246,9.53
20191008-1157-FRANKFURT_1-01-261,Salto C,22.759,24.466,227.553,45.019,17.79,215.198,29.568
20191008-1207-FRANKFURT_2-01-340,Fliffis C,20.501,107.775,404.092,164.556,100.491,399.0,144.994
0827-BK2-02-137,Salto A,23.051,15.133,49.568,18.125,13.102,43.113,15.256
0609-1-01-856,Doppelsalto C,21.272,36.022,284.633,39.196,32.083,279.289,25.977
0609-4-01-502,Salto C,20.101,16.149,137.788,16.275,13.733,129.659,11.812
20191008-1207-FRANKFURT_2-01-76,Salto A,24.828,30.353,114.063,56.664,16.866,97.625,25.141
0115-CHARI-05-158,Voll- ein 1 3/4 Salto vw C,20.32,224.814,235.894,203.881,221.417,215.289,198.23
20190930-1616-FRANKFURT_1-01-150,Fliffis C,23.992,81.896,388.351,148.358,71.071,372.115,126.62
0609-1-01-562,Doppelsalto B,22.298,43.05,284.499,39.532,38.856,276.105,23.947
20191007-1524-FRANKFURT_1-01-53,Barani A,24.905,74.17,190.898,104.125,72.293,183.37,84.677
0827-BK2-01-13,Salto C,25.214,20.559,183.152,24.931,18.49,175.467,19.796
0827-BK2-01-75,Salto B,24.742,28.62,203.251,37.767,25.538,196.507,31.725
20190930-1153-FRANKFURT_1-01-244,Fliffis Rudi C,20.991,154.487,358.635,344.529,147.258,352.434,337.713
0609-1-01-150,Doppelsalto C,22.713,35.204,292.252,36.678,30.225,286.824,25.717
20190930-1153-FRANKFURT_1-01-201,Schraubensalto,20.23,116.697,134.348,121.975,114.912,131.009,120.345
20191008-1207-FRANKFURT_2-01-266,Fliffis C,19.499,100.774,420.295,199.85,92.185,406.613,161.837
20191008-1207-FRANKFURT_2-01-308,Doppelsalto C,20.641,93.094,256.273,66.183,89.955,248.165,45.672
20191007-1150-FRANKFURT_2-01-98,Salto A,19.173,37.206,53.325,40.929,34.585,47.936,28.609
20191008-1157-FRANKFURT_1-01-202,Rudi,18.708,71.836,239.076,314.453,65.798,232.578,309.825
0609-4-01-530,Barani C,22.333,43.721,203.704,89.169,41.668,199.604,85.018
0609-1-01-174,Von Bauch in Stand,24.653,21.701,68.2,30.214,17.787,61.603,15.782
20190930-1616-FRANKFURT_1-01-313,Barani C,24.625,62.686,197.447,77.094,56.62,186.838,59.889
20191008-1157-FRANKFURT_1-01-203,Grätschwinkel,22.806,13.734,149.304,39.633,9.076,143.791,25.75
20191007-1159-FRANKFURT_1-01-104,Strecksprung,21.823,11.439,57.697,26.91,10.094,56.412,23.243
20191007-1524-FRANKFURT_1-01-145,Salto C,17.53,64.636,289.575,86.169,56.933,276.916,48.945
0110-MORITZ-01-19,Voll- ein- voll- aus B,18.717,223.216,368.705,321.997,214.802,356.319,314.015
0115-CHARI-05-76,Fliffis- Rudi B,20.547,214.727,392.695,311.837,208.891,386.255,307.16
20190930-1616-FRANKFURT_1-01-272,Barani A,23.242,68.609,152.943,60.124,67.674,149.384,55.376
20190930-1153-FRANKFURT_1-01-242,Rudi,23.104,120.482,152.664,204.65,116.694,149.414,202.913
0115-MORITZ-03-147,Doppelsalto B,23.319,26.697,275.777,35.097,21.587,269.074,27.513
20190930-1247-FRANKFURT_2-01-127,3/4 Salto rw A,28.106,20.06,60.363,35.419,17.075,52.7,26.192
20191008-1207-FRANKFURT_2-01-102,Schraubensalto A,19.875,95.217,179.021,151.19,91.854,171.055,136.776
0609-4-01-155,Schraubensalto C,22.796,107.923,132.915,161.763,106.082,129.763,160.358
0609-4-01-544,Barani C,24.72,27.097,210.916,108.39,25.465,206.555,105.504
20191008-1207-FRANKFURT_2-01-182,Strecksprung,23.635,18.438,71.728,25.397,14.325,66.983,15.387
20191007-1159-FRANKFURT_1-01-222,Strecksprung,22.064,16.056,66.461,29.352,14.331,64.007,26.075
20191008-1207-FRANKFURT_2-01-240,Salto B,24.209,37.755,245.128,37.339,34.322,237.059,23.849
0609-4-01-412,Salto C,20.524,16.231,171.13,21.749,13.493,164.164,17.093
20191007-1159-FRANKFURT_1-01-164,Barani B,22.734,61.554,260.578,169.656,57.757,256.37,163.741
0609-1-01-430,Doppelsalto B,20.412,31.138,285.292,36.599,27.98,278.085,24.845
20191008-1207-FRANKFURT_2-01-265,Doppelsalto C,22.134,33.046,252.058,59.616,28.017,244.54,32.981
0609-4-01-550,Barani C,21.245,34.036,210.365,97.694,32.032,205.848,95.448
0609-4-01-57,Salto C,26.569,18.998,160.874,26.343,13.757,151.16,18.527
20191007-1534-FRANKFURT_2-01-32,Barani A,20.232,66.362,191.443,104.574,64.464,187.474,101.04
0827-BK1-01-63,Strecksprung,27.089,18.527,52.159,13.064,16.969,48.851,10.219
0115-MORITZ-03-11,Salto C,25.965,17.52,172.825,25.418,14.991,165.698,20.864
0609-1-01-235,Doppelsalto B,17.393,41.042,276.948,44.524,36.44,271.133,33.226
20190930-1247-FRANKFURT_2-01-248,Strecksprung,25.426,20.14,31.583,34.282,18.053,25.886,30.293
20191008-1207-FRANKFURT_2-01-205,Schraubensalto A,17.896,99.221,193.307,138.063,94.7,183.609,130.986
20191008-1157-FRANKFURT_1-01-262,3/4 Salto vw A,21.594,17.098,158.11,56.816,11.776,129.588,20.741
20190930-1247-FRANKFURT_2-01-317,Barani C,25.19,62.426,222.021,88.097,55.838,211.426,68.544
20190930-1153-FRANKFURT_1-01-221,Rudi,25.002,98.597,164.773,193.192,95.543,161.568,192.024
0609-1-01-590,Strecksprung,26.972,13.43,58.218,23.224,11.641,54.47,17.256
20191007-1524-FRANKFURT_1-01-177,Fliffis- Rudi B,21.602,209.646,452.777,368.322,201.693,436.547,360.727
20191001-1202-FRANKFURT_2-01-77,Barani A,20.433,72.943,184.575,128.246,70.774,175.568,120.556
20190930-1616-FRANKFURT_1-01-114,1/2 ein 1/2 aus C,23.659,205.372,348.665,164.425,201.069,344.575,154.179
0827-BK2-01-120,Salto A,23.988,17.649,63.822,20.891,15.06,57.051,15.161
20191007-1534-FRANKFURT_2-01-28,Barani A,19.803,77.001,180.31,90.689,75.139,176.817,88.212
20191001-1148-FRANKFURT_1-01-244,Fliffis aus B,20.38,141.193,446.787,220.852,133.569,441.115,210.891
20191008-1157-FRANKFURT_1-01-371,Grätschwinkel,22.523,22.841,170.906,40.011,14.355,158.213,25.845
20190930-1616-FRANKFURT_1-01-181,Fliffis C,25.812,63.716,386.941,123.47,56.704,379.624,113.561
20190930-1616-FRANKFURT_1-01-242,Barani A,22.82,70.817,158.888,83.146,68.038,154.383,73.388
0609-1-01-753,Doppelsalto C,20.959,28.278,272.121,35.476,25.411,267.519,25.592
0115-JANEIKE-01-88,Salto B,25.495,36.077,191.616,36.505,33.003,181.701,25.823
0115-MORITZ-03-36,Strecksprung,26.408,11.862,66.143,25.91,9.648,61.18,18.647
20191007-1534-FRANKFURT_2-01-78,Salto A,20.557,22.093,52.911,28.557,16.181,40.307,14.819
0115-JANEIKE-01-89,Triffis C,26.229,131.392,477.667,184.494,127.932,473.175,179.823
0609-4-01-365,Strecksprung,24.564,9.192,63.107,16.197,7.411,59.199,11.389
20191008-1157-FRANKFURT_1-01-280,Salto C,22.609,44.585,232.164,68.059,29.259,217.657,31.616
20191007-1150-FRANKFURT_2-01-132,Rudi,16.995,131.921,218.598,283.291,127.436,213.582,279.1
0609-1-01-675,Bauchsprung,24.011,21.016,91.003,24.481,18.873,86.267,19.888
0827-BK1-01-68,Salto B,24.321,24.364,169.581,26.438,21.572,162.795,20.404
0609-4-01-612,Barani C,20.34,34.266,219.61,103.335,31.265,215.392,100.614
20191007-1159-FRANKFURT_1-01-230,Barani A,22.057,51.454,222.112,156.182,48.597,217.808,152.017
20190930-1247-FRANKFURT_2-01-263,3/4 Salto rw A,24.3,23.397,59.063,37.017,19.923,48.027,26.531
0609-1-01-897,Bauchsprung,24.086,20.251,90.572,27.82,15.144,81.988,13.232
20190930-1247-FRANKFURT_2-01-175,Salto C,25.253,28.359,154.84,33.359,22.612,149.004,25.234
20191001-1148-FRANKFURT_1-01-124,Salto rw C,21.482,29.48,244.526,60.876,21.324,213.368,31.616
0609-1-01-641,Bauchsprung,25.459,13.771,94.696,51.248,9.826,87.665,37.609
20191008-1157-FRANKFURT_1-01-210,Strecksprung,21.877,14.71,93.77,35.07,11.822,91.017,31.174
20191007-1159-FRANKFURT_1-01-151,Barani B,22.996,39.869,256.04,176.87,36.216,251.779,172.411
0115-MORITZ-03-191,Fliffis aus C,25.398,74.293,380.18,133.883,70.97,375.813,128.298
0110-JANEIKE-01-82,Halb ein Triffis C,29.08,239.291,459.858,197.543,236.757,455.455,192.797
20190930-1153-FRANKFURT_1-01-135,Strecksprung,24.429,15.498,75.201,23.505,13.006,73.071,19.194
0609-4-01-329,Salto C,17.751,21.142,52.278,17.539,18.848,47.413,14.001
20190930-1247-FRANKFURT_2-01-319,Salto A,23.529,18.676,42.822,34.311,15.819,34.545,19.845
0609-1-01-887,Von Bauch in Stand,23.49,16.053,71.899,37.808,12.672,66.613,19.934
20191007-1150-FRANKFURT_2-01-56,3/4 Salto rw A,20.351,16.53,55.662,36.889,11.586,52.202,26.399
20191007-1524-FRANKFURT_1-01-92,Doppelsalto C,22.759,39.05,272.922,84.553,31.623,242.784,36.579
20190930-1153-FRANKFURT_1-01-140,Cody C,26.862,39.228,252.43,42.317,33.189,244.979,33.037
20191001-1202-FRANKFURT_2-01-184,Salto A,19.518,25.347,86.719,98.972,15.569,58.523,31.458
20191008-1157-FRANKFURT_1-01-284,Strecksprung,21.127,28.553,74.09,34.896,25.082,67.262,27.996
20191007-1159-FRANKFURT_1-01-107,Barani B,19.161,44.51,274.73,159.937,39.38,269.803,154.069
20191007-1534-FRANKFURT_2-01-120,Salto C,20.509,24.705,180.815,36.88,19.771,173.142,29.882
0609-1-01-461,Doppelsalto B,22.79,44.684,278.942,38.9,41.41,271.738,27.65
20190930-1616-FRANKFURT_1-01-26,Salto C,21.073,16.534,195.134,26.274,11.785,188.45,17.917
20190930-1616-FRANKFURT_1-01-239,Salto C,19.497,22.141,185.104,37.423,15.369,176.906,21.438
20191007-1524-FRANKFURT_1-01-181,Fliffis B,16.161,106.565,424.061,193.28,96.686,412.424,161.524
20190930-1247-FRANKFURT_2-01-247,Fliffis C,24.449,79.622,372.701,141.311,69.222,360.258,119.624
20191003-1152-FRANKFURT_1-01-61,3/4 Salto rw A,22.317,13.997,78.069,25.19,11.64,75.35,19.798
0609-4-01-455,Salto C,20.564,21.879,143.292,24.786,19.806,134.759,20.427
0609-1-01-222,Bauchsprung,26.071,14.037,78.272,31.992,9.989,71.177,22.068
0827-BK2-02-143,Salto A,21.804,17.076,59.383,24.144,14.821,51.122,20.046
0110-JANEIKE-01-104,Halb ein Triffis C,28.225,241.605,448.256,221.468,238.952,443.468,216.474
0609-1-01-869,Bauchsprung,24.818,24.541,93.809,44.709,14.886,86.659,31.168
0115-CHARI-05-100,Salto B,24.348,19.946,191.645,30.502,16.505,184.908,24.012
0609-4-01-243,Schraubensalto C,20.852,115.816,147.62,175.521,113.16,143.241,173.201
20190930-1247-FRANKFURT_2-01-314,Cody C,25.009,43.303,236.186,55.279,36.549,218.568,38.341
20191001-1148-FRANKFURT_1-01-245,Salto rw B,21.717,28.315,251.468,36.919,22.669,235.882,23.611
0115-MORITZ-03-188,Salto C,24.106,19.028,179.687,24.577,16.409,172.075,19.995
0609-1-01-684,Doppelsalto C,22.756,40.045,304.165,41.295,35.57,293.961,24.837
0609-1-01-661,Von Bauch in Stand,22.971,18.224,66.909,33.765,15.284,59.982,24.544
20190930-1247-FRANKFURT_2-01-270,Rudi,21.675,169.173,215.456,256.311,165.942,209.073,248.017
20191003-1152-FRANKFURT_1-01-44,Grätschwinkel,20.361,14.317,123.905,28.095,11.263,120.982,21.079
0110-MORITZ-01-49,Salto A,21.19,18.513,66.595,14.593,16.775,64.678,10.689
20190930-1616-FRANKFURT_1-01-225,Doppelsalto B,22.229,31.8,250.949,44.379,25.507,237.727,24.355
0609-1-01-78,Strecksprung,21.573,13.477,45.914,22.074,11.937,43.729,19.675
20190930-1247-FRANKFURT_2-01-265,Grätschwinkel,23.218,17.269,124.863,25.121,15.302,118.289,18.051
0115-CHARI-05-133,1 3/4 Salto vw C,24.368,32.169,220.368,52.334,25.962,200.072,39.136
20191008-1157-FRANKFURT_1-01-236,Fliffis C,23.346,84.536,426.328,178.887,80.626,422.227,173.302
20191007-1534-FRANKFURT_2-01-139,Salto C,22.911,31.82,193.101,35.966,30.588,186.685,30.654
0609-4-01-84,Schraubensalto C,21.437,105.015,134.474,172.582,102.912,130.445,170.387
20190930-1616-FRANKFURT_1-01-149,1/2 ein 1/2 aus C,22.621,194.357,360.334,174.602,190.202,355.483,166.475
20191003-1152-FRANKFURT_1-01-91,Barani C,21.756,47.614,216.726,99.202,46.005,213.377,96.777
0609-4-01-445,Salto C,20.684,16.269,158.176,21.575,12.91,150.27,14.5
0115-MORITZ-03-40,Fliffis- Rudi B,23.039,193.614,383.495,302.948,188.707,376.041,298.088
20191008-1207-FRANKFURT_2-01-359,Fliffis Rudi C,21.845,187.215,395.349,376.685,172.301,387.026,363.727
20191001-1148-FRANKFURT_1-01-102,Strecksprung,20.276,17.503,94.168,34.495,15.151,90.8,28.311
0827-BK2-01-69,Salto B,22.864,23.418,189.781,20.828,20.642,183.032,14.03
20190930-1153-FRANKFURT_1-01-243,Salto C,22.16,35.209,172.629,36.693,32.542,167.326,29.62
20191008-1207-FRANKFURT_2-01-88,Barani A,25.072,90.256,186.248,88.546,85.869,169.806,60.804
0609-1-01-747,Von Bauch in Stand,24.89,29.0,74.507,48.001,24.564,67.963,38.12
