SprungID,Sprungtyp,std_Acc_N_Fil,std_Gyro_x_R,std_Gyro_y_R,std_Gyro_z_R,std_Gyro_x_Fil,std_Gyro_y_Fil,std_Gyro_z_Fil
20190930-1247-FRANKFURT_2-01-61,Strecksprung,24.126,7.472,70.146,26.767,5.435,66.935,24.912
0110-MORITZ-01-135,Strecksprung,24.219,15.113,65.628,18.447,13.294,61.01,15.39
20190930-1247-FRANKFURT_2-01-196,Schraubensalto,23.119,92.755,153.191,140.579,90.461,149.27,138.583
20191007-1159-FRANKFURT_1-01-371,Salto C,22.417,23.622,250.938,41.421,19.29,223.932,27.786
20191001-1202-FRANKFURT_2-01-183,Salto A,20.276,18.551,76.921,87.129,12.108,62.208,28.135
0827-BK1-01-62,Salto B,23.908,19.35,163.736,27.49,16.973,157.936,22.149
0115-MORITZ-03-25,Salto C,24.173,20.691,89.804,22.189,16.195,86.558,14.943
20191007-1150-FRANKFURT_2-01-141,Salto A,20.721,20.222,59.687,26.48,16.274,51.577,17.756
20191008-1157-FRANKFURT_1-01-89,Salto A,22.26,19.906,70.622,26.289,15.48,62.596,17.044
20190930-1153-FRANKFURT_1-01-144,Schraubensalto,19.481,102.74,140.701,128.666,100.97,138.307,125.474
20191007-1150-FRANKFURT_2-01-57,Cody C,23.364,31.307,224.733,50.139,24.14,208.056,35.903
20190930-1616-FRANKFURT_1-01-344,Barani A,22.619,57.577,154.723,67.934,56.109,151.367,63.629
0827-BK2-01-122,Salto A,23.136,18.011,55.492,20.641,16.286,51.36,16.023
0827-BK2-01-108,Salto A,22.837,10.946,54.245,15.842,8.313,50.002,11.74
20191001-1202-FRANKFURT_2-01-54,Strecksprung,22.475,17.426,71.265,48.708,13.873,57.465,22.59
20191007-1150-FRANKFURT_2-01-46,Barani A,18.895,89.22,184.126,84.057,87.577,179.039,80.636
20191008-1157-FRANKFURT_1-01-387,Barani A,24.873,67.86,188.609,120.434,66.262,185.25,117.374
20191007-1534-FRANKFURT_2-01-52,Barani A,22.915,70.829,191.072,109.96,68.943,187.6,106.152
20191007-1534-FRANKFURT_2-01-91,Salto B,22.184,31.171,222.47,50.952,27.338,214.082,40.837
20191001-1202-FRANKFURT_2-01-104,Strecksprung,21.071,19.404,56.062,33.213,15.724,52.341,22.677
0609-1-01-323,Salto C,23.531,22.342,194.27,30.742,19.17,188.044,20.641
20190930-1616-FRANKFURT_1-01-31,Salto A,24.399,20.862,53.366,39.844,13.421,45.805,26.872
0609-4-01-325,Strecksprung,28.669,16.96,30.892,20.434,14.914,27.981,16.377
20191008-1207-FRANKFURT_2-01-17,Strecksprung,20.894,16.462,83.876,25.325,12.738,77.836,15.382
0609-4-01-518,Barani C,21.655,50.501,180.749,95.586,48.398,177.474,93.124
20191007-1159-FRANKFURT_1-01-91,Barani B,24.416,39.01,263.133,173.84,35.52,256.738,168.9
20191008-1157-FRANKFURT_1-01-190,Strecksprung,20.931,14.427,98.784,26.288,12.187,94.622,22.356
0609-4-01-594,Barani C,22.913,32.148,207.654,94.18,30.41,203.557,91.965
20191001-1202-FRANKFURT_2-01-110,Hocksprung,21.994,25.181,141.91,76.985,18.307,114.875,31.042
0110-MORITZ-01-33,Fliffis B,23.302,98.132,393.104,129.731,91.734,389.467,123.5
20191001-1148-FRANKFURT_1-01-52,Salto rw B,22.401,25.945,232.102,45.219,19.772,212.457,25.922
0609-1-01-591,Salto C,23.421,18.675,184.756,28.726,15.408,177.119,20.681
0609-1-01-487,Doppelsalto B,21.098,29.165,276.098,32.741,24.732,270.31,20.587
0115-CHARI-05-88,Fliffis- Rudi B,20.343,218.653,390.674,341.884,212.017,384.413,337.269
0115-MORITZ-03-145,Voll- ein- voll- aus B,20.552,292.074,323.758,321.278,284.892,309.067,314.141
0609-1-01-324,Doppelsalto B,20.544,46.098,282.141,44.203,43.163,275.295,31.329
20191007-1159-FRANKFURT_1-01-344,Schraubensalto A,20.929,177.161,257.335,270.537,174.129,246.608,266.812
20190930-1616-FRANKFURT_1-01-135,Fliffis C,23.144,89.362,368.245,146.868,77.492,357.755,120.708
0609-4-01-188,Strecksprung,23.935,17.409,53.083,25.621,15.138,50.134,22.539
0609-1-01-405,Doppelsalto B,19.127,33.704,285.032,29.776,30.715,279.325,17.842
0609-1-01-776,Von Bauch in Stand,20.753,21.602,86.671,29.569,18.17,69.328,17.786
0115-CHARI-05-9,Salto B,24.729,18.052,190.665,27.921,15.567,183.743,23.587
20190930-1153-FRANKFURT_1-01-106,Salto B,21.858,33.19,226.336,34.361,29.315,220.673,26.203
20191007-1524-FRANKFURT_1-01-233,Doppelsalto B,24.676,51.977,253.298,80.678,47.658,241.827,58.576
0115-MORITZ-03-41,Doppelsalto B,24.672,36.093,270.221,41.225,33.619,264.489,30.412
0609-4-01-548,Barani C,22.983,34.907,212.919,98.802,32.143,208.25,94.769
20191008-1207-FRANKFURT_2-01-309,Fliffis C,22.528,113.778,404.748,183.002,104.813,399.066,157.235
20191008-1207-FRANKFURT_2-01-337,Salto B,24.199,54.439,227.858,61.547,49.106,218.626,40.484
0609-1-01-476,Doppelsalto B,20.766,39.507,272.653,39.693,37.135,265.342,28.509
0609-4-01-316,Strecksprung,25.079,17.17,51.886,18.537,14.965,47.053,15.367
20191007-1524-FRANKFURT_1-01-253,Fliffis- Rudi C,22.75,198.92,422.362,428.067,186.853,403.891,415.055
0609-1-01-223,Von Bauch in Stand,23.677,22.336,74.184,33.859,17.491,65.429,23.581
0609-1-01-606,Doppelsalto B,21.463,40.407,281.502,44.501,37.229,273.114,32.794
0110-MORITZ-01-79,Doppelsalto B,22.02,29.587,275.542,28.873,26.708,267.911,20.854
0609-1-01-103,Von Bauch in Stand,24.609,18.034,59.008,38.241,14.383,52.065,23.725
20191007-1159-FRANKFURT_1-01-4,Strecksprung,22.366,24.367,94.321,42.117,21.19,90.526,37.413
20190930-1247-FRANKFURT_2-01-243,Schraubensalto,22.282,103.132,144.758,128.831,101.202,141.6,126.788
0609-4-01-78,Salto C,19.988,11.054,63.605,20.242,9.965,59.799,17.495
0609-4-01-444,Strecksprung,24.54,12.388,70.661,17.872,10.432,65.577,14.409
20191008-1157-FRANKFURT_1-01-91,Barani A,22.916,67.692,194.453,119.238,65.312,192.327,116.49
0827-BK2-01-59,Salto B,21.789,19.744,211.534,31.231,16.988,205.833,26.307
0609-4-01-258,Salto C,23.668,15.41,139.957,19.628,12.164,130.962,15.17
0827-BK1-01-59,Salto B,23.644,20.718,166.68,28.433,18.559,160.297,22.08
0115-MORITZ-03-83,Voll- ein- Rudi- aus B,21.595,320.202,340.99,321.939,312.115,325.853,313.575
0110-MORITZ-01-77,Salto C,24.06,19.551,174.201,20.17,17.121,166.486,13.666
0827-BK2-02-127,Salto A,21.295,11.624,38.668,16.451,9.845,33.859,12.547
20191007-1524-FRANKFURT_1-01-276,Fliffis- Rudi B,21.979,231.093,438.359,349.041,223.541,420.323,338.654
20191008-1157-FRANKFURT_1-01-333,Barani A,22.275,76.68,184.13,120.528,74.594,180.616,117.782
0827-BK2-01-102,Salto A,23.518,20.702,66.368,18.691,18.649,60.437,15.593
0609-4-01-479,Salto C,20.764,18.532,135.499,18.526,14.496,126.802,13.312
20190930-1616-FRANKFURT_1-01-273,Doppelsalto C,23.728,49.757,263.011,68.789,41.46,247.337,38.119
20191007-1524-FRANKFURT_1-01-198,Fliffis B,18.859,97.889,455.027,189.058,88.225,446.55,165.669
0609-4-01-135,Schraubensalto C,17.559,112.96,131.351,173.049,110.668,126.431,171.231
0609-1-01-281,Strecksprung,24.179,12.144,21.893,22.416,11.291,21.596,20.723
20190930-1153-FRANKFURT_1-01-89,Salto B,22.536,32.289,224.508,34.416,29.147,219.116,28.048
0827-BK2-02-133,Salto A,24.441,13.97,39.527,18.188,12.197,34.696,15.313
20191003-1152-FRANKFURT_1-01-65,Barani A,21.924,100.025,164.069,76.913,98.418,161.435,74.725
0827-BK2-02-67,Salto B,21.134,33.699,171.57,32.772,30.524,167.053,27.2
20190930-1153-FRANKFURT_1-01-80,Salto A,19.352,22.778,56.051,33.073,21.033,52.29,29.746
0827-BK2-02-89,Strecksprung,20.238,7.253,24.635,7.478,6.088,23.054,5.285
0609-1-01-429,Salto C,22.831,16.04,191.537,30.539,12.255,183.688,22.127
0827-BK2-01-46,Salto C,24.949,22.996,191.464,27.406,20.125,182.747,23.163
0115-MORITZ-03-130,Voll- ein- voll- aus B,19.361,289.695,327.679,319.259,282.623,313.061,312.326
0609-4-01-372,Fliffis B,19.037,66.37,373.882,151.855,63.876,366.401,148.885
20190930-1616-FRANKFURT_1-01-99,Strecksprung,19.539,26.786,26.403,25.518,24.638,20.927,22.411
20190930-1247-FRANKFURT_2-01-300,Strecksprung,19.91,13.429,70.325,17.83,10.56,67.619,14.995
20191007-1524-FRANKFURT_1-01-144,Fliffis B,20.204,88.845,457.939,196.981,80.227,447.747,177.252
0115-CHARI-05-149,1 3/4 Salto vw C,23.802,24.411,229.272,45.064,19.106,205.547,26.899
0609-1-01-682,Bauchsprung,24.17,10.398,71.012,27.61,8.501,65.299,16.659
0609-1-01-546,Salto C,23.399,17.816,166.305,24.562,14.312,159.803,15.805
0609-4-01-459,Fliffis B,25.183,77.052,361.519,124.412,74.716,353.573,121.797
0827-BK2-02-79,Salto B,22.226,25.151,176.559,29.574,23.007,171.943,25.626
0115-CHARI-05-30,Salto B,23.948,16.744,187.403,24.231,14.569,179.632,20.087
20191007-1524-FRANKFURT_1-01-142,Fliffis- Rudi C,20.878,201.33,431.03,433.829,189.125,407.843,414.3
20191008-1207-FRANKFURT_2-01-91,Barani A,23.643,67.074,211.634,109.086,62.01,199.498,84.141
0827-BK2-01-31,Salto C,24.602,22.424,186.528,23.217,19.557,177.064,17.887
0115-CHARI-05-117,Voll- ein 1 3/4 Salto vw C,20.432,231.012,226.692,204.34,227.666,204.696,194.724
0827-BK1-01-121,Salto A,23.263,14.433,52.427,23.999,11.922,44.891,17.736
0609-4-01-499,Salto C,20.277,17.177,154.697,18.816,14.114,146.365,14.886
0609-1-01-32,Fliffis C,23.971,151.311,374.271,111.685,149.02,368.948,107.514
0609-1-01-253,Doppelsalto B,19.977,27.914,278.574,37.249,24.077,272.317,23.267
20190930-1153-FRANKFURT_1-01-245,Doppelsalto C,22.589,44.767,238.956,54.332,40.558,229.905,31.201
0609-4-01-371,Salto C,25.636,14.86,159.404,17.496,11.266,149.832,11.797
20190930-1616-FRANKFURT_1-01-326,Doppelsalto C,20.77,47.439,256.207,79.902,40.569,242.083,35.2
20190930-1247-FRANKFURT_2-01-173,Salto A,23.975,21.246,54.58,30.23,17.155,45.6,21.035
0827-BK2-02-61,Salto B,24.495,26.15,191.76,28.297,23.994,186.81,22.031
20191008-1157-FRANKFURT_1-01-182,Grätschwinkel,21.071,19.432,150.207,46.773,12.803,146.424,31.145
20190930-1616-FRANKFURT_1-01-10,Salto C,23.499,18.645,194.27,27.209,13.314,186.663,19.963
20191007-1150-FRANKFURT_2-01-224,Fliffis C,20.984,83.199,395.641,164.68,78.793,391.824,159.692
20190930-1153-FRANKFURT_1-01-128,Doppelsalto C,21.836,28.61,256.818,31.116,24.889,251.63,24.681
20190930-1247-FRANKFURT_2-01-31,Salto B,23.608,21.937,216.763,45.136,18.81,209.518,35.235
20191007-1150-FRANKFURT_2-01-94,Grätschwinkel,22.048,29.227,108.433,41.158,23.523,104.178,27.985
0609-1-01-163,Bauchsprung,24.341,13.265,81.64,31.818,9.978,75.323,24.937
20191008-1157-FRANKFURT_1-01-295,Strecksprung,23.492,25.32,68.029,36.847,21.298,62.345,30.002
0827-BK2-02-123,Salto A,20.032,17.171,54.272,24.764,14.699,45.102,17.618
20190930-1247-FRANKFURT_2-01-79,Barani C,22.429,43.93,212.744,61.597,41.747,208.505,57.02
0110-MORITZ-01-81,Voll- ein- voll- aus B,17.641,228.441,386.205,312.457,221.811,372.034,303.302
20191007-1150-FRANKFURT_2-01-129,Barani A,19.953,80.512,183.895,91.422,78.735,180.255,85.995
20191007-1159-FRANKFURT_1-01-47,Strecksprung,22.246,18.141,74.56,32.086,15.491,70.064,30.039
20190930-1247-FRANKFURT_2-01-174,Rudi,19.165,148.644,199.154,212.726,144.494,192.028,206.719
0110-JANEIKE-01-68,Halb ein Triffis C,27.615,245.789,451.295,201.364,243.511,445.942,195.558
0609-4-01-528,Barani C,23.243,33.801,217.297,92.831,31.179,212.801,88.139
20191008-1207-FRANKFURT_2-01-7,Salto A,19.222,19.982,98.768,47.414,17.064,84.843,21.507
0609-4-01-446,Fliffis B,25.261,94.095,361.513,124.657,92.303,349.977,118.051
20191007-1150-FRANKFURT_2-01-42,3/4 Salto rw A,20.626,18.511,62.617,30.405,14.383,58.477,20.261
20191001-1202-FRANKFURT_2-01-79,Hocksprung,21.891,24.631,121.669,72.469,15.866,106.246,29.934
20191007-1534-FRANKFURT_2-01-121,1 3/4 Salto vw B,19.036,31.207,281.661,56.572,25.237,264.214,41.93
20191007-1159-FRANKFURT_1-01-450,Barani A,21.559,48.003,207.089,147.131,46.276,203.71,144.475
20190930-1247-FRANKFURT_2-01-130,Salto B,19.765,22.229,219.802,37.059,17.19,210.883,23.67
0609-4-01-11,Fliffis B,25.63,82.986,365.339,122.555,80.824,353.951,118.111
20191001-1202-FRANKFURT_2-01-112,3/4 Salto vw A,20.55,12.509,143.494,33.789,10.14,140.532,25.809
20191003-1152-FRANKFURT_1-01-103,Salto A,19.45,16.903,101.015,24.825,12.252,96.126,16.342
20191007-1159-FRANKFURT_1-01-386,Salto C,25.375,24.103,228.158,42.867,18.817,207.949,29.031
0609-1-01-594,Salto C,23.013,17.463,168.45,26.045,13.857,161.155,17.201
0609-1-01-758,Von Bauch in Stand,22.769,19.788,73.768,42.272,15.462,68.89,29.686
0609-1-01-743,Doppelsalto C,21.423,39.401,278.291,40.898,36.376,272.575,27.415
20190930-1247-FRANKFURT_2-01-145,Strecksprung,27.123,8.84,79.192,16.918,6.718,75.25,13.58
0609-1-01-800,Doppelsalto C,21.532,25.72,279.34,39.261,19.755,272.116,24.27
20191007-1524-FRANKFURT_1-01-249,Strecksprung,23.974,19.385,73.308,36.052,16.708,66.834,27.811
0609-1-01-809,Bauchsprung,24.751,15.813,74.458,24.321,13.134,70.711,17.143
0609-1-01-636,Von Bauch in Stand,25.265,18.64,75.501,30.876,15.645,69.425,20.067
0609-1-01-351,Salto C,24.376,17.83,201.547,22.716,14.536,194.802,13.91
0609-4-01-110,Schraubensalto C,23.789,111.646,130.267,152.355,109.7,126.396,149.531
0827-BK2-01-100,Salto A,22.727,17.596,55.126,17.772,15.948,49.337,13.835
0827-BK2-02-81,Salto B,20.682,21.891,178.746,31.815,20.602,174.88,27.099
0115-JANEIKE-01-115,Fliffis- Rudi B,18.141,172.054,372.131,356.103,164.876,363.23,350.668
0609-4-01-129,Schraubensalto C,18.443,104.687,140.417,165.025,102.805,135.449,163.043
0609-4-01-313,Salto C,20.22,20.667,148.152,18.262,17.299,137.397,12.091
20191007-1150-FRANKFURT_2-01-118,Schraubensalto A,16.976,116.05,155.92,178.934,112.96,150.598,175.684
0110-MORITZ-01-153,Strecksprung,25.478,20.593,58.905,23.537,18.454,54.483,21.328
20191007-1150-FRANKFURT_2-01-43,Cody C,22.064,27.037,230.372,55.107,20.658,216.85,39.016
20191007-1524-FRANKFURT_1-01-211,Fliffis- Rudi B,23.127,209.854,424.925,375.012,199.494,414.453,369.115
20191008-1157-FRANKFURT_1-01-243,Salto C,20.965,21.509,202.379,46.469,13.979,178.918,30.188
0609-4-01-476,Salto C,19.751,18.246,162.604,26.35,14.307,152.854,20.117
0609-1-01-737,Von Bauch in Stand,22.186,22.64,87.775,32.442,18.299,65.726,18.143
0609-4-01-211,Schraubensalto C,21.149,113.794,137.255,152.742,111.93,133.319,150.965
0827-BK2-01-103,Strecksprung,28.294,20.185,45.921,22.891,17.897,43.989,18.848
20191001-1148-FRANKFURT_1-01-126,Baby- Fliffis C,17.024,44.61,308.757,169.413,37.243,299.917,162.073
0609-4-01-580,Barani C,23.973,23.179,211.631,110.275,20.191,206.925,107.981
20191007-1159-FRANKFURT_1-01-186,Strecksprung,23.741,18.208,66.332,28.475,16.719,63.746,25.607
0609-4-01-239,Schraubensalto C,21.74,115.772,131.751,167.461,113.614,127.189,165.72
0110-MORITZ-01-127,Voll- ein- voll- aus B,19.701,258.707,370.471,302.104,251.167,357.085,293.603
0609-1-01-592,Doppelsalto B,22.327,48.239,288.13,32.796,44.638,278.182,20.954
20191008-1207-FRANKFURT_2-01-267,Strecksprung,26.987,16.238,57.873,39.974,8.963,59.858,35.169
20191008-1207-FRANKFURT_2-01-59,Barani A,23.548,81.622,175.144,97.671,74.101,167.258,74.076
20191007-1150-FRANKFURT_2-01-165,Cody C,22.833,27.527,235.163,53.488,21.485,214.528,32.639
0115-MORITZ-03-118,Voll- ein- halb- aus B,19.844,252.685,393.067,289.389,247.287,381.922,278.53
20190930-1247-FRANKFURT_2-01-84,Strecksprung,20.095,15.737,73.086,41.06,9.475,62.566,30.38
20191007-1159-FRANKFURT_1-01-291,Barani A,22.474,54.832,200.567,113.44,53.84,196.328,111.439
20191008-1207-FRANKFURT_2-01-310,Salto A,21.335,31.903,83.383,49.479,27.509,74.932,40.143
20191007-1159-FRANKFURT_1-01-34,Salto C,26.661,26.677,220.8,40.652,22.94,209.084,29.362
20191008-1157-FRANKFURT_1-01-242,Barani C,24.137,42.225,233.927,118.661,38.498,228.791,111.266
0609-1-01-716,Doppelsalto C,21.465,58.391,286.384,47.386,54.639,280.971,34.689
0110-JANEIKE-01-10,Strecksprung,27.551,14.404,63.3,23.124,12.215,58.07,20.357
0609-1-01-558,Doppelsalto B,20.344,47.021,292.42,47.859,43.334,283.426,32.307
0827-BK2-01-7,Salto C,22.517,16.438,186.378,23.014,14.102,179.225,17.512
20190930-1153-FRANKFURT_1-01-196,Strecksprung,26.304,14.748,65.639,20.91,12.778,63.572,16.95
20191007-1159-FRANKFURT_1-01-293,Schraubensalto A,20.878,145.825,237.007,280.693,142.669,228.799,274.345
20190930-1247-FRANKFURT_2-01-246,Salto C,23.838,28.119,197.409,60.723,18.281,182.63,30.523
20191007-1150-FRANKFURT_2-01-153,Salto C,20.218,19.735,171.998,36.868,14.916,164.714,27.384
20190930-1616-FRANKFURT_1-01-115,Fliffis C,23.55,78.192,384.752,133.269,70.004,370.988,112.486
0115-MORITZ-03-39,1/2 ein 1/2 aus C,21.702,238.666,334.029,176.416,235.829,327.586,168.568
0115-MORITZ-03-86,Doppelsalto B,21.873,31.87,274.109,31.527,29.029,267.791,26.563
20190930-1616-FRANKFURT_1-01-56,Salto C,21.92,24.442,192.897,35.962,17.663,185.889,25.986
20191007-1524-FRANKFURT_1-01-267,Salto B,23.299,37.289,212.584,101.868,31.751,201.749,55.361
20190930-1616-FRANKFURT_1-01-30,Salto A,21.89,21.893,56.979,26.667,15.903,50.229,17.845
0827-BK2-02-77,Salto B,20.899,22.381,196.968,27.268,19.469,191.234,21.132
20190930-1616-FRANKFURT_1-01-256,Fliffis C,23.804,68.189,389.396,130.497,61.791,380.777,118.648
0609-4-01-576,Barani C,22.64,28.99,207.951,102.979,26.924,203.516,99.844
20191008-1157-FRANKFURT_1-01-92,Schraubensalto A,16.81,80.884,179.145,189.894,78.146,173.778,186.346
0609-4-01-88,Schraubensalto C,18.284,106.332,131.438,170.046,104.452,127.505,168.33
20191008-1207-FRANKFURT_2-01-99,Salto A,23.196,25.592,113.53,62.827,18.664,80.92,20.162
0609-4-01-263,Fliffis C,26.539,88.941,349.906,116.714,87.153,343.941,111.419
0609-4-01-104,Schraubensalto C,17.834,109.594,138.843,155.567,107.554,134.345,154.199
20191003-1152-FRANKFURT_1-01-28,Cody C,23.7,29.183,235.517,27.19,24.326,227.886,19.298
20191007-1524-FRANKFURT_1-01-140,Fliffis- Rudi B,17.853,208.04,441.155,363.728,199.721,425.46,354.171
0609-4-01-259,Fliffis C,25.16,84.01,360.3,109.906,81.568,352.436,105.62
20190930-1616-FRANKFURT_1-01-216,Salto C,26.56,17.039,82.993,32.905,12.295,77.122,21.432
20191008-1157-FRANKFURT_1-01-56,Salto B,19.607,27.7,164.875,49.072,22.859,155.501,35.014
0609-4-01-362,Fliffis B,23.146,82.184,366.952,140.119,80.011,356.242,135.133
20190930-1616-FRANKFURT_1-01-167,Fliffis C,24.063,72.39,385.327,134.662,64.691,372.04,124.636
20191003-1152-FRANKFURT_1-01-63,Grätschwinkel,21.883,19.637,125.975,29.378,15.402,122.243,22.92
20191007-1524-FRANKFURT_1-01-218,Salto A,22.246,29.518,83.914,55.464,23.124,62.86,31.051
20191007-1159-FRANKFURT_1-01-341,Salto B,22.202,26.15,249.794,37.854,20.659,235.006,25.149
20190930-1247-FRANKFURT_2-01-158,Strecksprung,21.589,16.404,34.356,19.394,14.932,31.276,17.032
20191001-1148-FRANKFURT_1-01-74,Barani A,17.426,59.347,203.61,111.088,58.207,198.633,108.862
20191007-1150-FRANKFURT_2-01-196,Fliffis B,19.455,93.07,415.983,180.494,88.323,409.903,175.473
0609-4-01-562,Barani C,23.307,26.224,207.46,98.55,23.384,202.412,95.304
20191007-1150-FRANKFURT_2-01-236,Salto A,18.727,18.676,42.452,33.763,15.303,30.884,23.221
0609-1-01-698,Von Bauch in Stand,23.625,15.771,65.158,29.224,13.242,60.916,25.579
0609-4-01-524,Barani C,24.36,34.125,205.675,101.586,30.97,201.306,97.631
0609-4-01-183,Schraubensalto C,21.106,108.74,133.128,156.319,106.971,128.45,155.343
20191008-1207-FRANKFURT_2-01-366,Salto C,19.802,45.579,181.465,58.449,42.075,173.75,39.996
20190930-1247-FRANKFURT_2-01-76,Salto C,22.146,21.141,198.795,34.986,14.42,190.54,22.625
20191008-1207-FRANKFURT_2-01-45,Salto A,24.77,25.588,108.551,46.435,19.681,91.891,22.474
20191008-1207-FRANKFURT_2-01-367,1 3/4 Salto vw B,26.934,87.993,264.393,160.937,75.164,238.372,89.822
0609-4-01-318,Salto C,20.972,19.28,151.243,21.036,16.032,141.823,16.451
20191008-1207-FRANKFURT_2-01-75,Barani A,21.827,49.016,208.587,125.511,45.768,199.912,108.971
0609-1-01-340,Salto C,23.648,19.122,208.45,26.728,16.134,200.835,17.375
0827-BK2-01-112,Salto A,23.175,14.266,64.639,16.507,11.193,60.16,12.49
0609-4-01-480,Fliffis B,24.365,79.117,374.518,132.68,76.296,364.846,128.582
0115-JANEIKE-01-113,Voll- ein- halb- aus B,19.902,243.107,358.71,278.711,237.086,348.233,267.254
0609-1-01-252,Von Bauch in Stand,23.835,17.053,69.555,27.356,13.286,57.436,14.461
20191007-1150-FRANKFURT_2-01-172,Salto C,21.049,32.187,168.938,46.665,27.822,161.08,36.822
20190930-1616-FRANKFURT_1-01-296,Doppelsalto C,23.853,38.285,271.579,41.222,33.317,261.769,23.163
20191003-1152-FRANKFURT_1-01-43,Cody C,24.739,26.929,226.752,29.053,23.837,217.962,21.324
20191008-1207-FRANKFURT_2-01-264,Fliffis B,19.059,97.058,447.783,153.948,90.477,436.872,143.839
0609-4-01-608,Barani C,23.642,26.219,230.089,100.117,23.888,225.477,97.737
0609-1-01-377,Doppelsalto B,21.235,60.134,291.122,45.189,56.27,281.703,30.707
20191007-1534-FRANKFURT_2-01-75,Fliffis B,18.786,55.188,452.862,139.033,50.748,448.746,135.089
0827-BK1-01-72,Strecksprung,25.02,15.288,60.637,15.339,13.927,56.881,12.212
0609-4-01-471,Fliffis B,23.415,104.903,366.873,133.329,102.218,355.828,128.874
0609-4-01-10,Salto C,19.945,18.409,139.381,21.246,15.194,130.77,15.206
20191008-1207-FRANKFURT_2-01-214,Salto C,22.946,27.205,232.22,45.821,19.214,224.783,30.723
0115-MORITZ-03-12,Voll- ein- Rudi- aus B,20.629,305.018,344.101,311.233,297.877,329.085,299.876
20191008-1157-FRANKFURT_1-01-240,Rudi,22.911,114.503,240.657,320.004,110.596,232.291,314.751
0110-MORITZ-01-58,Strecksprung,27.001,21.19,58.707,22.304,19.386,54.866,18.239
0827-BK1-01-78,Salto B,23.504,20.647,160.122,26.369,18.47,153.824,21.554
0609-1-01-894,Doppelsalto C,21.576,27.654,270.312,39.589,22.052,265.109,26.495
20190930-1616-FRANKFURT_1-01-362,Salto C,23.369,25.94,185.821,38.132,22.066,178.814,26.73
0609-1-01-420,Doppelsalto B,21.068,44.24,287.43,45.958,40.058,279.747,34.576
0609-1-01-898,Von Bauch in Stand,24.57,18.453,81.485,35.325,12.594,76.107,20.369
20190930-1247-FRANKFURT_2-01-280,Strecksprung,25.069,21.44,59.312,20.585,20.121,56.394,18.005
20190930-1616-FRANKFURT_1-01-311,Barani A,22.109,66.808,152.912,64.566,65.33,148.632,55.892
0115-CHARI-05-63,Doppelsalto B,21.749,31.143,272.521,32.112,27.573,266.11,28.004
20190930-1247-FRANKFURT_2-01-47,Salto C,17.327,22.176,126.491,26.666,17.144,123.02,16.885
0609-1-01-259,Von Bauch in Stand,26.983,16.623,67.001,37.625,14.34,64.397,23.81
20191007-1159-FRANKFURT_1-01-365,Salto B,24.69,27.189,227.688,50.627,18.456,214.747,35.487
20190930-1247-FRANKFURT_2-01-110,Barani C,25.654,50.401,213.836,71.167,44.856,206.87,60.693
20191008-1207-FRANKFURT_2-01-147,Baby- Fliffis C,20.872,84.67,290.328,137.212,78.665,271.41,112.631
20190930-1616-FRANKFURT_1-01-97,1/2 ein 1/2 aus C,24.825,221.737,348.81,141.617,218.134,343.04,131.532
0609-1-01-746,Bauchsprung,24.2,15.918,77.955,20.775,13.572,71.673,13.275
20191001-1148-FRANKFURT_1-01-53,Barani A,22.872,58.869,202.321,106.707,56.591,197.398,103.081
0609-4-01-149,Schraubensalto C,22.744,99.607,134.026,180.469,97.588,130.288,178.165
0827-BK2-01-96,Salto A,21.881,18.295,55.397,14.417,16.515,51.813,11.482
20190930-1247-FRANKFURT_2-01-106,3/4 Salto rw A,24.123,17.598,46.427,34.46,14.12,35.659,21.373
0827-BK1-01-107,Salto A,23.913,16.8,64.228,20.546,12.752,56.413,13.234
0609-1-01-470,Salto C,22.211,25.068,193.06,29.21,21.762,186.412,21.138
20190930-1247-FRANKFURT_2-01-245,Rudi,22.795,175.409,207.474,228.905,172.004,199.826,219.429
0609-1-01-460,Salto C,21.217,21.237,205.763,26.025,17.978,198.853,21.591
20191001-1148-FRANKFURT_1-01-56,00V,22.187,23.92,151.685,38.48,18.724,143.057,22.77
20190930-1247-FRANKFURT_2-01-58,Strecksprung,24.354,15.429,83.044,30.081,13.447,79.196,24.932
20191007-1159-FRANKFURT_1-01-213,Barani B,23.311,57.361,258.436,144.841,50.368,251.666,139.168
20191007-1524-FRANKFURT_1-01-224,Strecksprung,22.107,16.447,85.514,24.425,14.133,78.171,16.736
20191001-1148-FRANKFURT_1-01-97,00V,22.564,31.827,190.022,52.672,24.587,178.469,29.317
20191007-1524-FRANKFURT_1-01-77,Fliffis- Rudi C,19.648,247.943,443.156,423.482,234.913,417.436,401.204
0827-BK1-01-13,Salto C,24.532,14.62,155.746,23.235,11.601,148.029,17.217
0609-1-01-629,Von Bauch in Stand,22.206,18.141,84.845,30.247,13.572,73.841,16.817
0609-4-01-213,Schraubensalto C,17.909,114.071,132.835,169.535,111.909,127.644,168.494
20191008-1157-FRANKFURT_1-01-297,Barani C,25.758,46.366,226.288,127.051,41.666,222.967,121.406
20191007-1150-FRANKFURT_2-01-234,Salto B,17.912,21.606,199.861,30.638,14.217,189.823,20.908
20191007-1534-FRANKFURT_2-01-80,Schraubensalto A,21.192,117.995,143.657,173.488,114.807,140.443,170.694
20191007-1150-FRANKFURT_2-01-44,Grätschwinkel,20.146,33.49,119.548,47.893,29.295,115.084,31.938
