SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_I_ABS_x LapEnd,DJump_I_ABS_y LapEnd,DJump_I_ABS_z LapEnd,DJump_ABS_I_x LapEnd,DJump_ABS_I_y LapEnd,DJump_ABS_I_z LapEnd,DJump_SIG_I_S1_x LapEnd,DJump_SIG_I_S1_y LapEnd,DJump_SIG_I_S1_z LapEnd,DJump_SIG_I_S2_x LapEnd,DJump_SIG_I_S2_y LapEnd,DJump_SIG_I_S2_z LapEnd,DJump_SIG_I_S3_x LapEnd,DJump_SIG_I_S3_y LapEnd,DJump_SIG_I_S3_z LapEnd,DJump_SIG_I_S4_x LapEnd,DJump_SIG_I_S4_y LapEnd,DJump_SIG_I_S4_z LapEnd,DJump_I_ABS_S1_x LapEnd,DJump_I_ABS_S1_y LapEnd,DJump_I_ABS_S1_z LapEnd,DJump_I_ABS_S2_x LapEnd,DJump_I_ABS_S2_y LapEnd,DJump_I_ABS_S2_z LapEnd,DJump_I_ABS_S3_x LapEnd,DJump_I_ABS_S3_y LapEnd,DJump_I_ABS_S3_z LapEnd,DJump_I_ABS_S4_x LapEnd,DJump_I_ABS_S4_y LapEnd,DJump_I_ABS_S4_z LapEnd,DJump_ABS_I_S1_x LapEnd,DJump_ABS_I_S1_y LapEnd,DJump_ABS_I_S1_z LapEnd,DJump_ABS_I_S2_x LapEnd,DJump_ABS_I_S2_y LapEnd,DJump_ABS_I_S2_z LapEnd,DJump_ABS_I_S3_x LapEnd,DJump_ABS_I_S3_y LapEnd,DJump_ABS_I_S3_z LapEnd,DJump_ABS_I_S4_x LapEnd,DJump_ABS_I_S4_y LapEnd,DJump_ABS_I_S4_z LapEnd,0_Acc_N_Fil,0_Gyro_x_R,0_Gyro_y_R,0_Gyro_z_R,0_Gyro_x_Fil,0_Gyro_y_Fil,0_Gyro_z_Fil,5_Acc_N_Fil,5_Gyro_x_R,5_Gyro_y_R,5_Gyro_z_R,5_Gyro_x_Fil,5_Gyro_y_Fil,5_Gyro_z_Fil,10_Acc_N_Fil,10_Gyro_x_R,10_Gyro_y_R,10_Gyro_z_R,10_Gyro_x_Fil,10_Gyro_y_Fil,10_Gyro_z_Fil,15_Acc_N_Fil,15_Gyro_x_R,15_Gyro_y_R,15_Gyro_z_R,15_Gyro_x_Fil,15_Gyro_y_Fil,15_Gyro_z_Fil,20_Acc_N_Fil,20_Gyro_x_R,20_Gyro_y_R,20_Gyro_z_R,20_Gyro_x_Fil,20_Gyro_y_Fil,20_Gyro_z_Fil,25_Acc_N_Fil,25_Gyro_x_R,25_Gyro_y_R,25_Gyro_z_R,25_Gyro_x_Fil,25_Gyro_y_Fil,25_Gyro_z_Fil,30_Acc_N_Fil,30_Gyro_x_R,30_Gyro_y_R,30_Gyro_z_R,30_Gyro_x_Fil,30_Gyro_y_Fil,30_Gyro_z_Fil,35_Acc_N_Fil,35_Gyro_x_R,35_Gyro_y_R,35_Gyro_z_R,35_Gyro_x_Fil,35_Gyro_y_Fil,35_Gyro_z_Fil,40_Acc_N_Fil,40_Gyro_x_R,40_Gyro_y_R,40_Gyro_z_R,40_Gyro_x_Fil,40_Gyro_y_Fil,40_Gyro_z_Fil,45_Acc_N_Fil,45_Gyro_x_R,45_Gyro_y_R,45_Gyro_z_R,45_Gyro_x_Fil,45_Gyro_y_Fil,45_Gyro_z_Fil,50_Acc_N_Fil,50_Gyro_x_R,50_Gyro_y_R,50_Gyro_z_R,50_Gyro_x_Fil,50_Gyro_y_Fil,50_Gyro_z_Fil,55_Acc_N_Fil,55_Gyro_x_R,55_Gyro_y_R,55_Gyro_z_R,55_Gyro_x_Fil,55_Gyro_y_Fil,55_Gyro_z_Fil,60_Acc_N_Fil,60_Gyro_x_R,60_Gyro_y_R,60_Gyro_z_R,60_Gyro_x_Fil,60_Gyro_y_Fil,60_Gyro_z_Fil,65_Acc_N_Fil,65_Gyro_x_R,65_Gyro_y_R,65_Gyro_z_R,65_Gyro_x_Fil,65_Gyro_y_Fil,65_Gyro_z_Fil,70_Acc_N_Fil,70_Gyro_x_R,70_Gyro_y_R,70_Gyro_z_R,70_Gyro_x_Fil,70_Gyro_y_Fil,70_Gyro_z_Fil,75_Acc_N_Fil,75_Gyro_x_R,75_Gyro_y_R,75_Gyro_z_R,75_Gyro_x_Fil,75_Gyro_y_Fil,75_Gyro_z_Fil,80_Acc_N_Fil,80_Gyro_x_R,80_Gyro_y_R,80_Gyro_z_R,80_Gyro_x_Fil,80_Gyro_y_Fil,80_Gyro_z_Fil,85_Acc_N_Fil,85_Gyro_x_R,85_Gyro_y_R,85_Gyro_z_R,85_Gyro_x_Fil,85_Gyro_y_Fil,85_Gyro_z_Fil,90_Acc_N_Fil,90_Gyro_x_R,90_Gyro_y_R,90_Gyro_z_R,90_Gyro_x_Fil,90_Gyro_y_Fil,90_Gyro_z_Fil,95_Acc_N_Fil,95_Gyro_x_R,95_Gyro_y_R,95_Gyro_z_R,95_Gyro_x_Fil,95_Gyro_y_Fil,95_Gyro_z_Fil
20191008-1207-FRANKFURT_2-01-182,Strecksprung,-0.721,1.813,6.222,0.721,1.813,6.222,22.044,100.952,27.962,2.828,19.607,1.37,-0.208,-16.74,6.72,1.162,-20.471,-0.279,-4.503,19.418,-1.589,2.828,19.607,1.37,-0.208,-16.74,6.72,1.162,14.738,-0.279,-3.061,-15.791,-1.589,10.777,34.533,14.557,3.236,16.74,6.783,2.957,20.471,1.955,5.074,29.208,4.666,95.644,-17.36,89.24,-40.24,-11.71,105.79,-28.42,41.301,-12.16,114.4,34.4,-13.98,119.59,27.21,2.973,-10.12,152.72,-13.04,-14.8,105.13,5.39,4.911,70.32,74.92,-51.0,43.97,44.92,-16.67,4.112,6.48,-33.96,-63.76,11.26,-34.94,-39.85,1.904,27.88,-48.2,28.28,25.97,-43.61,27.02,0.839,-3.72,-20.36,38.48,-1.95,-23.86,30.6,1.773,-4.52,-36.2,7.36,-7.49,-37.5,12.58,0.728,-4.72,-37.6,5.96,-4.03,-40.24,7.59,0.941,11.52,-47.2,11.36,8.24,-47.81,9.37,1.032,-8.24,-54.44,2.04,-7.67,-52.67,1.27,0.972,-5.48,-56.72,-12.88,-2.65,-54.8,-4.65,0.805,9.92,-46.92,-1.76,9.61,-46.26,0.73,0.804,5.4,-60.64,6.8,5.63,-56.53,4.52,1.226,5.0,-42.72,-1.08,4.35,-43.02,-2.1,1.23,-0.04,-16.96,-14.88,-0.48,-18.52,-13.08,0.874,-5.32,-13.24,-0.4,-5.45,-13.95,-4.92,1.206,-3.72,-28.36,10.0,-2.82,-23.57,4.79,6.189,-9.72,68.32,3.88,-8.11,65.6,-1.91,51.036,-29.44,151.72,-0.6,-26.81,156.49,-4.09
20191008-1207-FRANKFURT_2-01-185,Salto C,4.641,343.492,-16.512,4.641,343.492,16.512,27.437,416.983,54.304,2.839,-5.894,1.621,0.01,198.907,-14.326,-0.817,78.836,-4.522,2.609,71.643,0.715,2.839,5.894,1.621,0.01,187.119,11.085,-0.817,78.836,4.522,2.609,71.643,-0.715,7.278,64.01,15.689,8.798,202.494,18.075,7.195,78.836,12.132,4.167,71.643,8.408,100.728,33.4,125.92,-46.28,27.7,139.32,-1.62,39.461,-5.96,232.6,-13.4,-0.09,211.72,-22.15,8.829,15.24,-101.52,102.52,14.41,-15.29,8.92,7.465,25.88,-116.24,-10.8,18.49,-116.79,8.39,16.395,-19.12,-165.84,25.44,-10.96,-206.3,42.42,5.47,-12.52,-34.36,14.6,-7.31,-43.92,-0.73,14.532,-0.84,282.04,-48.28,-8.14,270.85,-53.07,21.455,-25.04,551.8,-94.04,-24.94,538.62,-69.87,31.459,0.92,655.36,21.16,1.58,644.93,0.23,41.644,28.6,656.48,10.48,30.92,638.85,-13.89,20.667,-3.68,550.4,-45.12,5.77,529.38,-26.77,6.254,-46.84,259.2,-69.6,-35.76,274.17,-66.96,1.912,11.88,105.92,21.92,4.7,126.32,5.88,5.165,10.84,138.48,41.08,13.78,132.6,27.33,3.774,4.36,89.4,6.96,4.12,97.11,4.22,4.763,7.2,79.52,-2.48,4.43,76.86,-4.13,4.812,9.0,65.96,-21.24,9.01,63.32,-14.62,7.631,9.12,56.92,-17.64,0.41,69.26,3.52,3.401,7.44,195.16,34.2,6.51,186.46,25.28,11.145,9.44,352.48,-32.36,11.77,337.88,-15.32
20191008-1207-FRANKFURT_2-01-186,Barani A,-123.195,30.737,174.073,123.195,30.737,174.073,147.536,277.423,198.357,-2.327,-61.698,19.092,-63.89,-50.921,61.068,-61.63,34.124,76.163,4.652,109.231,17.749,2.327,61.698,19.092,63.89,50.921,61.068,61.63,-34.124,76.163,-4.652,-47.758,17.749,7.292,82.193,34.34,63.89,50.926,61.068,61.63,35.072,76.163,14.724,109.231,26.786,87.951,-47.84,415.4,29.12,-0.63,286.1,21.0,90.903,-17.88,-98.92,-36.84,-11.7,-96.44,-28.23,17.149,26.68,-399.12,0.16,8.08,-360.18,18.82,4.111,-30.48,-266.36,281.72,-6.72,-222.57,112.87,7.738,-23.96,-124.2,22.84,-19.17,-110.55,69.71,7.252,-21.84,-102.32,100.04,-24.45,-105.32,97.12,7.214,-66.84,-149.0,152.44,-78.37,-142.32,144.83,9.173,-158.32,-140.48,143.44,-162.46,-148.53,147.59,10.357,-203.88,-99.68,119.08,-195.01,-116.22,122.49,8.872,-186.4,-87.64,154.84,-184.84,-91.19,150.69,9.426,-194.28,2.72,175.24,-192.32,-8.9,164.76,8.618,-201.24,-13.48,193.72,-197.26,1.4,189.02,8.8,-167.16,64.12,196.88,-167.35,66.79,199.7,7.712,-129.0,107.56,183.0,-129.93,107.43,184.35,7.069,-76.4,144.16,158.12,-79.89,138.39,159.36,7.557,-50.56,139.24,112.0,-49.54,142.96,114.21,7.5,-27.28,134.16,93.48,-28.21,142.53,87.28,8.149,-3.56,178.04,78.56,-3.04,182.56,69.91,5.509,20.08,270.16,31.8,21.34,276.97,28.84,7.807,49.28,426.6,-17.28,46.53,401.54,-2.37
20191008-1207-FRANKFURT_2-01-187,Salto A,53.49,354.936,-28.774,53.49,354.936,28.774,55.979,358.737,53.832,11.067,65.669,-11.455,13.751,93.238,-11.59,10.423,81.203,-0.316,18.249,114.826,-5.412,11.067,65.669,11.455,13.751,93.238,11.59,10.423,81.203,0.316,18.249,114.826,5.412,12.97,69.47,19.076,13.798,93.238,11.882,10.962,81.203,7.036,18.249,114.826,15.838,94.103,38.28,392.44,11.08,56.93,317.61,-38.53,78.07,10.48,276.28,-88.88,21.66,251.28,-66.83,11.763,52.0,255.52,-19.76,47.7,225.4,-21.07,10.27,30.48,300.84,-90.56,36.16,164.46,-55.85,2.069,6.52,4.76,-31.6,-0.5,19.63,-17.01,7.749,7.04,79.96,-13.96,6.49,65.85,-12.0,10.3,30.8,183.08,-9.76,24.45,167.27,-4.85,10.122,40.52,273.88,-25.4,39.57,258.15,-20.32,7.389,51.4,242.88,-33.64,50.54,247.58,-39.28,7.03,36.88,249.48,-37.96,37.28,246.75,-42.32,7.013,16.52,243.08,-31.84,11.23,239.75,-29.22,5.679,-5.44,212.2,-2.84,0.22,217.74,-3.25,6.126,22.28,174.12,18.84,22.55,177.74,18.39,6.934,31.0,177.0,15.6,33.58,167.16,14.36,6.97,41.32,166.08,-14.0,40.11,163.7,-11.13,8.0,31.12,198.64,-29.12,31.92,197.41,-28.32,7.492,25.6,192.8,-19.2,28.05,196.95,-26.09,8.636,51.0,204.16,-20.84,49.73,212.67,-23.04,6.195,40.24,254.24,-22.8,48.07,270.08,-24.81,10.757,44.96,381.84,-23.4,45.07,355.32,-14.12
20191008-1207-FRANKFURT_2-01-188,Schraubensalto A,63.728,154.767,361.176,63.728,154.767,361.176,144.852,304.134,380.948,35.252,84.464,56.594,54.323,-51.415,128.465,-38.406,5.593,148.576,12.56,116.125,27.54,35.252,84.464,56.594,54.323,-51.415,128.465,-38.406,5.593,148.576,12.56,116.125,27.54,35.252,84.464,58.791,54.621,56.379,128.465,38.406,47.167,148.576,16.573,116.125,45.116,94.955,108.48,228.84,144.8,74.76,275.12,91.97,72.1,43.64,279.52,-30.52,49.3,261.3,3.07,11.905,69.68,193.0,131.12,91.81,214.36,109.5,2.344,101.08,262.6,150.12,104.17,256.85,137.5,3.453,68.52,91.08,255.52,65.42,99.69,247.41,4.613,88.56,31.6,234.76,89.88,45.74,231.34,4.516,153.6,0.48,245.56,147.88,1.98,252.04,4.802,163.52,-88.36,282.96,160.01,-86.1,293.95,7.19,150.4,-198.2,279.0,146.69,-198.14,283.12,10.902,109.68,-209.84,337.4,102.37,-213.94,333.05,11.841,-20.44,-198.6,395.44,-16.67,-187.55,386.17,13.06,-90.92,-141.72,443.0,-91.56,-132.0,427.35,11.872,-115.16,-33.44,381.0,-113.98,-24.33,373.98,9.987,-99.52,71.92,309.6,-100.0,71.68,311.81,8.41,-83.04,144.16,268.84,-78.84,138.99,270.83,8.469,-38.08,173.08,212.2,-39.61,171.16,212.57,8.389,6.04,147.48,176.84,1.26,159.85,165.68,9.633,10.96,226.76,84.12,13.62,225.42,79.63,4.769,28.88,316.96,50.12,33.17,311.88,53.23,29.711,131.64,407.76,-49.28,103.43,403.76,-67.18
20191008-1207-FRANKFURT_2-01-192,Strecksprung,-3.845,-1.53,2.896,3.845,1.53,2.896,21.67,101.903,39.956,2.807,12.134,8.307,0.621,-29.332,-6.517,2.737,-15.574,3.149,-10.01,31.241,-2.043,2.807,12.134,8.307,0.621,5.063,-6.517,2.737,15.574,3.149,-2.319,-31.241,-2.043,4.969,23.23,14.48,3.882,29.332,8.95,2.794,15.574,4.267,10.026,33.769,12.259,74.171,-0.32,107.16,-9.52,4.02,131.57,-12.82,49.722,14.24,91.04,2.36,13.26,94.48,-1.07,12.066,4.44,83.52,-31.16,7.89,72.06,-23.64,3.594,-1.84,-49.92,43.96,0.51,-18.27,28.74,2.22,37.76,18.52,121.84,22.09,-5.69,99.76,3.184,-31.8,-100.36,6.56,-20.26,-85.9,11.93,1.168,8.48,-70.28,-14.8,4.62,-71.96,-10.59,1.025,3.64,-55.76,28.72,6.53,-58.66,15.09,1.462,-8.04,-94.76,-21.28,-4.05,-94.35,-24.32,0.921,3.96,-83.0,-40.52,4.6,-87.3,-40.34,1.056,14.04,-67.44,-6.48,12.28,-70.58,-10.66,1.262,12.36,-54.44,9.88,11.76,-55.7,7.45,0.911,5.56,-43.44,20.64,7.83,-44.79,17.26,1.001,6.12,-41.16,13.88,6.95,-39.46,15.59,1.014,3.44,-22.12,0.88,4.07,-24.58,2.94,1.311,-5.08,-21.96,-13.88,-7.26,-13.74,-18.77,1.703,-37.6,29.12,-30.64,-36.57,21.85,-37.73,1.638,-38.36,-11.04,-42.6,-35.9,1.08,-36.76,7.522,-13.36,110.72,5.84,-15.12,117.56,6.81,33.242,-22.92,220.92,30.56,-30.73,212.42,35.79
20191008-1207-FRANKFURT_2-01-202,Salto C,24.858,345.004,14.922,24.858,345.004,14.922,46.686,407.068,55.617,0.107,12.366,-2.127,7.931,162.424,17.954,8.631,97.324,0.488,8.189,72.89,-1.393,0.107,12.366,2.127,7.931,162.424,13.699,8.631,97.324,0.488,8.189,72.89,-1.393,7.562,62.55,15.915,20.338,174.304,21.672,10.012,97.324,9.501,8.775,72.89,8.529,72.088,19.16,189.88,86.52,14.91,159.95,43.78,89.447,22.4,133.28,-23.8,20.46,150.92,-23.21,26.235,-25.48,186.68,5.04,-18.34,164.62,-14.19,7.629,11.92,-11.84,-36.4,0.11,21.92,-10.55,7.462,9.6,-205.92,-12.96,3.56,-176.0,-16.93,15.539,-28.08,-167.08,41.24,-25.89,-156.77,21.27,4.783,-44.8,-14.32,-25.84,-37.0,14.98,-14.12,14.774,-26.6,359.2,81.96,-18.83,342.72,58.9,22.967,49.96,616.76,60.4,50.2,600.36,78.45,35.364,95.4,655.12,18.96,80.58,652.36,42.71,38.232,105.0,638.56,16.72,81.95,637.77,7.8,16.303,47.84,475.88,72.56,41.86,433.89,11.05,2.832,26.52,150.92,31.8,25.26,166.69,21.88,6.223,8.16,111.12,-3.12,4.16,110.77,1.5,4.593,-12.8,79.48,-0.8,-7.38,88.76,1.43,4.682,-0.64,96.92,1.72,-0.16,92.13,0.23,5.481,3.04,97.52,-22.6,2.76,93.94,-21.43,7.045,15.56,56.76,6.16,13.29,65.57,2.08,4.194,8.04,178.48,21.32,14.91,164.29,19.8,6.923,48.4,321.0,24.24,44.17,320.04,14.76
20191008-1207-FRANKFURT_2-01-203,Barani A,-140.493,60.618,180.193,140.493,60.618,180.193,154.415,289.589,195.694,-28.546,-49.243,27.262,-69.178,-48.336,50.861,-45.458,45.85,88.446,2.689,112.347,13.625,28.546,49.243,27.262,69.178,48.336,50.861,45.458,-45.85,88.446,-2.689,8.889,13.625,32.043,79.629,34.906,69.178,48.336,50.861,45.458,49.277,88.446,7.735,112.347,21.481,72.657,-8.44,360.48,71.52,28.27,315.14,23.22,97.867,-37.64,-29.4,89.12,-34.39,-24.56,73.12,23.497,-103.28,-292.56,41.08,-102.63,-278.53,39.34,8.743,-66.0,-207.08,-134.52,-92.51,-252.59,-3.09,7.474,-81.32,-193.48,69.68,-75.93,-139.34,74.07,8.51,-39.44,-57.08,66.04,-46.17,-51.72,58.83,5.984,-96.56,-105.24,53.88,-94.64,-92.9,57.89,8.467,-126.84,-153.92,77.72,-130.99,-150.2,88.84,9.781,-212.4,-161.52,125.64,-207.98,-152.48,127.47,9.348,-226.2,-121.04,134.36,-224.26,-119.77,149.53,9.963,-200.88,-26.92,202.4,-207.59,-39.11,219.13,9.26,-168.0,30.36,258.32,-171.39,29.24,250.38,9.108,-123.48,98.04,252.44,-120.02,97.62,244.38,8.376,-66.12,146.32,183.88,-68.96,149.03,188.0,7.493,-34.92,186.08,161.64,-37.11,182.01,156.48,7.15,-10.24,156.04,85.84,-12.0,162.92,85.38,7.972,-1.88,162.12,29.76,-3.94,169.33,31.05,10.465,-7.76,240.32,42.92,-7.66,231.73,40.29,4.575,41.0,207.4,-58.0,26.32,251.46,-16.92,26.142,1.32,425.48,26.88,6.71,409.37,16.2
20191008-1207-FRANKFURT_2-01-204,Salto A,50.12,363.82,-22.063,50.12,363.82,22.063,54.244,363.824,41.015,7.617,60.676,-6.748,10.812,102.195,-3.238,12.622,84.694,-5.318,19.07,116.255,-6.759,7.617,60.676,6.748,10.812,102.195,3.238,12.622,84.694,5.318,19.07,116.255,6.759,10.248,60.68,14.486,10.848,102.195,3.755,12.622,84.694,7.392,20.527,116.255,15.381,107.44,83.24,144.08,48.2,57.03,207.7,53.81,48.82,45.84,305.48,-76.92,44.0,275.96,-52.5,2.563,36.16,86.44,-35.88,27.6,145.59,-30.86,2.689,4.44,159.24,37.32,7.11,110.97,4.84,8.212,-12.68,-0.48,16.76,-8.92,18.43,9.99,8.233,-2.96,100.48,-9.36,-1.94,98.39,-6.19,9.107,15.4,249.8,8.8,14.37,231.84,2.14,8.366,28.32,270.68,-10.64,27.1,261.66,-10.09,8.178,26.04,257.04,-3.0,30.85,252.97,-7.03,7.116,43.32,250.92,-14.36,39.18,251.56,-11.81,6.469,24.04,242.88,-19.28,26.33,245.96,-16.42,5.905,33.32,225.76,-33.68,32.04,225.93,-25.75,6.374,34.92,214.72,-1.76,34.01,211.35,-7.09,6.241,26.64,162.04,-27.0,28.23,169.67,-23.88,6.549,18.64,165.56,0.72,21.97,164.35,-0.22,6.753,32.8,138.48,14.2,30.43,141.88,12.63,7.722,34.88,170.68,-13.12,29.68,158.25,-12.12,8.058,18.72,196.24,-29.88,21.57,200.61,-23.73,2.557,36.68,314.64,5.04,44.0,326.47,-4.32,32.819,99.04,371.64,-7.32,90.68,419.38,-40.22
20191008-1207-FRANKFURT_2-01-205,Schraubensalto A,51.031,133.873,365.608,51.031,133.873,365.608,148.344,283.766,378.226,33.971,76.982,65.839,48.418,-54.692,126.626,-44.673,2.648,141.94,13.315,108.934,31.203,33.971,76.982,65.839,48.418,-54.692,126.626,-44.673,2.648,141.94,13.315,108.934,31.203,33.971,78.154,68.259,51.609,55.873,126.626,44.673,40.806,141.94,18.091,108.934,41.401,109.014,41.84,268.44,26.16,51.6,285.27,19.55,45.162,42.88,293.8,99.04,49.23,271.1,89.94,14.58,221.2,148.68,-15.24,167.39,226.76,36.86,5.737,43.92,85.32,238.44,58.42,169.14,228.12,6.305,79.44,115.28,299.84,72.6,87.45,290.84,5.522,128.92,-13.0,251.16,123.76,-1.47,253.67,5.632,145.8,-37.12,260.76,146.64,-41.47,267.37,5.946,162.64,-178.24,289.92,164.42,-149.3,280.81,8.777,154.2,-194.64,312.92,149.76,-191.19,307.75,10.387,81.12,-187.96,327.2,70.37,-193.22,343.95,10.706,-63.48,-196.48,406.48,-57.74,-186.52,395.97,12.544,-130.04,-96.4,390.2,-126.72,-103.85,396.28,11.915,-146.44,-30.32,380.0,-144.99,-24.63,378.45,9.773,-122.28,74.76,328.24,-122.14,70.29,327.02,8.888,-86.2,126.52,273.88,-82.78,120.39,278.43,9.858,-21.08,153.32,242.32,-23.87,149.19,242.73,9.315,8.96,152.56,180.28,8.86,155.3,177.74,9.533,39.6,168.56,74.04,39.08,180.08,77.53,6.175,47.44,283.76,37.24,53.14,281.09,32.45,7.468,91.32,418.56,13.56,77.64,408.08,2.06
20191008-1207-FRANKFURT_2-01-214,Salto C,7.49,346.187,-23.871,7.49,346.187,23.871,33.623,409.118,54.162,-1.045,-4.638,-2.822,2.252,194.43,-12.268,0.207,82.11,-5.394,6.076,74.285,-3.386,1.045,4.638,2.822,0.162,185.153,12.268,0.207,82.11,5.394,6.076,74.285,3.386,5.491,58.293,11.106,14.345,194.43,15.479,2.692,82.11,9.832,11.095,74.285,17.744,95.57,18.12,113.96,-29.84,21.46,111.54,1.76,34.346,9.68,175.52,13.76,7.83,165.94,13.07,3.644,-28.88,17.08,-42.36,-7.95,59.37,-40.42,4.096,4.56,-64.48,21.24,-0.56,-85.49,1.16,17.135,-10.04,-196.88,-0.48,-15.5,-211.83,6.38,6.001,37.16,8.64,-52.68,24.77,-0.12,-47.74,9.911,-12.32,213.16,-44.64,-9.04,215.06,-38.35,17.785,-51.0,489.64,5.84,-46.08,479.32,8.93,26.507,26.36,623.12,-23.8,8.44,622.79,-28.03,39.317,55.2,645.48,5.56,45.98,651.01,-21.02,22.438,-2.24,524.96,-87.88,4.78,532.82,-74.58,5.877,-4.2,289.72,0.32,-3.13,302.2,-5.72,2.818,7.56,170.4,26.16,7.3,172.91,19.06,4.468,12.56,114.72,-24.16,9.66,115.71,-19.68,4.138,-1.92,90.28,-11.28,-3.26,92.91,-13.4,4.322,-4.12,76.76,13.08,-0.41,81.3,5.4,6.147,27.64,90.68,-15.24,21.83,87.11,-0.95,6.223,14.8,131.12,21.72,15.99,126.03,12.42,6.437,23.88,262.84,15.4,22.91,260.05,6.47,54.947,-40.52,291.64,-200.2,-23.44,296.51,-119.18
20191008-1207-FRANKFURT_2-01-215,Barani A,-132.742,25.328,179.91,132.742,25.328,179.91,141.971,288.861,191.529,-16.8,-77.053,28.785,-59.14,-54.451,55.883,-52.356,38.553,81.069,-4.446,118.28,14.173,16.8,77.053,28.785,59.14,54.451,55.883,52.356,-38.553,81.069,4.446,-67.623,14.173,17.16,77.577,34.722,59.14,54.451,55.883,52.356,38.553,81.069,13.315,118.28,19.854,105.227,19.16,29.16,51.68,23.79,39.76,59.74,40.638,-24.0,-267.08,81.24,-26.34,-253.98,83.08,12.566,-108.6,-381.76,50.4,-74.63,-360.48,33.33,8.936,-36.16,-134.8,133.04,-46.54,-152.7,93.75,7.732,-44.48,-106.92,42.0,-44.08,-113.02,48.59,8.019,-28.72,-72.68,94.4,-39.63,-80.28,86.72,5.799,-96.96,-142.4,75.76,-92.85,-138.91,72.1,8.206,-118.88,-160.56,82.44,-118.22,-169.74,91.25,9.176,-160.44,-178.92,205.04,-163.59,-169.73,178.85,10.682,-199.2,-108.72,180.12,-202.21,-103.08,178.41,10.435,-214.88,4.4,232.24,-214.78,-10.8,231.88,9.445,-165.52,28.48,237.88,-165.68,28.01,234.28,9.034,-131.8,90.72,169.0,-129.27,82.89,186.63,8.851,-118.16,136.52,194.12,-116.33,131.94,193.66,7.934,-77.44,137.8,169.56,-80.62,139.81,170.58,8.315,-46.32,170.72,114.76,-47.61,165.3,114.71,9.303,-36.48,168.28,80.0,-32.16,173.81,73.16,9.837,-12.96,301.6,5.2,-10.15,290.18,13.16,7.846,-4.76,364.44,52.24,0.12,369.57,23.54,45.638,-83.36,407.04,-64.52,-45.69,394.03,-20.86
20191008-1207-FRANKFURT_2-01-216,Salto A,30.484,356.639,-24.75,30.484,356.639,24.75,37.274,360.375,46.152,3.906,57.632,-6.501,11.691,105.543,-8.039,5.252,85.759,-4.375,9.635,107.704,-5.835,3.906,57.632,6.501,11.691,105.543,8.039,5.252,85.759,4.375,9.635,107.704,5.835,8.587,61.369,11.49,11.691,105.543,13.046,5.252,85.759,5.005,11.743,107.704,16.611,102.386,-12.92,201.8,0.16,40.86,212.4,6.56,41.066,18.04,286.52,-6.2,19.2,274.55,-8.39,4.497,52.96,198.44,-74.48,24.93,174.6,-38.81,1.723,-12.08,120.04,15.56,-10.31,98.5,4.11,11.24,-11.76,-43.16,1.44,-3.73,-8.0,-6.18,9.656,24.2,112.84,-7.8,23.73,117.96,-10.06,10.248,11.28,229.32,-32.88,13.3,222.48,-27.78,9.607,58.6,295.64,4.8,46.94,283.65,7.52,7.967,24.8,286.4,14.04,32.06,288.06,11.25,7.169,25.28,285.6,-59.8,24.89,278.38,-53.81,7.88,13.96,256.52,-51.44,15.54,249.99,-48.52,6.889,17.68,232.96,-8.56,15.6,232.01,-13.68,6.942,19.8,212.08,-20.44,18.26,212.14,-17.12,6.509,9.68,201.6,5.44,9.63,201.27,1.19,6.711,11.2,173.72,0.12,11.83,174.77,0.05,6.96,9.32,149.32,-9.08,11.63,152.76,-9.85,9.138,17.8,157.2,-33.96,18.69,161.47,-30.67,9.446,28.88,212.96,-47.04,25.39,211.68,-36.81,3.676,28.56,229.68,-14.36,25.45,262.61,-15.49,36.326,-3.2,463.0,-35.76,2.36,436.46,-30.89
