SprungID,Sprungtyp,mean_Acc_N_Fil,std_Acc_N_Fil,mean_Gyro_x_R,std_Gyro_x_R,mean_Gyro_y_R,std_Gyro_y_R,mean_Gyro_z_R,std_Gyro_z_R,mean_Gyro_x_Fil,std_Gyro_x_Fil,mean_Gyro_y_Fil,std_Gyro_y_Fil,mean_Gyro_z_Fil,std_Gyro_z_Fil
generated_Mean_Rudi,Rudi,10.651,2.161,13.039,41.628,181.619,58.886,233.048,135.936,13.902,39.258,180.373,55.643,235.015,133.311
generated_Mean_Rudi,Rudi,25.329,27.586,30.92,45.331,277.41,94.685,31.352,84.784,29.993,33.154,277.638,70.248,31.776,54.683
generated_Mean_Fliffis- Rudi C,Fliffis- Rudi C,49.036,26.208,-45.201,85.814,-507.847,259.609,61.152,143.018,-43.787,65.599,-505.04,209.388,58.611,76.8
generated_Mean_Fliffis- Rudi C,Fliffis- Rudi C,53.956,6.457,-56.614,60.055,-631.405,76.595,103.345,107.038,-57.488,52.551,-630.06,62.688,102.416,89.664
generated_Mean_Fliffis- Rudi C,Fliffis- Rudi C,36.155,4.862,65.455,229.704,-145.079,241.365,651.821,265.301,67.929,216.601,-152.048,213.84,649.589,247.917
generated_Mean_Fliffis- Rudi C,Fliffis- Rudi C,34.835,8.55,192.336,208.948,-29.855,229.011,744.793,180.585,191.241,192.362,-24.9,205.09,742.164,171.067
generated_Mean_Fliffis- Rudi C,Fliffis- Rudi C,29.036,23.994,108.178,68.541,356.381,126.866,71.824,206.929,105.17,56.816,351.099,91.79,81.481,175.417
generated_Mean_Barani C,Barani C,36.999,32.403,-1.963,30.202,-230.88,171.271,37.128,49.956,-2.05,25.14,-230.015,160.546,37.041,32.222
generated_Mean_Barani C,Barani C,13.08,3.099,-23.037,21.426,-252.577,157.621,136.648,60.526,-23.195,17.929,-251.902,151.099,136.555,56.533
generated_Mean_Barani C,Barani C,7.985,1.889,-52.49,37.287,9.898,58.368,228.528,40.762,-52.1,32.848,9.874,49.552,227.777,31.116
generated_Mean_Barani C,Barani C,5.694,0.555,-38.108,23.331,113.2,19.7,128.559,41.782,-38.151,22.335,112.956,18.72,128.795,40.723
generated_Mean_Barani C,Barani C,24.377,29.42,-2.302,22.552,176.481,71.198,28.768,47.365,-2.449,16.116,176.452,55.269,29.138,34.913
generated_Mean_Grätschwinkel,Grätschwinkel,29.2,32.144,0.055,23.032,23.687,89.672,5.904,40.625,0.527,17.382,21.572,76.74,5.785,23.529
generated_Mean_Grätschwinkel,Grätschwinkel,6.569,2.957,-4.935,16.729,-173.787,91.691,6.903,27.888,-4.984,13.112,-171.656,86.988,6.972,19.701
generated_Mean_Grätschwinkel,Grätschwinkel,7.98,3.229,-3.375,17.703,38.061,100.225,-2.676,25.063,-3.34,13.764,36.789,95.382,-2.504,17.712
generated_Mean_Grätschwinkel,Grätschwinkel,3.408,1.6,-3.351,13.298,76.36,41.777,-1.015,20.017,-3.313,9.765,76.378,38.188,-0.888,14.623
generated_Mean_Grätschwinkel,Grätschwinkel,22.268,27.977,0.616,23.208,42.101,74.86,5.87,43.892,0.345,13.83,43.741,46.331,5.894,19.829
generated_Mean_Fliffis C,Fliffis C,48.567,29.013,-24.282,43.358,-416.269,243.969,18.273,68.169,-23.381,34.2,-413.008,229.542,17.742,40.929
generated_Mean_Fliffis C,Fliffis C,52.018,7.842,-21.164,29.057,-671.474,85.602,28.726,43.987,-21.363,24.816,-669.595,75.749,29.061,31.907
generated_Mean_Fliffis C,Fliffis C,30.986,10.51,-51.803,76.169,-292.028,201.184,148.228,99.159,-51.529,68.189,-292.524,190.373,147.725,89.533
generated_Mean_Fliffis C,Fliffis C,15.641,2.464,-38.765,60.026,110.069,91.487,185.891,81.694,-38.861,53.843,109.501,76.685,185.177,66.895
generated_Mean_Fliffis C,Fliffis C,24.669,22.846,6.344,38.864,270.639,84.902,7.471,87.087,5.642,29.312,268.236,64.464,9.24,64.746
generated_Mean_1/2 ein 1/2 aus C,1/2 ein 1/2 aus C,33.634,33.906,-14.271,187.006,220.753,106.538,1.059,95.731,-13.871,179.947,217.988,92.635,0.669,82.864
generated_Mean_1/2 ein 1/2 aus C,1/2 ein 1/2 aus C,37.11,10.09,-22.561,62.807,-411.667,199.936,12.968,143.604,-21.982,59.614,-409.147,195.76,12.973,134.705
generated_Mean_1/2 ein 1/2 aus C,1/2 ein 1/2 aus C,38.992,9.893,-28.379,149.989,-407.975,208.204,-88.279,138.277,-26.86,146.33,-406.131,200.676,-87.2,134.017
generated_Mean_1/2 ein 1/2 aus C,1/2 ein 1/2 aus C,16.326,3.138,13.06,66.06,108.961,74.661,53.899,89.971,11.626,57.512,107.38,71.111,52.413,77.059
generated_Mean_1/2 ein 1/2 aus C,1/2 ein 1/2 aus C,26.624,25.509,-0.013,43.429,246.757,98.637,20.16,86.706,-0.649,34.548,243.121,82.276,21.114,63.803
generated_Mean_Doppelsalto B,Doppelsalto B,30.619,31.023,7.265,27.779,149.155,172.709,-19.24,54.789,7.986,20.474,149.74,150.964,-20.23,28.842
generated_Mean_Doppelsalto B,Doppelsalto B,25.87,9.416,-23.537,21.144,424.615,274.318,-6.775,37.211,-23.407,16.099,423.628,262.985,-6.148,22.243
generated_Mean_Doppelsalto B,Doppelsalto B,42.257,6.561,4.972,37.576,747.637,82.669,8.288,32.406,5.21,32.623,745.849,71.374,7.909,20.189
generated_Mean_Doppelsalto B,Doppelsalto B,16.258,8.987,40.31,26.46,340.224,172.775,-18.807,27.094,39.902,22.793,341.58,166.276,-18.467,18.93
generated_Mean_Doppelsalto B,Doppelsalto B,24.778,25.491,11.562,23.414,225.185,96.412,-13.651,40.979,11.366,17.202,223.26,73.963,-12.778,25.586
generated_Mean_1 3/4 Salto vw B,1 3/4 Salto vw B,47.818,25.928,-52.935,64.701,-442.366,224.793,101.193,103.81,-51.99,55.449,-437.914,219.461,100.191,72.397
generated_Mean_1 3/4 Salto vw B,1 3/4 Salto vw B,26.551,3.655,-62.186,26.333,-574.224,77.209,76.54,28.057,-61.645,24.543,-571.701,75.048,75.825,21.888
generated_Mean_1 3/4 Salto vw B,1 3/4 Salto vw B,10.911,3.442,-3.905,20.232,-71.399,163.804,29.392,50.718,-5.092,16.723,-76.337,156.039,29.8,42.008
generated_Mean_1 3/4 Salto vw B,1 3/4 Salto vw B,13.247,7.458,-41.803,27.502,-376.845,156.229,45.457,38.864,-40.99,23.771,-374.624,152.255,45.751,34.395
generated_Mean_1 3/4 Salto vw B,1 3/4 Salto vw B,36.731,25.307,-33.575,60.225,-333.207,313.342,45.884,189.837,-33.61,29.264,-336.364,207.54,45.083,49.934
generated_Mean_Fliffis aus C,Fliffis aus C,48.334,26.564,44.465,30.403,-488.111,223.176,-9.87,48.16,43.652,25.221,-485.609,209.768,-9.532,28.661
generated_Mean_Fliffis aus C,Fliffis aus C,52.775,4.552,51.029,22.695,-707.958,53.935,-21.925,39.613,50.808,19.171,-706.635,48.562,-21.085,33.939
generated_Mean_Fliffis aus C,Fliffis aus C,31.496,10.746,6.526,61.647,-321.753,238.359,163.791,169.072,7.114,51.83,-320.664,229.727,163.166,159.404
generated_Mean_Fliffis aus C,Fliffis aus C,14.855,2.528,36.871,41.338,187.824,106.127,167.19,156.144,36.579,36.477,183.434,91.634,167.93,148.252
generated_Mean_Fliffis aus C,Fliffis aus C,30.318,27.538,4.115,44.597,333.267,134.372,-2.838,90.492,4.569,32.189,338.579,95.105,-3.204,60.238
generated_Mean_Salto rw B,Salto rw B,29.018,31.233,2.539,28.163,133.854,197.945,-3.577,50.536,1.612,20.043,125.274,169.396,-4.487,25.074
generated_Mean_Salto rw B,Salto rw B,11.661,4.602,4.65,15.846,112.41,361.566,3.214,40.763,5.293,10.838,119.29,332.785,2.134,27.78
generated_Mean_Salto rw B,Salto rw B,18.816,7.332,-19.338,27.139,467.535,136.165,-14.571,43.061,-19.229,19.603,464.138,122.21,-13.617,28.566
generated_Mean_Salto rw B,Salto rw B,5.267,0.868,3.258,14.206,123.489,37.129,5.544,17.478,2.84,12.171,126.56,35.259,5.225,15.184
generated_Mean_Salto rw B,Salto rw B,26.719,33.53,-11.673,27.518,185.059,138.394,-16.957,51.827,-11.188,18.125,183.356,112.338,-16.244,28.588
generated_Mean_Salto rw A,Salto rw A,26.089,29.721,-5.914,28.016,253.696,104.21,-14.449,52.179,-5.999,18.207,249.446,60.759,-13.212,23.645
generated_Mean_Salto rw A,Salto rw A,7.998,1.068,-14.697,15.2,200.603,33.464,10.46,21.228,-14.73,11.009,200.938,27.134,10.445,13.49
generated_Mean_Salto rw A,Salto rw A,6.616,0.584,1.733,7.918,200.721,28.933,3.695,12.781,1.633,6.391,200.296,27.399,3.612,10.113
generated_Mean_Salto rw A,Salto rw A,7.032,0.845,-1.608,8.524,148.138,29.311,-11.008,11.68,-1.651,7.161,149.546,27.349,-10.981,8.458
generated_Mean_Salto rw A,Salto rw A,28.732,32.629,-23.382,29.329,218.092,140.878,-15.166,53.604,-22.574,17.743,219.211,108.373,-15.283,24.208
generated_Mean_Salto rw C,Salto rw C,25.748,24.811,-2.028,24.918,63.035,234.284,31.213,54.049,-2.58,17.518,56.778,194.107,28.061,23.966
generated_Mean_Salto rw C,Salto rw C,13.285,4.719,19.847,19.896,461.376,298.247,-22.243,41.693,18.737,15.23,455.076,266.653,-22.181,27.268
generated_Mean_Salto rw C,Salto rw C,9.253,6.217,6.919,24.177,264.183,212.337,-6.897,59.444,6.901,12.995,265.111,177.546,-6.813,20.951
generated_Mean_Salto rw C,Salto rw C,4.795,1.084,-4.964,6.827,100.618,40.193,-2.965,14.051,-4.674,5.586,102.134,38.515,-2.871,11.232
generated_Mean_Salto rw C,Salto rw C,28.676,34.094,-20.888,31.455,165.047,120.417,-14.875,53.809,-20.76,16.444,167.805,89.724,-15.223,23.132
generated_Mean_3/4 Salto vw A,3/4 Salto vw A,27.053,32.781,8.883,19.735,-23.538,76.04,7.611,41.05,8.761,13.966,-24.177,60.279,6.699,21.699
generated_Mean_3/4 Salto vw A,3/4 Salto vw A,1.826,0.734,3.594,6.321,-38.685,51.067,12.008,13.039,3.607,4.767,-38.976,48.878,11.801,9.653
generated_Mean_3/4 Salto vw A,3/4 Salto vw A,1.747,0.746,5.746,5.889,-129.019,31.792,12.074,11.193,5.737,4.772,-129.059,31.141,11.993,9.243
generated_Mean_3/4 Salto vw A,3/4 Salto vw A,6.755,1.878,2.698,10.607,-195.297,32.555,17.503,15.602,2.751,8.942,-194.751,29.499,17.46,11.947
generated_Mean_3/4 Salto vw A,3/4 Salto vw A,28.081,31.288,3.367,22.836,-128.557,214.903,10.023,104.792,3.51,11.767,-129.394,110.5,9.942,22.906
generated_Mean_Baby- Fliffis C,Baby- Fliffis C,38.829,30.927,-1.035,47.841,-165.627,275.949,10.277,98.563,-1.055,26.733,-165.613,172.079,11.113,31.975
generated_Mean_Baby- Fliffis C,Baby- Fliffis C,25.723,5.463,-5.428,34.214,-341.667,134.302,103.314,66.9,-5.944,30.337,-338.457,127.983,104.576,62.077
generated_Mean_Baby- Fliffis C,Baby- Fliffis C,13.348,3.211,-41.183,55.904,-36.65,84.693,314.209,70.053,-40.723,45.654,-37.716,77.818,311.852,57.937
generated_Mean_Baby- Fliffis C,Baby- Fliffis C,9.355,1.377,-10.709,29.804,112.99,48.723,179.212,94.337,-10.704,27.58,113.126,47.999,179.563,90.761
generated_Mean_Baby- Fliffis C,Baby- Fliffis C,27.403,26.811,13.205,36.746,228.788,127.128,4.185,81.111,12.815,24.88,229.094,94.769,5.82,54.015
generated_Mean_Fliffis aus B,Fliffis aus B,50.118,29.079,23.526,38.24,-460.013,251.551,4.046,48.837,22.859,33.567,-457.091,242.496,4.484,33.146
generated_Mean_Fliffis aus B,Fliffis aus B,36.106,8.467,2.852,33.506,-617.086,154.486,-28.385,41.764,3.552,30.55,-615.354,147.8,-29.552,34.458
generated_Mean_Fliffis aus B,Fliffis aus B,21.883,6.555,119.198,105.107,-198.284,115.972,-104.628,111.908,120.254,97.954,-198.981,106.365,-102.239,103.646
generated_Mean_Fliffis aus B,Fliffis aus B,17.199,3.37,194.87,109.319,145.487,121.989,51.373,109.266,192.746,102.779,144.929,114.375,50.346,102.97
generated_Mean_Fliffis aus B,Fliffis aus B,29.669,26.509,5.579,32.436,327.61,132.393,-4.067,68.418,6.566,20.715,327.752,99.884,-4.418,47.343
generated_Mean_Bücksprung,Bücksprung,36.855,31.391,-4.04,31.361,-7.988,161.8,27.478,91.994,-2.183,22.392,-11.544,144.055,19.275,26.117
generated_Mean_Bücksprung,Bücksprung,12.645,3.119,20.572,19.278,202.786,135.139,0.846,20.99,20.026,13.443,196.768,130.25,1.903,11.496
generated_Mean_Bücksprung,Bücksprung,8.434,2.733,9.439,20.246,-192.528,62.617,-1.631,34.325,8.771,14.904,-186.81,47.935,-1.096,14.567
generated_Mean_Bücksprung,Bücksprung,1.581,0.733,-6.945,12.958,-15.668,22.834,6.2,12.327,-6.271,10.239,-16.867,21.995,6.07,9.303
generated_Mean_Bücksprung,Bücksprung,16.22,21.469,4.455,24.559,8.241,114.819,-6.237,68.258,4.587,14.923,8.914,27.236,-3.899,26.806
generated_Mean_Hocksprung,Hocksprung,34.272,33.218,8.657,27.97,11.515,169.856,16.761,95.594,9.045,16.729,6.175,149.577,5.911,30.59
generated_Mean_Hocksprung,Hocksprung,9.608,3.858,-2.937,19.393,85.148,141.203,0.705,36.308,-2.541,13.336,85.602,133.588,0.303,21.829
generated_Mean_Hocksprung,Hocksprung,5.729,2.925,5.167,22.121,-119.157,60.127,12.617,34.648,5.547,16.539,-119.193,46.425,12.69,19.021
generated_Mean_Hocksprung,Hocksprung,1.523,0.516,-2.743,14.721,1.812,21.402,17.767,20.097,-2.573,11.993,1.645,16.637,17.456,17.67
generated_Mean_Hocksprung,Hocksprung,17.028,23.722,-4.221,22.342,-0.793,121.633,-28.031,97.113,-3.877,9.609,0.513,22.261,-25.554,28.116
generated_Mean_Schraubensalto A,Schraubensalto A,30.029,31.525,61.933,48.603,142.991,88.218,90.539,94.48,62.828,41.729,142.016,72.512,92.257,82.221
generated_Mean_Schraubensalto A,Schraubensalto A,8.887,2.082,174.285,44.942,-18.018,93.162,317.253,60.947,173.046,40.621,-18.493,88.436,316.407,54.853
generated_Mean_Schraubensalto A,Schraubensalto A,13.322,1.894,33.619,90.344,-100.746,106.534,406.606,53.001,34.641,87.351,-98.337,99.685,404.488,48.775
generated_Mean_Schraubensalto A,Schraubensalto A,9.998,1.286,-20.496,40.393,164.671,50.19,187.021,90.503,-20.456,38.751,163.927,47.356,188.192,88.929
generated_Mean_Schraubensalto A,Schraubensalto A,23.365,25.866,42.516,38.669,288.613,99.283,10.588,74.99,41.359,29.227,287.1,76.522,11.928,54.251
generated_Mean_Fliffis B,Fliffis B,51.807,30.541,-38.174,48.498,-450.896,283.351,42.716,77.069,-37.278,39.39,-445.933,255.06,41.714,45.116
generated_Mean_Fliffis B,Fliffis B,36.765,6.473,-21.095,24.248,-574.566,126.342,44.685,46.328,-21.556,21.554,-572.891,118.398,45.602,40.963
generated_Mean_Fliffis B,Fliffis B,22.504,5.216,-84.109,82.18,-180.014,143.556,192.377,87.671,-83.437,77.065,-180.385,136.189,192.267,82.211
generated_Mean_Fliffis B,Fliffis B,17.498,2.614,-49.151,65.511,174.148,71.691,202.846,85.274,-49.485,60.665,172.998,67.742,201.514,81.232
generated_Mean_Fliffis B,Fliffis B,26.094,21.439,26.415,32.271,314.578,104.778,20.087,72.452,25.388,25.666,311.501,81.969,21.672,56.83
generated_Mean_Barani B,Barani B,39.643,27.638,31.838,26.856,-363.531,173.998,13.342,51.048,30.775,23.762,-361.074,162.373,13.922,43.805
generated_Mean_Barani B,Barani B,9.496,3.857,5.19,36.896,-192.87,142.51,119.465,100.167,6.279,33.549,-194.319,137.557,122.043,96.719
generated_Mean_Barani B,Barani B,10.73,1.525,20.673,46.798,57.371,66.746,364.072,81.816,20.115,42.149,57.459,62.868,359.595,76.999
generated_Mean_Barani B,Barani B,7.356,1.202,-0.001,18.118,189.901,46.389,77.498,56.761,0.124,15.685,189.833,43.306,78.934,54.546
generated_Mean_Barani B,Barani B,24.001,27.001,5.703,29.613,223.136,102.129,-16.068,55.846,5.946,20.701,220.589,85.467,-15.307,38.953
generated_Mean_Fliffis- Rudi B,Fliffis- Rudi B,52.875,28.388,-24.708,49.198,-501.629,266.755,38.194,67.609,-24.37,41.109,-497.759,257.342,37.828,45.017
generated_Mean_Fliffis- Rudi B,Fliffis- Rudi B,37.113,10.814,-99.442,64.1,-565.598,191.089,-9.759,148.293,-98.756,59.173,-563.507,183.686,-9.416,144.737
generated_Mean_Fliffis- Rudi B,Fliffis- Rudi B,33.265,6.236,-14.054,154.53,-88.555,201.108,88.404,188.434,-14.57,142.801,-93.349,176.23,87.143,174.371
generated_Mean_Fliffis- Rudi B,Fliffis- Rudi B,26.994,7.222,54.88,158.544,-45.101,255.337,97.683,163.551,54.941,152.091,-42.221,239.602,98.375,158.002
generated_Mean_Fliffis- Rudi B,Fliffis- Rudi B,31.068,25.374,46.377,45.005,352.455,132.335,2.059,115.01,44.82,36.835,352.251,98.5,3.349,99.31
generated_Mean_Halb ein Triffis C,Halb ein Triffis C,30.744,29.125,-222.217,163.666,134.766,214.21,-244.292,90.856,-223.294,161.02,130.618,205.641,-240.002,81.8
generated_Mean_Halb ein Triffis C,Halb ein Triffis C,61.923,12.804,-518.805,66.626,-616.444,136.522,156.922,81.384,-516.518,61.683,-614.12,136.938,152.967,75.032
generated_Mean_Halb ein Triffis C,Halb ein Triffis C,76.063,4.154,-271.167,105.772,-841.828,54.94,-15.215,99.964,-269.614,106.149,-836.443,54.364,-15.848,99.199
generated_Mean_Halb ein Triffis C,Halb ein Triffis C,27.983,10.279,119.688,62.342,-141.453,200.054,-385.405,84.913,116.926,54.593,-145.63,200.142,-382.756,72.748
generated_Mean_Halb ein Triffis C,Halb ein Triffis C,29.392,25.987,3.999,33.329,242.961,106.551,-120.357,112.545,4.764,25.716,239.905,96.233,-122.1,107.173
generated_Mean_Triffis C,Triffis C,54.586,28.888,-70.349,47.534,-475.217,287.491,10.549,71.561,-69.261,40.95,-472.107,277.778,10.424,56.943
generated_Mean_Triffis C,Triffis C,74.031,3.882,-143.242,14.812,-837.266,34.795,70.398,19.993,-143.209,12.995,-837.742,30.285,70.286,9.84
generated_Mean_Triffis C,Triffis C,76.089,4.792,-123.369,63.16,-854.861,52.158,-18.089,88.141,-121.328,62.264,-850.305,54.796,-19.888,88.154
generated_Mean_Triffis C,Triffis C,30.111,9.434,107.117,55.627,-143.623,220.565,-384.042,84.184,104.765,45.3,-146.91,219.933,-380.63,75.275
generated_Mean_Triffis C,Triffis C,30.742,22.91,71.059,42.277,276.438,122.863,-99.895,112.354,69.649,31.369,273.356,89.281,-102.891,98.22
generated_Mean_Voll- ein- Rudi- aus B,Voll- ein- Rudi- aus B,46.692,34.537,4.346,98.401,-348.288,211.551,-138.07,187.5,1.441,92.073,-341.292,198.668,-142.023,175.87
generated_Mean_Voll- ein- Rudi- aus B,Voll- ein- Rudi- aus B,38.171,9.208,-560.38,171.222,-109.74,339.576,-569.366,270.871,-554.97,156.832,-113.31,314.335,-564.827,255.65
generated_Mean_Voll- ein- Rudi- aus B,Voll- ein- Rudi- aus B,40.167,11.683,-499.25,158.131,-190.924,268.103,-537.353,238.506,-499.108,148.155,-193.417,248.901,-537.212,223.757
generated_Mean_Voll- ein- Rudi- aus B,Voll- ein- Rudi- aus B,29.559,7.311,-153.47,235.077,-64.176,237.547,-568.586,161.972,-156.204,226.228,-60.348,224.526,-566.179,152.718
generated_Mean_Voll- ein- Rudi- aus B,Voll- ein- Rudi- aus B,33.023,23.743,-19.929,47.119,359.403,126.155,-34.737,99.291,-19.605,40.584,357.95,104.521,-37.306,85.795
