SprungID,Sprungtyp,0_Acc_N_Fil,0_Gyro_x_R,0_Gyro_y_R,0_Gyro_z_R,0_Gyro_x_Fil,0_Gyro_y_Fil,0_Gyro_z_Fil,20_Acc_N_Fil,20_Gyro_x_R,20_Gyro_y_R,20_Gyro_z_R,20_Gyro_x_Fil,20_Gyro_y_Fil,20_Gyro_z_Fil,40_Acc_N_Fil,40_Gyro_x_R,40_Gyro_y_R,40_Gyro_z_R,40_Gyro_x_Fil,40_Gyro_y_Fil,40_Gyro_z_Fil,60_Acc_N_Fil,60_Gyro_x_R,60_Gyro_y_R,60_Gyro_z_R,60_Gyro_x_Fil,60_Gyro_y_Fil,60_Gyro_z_Fil,80_Acc_N_Fil,80_Gyro_x_R,80_Gyro_y_R,80_Gyro_z_R,80_Gyro_x_Fil,80_Gyro_y_Fil,80_Gyro_z_Fil
20191001-1202-FRANKFURT_2-01-198,Salto A,29.775,-6.763,-225.886,10.546,-7.191,-231.876,-1.17,9.639,-4.831,-180.394,-16.916,-4.699,-181.247,-16.773,7.574,-14.983,-214.196,2.709,-14.826,-213.925,2.464,8.986,-18.643,-201.135,-0.58,-18.452,-201.446,-0.883,24.463,-31.731,-237.805,-37.876,-30.297,-235.481,-32.743
0609-4-01-37,Fliffis B,54.151,-20.124,-375.369,22.906,-18.962,-370.262,21.464,34.385,25.846,-530.199,33.869,25.175,-527.041,34.75,18.069,-134.317,-74.942,247.663,-134.486,-76.522,247.023,16.257,-163.966,185.585,220.023,-163.736,183.666,219.449,30.679,-3.798,258.858,33.365,-4.227,256.768,34.256
0115-JANEIKE-01-133,Voll- ein- halb- aus B,50.081,-90.64,-399.646,-49.977,-89.584,-393.711,-56.537,41.35,-370.888,-102.709,-768.667,-366.274,-112.332,-756.958,49.482,-337.86,-656.132,-83.38,-338.58,-644.877,-92.858,24.604,45.901,-68.65,-436.62,42.762,-74.328,-431.74,30.397,93.189,301.16,-109.39,91.949,298.687,-113.402
20191008-1157-FRANKFURT_1-01-181,Rudi,35.15,-14.085,-268.414,183.707,-13.764,-264.071,186.89,20.268,183.835,12.007,737.609,181.643,7.662,733.778,15.105,58.722,-83.06,639.422,61.678,-79.555,638.12,9.557,20.249,206.444,156.04,18.087,206.379,158.74,33.566,12.363,285.563,15.881,12.847,285.516,14.122
20191007-1524-FRANKFURT_1-01-266,Fliffis- Rudi C,54.36,-97.516,-439.481,97.278,-94.997,-448.981,85.797,53.066,-56.094,-666.4,47.711,-58.329,-665.214,49.155,42.503,-11.032,-350.028,541.554,-10.101,-345.356,540.607,43.666,371.771,-37.389,1007.243,369.894,-41.078,997.694,26.071,74.503,424.147,211.592,74.288,406.844,233.195
20191008-1207-FRANKFURT_2-01-12,Strecksprung,31.262,-1.628,70.459,29.104,1.138,62.61,16.596,1.156,10.742,-24.0,27.338,10.989,-24.733,25.368,1.407,-13.331,-38.463,-39.679,-13.794,-37.683,-39.27,1.156,-12.623,-3.005,14.073,-12.339,-3.044,13.752,26.559,-0.424,23.925,10.345,-0.731,21.644,11.104
20191008-1157-FRANKFURT_1-01-112,Salto A,22.18,-1.829,238.802,-43.998,-2.141,236.489,-43.875,6.986,-12.346,160.373,6.972,-12.483,160.214,7.357,6.569,-14.619,163.133,3.029,-14.892,163.478,2.534,8.414,-9.606,219.467,-1.325,-9.504,220.462,-0.418,30.449,-1.279,246.126,9.794,-0.996,245.558,9.04
20190930-1247-FRANKFURT_2-01-236,Strecksprung,31.083,0.253,86.495,11.51,-0.176,86.693,11.607,0.825,-13.502,-18.368,1.276,-13.126,-17.806,1.725,0.98,0.068,-33.812,19.976,-0.14,-33.954,19.716,1.114,-13.802,-45.464,-13.675,-13.45,-45.549,-13.473,19.497,7.633,22.596,-12.894,6.73,22.564,-13.426
0609-1-01-788,Bauchsprung,30.946,0.755,14.817,3.085,1.149,13.366,2.893,1.096,-6.43,-64.041,-12.891,-6.454,-63.755,-13.048,1.668,6.799,-104.34,5.961,6.788,-103.259,6.276,1.742,-8.571,-29.428,5.837,-8.371,-29.388,5.327,26.819,-7.184,80.904,-26.317,-6.582,79.501,-24.362
20190930-1616-FRANKFURT_1-01-229,Strecksprung,29.609,1.125,69.896,17.213,0.84,70.482,16.566,0.895,-7.84,-43.63,7.227,-7.957,-43.373,6.896,0.904,-6.656,-34.116,-12.639,-6.385,-34.633,-12.082,0.85,0.817,-41.938,-0.792,0.585,-41.897,-0.657,19.973,-3.417,37.906,1.875,-3.631,37.063,1.433
20190930-1247-FRANKFURT_2-01-222,Salto A,30.521,18.475,205.898,5.827,18.606,207.292,7.978,6.206,16.754,191.577,-6.236,16.801,190.617,-7.045,6.066,7.015,190.461,-6.392,7.106,190.175,-6.438,6.578,6.046,154.899,-1.928,5.899,154.829,-2.038,23.894,12.425,205.319,9.423,11.521,203.192,8.394
20191007-1524-FRANKFURT_1-01-41,Barani A,43.322,-57.863,-171.625,81.706,-57.176,-169.539,80.474,7.624,-91.82,-115.247,88.573,-92.403,-115.929,88.958,8.794,-177.435,-59.22,177.012,-176.425,-58.622,178.077,8.676,-63.776,128.19,187.538,-64.404,128.179,184.667,25.385,-25.198,305.083,-7.438,-24.768,302.04,-0.439
20190930-1153-FRANKFURT_1-01-236,3/4 Salto rw A,26.228,8.908,140.349,7.935,8.822,139.474,8.753,3.435,15.565,111.445,5.977,15.708,111.492,5.703,3.145,26.642,145.524,-12.219,26.456,145.754,-12.189,3.772,2.791,165.625,-18.434,3.01,165.804,-18.25,22.861,8.209,177.832,-10.615,8.253,172.079,-8.81
0609-4-01-596,Barani C,34.832,8.069,-214.867,27.855,8.33,-214.251,28.851,14.421,6.325,-337.647,144.121,6.893,-335.124,143.18,7.975,22.093,19.348,259.555,21.26,18.099,259.855,5.006,-14.739,123.254,162.761,-14.316,122.389,162.08,24.883,6.752,166.785,22.101,6.433,165.856,23.038
20191007-1150-FRANKFURT_2-01-110,Salto A,30.692,28.114,260.896,-26.27,29.019,258.383,-25.119,8.314,1.383,186.147,-9.614,1.282,188.649,-9.078,8.543,2.21,224.511,5.413,2.154,224.204,4.778,9.836,1.465,171.697,2.933,1.546,172.529,3.983,26.57,32.363,245.225,-0.119,31.992,244.467,-0.253
0609-4-01-462,Salto C,36.027,-1.178,158.145,18.794,-1.265,157.881,18.689,5.915,-2.177,175.966,-6.6,-1.761,176.028,-6.167,6.91,4.46,239.905,9.651,4.445,239.364,9.635,5.717,11.825,190.643,17.525,11.971,190.948,17.254,22.324,20.369,212.465,-14.221,19.535,210.818,-14.558
20191007-1534-FRANKFURT_2-01-132,Fliffis B,54.603,-25.006,-610.247,61.742,-24.692,-607.646,61.518,40.511,-33.831,-720.631,96.654,-34.099,-719.106,97.253,21.06,-40.092,-209.81,284.296,-41.527,-211.678,283.588,16.778,-66.337,151.934,281.633,-64.416,152.16,279.135,28.109,27.973,368.387,-2.413,27.707,363.181,1.554
20191007-1159-FRANKFURT_1-01-324,Salto A,22.78,6.353,254.923,-28.26,6.678,250.994,-27.422,8.37,-16.349,202.569,3.038,-16.735,202.927,3.138,6.966,-7.001,202.664,1.56,-6.647,202.48,1.898,7.392,0.235,150.78,-0.968,0.386,152.267,-1.142,24.199,-23.094,217.779,-32.076,-22.617,214.298,-33.069
0609-4-01-207,Schraubensalto C,20.851,85.072,179.017,134.754,85.261,178.54,135.103,9.368,212.557,-63.967,370.899,209.624,-63.59,370.242,13.136,-95.123,0.737,388.698,-92.852,0.764,387.572,6.963,-45.432,152.615,143.44,-45.495,152.372,144.221,24.354,18.018,178.206,23.975,17.51,177.291,24.34
20190930-1247-FRANKFURT_2-01-195,Barani C,33.945,-53.916,-219.567,48.544,-52.794,-218.875,48.505,11.071,-85.574,-196.528,101.12,-84.785,-196.072,100.811,7.589,-111.681,-31.513,145.382,-112.187,-30.851,145.389,5.562,-77.471,90.738,141.997,-77.679,89.688,141.942,21.517,-17.7,187.199,43.725,-19.172,187.435,44.2
20191007-1159-FRANKFURT_1-01-11,Salto C,38.498,-12.364,168.501,20.921,-13.279,161.794,21.534,11.783,14.448,-4.263,12.405,14.224,4.115,11.589,24.769,-45.298,559.662,-11.816,-44.411,553.314,-10.233,5.532,-4.152,99.199,35.534,-4.935,103.803,33.853,14.267,5.712,235.1,6.88,6.891,232.398,6.974
0110-MORITZ-01-18,Fliffis aus C,50.758,33.685,-367.878,-5.447,33.3,-364.989,-5.471,44.126,-28.612,-735.695,11.027,-27.022,-729.508,10.818,20.347,-10.133,-87.928,-290.011,-8.334,-91.643,-287.063,14.459,112.003,192.121,-187.557,109.255,190.955,-188.688,27.884,-14.547,265.785,-8.848,-14.861,265.742,-11.279
20191003-1152-FRANKFURT_1-01-64,Salto B,31.547,-6.643,61.44,10.791,-6.149,60.05,8.635,10.708,-6.423,88.02,9.603,-6.879,91.697,10.461,27.186,-13.013,570.332,4.049,-13.105,563.518,5.241,5.527,-12.245,104.469,-29.463,-12.42,109.373,-29.367,17.723,-49.32,220.329,-2.662,-48.981,216.502,-3.396
20191001-1202-FRANKFURT_2-01-142,Salto A,31.581,1.335,-235.353,6.088,0.768,-239.072,-2.189,9.623,-10.224,-189.477,-30.311,-9.637,-190.498,-29.052,8.418,5.76,-232.763,4.794,5.252,-232.705,4.928,9.25,-21.672,-193.757,-10.887,-21.449,-194.814,-10.627,24.591,-29.027,-259.553,-43.679,-28.743,-258.467,-34.171
20190930-1616-FRANKFURT_1-01-202,Barani A,33.276,-56.21,-108.646,73.723,-55.298,-108.408,71.944,7.299,-103.481,-144.591,55.947,-103.856,-144.875,56.256,9.425,-200.602,-80.41,150.139,-199.747,-79.208,149.766,8.754,-105.396,124.635,157.529,-105.797,123.638,156.543,20.301,-28.651,163.825,35.763,-29.211,161.81,35.704
0115-JANEIKE-01-130,Salto B,26.601,9.575,45.153,-42.462,9.76,46.92,-44.216,15.784,22.065,365.773,1.309,22.913,362.309,1.669,4.706,31.257,211.125,-23.476,31.047,212.37,-23.473,3.76,18.887,127.76,-18.591,18.392,127.725,-18.635,27.234,4.029,122.29,0.914,2.289,119.4,1.006
20191008-1157-FRANKFURT_1-01-201,Salto A,28.113,-5.116,254.725,-28.376,-5.85,254.89,-28.051,7.753,-16.178,196.109,4.582,-16.085,196.112,3.676,6.22,-0.991,177.465,-9.596,-1.048,177.884,-8.857,7.078,-0.411,151.548,-3.108,-0.968,152.175,-3.585,32.286,-30.801,226.49,-25.374,-29.095,222.777,-24.375
0827-BK2-01-98,Salto A,33.495,15.224,118.913,2.994,14.77,118.9,3.48,6.626,1.413,200.42,-26.38,1.502,199.772,-26.563,5.676,-4.168,210.958,1.904,-4.185,210.709,1.916,5.187,3.52,160.24,-15.533,3.505,160.408,-15.387,18.818,-7.188,156.555,-5.488,-6.908,154.441,-5.197
20190930-1247-FRANKFURT_2-01-86,Barani C,42.837,-46.389,-183.049,37.714,-45.387,-179.947,37.074,15.627,-84.467,-373.629,103.065,-84.612,-371.332,103.051,9.185,-57.204,-1.162,164.452,-57.654,-4.761,166.257,5.831,-97.232,59.399,172.294,-96.38,60.943,169.693,19.929,-13.061,163.366,70.497,-13.09,162.015,70.998
20191007-1524-FRANKFURT_1-01-111,Fliffis- Rudi C,49.307,-51.124,-475.771,55.164,-47.211,-480.494,43.042,54.974,-10.031,-677.92,114.52,-13.695,-676.33,118.353,38.713,-4.969,-178.539,656.011,-0.525,-187.972,654.742,39.556,376.889,-1.171,896.924,374.532,5.678,891.04,32.03,148.92,376.588,64.407,146.151,373.618,67.768
20190930-1153-FRANKFURT_1-01-91,Salto A,28.373,13.199,188.982,0.635,13.481,189.191,1.185,6.352,35.329,203.916,1.079,35.103,203.092,0.798,5.982,26.273,193.351,-14.101,26.056,193.091,-14.033,6.53,7.522,147.342,7.875,8.014,147.68,8.115,29.015,9.888,181.159,-44.466,10.698,179.417,-43.542
20191007-1159-FRANKFURT_1-01-187,Strecksprung,24.153,0.498,88.506,0.023,0.086,86.26,0.048,1.04,3.739,-2.367,7.11,4.083,-0.801,8.359,1.068,-12.809,-41.501,28.22,-12.459,-41.734,26.876,1.239,-15.378,-58.074,2.815,-15.518,-58.195,2.968,24.0,1.832,28.658,-27.79,1.97,28.737,-26.827
0115-CHARI-05-24,Strecksprung,27.895,-3.823,83.727,-31.153,-3.475,83.209,-30.861,1.406,-11.32,-28.412,-29.27,-11.267,-28.731,-29.009,0.823,3.708,-72.31,0.76,3.547,-72.044,0.704,0.65,4.725,-65.74,-13.496,4.579,-65.396,-13.632,22.047,6.195,42.96,-3.339,6.289,42.248,-3.368
20191008-1207-FRANKFURT_2-01-43,Strecksprung,30.261,11.991,93.115,24.216,10.961,92.711,23.139,1.271,3.391,-23.344,-7.748,4.377,-22.317,-7.343,0.961,-5.39,-51.184,8.873,-5.34,-50.922,8.705,0.975,-12.228,-34.3,4.538,-12.156,-34.422,4.785,20.841,-4.763,29.873,-20.144,-3.87,28.896,-18.627
0827-BK2-01-38,Strecksprung,29.394,-2.198,8.001,-10.523,-1.738,8.366,-10.225,0.782,0.332,-24.003,-20.02,0.312,-23.975,-19.848,0.694,-9.748,-59.531,-10.346,-9.642,-59.637,-10.584,0.874,-10.009,-48.668,-16.349,-10.026,-48.716,-16.331,19.888,-3.004,60.644,-17.594,-2.815,59.932,-16.875
0115-MORITZ-03-113,Salto C,32.693,7.249,35.373,-12.872,6.904,40.548,-11.554,15.08,-0.877,422.046,8.46,-0.514,415.756,7.938,3.544,14.595,164.54,14.158,14.56,165.588,14.162,2.857,21.086,127.845,12.249,20.964,127.219,12.299,20.353,19.731,74.764,0.841,19.725,72.355,1.473
20191007-1534-FRANKFURT_2-01-135,Salto A,29.865,-15.985,263.025,-4.971,-15.812,265.826,-8.583,8.078,-1.16,210.085,-17.651,-1.502,211.219,-17.616,8.725,-13.025,216.401,-23.37,-12.869,216.279,-23.14,7.844,-18.025,180.622,-8.103,-17.841,180.747,-8.262,23.956,6.087,198.646,-6.203,5.083,195.413,-6.01
20191007-1159-FRANKFURT_1-01-227,Barani B,37.755,13.999,-396.03,20.938,13.028,-393.668,20.8,8.187,-4.662,-192.762,121.631,-3.08,-193.988,125.231,9.91,56.165,62.306,370.52,55.028,63.199,365.356,7.713,-9.862,200.96,57.423,-9.116,200.167,59.364,30.13,-13.036,209.444,-11.084,-12.685,207.818,-12.67
0609-1-01-372,Doppelsalto B,29.759,19.406,154.582,-17.262,19.539,155.184,-19.905,27.588,-23.233,450.104,-12.659,-23.507,448.171,-10.052,44.253,26.661,774.785,-2.558,27.902,776.15,-4.054,14.364,61.616,357.255,-5.713,60.775,356.047,-5.062,23.629,32.589,186.756,-3.83,31.023,187.001,-2.91
20190930-1616-FRANKFURT_1-01-354,Strecksprung,28.804,-13.368,76.773,10.184,-12.966,76.866,10.939,0.909,-6.509,-34.864,-2.461,-6.482,-34.418,-2.422,0.824,5.962,-36.209,-2.865,5.924,-36.264,-3.038,0.828,4.974,-39.292,0.638,4.991,-39.356,0.841,20.666,6.419,34.556,5.066,5.689,34.499,4.399
20191007-1524-FRANKFURT_1-01-180,Salto B,35.701,-6.564,112.093,-31.5,-2.831,124.169,-41.066,8.281,0.708,58.402,20.952,1.564,63.939,18.639,23.137,50.833,536.813,-11.582,50.069,531.382,-10.09,5.165,11.178,124.142,0.188,11.471,127.668,-0.816,28.973,40.011,204.29,9.405,37.592,199.861,10.801
20191008-1157-FRANKFURT_1-01-239,Salto A,32.03,-7.065,245.606,-27.832,-6.318,245.494,-26.312,8.752,-22.275,186.951,1.392,-21.805,186.603,0.136,6.816,-1.242,210.942,2.589,-1.571,210.727,2.132,7.258,-4.15,149.231,-13.831,-4.391,150.269,-13.607,23.504,-16.199,218.194,-22.431,-16.455,215.231,-23.392
20191001-1202-FRANKFURT_2-01-81,3/4 Salto vw A,31.582,26.049,65.502,32.947,25.782,60.695,28.191,2.536,21.926,46.95,7.262,22.152,47.789,7.434,1.737,27.084,169.565,-12.574,27.222,169.857,-12.517,8.174,35.599,343.769,-0.814,35.049,342.129,-1.008,25.64,12.979,190.491,0.908,13.905,192.441,1.068
20191007-1159-FRANKFURT_1-01-399,Salto C,26.476,7.471,44.305,12.37,7.535,49.773,10.664,12.204,30.368,488.248,-11.825,29.541,477.326,-11.289,6.962,18.592,217.328,-14.74,19.174,219.656,-14.712,4.253,-6.673,95.677,-10.127,-6.747,96.832,-9.895,29.064,-9.583,185.245,-18.374,-8.69,183.495,-19.19
0609-1-01-129,Von Bauch in Stand,28.213,6.807,-34.238,-4.987,6.288,-31.737,-6.257,0.82,-3.419,29.349,8.038,-3.036,27.729,8.099,0.48,1.067,3.105,3.056,1.163,3.277,2.929,0.912,-2.096,10.066,0.625,-1.897,10.188,0.432,20.083,-4.613,97.748,2.219,-5.361,98.125,3.079
0115-JANEIKE-01-78,Strecksprung,27.886,-10.331,81.061,-4.659,-10.022,81.735,-4.444,0.547,-1.616,-22.027,15.797,-1.589,-22.228,15.452,0.398,-1.364,-34.734,-2.729,-1.658,-34.64,-2.722,0.57,-2.169,-41.577,-11.997,-1.785,-41.641,-11.88,24.505,6.309,23.614,-1.009,6.485,22.621,-0.909
20191008-1207-FRANKFURT_2-01-26,Salto B,39.714,15.083,86.305,-14.778,16.11,85.827,-18.65,13.098,-4.598,153.621,-6.595,-3.957,158.354,-5.905,18.506,45.35,432.013,-33.862,45.732,430.425,-32.95,4.554,7.18,127.975,-23.802,6.759,128.432,-24.291,21.065,16.378,174.588,24.246,14.232,178.434,19.266
0115-JANEIKE-01-21,Fliffis B,47.731,-99.896,-458.183,33.289,-98.916,-455.518,32.347,41.768,-179.37,-685.658,2.431,-178.57,-679.291,2.665,18.311,37.377,-112.183,-242.61,37.976,-118.134,-242.256,16.31,207.171,65.432,-276.35,205.152,64.835,-275.494,26.496,40.164,276.809,-69.314,39.737,277.088,-69.475
0609-1-01-766,Von Bauch in Stand,39.129,7.524,-37.829,-1.743,7.871,-36.042,-1.527,1.558,18.29,34.297,10.677,17.593,33.63,10.566,0.667,0.568,22.832,2.578,0.527,22.892,2.407,1.176,-8.299,22.344,6.33,-8.375,22.19,6.553,26.901,-4.613,80.485,3.382,-4.528,82.065,2.468
0115-MORITZ-03-82,Salto C,32.994,5.343,22.783,6.348,4.48,28.176,6.114,16.226,-19.752,428.571,20.274,-18.921,422.253,20.299,3.469,10.479,157.864,9.867,10.16,158.912,9.829,2.708,8.65,109.586,-0.281,8.535,109.458,-0.3,22.4,3.778,98.744,0.962,3.453,95.717,0.403
20191008-1157-FRANKFURT_1-01-260,Barani C,36.178,21.003,-319.127,56.276,19.513,-322.158,54.506,10.567,-30.434,-144.089,188.876,-31.506,-144.396,189.966,7.054,-78.275,49.547,271.491,-76.684,49.661,269.719,6.149,-29.744,156.289,57.401,-29.946,156.56,59.09,28.827,-22.479,264.664,-0.496,-22.341,264.512,-2.107
0110-MORITZ-01-32,Doppelsalto B,31.009,-10.054,93.889,11.104,-9.053,97.407,10.508,24.301,-35.406,448.372,4.667,-35.9,445.839,5.712,43.138,-58.524,729.313,35.841,-58.525,724.563,35.002,14.312,-10.074,305.83,8.272,-9.997,309.942,9.074,25.878,-7.822,214.86,17.196,-8.091,210.767,15.653
0609-4-01-314,Fliffis C,54.502,-9.284,-323.824,4.176,-8.574,-318.948,3.61,47.545,-47.816,-545.707,85.855,-47.459,-545.411,85.764,17.502,-168.653,-116.833,266.427,-168.55,-115.324,266.038,15.166,-125.376,199.507,208.294,-125.4,198.142,208.16,18.788,-2.421,259.934,48.384,-3.948,253.333,49.155
20191008-1157-FRANKFURT_1-01-259,Grätschwinkel,25.472,-4.59,38.65,6.51,-3.241,34.102,7.925,5.077,4.096,-199.628,-10.59,4.288,-196.624,-10.018,7.807,4.815,17.992,-8.296,3.969,16.426,-6.856,4.222,-10.559,97.431,12.302,-10.004,97.257,10.891,26.687,5.88,10.291,-3.136,6.585,12.84,-1.724
20191007-1159-FRANKFURT_1-01-326,Grätschwinkel,22.849,-3.82,60.249,17.16,-3.281,57.729,15.061,4.342,20.869,-178.767,15.882,20.383,-177.451,17.129,7.839,-13.879,-80.791,2.898,-13.819,-80.363,3.559,4.965,-9.079,135.521,-4.485,-8.671,134.528,-5.068,26.328,-4.547,61.467,31.433,-5.198,64.418,29.172
20191007-1150-FRANKFURT_2-01-117,Barani A,35.836,-32.272,-227.079,46.608,-31.417,-225.441,47.2,9.924,-129.815,-103.689,155.506,-129.798,-104.201,157.999,12.477,-168.091,75.126,247.514,-166.916,74.618,244.298,9.547,-34.415,154.444,59.199,-35.039,155.112,60.349,22.821,32.59,284.173,40.133,32.0,283.233,39.78
0609-4-01-158,Schraubensalto C,30.274,70.44,187.328,129.982,70.547,185.69,129.287,8.347,206.074,-34.714,349.665,203.675,-34.338,349.611,13.311,-63.735,-27.692,410.761,-62.027,-27.599,408.899,7.062,-39.898,148.696,164.156,-39.485,148.514,164.943,27.2,40.045,187.488,20.655,39.134,186.674,20.73
20191008-1207-FRANKFURT_2-01-216,Salto A,25.6,6.413,156.138,-16.908,8.997,157.251,-13.116,10.139,27.747,194.445,-5.144,26.521,192.87,-6.152,7.329,19.59,252.324,-31.679,20.101,252.14,-30.746,7.136,12.603,177.993,-7.586,12.784,178.624,-7.82,26.278,24.829,284.29,-12.192,24.645,282.792,-12.601
0115-CHARI-05-51,Fliffis- Rudi B,42.69,37.327,-485.64,0.844,35.594,-482.8,-0.307,37.8,39.909,-610.853,127.136,43.594,-607.947,130.701,25.427,471.565,-18.063,638.563,463.091,-23.924,635.962,25.005,73.853,-79.665,560.535,78.983,-74.94,557.627,29.047,-9.619,379.071,-3.13,-10.555,376.293,0.125
20191007-1524-FRANKFURT_1-01-182,Doppelsalto C,41.623,13.33,193.567,-20.66,18.672,205.816,-34.436,32.951,37.139,506.0,-59.274,36.433,504.596,-58.732,42.865,16.856,665.944,16.505,16.384,664.717,15.922,22.888,57.329,417.024,-31.94,57.14,419.831,-31.844,28.105,19.49,281.073,-36.958,19.824,277.774,-36.11
20191008-1157-FRANKFURT_1-01-178,Salto B,21.609,2.234,97.999,14.73,1.782,91.928,13.202,10.638,25.28,137.118,6.506,26.433,142.696,7.209,19.322,86.85,491.755,-54.739,85.905,486.211,-54.74,4.835,-10.026,99.8,-30.295,-9.824,103.29,-30.307,25.139,-13.089,195.332,-24.999,-12.237,193.126,-24.778
0609-1-01-57,Salto C,29.481,6.18,38.842,-15.509,6.766,40.109,-16.238,20.142,-11.61,492.715,-25.468,-11.265,488.817,-23.705,4.828,24.374,229.487,-13.588,24.056,232.188,-14.233,2.789,7.576,104.861,-5.099,7.202,104.537,-4.984,26.168,-4.979,54.06,0.328,-6.027,52.603,0.656
20191001-1202-FRANKFURT_2-01-108,Barani A,37.335,14.6,148.935,42.266,13.585,146.738,45.187,9.322,80.864,130.644,118.965,82.441,132.883,120.647,10.627,152.581,37.957,275.746,149.759,36.399,273.368,10.282,27.649,-192.055,134.812,29.371,-190.859,134.99,24.311,-8.874,-267.746,31.805,-10.064,-269.575,33.012
0110-JANEIKE-01-117,Schraubensalto,32.498,-39.821,212.282,-171.214,-39.262,211.012,-170.183,5.392,-139.34,-1.902,-298.809,-139.621,-2.331,-300.251,14.591,25.084,-195.103,-438.132,24.215,-192.254,-437.024,8.906,76.502,63.047,-273.854,76.625,62.105,-273.747,21.532,-6.934,212.471,-60.423,-6.124,209.667,-61.2
20191007-1159-FRANKFURT_1-01-10,Salto C,39.665,1.995,167.993,18.886,0.886,164.11,17.598,11.644,-9.671,70.342,-0.258,-9.046,74.899,-0.339,21.666,-24.871,504.823,-31.682,-24.466,499.38,-31.341,5.035,-7.422,68.061,8.908,-8.223,73.402,8.965,13.766,-10.991,226.646,-1.397,-9.764,226.549,-1.636
0609-1-01-754,Strecksprung,35.658,0.642,27.49,0.112,0.352,31.519,-0.477,0.634,-3.167,8.865,-27.029,-3.017,7.9,-26.784,0.903,1.34,11.248,5.26,1.383,11.27,5.021,0.933,-1.177,1.991,-4.719,-1.13,2.06,-4.774,15.804,-1.232,-2.8,28.419,-1.519,-2.904,27.548
0110-MORITZ-01-14,Voll- ein- Rudi- aus B,53.706,38.427,-317.197,-90.846,36.477,-308.852,-94.35,35.785,-576.795,-72.553,-591.214,-570.212,-77.66,-583.693,40.647,-472.204,-219.58,-543.78,-477.328,-221.013,-543.762,31.548,-373.058,-63.545,-667.246,-370.879,-58.548,-667.088,33.073,-27.006,364.25,-32.106,-27.773,361.665,-36.134
0609-4-01-332,Strecksprung,30.149,0.098,53.056,8.839,-0.008,52.888,8.066,1.133,-0.197,-20.492,2.478,0.025,-20.577,2.214,0.938,-4.261,-39.183,-0.601,-4.12,-38.942,-0.289,1.141,7.321,-22.962,5.647,7.165,-23.331,5.941,22.121,-0.767,46.463,3.602,-0.741,46.182,3.117
20191008-1157-FRANKFURT_1-01-261,Salto C,26.796,-7.482,91.537,6.068,-8.937,92.448,9.528,12.534,-0.684,451.662,0.518,-0.715,447.347,-2.534,9.672,-11.3,273.258,-7.351,-9.984,275.26,-6.87,4.219,-8.553,51.403,0.995,-8.344,53.373,1.506,30.843,-1.756,173.121,-8.389,-1.894,171.355,-6.382
20191008-1207-FRANKFURT_2-01-340,Fliffis C,42.48,-73.058,-495.559,120.499,-67.803,-489.815,111.17,50.375,-67.66,-615.37,143.501,-70.06,-615.845,147.954,42.595,-201.061,-396.188,295.659,-198.284,-395.422,295.766,18.247,-82.494,123.77,325.348,-82.848,122.233,322.37,25.394,84.747,342.429,-5.384,81.766,341.696,-0.774
0827-BK2-02-137,Salto A,24.68,23.083,196.222,-45.547,22.575,194.761,-44.434,6.509,-0.809,168.419,-24.576,-0.227,170.271,-24.59,5.766,11.308,227.205,-15.353,11.132,225.883,-15.543,6.043,15.39,163.536,-33.601,14.975,163.778,-33.635,29.952,-2.714,165.252,-18.432,-2.203,165.207,-18.399
0609-1-01-856,Doppelsalto C,30.568,15.616,156.859,-24.755,16.331,158.516,-25.187,40.37,2.661,554.942,-26.44,2.0,553.066,-26.135,52.443,32.462,813.341,3.8,32.396,810.722,4.003,15.136,50.392,345.248,-24.857,50.029,346.473,-24.825,21.465,-14.652,188.755,-18.235,-13.728,187.968,-16.504
0609-4-01-502,Salto C,31.689,-0.905,121.785,-1.214,-0.573,122.916,-1.125,12.881,9.376,366.644,13.184,8.942,363.58,13.186,5.192,10.138,188.659,0.438,10.121,189.392,0.942,3.34,-1.036,111.389,0.726,-1.469,111.365,0.508,12.17,1.173,151.725,-1.545,1.184,145.007,-1.59
20191008-1207-FRANKFURT_2-01-76,Salto A,37.599,33.684,176.277,-49.228,28.318,178.723,-47.306,10.253,11.527,125.149,-28.178,12.23,127.645,-28.305,7.731,20.238,283.308,-42.67,20.057,283.052,-42.685,7.548,20.79,194.192,-18.904,20.313,195.489,-19.429,23.63,38.1,235.455,-33.243,36.441,234.137,-28.521
0115-CHARI-05-158,Voll- ein 1 3/4 Salto vw C,30.767,-9.64,-171.873,56.156,-11.749,-172.24,56.009,18.567,-163.624,-153.084,353.765,-159.387,-149.291,352.449,25.822,442.272,-186.253,236.545,438.178,-188.661,236.839,28.516,165.963,-462.068,-18.231,166.893,-461.324,-18.436,31.934,4.703,-143.559,-3.594,5.47,-143.659,-2.043
20190930-1616-FRANKFURT_1-01-150,Fliffis C,46.34,-27.791,-374.657,33.612,-26.651,-372.942,28.891,57.055,16.844,-692.085,-11.344,15.607,-692.475,-10.051,35.137,-61.722,-362.165,147.063,-67.854,-352.868,143.578,14.084,-146.266,85.737,282.059,-138.91,76.838,283.503,25.887,-21.443,220.016,19.161,-22.872,217.592,23.687
