SprungID,Sprungtyp,0_Acc_N_Fil,0_Gyro_x_R,0_Gyro_y_R,0_Gyro_z_R,0_Gyro_x_Fil,0_Gyro_y_Fil,0_Gyro_z_Fil,20_Acc_N_Fil,20_Gyro_x_R,20_Gyro_y_R,20_Gyro_z_R,20_Gyro_x_Fil,20_Gyro_y_Fil,20_Gyro_z_Fil,40_Acc_N_Fil,40_Gyro_x_R,40_Gyro_y_R,40_Gyro_z_R,40_Gyro_x_Fil,40_Gyro_y_Fil,40_Gyro_z_Fil,60_Acc_N_Fil,60_Gyro_x_R,60_Gyro_y_R,60_Gyro_z_R,60_Gyro_x_Fil,60_Gyro_y_Fil,60_Gyro_z_Fil,80_Acc_N_Fil,80_Gyro_x_R,80_Gyro_y_R,80_Gyro_z_R,80_Gyro_x_Fil,80_Gyro_y_Fil,80_Gyro_z_Fil
20190930-1247-FRANKFURT_2-01-61,Strecksprung,30.679,-0.995,88.709,39.623,-0.821,88.893,38.747,1.041,-4.257,-2.689,-7.015,-4.162,-2.354,-6.615,1.065,-0.181,-31.75,-25.218,-0.126,-31.947,-25.211,1.099,2.507,-52.768,2.935,2.497,-52.804,2.796,18.425,3.547,10.094,0.255,3.028,10.265,-0.409
0110-MORITZ-01-135,Strecksprung,28.532,10.278,32.69,4.897,9.585,33.735,5.446,1.006,4.778,-0.2,25.137,4.724,-0.485,24.901,0.728,-4.583,-40.865,-1.8,-4.636,-40.718,-1.799,0.754,-1.466,-23.853,1.436,-1.429,-24.262,1.438,21.992,-16.498,27.699,-4.073,-16.091,27.276,-3.824
20190930-1247-FRANKFURT_2-01-196,Schraubensalto,30.447,23.847,194.631,106.523,26.555,194.417,106.543,4.328,199.757,36.597,226.011,198.439,36.066,226.342,10.226,73.741,-121.9,385.556,73.816,-119.276,384.766,9.016,-10.513,167.995,240.214,-10.651,166.225,240.028,22.701,-12.412,276.025,35.949,-12.701,274.415,34.653
20191007-1159-FRANKFURT_1-01-371,Salto C,30.487,-2.178,58.838,17.943,-4.069,57.022,16.736,10.913,-18.455,449.2,0.884,-17.323,446.682,0.744,9.514,7.228,251.743,2.425,7.152,252.314,2.064,4.437,-5.695,82.171,-16.792,-5.485,83.072,-16.466,27.253,-35.246,179.737,-16.756,-34.651,178.527,-16.541
20191001-1202-FRANKFURT_2-01-183,Salto A,32.792,4.991,-217.121,19.587,3.374,-211.436,13.828,8.834,-6.308,-223.822,-18.898,-5.879,-224.35,-18.051,7.354,-3.725,-172.695,11.095,-3.609,-173.294,10.75,10.153,-14.386,-209.761,-15.274,-14.519,-209.585,-14.606,24.436,-20.536,-281.405,-38.017,-21.322,-276.124,-25.481
0827-BK1-01-62,Salto B,34.854,11.192,25.659,20.458,9.943,28.32,18.502,17.282,-21.158,373.333,5.581,-21.478,368.636,6.588,7.843,4.8,220.553,-3.709,5.281,222.883,-3.043,4.095,-1.281,155.676,-2.864,-1.281,155.267,-2.885,20.086,-0.339,124.943,9.12,-0.041,123.683,9.291
0115-MORITZ-03-25,Salto C,27.711,11.156,44.928,9.577,10.484,46.441,8.99,8.148,-8.575,255.69,-8.157,-8.858,254.103,-7.657,6.005,-18.65,220.084,-7.432,-18.574,220.454,-7.59,4.826,-21.287,199.344,10.337,-21.032,198.897,10.45,23.841,-8.321,106.142,-1.495,-7.441,106.293,-1.6
20191007-1150-FRANKFURT_2-01-141,Salto A,30.746,17.075,209.467,-11.73,17.012,204.642,-12.453,7.628,1.486,203.167,-6.753,0.863,204.26,-6.658,8.282,19.925,230.9,-1.583,19.535,230.712,-1.71,8.649,-3.07,174.238,-6.308,-2.918,175.077,-6.075,25.237,22.568,207.625,-0.082,21.765,204.454,0.172
20191008-1157-FRANKFURT_1-01-89,Salto A,23.29,-2.329,235.347,-2.467,-4.407,232.098,-2.361,7.631,-10.75,179.41,-0.246,-10.397,179.487,-0.162,5.848,3.599,134.424,-0.879,3.549,135.293,-1.26,8.016,-10.603,207.006,-27.162,-10.887,206.769,-26.823,31.722,-27.988,266.126,-6.85,-28.122,267.088,-6.307
20190930-1153-FRANKFURT_1-01-144,Schraubensalto,27.305,42.71,180.69,107.505,43.893,180.011,108.043,3.767,151.575,54.669,232.945,150.471,53.482,233.255,10.562,-0.802,-176.174,350.868,-0.518,-173.083,350.257,9.599,-113.593,48.483,309.892,-112.67,46.793,309.275,19.292,50.773,176.323,85.829,49.914,173.198,88.12
20191007-1150-FRANKFURT_2-01-57,Cody C,44.131,-12.8,-30.783,50.636,-12.906,-25.947,48.651,23.749,34.063,468.933,4.341,32.898,464.285,4.928,19.347,9.08,386.134,-13.004,10.273,384.67,-12.129,7.857,19.593,141.185,0.466,18.86,145.669,0.334,18.465,12.2,240.539,-10.861,12.817,235.854,-11.323
20190930-1616-FRANKFURT_1-01-344,Barani A,30.487,-39.791,-115.099,58.767,-39.048,-114.636,58.921,6.911,-118.096,-139.703,99.31,-118.48,-138.902,99.975,8.287,-157.948,8.193,181.632,-157.438,7.919,180.89,7.301,-62.318,164.174,86.258,-62.7,163.504,86.395,23.116,-33.88,209.317,4.715,-34.454,210.562,5.611
0827-BK2-01-122,Salto A,32.134,17.543,118.702,-15.95,17.094,118.713,-15.378,6.445,6.75,194.13,-20.21,6.561,193.708,-19.515,5.922,-1.132,218.551,-15.007,-0.632,218.461,-15.13,5.41,2.699,154.566,-19.77,2.576,154.634,-19.784,19.611,-13.053,164.935,-6.3,-12.159,163.382,-6.997
0827-BK2-01-108,Salto A,32.722,4.864,123.155,2.485,5.261,123.077,1.988,6.986,10.928,206.393,-20.247,11.126,205.201,-20.129,5.476,1.785,205.826,-10.087,1.678,205.85,-10.422,5.421,-1.416,154.958,-10.197,-1.254,155.038,-10.151,19.276,8.707,164.223,-11.244,9.147,162.324,-11.662
20191001-1202-FRANKFURT_2-01-54,Strecksprung,34.658,-4.908,-83.737,0.653,-5.037,-86.082,0.828,2.784,-2.641,22.51,22.522,-1.75,23.098,21.617,1.312,-5.568,39.728,17.198,-5.788,39.125,17.124,0.749,12.279,33.233,-3.624,11.964,32.838,-3.199,14.819,10.718,3.727,-15.146,11.484,6.031,-13.124
20191007-1150-FRANKFURT_2-01-46,Barani A,33.153,-9.831,-187.275,41.917,-9.217,-183.746,42.266,7.726,-102.551,-105.792,126.205,-102.987,-106.333,124.935,13.532,-215.416,-10.24,225.616,-213.36,-11.011,225.154,11.134,-64.037,131.965,127.666,-65.329,133.602,128.702,18.846,22.212,291.997,34.975,20.969,285.633,35.037
20191008-1157-FRANKFURT_1-01-387,Barani A,35.023,-14.451,-180.616,71.958,-15.196,-178.319,72.413,8.495,-127.975,-111.59,157.704,-126.881,-111.104,159.114,9.664,-86.328,93.806,282.615,-86.193,92.787,280.057,7.208,11.667,175.306,22.818,11.804,176.379,24.234,28.662,25.617,288.692,-21.724,24.934,289.939,-22.24
20191007-1534-FRANKFURT_2-01-52,Barani A,32.857,-41.818,-203.827,86.665,-40.975,-202.617,86.638,9.203,-100.535,-81.676,208.338,-100.979,-81.746,207.604,9.198,-140.192,83.897,247.18,-138.623,83.593,246.664,10.375,12.091,228.184,63.233,11.015,228.117,63.801,34.127,17.345,240.886,-13.619,16.114,239.949,-12.145
20191007-1534-FRANKFURT_2-01-91,Salto B,34.103,-13.276,24.568,21.361,-13.586,29.543,19.915,16.522,41.26,330.93,-15.062,41.637,328.084,-14.796,13.532,8.036,372.976,-45.609,7.84,374.123,-45.34,4.934,-3.644,133.913,-9.482,-3.926,134.652,-9.559,25.924,-7.763,167.455,-17.716,-8.86,164.494,-17.613
20191001-1202-FRANKFURT_2-01-104,Strecksprung,31.508,-8.414,-72.419,-0.094,-8.195,-73.067,1.694,1.666,5.567,13.617,23.736,5.477,13.043,22.192,1.245,-5.797,25.377,5.807,-5.339,25.292,5.84,0.846,0.471,53.493,-1.038,0.738,53.444,-0.792,13.559,16.811,6.109,-13.212,17.96,2.257,-12.596
0609-1-01-323,Salto C,32.305,12.852,54.702,-9.401,13.314,57.048,-10.513,18.914,-8.973,436.626,-17.027,-8.673,433.674,-16.617,6.682,28.418,266.987,2.898,28.491,267.674,2.632,3.094,22.443,106.453,-9.21,21.409,106.521,-9.219,26.144,-1.845,119.247,-4.301,-1.335,120.696,-4.063
20190930-1616-FRANKFURT_1-01-31,Salto A,38.441,8.605,212.314,21.715,8.97,215.083,18.346,6.597,2.657,145.234,-1.408,3.546,146.443,-1.351,6.643,10.895,206.795,-2.236,10.556,206.443,-2.01,7.007,3.614,171.781,9.763,3.772,172.36,10.136,23.1,18.741,193.622,-12.88,18.988,192.861,-11.214
0609-4-01-325,Strecksprung,42.259,10.767,9.557,8.736,10.546,13.951,9.253,0.957,-6.658,-8.216,12.787,-6.547,-8.221,12.943,1.467,-0.753,-31.481,3.556,-0.745,-31.378,2.738,1.599,9.412,-5.857,-5.895,9.421,-5.821,-5.545,22.269,2.233,3.86,15.719,1.741,3.806,15.478
20191008-1207-FRANKFURT_2-01-17,Strecksprung,27.093,-5.297,73.377,14.535,-4.072,74.355,10.133,1.709,0.499,-51.284,8.546,-0.09,-51.994,10.39,1.268,13.421,-58.205,4.721,12.838,-57.973,5.0,0.941,-3.135,-30.59,11.394,-3.363,-30.921,11.147,20.872,2.085,72.96,4.784,1.964,71.77,6.834
0609-4-01-518,Barani C,30.283,22.732,-239.01,34.412,22.036,-236.401,34.708,10.372,-19.393,-158.867,167.483,-20.416,-160.134,167.667,7.867,-103.462,17.993,251.633,-101.722,18.772,250.276,5.453,-29.777,120.198,126.397,-29.985,120.112,126.632,26.33,18.755,157.53,21.372,18.505,157.074,21.329
20191007-1159-FRANKFURT_1-01-91,Barani B,49.484,38.322,-358.774,-8.093,36.25,-359.355,-6.341,11.82,36.652,-211.01,169.786,36.383,-211.894,172.025,12.084,18.16,132.648,347.523,18.663,131.551,343.874,6.667,-0.368,207.961,22.316,-0.02,206.397,24.623,20.793,-16.008,137.54,-20.104,-15.779,131.245,-19.691
20191008-1157-FRANKFURT_1-01-190,Strecksprung,23.027,12.37,89.166,9.995,11.757,86.652,9.436,0.815,-16.945,-55.908,-0.433,-15.868,-54.695,0.668,1.501,-7.252,-52.826,23.673,-7.252,-53.403,22.558,0.828,-2.377,-81.934,-20.787,-2.871,-80.673,-19.981,26.192,-13.319,107.395,-18.823,-12.599,105.839,-19.131
0609-4-01-594,Barani C,35.328,10.529,-217.359,54.435,10.747,-216.661,53.75,13.528,4.323,-249.158,150.179,2.832,-249.344,150.231,8.378,-52.747,-0.558,270.447,-51.467,0.232,269.373,5.838,-28.634,119.155,143.935,-28.831,119.035,144.216,26.767,5.127,173.035,36.255,5.238,171.941,36.035
20191001-1202-FRANKFURT_2-01-110,Hocksprung,35.817,13.057,-10.644,15.073,12.861,-12.86,1.095,10.079,-9.706,89.247,-11.036,-8.713,89.868,-10.485,5.63,18.215,-116.33,19.041,18.254,-117.432,19.496,1.57,-3.925,6.076,35.254,-3.629,6.291,34.222,16.457,-5.68,-1.748,-34.063,-4.671,-0.843,-32.343
0110-MORITZ-01-33,Fliffis B,48.738,58.522,-387.7,-3.069,58.414,-385.142,-1.306,40.275,-18.18,-710.72,-13.765,-17.214,-703.618,-14.711,18.293,40.403,-5.301,-256.821,40.095,-9.193,-255.532,14.593,135.566,188.616,-160.406,134.83,187.2,-160.204,29.788,-17.366,265.17,-3.075,-16.441,265.682,-4.158
20191001-1148-FRANKFURT_1-01-52,Salto rw B,23.764,6.221,88.316,-1.514,4.304,76.377,0.415,13.581,15.73,238.582,-16.681,16.3,239.484,-17.931,17.531,3.116,394.356,-22.709,2.569,394.631,-22.29,5.044,-4.493,110.066,-6.511,-4.69,113.081,-7.48,30.066,-24.491,190.899,-11.91,-25.022,194.257,-10.386
0609-1-01-591,Salto C,29.984,11.963,43.924,-14.709,12.086,46.185,-15.186,17.053,2.658,451.262,-20.46,2.877,447.772,-20.349,4.069,14.701,216.947,-14.692,14.465,217.422,-14.335,3.462,5.916,64.49,-11.39,5.818,65.355,-11.215,24.389,-0.203,180.728,4.669,0.015,181.511,4.654
0609-1-01-487,Doppelsalto B,30.875,19.843,134.692,-20.8,20.344,138.114,-20.381,23.871,-25.234,447.965,-15.46,-25.11,444.089,-15.433,41.587,-27.575,764.217,-4.441,-27.234,761.863,-4.303,10.364,8.387,280.589,2.222,7.49,282.193,1.939,20.32,11.329,204.284,-19.673,11.334,201.111,-18.103
0115-CHARI-05-88,Fliffis- Rudi B,51.24,40.977,-452.7,5.837,39.896,-450.945,3.811,37.719,17.249,-589.678,127.929,21.986,-587.539,133.975,32.132,494.098,-130.5,775.364,484.245,-129.755,770.977,25.506,-72.078,129.334,483.644,-66.732,126.845,480.52,23.975,4.209,320.786,-59.693,4.223,318.761,-55.972
0115-MORITZ-03-145,Voll- ein- voll- aus B,36.7,-234.203,212.27,-305.99,-233.759,209.455,-309.178,41.614,-503.125,99.89,-843.394,-499.167,97.456,-837.974,39.737,-198.641,-369.572,-423.935,-204.347,-363.022,-423.246,20.933,194.219,234.965,-206.064,193.92,232.892,-208.003,29.567,30.586,266.93,0.115,30.505,262.579,-1.707
0609-1-01-324,Doppelsalto B,29.54,14.492,150.441,-22.269,14.493,148.173,-25.56,23.584,-47.78,392.358,-0.078,-47.663,393.217,2.876,41.449,-7.496,764.843,32.83,-7.382,762.393,31.693,15.513,51.976,332.467,-32.877,52.193,335.07,-32.005,21.91,-4.477,224.097,-27.418,-3.698,220.882,-25.8
20191007-1159-FRANKFURT_1-01-344,Schraubensalto A,34.199,8.67,-284.544,138.053,8.186,-280.453,143.868,17.935,358.273,-9.378,675.634,357.172,-12.935,668.496,13.776,298.881,-107.756,543.505,297.975,-104.365,542.724,9.862,38.574,247.556,149.583,39.285,246.31,153.062,29.008,6.502,308.8,33.161,7.449,309.365,31.229
20190930-1616-FRANKFURT_1-01-135,Fliffis C,39.484,-11.108,-389.631,-10.973,-9.321,-387.599,-11.303,50.904,47.174,-658.549,-11.636,46.023,-659.07,-10.728,37.373,-77.583,-390.036,190.688,-74.311,-394.293,183.323,13.759,-127.12,71.909,235.646,-129.688,76.744,240.69,31.09,-35.399,196.056,38.68,-36.89,196.081,40.379
0609-4-01-188,Strecksprung,27.759,-8.293,52.712,-13.111,-8.258,51.998,-13.058,1.38,-2.813,2.976,11.149,-2.906,3.329,10.975,1.526,3.277,-33.375,-3.134,3.263,-32.323,-2.5,1.253,7.143,6.456,20.304,7.176,5.635,19.633,22.716,5.833,35.217,0.025,6.359,36.595,1.595
0609-1-01-405,Doppelsalto B,25.689,9.141,128.569,-17.214,9.613,128.62,-17.807,24.522,-34.755,441.012,-10.197,-34.393,438.591,-9.934,41.764,-13.225,764.274,-15.108,-13.402,763.226,-13.804,12.896,33.785,334.416,-33.065,33.767,334.942,-33.438,20.431,-12.429,204.977,-19.363,-12.023,201.806,-18.651
0609-1-01-776,Von Bauch in Stand,30.111,-13.669,-51.367,-5.719,-13.202,-50.681,-7.788,0.944,-4.969,-2.54,5.116,-4.8,-2.584,4.732,1.097,8.301,-1.954,-2.217,8.409,-1.812,-2.085,1.18,6.757,53.834,-7.222,6.619,53.286,-7.017,19.139,-16.51,97.195,22.106,-16.15,98.16,22.359
0115-CHARI-05-9,Salto B,34.039,-8.146,22.664,-0.091,-8.12,24.803,0.078,17.571,7.145,310.329,-10.265,7.209,307.923,-10.675,9.345,-15.182,261.158,-16.352,-14.913,261.969,-16.237,4.388,7.073,117.978,-6.956,6.521,117.73,-7.299,25.96,-13.229,168.073,-34.795,-12.721,168.707,-33.939
20190930-1153-FRANKFURT_1-01-106,Salto B,30.041,-3.978,15.58,-1.6,-4.078,16.741,-1.795,20.928,42.082,351.492,25.009,42.448,348.622,25.679,14.536,30.743,341.677,19.693,30.801,343.043,19.159,4.659,5.701,100.253,12.218,5.972,100.66,12.564,22.551,26.029,141.067,2.34,25.498,141.616,2.148
20191007-1524-FRANKFURT_1-01-233,Doppelsalto B,43.557,29.303,148.712,-66.511,32.607,158.721,-69.416,34.925,11.777,539.107,-20.19,11.722,538.745,-20.047,48.497,102.608,727.744,-9.625,100.635,726.085,-10.682,16.725,34.17,338.984,-26.344,35.893,339.973,-25.548,29.583,55.769,259.037,-42.711,54.384,256.877,-40.906
0115-MORITZ-03-41,Doppelsalto B,33.695,5.853,82.53,-14.408,6.157,86.275,-13.042,26.133,-54.241,470.117,-5.586,-53.934,467.431,-5.029,43.143,-68.665,733.665,33.747,-68.746,729.056,33.277,13.052,-16.144,256.434,-18.592,-15.895,261.425,-17.81,30.543,-18.792,215.829,25.066,-18.472,215.53,24.5
0609-4-01-548,Barani C,37.721,5.901,-225.897,37.218,5.687,-225.687,37.753,13.239,-2.363,-273.294,116.21,-2.233,-272.099,116.637,8.007,-21.383,-4.218,267.184,-21.328,-4.06,266.015,5.818,-31.132,125.712,164.793,-31.182,124.753,164.641,25.772,18.967,153.272,31.42,19.251,153.263,32.608
20191008-1207-FRANKFURT_2-01-309,Fliffis C,47.21,-42.984,-423.187,122.359,-43.117,-416.916,118.967,48.124,-59.147,-593.99,144.964,-60.516,-592.768,147.612,43.977,-218.73,-430.26,279.922,-214.244,-430.834,278.785,18.378,-39.434,119.594,317.114,-42.678,119.589,316.049,25.264,74.817,361.762,-41.633,73.212,359.893,-34.913
20191008-1207-FRANKFURT_2-01-337,Salto B,35.97,40.942,157.285,-33.333,40.576,158.964,-39.126,13.695,-43.425,76.3,-28.147,-39.858,82.252,-28.562,21.632,65.456,492.245,-54.956,64.506,489.714,-54.268,5.987,6.743,134.589,-16.057,6.974,136.082,-17.079,22.931,32.957,165.556,-33.538,31.056,158.85,-30.413
0609-1-01-476,Doppelsalto B,29.279,10.836,158.833,-24.754,11.321,156.785,-24.659,23.616,-39.24,361.568,-10.226,-38.945,363.422,-10.307,38.475,-22.045,743.184,26.311,-21.439,740.725,25.611,18.126,44.412,366.301,-27.023,43.391,368.876,-25.876,27.413,6.895,255.005,-13.021,7.293,253.397,-12.893
0609-4-01-316,Strecksprung,29.901,0.151,23.773,-8.61,0.154,24.197,-8.188,1.061,-3.874,-10.902,11.183,-3.9,-10.592,10.802,0.777,2.774,-2.474,-5.365,2.943,-2.516,-5.052,0.759,4.683,-31.543,11.894,4.421,-31.624,11.632,22.135,-7.248,14.704,-7.125,-6.789,14.149,-6.119
20191007-1524-FRANKFURT_1-01-253,Fliffis- Rudi C,53.537,-12.507,-410.608,50.023,-11.094,-402.556,40.968,53.924,-42.125,-658.956,101.031,-44.275,-658.38,100.31,39.699,21.144,-268.81,668.589,26.935,-274.162,666.361,42.463,279.676,29.879,893.353,277.186,35.48,892.272,33.928,108.121,336.467,25.754,103.753,329.491,37.66
0609-1-01-223,Von Bauch in Stand,33.53,11.212,-21.433,2.097,10.196,-18.813,3.489,2.102,2.808,38.492,23.413,3.488,37.102,22.326,3.487,-8.601,-37.306,-16.109,-8.379,-37.111,-16.658,2.384,4.372,64.935,-1.096,4.079,65.198,-0.308,18.012,8.599,63.507,2.944,7.914,66.841,2.307
0609-1-01-606,Doppelsalto B,31.047,7.105,154.059,-28.703,7.92,154.263,-28.38,26.291,-29.92,457.602,-5.153,-30.587,457.235,-4.27,44.51,20.499,762.79,31.485,20.248,761.873,31.789,11.538,53.297,301.458,-9.961,53.627,301.73,-11.275,23.434,6.705,215.247,-18.383,6.746,213.879,-16.683
0110-MORITZ-01-79,Doppelsalto B,34.063,2.494,74.349,0.849,2.227,80.188,1.706,25.774,-45.587,495.208,4.141,-44.971,492.687,4.528,44.76,-30.302,721.082,33.374,-30.233,716.151,32.986,10.75,-5.655,270.635,6.227,-5.896,272.828,6.362,15.537,5.858,193.665,15.72,5.001,188.875,15.42
0609-1-01-103,Von Bauch in Stand,32.196,16.36,-12.799,-10.855,14.048,-12.839,-11.448,0.891,7.561,20.839,9.379,7.743,21.258,10.106,0.656,-7.949,-7.131,-9.213,-7.477,-6.86,-9.117,0.931,-8.178,32.33,5.372,-7.965,31.216,5.468,23.801,-0.431,89.705,14.983,-1.165,91.613,14.663
20191007-1159-FRANKFURT_1-01-4,Strecksprung,30.647,9.779,92.42,-36.33,9.56,90.928,-35.806,1.415,7.196,-11.871,16.979,6.621,-10.893,16.407,1.984,-10.491,-99.169,30.035,-10.038,-98.931,30.69,1.293,-18.465,-68.692,23.804,-18.57,-68.096,23.653,20.617,1.168,83.418,-9.673,-0.61,81.376,-11.146
20190930-1247-FRANKFURT_2-01-243,Schraubensalto,30.21,26.829,200.286,75.987,27.729,200.529,77.499,4.453,178.254,44.595,217.943,178.047,43.369,216.811,9.392,91.952,-126.048,357.541,91.537,-123.304,356.801,9.25,-51.063,142.216,252.138,-50.823,139.984,252.127,21.224,-37.836,244.184,50.32,-38.231,243.952,49.194
0609-4-01-78,Salto C,25.253,8.51,274.068,15.04,8.381,271.981,14.7,6.105,-10.859,172.163,-10.633,-10.788,173.223,-10.139,6.814,-10.334,197.175,11.627,-10.123,196.296,11.416,7.028,4.701,205.21,15.17,4.646,205.596,14.979,24.135,3.985,197.831,-12.877,3.794,196.015,-12.868
0609-4-01-444,Strecksprung,29.077,-4.643,47.697,7.944,-4.828,47.753,8.575,1.023,0.139,-24.611,14.581,0.121,-24.388,14.152,0.969,-5.817,-21.532,-13.739,-5.808,-21.119,-13.381,0.94,4.479,-12.935,2.462,4.606,-13.602,2.326,21.845,-0.887,31.018,-5.769,-0.786,31.179,-5.546
20191008-1157-FRANKFURT_1-01-91,Barani A,31.458,-17.433,-201.624,58.729,-17.924,-200.369,58.479,9.681,-135.565,-117.501,182.664,-134.987,-116.414,183.495,9.946,-100.048,112.588,271.403,-99.932,110.753,268.271,8.826,-9.829,188.569,1.03,-9.97,189.548,2.645,30.322,6.325,286.072,-1.204,6.688,288.501,-0.109
0827-BK2-01-59,Salto B,29.107,1.106,-8.715,-3.005,1.502,-8.124,-2.559,17.085,12.575,353.656,-41.624,12.682,352.225,-41.972,10.184,15.851,272.508,-28.015,15.618,272.459,-27.699,3.442,-12.346,99.02,-22.436,-12.187,99.214,-22.618,21.57,-16.188,130.872,-6.399,-15.908,129.621,-6.906
0609-4-01-258,Salto C,32.017,-15.228,100.282,13.409,-14.448,105.704,13.45,12.88,5.864,389.978,12.896,5.036,381.203,12.967,4.024,5.661,163.502,11.016,5.72,166.147,10.943,3.207,11.733,119.115,0.415,11.619,118.61,0.353,24.067,0.989,129.27,-11.421,1.749,127.796,-11.461
0827-BK1-01-59,Salto B,36.004,8.53,13.982,13.92,7.044,17.122,12.776,20.183,-30.195,403.396,22.423,-29.262,398.17,22.098,6.065,7.97,201.286,14.523,7.49,203.398,14.871,3.753,8.277,148.109,5.34,8.27,147.757,5.258,18.488,4.722,112.487,3.758,5.067,111.595,4.717
0115-MORITZ-03-83,Voll- ein- Rudi- aus B,46.175,16.426,-357.284,-165.552,13.225,-351.631,-168.685,40.649,-569.479,-151.081,-554.594,-564.869,-153.515,-552.374,42.88,-531.144,-112.628,-699.305,-526.82,-116.207,-697.759,32.017,30.257,-48.826,-552.709,23.134,-44.829,-550.733,33.162,-14.584,338.828,-45.56,-12.962,337.668,-46.978
0110-MORITZ-01-77,Salto C,31.932,5.118,24.773,1.029,4.228,29.51,1.203,16.305,-26.45,435.264,5.386,-26.178,429.068,4.938,3.53,-1.185,156.933,-4.184,-0.825,158.284,-4.021,2.875,-2.76,125.708,0.68,-2.805,125.111,0.71,22.314,4.895,82.523,10.152,4.861,80.613,10.464
0827-BK2-02-127,Salto A,24.313,5.851,184.698,-33.478,6.477,185.104,-33.066,5.444,7.572,183.594,-16.407,7.411,183.522,-16.594,5.734,14.23,215.935,-20.481,14.2,215.008,-20.386,6.113,21.396,165.015,-19.402,21.055,165.062,-19.512,24.418,9.043,148.602,-18.045,9.228,148.704,-18.197
20191007-1524-FRANKFURT_1-01-276,Fliffis- Rudi B,59.707,-49.5,-483.19,84.128,-49.553,-480.833,80.939,40.765,-84.158,-679.23,53.553,-81.613,-675.728,57.556,30.303,360.146,-172.147,698.423,357.003,-185.507,693.524,30.521,221.961,-170.484,669.624,222.861,-158.322,669.844,35.791,124.791,393.466,86.489,120.153,401.418,86.818
20191008-1157-FRANKFURT_1-01-333,Barani A,28.632,3.013,-138.762,111.915,1.531,-145.359,108.141,8.365,-145.008,-111.342,161.101,-144.343,-109.217,162.41,9.534,-120.3,104.702,277.455,-119.853,102.817,274.518,7.673,11.891,180.287,6.053,10.9,180.974,7.928,30.518,-4.02,300.605,-29.864,-3.574,301.696,-29.775
0827-BK2-01-102,Salto A,32.029,20.597,118.924,-6.3,21.512,118.835,-6.986,7.304,7.659,222.981,-24.236,7.073,221.379,-24.211,4.922,-2.716,188.32,-20.323,-2.658,188.621,-20.262,4.742,-14.476,137.255,-10.232,-14.412,137.632,-10.492,20.344,-8.889,178.082,-11.257,-8.443,175.767,-11.457
0609-4-01-479,Salto C,33.405,-4.644,118.082,18.121,-4.314,120.115,16.85,12.83,12.039,374.663,9.19,11.431,371.35,9.56,4.552,-0.726,157.777,1.396,-0.586,158.709,1.542,3.544,-0.583,122.676,-0.7,-0.632,122.529,-0.709,13.549,3.075,147.959,4.704,1.948,142.199,4.759
20190930-1616-FRANKFURT_1-01-273,Doppelsalto C,36.435,-7.741,134.987,-5.006,-7.19,138.569,-5.214,36.566,-1.188,560.547,20.258,-0.525,557.037,20.977,48.116,86.112,731.012,17.98,85.343,724.969,17.502,12.844,2.317,244.735,-11.266,2.532,249.826,-10.506,25.812,23.136,210.941,5.734,22.552,208.889,6.586
20191007-1524-FRANKFURT_1-01-198,Fliffis B,55.062,-89.444,-457.364,76.698,-90.277,-449.727,73.828,38.534,-57.615,-661.794,48.762,-58.929,-662.145,49.716,31.032,-129.744,-489.183,216.135,-127.268,-483.598,216.777,21.742,23.117,90.131,404.789,22.073,88.327,399.726,24.617,80.01,466.579,4.518,75.794,458.208,17.905
0609-4-01-135,Schraubensalto C,27.467,73.91,198.696,128.578,74.38,198.566,129.132,13.251,234.565,-57.841,436.885,231.348,-57.306,435.393,12.864,-70.799,31.944,392.208,-68.403,31.306,391.421,6.67,-15.048,164.392,128.363,-15.364,164.114,128.912,11.891,32.314,182.891,44.208,31.045,179.027,43.266
0609-1-01-281,Strecksprung,33.822,-20.543,18.178,1.73,-19.989,22.368,2.355,0.751,-6.739,-14.055,14.464,-6.67,-13.915,13.983,0.938,-0.923,-4.729,12.865,-0.899,-4.796,12.892,0.599,10.901,10.091,-7.36,10.759,10.234,-7.541,19.676,-0.611,10.895,-21.145,-0.208,10.823,-21.275
20190930-1153-FRANKFURT_1-01-89,Salto B,30.744,-5.891,1.494,-10.867,-5.376,2.65,-9.926,18.638,36.689,320.564,7.217,37.048,318.783,8.038,14.981,34.144,350.113,7.59,33.819,350.808,6.838,3.905,2.611,81.643,12.168,2.67,82.013,12.519,27.116,23.796,150.952,-12.672,23.984,148.727,-13.03
0827-BK2-02-133,Salto A,29.668,13.536,177.812,-41.483,13.705,178.208,-40.928,5.758,-0.012,192.952,-28.118,0.286,192.517,-28.028,5.433,8.08,212.515,-27.748,8.011,212.233,-27.741,5.463,10.715,151.259,-26.811,10.397,151.48,-26.99,28.82,5.744,167.702,-8.557,5.955,167.729,-8.629
20191003-1152-FRANKFURT_1-01-65,Barani A,36.69,1.916,-133.417,-48.378,2.086,-128.442,-47.099,7.243,112.24,-124.904,-88.531,113.01,-126.663,-89.873,10.295,232.806,-26.052,-207.635,230.747,-25.905,-206.932,9.927,56.26,149.782,-153.509,57.073,149.734,-152.438,23.901,-24.901,244.05,-33.685,-24.256,242.628,-34.821
