SprungID,Sprungtyp,0_mean_Acc_N_Fil,0_std_Acc_N_Fil,0_mean_Gyro_x_R,0_std_Gyro_x_R,0_mean_Gyro_y_R,0_std_Gyro_y_R,0_mean_Gyro_z_R,0_std_Gyro_z_R,0_mean_Gyro_x_Fil,0_std_Gyro_x_Fil,0_mean_Gyro_y_Fil,0_std_Gyro_y_Fil,0_mean_Gyro_z_Fil,0_std_Gyro_z_Fil,20_mean_Acc_N_Fil,20_std_Acc_N_Fil,20_mean_Gyro_x_R,20_std_Gyro_x_R,20_mean_Gyro_y_R,20_std_Gyro_y_R,20_mean_Gyro_z_R,20_std_Gyro_z_R,20_mean_Gyro_x_Fil,20_std_Gyro_x_Fil,20_mean_Gyro_y_Fil,20_std_Gyro_y_Fil,20_mean_Gyro_z_Fil,20_std_Gyro_z_Fil,40_mean_Acc_N_Fil,40_std_Acc_N_Fil,40_mean_Gyro_x_R,40_std_Gyro_x_R,40_mean_Gyro_y_R,40_std_Gyro_y_R,40_mean_Gyro_z_R,40_std_Gyro_z_R,40_mean_Gyro_x_Fil,40_std_Gyro_x_Fil,40_mean_Gyro_y_Fil,40_std_Gyro_y_Fil,40_mean_Gyro_z_Fil,40_std_Gyro_z_Fil,60_mean_Acc_N_Fil,60_std_Acc_N_Fil,60_mean_Gyro_x_R,60_std_Gyro_x_R,60_mean_Gyro_y_R,60_std_Gyro_y_R,60_mean_Gyro_z_R,60_std_Gyro_z_R,60_mean_Gyro_x_Fil,60_std_Gyro_x_Fil,60_mean_Gyro_y_Fil,60_std_Gyro_y_Fil,60_mean_Gyro_z_Fil,60_std_Gyro_z_Fil,80_mean_Acc_N_Fil,80_std_Acc_N_Fil,80_mean_Gyro_x_R,80_std_Gyro_x_R,80_mean_Gyro_y_R,80_std_Gyro_y_R,80_mean_Gyro_z_R,80_std_Gyro_z_R,80_mean_Gyro_x_Fil,80_std_Gyro_x_Fil,80_mean_Gyro_y_Fil,80_std_Gyro_y_Fil,80_mean_Gyro_z_Fil,80_std_Gyro_z_Fil
20190930-1153-FRANKFURT_1-01-249,Strecksprung,34.013,30.679,-11.475,22.184,26.137,11.401,-23.755,38.494,-11.256,19.043,25.09,8.254,-23.419,32.323,1.158,0.404,5.582,3.456,-9.81,12.459,19.024,4.392,5.59,2.774,-8.691,9.33,19.191,3.283,0.828,0.26,1.077,3.549,1.269,11.864,10.806,9.755,1.119,2.931,1.23,11.067,10.347,9.403,0.942,0.453,-7.772,3.434,7.691,4.897,-5.613,15.102,-7.551,2.182,7.515,3.833,-5.374,12.524,25.815,26.199,-1.213,7.59,-21.219,49.387,-19.987,16.769,-1.207,3.361,-21.615,33.803,-19.608,3.629
0115-CHARI-05-57,Strecksprung,30.055,35.927,-16.622,25.226,78.924,52.391,-42.433,27.627,-16.377,21.396,79.108,46.973,-41.357,20.101,1.189,0.582,3.128,13.998,-14.503,12.236,-4.672,17.627,2.981,12.651,-14.977,11.029,-5.501,15.99,1.09,0.212,3.389,3.761,-58.605,10.13,1.953,7.913,3.219,3.352,-58.306,8.854,1.645,6.184,0.771,0.156,-3.247,4.658,-60.183,10.708,-18.175,9.614,-3.101,3.797,-60.144,10.123,-17.627,8.238,22.598,31.895,-0.976,8.876,15.929,73.711,-4.962,20.448,-0.743,5.45,15.418,66.375,-5.141,13.696
20190930-1153-FRANKFURT_1-01-166,Schraubensalto,27.791,32.32,40.133,29.9,186.339,88.072,116.847,57.42,41.092,25.72,185.378,80.386,116.839,52.636,3.58,0.525,162.318,44.275,36.41,43.186,208.125,28.748,161.418,42.556,35.276,43.797,208.684,28.048,9.387,2.749,41.257,94.794,-192.142,50.549,313.162,15.61,40.911,93.566,-189.823,49.436,312.831,14.99,11.245,1.199,-113.639,29.893,7.247,105.114,335.89,42.625,-112.097,29.208,6.16,103.07,335.035,40.417,21.176,24.699,41.591,40.382,176.576,44.41,104.996,136.343,40.295,36.543,174.17,35.51,106.587,127.854
20191003-1152-FRANKFURT_1-01-106,Salto C,33.555,30.354,0.607,23.436,68.542,105.898,-13.951,43.374,0.42,15.67,69.44,98.76,-12.285,18.862,15.619,5.951,-21.408,28.466,314.604,280.216,-0.119,24.218,-21.11,24.987,314.943,268.091,-1.171,13.764,15.069,11.959,-8.535,11.618,369.553,167.471,-2.025,15.121,-8.807,7.224,368.778,161.692,-1.29,9.134,3.987,0.435,-3.911,4.666,109.404,10.69,-5.108,4.069,-4.067,3.822,109.872,10.475,-5.11,3.356,17.351,21.474,-5.106,9.526,132.712,31.266,-3.124,17.429,-4.983,6.078,129.965,26.654,-3.324,11.039
20191007-1150-FRANKFURT_2-01-225,Salto A,26.911,28.168,26.077,16.792,253.783,38.905,-21.42,32.764,26.82,11.856,254.227,26.634,-20.328,13.196,7.218,1.758,5.141,8.217,178.212,33.594,-2.962,13.692,4.939,6.927,178.929,29.45,-2.68,8.559,8.342,0.683,13.979,15.468,224.859,47.379,24.265,9.752,13.972,13.837,224.681,38.678,24.038,4.252,9.283,0.777,20.281,4.868,181.753,15.169,12.919,16.43,20.311,4.182,182.018,11.98,13.184,13.309,20.069,22.187,43.098,35.639,252.064,65.462,18.277,35.723,41.989,25.244,246.596,47.058,16.78,23.155
20191008-1207-FRANKFURT_2-01-240,Salto B,26.004,30.516,5.304,11.548,3.24,147.822,0.373,31.623,5.034,6.826,4.562,132.634,1.387,19.56,15.452,7.808,7.563,25.541,244.688,278.098,-2.953,25.803,9.415,21.618,242.779,269.679,-2.987,14.595,22.316,16.185,72.37,31.548,460.332,235.95,-19.028,47.206,71.124,27.816,460.044,224.318,-18.939,21.152,4.512,0.675,12.572,8.447,65.004,31.977,-29.925,11.308,12.146,7.681,65.545,29.111,-29.77,9.746,27.266,36.58,-9.896,35.167,205.243,134.865,1.153,47.024,-10.157,25.377,198.085,118.893,0.604,30.865
20190930-1247-FRANKFURT_2-01-47,Salto C,27.12,28.416,-2.379,35.151,88.017,75.793,18.849,32.02,-2.396,23.327,87.716,67.399,17.458,18.666,12.896,3.07,-18.893,11.599,287.046,151.003,9.106,17.442,-18.544,10.475,287.277,141.26,9.012,10.512,11.851,4.088,5.196,7.57,343.815,79.242,-3.183,13.512,4.649,7.212,343.47,77.82,-2.403,12.933,5.193,0.241,-13.037,4.656,158.815,8.093,1.572,5.463,-12.575,3.348,160.349,8.66,1.658,4.931,15.343,20.463,5.876,23.126,168.589,46.167,0.415,41.519,6.398,16.983,166.168,44.409,0.598,22.903
20191007-1150-FRANKFURT_2-01-86,Salto A,31.595,29.477,32.411,14.875,242.874,37.657,-12.469,27.75,33.191,10.258,241.998,30.891,-11.629,14.722,7.516,2.193,-3.769,16.969,138.051,79.147,-14.371,24.361,-3.548,13.183,139.845,70.225,-15.73,19.696,8.94,0.16,12.35,12.906,231.3,18.568,-18.261,14.157,12.319,10.293,231.028,16.485,-17.298,8.594,9.409,0.7,-19.724,11.082,212.824,19.313,8.071,12.263,-19.177,9.328,212.827,16.704,7.142,10.24,19.453,20.963,18.273,41.713,246.098,44.125,28.163,70.067,16.716,35.639,242.288,25.661,25.503,57.277
20191003-1152-FRANKFURT_1-01-103,Salto A,28.615,29.996,1.054,16.045,171.175,66.687,12.881,30.324,0.728,9.942,171.61,58.917,14.403,18.349,9.288,1.936,-4.914,8.458,182.843,125.2,2.525,7.542,-4.851,5.774,184.036,120.718,3.057,4.442,7.657,1.205,-9.358,9.321,311.504,93.658,1.92,11.787,-9.231,5.782,310.201,89.399,1.571,8.044,7.9,0.994,-5.578,6.553,151.509,13.617,-14.674,12.084,-6.034,4.712,153.409,14.134,-13.403,7.092,22.807,24.607,-30.081,19.994,264.426,57.86,1.109,37.924,-29.137,6.18,262.704,46.105,-0.898,21.709
20190930-1153-FRANKFURT_1-01-241,Schraubensalto,39.779,37.987,40.141,33.258,183.589,51.049,97.91,79.326,41.168,29.799,188.178,46.056,97.983,75.81,4.442,1.114,149.099,29.161,26.974,90.426,254.372,32.53,148.549,26.688,25.462,88.832,254.396,30.719,10.256,1.563,-9.761,98.854,-177.355,53.365,343.369,30.076,-9.638,97.205,-175.319,51.638,342.399,27.338,8.81,1.998,-123.262,53.17,68.158,51.891,257.946,58.689,-122.295,51.741,67.327,51.202,258.326,57.695,20.548,24.401,23.78,23.901,179.384,58.711,69.97,66.042,23.157,21.373,176.815,53.064,70.25,62.181
20190930-1153-FRANKFURT_1-01-140,Cody C,41.45,40.124,-7.588,47.733,-114.761,137.582,27.819,51.97,-5.451,32.431,-101.872,133.47,24.908,28.497,27.9,4.209,70.187,25.251,616.137,106.688,21.601,36.997,67.953,20.81,606.82,105.485,21.109,30.883,6.763,2.992,19.381,19.523,236.165,64.08,-15.901,15.729,19.811,17.614,238.635,64.856,-15.36,5.659,5.85,0.942,4.147,10.91,128.549,27.505,-1.301,12.495,4.088,8.934,128.468,26.344,-0.983,10.515,26.428,32.397,6.453,24.28,193.748,74.949,-23.02,49.907,6.189,16.216,194.255,63.276,-23.048,41.627
20191007-1150-FRANKFURT_2-01-129,Barani A,35.264,33.57,-16.212,20.599,-201.807,107.379,31.232,40.256,-15.593,19.378,-199.881,94.123,34.515,33.22,8.953,1.601,-118.152,39.104,-93.524,23.532,149.773,27.606,-118.4,38.387,-94.662,17.521,151.094,22.319,12.765,1.243,-185.464,24.454,67.178,82.134,241.6,49.358,-183.55,21.048,66.759,78.151,238.046,39.383,10.048,0.392,-48.154,25.6,157.802,29.165,64.365,47.903,-49.582,25.003,158.821,24.799,65.508,42.85,17.093,19.985,22.726,40.322,277.624,42.466,34.492,45.089,21.29,34.165,274.418,29.4,34.286,26.361
20191001-1202-FRANKFURT_2-01-131,Salto A,26.776,29.433,-1.948,23.892,-192.796,139.558,10.804,86.4,-1.99,7.797,-197.562,94.795,1.916,24.552,8.167,1.018,-11.173,10.46,-166.731,59.284,-22.05,26.916,-10.562,6.864,-166.745,52.251,-21.996,16.811,7.154,0.18,3.01,7.979,-211.693,12.983,-16.707,7.082,3.074,6.794,-211.465,11.003,-16.517,5.508,7.392,0.14,14.478,6.731,-179.885,11.961,-11.467,8.476,14.431,6.026,-180.576,10.89,-11.398,8.323,24.11,26.878,12.565,12.154,-282.807,128.957,-21.894,152.567,12.502,7.475,-275.19,68.783,-15.03,26.872
0827-BK2-01-106,Salto A,35.073,39.298,12.785,12.163,128.999,77.214,-0.52,18.96,12.431,8.376,129.75,65.569,0.174,9.94,7.154,0.978,17.822,12.243,194.78,59.765,-7.557,16.488,17.636,9.936,194.013,58.185,-7.262,10.567,5.91,0.229,16.194,13.264,214.155,13.573,8.691,12.815,16.03,12.029,214.017,12.945,8.256,10.737,5.452,0.266,11.278,9.527,160.929,16.535,-11.789,8.675,11.24,8.328,160.726,16.617,-11.559,8.548,18.968,25.828,2.264,9.53,154.084,60.117,-5.934,8.566,2.717,6.657,151.97,46.389,-6.04,5.42
20191003-1152-FRANKFURT_1-01-107,Strecksprung,34.354,33.051,-2.692,10.715,15.722,31.589,13.361,16.288,-2.253,8.78,18.309,27.234,12.22,11.677,1.135,0.552,10.497,10.621,-11.463,29.18,9.831,19.919,9.854,7.729,-10.767,27.183,10.642,15.669,0.997,0.395,0.773,7.1,-1.376,28.525,-1.695,12.108,1.17,5.028,-0.828,28.486,-1.755,12.09,1.157,0.302,-15.462,12.768,50.082,19.092,24.452,31.995,-15.348,10.884,48.687,17.687,23.842,26.567,16.121,20.852,21.228,23.351,-45.201,44.381,-1.612,40.619,20.91,19.747,-44.831,33.646,-1.601,25.389
20191003-1152-FRANKFURT_1-01-65,Barani A,36.69,33.222,1.916,51.9,-133.417,95.77,-48.378,26.052,2.086,47.6,-128.442,94.476,-47.099,19.628,7.243,1.467,112.24,34.054,-124.904,24.465,-88.531,42.204,113.01,33.856,-126.663,21.122,-89.873,40.589,10.295,0.631,232.806,25.605,-26.052,50.623,-207.635,16.443,230.747,24.241,-25.905,47.868,-206.932,13.662,9.927,0.726,56.26,52.503,149.782,52.952,-153.509,64.195,57.073,52.168,149.734,50.52,-152.438,62.613,23.901,26.0,-24.901,26.451,244.05,75.254,-33.685,35.757,-24.256,20.53,242.628,62.897,-34.821,25.051
20191001-1148-FRANKFURT_1-01-74,Barani A,26.618,28.877,10.398,17.333,-183.007,120.831,64.188,44.505,9.147,16.605,-183.887,96.893,64.085,39.46,8.772,1.503,-96.177,27.511,-163.034,34.533,151.021,55.478,-95.49,28.424,-160.746,30.236,152.312,53.653,10.122,1.079,-136.102,24.138,46.431,90.179,295.528,27.197,-134.984,23.229,45.033,88.079,293.285,26.05,8.688,0.781,-24.466,19.366,159.336,19.939,92.217,61.456,-25.35,18.48,160.469,19.29,91.79,61.257,15.805,21.214,-13.028,19.313,305.253,85.91,-4.394,29.688,-12.124,11.473,303.927,64.919,-2.914,13.152
20191008-1207-FRANKFURT_2-01-172,Barani A,42.422,38.392,-37.748,46.539,-194.777,208.801,67.967,133.878,-39.503,29.43,-189.244,146.495,67.038,38.944,8.422,1.56,-92.549,52.498,-105.791,41.964,102.773,34.579,-93.306,51.781,-106.534,35.54,102.905,30.968,10.439,0.356,-220.635,37.389,-26.798,67.495,217.778,57.162,-218.837,35.389,-26.592,65.412,217.171,52.765,8.427,0.846,-47.611,37.215,159.25,27.39,141.44,63.051,-48.251,36.868,158.718,27.393,141.296,62.249,14.892,19.777,30.45,28.485,258.202,72.688,25.022,62.268,30.762,22.976,257.118,51.513,24.28,26.708
20191007-1150-FRANKFURT_2-01-234,Salto B,26.659,27.814,2.756,14.602,118.105,80.588,-12.481,37.593,3.808,4.978,117.299,67.268,-14.217,21.668,10.133,3.659,17.483,17.924,96.119,278.321,-9.162,29.189,17.185,9.653,102.312,261.718,-9.437,22.767,18.766,5.071,30.571,14.491,481.424,62.539,-8.382,13.425,30.542,9.111,476.605,54.743,-7.96,8.693,6.904,0.6,24.76,13.567,144.482,66.079,6.683,10.652,24.506,11.696,147.43,63.746,6.238,4.999,20.089,23.386,28.656,30.117,214.964,91.353,-1.231,43.886,26.342,15.345,207.617,71.408,-2.953,29.431
20191003-1152-FRANKFURT_1-01-114,Strecksprung,30.365,33.347,-12.537,19.724,77.377,33.757,1.184,26.011,-12.684,14.887,78.352,22.067,1.647,22.599,1.299,0.401,1.33,7.392,18.994,31.425,12.582,17.017,1.578,5.645,18.301,28.478,12.528,14.133,0.689,0.217,-2.205,2.617,-53.004,6.387,11.656,8.976,-2.219,1.84,-52.832,5.993,11.506,7.944,1.143,0.178,8.091,6.371,-68.781,9.742,1.681,9.578,7.742,5.046,-68.573,8.846,1.505,8.085,21.891,27.756,-12.702,11.27,20.248,70.125,-15.679,12.103,-12.186,8.125,19.586,66.029,-16.198,7.99
0609-1-01-386,Salto C,29.558,31.646,14.206,11.649,40.09,111.19,-11.85,31.553,14.91,8.813,43.833,99.428,-13.934,19.121,18.354,5.108,-10.008,20.2,488.022,179.392,-24.002,41.558,-9.482,16.308,483.9,167.334,-22.471,30.244,4.548,4.325,29.96,9.819,223.439,112.136,7.105,11.858,29.327,7.582,223.991,109.053,7.059,9.366,3.109,0.615,15.907,6.205,75.747,14.693,-16.282,5.398,15.987,4.663,75.44,14.134,-16.027,3.128,27.874,34.442,8.067,28.11,121.068,80.85,5.045,26.71,7.172,22.179,122.414,71.198,4.698,19.402
0110-MORITZ-01-49,Salto A,32.382,36.085,-2.584,21.98,109.985,20.306,-10.048,17.405,-2.182,17.918,112.05,11.813,-9.837,9.844,6.879,0.59,2.64,4.955,189.517,33.993,-7.855,3.802,2.629,4.983,189.889,32.935,-7.898,3.67,8.265,0.366,-20.219,5.49,268.106,10.992,-15.847,4.089,-20.159,5.244,267.33,10.487,-15.694,3.212,7.335,0.311,-26.89,5.962,240.636,14.801,-3.644,10.508,-27.003,4.28,241.315,12.082,-3.651,8.479,19.801,21.269,-29.865,16.957,196.436,76.003,0.341,21.704,-29.478,12.663,194.789,73.175,0.389,15.185
0609-4-01-163,Strecksprung,28.834,30.834,-3.238,10.589,66.32,68.665,0.417,10.237,-3.002,8.467,66.403,64.151,-0.677,6.735,0.824,0.065,-5.093,4.235,-31.731,18.221,1.157,8.024,-5.203,3.69,-32.042,16.608,1.627,6.336,1.005,0.164,1.017,3.752,-42.882,11.495,9.485,6.206,1.031,3.029,-42.551,11.078,9.472,4.844,1.035,0.138,5.251,4.448,-14.847,8.084,-5.472,8.926,5.135,4.034,-15.167,7.214,-5.306,7.916,22.392,27.522,-1.377,6.92,38.091,89.893,3.487,12.873,-1.327,5.592,37.935,81.887,3.712,5.654
20191008-1207-FRANKFURT_2-01-192,Strecksprung,26.309,26.226,8.015,9.912,53.082,54.051,10.781,44.658,8.268,4.979,53.777,50.53,10.55,37.821,1.92,1.421,1.311,19.41,-66.403,26.931,14.206,41.484,0.885,12.472,-66.724,19.662,13.332,33.231,1.229,0.32,7.917,7.389,-74.117,22.435,-15.179,24.264,7.858,5.741,-73.07,19.06,-14.112,21.59,1.153,0.305,-1.014,11.486,-23.19,19.155,-1.683,22.62,-1.606,11.954,-22.865,18.365,-2.161,20.56,19.734,24.228,-29.409,16.401,106.391,100.526,1.826,40.487,-28.522,10.796,104.027,85.995,1.046,33.384
0609-4-01-606,Barani C,36.333,31.801,29.753,38.62,-234.914,178.648,13.228,57.221,29.854,30.434,-234.263,168.776,14.707,38.354,13.891,1.986,7.164,30.211,-263.329,171.516,127.044,31.653,6.325,25.151,-262.374,165.326,127.922,30.502,8.378,2.477,-35.35,29.065,-27.145,82.046,270.727,32.85,-34.509,28.025,-26.936,71.995,268.917,30.761,6.601,0.649,-25.176,27.706,117.292,10.618,175.538,44.1,-25.226,26.806,117.134,11.496,175.253,43.888,26.399,28.679,9.228,18.81,165.489,44.64,34.01,39.265,9.517,16.096,164.322,38.117,34.751,35.977
20191007-1159-FRANKFURT_1-01-107,Barani B,38.425,28.844,59.294,23.291,-392.918,162.582,9.709,38.252,57.516,22.506,-389.151,152.98,12.373,33.531,8.291,3.569,17.096,34.52,-212.615,145.104,116.076,63.779,18.395,30.207,-213.987,141.522,117.372,62.044,10.502,1.898,67.36,48.708,60.267,63.097,390.981,76.333,66.415,43.691,59.228,61.579,384.991,72.178,8.65,0.693,-5.935,18.119,188.834,31.87,62.451,65.831,-5.696,16.119,189.113,30.054,65.111,64.781,13.878,18.464,6.262,35.008,271.584,116.8,-8.004,83.958,7.684,14.03,273.603,75.374,-9.642,53.026
20191008-1157-FRANKFURT_1-01-269,Strecksprung,23.932,26.544,8.325,28.508,57.524,53.323,-6.244,42.085,7.752,23.883,55.877,48.833,-5.994,36.548,1.044,0.29,-26.709,13.379,-36.648,6.385,40.691,11.349,-26.065,11.769,-35.841,4.288,39.763,8.799,1.142,0.42,-11.535,12.452,-53.251,18.193,-25.077,20.164,-11.495,10.18,-53.532,14.589,-24.034,17.486,1.115,0.258,7.311,8.594,-59.288,18.309,12.152,12.351,7.248,6.753,-58.349,16.003,11.855,9.768,26.917,28.709,7.642,10.691,87.109,73.957,-7.401,27.83,7.367,8.291,87.849,66.922,-8.302,20.14
0609-4-01-582,Barani C,35.52,32.43,16.548,33.289,-205.134,174.21,57.297,43.805,16.032,26.496,-205.75,163.799,57.476,20.68,13.366,2.965,-3.957,30.732,-246.755,185.234,171.054,38.723,-4.495,26.161,-246.044,178.182,171.051,37.526,7.645,2.426,-24.737,30.095,31.583,55.065,244.876,23.365,-23.891,28.594,31.502,49.32,243.582,18.762,5.149,0.34,-22.564,7.379,124.081,12.856,126.158,34.038,-22.501,6.814,124.325,12.374,126.622,33.827,24.073,30.461,-11.214,19.093,174.771,57.178,11.654,58.31,-11.235,14.604,173.746,43.497,12.612,52.557
20191001-1202-FRANKFURT_2-01-93,Hocksprung,33.278,32.92,11.865,17.45,0.179,177.215,16.34,46.779,11.69,11.446,-5.299,165.964,12.134,25.635,10.293,3.36,-0.518,22.559,91.134,144.693,10.183,45.135,-0.487,14.255,91.472,138.977,8.363,32.319,6.221,2.804,2.76,18.896,-125.847,70.562,5.02,60.753,3.584,11.079,-125.673,46.691,5.859,28.312,1.46,0.499,0.202,16.229,3.549,18.157,15.286,14.421,-0.142,14.09,3.719,12.647,14.922,13.047,16.71,23.135,-6.313,21.048,1.053,123.888,-27.393,96.831,-6.549,11.12,2.713,18.202,-27.868,27.676
0609-4-01-362,Fliffis B,55.352,37.221,-44.445,43.264,-372.125,331.977,23.533,65.735,-43.234,37.776,-365.819,298.817,22.735,30.984,32.768,10.279,20.417,25.287,-487.936,211.285,28.564,44.83,19.636,23.427,-486.266,201.404,30.299,36.536,20.594,3.678,-111.052,112.135,-64.551,86.378,324.656,104.26,-110.631,107.898,-64.441,80.427,322.61,100.75,16.74,2.762,-123.308,53.225,250.526,45.22,196.406,87.044,-123.503,52.81,248.449,44.046,196.861,86.508,19.08,12.099,-12.283,20.916,294.826,89.956,37.338,32.544,-12.867,18.539,289.227,76.557,39.719,18.599
20191001-1148-FRANKFURT_1-01-75,Salto rw A,34.872,35.345,12.684,29.647,258.04,132.773,-33.416,81.556,12.07,21.088,257.402,68.616,-33.302,34.673,7.747,1.587,-18.999,5.597,189.328,24.457,1.163,15.072,-18.796,3.08,190.696,19.035,1.387,7.703,6.382,0.597,5.66,11.688,197.477,17.475,10.107,7.331,5.183,10.797,197.309,15.736,9.575,5.453,7.009,0.791,2.083,7.283,132.685,21.508,-19.34,15.74,2.14,6.62,134.171,18.45,-19.315,12.011,29.404,34.333,-17.11,24.343,218.966,146.19,-10.679,40.763,-17.135,13.773,219.146,116.051,-10.114,24.675
0115-MORITZ-03-128,Salto C,34.268,35.726,0.742,18.242,21.799,131.065,4.93,26.397,-0.302,15.886,26.999,114.926,4.27,16.293,15.837,7.645,-19.117,21.665,420.334,127.217,15.389,20.407,-18.056,16.382,414.696,117.905,14.977,14.945,3.403,0.268,2.979,5.456,157.418,12.782,3.206,5.911,2.419,3.851,157.952,13.576,3.357,4.341,2.841,0.279,-1.224,3.074,90.091,21.617,2.568,6.343,-1.195,2.038,90.338,20.897,2.455,4.897,21.848,33.115,0.071,13.545,145.72,107.535,4.42,30.367,0.216,10.998,142.415,94.101,4.302,24.097
0609-1-01-552,Doppelsalto B,29.402,30.824,17.067,25.785,197.004,197.717,-26.695,70.508,16.874,15.177,192.352,174.13,-27.21,29.823,27.958,11.155,-40.74,22.084,400.843,350.891,-21.512,38.462,-40.32,19.282,404.013,328.432,-20.3,17.035,44.224,3.445,-12.404,58.454,787.301,73.471,-1.549,27.225,-11.189,55.002,785.623,63.989,-2.312,16.479,17.841,11.475,54.081,36.872,354.818,195.926,-32.547,31.421,53.398,32.382,356.561,190.057,-31.511,25.782,25.674,22.728,39.435,16.528,223.957,94.382,2.852,18.749,38.612,13.051,220.138,86.771,1.691,10.318
20191007-1524-FRANKFURT_1-01-75,Fliffis- Rudi B,50.475,22.321,-79.172,64.09,-632.771,221.3,94.395,117.182,-77.018,45.271,-624.783,206.081,92.785,60.483,38.314,8.577,-53.477,18.439,-606.521,102.366,140.906,82.099,-53.199,13.869,-604.42,105.984,148.356,89.674,30.932,4.491,381.364,219.954,-89.961,182.596,782.735,152.16,378.731,206.024,-103.499,152.464,776.605,142.116,31.137,9.361,200.395,193.895,-52.155,360.668,657.293,195.048,202.511,184.078,-43.737,329.781,652.711,188.707,31.455,25.646,179.273,69.532,376.262,203.77,-9.142,204.748,173.92,58.734,387.236,111.735,5.028,173.301
0115-MORITZ-03-145,Voll- ein- voll- aus B,36.7,32.297,-234.203,186.279,212.27,179.333,-305.99,195.033,-233.759,178.558,209.455,170.574,-309.178,189.995,41.614,6.9,-503.125,230.564,99.89,305.679,-843.394,201.719,-499.167,207.768,97.456,274.151,-837.974,188.19,39.737,10.645,-198.641,186.488,-369.572,320.938,-423.935,130.719,-204.347,184.98,-363.022,303.549,-423.246,114.05,20.933,4.638,194.219,136.058,234.965,50.598,-206.064,152.243,193.92,118.301,232.892,38.4,-208.003,142.872,29.567,24.634,30.586,31.154,266.93,118.405,0.115,60.455,30.505,22.792,262.579,97.77,-1.707,50.107
0609-1-01-558,Doppelsalto B,28.774,29.343,9.036,17.936,129.987,211.448,-21.47,68.533,10.291,12.412,135.599,181.221,-22.258,30.178,25.253,10.433,-41.337,20.385,453.115,266.027,7.361,43.1,-40.791,15.549,446.74,263.554,7.767,30.849,41.793,5.993,-2.588,32.743,764.497,101.593,14.292,29.893,-1.868,28.355,766.844,82.62,13.82,17.376,15.028,9.798,67.305,50.372,365.472,203.872,-25.414,33.689,66.11,44.773,362.337,192.294,-24.83,24.057,22.281,24.124,-2.404,24.388,186.834,84.624,-14.126,40.639,-2.061,16.401,187.407,66.49,-13.805,35.306
20191008-1157-FRANKFURT_1-01-141,Schraubensalto A,22.245,27.462,84.708,32.397,194.373,107.12,201.949,67.513,83.757,27.758,192.058,91.433,200.378,49.812,8.304,1.443,128.822,42.782,-97.664,110.759,328.591,107.727,127.169,37.568,-97.712,106.009,329.689,102.276,13.717,1.046,-23.965,31.6,-18.45,161.049,503.622,55.272,-21.223,31.685,-18.438,154.192,499.285,55.47,8.46,0.739,20.624,9.006,214.191,37.592,58.102,93.56,19.336,6.496,215.437,36.53,62.381,93.733,34.449,32.761,18.623,29.765,280.9,119.028,-46.663,63.482,20.491,19.11,280.212,104.143,-45.6,50.925
20190930-1616-FRANKFURT_1-01-181,Fliffis C,50.99,31.063,-35.939,45.661,-384.879,259.831,23.688,52.286,-33.57,39.172,-383.226,247.854,22.234,39.257,55.675,7.44,-11.04,31.364,-694.935,49.912,18.827,41.531,-12.357,28.725,-692.708,41.767,19.21,32.48,24.63,11.71,-76.813,76.917,-212.289,253.741,193.763,102.05,-74.649,58.87,-217.288,228.964,192.633,82.336,13.465,1.187,-112.717,39.542,121.93,126.853,240.691,64.982,-114.009,39.89,124.765,94.524,240.754,62.703,24.067,28.514,-9.874,42.653,259.531,75.285,11.529,91.621,-9.944,26.386,261.128,54.049,13.912,53.276
0609-4-01-119,Strecksprung,28.496,34.355,-3.785,27.983,16.612,51.748,-2.853,9.68,-3.885,25.245,16.587,48.355,-2.846,7.269,0.881,0.219,10.786,5.068,-19.525,9.628,6.621,11.598,10.388,3.824,-19.885,7.767,6.597,9.534,1.046,0.153,1.905,2.701,-8.16,10.689,18.379,7.316,1.95,2.491,-8.043,9.732,18.349,6.254,1.02,0.253,1.171,5.278,14.42,8.013,5.112,19.678,1.239,4.999,14.44,7.424,5.254,18.873,20.597,28.128,5.57,3.745,31.083,17.352,-11.178,8.287,5.416,2.453,30.783,13.058,-11.201,4.573
20191007-1524-FRANKFURT_1-01-178,Doppelsalto B,31.633,28.01,15.134,28.216,137.359,141.033,-30.995,99.017,18.694,13.635,143.888,107.749,-33.334,46.554,37.411,7.209,39.548,18.676,581.581,194.231,-45.169,50.119,39.548,12.158,579.06,184.365,-43.944,37.789,49.299,4.379,74.772,26.704,753.163,50.931,-14.966,34.79,73.503,22.643,750.906,45.188,-14.254,17.674,15.973,6.854,34.731,24.482,299.355,158.134,-26.211,28.588,35.986,22.944,301.491,149.227,-26.932,24.121,33.693,35.696,52.033,29.287,265.023,173.372,-18.091,51.257,50.365,22.969,261.907,126.139,-18.308,24.739
0609-1-01-776,Von Bauch in Stand,30.111,30.526,-13.669,23.498,-51.367,134.117,-5.719,51.497,-13.202,13.063,-50.681,75.394,-7.788,18.595,0.944,0.565,-4.969,15.173,-2.54,15.48,5.116,16.664,-4.8,13.017,-2.584,10.72,4.732,12.097,1.097,0.636,8.301,5.391,-1.954,20.542,-2.217,7.819,8.409,2.631,-1.812,18.428,-2.085,4.754,1.18,0.471,6.757,19.869,53.834,16.712,-7.222,22.626,6.619,18.542,53.286,14.161,-7.017,18.812,19.139,22.426,-16.51,24.879,97.195,74.762,22.106,17.767,-16.15,21.596,98.16,67.502,22.359,10.144
