SprungID,Sprungtyp,0_mean_Acc_N_Fil,0_std_Acc_N_Fil,0_mean_Gyro_x_R,0_std_Gyro_x_R,0_mean_Gyro_y_R,0_std_Gyro_y_R,0_mean_Gyro_z_R,0_std_Gyro_z_R,0_mean_Gyro_x_Fil,0_std_Gyro_x_Fil,0_mean_Gyro_y_Fil,0_std_Gyro_y_Fil,0_mean_Gyro_z_Fil,0_std_Gyro_z_Fil,20_mean_Acc_N_Fil,20_std_Acc_N_Fil,20_mean_Gyro_x_R,20_std_Gyro_x_R,20_mean_Gyro_y_R,20_std_Gyro_y_R,20_mean_Gyro_z_R,20_std_Gyro_z_R,20_mean_Gyro_x_Fil,20_std_Gyro_x_Fil,20_mean_Gyro_y_Fil,20_std_Gyro_y_Fil,20_mean_Gyro_z_Fil,20_std_Gyro_z_Fil,40_mean_Acc_N_Fil,40_std_Acc_N_Fil,40_mean_Gyro_x_R,40_std_Gyro_x_R,40_mean_Gyro_y_R,40_std_Gyro_y_R,40_mean_Gyro_z_R,40_std_Gyro_z_R,40_mean_Gyro_x_Fil,40_std_Gyro_x_Fil,40_mean_Gyro_y_Fil,40_std_Gyro_y_Fil,40_mean_Gyro_z_Fil,40_std_Gyro_z_Fil,60_mean_Acc_N_Fil,60_std_Acc_N_Fil,60_mean_Gyro_x_R,60_std_Gyro_x_R,60_mean_Gyro_y_R,60_std_Gyro_y_R,60_mean_Gyro_z_R,60_std_Gyro_z_R,60_mean_Gyro_x_Fil,60_std_Gyro_x_Fil,60_mean_Gyro_y_Fil,60_std_Gyro_y_Fil,60_mean_Gyro_z_Fil,60_std_Gyro_z_Fil,80_mean_Acc_N_Fil,80_std_Acc_N_Fil,80_mean_Gyro_x_R,80_std_Gyro_x_R,80_mean_Gyro_y_R,80_std_Gyro_y_R,80_mean_Gyro_z_R,80_std_Gyro_z_R,80_mean_Gyro_x_Fil,80_std_Gyro_x_Fil,80_mean_Gyro_y_Fil,80_std_Gyro_y_Fil,80_mean_Gyro_z_Fil,80_std_Gyro_z_Fil
0609-1-01-704,Doppelsalto C,33.757,28.027,19.11,17.093,173.783,104.4,3.203,32.433,18.159,9.427,174.969,87.097,1.905,20.882,39.641,11.733,9.73,38.457,527.457,260.87,-3.966,53.841,10.192,29.923,527.592,247.336,-3.469,33.181,52.215,4.604,67.609,49.553,794.335,63.214,-10.887,47.735,65.499,40.899,791.287,55.283,-11.456,32.541,17.772,8.544,36.983,25.275,375.407,164.435,-52.738,25.343,38.658,23.122,377.795,157.545,-51.995,15.704,23.358,25.003,-39.778,33.43,215.198,59.222,-15.217,30.103,-38.428,28.744,210.65,50.584,-16.621,23.873
0609-4-01-491,Strecksprung,26.869,31.801,-12.177,11.515,65.524,75.998,7.807,18.235,-12.162,9.753,65.664,72.119,7.492,13.863,1.035,0.157,-0.24,6.011,-36.109,20.104,10.775,14.649,-0.32,4.988,-36.289,18.3,10.945,12.587,1.041,0.156,2.99,4.006,-27.62,19.78,1.357,9.493,2.882,3.339,-28.001,18.036,1.021,7.993,0.943,0.187,3.203,4.939,-20.987,7.168,-3.622,6.878,3.156,4.487,-20.799,5.119,-2.961,5.07,23.766,29.203,-3.613,18.626,39.062,117.049,-11.339,23.939,-3.138,14.002,39.073,103.421,-11.215,10.661
0609-1-01-594,Salto C,29.536,32.712,10.573,14.242,57.027,119.558,-3.905,24.352,11.55,10.805,60.228,107.013,-5.009,15.639,15.483,3.539,14.476,20.713,412.904,165.929,-18.122,29.678,14.506,13.531,409.366,154.617,-16.762,14.311,4.159,3.372,17.757,10.825,210.236,112.23,-6.323,12.913,17.052,7.825,210.258,109.379,-6.692,8.296,3.468,0.503,-3.025,12.611,74.952,24.645,5.422,22.068,-2.639,11.334,75.575,22.618,5.615,20.515,25.284,31.633,21.021,16.486,194.05,76.207,-7.795,31.474,20.368,12.487,195.047,59.043,-7.507,17.009
0827-BK2-02-73,Salto B,32.764,34.023,13.532,20.947,38.428,98.666,-41.009,19.317,12.779,18.519,39.429,92.837,-40.501,15.817,15.42,8.914,-16.724,25.038,292.409,236.414,-10.015,34.612,-15.881,23.479,291.842,228.761,-11.122,28.628,12.097,9.636,43.051,25.052,336.39,143.325,-44.725,31.643,42.483,21.57,335.748,139.635,-43.356,23.56,3.841,0.988,-0.204,4.754,90.648,17.674,-49.135,7.854,-0.283,4.36,91.512,16.219,-48.501,5.378,27.134,33.857,-3.494,14.922,162.922,74.022,-3.17,31.73,-3.326,12.294,161.886,60.028,-3.786,25.805
20191007-1159-FRANKFURT_1-01-263,Barani A,30.863,32.986,19.279,27.156,-205.038,123.529,53.809,57.375,17.134,26.892,-203.775,105.351,55.94,55.053,9.527,0.83,-121.359,18.956,-151.758,55.865,160.958,30.803,-120.044,20.642,-150.653,49.285,161.028,25.226,9.345,0.32,-118.941,28.589,55.758,75.525,279.752,22.48,-117.645,28.094,55.022,74.23,276.509,21.988,9.454,1.204,-11.982,11.769,197.856,33.165,52.687,68.668,-13.105,10.383,197.51,28.996,54.333,67.17,28.135,31.671,-22.1,32.107,293.632,104.861,-20.476,61.712,-20.614,18.03,296.571,76.46,-20.655,31.194
0609-4-01-335,Salto C,34.231,36.617,-8.243,23.939,91.356,159.527,14.332,22.144,-8.22,15.934,94.171,145.769,14.17,8.764,13.942,4.316,5.304,15.703,396.401,124.26,-9.235,17.685,5.399,12.444,390.677,116.672,-8.854,11.669,4.819,2.366,1.21,11.979,159.549,44.568,7.644,10.257,1.163,9.674,161.954,33.381,7.648,6.839,3.096,0.327,7.298,4.006,121.369,22.318,1.547,4.229,7.168,3.246,121.135,22.144,1.408,4.007,11.545,15.372,3.646,21.358,133.264,113.253,-7.871,22.246,3.564,13.039,127.824,97.001,-8.01,15.029
20190930-1153-FRANKFURT_1-01-200,Salto A,40.917,38.411,12.925,17.921,157.239,61.139,9.956,26.799,13.099,12.02,159.192,50.484,9.518,16.898,6.312,0.465,35.743,22.515,176.957,26.063,25.028,13.445,35.837,21.932,176.797,25.425,24.434,11.169,6.148,0.324,48.659,15.62,210.18,10.429,-10.851,9.061,48.704,14.268,209.843,8.923,-10.443,6.772,5.696,0.585,21.639,19.724,151.938,41.393,-1.607,12.914,21.551,18.444,152.005,40.138,-1.503,12.335,24.501,31.593,30.074,9.737,182.848,81.886,-4.428,30.449,30.125,7.629,182.737,70.158,-3.48,25.681
20190930-1247-FRANKFURT_2-01-270,Rudi,34.221,32.973,-58.596,44.209,-225.688,168.078,95.331,79.726,-58.091,38.502,-223.069,151.695,95.619,59.567,10.307,1.383,6.022,94.324,-70.022,71.513,424.989,132.703,8.682,92.538,-71.435,64.753,423.203,127.263,17.595,3.895,369.853,75.324,-30.104,81.994,588.771,109.93,366.33,70.416,-26.788,72.867,588.129,96.49,10.759,6.402,91.817,89.195,195.098,83.826,283.919,250.053,93.334,87.502,192.315,82.882,285.852,243.51,22.957,28.553,3.436,61.309,300.104,75.195,24.077,118.606,1.812,49.232,299.546,49.693,24.586,67.629
20190930-1616-FRANKFURT_1-01-149,1/2 ein 1/2 aus C,33.958,35.157,146.191,174.344,233.455,91.598,162.553,68.425,147.922,163.019,228.975,78.1,157.034,57.706,27.404,10.028,410.534,40.69,-280.845,200.979,-13.753,118.074,408.746,39.242,-279.709,197.796,-12.58,113.666,49.111,6.592,80.655,144.399,-634.005,86.819,46.703,122.239,80.983,141.646,-628.106,86.401,48.808,122.745,18.91,4.86,-44.596,74.651,7.463,136.419,373.995,79.264,-43.259,66.096,2.672,140.191,368.607,76.992,26.036,25.274,-1.594,47.54,254.457,90.653,15.419,111.613,-2.961,35.262,252.825,71.712,21.361,78.463
20191008-1157-FRANKFURT_1-01-318,Strecksprung,16.308,23.434,1.697,13.834,71.341,55.722,22.615,41.278,1.042,10.186,71.877,45.689,24.23,31.904,1.722,1.07,5.707,19.97,-23.612,34.422,-12.435,27.031,5.745,15.533,-23.857,31.159,-12.635,20.203,1.18,0.453,-12.618,23.647,-43.553,16.29,15.875,24.42,-11.724,21.39,-43.31,11.598,15.079,19.639,1.944,0.601,4.44,10.84,-27.718,19.298,-0.402,10.517,4.179,9.687,-26.845,15.233,0.403,10.248,24.946,32.602,-4.235,20.217,84.428,62.32,4.236,25.574,-4.349,12.854,84.33,53.504,4.366,16.82
20190930-1616-FRANKFURT_1-01-49,Salto C,31.691,29.969,-15.24,17.462,14.527,116.633,14.644,22.189,-13.733,9.036,16.626,107.22,14.692,12.583,20.107,6.267,-9.451,18.084,453.002,229.211,19.47,34.075,-9.056,14.39,449.372,215.489,18.983,25.154,9.841,8.142,3.406,30.114,240.006,142.463,4.92,52.667,2.877,21.641,241.34,135.262,5.166,41.341,4.342,0.243,-1.345,5.077,117.482,16.055,8.882,8.374,-1.397,4.442,117.341,15.319,9.529,7.594,21.053,26.607,18.479,23.527,145.668,67.984,-2.199,56.411,17.173,15.526,143.095,53.052,-1.977,38.118
0827-BK2-02-57,Salto B,27.877,31.08,4.434,24.859,20.264,110.814,-47.246,35.767,4.924,18.687,21.402,99.284,-46.282,20.715,19.117,10.83,9.515,28.46,360.631,231.395,-30.634,49.984,9.23,23.148,358.956,224.023,-30.941,38.86,9.407,8.192,38.02,16.457,287.714,146.346,-31.142,19.638,37.642,11.011,288.05,141.568,-30.763,14.806,3.886,0.755,13.401,11.031,108.811,10.563,-32.997,5.489,13.456,10.329,108.637,8.74,-32.912,4.823,26.568,33.246,-1.009,19.878,119.173,50.197,-6.921,35.061,-1.316,15.568,118.605,37.736,-7.134,25.55
20191008-1207-FRANKFURT_2-01-135,Strecksprung,28.246,34.692,6.789,22.131,89.915,67.552,20.478,32.17,6.637,19.394,90.176,46.318,19.706,25.277,1.31,0.545,12.623,19.907,-23.367,21.592,9.909,29.149,12.386,16.705,-22.585,19.285,9.642,22.548,1.003,0.17,-14.536,4.56,-51.464,6.06,-4.685,13.935,-14.048,3.914,-51.155,4.541,-4.092,12.785,0.88,0.152,-1.79,2.49,-42.955,6.106,3.287,6.349,-2.022,1.557,-43.271,3.639,2.82,5.173,21.612,31.623,-10.797,15.542,28.545,78.665,-2.778,26.406,-10.021,11.264,28.181,68.924,-2.775,11.207
20191008-1207-FRANKFURT_2-01-162,Schraubensalto A,39.209,36.827,84.336,47.637,201.544,76.47,88.564,75.404,82.794,41.725,205.126,70.606,90.307,71.383,6.261,1.618,154.233,34.713,-50.647,72.795,250.945,65.562,153.391,29.958,-49.917,71.192,248.639,37.17,10.013,1.003,45.555,86.006,-182.422,40.788,322.353,48.491,46.348,82.835,-180.202,38.434,322.639,46.639,10.109,1.581,-29.442,12.836,104.131,86.205,282.133,109.367,-29.311,12.568,103.324,84.93,280.874,104.864,16.657,15.99,47.641,53.934,355.43,99.151,28.09,139.13,43.46,42.113,347.168,83.01,39.93,78.484
0609-1-01-114,Strecksprung,30.151,35.451,-1.981,9.067,23.754,41.534,7.573,19.067,-1.86,7.51,27.957,44.474,7.739,16.446,0.537,0.225,-20.139,3.648,-3.21,5.876,24.709,7.435,-19.867,3.068,-3.594,4.697,24.793,6.08,0.681,0.154,-3.864,8.628,-2.701,5.295,0.521,13.847,-3.818,7.976,-2.856,3.92,0.156,13.123,0.564,0.197,12.531,3.314,4.13,8.498,-27.979,7.774,12.385,2.787,4.188,7.58,-27.574,6.948,19.467,26.895,14.636,13.694,18.175,23.311,3.914,20.202,14.622,8.948,17.811,10.092,4.139,11.886
0609-1-01-68,Strecksprung,28.845,32.105,-77.068,22.995,12.293,33.542,-157.572,57.779,-76.228,21.484,13.117,29.417,-155.429,53.401,0.635,0.533,-51.398,21.959,3.232,13.102,-68.694,11.495,-51.623,21.263,2.515,10.236,-69.855,11.455,0.554,0.191,-27.825,4.236,-0.808,18.332,-51.957,5.294,-27.605,3.143,-0.636,16.523,-51.826,3.258,0.532,0.153,-29.982,8.003,12.144,5.501,-73.904,13.347,-30.084,6.812,12.123,3.843,-73.898,12.775,18.311,25.467,-31.396,8.328,-2.737,25.103,-88.367,21.377,-31.61,6.236,-2.674,20.021,-87.826,19.287
0609-1-01-475,Salto C,28.84,30.166,2.042,13.8,47.346,130.96,-15.358,31.71,2.689,10.217,50.765,113.627,-15.276,18.396,18.579,5.928,10.403,29.02,489.424,173.008,0.074,55.904,10.202,23.799,484.272,159.549,0.525,36.81,3.891,2.431,34.167,8.682,193.465,97.554,7.708,11.478,34.054,8.236,194.423,95.304,7.535,8.86,3.659,0.541,19.446,5.111,91.858,5.817,-10.611,15.932,19.356,4.033,92.004,4.504,-10.632,14.891,24.818,31.477,12.337,23.71,128.469,84.855,-14.842,33.979,11.892,19.054,129.061,67.697,-14.85,27.351
0115-MORITZ-03-146,Fliffis- Rudi B,55.016,29.054,3.392,63.326,-483.379,281.739,19.654,75.171,4.476,55.949,-477.425,279.507,19.953,61.59,33.661,12.45,-196.526,108.597,-422.005,281.104,-217.611,271.664,-194.922,96.702,-421.959,273.299,-221.128,269.062,37.865,6.882,-402.391,117.174,-87.054,257.808,-649.265,144.758,-400.202,109.151,-85.728,236.907,-646.191,132.316,25.794,6.6,113.086,89.546,16.668,182.755,-449.858,92.868,108.671,86.221,14.171,178.368,-445.981,93.076,30.835,23.374,-23.169,33.138,352.755,153.713,-9.231,80.942,-23.651,25.858,352.567,136.254,-11.579,73.29
0609-1-01-487,Doppelsalto B,30.875,31.86,19.843,20.684,134.692,186.568,-20.8,50.714,20.344,12.392,138.114,164.976,-20.381,29.155,23.871,10.203,-25.234,21.416,447.965,263.483,-15.46,26.559,-25.11,14.519,444.089,260.046,-15.433,14.997,41.587,7.858,-27.575,29.724,764.217,83.152,-4.441,28.049,-27.234,23.868,761.863,74.187,-4.303,16.26,10.364,3.88,8.387,14.944,280.589,126.493,2.222,18.057,7.49,10.871,282.193,121.621,1.939,11.783,20.32,22.071,11.329,17.626,204.284,41.934,-19.673,24.05,11.334,8.445,201.111,34.859,-18.103,16.625
0609-1-01-372,Doppelsalto B,29.759,31.263,19.406,22.571,154.582,203.618,-17.262,53.375,19.539,20.039,155.184,184.787,-19.905,25.055,27.588,11.581,-23.233,21.206,450.104,314.058,-12.659,41.649,-23.507,12.478,448.171,303.795,-10.052,24.195,44.253,6.999,26.661,34.568,774.785,102.692,-2.558,27.037,27.902,32.296,776.15,86.361,-4.054,15.672,14.364,8.469,61.616,27.855,357.255,202.808,-5.713,21.634,60.775,23.489,356.047,192.909,-5.062,17.515,23.629,27.039,32.589,26.289,186.756,119.764,-3.83,50.485,31.023,20.31,187.001,74.521,-2.91,35.85
20191008-1207-FRANKFURT_2-01-188,Schraubensalto A,35.939,38.983,83.469,41.377,220.006,76.609,99.129,85.508,82.23,30.59,223.91,51.715,100.519,69.989,5.159,0.73,124.887,40.54,-19.214,91.628,262.465,29.092,124.987,37.382,-19.486,89.191,262.095,24.955,11.166,1.487,2.484,98.979,-166.074,62.511,369.303,48.3,2.782,95.727,-163.658,59.561,367.948,44.949,9.198,1.07,-69.792,36.173,118.143,60.06,266.541,57.989,-69.457,35.295,115.837,59.362,266.513,58.448,26.274,32.634,39.995,43.116,286.961,98.071,30.859,100.528,38.983,31.209,284.071,82.57,31.161,76.449
20190930-1247-FRANKFURT_2-01-176,Fliffis C,43.387,24.317,-54.691,51.618,-470.134,236.92,2.067,56.997,-52.376,46.224,-465.422,219.03,2.502,49.624,58.148,5.885,-9.388,37.142,-689.74,55.413,1.412,47.625,-10.985,33.955,-691.011,46.692,0.168,40.486,28.834,14.736,-72.351,103.639,-245.476,323.478,133.727,126.015,-70.746,73.652,-256.769,269.257,136.378,95.985,14.039,1.172,-130.835,37.948,57.3,161.345,284.274,67.81,-131.048,35.195,68.814,115.885,280.871,48.039,29.761,30.508,-40.717,37.406,233.88,67.273,22.627,93.514,-41.85,23.057,232.003,56.138,25.515,76.424
20191007-1524-FRANKFURT_1-01-213,Fliffis- Rudi C,45.52,21.886,-60.13,89.757,-611.012,256.492,31.12,154.277,-58.477,64.805,-599.365,173.674,34.158,71.719,54.621,5.229,-28.267,63.719,-658.997,68.29,100.726,93.607,-30.448,58.428,-662.279,41.919,99.153,75.683,36.887,6.602,-21.427,212.217,-221.928,300.729,673.309,291.141,-13.053,199.556,-229.777,249.052,672.384,274.27,38.802,8.041,261.397,241.143,-98.994,207.465,907.927,131.462,257.612,216.117,-88.921,178.767,902.358,116.381,24.588,18.695,113.479,85.335,396.473,150.768,158.545,300.148,105.067,70.665,384.558,109.033,179.541,227.506
0609-4-01-225,Schraubensalto C,37.238,36.654,49.397,36.425,187.316,72.733,107.55,45.749,49.6,35.364,188.576,62.872,106.353,40.265,8.091,2.899,211.765,58.698,-7.561,102.048,328.167,91.086,209.431,55.666,-7.175,99.392,327.44,89.546,13.392,1.587,-56.43,85.971,-40.76,121.527,411.26,68.594,-54.462,84.947,-40.125,117.813,409.993,67.415,7.404,0.831,-66.11,38.032,152.015,4.501,163.238,42.776,-66.121,37.167,151.774,2.77,163.815,43.457,21.742,26.381,26.265,14.809,194.707,57.259,28.098,38.262,25.268,13.663,192.791,45.201,28.887,35.489
0827-BK1-01-68,Salto B,36.867,36.017,7.656,18.895,21.929,148.452,17.773,28.417,7.041,15.679,25.483,134.205,15.401,22.201,18.763,9.469,-16.34,34.675,396.573,175.767,13.02,32.958,-16.491,31.061,390.75,172.704,13.542,28.882,5.978,4.414,5.131,18.43,200.673,82.11,13.174,9.407,5.508,14.948,202.646,76.725,13.616,8.198,3.56,0.449,22.245,4.198,145.904,12.401,7.948,8.17,22.095,3.422,145.124,12.084,7.907,7.319,22.039,28.967,5.345,17.2,106.359,72.687,-5.729,33.629,5.846,11.11,105.727,57.594,-4.928,19.033
20190930-1247-FRANKFURT_2-01-28,Salto C,33.524,33.65,0.773,27.195,42.453,111.6,13.091,27.417,0.358,17.276,43.657,100.656,12.517,13.507,16.905,5.001,-4.854,16.137,391.363,201.808,7.607,13.348,-5.164,14.778,388.6,193.46,8.682,7.722,8.641,6.742,-7.922,8.465,252.93,127.787,-7.18,38.386,-7.708,6.11,253.713,122.17,-8.238,31.017,5.191,0.39,-12.128,12.328,128.452,12.359,-16.669,11.728,-12.209,11.372,128.312,12.063,-15.504,10.554,25.752,31.884,-13.803,30.134,185.045,97.74,13.189,61.685,-14.755,19.144,185.331,82.734,12.644,33.812
20191007-1150-FRANKFURT_2-01-43,Cody C,42.417,34.126,9.543,27.242,-39.586,117.357,37.816,45.611,9.253,16.795,-34.191,79.649,37.743,20.383,25.392,7.018,18.158,20.204,524.074,189.094,-28.239,34.199,17.715,13.39,519.757,175.89,-27.416,18.337,17.854,9.552,-13.093,23.979,365.642,161.564,-27.196,61.914,-11.86,10.82,368.03,120.665,-28.138,23.727,7.866,1.277,-1.976,11.898,131.413,18.999,-9.792,21.087,-2.471,9.02,133.295,15.947,-9.481,15.559,19.227,21.901,-29.028,20.242,231.251,56.28,-12.872,69.167,-28.408,13.115,226.691,43.156,-14.443,56.062
0609-1-01-119,Strecksprung,34.995,34.377,5.738,21.741,52.423,48.951,2.174,38.243,5.297,18.585,52.984,46.886,3.162,34.235,1.181,0.427,3.237,6.489,-1.404,13.104,13.81,50.009,2.498,4.989,-1.887,8.849,13.432,45.37,0.419,0.176,-2.312,5.537,-19.872,10.379,-17.308,25.739,-1.98,4.699,-19.313,9.463,-17.727,23.483,0.281,0.081,5.972,3.195,-24.484,7.086,-10.956,7.576,5.883,2.678,-24.519,6.323,-10.77,6.508,20.234,27.507,0.742,11.868,12.046,49.216,11.798,15.785,0.319,8.342,11.367,44.501,11.241,10.744
20191007-1534-FRANKFURT_2-01-75,Fliffis B,55.922,19.28,-33.831,35.421,-602.083,252.543,101.981,50.284,-33.861,31.626,-597.61,242.421,100.975,33.093,41.476,1.611,-87.609,12.017,-713.703,49.118,112.098,21.0,-87.301,9.46,-712.49,49.228,113.406,16.293,21.606,4.425,-41.905,56.174,-212.949,230.171,292.698,82.003,-43.394,50.741,-213.965,226.224,292.808,79.766,17.332,1.31,-41.389,63.819,199.27,50.368,267.809,126.243,-40.112,54.542,198.223,46.537,264.894,117.553,29.265,19.564,23.447,19.407,360.991,60.738,-25.248,48.317,23.138,7.834,357.786,38.992,-24.397,44.009
20191001-1148-FRANKFURT_1-01-144,3/4 Salto vw A,24.781,30.532,14.021,12.706,-25.959,85.489,8.469,34.096,12.717,10.193,-30.285,52.454,6.077,16.808,1.696,0.78,6.897,5.711,-62.706,77.615,1.09,12.295,6.749,3.632,-63.701,69.197,1.307,9.378,2.013,0.598,12.22,5.786,-206.939,30.838,13.762,11.702,12.07,4.217,-207.475,30.38,13.596,10.173,5.901,1.308,16.891,6.865,-301.957,15.013,9.382,15.106,16.826,5.098,-301.135,12.294,9.857,11.424,33.647,35.758,5.823,15.764,-179.923,272.086,17.668,128.443,6.168,4.547,-182.21,128.243,16.822,24.68
0609-1-01-844,Strecksprung,34.329,35.324,-0.014,14.396,2.456,44.348,21.331,22.94,0.154,10.295,4.661,42.626,18.783,15.121,0.564,0.248,-4.521,6.97,-18.628,5.225,-11.65,5.255,-4.494,5.994,-18.706,3.31,-10.968,3.371,0.396,0.129,1.593,2.613,-17.664,5.25,-12.766,9.978,1.467,1.772,-17.371,4.122,-13.275,7.723,0.424,0.153,8.101,4.446,-7.344,10.436,-17.254,5.803,8.154,3.382,-7.4,8.441,-17.071,2.825,15.36,21.933,0.162,10.476,19.473,18.158,11.921,20.756,0.96,7.356,18.965,11.473,11.605,16.595
20191001-1148-FRANKFURT_1-01-120,Salto rw A,24.352,28.536,-0.582,20.981,224.957,79.354,-19.495,60.312,-0.207,13.716,219.966,54.767,-14.898,28.726,7.618,1.453,-4.918,17.997,227.016,37.539,18.292,24.756,-5.237,11.376,226.065,33.452,18.214,16.295,6.43,0.54,12.484,4.665,204.367,42.171,6.867,12.731,12.01,4.466,204.789,39.345,6.403,10.894,6.603,0.552,13.997,5.724,157.244,17.074,-13.499,7.716,13.693,3.424,158.151,14.832,-13.191,3.895,29.512,32.815,-12.63,23.676,186.454,124.073,-16.897,60.515,-12.12,17.045,188.976,87.479,-19.294,26.19
20191007-1150-FRANKFURT_2-01-71,Schraubensalto A,33.666,28.538,94.742,53.914,186.162,36.421,74.183,59.189,94.306,47.451,186.464,21.855,78.434,46.684,6.111,1.885,198.8,33.586,17.387,88.476,258.772,59.932,198.34,29.49,16.651,88.034,258.866,54.794,16.99,4.257,81.093,77.209,-151.07,184.806,516.931,64.884,79.692,69.936,-148.87,162.705,512.221,60.54,12.942,2.008,-44.885,44.149,196.879,59.435,227.586,100.995,-42.374,40.11,198.894,42.778,229.571,102.125,14.867,16.946,59.88,45.015,316.508,55.925,37.387,67.405,58.259,37.268,311.609,42.118,41.092,34.778
20190930-1247-FRANKFURT_2-01-247,Fliffis C,51.987,31.52,-56.646,91.207,-277.15,280.863,19.275,78.754,-56.662,79.823,-274.132,269.076,18.931,68.242,48.837,8.219,-13.327,13.816,-661.405,42.157,-22.798,24.17,-14.508,11.85,-660.917,34.912,-22.893,19.22,38.714,17.402,-93.348,67.479,-445.394,278.226,103.624,82.204,-90.219,63.972,-446.719,263.534,102.345,67.892,14.386,4.436,-120.73,101.749,45.14,185.846,269.83,148.768,-122.486,75.994,47.629,79.802,269.354,33.374,20.173,21.729,-47.377,37.764,206.238,38.438,81.883,118.081,-46.964,27.7,202.698,26.412,82.808,103.046
0609-1-01-308,Doppelsalto B,33.986,32.852,20.764,26.578,192.341,152.331,-38.614,50.845,20.508,15.169,190.527,138.994,-36.249,33.363,21.495,9.007,-33.288,25.101,280.116,330.834,11.295,61.238,-32.615,20.208,281.319,312.145,9.014,27.436,38.266,4.713,-9.849,27.812,748.338,72.6,19.536,19.739,-9.906,25.312,746.422,65.732,19.672,11.495,24.17,11.93,61.124,25.511,459.963,184.048,-20.016,31.537,60.838,20.189,461.248,174.133,-19.845,23.364,22.083,20.599,34.703,7.845,270.565,70.56,-19.83,25.797,34.592,4.432,267.465,60.144,-19.877,14.12
20191008-1207-FRANKFURT_2-01-143,Salto A,36.946,37.905,42.06,42.843,161.432,92.366,-22.338,130.114,38.219,21.252,164.799,69.855,-24.03,59.306,10.074,1.377,5.873,15.938,156.73,122.604,-22.147,13.621,6.296,14.021,157.993,114.574,-21.711,7.183,7.073,0.601,28.762,8.781,252.589,16.674,-15.513,8.898,28.736,6.316,252.15,15.345,-15.299,6.823,6.917,0.625,34.125,5.619,160.801,16.209,-3.817,6.472,34.096,4.44,161.373,16.113,-4.298,4.967,25.377,31.443,75.512,61.868,273.63,197.569,-37.465,106.431,71.654,25.313,284.103,116.355,-33.928,35.505
0115-JANEIKE-01-28,Strecksprung,28.8,36.009,-14.842,23.162,93.925,57.037,4.831,22.496,-15.048,17.693,93.188,49.661,3.639,12.639,0.591,0.467,-6.81,6.784,-37.673,27.587,3.206,14.261,-6.112,6.073,-36.578,23.492,3.986,7.762,0.275,0.14,9.556,4.394,-34.262,5.956,-12.201,5.141,9.454,3.512,-34.386,3.362,-12.072,4.197,0.514,0.077,7.929,3.037,-42.511,5.864,-6.214,5.931,7.83,2.089,-42.545,5.4,-6.286,4.264,23.376,33.466,-0.894,17.099,26.833,89.951,4.074,23.589,-1.188,10.545,26.312,84.018,3.93,7.348
20191001-1148-FRANKFURT_1-01-124,Salto rw C,26.555,24.782,-4.007,28.598,73.477,217.931,29.236,67.238,-2.777,18.959,64.962,183.518,25.439,32.319,13.731,5.62,34.206,14.281,451.504,320.881,-35.052,43.543,32.275,11.728,447.596,272.37,-35.618,27.117,8.824,6.66,13.634,28.907,230.782,222.832,-4.382,87.136,14.063,14.673,232.564,159.778,-2.981,26.793,4.648,1.307,8.287,4.297,127.273,34.805,0.708,14.975,8.558,2.559,127.939,31.801,0.469,11.406,29.469,33.811,-9.207,36.352,171.156,114.736,-16.36,45.933,-9.531,22.579,173.143,89.643,-19.08,17.135
0609-4-01-560,Barani C,35.589,31.143,-8.049,23.464,-223.307,189.08,39.633,55.718,-7.97,18.074,-223.603,177.444,40.194,30.58,13.654,3.417,-0.578,16.828,-300.632,158.756,145.202,57.281,-0.522,15.47,-298.996,153.667,144.463,54.479,8.253,1.681,-1.242,38.835,26.134,46.697,258.857,28.252,-1.427,35.975,25.061,46.322,258.142,25.43,4.556,0.623,-15.62,13.348,116.73,9.298,138.363,43.097,-16.165,12.386,116.699,6.776,138.013,43.444,26.052,29.367,-5.517,30.375,159.069,50.591,31.294,38.537,-4.784,23.224,158.624,38.711,32.274,30.89
20190930-1247-FRANKFURT_2-01-224,Salto C,31.094,35.198,-0.731,51.571,107.173,85.306,5.883,56.638,1.267,40.503,107.555,78.26,5.722,37.392,7.121,1.166,15.457,6.114,156.713,85.707,-22.251,7.592,15.433,5.131,157.998,85.133,-21.949,4.886,8.991,0.837,6.847,3.455,305.046,45.993,-0.655,5.052,6.607,2.764,303.204,43.282,-1.463,3.092,6.142,0.609,-4.932,3.875,214.822,11.928,4.02,11.14,-4.626,3.343,214.951,7.323,4.045,8.92,21.754,28.629,-1.622,13.491,193.225,59.183,-5.559,26.233,-2.832,7.624,192.675,47.426,-4.639,13.433
20191008-1207-FRANKFURT_2-01-141,Salto B,32.407,34.521,7.778,26.193,39.43,171.943,-21.994,62.492,9.857,18.868,34.34,146.631,-15.502,26.928,14.323,6.343,-4.801,23.689,170.029,308.832,-12.384,48.394,-4.904,20.41,171.126,296.659,-13.203,30.798,24.509,11.761,53.636,19.241,519.7,173.39,-34.974,34.182,52.801,16.019,516.789,167.769,-35.233,25.811,4.29,1.263,4.281,13.975,96.054,31.263,-13.921,16.375,4.617,11.615,97.772,28.268,-13.689,6.959,23.69,31.146,19.513,36.278,184.036,135.624,-0.627,40.71,16.673,16.824,180.764,109.094,0.673,22.977
