SprungID,Sprungtyp,mean_Acc_N_Fil,std_Acc_N_Fil,mean_Gyro_x_R,std_Gyro_x_R,mean_Gyro_y_R,std_Gyro_y_R,mean_Gyro_z_R,std_Gyro_z_R,mean_Gyro_x_Fil,std_Gyro_x_Fil,mean_Gyro_y_Fil,std_Gyro_y_Fil,mean_Gyro_z_Fil,std_Gyro_z_Fil
generated_Mean_Salto C,Salto C,3.958,0.093,6.242,1.277,135.623,2.224,-2.288,1.782,6.179,0.609,136.384,1.378,-2.576,0.729
generated_Mean_Salto C,Salto C,3.969,0.085,6.268,1.298,133.033,2.089,-2.111,1.717,6.206,0.618,133.419,1.235,-2.453,0.637
generated_Mean_Salto C,Salto C,3.991,0.073,6.044,1.202,130.313,2.015,-2.363,1.499,6.186,0.584,130.707,1.179,-2.532,0.569
generated_Mean_Salto C,Salto C,4.006,0.069,6.24,1.088,128.061,1.758,-2.693,1.619,6.269,0.524,128.2,1.12,-2.739,0.61
generated_Mean_Salto C,Salto C,4.007,0.066,6.61,1.096,125.702,1.807,-3.073,1.626,6.357,0.499,125.77,1.087,-2.95,0.616
generated_Mean_Salto C,Salto C,4.007,0.062,6.381,0.996,123.348,1.808,-3.034,1.638,6.28,0.462,123.374,1.079,-3.106,0.598
generated_Mean_Salto C,Salto C,4.002,0.062,6.196,1.096,120.758,1.674,-3.248,1.672,6.131,0.459,120.995,1.024,-3.331,0.582
generated_Mean_Salto C,Salto C,3.985,0.063,6.115,1.027,118.482,1.756,-3.645,1.587,5.932,0.442,118.763,0.992,-3.615,0.566
generated_Mean_Salto C,Salto C,3.958,0.064,5.593,1.075,116.609,1.571,-4.17,1.645,5.618,0.461,116.702,0.987,-3.856,0.602
generated_Mean_Salto C,Salto C,3.939,0.065,5.082,1.115,114.588,1.669,-3.81,1.567,5.321,0.468,114.722,1.012,-3.92,0.598
generated_Mean_Salto C,Salto C,3.925,0.061,5.137,1.027,112.722,1.672,-3.877,1.59,5.18,0.456,112.82,1.06,-4.041,0.603
generated_Mean_Salto C,Salto C,3.906,0.06,5.264,0.956,111.064,1.855,-4.283,1.566,5.077,0.476,110.982,1.155,-4.314,0.63
generated_Mean_Salto C,Salto C,3.894,0.058,5.053,1.068,109.056,1.891,-4.774,1.624,4.825,0.494,109.06,1.228,-4.614,0.672
generated_Mean_Salto C,Salto C,3.894,0.058,4.632,1.086,106.849,1.874,-4.726,1.657,4.397,0.511,107.045,1.253,-4.82,0.696
generated_Mean_Salto C,Salto C,3.908,0.066,3.811,1.083,104.746,1.894,-5.159,1.597,3.815,0.512,105.129,1.299,-5.05,0.71
generated_Mean_Salto C,Salto C,3.91,0.069,3.026,1.038,103.275,2.064,-5.404,1.753,3.222,0.522,103.433,1.397,-5.241,0.751
generated_Mean_Salto C,Salto C,3.913,0.063,2.655,1.145,102.206,2.178,-5.354,1.695,2.725,0.545,101.787,1.483,-5.348,0.761
generated_Mean_Salto C,Salto C,3.925,0.072,2.297,1.128,99.993,2.351,-5.304,1.851,2.258,0.569,99.894,1.566,-5.428,0.808
generated_Mean_Salto C,Salto C,3.956,0.068,1.813,1.262,97.74,2.288,-5.45,1.911,1.753,0.619,97.915,1.571,-5.584,0.8
generated_Mean_Salto C,Salto C,4.023,0.067,1.232,1.263,95.574,2.456,-5.831,2.087,1.198,0.648,96.062,1.612,-5.841,0.813
generated_Mean_Salto C,Salto C,4.118,0.074,0.932,1.372,94.083,2.589,-6.541,2.098,0.576,0.657,94.496,1.657,-6.097,0.852
generated_Mean_Salto C,Salto C,4.235,0.081,-0.05,1.329,92.564,2.618,-6.516,2.311,-0.306,0.695,93.246,1.646,-6.031,0.902
generated_Mean_Salto C,Salto C,4.374,0.085,-1.426,1.414,92.333,3.029,-5.917,2.547,-1.391,0.747,92.4,1.75,-5.56,0.975
generated_Mean_Salto C,Salto C,4.528,0.095,-2.508,1.419,91.601,2.794,-5.472,2.522,-2.479,0.736,91.692,1.663,-4.689,1.027
generated_Mean_Salto C,Salto C,4.735,0.103,-3.698,1.447,90.258,2.691,-4.029,2.665,-3.518,0.757,91.161,1.64,-3.134,1.161
generated_Mean_Salto C,Salto C,4.993,0.112,-4.744,1.646,90.117,2.951,-0.927,2.999,-4.414,0.834,91.275,1.697,-0.866,1.413
generated_Mean_Salto C,Salto C,5.256,0.127,-5.629,1.61,90.426,3.154,1.529,3.101,-4.988,0.88,92.31,1.807,1.684,1.549
generated_Mean_Salto C,Salto C,5.485,0.145,-6.14,1.872,92.355,3.627,4.913,3.652,-4.982,0.923,94.936,2.056,4.299,1.771
generated_Mean_Salto C,Salto C,5.609,0.171,-5.12,2.078,95.493,3.88,8.128,4.2,-4.045,1.02,99.935,2.427,6.379,1.948
generated_Mean_Salto C,Salto C,5.537,0.235,-2.731,2.416,104.597,5.592,9.248,4.515,-2.233,1.158,108.604,3.525,7.004,1.862
generated_Mean_Salto C,Salto C,5.269,0.307,0.396,2.676,118.766,6.794,7.003,5.128,-0.03,1.268,120.772,4.358,5.773,1.882
generated_Mean_Salto C,Salto C,5.164,0.515,2.363,2.769,132.264,7.491,4.215,6.209,1.97,1.309,135.038,4.995,3.302,2.328
generated_Mean_Salto C,Salto C,5.672,0.861,3.225,3.123,147.144,8.844,-0.745,7.367,3.71,1.475,151.709,6.105,0.194,2.778
generated_Mean_Salto C,Salto C,8.076,1.311,4.115,3.759,167.756,11.801,-2.42,7.945,5.823,1.808,172.118,7.668,-2.441,2.916
generated_Mean_Salto C,Salto C,13.644,2.135,8.343,4.444,197.614,15.561,-3.621,8.866,9.084,2.076,196.398,9.167,-5.009,3.278
generated_Mean_Salto C,Salto C,21.981,2.969,14.694,5.966,235.144,19.032,-10.55,11.82,12.703,2.546,220.206,9.893,-8.375,3.711
generated_Mean_Salto C,Salto C,33.219,3.893,18.168,7.601,260.686,21.182,-14.148,12.956,14.607,2.753,232.374,10.515,-10.343,3.34
generated_Mean_Salto C,Salto C,47.157,4.501,12.8,8.464,239.234,25.209,-10.03,15.768,13.947,2.553,222.653,11.537,-9.557,3.916
generated_Mean_Salto C,Salto C,62.187,4.625,9.998,8.501,202.797,20.909,-6.386,15.926,14.15,2.457,198.076,10.316,-8.276,3.86
generated_Mean_Salto C,Salto C,77.812,4.854,22.03,10.116,172.611,19.467,-10.578,18.812,17.047,2.574,168.286,10.355,-7.983,3.477
generated_Mean_Salto C,Salto C,92.402,3.685,23.756,13.658,131.023,31.377,-8.027,25.316,16.89,2.718,134.953,12.174,-6.246,3.552
generated_Mean_Strecksprung,Strecksprung,91.582,1.04,0.007,5.466,94.273,11.642,-2.531,14.61,0.924,1.605,100.612,3.438,-6.46,2.72
generated_Mean_Strecksprung,Strecksprung,90.021,1.543,0.796,4.341,91.965,8.422,-6.912,9.272,0.558,1.582,96.064,2.961,-6.323,2.455
generated_Mean_Strecksprung,Strecksprung,84.146,2.487,0.02,3.384,93.961,5.804,-7.256,6.701,0.141,1.501,94.522,2.554,-6.138,2.501
generated_Mean_Strecksprung,Strecksprung,74.946,3.18,-0.685,3.117,96.111,4.816,-4.921,4.722,-0.142,1.449,93.74,2.432,-5.292,2.218
generated_Mean_Strecksprung,Strecksprung,63.74,3.595,-0.004,2.692,93.191,4.917,-4.613,4.651,-0.17,1.331,91.507,2.306,-4.596,2.055
generated_Mean_Strecksprung,Strecksprung,51.701,3.691,0.107,2.613,89.433,4.771,-4.715,4.122,-0.295,1.278,87.682,2.555,-3.875,1.915
generated_Mean_Strecksprung,Strecksprung,39.793,3.524,-0.254,2.444,84.19,5.186,-3.334,4.238,-0.77,1.247,82.358,2.801,-2.562,2.002
generated_Mean_Strecksprung,Strecksprung,28.794,3.144,-1.713,2.593,76.867,5.538,-1.345,4.469,-1.618,1.398,75.839,2.961,-0.471,2.075
generated_Mean_Strecksprung,Strecksprung,19.333,2.598,-2.865,2.835,69.883,6.27,2.16,5.018,-2.411,1.547,68.724,3.263,2.223,2.219
generated_Mean_Strecksprung,Strecksprung,11.979,1.885,-3.468,2.896,63.413,7.349,6.592,6.139,-2.784,1.609,60.873,3.627,4.903,2.39
generated_Mean_Strecksprung,Strecksprung,7.101,1.201,-3.134,3.137,51.894,9.173,8.453,6.236,-2.57,1.671,51.479,4.189,6.424,2.223
generated_Mean_Strecksprung,Strecksprung,4.452,0.725,-1.945,3.629,37.865,10.22,7.778,6.42,-1.942,1.709,41.962,4.523,6.562,2.476
generated_Mean_Strecksprung,Strecksprung,3.195,0.44,-0.884,3.521,30.051,10.959,5.614,7.28,-1.378,1.6,35.402,4.564,5.951,2.881
generated_Mean_Strecksprung,Strecksprung,2.689,0.292,-0.925,3.674,30.753,9.522,5.113,7.417,-1.162,1.607,32.676,4.19,5.574,2.827
generated_Mean_Strecksprung,Strecksprung,2.444,0.256,-1.07,3.66,33.13,9.096,4.86,7.084,-1.144,1.643,31.418,3.903,5.468,2.693
generated_Mean_Strecksprung,Strecksprung,2.257,0.234,-1.257,3.116,31.323,8.57,5.261,7.16,-1.18,1.531,28.886,3.831,5.686,2.71
generated_Mean_Strecksprung,Strecksprung,2.158,0.213,-1.201,3.004,25.927,7.694,6.941,6.485,-1.173,1.429,24.605,3.731,6.052,2.546
generated_Mean_Strecksprung,Strecksprung,2.067,0.191,-1.094,2.885,18.901,7.421,6.408,5.9,-1.11,1.416,19.391,3.344,5.844,2.416
generated_Mean_Strecksprung,Strecksprung,1.93,0.173,-1.089,2.708,12.904,5.885,5.207,5.382,-1.039,1.312,14.482,2.772,5.392,2.142
generated_Mean_Strecksprung,Strecksprung,1.756,0.155,-1.205,2.412,9.441,5.399,5.181,5.225,-0.886,1.192,10.768,2.418,4.992,2.035
generated_Mean_Strecksprung,Strecksprung,1.595,0.133,-0.869,2.384,7.154,4.655,4.32,4.902,-0.512,1.166,8.009,2.156,4.413,1.977
generated_Mean_Strecksprung,Strecksprung,1.483,0.119,0.249,2.119,5.572,4.165,3.506,4.97,0.076,1.045,5.818,1.892,3.936,2.055
generated_Mean_Strecksprung,Strecksprung,1.426,0.104,0.852,2.07,3.951,3.966,3.729,4.657,0.532,0.986,3.579,1.829,3.832,1.95
generated_Mean_Strecksprung,Strecksprung,1.386,0.094,1.085,2.144,1.322,3.853,3.872,4.014,0.717,0.989,1.007,1.787,3.903,1.77
generated_Mean_Strecksprung,Strecksprung,1.316,0.094,0.83,1.848,-1.762,3.406,4.31,4.07,0.677,0.947,-1.787,1.661,3.936,1.729
generated_Mean_Strecksprung,Strecksprung,1.253,0.087,0.511,1.988,-4.61,3.189,3.508,3.394,0.525,0.958,-4.645,1.568,3.698,1.505
generated_Mean_Strecksprung,Strecksprung,1.214,0.081,0.309,1.721,-7.467,3.107,3.538,3.514,0.369,0.88,-7.507,1.495,3.499,1.351
generated_Mean_Strecksprung,Strecksprung,1.197,0.071,0.038,1.724,-10.556,2.969,3.731,3.079,0.268,0.839,-10.363,1.52,3.224,1.232
generated_Mean_Strecksprung,Strecksprung,1.17,0.071,0.156,1.653,-12.979,2.808,2.757,2.797,0.307,0.835,-13.117,1.455,2.666,1.162
generated_Mean_Strecksprung,Strecksprung,1.15,0.064,0.293,1.455,-15.816,2.793,1.909,2.882,0.45,0.734,-15.907,1.384,2.013,1.226
generated_Mean_Strecksprung,Strecksprung,1.126,0.055,0.72,1.481,-18.795,2.465,1.081,2.844,0.681,0.716,-18.754,1.338,1.461,1.282
generated_Mean_Strecksprung,Strecksprung,1.094,0.056,1.03,1.222,-21.766,2.367,0.676,2.881,0.913,0.63,-21.589,1.266,1.168,1.291
generated_Mean_Strecksprung,Strecksprung,1.043,0.051,1.038,1.137,-24.714,2.288,1.025,2.621,1.1,0.588,-24.32,1.223,1.235,1.269
generated_Mean_Strecksprung,Strecksprung,0.994,0.048,1.263,1.175,-27.431,2.183,1.544,2.389,1.334,0.573,-26.796,1.157,1.464,1.191
generated_Mean_Strecksprung,Strecksprung,0.98,0.051,1.629,1.136,-29.227,2.049,1.656,2.424,1.622,0.577,-28.818,1.109,1.635,1.134
generated_Mean_Strecksprung,Strecksprung,0.989,0.055,2.113,1.157,-30.703,2.152,1.676,2.498,1.893,0.584,-30.504,1.137,1.805,1.188
generated_Mean_Strecksprung,Strecksprung,0.99,0.053,2.313,1.116,-32.076,2.068,2.232,2.444,2.018,0.553,-32.011,1.129,1.985,1.171
generated_Mean_Strecksprung,Strecksprung,0.993,0.048,2.113,1.026,-33.559,1.986,2.264,2.382,1.92,0.549,-33.415,1.097,1.964,1.173
generated_Mean_Strecksprung,Strecksprung,0.995,0.046,1.708,1.078,-34.87,1.915,1.963,2.252,1.67,0.57,-34.701,1.056,1.725,1.122
generated_Mean_Strecksprung,Strecksprung,0.978,0.048,1.473,1.114,-36.108,2.021,1.324,2.188,1.354,0.583,-35.871,1.034,1.35,1.125
generated_Mean_Strecksprung,Strecksprung,0.959,0.048,1.02,1.065,-37.157,1.977,1.263,2.263,0.947,0.568,-36.871,1.004,0.939,1.158
generated_Mean_Strecksprung,Strecksprung,0.962,0.044,0.416,1.099,-37.981,1.947,0.201,2.416,0.48,0.58,-37.651,0.974,0.334,1.13
generated_Mean_Strecksprung,Strecksprung,0.973,0.047,-0.0,1.12,-38.505,1.957,-0.635,2.086,0.053,0.593,-38.171,1.039,-0.186,1.025
generated_Mean_Strecksprung,Strecksprung,0.983,0.044,-0.401,1.059,-38.767,1.973,-0.398,2.272,-0.306,0.563,-38.486,0.997,-0.369,1.069
generated_Mean_Strecksprung,Strecksprung,0.993,0.042,-0.568,1.072,-39.061,1.833,-0.265,2.221,-0.577,0.559,-38.615,0.943,-0.464,1.129
generated_Mean_Strecksprung,Strecksprung,1.005,0.04,-0.801,1.0,-38.415,1.914,-0.905,2.233,-0.823,0.52,-38.47,0.938,-0.675,1.08
generated_Mean_Strecksprung,Strecksprung,1.005,0.041,-1.282,1.041,-38.471,1.858,-1.254,2.038,-1.078,0.501,-38.308,0.928,-0.76,1.004
generated_Mean_Strecksprung,Strecksprung,0.997,0.043,-1.486,1.075,-38.303,1.695,-0.688,1.949,-1.226,0.535,-38.073,0.878,-0.54,0.929
generated_Mean_Strecksprung,Strecksprung,0.989,0.042,-1.22,1.011,-37.802,1.77,-0.192,1.922,-1.215,0.535,-37.662,0.898,-0.198,0.907
generated_Mean_Strecksprung,Strecksprung,0.989,0.039,-1.096,1.027,-36.842,1.814,-0.052,2.002,-1.175,0.563,-37.172,0.908,0.151,0.973
generated_Mean_Strecksprung,Strecksprung,0.989,0.039,-1.039,1.04,-36.512,1.634,0.387,1.829,-1.179,0.594,-36.901,0.835,0.641,0.958
generated_Mean_Strecksprung,Strecksprung,0.975,0.043,-1.131,1.094,-36.891,1.677,1.351,1.933,-1.259,0.626,-36.854,0.847,1.276,0.972
generated_Mean_Strecksprung,Strecksprung,0.964,0.038,-1.382,1.156,-36.95,1.68,2.069,2.064,-1.417,0.629,-36.803,0.841,1.847,0.962
generated_Mean_Strecksprung,Strecksprung,0.968,0.04,-1.655,1.102,-36.683,1.496,2.478,1.893,-1.604,0.58,-36.65,0.774,2.277,0.887
generated_Mean_Strecksprung,Strecksprung,0.973,0.041,-1.767,1.032,-36.584,1.649,2.77,1.821,-1.785,0.513,-36.439,0.767,2.583,0.893
generated_Mean_Strecksprung,Strecksprung,0.981,0.037,-2.098,0.909,-36.416,1.674,2.833,1.815,-1.97,0.443,-36.125,0.745,2.79,0.909
generated_Mean_Strecksprung,Strecksprung,0.99,0.035,-2.23,0.906,-35.875,1.559,2.84,1.885,-2.084,0.454,-35.598,0.7,2.96,0.911
generated_Mean_Strecksprung,Strecksprung,0.983,0.038,-2.261,0.91,-34.941,1.601,3.29,1.782,-2.091,0.487,-34.886,0.759,3.152,0.865
generated_Mean_Strecksprung,Strecksprung,0.976,0.036,-2.051,0.957,-33.923,1.537,3.552,1.788,-1.984,0.492,-34.155,0.749,3.244,0.863
generated_Mean_Strecksprung,Strecksprung,0.978,0.035,-1.826,0.941,-33.583,1.478,3.338,1.794,-1.827,0.493,-33.539,0.712,3.129,0.875
generated_Mean_Strecksprung,Strecksprung,0.981,0.035,-1.558,0.998,-32.951,1.505,2.996,1.742,-1.69,0.5,-32.911,0.725,2.843,0.893
generated_Mean_Strecksprung,Strecksprung,0.989,0.037,-1.562,0.966,-32.148,1.53,2.286,1.876,-1.64,0.487,-32.29,0.755,2.449,0.902
generated_Mean_Strecksprung,Strecksprung,0.992,0.038,-1.66,0.983,-31.77,1.662,2.029,1.647,-1.646,0.494,-31.757,0.797,2.146,0.83
generated_Mean_Strecksprung,Strecksprung,0.997,0.039,-1.681,0.978,-31.259,1.613,1.911,1.854,-1.631,0.491,-31.246,0.786,1.954,0.868
generated_Mean_Strecksprung,Strecksprung,1.003,0.036,-1.559,0.947,-30.641,1.557,2.002,1.754,-1.593,0.485,-30.718,0.792,1.777,0.848
generated_Mean_Strecksprung,Strecksprung,1.007,0.036,-1.53,0.949,-29.984,1.604,1.542,1.704,-1.606,0.496,-30.229,0.791,1.456,0.875
generated_Mean_Strecksprung,Strecksprung,1.009,0.036,-1.697,0.963,-29.859,1.453,0.894,1.718,-1.677,0.505,-29.892,0.748,1.075,0.823
generated_Mean_Strecksprung,Strecksprung,1.003,0.036,-1.733,0.971,-29.677,1.523,0.592,1.636,-1.749,0.506,-29.611,0.756,0.831,0.79
generated_Mean_Strecksprung,Strecksprung,0.991,0.037,-1.876,0.928,-29.377,1.579,0.758,1.654,-1.816,0.48,-29.291,0.736,0.727,0.786
generated_Mean_Strecksprung,Strecksprung,0.977,0.035,-1.901,0.94,-29.036,1.477,0.449,1.648,-1.837,0.459,-28.925,0.75,0.619,0.796
generated_Mean_Strecksprung,Strecksprung,0.965,0.036,-1.81,0.9,-28.517,1.546,0.37,1.637,-1.804,0.454,-28.477,0.76,0.608,0.794
generated_Mean_Strecksprung,Strecksprung,0.96,0.035,-1.742,0.902,-27.931,1.599,0.621,1.759,-1.754,0.472,-27.994,0.754,0.799,0.794
generated_Mean_Strecksprung,Strecksprung,0.966,0.039,-1.757,0.906,-27.724,1.626,1.432,1.632,-1.694,0.457,-27.567,0.786,1.12,0.758
generated_Mean_Strecksprung,Strecksprung,0.973,0.039,-1.642,0.91,-27.419,1.713,1.708,1.799,-1.591,0.435,-27.044,0.802,1.231,0.812
generated_Mean_Strecksprung,Strecksprung,0.985,0.037,-1.522,0.873,-26.063,1.643,1.07,1.79,-1.442,0.434,-26.306,0.819,1.049,0.843
generated_Mean_Strecksprung,Strecksprung,1.012,0.036,-1.162,0.838,-25.365,1.666,0.62,1.857,-1.252,0.415,-25.723,0.834,0.885,0.874
