SprungID,Sprungtyp,Acc_N_Fil,Gyro_x_R,Gyro_y_R,Gyro_z_R,Gyro_x_Fil,Gyro_y_Fil,Gyro_z_Fil
generated_Mean_Salto C,Salto C,16.957,6.356,500.623,-5.659,5.697,493.175,-5.325
generated_Mean_Salto C,Salto C,17.747,8.333,497.791,-4.213,7.344,493.344,-3.835
generated_Mean_Salto C,Salto C,18.765,8.774,492.461,-0.996,8.276,490.078,-2.338
generated_Mean_Salto C,Salto C,19.945,8.503,487.763,-1.24,8.736,485.35,-1.72
generated_Mean_Salto C,Salto C,20.697,9.369,481.57,-1.647,9.255,478.72,-1.281
generated_Mean_Salto C,Salto C,20.554,9.822,473.58,-1.023,9.59,469.681,-0.495
generated_Mean_Salto C,Salto C,19.661,9.26,460.502,-0.148,9.767,457.527,0.439
generated_Mean_Salto C,Salto C,18.524,10.018,445.609,2.016,10.317,442.805,1.444
generated_Mean_Salto C,Salto C,17.448,10.931,429.996,3.728,11.295,426.048,1.647
generated_Mean_Salto C,Salto C,16.504,13.058,411.868,1.049,12.607,406.179,0.77
generated_Mean_Salto C,Salto C,15.36,14.403,385.369,0.004,13.712,381.848,-0.281
generated_Mean_Salto C,Salto C,13.721,14.343,354.176,-1.91,14.49,354.972,-1.356
generated_Mean_Salto C,Salto C,12.274,15.115,325.655,-0.883,15.308,329.146,-2.134
generated_Mean_Salto C,Salto C,11.012,16.246,301.666,-2.647,16.384,306.704,-3.527
generated_Mean_Salto C,Salto C,10.07,18.479,289.011,-5.642,17.448,288.022,-5.848
generated_Mean_Salto C,Salto C,9.274,18.669,271.002,-7.944,17.724,269.296,-8.184
generated_Mean_Salto C,Salto C,8.263,19.442,245.277,-13.103,17.242,250.846,-10.079
generated_Mean_Salto C,Salto C,7.475,15.313,234.087,-13.474,15.458,235.496,-10.135
generated_Mean_Salto C,Salto C,6.693,12.891,222.189,-7.987,13.481,221.603,-9.013
generated_Mean_Salto C,Salto C,5.971,12.011,205.168,-10.207,11.851,208.575,-8.425
generated_Mean_Salto C,Salto C,5.415,8.913,197.331,-6.936,10.192,197.289,-7.081
generated_Mean_Salto C,Salto C,4.929,8.78,184.211,-3.743,9.338,186.845,-5.814
generated_Mean_Salto C,Salto C,4.591,9.431,176.6,-5.586,8.923,177.952,-5.635
generated_Mean_Salto C,Salto C,4.354,8.494,169.62,-6.472,8.223,169.972,-5.517
generated_Mean_Salto C,Salto C,4.215,7.107,161.285,-5.153,7.339,162.552,-4.834
generated_Mean_Salto C,Salto C,4.047,6.127,154.533,-2.977,6.64,155.98,-3.887
generated_Mean_Salto C,Salto C,4.004,6.126,149.089,-2.998,6.297,150.284,-3.391
generated_Mean_Salto C,Salto C,3.992,5.925,144.571,-2.805,6.147,145.489,-3.159
generated_Mean_Salto C,Salto C,3.978,6.031,140.892,-3.417,6.108,141.448,-3.009
generated_Mean_Salto C,Salto C,3.957,6.112,137.127,-2.476,6.144,137.831,-2.689
generated_Mean_Salto C,Salto C,3.961,6.334,134.155,-2.109,6.21,134.676,-2.469
generated_Mean_Salto C,Salto C,3.981,6.15,131.538,-2.232,6.188,131.884,-2.47
generated_Mean_Salto C,Salto C,4.004,6.064,128.994,-2.429,6.208,129.288,-2.626
generated_Mean_Salto C,Salto C,4.006,6.549,126.764,-3.103,6.343,126.848,-2.882
generated_Mean_Salto C,Salto C,4.008,6.56,124.457,-2.992,6.338,124.449,-3.029
generated_Mean_Salto C,Salto C,4.006,6.105,121.87,-3.036,6.194,122.039,-3.216
generated_Mean_Salto C,Salto C,3.996,6.25,119.435,-3.458,6.04,119.734,-3.488
generated_Mean_Salto C,Salto C,3.969,5.889,117.42,-3.956,5.773,117.602,-3.767
generated_Mean_Salto C,Salto C,3.947,5.267,115.547,-4.066,5.432,115.607,-3.916
generated_Mean_Salto C,Salto C,3.932,5.021,113.404,-3.801,5.22,113.648,-3.959
generated_Mean_Salto C,Salto C,3.915,5.297,111.832,-3.909,5.133,111.807,-4.167
generated_Mean_Salto C,Salto C,3.898,5.223,109.991,-4.612,4.973,109.95,-4.494
generated_Mean_Salto C,Salto C,3.891,4.83,107.895,-4.754,4.61,107.952,-4.734
generated_Mean_Salto C,Salto C,3.901,4.283,105.622,-4.954,4.095,105.958,-4.94
generated_Mean_Salto C,Salto C,3.911,3.276,103.782,-5.438,3.471,104.168,-5.174
generated_Mean_Salto C,Salto C,3.91,2.808,102.776,-5.321,2.936,102.557,-5.304
generated_Mean_Salto C,Salto C,3.917,2.485,101.099,-5.381,2.472,100.789,-5.393
generated_Mean_Salto C,Salto C,3.937,2.092,98.705,-5.326,1.987,98.8,-5.489
generated_Mean_Salto C,Salto C,3.986,1.425,96.446,-5.561,1.456,96.868,-5.71
generated_Mean_Salto C,Salto C,4.072,1.053,94.627,-6.191,0.878,95.157,-5.997
generated_Mean_Salto C,Salto C,4.178,0.57,93.276,-6.882,0.144,93.759,-6.146
generated_Mean_Salto C,Salto C,4.309,-0.874,92.147,-6.054,-0.893,92.735,-5.815
generated_Mean_Salto C,Salto C,4.454,-2.106,92.33,-5.698,-2.0,92.032,-5.174
generated_Mean_Salto C,Salto C,4.629,-3.107,90.613,-5.006,-3.065,91.328,-3.961
generated_Mean_Salto C,Salto C,4.874,-4.301,90.158,-2.393,-4.043,91.121,-1.969
generated_Mean_Salto C,Salto C,5.14,-5.377,90.096,0.342,-4.811,91.663,0.511
generated_Mean_Salto C,Salto C,5.394,-5.98,91.02,3.328,-5.102,93.44,3.146
generated_Mean_Salto C,Salto C,5.572,-5.931,93.947,6.916,-4.642,97.228,5.607
generated_Mean_Salto C,Salto C,5.616,-4.073,98.808,9.31,-3.155,104.041,7.038
generated_Mean_Salto C,Salto C,5.397,-0.816,112.293,8.351,-1.017,114.894,6.587
generated_Mean_Salto C,Salto C,5.144,1.647,126.317,5.418,1.123,128.363,4.557
generated_Mean_Salto C,Salto C,5.296,3.247,139.724,1.413,2.961,143.699,1.601
generated_Mean_Salto C,Salto C,6.498,3.117,157.131,-2.438,4.699,162.287,-1.375
generated_Mean_Salto C,Salto C,10.675,5.893,182.572,-2.929,7.446,185.041,-3.762
generated_Mean_Salto C,Salto C,17.81,11.811,217.636,-6.002,11.19,210.309,-6.775
generated_Mean_Salto C,Salto C,27.696,18.001,254.634,-14.92,14.229,230.018,-9.991
generated_Mean_Salto C,Salto C,40.593,17.142,256.444,-12.976,14.544,230.585,-10.257
generated_Mean_Salto C,Salto C,55.411,8.011,217.001,-4.974,13.45,210.197,-8.588
generated_Mean_Salto C,Salto C,70.67,17.053,185.933,-9.23,15.737,182.29,-8.168
generated_Mean_Salto C,Salto C,86.575,26.208,151.078,-14.104,17.915,150.15,-7.403
generated_Mean_Strecksprung,Strecksprung,90.904,-1.087,96.179,-2.985,1.151,103.79,-7.084
generated_Mean_Strecksprung,Strecksprung,91.459,1.155,93.433,-4.814,0.731,97.551,-6.193
generated_Mean_Strecksprung,Strecksprung,87.402,0.195,91.848,-7.946,0.317,94.83,-6.384
generated_Mean_Strecksprung,Strecksprung,79.476,-0.397,95.955,-5.629,-0.065,94.231,-5.676
generated_Mean_Strecksprung,Strecksprung,68.943,-0.429,95.192,-4.654,-0.166,92.78,-4.862
generated_Mean_Strecksprung,Strecksprung,57.1,-0.152,92.031,-4.526,-0.203,89.656,-4.234
generated_Mean_Strecksprung,Strecksprung,44.991,0.102,86.829,-3.963,-0.482,84.97,-3.272
generated_Mean_Strecksprung,Strecksprung,33.474,-1.046,80.133,-2.685,-1.204,78.876,-1.529
generated_Mean_Strecksprung,Strecksprung,23.241,-2.352,73.087,0.623,-2.107,71.982,0.973
generated_Mean_Strecksprung,Strecksprung,14.842,-3.266,66.329,4.262,-2.699,64.543,3.786
generated_Mean_Strecksprung,Strecksprung,8.862,-3.587,58.059,8.765,-2.768,55.899,6.045
generated_Mean_Strecksprung,Strecksprung,5.312,-2.779,43.55,8.179,-2.256,45.918,6.67
generated_Mean_Strecksprung,Strecksprung,3.594,-1.182,31.989,6.917,-1.581,37.64,6.277
generated_Mean_Strecksprung,Strecksprung,2.83,-0.909,29.696,4.366,-1.215,33.388,5.611
generated_Mean_Strecksprung,Strecksprung,2.544,-0.857,32.324,5.558,-1.122,32.01,5.528
generated_Mean_Strecksprung,Strecksprung,2.323,-1.223,33.264,3.816,-1.163,30.355,5.459
generated_Mean_Strecksprung,Strecksprung,2.19,-1.143,28.291,7.169,-1.181,26.704,5.994
generated_Mean_Strecksprung,Strecksprung,2.113,-1.201,22.407,6.887,-1.148,21.769,6.027
generated_Mean_Strecksprung,Strecksprung,2.002,-1.042,15.045,5.219,-1.07,16.494,5.579
generated_Mean_Strecksprung,Strecksprung,1.833,-1.118,10.482,5.235,-0.983,12.21,5.159
generated_Mean_Strecksprung,Strecksprung,1.657,-1.197,8.122,4.803,-0.724,9.09,4.717
generated_Mean_Strecksprung,Strecksprung,1.528,-0.259,6.045,3.658,-0.199,6.732,4.071
generated_Mean_Strecksprung,Strecksprung,1.438,0.722,5.036,3.444,0.379,4.65,3.832
generated_Mean_Strecksprung,Strecksprung,1.413,1.006,2.56,3.93,0.674,2.182,3.851
generated_Mean_Strecksprung,Strecksprung,1.346,1.02,-0.237,4.168,0.725,-0.503,3.959
generated_Mean_Strecksprung,Strecksprung,1.28,0.638,-3.765,3.843,0.599,-3.395,3.822
generated_Mean_Strecksprung,Strecksprung,1.222,0.466,-5.993,3.422,0.436,-6.215,3.578
generated_Mean_Strecksprung,Strecksprung,1.209,0.039,-9.229,3.909,0.292,-9.109,3.389
generated_Mean_Strecksprung,Strecksprung,1.181,0.081,-12.014,3.148,0.267,-11.897,2.946
generated_Mean_Strecksprung,Strecksprung,1.158,0.222,-14.372,2.245,0.375,-14.663,2.306
generated_Mean_Strecksprung,Strecksprung,1.137,0.431,-17.376,1.215,0.566,-17.468,1.653
generated_Mean_Strecksprung,Strecksprung,1.113,0.95,-20.571,0.883,0.82,-20.353,1.267
generated_Mean_Strecksprung,Strecksprung,1.068,1.013,-23.404,0.653,1.017,-23.125,1.13
generated_Mean_Strecksprung,Strecksprung,1.013,1.15,-26.26,1.389,1.217,-25.757,1.374
generated_Mean_Strecksprung,Strecksprung,0.98,1.504,-28.563,1.634,1.489,-27.99,1.562
generated_Mean_Strecksprung,Strecksprung,0.984,1.959,-30.023,1.657,1.783,-29.796,1.726
generated_Mean_Strecksprung,Strecksprung,0.992,2.227,-31.345,1.858,1.994,-31.353,1.916
generated_Mean_Strecksprung,Strecksprung,0.99,2.326,-32.931,2.223,2.001,-32.816,2.007
generated_Mean_Strecksprung,Strecksprung,0.996,1.825,-34.343,2.361,1.788,-34.146,1.88
generated_Mean_Strecksprung,Strecksprung,0.989,1.654,-35.53,1.421,1.514,-35.376,1.51
generated_Mean_Strecksprung,Strecksprung,0.963,1.202,-36.773,1.453,1.138,-36.461,1.152
generated_Mean_Strecksprung,Strecksprung,0.959,0.725,-37.685,0.625,0.696,-37.345,0.619
generated_Mean_Strecksprung,Strecksprung,0.968,0.136,-38.407,-0.252,0.227,-37.986,0.004
generated_Mean_Strecksprung,Strecksprung,0.979,-0.226,-38.468,-0.69,-0.157,-38.366,-0.344
generated_Mean_Strecksprung,Strecksprung,0.988,-0.531,-39.037,-0.157,-0.471,-38.602,-0.398
generated_Mean_Strecksprung,Strecksprung,1.001,-0.629,-38.801,-0.612,-0.711,-38.567,-0.58
generated_Mean_Strecksprung,Strecksprung,1.007,-1.051,-38.237,-1.136,-0.974,-38.368,-0.767
generated_Mean_Strecksprung,Strecksprung,1.002,-1.492,-38.426,-1.016,-1.188,-38.2,-0.681
generated_Mean_Strecksprung,Strecksprung,0.99,-1.289,-38.177,-0.245,-1.237,-37.883,-0.345
generated_Mean_Strecksprung,Strecksprung,0.988,-1.114,-37.241,-0.178,-1.188,-37.369,-0.013
generated_Mean_Strecksprung,Strecksprung,0.99,-1.044,-36.559,0.104,-1.166,-36.969,0.39
generated_Mean_Strecksprung,Strecksprung,0.984,-1.05,-36.683,0.906,-1.21,-36.861,0.987
generated_Mean_Strecksprung,Strecksprung,0.966,-1.267,-37.033,1.802,-1.339,-36.838,1.618
generated_Mean_Strecksprung,Strecksprung,0.965,-1.569,-36.828,2.321,-1.521,-36.737,2.11
generated_Mean_Strecksprung,Strecksprung,0.973,-1.688,-36.614,2.772,-1.704,-36.534,2.471
generated_Mean_Strecksprung,Strecksprung,0.975,-2.018,-36.652,2.731,-1.897,-36.301,2.703
generated_Mean_Strecksprung,Strecksprung,0.989,-2.153,-36.119,2.863,-2.047,-35.869,2.883
generated_Mean_Strecksprung,Strecksprung,0.987,-2.357,-35.486,3.204,-2.111,-35.224,3.078
generated_Mean_Strecksprung,Strecksprung,0.977,-2.198,-34.208,3.484,-2.048,-34.453,3.231
generated_Mean_Strecksprung,Strecksprung,0.977,-1.889,-33.748,3.457,-1.898,-33.809,3.216
generated_Mean_Strecksprung,Strecksprung,0.978,-1.648,-33.289,3.164,-1.74,-33.194,2.989
generated_Mean_Strecksprung,Strecksprung,0.985,-1.521,-32.526,2.635,-1.647,-32.558,2.635
generated_Mean_Strecksprung,Strecksprung,0.991,-1.643,-31.877,2.14,-1.641,-31.978,2.256
generated_Mean_Strecksprung,Strecksprung,0.994,-1.75,-31.446,1.904,-1.646,-31.471,2.028
generated_Mean_Strecksprung,Strecksprung,1.001,-1.624,-30.86,1.861,-1.61,-30.951,1.867
generated_Mean_Strecksprung,Strecksprung,1.005,-1.467,-30.203,1.928,-1.584,-30.425,1.63
generated_Mean_Strecksprung,Strecksprung,1.009,-1.672,-29.729,1.194,-1.644,-30.013,1.232
generated_Mean_Strecksprung,Strecksprung,1.007,-1.672,-29.82,0.508,-1.715,-29.74,0.905
generated_Mean_Strecksprung,Strecksprung,0.997,-1.884,-29.54,0.805,-1.79,-29.442,0.768
generated_Mean_Strecksprung,Strecksprung,0.984,-1.975,-29.076,0.757,-1.841,-29.089,0.676
generated_Mean_Strecksprung,Strecksprung,0.969,-1.815,-28.812,0.213,-1.822,-28.689,0.577
generated_Mean_Strecksprung,Strecksprung,0.96,-1.748,-28.249,0.322,-1.778,-28.206,0.678
generated_Mean_Strecksprung,Strecksprung,0.963,-1.723,-27.696,1.069,-1.724,-27.743,0.98
generated_Mean_Strecksprung,Strecksprung,0.97,-1.713,-27.751,1.807,-1.644,-27.32,1.245
generated_Mean_Strecksprung,Strecksprung,0.978,-1.548,-26.759,1.369,-1.515,-26.64,1.155
generated_Mean_Strecksprung,Strecksprung,0.997,-1.326,-25.446,0.669,-1.339,-25.924,0.92
generated_Mean_Strecksprung,Strecksprung,1.028,-1.009,-25.704,0.562,-1.162,-25.519,0.878
generated_Mean_Strecksprung,Strecksprung,1.046,-1.002,-25.482,0.903,-1.116,-25.096,1.024
generated_Mean_Strecksprung,Strecksprung,1.056,-1.075,-24.56,1.131,-1.126,-24.525,1.317
generated_Mean_Strecksprung,Strecksprung,1.079,-1.176,-23.796,1.812,-1.152,-23.911,1.685
generated_Mean_Strecksprung,Strecksprung,1.127,-1.135,-23.446,2.023,-1.166,-23.337,1.953
generated_Mean_Strecksprung,Strecksprung,1.194,-1.188,-23.003,2.079,-1.222,-22.666,2.274
generated_Mean_Strecksprung,Strecksprung,1.263,-1.384,-22.186,2.611,-1.328,-21.764,2.761
generated_Mean_Strecksprung,Strecksprung,1.355,-1.44,-20.748,3.396,-1.456,-20.658,3.413
generated_Mean_Strecksprung,Strecksprung,1.504,-1.71,-20.057,4.051,-1.577,-19.43,4.104
generated_Mean_Strecksprung,Strecksprung,1.715,-1.944,-18.923,5.178,-1.618,-17.83,4.811
generated_Mean_Strecksprung,Strecksprung,1.956,-1.641,-16.971,5.918,-1.435,-15.493,5.228
generated_Mean_Strecksprung,Strecksprung,2.306,-1.542,-13.557,5.788,-1.112,-12.16,5.174
generated_Mean_Strecksprung,Strecksprung,2.911,-0.948,-9.568,6.064,-0.517,-7.882,4.445
generated_Mean_Strecksprung,Strecksprung,3.993,0.619,-5.53,4.315,0.282,-2.213,2.548
generated_Mean_Strecksprung,Strecksprung,6.006,1.591,-0.563,-0.693,0.915,6.034,-0.287
generated_Mean_Strecksprung,Strecksprung,9.059,1.487,9.402,-2.209,1.078,19.19,-2.822
generated_Mean_Strecksprung,Strecksprung,13.219,1.289,34.049,-6.226,0.967,39.772,-5.656
generated_Mean_Strecksprung,Strecksprung,18.629,1.321,72.177,-11.162,0.675,65.292,-8.248
generated_Mean_Strecksprung,Strecksprung,26.049,0.587,99.865,-12.012,0.107,87.227,-8.793
generated_Mean_Strecksprung,Strecksprung,36.226,-2.228,110.53,-7.359,-0.703,100.302,-6.978
generated_Mean_Strecksprung,Strecksprung,48.798,-2.117,112.642,-1.71,-0.493,104.624,-5.189
generated_Mean_Strecksprung,Strecksprung,62.499,1.465,105.27,-4.787,0.713,101.906,-5.321
generated_Mean_Strecksprung,Strecksprung,75.417,1.667,97.92,-6.948,1.557,96.212,-5.659
generated_Mean_Strecksprung,Strecksprung,86.061,3.251,90.42,-8.806,1.888,89.924,-5.345
generated_Mean_Salto B,Salto B,95.158,18.012,98.038,-23.911,20.102,131.143,-17.962
generated_Mean_Salto B,Salto B,95.104,9.785,119.991,-3.949,14.199,133.523,-11.779
generated_Mean_Salto B,Salto B,91.186,11.582,139.67,-5.999,11.408,144.434,-9.81
generated_Mean_Salto B,Salto B,82.92,8.686,156.848,-8.09,9.221,158.245,-10.295
generated_Mean_Salto B,Salto B,71.484,5.863,179.655,-17.055,7.108,172.605,-11.217
generated_Mean_Salto B,Salto B,58.649,5.85,195.61,-8.496,5.464,182.306,-9.437
generated_Mean_Salto B,Salto B,45.498,3.03,200.95,-5.79,3.822,182.155,-7.483
generated_Mean_Salto B,Salto B,33.475,1.487,184.303,-6.17,2.703,168.193,-6.423
generated_Mean_Salto B,Salto B,22.996,0.881,148.582,-5.86,2.293,142.376,-5.396
generated_Mean_Salto B,Salto B,14.182,1.715,109.31,-4.211,2.814,111.178,-4.154
generated_Mean_Salto B,Salto B,8.365,4.483,75.912,-1.054,3.756,81.922,-3.147
generated_Mean_Salto B,Salto B,5.718,3.997,53.235,0.308,4.49,56.328,-4.1
generated_Mean_Salto B,Salto B,5.096,6.651,35.818,-7.966,5.317,33.373,-8.025
generated_Mean_Salto B,Salto B,5.572,6.147,11.686,-16.711,5.251,8.238,-11.367
generated_Mean_Salto B,Salto B,6.481,6.512,-12.248,-14.646,4.525,-19.96,-11.081
generated_Mean_Salto B,Salto B,7.078,4.642,-51.294,-11.663,2.56,-52.897,-8.404
generated_Mean_Salto B,Salto B,8.287,-0.802,-96.166,-1.407,-0.625,-85.708,-3.897
generated_Mean_Salto B,Salto B,9.916,-4.829,-120.336,3.661,-3.426,-111.19,-1.103
generated_Mean_Salto B,Salto B,11.291,-7.244,-137.399,-1.061,-5.12,-128.359,-0.811
generated_Mean_Salto B,Salto B,12.152,-5.574,-150.581,-0.239,-5.507,-137.966,-0.302
generated_Mean_Salto B,Salto B,12.289,-5.0,-154.344,0.815,-5.898,-138.191,0.363
generated_Mean_Salto B,Salto B,11.797,-7.252,-140.527,1.768,-6.818,-127.624,0.447
generated_Mean_Salto B,Salto B,10.748,-8.627,-117.188,0.561,-7.34,-107.517,-0.43
generated_Mean_Salto B,Salto B,9.716,-7.755,-92.525,-3.466,-6.995,-79.961,-1.834
generated_Mean_Salto B,Salto B,9.165,-6.852,-50.967,-1.484,-5.93,-44.115,-2.397
generated_Mean_Salto B,Salto B,8.843,-3.829,-9.889,-2.001,-4.124,-1.27,-3.264
generated_Mean_Salto B,Salto B,8.645,-1.385,42.802,-5.452,-2.525,48.014,-5.142
generated_Mean_Salto B,Salto B,8.945,-1.874,94.458,-6.573,-1.564,102.09,-6.705
generated_Mean_Salto B,Salto B,9.63,-0.419,161.325,-7.778,-0.386,161.954,-8.521
generated_Mean_Salto B,Salto B,10.518,0.843,222.962,-11.539,0.734,221.647,-10.951
generated_Mean_Salto B,Salto B,11.474,2.09,284.496,-15.45,1.618,280.107,-13.043
generated_Mean_Salto B,Salto B,12.57,1.996,341.553,-14.912,2.232,333.606,-13.824
generated_Mean_Salto B,Salto B,13.831,2.574,391.46,-12.986,3.118,380.326,-13.843
generated_Mean_Salto B,Salto B,15.358,4.201,429.051,-19.499,4.33,418.463,-13.643
generated_Mean_Salto B,Salto B,17.056,4.633,455.54,-10.798,5.89,447.69,-11.542
generated_Mean_Salto B,Salto B,18.765,8.082,476.936,-8.422,8.296,471.245,-9.69
generated_Mean_Salto B,Salto B,20.35,10.547,496.086,-10.564,11.022,489.956,-8.492
generated_Mean_Salto B,Salto B,21.711,13.405,508.669,-6.941,14.026,504.24,-7.141
generated_Mean_Salto B,Salto B,22.792,17.522,519.651,-5.561,17.305,514.287,-6.37
generated_Mean_Salto B,Salto B,23.614,20.686,525.89,-4.322,20.318,520.414,-5.82
generated_Mean_Salto B,Salto B,24.211,24.364,529.636,-4.499,23.089,522.609,-6.222
generated_Mean_Salto B,Salto B,24.517,26.151,525.875,-7.137,24.933,520.142,-7.614
generated_Mean_Salto B,Salto B,24.44,26.225,517.511,-9.817,25.826,513.443,-9.243
generated_Mean_Salto B,Salto B,23.949,26.691,507.141,-12.218,26.256,503.62,-10.706
generated_Mean_Salto B,Salto B,23.244,25.879,494.24,-11.363,26.492,490.629,-11.526
generated_Mean_Salto B,Salto B,22.426,27.007,480.142,-12.349,27.003,475.1,-12.171
generated_Mean_Salto B,Salto B,21.474,27.929,461.877,-12.617,27.58,455.961,-12.77
generated_Mean_Salto B,Salto B,20.293,28.342,436.331,-10.953,27.788,433.26,-13.674
generated_Mean_Salto B,Salto B,18.847,29.257,408.786,-15.343,27.549,408.234,-16.069
generated_Mean_Salto B,Salto B,17.197,27.467,381.856,-20.644,26.376,382.72,-18.933
generated_Mean_Salto B,Salto B,15.557,25.394,357.916,-22.13,24.237,357.434,-21.25
generated_Mean_Salto B,Salto B,14.078,21.693,333.771,-23.403,21.328,332.391,-23.122
generated_Mean_Salto B,Salto B,12.609,17.62,310.675,-26.03,18.162,307.416,-24.477
generated_Mean_Salto B,Salto B,11.055,14.227,277.607,-25.85,15.279,281.058,-24.575
generated_Mean_Salto B,Salto B,9.604,12.541,250.529,-23.285,13.061,256.667,-23.902
generated_Mean_Salto B,Salto B,8.13,11.188,235.319,-26.023,11.182,236.078,-23.587
generated_Mean_Salto B,Salto B,6.982,8.979,214.325,-22.608,9.423,217.192,-21.546
generated_Mean_Salto B,Salto B,6.224,7.326,198.573,-17.825,7.979,200.149,-18.409
generated_Mean_Salto B,Salto B,5.645,6.754,181.259,-14.372,6.965,184.737,-15.684
generated_Mean_Salto B,Salto B,5.236,5.805,168.991,-14.037,6.099,171.458,-13.516
generated_Mean_Salto B,Salto B,4.93,5.23,158.553,-11.084,5.501,160.096,-11.231
generated_Mean_Salto B,Salto B,4.715,5.022,147.765,-7.879,5.151,149.97,-9.082
generated_Mean_Salto B,Salto B,4.513,4.624,139.61,-7.404,4.838,141.221,-7.653
generated_Mean_Salto B,Salto B,4.382,4.655,131.311,-5.9,4.671,133.746,-6.592
generated_Mean_Salto B,Salto B,4.341,4.595,125.742,-5.113,4.576,127.747,-5.977
generated_Mean_Salto B,Salto B,4.324,4.639,122.293,-5.686,4.535,123.009,-5.935
generated_Mean_Salto B,Salto B,4.348,4.378,118.07,-6.172,4.509,118.793,-6.118
generated_Mean_Salto B,Salto B,4.399,4.612,114.01,-5.941,4.534,115.019,-6.244
generated_Mean_Salto B,Salto B,4.478,4.435,110.534,-6.13,4.509,111.774,-6.546
generated_Mean_Salto B,Salto B,4.543,4.649,108.523,-6.878,4.472,109.332,-7.063
generated_Mean_Salto B,Salto B,4.587,4.418,106.798,-7.96,4.322,107.379,-7.666
generated_Mean_Salto B,Salto B,4.638,4.114,105.347,-9.014,4.14,105.815,-8.03
generated_Mean_Salto B,Salto B,4.697,3.884,103.583,-7.823,3.96,104.568,-7.966
generated_Mean_Salto B,Salto B,4.731,3.981,103.205,-7.94,3.813,103.8,-7.82
generated_Mean_Salto B,Salto B,4.755,3.445,103.175,-7.247,3.57,103.439,-7.573
generated_Mean_Salto B,Salto B,4.778,3.367,102.826,-7.446,3.385,103.394,-7.492
generated_Mean_Salto B,Salto B,4.816,3.201,103.396,-7.822,3.229,103.669,-7.479
generated_Mean_Salto B,Salto B,4.872,3.058,103.932,-7.276,3.095,104.204,-7.392
generated_Mean_Salto B,Salto B,4.93,3.161,104.865,-7.243,2.89,104.964,-7.281
generated_Mean_Salto B,Salto B,4.968,2.696,105.769,-7.352,2.514,105.777,-7.096
generated_Mean_Salto B,Salto B,4.997,2.097,106.471,-7.509,1.991,106.616,-6.562
generated_Mean_Salto B,Salto B,5.059,1.295,106.403,-5.887,1.443,107.527,-5.418
