SprungID,Sprungtyp,mean_Acc_N_Fil,std_Acc_N_Fil,mean_Gyro_x_R,std_Gyro_x_R,mean_Gyro_y_R,std_Gyro_y_R,mean_Gyro_z_R,std_Gyro_z_R,mean_Gyro_x_Fil,std_Gyro_x_Fil,mean_Gyro_y_Fil,std_Gyro_y_Fil,mean_Gyro_z_Fil,std_Gyro_z_Fil
20191007-1150-FRANKFURT_2-01-234,Salto B,17.379,21.548,24.62,28.069,189.667,95.898,0.676,39.373,22.795,15.406,184.893,78.168,-0.468,26.725
20191003-1152-FRANKFURT_1-01-114,Strecksprung,24.565,31.969,-10.562,18.232,72.883,32.669,5.816,25.65,-10.372,14.145,73.005,23.055,6.134,22.234
20191003-1152-FRANKFURT_1-01-114,Strecksprung,0.95,0.486,1.126,6.314,-15.031,33.359,9.632,14.853,0.93,5.175,-14.825,32.637,9.366,12.771
20191003-1152-FRANKFURT_1-01-114,Strecksprung,1.057,0.199,2.931,7.487,-66.932,9.175,7.104,9.388,3.022,6.612,-66.697,8.409,7.436,7.798
20191003-1152-FRANKFURT_1-01-114,Strecksprung,17.694,26.179,-7.87,13.96,5.027,69.736,-13.392,11.814,-7.751,11.476,4.462,66.352,-14.127,8.287
0609-1-01-386,Salto C,25.771,29.335,9.22,17.256,78.443,145.031,-25.093,40.2,9.7,14.525,82.713,134.059,-24.176,27.557
0609-1-01-386,Salto C,15.399,7.635,8.521,27.606,469.758,146.957,-0.406,24.632,8.675,25.29,464.79,140.749,-1.374,17.703
0609-1-01-386,Salto C,2.52,0.817,20.37,6.979,100.319,33.114,-6.776,12.743,20.133,5.541,101.186,33.373,-7.111,11.314
0609-1-01-386,Salto C,23.055,32.292,8.502,25.259,109.037,76.268,0.395,25.716,7.928,19.979,109.861,68.515,0.217,19.577
0110-MORITZ-01-49,Salto A,27.134,33.902,-0.248,20.229,116.849,23.241,-8.935,15.72,0.114,16.688,118.953,17.772,-8.665,9.109
0110-MORITZ-01-49,Salto A,7.635,0.778,-6.436,9.665,228.452,35.235,-12.794,6.045,-6.378,9.362,228.156,35.126,-12.751,5.363
0110-MORITZ-01-49,Salto A,7.555,0.511,-25.84,5.414,249.227,20.633,-8.443,9.461,-25.917,4.068,249.521,18.879,-8.591,8.05
0110-MORITZ-01-49,Salto A,17.368,19.614,-28.995,15.347,209.257,72.791,0.54,19.606,-28.758,11.475,207.712,70.384,0.661,13.584
0609-4-01-163,Strecksprung,23.296,29.767,-4.703,9.976,52.485,67.581,-1.994,10.444,-4.501,8.161,52.062,64.327,-2.258,6.871
0609-4-01-163,Strecksprung,0.832,0.092,-2.361,3.0,-45.479,9.151,7.269,5.487,-2.36,2.527,-44.99,8.416,6.954,4.7
0609-4-01-163,Strecksprung,1.053,0.106,4.528,4.746,-20.261,12.772,0.768,10.707,4.315,4.192,-20.593,12.391,0.977,9.826
0609-4-01-163,Strecksprung,18.18,26.053,-0.249,6.614,25.528,84.353,1.186,12.508,-0.176,5.554,25.495,77.458,1.358,6.949
20191008-1207-FRANKFURT_2-01-192,Strecksprung,21.953,25.125,7.8,14.672,33.519,65.317,22.537,50.375,7.447,8.105,34.046,61.606,20.859,41.823
20191008-1207-FRANKFURT_2-01-192,Strecksprung,1.309,0.388,1.506,13.785,-79.817,18.951,-17.578,22.31,1.729,9.983,-79.274,14.032,-15.416,18.445
20191008-1207-FRANKFURT_2-01-192,Strecksprung,1.009,0.121,7.352,5.126,-42.348,16.209,8.356,10.375,7.128,4.708,-41.975,15.915,7.06,10.06
20191008-1207-FRANKFURT_2-01-192,Strecksprung,16.194,22.876,-27.308,15.759,86.388,99.053,-5.329,39.393,-26.899,10.869,84.444,86.881,-5.556,32.914
0609-4-01-606,Barani C,32.454,29.473,30.678,34.706,-276.433,180.093,28.938,60.503,30.274,27.357,-275.312,171.856,29.909,46.284
0609-4-01-606,Barani C,11.112,3.115,-6.215,25.887,-157.656,141.585,185.674,65.276,-5.884,21.243,-155.659,133.852,185.826,62.661
0609-4-01-606,Barani C,7.253,1.241,-44.644,24.56,82.103,45.405,230.797,53.471,-44.421,22.738,79.84,47.614,230.038,52.13
0609-4-01-606,Barani C,22.467,26.821,8.716,16.87,157.416,43.152,51.207,49.544,8.843,14.455,156.963,37.188,51.64,47.021
20191007-1159-FRANKFURT_1-01-107,Barani B,33.047,27.971,55.991,22.273,-395.079,146.131,27.326,50.518,53.583,21.675,-392.282,137.677,27.262,42.27
20191007-1159-FRANKFURT_1-01-107,Barani B,9.135,3.29,49.333,59.773,-85.933,114.534,247.171,165.744,49.634,54.182,-87.034,111.058,246.761,158.261
20191007-1159-FRANKFURT_1-01-107,Barani B,8.683,0.678,9.437,20.131,150.7,38.207,184.136,152.322,10.321,19.776,150.317,37.835,185.129,148.358
20191007-1159-FRANKFURT_1-01-107,Barani B,12.895,16.611,0.402,33.468,263.276,105.967,-1.312,76.243,1.821,17.255,264.881,69.774,-2.631,49.492
20191008-1157-FRANKFURT_1-01-269,Strecksprung,19.407,25.478,0.162,30.698,38.559,61.364,2.132,41.356,-0.034,26.764,37.876,57.006,2.185,36.687
20191008-1157-FRANKFURT_1-01-269,Strecksprung,1.098,0.382,-20.789,14.335,-44.664,17.732,15.487,37.91,-20.501,12.199,-44.489,15.046,15.809,35.029
20191008-1157-FRANKFURT_1-01-269,Strecksprung,1.106,0.32,3.276,12.564,-57.766,17.262,-3.142,22.459,2.83,11.473,-57.45,14.687,-3.784,21.007
20191008-1157-FRANKFURT_1-01-269,Strecksprung,21.86,27.676,5.414,10.661,61.011,84.988,-3.393,26.463,5.587,8.314,61.639,80.256,-3.786,20.25
0609-4-01-582,Barani C,31.987,29.883,12.262,31.242,-251.157,181.412,70.076,47.18,11.762,25.371,-250.772,172.398,70.06,31.844
0609-4-01-582,Barani C,10.482,2.994,-4.353,33.926,-114.011,160.177,214.719,43.455,-4.189,29.628,-113.031,154.996,214.017,40.034
0609-4-01-582,Barani C,5.799,1.22,-31.719,12.475,100.295,30.806,176.648,53.783,-31.798,11.249,99.123,32.224,176.797,52.943
0609-4-01-582,Barani C,20.402,28.246,-12.894,17.467,168.028,52.974,27.161,60.878,-12.609,13.42,167.216,41.136,27.972,56.346
20191001-1202-FRANKFURT_2-01-93,Hocksprung,28.571,30.98,8.357,18.108,50.772,189.257,23.636,47.566,8.177,13.311,45.443,180.647,18.799,28.533
20191001-1202-FRANKFURT_2-01-93,Hocksprung,8.712,4.041,4.707,24.232,-41.158,140.671,-12.057,54.924,4.545,14.24,-38.601,132.951,-10.023,22.589
20191001-1202-FRANKFURT_2-01-93,Hocksprung,3.546,3.199,2.607,12.607,-37.018,65.146,26.883,15.791,2.856,9.627,-37.822,59.007,25.165,8.369
20191001-1202-FRANKFURT_2-01-93,Hocksprung,13.664,21.615,-9.262,19.83,3.095,111.034,-23.108,87.358,-9.088,11.226,4.154,16.58,-23.409,26.816
0609-4-01-362,Fliffis B,52.551,33.745,-37.8,43.087,-432.37,320.559,14.316,64.955,-37.243,37.587,-426.106,293.325,14.207,34.091
0609-4-01-362,Fliffis B,24.951,10.174,15.006,41.054,-289.499,236.657,126.14,118.527,13.754,38.951,-290.618,228.491,126.446,114.536
0609-4-01-362,Fliffis B,20.016,3.84,-172.442,51.182,135.318,165.724,298.971,102.579,-171.019,49.186,134.853,161.508,298.151,100.822
0609-4-01-362,Fliffis B,18.112,10.989,-21.056,26.042,282.343,84.992,49.073,38.037,-21.73,24.714,277.995,72.738,51.074,28.929
20191001-1148-FRANKFURT_1-01-75,Salto rw A,29.057,33.629,5.537,30.091,239.892,124.321,-28.307,73.989,5.07,23.434,240.776,69.77,-28.116,32.87
20191001-1148-FRANKFURT_1-01-75,Salto rw A,7.693,1.067,-12.334,8.577,201.666,17.72,8.635,11.479,-12.21,7.172,201.299,15.93,8.365,5.991
20191001-1148-FRANKFURT_1-01-75,Salto rw A,6.401,0.687,8.41,9.185,152.135,32.407,-11.471,16.781,8.22,8.247,152.315,30.632,-11.28,15.74
20191001-1148-FRANKFURT_1-01-75,Salto rw A,25.081,31.843,-14.063,22.723,203.273,134.838,-10.497,37.552,-14.216,13.712,204.355,108.23,-10.295,22.687
0115-MORITZ-03-128,Salto C,30.018,33.125,-8.711,25.744,112.613,222.34,8.252,26.267,-8.584,22.272,113.279,206.571,7.205,17.224
0115-MORITZ-03-128,Salto C,11.529,9.303,-3.266,14.652,307.721,151.623,10.534,16.216,-3.919,10.423,307.276,146.574,10.694,12.058
0115-MORITZ-03-128,Salto C,2.971,0.352,-0.57,2.518,117.598,28.863,2.335,5.085,-0.578,1.748,117.558,28.359,2.228,4.059
0115-MORITZ-03-128,Salto C,18.152,30.572,-0.727,12.332,130.042,101.412,3.298,27.473,-0.484,9.993,127.484,89.497,3.368,21.742
0609-1-01-552,Doppelsalto B,27.501,27.841,11.601,26.297,134.406,225.863,-25.721,67.898,11.527,17.497,138.321,194.358,-25.254,29.112
0609-1-01-552,Doppelsalto B,34.962,10.539,-54.128,25.7,654.73,185.25,-15.22,31.472,-53.542,18.115,650.076,185.212,-15.352,17.708
0609-1-01-552,Doppelsalto B,30.547,16.693,51.595,38.838,573.652,233.372,-23.704,34.99,51.571,34.352,572.584,226.268,-23.208,28.472
0609-1-01-552,Doppelsalto B,23.009,21.007,37.168,15.82,207.402,90.77,0.985,18.395,36.623,12.44,205.021,83.364,0.006,11.009
20191007-1524-FRANKFURT_1-01-75,Fliffis- Rudi B,49.438,20.096,-72.217,59.454,-640.471,199.119,84.54,107.282,-70.971,42.651,-637.117,186.406,84.09,57.286
20191007-1524-FRANKFURT_1-01-75,Fliffis- Rudi B,32.687,8.058,51.024,175.58,-419.486,220.944,391.397,294.599,52.639,168.484,-411.521,222.369,390.682,282.742
20191007-1524-FRANKFURT_1-01-75,Fliffis- Rudi B,34.618,6.263,368.008,222.827,-101.013,316.108,785.509,129.545,366.524,210.437,-107.901,275.276,784.016,116.678
20191007-1524-FRANKFURT_1-01-75,Fliffis- Rudi B,29.107,23.422,156.319,78.518,357.966,186.179,71.208,245.891,152.174,68.969,366.234,108.529,81.292,219.619
0115-MORITZ-03-145,Voll- ein- voll- aus B,37.61,28.929,-264.754,178.177,122.237,241.096,-422.954,293.742,-264.052,171.332,126.432,225.46,-426.106,291.159
0115-MORITZ-03-145,Voll- ein- voll- aus B,44.475,8.311,-464.476,236.218,-113.415,456.819,-633.621,299.445,-463.837,217.105,-115.283,433.268,-631.708,284.75
0115-MORITZ-03-145,Voll- ein- voll- aus B,25.824,6.091,111.116,178.237,91.664,269.215,-338.144,205.664,108.338,168.894,89.487,259.49,-337.123,190.552
0115-MORITZ-03-145,Voll- ein- voll- aus B,26.956,22.623,48.953,49.733,253.222,109.305,-28.973,79.403,49.02,45.964,249.005,91.51,-29.425,71.271
0609-1-01-558,Doppelsalto B,25.805,26.986,2.828,22.868,116.149,197.289,-25.901,64.126,3.578,19.292,118.847,171.531,-25.621,27.988
0609-1-01-558,Doppelsalto B,32.014,8.112,-35.767,21.67,650.428,150.536,19.31,28.256,-35.442,16.359,648.404,146.887,17.931,16.81
0609-1-01-558,Doppelsalto B,28.905,17.176,56.168,55.182,572.833,234.124,-8.418,41.911,56.097,48.629,571.07,223.874,-7.887,32.398
0609-1-01-558,Doppelsalto B,19.835,22.147,0.721,22.747,180.262,77.269,-16.467,37.169,1.058,15.988,180.606,61.667,-15.862,31.998
20191008-1157-FRANKFURT_1-01-141,Schraubensalto A,19.184,25.235,83.331,29.687,160.546,116.811,205.992,61.077,83.353,25.128,158.192,105.614,205.248,45.663
20191008-1157-FRANKFURT_1-01-141,Schraubensalto A,10.709,2.743,84.268,83.157,-148.769,88.266,427.54,110.61,83.395,79.332,-146.294,82.478,427.492,105.882
20191008-1157-FRANKFURT_1-01-141,Schraubensalto A,10.562,2.729,-2.335,33.958,166.951,60.579,243.982,216.283,-2.035,31.523,165.715,59.666,243.893,210.614
20191008-1157-FRANKFURT_1-01-141,Schraubensalto A,29.131,31.054,18.02,26.788,278.38,106.545,-39.956,58.533,19.127,17.288,278.078,93.214,-38.628,47.553
20190930-1616-FRANKFURT_1-01-181,Fliffis C,49.559,27.972,-27.045,44.905,-439.425,257.12,15.26,53.871,-25.488,38.608,-437.793,247.219,14.286,39.564
20190930-1616-FRANKFURT_1-01-181,Fliffis C,48.311,16.151,-40.528,43.792,-583.301,203.094,65.649,56.404,-40.081,39.763,-582.089,195.637,66.969,54.513
20190930-1616-FRANKFURT_1-01-181,Fliffis C,15.469,3.685,-110.521,72.711,43.535,145.582,271.292,60.273,-110.684,59.667,42.437,101.721,269.245,34.243
20190930-1616-FRANKFURT_1-01-181,Fliffis C,21.723,25.92,-19.013,42.548,250.677,69.898,38.597,99.146,-19.369,30.541,251.582,52.136,40.494,72.556
0609-4-01-119,Strecksprung,23.032,32.684,-1.229,25.775,7.43,49.977,-4.119,9.777,-1.684,23.134,7.261,47.229,-3.769,6.954
0609-4-01-119,Strecksprung,0.964,0.224,8.492,4.827,-16.259,8.65,12.621,5.495,8.536,4.236,-16.234,6.406,12.341,4.568
0609-4-01-119,Strecksprung,1.093,0.144,-0.867,3.038,6.575,6.838,16.504,15.275,-0.714,2.826,6.614,6.642,16.415,14.222
0609-4-01-119,Strecksprung,16.666,26.409,6.121,3.536,29.966,15.732,-12.306,7.797,5.945,2.451,29.63,11.957,-12.229,4.615
20191007-1524-FRANKFURT_1-01-178,Doppelsalto B,30.876,25.105,20.267,28.687,165.074,142.863,-24.172,89.946,23.138,16.172,172.445,117.956,-27.298,44.429
20191007-1524-FRANKFURT_1-01-178,Doppelsalto B,45.14,6.836,44.858,16.461,712.949,69.447,-40.672,44.378,45.138,12.825,708.555,65.311,-39.382,33.269
20191007-1524-FRANKFURT_1-01-178,Doppelsalto B,29.039,15.947,63.581,35.214,506.96,239.623,-30.267,36.643,63.069,31.277,506.261,232.145,-28.892,23.28
20191007-1524-FRANKFURT_1-01-178,Doppelsalto B,29.426,33.011,44.418,30.557,245.856,159.621,-13.177,46.992,43.275,25.051,244.185,118.156,-13.784,23.906
0609-1-01-776,Von Bauch in Stand,24.423,29.575,-15.799,21.848,-41.607,121.675,-6.797,47.343,-14.918,12.279,-40.622,70.397,-8.613,17.765
0609-1-01-776,Von Bauch in Stand,0.784,0.335,3.855,8.84,-8.138,14.351,6.625,7.83,3.565,8.213,-8.413,11.49,6.697,5.385
0609-1-01-776,Von Bauch in Stand,1.118,0.62,13.31,11.441,33.164,23.45,-13.09,12.969,12.948,9.78,33.325,21.915,-12.293,8.326
0609-1-01-776,Von Bauch in Stand,15.653,21.231,-17.461,22.409,92.548,67.523,22.966,16.498,-16.915,19.441,92.636,61.361,22.418,9.834
20191008-1207-FRANKFURT_2-01-306,Salto B,21.858,27.543,-14.358,36.357,20.157,190.972,-23.903,76.277,-10.983,31.437,20.441,174.223,-25.423,42.012
