SprungID,Sprungtyp,Acc_N_Fil,Gyro_x_R,Gyro_y_R,Gyro_z_R,Gyro_x_Fil,Gyro_y_Fil,Gyro_z_Fil
generated_Mean_Voll- ein- voll- aus B,Voll- ein- voll- aus B,106.494,-14.277,193.007,-60.587,-8.474,235.888,-73.267
generated_Mean_Voll- ein- voll- aus B,Voll- ein- voll- aus B,41.34,-365.117,-314.923,-894.36,-364.488,-270.948,-902.883
generated_Mean_Voll- ein- voll- aus B,Voll- ein- voll- aus B,47.189,-298.277,-679.183,-164.507,-302.542,-670.848,-173.692
generated_Mean_Voll- ein- voll- aus B,Voll- ein- voll- aus B,18.556,57.283,192.14,-290.523,56.019,191.047,-290.132
generated_Mean_Voll- ein- halb- aus B,Voll- ein- halb- aus B,99.141,10.737,118.274,-18.714,6.406,127.029,-14.58
generated_Mean_Voll- ein- halb- aus B,Voll- ein- halb- aus B,33.862,-387.24,-141.743,-800.309,-367.764,-121.921,-796.363
generated_Mean_Voll- ein- halb- aus B,Voll- ein- halb- aus B,50.932,-317.377,-745.92,-59.754,-317.831,-737.499,-60.399
generated_Mean_Voll- ein- halb- aus B,Voll- ein- halb- aus B,16.72,49.126,109.663,-355.286,38.897,116.307,-358.18
generated_Mean_Voll- ein- voll- aus A,Voll- ein- voll- aus A,96.242,-32.907,185.307,-134.92,-19.72,257.073,-94.51
generated_Mean_Voll- ein- voll- aus A,Voll- ein- voll- aus A,35.44,-352.707,-245.893,-837.2,-328.923,-259.09,-819.313
generated_Mean_Voll- ein- voll- aus A,Voll- ein- voll- aus A,23.257,-677.173,-96.36,-350.147,-661.193,-89.827,-357.007
generated_Mean_Voll- ein- voll- aus A,Voll- ein- voll- aus A,26.745,27.52,307.547,-320.293,31.207,294.143,-327.983
generated_Mean_Voll- ein- voll- aus C,Voll- ein- voll- aus C,98.434,31.253,129.08,-156.853,32.377,217.277,-138.05
generated_Mean_Voll- ein- voll- aus C,Voll- ein- voll- aus C,41.843,-399.267,-369.027,-823.827,-381.627,-340.37,-834.687
generated_Mean_Voll- ein- voll- aus C,Voll- ein- voll- aus C,38.091,-637.32,-298.56,-17.947,-633.613,-285.143,-27.893
generated_Mean_Voll- ein- voll- aus C,Voll- ein- voll- aus C,25.327,-62.733,202.547,-503.613,-61.017,175.347,-495.653
generated_Mean_Voll- ein 1 3/4 Salto vw C,Voll- ein 1 3/4 Salto vw C,96.168,-13.533,-19.44,-54.733,-0.793,-19.05,-58.967
generated_Mean_Voll- ein 1 3/4 Salto vw C,Voll- ein 1 3/4 Salto vw C,19.326,-217.24,-269.947,336.04,-212.943,-258.827,327.335
generated_Mean_Voll- ein 1 3/4 Salto vw C,Voll- ein 1 3/4 Salto vw C,30.604,563.92,-381.733,71.267,557.275,-373.8,77.567
generated_Mean_Voll- ein 1 3/4 Salto vw C,Voll- ein 1 3/4 Salto vw C,15.222,49.72,-321.653,48.0,51.207,-323.065,49.302
generated_Mean_1 3/4 Salto vw C,1 3/4 Salto vw C,94.786,-14.944,-15.024,-45.888,-7.702,-6.106,-51.47
generated_Mean_1 3/4 Salto vw C,1 3/4 Salto vw C,45.875,29.344,-670.784,45.36,31.078,-666.826,14.208
generated_Mean_1 3/4 Salto vw C,1 3/4 Salto vw C,8.453,0.416,-17.184,-27.936,-7.04,-37.644,-25.746
generated_Mean_1 3/4 Salto vw C,1 3/4 Salto vw C,11.031,14.032,-388.8,-0.064,13.528,-387.89,0.12
generated_Mean_Triffis B,Triffis B,119.513,-3.728,85.28,-17.792,-8.292,66.414,-19.34
generated_Mean_Triffis B,Triffis B,56.653,-232.528,-690.704,75.312,-229.432,-685.152,85.024
generated_Mean_Triffis B,Triffis B,55.169,-317.76,-792.976,-83.76,-314.332,-792.976,-81.622
generated_Mean_Triffis B,Triffis B,21.936,120.976,46.976,-439.792,118.456,45.536,-433.374
generated_Mean_Bauchsprung,Bauchsprung,83.24,11.899,76.285,10.834,10.969,80.867,10.364
generated_Mean_Bauchsprung,Bauchsprung,0.692,-3.483,-41.265,-4.782,-3.588,-41.606,-4.523
generated_Mean_Bauchsprung,Bauchsprung,1.21,0.503,-98.439,-13.206,0.995,-96.569,-12.248
generated_Mean_Bauchsprung,Bauchsprung,1.511,8.003,-35.368,6.423,7.548,-32.462,6.223
generated_Mean_Von Bauch in Stand,Von Bauch in Stand,101.239,-15.984,0.283,-16.156,-11.041,14.752,-16.518
generated_Mean_Von Bauch in Stand,Von Bauch in Stand,1.311,2.362,16.666,9.32,2.762,16.346,7.957
generated_Mean_Von Bauch in Stand,Von Bauch in Stand,1.012,3.289,-6.688,3.419,2.732,-5.805,3.463
generated_Mean_Von Bauch in Stand,Von Bauch in Stand,1.368,0.355,44.493,-1.375,0.69,43.424,-1.131
generated_Mean_Schraubensalto C,Schraubensalto C,96.278,-2.813,135.664,50.844,1.558,147.196,51.455
generated_Mean_Schraubensalto C,Schraubensalto C,6.389,212.098,85.164,274.821,211.711,79.581,277.322
generated_Mean_Schraubensalto C,Schraubensalto C,14.528,-98.977,-7.553,426.741,-96.109,-8.08,424.27
generated_Mean_Schraubensalto C,Schraubensalto C,6.61,-15.055,150.062,97.221,-15.003,150.316,98.708
