SprungID,Sprungtyp,0_mean_Acc_N_Fil,0_std_Acc_N_Fil,0_mean_Gyro_x_R,0_std_Gyro_x_R,0_mean_Gyro_y_R,0_std_Gyro_y_R,0_mean_Gyro_z_R,0_std_Gyro_z_R,0_mean_Gyro_x_Fil,0_std_Gyro_x_Fil,0_mean_Gyro_y_Fil,0_std_Gyro_y_Fil,0_mean_Gyro_z_Fil,0_std_Gyro_z_Fil,25_mean_Acc_N_Fil,25_std_Acc_N_Fil,25_mean_Gyro_x_R,25_std_Gyro_x_R,25_mean_Gyro_y_R,25_std_Gyro_y_R,25_mean_Gyro_z_R,25_std_Gyro_z_R,25_mean_Gyro_x_Fil,25_std_Gyro_x_Fil,25_mean_Gyro_y_Fil,25_std_Gyro_y_Fil,25_mean_Gyro_z_Fil,25_std_Gyro_z_Fil,50_mean_Acc_N_Fil,50_std_Acc_N_Fil,50_mean_Gyro_x_R,50_std_Gyro_x_R,50_mean_Gyro_y_R,50_std_Gyro_y_R,50_mean_Gyro_z_R,50_std_Gyro_z_R,50_mean_Gyro_x_Fil,50_std_Gyro_x_Fil,50_mean_Gyro_y_Fil,50_std_Gyro_y_Fil,50_mean_Gyro_z_Fil,50_std_Gyro_z_Fil,75_mean_Acc_N_Fil,75_std_Acc_N_Fil,75_mean_Gyro_x_R,75_std_Gyro_x_R,75_mean_Gyro_y_R,75_std_Gyro_y_R,75_mean_Gyro_z_R,75_std_Gyro_z_R,75_mean_Gyro_x_Fil,75_std_Gyro_x_Fil,75_mean_Gyro_y_Fil,75_std_Gyro_y_Fil,75_mean_Gyro_z_Fil,75_std_Gyro_z_Fil
0827-BK1-01-4,Salto C,31.344,32.978,3.329,18.889,74.108,162.725,9.902,28.241,2.909,14.291,77.607,150.611,9.007,16.137,13.902,9.784,5.118,17.747,392.463,182.393,2.103,19.947,5.028,12.117,389.279,173.656,1.856,10.724,2.982,0.244,1.342,3.952,147.471,20.494,-2.915,5.143,1.274,3.491,147.264,20.192,-2.718,4.263,16.621,26.104,3.454,12.01,99.252,71.408,9.486,22.782,3.421,10.269,98.47,62.025,9.018,15.858
0827-BK1-01-5,Strecksprung,25.72,36.724,8.669,9.485,33.803,44.486,-11.544,17.71,8.769,6.236,34.756,42.933,-11.248,10.03,0.297,0.118,-2.961,5.406,-39.279,21.067,-2.886,10.419,-2.918,4.716,-39.156,20.361,-2.923,9.199,0.583,0.193,1.804,3.905,-24.928,17.778,4.236,4.672,1.77,3.443,-24.985,17.357,4.302,3.531,21.267,32.074,-11.461,16.688,11.409,97.548,-3.195,21.577,-11.331,14.497,11.066,89.401,-3.144,12.095
0827-BK1-01-7,Salto C,31.223,33.479,-2.24,19.665,96.933,186.414,4.845,25.319,-2.113,15.576,98.945,170.907,4.839,14.497,13.386,10.141,-4.68,16.461,344.856,172.15,9.795,15.817,-5.128,10.975,343.572,164.669,9.321,7.318,2.973,0.328,0.121,3.505,154.896,8.971,1.629,2.077,0.155,3.0,154.354,8.976,1.636,1.176,16.057,25.99,-2.543,12.621,105.635,96.212,-0.803,25.411,-2.779,9.738,104.771,84.888,-0.414,18.863
0827-BK1-01-9,Strecksprung,19.586,31.565,4.835,18.885,54.64,42.642,-4.396,27.793,4.69,15.141,54.117,35.104,-4.194,18.313,0.99,0.668,-2.958,8.872,-31.924,25.192,8.11,20.247,-3.011,7.96,-31.055,21.327,7.928,17.246,0.446,0.181,4.652,6.72,-8.681,5.336,6.553,9.447,4.587,5.855,-8.887,4.227,6.793,7.643,16.754,29.355,-9.689,14.024,1.047,90.319,-10.804,40.903,-9.552,10.441,0.464,79.587,-10.126,28.186
0827-BK1-01-10,Salto C,30.217,34.047,-4.905,20.982,114.446,168.564,4.526,24.971,-4.362,17.583,115.819,156.054,3.529,17.143,11.888,9.145,-0.55,13.287,319.783,139.216,-1.311,18.62,-1.367,10.101,319.118,134.111,-1.257,14.957,3.136,0.291,-4.016,4.007,147.596,11.967,2.394,6.855,-3.909,3.313,147.448,11.532,2.314,6.18,17.835,27.811,-2.98,13.899,121.207,62.505,1.722,33.472,-2.491,10.224,120.395,51.516,1.661,16.891
0827-BK1-01-12,Strecksprung,23.462,35.109,8.276,20.599,56.116,53.205,2.007,23.22,7.923,16.429,55.948,46.263,1.703,17.759,1.024,0.281,1.881,12.516,-35.063,30.999,8.123,39.574,1.981,10.986,-34.86,28.522,8.406,36.091,0.503,0.327,2.768,6.418,-9.798,5.795,6.131,9.113,2.674,4.44,-9.803,4.805,6.445,6.774,15.574,27.222,-12.905,8.658,12.326,97.382,-10.356,37.599,-12.571,5.431,11.829,85.383,-9.472,26.51
0827-BK1-01-13,Salto C,32.265,34.328,-0.882,20.656,100.079,180.354,6.425,30.404,-0.802,17.092,102.187,164.898,5.742,20.853,11.991,8.911,3.031,14.011,328.11,152.96,-0.679,17.147,2.765,10.618,326.677,147.489,-1.093,13.136,3.192,0.21,-3.781,5.785,155.107,5.453,-4.252,4.131,-3.773,5.173,154.972,5.03,-4.401,3.724,17.099,26.625,-5.58,12.591,98.969,77.887,2.026,29.484,-5.272,8.388,97.519,64.627,2.612,22.569
0827-BK1-01-16,Salto C,32.176,34.924,6.045,20.235,84.496,168.493,2.716,31.965,5.802,16.061,87.754,155.693,1.424,17.13,13.078,8.975,13.214,19.071,358.758,174.639,9.29,12.383,13.308,13.87,356.139,166.998,8.63,7.089,2.992,0.28,12.289,3.87,149.203,9.598,-1.965,4.209,12.44,2.567,148.873,9.691,-1.858,3.45,15.284,24.416,3.334,16.343,107.394,85.773,-5.963,27.559,3.104,11.959,106.358,75.122,-4.94,17.64
0827-BK1-01-19,Salto C,30.639,34.631,0.271,34.855,87.907,157.738,8.134,27.291,0.253,30.308,90.589,146.142,7.199,19.235,13.499,9.498,7.096,21.572,354.163,164.82,23.616,20.593,6.963,16.427,351.687,156.68,23.168,15.843,2.687,0.226,17.715,4.461,133.961,20.566,6.312,5.883,17.752,3.431,133.965,20.274,6.284,5.465,17.042,26.908,6.602,13.793,125.393,78.495,-7.861,35.319,6.527,10.15,124.293,65.307,-6.873,21.714
0827-BK1-01-22,Salto C,31.712,35.682,2.511,17.06,103.495,147.057,4.918,22.909,2.274,14.484,105.884,138.101,4.223,14.98,12.397,8.059,-5.678,14.211,353.463,158.319,13.744,11.412,-5.555,10.048,351.89,152.286,13.384,7.49,3.313,0.238,6.589,6.956,149.981,25.157,5.984,7.182,6.515,6.319,149.757,24.33,6.178,6.292,15.864,27.435,4.646,13.086,87.341,45.7,8.711,20.675,4.934,6.228,86.942,31.674,8.791,10.789
0827-BK1-01-24,Salto C,29.211,33.009,0.362,10.969,73.711,118.455,12.918,19.617,0.101,7.504,78.193,109.308,12.508,14.117,14.687,6.34,-3.983,12.117,419.042,117.361,7.606,16.377,-3.816,8.062,414.826,107.492,7.802,9.707,2.666,0.258,8.22,5.317,108.956,21.027,5.631,4.206,8.179,4.62,109.777,21.066,5.818,2.744,17.9,27.727,5.956,8.327,161.486,57.787,-2.249,13.959,5.964,5.476,160.197,47.671,-1.695,6.452
0827-BK1-01-26,Salto C,31.112,34.205,4.176,14.405,87.241,129.232,-1.213,17.214,3.577,12.137,91.305,122.752,-1.294,10.879,13.977,8.848,-3.317,12.285,377.467,171.884,13.067,15.131,-3.085,6.964,374.43,164.095,13.091,7.895,3.303,0.245,12.643,4.502,152.9,15.75,7.729,5.298,12.546,3.892,152.622,15.311,7.845,4.713,16.337,24.77,11.802,11.582,99.896,63.607,6.059,23.317,12.335,7.136,98.827,51.252,5.896,10.142
0827-BK1-01-29,Salto C,30.223,34.076,2.953,17.863,50.235,99.508,-1.824,21.029,2.351,13.145,55.407,92.125,-2.773,9.234,16.075,8.974,-9.995,21.629,427.766,152.409,12.411,20.283,-9.797,16.736,422.514,143.133,12.729,13.404,2.743,0.155,9.953,3.851,124.499,14.605,2.684,4.053,9.9,2.95,124.599,15.477,2.693,3.248,15.589,25.331,8.87,13.234,129.076,90.72,-3.586,24.848,8.842,9.784,127.867,81.414,-2.856,15.376
0827-BK1-01-30,Strecksprung,26.918,37.177,11.017,16.471,31.194,70.712,-10.732,23.602,11.016,12.053,32.642,68.567,-11.438,11.31,0.54,0.328,1.157,5.79,-54.069,29.655,4.292,11.971,1.246,5.363,-54.224,29.363,4.344,10.953,1.449,0.494,5.532,4.451,-82.203,44.032,9.179,14.1,5.552,3.387,-81.437,43.353,8.89,12.243,17.152,26.49,-13.223,14.62,84.216,86.0,-3.714,20.982,-13.095,10.824,82.118,74.812,-3.176,12.235
0827-BK1-01-32,Salto C,31.4,35.554,9.221,16.988,94.225,133.554,1.341,29.803,8.686,12.246,97.154,125.932,1.28,21.817,12.822,8.644,-1.041,10.266,354.412,149.564,6.265,17.71,-1.088,5.817,351.996,142.361,5.778,11.539,3.221,0.326,14.324,6.855,146.91,6.515,4.363,7.248,14.29,6.246,146.715,5.811,4.498,6.367,16.303,24.478,0.817,13.492,108.044,73.335,0.052,27.256,0.823,10.078,107.008,62.429,0.155,18.058
0827-BK1-01-35,Salto C,30.616,31.904,-1.202,16.844,92.96,159.395,2.541,22.931,-1.664,14.751,96.323,147.13,2.191,16.889,13.75,8.565,-5.106,17.302,371.486,161.659,8.174,14.208,-5.246,15.284,368.621,153.473,7.626,11.053,3.604,0.441,-5.504,2.855,159.84,24.487,-0.466,4.602,-5.335,2.409,159.443,24.223,-0.436,3.84,17.414,26.051,-2.164,14.03,103.349,61.117,1.632,24.381,-1.64,8.397,101.988,53.1,2.346,19.246
0827-BK1-01-38,Salto C,31.035,33.477,10.238,18.187,76.964,150.795,14.888,26.883,9.626,14.622,79.999,141.219,13.407,18.81,14.694,10.111,3.765,13.582,374.121,162.776,0.617,14.625,3.828,8.942,371.11,153.622,0.312,7.945,2.905,0.415,6.265,6.636,132.38,17.538,2.138,5.544,6.269,5.857,132.585,17.466,2.195,4.459,17.663,27.061,1.214,16.888,121.414,69.621,-0.226,27.427,1.438,13.124,120.522,59.888,-0.262,17.498
0827-BK1-01-41,Salto C,32.317,35.464,1.932,16.349,109.621,145.86,2.579,23.255,1.752,13.225,112.282,136.48,2.083,13.684,11.928,8.106,0.958,13.941,336.599,148.808,13.076,13.032,0.917,10.708,334.953,142.606,12.621,6.666,3.381,0.235,12.366,3.699,153.332,20.515,7.221,3.161,12.333,3.308,152.995,20.08,7.126,2.795,15.663,24.572,5.513,11.807,102.35,60.359,-5.395,18.121,5.896,8.282,101.229,48.105,-4.906,12.499
0827-BK1-01-44,Salto C,30.569,31.815,4.059,18.187,89.718,151.586,5.328,27.896,3.624,14.538,92.504,141.362,5.022,21.067,14.386,9.186,-7.908,13.963,380.341,161.8,4.811,16.574,-7.715,10.403,377.642,154.196,4.718,10.678,3.726,0.548,0.715,7.343,165.243,15.001,-1.829,4.917,0.534,6.483,164.735,14.844,-2.01,4.395,16.93,25.178,-5.414,13.66,97.236,52.232,5.298,22.969,-5.132,9.692,96.95,40.274,5.976,19.003
0827-BK1-01-46,Salto C,21.369,27.837,10.405,28.792,111.755,132.789,-17.577,16.286,10.493,25.128,113.191,126.824,-17.14,13.215,9.552,1.11,-14.68,6.693,294.452,23.583,-9.012,9.959,-14.415,5.77,294.221,21.416,-8.886,7.985,6.65,0.432,-9.154,5.577,259.259,8.915,-4.499,6.362,-9.213,5.188,259.749,6.171,-4.581,5.283,17.115,19.092,-11.189,15.294,219.307,64.517,25.049,35.66,-11.154,14.127,217.558,61.999,24.899,31.697
0827-BK1-01-53,Salto B,30.0,35.256,2.697,24.301,11.12,125.387,-4.645,30.3,2.411,19.426,13.993,115.16,-5.331,18.97,19.588,11.241,-14.245,33.118,426.317,178.205,45.335,24.45,-14.615,29.488,424.099,166.23,44.863,20.294,4.104,0.278,14.843,5.623,162.432,26.227,16.215,7.284,15.397,4.013,162.238,25.642,16.248,6.147,16.061,25.397,16.341,12.743,101.858,60.655,0.622,24.731,16.223,9.88,101.261,48.885,0.653,12.862
0827-BK1-01-56,Salto B,29.786,33.754,-0.605,23.93,23.262,126.004,-6.503,26.973,-0.557,20.313,27.512,117.086,-6.859,19.44,19.089,13.16,-4.609,29.482,391.912,169.437,37.668,29.18,-4.453,22.098,388.27,158.976,37.013,18.42,3.577,0.389,22.997,7.708,151.814,18.3,17.643,6.372,22.624,7.058,151.283,18.063,17.495,5.86,21.976,32.413,18.689,13.271,133.818,77.985,-1.67,20.422,18.419,9.329,133.602,69.809,-1.219,13.583
0827-BK1-01-59,Salto B,30.18,34.778,-1.073,25.727,36.738,130.878,5.207,41.545,-1.908,23.384,40.311,121.437,4.542,31.329,17.964,11.034,-12.103,26.143,386.125,148.928,31.87,17.561,-12.254,23.232,382.657,140.808,31.466,14.036,3.931,0.337,7.194,2.879,170.451,17.415,7.217,4.845,7.316,1.984,169.931,17.412,7.329,4.189,15.57,23.753,5.398,11.857,110.116,61.405,3.697,25.567,5.704,7.209,109.559,49.816,4.457,15.699
0827-BK1-01-62,Salto B,28.906,34.472,2.991,24.406,32.553,107.869,4.608,40.157,2.275,21.813,35.441,99.497,5.002,32.823,17.47,10.195,-8.183,26.682,397.272,136.88,15.6,26.17,-8.333,23.497,394.282,129.138,14.891,19.829,4.161,0.279,1.253,4.395,168.318,13.012,-2.909,7.522,1.252,3.7,168.139,12.338,-2.896,6.355,16.891,26.355,-1.422,10.208,121.354,65.667,5.64,22.505,-1.187,6.81,120.554,51.73,5.831,17.302
0827-BK1-01-65,Salto B,28.913,34.131,4.806,26.121,21.081,122.177,0.86,34.025,4.139,23.713,24.565,112.029,-0.136,26.266,19.445,12.408,-25.286,35.755,391.387,162.492,34.334,36.119,-25.097,30.552,388.506,152.155,34.27,25.244,3.825,0.299,6.977,4.888,160.091,16.502,8.871,3.519,6.949,4.008,159.771,15.912,8.76,2.39,17.855,27.595,2.017,13.443,132.756,72.093,-8.76,30.677,2.026,9.853,132.153,62.219,-8.366,22.825
0827-BK1-01-68,Salto B,30.942,34.312,1.482,20.983,40.277,142.598,7.414,33.438,0.977,18.533,43.381,131.522,6.494,26.89,16.583,10.185,-6.901,35.79,388.784,148.963,24.079,17.981,-6.709,31.859,385.623,140.796,23.921,15.13,4.054,0.426,15.497,9.125,156.501,12.26,10.948,3.647,15.499,8.692,156.338,11.192,10.737,2.855,18.19,27.003,9.094,17.226,112.422,66.55,-5.489,30.118,9.374,12.263,111.252,53.137,-4.716,17.029
0827-BK1-01-71,Salto B,29.828,34.21,1.549,24.26,14.518,133.26,-3.163,24.687,1.311,19.72,16.996,124.553,-3.553,19.686,17.126,9.628,-19.365,20.901,398.325,131.057,20.025,27.416,-19.232,16.976,395.573,122.277,19.769,20.528,3.497,0.316,2.349,5.417,133.388,20.836,-0.244,4.822,2.356,4.239,133.694,20.831,-0.22,3.643,16.502,27.024,2.272,12.027,163.901,95.794,3.261,29.345,2.388,9.142,163.117,86.467,3.751,20.74
0827-BK1-01-74,Salto B,30.831,34.76,-2.026,22.688,32.82,134.402,3.916,27.163,-2.587,20.857,36.23,124.819,2.829,19.549,16.808,10.331,-30.478,30.935,383.404,142.88,37.076,24.693,-29.879,25.77,380.422,135.722,37.676,15.442,3.967,0.625,4.26,5.58,156.466,13.327,18.654,8.722,4.066,4.321,156.084,12.353,18.563,7.826,23.579,33.47,9.31,13.867,111.346,70.37,-0.692,17.463,9.442,10.065,111.351,56.261,-0.731,11.637
0827-BK1-01-76,Salto B,29.678,34.307,5.042,21.323,21.212,134.121,4.956,22.223,4.516,20.016,23.579,123.017,4.69,15.37,17.43,9.698,-17.243,20.495,411.768,138.192,22.368,23.564,-17.101,16.858,408.888,130.027,22.153,10.878,3.245,0.351,6.129,5.803,134.008,17.362,8.68,3.258,6.406,4.93,134.401,17.856,8.792,2.285,15.931,25.209,13.369,13.544,138.196,90.14,-4.651,27.599,13.004,10.261,137.16,80.478,-4.03,12.324
0827-BK1-01-78,Salto B,30.262,34.655,9.668,20.873,35.305,121.982,13.314,40.077,9.131,19.276,38.838,110.559,12.404,33.168,14.868,7.359,-4.121,30.147,389.032,111.766,6.152,20.382,-3.967,27.127,385.54,106.482,5.807,16.821,3.898,0.558,9.164,9.357,156.985,12.932,-2.834,6.177,9.04,8.298,157.292,11.991,-2.73,5.468,16.685,24.639,4.077,12.394,121.396,80.189,-1.922,23.537,4.169,8.778,120.159,68.415,-1.353,17.373
0827-BK1-01-81,Salto B,28.726,35.411,5.355,20.044,8.337,108.707,0.213,20.036,4.92,17.176,11.038,100.109,-0.852,13.458,20.294,11.552,-17.549,14.303,439.002,160.94,53.197,29.069,-17.201,11.905,435.679,150.935,52.714,21.512,3.351,0.339,30.418,16.492,133.032,16.791,31.096,10.466,30.107,16.013,133.909,17.54,31.329,9.767,20.811,30.44,28.701,14.072,113.637,64.742,-2.114,23.971,28.813,9.262,113.21,51.908,-2.502,16.266
0827-BK1-01-82,Strecksprung,22.981,34.831,2.048,16.627,16.694,49.187,-29.174,20.165,2.326,14.021,17.089,47.645,-28.463,14.005,1.235,0.514,6.325,9.136,-12.973,16.957,20.484,21.786,6.091,7.34,-12.675,14.639,20.044,19.165,0.418,0.145,-2.921,3.369,-12.307,9.422,-7.957,5.664,-2.916,2.478,-12.328,7.879,-7.797,4.111,15.031,26.448,-8.788,13.67,12.761,86.836,1.069,19.881,-8.554,11.781,12.509,73.687,1.576,11.694
0827-BK1-01-83,Salto B,28.966,35.126,8.235,19.582,7.168,103.714,1.364,20.619,7.749,17.331,9.671,95.615,0.579,11.425,17.998,9.282,-30.149,20.494,432.795,151.041,19.811,16.672,-29.925,17.497,429.495,144.365,20.326,13.177,3.255,0.299,-2.915,10.315,144.981,26.923,4.758,6.704,-2.849,9.489,145.76,28.163,4.59,5.69,19.185,28.908,-4.966,11.446,124.01,82.569,-0.733,28.709,-4.931,8.131,123.346,70.21,-0.468,19.507
0827-BK1-01-84,Strecksprung,24.285,35.385,9.808,13.496,17.099,76.52,2.335,17.951,9.659,11.532,18.25,74.55,2.098,12.666,0.442,0.121,-0.459,3.502,-36.318,12.102,10.851,9.233,-0.378,2.866,-36.529,9.011,10.582,6.857,0.345,0.129,-3.431,3.84,-16.78,14.797,-5.689,5.417,-3.463,3.357,-16.705,14.39,-5.587,4.83,16.071,27.206,-16.26,16.0,25.847,61.608,-6.822,15.178,-15.874,14.015,24.967,53.53,-6.637,11.906
0827-BK1-01-87,Salto B,29.399,34.712,4.662,12.449,-0.289,109.118,-2.443,29.063,4.232,10.494,2.472,100.9,-2.824,21.174,19.598,10.597,-22.86,16.874,432.99,161.486,25.645,27.755,-22.312,13.482,429.565,152.539,25.277,19.726,3.423,0.318,5.136,4.66,148.012,17.462,9.907,5.803,4.701,4.283,148.645,19.409,10.215,4.498,19.432,28.966,4.27,11.277,122.235,88.761,5.314,27.834,4.363,8.576,121.596,75.064,5.37,20.378
0827-BK1-01-92,Salto B,30.023,33.947,2.071,20.206,10.212,125.307,-0.487,38.267,1.692,17.411,13.025,115.987,-1.459,28.185,18.947,10.702,-46.499,21.793,412.388,133.613,49.611,26.059,-46.503,17.293,408.927,126.642,48.511,16.077,3.755,0.509,-8.851,6.568,150.574,18.116,18.493,7.169,-8.754,4.706,151.192,19.861,18.932,6.226,17.485,27.373,-3.576,16.309,130.402,87.57,3.69,33.577,-3.405,12.521,129.989,75.502,4.711,23.807
0827-BK1-01-94,Salto B,29.232,33.831,3.646,15.418,23.459,127.589,-11.579,23.058,3.094,13.833,26.302,116.812,-12.019,14.685,18.184,10.112,-10.695,21.421,407.564,135.218,8.815,24.843,-10.3,18.602,404.027,127.646,8.498,20.548,3.756,0.635,-4.933,3.921,150.247,6.908,-4.272,7.684,-5.129,3.151,151.069,6.652,-4.457,6.895,16.979,25.9,-4.831,11.942,133.602,59.849,13.245,38.262,-4.368,8.179,132.564,48.847,14.396,24.968
0827-BK1-01-102,Strecksprung,21.096,31.532,6.785,20.905,47.887,62.589,-10.426,9.852,6.731,16.487,47.879,59.682,-10.214,5.067,1.04,0.378,4.65,10.519,-32.52,22.76,18.094,21.339,4.4,9.156,-32.368,20.99,17.79,18.155,0.376,0.233,0.475,4.042,-14.049,7.237,0.179,10.499,0.555,3.206,-13.921,5.994,0.327,9.701,15.445,27.052,-9.427,12.326,19.875,103.103,-3.196,22.555,-9.254,10.804,19.498,91.113,-2.336,16.383
0827-BK1-01-103,Salto A,28.461,34.589,5.683,8.8,133.748,63.186,-2.967,25.786,5.476,6.245,134.447,55.714,-3.551,18.601,6.531,0.559,-2.271,12.2,222.422,18.668,-10.124,10.992,-2.197,9.487,221.918,16.231,-10.082,8.048,5.391,0.258,3.71,2.582,195.006,10.514,-3.712,3.818,3.638,1.793,194.875,10.067,-3.875,3.403,20.31,29.004,5.741,13.85,149.555,89.797,-3.233,32.992,5.593,8.733,148.514,76.253,-3.473,20.004
0827-BK1-01-105,Salto A,27.601,33.596,4.013,21.215,157.656,71.733,2.092,33.793,4.132,15.758,157.439,61.233,1.62,18.988,6.622,0.334,-0.277,12.767,211.618,9.867,-10.206,14.891,-0.226,10.472,211.709,7.98,-10.279,12.328,5.713,0.386,1.794,3.216,208.28,7.827,-2.828,5.552,1.57,2.465,207.655,7.381,-2.918,4.424,18.491,26.458,-2.075,12.846,136.003,80.269,3.824,23.824,-1.629,8.167,135.484,65.746,3.275,14.919
0827-BK1-01-107,Salto A,27.646,33.628,8.353,21.112,145.196,77.089,-1.204,27.338,8.13,13.05,145.522,64.138,-1.643,15.256,6.398,0.584,-11.444,17.848,209.846,13.267,-14.91,11.128,-11.405,14.114,209.831,11.021,-14.705,9.06,5.567,0.318,-5.909,3.037,198.141,10.726,-3.435,2.125,-5.827,2.772,197.9,10.333,-3.516,1.465,20.143,28.462,0.858,11.711,158.592,86.129,1.821,25.599,0.783,7.768,157.326,74.248,1.709,15.248
0827-BK1-01-109,Salto A,28.153,34.329,-1.199,21.822,145.961,81.91,8.957,25.41,-1.155,18.67,146.339,71.792,7.938,18.09,6.424,0.554,1.657,10.864,212.607,13.846,-5.241,8.834,1.654,8.818,212.225,11.582,-4.935,7.457,5.526,0.522,5.358,2.741,206.973,15.669,-3.886,4.21,5.299,2.24,206.715,15.783,-3.897,3.845,17.151,24.92,1.989,10.766,136.636,74.176,0.5,18.395,2.114,8.137,135.354,62.163,1.069,11.668
0827-BK1-01-111,Salto A,27.49,33.963,-0.156,23.948,148.271,78.616,6.489,33.217,-0.038,20.354,148.863,68.622,6.737,26.717,6.365,0.379,10.18,12.957,208.074,14.907,-4.655,6.949,10.013,11.524,207.426,12.426,-4.711,4.682,5.702,0.31,9.986,3.356,205.745,13.929,1.558,5.33,10.021,2.859,205.569,13.928,1.509,4.826,17.616,24.418,7.496,9.417,144.916,61.454,0.317,27.077,7.594,5.453,143.41,48.54,0.729,14.283
0827-BK1-01-113,Salto A,27.896,34.693,5.307,16.145,141.443,88.322,-3.699,36.059,5.103,8.897,141.941,77.577,-3.881,24.398,6.65,0.364,0.952,11.627,203.876,9.138,-4.968,11.233,0.824,9.902,203.529,5.544,-4.622,8.19,5.896,0.258,10.385,4.195,206.572,8.856,2.455,2.983,10.388,3.702,206.405,8.08,2.334,2.559,18.773,26.421,5.77,13.985,149.825,62.509,3.127,25.082,5.783,10.693,148.233,50.648,3.623,15.437
0827-BK1-01-115,Salto A,27.766,35.155,2.192,13.053,145.45,57.281,-5.307,30.365,1.974,7.608,145.866,48.918,-5.623,22.717,6.529,0.319,3.061,10.708,203.387,16.122,-5.02,8.841,3.12,9.508,202.934,14.46,-4.809,6.204,5.592,0.308,7.262,3.812,203.985,16.682,-1.271,3.334,7.295,3.495,203.649,16.249,-1.268,3.035,18.937,25.932,9.224,16.14,147.614,65.524,5.605,32.896,9.576,11.132,146.742,51.738,6.2,15.144
0827-BK1-01-117,Salto A,28.46,35.794,-5.032,19.976,147.658,50.597,10.387,39.815,-5.411,14.749,148.843,39.996,9.756,25.289,6.473,0.476,8.603,12.113,207.021,20.786,1.3,12.498,8.464,10.723,206.234,17.838,1.65,10.611,5.57,0.363,8.499,2.878,204.522,14.557,-1.082,2.13,8.518,2.103,204.183,13.888,-1.316,1.099,17.999,25.234,-0.809,11.026,144.504,66.579,1.727,24.485,-0.103,6.806,143.042,50.392,2.449,14.837
0827-BK1-01-119,Salto A,27.541,35.234,9.329,17.51,151.151,56.853,-3.45,28.351,8.545,14.667,151.799,48.458,-3.914,19.468,6.634,0.389,12.168,14.937,210.004,13.364,-11.196,13.614,12.092,12.555,209.445,11.124,-11.11,9.354,5.582,0.381,9.835,6.597,199.749,9.92,-1.687,7.119,9.849,5.887,199.447,9.97,-1.655,6.207,18.041,23.752,11.023,16.831,145.966,57.452,9.474,35.151,10.984,12.383,145.203,35.716,9.442,22.218
0827-BK1-01-121,Salto A,27.627,34.53,2.915,13.677,151.886,70.439,-1.853,27.284,2.571,8.845,151.952,60.567,-1.664,15.468,6.646,0.355,-1.042,15.337,214.659,10.83,-16.466,13.163,-1.007,13.556,214.297,8.657,-16.523,11.93,5.754,0.338,-10.414,2.799,194.129,16.444,-5.576,9.012,-10.453,1.927,194.062,15.98,-5.781,8.584,18.201,25.483,-3.232,17.635,160.813,55.626,8.054,31.622,-3.498,14.606,158.879,38.209,9.51,21.379
0827-BK1-01-123,Salto A,25.706,33.244,-4.916,25.047,153.051,58.438,3.011,28.82,-5.366,21.023,153.169,48.517,2.686,23.45,6.8,0.626,8.366,12.312,209.675,16.835,-1.438,16.775,8.311,9.914,209.397,13.819,-1.478,15.32,5.947,0.352,7.019,7.48,207.638,12.906,-3.509,5.917,6.882,7.067,207.468,13.208,-3.572,5.192,18.345,24.04,7.069,13.765,157.428,60.223,-2.01,32.597,6.8,9.69,156.537,46.856,-0.812,18.378
0827-BK1-01-125,Salto A,27.15,33.169,2.77,12.697,150.221,76.602,11.71,22.322,2.463,10.493,150.581,66.639,10.474,14.957,6.384,0.68,8.96,8.654,212.127,16.771,-11.703,11.325,8.855,6.191,211.425,14.181,-11.441,9.897,5.594,0.403,2.669,3.403,205.774,8.012,-5.154,4.944,2.645,2.725,205.635,8.082,-5.317,4.64,18.614,25.9,2.559,12.148,141.167,57.828,-0.657,24.169,2.785,9.635,139.864,45.812,0.33,14.489
0827-BK1-01-127,Salto A,25.579,33.757,0.41,14.084,170.482,84.258,5.416,22.213,0.338,10.869,171.123,70.81,4.498,13.982,6.022,0.53,9.023,10.462,199.61,14.616,-9.185,13.942,8.671,8.019,199.411,12.55,-9.045,12.017,5.723,0.441,1.137,7.824,198.823,16.887,-0.656,7.358,1.248,7.164,198.38,16.49,-0.89,7.003,18.558,25.844,10.481,12.441,163.331,63.772,-2.549,25.744,10.487,9.112,162.372,49.908,-1.241,16.726
0827-BK1-01-129,Salto A,28.06,32.943,3.001,17.758,145.002,96.572,-1.55,30.063,2.946,11.214,145.098,81.745,-2.052,15.919,7.091,0.667,-7.65,16.925,218.227,24.661,-3.241,13.823,-7.659,15.342,217.618,21.095,-3.38,10.41,5.927,0.478,-1.51,3.432,209.205,6.39,0.403,4.896,-1.64,2.702,209.181,6.802,0.201,4.199,18.829,25.08,-13.345,15.074,145.151,61.712,0.671,19.591,-12.563,8.665,144.563,46.053,0.849,13.226
0827-BK1-01-131,Salto A,27.287,33.219,-2.846,14.053,144.98,81.695,0.788,48.919,-2.855,9.838,146.877,70.984,-0.581,33.674,7.407,1.01,4.723,13.79,203.989,46.923,-1.948,18.023,4.756,10.422,202.164,42.063,-1.517,15.684,6.598,0.297,9.18,5.929,218.664,18.29,-8.453,10.391,9.091,4.772,218.646,17.998,-8.632,9.621,21.695,28.339,-4.055,10.396,158.692,55.212,-6.491,21.935,-3.413,6.324,157.789,36.382,-5.634,17.052
