SprungID,Sprungtyp,0_mean_Acc_N_Fil,0_std_Acc_N_Fil,0_mean_Gyro_x_R,0_std_Gyro_x_R,0_mean_Gyro_y_R,0_std_Gyro_y_R,0_mean_Gyro_z_R,0_std_Gyro_z_R,0_mean_Gyro_x_Fil,0_std_Gyro_x_Fil,0_mean_Gyro_y_Fil,0_std_Gyro_y_Fil,0_mean_Gyro_z_Fil,0_std_Gyro_z_Fil,25_mean_Acc_N_Fil,25_std_Acc_N_Fil,25_mean_Gyro_x_R,25_std_Gyro_x_R,25_mean_Gyro_y_R,25_std_Gyro_y_R,25_mean_Gyro_z_R,25_std_Gyro_z_R,25_mean_Gyro_x_Fil,25_std_Gyro_x_Fil,25_mean_Gyro_y_Fil,25_std_Gyro_y_Fil,25_mean_Gyro_z_Fil,25_std_Gyro_z_Fil,50_mean_Acc_N_Fil,50_std_Acc_N_Fil,50_mean_Gyro_x_R,50_std_Gyro_x_R,50_mean_Gyro_y_R,50_std_Gyro_y_R,50_mean_Gyro_z_R,50_std_Gyro_z_R,50_mean_Gyro_x_Fil,50_std_Gyro_x_Fil,50_mean_Gyro_y_Fil,50_std_Gyro_y_Fil,50_mean_Gyro_z_Fil,50_std_Gyro_z_Fil,75_mean_Acc_N_Fil,75_std_Acc_N_Fil,75_mean_Gyro_x_R,75_std_Gyro_x_R,75_mean_Gyro_y_R,75_std_Gyro_y_R,75_mean_Gyro_z_R,75_std_Gyro_z_R,75_mean_Gyro_x_Fil,75_std_Gyro_x_Fil,75_mean_Gyro_y_Fil,75_std_Gyro_y_Fil,75_mean_Gyro_z_Fil,75_std_Gyro_z_Fil
20191001-1148-FRANKFURT_1-01-218,Fliffis aus B,47.959,22.546,14.678,21.252,-592.776,210.704,1.302,40.154,15.017,13.523,-589.099,204.442,1.342,29.874,35.912,5.602,81.678,37.76,-611.387,79.943,-31.92,54.353,80.909,35.781,-609.309,78.781,-30.526,50.719,20.023,5.246,196.967,140.549,-40.899,228.067,391.798,187.591,196.236,126.321,-42.345,214.423,388.639,173.348,32.235,26.354,15.215,54.611,412.205,195.019,6.726,87.012,16.452,36.493,415.52,129.744,8.822,43.535
20191001-1148-FRANKFURT_1-01-219,Salto rw B,23.724,26.242,3.606,21.011,15.34,315.866,1.226,35.58,3.275,14.072,19.019,256.028,0.784,26.695,14.037,7.125,-5.162,16.287,383.006,224.423,-7.032,25.101,-5.31,10.636,374.995,227.083,-6.744,16.224,10.527,6.433,-11.988,14.329,262.94,148.758,-7.307,24.199,-11.795,11.092,263.159,141.65,-7.133,10.25,19.23,27.307,-19.43,15.895,187.517,105.064,-27.154,46.961,-18.692,12.695,183.268,92.341,-26.644,39.547
20191001-1148-FRANKFURT_1-01-220,Fliffis aus C,49.098,23.691,61.303,29.038,-556.474,196.778,-20.531,45.033,60.581,22.157,-552.417,186.317,-21.389,25.399,54.565,4.035,79.174,26.634,-710.008,68.241,-24.904,75.505,79.049,23.464,-706.03,63.245,-21.025,75.3,21.977,7.056,37.039,46.848,-52.271,211.792,436.325,123.797,36.616,38.558,-52.696,211.668,429.598,114.709,22.79,19.687,32.758,59.719,358.501,116.142,2.549,133.796,33.363,44.071,355.381,77.31,6.078,86.894
20191001-1148-FRANKFURT_1-01-221,Salto rw A,27.101,30.405,-1.622,19.974,221.502,97.317,-30.465,40.518,-1.669,10.561,221.972,63.747,-30.228,20.322,7.375,1.462,-5.983,17.059,214.514,24.393,11.679,14.058,-5.926,15.243,212.908,22.007,11.248,10.51,6.982,0.816,5.734,10.166,140.348,34.574,-12.888,10.632,5.646,9.262,142.168,33.135,-13.331,9.303,25.28,26.824,-17.344,30.188,271.031,111.64,-25.281,52.993,-16.814,21.525,269.552,94.807,-24.211,26.596
20191001-1148-FRANKFURT_1-01-238,Strecksprung,18.824,28.239,11.193,15.111,83.281,49.202,-15.444,30.629,11.13,9.945,82.304,35.984,-16.625,20.425,1.048,0.52,-3.229,7.464,-39.238,32.183,12.221,26.304,-2.883,5.364,-39.108,32.443,11.94,21.467,1.622,0.286,-9.418,5.0,-97.57,21.088,15.89,9.228,-9.359,3.735,-96.65,19.906,15.972,6.608,16.494,25.807,0.248,15.039,51.482,88.126,-1.961,23.49,-0.426,12.615,51.413,82.957,-1.869,20.139
20191001-1148-FRANKFURT_1-01-244,Fliffis aus B,47.217,22.872,87.037,42.503,-578.112,210.274,-33.196,45.229,87.062,39.331,-574.954,201.175,-32.667,29.569,37.898,4.198,199.823,65.233,-604.157,60.51,-101.081,52.324,197.534,61.627,-604.664,57.152,-99.552,43.85,20.606,6.468,288.936,156.04,-153.62,272.312,381.661,199.389,288.135,138.644,-152.079,259.148,375.421,187.127,30.911,26.522,3.894,50.222,393.641,140.63,6.55,100.655,7.7,38.547,396.567,92.313,12.92,69.389
20191001-1148-FRANKFURT_1-01-245,Salto rw B,23.139,26.346,1.929,15.71,21.518,274.921,-1.291,28.695,0.474,9.569,21.826,235.001,-2.351,10.261,16.478,6.727,-10.27,28.049,381.92,251.895,-11.819,37.462,-10.05,22.244,375.372,250.856,-12.68,24.151,10.418,9.165,-14.747,41.922,238.543,175.527,13.172,47.017,-15.192,34.948,238.468,166.393,13.269,31.351,21.261,31.191,-11.867,16.279,175.306,129.365,-6.247,26.243,-11.064,11.012,173.186,112.001,-5.179,14.415
20191001-1148-FRANKFURT_1-01-246,Fliffis aus C,45.791,21.107,35.433,18.459,-545.389,195.668,4.716,50.001,34.483,14.407,-541.834,189.502,3.486,39.743,49.623,8.269,46.39,27.955,-676.023,102.877,-6.263,90.636,46.665,24.095,-672.901,100.575,-1.185,93.082,19.264,5.856,77.852,72.482,-8.677,212.932,394.589,137.484,77.562,57.015,-9.322,202.344,389.246,128.839,29.695,27.007,19.799,42.208,389.864,127.159,25.715,92.49,20.592,28.577,389.925,87.952,28.104,63.464
20191001-1148-FRANKFURT_1-01-247,Salto rw A,19.38,24.75,1.214,19.999,255.138,106.15,-14.733,37.701,0.768,13.121,252.345,69.914,-16.632,16.214,8.053,0.973,-4.171,22.209,207.134,41.324,13.715,21.432,-4.15,20.2,206.713,38.327,14.392,16.802,6.58,0.737,3.577,7.249,153.689,40.958,-18.435,13.485,3.456,6.784,154.723,39.28,-18.19,11.867,21.829,28.759,-32.092,20.586,221.631,127.544,3.803,45.773,-30.957,10.989,220.468,101.745,2.696,12.836
20191001-1202-FRANKFURT_2-01-24,3/4 Salto rw A,21.657,28.367,-3.57,25.364,-155.888,66.681,6.592,34.839,-2.893,20.516,-154.914,56.49,6.937,22.336,4.322,0.552,1.315,5.083,-176.552,14.166,-19.058,14.285,0.859,3.81,-176.173,6.774,-19.086,9.72,4.732,0.523,-0.251,6.199,-182.078,9.71,-3.126,6.881,-0.556,5.021,-181.735,7.372,-3.381,5.135,20.335,26.194,-10.423,32.993,-184.559,126.494,-41.13,100.661,-11.5,19.671,-180.533,101.106,-38.832,59.887
20191001-1202-FRANKFURT_2-01-25,Cody C,37.325,32.064,-8.455,53.049,0.886,219.783,38.962,78.032,-7.479,44.599,-7.472,202.661,35.313,52.853,29.704,3.936,-58.031,23.701,-636.863,96.404,-32.229,26.934,-57.064,18.714,-631.721,90.596,-30.619,8.305,6.411,2.099,-23.378,21.398,-181.648,112.595,7.301,16.587,-23.886,17.82,-183.615,108.832,6.548,8.337,17.14,18.002,-30.091,32.243,-179.432,79.694,-36.635,138.019,-30.943,14.802,-177.205,40.774,-30.681,24.87
20191001-1202-FRANKFURT_2-01-26,Bücksprung,33.189,29.543,7.367,40.252,65.199,178.986,18.41,91.219,8.8,29.762,62.102,168.04,14.082,21.332,10.992,3.404,6.331,22.19,3.872,233.245,-1.589,42.267,6.081,18.414,4.713,221.877,-0.495,14.59,4.446,3.975,-16.932,33.528,-73.64,83.085,-10.143,29.701,-16.202,27.937,-74.557,80.503,-10.843,23.862,13.48,20.652,13.059,32.129,4.995,113.038,5.892,60.086,13.242,28.545,5.387,29.242,5.477,34.076
20191001-1202-FRANKFURT_2-01-27,Salto B,30.844,29.298,-10.361,18.714,-50.002,148.567,17.654,32.829,-11.132,13.171,-51.648,136.077,17.083,13.487,18.343,8.719,-11.814,35.078,-423.139,276.914,-23.048,95.713,-12.557,27.204,-418.934,260.638,-20.477,33.045,10.231,7.971,-34.105,39.332,-253.832,133.63,5.425,40.169,-33.223,34.612,-256.477,132.483,3.552,19.66,15.549,19.677,-29.249,20.102,-134.571,84.411,-33.392,75.537,-29.281,13.816,-128.94,54.8,-29.017,39.524
20191001-1202-FRANKFURT_2-01-28,Barani A,32.154,32.954,30.319,38.486,110.259,137.443,50.17,101.277,31.17,29.522,106.107,106.87,45.086,62.265,10.587,1.921,138.235,38.558,140.838,58.044,171.396,91.3,137.883,37.194,138.29,50.959,172.069,86.185,10.777,0.699,87.92,53.109,-120.291,69.56,176.752,75.223,88.144,50.569,-119.459,68.938,176.44,74.077,20.581,20.221,7.072,45.76,-251.629,110.274,20.07,114.269,5.985,39.145,-253.926,50.077,23.628,53.478
20191001-1202-FRANKFURT_2-01-29,Salto A,29.37,29.618,-20.533,25.796,-197.259,159.844,-5.38,82.695,-19.443,18.086,-197.049,123.661,-10.006,44.327,9.568,0.732,-11.997,19.501,-236.338,45.184,6.09,20.976,-12.189,16.283,-235.294,39.218,6.587,12.387,8.914,0.21,-49.482,10.634,-229.567,33.262,8.057,7.113,-49.227,9.839,-229.555,32.398,8.038,6.011,16.703,19.202,-37.815,13.806,-189.741,83.784,-32.532,112.196,-38.041,8.477,-184.61,15.854,-27.786,31.956
20191001-1202-FRANKFURT_2-01-37,Strecksprung,29.497,34.69,-0.776,51.823,-59.754,70.691,-13.241,68.329,-0.059,41.561,-59.376,58.381,-18.094,15.726,1.372,0.687,-4.74,13.212,26.088,19.822,20.599,10.527,-5.213,10.722,26.153,17.215,19.582,8.713,0.655,0.205,-2.554,15.986,42.84,9.609,8.932,15.435,-2.458,15.47,43.095,7.557,8.803,14.278,11.018,17.784,15.193,17.145,7.133,85.504,-0.464,72.498,15.414,10.734,6.941,54.971,-1.202,24.121
20191001-1202-FRANKFURT_2-01-41,3/4 Salto rw A,26.772,30.871,-7.107,17.446,-158.108,85.774,2.213,64.324,-6.884,12.88,-157.97,67.006,0.91,35.524,4.807,0.695,-3.759,14.468,-175.45,35.371,-16.822,15.284,-3.694,10.991,-174.714,27.783,-17.173,9.94,5.146,0.456,2.809,12.994,-180.165,12.182,1.517,8.978,2.556,11.775,-181.121,10.149,0.731,6.835,20.052,26.914,5.065,26.349,-191.756,90.362,-35.555,70.953,3.812,17.875,-185.387,62.812,-33.793,26.03
20191001-1202-FRANKFURT_2-01-42,Cody C,38.235,32.45,-22.376,28.541,-15.264,224.528,37.147,83.878,-21.99,22.341,-24.966,212.246,32.21,62.388,29.21,7.612,-53.01,30.773,-632.371,103.554,-58.201,46.747,-53.097,21.971,-626.646,91.782,-53.813,24.574,6.941,1.329,-38.862,21.879,-179.381,88.123,4.762,18.426,-37.308,18.184,-181.77,87.962,3.853,13.014,15.117,15.728,-16.103,20.688,-175.444,73.436,-41.49,101.845,-17.274,14.915,-169.588,49.337,-33.428,40.721
20191001-1202-FRANKFURT_2-01-43,Bücksprung,32.046,30.129,1.992,41.648,34.005,174.391,28.831,73.75,2.268,33.185,28.957,161.019,21.377,21.133,10.903,3.959,20.269,12.516,28.665,236.94,-6.478,26.67,20.75,10.642,29.081,225.995,-5.788,10.577,4.488,4.138,-7.006,22.224,-88.597,68.379,13.455,16.242,-6.573,19.641,-89.022,66.84,12.527,11.06,14.744,21.909,5.953,20.204,5.07,98.336,-6.286,46.452,6.335,10.731,6.277,28.823,-2.957,14.526
20191001-1202-FRANKFURT_2-01-44,Salto B,29.788,29.061,-1.803,17.702,-42.986,150.796,23.711,40.955,-3.133,10.304,-45.519,138.438,20.233,17.918,14.004,6.665,-13.365,27.614,-379.858,287.194,-27.231,91.26,-13.657,18.279,-375.028,269.589,-26.091,34.76,11.652,7.321,-38.877,18.851,-305.293,151.412,16.612,22.707,-37.714,13.186,-308.605,148.782,15.791,12.512,16.071,22.521,-17.689,19.292,-110.465,112.162,-31.694,105.531,-18.479,9.376,-104.862,70.639,-25.578,34.996
20191001-1202-FRANKFURT_2-01-45,Barani A,30.165,33.091,33.141,38.568,108.631,123.227,54.151,102.41,34.279,31.857,102.484,90.535,46.818,45.781,9.525,1.937,147.356,47.514,147.203,36.616,137.741,72.333,146.4,44.766,145.491,24.966,138.451,69.89,10.192,0.843,46.721,58.101,-70.753,105.787,214.897,83.9,47.906,57.128,-70.532,104.354,213.695,81.231,20.445,20.853,-6.443,32.14,-273.959,123.111,5.347,87.063,-7.479,23.541,-271.482,47.093,11.983,49.877
20191001-1202-FRANKFURT_2-01-46,Salto A,26.509,31.054,-13.442,33.178,-219.883,156.882,18.76,66.202,-13.013,21.706,-222.247,125.508,12.845,37.362,8.111,0.694,-13.434,20.489,-196.037,53.76,-16.431,26.349,-13.107,15.41,-195.344,48.786,-16.5,16.637,8.177,0.739,-20.145,17.937,-198.408,15.221,4.931,18.905,-20.206,16.324,-198.635,13.88,4.963,17.794,18.538,20.708,-29.627,24.219,-219.362,96.746,-31.141,128.794,-30.196,14.412,-214.777,35.232,-24.499,34.514
20191001-1202-FRANKFURT_2-01-61,3/4 Salto rw A,27.046,31.825,0.34,27.197,-141.239,86.878,15.501,41.535,0.038,23.533,-138.571,74.676,14.34,21.457,4.286,0.547,-0.248,12.544,-162.445,26.608,-18.448,23.189,-0.685,11.105,-162.239,21.318,-17.933,14.736,4.855,0.5,0.824,8.047,-190.249,20.403,-6.521,7.372,0.649,5.686,-190.308,19.847,-6.834,4.971,20.934,27.042,-3.706,34.737,-199.932,139.736,-41.092,126.65,-4.972,17.538,-196.797,102.393,-39.364,63.608
20191001-1202-FRANKFURT_2-01-62,Cody C,38.633,33.273,-25.501,24.272,-12.307,220.058,43.502,115.992,-24.865,17.655,-20.765,183.412,40.077,89.956,29.341,5.421,-55.412,19.942,-640.16,105.523,-67.872,56.541,-55.722,10.627,-630.281,91.343,-63.928,27.303,6.431,1.391,-28.939,41.456,-161.236,80.667,-12.745,41.911,-27.77,35.714,-166.592,87.155,-14.844,31.893,16.482,18.133,-13.597,21.695,-176.286,71.914,-46.366,113.178,-13.175,10.547,-173.273,45.895,-42.95,37.223
20191001-1202-FRANKFURT_2-01-63,Bücksprung,31.886,28.871,4.673,20.692,52.415,208.655,22.751,84.458,4.469,13.151,47.854,193.315,18.006,29.704,10.043,3.324,16.961,14.794,7.862,218.97,-4.464,28.012,17.293,9.156,9.301,208.845,-4.478,15.482,3.882,3.506,10.864,25.451,-66.508,69.911,18.094,22.948,10.346,22.819,-67.311,67.964,17.712,16.095,11.864,17.612,-7.317,17.047,13.389,97.254,-14.244,78.712,-7.107,6.415,13.446,15.766,-11.005,27.525
20191001-1202-FRANKFURT_2-01-64,Salto B,31.076,30.508,-3.979,19.887,-82.496,158.397,13.683,63.166,-3.833,10.76,-84.25,141.792,10.507,18.728,15.881,7.556,-33.038,20.391,-377.479,246.121,-13.132,40.824,-33.081,15.335,-374.444,232.896,-11.81,16.834,9.576,6.844,-32.436,21.011,-244.048,148.508,-3.842,44.175,-32.669,17.482,-245.355,131.07,-4.9,21.73,14.92,17.755,-12.553,23.387,-139.567,93.131,-31.834,86.974,-13.744,11.181,-133.376,25.691,-26.605,43.236
20191001-1202-FRANKFURT_2-01-65,Barani A,32.14,34.078,28.18,41.99,111.021,116.272,62.985,80.545,30.087,32.244,106.748,94.672,57.122,43.916,10.073,1.589,139.8,37.664,130.012,51.441,163.839,81.006,138.96,35.345,127.277,43.117,164.531,76.851,10.325,0.813,79.668,79.286,-123.824,70.037,212.503,63.321,79.998,77.326,-122.654,68.889,211.329,62.692,17.383,19.83,-17.65,19.647,-216.312,81.061,-10.868,82.281,-17.477,12.435,-212.568,28.92,-5.301,38.783
20191001-1202-FRANKFURT_2-01-66,Salto A,28.719,31.632,-9.068,26.907,-203.698,126.089,12.182,40.94,-9.003,21.453,-207.683,89.454,7.817,23.202,7.803,0.702,-13.271,8.547,-198.367,31.202,-21.079,15.52,-13.73,7.799,-198.16,23.157,-20.741,10.32,8.26,0.635,-25.579,13.173,-182.68,12.393,11.922,8.367,-25.42,12.457,-183.238,11.821,11.38,7.539,20.181,23.624,-44.068,26.496,-246.829,89.676,-49.448,146.947,-43.941,11.521,-244.112,40.826,-41.36,29.835
20191001-1202-FRANKFURT_2-01-77,Barani A,29.479,32.508,30.964,32.452,160.148,69.738,62.483,62.166,31.727,28.76,160.451,59.511,61.26,41.092,11.391,1.366,131.84,31.53,134.046,48.585,212.574,100.557,130.074,27.362,130.984,41.547,212.151,95.62,11.275,1.46,42.345,57.966,-161.979,59.736,222.567,92.457,43.226,57.504,-160.178,57.343,221.923,91.512,17.227,19.967,-41.957,25.16,-219.793,96.208,-6.502,70.213,-41.205,19.019,-217.781,24.269,-3.29,37.863
20191001-1202-FRANKFURT_2-01-78,Salto A,28.693,29.742,-9.862,34.261,-218.779,115.967,1.371,79.9,-10.725,17.595,-221.447,79.091,-2.139,44.265,7.59,1.007,-8.184,15.553,-207.022,30.262,-28.539,18.825,-8.395,8.896,-205.91,25.658,-27.066,9.862,8.396,1.015,-9.596,5.878,-179.546,40.058,-7.043,20.481,-9.31,3.974,-179.93,38.036,-7.264,19.035,20.713,24.646,-19.048,26.999,-260.468,88.858,-43.38,164.571,-20.768,13.95,-254.225,50.627,-31.53,36.199
20191001-1202-FRANKFURT_2-01-79,Hocksprung,28.505,31.215,-2.37,33.792,77.173,157.478,19.207,112.014,-0.226,21.406,69.92,138.763,6.692,40.739,8.3,3.989,-0.314,17.861,-40.48,129.438,8.674,25.38,-0.587,14.399,-38.643,123.822,8.888,15.992,2.234,1.426,1.379,13.4,-36.218,51.758,-0.351,15.966,0.792,10.991,-37.268,48.023,0.176,9.901,14.562,23.405,-5.23,27.725,-1.869,78.691,-14.942,83.559,-4.286,14.452,-0.725,24.269,-10.16,36.875
20191001-1202-FRANKFURT_2-01-80,Salto C,30.232,29.401,-4.814,40.972,-67.251,131.461,12.614,58.202,-5.163,35.169,-72.225,104.265,6.602,21.27,18.447,6.702,-48.982,34.003,-523.192,135.724,-12.96,34.253,-49.347,26.282,-517.886,124.509,-10.842,22.671,4.852,1.807,-9.78,24.355,-140.946,74.442,4.26,14.579,-9.818,18.948,-142.333,71.165,3.251,9.181,17.455,23.191,-18.747,27.156,-124.354,91.663,-19.459,103.619,-18.455,15.551,-120.346,24.852,-15.514,28.72
20191001-1202-FRANKFURT_2-01-81,3/4 Salto vw A,25.951,32.35,25.673,21.64,60.486,61.018,27.937,65.003,25.606,11.696,56.612,52.085,24.353,36.461,2.058,0.768,22.821,3.27,85.6,49.376,4.773,10.319,22.954,3.054,85.968,48.367,4.338,8.947,5.41,3.967,35.298,9.225,285.319,79.505,-15.884,11.251,35.061,7.816,284.755,77.52,-15.225,10.066,22.261,26.578,15.129,18.156,221.645,164.088,5.275,34.671,15.678,9.604,223.028,135.789,4.991,20.964
20191001-1202-FRANKFURT_2-01-82,Baby- Fliffis C,43.369,27.399,53.413,33.048,322.953,276.248,19.442,38.224,53.482,23.533,320.827,221.134,21.108,21.645,18.845,9.297,63.209,69.973,208.798,180.376,164.404,93.13,62.837,54.695,207.603,172.224,162.815,76.637,9.301,0.686,75.59,32.471,-59.251,56.762,240.416,36.015,74.963,31.014,-57.332,57.88,239.639,33.872,20.699,22.51,-4.464,18.501,-270.208,130.688,45.765,84.911,-3.166,7.786,-262.742,90.326,49.74,52.744
20191001-1202-FRANKFURT_2-01-91,Barani A,30.975,32.714,42.8,42.453,129.177,91.25,67.348,42.096,43.189,38.352,129.655,76.151,66.973,22.154,10.462,1.656,129.89,28.933,134.769,41.122,182.044,93.638,128.405,26.559,132.123,35.582,181.403,88.887,10.662,0.606,41.21,48.396,-143.414,74.62,204.089,85.258,42.366,47.339,-141.612,75.167,203.984,84.264,19.925,20.892,-14.257,19.4,-259.28,100.613,-14.237,134.29,-15.527,12.411,-256.857,30.311,-7.632,40.174
20191001-1202-FRANKFURT_2-01-92,Salto A,27.368,31.059,-26.471,30.247,-222.099,129.858,1.926,109.368,-24.877,14.929,-222.895,97.106,-6.107,54.512,8.639,0.458,-1.215,10.391,-202.925,72.791,-20.23,16.381,-1.973,7.342,-203.927,65.893,-20.945,14.221,8.324,0.444,-19.618,13.991,-224.639,43.143,0.997,12.533,-19.694,12.654,-224.541,40.189,0.437,11.166,20.268,24.214,-12.835,27.838,-197.583,110.977,-32.209,100.677,-12.948,14.598,-194.324,28.776,-28.649,37.028
20191001-1202-FRANKFURT_2-01-93,Hocksprung,28.571,30.98,8.357,18.108,50.772,189.257,23.636,47.566,8.177,13.311,45.443,180.647,18.799,28.533,8.712,4.041,4.707,24.232,-41.158,140.671,-12.057,54.924,4.545,14.24,-38.601,132.951,-10.023,22.589,3.546,3.199,2.607,12.607,-37.018,65.146,26.883,15.791,2.856,9.627,-37.822,59.007,25.165,8.369,13.664,21.615,-9.262,19.83,3.095,111.034,-23.108,87.358,-9.088,11.226,4.154,16.58,-23.409,26.816
20191001-1202-FRANKFURT_2-01-94,Salto C,31.237,30.25,-14.844,24.929,-70.276,113.009,3.928,47.265,-14.266,20.632,-78.8,94.956,5.897,26.463,16.551,5.75,-44.149,33.738,-484.465,103.418,-13.281,33.503,-45.239,27.225,-473.724,92.262,-14.006,20.106,4.254,0.997,-36.597,22.071,-128.114,85.287,10.97,17.56,-36.003,17.595,-132.054,88.364,10.113,15.08,18.865,26.273,-16.676,25.589,-135.3,103.399,-44.381,140.249,-16.254,11.786,-132.946,52.916,-40.375,22.766
20191001-1202-FRANKFURT_2-01-95,3/4 Salto vw A,25.203,31.772,18.265,15.635,60.619,65.316,16.549,55.441,18.239,8.603,57.496,54.933,11.34,24.186,1.818,1.022,21.062,2.771,76.654,49.969,6.867,19.413,21.149,2.37,77.646,49.462,6.991,18.172,6.582,3.241,34.424,9.651,318.529,63.668,-4.405,15.277,34.347,8.088,317.132,62.326,-4.188,12.213,20.302,23.39,17.789,23.908,200.949,149.905,12.981,47.934,18.12,16.953,203.194,131.164,11.898,26.246
20191001-1202-FRANKFURT_2-01-96,Baby- Fliffis C,46.963,28.735,39.891,33.776,317.379,223.197,51.479,101.992,40.148,21.786,314.99,195.258,53.948,57.987,21.209,11.086,101.862,77.232,207.236,211.036,205.986,87.632,102.648,55.969,208.174,199.635,207.337,37.5,8.906,1.123,83.833,35.513,-33.627,75.596,234.608,42.179,82.443,31.257,-34.417,70.525,230.762,29.877,19.128,21.678,-10.484,26.159,-249.394,134.103,59.382,115.483,-10.799,19.164,-246.196,56.679,63.677,64.541
20191001-1202-FRANKFURT_2-01-108,Barani A,31.162,33.089,24.968,32.576,141.173,96.548,55.962,61.379,24.174,30.172,142.631,83.448,57.953,40.382,10.002,1.161,118.024,41.693,119.415,52.782,187.475,87.619,117.669,37.842,117.222,37.497,187.582,82.899,10.679,0.754,78.997,54.938,-111.266,88.118,202.753,64.265,78.679,53.875,-111.18,86.743,202.115,63.518,21.497,22.36,-8.087,37.583,-262.839,126.317,37.466,101.316,-7.982,28.082,-263.896,46.61,38.888,29.996
20191001-1202-FRANKFURT_2-01-109,Salto A,27.419,30.085,-21.617,26.425,-210.154,121.253,-12.589,72.92,-21.088,19.079,-210.103,96.758,-13.294,45.429,8.613,0.454,5.552,14.349,-231.058,36.822,-7.031,8.799,4.527,12.638,-230.553,33.642,-7.585,5.6,8.222,0.155,-17.844,11.313,-208.68,8.096,-14.968,17.908,-17.378,10.186,-208.698,7.263,-14.732,15.72,18.894,21.598,-2.271,28.989,-218.708,102.309,-22.686,160.793,-3.011,15.146,-214.885,28.593,-16.24,46.559
20191001-1202-FRANKFURT_2-01-110,Hocksprung,30.721,32.059,5.925,31.572,37.506,183.449,13.524,106.786,6.114,19.939,35.255,164.12,2.239,21.877,9.006,4.047,9.847,27.899,-30.512,141.825,-1.557,31.255,10.381,23.361,-30.225,135.732,-1.398,24.16,2.49,2.176,1.6,18.497,-37.529,67.675,35.256,23.876,1.323,14.657,-37.428,61.359,34.861,20.237,13.584,21.395,-7.745,16.015,3.55,137.763,-27.996,93.596,-6.478,5.403,4.141,21.869,-26.349,22.184
20191001-1202-FRANKFURT_2-01-111,Salto C,32.169,29.453,-13.854,33.878,-47.831,117.447,22.661,46.89,-14.804,27.242,-54.014,99.676,20.262,22.059,17.488,5.828,-24.437,30.356,-497.319,168.717,-46.75,49.031,-24.831,24.546,-496.024,154.344,-47.435,41.922,4.866,2.579,-24.371,19.846,-187.605,121.665,2.554,30.132,-23.981,15.562,-184.557,101.22,3.143,20.132,15.531,20.686,-8.567,28.726,-93.152,107.374,-15.646,115.106,-7.773,10.24,-89.659,15.441,-13.375,33.028
20191001-1202-FRANKFURT_2-01-112,3/4 Salto vw A,28.252,33.114,15.367,12.727,48.84,54.838,25.307,38.943,14.721,6.912,45.054,51.033,23.247,24.091,1.8,1.154,24.415,7.546,62.435,61.206,9.035,17.905,24.356,6.862,63.375,60.251,8.653,16.375,6.115,3.957,32.245,6.395,317.392,68.183,-26.768,11.064,32.252,5.468,316.245,66.795,-26.281,9.409,13.903,13.085,15.749,13.157,270.606,113.909,9.338,34.034,15.833,9.246,265.177,104.466,8.392,20.071
20191001-1202-FRANKFURT_2-01-113,Baby- Fliffis C,49.206,30.96,16.387,37.354,197.598,319.772,-22.652,43.406,16.72,23.267,206.235,272.061,-19.736,26.584,24.342,8.455,51.411,56.876,320.688,197.11,148.156,138.51,52.581,50.401,313.938,194.149,143.721,124.666,11.328,1.884,28.379,68.765,-102.246,92.025,329.257,70.103,26.172,60.788,-96.076,69.669,331.01,62.381,20.473,22.855,-126.791,25.131,-227.112,63.572,8.46,94.337,-123.032,15.041,-226.276,54.116,9.023,84.183
20191001-1202-FRANKFURT_2-01-129,Salto A,28.031,30.238,-2.047,28.24,-192.936,81.408,17.791,66.41,-1.441,22.121,-190.794,65.399,13.778,35.523,8.055,0.704,-1.214,16.407,-201.038,34.29,-23.065,9.973,-0.965,14.244,-200.995,27.86,-22.967,5.693,8.027,0.619,-2.777,6.655,-186.555,13.975,3.128,8.484,-3.284,5.098,-187.288,12.958,2.663,6.738,21.419,24.274,-15.274,24.789,-265.884,98.66,-37.519,163.52,-15.458,11.331,-262.321,44.027,-30.783,23.16
20191001-1202-FRANKFURT_2-01-130,Salto A,25.427,28.443,-6.46,31.261,-154.624,151.543,23.548,98.595,-5.555,18.921,-159.072,117.546,13.043,30.618,8.083,0.615,-4.328,13.846,-212.154,72.305,-23.876,19.45,-4.546,10.644,-211.74,66.62,-22.162,7.981,9.991,1.012,-4.536,5.346,-268.165,35.115,-2.619,13.313,-4.231,4.223,-267.758,30.976,-3.293,9.22,22.637,26.326,-18.163,30.698,-271.684,126.11,-12.725,165.318,-18.07,17.431,-272.063,48.85,-8.772,26.581
20191001-1202-FRANKFURT_2-01-131,Salto A,23.364,27.233,-4.247,22.133,-174.324,132.648,8.635,77.589,-3.72,8.16,-177.967,94.626,0.852,22.101,7.445,0.411,-7.467,10.153,-201.001,36.306,-25.046,21.82,-7.29,7.579,-201.109,32.086,-24.287,12.94,7.366,0.132,11.219,6.016,-191.214,14.287,-15.105,5.886,11.099,5.357,-191.184,13.546,-15.046,4.725,20.778,24.977,14.055,11.3,-260.696,123.748,-17.458,136.846,13.89,7.261,-255.072,73.758,-11.868,24.922
