SprungID,Sprungtyp,mean_Acc_N_Fil,std_Acc_N_Fil,mean_Gyro_x_R,std_Gyro_x_R,mean_Gyro_y_R,std_Gyro_y_R,mean_Gyro_z_R,std_Gyro_z_R,mean_Gyro_x_Fil,std_Gyro_x_Fil,mean_Gyro_y_Fil,std_Gyro_y_Fil,mean_Gyro_z_Fil,std_Gyro_z_Fil
generated_Mean_Barani A,Barani A,28.452,31.883,-24.415,36.822,-146.04,112.609,66.961,67.713,-24.266,31.693,-145.593,94.207,66.564,45.749
generated_Mean_Barani A,Barani A,9.369,1.325,-109.928,41.747,-84.073,58.951,172.399,59.84,-109.458,40.057,-83.112,56.198,172.085,57.093
generated_Mean_Barani A,Barani A,8.937,0.808,-61.585,50.102,109.477,46.514,148.068,70.251,-61.696,49.013,109.063,45.676,147.903,68.286
generated_Mean_Barani A,Barani A,20.966,24.958,-0.584,29.392,224.739,84.16,5.549,57.176,-0.797,21.188,224.351,64.035,6.595,35.31
generated_Mean_Doppelsalto C,Doppelsalto C,30.705,24.891,9.123,26.05,165.511,122.925,-15.041,51.345,9.313,19.272,169.685,106.317,-15.863,28.57
generated_Mean_Doppelsalto C,Doppelsalto C,47.204,7.431,5.601,26.664,719.969,110.335,-12.201,33.242,5.947,21.933,715.524,108.35,-11.719,20.781
generated_Mean_Doppelsalto C,Doppelsalto C,28.833,15.484,47.597,33.383,523.79,219.011,-18.015,41.636,47.171,27.538,523.146,209.968,-17.995,25.281
generated_Mean_Doppelsalto C,Doppelsalto C,20.249,21.979,9.381,22.439,218.726,76.109,-19.869,39.661,9.452,17.153,217.283,60.898,-19.057,26.461
generated_Mean_3/4 Salto rw A,3/4 Salto rw A,25.394,33.45,3.525,15.369,83.946,49.412,4.266,27.622,3.664,11.403,84.087,40.277,4.401,18.497
generated_Mean_3/4 Salto rw A,3/4 Salto rw A,4.047,0.554,5.893,9.577,110.32,43.802,-6.251,13.992,5.88,7.686,110.267,40.787,-6.237,10.24
generated_Mean_3/4 Salto rw A,3/4 Salto rw A,4.286,0.524,3.192,8.161,135.788,17.395,-8.862,12.016,3.177,6.712,135.777,15.236,-8.908,9.322
generated_Mean_3/4 Salto rw A,3/4 Salto rw A,19.814,28.558,8.503,24.358,133.898,80.973,-16.684,57.263,8.396,17.86,131.958,69.646,-16.058,34.592
generated_Mean_Cody C,Cody C,37.453,35.128,-11.626,44.839,11.925,255.705,16.322,65.28,-11.655,31.901,15.489,221.996,15.631,39.325
generated_Mean_Cody C,Cody C,23.892,9.421,-1.739,31.997,346.88,160.724,-14.327,55.364,-1.646,22.267,345.179,144.305,-13.831,28.664
generated_Mean_Cody C,Cody C,6.587,1.459,-9.473,12.59,125.897,55.345,-2.466,19.357,-9.416,10.434,126.17,47.999,-2.941,11.997
generated_Mean_Cody C,Cody C,18.232,22.67,-3.489,27.384,145.054,87.307,-6.098,55.325,-3.948,19.251,145.144,66.918,-5.397,30.725
generated_Mean_Schraubensalto,Schraubensalto,24.734,32.054,30.484,52.042,178.376,63.214,53.71,59.001,31.362,48.935,178.173,56.806,53.96,53.584
generated_Mean_Schraubensalto,Schraubensalto,6.621,2.512,97.983,52.767,-57.727,101.434,127.484,66.277,97.316,51.504,-57.252,99.406,127.551,64.408
generated_Mean_Schraubensalto,Schraubensalto,10.775,1.7,-14.207,42.76,-15.279,123.893,183.654,69.299,-13.81,41.698,-15.088,121.552,183.014,67.61
generated_Mean_Schraubensalto,Schraubensalto,18.711,24.018,-10.468,34.452,209.001,55.99,40.639,68.493,-10.702,30.091,207.353,43.755,40.911,58.029
generated_Mean_Rudi,Rudi,30.289,29.358,-18.614,53.164,-217.998,133.66,203.765,178.766,-17.63,49.413,-216.374,119.438,205.302,170.209
generated_Mean_Rudi,Rudi,17.265,2.869,187.8,122.455,-56.926,105.829,622.896,79.594,186.021,116.598,-57.375,95.65,621.329,72.838
generated_Mean_Rudi,Rudi,13.246,3.404,65.566,82.634,73.029,135.806,402.389,181.692,66.332,79.62,73.191,130.358,401.663,177.414
generated_Mean_Rudi,Rudi,22.129,25.535,24.548,44.498,269.4,89.768,42.887,83.221,24.019,33.901,269.614,68.272,43.731,58.083
generated_Mean_Fliffis- Rudi C,Fliffis- Rudi C,49.63,23.702,-38.173,81.187,-529.276,239.07,65.611,134.761,-37.331,63.283,-528.61,194.743,60.349,72.443
generated_Mean_Fliffis- Rudi C,Fliffis- Rudi C,47.574,10.526,-91.279,86.163,-495.846,215.783,240.102,231.919,-88.197,76.434,-494.888,203.218,245.424,223.539
generated_Mean_Fliffis- Rudi C,Fliffis- Rudi C,37.255,5.834,253.779,211.337,-71.71,211.921,844.211,103.096,249.592,194.451,-70.202,173.687,836.401,93.32
generated_Mean_Fliffis- Rudi C,Fliffis- Rudi C,27.968,21.886,87.11,80.563,330.201,129.33,156.313,262.171,86.496,69.467,324.563,102.011,165.124,240.699
generated_Mean_Barani C,Barani C,32.703,30.285,-5.665,29.67,-270.17,174.721,44.195,49.589,-5.8,25.304,-268.386,165.304,44.187,35.185
generated_Mean_Barani C,Barani C,10.871,3.158,-28.711,37.762,-124.117,142.323,189.203,68.141,-28.733,32.951,-124.734,136.644,188.741,61.531
generated_Mean_Barani C,Barani C,6.333,1.048,-54.83,29.184,80.884,44.58,174.749,58.334,-54.559,26.944,80.688,41.878,174.557,53.44
generated_Mean_Barani C,Barani C,20.601,27.376,-5.136,21.941,166.363,67.6,39.58,49.581,-5.285,16.51,166.386,54.115,39.981,39.927
generated_Mean_Grätschwinkel,Grätschwinkel,24.264,30.431,-1.046,22.224,-6.761,103.739,4.562,39.42,-0.647,17.106,-8.314,93.305,4.665,23.943
generated_Mean_Grätschwinkel,Grätschwinkel,7.8,3.479,-4.191,18.178,-125.665,129.037,5.3,28.362,-4.26,14.744,-124.236,123.252,5.269,20.612
generated_Mean_Grätschwinkel,Grätschwinkel,5.198,2.667,-3.729,16.142,95.37,67.949,-2.29,21.886,-3.643,12.41,94.372,64.784,-2.388,15.878
generated_Mean_Grätschwinkel,Grätschwinkel,18.271,26.263,0.178,21.887,42.255,71.384,4.401,41.129,-0.059,13.611,43.699,47.176,4.645,20.171
generated_Mean_Fliffis C,Fliffis C,48.068,26.262,-22.758,44.06,-465.162,242.801,17.937,66.299,-22.17,35.482,-462.365,230.639,17.643,40.244
generated_Mean_Fliffis C,Fliffis C,47.802,11.748,-31.67,58.742,-583.672,172.051,54.679,74.751,-31.722,55.186,-581.497,164.182,55.474,70.262
generated_Mean_Fliffis C,Fliffis C,19.215,5.01,-50.456,67.481,-4.03,152.846,210.517,78.358,-50.158,58.786,-5.611,138.002,208.777,61.698
generated_Mean_Fliffis C,Fliffis C,22.416,20.944,1.202,43.985,253.713,85.233,27.763,100.955,0.511,36.95,251.66,68.287,29.285,84.7
generated_Mean_1/2 ein 1/2 aus C,1/2 ein 1/2 aus C,31.354,30.842,-24.572,222.232,152.974,172.899,-0.852,91.415,-23.297,214.465,150.107,164.913,-0.674,79.331
generated_Mean_1/2 ein 1/2 aus C,1/2 ein 1/2 aus C,43.078,9.851,-10.058,127.22,-529.691,151.771,-10.677,122.813,-10.563,126.931,-525.68,149.524,-11.969,118.307
generated_Mean_1/2 ein 1/2 aus C,1/2 ein 1/2 aus C,23.678,10.018,-2.341,81.176,-51.568,197.126,-17.158,120.916,-2.438,72.738,-52.467,191.69,-16.716,106.981
generated_Mean_1/2 ein 1/2 aus C,1/2 ein 1/2 aus C,24.026,23.407,-4.887,47.61,234.335,93.525,28.718,104.13,-5.221,40.647,231.195,79.275,29.52,88.21
generated_Mean_Doppelsalto B,Doppelsalto B,27.845,28.359,3.968,28.897,123.231,176.588,-19.738,53.29,4.356,22.637,126.548,153.789,-19.999,27.74
generated_Mean_Doppelsalto B,Doppelsalto B,32.886,8.63,-24.209,22.526,627.946,148.742,1.282,31.347,-23.67,17.746,624.473,146.902,1.175,19.451
generated_Mean_Doppelsalto B,Doppelsalto B,29.117,16.444,39.533,36.106,544.826,226.759,-6.842,35.947,39.138,31.129,543.77,219.036,-6.762,25.885
generated_Mean_Doppelsalto B,Doppelsalto B,21.973,23.489,13.175,23.543,213.319,92.647,-14.853,38.618,13.028,18.334,212.327,72.713,-14.188,25.029
generated_Mean_1 3/4 Salto vw B,1 3/4 Salto vw B,43.889,24.555,-58.274,60.375,-487.271,220.93,99.072,97.024,-57.431,52.518,-482.612,216.265,98.379,69.191
generated_Mean_1 3/4 Salto vw B,1 3/4 Salto vw B,20.224,7.901,-38.352,29.719,-400.175,204.144,57.503,33.776,-38.233,27.82,-399.83,200.691,57.102,28.247
generated_Mean_1 3/4 Salto vw B,1 3/4 Salto vw B,10.259,5.276,-22.745,41.077,-180.236,225.534,28.318,41.404,-23.04,37.504,-182.304,217.998,28.874,34.718
generated_Mean_1 3/4 Salto vw B,1 3/4 Salto vw B,33.845,23.421,-36.124,55.21,-371.115,291.17,53.847,171.221,-35.93,28.535,-373.166,200.671,52.935,49.112
generated_Mean_Fliffis aus C,Fliffis aus C,48.159,23.849,44.141,29.42,-524.505,215.393,-10.49,45.833,43.751,24.79,-522.522,203.914,-10.457,28.777
generated_Mean_Fliffis aus C,Fliffis aus C,48.374,10.206,33.917,43.817,-637.975,157.024,8.73,102.628,33.516,40.458,-635.648,149.717,11.717,100.869
generated_Mean_Fliffis aus C,Fliffis aus C,18.825,5.127,32.611,59.912,35.301,161.005,239.66,126.257,32.817,49.431,34.784,155.633,235.762,118.501
generated_Mean_Fliffis aus C,Fliffis aus C,26.863,25.604,3.697,41.377,329.439,133.706,-0.205,88.098,4.054,30.438,330.318,96.338,1.408,62.451
generated_Mean_Salto rw B,Salto rw B,25.896,28.665,2.017,26.508,33.298,278.124,3.054,52.112,1.702,19.227,36.2,238.836,1.465,27.529
generated_Mean_Salto rw B,Salto rw B,16.008,7.375,-0.472,26.152,385.798,245.165,-16.672,37.35,-0.645,21.537,380.605,238.75,-15.429,27.349
generated_Mean_Salto rw B,Salto rw B,8.884,6.326,-9.501,25.783,221.429,154.938,4.645,28.86,-9.454,21.185,221.651,144.826,4.087,19.724
generated_Mean_Salto rw B,Salto rw B,22.333,31.211,-8.443,26.068,176.753,126.319,-12.088,47.942,-8.084,18.094,175.886,102.91,-11.7,27.635
generated_Mean_Salto rw A,Salto rw A,22.558,27.514,-7.811,27.215,236.027,102.127,-11.948,48.153,-7.995,18.727,233.465,65.116,-10.835,22.436
generated_Mean_Salto rw A,Salto rw A,7.416,0.921,-9.461,15.772,216.921,24.206,12.544,17.081,-9.315,13.121,216.011,20.845,12.371,11.382
generated_Mean_Salto rw A,Salto rw A,6.766,0.721,2.623,7.67,153.019,29.765,-8.354,11.065,2.483,6.464,153.786,27.983,-8.329,9.224
generated_Mean_Salto rw A,Salto rw A,24.409,30.427,-20.414,27.458,210.968,127.882,-13.389,48.653,-19.799,17.516,212.222,99.085,-13.518,22.515
generated_Mean_Salto rw C,Salto rw C,22.434,23.2,3.634,26.237,49.525,233.365,27.002,54.807,2.421,19.62,51.502,192.822,24.007,27.547
generated_Mean_Salto rw C,Salto rw C,14.501,4.652,12.718,24.025,534.076,175.265,-19.361,53.418,12.837,13.905,520.904,138.278,-19.33,24.719
generated_Mean_Salto rw C,Salto rw C,4.762,1.551,0.568,12.867,95.287,49.168,-9.302,23.793,0.523,9.818,98.292,40.829,-8.816,13.15
generated_Mean_Salto rw C,Salto rw C,23.769,32.084,-17.92,28.887,163.294,108.19,-10.808,49.29,-17.79,15.96,165.632,80.894,-10.941,23.105
generated_Mean_3/4 Salto vw A,3/4 Salto vw A,22.131,30.917,8.493,18.17,-15.822,71.611,9.441,38.06,8.361,13.001,-16.436,57.747,8.484,21.073
generated_Mean_3/4 Salto vw A,3/4 Salto vw A,1.546,0.642,3.229,5.959,-82.882,60.984,9.629,13.067,3.302,4.695,-82.792,59.295,9.715,10.857
generated_Mean_3/4 Salto vw A,3/4 Salto vw A,4.587,2.628,5.948,9.588,-166.61,54.132,16.934,12.119,5.829,8.065,-166.866,52.616,16.804,9.408
generated_Mean_3/4 Salto vw A,3/4 Salto vw A,24.089,29.103,1.752,21.72,-146.793,201.325,11.356,94.48,1.994,12.745,-147.02,114.346,11.298,22.437
generated_Mean_Baby- Fliffis C,Baby- Fliffis C,36.547,28.107,1.239,46.734,-212.908,281.822,14.455,90.555,1.035,29.351,-211.827,201.524,15.704,34.498
generated_Mean_Baby- Fliffis C,Baby- Fliffis C,21.005,7.163,-28.476,52.037,-226.7,193.712,188.037,103.85,-28.087,44.883,-226.267,187.313,187.911,95.67
generated_Mean_Baby- Fliffis C,Baby- Fliffis C,10.58,1.934,-18.023,40.873,63.568,72.276,267.175,103.896,-18.378,36.561,63.467,69.322,265.856,97.347
generated_Mean_Baby- Fliffis C,Baby- Fliffis C,23.58,25.181,9.09,35.644,214.249,123.281,19.495,81.617,8.89,25.616,214.917,95.585,21.07,59.833
generated_Mean_Fliffis aus B,Fliffis aus B,48.095,26.389,14.573,41.985,-518.919,257.019,5.861,47.575,14.528,38.032,-515.637,248.972,5.618,32.37
generated_Mean_Fliffis aus B,Fliffis aus B,30.764,9.868,35.031,52.734,-445.986,209.328,-83.545,95.68,35.035,49.153,-446.064,203.608,-82.866,90.015
generated_Mean_Fliffis aus B,Fliffis aus B,18.595,4.434,210.458,102.735,8.421,161.599,27.492,110.029,209.126,94.323,8.512,154.873,25.807,102.958
generated_Mean_Fliffis aus B,Fliffis aus B,26.51,24.538,16.982,39.714,314.44,133.139,-14.517,80.688,18.31,32.486,313.971,104.408,-13.053,64.416
generated_Mean_Bücksprung,Bücksprung,32.374,29.514,4.677,34.197,50.54,187.344,23.331,83.142,5.179,25.366,46.304,174.125,17.822,24.056
generated_Mean_Bücksprung,Bücksprung,10.646,3.562,14.52,16.5,13.466,229.718,-4.177,32.316,14.708,12.737,14.365,218.906,-3.587,13.55
generated_Mean_Bücksprung,Bücksprung,4.272,3.873,-4.358,27.068,-76.248,73.792,7.135,22.964,-4.143,23.466,-76.963,71.769,6.465,17.006
generated_Mean_Bücksprung,Bücksprung,13.363,20.058,3.898,23.127,7.818,102.876,-4.879,61.75,4.157,15.23,8.37,24.61,-2.828,25.376
generated_Mean_Hocksprung,Hocksprung,29.266,31.418,3.971,27.824,55.15,176.728,18.789,88.789,4.688,18.219,50.206,161.177,9.243,30.383
generated_Mean_Hocksprung,Hocksprung,8.673,4.026,4.747,23.331,-37.383,137.311,-1.647,37.186,4.78,17.333,-35.823,130.835,-0.844,20.914
generated_Mean_Hocksprung,Hocksprung,2.757,2.267,1.862,14.835,-36.922,61.526,20.596,18.544,1.657,11.758,-37.506,56.13,20.067,12.836
generated_Mean_Hocksprung,Hocksprung,13.937,22.138,-7.412,21.19,1.592,109.163,-22.015,88.171,-6.617,10.36,2.523,20.906,-19.973,28.625
generated_Mean_Schraubensalto A,Schraubensalto A,25.454,29.694,74.429,55.591,124.02,99.349,126.883,120.992,75.49,50.012,123.272,87.62,127.768,110.386
generated_Mean_Schraubensalto A,Schraubensalto A,10.795,3.053,154.871,78.638,-93.624,98.44,358.996,75.01,153.427,75.148,-92.242,92.596,358.721,70.31
generated_Mean_Schraubensalto A,Schraubensalto A,11.704,2.239,-32.061,44.254,78.97,112.918,296.066,128.01,-30.924,42.364,78.41,108.035,295.126,124.174
generated_Mean_Schraubensalto A,Schraubensalto A,20.541,23.849,36.196,38.466,272.866,97.446,27.545,78.845,35.094,30.832,271.746,78.209,28.887,63.073
generated_Mean_Fliffis B,Fliffis B,49.428,27.779,-38.072,47.169,-499.266,273.639,37.939,72.0,-37.35,39.081,-494.418,249.7,37.33,43.747
generated_Mean_Fliffis B,Fliffis B,30.954,8.667,-30.963,45.535,-425.123,187.429,93.947,86.663,-31.597,42.524,-425.266,180.779,94.317,82.652
generated_Mean_Fliffis B,Fliffis B,19.423,3.28,-82.057,72.105,57.726,154.623,230.783,84.834,-81.375,66.441,56.751,149.759,229.692,79.465
generated_Mean_Fliffis B,Fliffis B,23.933,19.686,18.204,37.364,293.169,104.985,39.495,85.85,17.232,32.464,291.069,85.858,40.871,74.287
generated_Mean_Barani B,Barani B,34.065,27.179,25.145,29.91,-369.492,157.94,23.622,52.392,24.415,26.983,-366.567,147.708,23.712,45.623
generated_Mean_Barani B,Barani B,9.937,3.369,23.558,51.689,-73.094,101.302,251.901,168.236,23.459,46.648,-74.858,99.675,251.369,160.57
generated_Mean_Barani B,Barani B,8.414,1.48,-2.313,26.239,150.34,48.056,177.502,119.951,-1.993,24.249,149.935,45.374,178.224,117.381
generated_Mean_Barani B,Barani B,20.558,25.13,4.307,28.156,223.713,98.198,-6.081,56.033,4.682,20.057,221.744,83.311,-5.664,41.545
generated_Mean_Fliffis- Rudi B,Fliffis- Rudi B,51.451,25.614,-34.446,52.499,-551.435,261.677,39.184,66.148,-34.003,45.861,-547.692,253.091,39.031,45.621
generated_Mean_Fliffis- Rudi B,Fliffis- Rudi B,34.203,10.538,-93.114,151.684,-327.382,272.865,-22.872,308.909,-92.776,145.078,-327.204,264.038,-21.973,298.282
generated_Mean_Fliffis- Rudi B,Fliffis- Rudi B,30.891,5.228,55.694,274.331,-127.246,237.152,145.823,122.385,55.147,262.111,-126.615,213.702,144.041,113.344
generated_Mean_Fliffis- Rudi B,Fliffis- Rudi B,28.498,23.301,42.34,54.005,327.173,130.646,11.465,163.565,41.318,47.526,325.691,104.159,13.059,153.248
generated_Mean_Halb ein Triffis C,Halb ein Triffis C,33.084,26.663,-296.827,209.7,23.476,295.207,-179.227,160.823,-295.793,204.932,20.8,288.143,-177.328,151.404
generated_Mean_Halb ein Triffis C,Halb ein Triffis C,71.662,6.069,-437.849,83.23,-737.666,97.062,136.531,70.38,-437.822,82.262,-736.465,97.512,134.637,66.223
generated_Mean_Halb ein Triffis C,Halb ein Triffis C,48.813,23.83,0.475,171.546,-469.336,356.465,-269.304,164.932,-0.906,166.177,-468.394,348.171,-268.665,158.998
generated_Mean_Halb ein Triffis C,Halb ein Triffis C,27.283,23.645,23.384,51.088,206.883,120.756,-174.765,149.248,24.316,47.243,204.467,112.452,-174.922,143.404
generated_Mean_Triffis C,Triffis C,57.433,26.872,-83.586,51.053,-538.041,287.498,20.545,70.473,-82.504,45.818,-536.303,280.773,20.622,57.191
generated_Mean_Triffis C,Triffis C,76.668,1.969,-152.179,12.072,-859.79,15.024,64.355,24.397,-151.918,11.056,-859.526,14.481,63.748,23.134
generated_Mean_Triffis C,Triffis C,49.736,21.579,27.434,123.371,-471.806,340.325,-271.27,173.97,27.491,116.238,-470.208,334.044,-270.196,167.694
generated_Mean_Triffis C,Triffis C,28.562,20.968,81.492,44.213,242.558,130.412,-150.787,144.213,79.609,35.214,239.616,105.787,-152.624,133.586
generated_Mean_Voll- ein- Rudi- aus B,Voll- ein- Rudi- aus B,43.939,31.431,-77.383,188.847,-294.734,234.547,-274.2,323.221,-77.954,181.686,-286.791,222.439,-273.006,308.667
generated_Mean_Voll- ein- Rudi- aus B,Voll- ein- Rudi- aus B,37.957,11.979,-524.925,172.434,-218.811,371.566,-448.462,270.063,-524.46,156.147,-221.734,345.843,-450.976,255.743
generated_Mean_Voll- ein- Rudi- aus B,Voll- ein- Rudi- aus B,37.839,8.346,-365.14,294.129,-100.272,248.254,-654.936,156.91,-364.704,282.42,-100.634,229.366,-650.82,142.53
generated_Mean_Voll- ein- Rudi- aus B,Voll- ein- Rudi- aus B,30.348,21.922,-15.198,50.311,331.164,127.716,-100.95,162.919,-15.339,44.864,329.149,110.906,-103.284,156.129
generated_Mean_Voll- ein- voll- aus B,Voll- ein- voll- aus B,35.007,28.011,-261.359,186.528,129.143,236.689,-375.955,253.303,-260.053,179.647,130.372,224.87,-377.708,249.083
generated_Mean_Voll- ein- voll- aus B,Voll- ein- voll- aus B,42.505,9.006,-494.762,218.84,-88.397,413.148,-602.46,326.819,-494.557,199.402,-89.345,389.042,-599.808,313.369
generated_Mean_Voll- ein- voll- aus B,Voll- ein- voll- aus B,30.009,9.198,-76.938,130.846,-164.371,328.853,-381.713,174.199,-78.316,124.57,-164.13,319.767,-381.012,161.92
generated_Mean_Voll- ein- voll- aus B,Voll- ein- voll- aus B,27.74,20.728,6.653,51.186,270.345,103.12,-63.486,127.259,6.052,45.358,266.832,86.051,-64.352,119.277
generated_Mean_Voll- ein- halb- aus B,Voll- ein- halb- aus B,42.966,29.138,-57.359,125.589,-322.762,215.595,-207.247,257.814,-57.811,117.156,-315.986,205.296,-209.101,248.599
generated_Mean_Voll- ein- halb- aus B,Voll- ein- halb- aus B,40.993,9.557,-520.342,172.087,-269.788,373.855,-386.69,346.295,-517.946,158.712,-273.515,357.041,-385.62,332.245
generated_Mean_Voll- ein- halb- aus B,Voll- ein- halb- aus B,29.998,10.84,-110.673,109.182,-280.976,304.721,-357.469,180.935,-111.162,104.516,-280.68,296.871,-355.376,171.661
generated_Mean_Voll- ein- halb- aus B,Voll- ein- halb- aus B,27.954,20.406,27.221,38.866,283.122,148.233,-121.043,131.329,25.655,30.74,281.482,127.783,-122.353,121.932
generated_Mean_Voll- ein- voll- aus A,Voll- ein- voll- aus A,34.033,26.163,-243.401,162.734,213.688,251.255,-346.328,215.406,-240.002,154.987,212.544,239.385,-349.003,211.763
generated_Mean_Voll- ein- voll- aus A,Voll- ein- voll- aus A,43.038,12.301,-201.038,313.596,153.297,298.422,-648.345,229.151,-203.58,295.076,150.237,276.984,-645.211,216.803
generated_Mean_Voll- ein- voll- aus A,Voll- ein- voll- aus A,39.169,8.87,-147.455,294.796,-94.58,305.83,-560.955,184.562,-148.86,285.78,-90.435,289.619,-558.112,171.5
generated_Mean_Voll- ein- voll- aus A,Voll- ein- voll- aus A,30.094,18.034,-23.042,48.6,328.557,101.177,-26.564,122.597,-22.253,42.948,327.838,83.059,-29.959,118.22
generated_Mean_Voll- ein- voll- aus C,Voll- ein- voll- aus C,33.067,25.366,-249.218,166.156,142.362,256.228,-397.249,201.688,-246.008,159.695,141.29,242.79,-397.333,195.706
generated_Mean_Voll- ein- voll- aus C,Voll- ein- voll- aus C,38.586,10.955,-411.459,252.097,65.943,277.532,-554.317,362.767,-411.279,236.352,63.705,257.235,-551.172,350.734
generated_Mean_Voll- ein- voll- aus C,Voll- ein- voll- aus C,39.334,8.328,-252.438,211.996,-291.848,257.785,-391.787,302.063,-254.414,208.802,-287.185,245.649,-389.892,286.064
generated_Mean_Voll- ein- voll- aus C,Voll- ein- voll- aus C,31.648,20.488,-25.027,56.015,293.66,142.528,-119.725,154.934,-25.908,47.262,290.116,122.357,-122.133,141.19
generated_Mean_Voll- ein 1 3/4 Salto vw C,Voll- ein 1 3/4 Salto vw C,31.851,32.156,-58.746,87.526,-211.369,87.847,103.967,91.987,-59.811,84.89,-209.495,76.034,104.459,86.93
generated_Mean_Voll- ein 1 3/4 Salto vw C,Voll- ein 1 3/4 Salto vw C,22.09,4.516,154.651,331.791,-33.9,196.252,431.653,171.885,154.448,323.256,-37.22,186.258,428.504,164.59
generated_Mean_Voll- ein 1 3/4 Salto vw C,Voll- ein 1 3/4 Salto vw C,29.353,9.485,270.97,155.206,-445.506,120.053,-3.478,72.335,271.432,153.943,-442.707,115.405,-1.488,67.399
generated_Mean_Voll- ein 1 3/4 Salto vw C,Voll- ein 1 3/4 Salto vw C,27.3,23.768,10.496,26.94,-197.273,195.798,19.592,69.06,10.779,18.262,-197.004,91.461,19.737,31.385
generated_Mean_1 3/4 Salto vw C,1 3/4 Salto vw C,40.909,29.78,13.566,23.633,-398.006,208.154,-1.416,35.53,13.33,18.443,-395.716,203.531,-1.607,27.848
generated_Mean_1 3/4 Salto vw C,1 3/4 Salto vw C,30.506,15.838,6.173,25.596,-383.309,300.508,6.291,39.818,6.454,22.476,-385.147,291.705,6.473,32.62
generated_Mean_1 3/4 Salto vw C,1 3/4 Salto vw C,5.752,2.627,5.226,9.811,-285.883,97.259,-4.019,18.1,4.904,7.871,-284.584,93.223,-4.089,13.511
generated_Mean_1 3/4 Salto vw C,1 3/4 Salto vw C,27.066,25.766,0.943,27.214,-276.367,217.937,2.403,64.85,1.026,16.107,-277.903,131.898,1.637,26.837
generated_Mean_Triffis B,Triffis B,58.594,24.347,-121.778,55.605,-592.469,281.381,46.234,61.382,-121.782,52.564,-591.424,271.173,45.757,51.275
generated_Mean_Triffis B,Triffis B,55.3,0.364,-314.624,32.951,-753.049,23.077,17.501,44.872,-313.513,32.562,-752.643,23.515,17.59,44.473
generated_Mean_Triffis B,Triffis B,32.485,11.627,-52.06,137.375,-384.485,293.204,-285.476,166.573,-52.203,130.959,-382.895,283.201,-283.546,158.514
generated_Mean_Triffis B,Triffis B,28.948,21.467,90.399,39.13,244.827,145.966,-158.062,141.998,88.868,31.708,242.966,123.174,-160.009,133.624
generated_Mean_Bauchsprung,Bauchsprung,22.422,29.778,-3.099,11.481,-3.754,50.986,0.771,17.547,-2.957,9.009,-3.803,43.379,0.657,12.271
