SprungID,Sprungtyp,0_Acc_N_Fil,0_Gyro_x_R,0_Gyro_y_R,0_Gyro_z_R,0_Gyro_x_Fil,0_Gyro_y_Fil,0_Gyro_z_Fil,25_Acc_N_Fil,25_Gyro_x_R,25_Gyro_y_R,25_Gyro_z_R,25_Gyro_x_Fil,25_Gyro_y_Fil,25_Gyro_z_Fil,50_Acc_N_Fil,50_Gyro_x_R,50_Gyro_y_R,50_Gyro_z_R,50_Gyro_x_Fil,50_Gyro_y_Fil,50_Gyro_z_Fil,75_Acc_N_Fil,75_Gyro_x_R,75_Gyro_y_R,75_Gyro_z_R,75_Gyro_x_Fil,75_Gyro_y_Fil,75_Gyro_z_Fil
20190930-1247-FRANKFURT_2-01-61,Strecksprung,24.795,-2.424,76.425,34.708,-2.111,76.417,34.143,1.085,-2.337,-19.077,-24.327,-2.429,-18.728,-23.907,0.925,2.351,-44.046,-1.254,2.371,-44.263,-1.807,15.12,2.909,-3.745,-0.54,2.503,-3.502,-0.861
0110-MORITZ-01-135,Strecksprung,23.075,9.125,29.935,9.786,8.456,30.634,10.051,0.885,1.29,-21.731,10.987,1.332,-21.673,11.1,0.732,-3.64,-31.448,4.072,-3.608,-31.513,3.874,17.755,-12.801,19.587,-4.436,-12.491,18.958,-4.165
20190930-1247-FRANKFURT_2-01-196,Schraubensalto,25.184,49.215,175.742,122.959,51.149,175.631,122.87,6.161,187.132,-40.35,280.959,185.332,-40.223,280.994,10.33,-4.546,37.822,345.369,-3.323,38.328,344.478,19.795,-12.35,269.849,45.192,-12.873,268.131,44.599
20191007-1159-FRANKFURT_1-01-371,Salto C,25.894,-3.968,35.816,10.632,-4.791,43.001,9.816,13.537,-14.75,518.522,6.641,-13.843,510.073,6.042,3.987,7.38,94.204,-15.677,6.714,93.482,-15.063,22.751,-32.126,168.217,-11.381,-31.575,166.945,-11.516
20191001-1202-FRANKFURT_2-01-183,Salto A,27.987,-2.352,-203.253,13.573,-2.43,-200.731,8.766,8.127,3.113,-238.473,-12.069,2.05,-235.899,-11.149,8.787,-15.322,-165.948,0.428,-14.674,-166.904,0.328,21.995,-17.373,-276.443,-35.18,-18.479,-272.557,-24.828
0827-BK1-01-62,Salto B,28.906,2.991,32.553,4.608,2.275,35.441,5.002,17.47,-8.183,397.272,15.6,-8.333,394.282,14.891,4.161,1.253,168.318,-2.909,1.252,168.139,-2.896,16.891,-1.422,121.354,5.64,-1.187,120.554,5.831
0115-MORITZ-03-25,Salto C,23.51,9.636,72.867,6.944,8.746,73.879,6.86,7.838,-14.794,263.856,-9.608,-14.69,262.687,-9.601,5.397,-21.797,206.366,2.309,-21.573,206.268,2.164,19.68,-9.612,117.92,2.583,-8.843,118.178,2.613
20191007-1150-FRANKFURT_2-01-141,Salto A,25.524,16.686,188.869,-12.013,15.818,187.453,-12.651,8.457,6.508,245.886,-2.858,6.744,244.191,-2.603,8.565,6.398,179.328,-6.541,6.258,180.401,-6.468,21.851,16.771,206.111,0.242,16.161,203.159,0.337
20191008-1157-FRANKFURT_1-01-89,Salto A,20.307,-3.463,217.186,-4.0,-4.808,215.611,-3.91,6.601,-4.499,168.756,3.684,-4.758,168.222,3.47,7.052,-1.982,165.559,-16.245,-2.05,166.28,-16.411,27.255,-28.583,266.597,-13.593,-28.665,266.721,-12.747
20190930-1153-FRANKFURT_1-01-144,Schraubensalto,22.626,53.431,165.894,123.459,54.522,165.255,123.829,5.698,135.138,-43.71,287.756,133.792,-43.774,287.8,11.104,-113.21,-62.546,341.215,-112.052,-61.798,340.322,16.958,29.157,167.611,117.46,28.592,164.687,119.467
20191007-1150-FRANKFURT_2-01-57,Cody C,38.036,-10.083,6.69,37.913,-10.802,12.171,37.942,26.792,35.543,535.503,-0.377,35.412,530.217,-0.001,9.474,11.299,195.926,-1.685,11.519,198.407,-3.288,16.669,12.811,226.281,-10.511,13.297,222.408,-10.204
20190930-1616-FRANKFURT_1-01-344,Barani A,25.376,-42.496,-110.739,55.43,-42.605,-110.86,56.56,7.931,-156.913,-108.838,148.213,-156.062,-108.054,147.234,7.581,-94.243,113.504,128.962,-94.58,113.436,128.99,19.961,-36.025,207.955,12.123,-36.501,208.61,12.832
0827-BK2-01-122,Salto A,26.962,10.667,115.521,-15.532,10.668,116.352,-14.736,6.221,5.976,228.413,-16.574,5.956,227.232,-16.656,5.595,6.587,178.619,-21.91,6.286,178.611,-21.611,16.807,-12.999,158.352,-7.771,-12.172,157.123,-8.44
0827-BK2-01-108,Salto A,27.715,4.708,123.805,-1.262,5.113,123.577,-2.054,6.209,9.692,232.945,-17.394,9.656,231.967,-17.173,5.447,-2.234,165.978,-11.938,-2.207,166.279,-11.756,16.566,7.726,160.825,-8.799,8.201,159.278,-9.283
20191001-1202-FRANKFURT_2-01-54,Strecksprung,28.243,-3.02,-63.162,-0.597,-2.399,-65.04,-0.968,2.375,-2.523,25.141,28.715,-2.966,25.337,28.733,0.742,-0.758,39.445,5.487,-0.25,39.258,5.259,12.013,14.231,11.177,-16.275,14.341,12.687,-14.385
20191007-1150-FRANKFURT_2-01-46,Barani A,28.141,-20.469,-166.994,54.335,-19.966,-165.327,54.57,10.057,-159.015,-96.423,163.61,-158.245,-96.446,162.565,11.828,-130.588,93.163,188.711,-130.688,93.829,189.062,17.503,13.759,266.63,38.939,12.357,262.31,39.169
20191008-1157-FRANKFURT_1-01-387,Barani A,29.474,-25.828,-159.011,82.149,-25.976,-158.392,82.902,9.55,-140.863,-67.844,230.143,-140.048,-65.736,228.929,7.893,-9.553,165.972,121.647,-10.152,165.068,122.31,24.277,22.948,273.134,-23.398,22.829,274.585,-23.426
20191007-1534-FRANKFURT_2-01-52,Barani A,27.879,-39.8,-187.864,96.417,-39.927,-187.556,96.222,9.27,-144.276,-15.017,252.383,-143.046,-14.925,251.877,9.798,-35.172,164.08,137.597,-36.099,164.521,137.425,29.663,17.194,252.761,-13.525,16.738,251.782,-12.036
20191007-1534-FRANKFURT_2-01-91,Salto B,29.115,-9.89,-2.611,26.787,-9.644,3.846,25.905,19.871,40.711,488.461,-50.651,40.309,483.832,-50.065,5.07,-6.338,175.548,-11.033,-6.057,177.198,-11.949,21.931,-4.779,163.257,-18.461,-6.109,160.625,-17.955
20191001-1202-FRANKFURT_2-01-104,Strecksprung,25.594,-7.051,-56.352,6.906,-6.211,-57.349,6.777,1.618,2.342,11.733,11.268,1.856,11.887,11.994,0.728,-3.485,50.368,2.242,-3.237,50.293,2.224,11.079,15.068,15.289,-8.243,16.07,12.045,-7.911
0609-1-01-323,Salto C,27.966,7.008,53.327,-22.464,7.39,58.227,-21.495,17.3,7.219,485.905,6.554,7.067,480.649,4.463,2.851,25.033,139.072,-8.767,25.25,139.349,-8.366,21.602,2.96,109.793,-5.0,2.76,111.136,-4.868
20190930-1616-FRANKFURT_1-01-31,Salto A,32.058,5.046,187.38,12.642,5.97,191.083,10.444,6.653,11.524,180.19,1.6,11.331,179.628,1.328,6.788,2.504,185.482,5.33,2.671,185.734,5.314,19.931,16.57,190.958,-7.615,16.722,190.311,-5.97
0609-4-01-325,Strecksprung,33.948,4.692,6.387,11.96,4.658,9.804,12.149,1.033,0.679,-17.008,3.738,0.41,-16.86,3.94,1.803,7.761,-14.04,-2.92,7.625,-14.168,-2.719,18.058,-1.131,-1.049,15.144,-1.161,-0.907,14.523
20191008-1207-FRANKFURT_2-01-17,Strecksprung,22.438,0.565,54.179,18.496,-0.079,54.315,15.512,1.166,1.957,-62.364,0.852,2.502,-62.253,1.844,1.114,3.219,-38.97,12.43,3.168,-39.248,12.046,16.928,0.246,52.985,3.448,0.159,52.197,5.437
0609-4-01-518,Barani C,25.945,14.167,-258.521,50.74,13.499,-254.927,50.726,9.983,-55.816,-76.623,219.388,-55.209,-78.447,218.784,6.085,-63.446,105.747,179.057,-63.227,105.256,179.082,22.24,16.009,147.299,32.161,15.507,147.289,32.2
20191007-1159-FRANKFURT_1-01-91,Barani B,42.165,34.335,-378.464,6.829,32.897,-377.41,7.975,12.165,39.904,-46.057,322.008,40.097,-48.632,319.833,8.817,-1.163,208.259,103.326,-1.408,206.264,105.233,17.479,-11.747,144.012,-23.016,-11.267,139.193,-21.439
20191008-1157-FRANKFURT_1-01-190,Strecksprung,18.58,6.548,60.715,9.596,6.627,59.555,9.409,1.028,-11.576,-57.644,7.831,-11.342,-57.43,8.039,1.105,-6.052,-69.032,-4.078,-6.324,-68.943,-3.881,21.079,-10.98,69.966,-18.542,-10.468,69.102,-18.811
0609-4-01-594,Barani C,31.647,10.139,-260.646,58.28,9.984,-259.763,58.141,10.838,-13.275,-129.316,214.076,-13.231,-128.302,213.147,6.713,-48.151,89.269,205.637,-48.214,87.823,205.269,22.592,2.005,160.916,46.899,2.114,160.533,47.015
20191001-1202-FRANKFURT_2-01-110,Hocksprung,30.721,5.925,37.506,13.524,6.114,35.255,2.239,9.006,9.847,-30.512,-1.557,10.381,-30.225,-1.398,2.49,1.6,-37.529,35.256,1.323,-37.428,34.861,13.584,-7.745,3.55,-27.996,-6.478,4.141,-26.349
0110-MORITZ-01-33,Fliffis B,47.32,45.394,-468.521,7.553,45.302,-464.284,8.299,31.043,-18.945,-438.541,-100.737,-18.635,-439.376,-101.181,16.467,140.069,137.736,-232.881,139.523,137.825,-231.347,26.524,-7.528,250.05,-23.687,-6.608,250.442,-24.54
20191001-1148-FRANKFURT_1-01-52,Salto rw B,21.805,7.954,20.65,5.191,6.706,18.533,5.473,18.89,13.386,444.265,-32.307,13.746,439.291,-31.951,6.216,-5.132,169.785,-12.045,-5.7,169.959,-11.943,24.996,-19.281,182.784,-8.297,-19.916,186.22,-7.728
0609-1-01-591,Salto C,25.813,6.592,68.894,-25.054,6.622,73.511,-23.701,14.226,14.175,447.694,-8.378,14.13,442.135,-9.836,2.655,5.658,84.004,-11.105,5.855,85.5,-11.205,20.417,1.597,164.838,-0.727,1.598,165.007,-0.402
0609-1-01-487,Doppelsalto B,27.388,14.56,118.025,-23.222,14.372,120.551,-22.469,32.126,-24.658,660.197,-12.855,-24.027,656.466,-12.559,23.985,-10.859,489.574,1.979,-10.98,488.916,1.28,18.19,10.44,197.102,-12.523,10.18,195.465,-11.368
0115-CHARI-05-88,Fliffis- Rudi B,50.604,35.692,-511.347,4.523,35.224,-509.125,3.747,34.089,188.093,-343.507,429.068,189.895,-345.035,426.138,29.212,158.054,-36.092,641.655,156.696,-34.798,642.41,22.531,4.658,312.003,-8.445,4.058,310.113,-5.299
0115-MORITZ-03-145,Voll- ein- voll- aus B,37.61,-264.754,122.237,-422.954,-264.052,126.432,-426.106,44.475,-464.476,-113.415,-633.621,-463.837,-115.283,-631.708,25.824,111.116,91.664,-338.144,108.338,89.487,-337.123,26.956,48.953,253.222,-28.973,49.02,249.005,-29.425
0609-1-01-324,Doppelsalto B,26.915,6.469,111.896,-25.836,6.163,113.847,-25.804,29.54,-52.711,600.41,22.727,-51.668,598.961,21.168,29.458,53.608,570.629,-9.688,52.778,568.456,-8.434,19.598,-1.979,206.489,-27.254,-0.905,204.614,-26.148
20191007-1159-FRANKFURT_1-01-344,Schraubensalto A,30.907,33.379,-250.774,228.407,35.801,-248.386,232.06,16.085,421.229,-77.186,635.864,416.19,-75.357,633.303,11.563,112.273,146.532,341.269,113.095,145.029,339.67,25.351,1.211,305.284,25.079,2.339,305.163,25.15
20190930-1616-FRANKFURT_1-01-135,Fliffis C,40.109,3.205,-439.275,-16.112,4.512,-436.898,-15.429,53.066,-3.827,-662.498,40.949,-4.11,-659.887,39.963,17.502,-114.631,-25.177,256.005,-113.842,-28.454,255.903,27.487,-47.648,189.825,72.34,-49.587,189.821,72.711
0609-4-01-188,Strecksprung,22.553,-5.871,44.672,-13.637,-6.118,44.622,-13.522,1.398,-7.226,-24.371,12.146,-6.861,-23.899,11.893,1.31,11.956,5.45,13.527,11.698,5.108,13.307,18.444,5.294,25.6,0.22,5.823,26.512,1.703
0609-1-01-405,Doppelsalto B,23.557,3.328,106.16,-18.619,3.612,108.061,-18.237,30.964,-39.782,652.754,-13.729,-39.37,648.6,-12.937,27.691,30.318,546.955,-23.279,30.157,547.057,-23.715,18.102,-7.892,194.429,-20.314,-7.593,191.732,-19.998
0609-1-01-776,Von Bauch in Stand,24.423,-15.799,-41.607,-6.797,-14.918,-40.622,-8.613,0.784,3.855,-8.138,6.625,3.565,-8.413,6.697,1.118,13.31,33.164,-13.09,12.948,33.325,-12.293,15.653,-17.461,92.548,22.966,-16.915,92.636,22.418
0115-CHARI-05-9,Salto B,29.61,-7.193,-3.497,1.49,-6.868,0.41,1.662,17.854,3.0,425.971,-19.362,2.598,421.032,-19.88,3.759,-6.581,123.237,-1.557,-6.188,124.711,-1.741,21.941,-7.213,157.33,-35.407,-7.276,157.661,-34.56
20190930-1153-FRANKFURT_1-01-106,Salto B,26.107,-7.941,-5.781,-4.203,-7.077,-3.54,-2.703,24.2,55.58,499.583,32.471,54.623,495.301,31.135,4.929,11.014,135.374,14.665,11.214,137.581,14.306,18.935,21.809,130.879,3.195,21.754,131.204,3.466
20191007-1524-FRANKFURT_1-01-233,Doppelsalto B,40.001,23.301,157.625,-51.89,25.195,170.247,-55.457,42.769,43.383,679.864,-10.199,43.872,674.878,-9.882,29.88,75.412,527.033,-42.966,75.077,526.602,-41.106,25.919,44.448,246.103,-27.111,43.7,244.351,-26.699
0115-MORITZ-03-41,Doppelsalto B,29.508,-3.118,92.573,-17.245,-2.447,96.616,-15.528,33.991,-73.401,629.356,11.061,-73.363,625.463,11.062,27.355,-27.444,482.468,3.436,-27.277,483.18,3.557,26.398,-17.629,202.462,18.93,-17.625,202.514,18.427
0609-4-01-548,Barani C,33.616,5.251,-272.012,45.34,4.945,-271.375,45.692,10.658,4.977,-141.273,186.233,4.684,-140.559,185.564,6.469,-48.587,87.892,216.129,-47.917,86.868,216.243,21.709,14.47,145.452,45.979,14.56,145.607,46.84
20191008-1207-FRANKFURT_2-01-309,Fliffis C,45.737,-39.975,-450.62,109.955,-38.931,-445.762,110.251,52.244,-117.396,-608.191,196.372,-119.918,-604.895,195.921,25.463,-128.684,-54.633,336.672,-127.642,-56.0,334.973,22.954,56.861,339.389,15.761,55.828,336.63,20.626
20191008-1207-FRANKFURT_2-01-337,Salto B,31.481,13.142,68.364,-33.205,15.095,77.354,-36.853,20.993,23.509,371.354,-24.947,22.102,364.825,-27.224,8.178,21.276,223.139,-50.571,22.415,226.101,-49.417,19.584,24.422,159.204,-24.122,23.192,153.665,-22.088
0609-1-01-476,Doppelsalto B,26.783,6.944,108.715,-26.049,6.93,112.853,-25.91,29.872,-51.753,586.496,3.982,-50.459,583.59,4.163,28.801,37.628,577.141,4.258,36.73,574.934,3.963,24.076,8.027,236.416,-21.102,8.252,236.034,-20.657
0609-4-01-316,Strecksprung,24.167,-0.619,17.853,-3.771,-0.672,18.29,-3.757,1.051,-1.172,-7.069,-1.124,-1.063,-6.964,-0.816,0.677,3.209,-19.401,9.526,3.213,-19.446,9.436,17.935,-4.258,3.565,-3.058,-4.043,3.112,-2.411
20191007-1524-FRANKFURT_1-01-253,Fliffis- Rudi C,51.497,-6.525,-443.591,51.188,-6.466,-438.685,42.807,51.473,-101.361,-619.004,213.872,-98.397,-615.576,219.58,44.643,313.401,-30.441,1000.674,309.253,-34.484,989.57,31.261,79.567,315.045,129.863,79.211,312.279,142.64
0609-1-01-223,Von Bauch in Stand,27.286,8.694,-11.075,5.817,8.431,-9.597,6.503,2.208,-6.44,-8.789,3.821,-6.181,-7.05,2.99,3.104,5.982,47.826,-2.554,5.491,45.981,-1.93,14.968,6.497,58.837,1.983,6.116,61.479,1.432
0609-1-01-606,Doppelsalto B,28.073,3.238,127.941,-32.226,3.089,130.529,-30.26,34.135,-29.974,686.32,16.242,-29.2,681.523,14.403,26.118,60.907,491.914,12.01,60.662,493.803,12.613,21.124,12.189,207.236,-20.521,12.022,205.825,-19.732
0110-MORITZ-01-79,Doppelsalto B,29.398,-3.958,95.504,-2.273,-3.794,100.081,-1.251,36.782,-54.043,666.652,22.701,-53.278,664.372,22.536,24.192,-4.206,437.274,15.032,-4.869,436.169,14.794,14.375,3.707,204.392,12.819,2.898,199.822,12.754
0609-1-01-103,Von Bauch in Stand,26.18,15.764,-6.604,-6.922,13.945,-6.312,-6.722,0.511,2.332,12.197,4.53,2.583,12.004,4.409,0.856,-7.545,9.779,-10.78,-7.687,10.173,-10.098,19.333,-4.623,83.106,20.95,-4.662,83.77,20.191
20191007-1159-FRANKFURT_1-01-4,Strecksprung,24.878,6.761,81.608,-34.669,6.376,81.269,-34.072,1.445,7.459,-58.478,35.086,7.298,-58.024,34.5,1.629,-17.878,-81.762,27.248,-17.943,-81.869,27.217,16.718,-5.026,55.136,-7.665,-6.193,53.761,-8.461
20190930-1247-FRANKFURT_2-01-243,Schraubensalto,24.846,43.743,183.86,99.377,44.765,183.163,99.052,5.951,195.517,-39.761,267.139,193.688,-39.134,267.578,10.124,-30.876,20.938,336.554,-29.624,21.076,335.284,18.575,-41.344,238.148,61.391,-41.693,237.508,61.345
0609-4-01-78,Salto C,21.634,5.92,271.119,6.56,5.877,268.798,6.716,6.194,-13.463,157.316,-2.774,-13.318,158.259,-2.69,6.961,0.146,209.333,21.219,0.084,209.276,20.747,20.714,4.209,199.574,-10.358,4.095,198.329,-10.316
0609-4-01-444,Strecksprung,23.412,-4.779,31.805,6.469,-4.927,32.056,7.016,1.059,0.802,-18.805,7.58,0.655,-18.975,7.343,0.969,-0.648,-17.436,-4.938,-0.567,-17.368,-4.986,17.683,-0.741,20.247,-4.668,-0.499,20.246,-4.415
20191008-1157-FRANKFURT_1-01-91,Barani A,26.93,-22.155,-178.474,71.889,-23.687,-178.81,71.414,10.456,-156.085,-54.423,256.127,-154.215,-52.793,254.858,8.484,-29.598,172.29,82.796,-30.081,172.25,84.524,26.311,2.934,275.374,-1.612,3.416,277.261,-1.447
0827-BK2-01-59,Salto B,24.748,3.65,-23.26,-6.82,4.387,-19.819,-6.718,19.077,17.356,473.37,-30.327,16.587,467.188,-30.987,3.265,-5.093,103.444,-36.726,-4.628,105.603,-35.912,18.016,-15.136,123.604,-7.283,-15.0,122.639,-7.754
0609-4-01-258,Salto C,27.384,-12.247,159.967,9.461,-12.111,158.703,10.142,10.221,6.666,298.777,16.156,6.438,299.363,15.431,3.517,11.301,144.545,5.846,11.193,144.275,5.989,19.835,1.495,118.428,-10.412,2.22,117.226,-10.561
0827-BK1-01-59,Salto B,30.18,-1.073,36.738,5.207,-1.908,40.311,4.542,17.964,-12.103,386.125,31.87,-12.254,382.657,31.466,3.931,7.194,170.451,7.217,7.316,169.931,7.329,15.57,5.398,110.116,3.697,5.704,109.559,4.457
0115-MORITZ-03-83,Voll- ein- Rudi- aus B,43.581,-75.002,-288.577,-303.424,-75.855,-282.849,-301.448,38.681,-521.83,-228.513,-499.261,-520.875,-229.852,-501.607,42.96,-270.157,-62.98,-698.513,-270.446,-63.39,-696.785,30.684,12.17,315.278,-112.977,12.542,313.28,-113.383
0110-MORITZ-01-77,Salto C,28.205,-6.26,108.981,0.04,-6.174,109.821,-0.015,11.809,-12.304,322.858,1.712,-12.56,322.164,1.706,3.237,-1.144,146.501,-0.023,-1.069,145.873,0.03,18.298,3.464,81.469,8.704,3.287,79.881,8.9
0827-BK2-02-127,Salto A,20.292,5.317,176.686,-32.558,5.713,176.618,-32.065,5.85,9.437,208.041,-14.475,9.469,207.539,-14.884,5.68,19.938,184.858,-17.281,19.886,185.075,-17.436,20.9,11.82,148.992,-21.883,11.666,148.986,-21.767
20191007-1524-FRANKFURT_1-01-276,Fliffis- Rudi B,55.988,-64.896,-537.922,68.429,-63.76,-533.87,67.302,33.728,9.042,-506.444,239.892,13.08,-508.599,240.613,35.33,408.29,-208.139,809.702,402.507,-204.96,805.837,32.626,106.422,364.719,155.599,103.509,369.679,157.029
20191008-1157-FRANKFURT_1-01-333,Barani A,24.126,-15.027,-127.154,117.006,-16.485,-133.136,114.886,9.43,-164.01,-50.096,214.044,-162.852,-48.01,213.707,7.989,-25.545,155.933,123.846,-26.12,155.528,123.417,26.196,0.711,289.891,-32.745,0.856,290.524,-32.62
0827-BK2-01-102,Salto A,27.407,17.029,121.886,-10.885,17.41,121.64,-11.086,5.964,3.832,234.888,-25.075,3.987,233.633,-25.148,4.945,-9.865,156.593,-16.606,-10.01,156.747,-16.42,17.219,-9.225,162.996,-5.29,-8.895,161.679,-6.052
0609-4-01-479,Salto C,28.937,-6.288,141.639,13.848,-6.386,143.758,13.469,10.105,12.788,318.511,8.419,12.743,316.83,8.15,3.701,-0.803,139.315,0.044,-0.86,138.434,0.064,11.577,1.587,136.99,3.856,0.736,132.439,3.917
20190930-1616-FRANKFURT_1-01-273,Doppelsalto C,34.178,-5.076,178.829,-8.225,-5.093,180.713,-7.552,44.09,39.448,669.252,28.731,39.133,666.658,28.594,27.019,29.628,461.045,-7.397,30.241,460.413,-7.134,22.49,17.895,196.512,9.098,17.676,195.519,9.618
20191007-1524-FRANKFURT_1-01-198,Fliffis B,51.06,-90.395,-511.414,70.662,-90.833,-504.372,67.169,39.23,-78.086,-627.16,99.423,-78.585,-626.861,100.215,22.644,-39.681,-119.794,367.461,-38.801,-121.355,365.337,23.805,68.476,413.912,64.387,64.617,410.303,74.825
0609-4-01-135,Schraubensalto C,23.389,97.804,181.043,159.739,98.426,179.884,160.854,15.519,130.704,-92.577,483.064,129.198,-90.608,480.191,7.866,-48.402,146.284,215.403,-48.258,145.386,215.772,10.918,23.946,181.813,45.218,23.126,178.4,44.918
0609-1-01-281,Strecksprung,27.282,-19.081,10.193,1.813,-18.521,13.661,2.007,0.768,-4.027,-9.024,17.687,-4.037,-9.245,17.503,0.657,7.3,3.723,2.426,7.118,3.812,2.326,15.924,1.439,11.375,-21.437,1.798,11.504,-21.457
20190930-1153-FRANKFURT_1-01-89,Salto B,26.576,-10.918,-22.04,-8.537,-9.554,-19.166,-6.884,22.267,57.093,489.735,14.283,55.897,484.756,13.449,4.933,8.568,117.256,5.19,8.817,119.788,5.111,22.561,18.28,138.541,-8.233,18.503,136.698,-8.171
0827-BK2-02-133,Salto A,24.938,10.131,169.397,-41.871,10.293,170.233,-41.166,5.65,8.577,215.451,-20.985,8.438,214.35,-21.696,5.28,3.544,175.136,-30.687,3.817,175.232,-30.24,24.287,8.215,161.832,-12.613,8.15,161.941,-12.735
20191003-1152-FRANKFURT_1-01-65,Barani A,30.579,17.475,-131.115,-49.026,17.458,-128.914,-48.618,8.73,168.877,-102.737,-138.893,168.803,-101.926,-138.87,10.286,134.943,82.291,-195.943,134.777,82.808,-195.106,21.018,-19.471,239.536,-40.787,-18.947,237.531,-41.595
0827-BK2-02-67,Salto B,24.423,0.867,29.024,-33.258,1.025,31.298,-33.103,18.172,47.607,423.723,-36.038,47.331,420.017,-35.556,4.041,23.671,140.203,-47.785,23.813,140.984,-47.767,18.867,9.705,136.732,-21.085,9.497,135.759,-20.846
20190930-1153-FRANKFURT_1-01-80,Salto A,23.729,4.912,159.626,4.578,4.939,159.951,6.054,7.15,36.603,212.114,2.087,36.384,211.552,1.539,6.086,18.142,196.954,-13.594,18.234,196.649,-13.167,15.46,-1.233,162.976,-13.309,-1.068,161.437,-12.471
0827-BK2-02-89,Strecksprung,18.78,-4.44,7.991,-17.461,-4.038,8.402,-17.504,0.749,-2.089,-24.539,-10.617,-2.171,-24.598,-10.593,0.588,-0.755,-26.398,-16.723,-0.811,-26.264,-16.671,21.456,-2.314,7.069,-14.85,-2.367,6.768,-14.848
0609-1-01-429,Salto C,24.83,7.654,59.597,-22.512,7.838,64.695,-20.934,14.86,1.395,460.194,-16.326,1.557,454.204,-17.319,2.59,6.543,90.857,6.881,6.574,92.078,6.208,21.736,2.708,158.071,-14.172,1.771,158.268,-13.408
0827-BK2-01-46,Salto C,30.906,9.104,45.012,-8.32,9.314,48.546,-8.389,15.628,4.856,393.071,-19.484,4.917,389.195,-19.285,2.893,-16.47,121.353,-30.593,-16.431,120.774,-30.694,18.582,-20.674,115.164,9.444,-20.683,115.082,9.706
0115-MORITZ-03-130,Voll- ein- voll- aus B,37.369,-273.54,130.959,-392.149,-272.06,134.208,-396.44,45.607,-493.062,-103.879,-665.94,-493.326,-105.398,-662.942,28.398,68.703,36.626,-399.479,66.357,35.172,-398.237,21.121,31.95,248.71,-29.851,31.996,243.975,-30.39
0609-4-01-372,Fliffis B,45.535,-32.647,-538.046,58.832,-32.204,-532.414,57.828,24.187,-51.551,-145.507,273.722,-51.624,-145.892,274.09,19.158,-58.098,293.134,192.953,-58.261,290.816,193.633,16.752,20.346,292.869,8.063,19.755,287.652,8.217
20190930-1616-FRANKFURT_1-01-99,Strecksprung,18.065,-33.429,12.059,13.187,-32.287,11.72,13.08,0.86,8.321,-19.917,-18.935,8.318,-19.988,-18.818,0.969,-5.64,-14.956,2.8,-5.606,-14.858,2.545,18.675,4.875,8.244,-5.923,5.008,8.168,-5.757
20190930-1247-FRANKFURT_2-01-300,Strecksprung,23.028,-6.073,52.089,17.19,-5.573,52.154,17.149,1.041,8.219,-43.251,-7.706,8.184,-42.886,-7.298,0.979,7.883,-41.631,-9.689,7.823,-41.928,-9.866,16.475,3.73,40.025,-2.685,3.798,39.728,-2.432
20191007-1524-FRANKFURT_1-01-144,Fliffis B,47.986,-47.607,-605.357,46.13,-45.904,-599.402,44.364,40.525,1.92,-662.282,81.027,0.729,-659.867,84.603,20.26,-9.664,-70.031,400.179,-7.727,-72.225,395.481,29.922,129.011,362.246,53.985,127.028,368.557,58.174
0115-CHARI-05-149,1 3/4 Salto vw C,37.818,20.132,-423.614,-1.554,19.8,-421.361,-2.319,29.304,11.405,-357.287,0.709,10.977,-360.054,0.963,7.079,6.583,-323.998,-1.725,6.926,-321.337,-1.333,28.648,4.532,-244.028,10.379,4.663,-247.039,9.779
0609-1-01-682,Bauchsprung,19.273,-5.578,-12.903,-3.807,-5.367,-12.978,-3.952,0.698,-3.605,-74.888,-5.844,-3.451,-74.393,-6.057,0.846,2.237,-64.85,-1.067,2.169,-64.737,-1.0,24.924,0.459,66.253,-12.491,0.483,64.325,-12.203
0609-1-01-546,Salto C,25.552,12.91,103.514,-26.492,12.492,106.564,-24.434,13.004,19.848,406.485,-17.895,20.438,402.722,-19.066,2.96,15.7,126.534,-4.671,15.658,127.056,-4.723,21.904,4.425,116.004,-12.333,3.938,116.947,-12.696
0609-4-01-459,Fliffis B,49.951,-21.059,-416.904,22.539,-20.564,-412.461,23.339,25.787,13.731,-312.299,114.174,12.415,-313.438,114.43,18.071,-162.983,107.075,289.144,-161.487,106.914,287.979,30.603,-28.295,282.478,44.851,-28.249,281.714,44.853
0827-BK2-02-79,Salto B,22.242,1.785,29.168,-24.935,2.057,30.508,-24.601,17.476,6.36,420.448,-34.98,6.69,417.424,-35.202,4.349,23.92,157.565,-42.718,23.636,158.793,-42.624,22.729,6.605,142.69,-8.287,6.259,141.559,-8.017
0115-CHARI-05-30,Salto B,33.823,-7.849,7.593,-1.555,-7.329,11.939,-2.128,18.938,-23.692,428.054,-19.716,-23.682,422.116,-19.545,4.998,-10.419,150.031,-23.319,-10.391,151.589,-23.192,15.619,-16.5,128.624,-20.919,-16.297,129.435,-20.578
20191007-1524-FRANKFURT_1-01-142,Fliffis- Rudi C,47.688,-12.731,-508.636,42.321,-11.636,-514.682,33.402,50.258,-68.104,-577.972,265.457,-63.682,-578.854,274.179,45.264,320.368,-40.48,1005.761,315.98,-37.517,992.498,29.94,167.603,317.278,120.354,163.333,324.64,137.518
