SprungID,Sprungtyp,0_Acc_N_Fil,0_Gyro_x_R,0_Gyro_y_R,0_Gyro_z_R,0_Gyro_x_Fil,0_Gyro_y_Fil,0_Gyro_z_Fil,25_Acc_N_Fil,25_Gyro_x_R,25_Gyro_y_R,25_Gyro_z_R,25_Gyro_x_Fil,25_Gyro_y_Fil,25_Gyro_z_Fil,50_Acc_N_Fil,50_Gyro_x_R,50_Gyro_y_R,50_Gyro_z_R,50_Gyro_x_Fil,50_Gyro_y_Fil,50_Gyro_z_Fil,75_Acc_N_Fil,75_Gyro_x_R,75_Gyro_y_R,75_Gyro_z_R,75_Gyro_x_Fil,75_Gyro_y_Fil,75_Gyro_z_Fil
20190930-1247-FRANKFURT_2-01-118,Strecksprung,24.468,-7.742,52.914,22.597,-7.241,53.322,22.771,1.076,-0.776,-38.009,-1.337,-0.818,-37.828,-1.245,1.044,2.706,-40.616,-13.346,2.55,-40.76,-13.199,16.482,-3.141,27.958,5.348,-3.637,27.789,4.52
0609-4-01-289,Salto C,28.585,-5.167,131.781,4.039,-5.466,132.248,4.299,11.679,6.188,360.186,1.352,6.267,358.883,1.025,3.368,5.453,131.533,2.715,5.452,131.399,2.711,10.002,7.15,108.456,-3.714,6.774,104.293,-3.988
20191007-1524-FRANKFURT_1-01-39,Barani A,24.095,-72.276,-168.169,88.451,-71.56,-167.087,88.062,8.846,-113.244,-141.932,171.823,-113.402,-140.663,171.235,8.285,-90.018,114.807,206.035,-89.659,113.762,205.831,22.968,12.842,256.217,21.519,13.403,255.919,30.092
0609-1-01-387,Doppelsalto B,26.058,-0.299,109.022,-18.287,0.043,112.537,-17.436,35.668,-22.559,712.238,16.122,-22.206,706.92,15.503,24.557,59.509,496.297,-10.32,58.872,496.5,-9.887,22.126,-1.271,187.05,-17.117,-0.948,187.423,-17.425
20191007-1159-FRANKFURT_1-01-449,Salto B,33.689,-10.764,86.388,-4.356,-11.232,86.544,-4.83,12.317,-0.917,265.823,1.93,-0.171,263.172,2.47,10.806,44.782,264.82,-42.371,43.837,267.172,-42.323,20.128,-27.319,193.821,-30.889,-26.336,191.437,-31.755
0609-1-01-880,Bauchsprung,22.605,-3.699,-3.021,3.905,-3.702,-3.174,3.612,0.908,0.682,-83.137,-15.04,0.583,-82.441,-14.515,1.553,12.756,-58.886,4.878,12.726,-59.352,4.326,21.829,-10.741,53.254,-13.044,-10.307,52.376,-10.461
20191003-1152-FRANKFURT_1-01-69,Strecksprung,23.446,-5.544,51.353,1.617,-5.729,52.206,0.841,0.792,2.772,-3.016,8.755,2.814,-3.031,9.013,0.869,0.283,-47.61,14.185,0.439,-47.643,13.969,15.07,-9.687,2.089,-9.989,-9.812,1.677,-9.55
0115-CHARI-05-87,Salto B,28.604,1.175,2.212,12.529,1.301,5.749,11.286,17.955,-19.032,433.718,-30.824,-18.613,428.347,-29.572,4.417,10.301,152.958,2.428,9.832,154.108,1.978,14.78,-2.768,111.493,-30.534,-2.019,109.706,-29.249
20190930-1247-FRANKFURT_2-01-343,Salto C,27.763,-16.866,83.702,5.901,-15.24,84.728,4.966,8.651,5.826,300.214,-0.279,5.757,297.432,-0.125,6.866,2.155,217.361,-9.222,2.244,218.237,-9.233,17.15,4.657,182.019,-1.424,3.398,181.146,-0.248
0609-1-01-602,Salto C,25.136,9.89,56.246,-16.989,10.041,62.144,-15.22,15.186,19.813,473.448,-4.853,19.948,466.776,-6.439,2.478,19.248,109.403,-15.369,19.26,110.404,-14.977,22.133,3.856,119.316,-2.038,2.743,120.27,-2.307
0609-4-01-171,Schraubensalto C,24.823,96.24,159.531,142.004,96.831,158.355,142.489,13.528,136.773,-98.257,448.844,135.801,-96.647,446.874,8.617,-37.05,153.011,217.676,-36.95,151.675,218.186,18.307,18.894,183.825,30.712,18.461,182.94,31.175
20191007-1524-FRANKFURT_1-01-57,Barani A,36.468,-71.2,-150.745,93.04,-71.3,-148.056,93.758,7.981,-140.637,-115.005,114.274,-140.822,-113.859,114.319,8.176,-110.442,78.379,203.271,-110.258,77.535,202.693,20.946,1.466,263.408,4.677,1.463,261.854,12.464
20191008-1157-FRANKFURT_1-01-235,Strecksprung,25.848,0.833,79.872,19.167,1.276,80.444,20.224,1.885,-9.071,-34.939,-7.727,-9.427,-35.099,-8.002,1.23,2.173,-35.326,-10.69,2.242,-35.426,-10.686,20.697,-5.52,6.076,4.086,-4.891,5.365,3.725
0609-1-01-612,Doppelsalto B,25.494,-0.211,124.731,-22.898,-0.298,127.36,-21.777,33.66,-66.425,674.006,-7.92,-65.609,669.767,-7.983,26.558,53.024,498.109,-25.216,53.034,497.854,-25.913,23.968,7.307,252.571,-18.304,6.883,252.634,-19.068
0609-4-01-285,Salto C,28.811,-6.031,151.107,10.632,-6.254,151.081,11.243,10.985,1.578,310.293,6.937,1.643,309.893,6.179,3.489,1.197,137.89,6.163,1.377,137.586,6.125,11.334,3.976,128.257,-1.341,3.453,124.218,-1.115
20191001-1148-FRANKFURT_1-01-72,Fliffis aus C,49.89,38.194,-554.279,-5.244,37.781,-553.069,-4.923,50.439,7.509,-680.23,20.025,7.69,-677.122,24.057,17.868,4.695,-18.607,380.579,4.868,-19.979,374.92,23.417,14.074,370.917,19.105,13.004,368.982,21.538
20190930-1616-FRANKFURT_1-01-27,Salto C,27.464,-7.018,31.439,9.282,-6.56,33.394,8.634,15.316,8.145,420.312,19.022,8.152,416.082,19.283,5.496,-5.166,163.536,9.905,-5.148,165.87,9.882,18.362,13.795,194.175,12.659,12.855,195.05,12.742
20190930-1153-FRANKFURT_1-01-125,Salto A,36.179,4.704,25.074,8.264,5.318,30.649,8.067,17.223,78.279,437.837,-1.681,77.718,432.197,-1.151,3.592,15.444,126.447,-8.704,15.597,127.185,-9.185,21.978,0.491,133.747,-18.044,0.661,133.968,-18.124
0609-4-01-572,Barani C,32.401,-8.102,-248.23,46.605,-8.367,-246.265,46.529,9.812,-35.192,-115.303,207.061,-35.316,-115.623,206.757,6.954,-44.302,99.911,205.496,-44.037,99.211,205.202,21.645,22.514,150.618,37.406,22.333,150.573,37.43
20191007-1159-FRANKFURT_1-01-200,Barani B,34.917,28.392,-383.516,11.748,28.861,-380.407,11.842,9.898,26.513,-67.809,217.61,26.642,-70.371,218.133,8.066,18.608,86.801,233.695,18.52,87.395,233.949,16.597,21.653,269.55,5.781,20.35,265.98,4.379
0609-4-01-361,Salto C,29.521,-14.27,151.28,15.787,-14.074,150.775,16.223,10.22,5.836,288.896,14.153,5.589,289.153,13.546,3.631,9.057,154.126,10.726,8.997,153.723,10.578,10.455,6.714,131.445,-4.953,6.435,126.589,-4.596
20191007-1524-FRANKFURT_1-01-110,Doppelsalto C,38.64,20.556,190.814,-29.595,22.224,201.889,-34.137,42.596,9.919,672.941,-25.029,10.28,670.329,-25.651,28.301,69.278,506.281,-22.742,68.45,504.969,-22.248,21.689,77.784,226.127,-33.031,77.064,231.014,-25.637
20191001-1148-FRANKFURT_1-01-163,Barani C,30.625,3.147,-300.183,76.656,4.1,-302.138,76.754,10.334,-51.34,-18.615,283.051,-51.363,-19.903,281.753,7.132,-26.533,143.781,82.151,-26.602,143.925,83.236,24.683,-27.426,213.152,-14.097,-26.004,221.504,-12.731
20190930-1247-FRANKFURT_2-01-198,Rudi,33.116,-41.603,-220.75,111.625,-40.557,-216.322,111.445,12.13,219.698,-34.612,517.898,218.382,-38.152,516.527,12.412,185.74,-12.707,466.419,186.09,-10.752,465.331,20.135,-8.27,262.554,86.048,-9.149,263.405,87.474
20191001-1202-FRANKFURT_2-01-197,Salto A,25.223,-1.297,-219.794,7.682,-0.581,-223.511,-0.089,7.385,-4.324,-191.248,-1.792,-4.883,-191.371,-2.873,8.883,-10.086,-209.685,-4.551,-10.348,-209.551,-4.206,21.767,-36.889,-276.301,-35.702,-36.304,-271.171,-26.396
20191008-1207-FRANKFURT_2-01-171,Salto C,25.684,-0.693,-15.912,-5.658,0.065,-14.658,-3.881,23.802,43.311,468.014,-23.054,41.622,463.406,-23.544,5.713,24.743,193.857,-32.57,25.684,196.491,-32.121,15.814,-2.155,164.047,-15.337,-0.556,161.076,-14.656
20191008-1207-FRANKFURT_2-01-173,Salto A,32.92,29.846,141.462,-41.824,29.321,142.787,-40.157,8.543,31.657,220.967,-5.831,31.937,220.324,-6.577,6.958,41.933,204.164,-27.363,41.835,204.041,-27.556,21.993,38.123,248.743,-30.035,37.266,250.32,-31.361
20190930-1616-FRANKFURT_1-01-57,Barani C,28.993,-39.104,-260.452,47.901,-38.776,-259.375,48.325,11.536,-64.579,-226.093,172.881,-63.516,-225.324,172.234,5.719,-15.564,54.992,180.809,-16.485,54.825,180.136,18.148,-34.658,161.709,52.811,-35.006,159.754,53.769
20190930-1247-FRANKFURT_2-01-89,Salto A,25.151,11.205,196.206,-3.326,11.555,196.986,-1.863,7.893,6.323,215.744,-12.622,6.513,214.426,-12.923,7.184,1.827,196.635,-4.769,1.813,196.612,-5.008,15.356,7.094,185.474,-3.982,7.571,182.441,-3.968
0827-BK2-01-35,Strecksprung,25.784,1.466,3.172,-7.814,1.52,4.078,-7.389,0.718,-8.879,-40.658,-21.471,-8.851,-40.538,-21.368,0.656,-6.51,-17.139,-25.657,-6.475,-17.286,-25.698,15.891,-1.893,-10.793,-6.595,-1.75,-11.325,-6.557
0609-1-01-646,Bauchsprung,22.347,-0.857,-12.646,-0.765,-0.719,-12.623,-0.891,0.795,1.753,-83.946,-7.546,2.034,-83.864,-7.218,1.807,2.003,-67.089,11.19,1.874,-66.9,11.122,23.171,-1.775,72.294,-18.445,-1.779,71.875,-18.488
20191008-1157-FRANKFURT_1-01-316,Strecksprung,13.133,0.607,45.511,-27.738,1.718,45.667,-27.605,0.98,-10.709,-38.974,39.635,-10.539,-38.563,39.329,1.645,0.853,-75.013,7.35,0.301,-75.083,6.91,28.726,-1.519,57.38,-22.731,-2.322,56.247,-21.985
0110-MORITZ-01-15,1/2 ein 1/2 aus C,31.433,-244.111,138.248,-178.498,-242.265,135.85,-175.029,44.115,-392.861,-568.297,79.156,-392.94,-561.597,74.396,18.23,53.432,43.225,-352.642,51.72,40.609,-349.588,24.257,3.964,223.975,-41.402,4.827,219.996,-41.855
20191007-1150-FRANKFURT_2-01-131,Salto A,27.405,25.292,206.455,-26.56,25.981,209.466,-26.146,8.774,3.478,253.668,-0.917,3.561,251.723,-1.307,9.157,-1.57,181.731,-12.58,-1.626,182.024,-12.006,21.493,4.78,185.84,9.655,4.762,184.53,10.744
20190930-1616-FRANKFURT_1-01-44,Salto C,27.32,-5.905,38.831,31.42,-4.933,41.231,30.795,17.657,-12.569,466.148,-32.786,-13.451,462.367,-32.224,4.171,-16.724,132.369,10.612,-15.847,133.719,10.015,13.718,9.519,138.12,30.254,9.764,136.808,30.269
20191008-1207-FRANKFURT_2-01-288,Salto B,25.68,-14.277,6.883,-35.818,-11.953,9.842,-33.529,21.701,43.177,405.248,-39.306,42.533,401.698,-40.111,9.043,25.522,250.216,-28.147,25.887,251.81,-27.962,19.683,47.217,141.609,-33.37,45.717,136.571,-29.827
0827-BK2-02-7,Salto C,28.545,11.686,56.324,-33.614,11.257,59.65,-34.244,16.539,0.86,461.178,-58.715,1.195,456.243,-58.014,2.594,5.168,95.042,-37.941,4.999,95.752,-38.072,15.81,-16.732,115.79,-15.202,-16.171,115.328,-15.308
20191008-1207-FRANKFURT_2-01-255,Fliffis C,38.907,13.793,-518.48,16.743,13.022,-512.045,14.2,49.185,-0.324,-653.601,68.401,-1.758,-651.689,70.93,27.204,-83.498,-113.487,405.253,-80.884,-115.027,400.079,26.456,50.433,363.354,55.655,48.788,359.238,59.303
0609-4-01-358,Strecksprung,21.92,1.809,45.634,6.832,1.224,45.181,6.921,0.841,-2.656,-41.131,18.372,-2.497,-40.299,17.805,1.198,2.93,-27.285,-8.258,2.884,-27.576,-8.11,18.532,-10.641,29.741,-12.54,-10.169,29.523,-12.319
0609-4-01-456,Fliffis B,51.257,-35.868,-437.027,24.084,-35.676,-431.448,23.672,26.134,9.967,-304.474,118.427,8.341,-305.458,118.797,18.769,-215.064,82.791,277.417,-212.919,82.792,276.007,18.58,-19.189,280.542,57.607,-19.815,276.305,58.353
0115-MORITZ-03-152,Strecksprung,24.727,11.196,51.897,-14.119,11.37,52.799,-14.127,1.05,-4.009,-41.081,17.96,-3.889,-40.926,18.032,0.967,4.621,-37.739,7.491,4.416,-37.796,7.244,22.896,-13.401,33.188,-1.634,-13.2,32.631,-1.278
20191007-1159-FRANKFURT_1-01-348,3/4 Salto vw A,21.777,12.678,-29.883,12.108,12.131,-29.194,11.856,1.459,-1.821,-108.44,9.459,-1.614,-108.673,9.577,3.895,9.654,-260.858,13.384,9.467,-260.798,13.28,29.106,6.298,-216.084,19.151,6.352,-217.402,19.533
0609-1-01-173,Bauchsprung,21.347,-5.848,-2.692,-9.08,-5.266,-3.008,-9.115,0.907,0.814,-85.224,-12.653,0.616,-84.618,-12.49,1.163,7.167,-47.154,1.17,7.551,-48.07,0.417,21.424,-1.239,54.227,-4.158,-1.196,53.231,-3.574
20191001-1202-FRANKFURT_2-01-173,Salto A,26.955,-12.003,-153.188,13.126,-11.529,-157.35,0.456,9.06,-6.174,-241.347,-23.321,-6.027,-240.792,-22.315,8.528,-10.027,-204.115,-4.058,-10.051,-205.084,-3.749,21.422,-24.642,-250.811,-22.15,-24.532,-249.107,-16.669
20191008-1207-FRANKFURT_2-01-286,Strecksprung,24.505,16.351,76.104,-1.922,16.332,76.915,-1.571,1.489,-7.829,-49.836,5.8,-8.218,-49.97,6.169,1.214,-7.35,-18.871,1.474,-7.409,-19.545,1.13,22.915,35.406,16.116,17.765,34.384,12.71,20.106
0609-1-01-820,Doppelsalto C,28.948,7.794,136.238,-28.884,7.882,139.646,-29.062,45.766,-41.437,689.797,-14.413,-41.307,686.286,-13.605,35.838,4.815,644.357,-15.313,4.679,643.008,-15.806,16.874,-8.807,186.615,-3.024,-9.102,186.507,-2.7
0827-BK1-01-115,Salto A,27.766,2.192,145.45,-5.307,1.974,145.866,-5.623,6.529,3.061,203.387,-5.02,3.12,202.934,-4.809,5.592,7.262,203.985,-1.271,7.295,203.649,-1.268,18.937,9.224,147.614,5.605,9.576,146.742,6.2
20191003-1152-FRANKFURT_1-01-66,Salto A,25.152,1.726,109.592,21.077,1.311,111.327,21.334,9.504,-4.163,316.033,0.998,-3.975,314.271,0.95,7.351,2.04,210.139,-9.304,1.975,211.986,-9.317,24.571,-15.63,203.517,-8.757,-15.556,203.624,-8.758
0609-1-01-843,Doppelsalto C,28.051,8.833,159.281,-18.109,8.171,163.796,-18.681,49.262,-22.054,727.186,-44.929,-22.25,722.288,-42.763,35.328,20.329,609.383,-35.181,20.893,607.438,-36.134,20.059,1.895,209.927,-16.43,1.69,209.846,-14.816
0110-MORITZ-01-125,Salto C,26.093,-5.956,114.491,7.001,-5.749,115.653,6.477,12.041,-10.658,337.285,9.535,-10.772,336.411,9.512,3.338,2.811,146.072,-0.19,2.828,145.604,-0.061,19.435,5.918,83.608,8.992,5.936,81.139,8.101
20190930-1153-FRANKFURT_1-01-205,Doppelsalto C,31.92,23.972,159.263,-14.785,24.744,163.125,-16.262,39.709,35.239,590.515,-3.225,35.072,587.995,-3.526,36.916,46.935,616.003,10.244,47.099,614.195,11.48,19.403,17.174,170.105,-8.158,18.012,169.108,-6.977
0827-BK2-01-22,Salto C,30.633,6.321,49.233,-8.095,6.432,52.744,-8.128,12.816,16.831,398.844,-17.605,16.628,394.612,-17.44,2.529,-10.071,101.303,-23.838,-9.976,101.55,-23.919,18.983,-10.872,109.623,0.201,-10.641,108.814,-0.147
0827-BK2-01-85,Salto B,29.693,-0.731,9.403,-5.347,-0.454,10.689,-4.934,18.004,15.606,438.28,-10.533,15.464,434.348,-10.433,3.738,2.817,112.399,-31.546,2.59,114.707,-31.273,17.568,-16.221,121.463,1.299,-15.901,120.57,0.75
0609-1-01-838,Strecksprung,21.922,-3.726,-13.292,13.189,-3.82,-13.589,13.369,0.516,-18.866,-17.41,6.927,-19.005,-17.266,6.665,0.591,5.749,8.106,4.448,5.731,8.18,4.142,16.354,13.004,22.9,-22.064,12.903,22.293,-21.892
20191003-1152-FRANKFURT_1-01-160,Fliffis C,48.876,11.891,-531.586,-20.547,12.19,-526.957,-21.35,53.955,155.802,-631.585,-59.25,155.568,-629.156,-61.596,18.638,160.666,13.359,-235.839,160.235,10.287,-234.2,22.952,29.933,237.207,-113.358,31.499,233.353,-114.271
0609-4-01-541,Strecksprung,23.799,-2.324,21.018,-5.748,-2.572,21.063,-5.142,1.362,3.601,-26.312,8.833,3.671,-25.761,8.645,1.489,10.726,-3.31,2.099,10.545,-3.923,1.845,16.603,-10.28,14.037,3.831,-9.489,13.865,4.923
0827-BK1-01-133,Strecksprung,26.236,-0.674,-127.588,-29.51,-0.581,-124.853,-29.548,1.782,4.052,6.153,-19.31,4.196,6.472,-19.662,1.595,-1.974,57.301,55.303,-2.291,56.917,54.627,18.04,4.418,56.975,22.185,4.442,55.259,22.541
20191007-1150-FRANKFURT_2-01-109,Schraubensalto A,21.052,123.199,194.305,119.415,123.759,193.624,119.576,10.476,148.163,-110.646,394.047,147.083,-106.086,394.449,14.926,-94.732,136.451,335.975,-93.129,133.251,334.265,16.29,64.188,262.422,47.717,62.997,262.252,47.451
20190930-1247-FRANKFURT_2-01-88,Barani C,37.186,-38.557,-227.537,29.694,-38.579,-224.435,29.385,12.828,-41.166,-218.76,128.676,-41.364,-219.453,129.419,6.946,-84.201,18.977,184.602,-83.747,19.866,183.274,18.968,-32.461,153.677,87.564,-33.215,153.936,87.182
0110-JANEIKE-01-23,Halb ein Triffis C,33.511,-310.571,34.004,-175.241,-308.448,31.158,-173.558,72.704,-441.378,-740.321,146.867,-441.875,-738.996,145.04,44.572,24.047,-409.762,-260.984,22.414,-409.02,-259.886,24.605,41.718,222.778,-182.868,42.982,219.502,-181.694
20190930-1247-FRANKFURT_2-01-268,Schraubensalto,27.414,61.903,179.496,119.712,63.263,180.072,120.144,7.244,169.526,-48.892,299.314,168.134,-48.612,300.421,11.062,3.937,54.955,338.345,4.782,55.687,336.922,19.307,-1.399,272.554,30.864,-2.55,272.574,31.544
0609-1-01-247,Strecksprung,24.399,-6.198,71.646,-3.293,-5.566,71.391,-4.116,0.596,-4.679,-30.962,2.624,-4.866,-30.656,2.548,0.378,-4.947,-35.796,11.204,-4.906,-35.838,11.225,14.487,9.861,6.159,6.314,9.769,5.778,5.93
0609-4-01-610,Barani C,30.504,-6.617,-258.993,50.323,-7.148,-258.086,50.666,13.289,15.137,-215.08,199.536,15.587,-214.357,199.05,6.435,6.563,95.765,224.927,6.599,95.234,224.535,21.422,10.662,168.154,36.501,11.204,167.325,36.999
20191008-1207-FRANKFURT_2-01-101,Barani A,28.075,-53.271,-158.211,70.87,-52.682,-157.166,70.969,8.132,-176.858,-91.4,119.022,-175.582,-90.878,119.441,8.756,-101.094,81.06,168.584,-101.385,80.374,168.502,20.961,13.114,274.248,36.274,8.991,280.579,32.064
0609-4-01-267,Fliffis C,50.855,15.388,-356.66,14.07,15.244,-353.021,14.971,37.239,-40.97,-428.188,125.03,-41.007,-428.202,124.564,15.971,-192.065,19.966,245.839,-191.406,19.886,245.088,14.554,-28.901,241.4,71.277,-29.41,237.093,71.783
20191008-1207-FRANKFURT_2-01-254,Doppelsalto C,27.519,1.889,152.455,-25.946,2.437,155.002,-25.4,41.519,0.726,679.061,-0.944,-0.271,675.329,0.922,34.05,33.731,583.743,-38.769,33.473,582.19,-37.796,27.827,-1.368,271.869,-22.741,-0.494,267.523,-21.764
0827-BK1-01-16,Salto C,32.176,6.045,84.496,2.716,5.802,87.754,1.424,13.078,13.214,358.758,9.29,13.308,356.139,8.63,2.992,12.289,149.203,-1.965,12.44,148.873,-1.858,15.284,3.334,107.394,-5.963,3.104,106.358,-4.94
20191001-1202-FRANKFURT_2-01-130,Salto A,25.427,-6.46,-154.624,23.548,-5.555,-159.072,13.043,8.083,-4.328,-212.154,-23.876,-4.546,-211.74,-22.162,9.991,-4.536,-268.165,-2.619,-4.231,-267.758,-3.293,22.637,-18.163,-271.684,-12.725,-18.07,-272.063,-8.772
20191001-1202-FRANKFURT_2-01-94,Salto C,31.237,-14.844,-70.276,3.928,-14.266,-78.8,5.897,16.551,-44.149,-484.465,-13.281,-45.239,-473.724,-14.006,4.254,-36.597,-128.114,10.97,-36.003,-132.054,10.113,18.865,-16.676,-135.3,-44.381,-16.254,-132.946,-40.375
20190930-1247-FRANKFURT_2-01-330,Strecksprung,25.459,-9.074,68.388,7.797,-8.592,68.969,7.96,1.104,7.476,-35.174,-8.346,7.157,-35.252,-8.413,0.968,-1.978,-37.427,3.952,-1.934,-37.593,3.602,18.335,7.995,10.585,9.819,7.532,10.72,9.38
20191008-1157-FRANKFURT_1-01-369,Salto A,20.599,-10.954,244.304,-29.109,-11.641,242.241,-30.557,7.633,-17.805,212.648,10.85,-17.554,212.605,10.657,6.816,1.498,143.304,-1.974,1.371,144.254,-1.817,28.389,-5.063,177.926,-15.69,-5.869,177.724,-15.963
20190930-1153-FRANKFURT_1-01-198,Strecksprung,24.111,-3.833,74.41,-3.855,-3.81,74.513,-3.574,0.981,0.479,9.865,4.659,0.443,9.898,4.447,0.799,0.175,-59.932,7.761,-0.027,-59.894,7.612,16.522,-10.298,-32.505,-5.396,-10.008,-32.612,-5.17
0609-1-01-182,Doppelsalto C,27.715,14.205,166.896,-11.198,14.923,171.172,-11.171,50.928,34.26,795.19,2.702,34.29,788.871,2.658,21.096,77.043,440.656,-6.003,76.223,441.539,-5.988,20.675,4.539,168.101,-16.284,4.549,167.383,-15.598
20190930-1616-FRANKFURT_1-01-209,Strecksprung,24.595,-6.196,62.245,21.376,-5.518,63.066,21.27,1.05,-5.357,-43.285,9.226,-5.438,-43.576,9.443,0.929,0.023,-51.246,-18.498,-0.043,-51.292,-18.263,16.516,-1.332,23.535,-3.495,-1.574,23.382,-3.561
0609-1-01-530,Doppelsalto B,25.655,1.209,122.508,-23.984,1.372,125.116,-23.955,30.79,-10.297,636.582,19.852,-10.018,632.918,18.325,25.179,51.601,516.548,-11.025,52.165,516.672,-10.222,19.821,16.43,198.115,-15.914,16.037,195.53,-15.47
20191008-1207-FRANKFURT_2-01-225,Strecksprung,20.292,-9.273,53.681,16.583,-8.933,53.076,16.453,1.131,4.211,-40.02,-11.86,3.374,-39.312,-11.27,1.023,-8.192,-50.742,3.151,-7.604,-50.613,3.58,22.278,8.023,42.077,-7.072,8.353,42.057,-7.16
20191001-1148-FRANKFURT_1-01-246,Fliffis aus C,45.791,35.433,-545.389,4.716,34.483,-541.834,3.486,49.623,46.39,-676.023,-6.263,46.665,-672.901,-1.185,19.264,77.852,-8.677,394.589,77.562,-9.322,389.246,29.695,19.799,389.864,25.715,20.592,389.925,28.104
0115-CHARI-05-22,Doppelsalto B,27.245,-11.282,107.415,4.502,-11.658,111.365,3.446,32.535,14.983,614.453,-7.161,14.94,610.109,-7.832,29.025,1.891,495.263,-13.803,1.882,494.843,-13.01,22.158,-35.568,238.363,-18.499,-35.217,237.353,-18.26
0609-1-01-586,Doppelsalto B,27.736,8.631,127.618,-31.747,8.563,130.095,-30.805,34.702,-18.764,687.891,17.018,-18.556,683.373,16.387,26.576,38.468,522.441,-4.667,38.634,523.072,-4.824,21.648,12.586,188.94,0.646,11.89,189.693,0.002
20191007-1159-FRANKFURT_1-01-333,Strecksprung,20.974,-7.268,82.728,-14.489,-6.406,81.607,-15.355,0.925,19.979,-36.468,37.677,18.927,-35.952,37.22,1.746,-6.901,-77.722,9.875,-6.665,-77.64,9.873,19.813,-17.26,21.764,-25.965,-17.208,21.78,-25.467
20191008-1207-FRANKFURT_2-01-144,Schraubensalto A,23.001,78.984,212.821,145.326,82.584,204.349,142.537,7.462,142.996,-103.075,295.605,141.335,-102.196,296.967,10.976,-65.632,44.824,357.866,-64.333,44.38,355.994,23.182,41.094,267.549,45.202,38.422,272.141,45.644
0827-BK1-01-131,Salto A,27.287,-2.846,144.98,0.788,-2.855,146.877,-0.581,7.407,4.723,203.989,-1.948,4.756,202.164,-1.517,6.598,9.18,218.664,-8.453,9.091,218.646,-8.632,21.695,-4.055,158.692,-6.491,-3.413,157.789,-5.634
0609-1-01-795,Doppelsalto C,30.979,1.326,174.879,-3.432,1.384,179.116,-3.735,50.938,-22.348,784.217,6.361,-21.712,776.975,5.618,22.063,35.957,431.324,-10.423,35.313,434.268,-9.78,19.068,1.197,222.416,-17.204,1.196,219.599,-17.22
0609-4-01-350,Salto C,26.08,-7.681,128.23,1.365,-8.305,128.812,1.405,11.531,2.206,354.609,1.219,2.445,352.752,1.029,2.994,-3.154,112.681,-4.41,-3.172,112.842,-4.339,24.249,0.852,113.902,-6.855,1.133,112.29,-6.46
20191001-1202-FRANKFURT_2-01-131,Salto A,23.364,-4.247,-174.324,8.635,-3.72,-177.967,0.852,7.445,-7.467,-201.001,-25.046,-7.29,-201.109,-24.287,7.366,11.219,-191.214,-15.105,11.099,-191.184,-15.046,20.778,14.055,-260.696,-17.458,13.89,-255.072,-11.868
20191007-1534-FRANKFURT_2-01-90,Fliffis B,50.171,2.103,-644.206,85.99,2.913,-640.996,84.979,32.409,-39.482,-617.041,160.484,-39.555,-614.375,160.592,16.58,-23.111,18.717,338.355,-22.982,14.893,336.466,26.618,14.248,319.162,32.005,14.032,316.252,33.756
0609-1-01-828,Bauchsprung,24.444,-4.485,-16.17,6.666,-4.42,-16.27,5.848,0.618,-0.76,-63.753,-15.072,-0.767,-63.307,-14.345,1.042,6.354,-68.096,10.453,6.354,-67.883,10.02,20.7,-18.382,52.327,-18.61,-17.809,51.196,-17.982
0609-1-01-719,Bauchsprung,23.571,-0.26,-10.836,-0.218,-0.238,-10.778,0.049,0.484,0.687,-61.394,-4.453,0.829,-61.157,-4.525,1.463,5.937,-81.528,1.869,5.624,-81.257,2.315,22.835,-4.924,67.576,-11.148,-4.053,66.178,-10.535
0115-CHARI-05-39,Salto B,32.412,-5.177,5.064,-3.014,-4.144,6.943,-3.629,19.689,-5.67,433.815,-19.763,-5.83,428.85,-19.755,4.366,-0.51,128.026,-1.619,-0.731,131.288,-1.991,21.705,-14.591,162.641,-36.899,-14.489,163.434,-35.36
0110-MORITZ-01-20,Voll- ein- Rudi- aus B,43.884,-77.588,-336.906,-223.472,-78.155,-325.212,-224.204,39.832,-543.135,-196.865,-378.934,-541.431,-203.365,-379.179,29.029,-188.437,-193.972,-437.846,-188.884,-194.727,-434.754,30.212,-33.61,360.255,-52.946,-34.467,359.618,-53.865
0115-CHARI-05-75,Salto B,27.441,-4.116,0.148,-6.297,-3.802,3.184,-6.399,17.978,7.757,437.378,-13.162,7.207,432.158,-13.526,4.793,-5.023,148.517,-18.42,-4.852,149.451,-18.479,14.486,-2.788,119.061,-27.956,-2.622,116.681,-27.278
20191003-1152-FRANKFURT_1-01-29,Grätschwinkel,28.773,-2.649,46.949,18.837,-3.158,48.664,17.598,4.813,10.014,-178.682,11.436,8.749,-176.393,10.479,9.242,-33.36,82.131,-6.633,-31.549,80.588,-7.262,16.041,4.409,86.131,8.872,4.175,86.348,10.153
20190930-1247-FRANKFURT_2-01-148,3/4 Salto rw A,32.402,12.327,112.758,7.232,12.876,113.023,6.832,3.161,5.511,130.331,0.29,5.543,130.212,-0.094,4.941,16.977,201.095,-3.159,16.831,200.543,-3.105,17.734,37.277,190.33,-8.187,37.363,189.459,-8.38
0609-1-01-697,Bauchsprung,22.314,-8.696,-19.443,8.277,-8.445,-19.0,7.933,0.857,-1.132,-61.632,-10.43,-0.754,-62.038,-10.525,2.309,6.693,-93.714,0.99,6.231,-92.617,0.881,20.621,-6.152,73.69,-17.534,-5.686,72.881,-17.782
