SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_I_ABS_x LapEnd,DJump_I_ABS_y LapEnd,DJump_I_ABS_z LapEnd,DJump_ABS_I_x LapEnd,DJump_ABS_I_y LapEnd,DJump_ABS_I_z LapEnd,DJump_SIG_I_S1_x LapEnd,DJump_SIG_I_S1_y LapEnd,DJump_SIG_I_S1_z LapEnd,DJump_SIG_I_S2_x LapEnd,DJump_SIG_I_S2_y LapEnd,DJump_SIG_I_S2_z LapEnd,DJump_SIG_I_S3_x LapEnd,DJump_SIG_I_S3_y LapEnd,DJump_SIG_I_S3_z LapEnd,DJump_SIG_I_S4_x LapEnd,DJump_SIG_I_S4_y LapEnd,DJump_SIG_I_S4_z LapEnd,DJump_I_ABS_S1_x LapEnd,DJump_I_ABS_S1_y LapEnd,DJump_I_ABS_S1_z LapEnd,DJump_I_ABS_S2_x LapEnd,DJump_I_ABS_S2_y LapEnd,DJump_I_ABS_S2_z LapEnd,DJump_I_ABS_S3_x LapEnd,DJump_I_ABS_S3_y LapEnd,DJump_I_ABS_S3_z LapEnd,DJump_I_ABS_S4_x LapEnd,DJump_I_ABS_S4_y LapEnd,DJump_I_ABS_S4_z LapEnd,DJump_ABS_I_S1_x LapEnd,DJump_ABS_I_S1_y LapEnd,DJump_ABS_I_S1_z LapEnd,DJump_ABS_I_S2_x LapEnd,DJump_ABS_I_S2_y LapEnd,DJump_ABS_I_S2_z LapEnd,DJump_ABS_I_S3_x LapEnd,DJump_ABS_I_S3_y LapEnd,DJump_ABS_I_S3_z LapEnd,DJump_ABS_I_S4_x LapEnd,DJump_ABS_I_S4_y LapEnd,DJump_ABS_I_S4_z LapEnd,0_Acc_N_Fil,0_Gyro_x_R,0_Gyro_y_R,0_Gyro_z_R,0_Gyro_x_Fil,0_Gyro_y_Fil,0_Gyro_z_Fil,10_Acc_N_Fil,10_Gyro_x_R,10_Gyro_y_R,10_Gyro_z_R,10_Gyro_x_Fil,10_Gyro_y_Fil,10_Gyro_z_Fil,20_Acc_N_Fil,20_Gyro_x_R,20_Gyro_y_R,20_Gyro_z_R,20_Gyro_x_Fil,20_Gyro_y_Fil,20_Gyro_z_Fil,30_Acc_N_Fil,30_Gyro_x_R,30_Gyro_y_R,30_Gyro_z_R,30_Gyro_x_Fil,30_Gyro_y_Fil,30_Gyro_z_Fil,40_Acc_N_Fil,40_Gyro_x_R,40_Gyro_y_R,40_Gyro_z_R,40_Gyro_x_Fil,40_Gyro_y_Fil,40_Gyro_z_Fil,50_Acc_N_Fil,50_Gyro_x_R,50_Gyro_y_R,50_Gyro_z_R,50_Gyro_x_Fil,50_Gyro_y_Fil,50_Gyro_z_Fil,60_Acc_N_Fil,60_Gyro_x_R,60_Gyro_y_R,60_Gyro_z_R,60_Gyro_x_Fil,60_Gyro_y_Fil,60_Gyro_z_Fil,70_Acc_N_Fil,70_Gyro_x_R,70_Gyro_y_R,70_Gyro_z_R,70_Gyro_x_Fil,70_Gyro_y_Fil,70_Gyro_z_Fil,80_Acc_N_Fil,80_Gyro_x_R,80_Gyro_y_R,80_Gyro_z_R,80_Gyro_x_Fil,80_Gyro_y_Fil,80_Gyro_z_Fil,90_Acc_N_Fil,90_Gyro_x_R,90_Gyro_y_R,90_Gyro_z_R,90_Gyro_x_Fil,90_Gyro_y_Fil,90_Gyro_z_Fil
0827-BK1-01-131,Salto A,3.451,356.255,-7.894,3.451,356.255,7.894,19.485,356.263,42.613,-1.393,71.426,0.42,2.32,100.07,-1.029,4.51,107.081,-4.12,-1.985,77.678,-3.166,1.393,71.426,0.42,-0.467,100.07,0.188,4.51,107.081,4.12,-1.985,77.678,3.166,5.494,71.433,19.962,5.441,100.07,7.572,4.516,107.081,5.381,4.034,77.678,9.698,98.771,-44.8,108.48,20.8,-26.28,116.12,-10.39,6.344,-15.2,248.24,-51.76,-4.44,240.44,-37.98,8.456,-19.28,31.36,75.52,-14.57,38.11,58.02,6.591,-5.76,219.76,6.96,-1.97,218.89,0.78,6.935,12.08,144.0,-10.56,13.44,152.69,-5.15,7.541,0.48,251.6,-19.84,6.94,252.83,-20.96,6.577,0.16,213.12,-16.4,2.14,216.73,-15.21,6.416,17.52,209.12,5.92,16.66,206.31,4.2,6.182,-1.76,144.32,-23.52,-1.24,147.5,-22.56,5.887,-6.08,173.28,2.8,-5.12,163.24,11.99
20190930-1153-FRANKFURT_1-01-195,Strecksprung,-3.467,3.694,4.228,3.467,3.694,4.228,24.696,106.48,33.228,2.922,44.002,4.383,3.571,-6.246,3.313,-6.644,-22.772,-3.529,-3.317,-11.289,0.06,2.922,44.002,4.383,3.571,-6.246,3.313,-6.344,-22.772,-3.529,3.317,-11.289,0.06,8.623,44.002,16.398,3.734,9.159,4.102,6.645,22.772,4.37,5.694,30.548,8.358,100.614,4.0,124.56,-0.56,8.78,128.2,-0.89,5.248,-13.12,98.12,-24.56,-15.34,102.4,-1.95,2.192,10.48,17.08,20.32,13.08,23.88,25.31,1.01,9.52,-1.2,12.44,11.94,2.99,10.09,0.666,6.76,-21.72,8.04,5.31,-20.12,8.45,0.975,-0.16,-36.64,11.4,-2.01,-39.27,10.49,0.753,-6.76,-44.08,-5.4,-9.13,-44.73,-7.01,0.934,-17.08,-43.2,-4.64,-18.71,-40.92,-4.87,1.414,-18.76,-66.96,-6.32,-21.37,-62.61,-3.46,3.559,1.28,-42.16,-17.04,1.09,-45.64,-5.19
0609-1-01-785,Doppelsalto C,9.983,708.268,-17.977,9.983,708.268,17.977,59.576,709.998,56.162,6.074,66.096,-9.3,-19.359,300.668,-1.63,6.625,247.713,-1.346,16.643,93.79,-5.701,6.074,66.096,9.3,7.21,300.668,1.63,-6.625,247.713,1.346,3.323,93.79,5.701,12.573,67.827,18.306,19.51,300.668,14.154,10.85,247.713,16.171,16.643,93.79,7.531,78.267,29.04,186.4,56.16,33.39,205.52,35.97,13.881,30.72,185.76,-63.36,24.48,209.86,-50.65,22.138,-30.24,41.44,96.32,-19.21,30.03,24.18,39.174,-72.0,701.04,-131.6,-77.79,681.28,-70.98,50.011,-49.2,725.84,20.08,-43.11,731.69,9.47,55.058,4.48,853.68,-62.48,-4.48,855.28,-46.85,39.7,38.96,650.0,-94.24,23.36,665.49,-29.49,13.99,15.68,284.72,59.84,21.35,318.23,53.35,9.612,35.52,194.64,-33.84,34.52,194.34,-24.14,9.789,58.48,280.4,-17.84,49.66,265.87,-18.07
20190930-1616-FRANKFURT_1-01-340,Strecksprung,1.287,0.226,-1.654,1.287,0.226,1.654,17.945,87.671,37.808,-2.63,26.84,10.678,-1.349,-9.344,-12.102,4.525,-18.374,-0.353,0.741,1.105,0.123,2.63,26.84,10.678,1.349,-9.344,-9.254,-3.433,-16.617,0.353,0.741,-0.652,-0.123,5.488,26.993,12.654,1.929,9.351,13.973,5.767,18.374,4.919,4.761,32.953,6.262,95.917,-8.68,115.12,7.56,-4.57,108.15,-8.22,5.462,-13.08,115.08,25.24,-9.95,98.3,34.87,1.101,9.04,31.4,15.6,9.23,29.81,20.29,1.139,-2.4,-8.08,1.52,-4.76,-10.98,1.99,0.842,-7.0,-31.0,-51.0,-5.5,-28.83,-46.61,0.783,-4.36,-39.0,-33.4,-4.23,-37.43,-31.78,0.743,19.28,-23.32,12.24,16.8,-27.06,10.37,0.957,10.44,-49.12,4.68,11.29,-47.73,7.68,1.045,-2.12,-50.72,8.04,-1.98,-51.47,4.28,5.498,4.12,-21.12,-14.16,2.51,-33.33,-5.16
0609-1-01-243,Doppelsalto B,29.366,689.825,-20.807,29.366,689.825,20.807,50.989,717.335,64.877,5.658,63.136,-8.083,-3.619,250.76,-1.843,17.542,271.756,-1.283,9.786,104.173,-9.598,5.658,63.136,8.083,-3.619,250.76,1.843,17.542,271.756,1.283,9.786,104.173,9.598,13.079,90.427,28.375,6.918,250.979,9.105,20.955,271.756,13.834,10.037,104.173,13.562,90.098,36.32,237.2,38.0,36.22,246.25,12.56,4.31,28.08,252.24,113.52,29.04,249.96,25.91,26.927,-58.88,-60.08,187.6,-28.41,-78.72,44.96,18.076,-16.64,404.48,-10.24,-11.27,402.56,-7.16,36.67,-24.96,686.48,7.92,-18.97,686.33,1.57,41.492,-15.44,798.72,-10.96,5.08,792.58,-3.75,48.534,37.12,732.32,104.24,36.02,764.64,47.75,10.674,65.84,367.6,-35.76,66.55,368.83,-27.75,13.626,25.28,71.04,7.36,26.5,85.71,0.66,13.216,24.16,251.84,-71.84,21.85,278.51,-64.07
20191008-1207-FRANKFURT_2-01-320,Strecksprung,5.044,4.68,3.792,5.044,4.68,3.792,26.896,121.53,59.538,5.305,23.602,-3.291,2.292,-20.007,5.731,-2.808,-24.55,3.748,0.255,25.635,-2.396,5.305,23.602,3.291,2.292,-20.007,-0.851,-2.808,17.361,3.748,0.255,-16.275,-2.396,12.69,37.784,31.01,5.22,21.383,10.061,5.265,24.55,7.982,3.722,37.813,10.484,97.071,-17.8,91.84,-50.44,-10.57,96.33,-37.25,1.956,11.72,-29.08,91.84,22.25,44.23,83.16,5.73,14.28,-99.44,-136.16,-4.67,-61.17,-107.61,1.842,4.04,-25.12,32.96,6.01,-34.25,25.87,1.067,-0.56,-53.16,14.08,-1.45,-54.58,10.53,1.342,7.48,-32.56,24.96,3.26,-35.84,24.35,1.257,-8.76,-53.52,21.4,-11.19,-55.23,19.85,0.869,5.84,-73.2,-3.64,3.14,-70.38,-5.11,0.74,-6.92,-16.96,20.08,-6.56,-17.4,19.99,10.475,11.72,37.88,14.04,9.09,78.49,7.6
0115-MORITZ-03-99,Fliffis- Rudi B,-215.378,-278.057,-480.006,215.378,278.057,480.006,300.482,662.007,558.407,-1.906,-263.84,17.961,-140.588,-85.473,-210.489,-70.064,-79.02,-252.659,-2.82,150.275,-34.819,1.906,263.84,17.961,140.588,85.473,174.566,70.064,79.02,252.659,2.82,-150.275,34.819,25.699,263.84,33.572,140.588,146.998,212.394,115.789,100.893,252.659,18.406,150.275,59.782,117.88,-0.92,-10.36,-57.84,1.5,2.47,-49.69,24.288,45.36,-452.48,-0.36,50.27,-512.72,50.47,44.699,-79.36,-824.8,89.84,-72.55,-794.94,67.73,30.194,-114.36,-598.52,-40.64,-114.23,-580.91,-47.59,44.319,-566.56,7.56,-746.48,-488.78,-19.63,-693.34,43.154,-499.24,162.64,-648.24,-481.79,144.59,-644.9,31.592,-220.44,-435.8,-531.08,-211.04,-415.19,-525.89,23.646,131.84,35.68,-455.6,124.85,26.35,-452.47,14.698,-29.88,180.2,-212.04,-21.99,182.42,-211.55,22.351,-57.48,393.8,-2.52,-47.92,398.85,5.81
0609-1-01-539,Doppelsalto B,4.644,703.492,-39.908,4.644,703.492,39.908,80.153,734.695,65.512,6.542,56.522,-17.216,-30.015,291.719,-9.253,20.145,267.139,-4.362,7.972,88.112,-9.077,6.542,56.522,17.216,16.931,291.719,9.253,-20.145,267.139,4.362,1.316,88.112,9.077,11.374,87.724,23.447,30.039,291.719,13.812,29.058,267.139,15.371,9.682,88.112,12.881,103.882,42.56,155.76,-2.0,36.46,180.29,-10.49,3.004,69.04,12.24,-186.64,35.84,136.96,-92.43,19.212,41.2,-286.16,-73.36,9.44,-139.42,-27.89,28.401,-26.4,571.6,22.48,-47.65,557.44,1.81,34.343,-71.36,648.56,-0.16,-71.61,661.68,-8.12,44.328,-1.28,886.96,-37.44,-35.62,865.83,-3.88,42.987,93.76,582.88,22.8,90.05,633.69,23.11,9.135,61.44,307.2,-36.08,57.73,306.63,-31.64,12.515,36.32,162.88,-44.56,30.61,152.96,-37.38,9.898,24.56,231.2,4.24,13.96,215.1,0.23
0609-1-01-543,Doppelsalto B,-40.672,700.883,-8.739,40.672,700.883,8.739,81.642,723.574,58.904,-1.152,52.433,-10.045,-36.515,297.853,4.964,3.087,255.554,2.879,-6.091,95.042,-6.537,1.152,52.433,10.045,36.515,297.853,-4.964,-3.087,255.554,-2.879,6.091,95.042,6.537,11.062,75.124,14.764,36.515,297.853,10.167,21.946,255.554,16.936,12.119,95.042,17.038,107.209,29.84,120.8,18.72,26.65,173.25,12.05,9.265,0.16,123.52,15.92,6.7,141.94,-7.1,16.532,-16.96,0.32,-34.48,-10.02,-42.03,-32.02,26.01,-62.96,599.36,-2.72,-69.62,578.57,2.67,32.115,-77.28,626.16,18.24,-74.62,640.99,19.28,42.031,-62.64,804.48,40.24,-78.89,813.57,38.24,38.25,5.36,617.92,65.36,19.13,643.88,43.94,6.266,16.16,239.92,-45.52,25.79,259.05,-34.47,10.432,-2.0,164.16,-49.36,-3.97,153.32,-53.13,11.024,20.96,209.92,10.4,-4.73,200.9,17.4
20191007-1159-FRANKFURT_1-01-381,Strecksprung,-3.616,1.25,8.293,3.616,1.25,8.293,30.46,111.788,32.664,0.256,34.855,-3.713,5.409,-3.696,11.88,-10.698,-37.434,-2.032,1.417,7.526,2.158,0.256,34.855,3.713,5.409,-3.696,4.454,-0.632,-24.882,-2.032,-1.417,-5.026,2.158,3.543,34.855,5.607,5.648,11.252,13.068,10.698,37.434,8.866,10.571,28.247,5.122,89.708,-13.0,85.32,-15.12,-7.71,88.17,-29.59,9.469,-7.6,119.36,18.08,-9.73,127.89,12.64,1.142,0.92,62.12,2.08,6.09,54.35,-4.91,0.896,13.52,27.72,-1.4,18.02,25.06,11.41,0.684,1.04,-22.08,33.44,4.09,-18.78,36.32,0.83,-7.36,-66.84,37.68,-6.74,-63.79,35.89,2.304,-26.12,-104.56,6.76,-26.19,-103.81,5.81,2.001,-29.0,-88.8,-30.96,-30.66,-86.25,-29.01,1.889,-29.92,-60.92,15.44,-26.42,-56.87,11.17,6.355,-0.2,-6.92,18.92,10.24,8.62,12.38
20191007-1159-FRANKFURT_1-01-307,Schraubensalto A,254.398,43.362,508.155,254.398,43.362,508.155,262.639,338.327,546.453,6.132,-91.586,88.629,137.439,-12.403,257.786,68.55,17.183,161.958,42.277,130.168,-0.218,6.132,91.586,88.629,137.439,12.403,257.786,68.55,-17.183,161.958,42.277,-43.444,-0.218,14.373,91.586,94.141,137.439,38.634,257.786,68.55,77.864,161.958,42.277,130.243,32.569,99.85,29.44,-25.92,-58.88,16.99,-38.38,-40.67,12.739,-47.48,-430.2,78.36,-32.71,-434.96,93.28,13.332,56.12,-113.72,422.68,52.87,-115.01,439.39,22.1,359.72,55.84,830.12,337.4,39.14,794.22,22.237,463.28,21.56,646.24,435.16,17.02,608.4,13.894,254.08,-312.88,594.76,257.59,-298.93,582.72,14.155,230.52,120.08,564.08,216.78,91.42,555.35,7.431,108.44,200.8,142.4,112.28,206.89,154.56,8.237,93.96,330.24,60.24,94.29,325.05,65.08,12.28,173.56,380.2,-9.88,156.36,398.45,-16.88
20191007-1150-FRANKFURT_2-01-151,Salto A,13.584,335.921,-3.779,13.584,335.921,3.779,23.17,336.164,32.259,4.593,78.36,-4.801,2.819,83.054,-0.895,1.215,83.771,-2.847,4.957,90.735,4.764,4.593,78.36,4.801,2.819,83.054,0.895,1.215,83.771,2.847,4.957,90.735,-4.764,5.158,78.603,10.048,5.559,83.054,7.114,3.743,83.771,5.171,8.71,90.735,9.927,80.201,22.6,-30.4,109.92,18.63,44.66,50.17,13.436,1.6,295.4,6.92,5.36,275.07,3.43,3.548,21.2,159.16,-17.4,15.99,159.64,-16.18,8.436,-12.84,153.0,39.56,-7.56,148.57,30.92,8.63,11.04,218.12,-9.16,13.61,223.6,-15.14,8.435,20.96,227.16,12.16,21.42,224.7,5.35,8.251,-6.76,182.28,-12.04,-3.31,192.94,-15.15,9.622,-1.28,220.44,24.04,-1.75,205.67,12.83,9.502,-8.44,247.32,15.04,-6.62,237.61,11.99,0.951,21.44,157.72,9.8,18.94,175.77,0.58
0609-1-01-684,Doppelsalto C,27.466,721.063,-20.562,27.466,721.063,20.562,55.862,724.97,55.93,1.715,76.01,-8.729,-0.266,343.521,0.222,25.31,227.95,-9.588,0.706,73.581,-2.467,1.715,76.01,8.729,-0.266,343.521,-0.222,25.31,227.95,9.588,0.706,73.581,2.467,8.586,77.463,17.695,13.074,343.521,8.462,26.281,227.95,16.319,7.921,76.035,13.453,86.865,41.68,198.0,0.32,33.02,206.26,-13.45,5.006,5.28,128.72,-31.44,-1.77,161.19,-36.09,21.743,19.04,71.04,-50.88,1.64,92.5,-0.59,51.353,-35.44,818.72,2.56,-32.35,776.33,10.47,58.277,2.56,836.32,21.52,9.1,831.44,6.0,57.614,101.2,930.0,13.52,89.32,903.13,13.82,23.491,38.96,732.0,-38.8,33.98,637.01,-49.93,10.093,62.16,317.76,23.84,55.93,305.08,17.48,9.95,-14.72,171.76,-18.0,-5.59,174.14,-21.24,7.016,-24.08,163.28,-38.08,-17.94,158.65,-19.86
0115-MORITZ-03-113,Salto C,25.492,340.607,9.199,25.492,340.607,9.199,31.656,375.001,34.718,1.842,63.602,-6.427,2.892,159.722,7.411,10.231,76.844,7.31,10.526,40.438,0.904,1.842,63.602,6.427,2.892,159.722,-5.443,10.231,76.844,7.31,10.526,40.438,0.904,6.386,89.285,10.779,4.496,159.722,8.229,10.231,76.844,7.31,10.543,49.151,8.399,115.072,-16.44,103.76,45.12,-9.96,109.53,24.41,5.944,12.04,-90.68,-25.0,14.65,-55.35,-4.03,10.217,1.6,250.0,-28.72,-1.22,254.25,-26.93,17.437,2.76,460.6,17.96,1.44,466.56,15.78,4.471,6.88,192.04,23.08,7.9,199.39,17.45,3.912,17.48,165.32,12.24,17.81,164.48,12.59,3.323,16.8,157.24,13.96,16.55,156.76,13.16,2.969,24.64,131.32,17.8,23.5,132.38,16.39,2.235,15.52,55.8,14.56,16.42,56.27,11.66,5.66,9.6,-26.56,3.72,10.35,-8.07,10.55
20191008-1157-FRANKFURT_1-01-321,Salto A,-17.392,336.561,-7.167,17.392,336.561,7.167,36.461,336.612,39.046,-4.713,92.746,-5.912,-11.287,89.816,0.951,0.816,56.99,-0.265,-2.209,97.009,-1.942,4.713,92.746,5.912,11.287,89.816,-0.951,-0.816,56.99,0.265,2.209,97.009,1.942,17.782,92.797,22.587,11.316,89.816,4.278,1.054,56.99,4.655,6.31,97.009,7.526,97.296,-5.56,196.0,-42.8,-17.51,202.1,-14.77,9.254,-61.04,360.72,62.96,-28.49,304.14,39.44,6.451,-39.32,145.92,-9.08,-35.74,144.0,-2.37,7.987,-12.68,205.52,5.0,-26.39,206.82,0.37,7.248,-32.56,213.6,-7.36,-29.71,217.01,-1.96,6.349,1.16,230.68,23.08,0.23,228.77,21.82,6.384,1.76,131.76,0.84,1.74,134.85,-0.01,6.85,0.12,90.8,-15.76,0.92,94.53,-12.31,7.213,-21.52,196.76,-8.92,-16.4,191.28,-5.06,4.247,-1.6,312.68,-23.64,-4.22,313.11,-25.12
20191007-1524-FRANKFURT_1-01-198,Fliffis B,-52.965,-324.219,230.295,130.873,685.35,289.09,52.965,324.219,230.295,-34.712,-196.383,27.134,-29.829,-239.575,37.98,-15.158,-45.761,140.37,26.734,157.5,24.811,34.712,196.383,27.134,29.829,239.575,37.98,15.158,45.761,140.37,-26.734,-157.5,24.811,40.659,209.359,46.959,29.829,239.575,37.983,32.958,78.916,140.37,27.427,157.5,63.778,85.404,56.52,272.48,42.0,31.26,236.04,-12.5,25.875,-220.76,-788.24,448.36,-201.61,-658.5,233.14,34.906,-97.72,-707.2,49.16,-101.55,-718.78,46.1,39.37,-29.68,-607.2,16.2,-38.66,-616.67,26.18,41.015,-64.92,-658.88,140.6,-68.83,-652.48,134.65,32.468,-149.6,-536.08,155.88,-151.67,-524.73,171.69,20.7,-71.24,-220.08,394.2,-67.84,-184.36,384.86,21.309,46.36,108.76,462.88,41.79,115.05,453.52,23.169,50.0,297.0,172.52,44.57,299.35,212.31,20.748,88.44,439.56,52.36,80.2,475.67,46.57
0609-1-01-798,Bauchsprung,-6.613,-35.822,-14.515,6.613,35.822,14.515,25.27,116.227,41.074,-3.871,-3.493,-1.684,-2.363,-34.468,-5.579,6.713,-26.347,5.147,-7.091,28.486,-12.4,3.871,3.493,1.684,2.363,34.468,5.579,-5.756,26.347,-5.147,6.134,-28.486,12.4,7.558,22.574,7.551,2.896,34.468,7.271,6.713,26.347,10.869,8.103,32.838,15.382,83.159,23.2,91.2,12.72,24.29,94.17,9.9,10.395,-31.52,-48.64,-8.4,-25.85,-43.56,-10.95,0.865,-4.32,-21.04,14.0,-6.62,-24.36,5.26,0.823,1.68,-73.6,8.72,0.81,-76.3,7.13,1.115,-6.96,-81.52,-30.64,-6.51,-75.69,-26.8,0.59,5.76,-85.52,-32.16,5.04,-78.72,-26.37,1.205,2.88,-70.24,22.56,8.63,-68.19,22.31,2.01,17.6,-31.44,37.84,18.34,-34.4,22.72,2.358,-12.72,5.44,-4.96,-10.94,3.64,-10.78,4.778,-49.92,183.84,-6.16,-35.74,183.39,-1.69
0609-1-01-111,Bauchsprung,-4.094,-36.731,-4.355,4.094,36.731,4.355,23.117,124.531,31.047,0.151,6.673,-0.611,-1.9,-30.561,2.677,-0.361,-37.469,-8.47,-1.984,24.625,2.05,0.151,6.673,0.611,1.598,17.214,1.454,0.361,37.469,4.339,1.984,-24.625,-2.05,7.831,22.871,8.497,2.426,30.561,3.368,5.005,37.469,9.576,7.856,33.631,9.606,76.144,30.64,41.2,-4.16,18.89,58.92,9.48,18.302,4.08,11.92,9.28,-5.71,-8.1,5.22,0.273,11.84,-20.48,5.12,11.74,-3.11,9.42,0.633,-1.12,-56.16,-1.52,0.04,-51.25,3.47,0.479,-5.44,-73.92,2.8,-5.64,-71.15,6.19,0.663,-14.48,-94.72,-9.2,-13.44,-91.98,-7.4,2.326,-6.4,-109.92,-12.88,-5.67,-105.38,-15.52,1.344,6.72,-57.44,-8.16,10.06,-59.05,-12.72,1.167,-2.32,-35.92,10.8,-1.7,-27.5,3.28,2.357,-3.92,140.64,-12.08,-9.93,152.09,-1.71
20191008-1207-FRANKFURT_2-01-337,Salto B,34.395,345.726,-56.015,34.395,345.726,56.015,74.028,418.192,88.04,5.52,28.713,-13.946,9.874,155.969,-10.478,9.028,93.875,-21.393,9.973,67.169,-10.198,5.52,28.713,13.946,9.874,155.969,10.478,9.028,93.875,21.393,9.973,67.169,10.198,26.839,81.45,26.878,22.949,175.698,20.962,12.283,93.875,22.921,11.957,67.169,17.279,90.455,133.76,311.08,-179.0,120.99,339.39,-144.84,16.44,76.72,258.4,33.72,70.03,236.67,4.67,5.223,-86.12,-121.92,-2.68,-75.39,-140.05,-21.5,4.835,-45.36,-59.44,-104.6,-41.93,-2.39,-74.27,22.59,22.2,672.32,33.96,26.84,637.96,23.36,27.266,117.76,507.8,-113.48,106.39,532.32,-96.46,3.094,34.68,191.72,-5.44,29.18,193.7,-14.33,6.871,-8.2,121.64,-57.64,-5.06,124.17,-52.22,5.691,10.04,125.52,15.92,8.34,126.31,8.27,3.308,17.4,181.04,-17.4,18.25,170.15,-31.15
0110-MORITZ-01-20,Voll- ein- Rudi- aus B,-375.875,-164.755,-487.503,375.875,164.755,487.503,404.751,626.73,528.65,-34.604,-150.26,-99.669,-242.238,-87.802,-169.005,-83.987,-86.856,-194.581,-15.046,160.163,-24.25,34.604,150.26,99.669,242.238,87.802,169.005,83.987,86.856,194.581,15.046,-160.163,24.25,49.016,153.685,106.744,242.238,187.971,170.746,83.987,124.912,194.581,29.51,160.163,56.578,100.305,9.4,121.28,55.68,17.67,119.21,18.7,29.936,-51.72,-548.44,15.88,-9.07,-503.5,-3.24,26.273,-248.36,-248.32,-520.48,-221.49,-295.86,-511.27,29.146,-490.92,456.4,-748.32,-519.91,370.42,-741.75,48.094,-550.08,-463.12,-194.72,-563.22,-449.73,-201.01,46.941,-423.04,-697.84,-36.08,-415.98,-689.38,-52.51,27.141,-167.2,-265.96,-515.68,-173.64,-271.0,-529.1,21.988,-129.84,107.76,-473.08,-114.01,110.74,-476.52,21.032,-89.16,224.56,-165.2,-80.52,233.84,-173.83,21.841,-100.72,492.64,159.36,-63.68,457.14,80.92
20191007-1159-FRANKFURT_1-01-365,Salto B,0.894,342.192,-31.924,0.894,342.192,31.924,32.977,419.998,66.861,-2.028,18.434,-1.037,4.16,146.547,-13.217,-2.724,91.191,-6.289,1.487,86.021,-11.381,2.028,18.434,1.037,0.103,146.547,13.217,-1.539,91.191,6.289,0.302,86.021,11.381,10.226,75.004,16.471,5.395,160.855,16.857,7.959,91.191,16.897,9.398,92.948,16.637,84.397,-68.0,62.24,-38.24,-26.56,198.09,-104.31,18.636,-16.0,213.28,8.72,-11.69,206.02,6.8,8.331,4.04,-211.52,61.88,14.25,-179.96,24.82,0.309,11.48,-13.16,21.52,15.08,3.02,13.02,17.889,-11.72,612.92,-28.92,-4.78,591.61,-40.34,27.767,6.6,450.56,-125.24,-14.21,477.72,-81.49,4.326,24.2,200.48,18.84,17.12,201.62,8.94,5.458,-11.48,68.76,15.0,-11.2,72.19,16.59,5.024,-6.52,149.12,-26.32,-5.6,151.48,-26.77,5.454,34.64,275.12,32.2,31.18,282.87,15.2
20191008-1157-FRANKFURT_1-01-259,Grätschwinkel,-0.444,-12.227,-0.943,0.444,12.227,0.943,23.47,184.53,39.316,-1.757,7.792,-0.38,1.081,-82.215,-0.736,-2.457,57.197,1.785,2.689,4.999,-1.611,1.757,7.792,0.38,-1.081,66.631,0.736,2.457,-57.197,-0.447,-2.689,-4.999,0.274,3.112,26.818,8.604,5.835,82.215,7.093,7.135,57.38,10.014,7.387,18.118,13.605,102.643,-26.92,103.4,-29.96,2.06,50.85,8.67,2.667,-2.92,21.8,12.16,-3.0,18.72,10.67,1.943,-9.24,-25.96,-18.52,-7.58,-26.97,-14.22,5.256,36.8,-186.52,10.8,26.99,-198.39,7.89,5.836,-22.08,-304.48,-4.08,-14.72,-281.66,-2.8,13.522,-9.8,-11.36,7.32,-6.17,9.93,-0.14,5.138,-1.24,266.84,11.28,1.65,245.0,8.54,3.785,-8.36,102.12,8.6,-14.13,89.09,3.79,3.154,11.36,2.96,-1.32,10.01,9.25,-2.69,5.761,-8.44,31.32,41.68,-10.42,34.75,16.18
20191008-1207-FRANKFURT_2-01-138,3/4 Salto rw A,19.175,299.697,-60.205,19.175,299.697,60.205,34.553,301.893,72.236,3.5,45.614,-16.342,-4.172,82.735,-7.317,9.333,87.171,-7.51,10.513,84.178,-29.036,3.5,45.614,16.342,-2.829,82.735,7.317,7.991,87.171,7.51,10.513,84.178,29.036,6.559,45.614,16.681,6.728,82.735,7.771,9.333,87.171,16.217,11.933,86.373,31.568,103.455,34.72,96.96,-121.44,43.41,98.03,-26.11,8.156,16.44,21.76,-49.48,-2.53,79.81,-57.47,4.036,8.44,35.4,-23.16,6.2,41.04,-22.61,5.434,-10.28,146.32,-28.72,-12.84,144.25,-23.36,3.812,-16.32,202.56,-14.48,-17.32,202.58,-8.18,4.227,12.52,201.32,2.32,13.82,202.97,1.42,3.899,14.68,171.88,-46.48,16.65,170.11,-41.6,3.366,17.2,196.76,-33.44,16.65,193.14,-28.82,5.686,14.68,209.56,-59.4,11.21,198.32,-44.07,4.033,64.8,315.0,-81.96,52.04,287.47,-90.62
