SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_I_ABS_x LapEnd,DJump_I_ABS_y LapEnd,DJump_I_ABS_z LapEnd,DJump_ABS_I_x LapEnd,DJump_ABS_I_y LapEnd,DJump_ABS_I_z LapEnd,DJump_SIG_I_S1_x LapEnd,DJump_SIG_I_S1_y LapEnd,DJump_SIG_I_S1_z LapEnd,DJump_SIG_I_S2_x LapEnd,DJump_SIG_I_S2_y LapEnd,DJump_SIG_I_S2_z LapEnd,DJump_SIG_I_S3_x LapEnd,DJump_SIG_I_S3_y LapEnd,DJump_SIG_I_S3_z LapEnd,DJump_SIG_I_S4_x LapEnd,DJump_SIG_I_S4_y LapEnd,DJump_SIG_I_S4_z LapEnd,DJump_I_ABS_S1_x LapEnd,DJump_I_ABS_S1_y LapEnd,DJump_I_ABS_S1_z LapEnd,DJump_I_ABS_S2_x LapEnd,DJump_I_ABS_S2_y LapEnd,DJump_I_ABS_S2_z LapEnd,DJump_I_ABS_S3_x LapEnd,DJump_I_ABS_S3_y LapEnd,DJump_I_ABS_S3_z LapEnd,DJump_I_ABS_S4_x LapEnd,DJump_I_ABS_S4_y LapEnd,DJump_I_ABS_S4_z LapEnd,DJump_ABS_I_S1_x LapEnd,DJump_ABS_I_S1_y LapEnd,DJump_ABS_I_S1_z LapEnd,DJump_ABS_I_S2_x LapEnd,DJump_ABS_I_S2_y LapEnd,DJump_ABS_I_S2_z LapEnd,DJump_ABS_I_S3_x LapEnd,DJump_ABS_I_S3_y LapEnd,DJump_ABS_I_S3_z LapEnd,DJump_ABS_I_S4_x LapEnd,DJump_ABS_I_S4_y LapEnd,DJump_ABS_I_S4_z LapEnd,0_Acc_N_Fil,0_Gyro_x_R,0_Gyro_y_R,0_Gyro_z_R,0_Gyro_x_Fil,0_Gyro_y_Fil,0_Gyro_z_Fil,10_Acc_N_Fil,10_Gyro_x_R,10_Gyro_y_R,10_Gyro_z_R,10_Gyro_x_Fil,10_Gyro_y_Fil,10_Gyro_z_Fil,20_Acc_N_Fil,20_Gyro_x_R,20_Gyro_y_R,20_Gyro_z_R,20_Gyro_x_Fil,20_Gyro_y_Fil,20_Gyro_z_Fil,30_Acc_N_Fil,30_Gyro_x_R,30_Gyro_y_R,30_Gyro_z_R,30_Gyro_x_Fil,30_Gyro_y_Fil,30_Gyro_z_Fil,40_Acc_N_Fil,40_Gyro_x_R,40_Gyro_y_R,40_Gyro_z_R,40_Gyro_x_Fil,40_Gyro_y_Fil,40_Gyro_z_Fil,50_Acc_N_Fil,50_Gyro_x_R,50_Gyro_y_R,50_Gyro_z_R,50_Gyro_x_Fil,50_Gyro_y_Fil,50_Gyro_z_Fil,60_Acc_N_Fil,60_Gyro_x_R,60_Gyro_y_R,60_Gyro_z_R,60_Gyro_x_Fil,60_Gyro_y_Fil,60_Gyro_z_Fil,70_Acc_N_Fil,70_Gyro_x_R,70_Gyro_y_R,70_Gyro_z_R,70_Gyro_x_Fil,70_Gyro_y_Fil,70_Gyro_z_Fil,80_Acc_N_Fil,80_Gyro_x_R,80_Gyro_y_R,80_Gyro_z_R,80_Gyro_x_Fil,80_Gyro_y_Fil,80_Gyro_z_Fil,90_Acc_N_Fil,90_Gyro_x_R,90_Gyro_y_R,90_Gyro_z_R,90_Gyro_x_Fil,90_Gyro_y_Fil,90_Gyro_z_Fil
0609-1-01-636,Von Bauch in Stand,4.833,43.765,6.585,4.833,43.765,6.585,23.923,83.232,40.078,-1.414,-12.861,1.156,1.516,-1.345,-0.011,6.404,13.849,-0.253,-1.673,44.122,5.694,1.414,12.861,1.156,-1.313,1.345,-0.011,6.404,-13.849,-0.253,-1.673,43.409,5.694,6.649,21.503,12.321,2.176,2.225,6.981,6.474,13.85,5.914,8.624,45.654,14.862,60.685,1.828,-37.513,6.936,0.006,-35.932,7.008,5.818,-5.429,-28.426,-1.958,-5.021,-27.618,-2.207,1.362,-5.594,-9.388,-7.19,-4.791,-9.313,-7.913,1.001,7.639,-5.48,-8.22,7.449,-5.452,-7.839,0.491,2.167,-1.225,16.893,2.297,-1.163,16.721,0.766,3.091,16.559,11.509,3.198,16.827,11.323,0.775,21.448,43.554,4.041,21.517,43.317,2.918,1.544,12.014,42.889,-36.326,11.245,41.76,-33.585,4.967,-26.832,17.386,34.407,-25.387,24.87,31.922,53.269,17.925,216.008,18.195,17.97,211.403,16.632
20190930-1616-FRANKFURT_1-01-199,Salto C,11.096,350.969,-6.396,11.096,350.969,6.396,25.137,382.811,46.903,-0.186,12.893,-0.551,0.337,221.969,-5.752,1.539,62.399,2.027,9.406,53.708,-2.12,0.186,12.893,0.551,-0.035,221.969,5.752,1.539,62.399,-2.027,9.406,53.708,2.12,6.429,44.735,11.721,5.952,221.969,12.531,1.761,62.399,4.2,10.995,53.708,18.451,77.475,-3.394,112.408,18.817,-2.521,111.358,17.234,10.92,-4.635,-64.87,-0.367,-4.095,-56.261,-0.019,12.721,-0.605,251.305,-31.248,-0.279,246.889,-28.687,21.811,2.517,544.04,10.005,1.669,545.916,8.63,12.714,7.349,335.055,-12.394,7.923,332.725,-13.444,3.822,5.594,123.842,11.359,4.895,125.967,11.846,3.652,0.353,132.839,6.757,0.388,131.856,6.769,3.536,6.39,99.914,6.376,6.388,100.077,6.458,5.775,15.13,76.015,24.05,14.669,77.229,18.8,44.814,28.405,147.519,-32.45,27.748,145.093,-25.982
0609-4-01-110,Schraubensalto C,68.496,161.899,382.058,68.496,161.899,382.058,185.364,275.061,405.113,35.533,75.848,52.453,77.803,-39.456,173.841,-48.496,43.221,135.894,3.656,82.285,19.87,35.533,75.848,52.453,77.803,-39.456,173.841,-48.496,43.221,135.894,3.656,82.285,19.87,36.158,75.848,54.846,82.368,61.306,173.841,48.496,55.621,135.894,18.342,82.285,40.532,74.721,56.209,183.885,78.405,53.454,184.91,81.231,8.284,73.414,155.081,111.587,74.967,154.633,114.174,4.809,142.242,95.065,190.171,144.067,93.918,191.087,7.667,247.771,-67.648,349.903,243.275,-66.598,348.758,12.219,60.734,-179.666,425.407,60.806,-176.052,423.859,13.678,-111.836,-1.025,401.877,-109.494,-1.205,399.764,8.536,-100.707,154.333,225.462,-100.498,151.56,227.056,5.957,-58.051,123.569,130.532,-57.242,124.368,131.363,6.996,40.014,138.109,94.83,37.41,139.507,92.288,29.489,1.278,226.121,-52.877,0.657,219.354,-48.793
20191008-1207-FRANKFURT_2-01-76,Salto A,42.209,345.378,-58.425,42.209,345.378,58.425,43.652,361.115,81.092,12.064,54.449,-17.491,8.518,98.679,-19.492,7.764,98.416,-8.557,13.863,93.834,-12.884,12.064,54.449,17.491,8.518,98.679,19.492,7.764,98.416,8.557,13.863,93.834,12.884,13.308,68.722,30.693,8.518,98.679,19.495,7.782,98.416,8.557,14.044,95.298,22.347,70.029,36.41,224.236,-54.381,27.561,231.9,-51.189,5.169,30.959,128.319,-44.075,29.074,125.546,-43.424,9.414,6.791,-0.835,-21.488,7.873,9.48,-21.106,11.101,16.319,252.616,-34.946,16.638,247.2,-35.59,8.27,30.511,296.429,-62.407,28.92,295.98,-60.912,7.192,9.966,270.187,-22.932,11.194,270.124,-24.459,7.378,28.725,216.333,-17.68,27.683,216.844,-17.564,7.715,12.947,172.309,-20.114,13.029,174.383,-21.272,6.277,20.901,189.547,-51.367,21.702,192.674,-44.832,40.983,55.3,281.362,-15.12,51.181,275.6,-12.21
20191007-1524-FRANKFURT_1-01-279,Salto B,53.968,335.478,-31.595,79.98,412.47,80.121,53.968,335.478,31.595,9.351,28.236,-13.146,1.814,121.297,-8.006,10.228,112.022,-11.34,32.575,73.923,0.897,9.351,28.236,13.146,1.814,121.297,8.006,10.228,112.022,11.34,32.575,73.923,-0.897,22.268,75.427,25.178,11.966,138.455,15.167,12.697,112.022,14.862,33.048,86.566,24.914,70.994,73.155,200.603,-57.88,80.384,214.016,-68.767,4.87,12.341,46.4,-15.205,10.597,50.161,-16.888,10.739,-54.516,-122.784,8.758,-51.337,-113.428,7.184,7.521,0.383,212.955,-43.721,-0.242,215.253,-41.904,23.697,36.044,564.184,-19.555,36.226,554.886,-21.412,21.164,48.596,455.394,-55.79,47.228,451.642,-52.614,5.069,20.78,172.849,-20.723,19.643,177.833,-22.621,5.78,-4.507,101.104,45.641,-2.572,103.559,44.474,6.045,60.131,187.475,31.013,61.973,187.864,30.821,43.084,133.609,214.09,-62.825,125.1,207.645,-56.493
20191007-1524-FRANKFURT_1-01-196,Fliffis- Rudi C,123.234,-347.019,575.615,237.884,677.87,656.882,123.234,347.019,575.615,-2.124,-225.619,10.697,-37.554,-221.008,103.526,122.058,-44.785,379.689,40.854,144.392,81.704,2.124,225.619,10.697,37.554,221.008,103.526,42.702,44.785,379.689,40.854,-144.392,81.704,31.126,226.866,45.267,41.977,221.008,106.606,122.337,85.604,379.689,42.444,144.392,125.32,55.768,-103.731,-445.16,29.878,-87.228,-459.819,14.678,32.657,61.107,-675.758,-40.662,48.593,-650.236,-12.387,51.108,37.627,-621.999,99.0,39.452,-626.591,82.752,56.951,-60.137,-693.386,180.524,-63.636,-690.78,182.63,36.618,-182.852,-355.11,445.154,-166.07,-364.001,455.935,37.877,249.49,-10.063,992.869,247.757,-13.411,974.597,37.362,442.664,-268.798,933.177,424.244,-245.807,937.669,33.104,82.004,113.636,770.088,88.706,101.005,759.831,18.556,75.458,378.121,261.215,79.775,385.12,274.03,51.061,168.831,410.926,-75.048,163.939,399.2,-66.925
0609-4-01-129,Schraubensalto C,94.198,179.284,408.017,94.198,179.284,408.017,159.828,286.303,408.246,43.83,77.548,69.174,61.378,-50.63,216.142,-25.65,70.417,100.037,14.639,81.948,22.664,43.83,77.548,69.174,61.378,-50.63,216.142,-25.65,70.417,100.037,14.639,81.948,22.664,43.83,77.548,69.174,75.708,56.39,216.142,25.65,70.417,100.037,14.639,81.948,22.893,53.354,50.791,254.869,109.3,51.089,251.168,111.301,3.768,93.566,112.06,152.223,93.954,115.448,150.608,7.871,233.884,58.685,302.948,231.144,52.617,303.444,14.324,215.338,-177.002,489.347,212.087,-170.837,487.363,16.366,-29.342,-103.681,477.599,-25.807,-101.045,475.361,10.18,-64.292,120.689,300.092,-64.202,118.851,301.2,6.896,-65.769,177.313,174.91,-64.374,176.341,174.001,5.876,-3.095,155.647,106.782,-4.071,154.549,108.437,6.329,28.572,131.303,57.266,28.921,132.737,56.476,18.757,46.459,235.678,16.103,44.206,227.019,15.332
20190930-1153-FRANKFURT_1-01-87,Salto C,38.589,346.846,0.771,38.589,346.846,0.771,49.552,376.703,44.485,-2.297,13.633,-0.216,29.687,214.63,9.474,6.459,66.03,-3.116,4.74,52.553,-5.371,2.297,13.633,0.216,25.094,214.63,9.042,6.459,66.03,-3.116,4.74,52.553,-5.371,7.695,43.49,11.634,29.687,214.63,16.434,6.628,66.03,4.678,5.542,52.553,11.739,55.944,-17.55,107.475,-7.454,-15.253,104.91,-8.088,10.514,3.847,-47.349,-6.356,3.051,-42.588,-3.144,15.408,23.37,282.442,50.206,23.989,281.118,47.697,25.634,77.064,563.892,36.306,75.742,560.762,35.986,7.814,54.964,279.013,-10.39,54.946,280.399,-8.943,3.985,24.133,169.09,-10.507,24.527,169.335,-10.591,3.639,7.932,127.801,-1.693,7.89,128.036,-2.195,3.614,-0.492,81.724,7.045,-0.489,82.035,7.542,4.049,5.663,78.217,16.055,5.259,79.721,14.173,43.886,19.611,157.155,-41.703,19.772,152.265,-39.478
20190930-1616-FRANKFURT_1-01-315,Strecksprung,-6.168,10.892,-3.814,6.168,10.892,3.814,24.346,32.725,28.838,-1.744,16.861,4.871,-5.735,-1.085,-7.322,0.016,-1.384,0.091,1.296,-3.5,-1.454,1.744,16.861,4.871,5.735,-1.085,-2.419,-0.016,-1.384,-0.091,-1.296,-3.5,1.454,9.824,17.519,6.458,5.735,3.015,7.322,1.315,2.694,1.73,7.471,9.497,13.327,50.466,20.971,61.292,7.169,19.265,61.362,8.045,1.575,-19.023,29.114,28.199,-18.215,29.458,26.862,0.844,-24.71,7.856,-8.985,-24.336,7.134,-8.384,0.677,-13.296,-1.301,-13.399,-13.587,-0.885,-13.495,0.812,-7.753,-10.67,-12.956,-7.752,-10.182,-12.512,0.781,0.381,-8.649,2.652,0.327,-8.558,2.296,1.068,1.49,-2.199,4.317,1.183,-2.408,4.459,1.627,-6.657,4.426,-10.824,-6.374,3.696,-11.1,1.424,-2.598,-24.162,-21.986,-2.021,-22.835,-20.92,34.747,15.486,-0.325,32.989,14.223,-7.143,28.024
0115-CHARI-05-97,Strecksprung,-8.137,8.376,-35.637,8.137,8.376,35.637,30.262,96.752,56.209,-3.364,34.819,-15.343,-1.584,-30.625,-6.533,-2.074,-4.233,-7.227,-1.113,8.416,-6.534,3.364,34.819,15.343,1.584,-30.625,6.533,2.074,-4.155,7.227,1.113,8.337,6.534,12.139,34.888,19.147,7.118,31.452,15.892,3.414,13.413,8.15,7.59,16.999,13.021,58.371,4.105,117.959,-47.414,3.573,117.084,-48.036,2.859,-25.93,50.569,-33.086,-23.221,51.321,-32.148,1.687,5.993,2.321,4.242,3.927,1.938,5.157,2.477,-17.241,-81.3,14.903,-16.261,-79.49,12.516,1.671,8.516,-68.054,-48.944,6.596,-69.474,-45.261,0.82,-8.3,-41.454,-0.356,-7.261,-40.31,-2.258,0.595,-4.606,11.599,-27.887,-4.708,11.164,-26.497,1.184,11.915,8.165,-13.563,11.524,8.05,-14.274,2.406,-16.986,-16.866,-0.357,-15.412,-15.522,-1.239,40.851,1.627,60.283,-27.479,0.835,57.853,-25.094
20191001-1202-FRANKFURT_2-01-62,Cody C,-48.583,-392.442,-38.326,48.583,392.442,38.326,53.204,457.09,97.396,-10.104,-5.461,16.041,-21.888,-252.835,-27.84,-11.429,-63.953,-6.121,-5.162,-70.193,-20.406,10.104,5.461,16.041,21.888,252.835,-4.243,11.429,63.953,6.121,5.162,70.193,20.406,10.581,70.059,32.198,22.057,252.835,30.12,12.145,63.953,14.145,8.42,70.243,20.934,69.839,-44.69,68.391,86.903,-40.229,79.078,80.836,16.567,-6.982,64.376,29.707,-8.164,33.228,33.394,25.914,-36.185,-492.193,-68.175,-36.438,-484.21,-67.629,30.33,-63.887,-722.712,-55.227,-61.999,-716.418,-58.309,27.181,-50.484,-551.129,-54.841,-54.588,-541.302,-48.623,6.123,-64.384,-246.929,-23.035,-60.896,-256.961,-26.552,6.191,-2.266,-112.354,-17.542,-3.034,-115.001,-18.071,8.063,-13.383,-94.102,9.986,-13.389,-95.876,8.109,6.77,-20.09,-173.261,-23.859,-20.102,-172.261,-24.654,30.09,-6.117,-216.214,-92.826,-4.85,-208.628,-82.851
0115-CHARI-05-101,Fliffis- Rudi B,167.53,-318.594,511.432,167.53,318.594,511.432,247.925,666.19,547.509,11.741,-247.313,6.103,69.119,-175.918,179.129,93.943,-37.166,306.662,-7.273,141.803,19.539,11.741,247.313,6.103,69.119,175.918,179.129,93.943,37.166,306.662,-7.273,-141.803,19.539,12.307,247.313,12.029,77.259,182.613,179.129,148.985,94.462,306.662,9.374,141.803,49.69,53.579,29.655,-339.919,29.211,27.071,-334.862,29.574,33.343,17.808,-644.305,6.049,17.548,-644.555,3.092,47.256,41.118,-728.261,46.52,37.791,-724.553,50.258,34.063,-10.101,-524.841,221.598,0.027,-521.059,226.971,30.884,364.144,-90.7,712.486,361.594,-92.241,701.276,29.498,599.393,-81.924,733.736,582.714,-88.879,738.428,32.128,-10.395,-213.758,732.185,3.531,-204.63,722.718,20.426,-83.771,220.481,372.43,-84.075,213.785,373.445,17.299,4.017,265.341,32.436,2.185,266.573,37.822,32.328,-28.008,388.36,-70.09,-27.531,381.418,-66.779
0115-MORITZ-03-25,Salto C,-18.878,342.375,1.56,18.878,342.375,1.56,38.513,354.86,32.759,5.01,37.891,3.611,-7.663,136.677,-4.977,-11.291,106.897,1.196,-4.934,60.91,1.73,5.01,37.891,3.611,-2.357,136.677,-2.245,11.291,106.897,-1.196,4.934,60.91,1.39,11.207,50.376,11.421,7.663,136.677,5.371,11.291,106.897,6.116,8.352,60.91,9.851,49.335,15.084,78.193,2.31,15.554,78.654,2.427,6.088,7.228,11.662,16.843,5.414,14.228,15.553,7.524,-5.078,233.503,-2.373,-5.308,230.749,-1.931,8.766,-12.038,277.664,-13.884,-12.374,277.233,-13.328,6.656,-17.998,240.494,-9.487,-18.057,240.245,-9.502,5.354,-19.302,199.674,-5.377,-19.091,200.664,-5.678,5.704,-22.982,215.063,0.489,-22.734,214.122,0.754,3.939,-19.576,183.473,20.281,-19.313,183.523,20.24,1.566,-0.985,115.066,3.705,-1.932,115.839,4.3,46.115,-15.657,97.218,-6.694,-12.95,96.747,-7.499
0609-4-01-69,Salto C,10.848,364.49,8.393,10.848,364.49,8.393,35.108,375.596,34.027,-5.972,81.245,8.546,12.077,154.708,6.281,4.064,70.84,-1.186,0.679,57.696,-5.248,5.972,81.245,8.546,0.133,154.708,6.281,4.064,70.84,-1.186,0.679,57.696,-5.248,10.82,92.351,12.427,12.935,154.708,11.524,4.065,70.84,1.795,7.288,57.696,8.28,57.308,-14.521,192.674,8.772,-14.111,186.865,8.821,9.971,-20.16,-5.377,9.142,-19.595,10.449,10.308,13.36,26.334,431.6,40.858,24.254,421.61,40.121,13.185,16.836,363.171,1.315,17.523,359.963,1.492,3.581,21.262,174.527,12.771,20.57,176.579,12.503,3.656,7.944,156.437,-2.689,8.085,156.533,-2.685,3.395,4.175,136.177,-2.316,4.533,136.135,-2.249,2.678,14.196,97.579,-4.733,13.769,97.072,-5.087,5.232,-2.513,38.665,-5.882,-1.926,40.867,-5.431,19.601,-0.102,206.029,-16.7,-1.236,192.685,-16.09
0609-1-01-737,Von Bauch in Stand,-2.839,34.823,7.931,2.839,34.823,7.931,28.557,95.132,37.319,-6.818,-14.687,-0.567,3.466,2.072,0.274,-2.789,13.507,0.681,3.302,33.931,7.542,6.818,14.687,0.567,-3.466,-2.072,-0.274,2.789,-11.722,0.097,-3.302,33.931,7.542,12.614,37.208,18.252,7.221,8.398,4.136,3.703,15.484,3.691,5.019,34.042,11.24,58.47,-2.319,-41.97,-1.835,-3.961,-42.488,-0.913,7.265,-25.932,-54.904,1.149,-25.546,-51.77,-0.986,1.827,-18.417,27.217,-1.858,-17.05,27.032,-1.542,0.943,2.219,13.396,-5.457,2.103,12.92,-5.288,0.601,24.498,-18.825,6.264,22.955,-17.556,5.335,1.199,-1.663,12.796,-3.548,-0.812,12.642,-2.29,0.849,-9.565,40.844,2.67,-9.391,40.638,2.662,0.791,-2.04,43.774,21.369,-2.327,43.273,21.329,3.158,7.37,26.039,35.483,6.685,27.003,34.744,38.171,9.27,161.844,-7.212,10.34,163.556,-5.106
20191007-1159-FRANKFURT_1-01-49,Strecksprung,-1.016,5.019,4.334,1.016,5.019,4.334,27.026,119.228,34.351,-2.275,32.06,5.513,1.529,-19.86,-8.017,-0.238,-30.758,8.897,-0.032,23.576,-2.06,2.275,32.06,5.513,-1.529,-19.86,-3.01,0.238,6.357,3.89,0.032,-13.539,-2.06,6.813,38.436,11.457,6.038,19.86,8.141,4.297,30.758,9.25,9.878,30.174,5.502,60.584,-5.908,140.962,-1.037,-7.012,139.51,1.431,3.359,-6.335,38.611,32.546,-5.222,38.316,28.621,1.368,-4.065,-8.966,-2.357,-4.977,-7.091,-1.798,0.842,3.326,-37.306,-13.259,3.838,-38.749,-14.038,1.488,8.622,-62.095,-30.47,9.118,-61.301,-28.753,1.332,11.788,-84.229,15.227,10.616,-83.469,14.535,1.657,-8.293,-67.715,27.939,-7.663,-67.854,27.395,2.026,-13.9,-42.43,10.481,-14.617,-42.008,11.546,3.334,-18.209,21.844,1.413,-15.964,23.976,0.124,44.906,27.66,131.824,-15.725,25.175,127.158,-15.852
0827-BK2-02-33,Strecksprung,0.114,-31.152,-23.709,0.114,31.152,23.709,22.125,85.7,48.494,0.265,16.82,-11.677,-2.14,-30.634,-19.114,-2.273,-13.401,0.483,4.262,-3.936,6.599,0.265,16.82,11.677,1.61,-3.006,19.114,2.273,13.401,-0.483,-4.034,3.936,-6.599,6.3,19.162,13.737,7.114,33.4,24.48,4.291,13.755,3.275,4.422,19.383,7.002,56.271,3.766,42.737,-35.071,2.764,44.522,-34.585,1.697,-5.934,34.422,-14.53,-5.496,32.862,-16.459,2.103,8.037,-43.964,-3.951,8.111,-44.491,-3.504,1.846,3.314,-105.811,-51.3,2.493,-103.148,-49.229,1.751,-19.346,-1.685,-61.774,-17.804,-3.722,-62.427,0.937,-15.684,-22.263,-2.401,-16.146,-21.64,-2.386,0.798,2.093,-31.106,1.58,1.618,-30.748,1.678,0.644,3.137,-37.577,7.16,3.067,-38.126,7.142,0.895,3.376,-34.772,20.21,3.826,-34.679,19.507,30.51,18.237,34.445,11.609,16.924,33.732,10.962
20191007-1150-FRANKFURT_2-01-84,Barani A,-90.095,52.217,177.856,90.095,52.217,177.856,118.684,273.077,192.329,-19.899,-75.549,26.155,-55.695,-34.566,76.067,-28.172,50.289,67.167,13.67,112.043,8.467,19.899,75.549,26.155,55.695,34.566,76.067,28.172,-50.289,67.167,-13.67,-7.609,8.467,20.79,75.683,30.852,55.695,35.062,76.067,28.172,50.289,67.167,14.027,112.043,18.243,56.129,-11.827,-159.443,31.929,-8.223,-154.965,33.183,6.112,-77.326,-254.041,68.488,-76.991,-250.333,72.434,8.75,-80.872,-119.03,160.279,-83.471,-121.624,155.131,11.11,-152.921,-109.049,128.119,-150.648,-109.396,134.775,12.234,-155.683,-51.616,274.929,-156.478,-46.576,269.3,10.902,-132.185,119.329,254.614,-128.904,113.475,254.394,10.692,-33.783,129.678,149.86,-36.395,131.978,147.717,10.987,-10.782,189.191,61.439,-10.463,189.985,62.542,6.461,20.09,279.864,52.736,20.445,280.74,50.015,31.24,66.416,321.549,-23.896,66.334,316.425,-19.223
0609-4-01-574,Barani C,-5.983,-74.894,226.205,5.983,74.894,226.205,49.62,308.839,242.86,9.208,-120.177,22.773,1.799,-63.315,98.775,-20.797,38.192,89.898,3.807,70.406,14.759,9.208,120.177,22.773,1.799,63.315,98.775,-1.217,-38.192,89.898,-3.807,-70.406,14.759,15.523,121.675,34.815,8.208,74.41,98.775,20.797,42.348,89.898,5.093,70.406,19.372,57.876,1.221,-80.4,-14.997,2.998,-78.148,-11.349,10.792,41.198,-332.654,84.51,39.136,-334.053,82.258,17.055,1.967,-449.357,128.046,2.371,-442.8,128.105,10.916,-8.98,-150.725,216.902,-7.095,-153.08,214.924,9.845,24.087,31.602,255.328,20.145,27.368,257.005,7.057,-66.225,35.17,265.214,-63.512,38.483,262.103,5.32,-38.363,120.682,170.523,-38.532,119.165,172.266,4.087,-5.307,108.355,95.004,-5.277,108.424,95.83,5.984,11.6,122.865,55.821,12.022,124.488,54.072,41.535,7.002,208.08,-7.947,6.34,204.227,-6.007
20191007-1159-FRANKFURT_1-01-243,Strecksprung,-3.096,-4.259,-0.48,3.096,4.259,0.48,18.096,84.064,39.461,-0.277,26.966,-3.578,0.374,-10.628,1.847,1.732,-24.78,10.011,-4.925,4.183,-8.76,0.277,26.966,3.578,-0.18,-10.628,-1.847,1.732,-7.896,6.549,1.267,-4.183,-7.8,5.371,27.811,9.741,4.311,10.952,4.712,3.297,24.78,12.446,5.117,20.521,12.562,48.986,5.752,106.936,-21.419,5.904,104.988,-19.986,2.048,-7.008,32.339,-0.021,-5.398,34.173,-0.643,1.263,-4.181,22.093,4.366,-5.03,21.114,4.874,1.03,10.626,-13.391,2.922,10.033,-14.265,2.846,0.791,-4.599,-49.358,3.874,-4.09,-48.59,4.012,0.851,-1.782,-71.818,0.909,-2.008,-71.03,1.699,1.106,9.849,-52.494,44.578,9.253,-53.075,43.259,1.203,1.164,-52.377,20.783,1.256,-51.667,21.377,1.976,-8.763,-22.044,-6.544,-8.577,-20.611,-9.334,47.192,-19.861,75.551,-51.856,-20.11,75.137,-46.307
0609-1-01-642,Von Bauch in Stand,-6.131,32.928,9.639,6.131,32.928,9.639,41.884,109.427,53.524,-4.554,-19.084,1.875,2.814,-10.873,5.666,6.185,17.446,-8.6,-10.577,45.438,10.698,4.554,19.084,1.875,-2.814,10.873,5.666,2.706,-17.446,-6.482,1.686,20.417,8.58,11.586,26.607,15.07,4.126,13.749,5.802,12.717,23.633,10.741,13.455,45.438,21.911,52.6,3.297,-55.095,36.0,2.173,-55.936,31.786,4.167,-26.636,-52.305,-22.97,-26.54,-51.161,-17.692,1.111,-7.317,2.36,3.409,-6.811,2.067,0.708,1.19,9.26,-35.233,8.551,8.686,-34.447,9.258,1.16,11.097,-37.763,20.311,11.219,-38.679,18.415,2.058,-13.149,1.418,-14.865,-11.154,2.616,-13.109,1.301,31.606,68.474,-6.571,28.662,67.21,-9.261,2.629,1.527,83.763,-57.968,2.203,83.81,-52.865,4.187,-45.895,50.655,35.279,-44.187,54.011,34.283,40.318,-0.359,174.291,57.456,-0.896,173.446,55.6
0110-MORITZ-01-127,Voll- ein- voll- aus B,-382.033,33.98,-674.412,382.033,33.98,674.412,463.021,592.735,691.761,-126.34,49.635,-199.372,-238.548,-64.83,-267.733,-39.892,-72.412,-171.997,22.746,121.587,-35.31,126.34,49.635,199.372,238.548,-34.441,267.733,39.892,72.412,171.997,-22.746,-53.627,35.31,126.34,118.736,199.372,238.548,207.043,267.733,72.737,145.368,171.997,25.396,121.587,52.659,51.47,-95.257,342.467,-165.813,-99.382,338.769,-161.665,19.255,-374.049,71.24,-447.624,-368.462,66.944,-456.291,48.294,-369.732,-113.445,-975.465,-373.273,-97.013,-955.333,36.123,-677.171,248.182,-630.108,-665.534,227.037,-638.173,49.357,-392.228,-633.438,-220.789,-401.885,-618.227,-226.045,36.184,-211.457,-549.562,-259.141,-207.71,-542.676,-262.905,24.259,-81.015,65.92,-516.593,-75.881,58.488,-504.151,17.373,151.515,190.814,-241.288,140.753,187.088,-247.224,19.017,11.603,174.451,-90.087,14.031,179.451,-92.788,41.908,40.544,379.129,26.65,38.361,367.018,29.023
0609-1-01-570,Doppelsalto B,1.048,703.43,-37.444,1.048,703.43,37.444,64.428,732.587,73.038,2.024,57.613,-13.895,-22.402,289.943,-3.821,16.791,275.629,-13.449,4.634,80.244,-6.278,2.024,57.613,13.895,18.353,289.943,3.821,-16.791,275.629,13.449,-2.538,80.244,6.278,10.777,86.771,28.148,23.988,289.943,10.919,21.519,275.629,19.238,8.144,80.244,14.733,44.234,32.651,292.545,-59.274,31.684,290.992,-57.856,9.831,-16.179,41.187,3.113,-13.92,37.908,-3.722,15.949,-26.361,138.901,-29.666,-26.723,148.384,-25.354,34.704,-56.594,671.397,-21.78,-56.424,663.606,-20.323,37.946,-43.356,726.046,12.04,-43.732,729.721,7.762,47.44,0.822,828.277,-25.195,3.972,821.228,-20.711,22.507,75.96,532.933,-37.753,72.21,532.193,-37.282,8.829,27.075,189.898,-25.565,26.161,193.159,-26.917,11.957,-6.429,118.448,-19.784,-4.989,121.923,-19.359,36.358,18.212,246.989,1.804,17.387,241.65,3.248
