DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_I_ABS_x LapEnd,DJump_I_ABS_y LapEnd,DJump_I_ABS_z LapEnd,DJump_ABS_I_x LapEnd,DJump_ABS_I_y LapEnd,DJump_ABS_I_z LapEnd,DJump_SIG_I_S1_x LapEnd,DJump_SIG_I_S1_y LapEnd,DJump_SIG_I_S1_z LapEnd,DJump_SIG_I_S2_x LapEnd,DJump_SIG_I_S2_y LapEnd,DJump_SIG_I_S2_z LapEnd,DJump_SIG_I_S3_x LapEnd,DJump_SIG_I_S3_y LapEnd,DJump_SIG_I_S3_z LapEnd,DJump_SIG_I_S4_x LapEnd,DJump_SIG_I_S4_y LapEnd,DJump_SIG_I_S4_z LapEnd,DJump_I_ABS_S1_x LapEnd,DJump_I_ABS_S1_y LapEnd,DJump_I_ABS_S1_z LapEnd,DJump_I_ABS_S2_x LapEnd,DJump_I_ABS_S2_y LapEnd,DJump_I_ABS_S2_z LapEnd,DJump_I_ABS_S3_x LapEnd,DJump_I_ABS_S3_y LapEnd,DJump_I_ABS_S3_z LapEnd,DJump_I_ABS_S4_x LapEnd,DJump_I_ABS_S4_y LapEnd,DJump_I_ABS_S4_z LapEnd,DJump_ABS_I_S1_x LapEnd,DJump_ABS_I_S1_y LapEnd,DJump_ABS_I_S1_z LapEnd,DJump_ABS_I_S2_x LapEnd,DJump_ABS_I_S2_y LapEnd,DJump_ABS_I_S2_z LapEnd,DJump_ABS_I_S3_x LapEnd,DJump_ABS_I_S3_y LapEnd,DJump_ABS_I_S3_z LapEnd,DJump_ABS_I_S4_x LapEnd,DJump_ABS_I_S4_y LapEnd,DJump_ABS_I_S4_z LapEnd,0_Acc_N_Fil,0_Gyro_x_R,0_Gyro_y_R,0_Gyro_z_R,0_Gyro_x_Fil,0_Gyro_y_Fil,0_Gyro_z_Fil,10_Acc_N_Fil,10_Gyro_x_R,10_Gyro_y_R,10_Gyro_z_R,10_Gyro_x_Fil,10_Gyro_y_Fil,10_Gyro_z_Fil,20_Acc_N_Fil,20_Gyro_x_R,20_Gyro_y_R,20_Gyro_z_R,20_Gyro_x_Fil,20_Gyro_y_Fil,20_Gyro_z_Fil,30_Acc_N_Fil,30_Gyro_x_R,30_Gyro_y_R,30_Gyro_z_R,30_Gyro_x_Fil,30_Gyro_y_Fil,30_Gyro_z_Fil,40_Acc_N_Fil,40_Gyro_x_R,40_Gyro_y_R,40_Gyro_z_R,40_Gyro_x_Fil,40_Gyro_y_Fil,40_Gyro_z_Fil,50_Acc_N_Fil,50_Gyro_x_R,50_Gyro_y_R,50_Gyro_z_R,50_Gyro_x_Fil,50_Gyro_y_Fil,50_Gyro_z_Fil,60_Acc_N_Fil,60_Gyro_x_R,60_Gyro_y_R,60_Gyro_z_R,60_Gyro_x_Fil,60_Gyro_y_Fil,60_Gyro_z_Fil,70_Acc_N_Fil,70_Gyro_x_R,70_Gyro_y_R,70_Gyro_z_R,70_Gyro_x_Fil,70_Gyro_y_Fil,70_Gyro_z_Fil,80_Acc_N_Fil,80_Gyro_x_R,80_Gyro_y_R,80_Gyro_z_R,80_Gyro_x_Fil,80_Gyro_y_Fil,80_Gyro_z_Fil,90_Acc_N_Fil,90_Gyro_x_R,90_Gyro_y_R,90_Gyro_z_R,90_Gyro_x_Fil,90_Gyro_y_Fil,90_Gyro_z_Fil,Sprungtyp,SprungID
-1.423,345.503,-9.436,10.049,345.503,9.436,36.164,415.434,59.007,1.233,20.717,10.02,4.92,218.205,-8.926,-0.02,39.094,-4.879,-7.556,67.487,-5.652,1.402,20.717,10.02,7.055,218.205,-7.39,0.41,39.094,1.215,1.182,67.487,5.591,9.609,82.833,18.799,11.553,218.703,18.519,4.587,39.094,7.509,10.414,74.804,14.181,40.014,-13.735,257.988,31.655,-15.551,229.766,26.619,11.598,9.572,-130.348,30.771,10.277,-114.804,29.488,8.985,27.334,293.942,-13.005,25.398,285.502,-12.801,17.554,12.45,627.429,-31.363,12.159,623.236,-31.45,14.215,5.348,413.065,0.758,5.934,410.124,-0.463,4.271,8.452,114.798,-14.608,7.828,119.6,-13.212,5.392,-1.691,67.79,-13.542,-1.462,69.885,-12.271,4.195,-8.276,133.749,7.691,-7.924,134.676,6.601,3.57,-5.806,212.145,-17.684,-7.086,211.334,-17.856,53.994,-36.085,117.487,-12.005,-34.543,123.845,-12.555,Salto rw C,generated_Mean_Salto rw C
8.315,-182.851,18.134,16.003,278.464,18.134,27.45,303.388,46.041,3.714,-7.049,3.407,1.389,-36.653,3.54,2.487,-73.855,6.831,0.725,-65.294,4.356,3.768,14.98,3.919,3.482,47.203,3.259,6.382,117.68,6.632,2.371,98.601,4.324,7.398,26.943,12.969,4.678,47.833,5.874,7.706,117.68,10.123,7.668,110.932,17.075,49.862,5.954,-43.857,4.51,5.902,-45.566,3.613,4.27,11.822,-3.192,10.703,11.633,-2.752,9.776,2.375,5.62,2.24,16.524,5.56,0.643,15.734,1.275,1.568,-79.68,7.458,1.655,-78.663,7.838,1.459,4.368,-122.445,8.447,4.433,-121.904,8.51,2.033,7.119,-135.603,15.708,7.037,-136.229,15.481,5.371,6.103,-178.519,16.407,6.093,-178.319,16.617,8.137,-0.694,-212.067,18.584,-0.58,-211.178,18.287,7.332,1.416,-171.026,7.891,1.644,-172.31,7.971,48.809,5.336,-85.888,12.162,5.396,-86.259,11.936,3/4 Salto vw A,generated_Mean_3/4 Salto vw A
-14.312,-64.974,192.416,41.502,86.014,192.416,80.532,405.237,232.644,0.496,-84.864,5.181,-11.322,-90.755,74.086,-7.168,25.106,105.762,3.682,85.54,7.388,7.02,113.533,11.75,18.93,115.726,67.516,18.504,-31.942,105.762,-2.953,-111.304,7.388,14.982,133.527,24.913,26.188,117.644,74.945,23.593,40.493,105.921,15.769,113.574,26.865,58.878,-1.728,-76.837,8.279,-1.56,-74.775,10.806,18.789,-0.359,-254.408,12.268,-0.572,-256.438,11.421,28.76,9.42,-402.218,60.62,8.139,-397.538,60.495,22.69,-20.287,-281.045,146.086,-20.038,-279.308,148.732,14.793,-55.138,-84.471,278.995,-53.603,-87.135,277.596,11.905,-27.242,11.372,349.538,-27.856,11.902,346.212,10.21,-12.923,84.672,257.392,-13.153,83.808,255.828,8.499,-8.592,141.227,100.89,-8.346,142.366,103.156,9.815,10.359,248.477,48.194,10.539,247.513,45.836,44.971,16.006,209.04,-39.789,15.049,210.628,-34.153,Baby- Fliffis C,generated_Mean_Baby- Fliffis C
123.098,-287.24,-46.755,123.098,287.24,147.035,177.702,666.841,224.173,5.191,-238.192,3.361,12.477,-199.928,-40.306,97.631,8.686,-1.563,7.798,142.195,-8.246,14.381,238.192,11.706,30.019,199.928,25.24,70.9,-8.686,96.858,7.798,-142.195,13.23,22.915,239.762,20.954,38.172,205.043,46.627,100.658,79.813,125.158,15.957,142.223,31.433,66.314,30.314,-249.082,-5.91,29.451,-247.326,-6.8,33.924,16.874,-670.95,13.912,16.398,-666.836,15.678,41.218,-21.625,-723.071,-2.958,-19.782,-721.187,-4.082,31.006,27.314,-511.256,-53.794,26.873,-509.675,-55.005,24.703,71.339,-257.008,-145.723,71.165,-258.304,-143.161,19.045,166.911,-139.139,-63.073,169.221,-139.265,-60.843,19.865,275.791,57.913,110.245,270.184,58.567,104.558,14.53,113.806,233.051,-7.459,115.165,231.286,-3.824,16.399,-2.832,284.269,-2.51,-0.551,287.709,-3.565,42.908,13.949,371.101,-5.478,13.651,367.953,-5.147,Fliffis aus B,generated_Mean_Fliffis aus B
7.312,-3.921,4.169,7.312,4.755,4.169,37.269,206.88,50.412,1.849,19.96,8.29,5.798,4.448,-2.814,-1.869,-31.257,1.744,1.534,2.928,-3.05,1.849,19.96,8.29,5.798,4.448,-2.814,-0.883,-17.559,2.198,0.548,-2.094,-3.504,12.082,71.152,18.68,7.932,85.315,8.968,9.202,31.831,9.404,8.053,18.582,13.361,65.145,-25.539,-127.913,17.854,-21.133,-133.68,6.362,8.684,17.324,111.527,37.092,16.649,110.158,32.146,11.702,33.714,292.249,0.367,31.011,287.272,3.654,13.582,7.506,113.717,1.341,9.101,106.663,0.169,8.46,15.09,-228.738,-8.856,14.172,-217.92,-6.81,8.408,3.8,-156.023,5.679,3.375,-155.444,4.688,1.7,-10.295,-32.434,7.424,-9.389,-34.366,7.278,1.463,-3.566,1.133,5.009,-3.119,0.671,4.891,2.987,13.373,9.867,12.54,12.251,9.639,11.53,29.513,-4.454,6.551,-25.075,-3.064,8.126,-19.367,Bücksprung,generated_Mean_Bücksprung
1.076,-9.973,1.097,3.038,9.973,1.112,28.957,161.211,60.586,1.55,22.401,6.713,1.938,-16.485,-1.943,0.711,-15.799,7.331,-3.122,-0.091,-11.004,2.24,22.401,6.713,2.063,-16.485,-1.943,0.373,3.965,7.331,-1.638,0.091,-10.989,9.419,69.172,21.234,7.667,54.004,10.976,4.979,20.329,9.582,6.892,17.707,18.793,62.207,-3.628,-125.835,15.167,-0.063,-128.169,-5.55,6.555,20.806,147.765,18.295,18.042,139.431,17.248,7.56,-15.131,204.542,13.879,-12.682,200.682,12.5,11.647,9.198,-33.748,-12.417,7.55,-29.001,-11.846,6.936,10.325,-148.107,7.871,10.641,-146.74,8.589,4.514,0.005,-89.947,17.43,0.451,-91.407,16.844,1.5,6.051,-5.748,17.554,5.444,-6.148,18.098,1.546,-11.556,9.456,17.964,-10.605,9.517,16.792,2.557,-5.638,0.393,-8.276,-5.843,0.797,-9.434,31.618,-2.789,-1.979,-48.019,-1.895,0.24,-41.87,Hocksprung,generated_Mean_Hocksprung
95.447,157.595,331.932,98.993,157.595,368.136,163.725,302.214,389.543,30.876,51.75,52.128,63.469,-38.793,147.038,-13.664,32.252,121.536,14.766,112.386,11.229,35.393,82.285,57.973,67.272,-33.488,164.493,-18.56,19.964,133.005,14.888,88.833,12.666,36.709,82.434,62.667,72.285,50.462,164.493,36.114,55.477,133.154,18.617,113.841,29.229,53.509,35.26,184.367,33.147,37.514,181.562,34.657,6.529,88.644,101.617,148.011,88.18,102.47,149.932,7.749,147.029,27.285,294.262,147.398,28.087,291.828,10.027,201.619,-63.421,340.331,198.766,-65.173,341.075,12.758,100.915,-174.221,399.07,100.643,-169.733,398.857,13.882,-33.77,-27.062,414.07,-31.452,-26.745,410.048,10.648,-41.65,133.774,253.662,-41.105,132.075,254.705,9.347,0.614,195.488,120.434,0.15,195.699,121.733,8.812,26.724,271.264,50.224,27.143,272.409,49.461,37.871,58.259,305.912,-28.95,55.532,301.75,-25.507,Schraubensalto A,generated_Mean_Schraubensalto A
-61.909,-256.763,179.163,85.835,289.363,236.946,126.215,606.756,256.087,-15.97,-228.922,15.456,-12.384,-190.578,42.734,-40.369,29.212,103.327,6.813,133.526,17.646,18.304,228.922,16.108,14.175,190.578,49.87,48.395,-29.212,140.933,-4.513,-133.526,24.537,24.503,234.875,27.901,26.797,193.616,54.651,66.189,76.753,140.95,18.199,134.112,38.082,71.19,-17.862,-240.53,50.98,-16.564,-234.741,47.161,32.429,-58.497,-661.228,34.433,-58.0,-657.1,36.254,40.34,-26.596,-651.203,22.317,-27.062,-651.057,23.629,33.196,-15.594,-498.038,67.041,-16.051,-494.83,67.563,23.801,-54.098,-259.95,154.942,-54.756,-261.461,154.514,21.203,-114.184,-99.879,229.88,-112.181,-99.112,230.09,19.516,-69.763,133.826,256.159,-70.339,132.023,253.452,15.48,-28.527,214.417,149.524,-28.624,213.919,149.566,16.64,10.103,262.303,60.788,10.596,263.876,60.911,35.541,42.739,366.938,-20.572,40.192,359.196,-17.528,Fliffis B,generated_Mean_Fliffis B
20.356,-27.913,181.517,29.84,34.174,181.517,62.026,344.631,215.211,10.187,-150.173,9.594,9.543,-29.508,102.505,-1.174,61.277,71.814,1.799,90.491,-2.396,11.018,150.173,9.605,14.251,29.508,102.494,3.115,-61.277,71.814,1.457,-84.231,-2.396,14.298,150.832,20.687,22.381,40.191,103.659,14.44,61.522,72.115,10.907,92.086,18.75,59.21,20.913,-224.889,-27.384,19.957,-229.22,-23.581,20.037,42.786,-502.394,54.172,41.616,-493.136,51.522,8.601,-11.093,-312.709,52.077,-9.498,-311.543,54.103,10.388,21.381,-73.252,186.742,21.967,-77.31,189.871,11.731,47.54,5.851,422.255,45.433,6.723,414.875,9.722,-6.383,109.199,305.542,-5.379,108.497,303.988,7.872,-0.401,161.212,116.045,-0.367,161.687,118.617,6.843,0.378,218.524,39.043,0.595,217.914,39.34,6.756,11.19,239.627,12.264,11.003,240.686,11.378,41.243,0.18,206.739,-44.469,0.857,200.58,-42.048,Barani B,generated_Mean_Barani B
-24.889,-305.726,51.008,240.943,437.093,525.99,257.86,540.432,550.099,-14.916,-250.748,17.571,-47.0,-145.022,-20.031,19.332,-58.255,50.459,17.695,148.299,3.01,20.562,250.748,17.571,70.271,145.022,154.19,101.838,58.255,296.245,12.483,-148.299,43.092,29.088,253.588,28.779,93.131,166.721,173.16,141.7,101.771,296.245,29.73,149.72,66.806,68.34,-5.475,-288.292,28.266,-4.205,-286.54,26.101,37.388,-44.013,-715.426,48.117,-44.613,-709.42,49.553,45.177,-73.957,-716.256,42.129,-74.466,-712.117,41.486,29.033,-125.035,-414.509,-61.797,-123.15,-414.476,-60.461,34.191,-70.693,-62.832,-16.199,-70.788,-64.952,-14.295,32.348,42.972,-114.004,193.305,42.024,-121.514,188.878,32.938,77.519,-261.605,121.191,76.922,-249.162,122.311,21.063,32.356,170.832,74.481,33.078,164.179,74.744,18.85,24.155,292.299,31.649,25.671,295.073,31.629,43.256,68.491,412.562,-27.385,63.874,409.368,-24.795,Fliffis- Rudi B,generated_Mean_Fliffis- Rudi B
-360.738,-495.995,-247.112,360.738,495.995,247.112,472.882,850.034,412.877,-151.269,11.422,-90.666,-221.861,-374.584,69.121,0.481,-237.76,-136.745,11.911,104.928,-88.821,151.269,11.422,90.666,221.861,351.74,-68.592,-0.481,237.76,136.217,-11.911,-104.928,88.821,151.337,130.786,110.825,221.861,374.584,69.775,77.594,239.465,137.649,22.09,105.198,94.628,43.854,-94.325,310.867,-204.796,-93.389,302.982,-203.073,17.615,-350.352,-41.676,-283.851,-353.442,-42.081,-276.987,51.949,-575.174,-499.679,155.437,-569.821,-497.123,147.387,71.848,-462.712,-732.662,158.355,-463.474,-730.566,158.477,76.586,-354.623,-823.228,68.304,-354.392,-823.266,67.64,75.541,-187.862,-860.402,-98.593,-184.99,-849.604,-99.201,35.174,101.106,-298.73,-371.335,98.832,-305.18,-366.888,20.783,138.303,15.997,-399.534,135.054,14.109,-398.68,15.245,15.459,201.078,-203.281,16.97,202.95,-205.46,43.562,-7.468,284.827,-37.361,-7.453,276.843,-38.663,Halb ein Triffis C,generated_Mean_Halb ein Triffis C
-60.035,-770.351,-159.18,60.035,770.351,159.18,211.575,1007.505,265.259,-39.086,-256.469,9.754,-70.877,-406.297,30.063,12.037,-222.603,-127.656,37.891,115.018,-71.342,39.086,256.469,9.754,70.877,406.297,30.063,-12.037,222.603,48.022,-37.891,-115.018,71.342,43.526,258.15,28.565,70.877,406.297,30.399,57.151,226.682,128.808,40.021,116.376,77.486,64.484,-54.507,-243.899,-28.764,-50.091,-241.562,-25.613,44.715,-86.225,-706.556,49.832,-88.459,-702.663,46.438,71.026,-138.048,-812.442,62.586,-137.855,-814.089,63.209,77.029,-148.397,-862.03,78.224,-148.524,-861.339,77.38,78.068,-162.374,-869.983,50.5,-161.26,-870.249,49.65,74.108,-84.279,-839.732,-86.845,-81.305,-830.346,-89.597,37.146,111.123,-326.481,-376.017,106.712,-330.806,-372.487,23.059,103.065,39.521,-392.096,102.777,37.257,-388.784,20.583,59.876,221.744,-173.689,61.473,221.553,-175.335,40.898,82.219,331.261,-26.046,77.798,325.284,-30.388,Triffis C,generated_Mean_Triffis C
-482.785,-138.427,-728.336,482.785,138.427,728.336,550.188,606.242,755.836,-38.117,-144.035,-135.285,-256.841,-107.72,-219.777,-180.648,-48.573,-322.662,-7.179,161.902,-50.612,38.117,144.035,135.285,256.841,107.72,219.777,180.648,48.573,322.662,7.179,-161.902,50.612,70.512,158.981,142.989,256.841,177.981,220.067,198.898,107.379,322.662,23.938,161.902,70.119,69.49,18.23,-227.626,-34.971,20.763,-222.834,-36.207,23.858,-9.593,-469.112,-241.374,-17.944,-459.909,-248.045,32.004,-490.667,98.94,-803.007,-487.986,84.084,-786.519,44.321,-630.023,-317.77,-336.212,-621.896,-310.091,-343.601,35.021,-393.996,-368.042,-391.614,-399.271,-362.345,-396.101,45.33,-604.997,-13.254,-683.339,-599.419,-23.963,-678.569,35.258,-321.243,-268.12,-648.051,-321.954,-253.952,-646.552,23.87,14.406,139.419,-489.35,9.633,132.907,-486.017,22.722,-52.095,293.834,-92.835,-50.454,297.803,-93.365,43.343,12.304,425.071,23.449,11.31,418.195,18.839,Voll- ein- Rudi- aus B,generated_Mean_Voll- ein- Rudi- aus B
-392.081,68.99,-675.423,392.081,84.628,675.423,467.171,572.127,700.376,-124.204,60.923,-179.047,-235.235,-42.388,-285.396,-36.054,-77.487,-180.606,3.412,127.942,-30.374,124.204,60.923,179.047,235.235,-32.552,285.396,36.054,48.54,180.606,-3.412,7.716,30.374,127.02,113.047,179.047,235.235,178.86,287.49,81.558,152.277,180.778,23.359,127.942,53.06,52.734,-52.369,337.442,-155.311,-58.167,334.27,-153.114,16.848,-389.736,108.224,-395.747,-382.61,104.987,-402.206,41.771,-363.327,-174.412,-901.937,-365.111,-153.362,-891.545,36.351,-555.844,307.91,-714.29,-552.61,280.614,-713.561,45.984,-528.943,-477.708,-278.098,-527.937,-464.387,-282.793,38.882,-201.172,-512.417,-292.337,-202.461,-504.674,-295.63,26.182,-16.039,14.057,-498.325,-17.518,8.208,-490.836,18.976,47.391,186.089,-289.98,45.157,184.062,-291.036,20.558,-23.52,235.418,-71.896,-21.65,238.426,-72.916,39.76,17.595,341.974,39.759,15.818,330.921,37.238,Voll- ein- voll- aus B,generated_Mean_Voll- ein- voll- aus B
-304.612,-269.654,-491.171,304.612,269.654,491.171,375.013,615.11,511.207,-26.379,-147.984,-95.366,-239.075,-123.861,-176.616,-51.082,-127.815,-163.898,11.924,130.006,-55.29,26.379,147.984,95.366,239.075,123.861,176.616,51.082,127.815,163.898,-11.924,-130.006,55.29,48.501,154.749,102.663,239.075,179.465,181.152,59.466,150.231,164.516,27.972,130.664,62.876,68.46,-37.985,-175.924,-34.445,-33.367,-174.211,-34.566,24.643,21.408,-506.081,-153.145,12.954,-495.205,-163.875,31.658,-330.398,-86.256,-767.594,-329.882,-89.623,-748.85,34.335,-678.257,-49.51,-478.111,-665.267,-60.466,-479.966,50.749,-418.1,-664.679,-50.695,-422.89,-655.297,-58.75,40.435,-219.397,-614.095,-178.581,-218.242,-605.63,-181.595,24.477,-55.746,-133.759,-505.212,-57.856,-138.542,-495.948,18.335,18.397,117.188,-369.124,16.145,113.469,-368.795,20.904,-1.466,228.198,-116.668,0.592,232.883,-117.594,40.726,49.894,408.652,-26.593,45.902,400.673,-30.259,Voll- ein- halb- aus B,generated_Mean_Voll- ein- halb- aus B
-266.454,261.807,-691.319,266.454,261.807,691.319,376.318,525.573,720.617,-106.202,92.765,-152.071,-87.639,66.738,-283.054,-62.577,-40.774,-244.438,-10.037,143.077,-11.754,106.202,92.765,152.071,87.639,66.738,283.054,62.577,-40.774,244.438,10.037,143.077,11.754,108.984,123.968,152.071,135.269,129.399,283.054,111.832,129.127,244.438,20.233,143.079,41.053,52.501,-60.379,427.738,-165.631,-65.198,420.863,-161.658,17.193,-340.172,191.507,-356.015,-335.303,191.567,-365.266,37.561,-285.353,-227.333,-798.948,-273.231,-209.742,-792.437,54.466,95.669,241.517,-753.854,72.468,232.484,-748.503,30.923,-522.895,282.534,-411.308,-509.577,270.362,-416.77,35.264,-472.526,-357.496,-437.361,-464.669,-339.789,-444.331,47.024,59.106,-32.083,-738.571,48.419,-34.785,-722.573,28.648,39.874,284.638,-334.546,40.257,281.902,-338.235,24.293,-64.664,334.981,-25.997,-61.475,336.357,-28.839,37.967,12.127,352.764,68.431,9.838,347.789,64.443,Voll- ein- voll- aus A,generated_Mean_Voll- ein- voll- aus A
-412.419,95.668,-644.594,412.419,126.601,644.594,434.13,521.761,668.548,-110.2,61.919,-175.343,-179.241,30.987,-243.492,-111.833,-127.093,-173.38,-11.145,129.855,-52.38,110.2,61.919,175.343,179.241,30.987,243.492,111.833,-23.467,173.38,11.145,57.163,52.38,113.235,113.861,175.343,181.718,116.871,244.391,113.727,160.418,182.864,25.451,130.612,65.951,48.488,-72.057,363.556,-252.868,-72.728,356.397,-244.629,16.819,-337.194,121.23,-379.516,-334.463,120.233,-388.873,41.637,-343.816,-278.569,-832.66,-337.401,-258.615,-826.243,43.074,-228.667,243.608,-746.164,-241.108,227.94,-737.279,29.072,-670.808,69.949,-167.539,-658.288,65.64,-174.128,43.362,-483.956,-472.861,-90.725,-482.747,-463.289,-100.144,39.498,-124.783,-299.27,-580.733,-131.126,-296.389,-570.854,27.2,-54.613,141.324,-487.424,-52.745,139.028,-482.517,22.996,-37.237,315.129,-104.462,-35.647,314.346,-110.175,44.32,7.303,322.38,-16.678,1.894,315.79,-17.552,Voll- ein- voll- aus C,generated_Mean_Voll- ein- voll- aus C
190.5,-430.757,291.22,190.5,430.757,291.22,348.813,506.076,334.331,-28.347,-102.723,56.332,78.448,-14.609,217.922,134.338,-217.722,2.724,6.061,-95.702,14.243,28.347,102.723,56.332,21.754,14.609,217.922,134.338,217.722,2.724,6.061,95.702,14.243,43.365,103.1,60.402,158.863,82.136,218.293,134.354,217.722,32.054,12.231,103.118,23.583,59.918,33.192,-179.436,48.101,30.033,-175.614,44.892,11.297,-91.19,-210.827,90.688,-90.602,-213.367,96.075,18.74,-206.098,-237.869,308.143,-203.044,-232.396,306.268,23.819,-10.566,52.311,555.687,-4.752,48.849,549.868,21.23,513.663,-36.339,337.862,504.232,-43.243,336.678,37.082,435.203,-514.884,-42.22,434.625,-506.312,-35.927,27.478,202.79,-428.342,8.125,203.492,-429.289,7.185,16.041,55.243,-317.068,49.793,56.708,-316.735,49.224,11.077,7.565,-243.441,32.021,7.974,-234.046,31.964,49.933,2.504,-103.089,-7.319,2.38,-112.816,-6.716,Voll- ein 1 3/4 Salto vw C,generated_Mean_Voll- ein 1 3/4 Salto vw C
17.627,-662.191,23.748,18.242,662.191,26.536,39.371,674.565,61.252,7.942,-196.756,4.855,4.27,-189.123,8.64,3.773,-139.961,3.532,1.641,-136.351,6.719,7.942,196.756,5.738,4.27,189.123,7.758,4.38,139.961,4.163,1.65,136.351,8.878,12.708,197.317,15.009,11.436,190.919,17.532,6.028,140.209,8.93,9.199,146.12,19.781,63.144,16.93,-193.813,4.321,16.139,-190.722,2.808,19.193,2.596,-462.892,-7.069,3.25,-465.878,-5.516,44.426,31.239,-671.891,2.993,30.877,-669.363,3.643,37.754,13.738,-574.757,34.493,13.522,-565.58,32.8,14.078,-15.083,-49.27,-22.558,-14.26,-59.963,-21.574,4.604,0.672,-201.028,-7.361,0.419,-199.172,-7.212,5.052,3.945,-319.994,0.093,4.096,-320.153,-0.278,10.481,11.595,-381.102,0.762,10.994,-379.682,0.667,10.775,0.851,-359.791,11.358,-0.054,-354.67,8.943,51.08,-1.586,-144.233,-8.914,-0.582,-153.035,-8.274,1 3/4 Salto vw C,generated_Mean_1 3/4 Salto vw C
-196.617,-733.119,-187.217,196.617,733.119,187.217,315.263,980.869,276.718,-60.276,-292.976,22.866,-154.993,-371.159,8.621,-25.854,-189.84,-140.372,44.506,120.856,-78.332,60.276,292.976,22.866,154.993,371.159,8.621,25.854,189.84,77.399,-44.506,-120.856,78.332,60.285,295.638,32.16,154.993,371.159,20.718,55.435,192.656,140.372,44.55,121.416,83.469,68.386,-76.606,-339.231,-12.851,-75.474,-338.649,-9.444,50.505,-133.078,-806.219,78.306,-133.323,-797.743,74.272,55.321,-224.42,-693.814,84.222,-224.806,-699.177,84.864,55.234,-316.448,-755.422,37.127,-315.927,-754.732,36.647,55.286,-340.003,-768.973,-27.308,-338.263,-769.757,-27.811,42.109,-183.726,-692.031,-128.114,-181.983,-684.756,-128.52,26.738,8.744,-254.436,-340.766,9.652,-255.299,-340.001,21.997,106.984,35.898,-428.428,102.317,31.758,-424.187,20.774,61.596,214.221,-177.472,63.249,216.928,-178.882,41.93,103.126,348.766,-34.61,99.276,343.108,-37.831,Triffis B,generated_Mean_Triffis B
-3.624,-38.354,-7.997,4.207,38.354,8.077,21.727,120.333,35.647,-1.417,-1.617,0.339,-1.316,-35.171,-3.354,2.933,-29.511,-0.117,-3.823,27.946,-4.865,1.8,4.361,1.775,1.224,32.428,1.893,-0.74,29.511,0.428,1.923,-27.946,3.981,4.593,20.103,6.601,3.275,35.184,5.746,5.072,29.664,8.29,8.786,35.382,15.009,52.987,0.14,36.823,2.288,0.507,36.239,2.006,2.733,-6.515,-30.269,0.47,-6.462,-29.633,0.317,0.705,-3.108,-41.381,-3.817,-3.14,-41.562,-3.665,0.788,-3.272,-73.645,-6.346,-3.255,-73.529,-6.359,1.027,-2.125,-93.602,-9.126,-2.008,-93.095,-9.007,1.385,5.466,-86.309,-8.338,5.289,-86.083,-8.223,1.442,6.244,-55.966,4.027,6.401,-56.03,3.885,1.653,6.23,-30.174,6.76,5.915,-29.407,6.504,2.36,-8.186,57.526,-3.692,-8.315,60.625,-3.427,50.184,-14.931,107.379,-26.197,-13.686,101.336,-24.793,Bauchsprung,generated_Mean_Bauchsprung
3.754,37.902,6.823,4.442,37.902,6.928,25.232,83.181,41.091,1.464,-10.841,1.773,1.351,2.167,1.846,0.725,9.317,-0.716,0.214,37.26,3.919,3.89,10.841,3.627,-0.146,-1.007,1.521,0.432,-3.126,-0.59,0.267,31.194,2.37,8.544,23.11,15.282,4.507,8.711,7.161,4.63,12.943,7.306,7.551,38.417,11.342,59.97,-0.585,-40.908,10.005,-0.875,-39.273,7.397,4.705,5.792,-28.54,-2.987,5.251,-27.824,-1.838,1.39,3.354,15.396,6.94,3.313,14.904,6.711,0.955,3.9,7.996,3.403,3.857,8.037,3.575,0.954,3.716,-4.628,3.882,3.732,-4.268,3.835,1.075,1.085,4.606,2.644,1.095,4.764,2.41,1.13,1.915,28.896,-4.75,1.864,28.818,-4.478,1.421,1.395,41.928,-1.075,1.299,41.205,-0.833,3.403,-9.073,28.855,17.48,-8.687,31.018,16.597,41.278,10.544,168.721,4.178,10.152,168.357,4.987,Von Bauch in Stand,generated_Mean_Von Bauch in Stand
78.936,174.775,396.365,78.936,174.775,396.365,162.434,279.442,400.478,41.714,77.145,66.694,60.723,-47.595,204.843,-31.969,64.199,108.633,8.469,81.026,16.195,41.714,77.145,66.694,60.723,-47.595,204.843,-31.969,64.199,108.633,8.469,81.026,16.195,42.045,77.173,66.758,77.197,55.841,204.843,32.024,65.339,108.633,11.167,81.089,20.245,54.207,47.503,236.532,101.486,47.277,232.817,101.264,4.508,94.76,128.872,146.126,95.434,131.13,146.269,6.829,209.581,66.031,282.087,208.473,62.216,282.69,12.749,222.04,-147.6,454.471,217.822,-143.323,452.516,15.197,-27.905,-119.92,471.639,-24.726,-117.397,469.474,11.751,-96.752,94.488,334.588,-95.716,92.373,334.514,7.444,-61.542,173.336,188.122,-61.266,172.06,188.886,6.629,-14.827,151.547,100.731,-15.02,151.987,101.151,6.834,23.014,159.932,41.659,22.576,160.58,42.11,36.012,25.352,202.212,9.132,24.561,197.876,9.333,Schraubensalto C,generated_Mean_Schraubensalto C
