SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_Abs_I_x LapEnd,DJump_Abs_I_y LapEnd,DJump_Abs_I_z LapEnd,0-mean_ACC_N,0-std_ACC_N,0-mean_ACC_N_ROT_filtered,0-std_ACC_N_ROT_filtered,0-mean_Acc_x_Fil,0-std_Acc_x_Fil,0-mean_Acc_y_Fil,0-std_Acc_y_Fil,0-mean_Acc_z_Fil,0-std_Acc_z_Fil,0-mean_Gyro_x_Fil,0-std_Gyro_x_Fil,0-mean_Gyro_y_Fil,0-std_Gyro_y_Fil,0-mean_Gyro_z_Fil,0-std_Gyro_z_Fil,25-mean_ACC_N,25-std_ACC_N,25-mean_ACC_N_ROT_filtered,25-std_ACC_N_ROT_filtered,25-mean_Acc_x_Fil,25-std_Acc_x_Fil,25-mean_Acc_y_Fil,25-std_Acc_y_Fil,25-mean_Acc_z_Fil,25-std_Acc_z_Fil,25-mean_Gyro_x_Fil,25-std_Gyro_x_Fil,25-mean_Gyro_y_Fil,25-std_Gyro_y_Fil,25-mean_Gyro_z_Fil,25-std_Gyro_z_Fil,50-mean_ACC_N,50-std_ACC_N,50-mean_ACC_N_ROT_filtered,50-std_ACC_N_ROT_filtered,50-mean_Acc_x_Fil,50-std_Acc_x_Fil,50-mean_Acc_y_Fil,50-std_Acc_y_Fil,50-mean_Acc_z_Fil,50-std_Acc_z_Fil,50-mean_Gyro_x_Fil,50-std_Gyro_x_Fil,50-mean_Gyro_y_Fil,50-std_Gyro_y_Fil,50-mean_Gyro_z_Fil,50-std_Gyro_z_Fil,75-mean_ACC_N,75-std_ACC_N,75-mean_ACC_N_ROT_filtered,75-std_ACC_N_ROT_filtered,75-mean_Acc_x_Fil,75-std_Acc_x_Fil,75-mean_Acc_y_Fil,75-std_Acc_y_Fil,75-mean_Acc_z_Fil,75-std_Acc_z_Fil,75-mean_Gyro_x_Fil,75-std_Gyro_x_Fil,75-mean_Gyro_y_Fil,75-std_Gyro_y_Fil,75-mean_Gyro_z_Fil,75-std_Gyro_z_Fil
0827-BK1-01-125,Salto A,8.589,342.983,-2.983,15.126,343.384,27.59,25.863,31.766,35.797,34.206,5.858,12.19,-1.347,2.271,16.131,32.959,3.662,10.014,153.229,67.133,10.698,14.853,6.927,1.03,6.583,0.674,-3.999,0.591,-0.366,0.397,-4.851,0.702,8.43,5.925,211.577,14.191,-12.092,9.293,6.065,0.602,5.765,0.336,-3.501,0.263,-0.222,0.193,-4.303,0.359,2.569,2.688,204.321,9.643,-5.037,4.37,22.496,31.647,11.887,13.813,6.5,18.164,-0.915,1.694,13.863,28.635,2.856,9.643,137.788,45.632,0.425,14.486
0827-BK1-01-127,Salto A,10.402,351.346,-3.25,20.135,351.346,23.791,24.016,31.935,34.419,34.653,7.033,16.371,-1.098,1.265,15.617,29.665,1.316,9.9,174.356,68.641,4.97,13.618,6.681,0.946,6.024,0.372,-3.035,0.498,-0.549,0.464,-5.178,0.459,8.353,8.331,200.979,12.251,-9.877,12.086,6.166,0.616,5.888,0.449,-3.633,0.321,-0.07,0.331,-4.328,0.433,1.84,7.414,196.558,16.875,-0.054,5.698,22.634,31.762,11.919,13.32,4.99,15.92,-0.754,1.967,14.103,30.096,10.117,9.207,161.298,50.156,-2.08,17.175
0827-BK1-01-129,Salto A,-9.322,349.426,-1.903,23.738,355.041,24.469,27.946,30.75,37.87,32.155,4.257,9.406,-1.254,1.862,16.528,34.026,3.592,10.895,147.016,82.066,-1.402,15.675,7.706,1.263,7.25,0.462,-4.523,0.598,-0.495,0.618,-5.287,0.909,-7.8,15.218,218.648,20.425,-3.774,10.411,6.421,0.631,6.106,0.414,-3.805,0.424,-0.102,0.279,-4.493,0.356,-1.847,2.541,207.738,8.689,0.391,3.868,22.426,30.569,12.319,13.441,5.44,15.512,-1.152,2.225,14.817,28.735,-12.86,8.501,142.852,45.806,0.593,13.389
0827-BK1-01-131,Salto A,4.071,354.968,-8.328,18.877,354.975,42.227,26.789,31.188,36.168,33.214,6.265,11.938,-0.905,1.93,16.321,32.782,-2.069,9.004,149.358,71.382,0.069,33.825,7.999,1.384,7.708,1.053,-4.48,1.246,-0.631,0.727,-5.63,1.073,4.961,10.412,203.539,42.837,-2.477,15.73,7.04,0.512,6.864,0.577,-4.639,0.332,0.021,0.225,-4.636,0.247,9.056,4.85,217.546,17.439,-8.229,9.509,22.944,30.577,12.83,13.541,4.764,16.423,-1.155,2.156,14.916,29.087,-3.435,6.328,156.458,37.366,-5.713,17.08
0827-BK2-01-4,Salto C,14.331,344.559,-13.276,27.447,367.145,30.271,29.243,30.182,38.426,33.73,3.068,13.229,-0.003,1.844,13.757,35.313,4.89,15.705,87.101,159.713,-7.197,17.402,14.674,8.354,15.903,6.282,-9.967,8.057,1.137,0.764,-4.556,5.776,12.536,12.982,362.851,202.464,-6.377,7.257,3.661,0.608,3.131,0.301,-1.517,0.514,0.576,0.437,-2.294,0.613,3.221,13.141,92.357,25.912,-18.359,11.93,21.426,34.147,10.122,14.864,3.846,12.307,1.289,1.191,15.638,33.071,8.456,13.103,148.882,59.851,5.873,14.714
0827-BK2-01-7,Salto C,8.481,337.545,-18.612,27.156,372.691,41.104,29.537,31.679,39.168,35.421,3.19,13.852,-1.041,3.81,14.453,35.929,9.166,14.755,73.821,169.932,-10.696,26.713,14.337,8.287,15.61,5.514,-10.464,6.773,1.151,0.828,-4.043,5.848,11.925,14.87,376.213,179.619,-7.234,13.271,2.894,0.756,2.407,0.49,-1.112,0.336,0.698,0.224,-1.757,0.53,-1.453,10.481,78.393,25.52,-12.867,9.453,20.484,34.195,9.231,14.768,4.896,12.764,-0.026,1.047,15.151,32.345,-3.402,8.222,132.718,64.098,-6.158,15.861
0827-BK2-01-10,Salto C,0.292,331.756,-1.512,39.136,349.877,38.545,28.214,32.579,38.356,36.183,4.11,13.487,-0.823,3.725,14.66,35.837,7.674,26.117,81.619,145.502,4.451,32.3,14.915,9.421,15.577,6.654,-8.822,7.326,1.142,0.611,-4.493,6.679,-4.641,26.793,342.255,173.856,-3.205,18.545,3.496,0.641,3.042,0.276,-1.49,0.525,0.696,0.402,-2.076,0.655,0.782,11.862,80.085,31.034,-7.327,10.443,22.047,34.946,10.513,15.328,4.275,14.047,0.262,0.985,15.866,33.356,-2.613,12.091,148.594,59.921,3.431,10.035
0827-BK2-01-13,Salto C,-3.52,336.629,-9.103,33.954,373.845,41.177,28.634,32.348,38.511,35.986,2.828,11.899,0.372,1.784,15.208,36.615,-0.74,20.583,70.231,161.215,-0.007,25.043,13.836,7.773,14.768,5.457,-9.704,6.575,0.949,0.863,-4.769,5.606,10.539,15.297,371.687,178.901,-14.896,17.236,3.118,0.571,2.471,0.169,-1.224,0.384,0.479,0.249,-1.932,0.406,-18.519,7.184,72.596,26.622,-12.212,10.035,20.949,34.31,9.702,14.641,4.046,11.922,0.68,0.928,15.123,33.12,2.053,16.197,144.014,64.727,8.961,13.688
0827-BK2-01-16,Salto C,7.458,334.222,-10.385,29.065,370.192,44.329,29.426,31.552,38.855,35.231,3.402,14.3,0.432,2.033,14.176,35.875,4.595,16.662,75.468,175.714,-3.183,27.128,16.47,9.532,17.727,6.885,-10.323,8.417,1.171,0.917,-4.961,6.951,5.397,20.263,370.521,209.99,-7.811,26.828,3.08,0.462,2.684,0.426,-1.312,0.292,0.698,0.21,-1.898,0.438,5.504,4.585,95.243,31.337,-13.934,8.292,20.826,34.418,9.522,14.763,6.15,15.662,0.484,0.495,14.891,31.574,-0.528,9.513,115.628,56.089,3.171,18.611
0827-BK2-01-19,Salto C,20.109,342.115,-15.948,35.964,381.499,40.654,30.059,31.75,39.353,35.18,2.593,12.904,-0.147,2.059,15.325,36.779,12.751,23.27,77.512,175.045,-1.525,20.43,15.941,8.762,16.975,6.612,-9.995,8.299,1.47,1.539,-5.151,6.176,18.006,28.417,364.424,205.221,-13.271,24.839,3.357,0.501,3.012,0.491,-1.45,0.126,0.74,0.213,-2.171,0.331,7.867,6.923,116.357,14.875,-17.587,5.058,21.129,35.034,9.794,15.523,4.559,12.776,0.429,0.777,16.313,33.269,0.296,8.833,105.755,54.408,0.842,11.247
0827-BK2-01-22,Salto C,1.094,340.422,-26.149,31.583,374.927,44.229,28.599,32.148,38.034,35.87,2.343,12.134,-0.182,1.642,15.328,36.356,6.27,23.157,66.686,150.159,-9.981,23.375,14.226,7.316,15.37,4.756,-10.619,6.46,1.034,0.619,-4.336,5.236,16.197,7.112,382.856,171.989,-17.711,17.449,3.191,0.607,2.598,0.351,-1.232,0.326,0.634,0.335,-2.0,0.587,-10.436,3.796,100.476,25.777,-23.746,3.789,21.046,34.486,9.812,15.194,4.808,13.293,-0.181,1.579,15.844,32.7,-10.203,7.086,108.396,44.706,0.586,11.592
0827-BK2-01-25,Salto C,13.617,340.426,-15.915,32.339,371.221,38.34,29.396,31.801,39.074,35.516,3.58,14.943,0.33,1.482,14.513,35.719,8.177,22.081,83.734,171.456,-9.965,23.622,16.445,8.933,17.473,6.077,-10.831,8.558,1.342,1.179,-4.921,6.726,10.149,17.385,381.262,186.451,-1.266,20.955,3.31,0.536,2.785,0.478,-1.166,0.339,0.818,0.17,-2.209,0.396,8.913,3.398,99.218,13.511,-10.385,7.809,20.736,34.409,9.585,14.804,5.277,14.185,0.257,0.799,15.691,31.978,-0.317,11.165,101.81,49.217,-9.934,17.504
0827-BK2-01-28,Salto C,1.177,336.499,-13.612,34.327,360.79,38.446,29.801,32.594,39.506,36.109,4.424,15.69,-0.203,2.778,14.702,36.054,-1.247,19.679,64.977,144.097,-11.645,29.957,15.347,7.021,16.579,3.664,-11.35,6.353,0.943,1.233,-3.862,5.407,-0.053,20.54,398.747,158.724,3.06,13.21,3.223,0.709,2.884,0.596,-1.079,0.741,0.692,0.387,-1.946,0.621,-0.551,11.363,78.954,9.462,-7.145,7.077,20.969,34.663,9.607,15.245,5.498,13.689,0.659,0.512,16.011,32.426,3.928,18.304,118.772,52.992,-11.42,14.034
0827-BK2-01-31,Salto C,28.17,334.793,-15.039,39.149,369.077,37.609,29.483,32.436,38.97,35.215,2.941,12.486,-0.363,2.346,16.248,36.748,14.846,23.587,63.453,146.961,-3.221,20.907,18.038,11.339,18.789,7.694,-10.216,8.597,1.706,1.567,-5.377,8.732,24.653,25.293,369.607,207.004,-6.74,25.148,3.525,0.699,3.149,0.549,-1.406,0.309,0.86,0.293,-2.318,0.557,10.515,9.666,105.411,24.202,-10.472,6.694,20.798,33.747,9.788,14.767,4.291,12.42,0.726,0.328,15.801,32.244,5.911,7.075,122.142,53.299,-9.783,11.752
0827-BK2-01-34,Salto C,25.25,336.879,-16.465,42.169,368.532,42.121,27.904,31.693,37.931,35.112,3.023,12.517,-0.851,3.674,15.28,35.271,8.624,23.071,57.765,130.01,-5.681,29.041,17.797,8.982,18.225,5.663,-10.878,7.705,1.443,1.239,-5.185,7.197,13.054,39.448,384.851,184.181,-18.176,26.223,3.485,0.669,3.282,0.532,-1.485,0.358,0.829,0.469,-2.207,0.386,16.135,10.176,103.672,15.535,3.326,9.225,21.111,33.806,9.835,14.818,4.08,12.316,0.266,0.898,15.729,32.63,11.99,5.763,123.416,53.066,-12.646,12.915
0827-BK2-01-37,Salto C,-1.478,338.795,-26.452,24.137,369.943,42.077,29.744,31.417,38.9,34.804,3.391,14.873,0.273,1.448,14.473,35.789,5.141,17.096,76.496,161.475,-9.014,29.116,15.933,9.24,17.342,6.524,-11.68,8.482,0.942,0.705,-4.45,6.063,5.843,11.876,384.199,198.855,-18.247,13.594,3.397,0.603,2.827,0.454,-1.36,0.241,0.486,0.301,-2.192,0.453,-4.22,4.855,110.29,14.872,-19.543,4.787,21.076,33.64,9.869,14.63,5.155,14.486,-0.066,0.605,15.655,31.501,-10.183,6.512,103.775,39.658,-6.514,7.786
0827-BK2-01-40,Salto C,3.824,335.601,-19.624,30.214,359.046,35.696,29.482,31.99,39.079,35.162,4.127,15.904,-0.234,2.855,14.234,35.425,6.717,24.131,78.237,150.837,-13.906,31.294,16.391,10.245,17.525,7.655,-11.164,9.258,1.249,0.814,-4.708,6.847,5.73,15.249,373.899,203.026,-6.929,11.696,3.502,0.415,2.923,0.181,-1.468,0.134,0.656,0.226,-2.319,0.225,4.706,8.648,111.935,9.692,-15.725,4.547,21.268,33.893,10.104,14.958,6.19,16.02,-0.163,1.057,15.636,30.939,-9.33,11.916,103.27,39.489,-2.572,7.593
0827-BK2-01-43,Salto C,1.492,339.65,-21.191,28.852,371.727,39.384,30.541,31.888,39.622,35.339,3.279,14.661,-0.227,2.501,14.649,36.493,5.103,13.086,64.645,161.443,-8.413,27.257,15.675,7.644,17.351,4.803,-11.688,7.311,0.968,1.058,-3.944,5.739,7.932,19.649,402.592,186.247,-22.74,11.587,3.188,0.82,2.691,0.601,-1.071,0.422,0.517,0.391,-1.96,0.593,-11.614,8.23,77.31,14.359,-10.516,9.965,20.612,33.948,9.587,14.681,4.44,12.262,-0.267,1.825,15.672,32.364,1.203,12.763,121.309,59.036,-0.284,5.796
0827-BK2-01-46,Salto C,-11.649,340.605,-24.772,40.451,381.761,52.159,28.828,31.527,38.437,34.94,2.269,12.365,-1.385,4.047,15.146,35.839,10.005,16.536,63.998,165.558,-9.95,23.853,18.214,9.877,18.911,6.83,-11.775,8.958,0.805,0.894,-5.326,8.064,4.468,13.693,375.776,214.363,-20.029,14.758,3.588,0.547,3.212,0.724,-1.646,0.172,0.265,0.167,-2.283,0.449,-17.318,11.252,120.147,9.876,-30.35,9.484,21.51,33.581,10.282,15.268,3.827,12.281,-0.012,0.527,16.339,32.493,-19.85,19.253,114.184,42.813,11.121,18.041
0827-BK2-01-57,Salto B,-0.769,342.338,-15.517,19.795,431.158,35.704,28.428,32.742,38.459,35.202,2.507,12.244,0.597,0.912,18.753,35.02,5.198,16.49,-26.434,146.464,-0.163,12.01,18.791,5.704,18.229,4.953,-12.772,7.499,0.909,0.823,-8.951,6.688,-0.193,7.593,466.998,146.186,-5.209,22.891,3.825,0.829,4.182,2.051,-1.226,0.962,0.798,0.425,-2.41,1.072,-1.883,6.27,98.009,16.88,-15.881,5.743,21.723,33.684,10.616,15.064,3.925,13.732,0.066,0.924,15.412,32.528,-4.675,4.745,129.202,53.184,-9.204,12.455
0827-BK2-01-59,Salto B,0.68,341.416,-40.534,32.088,415.391,57.596,28.194,31.558,38.504,34.645,2.831,14.528,-0.317,2.133,17.631,33.188,4.464,12.095,-18.345,131.845,-6.115,26.929,20.375,6.42,19.983,4.874,-11.855,9.792,0.682,1.605,-10.168,7.128,16.839,16.468,463.479,143.13,-30.879,31.226,4.106,0.683,4.276,1.972,-1.286,0.791,0.389,0.63,-2.556,1.222,-5.056,12.727,104.468,16.429,-35.467,18.142,22.244,33.882,11.087,15.398,4.975,15.336,0.203,0.736,15.793,32.142,-14.878,4.036,121.218,37.413,-7.105,6.999
0827-BK2-01-61,Salto B,13.649,340.452,-12.743,31.872,408.329,37.286,28.306,33.017,38.685,35.502,2.974,13.98,0.236,1.633,18.353,34.593,9.868,20.281,-15.948,119.927,3.022,14.004,17.374,8.526,17.18,7.057,-10.611,8.764,1.099,1.276,-9.387,7.481,15.259,20.269,443.066,151.678,-18.138,26.993,4.435,0.643,4.055,0.782,-1.398,0.659,0.847,0.616,-3.137,0.717,-0.597,17.366,128.527,10.977,-4.234,15.457,21.861,34.196,10.914,15.37,4.125,14.248,0.68,0.791,16.424,32.419,1.938,5.711,106.618,38.659,-5.096,13.375
0827-BK2-01-63,Salto B,8.375,339.523,-26.814,38.313,409.714,45.469,26.687,31.873,37.44,35.071,3.045,15.169,0.527,1.257,17.386,32.363,-1.953,32.664,-18.505,119.906,-10.027,18.991,19.109,5.403,18.127,5.105,-10.988,9.481,0.966,1.021,-9.943,6.155,10.027,10.939,445.401,146.295,-15.317,30.168,3.877,0.728,4.481,2.583,-1.768,0.921,0.844,0.63,-2.069,1.273,6.954,20.607,111.946,27.093,-17.572,14.39,21.722,33.844,10.473,14.824,4.919,14.504,-0.386,1.479,15.256,32.215,1.63,15.617,134.42,60.645,-9.807,18.054
0827-BK2-01-65,Salto B,1.074,337.871,-4.527,27.603,400.986,28.223,27.864,32.02,38.514,34.921,3.162,14.266,0.579,1.005,17.925,33.511,6.801,17.858,-14.92,112.33,-3.761,9.463,18.754,7.146,18.125,6.226,-11.385,8.944,1.02,0.769,-9.766,6.898,-2.64,12.675,455.913,139.459,-0.636,13.71,4.002,0.876,4.14,1.662,-1.412,0.612,0.888,0.312,-2.713,0.928,-3.403,14.882,118.728,17.428,-1.527,13.568,20.897,32.952,10.041,14.422,4.422,13.5,0.079,1.322,15.272,31.419,0.97,10.589,112.943,47.96,-3.917,12.896
0827-BK2-01-67,Salto B,13.355,336.784,-29.761,41.767,403.084,50.192,27.926,31.988,38.617,34.773,2.717,14.341,-0.996,3.079,18.108,33.27,7.908,15.538,-15.708,118.591,-10.919,24.976,17.643,6.211,16.739,5.798,-9.098,8.962,1.573,1.146,-10.62,5.803,27.344,24.866,443.248,129.716,-6.027,21.146,4.201,0.978,4.506,2.276,-1.796,1.102,0.496,0.645,-2.437,1.343,4.683,19.119,126.195,28.485,-35.482,9.196,21.699,33.213,10.678,14.452,5.024,14.962,-0.156,1.049,15.427,31.294,-13.805,14.394,116.527,36.603,-6.804,10.269
0827-BK2-01-69,Salto B,-6.606,341.124,-19.282,34.57,392.062,36.718,27.111,31.859,37.907,34.73,2.682,15.662,1.11,1.658,17.951,32.208,-1.407,31.651,12.772,118.911,-4.176,16.162,19.088,8.783,18.756,6.923,-7.138,11.13,1.007,1.359,-11.171,9.002,6.772,13.152,426.788,142.83,-7.595,17.034,4.596,0.775,4.282,1.016,-1.413,0.607,0.807,0.321,-3.321,0.638,-8.628,6.383,116.982,11.542,-12.754,10.289,21.976,33.187,10.934,14.66,3.97,14.105,0.134,1.025,15.275,32.108,-10.356,15.957,127.687,60.072,-14.753,6.872
0827-BK2-01-71,Salto B,-14.817,338.873,-32.138,39.804,418.031,54.597,28.32,31.299,38.7,33.797,1.926,13.993,-0.582,2.055,18.422,33.151,2.692,15.164,-27.326,135.176,-9.981,38.806,20.116,6.442,18.803,6.375,-11.406,10.123,0.486,1.168,-10.665,7.022,-15.073,16.66,460.671,158.61,-26.601,17.432,4.602,1.415,5.364,3.375,-1.679,1.223,0.194,1.198,-2.218,2.044,-6.987,26.837,115.205,25.598,-25.731,18.314,21.056,32.428,10.187,13.998,3.689,12.432,-0.213,1.406,15.121,31.585,-10.49,12.542,131.293,54.693,-2.489,8.48
0827-BK2-01-73,Salto B,-20.924,338.241,-26.795,36.044,409.021,43.575,27.76,31.267,38.171,33.786,2.739,14.523,-0.635,2.418,18.037,32.588,2.575,15.722,-21.024,124.996,-14.337,20.822,19.246,6.037,18.219,5.729,-10.881,9.457,0.358,1.208,-11.013,5.461,-11.126,16.608,456.486,162.337,-29.543,16.172,4.144,1.506,4.664,3.021,-2.011,1.546,0.464,0.212,-1.904,1.762,-15.696,8.671,112.889,44.743,-15.105,14.509,21.576,32.964,10.512,14.346,4.491,13.496,-0.618,1.551,15.176,31.678,-17.678,13.54,136.645,65.779,4.94,11.515
0827-BK2-01-75,Salto B,-14.235,333.466,-25.198,37.54,408.464,59.403,28.658,30.845,38.963,33.506,2.578,13.849,-0.205,2.461,18.077,33.158,2.685,17.893,-23.17,131.197,-4.402,22.46,17.285,7.682,16.92,6.295,-9.952,8.436,0.258,1.191,-10.067,6.709,-24.246,39.981,439.483,143.464,-30.712,50.317,4.107,0.571,4.019,1.258,-2.009,0.4,0.615,0.426,-2.584,0.642,0.971,9.896,123.172,13.997,-3.32,18.308,22.131,33.699,10.794,15.412,5.374,15.966,-0.578,1.411,15.301,31.515,-7.599,9.262,131.484,62.713,-12.462,13.089
0827-BK2-01-77,Salto B,4.224,331.257,-17.886,25.293,387.48,36.944,26.96,31.485,37.58,34.226,3.259,14.136,0.521,1.62,18.124,32.444,4.975,15.682,-13.135,105.338,-11.368,14.084,17.702,7.223,16.375,7.092,-10.041,9.079,1.056,1.728,-9.851,6.49,11.054,14.837,442.917,139.861,-5.241,20.033,4.353,1.374,5.216,3.067,-2.097,1.462,0.896,0.623,-1.837,2.196,-0.676,10.674,66.331,48.673,-16.164,17.19,22.632,32.053,11.692,14.262,5.567,17.615,-0.729,2.028,14.388,29.771,-6.837,6.368,179.491,78.08,-3.293,10.596
0827-BK2-01-79,Salto B,5.894,338.316,-9.999,29.934,402.594,40.486,28.151,30.235,38.559,32.835,1.993,14.009,-0.187,1.767,17.926,32.39,4.33,14.333,-16.023,113.921,-2.426,26.131,19.737,7.705,18.225,7.482,-11.125,10.307,1.399,1.418,-10.898,6.594,13.518,15.376,452.729,182.86,-7.495,16.249,4.723,1.505,5.9,4.103,-2.223,1.73,0.634,0.73,-2.215,2.145,-1.597,11.634,121.556,33.286,-12.548,20.273,20.854,31.944,10.152,13.016,3.825,12.525,0.789,0.982,14.523,30.95,-3.472,13.411,142.211,61.905,1.695,12.883
0827-BK2-01-81,Salto B,15.372,334.618,-25.211,35.253,393.401,44.459,27.608,30.659,38.046,33.339,1.937,12.754,0.04,1.783,17.919,32.872,7.378,29.29,-13.351,109.062,-10.989,22.464,17.784,6.666,16.642,6.226,-8.907,8.806,1.227,1.335,-10.943,6.151,20.934,13.273,443.33,142.215,-12.45,25.683,4.496,1.337,5.152,2.684,-1.863,1.515,0.951,0.434,-2.33,2.063,4.395,9.774,119.047,37.006,-17.901,8.217,21.614,32.38,10.757,13.763,4.832,14.235,0.17,0.741,14.869,30.997,-1.716,15.532,138.195,47.538,-10.673,19.728
0827-BK2-01-83,Salto B,15.384,329.27,-11.089,48.415,380.342,39.774,28.203,31.597,38.341,34.368,2.501,15.571,-0.48,2.54,18.157,32.667,5.698,6.859,-3.754,97.131,-8.298,15.053,18.515,6.404,16.801,5.786,-7.095,10.497,1.137,1.025,-11.639,5.949,17.704,28.598,413.217,175.307,-20.215,11.799,5.359,3.21,7.266,5.565,-2.727,2.808,1.023,1.272,-1.438,3.056,-10.616,41.068,95.879,76.11,7.142,25.13,21.525,32.205,10.75,13.825,4.487,15.03,0.904,1.382,14.677,30.499,18.988,9.678,171.156,67.391,-1.455,15.634
0827-BK2-01-85,Salto B,0.369,330.536,-22.203,36.237,384.011,47.888,27.431,30.878,37.605,33.698,1.643,13.529,0.464,1.092,18.335,32.547,-2.136,22.099,6.209,120.477,-5.68,30.789,19.324,6.306,18.314,5.923,-10.393,9.94,1.511,0.98,-11.258,5.819,16.718,9.484,447.249,150.416,-10.066,24.032,4.192,1.216,4.966,3.325,-1.918,1.333,0.596,0.501,-1.952,2.008,0.819,17.863,106.205,49.901,-30.935,15.767,20.933,33.055,9.885,14.542,6.145,15.734,-0.226,0.855,15.376,29.93,-14.645,14.116,119.09,45.455,1.512,11.252
0827-BK2-01-96,Salto A,-1.176,342.29,-27.78,29.472,342.29,34.452,26.258,33.611,35.772,36.227,5.845,11.373,-0.452,1.935,17.316,34.951,13.582,9.075,133.395,53.206,-5.675,11.439,6.903,1.386,6.78,1.448,-3.677,1.037,0.597,0.236,-4.95,0.944,-1.778,15.551,235.109,16.599,-25.142,5.555,6.235,0.637,5.595,0.336,-2.754,0.339,0.734,0.153,-4.716,0.6,-0.993,18.832,177.611,17.809,-10.351,3.147,22.85,32.314,12.201,14.866,2.473,13.197,0.037,1.066,15.56,32.348,-12.785,6.383,135.427,31.775,-13.596,12.582
0827-BK2-01-98,Salto A,3.547,338.743,-17.421,25.742,338.826,30.517,26.493,32.829,36.618,35.934,4.434,8.999,-0.643,2.195,17.309,35.127,15.162,8.913,125.185,56.061,-5.133,19.266,6.817,0.904,6.464,0.86,-3.692,0.73,0.885,0.674,-4.771,0.651,-5.48,14.786,220.804,12.43,-12.649,18.569,5.895,0.354,5.407,0.233,-2.8,0.121,0.93,0.216,-4.387,0.218,4.246,12.846,178.098,21.423,-10.496,8.815,23.208,32.591,12.359,14.904,1.952,12.858,0.122,0.782,15.205,33.116,-6.899,5.184,146.501,42.859,-4.969,8.533
0827-BK2-01-100,Salto A,-1.675,335.631,-36.367,28.574,335.631,47.79,25.158,32.918,35.268,36.758,5.17,10.678,-0.377,1.722,15.945,34.316,14.449,16.027,132.306,47.003,-10.87,22.342,6.298,1.43,6.138,1.543,-3.352,1.209,0.571,0.264,-4.376,0.98,4.279,11.18,222.481,22.084,-23.401,7.62,5.74,0.32,5.093,0.144,-2.662,0.183,0.315,0.139,-4.223,0.259,-7.163,9.211,170.636,12.156,-22.523,5.388,22.87,33.572,11.841,15.039,4.163,15.705,0.015,0.692,15.443,32.25,-14.545,8.839,136.957,42.188,-14.601,12.287
0827-BK2-01-102,Salto A,0.058,340.308,-30.237,28.613,340.308,42.335,26.269,32.129,36.442,35.939,4.731,10.307,0.152,2.148,16.336,34.352,16.395,26.093,125.576,56.062,-12.456,20.767,6.447,1.546,6.373,1.655,-3.659,1.247,0.647,0.295,-4.359,1.175,3.815,9.552,232.574,28.655,-25.039,5.631,5.586,0.555,4.989,0.264,-2.706,0.381,0.666,0.247,-4.011,0.631,-10.68,7.945,154.324,16.863,-15.521,7.649,22.301,33.48,11.224,14.132,3.887,14.979,-0.653,1.957,14.229,32.418,-9.112,7.321,158.942,66.351,-7.443,16.035
0827-BK2-01-104,Salto A,16.43,339.597,-17.278,34.053,341.278,35.951,26.514,32.24,36.567,35.895,4.585,9.997,-0.504,2.0,16.701,34.506,13.939,11.276,122.482,80.015,-7.036,27.872,6.384,1.536,6.333,1.705,-3.613,1.087,1.101,0.515,-4.346,1.149,3.63,22.57,222.715,23.726,-6.124,10.681,5.422,0.422,4.991,0.244,-2.888,0.255,0.863,0.395,-3.721,0.544,6.654,15.147,157.084,21.081,-7.823,8.646,21.537,33.663,10.537,13.492,2.786,12.149,0.615,0.776,14.204,33.096,7.768,9.077,168.138,71.237,-12.83,12.288
0827-BK2-01-106,Salto A,23.768,341.904,-7.172,28.498,341.917,26.31,24.952,32.478,35.281,36.376,4.813,10.134,-0.729,2.714,16.35,33.771,14.631,9.292,130.837,59.648,-3.219,12.106,7.055,1.086,6.797,0.981,-3.716,0.721,1.419,0.442,-5.046,0.651,13.286,11.693,227.315,13.515,-2.129,8.832,6.128,0.441,5.683,0.274,-2.834,0.158,1.147,0.293,-4.628,0.325,13.531,9.435,177.524,21.403,-1.013,15.37,23.281,33.679,12.304,15.431,2.491,13.004,0.544,0.488,16.094,33.664,5.937,9.212,143.015,49.066,-7.168,6.598
0827-BK2-01-108,Salto A,10.288,337.301,-20.731,18.048,337.301,29.913,25.877,32.691,36.099,36.068,4.78,9.381,-0.114,1.947,17.173,34.545,5.085,9.956,127.246,43.745,-3.312,14.942,6.73,0.929,6.455,0.99,-3.467,0.966,0.694,0.365,-4.899,0.584,9.5,7.392,232.595,22.217,-17.127,10.292,6.114,0.353,5.466,0.162,-2.734,0.22,0.839,0.231,-4.633,0.272,-2.082,2.785,163.945,11.61,-10.633,7.273,23.035,32.473,12.339,14.337,2.776,14.209,0.724,0.556,15.203,32.342,8.367,5.6,154.163,41.984,-10.537,8.715
0827-BK2-01-110,Salto A,12.999,337.925,-23.964,25.816,337.925,33.291,24.727,33.027,35.348,36.458,5.742,12.179,-0.666,3.009,15.668,33.502,15.48,6.98,142.393,47.879,-7.449,11.064,6.662,1.895,6.187,0.909,-3.245,0.471,0.719,0.686,-4.855,1.244,4.272,12.381,208.212,7.624,-25.008,17.858,6.104,0.537,5.502,0.235,-2.97,0.216,0.542,0.237,-4.5,0.307,-1.235,7.703,183.123,13.307,-9.045,8.685,22.14,32.659,11.388,13.875,2.464,12.534,0.501,0.624,14.959,32.634,7.469,11.608,148.052,46.49,-6.695,10.177
