Time,TimeInJump,ACC_N,ACC_N_ROT_filtered,Acc_x_Fil,Acc_y_Fil,Acc_z_Fil,Gyro_x_Fil,Gyro_y_Fil,Gyro_z_Fil,SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_Abs_I_x LapEnd,DJump_Abs_I_y LapEnd,DJump_Abs_I_z LapEnd
1727.366,1.182,10.15,9.76,-8.878,-0.574,-4.873,11.44,235.88,-5.74,20191007-1159-FRANKFURT_1-01-229,Barani A,-50.402,73.044,171.403,73.54,291.198,202.85
1680.576,0.002,109.4,61.06,2.584,12.104,99.597,19.39,151.88,18.16,20191008-1207-FRANKFURT_2-01-141,Salto B,27.662,343.185,-27.756,44.99,419.242,56.069
1681.002,0.428,9.68,14.99,-8.522,-0.607,-3.095,-35.74,-64.39,8.33,20191008-1207-FRANKFURT_2-01-141,Salto B,27.662,343.185,-27.756,44.99,419.242,56.069
1681.428,0.854,30.99,38.33,-26.908,2.029,-10.31,65.55,579.08,-73.84,20191008-1207-FRANKFURT_2-01-141,Salto B,27.662,343.185,-27.756,44.99,419.242,56.069
1681.852,1.278,3.88,3.99,-1.92,-0.944,-3.486,17.25,73.95,-13.92,20191008-1207-FRANKFURT_2-01-141,Salto B,27.662,343.185,-27.756,44.99,419.242,56.069
2207.388,0.002,108.85,62.81,22.372,2.546,96.711,12.26,57.89,4.29,20190930-1247-FRANKFURT_2-01-88,Barani C,-91.429,-131.234,188.133,95.999,318.435,195.76
2207.832,0.446,18.25,18.68,-16.689,1.345,-8.78,-75.9,-498.89,22.44,20190930-1247-FRANKFURT_2-01-88,Barani C,-91.429,-131.234,188.133,95.999,318.435,195.76
2208.274,0.888,16.99,12.81,-7.491,4.766,-8.784,-0.87,14.74,215.99,20190930-1247-FRANKFURT_2-01-88,Barani C,-91.429,-131.234,188.133,95.999,318.435,195.76
2208.716,1.33,4.68,5.22,-2.241,-2.126,-4.113,-45.72,90.71,155.67,20190930-1247-FRANKFURT_2-01-88,Barani C,-91.429,-131.234,188.133,95.999,318.435,195.76
1467.584,0.002,107.32,62.02,25.439,2.011,90.524,1.16,-121.84,-0.81,20191007-1159-FRANKFURT_1-01-189,Barani B,22.636,-11.292,170.358,67.271,358.93,204.996
1467.984,0.402,6.09,13.64,1.863,-3.735,-3.375,-67.41,-307.84,-22.52,20191007-1159-FRANKFURT_1-01-189,Barani B,22.636,-11.292,170.358,67.271,358.93,204.996
1468.384,0.802,10.31,10.57,-6.167,-3.742,-6.035,42.32,14.49,454.91,20191007-1159-FRANKFURT_1-01-189,Barani B,22.636,-11.292,170.358,67.271,358.93,204.996
1468.786,1.204,8.99,7.47,-5.868,-1.411,-7.342,-25.65,259.65,14.64,20191007-1159-FRANKFURT_1-01-189,Barani B,22.636,-11.292,170.358,67.271,358.93,204.996
740.856,0.002,130.92,75.08,44.626,-5.009,108.079,2.96,68.85,2.23,0115-MORITZ-03-57,Salto C,-7.878,343.542,15.007,22.678,382.112,31.571
741.38,0.526,14.68,13.41,-9.628,-0.448,-10.126,-39.06,564.74,48.96,0115-MORITZ-03-57,Salto C,-7.878,343.542,15.007,22.678,382.112,31.571
741.904,1.05,4.41,4.03,-1.263,-0.83,-3.545,4.9,166.65,8.57,0115-MORITZ-03-57,Salto C,-7.878,343.542,15.007,22.678,382.112,31.571
742.426,1.572,2.96,2.83,-1.361,-0.575,-2.05,0.99,104.9,2.71,0115-MORITZ-03-57,Salto C,-7.878,343.542,15.007,22.678,382.112,31.571
2589.322,0.002,106.11,64.12,3.589,-2.761,95.931,-23.81,224.82,-23.49,20191007-1159-FRANKFURT_1-01-306,Salto A,9.77,337.336,-11.405,21.518,338.961,31.527
2589.734,0.414,10.37,8.53,0.684,-1.476,-9.169,-7.77,176.93,-4.81,20191007-1159-FRANKFURT_1-01-306,Salto A,9.77,337.336,-11.405,21.518,338.961,31.527
2590.146,0.826,6.36,7.47,-2.046,-0.869,-6.388,5.76,210.89,1.91,20191007-1159-FRANKFURT_1-01-306,Salto A,9.77,337.336,-11.405,21.518,338.961,31.527
2590.556,1.236,9.22,7.22,-5.694,-0.065,-4.54,2.8,161.65,5.08,20191007-1159-FRANKFURT_1-01-306,Salto A,9.77,337.336,-11.405,21.518,338.961,31.527
6814.124,0.002,88.06,59.42,17.908,-3.575,82.499,8.56,72.03,34.99,0609-1-01-649,Bauchsprung,0.233,-42.446,-7.222,18.309,127.442,33.993
6814.58,0.458,1.11,0.81,-0.364,-0.048,-0.059,-6.74,-43.9,-1.58,0609-1-01-649,Bauchsprung,0.233,-42.446,-7.222,18.309,127.442,33.993
6815.036,0.914,2.06,1.29,-1.571,-0.125,-0.444,2.66,-97.58,16.62,0609-1-01-649,Bauchsprung,0.233,-42.446,-7.222,18.309,127.442,33.993
6815.49,1.368,3.18,2.55,0.527,-1.294,-1.59,24.66,-22.3,-12.56,0609-1-01-649,Bauchsprung,0.233,-42.446,-7.222,18.309,127.442,33.993
1849.412,0.002,109.56,59.83,36.888,0.171,95.961,73.81,125.51,29.84,0115-JANEIKE-01-121,Salto B,11.9,342.048,-24.249,50.112,413.815,62.695
1849.882,0.472,7.1,12.07,-3.976,-0.466,-1.814,-24.25,-77.13,-11.65,0115-JANEIKE-01-121,Salto B,11.9,342.048,-24.249,50.112,413.815,62.695
1850.352,0.942,15.66,28.03,-16.6,0.465,-0.472,50.31,466.15,18.51,0115-JANEIKE-01-121,Salto B,11.9,342.048,-24.249,50.112,413.815,62.695
1850.82,1.41,5.99,3.79,-1.611,-0.814,-4.719,11.1,13.6,-6.54,0115-JANEIKE-01-121,Salto B,11.9,342.048,-24.249,50.112,413.815,62.695
742.952,0.002,129.02,78.48,51.888,-5.228,108.609,-13.11,2.1,-52.49,0115-MORITZ-03-58,Voll- ein- Rudi- aus B,-549.865,-126.411,-744.918,589.217,605.469,767.432
743.444,0.494,33.32,33.85,-29.011,-2.405,-10.569,-476.09,284.2,-870.38,0115-MORITZ-03-58,Voll- ein- Rudi- aus B,-549.865,-126.411,-744.918,589.217,605.469,767.432
743.938,0.988,52.26,39.37,-43.365,-26.747,-3.263,-503.28,148.1,-892.65,0115-MORITZ-03-58,Voll- ein- Rudi- aus B,-549.865,-126.411,-744.918,589.217,605.469,767.432
744.432,1.482,25.57,33.81,-15.47,7.68,-16.536,-18.62,193.97,-468.54,0115-MORITZ-03-58,Voll- ein- Rudi- aus B,-549.865,-126.411,-744.918,589.217,605.469,767.432
3996.704,0.002,147.02,76.88,56.856,6.534,108.778,13.21,12.55,-10.88,0609-4-01-372,Fliffis B,-57.597,-44.545,249.708,94.478,626.008,262.178
3997.198,0.496,32.73,38.31,-31.642,0.084,-4.404,-25.59,-444.26,32.67,0609-4-01-372,Fliffis B,-57.597,-44.545,249.708,94.478,626.008,262.178
3997.692,0.99,26.94,27.32,-14.619,-2.797,-22.463,-188.69,196.32,418.29,0609-4-01-372,Fliffis B,-57.597,-44.545,249.708,94.478,626.008,262.178
3998.184,1.482,13.05,13.39,-9.181,1.266,-8.872,13.92,269.92,37.18,0609-4-01-372,Fliffis B,-57.597,-44.545,249.708,94.478,626.008,262.178
4159.414,0.002,105.75,61.92,26.537,1.09,88.492,12.63,-142.16,17.06,20191007-1150-FRANKFURT_2-01-214,Fliffis C,-93.13,-419.396,189.693,117.027,655.991,219.76
4159.81,0.398,48.21,40.33,-46.247,4.655,-8.91,-112.8,-597.61,-3.21,20191007-1150-FRANKFURT_2-01-214,Fliffis C,-93.13,-419.396,189.693,117.027,655.991,219.76
4160.204,0.792,56.24,62.46,-46.657,7.561,-30.128,-69.53,-630.55,119.35,20191007-1150-FRANKFURT_2-01-214,Fliffis C,-93.13,-419.396,189.693,117.027,655.991,219.76
4160.598,1.186,18.16,19.78,-8.269,-3.736,-15.69,-25.88,112.36,323.6,20191007-1150-FRANKFURT_2-01-214,Fliffis C,-93.13,-419.396,189.693,117.027,655.991,219.76
995.772,0.002,115.25,66.91,24.323,15.158,101.144,24.32,-24.89,68.36,20191008-1207-FRANKFURT_2-01-91,Barani A,-102.309,25.945,201.649,126.14,300.898,226.062
996.186,0.416,8.47,8.84,-4.307,0.411,-6.53,-53.64,-140.71,34.01,20191008-1207-FRANKFURT_2-01-91,Barani A,-102.309,25.945,201.649,126.14,300.898,226.062
996.6,0.83,8.68,9.82,-2.341,-1.413,-8.695,-146.87,-14.78,255.69,20191008-1207-FRANKFURT_2-01-91,Barani A,-102.309,25.945,201.649,126.14,300.898,226.062
997.014,1.244,8.79,8.7,-5.05,-2.556,-6.64,-28.89,194.31,122.19,20191008-1207-FRANKFURT_2-01-91,Barani A,-102.309,25.945,201.649,126.14,300.898,226.062
1157.592,0.002,126.03,66.86,76.215,7.97,87.333,2.96,-19.22,-1.79,20191003-1152-FRANKFURT_1-01-28,Cody C,-41.946,378.669,-7.891,55.654,450.85,35.057
1158.012,0.422,36.21,21.47,-24.793,0.627,-22.544,-55.09,609.67,13.08,20191003-1152-FRANKFURT_1-01-28,Cody C,-41.946,378.669,-7.891,55.654,450.85,35.057
1158.432,0.842,7.98,8.06,-3.677,-1.342,-7.036,-33.56,271.31,-1.3,20191003-1152-FRANKFURT_1-01-28,Cody C,-41.946,378.669,-7.891,55.654,450.85,35.057
1158.854,1.264,10.39,7.11,-4.086,-1.79,-8.366,-19.85,136.43,3.55,20191003-1152-FRANKFURT_1-01-28,Cody C,-41.946,378.669,-7.891,55.654,450.85,35.057
1367.302,0.002,129.76,74.67,88.304,-0.285,71.437,-13.23,-43.42,-10.38,0609-1-01-167,Von Bauch in Stand,7.437,37.292,8.631,24.997,66.109,33.847
1367.75,0.45,2.69,3.36,-0.403,-0.379,-1.03,-19.5,10.44,2.74,0609-1-01-167,Von Bauch in Stand,7.437,37.292,8.631,24.997,66.109,33.847
1368.198,0.898,1.8,0.94,0.222,0.082,-0.905,18.29,24.2,20.64,0609-1-01-167,Von Bauch in Stand,7.437,37.292,8.631,24.997,66.109,33.847
1368.644,1.344,2.51,1.12,-0.893,-0.382,-0.592,11.77,19.96,-18.02,0609-1-01-167,Von Bauch in Stand,7.437,37.292,8.631,24.997,66.109,33.847
8544.406,0.002,86.48,60.49,16.674,1.228,81.317,24.32,89.79,22.09,0609-1-01-900,Bauchsprung,-5.656,-37.102,-8.543,26.796,125.806,29.983
8544.856,0.452,1.89,1.95,-1.213,-0.521,0.026,-19.46,-85.46,-6.31,0609-1-01-900,Bauchsprung,-5.656,-37.102,-8.543,26.796,125.806,29.983
8545.306,0.902,2.29,1.58,-1.076,0.248,-0.062,7.32,-98.24,-28.36,0609-1-01-900,Bauchsprung,-5.656,-37.102,-8.543,26.796,125.806,29.983
8545.754,1.35,2.79,2.14,-0.908,-0.505,-2.157,27.21,-19.96,-7.93,0609-1-01-900,Bauchsprung,-5.656,-37.102,-8.543,26.796,125.806,29.983
138.356,0.002,111.54,65.63,34.617,4.43,96.114,19.16,109.14,-41.43,0827-BK2-02-22,Salto C,4.079,341.868,-51.268,30.802,361.52,60.863
138.83,0.476,17.31,9.85,-6.514,-0.743,-14.141,-16.28,323.84,-88.6,0827-BK2-02-22,Salto C,4.079,341.868,-51.268,30.802,361.52,60.863
139.304,0.95,2.69,7.39,-1.081,0.261,-0.963,13.34,176.66,-14.17,0827-BK2-02-22,Salto C,4.079,341.868,-51.268,30.802,361.52,60.863
139.778,1.424,4.57,2.89,-0.66,0.738,-3.101,11.85,96.2,-43.47,0827-BK2-02-22,Salto C,4.079,341.868,-51.268,30.802,361.52,60.863
1683.67,0.002,169.51,68.33,28.048,14.515,94.497,20.45,5.83,-163.36,20191007-1524-FRANKFURT_1-01-114,Doppelsalto B,30.341,330.816,-30.893,49.169,344.957,59.562
1684.074,0.406,7.57,11.28,-4.283,0.011,-8.435,-24.64,126.74,-23.99,20191007-1524-FRANKFURT_1-01-114,Doppelsalto B,30.341,330.816,-30.893,49.169,344.957,59.562
1684.48,0.812,10.6,21.49,-3.784,-2.282,-3.447,43.23,244.28,-21.58,20191007-1524-FRANKFURT_1-01-114,Doppelsalto B,30.341,330.816,-30.893,49.169,344.957,59.562
1684.886,1.218,4.66,5.25,-2.981,-0.79,-3.848,-1.3,117.77,-9.03,20191007-1524-FRANKFURT_1-01-114,Doppelsalto B,30.341,330.816,-30.893,49.169,344.957,59.562
440.042,0.002,117.0,73.46,42.843,-10.373,99.96,-21.38,80.51,-4.17,0827-BK1-01-81,Salto B,24.599,349.777,41.215,46.726,392.25,59.313
440.542,0.502,6.15,3.85,5.369,0.514,-4.143,-36.6,174.85,3.08,0827-BK1-01-81,Salto B,24.599,349.777,41.215,46.726,392.25,59.313
441.042,1.002,2.82,7.14,-1.843,-0.161,-1.584,-1.14,166.75,39.1,0827-BK1-01-81,Salto B,24.599,349.777,41.215,46.726,392.25,59.313
441.544,1.504,4.04,3.23,-2.121,0.269,-2.821,32.46,91.47,12.89,0827-BK1-01-81,Salto B,24.599,349.777,41.215,46.726,392.25,59.313
6260.098,0.002,117.58,67.14,37.247,1.419,96.501,31.68,123.84,20.75,0609-1-01-594,Salto C,13.268,365.329,-21.575,29.086,383.653,43.817
6260.574,0.478,13.98,10.16,-0.592,-1.127,-12.195,-24.52,436.89,-23.47,0609-1-01-594,Salto C,13.268,365.329,-21.575,29.086,383.653,43.817
6261.052,0.956,2.28,4.01,-1.13,-0.335,-0.936,8.78,188.88,-25.38,0609-1-01-594,Salto C,13.268,365.329,-21.575,29.086,383.653,43.817
6261.53,1.434,6.35,3.28,-0.272,-0.463,-4.881,2.27,77.0,-4.65,0609-1-01-594,Salto C,13.268,365.329,-21.575,29.086,383.653,43.817
390.482,0.002,114.51,71.57,36.149,-1.333,102.541,21.39,125.74,3.75,0827-BK2-01-57,Salto B,-0.769,342.338,-15.517,19.795,431.158,35.704
390.994,0.514,13.51,9.01,6.815,0.818,-8.021,-10.64,75.02,3.07,0827-BK2-01-57,Salto B,-0.769,342.338,-15.517,19.795,431.158,35.704
391.506,1.026,4.09,12.51,-4.003,-0.536,1.924,-9.1,173.01,-8.01,0827-BK2-01-57,Salto B,-0.769,342.338,-15.517,19.795,431.158,35.704
392.02,1.54,3.51,3.22,-1.63,0.634,-2.46,-8.6,80.58,5.07,0827-BK2-01-57,Salto B,-0.769,342.338,-15.517,19.795,431.158,35.704
6783.5,0.002,84.65,59.39,20.574,-3.665,77.117,5.43,99.46,26.89,0609-1-01-631,Bauchsprung,-10.027,-35.318,-16.898,23.098,125.716,40.113
6783.94,0.442,0.62,1.32,-0.179,0.139,0.485,-8.66,-57.1,1.24,0609-1-01-631,Bauchsprung,-10.027,-35.318,-16.898,23.098,125.716,40.113
6784.382,0.884,1.21,1.12,-0.819,0.254,-0.3,12.97,-81.32,3.73,0609-1-01-631,Bauchsprung,-10.027,-35.318,-16.898,23.098,125.716,40.113
6784.824,1.326,4.86,2.28,-0.428,-2.184,-0.251,0.67,-48.62,-1.71,0609-1-01-631,Bauchsprung,-10.027,-35.318,-16.898,23.098,125.716,40.113
6603.202,0.002,115.56,62.85,38.783,9.027,93.886,66.9,163.87,-45.28,0609-1-01-618,Doppelsalto B,-15.879,708.939,-36.821,72.793,726.787,74.814
6603.656,0.456,17.17,19.62,-15.184,-2.106,-4.186,-54.35,266.54,-27.19,0609-1-01-618,Doppelsalto B,-15.879,708.939,-36.821,72.793,726.787,74.814
6604.11,0.91,53.03,40.42,-37.249,-1.371,-28.103,17.91,831.88,5.0,0609-1-01-618,Doppelsalto B,-15.879,708.939,-36.821,72.793,726.787,74.814
6604.566,1.366,14.8,10.27,-3.643,-1.564,-12.144,29.38,177.47,-43.22,0609-1-01-618,Doppelsalto B,-15.879,708.939,-36.821,72.793,726.787,74.814
621.126,0.002,111.31,71.07,34.566,-4.199,99.687,6.38,113.08,20.83,0827-BK2-01-98,Salto A,3.547,338.743,-17.421,25.742,338.826,30.517
621.63,0.506,8.82,7.05,-4.302,0.357,-6.57,10.03,181.94,-41.59,0827-BK2-01-98,Salto A,3.547,338.743,-17.421,25.742,338.826,30.517
622.134,1.01,6.03,5.92,-3.115,1.061,-4.575,-10.43,215.26,3.13,0827-BK2-01-98,Salto A,3.547,338.743,-17.421,25.742,338.826,30.517
622.64,1.516,5.66,5.04,-2.724,0.623,-4.262,-15.37,144.88,-12.25,0827-BK2-01-98,Salto A,3.547,338.743,-17.421,25.742,338.826,30.517
752.64,0.002,110.54,64.88,18.035,23.675,95.958,21.02,121.21,-88.84,20191008-1207-FRANKFURT_2-01-60,Salto A,19.21,339.345,-75.377,36.234,349.09,89.85
753.066,0.428,8.6,9.01,-0.346,-2.062,-9.088,-12.2,64.82,-6.95,20191008-1207-FRANKFURT_2-01-60,Salto A,19.21,339.345,-75.377,36.234,349.09,89.85
753.492,0.854,5.15,5.98,-3.505,0.074,-3.638,26.61,209.53,-44.79,20191008-1207-FRANKFURT_2-01-60,Salto A,19.21,339.345,-75.377,36.234,349.09,89.85
753.916,1.278,7.59,7.09,-5.153,-0.47,-5.298,-12.9,169.49,-11.89,20191008-1207-FRANKFURT_2-01-60,Salto A,19.21,339.345,-75.377,36.234,349.09,89.85
172.942,0.002,112.26,64.57,35.841,-2.62,97.453,84.15,88.94,2.08,0115-JANEIKE-01-21,Salto B,19.451,345.637,-33.141,47.954,393.743,64.208
173.41,0.47,5.74,12.07,-3.714,-2.145,-2.642,-4.49,-7.77,-18.17,0115-JANEIKE-01-21,Salto B,19.451,345.637,-33.141,47.954,393.743,64.208
173.878,0.938,12.27,19.64,-10.807,0.009,-4.843,44.38,403.48,-46.23,0115-JANEIKE-01-21,Salto B,19.451,345.637,-33.141,47.954,393.743,64.208
174.344,1.404,4.28,4.09,-1.404,-0.291,-3.135,-7.42,130.77,0.99,0115-JANEIKE-01-21,Salto B,19.451,345.637,-33.141,47.954,393.743,64.208
1808.164,0.002,93.52,54.89,15.755,-2.646,82.889,60.58,241.73,-39.67,20191007-1150-FRANKFURT_2-01-110,Salto A,19.35,353.164,-11.94,25.739,353.918,33.695
1808.57,0.408,7.7,6.16,3.44,-0.847,-7.446,4.77,158.7,0.04,20191007-1150-FRANKFURT_2-01-110,Salto A,19.35,353.164,-11.94,25.739,353.918,33.695
1808.976,0.814,8.74,8.42,-1.93,-0.67,-8.207,3.02,215.53,3.74,20191007-1150-FRANKFURT_2-01-110,Salto A,19.35,353.164,-11.94,25.739,353.918,33.695
1809.384,1.222,12.77,10.24,-8.209,-0.969,-7.739,3.33,179.59,6.99,20191007-1150-FRANKFURT_2-01-110,Salto A,19.35,353.164,-11.94,25.739,353.918,33.695
2096.962,0.002,128.63,60.85,-2.95,12.359,107.615,33.48,239.39,-33.55,20191008-1207-FRANKFURT_2-01-187,Salto A,54.503,352.09,-26.502,56.991,355.891,55.553
2097.394,0.434,7.45,9.18,-0.949,-0.877,-8.207,6.58,85.78,-9.47,20191008-1207-FRANKFURT_2-01-187,Salto A,54.503,352.09,-26.502,56.991,355.891,55.553
2097.828,0.868,6.73,7.03,-4.535,-0.552,-4.761,4.77,234.95,-20.35,20191008-1207-FRANKFURT_2-01-187,Salto A,54.503,352.09,-26.502,56.991,355.891,55.553
2098.262,1.302,8.01,7.72,-5.163,-0.515,-6.014,28.82,206.48,-31.15,20191008-1207-FRANKFURT_2-01-187,Salto A,54.503,352.09,-26.502,56.991,355.891,55.553
8046.506,0.002,84.49,58.1,25.093,-3.774,75.93,7.96,89.27,1.89,0609-1-01-812,Bauchsprung,-3.442,-33.327,-4.482,19.885,114.184,32.6
8046.944,0.44,1.23,1.45,-1.049,-0.038,0.323,-10.86,-69.25,-38.53,0609-1-01-812,Bauchsprung,-3.442,-33.327,-4.482,19.885,114.184,32.6
8047.382,0.878,2.1,1.22,-0.156,-0.527,-1.303,3.1,-85.24,9.6,0609-1-01-812,Bauchsprung,-3.442,-33.327,-4.482,19.885,114.184,32.6
8047.82,1.316,1.86,1.53,0.15,0.156,-1.028,1.15,-35.98,18.9,0609-1-01-812,Bauchsprung,-3.442,-33.327,-4.482,19.885,114.184,32.6
705.758,0.002,112.15,65.36,24.251,4.571,94.346,29.13,92.06,9.28,0827-BK2-02-147,Salto A,17.214,328.435,-39.139,23.453,328.435,44.154
706.204,0.448,7.53,5.39,0.588,-0.912,-5.758,-14.47,127.56,-31.76,0827-BK2-02-147,Salto A,17.214,328.435,-39.139,23.453,328.435,44.154
706.65,0.894,7.67,6.47,-2.724,-0.177,-6.144,19.24,216.26,-5.32,0827-BK2-02-147,Salto A,17.214,328.435,-39.139,23.453,328.435,44.154
707.094,1.338,7.42,6.12,-3.05,0.586,-5.909,12.9,155.97,-48.06,0827-BK2-02-147,Salto A,17.214,328.435,-39.139,23.453,328.435,44.154
7596.044,0.002,88.25,56.9,21.471,2.297,79.444,2.73,31.28,7.24,0609-1-01-749,Bauchsprung,0.689,-39.298,-2.323,20.367,117.414,26.832
7596.49,0.448,0.99,1.57,0.173,-0.354,-0.045,5.63,-46.13,-15.71,0609-1-01-749,Bauchsprung,0.689,-39.298,-2.323,20.367,117.414,26.832
7596.936,0.894,1.83,0.59,-0.793,-0.65,0.133,11.06,-65.39,-2.56,0609-1-01-749,Bauchsprung,0.689,-39.298,-2.323,20.367,117.414,26.832
7597.384,1.342,4.41,3.0,1.07,-2.051,0.001,27.28,-34.98,5.81,0609-1-01-749,Bauchsprung,0.689,-39.298,-2.323,20.367,117.414,26.832
2633.812,0.002,118.42,70.64,21.688,5.167,105.298,14.14,-83.81,-38.53,0115-CHARI-05-167,1 3/4 Salto vw C,10.192,-662.33,25.585,26.978,673.328,49.201
2634.308,0.498,48.06,42.63,-44.767,0.023,-15.584,21.53,-639.97,-18.28,0115-CHARI-05-167,1 3/4 Salto vw C,10.192,-662.33,25.585,26.978,673.328,49.201
2634.804,0.994,9.63,14.44,3.605,-0.527,-9.143,-6.42,-13.17,-29.54,0115-CHARI-05-167,1 3/4 Salto vw C,10.192,-662.33,25.585,26.978,673.328,49.201
2635.302,1.492,8.09,6.36,-5.983,0.287,-4.918,-8.7,-340.86,-2.98,0115-CHARI-05-167,1 3/4 Salto vw C,10.192,-662.33,25.585,26.978,673.328,49.201
6977.526,0.002,107.09,70.14,76.218,5.117,61.027,-0.34,-8.05,-20.1,0609-1-01-679,Von Bauch in Stand,14.792,32.995,8.413,35.39,72.783,66.86
6977.944,0.42,0.96,2.39,-0.418,0.294,0.081,23.05,-19.21,90.47,0609-1-01-679,Von Bauch in Stand,14.792,32.995,8.413,35.39,72.783,66.86
6978.362,0.838,1.27,2.91,1.234,0.266,-0.326,-17.68,3.39,7.42,0609-1-01-679,Von Bauch in Stand,14.792,32.995,8.413,35.39,72.783,66.86
6978.782,1.258,2.81,2.92,1.242,1.678,-0.463,15.56,59.7,31.16,0609-1-01-679,Von Bauch in Stand,14.792,32.995,8.413,35.39,72.783,66.86
4202.706,0.002,132.43,69.03,18.598,5.298,102.94,-16.09,13.44,-2.41,20191007-1159-FRANKFURT_1-01-400,3/4 Salto vw A,10.688,-277.224,12.301,17.632,304.22,30.934
