SprungID,Sprungtyp,avg_Acc_N_Fil,avg_Gyro_x_R,avg_Gyro_y_R,avg_Gyro_z_R,avg_Gyro_x_Fil,avg_Gyro_y_Fil,avg_Gyro_z_Fil,avg_DJump_SIG_I_x LapEnd,avg_DJump_SIG_I_y LapEnd,avg_DJump_SIG_I_z LapEnd,avg_DJump_I_ABS_x LapEnd,avg_DJump_I_ABS_y LapEnd,avg_DJump_I_ABS_z LapEnd,avg_DJump_ABS_I_x LapEnd,avg_DJump_ABS_I_y LapEnd,avg_DJump_ABS_I_z LapEnd,avg_DJump_SIG_I_S1_x LapEnd,avg_DJump_SIG_I_S1_y LapEnd,avg_DJump_SIG_I_S1_z LapEnd,avg_DJump_SIG_I_S2_x LapEnd,avg_DJump_SIG_I_S2_y LapEnd,avg_DJump_SIG_I_S2_z LapEnd,avg_DJump_SIG_I_S3_x LapEnd,avg_DJump_SIG_I_S3_y LapEnd,avg_DJump_SIG_I_S3_z LapEnd,avg_DJump_SIG_I_S4_x LapEnd,avg_DJump_SIG_I_S4_y LapEnd,avg_DJump_SIG_I_S4_z LapEnd,avg_DJump_I_ABS_S1_x LapEnd,avg_DJump_I_ABS_S1_y LapEnd,avg_DJump_I_ABS_S1_z LapEnd,avg_DJump_I_ABS_S2_x LapEnd,avg_DJump_I_ABS_S2_y LapEnd,avg_DJump_I_ABS_S2_z LapEnd,avg_DJump_I_ABS_S3_x LapEnd,avg_DJump_I_ABS_S3_y LapEnd,avg_DJump_I_ABS_S3_z LapEnd,avg_DJump_I_ABS_S4_x LapEnd,avg_DJump_I_ABS_S4_y LapEnd,avg_DJump_I_ABS_S4_z LapEnd,avg_DJump_ABS_I_S1_x LapEnd,avg_DJump_ABS_I_S1_y LapEnd,avg_DJump_ABS_I_S1_z LapEnd,avg_DJump_ABS_I_S2_x LapEnd,avg_DJump_ABS_I_S2_y LapEnd,avg_DJump_ABS_I_S2_z LapEnd,avg_DJump_ABS_I_S3_x LapEnd,avg_DJump_ABS_I_S3_y LapEnd,avg_DJump_ABS_I_S3_z LapEnd,avg_DJump_ABS_I_S4_x LapEnd,avg_DJump_ABS_I_S4_y LapEnd,avg_DJump_ABS_I_S4_z LapEnd
20191008-1207-FRANKFURT_2-01-342,Schraubensalto A,13.972,63.005,112.083,193.468,62.995,111.223,194.036,102.436,182.566,315.836,102.436,182.566,315.836,151.807,285.804,346.595,41.257,81.578,33.544,62.325,-26.848,124.389,-24.532,15.696,148.976,23.386,112.14,8.927,41.257,81.578,33.544,62.325,-26.848,124.389,-24.532,15.696,148.976,23.386,112.14,8.927,41.35,81.578,41.595,62.498,42.418,124.389,24.574,49.668,148.976,23.386,112.14,31.635
20191008-1207-FRANKFURT_2-01-343,Salto C,18.814,38.64,204.322,-36.752,38.413,204.108,-36.916,67.158,355.44,-63.662,67.158,355.44,63.662,86.543,372.743,81.815,-2.695,32.493,-6.868,43.152,197.226,-25.483,7.287,44.553,-11.645,19.413,81.169,-19.667,2.695,32.493,6.868,37.763,197.226,25.483,7.287,44.553,11.645,19.413,81.169,19.667,15.441,49.795,21.742,44.402,197.226,27.606,7.287,44.553,11.645,19.413,81.169,20.823
20191008-1207-FRANKFURT_2-01-344,1 3/4 Salto vw B,25.333,-55.835,-349.355,77.38,-55.296,-349.134,76.719,-98.36,-615.647,136.286,98.36,615.647,136.286,121.407,669.881,178.542,-39.255,-202.359,53.766,-9.509,-172.599,14.253,-10.315,-74.863,38.434,-39.282,-165.826,29.833,39.255,202.359,53.766,9.509,172.599,14.253,10.315,74.863,38.434,39.282,165.826,29.833,41.268,203.556,57.496,14.884,175.253,29.963,22.124,98.556,38.434,43.131,192.516,52.65
20191008-1207-FRANKFURT_2-01-345,Baby- Fliffis C,26.032,-24.083,-3.633,138.909,-24.619,-1.975,140.474,-38.332,-6.491,221.612,38.332,6.491,221.612,127.575,391.403,298.328,-8.788,-89.569,32.299,-44.071,-95.302,102.763,-18.434,76.591,105.183,32.961,101.79,-18.633,8.788,89.569,32.299,44.071,95.302,102.763,18.434,-76.591,105.183,-32.961,-101.79,-18.633,20.433,106.656,59.543,44.071,98.561,102.763,29.802,76.591,105.183,33.269,109.595,30.839
20191008-1207-FRANKFURT_2-01-359,Fliffis- Rudi C,39.967,-2.15,-154.709,366.427,-1.768,-153.82,365.669,-3.685,-261.432,619.705,3.685,261.432,619.705,249.429,608.058,698.298,-41.348,-238.399,62.416,-54.363,-144.797,191.815,38.725,-11.722,348.951,53.3,133.486,16.523,41.348,238.399,62.416,54.363,144.797,191.815,-38.725,11.722,348.951,-53.3,-133.486,16.523,42.602,238.399,76.259,68.511,163.605,191.815,84.279,71.524,348.951,54.037,134.531,81.274
20191008-1207-FRANKFURT_2-01-360,Salto B,19.152,47.432,189.431,-31.168,47.475,188.148,-29.909,80.828,323.129,-53.866,80.828,323.129,53.866,107.322,393.534,79.81,-6.475,9.005,-4.044,38.649,190.499,-18.719,16.013,70.161,-8.87,32.641,53.464,-22.233,6.475,9.005,4.044,25.7,190.499,18.719,16.013,70.161,8.87,32.641,53.464,22.233,16.309,64.904,24.245,42.283,191.63,21.478,16.013,70.161,9.427,32.716,66.84,24.659
20191008-1207-FRANKFURT_2-01-361,Fliffis B,33.33,-77.908,-201.51,182.464,-77.869,-200.685,180.09,-121.287,-313.435,283.921,121.287,313.435,283.921,175.125,653.813,329.605,-60.148,-228.659,67.845,-60.068,-235.705,75.072,-20.408,20.115,125.994,19.337,130.813,15.01,60.148,228.659,67.845,60.068,235.705,75.072,20.408,-20.115,125.994,-19.337,-130.813,15.01,61.729,228.659,74.875,60.068,235.705,75.072,32.223,58.277,125.994,21.104,131.172,53.665
20191008-1207-FRANKFURT_2-01-362,Doppelsalto C,32.009,83.145,422.147,-67.243,83.016,421.059,-65.835,132.554,673.288,-106.809,132.554,673.288,106.809,150.08,677.949,135.239,0.531,68.903,-12.728,46.703,260.047,-24.253,68.803,244.463,-45.523,16.518,99.875,-24.306,0.531,68.903,12.728,46.703,260.047,24.253,68.803,244.463,45.523,16.518,99.875,24.306,11.369,73.565,29.533,46.703,260.047,26.21,68.803,244.463,45.523,23.206,99.875,33.973
20191008-1207-FRANKFURT_2-01-363,Fliffis C,39.561,-41.946,-215.074,176.485,-41.887,-213.985,175.182,-67.666,-344.012,282.848,67.666,344.012,282.848,152.813,631.14,355.309,-4.04,-172.893,34.725,-24.712,-254.856,78.77,-62.296,-44.154,139.208,23.382,127.89,30.145,4.04,172.893,34.725,24.712,254.856,78.77,62.296,44.154,139.208,-23.382,-127.89,30.145,28.508,184.009,76.545,34.1,254.856,78.77,62.296,63.549,139.208,27.91,128.726,60.786
20191008-1207-FRANKFURT_2-01-364,Salto A,16.535,30.415,212.655,-56.415,30.262,213.684,-54.275,49.387,342.961,-89.975,49.387,342.961,89.975,51.365,346.532,100.506,10.544,79.001,-24.357,9.307,82.41,-21.542,7.301,73.089,-12.699,22.234,108.461,-31.377,10.544,79.001,24.357,9.307,82.41,21.542,7.301,73.089,12.699,22.234,108.461,31.377,12.513,79.809,33.745,9.307,82.41,21.542,7.301,73.089,12.699,22.243,111.224,32.52
20191008-1207-FRANKFURT_2-01-365,Schraubensalto A,16.21,75.132,100.134,188.909,74.971,99.687,187.641,123.938,164.624,313.166,123.938,164.624,313.166,151.398,307.029,340.871,45.156,84.702,47.541,63.112,-57.368,118.009,-13.27,24.12,133.961,28.939,113.17,13.655,45.156,84.702,47.541,63.112,-57.368,118.009,-13.27,24.12,133.961,28.939,113.17,13.655,45.555,84.702,52.23,63.112,58.755,118.009,13.783,49.574,133.961,28.948,113.998,36.67
20191008-1207-FRANKFURT_2-01-366,Salto C,15.04,19.679,202.967,-39.366,20.429,201.628,-38.67,32.908,341.064,-66.097,32.908,341.064,66.097,61.685,351.994,80.445,-11.639,27.278,-18.727,20.564,191.408,-13.54,4.668,52.11,-12.174,19.315,70.267,-21.656,11.639,27.278,18.727,-2.714,191.408,13.54,4.668,52.11,12.174,19.315,70.267,21.656,13.903,38.209,26.681,22.987,191.408,18.834,5.481,52.11,12.615,19.315,70.267,22.315
20191008-1207-FRANKFURT_2-01-367,1 3/4 Salto vw B,28.935,-60.21,-328.047,90.667,-60.0,-327.73,89.662,-108.526,-590.899,163.434,108.526,590.899,163.434,155.27,645.474,201.655,-42.6,-198.767,68.899,-25.877,-153.085,23.4,-17.399,-95.386,26.836,-22.65,-143.662,44.299,42.6,198.767,68.899,25.877,153.085,23.4,17.399,95.386,26.836,22.65,143.662,44.299,63.181,205.244,79.758,32.453,159.653,24.464,31.351,115.094,30.568,28.285,165.483,66.866
20191008-1207-FRANKFURT_2-01-368,Baby- Fliffis C,21.575,-16.839,-63.025,171.077,-17.439,-63.192,172.065,-26.502,-97.667,263.885,26.502,97.667,263.885,108.109,380.464,320.551,10.624,-96.908,28.777,-31.938,-129.063,118.183,-28.016,27.243,96.642,22.828,101.062,20.283,10.624,96.908,28.777,10.69,129.063,118.183,28.016,-27.243,96.642,-22.828,-101.062,20.283,18.453,113.804,47.825,36.588,136.517,118.183,28.147,29.081,96.642,24.921,101.062,57.901
0110-JANEIKE-01-9,Strecksprung,11.054,-4.572,-9.133,-12.148,-4.578,-9.171,-12.135,-9.68,-19.849,-25.802,9.68,19.849,25.802,16.637,95.441,38.821,-5.849,23.428,-6.658,-0.761,-19.981,-3.102,-1.673,-20.982,-10.269,-1.397,-2.315,-5.773,5.849,23.428,6.658,0.761,-19.981,3.102,1.673,14.087,10.269,1.397,2.315,5.773,9.766,25.115,14.739,1.876,21.248,4.509,1.901,20.982,10.336,3.093,28.096,9.237
0110-JANEIKE-01-12,Halb ein Triffis C,45.433,-187.062,-261.439,-121.684,-186.737,-262.329,-121.949,-380.365,-532.205,-248.106,380.365,532.205,248.106,474.325,874.133,426.874,-145.054,8.885,-101.306,-217.983,-373.156,75.038,-11.564,-269.886,-130.416,-5.764,101.953,-91.422,145.054,8.885,101.306,217.983,355.387,-75.038,11.564,269.886,130.416,5.764,-101.953,91.422,145.075,125.98,110.345,217.983,373.156,75.038,84.917,271.719,134.58,26.35,103.279,106.911
0110-JANEIKE-01-22,Strecksprung,15.007,15.641,167.094,-30.946,15.412,167.416,-31.074,32.52,346.22,-63.985,32.52,346.22,63.985,43.33,368.571,70.512,5.472,53.22,-20.838,20.948,178.862,-10.381,6.405,52.259,-18.172,-0.305,61.879,-14.595,5.472,53.22,20.838,20.948,178.862,10.381,6.405,52.259,18.172,-0.305,61.879,14.595,7.803,75.571,23.352,21.699,178.862,12.448,7.267,52.259,18.172,6.562,61.879,16.539
0110-JANEIKE-01-23,Halb ein Triffis C,43.848,-171.546,-223.325,-118.057,-171.231,-224.339,-117.525,-344.471,-448.604,-237.01,344.471,448.604,237.01,489.326,823.319,403.964,-155.906,17.07,-87.971,-221.572,-371.641,73.727,12.071,-205.7,-131.014,20.936,111.668,-91.752,155.906,17.07,87.971,221.572,337.501,-73.727,-12.071,205.7,131.014,-20.936,-111.668,91.752,155.906,133.486,107.373,221.572,371.641,73.727,85.047,206.524,131.111,26.8,111.668,91.752
0110-JANEIKE-01-27,Strecksprung,9.762,1.066,-9.549,-15.087,0.963,-9.429,-15.227,1.841,-16.512,-24.704,1.841,16.512,24.704,16.126,92.172,37.821,-0.533,11.528,-6.987,-1.977,-15.319,-9.542,1.951,-19.315,-10.232,2.4,6.593,2.058,0.533,11.528,6.987,1.977,-7.738,9.542,-1.951,19.315,10.232,1.281,-6.593,-2.058,5.089,22.646,11.244,2.489,15.319,9.542,2.215,19.315,10.232,6.334,34.892,6.803
0110-JANEIKE-01-34,Strecksprung,9.697,-3.964,-9.208,-12.439,-3.896,-9.228,-12.4,-8.337,-19.865,-26.096,8.337,19.865,26.096,14.378,102.055,37.697,-5.84,30.718,-9.022,-0.811,-23.368,-4.136,-1.926,-18.1,-10.008,0.24,-9.115,-2.93,5.84,30.718,9.022,0.811,-23.368,4.136,1.926,3.399,10.008,-0.24,9.115,2.93,6.513,32.577,12.185,2.778,23.476,6.215,2.089,18.1,10.008,2.999,27.902,9.289
0110-JANEIKE-01-53,Halb ein Triffis C,44.772,-178.284,-239.627,-115.877,-178.215,-239.999,-115.694,-366.932,-493.329,-238.597,366.932,493.329,238.597,486.31,845.968,429.478,-155.855,6.174,-91.278,-230.642,-376.802,77.18,11.149,-227.64,-137.989,8.416,104.939,-86.509,155.855,6.174,91.278,230.642,364.454,-77.18,-11.149,227.64,137.989,-8.416,-104.939,86.509,155.99,135.94,118.927,230.642,376.802,77.18,83.254,228.288,138.058,16.423,104.939,95.313
0110-JANEIKE-01-68,Halb ein Triffis C,45.384,-182.49,-260.475,-142.195,-182.476,-261.584,-141.826,-363.988,-519.479,-283.58,363.988,519.479,283.58,461.482,852.614,402.619,-143.082,2.166,-105.299,-226.592,-362.663,51.003,-9.438,-257.332,-126.85,15.126,98.35,-102.434,143.082,2.166,105.299,226.592,358.33,-51.003,9.438,257.332,126.85,-15.126,-98.35,102.434,143.335,133.492,120.865,226.592,362.663,51.003,70.875,257.81,126.884,20.679,98.649,103.867
0110-JANEIKE-01-82,Halb ein Triffis C,45.194,-160.795,-229.53,-122.157,-160.918,-230.099,-122.457,-331.266,-473.157,-251.661,331.266,473.157,251.661,455.076,850.873,395.4,-155.438,18.798,-79.468,-205.532,-397.52,57.516,18.678,-209.986,-154.501,11.026,115.551,-75.208,155.438,18.798,79.468,205.532,359.923,-57.516,-18.678,209.986,154.501,-11.026,-115.551,75.208,155.438,122.695,99.363,205.532,397.52,61.44,75.54,215.107,154.501,18.566,115.551,80.095
0110-JANEIKE-01-89,Strecksprung,11.361,-4.466,-8.309,-14.503,-4.292,-8.34,-14.547,-9.502,-17.949,-30.593,9.502,17.949,30.593,20.641,116.404,47.086,-4.239,34.924,-9.048,-0.924,-18.468,-7.485,-2.74,-26.436,-5.171,-1.598,-7.968,-8.888,4.239,34.924,9.048,0.924,-18.468,7.485,2.74,-6.475,5.171,1.598,7.968,8.888,9.949,35.891,18.156,2.079,18.55,7.655,3.753,26.436,5.894,4.86,35.527,15.381
0110-JANEIKE-01-96,Strecksprung,11.595,-2.35,-0.521,-14.688,-2.284,-0.156,-14.699,-5.067,-1.656,-31.167,5.067,1.656,31.167,24.703,102.065,44.269,-3.952,25.622,-9.109,-1.618,-26.003,-14.311,1.149,-13.322,-6.153,-0.646,12.048,-1.594,3.952,25.622,9.109,1.618,-25.24,14.311,-1.149,13.322,6.153,0.646,-12.048,1.594,7.944,27.956,12.996,5.297,26.866,14.311,3.171,13.322,6.758,8.291,33.922,10.204
0110-JANEIKE-01-104,Halb ein Triffis C,46.635,-185.876,-250.804,-110.194,-185.557,-251.273,-109.986,-377.407,-509.198,-223.72,377.407,509.198,223.72,470.775,853.295,418.926,-152.28,15.437,-78.674,-228.844,-365.722,80.26,-18.011,-256.017,-139.702,21.728,97.104,-85.603,152.28,15.437,78.674,228.844,334.848,-77.089,18.011,256.017,136.532,-21.728,-97.104,85.603,152.28,133.125,108.075,228.844,365.722,80.26,65.93,257.344,140.76,23.721,97.104,89.831
0110-JANEIKE-01-117,Schraubensalto,16.562,-16.936,58.094,-248.575,-16.868,57.575,-248.571,-28.933,98.772,-423.695,28.933,98.772,423.695,138.509,269.627,428.38,-21.617,83.512,-75.477,-56.803,-55.076,-163.143,50.047,-11.739,-149.566,-0.56,82.073,-35.509,21.617,83.512,75.477,56.803,-55.076,163.143,-50.047,-11.739,149.566,0.56,82.073,35.509,23.859,83.512,75.477,58.1,66.416,163.143,50.047,37.625,149.566,6.504,82.073,40.194
0110-JANEIKE-01-125,Strecksprung,10.628,-1.597,-32.493,-17.91,-1.542,-32.64,-17.878,-3.005,-61.541,-33.968,3.005,61.541,33.968,17.996,103.697,37.61,-4.011,-1.333,-17.538,4.692,-34.514,-7.103,-0.375,-31.529,-4.246,-3.311,5.834,-5.081,4.011,1.333,17.538,-3.33,34.514,7.103,-0.375,31.529,4.246,2.699,-5.834,5.081,4.327,12.41,17.567,4.917,34.514,7.349,3.557,31.529,4.404,5.196,25.245,8.29
0110-JANEIKE-01-127,Schraubensalto,15.216,-10.589,60.901,-240.579,-10.47,60.17,-240.46,-18.864,108.427,-428.664,18.864,108.427,428.664,149.705,274.862,428.744,-12.457,86.341,-65.725,-66.9,-37.429,-162.731,57.946,-24.182,-150.27,2.547,83.697,-49.938,12.457,86.341,65.725,66.9,-37.429,162.731,-57.946,-24.182,150.27,-2.547,83.697,49.938,16.366,86.341,65.804,68.076,61.668,162.731,57.946,43.157,150.27,7.316,83.697,49.938
0110-JANEIKE-01-128,Strecksprung,10.841,-1.302,-12.454,-10.589,-1.393,-11.836,-10.809,-2.358,-22.939,-19.486,2.358,22.939,19.486,14.872,50.276,23.913,-0.371,9.587,-5.67,-2.024,-8.606,-4.484,-0.774,-10.49,-0.959,0.812,-13.43,-8.373,0.371,9.587,5.67,2.024,-8.606,4.484,0.774,8.528,0.959,-0.812,13.43,8.373,6.44,15.541,7.814,2.025,8.606,4.484,3.66,10.49,2.737,2.747,15.639,8.878
0110-JANEIKE-01-137,Schraubensalto,16.413,-19.601,54.969,-237.474,-19.49,55.074,-237.433,-34.552,96.378,-417.449,34.552,96.378,417.449,161.892,262.807,417.95,-22.044,81.194,-73.91,-71.301,-55.968,-161.291,59.247,0.465,-148.199,-0.453,70.687,-34.049,22.044,81.194,73.91,71.301,-55.968,161.291,-59.247,0.465,148.199,0.453,70.687,34.049,22.435,81.194,73.91,74.176,66.828,161.291,59.247,43.995,148.199,6.034,70.79,34.55
0110-JANEIKE-01-149,Schraubensalto,13.718,-11.881,58.947,-243.994,-11.853,58.109,-243.741,-20.321,99.712,-415.218,20.321,99.712,415.218,140.816,264.211,415.305,-12.558,89.615,-63.752,-65.861,-34.454,-145.63,47.826,-27.248,-161.409,10.272,71.799,-44.427,12.558,89.615,63.752,65.861,-34.454,145.63,-47.826,-27.248,161.409,-10.272,71.799,44.427,14.173,89.615,63.752,65.861,54.034,145.63,50.255,48.763,161.409,10.526,71.799,44.514
0110-JANEIKE-01-159,Strecksprung,10.683,-1.643,-8.003,-14.255,-1.666,-8.115,-14.367,-3.218,-14.996,-26.534,3.218,14.996,26.534,26.144,61.138,52.147,-3.489,14.856,-21.213,1.255,-14.415,-13.372,-4.337,-14.037,-1.339,3.354,-1.4,9.39,3.489,14.856,21.213,-1.255,-14.415,13.372,4.337,13.156,1.339,-3.354,1.4,-9.39,8.673,19.441,23.41,4.648,14.415,13.372,4.495,14.037,4.599,8.329,13.244,10.765
0110-JANEIKE-01-166,Schraubensalto,13.405,-24.681,45.398,-239.948,-24.733,44.746,-239.643,-43.587,79.474,-423.396,43.587,79.474,423.396,153.888,267.563,424.676,-19.612,73.404,-74.815,-70.268,-62.966,-160.978,46.882,-16.133,-142.787,-0.588,85.169,-44.815,19.612,73.404,74.815,70.268,-62.966,160.978,-46.882,-4.743,142.787,0.588,73.779,44.815,27.155,73.404,74.815,71.35,72.555,160.978,46.882,36.436,142.787,8.501,85.169,46.096
0110-MORITZ-01-12,Triffis C,44.679,-18.518,-393.791,-82.082,-18.644,-393.511,-82.118,-37.861,-805.165,-167.633,37.861,805.165,167.633,88.817,1057.686,222.811,-3.873,-314.379,5.619,-9.052,-406.679,9.608,-34.131,-204.183,-106.863,9.194,120.076,-75.997,3.873,314.379,5.619,9.052,406.679,9.608,34.131,204.183,76.409,-9.194,-120.076,75.997,25.178,314.379,18.39,9.052,406.679,10.78,34.755,216.552,111.84,19.832,120.076,81.8
0110-MORITZ-01-13,1/2 ein 1/2 aus B,26.454,-130.429,-53.176,-153.057,-130.702,-54.221,-153.229,-254.006,-104.771,-297.545,254.006,104.771,297.545,386.862,559.35,327.267,-108.402,70.445,-100.175,-183.294,-296.76,-20.508,19.402,15.948,-150.174,18.288,105.597,-26.689,108.402,70.445,100.175,183.294,155.871,20.508,-19.402,-15.948,150.174,-18.288,-105.597,26.689,116.14,89.221,100.175,183.294,296.76,35.57,63.501,67.772,150.174,23.928,105.597,41.348
0110-MORITZ-01-14,Voll- ein- Rudi- aus B,38.963,-281.737,-61.712,-384.544,-281.561,-60.867,-384.519,-556.734,-122.326,-759.746,556.734,122.326,759.746,610.783,622.795,786.173,-21.143,-146.163,-105.541,-260.228,-116.76,-215.504,-258.479,-27.235,-386.396,-16.884,167.832,-52.305,21.143,146.163,105.541,260.228,116.76,215.504,258.479,27.235,386.396,16.884,-167.832,52.305,66.904,162.746,111.562,260.228,200.688,215.504,258.479,91.53,386.396,25.172,167.832,72.711
0110-MORITZ-01-15,1/2 ein 1/2 aus C,29.505,-144.843,-40.253,-123.319,-144.611,-40.831,-122.989,-279.911,-78.151,-238.26,279.911,78.151,238.26,384.826,525.559,363.755,-118.15,66.912,-86.393,-189.359,-273.919,38.153,25.754,20.834,-169.974,1.844,108.022,-20.047,118.15,66.912,86.393,189.359,140.095,-38.153,-25.754,-20.834,169.974,-1.844,-108.022,20.047,124.837,85.393,86.393,189.359,273.919,62.599,53.671,58.225,169.974,16.959,108.022,44.79
0110-MORITZ-01-16,Fliffis- Rudi B,35.271,-151.078,-130.507,-228.074,-151.259,-129.942,-228.652,-283.902,-246.103,-428.396,283.902,246.103,428.396,326.758,650.687,500.925,4.337,-247.103,22.233,-144.623,-104.994,-188.77,-138.74,-55.55,-242.534,-4.876,161.545,-19.326,4.337,247.103,22.233,135.95,104.994,144.303,138.74,55.55,242.534,4.876,-161.545,19.326,19.729,249.107,25.045,144.623,136.254,194.229,141.836,103.78,242.534,20.57,161.545,39.116
0110-MORITZ-01-17,Doppelsalto B,28.742,-30.489,366.999,7.609,-30.518,366.606,7.971,-58.046,698.439,14.466,58.046,698.439,14.466,78.516,721.816,56.112,1.807,44.335,-9.717,-35.627,297.323,7.195,-17.025,243.551,8.282,-7.201,113.23,8.707,1.807,44.335,9.717,32.013,297.323,-7.195,17.025,243.551,3.237,7.201,113.23,8.707,7.877,67.712,14.535,35.627,297.323,11.149,18.6,243.551,16.926,16.412,113.23,13.503
0110-MORITZ-01-18,Fliffis aus C,31.526,18.509,-146.78,-95.966,18.495,-145.945,-96.139,35.796,-283.391,-184.896,35.796,283.391,184.896,113.085,659.728,231.999,11.539,-215.93,0.767,-10.163,-246.538,-25.84,39.83,61.963,-147.336,-5.41,117.114,-12.486,11.539,215.93,0.767,-10.163,246.538,24.307,39.83,-61.963,147.336,-5.41,-117.114,12.486,20.37,223.945,20.824,12.363,246.538,33.571,64.452,72.131,147.336,15.9,117.114,30.267
0110-MORITZ-01-19,Voll- ein- voll- aus B,35.867,-229.702,23.346,-395.835,-229.741,22.31,-395.633,-416.7,42.102,-718.14,416.7,42.102,718.14,428.667,570.53,750.326,-125.938,69.721,-173.304,-207.678,-36.639,-310.254,-72.126,-122.256,-197.52,-10.958,131.276,-37.062,125.938,69.721,173.304,207.678,-36.639,310.254,72.126,56.093,197.52,10.958,-47.073,37.062,125.938,115.296,173.304,207.678,166.804,310.254,72.134,157.154,197.52,22.918,131.276,69.248
0110-MORITZ-01-20,Voll- ein- Rudi- aus B,35.739,-210.693,-91.872,-273.3,-210.734,-90.922,-273.001,-375.875,-164.755,-487.503,375.875,164.755,487.503,404.751,626.73,528.65,-34.604,-150.26,-99.669,-242.238,-87.802,-169.005,-83.987,-86.856,-194.581,-15.046,160.163,-24.25,34.604,150.26,99.669,242.238,87.802,169.005,83.987,86.856,194.581,15.046,-160.163,24.25,49.016,153.685,106.744,242.238,187.971,170.746,83.987,124.912,194.581,29.51,160.163,56.578
0110-MORITZ-01-21,Voll- ein- doppel- aus A,37.464,-235.132,151.036,-422.957,-234.685,150.654,-423.515,-385.354,247.876,-693.226,385.354,247.876,693.226,429.381,519.804,710.183,-118.868,102.261,-140.692,-108.988,57.442,-278.523,-126.518,-61.977,-249.239,-30.98,150.151,-24.772,118.868,102.261,140.692,108.988,57.442,278.523,126.518,-61.977,249.239,30.98,150.151,24.772,122.136,122.328,141.023,145.154,121.593,278.523,126.673,125.237,249.239,35.417,150.646,41.399
0110-MORITZ-01-30,Salto C,14.96,0.474,164.98,10.129,0.348,164.054,10.055,1.028,343.449,21.089,1.028,343.449,21.089,27.238,370.561,38.493,-6.5,67.119,0.468,-0.831,153.704,13.75,3.848,76.255,4.826,4.512,46.371,2.044,6.5,67.119,0.468,0.831,153.704,13.75,-3.848,76.255,4.826,-2.455,46.371,2.044,12.041,89.053,11.373,4.692,153.704,13.75,3.901,76.255,4.826,6.604,51.549,8.543
0110-MORITZ-01-31,Fliffis- Rudi B,34.876,-89.616,-124.479,-250.304,-89.668,-123.705,-250.225,-180.021,-250.518,-503.015,180.021,250.518,503.015,312.031,624.722,550.583,-2.335,-274.133,10.427,-139.84,-42.969,-233.783,-42.596,-62.818,-230.662,4.75,129.402,-48.996,2.335,274.133,10.427,139.84,42.969,212.929,42.596,62.818,230.662,-4.75,-129.402,48.996,24.807,274.165,31.519,139.84,120.064,234.637,129.142,101.09,230.662,18.242,129.402,53.765
0110-MORITZ-01-32,Doppelsalto B,27.743,-24.411,358.827,15.437,-24.348,358.074,15.21,-48.397,710.776,30.621,48.397,710.776,30.621,64.73,736.188,54.019,-3.738,49.431,2.0,-27.042,296.613,10.522,-14.699,263.176,11.261,-2.918,101.557,6.837,3.738,49.431,2.0,27.042,296.613,10.522,14.699,263.176,11.261,2.918,101.557,6.837,11.401,74.843,17.566,27.042,296.613,12.076,15.809,263.176,12.055,10.478,101.557,12.323
0110-MORITZ-01-33,Fliffis B,30.325,39.79,-129.861,-87.599,39.937,-128.893,-87.353,78.479,-256.83,-172.618,78.479,256.83,172.618,146.75,643.517,219.341,22.257,-232.1,3.787,-9.282,-215.052,-49.835,69.039,67.67,-114.733,-3.535,122.651,-11.836,22.257,232.1,3.787,-9.282,215.052,42.261,69.039,-67.67,114.733,-3.535,-122.651,11.836,27.422,234.603,25.663,20.921,218.045,53.046,85.303,68.218,114.733,13.105,122.651,25.898
0110-MORITZ-01-34,Voll- ein- voll- aus B,34.604,-223.268,43.526,-345.954,-223.304,43.255,-345.729,-426.426,82.997,-660.736,426.426,82.997,660.736,444.134,601.233,693.971,-119.904,62.755,-176.31,-231.644,-40.713,-278.335,-73.699,-87.351,-192.767,-1.179,148.306,-13.324,119.904,62.755,176.31,231.644,-40.713,278.335,73.699,43.267,192.767,1.179,17.688,13.324,127.665,120.139,176.31,231.644,177.856,278.335,73.699,154.932,192.767,11.127,148.306,46.559
0110-MORITZ-01-45,Strecksprung,10.99,-2.438,4.117,5.354,-2.431,4.129,5.542,-5.026,8.407,11.39,5.026,8.407,11.39,24.963,90.066,43.374,6.587,24.216,10.775,1.053,-21.364,3.058,-5.18,-0.827,2.005,-7.486,6.382,-4.448,6.587,24.216,10.775,1.053,-21.364,3.058,-5.18,-0.827,2.005,2.567,6.382,-4.448,7.065,28.066,11.949,5.174,22.585,16.706,5.223,2.154,3.67,7.5,37.262,11.05
0110-MORITZ-01-46,Salto C,15.589,-0.739,163.628,8.507,-0.888,163.14,8.325,-1.458,341.381,17.676,1.458,341.381,17.676,29.253,378.707,33.255,-1.983,44.305,4.265,-3.207,182.197,10.896,1.731,60.835,1.796,2.002,54.044,0.719,1.983,44.305,4.265,3.207,182.197,10.896,-1.731,60.835,1.796,-2.002,54.044,0.719,11.487,81.224,11.409,9.241,182.197,12.157,2.823,60.835,2.23,5.702,54.451,7.459
