SprungID,Sprungtyp,avg_Acc_N_Fil,avg_Gyro_x_R,avg_Gyro_y_R,avg_Gyro_z_R,avg_Gyro_x_Fil,avg_Gyro_y_Fil,avg_Gyro_z_Fil,avg_DJump_SIG_I_x LapEnd,avg_DJump_SIG_I_y LapEnd,avg_DJump_SIG_I_z LapEnd,avg_DJump_I_ABS_x LapEnd,avg_DJump_I_ABS_y LapEnd,avg_DJump_I_ABS_z LapEnd,avg_DJump_ABS_I_x LapEnd,avg_DJump_ABS_I_y LapEnd,avg_DJump_ABS_I_z LapEnd,avg_DJump_SIG_I_S1_x LapEnd,avg_DJump_SIG_I_S1_y LapEnd,avg_DJump_SIG_I_S1_z LapEnd,avg_DJump_SIG_I_S2_x LapEnd,avg_DJump_SIG_I_S2_y LapEnd,avg_DJump_SIG_I_S2_z LapEnd,avg_DJump_SIG_I_S3_x LapEnd,avg_DJump_SIG_I_S3_y LapEnd,avg_DJump_SIG_I_S3_z LapEnd,avg_DJump_SIG_I_S4_x LapEnd,avg_DJump_SIG_I_S4_y LapEnd,avg_DJump_SIG_I_S4_z LapEnd,avg_DJump_I_ABS_S1_x LapEnd,avg_DJump_I_ABS_S1_y LapEnd,avg_DJump_I_ABS_S1_z LapEnd,avg_DJump_I_ABS_S2_x LapEnd,avg_DJump_I_ABS_S2_y LapEnd,avg_DJump_I_ABS_S2_z LapEnd,avg_DJump_I_ABS_S3_x LapEnd,avg_DJump_I_ABS_S3_y LapEnd,avg_DJump_I_ABS_S3_z LapEnd,avg_DJump_I_ABS_S4_x LapEnd,avg_DJump_I_ABS_S4_y LapEnd,avg_DJump_I_ABS_S4_z LapEnd,avg_DJump_ABS_I_S1_x LapEnd,avg_DJump_ABS_I_S1_y LapEnd,avg_DJump_ABS_I_S1_z LapEnd,avg_DJump_ABS_I_S2_x LapEnd,avg_DJump_ABS_I_S2_y LapEnd,avg_DJump_ABS_I_S2_z LapEnd,avg_DJump_ABS_I_S3_x LapEnd,avg_DJump_ABS_I_S3_y LapEnd,avg_DJump_ABS_I_S3_z LapEnd,avg_DJump_ABS_I_S4_x LapEnd,avg_DJump_ABS_I_S4_y LapEnd,avg_DJump_ABS_I_S4_z LapEnd
0827-BK1-01-4,Salto C,16.225,3.313,178.355,4.652,3.16,178.186,4.298,6.606,356.118,9.29,6.606,356.118,9.29,21.629,389.448,29.9,1.664,37.054,4.951,2.559,196.232,1.052,0.668,73.44,-1.452,1.714,49.392,4.739,1.664,37.054,4.951,2.559,196.232,1.052,0.668,73.44,-1.452,1.714,49.392,4.739,8.133,70.384,11.273,7.063,196.232,7.37,1.748,73.44,2.102,4.685,49.392,9.156
0827-BK1-01-5,Strecksprung,11.967,-0.987,-4.749,-3.347,-0.928,-4.58,-3.253,-2.02,-10.113,-6.796,2.02,10.113,6.796,17.8,93.502,22.528,4.404,17.172,-5.864,-1.504,-19.954,-1.466,0.903,-12.641,2.161,-5.822,5.31,-1.627,4.404,17.172,5.864,-1.504,-14.39,1.466,0.903,12.641,-2.161,-1.783,-5.31,1.627,5.367,20.565,8.322,2.673,20.171,4.462,1.849,12.641,2.632,7.911,40.125,7.112
0827-BK1-01-7,Salto C,15.922,-2.338,175.6,3.869,-2.469,175.431,3.848,-4.728,357.453,7.993,4.728,357.453,7.993,20.548,384.109,26.83,-1.142,49.436,2.471,-2.4,175.541,4.996,0.07,78.762,0.829,-1.255,53.714,-0.303,1.142,49.436,2.471,2.4,175.541,4.996,-0.07,78.762,0.829,1.255,53.714,-0.303,7.535,75.439,10.551,6.564,175.541,6.459,1.365,78.762,1.016,5.083,54.368,8.804
0827-BK1-01-9,Strecksprung,9.435,-0.785,3.758,-0.128,-0.816,3.648,0.107,-1.534,7.572,-0.235,1.534,7.572,0.235,22.433,86.668,42.461,2.446,27.969,-2.247,-1.504,-16.358,4.185,2.41,-4.442,3.332,-4.885,0.405,-5.505,2.446,27.969,2.247,-1.504,-16.358,-0.309,2.41,-4.442,3.332,-1.818,0.405,-5.034,8.433,28.415,11.871,4.348,16.503,9.783,3.476,4.585,4.921,6.176,37.165,15.886
0827-BK1-01-10,Salto C,15.782,-3.112,175.786,1.832,-3.031,175.723,1.561,-6.303,357.775,3.611,6.303,357.775,3.611,22.496,372.394,32.164,-2.502,58.367,2.308,-0.286,162.779,-0.667,-2.04,75.041,1.22,-1.477,61.587,0.749,2.502,58.367,2.308,0.286,162.779,-0.667,2.04,75.041,1.22,1.477,61.587,0.749,8.223,72.987,11.108,5.765,162.779,7.244,2.37,75.041,2.751,6.138,61.587,11.063
0827-BK1-01-12,Strecksprung,10.15,0.002,5.91,1.471,-0.001,5.793,1.766,0.104,11.763,2.946,0.104,11.763,2.946,23.244,92.215,46.754,4.254,28.843,1.031,0.988,-18.011,4.159,1.397,-4.997,3.144,-6.534,5.928,-5.388,4.254,28.843,1.031,0.988,-18.011,4.159,1.397,-4.997,3.144,-6.534,5.928,-5.388,8.622,31.473,9.423,5.237,18.922,17.758,2.7,5.009,4.82,6.685,36.81,14.754
0827-BK1-01-13,Salto C,16.137,-1.803,170.566,0.88,-1.771,170.339,0.715,-3.612,350.271,1.937,3.612,350.271,1.937,22.719,378.015,32.926,-0.454,51.441,3.302,1.558,168.648,-0.349,-1.936,79.431,-2.177,-2.78,50.751,1.16,0.454,51.441,3.302,0.651,168.648,-0.349,-0.273,79.431,-2.177,2.78,50.751,1.16,9.013,79.176,12.362,5.16,168.648,7.565,2.854,79.431,2.642,5.693,50.759,10.356
0827-BK1-01-16,Salto C,15.87,8.724,174.937,1.017,8.667,174.756,0.811,17.714,354.126,2.046,17.714,354.126,2.046,31.248,385.445,29.857,3.006,43.891,1.369,6.75,180.712,4.705,6.232,75.478,-0.997,1.726,54.045,-3.031,3.006,43.891,1.369,6.75,180.712,4.705,6.232,75.478,-0.997,1.726,54.045,-3.031,9.098,75.209,12.875,9.281,180.712,6.421,6.232,75.478,1.542,6.636,54.045,9.019
0827-BK1-01-19,Salto C,15.98,7.912,175.397,7.552,7.864,175.174,7.445,16.204,357.228,15.359,16.204,357.228,15.359,38.942,381.171,37.994,0.138,44.833,4.148,3.619,180.623,12.044,8.999,68.052,3.206,3.447,63.721,-4.041,0.138,44.833,4.148,3.619,180.623,12.044,8.999,68.052,3.206,3.447,63.721,-4.041,14.373,68.776,11.055,9.435,180.623,12.455,8.999,68.052,3.916,6.135,63.721,10.568
0827-BK1-01-22,Salto C,15.822,2.017,173.57,8.339,2.042,173.618,8.144,4.115,350.955,16.79,4.115,350.955,16.79,22.406,360.153,28.12,1.27,52.368,2.488,-2.873,178.852,6.954,3.323,75.713,3.024,2.395,44.021,4.324,1.27,52.368,2.488,0.332,178.852,6.954,0.117,75.713,3.024,2.395,44.021,4.324,7.317,61.567,8.572,6.433,178.852,7.627,3.891,75.713,3.67,4.765,44.021,8.251
0827-BK1-01-24,Salto C,16.131,2.64,190.652,5.975,2.608,190.605,6.107,5.256,380.359,11.901,5.256,380.359,11.901,18.198,401.892,24.243,0.181,36.855,6.459,-1.984,208.683,3.788,4.094,54.26,2.804,2.965,80.56,-1.149,0.181,36.855,6.459,1.622,208.683,3.788,0.488,54.26,2.804,2.965,80.56,-1.149,4.59,58.389,9.268,5.136,208.683,7.5,4.416,54.26,2.959,4.056,80.56,4.517
0827-BK1-01-26,Salto C,16.195,6.32,179.403,6.409,6.337,179.323,6.383,12.596,356.796,12.659,12.596,356.796,12.659,24.224,365.648,27.204,2.08,43.446,-0.604,-1.652,187.979,6.507,6.271,75.838,3.834,5.897,49.533,2.922,2.08,43.446,0.604,-1.652,187.979,5.298,6.271,75.838,3.834,5.897,49.533,2.922,5.895,52.298,6.529,5.047,187.979,8.682,6.271,75.838,4.002,7.011,49.533,7.99
0827-BK1-01-29,Salto C,16.171,2.951,182.704,2.411,2.83,182.411,2.438,5.834,358.587,4.753,5.834,358.587,4.753,28.581,378.762,27.054,1.453,24.716,-0.897,-4.898,209.605,6.081,4.877,61.005,1.315,4.401,63.261,-1.746,1.453,24.716,0.897,1.992,209.605,4.287,-2.013,61.005,1.315,4.401,63.261,-1.746,7.5,44.891,8.572,10.473,209.605,8.714,4.877,61.005,1.703,5.731,63.261,8.065
0827-BK1-01-30,Strecksprung,11.494,1.125,-5.34,-0.23,1.184,-5.349,-0.331,2.383,-11.284,-0.44,2.383,11.284,0.44,20.071,140.46,30.546,5.536,15.675,-5.414,0.601,-27.312,2.177,2.8,-41.641,4.62,-6.554,41.994,-1.822,5.536,15.675,5.414,0.601,-4.037,-2.177,2.8,41.641,-1.855,-6.554,-41.994,-0.943,7.287,28.393,10.389,2.323,27.312,4.825,3.046,42.268,6.978,7.415,42.486,8.354
0827-BK1-01-32,Salto C,15.937,5.83,175.898,3.005,5.678,175.718,2.928,11.651,347.141,6.02,11.651,347.141,6.02,23.777,356.79,32.338,4.555,46.547,0.662,-0.514,175.08,3.095,7.068,72.322,2.17,0.542,53.192,0.093,4.555,46.547,0.662,-0.514,175.08,3.095,7.068,72.322,2.17,0.542,53.192,0.093,7.747,56.196,12.025,4.279,175.08,7.383,7.068,72.322,3.936,4.683,53.192,8.995
0827-BK1-01-35,Salto C,16.346,-3.494,181.909,2.97,-3.471,181.594,2.932,-6.786,354.791,5.846,6.786,354.791,5.846,21.028,381.43,27.292,-0.587,45.364,1.24,-2.492,181.285,3.989,-2.672,77.809,-0.205,-1.035,50.333,0.822,0.587,45.364,1.24,2.492,181.285,3.989,2.672,77.809,-0.205,1.035,50.333,0.822,6.5,72.003,9.008,7.207,181.285,6.807,2.675,77.809,1.583,4.647,50.333,9.894
0827-BK1-01-38,Salto C,16.559,5.37,176.372,4.348,5.29,176.204,3.908,10.872,356.046,8.725,10.872,356.046,8.725,25.869,382.873,30.112,5.141,39.868,7.447,1.925,188.227,0.369,3.158,66.776,1.107,0.649,61.174,-0.198,5.141,39.868,7.447,1.925,188.227,0.369,3.158,66.776,1.107,0.649,61.174,-0.198,9.155,66.696,13.061,6.292,188.227,5.462,3.654,66.776,2.45,6.767,61.174,9.138
0827-BK1-01-41,Salto C,15.822,5.192,175.475,4.37,5.224,175.365,4.231,10.394,350.763,8.74,10.394,350.763,8.74,22.817,357.547,27.187,0.966,54.81,1.289,0.479,168.299,6.538,6.183,76.666,3.61,2.766,50.987,-2.698,0.966,54.81,1.289,0.479,168.299,6.538,6.183,76.666,3.61,2.766,50.987,-2.698,5.86,61.595,9.594,5.038,168.299,7.075,6.183,76.666,3.61,5.736,50.987,6.908
0827-BK1-01-44,Salto C,16.388,-2.14,183.318,3.398,-2.175,183.138,3.423,-4.191,358.317,6.724,4.191,358.317,6.724,22.123,378.772,29.929,1.889,44.868,2.548,-3.783,185.282,2.41,0.379,80.746,-0.879,-2.676,47.422,2.646,1.889,44.868,2.548,0.006,185.282,2.41,-0.379,80.746,-0.879,2.676,47.422,2.646,7.058,65.323,11.377,5.803,185.282,7.152,3.071,80.746,2.265,6.191,47.422,9.135
0827-BK1-01-46,Salto C,13.672,-6.155,221.193,-1.51,-6.072,221.18,-1.427,-10.105,362.61,-2.586,10.105,362.61,2.586,28.092,367.667,26.622,4.266,45.819,-7.207,-6.019,120.725,-3.695,-3.753,106.296,-1.845,-4.599,89.769,10.161,4.266,45.819,7.207,-2.513,120.725,3.695,3.753,106.296,1.845,4.599,89.769,-10.161,11.043,50.877,7.6,6.019,120.725,4.285,3.753,106.296,2.572,7.278,89.769,12.165
0827-BK1-01-53,Salto B,17.451,4.899,175.445,14.38,4.843,175.411,14.106,10.036,355.79,29.153,10.036,355.79,29.153,41.149,405.599,53.136,1.37,5.649,-2.36,-7.292,216.205,22.971,7.533,82.359,8.252,8.424,51.577,0.29,1.37,5.649,2.36,4.552,216.205,18.251,-4.311,82.359,8.252,8.424,51.577,0.29,9.33,55.458,12.632,15.093,216.205,23.507,7.537,82.359,8.252,9.189,51.577,8.744
0827-BK1-01-56,Salto B,18.621,9.105,175.224,11.778,8.995,175.19,11.602,18.63,359.386,24.312,18.63,359.386,24.312,43.988,401.703,48.468,-0.311,11.957,-3.343,-2.382,201.095,19.316,11.735,77.876,9.083,9.587,68.459,-0.745,0.311,11.957,3.343,2.382,201.095,12.63,6.35,77.876,9.083,9.587,68.459,-0.745,10.088,54.273,11.758,12.22,201.095,19.882,11.735,77.876,9.091,9.944,68.459,7.737
0827-BK1-01-59,Salto B,16.898,-0.139,175.852,11.993,-0.278,175.609,11.944,-0.223,353.149,24.087,0.223,353.149,24.087,31.968,393.555,46.126,-0.608,19.03,2.592,-5.988,193.6,16.046,3.607,85.554,3.612,2.766,54.964,1.838,0.608,19.03,2.592,5.988,193.6,16.046,-3.607,85.554,3.612,-2.766,54.964,1.838,11.102,59.436,17.881,11.781,193.6,16.247,3.655,85.554,3.68,5.43,54.964,8.318
0827-BK1-01-62,Salto B,16.844,-1.338,179.863,5.726,-1.495,179.592,5.698,-2.655,357.021,11.374,2.655,357.021,11.374,25.461,388.575,40.96,1.377,16.558,2.245,-3.942,196.978,7.781,0.614,83.479,-1.452,-0.704,60.005,2.8,1.377,16.558,2.245,1.188,196.978,7.781,-0.614,83.479,-1.452,0.704,60.005,2.8,8.696,48.113,16.664,10.9,196.978,11.952,1.909,83.479,3.529,3.956,60.005,8.814
0827-BK1-01-65,Salto B,17.496,-2.862,176.313,8.826,-2.986,176.233,8.632,-5.764,358.382,18.004,5.764,358.382,18.004,37.987,402.643,50.028,2.341,11.072,0.47,-12.719,198.83,17.418,3.532,81.278,4.515,1.081,67.201,-4.399,2.341,11.072,0.47,8.037,198.83,17.418,-3.532,81.278,4.515,-1.081,67.201,-4.399,11.479,55.333,15.138,18.348,198.83,21.064,3.675,81.278,4.515,4.485,67.201,9.311
0827-BK1-01-68,Salto B,17.429,4.804,174.478,9.24,4.796,174.131,9.111,9.803,354.732,18.899,9.803,354.732,18.899,40.407,401.328,41.894,0.713,21.027,3.739,-3.453,197.23,12.278,7.89,79.52,5.565,4.652,56.954,-2.683,0.713,21.027,3.739,2.026,197.23,12.278,2.411,79.52,5.565,4.652,56.954,-2.683,9.368,67.623,14.251,15.299,197.23,13.062,8.052,79.52,5.565,7.688,56.954,9.017
0827-BK1-01-71,Salto B,16.725,-3.293,177.489,4.965,-3.289,177.302,4.932,-6.569,356.483,9.996,6.569,356.483,9.996,27.961,407.854,35.796,0.698,7.583,-1.687,-9.629,200.011,10.134,1.171,66.881,-0.105,1.192,82.008,1.654,0.698,7.583,1.687,8.233,200.011,6.759,-1.171,66.881,-0.105,-1.192,82.008,1.654,9.779,58.955,9.834,11.591,200.011,13.898,2.134,66.881,1.789,4.458,82.008,10.275
0827-BK1-01-74,Salto B,18.81,-4.742,171.023,14.735,-4.748,171.036,14.58,-9.8,353.856,30.55,9.8,353.856,30.55,38.056,398.499,47.927,-1.049,17.001,2.028,-15.787,198.603,19.205,2.198,80.736,9.625,4.839,57.516,-0.308,1.049,17.001,2.028,15.787,198.603,19.205,-2.198,80.736,9.625,-4.839,57.516,-0.308,9.768,61.644,11.759,17.953,198.603,20.556,3.009,80.736,9.625,7.327,57.516,5.987
0827-BK1-01-76,Salto B,16.584,1.82,176.338,7.837,1.702,176.048,7.9,3.764,354.634,15.72,3.764,354.634,15.72,31.18,402.633,34.182,2.541,10.691,2.498,-8.708,207.219,11.257,3.063,67.399,4.365,6.868,69.325,-2.4,2.541,10.691,2.498,3.626,207.219,11.257,-3.063,67.399,4.365,0.66,69.325,-2.4,8.827,58.69,9.108,11.396,207.219,12.875,3.579,67.399,4.365,7.378,69.325,7.834
0827-BK1-01-78,Salto B,16.441,4.692,175.698,3.684,4.589,175.476,3.538,9.445,347.712,7.296,9.445,347.712,7.296,32.161,385.419,35.135,4.795,17.511,6.604,-2.095,192.631,3.043,4.543,77.64,-1.365,2.202,59.93,-0.985,4.795,17.511,6.604,-2.095,192.631,3.043,4.543,77.64,-1.365,2.202,59.93,-0.985,10.01,55.219,16.617,12.2,192.631,8.203,5.379,77.64,2.549,4.572,59.93,7.766
0827-BK1-01-81,Salto B,18.281,11.75,173.462,20.608,11.678,173.42,20.183,23.73,351.116,41.901,23.73,351.116,41.901,47.595,393.589,59.999,2.709,4.218,0.108,-8.88,222.135,26.917,15.386,67.398,15.772,14.514,57.364,-0.896,2.709,4.218,0.108,3.461,222.135,26.917,3.045,67.398,15.772,14.514,57.364,-0.896,8.247,46.691,8.399,9.306,222.135,27.339,15.468,67.398,15.772,14.574,57.364,8.489
0827-BK1-01-82,Strecksprung,9.926,-0.832,1.057,-3.89,-0.761,1.162,-3.656,-1.62,2.042,-7.782,1.62,2.042,7.782,19.054,65.305,39.638,1.028,8.38,-14.645,3.175,-6.512,10.283,-1.461,-6.154,-3.979,-4.363,6.328,0.559,1.028,8.38,14.645,3.175,-6.512,-10.283,-1.461,2.418,3.979,-1.123,-2.244,-0.559,7.585,20.948,15.889,4.763,7.305,12.188,1.755,6.801,3.98,4.95,30.251,7.58
0827-BK1-01-83,Salto B,17.337,-7.444,177.207,6.298,-7.484,177.037,6.255,-14.948,358.501,12.716,14.948,358.501,12.716,33.861,398.454,32.352,4.167,3.627,0.69,-15.255,218.994,10.024,-1.462,73.42,2.414,-2.397,62.46,-0.413,4.167,3.627,0.69,6.922,218.994,10.024,1.462,73.42,2.414,2.397,62.46,-0.413,9.072,43.58,9.045,15.456,218.994,11.191,4.818,73.42,2.866,4.514,62.46,9.251
0827-BK1-01-84,Strecksprung,10.306,-2.587,-2.49,0.164,-2.515,-2.456,0.109,-5.144,-5.058,0.357,5.144,5.058,0.357,18.796,84.101,22.337,4.904,8.549,1.167,-0.229,-18.086,5.404,-1.709,-8.357,-2.833,-8.111,12.835,-3.381,4.904,8.549,1.167,-0.229,0.988,5.404,-1.709,8.357,-2.833,2.178,-12.835,-3.381,7.188,35.555,6.971,1.444,18.086,5.908,2.053,8.675,3.058,8.111,21.784,6.401
0827-BK1-01-87,Salto B,17.948,-2.191,175.71,9.606,-2.247,175.543,9.51,-4.403,354.386,19.371,4.403,354.386,19.371,25.102,400.724,43.13,2.303,-0.018,-1.258,-11.476,218.503,12.997,2.6,74.491,4.968,2.171,61.41,2.664,2.303,0.018,1.258,6.871,218.466,10.48,-2.6,74.491,4.968,-2.171,61.41,2.664,5.621,46.32,12.131,11.966,218.503,16.282,2.733,74.491,4.983,4.782,61.41,9.735
0827-BK1-01-92,Salto B,17.565,-14.187,175.682,17.794,-14.216,175.574,17.642,-28.162,350.299,35.679,28.162,350.299,35.679,42.07,400.79,61.979,1.035,5.106,-0.243,-23.156,205.369,24.706,-4.408,74.986,9.21,-1.633,64.838,2.006,1.035,5.106,0.243,21.086,205.369,24.219,4.408,74.986,9.21,1.633,64.838,2.006,8.394,55.597,16.127,23.163,205.369,25.249,4.474,74.986,9.21,6.039,64.838,11.394
0827-BK1-01-94,Salto B,17.038,-4.203,178.718,1.553,-4.176,178.491,1.604,-8.494,354.046,3.08,8.494,354.046,3.08,23.035,396.088,40.012,1.809,11.635,-5.743,-5.305,202.151,4.372,-2.436,74.24,-2.097,-2.562,66.019,6.547,1.809,11.635,5.743,1.688,202.151,-4.372,2.436,74.24,2.097,2.562,66.019,-0.387,6.212,53.677,9.909,9.595,202.151,11.104,2.7,74.24,3.703,4.529,66.019,15.296
0827-BK1-01-102,Strecksprung,9.507,0.617,5.355,1.147,0.605,5.328,1.377,1.278,10.544,2.298,1.278,10.544,2.298,21.186,89.852,29.95,3.419,24.135,-5.255,2.334,-16.325,9.083,0.238,-7.053,0.09,-4.714,9.787,-1.62,3.419,24.135,5.255,2.334,-16.325,-1.427,0.238,-7.053,0.09,-4.714,9.787,-1.62,8.903,29.836,6.13,5.005,16.325,12.105,1.736,7.068,4.589,5.542,36.623,7.126
0827-BK1-01-103,Salto A,15.164,3.216,175.202,-5.008,3.128,174.958,-5.244,6.581,356.178,-10.239,6.581,356.178,10.239,16.979,356.178,29.151,2.87,68.428,-1.517,-1.131,112.942,-5.154,1.886,99.017,-1.873,2.956,75.791,-1.694,2.87,68.428,1.517,-1.131,112.942,5.154,1.886,99.017,1.873,2.956,75.791,1.694,4.673,68.428,10.058,4.583,112.942,5.751,1.978,99.017,2.301,5.745,75.791,11.04
0827-BK1-01-105,Salto A,14.598,0.865,178.419,-1.78,0.962,178.101,-2.076,1.777,358.448,-3.598,1.777,358.448,3.598,19.549,358.448,32.908,2.057,79.542,1.084,-0.186,106.269,-5.188,0.909,104.538,-1.395,-1.002,68.1,1.9,2.057,79.542,1.084,-0.186,106.269,3.02,0.909,104.538,1.395,-1.002,68.1,-1.9,7.772,79.542,13.858,5.37,106.269,8.176,1.587,104.538,2.595,4.82,68.1,8.279
0827-BK1-01-107,Salto A,14.948,-2.032,177.924,-4.433,-2.076,177.625,-4.54,-4.175,360.788,-8.997,4.175,360.788,8.997,25.683,361.52,28.378,4.243,73.76,-0.612,-5.791,106.178,-7.565,-3.018,100.322,-1.739,0.391,80.528,0.918,4.243,73.76,0.612,-2.695,106.178,7.565,3.018,100.322,1.739,-0.391,80.528,-0.918,8.652,74.491,9.701,9.118,106.178,7.601,3.034,100.322,1.748,4.88,80.528,9.329
0827-BK1-01-109,Salto A,14.297,1.954,175.612,0.073,1.981,175.226,0.035,4.007,357.361,0.176,4.007,357.361,0.176,20.421,358.613,24.7,-0.6,74.57,4.595,0.835,108.008,-2.718,2.717,105.228,-1.968,1.054,69.555,0.267,0.6,74.57,4.595,-0.364,108.008,-2.718,2.717,105.228,-1.787,1.054,69.555,0.086,9.462,75.822,11.121,4.254,108.008,4.292,2.722,105.228,2.176,3.984,69.555,7.113
0827-BK1-01-111,Salto A,14.285,6.88,176.78,0.928,6.901,176.346,1.066,14.068,359.057,1.895,14.068,359.057,1.895,27.154,359.209,28.899,-0.079,75.322,3.296,5.171,105.701,-2.365,5.067,104.577,0.786,3.909,73.456,0.178,0.079,75.322,3.296,5.013,105.701,-2.365,5.067,104.577,0.786,3.909,73.456,0.178,10.662,75.474,14.332,6.447,105.701,3.577,5.067,104.577,2.34,4.979,73.456,8.65
0827-BK1-01-113,Salto A,14.804,5.604,175.429,-0.771,5.525,175.027,-0.636,11.414,357.685,-1.573,11.414,357.685,1.573,23.216,358.198,29.177,2.707,72.136,-1.887,0.485,103.977,-2.534,5.296,105.351,1.252,2.926,76.221,1.596,2.707,72.136,1.887,0.485,103.977,2.534,5.296,105.351,-1.252,2.926,76.221,-1.596,6.707,72.649,13.761,5.02,103.977,5.062,5.313,105.351,1.584,6.176,76.221,8.77
0827-BK1-01-115,Salto A,14.723,5.435,175.052,-1.495,5.492,174.741,-1.372,10.932,351.933,-3.012,10.932,351.933,3.012,20.012,351.933,29.542,1.105,73.307,-2.675,1.537,102.1,-2.52,3.645,102.4,-0.638,4.646,74.126,2.822,1.105,73.307,2.675,1.537,102.1,2.52,3.645,102.4,0.638,4.646,74.126,-2.822,5.07,73.307,13.455,4.923,102.1,4.425,3.647,102.4,1.585,6.373,74.126,10.078
0827-BK1-01-117,Salto A,14.635,2.81,175.898,3.087,2.861,175.547,3.139,5.584,349.568,5.926,5.584,349.568,5.926,22.83,349.568,31.417,-2.506,73.533,5.173,4.258,102.654,0.647,4.218,101.568,-0.535,-0.387,71.814,0.641,2.506,73.533,5.173,-0.754,102.654,0.647,4.218,101.568,-0.535,-0.387,71.814,0.641,7.929,73.533,17.185,6.474,102.654,4.662,4.218,101.568,0.993,4.208,71.814,8.577
0827-BK1-01-119,Salto A,14.432,10.59,176.775,-1.724,10.369,176.53,-1.818,20.868,348.36,-3.465,20.868,348.36,3.465,28.028,348.36,30.487,4.611,74.784,-1.67,5.99,103.324,-5.559,4.841,98.336,-0.819,5.426,71.916,4.583,4.611,74.784,1.67,5.99,103.324,5.559,4.841,98.336,0.819,5.426,71.916,-4.583,7.929,74.784,11.082,8.228,103.324,6.38,5.184,98.336,2.952,6.687,71.916,10.073
0827-BK1-01-121,Salto A,14.574,-2.938,180.322,-3.945,-3.091,179.748,-3.599,-5.759,350.96,-7.668,5.759,350.96,7.668,24.471,351.24,35.448,1.422,74.12,-0.904,-0.506,104.324,-8.002,-5.062,94.347,-2.71,-1.613,78.169,3.949,1.422,74.12,0.904,-0.506,104.324,8.002,3.23,94.347,2.71,1.613,78.169,-3.949,5.538,74.4,10.836,6.411,104.324,8.926,5.062,94.347,3.877,7.46,78.169,11.809
0827-BK1-01-123,Salto A,14.208,4.382,181.921,-0.984,4.154,181.616,-0.791,8.582,351.171,-1.781,8.582,351.171,1.781,26.557,351.171,31.552,-2.379,74.077,1.457,4.066,101.017,-0.68,3.347,100.196,-1.715,3.549,75.881,-0.842,2.379,74.077,1.457,-0.693,101.017,-0.68,3.347,100.196,0.161,3.549,75.881,0.842,10.355,74.077,11.306,6.152,101.017,7.361,4.532,100.196,2.663,5.518,75.881,10.223
0827-BK1-01-125,Salto A,14.445,4.241,177.293,-1.447,4.189,176.846,-1.484,8.226,342.509,-2.774,8.226,342.509,2.774,15.39,342.909,27.733,1.341,72.707,5.668,4.33,102.24,-5.636,1.288,99.255,-2.506,1.268,68.307,-0.3,1.341,72.707,5.668,4.33,102.24,-5.636,1.288,99.255,2.442,1.268,68.307,0.3,4.838,73.108,9.791,4.655,102.24,6.551,1.75,99.255,2.781,4.148,68.307,8.61
0827-BK1-01-127,Salto A,13.962,5.258,183.078,-1.743,5.182,182.838,-1.669,10.106,349.964,-3.198,10.106,349.964,3.198,20.431,349.964,23.761,0.196,81.49,2.589,4.313,95.413,-4.39,0.514,95.095,-0.322,5.084,77.965,-1.074,0.196,81.49,2.589,4.313,95.413,-0.787,0.514,95.095,0.322,5.084,77.965,1.074,5.617,81.49,7.913,6.029,95.413,5.994,3.045,95.095,2.423,5.74,77.965,7.431
0827-BK1-01-129,Salto A,14.994,-4.877,179.326,-0.928,-4.729,179.044,-1.095,-9.395,348.904,-1.781,9.395,348.904,1.781,23.799,354.519,24.463,1.464,70.761,-0.757,-3.718,106.058,-1.575,-0.734,101.674,0.196,-6.407,70.411,0.355,1.464,70.761,0.757,0.79,106.058,1.575,0.734,101.674,-0.196,6.407,70.411,-0.355,6.468,76.376,10.784,7.681,106.058,5.231,1.472,101.674,1.939,8.178,70.411,6.509
0827-BK1-01-131,Salto A,15.738,1.758,181.619,-4.031,1.902,181.407,-4.096,3.451,356.255,-7.894,3.451,356.255,7.894,19.485,356.263,42.613,-1.393,71.426,0.42,2.32,100.07,-1.029,4.51,107.081,-4.12,-1.985,77.678,-3.166,1.393,71.426,0.42,-0.467,100.07,0.188,4.51,107.081,4.12,-1.985,77.678,3.166,5.494,71.433,19.962,5.441,100.07,7.572,4.516,107.081,5.381,4.034,77.678,9.698
0827-BK2-01-1,Strecksprung,10.42,-3.198,-8.489,-15.582,-3.166,-8.399,-15.728,-5.721,-15.739,-27.957,5.721,15.739,27.957,12.856,107.87,31.461,0.694,5.409,-7.86,-1.626,-38.287,-9.875,-1.39,-13.153,-3.803,-3.4,30.291,-6.42,0.694,5.409,7.86,0.237,27.468,9.875,1.39,13.153,3.803,3.4,-30.291,6.42,3.511,24.769,7.891,2.227,38.287,9.875,2.297,14.024,5.6,4.822,30.79,8.094
0827-BK2-01-4,Salto C,16.111,6.824,172.835,-6.823,6.858,172.535,-6.72,13.396,345.043,-13.697,13.396,345.043,13.697,26.512,367.629,29.852,1.975,30.884,-3.292,6.823,192.55,-3.156,1.123,47.339,-9.529,3.475,74.27,2.28,1.975,30.884,3.292,6.823,192.55,3.156,1.123,47.339,9.529,3.475,74.27,-2.28,7.949,53.47,8.619,8.042,192.55,5.515,4.844,47.339,9.642,5.678,74.27,6.076
