ACC_N,ACC_N_ROT_filtered,Acc_x_Fil,Acc_y_Fil,Acc_z_Fil,Gyro_x_Fil,Gyro_y_Fil,Gyro_z_Fil,SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_Abs_I_x LapEnd,DJump_Abs_I_y LapEnd,DJump_Abs_I_z LapEnd
16.953,16.25,-11.385,-0.427,-6.488,8.648,433.814,-4.553,0609-4-01-289,Salto C,6.576,369.765,-3.648,25.576,399.603,28.818
3.735,5.513,-0.74,-0.648,-3.095,3.84,158.292,7.763,0609-4-01-289,Salto C,6.576,369.765,-3.648,25.576,399.603,28.818
2.904,3.055,-1.303,-0.589,-2.501,7.992,101.623,-4.207,0609-4-01-289,Salto C,6.576,369.765,-3.648,25.576,399.603,28.818
28.31,13.615,10.696,0.03,18.896,5.031,115.2,-0.07,0609-4-01-289,Salto C,6.576,369.765,-3.648,25.576,399.603,28.818
30.996,43.081,9.234,0.254,17.285,-8.459,82.719,6.481,0609-4-01-397,Salto C,-10.259,363.352,-6.035,26.423,388.318,33.804
16.03,15.274,-11.2,-0.843,-6.863,-6.55,426.794,4.079,0609-4-01-397,Salto C,-10.259,363.352,-6.035,26.423,388.318,33.804
4.622,6.489,-0.834,-0.796,-2.484,-3.285,159.389,-2.166,0609-4-01-397,Salto C,-10.259,363.352,-6.035,26.423,388.318,33.804
3.025,2.964,-1.383,-0.757,-2.523,-2.941,84.309,-3.373,0609-4-01-397,Salto C,-10.259,363.352,-6.035,26.423,388.318,33.804
26.48,12.298,10.982,0.072,17.373,-3.658,137.273,-4.073,0609-4-01-397,Salto C,-10.259,363.352,-6.035,26.423,388.318,33.804
30.899,42.886,8.319,0.266,17.449,-8.053,87.682,3.436,0609-4-01-350,Salto C,-2.735,363.13,-11.362,29.483,387.247,36.726
14.777,14.404,-11.363,-0.847,-7.396,1.784,424.241,1.505,0609-4-01-350,Salto C,-2.735,363.13,-11.362,29.483,387.247,36.726
5.08,6.646,-1.374,-0.611,-1.595,-6.933,156.948,-4.186,0609-4-01-350,Salto C,-2.735,363.13,-11.362,29.483,387.247,36.726
2.842,2.935,-1.296,-0.565,-2.463,0.334,94.458,-3.13,0609-4-01-350,Salto C,-2.735,363.13,-11.362,29.483,387.247,36.726
27.742,13.308,11.325,0.109,18.232,3.239,125.102,-7.945,0609-4-01-350,Salto C,-2.735,363.13,-11.362,29.483,387.247,36.726
27.338,41.964,2.827,6.227,19.114,-3.827,65.988,-32.882,20191008-1207-FRANKFURT_2-01-306,Salto B,28.026,340.747,-77.976,57.411,407.233,106.396
16.154,13.22,-5.703,-1.668,-10.701,-4.398,200.291,-28.559,20191008-1207-FRANKFURT_2-01-306,Salto B,28.026,340.747,-77.976,57.411,407.233,106.396
21.325,25.194,-18.177,0.957,-7.358,71.815,462.136,-87.905,20191008-1207-FRANKFURT_2-01-306,Salto B,28.026,340.747,-77.976,57.411,407.233,106.396
4.925,4.708,-1.832,-0.814,-4.292,2.414,105.896,-41.686,20191008-1207-FRANKFURT_2-01-306,Salto B,28.026,340.747,-77.976,57.411,407.233,106.396
28.025,13.294,7.443,3.418,20.194,19.703,161.197,-32.132,20191008-1207-FRANKFURT_2-01-306,Salto B,28.026,340.747,-77.976,57.411,407.233,106.396
31.917,43.901,4.261,0.102,21.022,10.601,52.158,-22.494,0609-1-01-521,Salto C,39.939,364.702,-17.85,50.543,381.811,44.62
20.513,19.116,-12.628,0.17,-12.995,21.538,503.237,-7.11,0609-1-01-521,Salto C,39.939,364.702,-17.85,50.543,381.811,44.62
3.685,5.729,-1.364,-0.068,-1.38,35.238,184.653,-3.933,0609-1-01-521,Salto C,39.939,364.702,-17.85,50.543,381.811,44.62
3.908,3.146,-0.141,-0.313,-3.002,25.084,100.508,-13.171,0609-1-01-521,Salto C,39.939,364.702,-17.85,50.543,381.811,44.62
25.111,12.027,6.641,0.188,20.192,10.336,96.449,1.078,0609-1-01-521,Salto C,39.939,364.702,-17.85,50.543,381.811,44.62
37.385,46.93,-6.269,-3.088,24.132,-241.053,200.998,-321.757,0115-MORITZ-03-145,Voll- ein- voll- aus B,-277.539,172.983,-694.944,464.194,568.632,712.673
43.376,40.945,-38.108,5.857,-3.648,-504.945,89.855,-829.036,0115-MORITZ-03-145,Voll- ein- voll- aus B,-277.539,172.983,-694.944,464.194,568.632,712.673
40.939,41.69,-28.232,9.355,-20.233,-186.098,-344.846,-425.624,0115-MORITZ-03-145,Voll- ein- voll- aus B,-277.539,172.983,-694.944,464.194,568.632,712.673
20.448,24.296,-6.298,3.619,-17.909,195.324,229.555,-193.05,0115-MORITZ-03-145,Voll- ein- voll- aus B,-277.539,172.983,-694.944,464.194,568.632,712.673
35.538,23.359,0.454,-0.786,13.027,29.124,258.207,1.268,0115-MORITZ-03-145,Voll- ein- voll- aus B,-277.539,172.983,-694.944,464.194,568.632,712.673
52.053,61.045,-12.186,-0.652,15.336,1.449,-450.791,16.486,0115-MORITZ-03-129,Fliffis aus B,76.099,-237.306,-174.244,148.974,613.944,220.202
34.253,38.815,-31.861,0.73,-7.776,-33.975,-584.004,-17.719,0115-MORITZ-03-129,Fliffis aus B,76.099,-237.306,-174.244,148.974,613.944,220.202
19.424,18.11,-9.349,-4.721,-13.17,106.903,-10.1,-256.846,0115-MORITZ-03-129,Fliffis aus B,76.099,-237.306,-174.244,148.974,613.944,220.202
13.712,14.97,-4.78,2.574,-12.422,136.071,188.029,-161.527,0115-MORITZ-03-129,Fliffis aus B,76.099,-237.306,-174.244,148.974,613.944,220.202
30.13,18.532,-0.314,-0.966,14.54,-20.602,267.688,-15.743,0115-MORITZ-03-129,Fliffis aus B,76.099,-237.306,-174.244,148.974,613.944,220.202
37.506,49.108,3.228,1.158,23.21,-3.012,-251.153,45.706,0609-4-01-516,Barani C,-50.912,-66.761,223.376,68.91,279.933,233.326
12.32,13.223,-7.961,1.264,-7.916,-15.577,-187.038,152.597,0609-4-01-516,Barani C,-50.912,-66.761,223.376,68.91,279.933,233.326
7.736,8.473,-3.878,-1.345,-5.944,-86.818,21.44,250.093,0609-4-01-516,Barani C,-50.912,-66.761,223.376,68.91,279.933,233.326
4.596,4.983,-2.225,-1.122,-3.863,-39.674,114.16,127.445,0609-4-01-516,Barani C,-50.912,-66.761,223.376,68.91,279.933,233.326
26.953,13.55,7.965,-0.971,18.667,10.115,135.795,31.338,0609-4-01-516,Barani C,-50.912,-66.761,223.376,68.91,279.933,233.326
41.002,53.043,-6.194,-2.215,19.644,44.964,-425.645,6.481,20191007-1159-FRANKFURT_1-01-91,Barani B,26.839,-29.636,176.383,49.778,358.044,220.759
11.537,12.27,-7.936,3.54,-6.245,42.678,-154.354,223.203,20191007-1159-FRANKFURT_1-01-91,Barani B,26.839,-29.636,176.383,49.778,358.044,220.759
11.933,12.843,-7.663,-2.62,-8.079,9.468,149.97,305.435,20191007-1159-FRANKFURT_1-01-91,Barani B,26.839,-29.636,176.383,49.778,358.044,220.759
7.088,8.022,-5.668,-1.358,-1.511,0.355,203.357,20.669,20191007-1159-FRANKFURT_1-01-91,Barani B,26.839,-29.636,176.383,49.778,358.044,220.759
24.375,11.165,1.683,-0.741,14.622,-16.207,131.723,-20.513,20191007-1159-FRANKFURT_1-01-91,Barani B,26.839,-29.636,176.383,49.778,358.044,220.759
28.497,41.54,5.013,2.225,22.234,75.598,179.921,133.931,0609-4-01-129,Schraubensalto C,94.315,184.704,407.597,160.772,291.723,408.797
12.128,10.303,-10.604,-1.088,0.473,213.502,-73.246,410.862,0609-4-01-129,Schraubensalto C,94.315,184.704,407.597,160.772,291.723,408.797
12.678,14.165,-8.541,-4.032,-7.852,-53.674,37.914,363.405,0609-4-01-129,Schraubensalto C,94.315,184.704,407.597,160.772,291.723,408.797
6.37,6.532,-3.759,-0.614,-4.891,-26.013,159.726,128.924,0609-4-01-129,Schraubensalto C,94.315,184.704,407.597,160.772,291.723,408.797
25.509,12.207,5.934,-0.122,18.698,35.082,174.914,25.097,0609-4-01-129,Schraubensalto C,94.315,184.704,407.597,160.772,291.723,408.797
33.608,47.69,2.634,1.29,22.629,-7.447,-215.437,64.848,20191007-1159-FRANKFURT_1-01-291,Barani A,-75.75,89.069,176.532,82.234,300.543,194.905
10.135,9.972,-4.132,1.026,-8.871,-93.246,-101.789,218.126,20191007-1159-FRANKFURT_1-01-291,Barani A,-75.75,89.069,176.532,82.234,300.543,194.905
9.08,9.725,-2.912,-3.215,-7.9,-115.482,132.485,232.566,20191007-1159-FRANKFURT_1-01-291,Barani A,-75.75,89.069,176.532,82.234,300.543,194.905
8.643,8.415,-5.7,-1.856,-5.779,-11.93,173.193,31.307,20191007-1159-FRANKFURT_1-01-291,Barani A,-75.75,89.069,176.532,82.234,300.543,194.905
26.128,13.231,1.631,-0.317,22.161,-2.494,287.009,-10.007,20191007-1159-FRANKFURT_1-01-291,Barani A,-75.75,89.069,176.532,82.234,300.543,194.905
28.281,40.248,1.114,0.573,19.781,31.458,225.247,-19.48,20191007-1150-FRANKFURT_2-01-72,Salto A,14.459,344.419,-23.875,27.475,344.419,36.459
7.223,7.352,-0.468,-0.977,-6.479,0.734,160.239,-11.674,20191007-1150-FRANKFURT_2-01-72,Salto A,14.459,344.419,-23.875,27.475,344.419,36.459
8.059,8.055,-3.717,-0.615,-7.028,13.214,201.235,-11.633,20191007-1150-FRANKFURT_2-01-72,Salto A,14.459,344.419,-23.875,27.475,344.419,36.459
9.517,8.972,-5.948,-0.964,-7.025,-0.949,210.427,-3.757,20191007-1150-FRANKFURT_2-01-72,Salto A,14.459,344.419,-23.875,27.475,344.419,36.459
25.485,13.852,5.1,-1.002,18.195,1.541,265.61,-11.022,20191007-1150-FRANKFURT_2-01-72,Salto A,14.459,344.419,-23.875,27.475,344.419,36.459
35.093,46.95,0.113,2.557,25.792,-34.424,-205.888,31.835,20190930-1616-FRANKFURT_1-01-313,Barani C,-124.399,-114.962,178.895,139.925,285.763,189.622
16.552,16.688,-7.947,2.25,-9.437,-61.497,-269.761,99.973,20190930-1616-FRANKFURT_1-01-313,Barani C,-124.399,-114.962,178.895,139.925,285.763,189.622
13.168,14.108,-2.509,0.778,-5.945,-105.661,-26.787,147.092,20190930-1616-FRANKFURT_1-01-313,Barani C,-124.399,-114.962,178.895,139.925,285.763,189.622
5.826,6.112,-1.744,-1.804,-5.193,-110.955,53.338,154.278,20190930-1616-FRANKFURT_1-01-313,Barani C,-124.399,-114.962,178.895,139.925,285.763,189.622
26.413,12.898,6.524,-0.821,19.472,-28.485,133.58,67.605,20190930-1616-FRANKFURT_1-01-313,Barani C,-124.399,-114.962,178.895,139.925,285.763,189.622
26.931,39.168,0.757,4.136,19.771,108.265,215.466,88.84,20191007-1150-FRANKFURT_2-01-109,Schraubensalto A,98.187,197.375,352.07,173.777,299.436,360.162
6.957,6.38,-5.35,-2.121,-1.961,192.585,-9.05,292.184,20191007-1150-FRANKFURT_2-01-109,Schraubensalto A,98.187,197.375,352.07,173.777,299.436,360.162
17.095,15.804,-11.681,-2.88,-10.571,-25.835,-37.73,511.662,20191007-1150-FRANKFURT_2-01-109,Schraubensalto A,98.187,197.375,352.07,173.777,299.436,360.162
11.98,13.162,-6.799,-2.688,-8.389,-51.735,161.006,171.198,20191007-1150-FRANKFURT_2-01-109,Schraubensalto A,98.187,197.375,352.07,173.777,299.436,360.162
24.425,12.693,3.23,-1.361,18.611,79.491,283.883,34.455,20191007-1150-FRANKFURT_2-01-109,Schraubensalto A,98.187,197.375,352.07,173.777,299.436,360.162
49.374,57.144,-10.65,0.015,21.147,-10.851,-440.127,8.82,0609-4-01-314,Fliffis C,-142.869,-220.412,240.643,151.247,597.287,260.356
43.986,48.226,-34.374,3.228,-23.446,-52.334,-465.167,104.999,0609-4-01-314,Fliffis C,-142.869,-220.412,240.643,151.247,597.287,260.356
17.926,18.676,-7.517,0.79,-15.194,-191.903,-86.614,286.503,0609-4-01-314,Fliffis C,-142.869,-220.412,240.643,151.247,597.287,260.356
14.53,15.347,-7.536,-2.403,-12.135,-99.587,212.167,180.466,0609-4-01-314,Fliffis C,-142.869,-220.412,240.643,151.247,597.287,260.356
30.128,17.588,1.198,-1.633,17.905,-3.381,240.012,38.386,0609-4-01-314,Fliffis C,-142.869,-220.412,240.643,151.247,597.287,260.356
45.496,56.946,-4.909,-6.226,17.056,-1.344,-353.727,-195.411,0115-MORITZ-03-38,Voll- ein- Rudi- aus B,-421.982,-148.287,-802.128,528.561,609.082,831.407
44.58,40.041,-31.22,11.089,-11.596,-532.667,-181.547,-533.274,0115-MORITZ-03-38,Voll- ein- Rudi- aus B,-421.982,-148.287,-802.128,528.561,609.082,831.407
43.753,43.989,-29.88,-13.226,1.548,-493.721,-110.557,-679.391,0115-MORITZ-03-38,Voll- ein- Rudi- aus B,-421.982,-148.287,-802.128,528.561,609.082,831.407
32.461,38.001,-21.264,9.07,-16.892,-41.013,-93.722,-568.188,0115-MORITZ-03-38,Voll- ein- Rudi- aus B,-421.982,-148.287,-802.128,528.561,609.082,831.407
36.487,25.989,-8.49,-0.113,11.617,15.866,374.675,-24.453,0115-MORITZ-03-38,Voll- ein- Rudi- aus B,-421.982,-148.287,-802.128,528.561,609.082,831.407
33.836,48.227,22.717,1.898,16.825,29.176,-47.229,3.809,0609-1-01-728,Von Bauch in Stand,4.051,35.149,4.703,30.791,87.458,38.456
2.438,3.308,-0.393,-0.416,-0.851,4.617,-13.012,9.917,0609-1-01-728,Von Bauch in Stand,4.051,35.149,4.703,30.791,87.458,38.456
1.749,1.493,0.621,-0.203,-0.396,-19.795,13.305,-12.084,0609-1-01-728,Von Bauch in Stand,4.051,35.149,4.703,30.791,87.458,38.456
1.903,1.409,-0.272,-0.21,-0.349,-6.903,45.882,28.999,0609-1-01-728,Von Bauch in Stand,4.051,35.149,4.703,30.791,87.458,38.456
23.426,11.631,9.465,0.367,17.934,4.201,109.12,-14.946,0609-1-01-728,Von Bauch in Stand,4.051,35.149,4.703,30.791,87.458,38.456
32.421,45.363,0.811,2.952,22.624,-52.895,-197.652,50.91,20190930-1616-FRANKFURT_1-01-42,Barani C,-135.395,-106.665,190.95,139.515,267.728,193.958
13.252,13.937,-8.002,2.215,-8.818,-104.396,-275.115,120.282,20190930-1616-FRANKFURT_1-01-42,Barani C,-135.395,-106.665,190.95,139.515,267.728,193.958
6.877,7.362,-1.259,1.067,-6.082,-98.996,-15.842,133.465,20190930-1616-FRANKFURT_1-01-42,Barani C,-135.395,-106.665,190.95,139.515,267.728,193.958
5.593,5.77,-1.571,-1.639,-4.925,-96.728,58.775,156.643,20190930-1616-FRANKFURT_1-01-42,Barani C,-135.395,-106.665,190.95,139.515,267.728,193.958
24.494,11.471,4.466,-0.022,18.96,-14.82,137.702,58.151,20190930-1616-FRANKFURT_1-01-42,Barani C,-135.395,-106.665,190.95,139.515,267.728,193.958
32.785,43.458,0.992,0.72,19.706,11.163,141.344,-28.469,0609-1-01-495,Doppelsalto B,8.934,700.161,-14.743,79.528,730.212,66.633
24.508,22.249,-22.472,-2.292,-3.291,-53.144,415.58,-3.054,0609-1-01-495,Doppelsalto B,8.934,700.161,-14.743,79.528,730.212,66.633
40.428,38.811,-32.732,-0.983,-20.334,1.453,753.015,27.888,0609-1-01-495,Doppelsalto B,8.934,700.161,-14.743,79.528,730.212,66.633
11.152,15.831,-5.588,-0.312,-7.799,46.074,280.905,-23.987,0609-1-01-495,Doppelsalto B,8.934,700.161,-14.743,79.528,730.212,66.633
27.185,15.335,6.921,0.168,10.852,16.751,204.209,-9.381,0609-1-01-495,Doppelsalto B,8.934,700.161,-14.743,79.528,730.212,66.633
52.275,61.986,-12.555,1.225,19.584,-4.139,-516.121,24.647,0609-4-01-423,Fliffis B,-99.376,-76.916,243.102,139.778,605.727,259.976
25.85,29.826,-22.86,1.634,-9.148,19.812,-278.602,121.351,0609-4-01-423,Fliffis B,-99.376,-76.916,243.102,139.778,605.727,259.976
22.918,22.887,-11.684,-2.112,-19.119,-195.704,55.047,354.753,0609-4-01-423,Fliffis B,-99.376,-76.916,243.102,139.778,605.727,259.976
15.949,16.549,-9.096,-2.374,-12.815,-60.4,272.193,105.288,0609-4-01-423,Fliffis B,-99.376,-76.916,243.102,139.778,605.727,259.976
31.205,18.776,-0.759,-0.228,16.75,-9.218,287.497,17.579,0609-4-01-423,Fliffis B,-99.376,-76.916,243.102,139.778,605.727,259.976
27.646,40.62,11.633,-0.41,15.137,-9.352,230.731,12.362,0609-4-01-297,Salto C,-6.676,347.735,10.769,15.59,347.735,23.556
6.709,7.361,-4.172,-0.315,-4.796,-2.417,221.842,1.182,0609-4-01-297,Salto C,-6.676,347.735,10.769,15.59,347.735,23.556
6.543,6.316,-3.48,-0.439,-5.359,-3.699,180.922,15.242,0609-4-01-297,Salto C,-6.676,347.735,10.769,15.59,347.735,23.556
6.633,6.522,-4.506,-0.604,-4.822,-3.227,175.22,15.899,0609-4-01-297,Salto C,-6.676,347.735,10.769,15.59,347.735,23.556
25.631,13.714,8.744,0.415,13.309,0.2,233.751,1.246,0609-4-01-297,Salto C,-6.676,347.735,10.769,15.59,347.735,23.556
30.784,42.741,10.302,-0.115,15.696,-9.142,91.48,8.098,0609-4-01-318,Salto C,9.932,364.258,8.522,32.99,382.66,37.358
14.836,15.192,-10.279,-0.209,-5.831,0.221,402.358,12.373,0609-4-01-318,Salto C,9.932,364.258,8.522,32.99,382.66,37.358
4.331,5.369,-1.11,-0.401,-3.242,6.035,148.427,15.983,0609-4-01-318,Salto C,9.932,364.258,8.522,32.99,382.66,37.358
3.156,3.152,-1.535,-0.499,-2.693,16.791,111.732,7.014,0609-4-01-318,Salto C,9.932,364.258,8.522,32.99,382.66,37.358
28.315,13.685,10.676,-0.066,18.814,11.196,137.003,-8.762,0609-4-01-318,Salto C,9.932,364.258,8.522,32.99,382.66,37.358
33.166,42.675,0.522,0.11,24.851,-6.531,87.683,15.966,20191007-1150-FRANKFURT_2-01-107,Salto B,24.618,344.258,0.635,36.763,403.398,40.229
14.469,14.436,-3.35,-0.162,-10.919,16.583,207.673,-27.398,20191007-1150-FRANKFURT_2-01-107,Salto B,24.618,344.258,0.635,36.763,403.398,40.229
19.623,21.372,-13.916,0.054,-12.97,12.546,436.754,5.411,20191007-1150-FRANKFURT_2-01-107,Salto B,24.618,344.258,0.635,36.763,403.398,40.229
6.384,6.844,-4.481,-0.489,-4.241,16.622,139.007,5.327,20191007-1150-FRANKFURT_2-01-107,Salto B,24.618,344.258,0.635,36.763,403.398,40.229
24.28,12.356,5.964,-0.308,19.662,34.472,166.356,18.708,20191007-1150-FRANKFURT_2-01-107,Salto B,24.618,344.258,0.635,36.763,403.398,40.229
35.392,46.691,1.266,0.014,24.149,3.541,-245.757,38.757,0609-4-01-526,Barani C,-34.949,-84.956,223.847,66.754,291.278,229.977
12.851,13.606,-8.763,1.353,-7.631,-4.119,-204.683,118.29,0609-4-01-526,Barani C,-34.949,-84.956,223.847,66.754,291.278,229.977
7.541,8.587,-3.994,-1.193,-5.671,-72.101,-9.331,259.145,0609-4-01-526,Barani C,-34.949,-84.956,223.847,66.754,291.278,229.977
5.078,5.311,-2.63,-0.969,-4.198,-40.338,106.634,151.524,0609-4-01-526,Barani C,-34.949,-84.956,223.847,66.754,291.278,229.977
27.336,13.883,7.002,-0.599,20.091,20.61,138.949,37.194,0609-4-01-526,Barani C,-34.949,-84.956,223.847,66.754,291.278,229.977
28.739,40.6,-1.939,3.999,20.822,106.617,177.87,91.935,20191007-1150-FRANKFURT_2-01-71,Schraubensalto A,124.458,180.242,351.427,158.517,319.803,358.226
6.841,6.573,-5.734,-1.987,-1.608,202.064,-12.89,283.05,20191007-1150-FRANKFURT_2-01-71,Schraubensalto A,124.458,180.242,351.427,158.517,319.803,358.226
18.018,16.248,-13.458,-2.575,-9.156,48.544,-103.328,512.478,20191007-1150-FRANKFURT_2-01-71,Schraubensalto A,124.458,180.242,351.427,158.517,319.803,358.226
12.658,14.286,-6.76,-3.184,-8.762,-30.163,199.882,187.52,20191007-1150-FRANKFURT_2-01-71,Schraubensalto A,124.458,180.242,351.427,158.517,319.803,358.226
24.795,13.215,2.979,0.345,17.119,64.858,311.458,42.722,20191007-1150-FRANKFURT_2-01-71,Schraubensalto A,124.458,180.242,351.427,158.517,319.803,358.226
38.372,51.345,19.973,1.487,19.152,11.06,-60.988,7.773,0609-1-01-755,Von Bauch in Stand,6.859,26.999,5.796,28.415,98.326,37.15
2.387,4.685,0.17,-0.45,-0.608,13.596,-2.219,7.698,0609-1-01-755,Von Bauch in Stand,6.859,26.999,5.796,28.415,98.326,37.15
1.439,0.899,-0.03,-0.145,-0.561,3.621,27.278,1.274,0609-1-01-755,Von Bauch in Stand,6.859,26.999,5.796,28.415,98.326,37.15
1.315,0.949,-0.152,-0.045,-0.312,-6.252,22.438,0.249,0609-1-01-755,Von Bauch in Stand,6.859,26.999,5.796,28.415,98.326,37.15
23.924,11.554,9.675,-0.271,18.251,-3.65,94.051,-2.783,0609-1-01-755,Von Bauch in Stand,6.859,26.999,5.796,28.415,98.326,37.15
33.239,44.752,0.694,-0.362,23.506,-6.596,14.554,8.256,20190930-1616-FRANKFURT_1-01-13,Salto B,9.39,357.059,11.761,27.989,417.951,31.169
17.059,15.964,-6.711,-0.36,-10.075,23.316,269.356,2.173,20190930-1616-FRANKFURT_1-01-13,Salto B,9.39,357.059,11.761,27.989,417.951,31.169
16.506,19.77,-13.626,0.021,-5.335,2.826,393.296,-6.7,20190930-1616-FRANKFURT_1-01-13,Salto B,9.39,357.059,11.761,27.989,417.951,31.169
4.651,4.443,-1.317,-0.429,-4.242,1.978,87.92,10.147,20190930-1616-FRANKFURT_1-01-13,Salto B,9.39,357.059,11.761,27.989,417.951,31.169
24.419,11.256,5.325,-1.033,18.133,2.889,209.453,18.301,20190930-1616-FRANKFURT_1-01-13,Salto B,9.39,357.059,11.761,27.989,417.951,31.169
34.075,44.534,0.204,0.461,18.124,10.422,143.075,-19.051,0609-1-01-595,Doppelsalto B,11.288,704.22,-19.768,70.807,740.575,52.211
27.261,24.718,-25.774,-2.421,-4.766,-53.183,472.026,-11.083,0609-1-01-595,Doppelsalto B,11.288,704.22,-19.768,70.807,740.575,52.211
43.833,43.498,-33.998,0.233,-24.398,24.656,766.977,15.978,0609-1-01-595,Doppelsalto B,11.288,704.22,-19.768,70.807,740.575,52.211
11.772,15.419,-4.824,-0.599,-9.234,46.025,272.475,-28.437,0609-1-01-595,Doppelsalto B,11.288,704.22,-19.768,70.807,740.575,52.211
28.986,16.997,3.526,-0.01,14.724,1.796,217.045,-9.184,0609-1-01-595,Doppelsalto B,11.288,704.22,-19.768,70.807,740.575,52.211
31.389,43.253,3.379,-0.355,21.728,17.734,41.14,-7.651,0609-1-01-369,Salto C,16.284,364.463,-19.218,35.427,391.342,38.501
21.407,18.327,-13.863,0.049,-13.24,-1.914,485.529,-21.045,0609-1-01-369,Salto C,16.284,364.463,-19.218,35.427,391.342,38.501
5.105,8.889,-3.497,-0.342,-1.55,21.117,216.775,-13.255,0609-1-01-369,Salto C,16.284,364.463,-19.218,35.427,391.342,38.501
3.832,3.018,-0.247,-0.459,-3.008,2.03,100.288,-7.669,0609-1-01-369,Salto C,16.284,364.463,-19.218,35.427,391.342,38.501
26.202,13.109,6.193,0.789,20.351,3.543,124.434,-1.819,0609-1-01-369,Salto C,16.284,364.463,-19.218,35.427,391.342,38.501
37.769,48.448,2.175,3.443,15.349,-15.109,152.494,3.846,20190930-1616-FRANKFURT_1-01-326,Doppelsalto C,17.66,703.181,-18.694,65.013,715.451,81.26
38.365,33.881,-35.178,0.265,-13.945,8.963,573.515,5.278,20190930-1616-FRANKFURT_1-01-326,Doppelsalto C,17.66,703.181,-18.694,65.013,715.451,81.26
48.661,48.683,-39.377,2.825,-26.809,67.256,714.017,-15.86,20190930-1616-FRANKFURT_1-01-326,Doppelsalto C,17.66,703.181,-18.694,65.013,715.451,81.26
17.338,23.489,-7.375,-0.677,-5.885,-5.469,235.215,-20.785,20190930-1616-FRANKFURT_1-01-326,Doppelsalto C,17.66,703.181,-18.694,65.013,715.451,81.26
30.327,17.165,2.487,1.276,13.261,-7.748,264.469,-9.846,20190930-1616-FRANKFURT_1-01-326,Doppelsalto C,17.66,703.181,-18.694,65.013,715.451,81.26
32.939,45.631,5.893,-1.769,21.393,7.214,17.023,12.792,0110-MORITZ-01-139,Salto C,-4.39,344.54,11.252,23.657,383.878,28.472
18.93,18.067,-11.055,-0.726,-10.124,-22.178,436.039,9.962,0110-MORITZ-01-139,Salto C,-4.39,344.54,11.252,23.657,383.878,28.472
3.609,5.516,-2.174,-0.735,-2.173,4.133,158.42,3.944,0110-MORITZ-01-139,Salto C,-4.39,344.54,11.252,23.657,383.878,28.472
2.657,2.739,-1.381,-0.691,-2.131,1.256,110.899,-1.858,0110-MORITZ-01-139,Salto C,-4.39,344.54,11.252,23.657,383.878,28.472
25.813,11.802,10.729,-1.217,17.978,-1.058,98.571,0.933,0110-MORITZ-01-139,Salto C,-4.39,344.54,11.252,23.657,383.878,28.472
26.153,37.824,6.153,-1.198,23.482,-2.939,4.168,6.806,0609-1-01-844,Bauchsprung,-7.398,-30.571,-10.411,24.323,109.139,34.2
1.44,1.466,-0.789,-0.237,0.269,-6.087,-65.486,-15.465,0609-1-01-844,Bauchsprung,-7.398,-30.571,-10.411,24.323,109.139,34.2
2.007,1.497,-0.807,-0.047,-0.724,13.358,-91.044,5.112,0609-1-01-844,Bauchsprung,-7.398,-30.571,-10.411,24.323,109.139,34.2
2.595,1.916,0.425,-0.444,-0.988,0.11,-19.382,-2.625,0609-1-01-844,Bauchsprung,-7.398,-30.571,-10.411,24.323,109.139,34.2
25.842,12.035,19.655,1.167,12.578,-24.627,81.586,-23.472,0609-1-01-844,Bauchsprung,-7.398,-30.571,-10.411,24.323,109.139,34.2
36.326,49.02,20.297,1.402,18.707,-13.147,-48.582,-8.029,0609-1-01-779,Von Bauch in Stand,-6.17,35.943,4.107,30.697,102.873,34.162
2.057,4.143,-0.38,-0.206,-0.467,-4.652,-2.761,4.773,0609-1-01-779,Von Bauch in Stand,-6.17,35.943,4.107,30.697,102.873,34.162
1.999,1.693,0.191,-0.292,-0.87,8.564,-0.822,-2.372,0609-1-01-779,Von Bauch in Stand,-6.17,35.943,4.107,30.697,102.873,34.162
1.923,1.39,-0.195,-0.177,-0.615,5.301,54.192,-5.621,0609-1-01-779,Von Bauch in Stand,-6.17,35.943,4.107,30.697,102.873,34.162
23.403,11.736,8.945,-0.635,18.606,-13.589,105.686,21.491,0609-1-01-779,Von Bauch in Stand,-6.17,35.943,4.107,30.697,102.873,34.162
31.149,44.967,-1.75,3.246,20.968,30.388,143.751,-46.659,20191008-1207-FRANKFURT_2-01-173,Salto A,57.85,345.92,-44.711,70.212,349.26,61.528
9.999,10.747,-2.64,-1.098,-8.631,12.895,186.096,-4.767,20191008-1207-FRANKFURT_2-01-173,Salto A,57.85,345.92,-44.711,70.212,349.26,61.528
7.312,7.639,-3.72,-0.833,-6.06,53.82,234.449,-25.717,20191008-1207-FRANKFURT_2-01-173,Salto A,57.85,345.92,-44.711,70.212,349.26,61.528
7.32,7.064,-4.036,-0.769,-5.938,31.968,176.478,-31.775,20191008-1207-FRANKFURT_2-01-173,Salto A,57.85,345.92,-44.711,70.212,349.26,61.528
25.553,11.973,-1.118,1.697,19.086,40.057,278.325,-24.445,20191008-1207-FRANKFURT_2-01-173,Salto A,57.85,345.92,-44.711,70.212,349.26,61.528
26.825,40.354,12.021,0.238,17.047,-1.218,169.76,18.71,0609-4-01-462,Salto C,12.03,356.044,3.679,22.705,356.044,25.99
