ACC_N,ACC_N_ROT_filtered,Acc_x_Fil,Acc_y_Fil,Acc_z_Fil,Gyro_x_Fil,Gyro_y_Fil,Gyro_z_Fil,SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_Abs_I_x LapEnd,DJump_Abs_I_y LapEnd,DJump_Abs_I_z LapEnd
32.401,44.568,3.329,8.81,22.463,33.933,216.803,-55.869,20191008-1207-FRANKFURT_2-01-364,Salto A,48.935,342.174,-87.658,50.904,344.94,98.19
9.334,9.1,-0.97,-2.097,-8.094,9.975,176.694,-55.932,20191008-1207-FRANKFURT_2-01-364,Salto A,48.935,342.174,-87.658,50.904,344.94,98.19
7.421,7.636,-3.227,-1.472,-6.489,27.107,205.07,-48.442,20191008-1207-FRANKFURT_2-01-364,Salto A,48.935,342.174,-87.658,50.904,344.94,98.19
8.67,8.14,-5.254,-1.595,-6.6,16.876,171.126,-27.334,20191008-1207-FRANKFURT_2-01-364,Salto A,48.935,342.174,-87.658,50.904,344.94,98.19
25.669,12.917,0.582,4.758,17.216,61.655,300.176,-81.195,20191008-1207-FRANKFURT_2-01-364,Salto A,48.935,342.174,-87.658,50.904,344.94,98.19
30.812,42.526,1.689,-2.128,24.432,-88.472,223.497,-104.953,20191003-1152-FRANKFURT_1-01-104,Schraubensalto A,-44.108,202.311,-356.89,162.433,281.927,368.086
10.046,8.297,-9.323,0.364,-0.71,-183.693,-28.488,-375.639,20191003-1152-FRANKFURT_1-01-104,Schraubensalto A,-44.108,202.311,-356.89,162.433,281.927,368.086
13.367,14.126,-6.729,3.121,-10.678,108.686,-8.099,-434.374,20191003-1152-FRANKFURT_1-01-104,Schraubensalto A,-44.108,202.311,-356.89,162.433,281.927,368.086
9.899,9.811,-4.26,0.84,-8.246,51.414,194.227,-120.605,20191003-1152-FRANKFURT_1-01-104,Schraubensalto A,-44.108,202.311,-356.89,162.433,281.927,368.086
26.855,15.234,0.046,1.882,19.039,-22.699,217.126,-12.808,20191003-1152-FRANKFURT_1-01-104,Schraubensalto A,-44.108,202.311,-356.89,162.433,281.927,368.086
29.861,41.564,1.182,5.694,23.477,60.332,244.534,57.397,20191007-1534-FRANKFURT_2-01-104,Schraubensalto A,89.035,190.669,335.873,171.395,266.508,355.733
7.871,7.067,-6.871,-2.175,-1.783,235.803,-11.78,341.848,20191007-1534-FRANKFURT_2-01-104,Schraubensalto A,89.035,190.669,335.873,171.395,266.508,355.733
13.411,12.84,-8.084,-2.907,-9.596,-54.447,-43.511,432.621,20191007-1534-FRANKFURT_2-01-104,Schraubensalto A,89.035,190.669,335.873,171.395,266.508,355.733
9.463,10.317,-5.339,-3.179,-6.948,-25.79,153.559,190.524,20191007-1534-FRANKFURT_2-01-104,Schraubensalto A,89.035,190.669,335.873,171.395,266.508,355.733
28.222,15.125,2.235,1.744,20.783,54.533,231.023,-0.478,20191007-1534-FRANKFURT_2-01-104,Schraubensalto A,89.035,190.669,335.873,171.395,266.508,355.733
34.166,46.081,0.17,1.161,23.528,-16.853,-255.794,51.902,0609-4-01-600,Barani C,-13.808,-71.418,229.805,49.434,315.849,242.231
13.798,14.273,-10.558,1.707,-7.367,-10.26,-236.149,140.18,0609-4-01-600,Barani C,-13.808,-71.418,229.805,49.434,315.849,242.231
8.496,9.626,-5.374,-0.48,-6.078,-31.721,4.952,291.227,0609-4-01-600,Barani C,-13.808,-71.418,229.805,49.434,315.849,242.231
6.94,7.093,-4.727,-1.389,-4.704,-3.748,143.156,142.927,0609-4-01-600,Barani C,-13.808,-71.418,229.805,49.434,315.849,242.231
24.965,12.295,6.707,-1.803,19.516,23.3,157.755,23.724,0609-4-01-600,Barani C,-13.808,-71.418,229.805,49.434,315.849,242.231
32.399,45.178,5.326,-1.312,20.837,-0.315,24.395,7.276,0827-BK2-01-10,Salto C,0.292,331.756,-1.512,39.136,349.877,38.545
18.823,15.736,-10.933,1.244,-7.152,13.663,432.904,-4.984,0827-BK2-01-10,Salto C,0.292,331.756,-1.512,39.136,349.877,38.545
4.482,8.197,-0.909,0.908,-2.097,-14.428,130.199,-8.412,0827-BK2-01-10,Salto C,0.292,331.756,-1.512,39.136,349.877,38.545
3.54,2.927,-1.571,0.624,-2.126,6.428,61.821,1.249,0827-BK2-01-10,Salto C,0.292,331.756,-1.512,39.136,349.877,38.545
26.664,12.39,5.683,0.13,20.524,-3.849,166.782,1.591,0827-BK2-01-10,Salto C,0.292,331.756,-1.512,39.136,349.877,38.545
34.727,47.961,1.786,-0.789,24.846,17.454,-202.496,39.459,20191007-1159-FRANKFURT_1-01-229,Barani A,-50.402,73.044,171.403,73.54,291.198,202.85
10.47,9.832,-4.782,1.318,-8.622,-99.758,-132.944,205.204,20191007-1159-FRANKFURT_1-01-229,Barani A,-50.402,73.044,171.403,73.54,291.198,202.85
9.956,10.803,-3.956,-3.555,-8.039,-60.955,105.209,294.994,20191007-1159-FRANKFURT_1-01-229,Barani A,-50.402,73.044,171.403,73.54,291.198,202.85
9.425,9.174,-6.821,-1.347,-5.744,2.83,209.721,25.04,20191007-1159-FRANKFURT_1-01-229,Barani A,-50.402,73.044,171.403,73.54,291.198,202.85
29.013,14.485,5.75,-1.035,23.716,-18.927,251.821,-19.669,20191007-1159-FRANKFURT_1-01-229,Barani A,-50.402,73.044,171.403,73.54,291.198,202.85
31.697,44.806,-3.353,2.205,23.112,8.368,20.292,-16.364,20191008-1207-FRANKFURT_2-01-141,Salto B,27.662,343.185,-27.756,44.99,419.242,56.069
16.525,14.062,-3.952,-0.872,-10.417,-3.274,200.706,-13.833,20191008-1207-FRANKFURT_2-01-141,Salto B,27.662,343.185,-27.756,44.99,419.242,56.069
24.789,28.03,-19.402,0.625,-10.131,52.646,503.814,-35.184,20191008-1207-FRANKFURT_2-01-141,Salto B,27.662,343.185,-27.756,44.99,419.242,56.069
4.865,5.257,-1.1,-1.197,-3.814,4.065,95.364,-14.134,20191008-1207-FRANKFURT_2-01-141,Salto B,27.662,343.185,-27.756,44.99,419.242,56.069
25.861,11.612,4.394,2.183,19.669,17.078,181.249,1.52,20191008-1207-FRANKFURT_2-01-141,Salto B,27.662,343.185,-27.756,44.99,419.242,56.069
35.595,47.415,-1.336,1.84,24.219,-42.539,-225.562,32.85,20190930-1247-FRANKFURT_2-01-88,Barani C,-91.429,-131.234,188.133,95.999,318.435,195.76
14.85,16.214,-11.044,1.877,-8.53,-54.005,-369.796,87.136,20190930-1247-FRANKFURT_2-01-88,Barani C,-91.429,-131.234,188.133,95.999,318.435,195.76
13.837,13.196,-2.911,1.841,-6.02,-53.968,8.942,180.549,20190930-1247-FRANKFURT_2-01-88,Barani C,-91.429,-131.234,188.133,95.999,318.435,195.76
5.938,7.05,-1.586,-1.78,-5.045,-75.6,59.381,171.378,20190930-1247-FRANKFURT_2-01-88,Barani C,-91.429,-131.234,188.133,95.999,318.435,195.76
23.559,11.055,2.967,-0.236,18.743,-30.105,168.603,74.517,20190930-1247-FRANKFURT_2-01-88,Barani C,-91.429,-131.234,188.133,95.999,318.435,195.76
39.208,51.067,-2.18,-0.658,21.7,17.341,-383.734,14.319,20191007-1159-FRANKFURT_1-01-189,Barani B,22.636,-11.292,170.358,67.271,358.93,204.996
9.788,10.735,-4.341,1.789,-4.513,14.574,-184.669,83.518,20191007-1159-FRANKFURT_1-01-189,Barani B,22.636,-11.292,170.358,67.271,358.93,204.996
9.646,10.77,-6.747,-1.902,-5.099,61.993,30.347,388.881,20191007-1159-FRANKFURT_1-01-189,Barani B,22.636,-11.292,170.358,67.271,358.93,204.996
8.12,7.609,-5.248,-1.497,-5.775,-6.653,207.421,55.699,20191007-1159-FRANKFURT_1-01-189,Barani B,22.636,-11.292,170.358,67.271,358.93,204.996
29.568,16.95,-1.424,-1.707,23.467,-16.633,296.535,-11.275,20191007-1159-FRANKFURT_1-01-189,Barani B,22.636,-11.292,170.358,67.271,358.93,204.996
33.065,45.891,5.93,-1.893,20.64,2.173,33.191,-0.246,0115-MORITZ-03-57,Salto C,-7.878,343.542,15.007,22.678,382.112,31.571
17.886,17.581,-10.147,-0.865,-9.357,-23.238,413.686,26.929,0115-MORITZ-03-57,Salto C,-7.878,343.542,15.007,22.678,382.112,31.571
3.697,5.215,-1.71,-0.577,-2.788,2.934,163.928,7.263,0115-MORITZ-03-57,Salto C,-7.878,343.542,15.007,22.678,382.112,31.571
2.928,3.053,-1.353,-0.58,-2.512,0.396,122.374,0.07,0115-MORITZ-03-57,Salto C,-7.878,343.542,15.007,22.678,382.112,31.571
26.996,12.441,10.396,-2.095,18.929,-1.345,82.928,1.306,0115-MORITZ-03-57,Salto C,-7.878,343.542,15.007,22.678,382.112,31.571
28.801,42.705,-0.097,-1.283,19.994,11.039,247.128,2.518,20191007-1159-FRANKFURT_1-01-306,Salto A,9.77,337.336,-11.405,21.518,338.961,31.527
8.205,8.518,0.004,-0.751,-7.936,2.612,198.789,-3.634,20191007-1159-FRANKFURT_1-01-306,Salto A,9.77,337.336,-11.405,21.518,338.961,31.527
7.204,7.268,-1.95,-1.077,-6.782,8.116,203.415,-0.454,20191007-1159-FRANKFURT_1-01-306,Salto A,9.77,337.336,-11.405,21.518,338.961,31.527
7.134,7.243,-4.62,-0.522,-4.999,1.477,158.049,-9.406,20191007-1159-FRANKFURT_1-01-306,Salto A,9.77,337.336,-11.405,21.518,338.961,31.527
25.766,11.478,4.474,0.564,21.848,3.916,205.944,-9.83,20191007-1159-FRANKFURT_1-01-306,Salto A,9.77,337.336,-11.405,21.518,338.961,31.527
27.285,39.376,3.091,-1.28,24.461,-0.379,-7.565,-2.544,0609-1-01-649,Bauchsprung,0.233,-42.446,-7.222,18.309,127.442,33.993
0.943,1.015,-0.467,-0.079,0.299,0.587,-62.792,-6.736,0609-1-01-649,Bauchsprung,0.233,-42.446,-7.222,18.309,127.442,33.993
2.008,1.477,-1.05,-0.237,-0.633,-0.954,-96.046,9.248,0609-1-01-649,Bauchsprung,0.233,-42.446,-7.222,18.309,127.442,33.993
2.977,2.242,0.485,-0.425,-1.271,7.956,-42.165,2.492,0609-1-01-649,Bauchsprung,0.233,-42.446,-7.222,18.309,127.442,33.993
28.233,14.297,20.817,0.322,14.458,-5.885,91.647,-22.738,0609-1-01-649,Bauchsprung,0.233,-42.446,-7.222,18.309,127.442,33.993
32.417,43.945,5.205,0.763,25.184,19.198,50.035,-31.002,0115-JANEIKE-01-121,Salto B,11.9,342.048,-24.249,50.112,413.815,62.695
14.511,12.453,-4.18,-0.665,-8.756,-37.244,183.51,-21.262,0115-JANEIKE-01-121,Salto B,11.9,342.048,-24.249,50.112,413.815,62.695
17.52,20.576,-15.356,-0.295,-4.946,19.595,434.572,6.953,0115-JANEIKE-01-121,Salto B,11.9,342.048,-24.249,50.112,413.815,62.695
3.991,3.184,-1.597,-0.37,-2.513,16.8,61.277,-10.288,0115-JANEIKE-01-121,Salto B,11.9,342.048,-24.249,50.112,413.815,62.695
25.371,12.716,13.49,-1.702,13.137,14.631,178.365,-9.245,0115-JANEIKE-01-121,Salto B,11.9,342.048,-24.249,50.112,413.815,62.695
46.122,57.971,-5.267,-5.533,15.798,-21.931,-361.585,-167.283,0115-MORITZ-03-58,Voll- ein- Rudi- aus B,-549.865,-126.411,-744.918,589.217,605.469,767.432
39.816,35.914,-26.859,9.983,-13.538,-557.485,-140.218,-526.386,0115-MORITZ-03-58,Voll- ein- Rudi- aus B,-549.865,-126.411,-744.918,589.217,605.469,767.432
40.196,42.211,-26.561,-7.982,-0.817,-568.193,-17.19,-593.141,0115-MORITZ-03-58,Voll- ein- Rudi- aus B,-549.865,-126.411,-744.918,589.217,605.469,767.432
32.694,35.728,-23.427,8.042,-17.86,-225.441,-123.861,-549.739,0115-MORITZ-03-58,Voll- ein- Rudi- aus B,-549.865,-126.411,-744.918,589.217,605.469,767.432
34.069,23.686,-3.419,-1.722,9.491,-19.208,326.169,-50.227,0115-MORITZ-03-58,Voll- ein- Rudi- aus B,-549.865,-126.411,-744.918,589.217,605.469,767.432
51.346,60.4,-13.819,2.966,20.884,-31.784,-519.498,56.454,0609-4-01-372,Fliffis B,-57.597,-44.545,249.708,94.478,626.008,262.178
26.594,30.551,-23.698,3.419,-9.102,-2.473,-297.996,153.648,0609-4-01-372,Fliffis B,-57.597,-44.545,249.708,94.478,626.008,262.178
24.217,24.282,-13.818,-1.318,-19.343,-134.224,148.247,370.761,0609-4-01-372,Fliffis B,-57.597,-44.545,249.708,94.478,626.008,262.178
14.771,15.882,-10.042,-0.427,-10.619,1.841,285.801,72.425,0609-4-01-372,Fliffis B,-57.597,-44.545,249.708,94.478,626.008,262.178
30.258,17.323,1.493,0.676,15.216,17.74,280.921,-2.896,0609-4-01-372,Fliffis B,-57.597,-44.545,249.708,94.478,626.008,262.178
48.747,56.657,-14.539,3.135,19.744,-98.211,-515.384,23.411,20191007-1150-FRANKFURT_2-01-214,Fliffis C,-93.13,-419.396,189.693,117.027,655.991,219.76
51.029,46.425,-49.182,5.144,-11.878,-86.905,-625.501,-24.539,20191007-1150-FRANKFURT_2-01-214,Fliffis C,-93.13,-419.396,189.693,117.027,655.991,219.76
52.564,57.279,-42.476,6.356,-27.307,-60.466,-526.218,174.833,20191007-1150-FRANKFURT_2-01-214,Fliffis C,-93.13,-419.396,189.693,117.027,655.991,219.76
22.282,25.529,-9.063,-0.773,-18.803,-67.6,52.98,379.907,20191007-1150-FRANKFURT_2-01-214,Fliffis C,-93.13,-419.396,189.693,117.027,655.991,219.76
27.296,18.641,-0.828,-2.91,13.856,21.868,295.346,59.364,20191007-1150-FRANKFURT_2-01-214,Fliffis C,-93.13,-419.396,189.693,117.027,655.991,219.76
36.302,51.249,1.402,4.16,21.473,-67.049,-197.772,100.792,20191008-1207-FRANKFURT_2-01-91,Barani A,-102.309,25.945,201.649,126.14,300.898,226.062
8.411,8.306,-3.699,0.727,-7.242,-77.406,-158.581,80.114,20191008-1207-FRANKFURT_2-01-91,Barani A,-102.309,25.945,201.649,126.14,300.898,226.062
9.417,9.648,-2.451,-1.455,-8.806,-138.407,-20.265,245.58,20191008-1207-FRANKFURT_2-01-91,Barani A,-102.309,25.945,201.649,126.14,300.898,226.062
8.886,8.857,-4.143,-3.317,-7.043,-52.844,162.442,157.578,20191008-1207-FRANKFURT_2-01-91,Barani A,-102.309,25.945,201.649,126.14,300.898,226.062
27.174,13.76,-1.404,0.398,19.514,27.016,301.96,25.485,20191008-1207-FRANKFURT_2-01-91,Barani A,-102.309,25.945,201.649,126.14,300.898,226.062
44.569,57.846,19.553,1.719,9.995,13.151,-88.732,20.525,20191003-1152-FRANKFURT_1-01-28,Cody C,-41.946,378.669,-7.891,55.654,450.85,35.057
31.432,30.789,-25.34,-2.41,-14.962,-41.707,559.46,0.514,20191003-1152-FRANKFURT_1-01-28,Cody C,-41.946,378.669,-7.891,55.654,450.85,35.057
8.766,11.019,-4.538,-1.418,-6.642,-37.64,294.701,-8.253,20191003-1152-FRANKFURT_1-01-28,Cody C,-41.946,378.669,-7.891,55.654,450.85,35.057
7.726,7.365,-3.53,-1.414,-6.706,-23.041,155.037,-4.864,20191003-1152-FRANKFURT_1-01-28,Cody C,-41.946,378.669,-7.891,55.654,450.85,35.057
24.379,13.385,3.998,-0.148,17.287,-38.552,205.018,-13.087,20191003-1152-FRANKFURT_1-01-28,Cody C,-41.946,378.669,-7.891,55.654,450.85,35.057
33.442,48.751,23.528,0.241,15.3,3.7,-26.93,0.266,0609-1-01-167,Von Bauch in Stand,7.437,37.292,8.631,24.997,66.109,33.847
2.119,2.691,-0.243,-0.081,-0.468,-11.396,8.859,5.607,0609-1-01-167,Von Bauch in Stand,7.437,37.292,8.631,24.997,66.109,33.847
1.568,1.003,0.163,-0.345,-0.44,12.581,23.731,17.621,0609-1-01-167,Von Bauch in Stand,7.437,37.292,8.631,24.997,66.109,33.847
1.887,1.286,-0.438,-0.318,-0.584,9.936,27.107,-13.442,0609-1-01-167,Von Bauch in Stand,7.437,37.292,8.631,24.997,66.109,33.847
24.245,12.113,9.873,-1.0,18.963,6.479,74.684,11.315,0609-1-01-167,Von Bauch in Stand,7.437,37.292,8.631,24.997,66.109,33.847
26.284,38.651,3.201,0.509,24.241,1.79,3.484,5.595,0609-1-01-900,Bauchsprung,-5.656,-37.102,-8.543,26.796,125.806,29.983
1.887,1.617,-1.054,-0.253,-0.44,-17.01,-97.806,-6.166,0609-1-01-900,Bauchsprung,-5.656,-37.102,-8.543,26.796,125.806,29.983
1.702,1.441,-0.201,-0.07,-0.102,3.485,-91.035,-14.71,0609-1-01-900,Bauchsprung,-5.656,-37.102,-8.543,26.796,125.806,29.983
2.401,1.84,0.246,-0.258,-1.139,8.793,-16.94,0.384,0609-1-01-900,Bauchsprung,-5.656,-37.102,-8.543,26.796,125.806,29.983
27.603,13.357,18.818,0.209,15.06,-12.33,96.344,-8.086,0609-1-01-900,Bauchsprung,-5.656,-37.102,-8.543,26.796,125.806,29.983
32.132,44.42,3.786,1.919,22.619,6.341,29.823,-22.855,0827-BK2-02-22,Salto C,4.079,341.868,-51.268,30.802,361.52,60.863
20.916,17.946,-15.035,-0.258,-10.73,-19.072,448.167,-54.459,0827-BK2-02-22,Salto C,4.079,341.868,-51.268,30.802,361.52,60.863
7.357,10.672,-5.431,0.582,-1.209,13.646,224.941,-20.648,0827-BK2-02-22,Salto C,4.079,341.868,-51.268,30.802,361.52,60.863
3.493,2.652,-0.814,0.494,-2.482,12.11,99.88,-31.295,0827-BK2-02-22,Salto C,4.079,341.868,-51.268,30.802,361.52,60.863
24.832,11.712,5.535,0.451,21.142,-2.316,99.586,-5.731,0827-BK2-02-22,Salto C,4.079,341.868,-51.268,30.802,361.52,60.863
31.942,46.728,4.625,3.398,21.178,-3.144,126.76,-36.933,20191007-1524-FRANKFURT_1-01-114,Doppelsalto B,30.341,330.816,-30.893,49.169,344.957,59.562
11.35,10.458,-6.543,-0.248,-9.193,10.054,301.093,-4.645,20191007-1524-FRANKFURT_1-01-114,Doppelsalto B,30.341,330.816,-30.893,49.169,344.957,59.562
13.59,15.473,-7.888,-0.387,-5.31,47.364,288.161,-29.113,20191007-1524-FRANKFURT_1-01-114,Doppelsalto B,30.341,330.816,-30.893,49.169,344.957,59.562
5.014,4.883,-2.607,-1.001,-4.048,5.319,127.384,-17.524,20191007-1524-FRANKFURT_1-01-114,Doppelsalto B,30.341,330.816,-30.893,49.169,344.957,59.562
25.251,11.475,7.427,2.73,18.532,38.939,169.718,-8.501,20191007-1524-FRANKFURT_1-01-114,Doppelsalto B,30.341,330.816,-30.893,49.169,344.957,59.562
30.817,43.869,4.941,-2.112,21.544,11.856,1.832,0.534,0827-BK1-01-81,Salto B,24.599,349.777,41.215,46.726,392.25,59.313
18.912,14.097,-8.1,0.66,-13.516,-22.442,387.329,34.56,0827-BK1-01-81,Salto B,24.599,349.777,41.215,46.726,392.25,59.313
11.331,16.417,-8.502,0.2,-1.329,4.091,247.604,50.28,0827-BK1-01-81,Salto B,24.599,349.777,41.215,46.726,392.25,59.313
3.792,3.358,-1.994,0.364,-2.585,38.728,114.681,21.462,0827-BK1-01-81,Salto B,24.599,349.777,41.215,46.726,392.25,59.313
25.08,12.388,9.519,-0.765,18.703,28.509,120.776,-4.417,0827-BK1-01-81,Salto B,24.599,349.777,41.215,46.726,392.25,59.313
31.079,43.274,4.666,0.179,21.634,11.89,45.63,-15.55,0609-1-01-594,Salto C,13.268,365.329,-21.575,29.086,383.653,43.817
18.128,15.687,-10.27,-0.254,-12.354,2.981,449.968,-20.199,0609-1-01-594,Salto C,13.268,365.329,-21.575,29.086,383.653,43.817
4.899,7.914,-2.992,-0.094,-1.334,14.467,216.268,-14.305,0609-1-01-594,Salto C,13.268,365.329,-21.575,29.086,383.653,43.817
4.23,3.167,-0.474,-0.446,-3.355,5.818,65.355,-11.215,0609-1-01-594,Salto C,13.268,365.329,-21.575,29.086,383.653,43.817
24.839,11.906,5.087,-0.287,19.531,0.015,181.511,4.654,0609-1-01-594,Salto C,13.268,365.329,-21.575,29.086,383.653,43.817
33.431,45.164,2.664,0.664,24.124,8.515,-3.101,1.573,0827-BK2-01-57,Salto B,-0.769,342.338,-15.517,19.795,431.158,35.704
16.902,14.832,-8.285,0.799,-10.058,-0.686,348.381,-14.41,0827-BK2-01-57,Salto B,-0.769,342.338,-15.517,19.795,431.158,35.704
10.641,13.576,-7.478,0.806,-2.988,-1.784,260.38,-2.235,0827-BK2-01-57,Salto B,-0.769,342.338,-15.517,19.795,431.158,35.704
3.777,3.245,-1.721,0.756,-2.501,-3.44,87.891,-9.046,0827-BK2-01-57,Salto B,-0.769,342.338,-15.517,19.795,431.158,35.704
26.137,12.475,5.365,-0.06,19.888,-4.555,140.83,-13.993,0827-BK2-01-57,Salto B,-0.769,342.338,-15.517,19.795,431.158,35.704
25.44,37.737,4.051,-0.811,22.645,-5.589,2.002,12.509,0609-1-01-631,Bauchsprung,-10.027,-35.318,-16.898,23.098,125.716,40.113
1.179,1.201,-0.548,-0.041,0.109,-11.496,-78.865,-5.971,0609-1-01-631,Bauchsprung,-10.027,-35.318,-16.898,23.098,125.716,40.113
1.535,1.064,-0.53,-0.142,-0.407,6.057,-81.086,2.176,0609-1-01-631,Bauchsprung,-10.027,-35.318,-16.898,23.098,125.716,40.113
2.652,1.747,0.034,-0.515,-0.998,-0.934,-41.801,-6.642,0609-1-01-631,Bauchsprung,-10.027,-35.318,-16.898,23.098,125.716,40.113
29.177,14.93,19.488,3.208,16.674,-15.348,98.966,-48.787,0609-1-01-631,Bauchsprung,-10.027,-35.318,-16.898,23.098,125.716,40.113
32.617,43.375,2.723,2.279,17.801,-8.399,161.18,-44.909,0609-1-01-618,Doppelsalto B,-15.879,708.939,-36.821,72.793,726.787,74.814
26.913,23.958,-25.28,-2.769,-4.875,-61.106,447.263,-0.8,0609-1-01-618,Doppelsalto B,-15.879,708.939,-36.821,72.793,726.787,74.814
43.871,41.515,-35.004,-1.988,-23.323,-3.858,744.655,4.684,0609-1-01-618,Doppelsalto B,-15.879,708.939,-36.821,72.793,726.787,74.814
16.873,22.444,-10.644,-0.397,-11.034,34.786,351.331,-48.834,0609-1-01-618,Doppelsalto B,-15.879,708.939,-36.821,72.793,726.787,74.814
28.793,17.698,1.701,0.397,11.63,-5.457,242.349,-7.977,0609-1-01-618,Doppelsalto B,-15.879,708.939,-36.821,72.793,726.787,74.814
31.036,43.872,6.211,-0.987,23.229,15.283,119.393,1.539,0827-BK2-01-98,Salto A,3.547,338.743,-17.421,25.742,338.826,30.517
7.3,7.01,-3.721,0.701,-5.223,0.133,205.481,-26.158,0827-BK2-01-98,Salto A,3.547,338.743,-17.421,25.742,338.826,30.517
6.288,5.719,-3.023,1.088,-4.65,-2.387,208.53,2.083,0827-BK2-01-98,Salto A,3.547,338.743,-17.421,25.742,338.826,30.517
5.784,5.197,-2.807,0.796,-4.26,1.721,157.329,-15.485,0827-BK2-01-98,Salto A,3.547,338.743,-17.421,25.742,338.826,30.517
27.515,14.168,3.18,0.025,19.996,-5.972,147.757,-3.498,0827-BK2-01-98,Salto A,3.547,338.743,-17.421,25.742,338.826,30.517
28.188,43.235,2.342,5.872,20.627,-1.41,152.428,-57.088,20191008-1207-FRANKFURT_2-01-60,Salto A,19.21,339.345,-75.377,36.234,349.09,89.85
10.852,9.859,-4.097,-1.576,-8.504,4.187,185.246,-7.996,20191008-1207-FRANKFURT_2-01-60,Salto A,19.21,339.345,-75.377,36.234,349.09,89.85
5.83,6.867,-4.291,-0.719,-3.746,24.085,218.386,-45.909,20191008-1207-FRANKFURT_2-01-60,Salto A,19.21,339.345,-75.377,36.234,349.09,89.85
6.894,6.424,-3.788,-1.261,-5.364,-4.792,164.432,-32.071,20191008-1207-FRANKFURT_2-01-60,Salto A,19.21,339.345,-75.377,36.234,349.09,89.85
27.338,13.151,1.582,2.348,17.327,33.476,280.25,-57.759,20191008-1207-FRANKFURT_2-01-60,Salto A,19.21,339.345,-75.377,36.234,349.09,89.85
31.604,43.731,4.509,0.441,24.322,26.307,75.942,-32.523,0115-JANEIKE-01-21,Salto B,19.451,345.637,-33.141,47.954,393.743,64.208
14.124,11.614,-4.115,-0.309,-8.761,-14.889,221.26,-15.507,0115-JANEIKE-01-21,Salto B,19.451,345.637,-33.141,47.954,393.743,64.208
14.184,17.201,-12.057,-0.275,-4.979,40.688,382.008,-25.673,0115-JANEIKE-01-21,Salto B,19.451,345.637,-33.141,47.954,393.743,64.208
4.416,3.81,-1.221,-0.387,-3.235,9.412,114.053,-8.601,0115-JANEIKE-01-21,Salto B,19.451,345.637,-33.141,47.954,393.743,64.208
27.161,13.21,9.434,-0.345,19.502,-9.358,126.163,-3.17,0115-JANEIKE-01-21,Salto B,19.451,345.637,-33.141,47.954,393.743,64.208
27.508,40.067,-2.056,0.157,18.882,24.669,249.564,-23.729,20191007-1150-FRANKFURT_2-01-110,Salto A,19.35,353.164,-11.94,25.739,353.918,33.695
9.069,8.483,0.468,-0.608,-8.116,-0.215,198.25,-8.6,20191007-1150-FRANKFURT_2-01-110,Salto A,19.35,353.164,-11.94,25.739,353.918,33.695
8.556,8.69,-2.116,-0.455,-8.198,2.171,219.962,5.287,20191007-1150-FRANKFURT_2-01-110,Salto A,19.35,353.164,-11.94,25.739,353.918,33.695
9.988,9.436,-5.726,-0.892,-7.615,1.582,173.389,4.301,20191007-1150-FRANKFURT_2-01-110,Salto A,19.35,353.164,-11.94,25.739,353.918,33.695
27.147,15.471,3.272,-0.228,21.056,32.456,247.216,0.003,20191007-1150-FRANKFURT_2-01-110,Salto A,19.35,353.164,-11.94,25.739,353.918,33.695
31.51,45.808,-2.416,2.133,22.643,26.964,160.961,-30.711,20191008-1207-FRANKFURT_2-01-187,Salto A,54.503,352.09,-26.502,56.991,355.891,55.553
9.475,9.414,-3.005,-0.88,-8.011,27.492,172.192,-18.326,20191008-1207-FRANKFURT_2-01-187,Salto A,54.503,352.09,-26.502,56.991,355.891,55.553
6.506,6.788,-3.482,-0.529,-5.308,18.907,223.144,-16.838,20191008-1207-FRANKFURT_2-01-187,Salto A,54.503,352.09,-26.502,56.991,355.891,55.553
7.33,7.018,-4.026,-0.69,-5.93,33.421,179.715,-11.181,20191008-1207-FRANKFURT_2-01-187,Salto A,54.503,352.09,-26.502,56.991,355.891,55.553
25.099,11.902,-1.295,1.89,18.441,50.745,278.857,0.587,20191008-1207-FRANKFURT_2-01-187,Salto A,54.503,352.09,-26.502,56.991,355.891,55.553
25.827,38.037,5.855,-1.145,23.307,-1.401,-11.668,8.214,0609-1-01-812,Bauchsprung,-3.442,-33.327,-4.482,19.885,114.184,32.6
1.397,1.397,-1.007,-0.03,0.286,-3.49,-67.273,-17.657,0609-1-01-812,Bauchsprung,-3.442,-33.327,-4.482,19.885,114.184,32.6
1.78,1.33,-0.231,-0.255,-0.854,10.4,-73.167,10.351,0609-1-01-812,Bauchsprung,-3.442,-33.327,-4.482,19.885,114.184,32.6
1.96,1.216,0.022,-0.391,-0.97,0.587,-39.15,-6.045,0609-1-01-812,Bauchsprung,-3.442,-33.327,-4.482,19.885,114.184,32.6
27.25,12.655,20.471,0.235,14.166,-15.459,93.614,-7.386,0609-1-01-812,Bauchsprung,-3.442,-33.327,-4.482,19.885,114.184,32.6
28.693,42.388,3.101,1.096,23.061,11.217,190.11,-26.784,0827-BK2-02-147,Salto A,17.214,328.435,-39.139,23.453,328.435,44.154
6.779,5.821,-0.974,0.653,-5.38,3.32,166.201,-26.822,0827-BK2-02-147,Salto A,17.214,328.435,-39.139,23.453,328.435,44.154
