SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_Abs_I_x LapEnd,DJump_Abs_I_y LapEnd,DJump_Abs_I_z LapEnd,0-mean_ACC_N,0-std_ACC_N,0-mean_ACC_N_ROT_filtered,0-std_ACC_N_ROT_filtered,0-mean_Acc_x_Fil,0-std_Acc_x_Fil,0-mean_Acc_y_Fil,0-std_Acc_y_Fil,0-mean_Acc_z_Fil,0-std_Acc_z_Fil,0-mean_Gyro_x_Fil,0-std_Gyro_x_Fil,0-mean_Gyro_y_Fil,0-std_Gyro_y_Fil,0-mean_Gyro_z_Fil,0-std_Gyro_z_Fil,20-mean_ACC_N,20-std_ACC_N,20-mean_ACC_N_ROT_filtered,20-std_ACC_N_ROT_filtered,20-mean_Acc_x_Fil,20-std_Acc_x_Fil,20-mean_Acc_y_Fil,20-std_Acc_y_Fil,20-mean_Acc_z_Fil,20-std_Acc_z_Fil,20-mean_Gyro_x_Fil,20-std_Gyro_x_Fil,20-mean_Gyro_y_Fil,20-std_Gyro_y_Fil,20-mean_Gyro_z_Fil,20-std_Gyro_z_Fil,40-mean_ACC_N,40-std_ACC_N,40-mean_ACC_N_ROT_filtered,40-std_ACC_N_ROT_filtered,40-mean_Acc_x_Fil,40-std_Acc_x_Fil,40-mean_Acc_y_Fil,40-std_Acc_y_Fil,40-mean_Acc_z_Fil,40-std_Acc_z_Fil,40-mean_Gyro_x_Fil,40-std_Gyro_x_Fil,40-mean_Gyro_y_Fil,40-std_Gyro_y_Fil,40-mean_Gyro_z_Fil,40-std_Gyro_z_Fil,60-mean_ACC_N,60-std_ACC_N,60-mean_ACC_N_ROT_filtered,60-std_ACC_N_ROT_filtered,60-mean_Acc_x_Fil,60-std_Acc_x_Fil,60-mean_Acc_y_Fil,60-std_Acc_y_Fil,60-mean_Acc_z_Fil,60-std_Acc_z_Fil,60-mean_Gyro_x_Fil,60-std_Gyro_x_Fil,60-mean_Gyro_y_Fil,60-std_Gyro_y_Fil,60-mean_Gyro_z_Fil,60-std_Gyro_z_Fil,80-mean_ACC_N,80-std_ACC_N,80-mean_ACC_N_ROT_filtered,80-std_ACC_N_ROT_filtered,80-mean_Acc_x_Fil,80-std_Acc_x_Fil,80-mean_Acc_y_Fil,80-std_Acc_y_Fil,80-mean_Acc_z_Fil,80-std_Acc_z_Fil,80-mean_Gyro_x_Fil,80-std_Gyro_x_Fil,80-mean_Gyro_y_Fil,80-std_Gyro_y_Fil,80-mean_Gyro_z_Fil,80-std_Gyro_z_Fil
20191003-1152-FRANKFURT_1-01-89,Salto A,-7.238,352.915,2.087,20.9,352.915,23.314,29.69,30.755,41.809,27.687,4.318,9.022,0.316,1.522,24.094,31.37,7.569,19.192,175.195,34.112,-4.533,10.085,8.054,2.197,7.11,2.193,-3.081,1.891,-0.65,0.607,-7.135,1.657,-11.709,5.711,203.332,91.578,12.231,12.242,6.516,1.349,7.086,1.427,-2.738,0.777,-0.604,0.362,-5.769,0.712,1.691,2.96,272.538,80.311,7.725,12.113,8.4,1.363,7.664,0.727,-2.943,1.304,-0.296,0.434,-7.698,0.698,-5.775,9.165,157.766,30.567,-6.309,8.122,24.988,27.33,13.944,9.34,0.821,11.012,-0.445,1.124,15.599,29.061,-17.419,6.166,266.859,51.377,10.849,9.178
20191003-1152-FRANKFURT_1-01-90,Schraubensalto A,-24.665,176.377,-348.918,173.579,270.955,353.916,29.637,29.784,41.374,27.621,4.012,9.783,-3.45,2.842,22.923,30.904,-100.324,57.774,228.302,43.834,-96.705,55.579,9.552,3.558,8.346,2.792,-9.146,3.494,-0.525,1.765,0.719,1.044,-173.389,25.067,-24.567,108.446,-351.4,57.907,13.824,1.173,13.821,0.609,-6.907,2.883,1.84,1.985,-10.769,1.982,116.895,82.136,-72.142,68.44,-379.909,36.836,10.595,1.809,10.814,1.526,-4.425,2.267,1.45,1.552,-9.067,0.965,78.96,60.976,148.735,67.719,-166.711,66.352,27.55,29.448,15.855,11.055,1.195,12.766,1.155,1.465,18.947,30.634,2.093,29.28,241.458,85.576,-36.478,36.431
20191003-1152-FRANKFURT_1-01-91,Barani C,66.714,-39.028,-202.891,83.002,290.444,207.263,37.879,28.964,50.331,25.486,1.599,16.342,-0.874,1.662,22.791,35.06,17.814,24.636,-279.606,129.579,-28.509,33.333,11.341,1.141,11.55,1.386,-7.501,1.307,-3.69,0.631,-7.267,1.893,83.525,19.557,-223.689,88.041,-161.415,62.684,9.955,1.171,10.563,1.067,-3.367,0.645,-1.98,2.143,-8.874,0.275,82.593,16.434,5.435,49.679,-257.846,15.251,8.568,0.715,8.739,0.269,-4.885,0.921,0.437,0.314,-6.735,1.049,47.398,36.428,152.664,39.419,-154.594,40.99,23.511,27.982,11.987,9.649,1.702,9.389,-0.767,3.103,16.041,28.528,-20.443,11.289,215.251,90.828,-31.286,28.707
20191003-1152-FRANKFURT_1-01-102,Barani A,163.621,-4.129,-148.076,172.574,235.796,158.063,31.063,30.886,44.136,28.866,3.153,6.642,0.747,2.372,21.878,34.366,18.144,35.824,-198.525,57.2,-36.951,16.527,8.921,1.314,8.596,0.737,-2.757,0.853,-4.335,1.164,-7.065,0.944,134.415,50.418,-121.2,6.043,-100.273,32.034,11.43,1.554,11.315,1.067,1.268,1.281,-0.787,1.516,-10.941,0.976,240.386,19.969,-36.75,66.237,-125.593,9.562,9.272,1.367,9.292,0.714,-3.641,0.934,0.855,1.264,-8.168,1.206,99.726,65.515,107.346,23.855,-161.326,42.313,22.582,27.052,12.021,8.875,-0.035,5.992,0.728,2.079,15.548,28.355,11.752,18.007,235.195,53.678,-20.948,36.155
20191003-1152-FRANKFURT_1-01-103,Salto A,-15.198,355.198,-3.721,22.906,355.198,30.192,30.182,30.292,41.882,27.208,0.429,5.059,0.162,1.57,25.332,31.69,0.581,9.936,170.967,59.639,14.175,18.246,9.483,1.981,8.24,2.182,-3.657,3.061,-0.73,0.336,-8.118,1.137,-4.879,5.815,186.18,121.469,3.112,4.507,7.703,1.595,8.514,1.688,-3.632,1.411,-0.608,0.241,-6.618,0.576,-9.139,5.8,308.785,89.775,1.453,8.021,7.999,1.382,7.505,0.336,-3.382,0.537,-0.759,0.336,-7.101,0.962,-6.154,4.818,153.594,14.539,-13.445,7.072,24.155,27.336,13.218,9.216,-0.491,8.106,-0.703,2.273,15.607,29.275,-29.215,6.146,262.45,46.564,-0.826,21.686
20191003-1152-FRANKFURT_1-01-104,Schraubensalto A,-44.108,202.311,-356.89,162.433,281.927,368.086,30.812,29.973,42.526,27.243,1.689,6.898,-2.128,3.954,24.432,31.853,-88.472,52.62,223.497,37.59,-104.953,70.016,10.046,4.503,8.297,3.501,-9.323,3.968,0.364,2.364,-0.71,2.087,-183.693,34.993,-28.488,96.312,-375.639,54.949,13.367,1.632,14.126,0.661,-6.729,2.07,3.121,1.449,-10.678,1.332,108.686,66.793,-8.099,115.813,-434.374,54.509,9.899,1.705,9.811,0.974,-4.26,1.701,0.84,1.703,-8.246,0.663,51.414,28.216,194.227,33.017,-120.605,91.668,26.855,29.353,15.234,11.275,0.046,9.641,1.882,2.974,19.039,30.594,-22.699,27.138,217.126,72.178,-12.808,47.958
20191003-1152-FRANKFURT_1-01-105,Barani C,112.812,-37.105,-183.801,126.64,281.141,194.357,38.527,28.472,50.005,25.59,-1.398,13.485,0.139,3.951,23.572,36.336,18.152,47.22,-274.733,137.268,-54.037,64.421,12.366,2.58,12.951,1.726,-4.695,4.1,-3.901,1.802,-9.59,1.185,115.337,24.074,-208.388,110.899,-113.038,19.218,8.696,5.016,9.725,3.576,-2.738,1.089,-1.469,2.805,-7.376,2.918,137.016,41.223,39.01,13.123,-209.883,16.45,7.245,1.757,6.987,0.647,-2.4,0.623,0.816,0.375,-6.501,1.023,68.541,43.47,98.608,33.259,-134.81,49.78,23.443,28.968,11.815,10.382,-0.433,5.711,0.065,1.767,17.908,29.447,3.856,15.719,231.346,39.051,-39.239,19.323
20191003-1152-FRANKFURT_1-01-106,Salto C,-12.284,329.804,-13.052,23.739,355.772,30.856,32.631,29.305,43.686,27.472,0.031,5.204,-0.761,1.837,24.379,33.825,1.903,16.088,58.501,103.879,-12.39,18.763,17.044,7.706,13.865,3.931,-9.489,7.29,-1.272,0.727,-12.989,4.505,-22.828,22.902,352.813,257.628,-1.072,13.492,13.767,12.287,18.345,10.891,-11.413,9.629,-1.147,1.035,-5.7,6.785,-8.722,7.16,340.272,158.029,-1.125,8.938,4.05,0.761,4.04,0.298,-2.165,0.415,-0.693,0.162,-3.285,0.485,-3.609,3.0,106.765,8.76,-4.559,3.177,24.621,29.499,11.974,13.208,11.544,15.409,0.366,1.954,15.943,26.606,-5.651,6.525,126.209,33.339,-3.936,11.083
20191003-1152-FRANKFURT_1-01-118,Fliffis C,110.917,-403.102,-192.643,123.95,631.952,203.461,48.853,22.798,56.142,21.344,-15.926,23.457,-0.372,1.286,18.4,38.034,4.996,9.21,-557.626,215.538,6.16,11.365,55.446,8.032,51.225,7.685,-53.409,6.321,-3.774,2.893,-11.558,7.279,34.812,38.615,-705.785,51.551,-30.117,45.409,35.009,13.857,42.886,14.713,-21.948,15.858,-13.652,2.682,-20.574,2.964,160.64,73.631,-324.588,232.045,-202.282,63.411,16.06,1.815,17.793,2.613,-5.647,1.486,0.059,2.289,-14.548,1.949,137.463,41.106,114.49,57.541,-263.013,63.296,26.761,22.417,17.765,7.845,1.018,10.436,0.629,1.538,10.979,28.58,0.32,31.863,224.927,86.079,-88.099,29.682
20191003-1152-FRANKFURT_1-01-129,Fliffis C,127.052,-374.018,-178.739,138.397,622.978,197.682,47.37,23.403,55.074,22.819,-15.66,22.922,0.089,1.869,19.197,37.006,-6.999,7.682,-546.931,200.598,13.34,14.369,57.236,8.456,52.9,8.722,-54.5,6.306,-4.746,4.616,-13.154,7.891,48.866,66.411,-706.804,43.053,-42.48,55.071,30.944,12.648,39.748,14.562,-17.11,13.386,-13.063,4.347,-20.081,3.657,171.527,79.734,-255.673,217.032,-197.351,64.698,15.98,1.093,16.579,1.397,-4.706,1.97,0.57,2.394,-14.679,0.987,144.097,50.057,104.269,58.166,-234.804,39.473,29.798,21.884,20.701,8.289,-1.901,12.012,1.072,2.016,11.901,29.604,24.535,32.176,264.554,76.365,-68.515,25.983
20191003-1152-FRANKFURT_1-01-146,Fliffis C,141.903,-401.42,-179.923,157.837,619.634,197.352,46.627,24.514,53.987,23.113,-12.599,23.145,-0.187,2.346,20.395,37.074,-7.968,13.953,-515.894,219.02,5.007,24.029,56.439,8.674,51.639,8.675,-53.712,6.346,-4.858,4.516,-13.96,6.878,56.394,48.59,-718.602,54.299,-33.871,47.334,35.108,14.823,43.085,15.645,-20.502,16.114,-15.247,3.661,-21.226,3.593,192.446,91.899,-310.785,238.944,-182.527,50.05,14.762,2.295,16.546,2.455,-3.927,2.25,-0.263,2.113,-13.845,1.624,162.486,41.535,98.393,49.102,-226.097,32.211,26.927,23.238,17.713,8.468,1.505,10.485,1.553,2.032,11.477,28.998,19.684,42.837,224.246,70.959,-97.664,38.597
20191003-1152-FRANKFURT_1-01-159,Salto C,-9.069,344.22,0.741,19.853,367.528,33.014,31.657,29.491,43.377,29.219,1.693,7.453,0.256,1.342,23.018,33.634,0.397,6.461,38.439,83.754,16.294,5.04,18.918,9.955,14.886,5.226,-10.907,10.035,-1.316,1.286,-12.917,4.081,-9.279,13.545,372.959,234.941,-7.201,27.041,9.953,9.328,15.327,11.223,-8.212,8.842,-0.753,0.716,-2.553,3.954,-5.729,7.274,282.398,161.659,1.727,9.707,4.666,1.376,4.364,0.462,-1.404,0.851,-0.709,0.378,-4.157,1.036,-5.856,4.492,107.199,19.862,-7.269,6.039,26.961,32.081,13.64,13.382,4.231,12.11,0.002,0.988,20.739,31.576,-14.434,10.199,177.604,65.505,10.846,15.69
20191003-1152-FRANKFURT_1-01-160,Fliffis C,151.706,-375.492,-182.555,171.363,614.219,192.95,48.678,23.22,55.87,21.703,-14.507,25.167,-2.079,2.416,18.184,37.243,8.079,27.334,-525.293,235.647,-25.417,25.766,58.96,7.83,54.939,8.276,-55.222,5.641,-7.025,5.585,-15.899,6.49,93.782,57.631,-725.794,38.552,-30.349,35.951,31.568,12.34,39.867,14.323,-17.23,13.389,-14.333,5.028,-19.559,3.338,170.672,81.536,-260.656,221.585,-179.208,71.693,16.058,1.063,17.066,2.232,-3.799,2.477,0.249,1.751,-14.966,1.187,171.888,52.395,102.545,55.132,-224.883,23.434,27.229,23.321,18.237,8.156,-0.607,8.611,1.045,2.833,12.125,29.491,12.992,47.302,252.267,71.319,-88.408,44.088
20191007-1524-FRANKFURT_1-01-33,Barani A,-159.017,10.423,166.004,165.206,259.725,196.076,35.278,33.404,50.585,32.753,-0.776,7.267,5.915,8.093,19.98,37.532,-47.371,38.109,-182.493,90.538,89.51,54.589,8.039,1.167,8.227,0.731,-1.685,2.148,-0.092,0.963,-7.294,0.973,-110.13,40.776,-129.389,20.668,98.58,20.782,9.12,0.547,9.033,0.269,-0.685,0.585,-1.833,1.015,-8.736,0.314,-201.485,14.518,-45.9,52.914,160.578,12.672,8.033,0.625,8.224,0.392,-3.097,0.691,-3.906,0.283,-6.158,0.702,-85.19,44.386,127.248,37.609,148.836,51.877,26.734,35.105,13.077,10.839,-1.71,6.329,0.751,6.933,18.648,34.716,-26.018,31.931,263.033,97.416,-0.656,46.76
20191007-1524-FRANKFURT_1-01-35,Barani A,-159.693,63.745,147.518,164.753,265.185,176.019,34.209,33.464,48.823,33.132,-2.956,3.638,6.376,7.859,21.406,37.53,-82.035,27.363,-166.384,116.185,91.379,35.308,7.623,1.367,7.917,1.282,-1.249,2.43,0.057,1.106,-6.804,1.301,-129.823,28.143,-110.81,37.533,101.238,24.369,8.256,1.028,8.338,0.378,-1.071,1.207,-2.614,1.248,-7.413,0.746,-159.999,32.013,7.948,47.921,177.137,21.675,7.852,0.845,7.919,0.296,-3.646,0.657,-4.026,0.689,-5.56,0.409,-58.105,14.317,165.896,30.929,88.608,61.473,27.053,33.978,13.612,10.464,-0.934,10.267,1.871,6.669,17.834,33.63,-42.222,35.426,293.378,83.053,-16.204,20.978
20191007-1524-FRANKFURT_1-01-37,Barani A,-151.57,102.151,143.893,165.566,245.926,188.144,36.131,33.613,50.695,32.109,-1.186,5.142,7.798,10.976,21.275,37.776,-106.511,72.11,-120.316,75.095,111.604,78.657,7.235,1.293,7.687,1.007,-0.751,2.267,-0.11,1.051,-6.507,0.944,-153.7,41.835,-80.226,20.54,89.281,34.591,7.963,0.911,7.813,0.289,-0.985,0.832,-2.458,1.577,-7.164,0.569,-159.693,50.43,37.881,58.054,182.802,25.534,7.721,0.586,7.877,0.274,-3.776,1.03,-3.317,0.974,-5.59,0.504,-41.465,15.024,172.07,5.273,77.112,44.896,26.663,36.74,12.673,12.997,0.509,10.214,1.884,5.257,17.717,34.625,13.917,21.46,290.84,104.31,-29.23,31.8
20191007-1524-FRANKFURT_1-01-39,Barani A,-109.512,23.696,202.833,129.071,285.186,241.823,35.237,33.095,50.495,32.158,0.5,8.754,5.88,7.873,20.067,37.206,-73.664,39.77,-173.543,68.274,97.407,58.097,8.331,2.325,7.845,1.059,-3.422,0.917,-0.072,0.766,-7.226,1.972,-76.391,24.285,-168.466,28.675,94.461,49.618,9.389,0.747,9.688,0.57,-3.058,1.119,-2.151,1.018,-8.436,0.585,-145.137,19.366,-21.509,76.29,271.385,27.68,7.547,0.693,8.031,0.945,-4.024,0.655,-2.773,0.869,-5.709,0.495,-52.32,25.318,156.417,12.022,142.307,37.426,26.584,33.518,13.139,10.981,-1.035,8.492,0.993,4.903,17.574,34.06,22.08,31.674,280.807,103.563,11.718,66.891
20191007-1524-FRANKFURT_1-01-41,Barani A,-143.608,28.266,180.208,151.168,269.04,207.907,34.466,33.931,49.784,32.67,1.143,8.26,5.413,8.545,20.756,37.042,-73.49,43.326,-191.36,81.762,93.71,61.474,7.672,0.874,7.958,0.864,-2.684,1.771,0.125,0.504,-6.793,0.892,-100.983,29.504,-119.457,16.343,96.002,15.595,9.025,1.005,8.866,0.606,-1.377,0.597,-1.592,1.173,-8.551,0.813,-177.477,18.827,-43.547,58.725,187.849,29.232,8.765,1.069,8.637,0.458,-3.906,0.644,-4.17,0.742,-6.461,0.755,-57.988,38.641,135.844,37.557,175.779,83.681,27.976,33.744,14.394,12.327,-1.903,7.755,2.601,6.817,18.237,34.42,-24.85,34.411,305.531,105.299,-0.899,32.606
20191007-1524-FRANKFURT_1-01-51,Barani A,-95.752,32.008,180.991,99.024,286.781,224.778,35.412,31.804,50.036,30.7,1.511,10.676,5.269,6.63,20.82,35.652,-57.029,31.902,-169.126,86.291,75.655,46.836,8.4,2.391,8.112,1.233,-3.887,1.092,-0.025,0.586,-7.013,2.059,-50.873,16.33,-169.885,33.264,81.919,52.976,9.058,0.709,9.605,0.72,-2.482,0.818,-2.359,1.201,-8.217,0.916,-127.385,14.784,-25.001,68.046,268.48,16.524,8.206,0.587,8.396,0.187,-4.486,0.674,-3.463,0.206,-5.891,0.65,-42.315,29.516,168.052,31.148,162.147,66.173,28.283,34.552,14.216,12.312,0.513,10.571,1.296,6.497,17.983,34.552,-9.089,10.292,291.255,108.041,-35.345,44.254
20191007-1524-FRANKFURT_1-01-53,Barani A,-142.298,23.492,186.648,145.503,259.286,216.245,33.991,33.928,48.264,32.995,3.156,10.899,5.724,9.43,20.941,35.837,-60.864,35.422,-150.472,74.542,102.141,55.116,7.681,1.54,7.842,1.264,-2.985,1.581,-0.269,0.963,-6.535,2.034,-82.352,59.432,-132.538,26.165,89.102,59.783,8.017,1.183,8.459,0.743,-0.844,0.622,-1.244,0.58,-7.789,0.999,-197.369,27.468,-58.299,43.109,165.682,18.015,8.555,1.522,8.613,0.805,-3.583,0.619,-3.558,1.275,-6.489,1.38,-63.219,34.753,99.129,55.412,196.733,51.999,33.058,36.494,17.449,15.861,-1.821,9.186,0.565,4.556,22.251,38.924,-13.153,12.822,312.097,101.179,-0.404,53.637
20191007-1524-FRANKFURT_1-01-55,Barani A,-118.388,53.174,169.525,134.828,276.978,213.893,34.185,34.294,48.978,33.656,0.218,7.173,5.075,7.359,21.338,37.852,-49.757,27.8,-166.087,86.086,79.714,46.535,7.574,1.978,7.383,0.893,-2.229,2.114,0.286,1.14,-6.479,1.913,-104.35,30.482,-131.563,41.069,98.9,33.517,8.604,0.915,8.983,0.424,-1.767,0.667,-2.629,1.502,-7.671,1.011,-159.837,13.795,3.762,63.288,207.454,6.382,7.283,0.718,7.495,0.349,-3.586,0.42,-3.352,0.528,-5.398,0.387,-49.801,36.319,137.548,29.757,141.383,58.067,27.028,35.288,13.248,11.381,-2.957,8.012,0.68,4.209,16.526,34.767,15.82,27.904,315.555,102.605,-16.35,58.7
20191007-1524-FRANKFURT_1-01-57,Barani A,-142.18,35.363,180.229,146.377,262.929,209.516,33.563,33.561,48.898,33.42,1.784,9.178,5.482,8.863,19.849,36.361,-89.127,46.023,-175.985,75.161,112.63,54.867,7.606,1.322,7.782,0.957,-2.495,1.649,0.56,0.55,-6.814,1.347,-115.279,27.22,-118.795,24.966,80.385,28.761,8.693,0.83,8.822,0.292,-1.6,0.89,-1.524,0.83,-8.268,0.692,-174.215,24.124,-22.357,63.648,197.96,22.077,8.131,0.905,7.994,0.4,-3.605,0.592,-3.393,0.395,-6.308,0.468,-47.509,36.365,139.294,35.279,164.483,64.307,26.565,35.669,12.866,10.985,-0.683,8.973,1.044,4.013,18.806,34.759,3.942,6.847,284.659,77.003,-8.235,29.162
20191007-1524-FRANKFURT_1-01-59,Barani A,-115.17,15.056,194.448,133.235,290.477,232.906,35.037,32.945,49.768,31.755,0.08,7.898,4.338,6.58,21.529,37.067,-92.791,35.804,-194.852,93.858,79.952,48.427,7.827,1.053,8.034,1.067,-3.458,1.105,0.134,0.497,-6.811,1.069,-86.178,34.52,-155.996,33.258,85.594,28.095,9.882,0.687,9.811,0.532,-3.614,0.391,-1.488,1.76,-8.824,0.78,-130.511,10.679,-37.069,85.99,253.976,33.896,8.129,0.46,8.394,0.532,-4.363,0.401,-2.994,0.589,-6.174,0.417,-45.053,26.729,160.557,22.597,169.931,50.87,25.403,33.752,12.424,9.259,-0.545,9.48,-0.319,2.937,17.603,32.875,12.942,34.501,275.626,70.482,-0.754,68.245
20191007-1524-FRANKFURT_1-01-75,Fliffis- Rudi B,208.204,-331.533,552.468,300.26,708.492,617.898,55.115,26.894,64.939,23.1,-19.087,28.47,5.057,5.598,11.626,41.126,-77.018,45.271,-624.783,206.081,92.785,60.483,38.455,9.332,41.759,5.085,-36.356,9.277,3.594,1.326,-10.752,1.88,-53.199,13.869,-604.42,105.984,148.356,89.674,32.075,7.555,30.627,4.854,-26.471,6.928,4.954,11.177,-1.466,8.902,377.609,206.143,-101.325,150.326,776.708,142.542,31.754,10.87,34.254,6.516,-25.043,10.032,-11.392,4.372,-12.247,5.798,205.341,186.022,-48.177,330.456,655.628,186.59,32.289,28.987,21.833,7.159,-9.689,9.167,2.802,6.402,13.78,34.215,174.215,58.218,388.22,109.962,7.813,173.979
20191007-1524-FRANKFURT_1-01-76,Doppelsalto C,71.618,674.45,-72.533,83.705,704.945,87.828,36.038,33.181,46.754,31.074,-0.129,6.644,4.449,10.14,16.87,40.913,5.538,20.154,144.858,110.856,-44.814,24.023,36.232,8.087,31.491,7.308,-31.177,7.234,-0.611,1.21,-17.34,4.82,15.764,17.73,575.661,190.428,-41.835,25.026,48.614,3.484,48.962,2.393,-39.148,4.062,1.6,1.383,-27.66,3.345,94.147,19.308,744.397,43.11,-62.413,30.724,16.402,9.654,22.696,12.458,-11.344,6.621,-0.283,0.972,-9.797,3.826,27.646,13.337,279.048,157.536,-22.529,25.284,33.603,38.568,18.467,14.681,5.971,22.295,2.397,5.11,20.249,34.77,73.771,20.532,248.661,170.379,-47.551,55.052
20191007-1524-FRANKFURT_1-01-77,Fliffis- Rudi C,210.705,-314.694,568.671,298.428,675.452,657.808,52.837,29.948,62.893,20.435,-14.446,32.702,3.392,7.48,11.694,30.966,-24.356,79.679,-531.79,173.65,48.606,114.895,58.471,7.816,55.545,6.326,-50.39,4.994,-2.308,4.221,-26.672,7.394,-1.982,67.227,-690.123,40.685,141.097,60.594,42.959,7.064,45.249,6.28,-36.002,7.81,8.328,5.876,-9.027,16.702,241.29,317.942,-183.197,313.525,760.776,254.521,42.181,18.006,47.588,9.935,-32.718,17.385,-16.101,9.525,1.792,13.48,351.681,247.111,119.638,219.722,821.125,265.289,33.557,23.089,23.953,9.699,3.757,20.848,-2.298,4.291,16.195,26.447,101.656,73.706,290.484,127.145,36.098,170.572
20191007-1524-FRANKFURT_1-01-91,Fliffis- Rudi B,170.676,-324.763,579.513,255.718,722.005,618.597,53.93,27.52,63.205,23.591,-19.911,27.005,4.027,4.755,11.842,41.311,-60.147,39.327,-644.188,198.297,77.399,47.085,41.03,9.166,44.193,4.786,-38.62,9.532,3.111,1.967,-11.141,2.624,-46.607,22.308,-626.496,96.473,172.312,76.189,35.442,10.947,32.162,5.163,-28.86,8.403,5.293,12.115,-0.623,8.508,378.324,202.953,-86.163,198.119,809.476,177.702,31.047,10.123,35.698,7.4,-22.8,9.416,-12.337,5.738,-14.22,5.013,130.517,190.916,-16.925,305.193,670.787,194.871,34.999,30.176,23.588,8.865,-9.287,10.356,1.454,6.185,16.204,36.909,118.667,52.601,388.908,100.174,43.865,132.288
20191007-1524-FRANKFURT_1-01-92,Doppelsalto C,59.877,682.454,-75.427,71.19,697.297,91.295,35.382,32.613,46.526,30.861,0.217,8.06,3.784,10.164,13.127,39.68,28.478,46.597,175.68,117.943,-53.241,22.595,39.73,7.17,35.404,6.818,-33.294,6.991,0.122,1.699,-19.362,4.695,17.283,14.473,582.237,179.245,-47.793,24.813,45.542,7.282,47.597,3.309,-35.31,6.081,0.271,0.611,-28.242,3.251,70.334,14.716,715.152,54.691,-48.791,17.749,16.454,9.303,20.895,9.942,-9.171,5.682,-0.507,0.612,-10.125,4.402,19.347,8.696,250.989,112.316,-34.248,15.824,33.232,38.318,18.648,12.296,-1.352,15.358,1.733,5.349,17.351,38.038,49.022,18.211,333.4,143.701,-41.397,69.47
20191007-1524-FRANKFURT_1-01-93,Fliffis- Rudi C,199.914,-263.576,560.541,264.014,716.923,649.926,52.236,33.362,61.106,24.861,-18.987,25.987,3.028,8.001,18.36,37.988,-21.97,49.411,-548.812,229.799,63.468,81.841,55.874,8.348,54.982,4.677,-48.539,6.7,-1.652,5.485,-24.535,6.388,8.056,61.012,-675.459,24.059,123.19,87.328,39.786,5.974,41.254,5.529,-32.96,6.725,7.616,4.221,-11.36,14.438,199.069,254.613,-141.573,248.988,778.331,246.43,41.276,14.747,45.538,8.106,-33.489,12.678,-15.549,7.074,0.259,13.572,351.384,275.009,94.897,271.142,798.021,219.83,38.379,34.007,26.238,10.562,-7.983,14.087,0.412,6.42,14.283,36.893,98.897,42.916,434.459,73.143,16.09,186.055
20191007-1524-FRANKFURT_1-01-94,Salto B,12.86,345.866,-35.452,38.976,385.349,121.505,29.439,32.201,44.888,32.304,0.811,8.67,2.669,4.277,22.201,30.84,-4.852,28.386,157.649,144.625,10.829,73.056,11.372,4.03,10.007,2.008,-3.504,4.792,-1.922,1.31,-8.341,3.395,-6.846,7.257,108.592,223.195,-21.356,45.234,21.879,7.384,22.288,4.912,-17.121,5.286,-0.921,0.867,-10.938,7.694,11.776,13.896,475.647,83.817,-53.271,20.082,5.38,1.284,6.382,2.624,-3.3,1.044,-0.833,0.672,-3.703,1.61,-3.897,8.687,157.517,40.377,29.306,16.759,27.504,35.238,13.004,12.727,5.496,12.289,-0.228,5.702,20.954,32.635,48.789,23.95,177.624,71.489,-71.255,110.306
20191007-1524-FRANKFURT_1-01-95,Fliffis B,0.111,-392.535,240.971,110.353,689.994,309.578,53.719,28.35,63.337,18.782,-16.696,26.064,4.262,8.218,14.879,40.249,-12.684,60.4,-562.8,197.331,105.736,95.036,41.014,3.011,39.493,2.821,-39.696,2.708,0.34,1.072,-9.754,1.893,-15.96,25.311,-679.85,30.166,67.556,44.162,32.104,8.801,36.888,6.249,-29.363,8.764,7.342,2.293,-9.441,1.793,-108.822,30.157,-528.788,184.801,210.865,78.581,19.349,3.692,19.837,1.927,-10.785,2.506,1.365,6.352,-13.603,1.298,47.447,50.11,54.272,84.282,374.733,28.871,43.373,39.87,27.959,15.475,-7.223,17.522,0.406,5.959,14.312,39.668,84.407,55.101,415.226,128.689,35.57,190.326
20191007-1524-FRANKFURT_1-01-96,Doppelsalto B,2.359,336.457,-23.701,38.145,357.583,69.722,29.158,35.559,45.486,36.193,4.814,11.234,1.851,4.382,18.418,32.428,-19.291,37.978,154.793,134.366,-16.643,65.446,11.131,2.561,10.272,0.951,-6.337,2.651,-0.917,0.806,-8.689,1.079,-12.888,16.317,289.453,154.204,5.407,13.216,9.346,6.375,11.262,5.093,-6.585,4.693,-0.927,0.908,-4.784,4.264,23.371,9.667,276.826,87.262,-15.0,23.205,5.354,0.415,5.099,0.392,-2.689,0.661,-0.827,0.536,-4.391,0.143,-0.124,12.121,124.979,20.557,-18.969,12.319,27.974,37.298,12.578,13.01,6.52,14.02,2.981,6.956,21.321,32.786,19.28,18.936,201.402,99.253,-20.058,45.742
