ACC_N,ACC_N_ROT_filtered,Acc_x_Fil,Acc_y_Fil,Acc_z_Fil,Gyro_x_Fil,Gyro_y_Fil,Gyro_z_Fil,SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_Abs_I_x LapEnd,DJump_Abs_I_y LapEnd,DJump_Abs_I_z LapEnd
46.532,78.652,-21.498,-2.314,22.124,29.589,-500.418,2.139,20191007-1159-FRANKFURT_1-01-431,Fliffis C,59.988,-389.604,170.987,76.326,717.266,237.042
33.047,46.357,-28.183,-3.027,-13.798,63.539,-684.443,-47.684,20191007-1159-FRANKFURT_1-01-431,Fliffis C,59.988,-389.604,170.987,76.326,717.266,237.042
32.744,32.67,-32.596,-4.03,-4.448,71.814,-689.526,-38.633,20191007-1159-FRANKFURT_1-01-431,Fliffis C,59.988,-389.604,170.987,76.326,717.266,237.042
49.983,36.77,-47.667,-7.688,-8.38,83.169,-680.566,-42.55,20191007-1159-FRANKFURT_1-01-431,Fliffis C,59.988,-389.604,170.987,76.326,717.266,237.042
53.985,50.963,-50.263,-6.842,-18.074,86.954,-678.844,-61.932,20191007-1159-FRANKFURT_1-01-431,Fliffis C,59.988,-389.604,170.987,76.326,717.266,237.042
54.204,54.011,-50.161,-4.879,-20.59,113.264,-734.162,-44.656,20191007-1159-FRANKFURT_1-01-431,Fliffis C,59.988,-389.604,170.987,76.326,717.266,237.042
59.043,55.514,-53.485,-3.08,-24.028,114.471,-789.995,16.894,20191007-1159-FRANKFURT_1-01-431,Fliffis C,59.988,-389.604,170.987,76.326,717.266,237.042
59.333,59.04,-51.146,0.114,-26.949,46.688,-781.162,107.87,20191007-1159-FRANKFURT_1-01-431,Fliffis C,59.988,-389.604,170.987,76.326,717.266,237.042
41.253,55.093,-29.254,0.747,-27.758,-4.648,-552.083,169.267,20191007-1159-FRANKFURT_1-01-431,Fliffis C,59.988,-389.604,170.987,76.326,717.266,237.042
22.259,36.245,-13.899,3.305,-18.153,-9.298,-298.827,325.535,20191007-1159-FRANKFURT_1-01-431,Fliffis C,59.988,-389.604,170.987,76.326,717.266,237.042
26.188,23.808,-16.195,5.893,-17.871,14.747,-109.279,513.482,20191007-1159-FRANKFURT_1-01-431,Fliffis C,59.988,-389.604,170.987,76.326,717.266,237.042
21.003,24.808,-15.27,-4.578,-11.41,46.291,77.438,531.671,20191007-1159-FRANKFURT_1-01-431,Fliffis C,59.988,-389.604,170.987,76.326,717.266,237.042
13.795,19.425,-8.699,-6.961,-8.373,21.507,176.999,410.616,20191007-1159-FRANKFURT_1-01-431,Fliffis C,59.988,-389.604,170.987,76.326,717.266,237.042
12.269,13.543,-6.523,-6.355,-8.035,20.043,184.386,197.964,20191007-1159-FRANKFURT_1-01-431,Fliffis C,59.988,-389.604,170.987,76.326,717.266,237.042
13.908,12.628,-9.161,-3.309,-8.58,-29.235,207.296,57.714,20191007-1159-FRANKFURT_1-01-431,Fliffis C,59.988,-389.604,170.987,76.326,717.266,237.042
13.339,13.631,-12.38,-0.3,-2.418,-15.383,295.3,59.779,20191007-1159-FRANKFURT_1-01-431,Fliffis C,59.988,-389.604,170.987,76.326,717.266,237.042
9.682,12.622,-6.726,-2.997,3.649,23.619,372.42,68.859,20191007-1159-FRANKFURT_1-01-431,Fliffis C,59.988,-389.604,170.987,76.326,717.266,237.042
12.429,9.878,3.219,-2.556,12.21,25.73,418.633,-30.706,20191007-1159-FRANKFURT_1-01-431,Fliffis C,59.988,-389.604,170.987,76.326,717.266,237.042
77.567,28.972,2.196,2.024,72.914,-4.823,255.446,-72.547,20191007-1159-FRANKFURT_1-01-431,Fliffis C,59.988,-389.604,170.987,76.326,717.266,237.042
80.899,83.262,10.533,-5.724,75.931,0.453,203.404,-13.226,20190930-1153-FRANKFURT_1-01-141,Salto B,33.354,351.205,11.915,45.578,417.924,42.353
22.03,60.785,-2.476,-1.001,22.694,2.531,155.145,21.36,20190930-1153-FRANKFURT_1-01-141,Salto B,33.354,351.205,11.915,45.578,417.924,42.353
7.445,16.105,-3.184,-2.715,1.208,9.122,-25.123,-8.181,20190930-1153-FRANKFURT_1-01-141,Salto B,33.354,351.205,11.915,45.578,417.924,42.353
18.192,10.757,-14.174,0.553,-6.36,0.852,-199.503,2.09,20190930-1153-FRANKFURT_1-01-141,Salto B,33.354,351.205,11.915,45.578,417.924,42.353
13.783,17.25,-4.233,0.199,-7.593,-20.254,-96.297,2.146,20190930-1153-FRANKFURT_1-01-141,Salto B,33.354,351.205,11.915,45.578,417.924,42.353
19.891,14.592,11.457,1.224,-12.107,23.052,210.828,92.773,20190930-1153-FRANKFURT_1-01-141,Salto B,33.354,351.205,11.915,45.578,417.924,42.353
25.734,21.791,-9.476,-0.092,-22.693,83.692,552.098,46.239,20190930-1153-FRANKFURT_1-01-141,Salto B,33.354,351.205,11.915,45.578,417.924,42.353
36.887,30.066,-25.788,3.226,-24.306,76.919,660.429,13.964,20190930-1153-FRANKFURT_1-01-141,Salto B,33.354,351.205,11.915,45.578,417.924,42.353
31.69,35.807,-24.962,2.738,-17.092,53.658,572.37,16.376,20190930-1153-FRANKFURT_1-01-141,Salto B,33.354,351.205,11.915,45.578,417.924,42.353
14.849,25.238,-13.719,1.14,-1.843,27.638,372.191,-9.073,20190930-1153-FRANKFURT_1-01-141,Salto B,33.354,351.205,11.915,45.578,417.924,42.353
5.388,12.032,-2.826,-1.315,-0.05,13.458,200.612,11.401,20190930-1153-FRANKFURT_1-01-141,Salto B,33.354,351.205,11.915,45.578,417.924,42.353
5.434,5.727,0.588,-0.627,-4.951,8.611,166.093,2.999,20190930-1153-FRANKFURT_1-01-141,Salto B,33.354,351.205,11.915,45.578,417.924,42.353
5.217,5.16,-0.543,-0.433,-5.108,7.455,148.106,7.976,20190930-1153-FRANKFURT_1-01-141,Salto B,33.354,351.205,11.915,45.578,417.924,42.353
5.837,5.452,-2.229,-0.128,-5.171,13.45,126.617,19.132,20190930-1153-FRANKFURT_1-01-141,Salto B,33.354,351.205,11.915,45.578,417.924,42.353
5.252,5.647,-3.33,-1.035,-3.688,5.392,114.523,20.459,20190930-1153-FRANKFURT_1-01-141,Salto B,33.354,351.205,11.915,45.578,417.924,42.353
4.317,4.968,-3.379,-0.584,-2.57,-3.277,96.895,7.357,20190930-1153-FRANKFURT_1-01-141,Salto B,33.354,351.205,11.915,45.578,417.924,42.353
4.293,4.375,-3.621,-0.191,-2.052,6.677,85.638,16.149,20190930-1153-FRANKFURT_1-01-141,Salto B,33.354,351.205,11.915,45.578,417.924,42.353
3.88,4.368,-2.312,-0.108,-0.439,15.72,95.231,5.373,20190930-1153-FRANKFURT_1-01-141,Salto B,33.354,351.205,11.915,45.578,417.924,42.353
14.356,5.82,9.174,-1.731,13.298,19.779,169.134,-44.334,20190930-1153-FRANKFURT_1-01-141,Salto B,33.354,351.205,11.915,45.578,417.924,42.353
78.652,33.637,20.195,-1.606,72.459,6.898,145.311,-25.074,20190930-1153-FRANKFURT_1-01-141,Salto B,33.354,351.205,11.915,45.578,417.924,42.353
80.478,77.164,12.539,10.875,74.522,-37.537,-109.612,40.534,20191007-1534-FRANKFURT_2-01-54,Barani A,-99.056,42.304,205.485,111.263,274.857,216.699
31.299,68.881,-3.553,6.393,27.769,-22.966,-286.349,97.629,20191007-1534-FRANKFURT_2-01-54,Barani A,-99.056,42.304,205.485,111.263,274.857,216.699
11.87,29.813,-4.656,-1.675,-6.852,-30.651,-346.39,93.842,20191007-1534-FRANKFURT_2-01-54,Barani A,-99.056,42.304,205.485,111.263,274.857,216.699
8.528,10.751,-6.335,-0.389,-5.18,-19.804,-182.904,98.955,20191007-1534-FRANKFURT_2-01-54,Barani A,-99.056,42.304,205.485,111.263,274.857,216.699
9.6,8.665,-6.496,0.872,-6.746,-29.84,-123.991,115.807,20191007-1534-FRANKFURT_2-01-54,Barani A,-99.056,42.304,205.485,111.263,274.857,216.699
9.23,9.379,-4.792,1.222,-7.783,-65.035,-127.321,143.064,20191007-1534-FRANKFURT_2-01-54,Barani A,-99.056,42.304,205.485,111.263,274.857,216.699
9.91,9.347,-4.528,0.875,-8.954,-112.912,-134.702,192.853,20191007-1534-FRANKFURT_2-01-54,Barani A,-99.056,42.304,205.485,111.263,274.857,216.699
12.269,10.552,-4.094,0.039,-11.311,-154.236,-103.478,254.848,20191007-1534-FRANKFURT_2-01-54,Barani A,-99.056,42.304,205.485,111.263,274.857,216.699
11.791,12.099,-3.025,-1.087,-11.258,-184.775,-45.669,292.897,20191007-1534-FRANKFURT_2-01-54,Barani A,-99.056,42.304,205.485,111.263,274.857,216.699
11.456,11.794,-2.933,-1.956,-10.806,-187.568,30.279,305.179,20191007-1534-FRANKFURT_2-01-54,Barani A,-99.056,42.304,205.485,111.263,274.857,216.699
11.473,11.487,-3.104,-3.737,-10.176,-165.908,88.367,278.845,20191007-1534-FRANKFURT_2-01-54,Barani A,-99.056,42.304,205.485,111.263,274.857,216.699
10.534,11.149,-3.52,-3.402,-9.286,-131.423,131.696,228.182,20191007-1534-FRANKFURT_2-01-54,Barani A,-99.056,42.304,205.485,111.263,274.857,216.699
9.843,10.405,-4.442,-2.864,-8.304,-85.558,162.15,187.262,20191007-1534-FRANKFURT_2-01-54,Barani A,-99.056,42.304,205.485,111.263,274.857,216.699
9.133,9.715,-4.704,-2.606,-7.446,-46.553,175.585,144.741,20191007-1534-FRANKFURT_2-01-54,Barani A,-99.056,42.304,205.485,111.263,274.857,216.699
9.256,9.176,-5.135,-1.589,-7.574,-21.518,185.152,104.699,20191007-1534-FRANKFURT_2-01-54,Barani A,-99.056,42.304,205.485,111.263,274.857,216.699
10.455,9.576,-6.516,-1.276,-8.005,-9.548,214.313,50.325,20191007-1534-FRANKFURT_2-01-54,Barani A,-99.056,42.304,205.485,111.263,274.857,216.699
11.688,10.69,-9.471,-0.633,-5.908,-6.131,249.109,0.087,20191007-1534-FRANKFURT_2-01-54,Barani A,-99.056,42.304,205.485,111.263,274.857,216.699
10.795,11.505,-9.246,-1.591,0.667,24.452,256.877,11.811,20191007-1534-FRANKFURT_2-01-54,Barani A,-99.056,42.304,205.485,111.263,274.857,216.699
15.513,10.827,3.886,-0.189,15.514,30.836,265.749,-19.889,20191007-1534-FRANKFURT_2-01-54,Barani A,-99.056,42.304,205.485,111.263,274.857,216.699
66.233,26.686,20.634,10.305,59.109,12.338,225.604,-26.688,20191007-1534-FRANKFURT_2-01-54,Barani A,-99.056,42.304,205.485,111.263,274.857,216.699
88.59,86.879,3.041,3.345,84.268,-10.446,227.118,39.039,20190930-1247-FRANKFURT_2-01-172,Schraubensalto,63.117,184.721,358.064,190.007,265.6,364.74
17.999,64.988,-1.941,1.866,18.721,-29.568,241.292,55.275,20190930-1247-FRANKFURT_2-01-172,Schraubensalto,63.117,184.721,358.064,190.007,265.6,364.74
12.735,16.972,-1.923,1.355,-8.774,47.368,206.091,91.591,20190930-1247-FRANKFURT_2-01-172,Schraubensalto,63.117,184.721,358.064,190.007,265.6,364.74
5.62,8.85,0.707,1.185,-2.12,76.73,131.156,107.129,20190930-1247-FRANKFURT_2-01-172,Schraubensalto,63.117,184.721,358.064,190.007,265.6,364.74
5.158,5.698,0.884,0.804,-4.981,107.868,117.118,137.435,20190930-1247-FRANKFURT_2-01-172,Schraubensalto,63.117,184.721,358.064,190.007,265.6,364.74
4.642,5.092,-1.176,-0.203,-4.387,167.397,99.293,139.051,20190930-1247-FRANKFURT_2-01-172,Schraubensalto,63.117,184.721,358.064,190.007,265.6,364.74
4.906,4.782,-3.603,0.165,-2.995,217.144,82.111,162.544,20190930-1247-FRANKFURT_2-01-172,Schraubensalto,63.117,184.721,358.064,190.007,265.6,364.74
5.075,4.928,-4.666,0.123,-1.823,242.521,57.107,242.215,20190930-1247-FRANKFURT_2-01-172,Schraubensalto,63.117,184.721,358.064,190.007,265.6,364.74
5.957,5.32,-5.932,-0.772,-0.89,243.128,-37.278,341.511,20190930-1247-FRANKFURT_2-01-172,Schraubensalto,63.117,184.721,358.064,190.007,265.6,364.74
9.151,6.997,-8.347,-2.037,-2.202,183.536,-124.489,401.356,20190930-1247-FRANKFURT_2-01-172,Schraubensalto,63.117,184.721,358.064,190.007,265.6,364.74
10.759,9.691,-8.319,-2.838,-5.919,61.002,-139.369,405.464,20190930-1247-FRANKFURT_2-01-172,Schraubensalto,63.117,184.721,358.064,190.007,265.6,364.74
11.201,10.981,-6.09,-3.177,-8.605,-45.156,-90.469,378.198,20190930-1247-FRANKFURT_2-01-172,Schraubensalto,63.117,184.721,358.064,190.007,265.6,364.74
10.907,11.053,-4.588,-3.08,-9.377,-112.591,-19.273,352.139,20190930-1247-FRANKFURT_2-01-172,Schraubensalto,63.117,184.721,358.064,190.007,265.6,364.74
10.765,10.855,-4.193,-3.519,-9.224,-127.587,69.305,330.922,20190930-1247-FRANKFURT_2-01-172,Schraubensalto,63.117,184.721,358.064,190.007,265.6,364.74
10.267,10.596,-4.452,-3.92,-8.253,-107.498,150.309,274.699,20190930-1247-FRANKFURT_2-01-172,Schraubensalto,63.117,184.721,358.064,190.007,265.6,364.74
8.948,9.785,-5.088,-3.661,-6.464,-77.218,171.461,186.467,20190930-1247-FRANKFURT_2-01-172,Schraubensalto,63.117,184.721,358.064,190.007,265.6,364.74
9.014,9.015,-6.077,-3.083,-5.583,-61.997,173.856,99.689,20190930-1247-FRANKFURT_2-01-172,Schraubensalto,63.117,184.721,358.064,190.007,265.6,364.74
7.19,8.493,-5.505,-1.62,-2.867,-62.12,177.948,83.667,20190930-1247-FRANKFURT_2-01-172,Schraubensalto,63.117,184.721,358.064,190.007,265.6,364.74
8.352,7.202,1.921,-4.235,6.843,-9.344,259.404,76.977,20190930-1247-FRANKFURT_2-01-172,Schraubensalto,63.117,184.721,358.064,190.007,265.6,364.74
68.668,23.858,8.919,1.884,64.715,-6.202,286.33,31.723,20190930-1247-FRANKFURT_2-01-172,Schraubensalto,63.117,184.721,358.064,190.007,265.6,364.74
71.402,71.843,12.986,-1.794,67.248,0.936,65.7,16.637,0609-1-01-831,Bauchsprung,-7.756,-44.97,-7.533,19.316,108.781,33.488
24.767,57.515,2.039,-0.036,25.696,4.369,-40.728,0.536,0609-1-01-831,Bauchsprung,-7.756,-44.97,-7.533,19.316,108.781,33.488
5.081,18.727,1.323,-0.16,-0.307,-11.149,-71.592,1.24,0609-1-01-831,Bauchsprung,-7.756,-44.97,-7.533,19.316,108.781,33.488
2.123,4.423,-0.33,0.188,-0.84,-13.21,-40.555,7.243,0609-1-01-831,Bauchsprung,-7.756,-44.97,-7.533,19.316,108.781,33.488
1.175,1.613,-0.322,-0.151,-0.112,-6.395,-35.115,0.902,0609-1-01-831,Bauchsprung,-7.756,-44.97,-7.533,19.316,108.781,33.488
0.755,0.56,-0.153,0.085,0.236,-3.001,-56.354,-23.516,0609-1-01-831,Bauchsprung,-7.756,-44.97,-7.533,19.316,108.781,33.488
1.377,0.733,-0.79,-0.062,-0.114,1.075,-58.371,-18.422,0609-1-01-831,Bauchsprung,-7.756,-44.97,-7.533,19.316,108.781,33.488
1.336,1.131,-0.485,0.014,-0.039,-10.521,-49.315,-19.712,0609-1-01-831,Bauchsprung,-7.756,-44.97,-7.533,19.316,108.781,33.488
1.195,1.051,-0.612,-0.033,-0.044,2.418,-80.784,-9.185,0609-1-01-831,Bauchsprung,-7.756,-44.97,-7.533,19.316,108.781,33.488
1.356,0.898,-0.328,-0.257,-0.404,10.036,-79.367,1.872,0609-1-01-831,Bauchsprung,-7.756,-44.97,-7.533,19.316,108.781,33.488
1.538,0.788,-0.158,-0.041,-0.791,12.998,-69.47,16.493,0609-1-01-831,Bauchsprung,-7.756,-44.97,-7.533,19.316,108.781,33.488
1.551,0.931,-0.31,-0.307,-0.646,10.612,-60.688,19.64,0609-1-01-831,Bauchsprung,-7.756,-44.97,-7.533,19.316,108.781,33.488
2.432,1.052,-0.151,-0.45,-1.083,5.82,-95.358,17.01,0609-1-01-831,Bauchsprung,-7.756,-44.97,-7.533,19.316,108.781,33.488
2.105,1.768,-0.301,-0.725,-0.882,5.867,-63.895,1.27,0609-1-01-831,Bauchsprung,-7.756,-44.97,-7.533,19.316,108.781,33.488
1.84,1.54,-0.341,-0.357,-0.965,-5.601,-45.675,-5.802,0609-1-01-831,Bauchsprung,-7.756,-44.97,-7.533,19.316,108.781,33.488
2.696,1.477,0.327,-0.418,-1.634,-11.231,-11.661,-5.696,0609-1-01-831,Bauchsprung,-7.756,-44.97,-7.533,19.316,108.781,33.488
2.481,2.008,0.764,-0.625,-1.286,-9.658,28.883,-26.24,0609-1-01-831,Bauchsprung,-7.756,-44.97,-7.533,19.316,108.781,33.488
3.165,2.23,2.095,0.093,-1.717,-14.07,73.52,-17.213,0609-1-01-831,Bauchsprung,-7.756,-44.97,-7.533,19.316,108.781,33.488
19.42,5.592,20.526,2.358,7.894,-20.937,105.592,-36.423,0609-1-01-831,Bauchsprung,-7.756,-44.97,-7.533,19.316,108.781,33.488
81.494,39.482,66.663,3.675,40.016,-34.338,66.895,-5.968,0609-1-01-831,Bauchsprung,-7.756,-44.97,-7.533,19.316,108.781,33.488
80.062,83.875,21.544,4.734,72.958,44.853,225.257,76.12,0609-4-01-229,Schraubensalto C,83.106,180.687,388.086,167.392,280.449,394.79
21.05,59.434,-0.512,1.27,21.808,77.719,278.155,117.85,0609-4-01-229,Schraubensalto C,83.106,180.687,388.086,167.392,280.449,394.79
9.263,16.186,-1.006,1.935,-3.169,95.009,144.287,132.888,0609-4-01-229,Schraubensalto C,83.106,180.687,388.086,167.392,280.449,394.79
4.679,7.015,-1.305,-0.852,-3.033,105.02,82.51,151.855,0609-4-01-229,Schraubensalto C,83.106,180.687,388.086,167.392,280.449,394.79
5.46,5.26,-3.494,1.787,-3.089,179.826,100.435,210.644,0609-4-01-229,Schraubensalto C,83.106,180.687,388.086,167.392,280.449,394.79
9.492,6.661,-7.662,3.762,2.663,285.533,35.918,343.069,0609-4-01-229,Schraubensalto C,83.106,180.687,388.086,167.392,280.449,394.79
13.474,10.99,-11.821,-2.695,3.75,281.48,-113.362,448.274,0609-4-01-229,Schraubensalto C,83.106,180.687,388.086,167.392,280.449,394.79
14.118,13.534,-13.262,-4.039,-1.783,157.254,-175.623,494.042,0609-4-01-229,Schraubensalto C,83.106,180.687,388.086,167.392,280.449,394.79
15.026,14.667,-11.996,-3.771,-7.613,4.323,-154.341,476.682,0609-4-01-229,Schraubensalto C,83.106,180.687,388.086,167.392,280.449,394.79
14.304,14.743,-9.573,-2.772,-10.072,-72.556,-51.729,444.678,0609-4-01-229,Schraubensalto C,83.106,180.687,388.086,167.392,280.449,394.79
12.676,13.777,-8.199,-3.162,-9.134,-88.708,71.033,378.609,0609-4-01-229,Schraubensalto C,83.106,180.687,388.086,167.392,280.449,394.79
10.932,12.205,-5.994,-4.116,-7.872,-83.443,175.709,282.498,0609-4-01-229,Schraubensalto C,83.106,180.687,388.086,167.392,280.449,394.79
7.512,9.613,-3.922,-2.538,-6.003,-79.079,196.505,195.212,0609-4-01-229,Schraubensalto C,83.106,180.687,388.086,167.392,280.449,394.79
6.558,7.19,-3.582,-0.844,-5.503,-55.331,175.913,143.369,0609-4-01-229,Schraubensalto C,83.106,180.687,388.086,167.392,280.449,394.79
6.678,6.633,-4.038,-0.786,-5.237,-19.558,154.14,107.219,0609-4-01-229,Schraubensalto C,83.106,180.687,388.086,167.392,280.449,394.79
7.091,6.83,-4.372,-1.56,-5.198,-15.054,143.273,61.698,0609-4-01-229,Schraubensalto C,83.106,180.687,388.086,167.392,280.449,394.79
7.06,6.933,-5.586,-0.319,-4.279,4.38,144.637,40.571,0609-4-01-229,Schraubensalto C,83.106,180.687,388.086,167.392,280.449,394.79
7.307,7.483,-6.089,-0.369,-1.678,29.424,153.432,51.725,0609-4-01-229,Schraubensalto C,83.106,180.687,388.086,167.392,280.449,394.79
11.704,6.941,6.951,-2.059,12.3,29.241,202.746,9.094,0609-4-01-229,Schraubensalto C,83.106,180.687,388.086,167.392,280.449,394.79
81.995,34.086,32.242,0.019,70.945,-0.718,155.116,-1.968,0609-4-01-229,Schraubensalto C,83.106,180.687,388.086,167.392,280.449,394.79
79.634,81.845,11.664,-1.783,73.782,0.18,4.12,25.291,20191001-1148-FRANKFURT_1-01-144,3/4 Salto vw A,18.645,-271.139,13.755,21.12,315.755,40.587
18.242,60.165,1.99,-2.598,15.049,16.427,-88.912,-0.769,20191001-1148-FRANKFURT_1-01-144,3/4 Salto vw A,18.645,-271.139,13.755,21.12,315.755,40.587
6.745,16.117,0.166,0.049,-3.943,16.52,-52.117,-2.653,20191001-1148-FRANKFURT_1-01-144,3/4 Salto vw A,18.645,-271.139,13.755,21.12,315.755,40.587
4.86,6.273,-2.548,-0.986,-3.262,17.244,12.255,1.742,20191001-1148-FRANKFURT_1-01-144,3/4 Salto vw A,18.645,-271.139,13.755,21.12,315.755,40.587
2.547,4.167,1.188,-0.435,-1.483,9.285,24.922,12.623,20191001-1148-FRANKFURT_1-01-144,3/4 Salto vw A,18.645,-271.139,13.755,21.12,315.755,40.587
2.906,2.704,2.049,-1.416,-0.565,5.726,-23.6,2.844,20191001-1148-FRANKFURT_1-01-144,3/4 Salto vw A,18.645,-271.139,13.755,21.12,315.755,40.587
1.704,2.481,0.235,-0.855,0.613,2.993,-102.384,-12.214,20191001-1148-FRANKFURT_1-01-144,3/4 Salto vw A,18.645,-271.139,13.755,21.12,315.755,40.587
1.534,1.628,-0.348,0.34,-0.227,8.727,-141.974,2.643,20191001-1148-FRANKFURT_1-01-144,3/4 Salto vw A,18.645,-271.139,13.755,21.12,315.755,40.587
2.303,1.81,-0.356,-1.019,-1.362,9.313,-173.853,3.284,20191001-1148-FRANKFURT_1-01-144,3/4 Salto vw A,18.645,-271.139,13.755,21.12,315.755,40.587
2.011,2.295,0.32,-0.829,-1.531,9.465,-188.461,4.952,20191001-1148-FRANKFURT_1-01-144,3/4 Salto vw A,18.645,-271.139,13.755,21.12,315.755,40.587
1.819,1.729,-1.549,-0.242,-0.628,10.638,-210.944,19.149,20191001-1148-FRANKFURT_1-01-144,3/4 Salto vw A,18.645,-271.139,13.755,21.12,315.755,40.587
2.563,2.202,-2.062,-0.837,-1.143,18.624,-248.13,25.114,20191001-1148-FRANKFURT_1-01-144,3/4 Salto vw A,18.645,-271.139,13.755,21.12,315.755,40.587
4.446,3.078,-2.997,-0.795,-2.664,13.731,-281.897,21.864,20191001-1148-FRANKFURT_1-01-144,3/4 Salto vw A,18.645,-271.139,13.755,21.12,315.755,40.587
5.833,4.498,-4.206,-1.029,-3.543,12.289,-304.034,11.439,20191001-1148-FRANKFURT_1-01-144,3/4 Salto vw A,18.645,-271.139,13.755,21.12,315.755,40.587
5.586,5.797,-4.813,-1.185,-3.18,18.952,-299.084,-7.39,20191001-1148-FRANKFURT_1-01-144,3/4 Salto vw A,18.645,-271.139,13.755,21.12,315.755,40.587
8.036,6.52,-6.502,-0.465,-3.684,22.542,-315.714,13.907,20191001-1148-FRANKFURT_1-01-144,3/4 Salto vw A,18.645,-271.139,13.755,21.12,315.755,40.587
6.566,7.415,-4.951,-0.473,-4.492,4.018,-293.788,27.543,20191001-1148-FRANKFURT_1-01-144,3/4 Salto vw A,18.645,-271.139,13.755,21.12,315.755,40.587
7.046,6.959,-3.087,-1.302,-6.449,4.792,-248.96,13.752,20191001-1148-FRANKFURT_1-01-144,3/4 Salto vw A,18.645,-271.139,13.755,21.12,315.755,40.587
46.916,23.764,-23.253,-0.955,2.832,10.569,-231.86,-7.443,20191001-1148-FRANKFURT_1-01-144,3/4 Salto vw A,18.645,-271.139,13.755,21.12,315.755,40.587
83.76,49.73,-70.022,-1.925,41.45,6.876,-1.854,34.082,20191001-1148-FRANKFURT_1-01-144,3/4 Salto vw A,18.645,-271.139,13.755,21.12,315.755,40.587
84.512,90.398,16.743,-2.122,79.628,30.084,163.771,4.26,0827-BK2-01-118,Salto A,11.57,327.751,-23.68,24.258,328.299,33.813
21.754,61.217,3.025,-0.319,21.508,21.528,160.25,0.643,0827-BK2-01-118,Salto A,11.57,327.751,-23.68,24.258,328.299,33.813
9.057,16.218,-0.216,1.369,-3.053,12.349,90.59,-6.261,0827-BK2-01-118,Salto A,11.57,327.751,-23.68,24.258,328.299,33.813
7.646,7.044,1.008,0.194,-5.07,1.006,50.405,-17.785,0827-BK2-01-118,Salto A,11.57,327.751,-23.68,24.258,328.299,33.813
7.323,7.291,-1.845,0.27,-6.293,9.257,138.819,-20.621,0827-BK2-01-118,Salto A,11.57,327.751,-23.68,24.258,328.299,33.813
7.841,6.915,-3.919,0.942,-5.911,16.443,208.904,-17.927,0827-BK2-01-118,Salto A,11.57,327.751,-23.68,24.258,328.299,33.813
6.983,7.104,-4.318,1.024,-4.843,16.387,223.627,-23.298,0827-BK2-01-118,Salto A,11.57,327.751,-23.68,24.258,328.299,33.813
6.756,6.473,-3.512,0.543,-4.752,11.675,217.711,-14.072,0827-BK2-01-118,Salto A,11.57,327.751,-23.68,24.258,328.299,33.813
5.805,5.474,-2.958,0.638,-4.156,5.041,218.496,-32.186,0827-BK2-01-118,Salto A,11.57,327.751,-23.68,24.258,328.299,33.813
6.542,5.449,-3.035,0.882,-4.885,16.346,206.097,-35.004,0827-BK2-01-118,Salto A,11.57,327.751,-23.68,24.258,328.299,33.813
6.45,5.91,-3.075,1.099,-4.902,12.383,202.111,-7.761,0827-BK2-01-118,Salto A,11.57,327.751,-23.68,24.258,328.299,33.813
6.326,5.838,-3.193,0.574,-4.621,-1.275,191.279,-2.509,0827-BK2-01-118,Salto A,11.57,327.751,-23.68,24.258,328.299,33.813
6.339,5.645,-3.094,0.798,-4.724,-10.723,166.846,-19.5,0827-BK2-01-118,Salto A,11.57,327.751,-23.68,24.258,328.299,33.813
6.13,5.733,-3.454,0.735,-4.195,-6.098,166.674,-24.649,0827-BK2-01-118,Salto A,11.57,327.751,-23.68,24.258,328.299,33.813
5.866,5.366,-3.393,0.589,-4.011,1.313,152.989,-15.305,0827-BK2-01-118,Salto A,11.57,327.751,-23.68,24.258,328.299,33.813
5.954,5.297,-3.514,0.518,-4.065,3.127,135.041,-9.645,0827-BK2-01-118,Salto A,11.57,327.751,-23.68,24.258,328.299,33.813
7.4,5.82,-5.027,1.048,-4.491,0.131,134.155,-6.745,0827-BK2-01-118,Salto A,11.57,327.751,-23.68,24.258,328.299,33.813
7.749,7.38,-6.173,0.863,-2.788,-20.218,167.858,-6.082,0827-BK2-01-118,Salto A,11.57,327.751,-23.68,24.258,328.299,33.813
8.783,6.21,-0.373,-0.383,11.314,-4.954,246.128,-8.409,0827-BK2-01-118,Salto A,11.57,327.751,-23.68,24.258,328.299,33.813
83.952,34.29,27.632,-3.172,75.733,3.535,122.742,16.196,0827-BK2-01-118,Salto A,11.57,327.751,-23.68,24.258,328.299,33.813
72.154,73.993,10.815,-3.11,68.287,11.803,245.8,-17.449,0609-1-01-714,Doppelsalto C,30.664,698.429,-37.754,43.535,703.8,70.047
27.54,58.528,2.393,0.799,24.074,13.477,231.1,21.761,0609-1-01-714,Doppelsalto C,30.664,698.429,-37.754,43.535,703.8,70.047
14.131,24.227,-0.14,-1.237,-8.942,34.405,45.594,-63.175,0609-1-01-714,Doppelsalto C,30.664,698.429,-37.754,43.535,703.8,70.047
21.086,15.34,-7.536,-1.226,-17.638,9.052,66.358,-20.46,0609-1-01-714,Doppelsalto C,30.664,698.429,-37.754,43.535,703.8,70.047
26.522,21.368,-18.499,-0.58,-17.444,-8.232,258.84,2.325,0609-1-01-714,Doppelsalto C,30.664,698.429,-37.754,43.535,703.8,70.047
