SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_Abs_I_x LapEnd,DJump_Abs_I_y LapEnd,DJump_Abs_I_z LapEnd,0-ACC_N,0-ACC_N_ROT_filtered,0-Acc_x_Fil,0-Acc_y_Fil,0-Acc_z_Fil,0-Gyro_x_Fil,0-Gyro_y_Fil,0-Gyro_z_Fil,5-ACC_N,5-ACC_N_ROT_filtered,5-Acc_x_Fil,5-Acc_y_Fil,5-Acc_z_Fil,5-Gyro_x_Fil,5-Gyro_y_Fil,5-Gyro_z_Fil,10-ACC_N,10-ACC_N_ROT_filtered,10-Acc_x_Fil,10-Acc_y_Fil,10-Acc_z_Fil,10-Gyro_x_Fil,10-Gyro_y_Fil,10-Gyro_z_Fil,15-ACC_N,15-ACC_N_ROT_filtered,15-Acc_x_Fil,15-Acc_y_Fil,15-Acc_z_Fil,15-Gyro_x_Fil,15-Gyro_y_Fil,15-Gyro_z_Fil,20-ACC_N,20-ACC_N_ROT_filtered,20-Acc_x_Fil,20-Acc_y_Fil,20-Acc_z_Fil,20-Gyro_x_Fil,20-Gyro_y_Fil,20-Gyro_z_Fil,25-ACC_N,25-ACC_N_ROT_filtered,25-Acc_x_Fil,25-Acc_y_Fil,25-Acc_z_Fil,25-Gyro_x_Fil,25-Gyro_y_Fil,25-Gyro_z_Fil,30-ACC_N,30-ACC_N_ROT_filtered,30-Acc_x_Fil,30-Acc_y_Fil,30-Acc_z_Fil,30-Gyro_x_Fil,30-Gyro_y_Fil,30-Gyro_z_Fil,35-ACC_N,35-ACC_N_ROT_filtered,35-Acc_x_Fil,35-Acc_y_Fil,35-Acc_z_Fil,35-Gyro_x_Fil,35-Gyro_y_Fil,35-Gyro_z_Fil,40-ACC_N,40-ACC_N_ROT_filtered,40-Acc_x_Fil,40-Acc_y_Fil,40-Acc_z_Fil,40-Gyro_x_Fil,40-Gyro_y_Fil,40-Gyro_z_Fil,45-ACC_N,45-ACC_N_ROT_filtered,45-Acc_x_Fil,45-Acc_y_Fil,45-Acc_z_Fil,45-Gyro_x_Fil,45-Gyro_y_Fil,45-Gyro_z_Fil,50-ACC_N,50-ACC_N_ROT_filtered,50-Acc_x_Fil,50-Acc_y_Fil,50-Acc_z_Fil,50-Gyro_x_Fil,50-Gyro_y_Fil,50-Gyro_z_Fil,55-ACC_N,55-ACC_N_ROT_filtered,55-Acc_x_Fil,55-Acc_y_Fil,55-Acc_z_Fil,55-Gyro_x_Fil,55-Gyro_y_Fil,55-Gyro_z_Fil,60-ACC_N,60-ACC_N_ROT_filtered,60-Acc_x_Fil,60-Acc_y_Fil,60-Acc_z_Fil,60-Gyro_x_Fil,60-Gyro_y_Fil,60-Gyro_z_Fil,65-ACC_N,65-ACC_N_ROT_filtered,65-Acc_x_Fil,65-Acc_y_Fil,65-Acc_z_Fil,65-Gyro_x_Fil,65-Gyro_y_Fil,65-Gyro_z_Fil,70-ACC_N,70-ACC_N_ROT_filtered,70-Acc_x_Fil,70-Acc_y_Fil,70-Acc_z_Fil,70-Gyro_x_Fil,70-Gyro_y_Fil,70-Gyro_z_Fil,75-ACC_N,75-ACC_N_ROT_filtered,75-Acc_x_Fil,75-Acc_y_Fil,75-Acc_z_Fil,75-Gyro_x_Fil,75-Gyro_y_Fil,75-Gyro_z_Fil,80-ACC_N,80-ACC_N_ROT_filtered,80-Acc_x_Fil,80-Acc_y_Fil,80-Acc_z_Fil,80-Gyro_x_Fil,80-Gyro_y_Fil,80-Gyro_z_Fil,85-ACC_N,85-ACC_N_ROT_filtered,85-Acc_x_Fil,85-Acc_y_Fil,85-Acc_z_Fil,85-Gyro_x_Fil,85-Gyro_y_Fil,85-Gyro_z_Fil,90-ACC_N,90-ACC_N_ROT_filtered,90-Acc_x_Fil,90-Acc_y_Fil,90-Acc_z_Fil,90-Gyro_x_Fil,90-Gyro_y_Fil,90-Gyro_z_Fil,95-ACC_N,95-ACC_N_ROT_filtered,95-Acc_x_Fil,95-Acc_y_Fil,95-Acc_z_Fil,95-Gyro_x_Fil,95-Gyro_y_Fil,95-Gyro_z_Fil
0609-1-01-853,Von Bauch in Stand,5.921,41.588,16.973,23.73,104.168,32.837,85.485,85.386,63.53,13.705,49.936,0.478,-7.741,28.349,85.485,85.386,63.53,13.705,49.936,0.478,-7.741,28.349,85.485,85.386,63.53,13.705,49.936,0.478,-7.741,28.349,85.485,85.386,63.53,13.705,49.936,0.478,-7.741,28.349,85.485,85.386,63.53,13.705,49.936,0.478,-7.741,28.349,85.485,85.386,63.53,13.705,49.936,0.478,-7.741,28.349,85.485,85.386,63.53,13.705,49.936,0.478,-7.741,28.349,85.485,85.386,63.53,13.705,49.936,0.478,-7.741,28.349,85.485,85.386,63.53,13.705,49.936,0.478,-7.741,28.349,85.485,85.386,63.53,13.705,49.936,0.478,-7.741,28.349,85.485,85.386,63.53,13.705,49.936,0.478,-7.741,28.349,85.485,85.386,63.53,13.705,49.936,0.478,-7.741,28.349,85.485,85.386,63.53,13.705,49.936,0.478,-7.741,28.349,85.485,85.386,63.53,13.705,49.936,0.478,-7.741,28.349,85.485,85.386,63.53,13.705,49.936,0.478,-7.741,28.349,85.485,85.386,63.53,13.705,49.936,0.478,-7.741,28.349,85.485,85.386,63.53,13.705,49.936,0.478,-7.741,28.349,85.485,85.386,63.53,13.705,49.936,0.478,-7.741,28.349,85.485,85.386,63.53,13.705,49.936,0.478,-7.741,28.349,85.485,85.386,63.53,13.705,49.936,0.478,-7.741,28.349
0609-4-01-78,Salto C,-1.316,362.973,6.399,16.302,362.973,29.437,81.06,84.469,48.728,1.4,58.388,15.493,158.925,17.653,81.06,84.469,48.728,1.4,58.388,15.493,158.925,17.653,81.06,84.469,48.728,1.4,58.388,15.493,158.925,17.653,81.06,84.469,48.728,1.4,58.388,15.493,158.925,17.653,81.06,84.469,48.728,1.4,58.388,15.493,158.925,17.653,81.06,84.469,48.728,1.4,58.388,15.493,158.925,17.653,81.06,84.469,48.728,1.4,58.388,15.493,158.925,17.653,81.06,84.469,48.728,1.4,58.388,15.493,158.925,17.653,81.06,84.469,48.728,1.4,58.388,15.493,158.925,17.653,81.06,84.469,48.728,1.4,58.388,15.493,158.925,17.653,81.06,84.469,48.728,1.4,58.388,15.493,158.925,17.653,81.06,84.469,48.728,1.4,58.388,15.493,158.925,17.653,81.06,84.469,48.728,1.4,58.388,15.493,158.925,17.653,81.06,84.469,48.728,1.4,58.388,15.493,158.925,17.653,81.06,84.469,48.728,1.4,58.388,15.493,158.925,17.653,81.06,84.469,48.728,1.4,58.388,15.493,158.925,17.653,81.06,84.469,48.728,1.4,58.388,15.493,158.925,17.653,81.06,84.469,48.728,1.4,58.388,15.493,158.925,17.653,81.06,84.469,48.728,1.4,58.388,15.493,158.925,17.653,81.06,84.469,48.728,1.4,58.388,15.493,158.925,17.653
20191008-1207-FRANKFURT_2-01-263,Salto B,36.652,343.974,-11.49,45.928,405.663,45.929,80.545,86.601,2.15,1.891,76.256,-6.76,185.793,-32.279,80.545,86.601,2.15,1.891,76.256,-6.76,185.793,-32.279,80.545,86.601,2.15,1.891,76.256,-6.76,185.793,-32.279,80.545,86.601,2.15,1.891,76.256,-6.76,185.793,-32.279,80.545,86.601,2.15,1.891,76.256,-6.76,185.793,-32.279,80.545,86.601,2.15,1.891,76.256,-6.76,185.793,-32.279,80.545,86.601,2.15,1.891,76.256,-6.76,185.793,-32.279,80.545,86.601,2.15,1.891,76.256,-6.76,185.793,-32.279,80.545,86.601,2.15,1.891,76.256,-6.76,185.793,-32.279,80.545,86.601,2.15,1.891,76.256,-6.76,185.793,-32.279,80.545,86.601,2.15,1.891,76.256,-6.76,185.793,-32.279,80.545,86.601,2.15,1.891,76.256,-6.76,185.793,-32.279,80.545,86.601,2.15,1.891,76.256,-6.76,185.793,-32.279,80.545,86.601,2.15,1.891,76.256,-6.76,185.793,-32.279,80.545,86.601,2.15,1.891,76.256,-6.76,185.793,-32.279,80.545,86.601,2.15,1.891,76.256,-6.76,185.793,-32.279,80.545,86.601,2.15,1.891,76.256,-6.76,185.793,-32.279,80.545,86.601,2.15,1.891,76.256,-6.76,185.793,-32.279,80.545,86.601,2.15,1.891,76.256,-6.76,185.793,-32.279,80.545,86.601,2.15,1.891,76.256,-6.76,185.793,-32.279
0609-4-01-289,Salto C,6.576,369.765,-3.648,25.576,399.603,28.818,85.954,91.696,47.46,2.818,66.689,-10.169,238.665,7.994,85.954,91.696,47.46,2.818,66.689,-10.169,238.665,7.994,85.954,91.696,47.46,2.818,66.689,-10.169,238.665,7.994,85.954,91.696,47.46,2.818,66.689,-10.169,238.665,7.994,85.954,91.696,47.46,2.818,66.689,-10.169,238.665,7.994,85.954,91.696,47.46,2.818,66.689,-10.169,238.665,7.994,85.954,91.696,47.46,2.818,66.689,-10.169,238.665,7.994,85.954,91.696,47.46,2.818,66.689,-10.169,238.665,7.994,85.954,91.696,47.46,2.818,66.689,-10.169,238.665,7.994,85.954,91.696,47.46,2.818,66.689,-10.169,238.665,7.994,85.954,91.696,47.46,2.818,66.689,-10.169,238.665,7.994,85.954,91.696,47.46,2.818,66.689,-10.169,238.665,7.994,85.954,91.696,47.46,2.818,66.689,-10.169,238.665,7.994,85.954,91.696,47.46,2.818,66.689,-10.169,238.665,7.994,85.954,91.696,47.46,2.818,66.689,-10.169,238.665,7.994,85.954,91.696,47.46,2.818,66.689,-10.169,238.665,7.994,85.954,91.696,47.46,2.818,66.689,-10.169,238.665,7.994,85.954,91.696,47.46,2.818,66.689,-10.169,238.665,7.994,85.954,91.696,47.46,2.818,66.689,-10.169,238.665,7.994,85.954,91.696,47.46,2.818,66.689,-10.169,238.665,7.994
0609-4-01-397,Salto C,-10.259,363.352,-6.035,26.423,388.318,33.804,84.455,92.325,44.847,2.263,67.389,-6.274,226.418,16.284,84.455,92.325,44.847,2.263,67.389,-6.274,226.418,16.284,84.455,92.325,44.847,2.263,67.389,-6.274,226.418,16.284,84.455,92.325,44.847,2.263,67.389,-6.274,226.418,16.284,84.455,92.325,44.847,2.263,67.389,-6.274,226.418,16.284,84.455,92.325,44.847,2.263,67.389,-6.274,226.418,16.284,84.455,92.325,44.847,2.263,67.389,-6.274,226.418,16.284,84.455,92.325,44.847,2.263,67.389,-6.274,226.418,16.284,84.455,92.325,44.847,2.263,67.389,-6.274,226.418,16.284,84.455,92.325,44.847,2.263,67.389,-6.274,226.418,16.284,84.455,92.325,44.847,2.263,67.389,-6.274,226.418,16.284,84.455,92.325,44.847,2.263,67.389,-6.274,226.418,16.284,84.455,92.325,44.847,2.263,67.389,-6.274,226.418,16.284,84.455,92.325,44.847,2.263,67.389,-6.274,226.418,16.284,84.455,92.325,44.847,2.263,67.389,-6.274,226.418,16.284,84.455,92.325,44.847,2.263,67.389,-6.274,226.418,16.284,84.455,92.325,44.847,2.263,67.389,-6.274,226.418,16.284,84.455,92.325,44.847,2.263,67.389,-6.274,226.418,16.284,84.455,92.325,44.847,2.263,67.389,-6.274,226.418,16.284,84.455,92.325,44.847,2.263,67.389,-6.274,226.418,16.284
0609-4-01-350,Salto C,-2.735,363.13,-11.362,29.483,387.247,36.726,83.705,91.782,42.521,2.579,67.788,9.922,254.865,13.657,83.705,91.782,42.521,2.579,67.788,9.922,254.865,13.657,83.705,91.782,42.521,2.579,67.788,9.922,254.865,13.657,83.705,91.782,42.521,2.579,67.788,9.922,254.865,13.657,83.705,91.782,42.521,2.579,67.788,9.922,254.865,13.657,83.705,91.782,42.521,2.579,67.788,9.922,254.865,13.657,83.705,91.782,42.521,2.579,67.788,9.922,254.865,13.657,83.705,91.782,42.521,2.579,67.788,9.922,254.865,13.657,83.705,91.782,42.521,2.579,67.788,9.922,254.865,13.657,83.705,91.782,42.521,2.579,67.788,9.922,254.865,13.657,83.705,91.782,42.521,2.579,67.788,9.922,254.865,13.657,83.705,91.782,42.521,2.579,67.788,9.922,254.865,13.657,83.705,91.782,42.521,2.579,67.788,9.922,254.865,13.657,83.705,91.782,42.521,2.579,67.788,9.922,254.865,13.657,83.705,91.782,42.521,2.579,67.788,9.922,254.865,13.657,83.705,91.782,42.521,2.579,67.788,9.922,254.865,13.657,83.705,91.782,42.521,2.579,67.788,9.922,254.865,13.657,83.705,91.782,42.521,2.579,67.788,9.922,254.865,13.657,83.705,91.782,42.521,2.579,67.788,9.922,254.865,13.657,83.705,91.782,42.521,2.579,67.788,9.922,254.865,13.657
20191008-1207-FRANKFURT_2-01-306,Salto B,28.026,340.747,-77.976,57.411,407.233,106.396,80.698,88.595,22.596,23.128,67.931,19.886,179.409,-69.77,80.698,88.595,22.596,23.128,67.931,19.886,179.409,-69.77,80.698,88.595,22.596,23.128,67.931,19.886,179.409,-69.77,80.698,88.595,22.596,23.128,67.931,19.886,179.409,-69.77,80.698,88.595,22.596,23.128,67.931,19.886,179.409,-69.77,80.698,88.595,22.596,23.128,67.931,19.886,179.409,-69.77,80.698,88.595,22.596,23.128,67.931,19.886,179.409,-69.77,80.698,88.595,22.596,23.128,67.931,19.886,179.409,-69.77,80.698,88.595,22.596,23.128,67.931,19.886,179.409,-69.77,80.698,88.595,22.596,23.128,67.931,19.886,179.409,-69.77,80.698,88.595,22.596,23.128,67.931,19.886,179.409,-69.77,80.698,88.595,22.596,23.128,67.931,19.886,179.409,-69.77,80.698,88.595,22.596,23.128,67.931,19.886,179.409,-69.77,80.698,88.595,22.596,23.128,67.931,19.886,179.409,-69.77,80.698,88.595,22.596,23.128,67.931,19.886,179.409,-69.77,80.698,88.595,22.596,23.128,67.931,19.886,179.409,-69.77,80.698,88.595,22.596,23.128,67.931,19.886,179.409,-69.77,80.698,88.595,22.596,23.128,67.931,19.886,179.409,-69.77,80.698,88.595,22.596,23.128,67.931,19.886,179.409,-69.77,80.698,88.595,22.596,23.128,67.931,19.886,179.409,-69.77
0609-1-01-521,Salto C,39.939,364.702,-17.85,50.543,381.811,44.62,84.142,89.52,23.018,0.653,77.327,25.182,167.273,-18.603,84.142,89.52,23.018,0.653,77.327,25.182,167.273,-18.603,84.142,89.52,23.018,0.653,77.327,25.182,167.273,-18.603,84.142,89.52,23.018,0.653,77.327,25.182,167.273,-18.603,84.142,89.52,23.018,0.653,77.327,25.182,167.273,-18.603,84.142,89.52,23.018,0.653,77.327,25.182,167.273,-18.603,84.142,89.52,23.018,0.653,77.327,25.182,167.273,-18.603,84.142,89.52,23.018,0.653,77.327,25.182,167.273,-18.603,84.142,89.52,23.018,0.653,77.327,25.182,167.273,-18.603,84.142,89.52,23.018,0.653,77.327,25.182,167.273,-18.603,84.142,89.52,23.018,0.653,77.327,25.182,167.273,-18.603,84.142,89.52,23.018,0.653,77.327,25.182,167.273,-18.603,84.142,89.52,23.018,0.653,77.327,25.182,167.273,-18.603,84.142,89.52,23.018,0.653,77.327,25.182,167.273,-18.603,84.142,89.52,23.018,0.653,77.327,25.182,167.273,-18.603,84.142,89.52,23.018,0.653,77.327,25.182,167.273,-18.603,84.142,89.52,23.018,0.653,77.327,25.182,167.273,-18.603,84.142,89.52,23.018,0.653,77.327,25.182,167.273,-18.603,84.142,89.52,23.018,0.653,77.327,25.182,167.273,-18.603,84.142,89.52,23.018,0.653,77.327,25.182,167.273,-18.603
0115-MORITZ-03-145,Voll- ein- voll- aus B,-277.539,172.983,-694.944,464.194,568.632,712.673,87.933,92.52,16.808,-4.918,80.943,-8.61,362.403,-105.457,87.933,92.52,16.808,-4.918,80.943,-8.61,362.403,-105.457,87.933,92.52,16.808,-4.918,80.943,-8.61,362.403,-105.457,87.933,92.52,16.808,-4.918,80.943,-8.61,362.403,-105.457,87.933,92.52,16.808,-4.918,80.943,-8.61,362.403,-105.457,87.933,92.52,16.808,-4.918,80.943,-8.61,362.403,-105.457,87.933,92.52,16.808,-4.918,80.943,-8.61,362.403,-105.457,87.933,92.52,16.808,-4.918,80.943,-8.61,362.403,-105.457,87.933,92.52,16.808,-4.918,80.943,-8.61,362.403,-105.457,87.933,92.52,16.808,-4.918,80.943,-8.61,362.403,-105.457,87.933,92.52,16.808,-4.918,80.943,-8.61,362.403,-105.457,87.933,92.52,16.808,-4.918,80.943,-8.61,362.403,-105.457,87.933,92.52,16.808,-4.918,80.943,-8.61,362.403,-105.457,87.933,92.52,16.808,-4.918,80.943,-8.61,362.403,-105.457,87.933,92.52,16.808,-4.918,80.943,-8.61,362.403,-105.457,87.933,92.52,16.808,-4.918,80.943,-8.61,362.403,-105.457,87.933,92.52,16.808,-4.918,80.943,-8.61,362.403,-105.457,87.933,92.52,16.808,-4.918,80.943,-8.61,362.403,-105.457,87.933,92.52,16.808,-4.918,80.943,-8.61,362.403,-105.457,87.933,92.52,16.808,-4.918,80.943,-8.61,362.403,-105.457
0115-MORITZ-03-129,Fliffis aus B,76.099,-237.306,-174.244,148.974,613.944,220.202,97.432,101.485,28.863,-3.298,88.038,18.622,-75.945,-19.196,97.432,101.485,28.863,-3.298,88.038,18.622,-75.945,-19.196,97.432,101.485,28.863,-3.298,88.038,18.622,-75.945,-19.196,97.432,101.485,28.863,-3.298,88.038,18.622,-75.945,-19.196,97.432,101.485,28.863,-3.298,88.038,18.622,-75.945,-19.196,97.432,101.485,28.863,-3.298,88.038,18.622,-75.945,-19.196,97.432,101.485,28.863,-3.298,88.038,18.622,-75.945,-19.196,97.432,101.485,28.863,-3.298,88.038,18.622,-75.945,-19.196,97.432,101.485,28.863,-3.298,88.038,18.622,-75.945,-19.196,97.432,101.485,28.863,-3.298,88.038,18.622,-75.945,-19.196,97.432,101.485,28.863,-3.298,88.038,18.622,-75.945,-19.196,97.432,101.485,28.863,-3.298,88.038,18.622,-75.945,-19.196,97.432,101.485,28.863,-3.298,88.038,18.622,-75.945,-19.196,97.432,101.485,28.863,-3.298,88.038,18.622,-75.945,-19.196,97.432,101.485,28.863,-3.298,88.038,18.622,-75.945,-19.196,97.432,101.485,28.863,-3.298,88.038,18.622,-75.945,-19.196,97.432,101.485,28.863,-3.298,88.038,18.622,-75.945,-19.196,97.432,101.485,28.863,-3.298,88.038,18.622,-75.945,-19.196,97.432,101.485,28.863,-3.298,88.038,18.622,-75.945,-19.196,97.432,101.485,28.863,-3.298,88.038,18.622,-75.945,-19.196
0609-4-01-516,Barani C,-50.912,-66.761,223.376,68.91,279.933,233.326,86.553,88.252,35.304,3.556,74.81,-3.337,1.958,14.207,86.553,88.252,35.304,3.556,74.81,-3.337,1.958,14.207,86.553,88.252,35.304,3.556,74.81,-3.337,1.958,14.207,86.553,88.252,35.304,3.556,74.81,-3.337,1.958,14.207,86.553,88.252,35.304,3.556,74.81,-3.337,1.958,14.207,86.553,88.252,35.304,3.556,74.81,-3.337,1.958,14.207,86.553,88.252,35.304,3.556,74.81,-3.337,1.958,14.207,86.553,88.252,35.304,3.556,74.81,-3.337,1.958,14.207,86.553,88.252,35.304,3.556,74.81,-3.337,1.958,14.207,86.553,88.252,35.304,3.556,74.81,-3.337,1.958,14.207,86.553,88.252,35.304,3.556,74.81,-3.337,1.958,14.207,86.553,88.252,35.304,3.556,74.81,-3.337,1.958,14.207,86.553,88.252,35.304,3.556,74.81,-3.337,1.958,14.207,86.553,88.252,35.304,3.556,74.81,-3.337,1.958,14.207,86.553,88.252,35.304,3.556,74.81,-3.337,1.958,14.207,86.553,88.252,35.304,3.556,74.81,-3.337,1.958,14.207,86.553,88.252,35.304,3.556,74.81,-3.337,1.958,14.207,86.553,88.252,35.304,3.556,74.81,-3.337,1.958,14.207,86.553,88.252,35.304,3.556,74.81,-3.337,1.958,14.207,86.553,88.252,35.304,3.556,74.81,-3.337,1.958,14.207
20191007-1159-FRANKFURT_1-01-91,Barani B,26.839,-29.636,176.383,49.778,358.044,220.759,87.69,84.694,22.064,-3.249,79.336,5.924,-187.234,-52.376,87.69,84.694,22.064,-3.249,79.336,5.924,-187.234,-52.376,87.69,84.694,22.064,-3.249,79.336,5.924,-187.234,-52.376,87.69,84.694,22.064,-3.249,79.336,5.924,-187.234,-52.376,87.69,84.694,22.064,-3.249,79.336,5.924,-187.234,-52.376,87.69,84.694,22.064,-3.249,79.336,5.924,-187.234,-52.376,87.69,84.694,22.064,-3.249,79.336,5.924,-187.234,-52.376,87.69,84.694,22.064,-3.249,79.336,5.924,-187.234,-52.376,87.69,84.694,22.064,-3.249,79.336,5.924,-187.234,-52.376,87.69,84.694,22.064,-3.249,79.336,5.924,-187.234,-52.376,87.69,84.694,22.064,-3.249,79.336,5.924,-187.234,-52.376,87.69,84.694,22.064,-3.249,79.336,5.924,-187.234,-52.376,87.69,84.694,22.064,-3.249,79.336,5.924,-187.234,-52.376,87.69,84.694,22.064,-3.249,79.336,5.924,-187.234,-52.376,87.69,84.694,22.064,-3.249,79.336,5.924,-187.234,-52.376,87.69,84.694,22.064,-3.249,79.336,5.924,-187.234,-52.376,87.69,84.694,22.064,-3.249,79.336,5.924,-187.234,-52.376,87.69,84.694,22.064,-3.249,79.336,5.924,-187.234,-52.376,87.69,84.694,22.064,-3.249,79.336,5.924,-187.234,-52.376,87.69,84.694,22.064,-3.249,79.336,5.924,-187.234,-52.376
0609-4-01-129,Schraubensalto C,94.315,184.704,407.597,160.772,291.723,408.797,81.55,86.241,23.836,5.748,73.471,37.484,225.661,100.017,81.55,86.241,23.836,5.748,73.471,37.484,225.661,100.017,81.55,86.241,23.836,5.748,73.471,37.484,225.661,100.017,81.55,86.241,23.836,5.748,73.471,37.484,225.661,100.017,81.55,86.241,23.836,5.748,73.471,37.484,225.661,100.017,81.55,86.241,23.836,5.748,73.471,37.484,225.661,100.017,81.55,86.241,23.836,5.748,73.471,37.484,225.661,100.017,81.55,86.241,23.836,5.748,73.471,37.484,225.661,100.017,81.55,86.241,23.836,5.748,73.471,37.484,225.661,100.017,81.55,86.241,23.836,5.748,73.471,37.484,225.661,100.017,81.55,86.241,23.836,5.748,73.471,37.484,225.661,100.017,81.55,86.241,23.836,5.748,73.471,37.484,225.661,100.017,81.55,86.241,23.836,5.748,73.471,37.484,225.661,100.017,81.55,86.241,23.836,5.748,73.471,37.484,225.661,100.017,81.55,86.241,23.836,5.748,73.471,37.484,225.661,100.017,81.55,86.241,23.836,5.748,73.471,37.484,225.661,100.017,81.55,86.241,23.836,5.748,73.471,37.484,225.661,100.017,81.55,86.241,23.836,5.748,73.471,37.484,225.661,100.017,81.55,86.241,23.836,5.748,73.471,37.484,225.661,100.017,81.55,86.241,23.836,5.748,73.471,37.484,225.661,100.017
20191007-1159-FRANKFURT_1-01-291,Barani A,-75.75,89.069,176.532,82.234,300.543,194.905,88.445,86.108,27.424,-0.59,78.952,14.578,-180.555,-12.751,88.445,86.108,27.424,-0.59,78.952,14.578,-180.555,-12.751,88.445,86.108,27.424,-0.59,78.952,14.578,-180.555,-12.751,88.445,86.108,27.424,-0.59,78.952,14.578,-180.555,-12.751,88.445,86.108,27.424,-0.59,78.952,14.578,-180.555,-12.751,88.445,86.108,27.424,-0.59,78.952,14.578,-180.555,-12.751,88.445,86.108,27.424,-0.59,78.952,14.578,-180.555,-12.751,88.445,86.108,27.424,-0.59,78.952,14.578,-180.555,-12.751,88.445,86.108,27.424,-0.59,78.952,14.578,-180.555,-12.751,88.445,86.108,27.424,-0.59,78.952,14.578,-180.555,-12.751,88.445,86.108,27.424,-0.59,78.952,14.578,-180.555,-12.751,88.445,86.108,27.424,-0.59,78.952,14.578,-180.555,-12.751,88.445,86.108,27.424,-0.59,78.952,14.578,-180.555,-12.751,88.445,86.108,27.424,-0.59,78.952,14.578,-180.555,-12.751,88.445,86.108,27.424,-0.59,78.952,14.578,-180.555,-12.751,88.445,86.108,27.424,-0.59,78.952,14.578,-180.555,-12.751,88.445,86.108,27.424,-0.59,78.952,14.578,-180.555,-12.751,88.445,86.108,27.424,-0.59,78.952,14.578,-180.555,-12.751,88.445,86.108,27.424,-0.59,78.952,14.578,-180.555,-12.751,88.445,86.108,27.424,-0.59,78.952,14.578,-180.555,-12.751
20191007-1150-FRANKFURT_2-01-72,Salto A,14.459,344.419,-23.875,27.475,344.419,36.459,71.44,71.118,12.688,-0.963,66.062,48.285,218.926,-4.032,71.44,71.118,12.688,-0.963,66.062,48.285,218.926,-4.032,71.44,71.118,12.688,-0.963,66.062,48.285,218.926,-4.032,71.44,71.118,12.688,-0.963,66.062,48.285,218.926,-4.032,71.44,71.118,12.688,-0.963,66.062,48.285,218.926,-4.032,71.44,71.118,12.688,-0.963,66.062,48.285,218.926,-4.032,71.44,71.118,12.688,-0.963,66.062,48.285,218.926,-4.032,71.44,71.118,12.688,-0.963,66.062,48.285,218.926,-4.032,71.44,71.118,12.688,-0.963,66.062,48.285,218.926,-4.032,71.44,71.118,12.688,-0.963,66.062,48.285,218.926,-4.032,71.44,71.118,12.688,-0.963,66.062,48.285,218.926,-4.032,71.44,71.118,12.688,-0.963,66.062,48.285,218.926,-4.032,71.44,71.118,12.688,-0.963,66.062,48.285,218.926,-4.032,71.44,71.118,12.688,-0.963,66.062,48.285,218.926,-4.032,71.44,71.118,12.688,-0.963,66.062,48.285,218.926,-4.032,71.44,71.118,12.688,-0.963,66.062,48.285,218.926,-4.032,71.44,71.118,12.688,-0.963,66.062,48.285,218.926,-4.032,71.44,71.118,12.688,-0.963,66.062,48.285,218.926,-4.032,71.44,71.118,12.688,-0.963,66.062,48.285,218.926,-4.032,71.44,71.118,12.688,-0.963,66.062,48.285,218.926,-4.032
20190930-1616-FRANKFURT_1-01-313,Barani C,-124.399,-114.962,178.895,139.925,285.763,189.622,91.108,86.789,18.168,7.217,84.629,-8.111,22.525,26.042,91.108,86.789,18.168,7.217,84.629,-8.111,22.525,26.042,91.108,86.789,18.168,7.217,84.629,-8.111,22.525,26.042,91.108,86.789,18.168,7.217,84.629,-8.111,22.525,26.042,91.108,86.789,18.168,7.217,84.629,-8.111,22.525,26.042,91.108,86.789,18.168,7.217,84.629,-8.111,22.525,26.042,91.108,86.789,18.168,7.217,84.629,-8.111,22.525,26.042,91.108,86.789,18.168,7.217,84.629,-8.111,22.525,26.042,91.108,86.789,18.168,7.217,84.629,-8.111,22.525,26.042,91.108,86.789,18.168,7.217,84.629,-8.111,22.525,26.042,91.108,86.789,18.168,7.217,84.629,-8.111,22.525,26.042,91.108,86.789,18.168,7.217,84.629,-8.111,22.525,26.042,91.108,86.789,18.168,7.217,84.629,-8.111,22.525,26.042,91.108,86.789,18.168,7.217,84.629,-8.111,22.525,26.042,91.108,86.789,18.168,7.217,84.629,-8.111,22.525,26.042,91.108,86.789,18.168,7.217,84.629,-8.111,22.525,26.042,91.108,86.789,18.168,7.217,84.629,-8.111,22.525,26.042,91.108,86.789,18.168,7.217,84.629,-8.111,22.525,26.042,91.108,86.789,18.168,7.217,84.629,-8.111,22.525,26.042,91.108,86.789,18.168,7.217,84.629,-8.111,22.525,26.042
