SprungID,Sprungtyp,avg_Acc_N_Fil,std_Acc_N_Fil,avg_Gyro_x_R,std_Gyro_x_R,avg_Gyro_y_R,std_Gyro_y_R,avg_Gyro_z_R,std_Gyro_z_R,avg_Gyro_x_Fil,std_Gyro_x_Fil,avg_Gyro_y_Fil,std_Gyro_y_Fil,avg_Gyro_z_Fil,std_Gyro_z_Fil
20190930-1153-FRANKFURT_1-01-139,3/4 Salto rw A,12.251,23.612,17.304,16.085,150.355,37.061,-5.518,21.803,17.261,13.142,149.065,35.785,-4.82,14.936
20190930-1153-FRANKFURT_1-01-140,Cody C,21.688,26.862,18.477,39.228,211.633,252.43,1.822,42.317,18.481,33.189,212.939,244.979,1.307,33.037
20190930-1153-FRANKFURT_1-01-141,Salto B,17.262,18.847,17.5,30.371,190.91,220.231,9.935,34.656,17.68,27.085,190.218,213.986,9.889,29.194
20190930-1153-FRANKFURT_1-01-142,Barani A,16.699,23.332,-65.289,84.606,1.025,157.657,100.622,75.598,-65.513,83.287,1.479,154.87,100.79,73.765
20190930-1153-FRANKFURT_1-01-143,Salto A,15.658,24.018,23.654,18.313,187.541,61.726,-1.851,24.248,23.599,15.809,187.85,56.698,-2.061,20.241
20190930-1153-FRANKFURT_1-01-144,Schraubensalto,14.109,19.481,26.161,102.74,57.048,140.701,217.265,128.666,26.246,100.97,56.325,138.307,217.648,125.474
20190930-1153-FRANKFURT_1-01-155,Strecksprung,10.452,23.192,-0.613,12.806,-2.669,76.456,2.824,22.441,-0.625,10.86,-2.674,73.966,2.902,17.31
20190930-1153-FRANKFURT_1-01-161,3/4 Salto rw A,11.812,23.136,13.751,12.567,147.824,40.6,-5.347,19.889,13.704,9.591,146.735,38.942,-4.818,13.131
20190930-1153-FRANKFURT_1-01-162,Cody C,19.845,25.079,28.855,37.38,210.547,224.924,11.389,35.729,28.874,34.721,211.373,217.403,11.187,29.995
20190930-1153-FRANKFURT_1-01-163,Salto B,19.074,22.123,26.277,36.166,188.132,210.847,-3.303,31.662,26.388,34.449,187.878,204.997,-3.665,25.72
20190930-1153-FRANKFURT_1-01-164,Barani A,16.672,24.187,-60.407,85.651,3.48,156.613,101.915,79.204,-60.379,84.246,4.018,153.885,102.062,76.063
20190930-1153-FRANKFURT_1-01-165,Salto A,14.759,23.047,24.67,21.538,186.525,57.912,-1.074,27.484,24.494,18.842,186.731,53.27,-1.005,22.18
20190930-1153-FRANKFURT_1-01-166,Schraubensalto,14.651,20.189,34.353,102.613,42.931,155.161,215.684,119.0,34.345,101.004,42.278,152.304,215.876,115.91
20190930-1153-FRANKFURT_1-01-182,Salto A,13.142,21.917,20.047,16.953,179.578,58.483,4.439,16.645,19.965,14.858,179.488,54.136,4.572,12.475
20190930-1153-FRANKFURT_1-01-183,Schraubensalto,15.808,23.089,26.54,88.743,48.718,158.026,206.405,113.38,26.616,87.376,48.209,156.109,206.511,111.437
20190930-1153-FRANKFURT_1-01-184,Rudi,20.842,24.96,-0.772,111.775,-11.221,154.725,317.058,191.216,-0.805,108.532,-10.787,152.114,316.635,190.051
20190930-1153-FRANKFURT_1-01-185,Salto C,16.227,21.977,20.968,37.091,183.017,175.583,-5.452,36.008,20.994,34.384,182.503,168.874,-4.851,29.184
20190930-1153-FRANKFURT_1-01-186,Fliffis- Rudi C,36.965,19.816,57.11,147.366,-234.35,349.392,314.074,357.095,57.073,140.551,-234.514,343.133,313.995,351.852
20190930-1153-FRANKFURT_1-01-195,Strecksprung,10.966,24.678,-2.191,14.958,1.219,64.899,4.999,23.212,-2.186,13.5,1.258,63.441,5.021,19.583
20190930-1153-FRANKFURT_1-01-200,Salto A,16.715,26.279,29.808,21.414,175.833,54.849,3.62,23.948,29.863,19.82,176.115,48.621,3.705,20.029
20190930-1153-FRANKFURT_1-01-201,Schraubensalto,14.566,20.23,10.902,116.697,62.982,134.348,214.788,121.975,10.896,114.912,62.2,131.009,214.575,120.345
20190930-1153-FRANKFURT_1-01-202,Rudi,20.208,22.469,-11.292,126.542,-25.44,150.762,322.317,221.638,-11.333,122.403,-25.068,147.108,322.266,219.49
20190930-1153-FRANKFURT_1-01-203,Salto C,16.232,21.7,24.411,36.37,179.313,177.755,-5.004,27.284,24.505,32.894,179.001,170.715,-5.034,21.54
20190930-1153-FRANKFURT_1-01-204,Fliffis- Rudi C,39.584,21.651,7.059,158.038,-197.219,352.052,310.991,341.997,6.907,150.171,-196.601,346.464,311.322,335.634
20190930-1153-FRANKFURT_1-01-205,Doppelsalto C,31.992,21.485,30.848,41.469,384.229,257.257,-3.965,72.636,31.249,34.182,383.862,249.218,-3.804,53.897
20190930-1153-FRANKFURT_1-01-219,Salto A,13.443,22.301,15.819,19.761,177.67,67.856,3.623,22.845,15.841,17.554,177.608,62.658,3.639,17.738
20190930-1153-FRANKFURT_1-01-220,Schraubensalto,15.338,22.879,24.753,82.521,41.075,167.88,198.702,100.999,24.712,81.32,40.568,165.802,198.793,98.987
20190930-1153-FRANKFURT_1-01-221,Rudi,20.754,25.002,1.262,98.597,-19.937,164.773,310.642,193.192,1.16,95.543,-19.624,161.568,310.324,192.024
20190930-1153-FRANKFURT_1-01-222,Salto C,17.302,24.261,12.265,30.692,177.258,173.846,-3.356,36.16,12.342,27.167,176.484,167.697,-3.092,30.376
20190930-1153-FRANKFURT_1-01-223,Fliffis- Rudi C,35.379,19.61,45.294,143.716,-191.429,356.539,311.99,333.147,45.073,136.558,-190.559,351.421,312.19,327.465
20190930-1153-FRANKFURT_1-01-224,Doppelsalto C,31.971,21.754,35.701,31.689,380.676,246.99,-1.509,55.144,36.032,26.803,380.27,239.62,-1.497,40.467
20190930-1153-FRANKFURT_1-01-227,Strecksprung,10.747,21.546,-1.674,18.115,-1.246,86.189,4.076,19.148,-1.831,16.451,-1.295,83.197,3.92,15.857
20190930-1153-FRANKFURT_1-01-236,3/4 Salto rw A,11.904,23.117,12.429,13.019,148.174,40.906,-5.47,21.978,12.456,11.737,146.937,39.353,-4.956,17.423
20190930-1153-FRANKFURT_1-01-237,Cody C,21.324,27.005,25.736,37.202,208.403,239.214,10.689,40.799,25.664,33.708,209.522,231.62,10.31,34.116
20190930-1153-FRANKFURT_1-01-238,Salto B,17.423,18.995,28.894,42.851,186.426,221.267,-2.284,33.797,28.924,40.966,185.768,215.042,-2.136,27.756
20190930-1153-FRANKFURT_1-01-239,Barani A,16.418,24.181,-65.651,88.665,9.249,145.59,103.682,74.85,-65.694,87.765,9.998,143.406,103.591,73.602
20190930-1153-FRANKFURT_1-01-240,Salto A,13.06,20.613,27.63,20.982,185.741,53.985,0.902,29.469,27.501,18.214,184.912,48.486,0.96,26.118
20190930-1153-FRANKFURT_1-01-241,Schraubensalto,16.788,23.852,16.005,103.364,56.168,146.208,204.608,118.518,16.195,102.08,56.514,144.86,204.565,117.039
20190930-1153-FRANKFURT_1-01-242,Rudi,19.369,23.104,2.342,120.482,-12.937,152.664,320.823,204.65,2.047,116.694,-12.41,149.414,320.834,202.913
20190930-1153-FRANKFURT_1-01-243,Salto C,15.648,22.16,19.188,35.209,187.083,172.629,-9.46,36.693,19.703,32.542,186.316,167.326,-9.559,29.62
20190930-1153-FRANKFURT_1-01-244,Fliffis- Rudi C,38.204,20.991,37.903,154.487,-189.588,358.635,311.814,344.529,37.476,147.258,-189.152,352.434,312.384,337.713
20190930-1153-FRANKFURT_1-01-245,Doppelsalto C,32.638,22.589,45.16,44.767,382.35,238.956,-11.136,54.332,45.395,40.558,382.42,229.905,-11.578,31.201
20190930-1153-FRANKFURT_1-01-249,Strecksprung,12.579,23.086,-2.764,12.429,0.818,28.885,-3.931,26.452,-2.665,10.736,0.709,23.075,-3.799,23.141
20190930-1247-FRANKFURT_2-01-22,Strecksprung,10.505,22.138,-1.227,9.801,2.545,67.389,-1.109,19.785,-1.285,8.419,2.489,64.758,-0.965,16.253
20190930-1247-FRANKFURT_2-01-28,Salto C,18.003,23.513,-7.587,21.256,200.048,172.354,2.008,37.5,-7.896,15.406,199.923,165.829,2.02,25.014
20190930-1247-FRANKFURT_2-01-29,Salto B,18.945,22.44,0.755,20.076,206.031,209.898,1.553,36.889,0.778,15.75,206.02,202.548,1.323,28.28
20190930-1247-FRANKFURT_2-01-30,Salto A,13.03,17.367,15.658,21.035,203.508,51.054,1.078,30.064,15.489,15.083,202.887,41.799,0.975,22.621
20190930-1247-FRANKFURT_2-01-31,Salto B,19.224,23.608,8.012,21.937,197.255,216.763,-5.406,45.136,8.376,18.81,197.898,209.518,-5.347,35.235
20190930-1247-FRANKFURT_2-01-32,Salto C,17.585,21.662,4.458,24.825,204.602,193.67,-4.577,41.87,4.382,19.123,204.381,185.289,-4.31,26.232
20190930-1247-FRANKFURT_2-01-37,Strecksprung,9.891,21.124,-1.816,7.585,-1.417,52.927,4.371,18.565,-1.759,4.868,-1.473,48.323,4.275,15.541
20190930-1247-FRANKFURT_2-01-43,Salto C,17.303,21.815,-9.24,16.792,202.592,193.791,7.121,31.505,-9.118,12.427,202.059,186.708,6.987,23.86
20190930-1247-FRANKFURT_2-01-44,Salto B,15.526,20.932,-0.358,14.579,213.225,89.911,-0.31,27.155,-0.361,9.22,213.468,85.717,-0.329,17.593
20190930-1247-FRANKFURT_2-01-45,Salto A,16.218,23.229,0.549,24.568,203.329,43.801,-15.895,37.228,0.216,19.825,203.451,38.162,-16.068,27.649
20190930-1247-FRANKFURT_2-01-46,Salto B,17.369,21.939,-8.974,18.961,212.385,175.033,-4.549,34.875,-8.858,14.598,212.311,169.51,-4.346,27.609
20190930-1247-FRANKFURT_2-01-47,Salto C,14.477,17.327,-4.636,22.176,209.419,126.491,5.342,26.666,-4.483,17.144,209.159,123.02,5.255,16.885
20190930-1247-FRANKFURT_2-01-59,Strecksprung,10.688,24.273,-2.95,15.259,2.472,79.712,2.323,26.049,-2.85,13.188,2.382,75.398,2.4,21.604
20190930-1247-FRANKFURT_2-01-61,Strecksprung,10.462,24.126,0.124,7.472,2.319,70.146,2.116,26.767,0.083,5.435,2.411,66.935,1.862,24.912
20190930-1247-FRANKFURT_2-01-76,Salto C,17.521,22.146,0.331,21.141,191.585,198.795,3.762,34.986,0.085,14.42,191.118,190.54,3.898,22.625
20190930-1247-FRANKFURT_2-01-77,Barani C,17.379,23.694,-54.339,37.526,-35.713,215.424,103.343,83.838,-54.266,34.118,-35.405,210.775,103.002,78.405
20190930-1247-FRANKFURT_2-01-78,Salto B,18.175,22.802,7.068,18.822,194.561,205.284,-2.755,31.958,6.874,14.842,194.208,198.865,-2.486,23.286
20190930-1247-FRANKFURT_2-01-79,Barani C,17.023,22.429,-69.805,43.93,-57.311,212.744,114.724,61.597,-69.567,41.747,-56.832,208.505,114.462,57.02
20190930-1247-FRANKFURT_2-01-80,Salto A,15.35,21.406,3.296,20.755,200.769,42.025,-6.576,30.641,3.072,15.255,200.32,33.777,-6.287,21.313
20190930-1247-FRANKFURT_2-01-84,Strecksprung,9.016,20.095,2.142,15.737,12.284,73.086,2.085,41.06,2.032,9.475,12.357,62.566,2.436,30.38
20190930-1247-FRANKFURT_2-01-85,Salto C,18.593,22.86,0.009,23.541,194.784,195.367,5.564,30.414,-0.042,18.877,194.2,187.278,5.222,20.263
20190930-1247-FRANKFURT_2-01-86,Barani C,18.682,24.049,-59.671,56.284,-67.015,222.167,109.605,88.911,-59.424,50.179,-66.617,215.803,109.415,70.793
20190930-1247-FRANKFURT_2-01-87,Salto B,17.92,20.679,3.723,26.744,195.844,225.581,6.625,39.125,3.674,24.242,195.335,218.25,6.799,31.515
20190930-1247-FRANKFURT_2-01-88,Barani C,18.996,24.161,-49.057,40.614,-68.507,226.292,107.549,79.214,-49.188,35.548,-67.618,221.051,107.231,71.186
20190930-1247-FRANKFURT_2-01-89,Salto A,13.896,19.469,6.612,12.269,198.515,47.503,-6.175,24.674,6.863,9.028,197.616,36.64,-5.94,17.499
20190930-1247-FRANKFURT_2-01-106,3/4 Salto rw A,12.253,24.123,7.456,17.598,154.992,46.427,-4.26,34.46,7.271,14.12,154.299,35.659,-4.342,21.373
20190930-1247-FRANKFURT_2-01-107,Cody C,20.929,25.098,-16.775,36.099,218.005,271.95,7.256,79.221,-16.928,21.491,218.191,249.512,7.462,39.866
20190930-1247-FRANKFURT_2-01-108,Grätschwinkel,13.15,22.274,-6.506,15.835,-1.074,134.074,4.941,28.681,-6.374,13.482,-0.528,128.499,5.032,17.531
20190930-1247-FRANKFURT_2-01-109,Salto B,19.168,22.214,6.294,21.555,196.006,221.04,-1.881,39.305,6.192,16.474,195.513,212.027,-1.708,25.892
20190930-1247-FRANKFURT_2-01-110,Barani C,18.999,25.654,-63.319,50.401,-41.501,213.836,95.043,71.167,-63.564,44.856,-40.861,206.87,94.733,60.693
20190930-1247-FRANKFURT_2-01-111,Schraubensalto,15.611,21.914,50.924,111.51,117.016,132.373,208.033,136.587,51.191,109.311,116.984,129.601,207.564,133.294
20190930-1247-FRANKFURT_2-01-120,Strecksprung,9.391,21.489,-1.864,11.257,-0.4,75.223,1.708,22.963,-1.884,8.564,-0.347,71.397,1.647,18.311
20190930-1247-FRANKFURT_2-01-127,3/4 Salto rw A,14.954,28.106,11.067,20.06,154.461,60.363,-0.954,35.419,10.965,17.075,154.428,52.7,-1.312,26.192
20190930-1247-FRANKFURT_2-01-128,Cody C,21.583,25.836,-7.276,49.135,213.478,279.8,6.761,74.83,-7.318,37.483,213.836,248.53,6.743,39.339
20190930-1247-FRANKFURT_2-01-129,Grätschwinkel,12.981,22.59,-4.347,21.032,0.576,122.191,-0.133,36.562,-4.166,17.687,0.756,114.069,0.453,22.625
20190930-1247-FRANKFURT_2-01-130,Salto B,17.023,19.765,8.736,22.229,193.976,219.802,-1.283,37.059,8.425,17.19,193.312,210.883,-1.009,23.67
20190930-1247-FRANKFURT_2-01-131,Barani C,19.015,25.642,-57.882,54.027,-60.115,223.085,98.979,66.392,-57.628,50.175,-59.433,217.299,98.637,62.515
20190930-1247-FRANKFURT_2-01-132,Schraubensalto,15.551,21.71,34.189,112.008,79.278,150.893,206.653,118.639,34.207,110.346,78.872,145.454,206.358,110.763
20190930-1247-FRANKFURT_2-01-140,Strecksprung,11.565,25.112,-1.732,13.2,4.03,75.41,1.511,22.359,-1.645,11.06,4.202,72.428,1.764,17.976
20190930-1247-FRANKFURT_2-01-148,3/4 Salto rw A,14.55,27.246,18.022,19.711,158.669,67.146,-0.958,31.165,18.152,16.14,158.35,60.176,-1.189,21.455
20190930-1247-FRANKFURT_2-01-149,Cody C,18.083,24.38,-7.235,42.915,208.438,241.89,-3.437,47.494,-7.114,35.236,208.233,212.955,-2.907,27.307
20190930-1247-FRANKFURT_2-01-150,Grätschwinkel,13.021,23.37,-2.151,23.165,9.171,125.905,0.538,33.806,-2.322,18.081,9.458,120.885,0.408,25.275
20190930-1247-FRANKFURT_2-01-151,Salto B,20.166,24.952,0.537,17.055,187.21,231.119,-0.896,33.288,0.71,12.934,186.99,222.832,-1.123,21.352
20190930-1247-FRANKFURT_2-01-152,Barani C,17.265,23.311,-58.051,52.288,-43.04,212.685,102.84,81.152,-58.435,46.022,-42.378,204.292,102.882,63.215
20190930-1247-FRANKFURT_2-01-153,Schraubensalto,14.499,21.358,48.322,89.235,94.185,142.169,202.296,133.732,48.651,87.209,93.704,139.441,202.337,130.989
20190930-1247-FRANKFURT_2-01-171,Barani C,16.295,22.862,-61.356,53.385,-38.857,203.905,104.729,59.79,-61.492,50.863,-38.929,199.358,104.254,54.163
20190930-1247-FRANKFURT_2-01-172,Schraubensalto,15.388,22.238,34.903,121.777,102.092,129.595,196.428,133.019,35.082,120.031,102.003,125.91,196.805,128.819
20190930-1247-FRANKFURT_2-01-173,Salto A,15.451,23.975,-4.655,21.246,189.849,54.58,-4.878,30.23,-4.809,17.155,189.515,45.6,-4.808,21.035
20190930-1247-FRANKFURT_2-01-174,Rudi,18.063,19.165,61.865,148.644,4.723,199.154,309.326,212.726,61.457,144.494,4.535,192.028,309.32,206.719
20190930-1247-FRANKFURT_2-01-175,Salto C,18.021,25.253,5.87,28.359,188.814,154.84,-9.965,33.359,6.174,22.612,188.979,149.004,-10.152,25.234
20190930-1247-FRANKFURT_2-01-176,Fliffis C,34.827,23.99,-61.609,71.701,-222.86,390.033,88.872,137.413,-61.411,60.663,-222.516,376.826,89.14,126.387
20190930-1247-FRANKFURT_2-01-195,Barani C,15.921,22.912,-69.294,50.334,-33.974,193.196,96.208,73.951,-69.348,45.901,-33.776,188.092,96.223,61.727
20190930-1247-FRANKFURT_2-01-196,Schraubensalto,15.362,23.119,54.799,92.755,110.687,153.191,198.777,140.579,55.009,90.461,110.389,149.27,198.392,138.583
20190930-1247-FRANKFURT_2-01-197,Salto A,13.603,22.095,-2.122,21.323,191.899,48.462,-4.912,23.796,-2.09,16.376,191.527,42.73,-4.472,19.025
20190930-1247-FRANKFURT_2-01-198,Rudi,19.464,23.077,88.641,167.19,-1.33,212.246,295.065,218.157,88.442,163.79,-0.402,207.23,294.764,212.481
20190930-1247-FRANKFURT_2-01-199,Salto C,17.861,21.123,-7.413,40.735,194.097,222.307,-6.417,69.864,-7.814,27.499,193.733,208.878,-6.388,43.539
20190930-1247-FRANKFURT_2-01-200,Fliffis C,36.453,25.208,-72.688,78.673,-221.7,392.404,79.304,140.204,-72.258,69.05,-222.028,373.395,80.416,125.919
20190930-1247-FRANKFURT_2-01-212,Strecksprung,9.895,22.865,1.159,10.6,1.062,73.522,3.176,17.168,1.131,8.202,0.975,69.404,3.155,13.488
20190930-1247-FRANKFURT_2-01-220,Barani C,18.754,26.416,-55.484,55.876,-45.548,213.375,103.142,69.44,-55.731,50.768,-45.523,207.741,103.033,59.228
20190930-1247-FRANKFURT_2-01-221,Schraubensalto,14.898,22.639,44.191,99.737,102.286,139.869,189.844,129.179,44.404,98.199,102.508,137.555,189.707,127.422
20190930-1247-FRANKFURT_2-01-222,Salto A,14.644,23.578,12.138,17.13,189.632,52.777,0.132,25.231,11.981,13.781,189.222,44.744,0.163,18.366
20190930-1247-FRANKFURT_2-01-223,Rudi,18.902,22.808,91.332,144.013,16.03,212.525,284.742,241.248,91.157,140.796,16.51,207.228,285.127,232.998
20190930-1247-FRANKFURT_2-01-224,Salto C,15.027,22.523,3.0,25.159,195.276,91.62,-3.716,30.328,3.166,20.006,195.158,87.852,-3.659,20.855
20190930-1247-FRANKFURT_2-01-230,Strecksprung,9.88,19.609,-0.485,10.721,0.629,79.129,2.302,14.316,-0.652,9.034,0.422,75.259,2.139,12.716
20190930-1247-FRANKFURT_2-01-242,Barani C,19.011,26.7,-57.927,63.859,-42.358,206.371,99.239,63.927,-58.116,58.568,-42.0,198.614,99.385,55.943
20190930-1247-FRANKFURT_2-01-243,Schraubensalto,14.889,22.282,41.674,103.132,101.03,144.758,190.88,128.831,41.699,101.202,100.886,141.6,190.58,126.788
20190930-1247-FRANKFURT_2-01-244,Salto A,13.27,20.876,3.2,26.034,193.555,52.558,-6.086,26.457,2.95,18.006,192.849,41.131,-5.689,18.084
20190930-1247-FRANKFURT_2-01-245,Rudi,18.718,22.795,80.65,175.409,9.765,207.474,290.014,228.905,80.622,172.004,9.968,199.826,291.365,219.429
20190930-1247-FRANKFURT_2-01-246,Salto C,17.741,23.838,-9.927,28.119,193.762,197.409,2.012,60.723,-9.481,18.281,193.514,182.63,0.982,30.523
20190930-1247-FRANKFURT_2-01-247,Fliffis C,34.815,24.449,-66.256,79.622,-226.275,372.701,90.348,141.311,-66.142,69.222,-226.047,360.258,90.095,119.624
20190930-1247-FRANKFURT_2-01-263,3/4 Salto rw A,12.218,24.3,11.68,23.397,159.023,59.063,1.099,37.017,11.685,19.923,158.287,48.027,0.429,26.531
20190930-1247-FRANKFURT_2-01-264,Cody C,22.07,26.823,-8.908,44.127,208.519,259.326,1.715,69.893,-9.316,30.623,209.354,236.831,1.89,38.176
20190930-1247-FRANKFURT_2-01-265,Grätschwinkel,12.942,23.218,-6.933,17.269,5.87,124.863,2.836,25.121,-6.66,15.302,5.909,118.289,3.134,18.051
20190930-1247-FRANKFURT_2-01-266,Salto B,16.663,19.951,-3.03,16.258,190.641,208.796,-4.565,32.86,-2.884,12.754,189.684,201.073,-4.213,19.84
20190930-1247-FRANKFURT_2-01-267,Barani C,18.035,24.816,-53.759,49.646,-44.652,205.854,105.473,73.075,-53.96,44.617,-44.004,202.017,105.116,62.547
20190930-1247-FRANKFURT_2-01-268,Schraubensalto,16.257,22.888,58.492,87.745,114.528,157.615,197.059,155.736,58.407,84.321,114.93,153.997,197.258,152.295
20190930-1247-FRANKFURT_2-01-269,Salto A,15.096,23.626,8.322,25.616,190.014,48.102,-11.817,30.166,8.343,22.202,189.654,38.869,-11.754,24.219
20190930-1247-FRANKFURT_2-01-270,Rudi,19.187,21.675,82.58,169.173,33.814,215.456,283.261,256.311,82.483,165.942,34.056,209.073,283.321,248.017
20190930-1247-FRANKFURT_2-01-271,Salto C,16.78,20.941,2.741,40.381,192.367,209.083,-6.219,59.992,2.415,29.626,191.49,193.104,-6.35,36.037
20190930-1247-FRANKFURT_2-01-272,Fliffis C,35.654,24.59,-50.045,73.344,-244.485,373.188,93.542,145.969,-49.599,64.887,-243.884,361.125,94.044,120.738
20190930-1247-FRANKFURT_2-01-289,3/4 Salto rw A,15.339,28.815,10.624,17.116,157.027,65.216,-3.938,35.018,10.571,14.828,156.798,56.234,-4.368,25.894
20190930-1247-FRANKFURT_2-01-290,Cody C,21.094,25.257,-17.872,48.033,205.014,302.903,-5.826,92.145,-18.219,33.45,206.372,253.435,-5.639,36.595
20190930-1247-FRANKFURT_2-01-291,Grätschwinkel,10.932,19.059,-6.761,14.059,6.55,141.736,5.753,31.898,-6.32,10.85,5.202,133.038,5.991,22.504
20190930-1247-FRANKFURT_2-01-292,Salto B,19.149,23.137,6.051,27.533,188.467,221.552,-7.226,43.667,5.55,18.58,188.609,211.781,-6.503,24.837
20190930-1247-FRANKFURT_2-01-293,Barani C,18.777,25.819,-49.347,53.948,-58.911,219.332,111.908,73.957,-48.899,49.091,-58.388,214.982,111.044,66.089
20190930-1247-FRANKFURT_2-01-294,Schraubensalto,15.248,22.117,45.957,112.882,104.972,134.827,197.274,134.404,45.947,111.137,105.292,131.394,197.214,131.47
20190930-1247-FRANKFURT_2-01-295,Salto A,15.159,23.23,-0.316,20.643,194.457,41.568,-15.385,33.97,-0.348,16.521,194.155,35.575,-15.283,18.312
20190930-1247-FRANKFURT_2-01-296,Strecksprung,10.651,23.251,-1.169,15.683,5.917,46.804,-0.954,33.922,-1.002,12.381,5.833,42.683,-0.778,29.105
20190930-1247-FRANKFURT_2-01-313,3/4 Salto rw A,14.702,27.747,13.868,22.392,156.693,67.794,-2.309,38.867,13.932,20.274,156.264,53.633,-3.129,23.533
20190930-1247-FRANKFURT_2-01-314,Cody C,20.05,25.009,-4.525,43.303,205.651,236.186,5.44,55.279,-4.814,36.549,206.798,218.568,6.054,38.341
20190930-1247-FRANKFURT_2-01-315,Grätschwinkel,10.657,19.134,-2.139,13.98,5.581,127.162,1.894,32.199,-1.897,12.143,4.845,118.297,2.474,16.828
20190930-1247-FRANKFURT_2-01-316,Salto B,18.678,22.601,0.9,21.045,186.974,232.963,-1.749,41.608,0.777,15.511,186.849,223.419,-1.571,29.836
20190930-1247-FRANKFURT_2-01-317,Barani C,19.249,25.19,-48.019,62.426,-48.335,222.021,100.207,88.097,-48.068,55.838,-47.711,211.426,99.925,68.544
20190930-1247-FRANKFURT_2-01-318,Schraubensalto,15.231,22.52,62.135,106.793,108.146,148.431,199.608,135.107,62.171,104.964,107.911,145.374,199.215,133.263
20190930-1247-FRANKFURT_2-01-319,Salto A,15.024,23.529,8.202,18.676,193.459,42.822,-4.734,34.311,8.029,15.819,193.512,34.545,-4.608,19.845
20190930-1247-FRANKFURT_2-01-325,Strecksprung,10.928,21.252,0.893,14.147,3.239,87.395,1.801,22.55,0.957,10.767,3.25,83.989,1.755,17.558
20190930-1247-FRANKFURT_2-01-329,Strecksprung,10.759,24.116,-1.948,13.544,1.797,83.696,3.914,24.5,-1.955,10.965,1.828,79.443,3.882,18.956
20190930-1247-FRANKFURT_2-01-335,3/4 Salto rw A,15.113,28.961,15.332,21.921,156.42,64.936,-0.879,38.793,15.219,19.625,156.034,56.119,-1.418,27.441
20190930-1247-FRANKFURT_2-01-336,Cody C,20.743,25.62,-6.22,47.496,208.418,247.795,-1.462,55.063,-6.437,36.731,209.692,225.547,-0.993,29.798
20190930-1247-FRANKFURT_2-01-337,Grätschwinkel,10.731,19.106,-6.526,16.509,6.251,130.264,4.882,31.205,-6.061,15.546,5.231,120.847,4.955,18.001
20190930-1247-FRANKFURT_2-01-338,Salto B,18.56,22.989,1.38,24.835,187.841,206.395,5.135,50.083,0.897,18.301,187.918,197.461,5.683,28.511
20190930-1247-FRANKFURT_2-01-339,Barani C,18.44,25.686,-69.998,54.85,-30.754,191.347,98.355,60.883,-69.887,51.189,-30.017,184.582,97.326,53.042
20190930-1247-FRANKFURT_2-01-340,Schraubensalto,15.161,21.675,39.196,108.261,108.14,142.614,196.196,134.232,39.52,106.22,107.823,138.444,196.107,129.823
20190930-1247-FRANKFURT_2-01-341,Salto A,14.982,23.502,3.765,16.08,186.258,48.085,-10.14,27.021,3.537,11.564,185.885,38.523,-9.779,20.383
20190930-1247-FRANKFURT_2-01-342,Rudi,18.542,22.129,82.256,168.009,20.539,198.164,288.529,221.352,82.123,164.956,21.251,192.583,288.856,215.5
20190930-1247-FRANKFURT_2-01-343,Salto C,15.098,22.076,-1.053,19.336,195.848,104.16,-1.265,21.645,-0.957,15.919,195.411,94.072,-1.169,11.68
20190930-1247-FRANKFURT_2-01-344,Fliffis C,36.131,24.284,-51.675,70.67,-241.518,391.371,93.056,145.853,-50.9,59.956,-241.911,375.653,93.194,129.819
20190930-1616-FRANKFURT_1-01-4,Strecksprung,10.392,22.317,0.308,9.307,-1.964,27.672,9.715,16.056,0.245,8.479,-1.85,26.195,9.728,14.618
20190930-1616-FRANKFURT_1-01-10,Salto C,18.246,23.499,-8.868,18.645,196.121,194.27,16.494,27.209,-8.896,13.314,196.116,186.663,16.41,19.963
20190930-1616-FRANKFURT_1-01-11,Salto C,16.671,20.988,-1.444,15.765,196.584,186.294,15.223,22.745,-1.516,12.159,196.589,180.397,15.219,15.834
20190930-1616-FRANKFURT_1-01-12,Salto B,16.003,19.025,0.28,14.072,195.635,192.278,7.675,24.975,0.67,11.061,194.844,185.899,7.883,18.094
20190930-1616-FRANKFURT_1-01-13,Salto B,19.968,24.672,5.407,19.688,193.651,205.158,6.122,20.378,4.843,16.062,194.548,197.824,5.994,13.354
20190930-1616-FRANKFURT_1-01-14,Salto A,13.265,19.896,5.227,21.488,196.905,54.412,4.886,25.291,5.26,15.288,196.016,45.582,5.139,19.735
20190930-1616-FRANKFURT_1-01-15,Salto A,16.379,25.173,2.098,14.409,190.568,51.914,2.09,26.256,2.438,11.669,191.242,41.739,1.819,18.4
